@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[2]_skewness numeric
@attribute mfcc_sma[3]_max numeric
@attribute mfcc_sma[4]_amean numeric
@attribute mfcc_sma[5]_max numeric
@attribute mfcc_sma[6]_max numeric
@attribute mfcc_sma[6]_linregc2 numeric
@attribute mfcc_sma[7]_max numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[10]_kurtosis numeric
@attribute mfcc_sma[12]_amean numeric
@attribute mfcc_sma[12]_linregc2 numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_stddev numeric
@attribute voiceProb_sma_min numeric
@attribute F0_sma_amean numeric
@attribute F0_sma_skewness numeric
@attribute mfcc_sma_de[2]_range numeric
@attribute mfcc_sma_de[3]_range numeric
@attribute mfcc_sma_de[4]_range numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_min numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[7]_range numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_min numeric
@attribute output {sexy,notsexy}

@data
0.034838,28.74657,-1.497098,0.150826,17.69628,-0.202049,22.05293,20.88629,4.365032,19.99159,2.221482,3.640709,3.317386,2.243701,0,0.071347,0.133121,41.47046,2.52814,11.07325,8.42959,13.03697,-0.198529,-5.273883,3.757241,9.676361,0.000261,-0.159373,sexy
-0.471586,15.15566,-2.33806,0.104201,14.56635,-2.028647,12.4567,14.57218,0.992623,13.34834,1.124293,2.72842,2.149851,1.775285,0.005445,0.048388,0.110685,30.13356,3.266148,8.290206,9.781034,6.664824,0.061792,-3.452115,3.230665,9.164116,0.000105,-0.117903,sexy
-0.044475,10.38413,-4.411027,0.14091,8.872172,-3.13529,10.43766,17.73139,1.986385,18.01278,0.739691,2.823351,0.140121,1.280463,0.009074,0.043158,0.145886,6.310572,6.903814,6.520568,5.209116,6.047731,0.370316,-4.249436,4.784111,9.084497,0.000045,-0.080377,sexy
-0.476059,19.43536,-1.093286,0.5064,12.66061,-2.095304,14.42881,22.40555,1.63356,21.51076,0.584896,2.649387,1.039373,0.369895,0.00726,0.071118,0.160059,130.7475,0.593641,9.845654,8.478239,11.09699,0.429881,-5.767849,4.146091,9.679224,0.000217,-0.153313,sexy
-0.3525,15.76037,5.364061,-0.020112,17.19675,-0.557372,16.74439,17.67383,1.98796,28.42328,3.139145,3.189283,-0.149401,-0.409597,0.00363,0.050705,0.137609,20.6764,3.601708,7.887426,8.841101,7.069592,-0.043031,-3.790154,3.580463,9.812343,0.000083,-0.150354,sexy
-0.741312,9.835644,-6.729835,-0.042567,15.7674,1.891314,16.4937,21.49976,1.51078,9.082638,-4.607356,3.455494,-2.378966,-0.635329,0.013914,0.072902,0.128095,91.29353,1.274615,10.52112,6.642133,8.825491,0.211927,-4.587152,4.173358,9.725076,0.000247,-0.151725,sexy
-0.375719,12.40748,-0.445474,-0.199508,29.46836,-1.464491,29.67196,7.498381,-7.202773,29.48505,11.38622,2.858441,-10.93418,-10.64469,0.004235,0.044972,0.171412,70.47572,1.570929,12.99635,8.330801,9.378804,0.035179,-5.853606,3.977999,8.523795,0.000101,-0.187677,sexy
-0.48667,6.280611,-2.666859,0.02801,3.342928,-2.12571,23.98692,9.182996,-4.099367,8.221478,-7.940522,3.597501,-2.62228,-2.823037,0.027223,0.039299,0.160882,115.6997,1.005943,5.454615,8.288151,7.986752,-0.084961,-3.998454,3.590373,7.569859,0.000114,-0.146863,sexy
-0.428421,6.989295,-5.666442,-0.212306,-0.664236,-3.554152,8.942786,6.855694,-7.017173,12.648,-0.392841,3.079793,1.599269,2.408019,0.024198,0.019781,0.142103,120.7556,0.652443,5.168534,4.060762,5.372985,0.051004,-3.16383,3.409303,6.286764,0.000023,-0.157294,sexy
0.711169,20.94093,-3.039727,0.128647,10.23253,-4.132967,13.77573,12.14595,-8.57982,12.85596,-6.427707,3.366519,-0.787449,-2.975197,0.00605,0.093723,0.132236,11.70605,5.395944,10.66149,10.4736,9.01287,0.467765,-3.315997,3.744128,8.86459,0.00057,-0.158099,sexy
-1.066013,12.32879,-1.535536,-0.252784,20.01877,4.010816,12.39199,24.6216,-0.63735,23.98638,1.20703,2.854198,-5.337652,-7.194768,0.005445,0.095559,0.137892,37.38439,2.777174,8.888674,9.847218,11.67421,0.441845,-5.224592,4.235475,10.1344,0.000307,-0.153519,sexy
-0.06456,10.54158,0.863989,0.0148,12.72727,0.521451,21.64149,18.95418,3.439494,18.97348,3.969158,3.060884,0.03345,-1.230696,0.00484,0.049145,0.131297,0.807221,18.50502,6.19222,7.055858,8.007966,-0.141852,-5.261075,3.706578,9.588743,0.000116,-0.088134,sexy
0.129086,9.628736,-7.656221,-0.108335,10.65532,-5.136852,11.60979,15.03298,-1.283912,17.39638,1.328175,3.196864,1.542536,0.488157,0.016939,0.037582,0.132688,32.7867,2.792104,8.441494,7.233214,9.576052,0.175377,-3.512467,3.395413,8.830164,0.000069,-0.137538,sexy
0.491098,19.84672,1.575694,0.217981,17.37183,0.095756,21.23498,17.29078,0.375239,17.34013,1.85471,3.308816,-2.117448,-3.613887,0.00484,0.051591,0.145222,70.84367,1.476904,6.873713,8.712422,7.129666,-0.035427,-4.226913,3.641452,12.31196,0.000093,-0.168849,sexy
0.321253,17.97658,-3.059611,0.351432,9.357361,-0.944462,13.99487,21.69716,-3.800744,11.99282,-4.955425,3.294298,-1.959508,0.847758,0.013309,0.026005,0.11437,25.62894,3.499051,8.126272,10.54164,7.783709,0.167311,-4.207157,3.551281,8.941175,0.000056,-0.110664,sexy
0.026031,11.68733,4.13343,-0.049299,12.1995,-2.755641,27.20651,13.85382,2.957642,10.61817,-1.303402,3.153384,0.37347,2.246156,0.005445,0.01897,0.210657,42.64561,1.939924,5.056772,5.398272,7.026585,0.090098,-4.109651,4.481861,5.654045,0.000006,-0.109081,sexy
0.008899,8.665036,-3.344694,0.356496,9.699777,3.422877,15.85928,13.87935,-0.296479,14.89536,-0.033365,3.03783,0.700194,-0.291096,0.005445,0.050065,0.116267,0.820538,14.88919,5.979855,5.589309,7.140262,0.601466,-3.388699,5.5896,8.273618,0.00016,-0.083994,sexy
-0.252274,19.48749,2.786326,-0.046575,13.89785,-2.830923,16.42108,18.11521,-3.620886,17.74867,-4.117169,3.385382,0.668758,0.249461,0.00363,0.046632,0.121902,77.96036,1.217432,8.909037,10.78633,12.7441,0.638837,-4.019,3.875735,10.72243,0.0001,-0.162448,sexy
-0.287569,18.60922,-4.403213,-0.230629,15.45267,-1.045402,17.14141,17.03464,-0.388254,12.29246,-4.240406,3.254842,2.741762,2.985544,0.00242,0.100171,0.126871,62.4875,1.739179,12.78089,10.9963,11.45472,-0.159032,-4.213981,3.853692,9.93559,0.000537,-0.183471,sexy
-0.332006,16.63293,1.124621,-0.02309,13.23601,2.571037,17.18935,16.0744,1.414451,18.47323,-1.057861,2.674479,0.392556,4.80119,0.00726,0.040359,0.146932,147.0697,0.494587,7.666899,8.067228,9.828439,0.105536,-4.30601,3.404897,10.05899,0.000096,-0.169079,sexy
-0.981712,24.75389,7.334826,0.537747,13.60502,-5.086189,14.2114,7.796051,-5.594558,10.41455,-6.17383,3.05371,-1.17468,-0.042506,0.013309,0.05607,0.151,79.3025,1.388402,8.359127,8.666795,8.284136,0.046515,-3.584666,3.379267,11.8232,0.000106,-0.128464,sexy
-0.603056,11.85648,-6.632281,0.782584,14.01916,-1.051542,14.48852,10.10879,-3.116621,10.11377,-2.460999,3.041895,-0.194059,0.211918,0.006655,0.035294,0.151566,101.5755,0.987718,7.662382,6.849079,7.600825,0.336866,-2.476166,4.073776,6.053777,0.000071,-0.144393,sexy
-1.066997,15.70273,0.766848,0.374084,15.2296,0.982246,15.80962,5.873587,-7.326278,7.953081,-8.891232,2.786728,-2.794636,-2.652384,0.00484,0.052103,0.127732,0,0,9.285076,7.798399,6.974881,0.421604,-3.630408,3.348156,11.66061,0.000114,-0.076996,sexy
0.501349,16.44126,-1.672609,0.068069,19.5769,-0.363079,30.758,28.33336,2.675725,23.57601,-0.532241,2.756083,-1.618921,-1.624812,0.005445,0.074219,0.132738,65.00121,1.713434,10.24845,10.92231,11.12832,-0.411545,-5.777782,4.125796,13.32043,0.000286,-0.180679,sexy
-0.068016,11.2425,-10.00218,-0.269695,14.75338,0.681325,18.67296,18.3645,0.772022,26.15168,3.806589,3.251124,-2.609749,-4.113892,0.00363,0.041582,0.146321,1.411398,13.8531,11.65936,8.986154,8.55028,-0.176991,-4.757122,4.901414,10.76168,0.000044,-0.099895,sexy
0.226139,14.3974,-1.102152,0.222147,9.998559,-1.051708,14.91159,15.16575,-1.797052,22.54959,3.004126,3.313431,-4.457994,-3.926536,0.009679,0.0315,0.11639,32.2192,2.184386,9.129113,10.74801,9.528691,0.047505,-5.223923,4.518928,10.04219,0.00005,-0.161784,sexy
-0.641686,21.79005,5.549984,-0.076119,10.49502,-7.93717,10.86894,10.99896,-7.687222,13.30582,-4.2006,2.868989,-5.044316,-9.888866,0.004235,0.047062,0.085305,120.5013,0.768216,8.201581,8.228615,7.894776,-0.281776,-5.861186,7.02611,8.994601,0.000059,-0.174129,sexy
-0.445087,21.61847,6.296246,-0.134366,20.3692,1.317671,18.6884,14.21138,-1.61362,18.24663,-5.35845,4.389174,-0.622584,-3.035025,0.00726,0.050088,0.121225,132.4574,0.562465,10.35274,10.3838,10.28366,-0.109768,-4.704347,4.053093,12.19856,0.000096,-0.176247,sexy
-0.491568,19.18839,-0.200585,-0.760213,29.06046,7.707163,20.83307,26.17295,2.826734,16.65324,-2.44181,2.736851,-0.905637,-0.555942,0.00242,0.02404,0.133138,18.51714,4.056885,12.77258,8.586809,7.886498,0.124358,-7.347668,5.428603,11.78652,0.000032,-0.122381,sexy
0.125752,14.98711,-4.399305,0.477142,13.66076,-0.251741,14.94276,20.96265,5.7373,14.19691,-1.213148,3.436036,-1.509881,-3.790488,0.007864,0.061007,0.133662,23.52331,3.508422,8.549801,6.785164,7.700859,-0.293634,-5.241534,3.973809,8.948668,0.000137,-0.16267,sexy
-0.611356,15.83278,3.792191,-0.182967,20.92414,2.644406,14.36452,16.99888,5.368744,11.0338,-1.76196,3.51018,-1.973896,1.108268,0.00363,0.041692,0.150131,16.13795,4.386852,10.1016,7.9381,7.624963,-0.108971,-6.539108,4.898006,8.429332,0.000051,-0.121347,sexy
-0.831161,20.42636,1.229088,0.367873,13.86858,1.344996,18.36169,15.86006,-3.764801,20.53603,-0.501915,4.074161,-1.564114,-1.40101,0.004235,0.070576,0.138379,9.870549,6.009675,7.289197,6.408214,8.549578,0.551203,-4.278252,4.143224,7.685075,0.000182,-0.124724,sexy
1.203108,16.35333,-5.005184,0.243099,20.44188,-0.787725,17.04181,20.15061,0.947256,14.61997,0.407658,5.107032,-2.282349,-2.521549,0.009679,0.076477,0.136629,30.5467,2.828343,13.23606,12.37013,11.39631,0.048662,-5.410298,3.847712,10.60404,0.0003,-0.178011,sexy
-0.177297,18.00996,2.978041,0.050404,16.77826,2.289699,22.09877,17.01511,2.581183,27.21023,3.115003,2.690784,-0.061708,-0.600959,0.004235,0.023322,0.161352,75.91417,1.558483,11.90639,8.591642,8.719364,0.404822,-5.582755,4.136511,10.18231,0.000031,-0.161686,sexy
-0.51413,13.82523,-2.859446,0.112953,9.822938,0.616251,16.61546,13.71929,1.368782,27.99883,-1.051295,3.744428,-1.151759,-0.209323,0.006655,0.076927,0.080001,40.96588,2.602592,8.792703,7.679269,8.25663,0.144665,-3.949965,3.268997,10.37959,0.0003,-0.162161,sexy
-0.034281,4.933012,-6.936424,-0.222278,6.31815,-0.359839,13.07399,9.676048,-6.74986,8.511571,-8.34483,2.89476,-0.589716,-2.271583,0.013914,0.039736,0.139682,22.86761,3.497178,4.721468,5.151458,8.306046,0.343576,-4.859822,3.295065,11.56658,0.000096,-0.121835,sexy
-0.000793,16.42822,3.895667,-0.399718,15.17138,1.968044,12.00152,12.59931,-0.719586,22.65147,1.286648,4.139444,0.557252,-2.075581,0.004235,0.085058,0.12976,26.22902,3.581957,10.11657,8.007895,7.491592,-0.231453,-3.390468,3.654315,7.878638,0.000253,-0.163861,sexy
-0.235058,23.4386,-1.390914,0.371405,10.0245,-5.274346,14.1928,14.71816,-6.588233,14.70915,-2.689556,2.933715,0.500299,-0.887003,0.00605,0.055017,0.15684,68.38266,1.663146,9.296908,8.262671,8.199266,0.034426,-3.557102,3.373277,8.091269,0.000113,-0.130355,sexy
-0.84874,14.17137,-0.482899,0.28158,15.04876,-0.888854,11.31395,14.33473,3.652772,16.18035,3.154687,2.760587,0.83545,-3.519021,0.00363,0.031542,0.151222,55.63514,1.92762,7.368342,5.350698,5.080697,0.374086,-3.522625,3.157735,7.414573,0.000056,-0.154266,sexy
0.037742,25.20123,-0.436299,-0.628178,21.04001,1.761722,18.55133,13.12955,-2.751693,15.39938,-3.814453,2.868533,1.006471,-0.082269,0.001815,0.119059,0.124097,38.60843,2.195736,13.76742,11.4432,10.9548,0.021546,-4.681754,4.313689,10.59176,0.000607,-0.157202,sexy
-0.277824,17.78581,0.523859,-0.019438,12.95108,-0.890374,16.9265,16.34008,-0.622494,16.37094,0.818817,3.010318,-3.000925,-3.138267,0.012704,0.062527,0.137488,71.4495,1.689748,10.37443,7.900065,8.43146,0.500415,-4.953551,3.505206,9.513643,0.000176,-0.168957,sexy
0.356832,14.30027,-5.894627,0.164139,12.67764,-4.14154,17.27591,13.65966,0.346093,18.18189,-0.534667,3.291659,-0.533119,0.275053,0.005445,0.0558,0.115671,53.59008,2.018523,7.860712,10.62654,8.528592,0.216497,-3.565607,3.135893,9.646534,0.000282,-0.175419,sexy
-0.88655,12.28426,0.75764,0.014551,25.85206,-3.24452,11.64226,7.001352,-10.80285,12.46618,-8.102765,2.969488,-3.841017,-3.174018,0.009679,0.040592,0.174581,148.561,0.308012,7.164576,9.643779,7.915959,-0.289806,-3.835897,4.043577,8.233347,0.000074,-0.15178,sexy
-0.284745,22.8217,5.451883,-0.468044,21.54377,-4.549851,11.27742,27.78654,-0.583724,13.35581,-5.688637,4.095769,-2.56065,-0.290128,0.00363,0.093584,0.114986,91.45399,0.900298,14.42804,12.08786,15.67237,-0.074069,-6.315961,4.074487,13.54406,0.000468,-0.162383,sexy
0.312663,15.41071,-1.426116,0.093598,16.16957,-5.831306,14.33162,10.43116,-6.739241,11.18468,-4.35137,3.126202,2.552308,4.992059,0.005445,0.04949,0.133079,101.324,1.193967,9.812071,10.16864,9.579595,0.275829,-4.523435,4.544553,10.15731,0.000118,-0.178872,sexy
1.167034,10.58311,-0.374529,-0.862499,14.15007,0.598401,9.15919,17.48057,-3.471756,15.42572,3.393095,3.57261,-1.748936,-2.960918,0.013914,0.034115,0.136733,8.303122,5.08741,6.623521,5.345043,5.62098,0.030594,-4.291861,3.840945,8.252186,0.000057,-0.127866,sexy
-0.79046,25.21699,6.383558,0.270005,19.74303,1.406757,16.22474,21.64745,-0.631227,29.04277,2.756793,2.775758,-2.187359,-2.742368,0.006655,0.058123,0.135875,75.84113,1.462875,10.45734,11.14725,11.16638,0.045164,-5.58916,4.123453,9.591875,0.000123,-0.160481,sexy
0.325194,21.02435,7.259907,0.013651,22.902,-2.741201,11.62567,12.90096,-3.020611,10.99122,-2.13147,3.381156,1.806849,0.660983,0.004235,0.048294,0.135913,28.11594,3.026247,9.850657,8.595228,8.409382,0.322294,-3.16522,3.738703,8.704543,0.000118,-0.134574,sexy
-0.063821,9.80197,-2.305161,0.159938,10.91158,1.243344,9.105456,8.823425,-5.195839,12.4952,-0.337481,3.014061,-0.909714,-2.369087,0.009074,0.052518,0.13451,31.78343,2.931383,5.757209,6.565618,5.280367,-0.106707,-4.516213,4.090619,7.063812,0.000081,-0.137514,sexy
-0.127534,13.80441,1.659951,0.145283,7.697138,-6.830752,18.10136,13.18088,-5.192359,12.53999,-6.018788,2.832083,1.988662,3.649005,0.016939,0.016454,0.146491,116.2809,0.631605,8.339386,6.405075,7.89484,0.104139,-3.956665,4.962562,9.422087,0.000013,-0.12114,sexy
-1.032055,17.09329,-2.600458,0.848369,10.46822,-0.562541,14.49195,18.73883,-1.097629,11.38478,-2.210061,2.900726,0.533278,-5.434072,0.00726,0.025379,0.145396,128.5538,0.928498,6.358938,8.211269,6.22303,0.097159,-3.567278,3.197517,7.677726,0.000029,-0.151738,sexy
-0.739048,10.71648,1.498939,-0.661164,17.2839,-2.000224,17.32866,17.53094,5.394519,18.55672,1.863196,4.459976,-1.405739,-1.872893,0.005445,0.037279,0.141981,115.041,0.949626,7.509778,8.408527,7.91069,0.043223,-4.992126,4.91947,10.76778,0.000045,-0.133169,sexy
-0.471586,15.15566,-2.33806,0.104201,14.56635,-2.028647,12.4567,14.57218,0.992623,13.34834,1.124293,2.72842,2.149851,1.775285,0.005445,0.048388,0.110685,30.13356,3.266148,8.290206,9.781034,6.664824,0.061792,-3.452115,3.230665,9.164116,0.000105,-0.117903,sexy
-0.196282,21.77212,2.580909,-0.065115,12.95978,-6.411891,19.47332,16.70752,-3.947501,11.70746,-4.9645,3.265183,1.327599,-0.468225,0.009679,0.03155,0.137652,174.5973,0.419657,10.45351,8.855759,9.602668,0.376534,-3.735352,4.816447,9.257862,0.000031,-0.182194,sexy
-0.096858,18.30143,0.406754,0.296021,18.55936,-0.549901,13.998,15.64177,1.47762,12.28089,-6.209707,2.702731,0.521028,-1.38808,0.009074,0.03648,0.140776,47.82899,1.954559,7.48796,8.654862,7.310533,0.132613,-3.597638,3.553115,9.283728,0.00004,-0.131746,sexy
-0.321081,8.642873,-2.411783,0.379396,9.329099,3.152246,16.94787,16.17899,2.085613,15.59816,1.014851,2.82827,2.712126,2.507232,0.00363,0.044866,0.133925,72.89697,1.547326,5.439885,6.41701,6.683215,0.084071,-3.106319,3.540581,9.272202,0.000082,-0.15289,sexy
-1.083325,23.53928,14.12385,-0.639523,26.5532,12.431,27.67325,17.4904,8.372736,21.53493,7.672862,5.591512,-3.284975,-2.98757,0.00242,0.005886,0.156221,20.47883,3.059575,7.160006,8.2574,7.649861,-0.25856,-3.038605,3.975518,6.646676,0.000003,-0.081284,sexy
0.940181,16.53921,3.158005,0.278686,14.18925,0.516968,15.21458,17.73707,-3.219886,12.18881,-2.528679,3.412919,-2.419337,-3.451424,0.00363,0.060981,0.1425,13.96282,4.78531,8.291136,8.005543,8.667888,0.049639,-3.951258,3.533948,8.240915,0.000165,-0.143672,sexy
0.136356,27.36663,0.56206,0.083205,26.76771,1.614143,14.59688,17.45751,-1.208908,18.80818,-1.464611,3.03904,2.437847,3.05325,0.00726,0.080839,0.119818,33.87633,2.657079,16.79642,15.01064,12.60474,0.100539,-5.372924,3.46508,10.08699,0.000381,-0.196483,sexy
-0.546025,16.84629,3.528969,0.08186,12.86177,1.072738,14.80223,17.64398,3.342497,17.31889,0.797287,3.193215,-1.809838,-1.912493,0.005445,0.037916,0.145297,65.81329,1.438972,8.271492,7.073232,6.112614,-0.249378,-2.902392,3.643461,6.767979,0.00006,-0.127056,sexy
-0.906288,5.586559,-6.659761,0.607663,8.767872,-2.057895,7.48714,14.77294,-0.687818,8.742723,-2.962271,3.17811,0.228848,-1.046723,0.035693,0.042021,0.1439,11.12313,4.706357,4.526416,6.120212,4.82759,0.08793,-4.463783,3.309625,6.097649,0.000077,-0.098492,sexy
-0.962035,10.55013,-10.65233,0.245992,28.37956,5.599374,12.08941,13.41195,-0.512029,18.46162,4.204159,3.024678,-1.891265,-0.764357,0.00363,0.031561,0.104909,65.65686,1.610061,11.61687,14.31713,10.97942,-0.372848,-5.075961,4.171601,12.14973,0.000061,-0.189363,sexy
-0.69167,18.92798,-0.899877,0.438676,19.67444,2.908377,22.28302,25.30947,-0.541291,15.63537,-1.86374,2.826026,0.174355,-0.338628,0.00363,0.027263,0.134865,65.46235,1.869072,8.767479,7.314367,8.999872,0.083179,-5.604836,4.91496,10.25176,0.000022,-0.160216,sexy
-0.183028,13.10235,-4.780232,0.945642,8.497363,-6.618514,16.78868,17.42075,2.548103,13.60686,-0.83638,3.649949,-0.792253,-6.545492,0.022384,0.046396,0.14923,149.1988,0.483079,7.08656,7.422739,7.299404,-0.229231,-4.678183,3.901983,6.45013,0.000067,-0.125967,sexy
0.264874,19.67436,-0.597285,0.609754,16.00831,6.877812,29.51144,21.37364,2.6921,25.65135,2.845184,3.638838,4.475454,3.149495,0.004235,0.043437,0.135911,78.29266,1.435411,9.32684,8.494637,11.13775,-0.510316,-5.408382,3.544833,13.02941,0.000141,-0.189612,sexy
-0.387738,13.14283,-1.878063,-0.180572,19.46479,-7.523135,20.24621,9.709033,-7.273662,18.1069,-4.183779,3.52027,4.802773,4.968281,0.00363,0.069208,0.125454,121.2001,0.851291,8.965847,10.16099,12.60536,0.260418,-6.356417,5.057095,12.20745,0.000226,-0.173639,sexy
-0.745575,17.77663,0.226382,0.113884,20.36587,-2.169718,18.87184,24.55569,-2.757338,26.54656,-1.239932,3.240803,-2.50455,-6.632222,0.00363,0.057356,0.099732,107.0472,1.022332,11.37621,10.52491,11.88271,-0.239379,-8.440021,5.087229,13.47758,0.000088,-0.156721,sexy
-0.32795,11.47125,-1.655548,-0.065406,8.36184,-3.570959,12.96889,17.9978,-1.276364,14.88979,-0.533323,3.264354,1.71303,0.573962,0.009074,0.039828,0.15066,59.06653,1.877981,6.895652,6.169108,6.72457,-0.064767,-4.512273,3.531761,8.159012,0.000076,-0.135077,sexy
0.082475,13.75878,4.871092,-0.135583,12.04497,-4.980914,10.06589,13.34162,-1.546671,9.647906,-5.190609,2.864657,-0.630214,-1.036965,0.007864,0.028019,0.17496,109.8011,0.961879,6.635847,7.454054,5.947637,0.419345,-3.961424,3.94217,8.765951,0.000053,-0.138147,sexy
0.07166,12.00794,-3.305807,0.104047,15.08256,4.402568,14.97276,21.45827,-0.111371,23.63417,0.298875,3.170535,1.14191,1.392662,0.010889,0.119983,0.126557,0.602387,21.94726,11.76046,10.28665,10.62816,0.454365,-5.164468,4.091375,10.53111,0.000597,-0.076949,sexy
-0.753631,17.22987,5.211206,-0.396702,22.21143,-0.196763,16.38472,13.3713,-0.09674,9.454624,-4.455033,2.993114,-3.01794,-0.227709,0.00363,0.050927,0.155292,30.0643,2.595695,5.560348,7.2885,7.449006,0.758448,-3.781523,4.724,8.101794,0.000136,-0.149561,sexy
-0.323457,17.38498,3.071807,0.301846,12.67149,-3.594289,18.97413,20.57446,-3.326277,14.40249,-3.252033,4.019982,-1.141661,-1.749283,0.008469,0.050999,0.145786,62.11676,1.67347,9.001406,7.083586,9.478973,0.008762,-5.597652,4.210578,9.287279,0.000082,-0.146527,sexy
-0.956336,13.61101,0.18467,-0.127627,13.48601,1.252655,13.97168,20.47332,1.582184,12.67665,0.139052,2.992698,-1.842156,-1.565902,0.007864,0.022894,0.147269,47.66833,1.664794,6.459062,4.491735,6.898535,-0.04926,-3.369174,3.754187,7.621502,0.000018,-0.116964,sexy
-0.149194,20.14461,1.365104,0.046176,19.77255,0.558017,22.53839,19.1196,1.916242,18.04674,0.076517,2.939194,4.563773,5.379083,0.00363,0.041203,0.121968,119.7755,0.747282,9.153343,9.051529,11.19524,-0.266898,-4.28265,3.6102,9.906499,0.000063,-0.169724,sexy
-0.328993,19.71642,4.517993,-0.35923,15.38207,2.400798,12.63055,14.44859,-1.236784,19.59003,2.060656,2.905797,-2.171404,-4.590879,0.003025,0.070094,0.11352,57.56794,1.880324,9.156057,10.23769,11.83476,0.107521,-6.240618,4.1303,11.46898,0.00033,-0.180172,sexy
0.138627,4.882296,-4.413128,0.263608,13.87796,-5.566099,9.915024,11.01637,-6.69511,10.55418,-2.275994,3.325281,-0.460955,-1.854833,0.022989,0.047663,0.127377,47.73548,2.051462,5.048093,6.22086,7.46881,0.033885,-3.794265,3.84517,6.909395,0.000082,-0.155746,sexy
-0.219446,20.63993,0.839272,-0.235938,17.32133,-0.772587,14.73775,18.17779,-4.612221,19.44747,1.058743,3.059357,0.817338,0.939887,0.005445,0.089924,0.141944,46.93444,2.28851,12.31838,8.208656,12.29706,0.392226,-4.921903,3.757697,9.273172,0.000382,-0.162018,sexy
-0.443732,19.13023,-0.984477,0.039072,16.82912,-3.532302,24.24753,19.42585,3.811427,19.75178,1.913519,4.201414,6.637713,5.965506,0.00363,0.0599,0.136401,100.195,1.242561,11.67642,7.964763,11.27182,-0.041553,-5.710347,3.608349,11.2515,0.000103,-0.186849,sexy
-0.398953,8.733707,-6.131784,0.276887,15.90582,-0.379907,19.42953,21.61263,0.656331,12.87929,-4.373892,2.828352,-4.115922,-2.632248,0.006655,0.040399,0.159817,122.0297,0.313751,8.34865,9.089835,8.568817,0.407904,-4.652675,4.415298,10.86276,0.000073,-0.153284,sexy
-0.509646,11.55093,-0.85061,-0.252508,9.174219,2.740407,26.54159,16.7466,3.899703,18.0397,1.636102,2.926842,2.391246,2.921558,0.00363,0.060677,0.120756,24.48162,3.599215,6.362342,6.20776,6.939572,0.466214,-3.136733,3.72567,8.899405,0.000152,-0.150277,sexy
0.76798,16.12448,-2.523155,0.126824,13.56696,-2.130484,16.76394,31.05064,-2.432702,21.58316,-1.492168,3.181667,0.050879,-0.815471,0.013309,0.063318,0.134375,100.604,1.113039,8.32296,8.052011,8.257895,-0.17827,-6.497286,4.882536,10.57503,0.000127,-0.166685,sexy
-0.553141,7.306818,0.10726,0.428803,12.59052,1.142665,13.53926,14.60476,4.694956,15.8685,5.49286,3.425142,1.692029,1.972499,0.010889,0.062028,0.139483,0,0,4.507496,4.046728,4.622342,-0.081198,-3.316018,3.248477,6.144554,0.000127,-0.052233,sexy
0.198165,28.23906,5.373259,0.384499,27.00851,2.599664,17.11304,27.4092,2.364385,9.824475,-7.854295,2.637036,1.153191,1.246438,0.004235,0.060595,0.140668,65.407,1.303277,11.953,11.84436,9.016584,0.302092,-6.280519,3.914546,14.95613,0.000234,-0.166,sexy
0.039851,7.47987,-3.789233,0.017939,7.804039,-3.588395,9.810605,11.95931,-3.226043,19.18935,2.033668,2.898445,-6.063014,-5.64851,0.051422,0.051647,0.139057,4.746822,7.906503,4.418314,5.757146,5.22774,0.40834,-3.190644,3.291174,8.17424,0.000085,-0.110198,sexy
0.720328,9.043027,-4.606462,0.259491,14.03337,-2.121389,18.23839,17.2168,-0.280711,17.4304,0.758396,3.708517,-3.639476,-4.814389,0.009679,0.048308,0.154257,31.81166,2.513619,8.866407,7.024419,8.298843,0.453568,-4.411063,3.692284,10.01093,0.000078,-0.123946,sexy
-1.565222,13.59492,-10.18069,1.040725,18.44322,-6.434021,12.44038,13.30294,-4.925547,5.929153,-7.781094,3.219068,-6.341229,-8.320717,0.016939,0.05452,0.173761,146.4906,0.315286,6.902972,9.009142,5.508827,0.45023,-4.048033,4.473088,7.104924,0.000072,-0.106207,sexy
-0.543725,16.64683,2.613867,0.16753,16.29328,1.579026,10.86473,17.25933,1.202174,17.40417,2.045875,3.651948,0.69316,1.485108,0.00605,0.036926,0.134369,83.73507,1.40896,6.834404,7.753113,5.975321,-0.20866,-5.142615,5.026414,7.484433,0.000031,-0.160941,sexy
