@attribute Std_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_D numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_G# numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_NumMax numeric

@data

0.769099,0.0001,5.79522,5.249641,6.196936,6.249948,0.501504,0.377729,0.445399,2.130603,-585.287811,0.620932,0.973332,2.664009,0.223704,0.218592,0.190392,0.144809,0.027576,0.020832,0.056422,0.072654,0.029169,0.000066,0.070714,0.067696,0.049426,0.008228,0.000077,0.000069,0.156455,0.211903,1.007619,0.001409,0.014848
0.268107,0.000461,4.414881,6.23888,7.74939,10.163489,0.482793,0.46378,0.406203,2.103036,-303.17177,0.549824,0.734655,4.284943,0.222045,0.212689,0.176755,0.138555,0.037565,0.039296,0.046429,0.069249,0.041513,0.000243,0.104927,0.101033,0.051291,0.006969,0.000161,0.000157,0.159387,0.212264,1.004617,0.000968,0.004472
0.560358,0.000679,5.720222,6.736665,8.737265,10.143197,0.307764,0.328488,0.352552,2.093363,-257.385974,0.544655,0.781356,4.278183,0.227892,0.227547,0.184335,0.163039,0.032096,0.04657,0.05315,0.092892,0.047778,0.000159,0.114585,0.099742,0.097444,0.004389,0.000275,0.00025,0.152573,0.210265,1.005366,0.000927,0.010766
-0.10155,0.000085,5.326677,7.138878,8.504815,8.263237,0.403937,0.422343,0.378925,2.110756,-991.474755,0.545566,0.715992,3.339262,0.234526,0.200775,0.171663,0.123393,0.030075,0.053199,0.05682,0.101891,0.054693,0.000067,0.110796,0.091801,0.061314,0.008812,0.000125,0.000063,0.153354,0.216443,1.003124,0.000873,0.002686
0.010925,0.000203,5.034703,5.329634,5.851067,8.037894,0.420517,0.360808,0.425943,2.097765,-228.815505,0.493175,0.800704,3.133111,0.233178,0.226248,0.180481,0.141145,0.028652,0.032251,0.048647,0.064857,0.020564,0.000049,0.083816,0.067579,0.06361,0.004207,0.000105,0.000048,0.155322,0.211193,1.004388,0.001052,0.006186
-0.070115,0.000835,5.001993,5.957278,6.553823,8.833915,0.453748,0.402315,0.411027,2.141689,-87.698196,0.655997,0.884995,3.736298,0.22697,0.241727,0.215541,0.15183,0.069077,0.073946,0.080195,0.089394,0.082533,0.000252,0.101004,0.082481,0.086765,0.008772,0.00023,0.000221,0.159355,0.212967,1.009599,0.001436,0.018619
-0.007273,0.000496,4.650562,6.632466,6.318197,7.71054,0.460251,0.432882,0.334936,2.118597,-78.806736,0.520783,0.742117,2.628915,0.20902,0.211034,0.177299,0.1412,0.029333,0.033644,0.04718,0.075196,0.040853,0.000072,0.092082,0.081556,0.060897,0.00387,0.000134,0.000128,0.15394,0.213761,1.002948,0.000847,0.002152
0.33394,0.000652,4.218783,5.415282,6.402789,8.042445,0.467551,0.442211,0.465784,2.128658,-33.43188,0.551706,0.743879,2.930988,0.218229,0.216078,0.17854,0.125,0.039238,0.052589,0.056482,0.065957,0.037647,0.000097,0.096182,0.059723,0.060057,0.007311,0.000064,0.000044,0.15656,0.215346,1.004343,0.000884,0.00297
-0.131333,0.000089,4.620793,5.70022,5.654455,8.0238,0.394727,0.45367,0.444449,2.109192,-294.162824,0.543321,0.734974,3.133081,0.198453,0.202216,0.196806,0.142155,0.043832,0.06112,0.067517,0.094474,0.114669,0.000074,0.115342,0.086572,0.083891,0.008776,0.000108,0.000094,0.156088,0.217613,1.00595,0.001101,0.012974
0.207084,0.000251,4.215744,5.281305,6.28645,9.827003,0.4685,0.422652,0.441678,2.108111,-93.879657,0.532135,0.771432,4.564519,0.210111,0.208572,0.169905,0.131565,0.044957,0.039838,0.035153,0.063298,0.062302,0.000074,0.10537,0.066905,0.040057,0.004168,0.000066,0.000063,0.156919,0.212701,1.004624,0.000908,0.005568
0.473436,0.000477,4.310614,5.389962,5.662706,8.285993,0.425185,0.502568,0.489784,2.149225,-13.89336,0.551285,0.765902,2.967914,0.255497,0.227121,0.193174,0.121435,0.056126,0.059038,0.049975,0.072633,0.072906,0.00014,0.104302,0.059322,0.061796,0.005968,0.000228,0.000195,0.161326,0.215411,1.008058,0.001565,0.016426
0.172654,0.000438,4.052898,6.282294,5.772649,7.937931,0.478561,0.45757,0.445079,2.148683,-72.213334,0.716498,0.762117,3.031203,0.246536,0.251102,0.200311,0.148679,0.054565,0.06197,0.058053,0.092325,0.072019,0.000089,0.099391,0.099386,0.067509,0.007554,0.000187,0.000164,0.155275,0.217431,1.011844,0.002069,0.019636
-0.076546,0.000022,4.769391,5.790381,6.78207,8.278078,0.434871,0.383703,0.378824,2.106552,-282.560152,0.489014,0.658672,4.685859,0.20336,0.219244,0.182965,0.142908,0.019138,0.035568,0.055018,0.074649,0.015308,0.000009,0.088677,0.071883,0.01658,0.007054,0.000009,0.000007,0.15521,0.217415,1.003828,0.001035,0.003466
-0.309158,0.000296,4.717475,6.096609,5.97088,7.286013,0.373397,0.408254,0.443825,2.116479,-127.72579,0.582843,0.772247,2.907966,0.234873,0.199109,0.157544,0.143739,0.028748,0.036621,0.052984,0.072959,0.020882,0.000118,0.144477,0.075052,0.030456,0.004598,0.000118,0.0001,0.153346,0.212713,1.002482,0.000805,0
0.318166,0.000735,4.85932,5.59204,6.132973,7.682677,0.481947,0.425187,0.422062,2.148577,-82.850487,0.696988,1.063063,2.945953,0.217093,0.243881,0.208492,0.142753,0.059696,0.061441,0.05982,0.100746,0.090766,0.000145,0.106826,0.069536,0.094795,0.012078,0.000122,0.000088,0.15837,0.217442,1.016891,0.002201,0.029548
0.219692,0.00116,3.882661,4.628601,5.481255,7.699157,0.489913,0.502885,0.497667,2.119209,-98.207286,0.527597,0.800861,2.659686,0.215743,0.213337,0.179507,0.128838,0.037837,0.0508,0.060457,0.078937,0.042676,0.00018,0.090965,0.069116,0.064699,0.005282,0.000201,0.000163,0.156849,0.218158,1.008094,0.001178,0.012931
0.065054,0.000195,4.14762,5.117904,5.802567,8.23541,0.360662,0.439103,0.459941,2.119179,-94.159825,0.541144,0.70265,2.805665,0.214591,0.199488,0.160974,0.12129,0.034614,0.031256,0.042329,0.068015,0.044758,0.0001,0.106262,0.056805,0.08486,0.005749,0.000204,0.000123,0.158273,0.212983,1.00677,0.001203,0.0059
0.382397,0.000669,5.31672,6.405442,6.94375,9.309498,0.35617,0.334232,0.345867,2.126657,-262.711194,0.595296,0.843088,4.151695,0.246655,0.232763,0.187761,0.158359,0.048273,0.044854,0.069302,0.092661,0.052227,0.000254,0.085969,0.075594,0.073776,0.005052,0.000111,0.000112,0.158666,0.207678,1.005153,0.000981,0.003463
0.15282,0.000547,4.136879,4.648051,6.567757,7.546058,0.495503,0.481976,0.465246,2.121965,-44.09947,0.535329,0.708214,2.665351,0.223185,0.201824,0.183364,0.121311,0.03418,0.047476,0.062361,0.06759,0.081043,0.000348,0.090739,0.060618,0.11723,0.005398,0.000166,0.000143,0.158477,0.216183,1.005718,0.001154,0.005402
0.25142,0.000087,4.57718,7.160395,6.380483,9.174611,0.411365,0.409072,0.379943,2.107525,-93.318074,0.560071,0.840566,3.60224,0.21666,0.213362,0.185379,0.144995,0.046392,0.043361,0.050167,0.074851,0.064677,0.000034,0.093557,0.082074,0.044778,0.005677,0.000021,0.000022,0.153727,0.212006,1.004722,0.000966,0.005835
0.205597,0.000012,3.798085,4.848237,4.651187,2.795426,0.500072,0.469858,0.500161,1.875388,-3560.293159,0.580121,0.69027,1.664412,0.217282,0.216696,0.186245,0.126596,0.037806,0.074472,0.061563,0.066156,0.046974,0.000006,0.096175,0.069036,0.053347,0.009708,0.000008,0.000007,0.135359,0.230519,1.00401,0.000993,0.003494
-0.429521,0.000101,4.942448,12.543684,6.662138,8.441267,0.388437,0.398879,0.180336,2.125521,-95.308525,0.565137,0.934644,3.008246,0.198037,0.198681,0.179792,0.158848,0.03841,0.028261,0.036259,0.105382,0.033323,0.000029,0.102268,0.073806,0.043773,0.006151,0.000045,0.000029,0.160443,0.205368,1.006568,0.001008,0.011845
-0.160798,0.000354,6.269113,9.042443,8.156457,10.630163,0.31211,0.27626,0.236364,2.092089,-229.719811,0.601229,0.639294,4.787778,0.181331,0.202015,0.134985,0.128421,0.026119,0.021578,0.044439,0.083417,0.017601,0.000184,0.119885,0.090449,0.014646,0.003995,0.000094,0.000086,0.149552,0.214614,1.004535,0.001078,0.005147
-0.279338,0.000207,3.563137,4.938974,6.456086,8.120582,0.493728,0.511693,0.499767,2.132515,-42.598459,0.742073,0.659423,3.300983,0.207842,0.222616,0.194671,0.124469,0.035299,0.052839,0.068871,0.07848,0.072928,0.000058,0.083017,0.067738,0.064205,0.011196,0.000133,0.000106,0.156524,0.215186,1.006246,0.001287,0.014894
0.395944,0.000198,4.785138,6.027601,7.189076,9.502351,0.471656,0.453146,0.36527,2.102754,-92.528326,0.598813,0.950833,4.479187,0.255912,0.229505,0.174658,0.149273,0.055448,0.058731,0.058094,0.074796,0.064407,0.000046,0.085555,0.070373,0.049406,0.006958,0.000064,0.000058,0.149087,0.222595,1.012564,0.001463,0.020759
0.408873,0.000442,3.678008,4.795168,6.206036,8.075952,0.49909,0.522795,0.500728,2.113978,-53.06108,0.498467,0.800117,2.970633,0.213953,0.202462,0.190173,0.11525,0.044119,0.037369,0.04977,0.064143,0.054463,0.000223,0.128525,0.061267,0.07569,0.004374,0.000154,0.00014,0.155835,0.215828,1.003497,0.000946,0.00268
-0.157144,0.001052,5.121841,5.710648,6.343701,8.138122,0.360846,0.390655,0.427612,2.113432,-177.065145,0.641467,0.661995,2.95916,0.211877,0.225953,0.16722,0.13272,0.024946,0.039493,0.042403,0.083134,0.048923,0.000229,0.138633,0.077072,0.024068,0.005504,0.000214,0.000116,0.151754,0.213512,1.004909,0.000987,0.004443
0.065877,0.000587,5.216748,5.7636,7.015876,8.105443,0.413816,0.389919,0.401864,2.12887,-53.444977,0.687506,0.841234,3.312364,0.245944,0.240845,0.189673,0.156456,0.041225,0.04962,0.062006,0.072966,0.058675,0.000087,0.120617,0.080809,0.057243,0.004687,0.000175,0.000147,0.148757,0.214254,1.00572,0.000963,0.011093
0.069478,0.000355,5.538784,5.244192,5.882888,7.813229,0.337674,0.38856,0.467062,2.128034,-109.37432,0.508065,0.729305,3.006208,0.206524,0.207527,0.15305,0.144012,0.019689,0.041065,0.064012,0.074567,0.018947,0.000151,0.078495,0.078942,0.026841,0.008997,0.000103,0.000064,0.155085,0.214063,1.005755,0.001112,0.011837
0.114326,0.000373,4.919181,6.845062,6.167862,7.556777,0.318876,0.412616,0.386237,2.111386,-322.905333,0.485771,0.646915,4.755447,0.210926,0.193345,0.149315,0.137199,0.020577,0.028552,0.033926,0.067975,0.093197,0.000061,0.130904,0.088578,0.163748,0.006115,0.000041,0.000043,0.16014,0.221095,1.003381,0.000886,0
0.072198,0.001102,3.129726,4.086384,4.924942,7.431949,0.60454,0.580368,0.53419,2.155327,-15.365494,0.508163,0.605502,2.617945,0.207665,0.195214,0.164346,0.12751,0.044495,0.037649,0.045742,0.054925,0.050351,0.000234,0.087241,0.061155,0.083952,0.005587,0.000309,0.000298,0.159632,0.218256,1.006852,0.001032,0.015268
0.22668,0.000151,5.111915,6.652765,7.403526,9.687823,0.396029,0.400526,0.412709,2.185661,-13.949923,0.608158,0.790848,4.06269,0.238052,0.235284,0.173316,0.139506,0.032378,0.053336,0.072439,0.098111,0.057425,0.000119,0.155836,0.093144,0.095831,0.009491,0.000204,0.000181,0.159221,0.217462,1.006906,0.001373,0.011824
0.12884,0.000549,4.541507,5.425403,5.955326,8.641382,0.463557,0.440604,0.428967,2.151764,-27.229082,0.632594,0.822362,3.644309,0.252533,0.25239,0.23086,0.159095,0.070483,0.064396,0.062995,0.085837,0.06897,0.000204,0.086383,0.065193,0.061224,0.008452,0.000488,0.000395,0.156676,0.215706,1.009179,0.001699,0.022281
0.632273,0.000014,6.300854,5.770486,6.18314,8.676539,0.230801,0.292917,0.392533,2.133766,-112.089387,0.575955,0.69114,3.635467,0.223007,0.210913,0.156598,0.153715,0.030384,0.050291,0.063416,0.0854,0.034906,0.000006,0.145319,0.06906,0.071905,0.008126,0.000006,0.000005,0.153797,0.217144,1.009941,0.0016,0.009014
0.357255,0.00022,4.860155,5.833673,6.523845,7.933552,0.415074,0.441762,0.455209,2.144351,-40.044949,0.562801,0.809951,3.074402,0.220473,0.208443,0.189138,0.114262,0.023542,0.037893,0.066265,0.072021,0.037426,0.000085,0.109935,0.067909,0.077339,0.005044,0.000112,0.000071,0.158703,0.209737,1.003184,0.00087,0
0.090811,0.001401,4.745821,6.211773,6.699818,8.4123,0.416299,0.429346,0.422758,2.092414,-502.471546,0.530649,0.859163,3.528594,0.200731,0.210026,0.183407,0.146898,0.03206,0.035603,0.046859,0.081089,0.033368,0.000322,0.096886,0.08035,0.033608,0.005712,0.000311,0.000231,0.151091,0.214173,1.006519,0.00103,0.010109
-0.14194,0.000476,3.969932,6.127938,6.312096,9.147069,0.454802,0.486178,0.449253,2.098398,-112.004718,0.536074,0.759049,3.418677,0.218056,0.200542,0.16799,0.151691,0.03367,0.056212,0.038526,0.057097,0.043919,0.000125,0.077612,0.054408,0.082223,0.006778,0.000322,0.000296,0.155004,0.206448,1.00657,0.00136,0.010769
0.64847,0.000659,5.360251,6.043479,7.01627,8.870941,0.278797,0.368536,0.338128,2.150158,-36.529358,0.736812,0.92639,3.530443,0.215057,0.250695,0.186447,0.14883,0.04634,0.052581,0.067192,0.096923,0.049872,0.000087,0.101738,0.082844,0.047154,0.007003,0.000101,0.000083,0.158009,0.212586,1.009358,0.001284,0.020289
0.112613,0.000583,3.546164,4.553916,7.174365,9.169474,0.538109,0.513255,0.50172,2.072315,-744.75825,0.53734,0.708204,3.991905,0.221788,0.198272,0.180746,0.11551,0.044054,0.036357,0.041962,0.0917,0.073256,0.000238,0.121875,0.066023,0.123651,0.005431,0.000351,0.000304,0.148545,0.212278,1.004998,0.001017,0.006848
0.136177,0.000072,4.503361,5.023549,6.128595,9.010272,0.448424,0.379742,0.455818,2.110179,-301.037239,0.521174,0.783153,3.385361,0.214945,0.209704,0.18331,0.135415,0.038583,0.034619,0.053093,0.07227,0.030313,0.000026,0.100897,0.061694,0.050012,0.010252,0.000023,0.000021,0.155958,0.21172,1.005567,0.001138,0.009095
0.087443,0.000052,4.331022,5.65712,6.678727,9.087189,0.42742,0.474931,0.437676,2.152705,-33.952409,0.470518,0.75048,3.724066,0.203061,0.176498,0.152267,0.152616,0.021499,0.039706,0.07536,0.061488,0.040263,0.00003,0.119044,0.092334,0.064292,0.008644,0.00003,0.000056,0.164097,0.217499,1.004185,0.000908,0.005939
0.354517,0.000148,5.077406,6.237409,6.150835,7.631245,0.4166,0.413892,0.413759,2.11107,-129.265145,0.718795,0.804679,3.924673,0.229602,0.236448,0.210786,0.182929,0.028937,0.062506,0.062058,0.074569,0.035525,0.000056,0.118708,0.106494,0.045251,0.00819,0.000056,0.000111,0.154333,0.215967,1.006101,0.001178,0.004684
0.175145,0.001174,4.788765,6.090651,8.569156,8.90631,0.423794,0.389677,0.40124,2.100075,-276.659872,0.471804,0.788733,5.703878,0.204071,0.187507,0.175572,0.185738,0.023201,0.069563,0.063696,0.08418,0.053018,0.000295,0.104193,0.121334,0.113134,0.009111,0.000444,0.000399,0.152784,0.215646,1.006811,0.001119,0.006182
0.42334,0.000569,4.182987,5.463637,6.1342,7.876988,0.44327,0.473297,0.419563,2.117723,-90.558498,0.560477,0.798436,2.76985,0.221204,0.211857,0.18153,0.145203,0.041173,0.040643,0.055133,0.072857,0.059421,0.000134,0.081772,0.074041,0.047076,0.004773,0.000112,0.000073,0.154105,0.213147,1.005332,0.001119,0.00729
0.01958,0.000074,3.968426,5.772148,6.973378,11.377657,0.492901,0.45364,0.444436,2.14503,-95.985522,0.614869,0.826084,4.1621,0.212255,0.213948,0.176656,0.131549,0.032389,0.05142,0.055381,0.074575,0.03471,0.000023,0.105658,0.072154,0.079505,0.005014,0.000034,0.000031,0.156735,0.212651,1.003719,0.000882,0.002073
0.23136,0.00012,5.035162,5.593776,7.171343,9.122865,0.416503,0.416614,0.437032,2.140487,-46.484049,0.529394,0.752322,3.817643,0.189355,0.188713,0.159778,0.127821,0.036513,0.03894,0.047742,0.066625,0.059982,0.000024,0.105787,0.067272,0.057506,0.006286,0.000066,0.00006,0.15676,0.216209,1.004771,0.000903,0.002861
0.236707,0.000354,5.000611,5.702431,6.10407,7.945733,0.424619,0.420116,0.440365,2.108556,-392.901032,0.609278,0.850874,3.507686,0.227564,0.229572,0.202065,0.138844,0.076147,0.087145,0.069669,0.119789,0.058528,0.000064,0.096779,0.059814,0.031606,0.014081,0.000071,0.000048,0.147844,0.21276,1.006783,0.001327,0.005624
0.342742,0.000599,4.949088,5.557168,6.677831,7.725759,0.439865,0.467872,0.430185,2.103749,-129.253938,0.620597,0.857224,3.410346,0.267876,0.247103,0.210028,0.157416,0.037201,0.052254,0.061818,0.078849,0.040665,0.000146,0.110704,0.060146,0.085227,0.008599,0.000385,0.000262,0.154644,0.215238,1.008948,0.001613,0.015096
0.537578,0.000452,4.285514,5.306504,7.018135,8.092442,0.529247,0.503444,0.49092,2.111907,-142.2329,0.583185,0.865001,3.396928,0.212637,0.214701,0.227159,0.140671,0.057241,0.052824,0.063899,0.076632,0.052425,0.000192,0.096116,0.06902,0.049868,0.008751,0.000266,0.000253,0.146312,0.213949,1.009703,0.001636,0.024056
0.395179,0.000196,5.133036,5.688502,7.859102,9.855667,0.466444,0.377033,0.382727,2.129781,-42.679884,0.611181,0.65774,4.784254,0.225378,0.208744,0.19169,0.137108,0.043766,0.045252,0.035577,0.057117,0.042807,0.00004,0.079509,0.071566,0.057773,0.005394,0.000136,0.000064,0.157044,0.21668,1.007947,0.001217,0.013327
0.231559,0.000275,4.130131,5.272754,7.092095,9.873044,0.526281,0.514497,0.48241,2.132776,-45.505909,0.573541,0.785916,5.643287,0.208749,0.20181,0.188579,0.138814,0.044575,0.076096,0.067715,0.089934,0.130422,0.000118,0.100706,0.06917,0.078588,0.008268,0.000092,0.000081,0.156494,0.214654,1.007462,0.001306,0.017139
0.271394,0.000237,5.594668,5.845225,6.705295,8.467582,0.394516,0.40207,0.377302,2.122054,-114.367368,0.466575,0.788258,3.477464,0.194757,0.17982,0.174657,0.146245,0.028355,0.034873,0.054529,0.087319,0.058445,0.000121,0.137167,0.084368,0.076038,0.004825,0.000088,0.000117,0.153781,0.211893,1.004649,0.000949,0.003113
-0.151917,0.000884,4.691628,5.789112,5.977448,7.967073,0.438454,0.370473,0.461929,2.092809,-188.72954,0.525707,0.737163,3.205765,0.210647,0.197429,0.191896,0.122129,0.032537,0.044699,0.061958,0.066184,0.087051,0.000198,0.145113,0.068537,0.124612,0.007772,0.000202,0.000176,0.154107,0.215156,1.00704,0.001242,0.0116
0.436418,0.000506,4.232983,5.053957,6.055105,8.090247,0.499264,0.4673,0.432117,2.153036,-44.038678,0.634335,0.879248,3.263569,0.284594,0.228815,0.196378,0.141318,0.076303,0.08849,0.072666,0.081024,0.13371,0.0002,0.101093,0.064738,0.0796,0.009683,0.000251,0.000211,0.157221,0.215539,1.009814,0.002063,0.016625
0.215264,0.000304,5.004494,5.820817,6.497915,8.365989,0.362969,0.352413,0.397782,2.126556,-78.844979,0.545898,0.924048,3.312869,0.221594,0.215672,0.206118,0.158958,0.038928,0.04729,0.062455,0.076518,0.070536,0.000078,0.084293,0.086928,0.062503,0.006527,0.000128,0.000095,0.15178,0.214655,1.008575,0.001346,0.013227
0.094765,0.000066,4.102135,5.508677,6.325722,8.510159,0.431561,0.470898,0.46418,2.106079,-107.158799,0.549575,0.926118,3.158322,0.2062,0.203542,0.191306,0.145981,0.040026,0.04242,0.046576,0.086596,0.063655,0.000016,0.12609,0.079318,0.034971,0.007221,0.000033,0.000023,0.151151,0.210367,1.009673,0.001511,0.021967
-0.109346,0.000275,5.791323,4.429987,4.820837,4.654655,0.425501,0.458146,0.530614,2.061073,-1025.569984,0.509336,0.747912,2.820567,0.195423,0.19067,0.173849,0.15332,0.01652,0.053528,0.067484,0.066344,0.030568,0.000118,0.08751,0.11765,0.048208,0.008747,0.000109,0.00008,0.151853,0.21863,1.004643,0.001033,0.006241
0.175733,0.000649,5.234281,6.37743,6.531238,8.716847,0.382896,0.354765,0.398033,2.137626,-60.88716,0.592371,0.827099,3.742013,0.229507,0.228163,0.200761,0.168358,0.044158,0.075317,0.100198,0.103882,0.058555,0.000309,0.088097,0.067648,0.072755,0.007506,0.000455,0.000358,0.156982,0.215708,1.007655,0.001082,0.013248
-0.539102,0.000584,4.805188,5.040124,5.074735,7.375206,0.375272,0.440944,0.457282,2.116397,-256.32321,0.558997,0.62909,3.315287,0.237344,0.217753,0.193898,0.16079,0.035125,0.054222,0.080705,0.083682,0.061277,0.000376,0.08638,0.087007,0.088039,0.006962,0.000352,0.000296,0.155531,0.21464,1.008388,0.001443,0.025392
0.084325,0.000341,4.942866,5.914783,6.553411,9.035047,0.500287,0.431003,0.398326,2.126675,-38.999304,0.508166,0.619124,3.213461,0.218074,0.196083,0.169083,0.117717,0.021235,0.036157,0.030373,0.05201,0.039639,0.000053,0.083321,0.047835,0.019938,0.005763,0.000035,0.000032,0.156796,0.215473,1.003095,0.000854,0
-0.088935,0.000605,4.122056,4.58946,5.991938,7.464263,0.446554,0.465852,0.503055,2.115124,-123.636907,0.540373,0.793493,2.723648,0.218947,0.217234,0.199121,0.13095,0.041784,0.068846,0.091113,0.065302,0.059413,0.000248,0.119833,0.079461,0.081646,0.006201,0.000227,0.000204,0.151457,0.212665,1.005948,0.001314,0.011749
-0.00205,0.000242,4.128813,4.749564,6.454422,7.998569,0.510291,0.491953,0.483918,2.147408,-83.211945,0.44826,0.747778,3.084622,0.201408,0.177254,0.186125,0.127918,0.030197,0.075167,0.089629,0.081297,0.066575,0.000092,0.129128,0.081226,0.108112,0.008391,0.00021,0.00017,0.157419,0.217097,1.010353,0.00166,0.022216
0.207958,0.000239,4.691603,5.249414,6.617875,9.316242,0.391779,0.43333,0.44094,2.105021,-85.972088,0.609563,0.694699,3.638669,0.220545,0.22074,0.184943,0.12454,0.027495,0.039454,0.043476,0.066515,0.07044,0.000105,0.103191,0.079601,0.062046,0.004322,0.000098,0.000071,0.156644,0.214699,1.0029,0.000837,0.001411
0.052194,0.000366,5.565909,5.707923,5.640725,7.438836,0.380065,0.427181,0.488785,2.128665,-254.259265,0.460932,0.602443,3.935472,0.209623,0.194127,0.16067,0.170655,0.01763,0.024325,0.045945,0.089136,0.0089,0.000203,0.101314,0.154947,0.014094,0.01183,0.000128,0.000171,0.152079,0.222218,1.003003,0.000851,0
-0.252745,0.000467,5.352594,6.292414,6.748215,7.934928,0.357321,0.377098,0.37529,2.143597,-66.82642,0.547249,0.631658,2.878864,0.204866,0.191779,0.153922,0.12168,0.027959,0.031279,0.04693,0.068379,0.024202,0.000178,0.137465,0.089365,0.05562,0.003589,0.000314,0.000245,0.15332,0.213804,1.005678,0.000964,0.005381
0.229647,0.000204,5.029921,7.579884,6.705863,9.759877,0.36819,0.367477,0.332574,2.105719,-190.680661,0.630757,0.900935,3.935056,0.227186,0.233511,0.196272,0.161411,0.043238,0.046095,0.058548,0.073637,0.061632,0.000031,0.127094,0.115946,0.11159,0.005996,0.00005,0.000018,0.152148,0.212744,1.00578,0.001099,0.005182
0.219692,0.00116,3.882661,4.628601,5.481255,7.699157,0.489913,0.502885,0.497667,2.119209,-98.207286,0.527597,0.800861,2.659686,0.215743,0.213337,0.179507,0.128838,0.037837,0.0508,0.060457,0.078937,0.042676,0.00018,0.090965,0.069116,0.064699,0.005282,0.000201,0.000163,0.156849,0.218158,1.008094,0.001178,0.012931
0.158262,0.000113,6.211855,6.679211,6.383036,7.215656,0.305486,0.345364,0.366398,2.126893,-176.819803,0.589173,0.774987,2.957241,0.174579,0.202471,0.181875,0.159302,0.025286,0.041743,0.060174,0.088127,0.025732,0.000099,0.155158,0.11241,0.049222,0.008137,0.000101,0.000122,0.157763,0.216917,1.005373,0.001208,0.00631
0.440421,0.000462,4.560879,5.500538,6.079663,8.228439,0.44803,0.469248,0.44668,2.139927,-87.26199,0.546709,0.759938,3.255942,0.229311,0.221946,0.190561,0.136294,0.029876,0.044206,0.046252,0.07593,0.045684,0.000197,0.112543,0.064028,0.067836,0.004429,0.000188,0.000142,0.152886,0.210242,1.004554,0.000919,0.004455
0.181801,0.000419,5.50126,5.347746,6.74064,9.493289,0.324531,0.420111,0.435489,2.129542,-65.845381,0.608038,0.847288,3.704022,0.215932,0.227688,0.193044,0.148633,0.038162,0.037652,0.044045,0.075918,0.056363,0.000077,0.121722,0.103757,0.079677,0.00515,0.000139,0.000128,0.15188,0.211199,1.008461,0.00146,0.011147
0.832263,0.000388,2.355792,2.732891,2.89836,2.754963,0.769287,0.782652,0.773955,2.172815,-20.297454,0.485854,0.576114,1.619018,0.231174,0.180596,0.1637,0.156816,0.008528,0.030345,0.066383,0.054659,0.163669,0.000128,0.134523,0.159877,0.184266,0.043818,0.00006,0.00005,0.159122,0.224792,1.003006,0.000975,0
0.186416,0.000394,4.143323,5.164016,5.998658,7.884138,0.48155,0.446541,0.455971,2.149817,-66.881895,0.582428,0.814242,3.066868,0.218349,0.222911,0.188389,0.137863,0.034302,0.057107,0.060885,0.070505,0.043155,0.00014,0.110666,0.067017,0.064575,0.008418,0.000262,0.000156,0.153873,0.215342,1.00729,0.001151,0.017345
0.328328,0.0003,4.575277,5.531039,6.391772,7.786307,0.430751,0.440408,0.422806,2.154264,-163.248927,0.539622,0.914991,2.647675,0.247964,0.240665,0.229544,0.151634,0.050299,0.089879,0.083391,0.14009,0.058385,0.00009,0.072528,0.056968,0.037809,0.011171,0.000164,0.000129,0.156495,0.212656,1.01244,0.001719,0.020131
0.512483,0.000267,4.793463,6.136796,8.063523,8.355214,0.455707,0.420616,0.355297,2.13939,-76.951729,0.58928,0.84953,4.000504,0.211491,0.213322,0.163868,0.143537,0.026019,0.037695,0.046517,0.085005,0.152886,0.000101,0.098662,0.084493,0.152431,0.00642,0.000076,0.000056,0.149637,0.213694,1.003367,0.000938,0
-0.143978,0.000093,3.915999,4.825275,5.892482,8.558145,0.514583,0.470814,0.368608,2.103816,-99.387461,0.476583,0.659719,3.165035,0.216344,0.196139,0.176944,0.130788,0.02684,0.033936,0.03821,0.058816,0.057568,0.000038,0.091402,0.089448,0.049807,0.006171,0.000026,0.000021,0.155218,0.213682,1.003935,0.000881,0.003338
0.139774,0.000396,4.965625,5.803043,4.406974,4.306309,0.383604,0.292751,0.303452,2.078602,-2001.961598,0.657973,0.926806,2.689526,0.242889,0.229387,0.203715,0.181676,0.044307,0.07087,0.059078,0.127542,0.07222,0.000101,0.121438,0.0895,0.094325,0.008549,0.000198,0.000178,0.145906,0.217493,1.006004,0.00132,0.012042
-0.103545,0.001136,4.691363,6.503739,10.145951,9.753494,0.461491,0.362561,0.400263,2.119992,-111.451994,0.572939,0.747715,4.047635,0.22688,0.205066,0.180449,0.139529,0.025978,0.057865,0.052259,0.061722,0.23825,0.000211,0.116515,0.126851,0.175385,0.007471,0.000209,0.000162,0.163808,0.20996,1.007259,0.001076,0.014037
