@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.102446,0.000025,3.745562,4.862547,5.632903,7.754323,0.50993,0.491341,0.495773,2.137461,-33.771981,0.554556,0.779992,2.714407,0.234532,0.205498,0.190943,0.13009,0.033441,0.068705,0.075285,0.060139,0.080367,0.000013,0.091054,0.083867,0.115554,0.005468,0.000017,0.000014,0.156416,0.214231,1.007268,0.001287,0.0041,51.76452,3.989058,1.297576,1.018827,0.600252,0.880362,0.068099,33.43679,5.362283,503.0958,1.719699,0.043033,0.2855,0.323089,0.000449,0.007876,1426.887,1.698128,0,0.861518,0.091195,0,0.119384,0.003127,317.1322,94984.14
-0.053304,0.000453,4.322998,5.436692,6.31768,9.233399,0.418809,0.412403,0.441012,2.118182,-67.881581,0.543139,0.902472,3.607605,0.215955,0.196905,0.193938,0.143536,0.033049,0.040564,0.048946,0.062032,0.060594,0.000139,0.108154,0.068862,0.034945,0.004103,0.00019,0.000156,0.156563,0.213518,1.007131,0.001113,0.016938,93.45463,5.991272,1.485387,0.667035,1.454324,0.903073,0.061407,19.76825,5.64449,200.1191,0.632476,0.011873,0.030287,0.533006,0.000145,0.006762,561.8241,0.555626,0,0.900133,0.127894,0,0.089953,0.004894,717.5693,154503
0.075123,0.000331,4.477081,5.674752,6.388074,8.691268,0.332561,0.405104,0.452975,2.087486,-290.062764,0.513543,0.551793,3.544109,0.202336,0.202646,0.186526,0.122238,0.02857,0.03537,0.039431,0.077815,0.031043,0.000073,0.080437,0.06159,0.017515,0.004481,0.00005,0.000036,0.14874,0.212956,1.00478,0.000955,0,86.48917,5.178074,1.364704,0.652828,1.376088,0.901192,0.151147,96.6728,6.030396,70.64239,0.314863,0.006619,0.019052,0.124978,0.00008,0.018079,10263.09,0.213035,0,0.964714,0.140085,0,0.034064,0.002363,573.112,36859.33
0.130801,0.000023,4.303199,5.430307,7.193557,8.173589,0.448262,0.443092,0.451744,2.150739,-30.580832,0.569982,0.836828,3.063596,0.234089,0.21305,0.184268,0.122995,0.034216,0.053062,0.066513,0.066814,0.050238,0.000014,0.100515,0.061827,0.084204,0.006166,0.000034,0.00002,0.152691,0.215677,1.004588,0.001014,0.002523,55.34539,3.938178,1.322379,0.713913,0.429563,0.884163,0.066392,24.13971,5.105354,319.4293,0.706017,0.027501,0.0508,0.08231,0.000193,0.010967,712.5911,1.388688,0,0.891478,0.128656,0,0.096809,0.002695,553.2341,501689.5
0.371389,0.000705,4.47429,5.661181,7.086435,8.940199,0.367778,0.417293,0.428163,2.090872,-128.597342,0.617087,0.799575,3.564501,0.232837,0.223904,0.181123,0.132657,0.044932,0.051336,0.049143,0.071346,0.046141,0.0003,0.103493,0.065858,0.033349,0.005299,0.00017,0.000105,0.146767,0.213869,1.005928,0.001128,0.009596,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1
0.371389,0.000705,4.47429,5.661181,7.086435,8.940199,0.367778,0.417293,0.428163,2.090872,-128.597342,0.617087,0.799575,3.564501,0.232837,0.223904,0.181123,0.132657,0.044932,0.051336,0.049143,0.071346,0.046141,0.0003,0.103493,0.065858,0.033349,0.005299,0.00017,0.000105,0.146767,0.213869,1.005928,0.001128,0.009596,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1
0.38503,0.000045,5.071031,6.481262,7.37649,8.585496,0.418898,0.383143,0.332675,2.137641,-106.233349,0.606698,0.75172,3.504591,0.228176,0.227056,0.181966,0.146391,0.031,0.033338,0.049275,0.078047,0.038961,0.000026,0.069626,0.0632,0.073408,0.007295,0.000049,0.000016,0.155364,0.217935,1.004133,0.001039,0,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6
0.38503,0.000045,5.071031,6.481262,7.37649,8.585496,0.418898,0.383143,0.332675,2.137641,-106.233349,0.606698,0.75172,3.504591,0.228176,0.227056,0.181966,0.146391,0.031,0.033338,0.049275,0.078047,0.038961,0.000026,0.069626,0.0632,0.073408,0.007295,0.000049,0.000016,0.155364,0.217935,1.004133,0.001039,0,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6
0.048202,0.000299,4.44223,5.611772,7.480693,10.623647,0.397798,0.414122,0.376906,2.086821,-145.599322,0.571466,0.877959,4.847021,0.225805,0.226857,0.199326,0.145267,0.06301,0.045291,0.05111,0.072145,0.046221,0.000074,0.075746,0.066999,0.065133,0.006314,0.000174,0.000156,0.150583,0.217785,1.006657,0.001135,0.009035,76.04378,5.081059,1.421614,0.635584,0.916192,0.895956,0.059229,15.54126,5.212549,191.069,0.52561,0.011527,0.026491,0.190964,0.000139,0.010108,459.4359,0.419894,0,0.870839,0.120417,0,0.112554,0.004095,740.4802,221418.3
0.299552,0.000688,3.678841,4.732498,5.869354,7.930154,0.520362,0.492248,0.490647,2.10962,-122.536119,0.556668,0.6822,3.145945,0.214416,0.211115,0.178705,0.124836,0.031646,0.041991,0.050961,0.073543,0.041885,0.000101,0.087301,0.066942,0.077861,0.005478,0.000106,0.000091,0.154012,0.216071,1.00459,0.00101,0.003032,65.33331,4.528807,1.325035,0.94968,1.085796,0.893491,0.062475,28.58048,5.697819,221.1669,1.076531,0.023513,0.13324,0.292614,0.000263,0.008007,2133.724,0.44745,0,0.953396,0.112394,0,0.044462,0.002737,246.7887,25013.56
0.173898,0.000085,4.718992,7.663195,8.235601,9.585783,0.408169,0.29648,0.38027,2.109882,-92.15109,0.506983,0.7331,3.871859,0.243317,0.201577,0.202758,0.143946,0.050078,0.043765,0.047443,0.066566,0.06605,0.00002,0.118618,0.051788,0.072569,0.008144,0.000038,0.000028,0.148225,0.204635,1.009041,0.001191,0.020966,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8
0.173898,0.000085,4.718992,7.663195,8.235601,9.585783,0.408169,0.29648,0.38027,2.109882,-92.15109,0.506983,0.7331,3.871859,0.243317,0.201577,0.202758,0.143946,0.050078,0.043765,0.047443,0.066566,0.06605,0.00002,0.118618,0.051788,0.072569,0.008144,0.000038,0.000028,0.148225,0.204635,1.009041,0.001191,0.020966,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8
0.087724,0.000443,4.18955,5.339356,7.847307,15.460077,0.42195,0.425497,0.458908,2.111594,-142.760514,0.56521,0.681407,11.644493,0.216699,0.214767,0.180589,0.135434,0.03475,0.04138,0.064233,0.068772,0.038458,0.000142,0.074175,0.068142,0.05752,0.004955,0.000104,0.0001,0.150255,0.211739,1.007178,0.001124,0.011889,74.92481,4.898048,1.363813,0.673835,0.927552,0.90106,0.11154,91.45646,5.811602,189.4968,0.971822,0.024873,0.044816,0.146364,0.000086,0.007189,5794.494,0.667146,0,0.766977,0.109806,0,0.178842,0.00547,442.5963,149866.9
-0.079118,0.000222,4.31158,5.376636,6.577543,8.067107,0.385505,0.437887,0.416737,2.152962,-17.70914,0.454587,0.728883,3.094304,0.230168,0.234426,0.195027,0.146168,0.074692,0.04613,0.061661,0.077373,0.104069,0.000048,0.100501,0.088121,0.045897,0.009372,0.000086,0.000071,0.160861,0.213209,1.013613,0.001781,0.021865,72.37757,6.124872,1.68917,0.524445,0.847764,0.888046,0.069038,16.89071,4.003211,463.9287,1.816901,0.047511,0.016456,0.612431,0.000371,0.013553,522.1224,1.125897,0,0.788282,0.096244,0,0.167005,0.004606,1599.696,1815577
0.256367,0.000875,5.101838,9.452392,9.718897,9.374606,0.29546,0.252265,0.250643,1.987333,-2617.934098,0.551467,0.822436,5.621668,0.216646,0.208884,0.179525,0.150752,0.034767,0.036404,0.043574,0.07987,0.050689,0.000443,0.109288,0.074721,0.12867,0.009149,0.000511,0.000456,0.143656,0.210919,1.005705,0.000974,0.013315,64.21316,4.201738,1.297793,0.584468,0.606354,0.889071,0.259485,194.6522,5.47068,132.9548,1.143729,0.034598,0.072378,0.1997,0.00018,0.033205,28798.79,0.840753,0,0.848868,0.07893,0,0.128377,0.003039,590.5922,213853.9
0.309581,0.00023,4.503376,5.652843,6.339645,9.399394,0.372874,0.38467,0.388212,2.144408,-33.542151,0.521665,0.80454,3.80561,0.22331,0.217835,0.179365,0.140462,0.033943,0.049039,0.05644,0.065833,0.054777,0.000038,0.090611,0.074951,0.051445,0.00425,0.000065,0.000043,0.158406,0.212807,1.003737,0.000867,0.002537,84.60171,5.876019,1.515703,0.592196,1.129026,0.901034,0.104146,72.52674,5.261323,152.4883,0.579594,0.015169,0.020828,0.194326,0.000072,0.010039,4353.963,0.401306,0,0.896139,0.103238,0,0.093136,0.003568,728.8981,167857.2
0.309581,0.00023,4.503376,5.652843,6.339645,9.399394,0.372874,0.38467,0.388212,2.144408,-33.542151,0.521665,0.80454,3.80561,0.22331,0.217835,0.179365,0.140462,0.033943,0.049039,0.05644,0.065833,0.054777,0.000038,0.090611,0.074951,0.051445,0.00425,0.000065,0.000043,0.158406,0.212807,1.003737,0.000867,0.002537,84.60171,5.876019,1.515703,0.592196,1.129026,0.901034,0.104146,72.52674,5.261323,152.4883,0.579594,0.015169,0.020828,0.194326,0.000072,0.010039,4353.963,0.401306,0,0.896139,0.103238,0,0.093136,0.003568,728.8981,167857.2
0.203324,0.00028,4.931627,9.265713,9.051308,11.725047,0.297336,0.360984,0.311112,2.112688,-181.495347,0.514682,0.816654,4.94979,0.205044,0.190855,0.181218,0.133791,0.037589,0.035397,0.045463,0.073926,0.061306,0.000151,0.126419,0.096723,0.077689,0.004192,0.000176,0.000135,0.153738,0.212981,1.003647,0.000952,0.004893,78.05248,5.364002,1.472095,0.524865,0.787024,0.887452,0.061588,42.70353,5.029482,382.8465,1.28264,0.024166,0.046676,0.202295,0.000264,0.004816,2206.586,0.783191,0,0.817577,0.116924,0,0.149245,0.005191,842.9282,289864.6
0.203324,0.00028,4.931627,9.265713,9.051308,11.725047,0.297336,0.360984,0.311112,2.112688,-181.495347,0.514682,0.816654,4.94979,0.205044,0.190855,0.181218,0.133791,0.037589,0.035397,0.045463,0.073926,0.061306,0.000151,0.126419,0.096723,0.077689,0.004192,0.000176,0.000135,0.153738,0.212981,1.003647,0.000952,0.004893,78.05248,5.364002,1.472095,0.524865,0.787024,0.887452,0.061588,42.70353,5.029482,382.8465,1.28264,0.024166,0.046676,0.202295,0.000264,0.004816,2206.586,0.783191,0,0.817577,0.116924,0,0.149245,0.005191,842.9282,289864.6
0.203324,0.00028,4.931627,9.265713,9.051308,11.725047,0.297336,0.360984,0.311112,2.112688,-181.495347,0.514682,0.816654,4.94979,0.205044,0.190855,0.181218,0.133791,0.037589,0.035397,0.045463,0.073926,0.061306,0.000151,0.126419,0.096723,0.077689,0.004192,0.000176,0.000135,0.153738,0.212981,1.003647,0.000952,0.004893,78.05248,5.364002,1.472095,0.524865,0.787024,0.887452,0.061588,42.70353,5.029482,382.8465,1.28264,0.024166,0.046676,0.202295,0.000264,0.004816,2206.586,0.783191,0,0.817577,0.116924,0,0.149245,0.005191,842.9282,289864.6
-0.40309,0.000035,4.696787,5.48386,6.390977,8.422748,0.455282,0.382141,0.450438,2.062995,-815.296129,0.482053,0.66248,3.33392,0.216819,0.192118,0.167967,0.109621,0.015759,0.025738,0.0336,0.051469,0.018242,0.000022,0.08178,0.065501,0.019257,0.005354,0.000022,0.000014,0.154656,0.218824,1.002515,0.000817,0,77.80429,4.024121,1.167944,0.81673,1.36981,0.872514,0.135104,102.7687,7.477823,481.1593,0.788729,0.014337,0.067407,0.528224,0.000968,0.008833,4490.405,2.918893,0,0.886152,0.132383,0,0.100954,0.004503,347.982,10173.53
0.173568,0.000089,4.892728,7.839572,7.506755,9.63699,0.275265,0.318188,0.354925,2.118296,-238.822646,0.526385,0.749952,4.569748,0.179773,0.187099,0.172076,0.143387,0.022923,0.039194,0.053023,0.078516,0.015988,0.000078,0.127336,0.107197,0.013481,0.008712,0.000032,0.000038,0.158848,0.211355,1.003539,0.000885,0,62.61242,3.759377,1.206695,0.677861,0.524207,0.869605,0.063282,79.75022,6.262537,213.6202,0.657081,0.017741,0.091187,0.133998,0.000753,0.003182,6387.762,0.94771,0,0.688415,0.110636,0,0.214643,0.006096,411.5353,17845.65
-0.616603,0.000095,5.469321,6.313995,7.139301,8.598961,0.27336,0.239489,0.390864,2.146386,-252.696762,0.403487,0.796347,3.799303,0.199441,0.189142,0.145806,0.145095,0.024119,0.026419,0.043052,0.075043,0.025578,0.000079,0.127053,0.093908,0.041616,0.006927,0.00004,0.000081,0.153806,0.217097,1.00259,0.000841,0.001985,57.02025,3.347186,1.141491,0.65412,0.442562,0.870555,0.114049,148.7198,6.77677,189.9843,0.562621,0.018209,0.051342,0.065014,0.000304,0.007761,9590.944,1.117186,0,0.659121,0.063695,0,0.22483,0.003277,404.5552,57251.79
0.403484,0.001153,4.531385,6.449618,6.185439,7.877009,0.454825,0.46277,0.423912,2.169806,-19.745865,0.580946,0.866534,3.473869,0.21424,0.22885,0.199786,0.139998,0.033434,0.048744,0.040066,0.076524,0.045115,0.000324,0.08162,0.064403,0.035682,0.005885,0.00016,0.000145,0.155783,0.217742,1.003648,0.000914,0,88.35477,6.165501,1.566753,0.541677,1.019839,0.901047,0.164232,70.85562,4.938409,67.89347,0.347775,0.008703,0.010469,0.138672,0.000074,0.01857,4154.553,0.195466,0,0.28229,0.046812,0,0.202738,0.005926,732.5132,80617.39
0.545294,0.000015,5.094084,6.791569,6.333587,6.383378,0.339054,0.325441,0.378589,2.126249,-714.103742,0.47705,0.660287,4.291826,0.167205,0.174125,0.168244,0.169292,0.023252,0.030396,0.042812,0.094756,0.034475,0.000164,0.189216,0.121056,0.057986,0.01649,0.000013,0.000036,0.153493,0.205623,1.003043,0.000867,0.002167,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8
0.545294,0.000015,5.094084,6.791569,6.333587,6.383378,0.339054,0.325441,0.378589,2.126249,-714.103742,0.47705,0.660287,4.291826,0.167205,0.174125,0.168244,0.169292,0.023252,0.030396,0.042812,0.094756,0.034475,0.000164,0.189216,0.121056,0.057986,0.01649,0.000013,0.000036,0.153493,0.205623,1.003043,0.000867,0.002167,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8
0.545294,0.000015,5.094084,6.791569,6.333587,6.383378,0.339054,0.325441,0.378589,2.126249,-714.103742,0.47705,0.660287,4.291826,0.167205,0.174125,0.168244,0.169292,0.023252,0.030396,0.042812,0.094756,0.034475,0.000164,0.189216,0.121056,0.057986,0.01649,0.000013,0.000036,0.153493,0.205623,1.003043,0.000867,0.002167,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8
0.26379,0.00021,4.946764,5.907041,7.105916,8.968993,0.396162,0.384692,0.375254,2.089542,-136.082618,0.55175,0.730414,3.640898,0.237244,0.231246,0.177181,0.130386,0.031413,0.048423,0.052801,0.070623,0.058219,0.000085,0.090372,0.082341,0.052727,0.004228,0.000049,0.000052,0.15688,0.210252,1.004085,0.000955,0,83.89369,5.627212,1.467258,0.611456,1.037122,0.896982,0.089528,48.97509,5.407805,184.8532,1.023543,0.022966,0.020533,0.147366,0.000166,0.007793,2434.871,0.487598,0,0.926099,0.097152,0,0.068486,0.003051,701.7576,322991.8
0.705246,0.000057,4.270558,6.56542,6.551055,8.692698,0.423017,0.449172,0.404614,2.120068,-64.259932,0.563759,1.018011,3.651097,0.242804,0.212207,0.198798,0.149906,0.062541,0.063755,0.054184,0.078886,0.039877,0.000008,0.135561,0.076983,0.043,0.007161,0.000018,0.000014,0.152113,0.215541,1.012067,0.001464,0.011995,75.65916,5.613026,1.530552,0.634031,0.970271,0.891726,0.102335,22.26867,4.65158,429.6891,1.189926,0.014254,0.043126,0.342053,0.000189,0.020932,860.4766,0.368771,0,0.628495,0.087178,0,0.233645,0.005771,848.7159,295425.4
0.01618,0.000498,5.861676,7.443332,10.304372,12.689036,0.245634,0.305832,0.309707,2.142777,-196.89167,0.434385,0.688796,6.791664,0.211412,0.185289,0.164185,0.138684,0.020713,0.037126,0.041463,0.080142,0.010859,0.000201,0.097237,0.064435,0.011025,0.004773,0.000101,0.000086,0.154463,0.212716,1.004219,0.000956,0,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
0.01618,0.000498,5.861676,7.443332,10.304372,12.689036,0.245634,0.305832,0.309707,2.142777,-196.89167,0.434385,0.688796,6.791664,0.211412,0.185289,0.164185,0.138684,0.020713,0.037126,0.041463,0.080142,0.010859,0.000201,0.097237,0.064435,0.011025,0.004773,0.000101,0.000086,0.154463,0.212716,1.004219,0.000956,0,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
0.01618,0.000498,5.861676,7.443332,10.304372,12.689036,0.245634,0.305832,0.309707,2.142777,-196.89167,0.434385,0.688796,6.791664,0.211412,0.185289,0.164185,0.138684,0.020713,0.037126,0.041463,0.080142,0.010859,0.000201,0.097237,0.064435,0.011025,0.004773,0.000101,0.000086,0.154463,0.212716,1.004219,0.000956,0,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
-0.344153,0.00023,5.791471,6.49006,6.109923,7.906859,0.27807,0.311762,0.376097,2.116305,-497.965007,0.409332,0.733159,4.002982,0.199492,0.168335,0.1266,0.140998,0.018281,0.024621,0.041436,0.079526,0.021218,0.000104,0.09431,0.071031,0.046366,0.006015,0.000127,0.000117,0.157384,0.21949,1.003076,0.000876,0.001545,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
-0.344153,0.00023,5.791471,6.49006,6.109923,7.906859,0.27807,0.311762,0.376097,2.116305,-497.965007,0.409332,0.733159,4.002982,0.199492,0.168335,0.1266,0.140998,0.018281,0.024621,0.041436,0.079526,0.021218,0.000104,0.09431,0.071031,0.046366,0.006015,0.000127,0.000117,0.157384,0.21949,1.003076,0.000876,0.001545,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
-0.344153,0.00023,5.791471,6.49006,6.109923,7.906859,0.27807,0.311762,0.376097,2.116305,-497.965007,0.409332,0.733159,4.002982,0.199492,0.168335,0.1266,0.140998,0.018281,0.024621,0.041436,0.079526,0.021218,0.000104,0.09431,0.071031,0.046366,0.006015,0.000127,0.000117,0.157384,0.21949,1.003076,0.000876,0.001545,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
0.365598,0.000113,5.431067,8.11445,7.979199,8.12134,0.344345,0.326742,0.3393,2.080162,-293.244444,0.552079,0.800708,3.111141,0.242429,0.217629,0.185978,0.138786,0.042788,0.039145,0.046802,0.069831,0.036567,0.000038,0.143844,0.10347,0.037868,0.005082,0.000044,0.000039,0.155435,0.213315,1.007934,0.001384,0.017654,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
0.365598,0.000113,5.431067,8.11445,7.979199,8.12134,0.344345,0.326742,0.3393,2.080162,-293.244444,0.552079,0.800708,3.111141,0.242429,0.217629,0.185978,0.138786,0.042788,0.039145,0.046802,0.069831,0.036567,0.000038,0.143844,0.10347,0.037868,0.005082,0.000044,0.000039,0.155435,0.213315,1.007934,0.001384,0.017654,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
0.365598,0.000113,5.431067,8.11445,7.979199,8.12134,0.344345,0.326742,0.3393,2.080162,-293.244444,0.552079,0.800708,3.111141,0.242429,0.217629,0.185978,0.138786,0.042788,0.039145,0.046802,0.069831,0.036567,0.000038,0.143844,0.10347,0.037868,0.005082,0.000044,0.000039,0.155435,0.213315,1.007934,0.001384,0.017654,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
0.345768,0.000031,5.042008,8.066358,8.102129,10.252936,0.347226,0.308379,0.279258,2.055956,-1526.160832,0.612066,0.759105,4.869002,0.230493,0.213927,0.164641,0.143758,0.029692,0.036825,0.04776,0.079687,0.052378,0.000026,0.111155,0.060979,0.062243,0.009117,0.00002,0.000014,0.143889,0.213962,1.003172,0.000894,0.002053,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
0.345768,0.000031,5.042008,8.066358,8.102129,10.252936,0.347226,0.308379,0.279258,2.055956,-1526.160832,0.612066,0.759105,4.869002,0.230493,0.213927,0.164641,0.143758,0.029692,0.036825,0.04776,0.079687,0.052378,0.000026,0.111155,0.060979,0.062243,0.009117,0.00002,0.000014,0.143889,0.213962,1.003172,0.000894,0.002053,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
-0.277635,0.000093,5.294416,8.656408,9.228037,8.921018,0.387447,0.30318,0.236156,2.031585,-1661.795858,0.529088,0.843116,4.238897,0.194414,0.183894,0.159171,0.102671,0.015076,0.035624,0.044694,0.078911,0.01568,0.000019,0.085234,0.049457,0.023274,0.005605,0.000016,0.00001,0.151308,0.212507,1.00271,0.000831,0,71.78439,4.337265,1.256977,0.585946,0.66435,0.887835,0.108043,86.04478,6.245695,139.6184,0.580288,0.014318,0.015978,0.056229,0.000087,0.006513,2997.702,0.505383,0,0.665779,0.062699,0,0.222666,0.002409,381.3835,15262.63
-0.049309,0.000646,5.955452,6.799665,8.521542,10.798372,0.372905,0.297149,0.293565,2.070251,-155.087878,0.47437,0.752266,4.736805,0.210382,0.197467,0.15088,0.12031,0.027938,0.038486,0.049988,0.073498,0.05775,0.000174,0.110105,0.09809,0.073038,0.007492,0.000067,0.000063,0.155837,0.21535,1.004114,0.000896,0.002754,80.73064,5.567702,1.474498,0.516186,0.734295,0.893766,0.090115,64.39119,5.222242,380.2242,1.361818,0.029797,0.02949,0.092103,0.00014,0.007429,4106.535,0.521136,0,0.780959,0.08285,0,0.171176,0.004337,653.6522,245788.2
-0.049309,0.000646,5.955452,6.799665,8.521542,10.798372,0.372905,0.297149,0.293565,2.070251,-155.087878,0.47437,0.752266,4.736805,0.210382,0.197467,0.15088,0.12031,0.027938,0.038486,0.049988,0.073498,0.05775,0.000174,0.110105,0.09809,0.073038,0.007492,0.000067,0.000063,0.155837,0.21535,1.004114,0.000896,0.002754,80.73064,5.567702,1.474498,0.516186,0.734295,0.893766,0.090115,64.39119,5.222242,380.2242,1.361818,0.029797,0.02949,0.092103,0.00014,0.007429,4106.535,0.521136,0,0.780959,0.08285,0,0.171176,0.004337,653.6522,245788.2
0.012775,0.000054,4.790625,5.865561,6.015919,7.293191,0.356761,0.385804,0.400432,2.098308,-565.934136,0.54324,0.699956,3.523918,0.182925,0.187702,0.165782,0.136895,0.021645,0.032625,0.040584,0.067983,0.050995,0.000047,0.11626,0.092,0.067275,0.004458,0.000042,0.000034,0.155926,0.209397,1.002753,0.000846,0,72.64244,3.94171,1.201058,0.736626,0.844904,0.87723,0.17648,169.8052,7.051896,630.8009,2.156748,0.061937,0.055865,0.292617,0.000323,0.015542,19026.43,3.268813,0,0.92277,0.131295,0,0.071313,0.002663,570.0248,461436.4
0.064054,0.00126,4.707354,6.18068,6.564638,7.887064,0.434042,0.376914,0.362688,2.151027,-30.62318,0.702526,0.82161,3.052239,0.241834,0.254162,0.202485,0.177256,0.06855,0.059279,0.070331,0.081477,0.086812,0.00049,0.085425,0.057446,0.091861,0.005992,0.000609,0.000501,0.159529,0.216097,1.009063,0.001345,0.016911,70.81272,5.278077,1.508952,0.678162,0.838591,0.890292,0.053621,15.7461,4.767996,186.7578,0.724115,0.024898,0.171018,0.485705,0.000248,0.008784,408.985,1.141272,0,0.723702,0.11637,0,0.200091,0.006048,873.9773,753425.1
0.419327,0.000034,5.278738,7.949031,6.807998,7.352264,0.335401,0.339493,0.318951,2.14673,-469.151478,0.610528,0.831431,3.456469,0.205622,0.199482,0.164858,0.13918,0.028075,0.037294,0.047821,0.088954,0.035329,0.000027,0.148331,0.089625,0.014614,0.007239,0.000025,0.000041,0.158452,0.218915,1.002503,0.000805,0,52.95264,3.153627,1.112908,0.688484,0.350588,0.865861,0.079884,97.94457,6.39447,518.3034,1.287396,0.033532,0.125471,0.066697,0.00049,0.005581,5296.886,1.204116,0,0.946072,0.11864,0,0.051054,0.001713,416.405,130937.3
