@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.267281,0.182789,0.000203,0.000226,5.61171,0.422941,0.439312,0.427348,0.404457,2.114504,7.626781,0.000224,0.762789,0.769791,3.555869,0.186476,0.144682,0.058737,0.052741,0.067825,0.096328,0.061953,0.028063,0.005163,0.21575,1.003784,0.000979,0.301893,0,95.34764,6.799208,1.632225,0.533819,1.159034,0.896562,0.13333,46.51118,4.820096,303.7355,1.207585,0.020274,0.012189,0.245153,0.00011,0.024041,3199.272,0.38232,0,0.741012,0.092398,0,0.192041,0.005064,1228.803,516184
0.600881,-0.303488,0.000793,0.001016,9.819308,0.317648,0.292719,0.258597,0.333283,2.15053,3.875413,0.000685,0.812757,0.781428,5.784795,0.191903,0.153543,0.043777,0.058417,0.053745,0.123829,0.061554,0.053751,0.004705,0.219173,1.005084,0.000924,0.284455,0.006507,95.07766,6.846121,1.658452,0.417266,0.980251,0.888764,0.045543,29.19171,4.720853,119.0117,0.671908,0.016357,0.027097,0.279317,0.000147,0.004749,924.4178,0.352931,0,0.6498,0.080352,0,0.227712,0.005528,1158.766,400076.8
0.200726,-0.415667,0.000279,0.000245,6.153584,0.378999,0.421869,0.426047,0.377183,2.133126,2.873452,0.000277,0.972208,0.814464,4.439824,0.188367,0.130275,0.036848,0.048137,0.03191,0.122501,0.077356,0.044826,0.003106,0.218262,1.006477,0.001001,0.285296,0.011096,74.84867,5.115872,1.431037,0.618184,0.777604,0.898025,0.065168,39.32796,5.487639,104.8026,0.207383,0.008026,0.048761,0.085916,0.000164,0.007442,1974.398,0.482758,0,0.924767,0.097934,0,0.069619,0.002422,493.2118,69946.22
0.328328,0.000932,0.000322,0.0003,5.531039,0.430751,0.440408,0.422806,0.454717,2.154264,8.777196,0.000397,0.982916,0.914991,2.647675,0.210174,0.151634,0.089879,0.083391,0.058385,0.072528,0.056968,0.037809,0.011171,0.212656,1.01244,0.001719,0.27338,0.020131,80.3273,5.863916,1.543151,0.576965,0.953707,0.895833,0.026111,7.589173,5.18938,332.4477,1.969982,0.044603,0.025553,0.414171,0.000272,0.003261,139.7192,0.751953,0,0.762983,0.095632,0,0.180961,0.003959,829.1066,469191.3
0.440421,-0.055078,0.000502,0.000462,5.500538,0.44803,0.469248,0.44668,0.441076,2.139927,7.811397,0.000301,0.778691,0.759938,3.255942,0.178135,0.136294,0.044206,0.046252,0.045684,0.112543,0.064028,0.067836,0.004429,0.210242,1.004554,0.000919,0.285515,0.004455,71.37098,4.428769,1.301246,0.717681,0.821799,0.893365,0.060523,38.94518,6.11883,208.3031,0.554101,0.019364,0.056166,0.213774,0.000249,0.004713,1247.399,1.042735,0,0.851531,0.095518,0,0.12651,0.004234,406.704,80182.93
0.004911,0.127719,0.000292,0.000245,8.138108,0.257254,0.265273,0.279461,0.297144,2.087438,14.536786,0.000163,0.905218,0.958987,4.868937,0.174749,0.138941,0.052479,0.045905,0.072062,0.135052,0.118858,0.035664,0.005563,0.210513,1.002916,0.00086,0.264346,0.002017,72.06974,5.121593,1.459994,0.539863,0.576348,0.885515,0.101819,77.91722,4.81791,429.6544,1.577786,0.031036,0.084058,0.114181,0.000361,0.011022,7265.684,1.014652,0,0.89747,0.101232,0,0.092079,0.003215,1013.918,380354.5
0.225517,0.293635,0.000408,0.000393,6.052339,0.436229,0.44379,0.410537,0.41061,2.112353,9.160219,0.000535,0.880909,0.835391,3.843641,0.189938,0.15502,0.053331,0.066693,0.04826,0.087775,0.061197,0.052324,0.007923,0.212621,1.006447,0.001099,0.275805,0.011362,69.18921,4.703995,1.360284,1.044031,1.180413,0.895083,0.055698,27.90797,5.799787,154.5421,1.079909,0.038554,0.300609,0.363094,0.000282,0.006224,1466.843,1.818856,0,0.828895,0.116854,0,0.141923,0.004872,539.9967,245959.6
-0.103613,-0.332674,0.000059,0.000125,6.319287,0.238942,0.257697,0.409275,0.483493,2.139861,10.465939,0.000039,0.699693,0.944758,3.130074,0.141892,0.158527,0.026752,0.030151,0.015371,0.116194,0.116663,0.009004,0.005941,0.219745,1.003412,0.000935,0.266854,0,49.03801,2.681669,1.022294,0.748249,0.390259,0.862741,0.114219,108.6682,7.380207,91.83184,0.340135,0.015057,0.095794,0.03779,0.000462,0.007991,4197.079,1.214381,0,0.931425,0.085448,0,0.063915,0.001706,380.1684,8784.018
0.094765,0.121048,0.000062,0.000066,5.508677,0.431561,0.470898,0.46418,0.385866,2.106079,8.725957,0.000141,0.921816,0.926118,3.158322,0.189193,0.145981,0.04242,0.046576,0.063655,0.12609,0.079318,0.034971,0.007221,0.210367,1.009673,0.001511,0.276326,0.021967,82.81907,5.980308,1.564251,0.568235,1.035126,0.894327,0.067865,26.01524,4.846744,161.3675,0.51338,0.010882,0.01437,0.475048,0.000227,0.010845,1397.586,0.497289,0,0.864181,0.107424,0,0.11745,0.004289,955.6519,277721
-0.138679,-0.270656,0.000062,0.000033,7.910129,0.243033,0.3284,0.325644,0.375669,2.076719,19.268854,0.000125,0.860896,1.055674,4.181515,0.146659,0.141484,0.052846,0.053964,0.058323,0.114336,0.095805,0.031363,0.005026,0.210197,1.005401,0.001209,0.279909,0.007026,72.05125,5.21344,1.492944,0.552533,0.600415,0.88469,0.085873,60.9462,4.533715,420.2543,1.422215,0.023033,0.034244,0.22955,0.000215,0.010125,2201.742,1.053798,0,0.585886,0.094096,0,0.242785,0.007268,731.5997,170178.5
-0.033932,0.093212,0.000315,0.000356,5.179971,0.450763,0.503631,0.458269,0.414487,2.141078,4.847988,0.000363,0.913903,1.006051,2.80154,0.169782,0.132713,0.042993,0.052229,0.049293,0.081656,0.068635,0.068754,0.00671,0.215786,1.005913,0.001146,0.274462,0.005009,72.01717,4.584971,1.318291,0.853955,1.079385,0.890831,0.065717,38.126,6.197438,155.2933,1.141892,0.035912,0.07369,0.295566,0.000443,0.005821,1310.562,1.187394,0,0.962051,0.134179,0,0.036534,0.002636,514.044,417321.4
0.087443,0.13207,0.000046,0.000052,5.65712,0.42742,0.474931,0.437676,0.402417,2.152705,4.579542,0.000041,0.663679,0.75048,3.724066,0.163053,0.152616,0.039706,0.07536,0.040263,0.119044,0.092334,0.064292,0.008644,0.217499,1.004185,0.000908,0.282698,0.005939,63.72404,3.754134,1.181584,0.709984,0.598163,0.860436,0.136873,108.3192,7.076686,400.5494,1.935673,0.055999,0.081543,0.12363,0.001069,0.009144,4526.177,2.180115,0,0.725033,0.080295,0,0.199493,0.004937,457.8528,242643.4
0.19727,-0.272989,0.000626,0.000889,6.352152,0.323256,0.391094,0.427049,0.404792,2.137093,4.559305,0.000631,0.930572,0.814637,3.316023,0.212524,0.157991,0.052894,0.059453,0.064893,0.106186,0.064822,0.110084,0.008487,0.21885,1.008651,0.001575,0.251159,0.016363,67.58123,4.991623,1.450737,0.654681,0.749593,0.891306,0.03482,14.10262,4.915433,280.9443,0.766066,0.012402,0.081229,0.203418,0.000297,0.0038,774.0589,0.321884,0,0.874834,0.098598,0,0.109573,0.004135,448.0652,123131.6
0.031614,0.135327,0.000111,0.000112,7.116575,0.355,0.354559,0.351065,0.363322,2.096834,13.962063,0.000141,0.890976,0.859711,4.901044,0.167721,0.151569,0.045543,0.059196,0.05628,0.104967,0.08991,0.046951,0.008118,0.209821,1.005974,0.001259,0.247416,0.004573,85.66546,5.785919,1.489267,0.615371,1.128513,0.896201,0.118527,72.29633,5.353416,435.8444,1.875137,0.035729,0.060538,0.381852,0.000205,0.012854,5170.808,0.647986,0,0.860186,0.116003,0,0.120346,0.00401,812.6103,319349.7
0.318166,0.447287,0.000529,0.000735,5.59204,0.481947,0.425187,0.422062,0.462887,2.148577,6.916334,0.000772,0.914603,1.063063,2.945953,0.187687,0.142753,0.061441,0.05982,0.090766,0.106826,0.069536,0.094795,0.012078,0.217442,1.016891,0.002201,0.237438,0.029548,67.28257,4.990919,1.448842,0.882144,1.174125,0.893106,0.08288,27.20376,5.041796,824.6009,1.938374,0.032902,0.310623,1.117195,0.000384,0.0189,2455.437,2.086313,0,0.806924,0.093259,0,0.155901,0.004382,538.3116,474606.6
0.145637,0.060541,0.000152,0.000198,6.201424,0.438846,0.44313,0.373355,0.331703,2.093503,8.287004,0.000155,0.750601,0.754879,3.930552,0.193,0.148207,0.048615,0.060581,0.036978,0.073853,0.051714,0.02538,0.006503,0.215848,1.005399,0.001104,0.273897,0.002995,77.69524,5.129649,1.391549,0.819462,1.242195,0.899788,0.080458,41.56333,5.698377,281.2808,1.220808,0.023073,0.087088,0.289999,0.000142,0.006401,2172.547,0.537354,0,0.961385,0.121512,0,0.037149,0.003158,511.3748,122190.5
0.382397,0.097237,0.000687,0.000669,6.405442,0.35617,0.334232,0.345867,0.397006,2.126657,13.102161,0.000513,0.674292,0.843088,4.151695,0.179043,0.158359,0.044854,0.069302,0.052227,0.085969,0.075594,0.073776,0.005052,0.207678,1.005153,0.000981,0.276929,0.003463,72.05627,4.595077,1.341979,0.570135,0.582931,0.880015,0.062906,69.0103,5.95089,176.6109,1.575563,0.052991,0.028461,0.077089,0.000475,0.004763,4650.598,1.550218,0,0.940746,0.105884,0,0.05578,0.002147,664.3346,470593.5
0.331672,0.085665,0.00041,0.000482,5.47895,0.515902,0.481138,0.467777,0.433548,2.12473,5.928296,0.000479,0.735508,0.710325,3.571081,0.203841,0.143581,0.056075,0.056535,0.059795,0.074875,0.097273,0.084435,0.013098,0.215568,1.011045,0.001582,0.275511,0.020925,77.78482,5.528721,1.491741,0.647839,0.917833,0.901392,0.066419,27.7797,5.052481,346.8097,1.377525,0.021834,0.017513,0.164359,0.000164,0.00864,2055.522,0.443328,0,0.749667,0.075046,0,0.187791,0.003353,676.106,353834.8
0.088615,0.192519,0.000519,0.000622,5.505878,0.428921,0.415242,0.394376,0.349017,2.12317,9.016834,0.000542,0.899012,0.971377,3.944886,0.186356,0.17068,0.044987,0.053822,0.038662,0.11409,0.065553,0.04503,0.006447,0.221117,1.007921,0.001122,0.291332,0.012523,93.82635,5.720558,1.425369,0.662422,1.381037,0.902167,0.075664,25.66266,6.074207,397.7486,1.522183,0.028754,0.042373,0.357498,0.000187,0.01415,2320.162,0.84541,0,0.924101,0.117245,0,0.070185,0.003552,618.2959,128815.1
0.302799,0.203727,0.000265,0.000317,6.023852,0.381852,0.414991,0.424038,0.444819,2.105676,15.733941,0.000582,0.911295,0.887684,4.011854,0.198563,0.153111,0.059669,0.067721,0.041634,0.108057,0.079189,0.068037,0.008286,0.21691,1.010316,0.001923,0.244355,0.009567,61.17549,3.99663,1.252602,0.798717,0.710344,0.87982,0.077863,68.01415,6.057674,446.0129,2.115072,0.055521,0.189116,0.371764,0.000473,0.006392,6045.955,1.717863,0,0.750999,0.092368,0,0.187124,0.004485,442.9702,248674.1
0.143741,0.079497,0.000473,0.000554,5.507406,0.503215,0.478369,0.457567,0.392556,2.146697,4.808697,0.000481,0.91515,0.799696,3.136089,0.176359,0.128684,0.051106,0.050023,0.05092,0.125853,0.060028,0.067877,0.00801,0.216209,1.004588,0.001129,0.287832,0.00446,77.46033,5.230201,1.411234,0.745783,1.091427,0.900704,0.075004,40.88044,5.68805,331.017,1.357783,0.02471,0.033918,0.257998,0.000135,0.00687,1362.66,0.461097,0,0.985353,0.127198,0,0.014442,0.002866,424.9108,127036.8
0.402903,0.022528,0.000019,0.000022,8.610127,0.326857,0.343373,0.329481,0.351917,2.084101,14.59723,0.000022,0.83454,0.879777,4.488229,0.180919,0.144325,0.034945,0.059296,0.049365,0.1081,0.095021,0.051792,0.005077,0.21074,1.004937,0.000998,0.283417,0.00266,76.62126,5.02709,1.395792,0.631387,0.956246,0.892927,0.120624,89.0238,5.518519,342.0354,1.211542,0.024329,0.070898,0.398938,0.000246,0.009971,6889.54,0.839081,0,0.938083,0.114472,0,0.058122,0.003195,648.0609,210311.1
0.324086,0.26755,0.000848,0.001136,4.382682,0.495317,0.521454,0.502584,0.455211,2.172087,1.80379,0.000782,0.996706,1.008856,2.537837,0.205436,0.119496,0.076663,0.085027,0.210374,0.11857,0.071323,0.147906,0.006162,0.215331,1.012709,0.001542,0.24822,0.020357,52.70255,4.168505,1.331006,0.885375,0.571478,0.88221,0.031803,22.59158,5.36756,333.315,1.623048,0.040012,0.272671,0.348537,0.000653,0.003301,729.2611,1.077425,0,0.829561,0.092345,0,0.141484,0.003584,219.7613,41823.84
0.295441,0.215236,0.000426,0.000565,4.476157,0.517461,0.503895,0.506944,0.448083,2.127922,4.937797,0.00037,0.821607,0.671229,2.613105,0.17771,0.118572,0.041218,0.038776,0.065742,0.109291,0.070437,0.097827,0.005396,0.214089,1.003985,0.00093,0.283153,0.003501,74.70516,5.085084,1.413666,0.852042,1.167675,0.90821,0.11312,50.43805,5.560584,103.2557,0.587453,0.017203,0.055932,0.146979,0.000142,0.014506,3497.226,0.502435,0,0.962716,0.123109,0,0.035917,0.003697,451.002,89843.33
0.175145,0.206967,0.000854,0.001174,6.090651,0.423794,0.389677,0.40124,0.450667,2.100075,16.324561,0.001008,0.679629,0.788733,5.703878,0.172654,0.185738,0.069563,0.063696,0.053018,0.104193,0.121334,0.113134,0.009111,0.215646,1.006811,0.001119,0.276998,0.006182,46.67415,3.361781,1.159052,1.103263,0.555067,0.872996,0.058653,111.6462,6.290154,202.2095,1.175234,0.044535,0.204978,0.307057,0.000595,0.003419,13705.08,2.307366,0,0.859521,0.0828,0,0.120825,0.002366,178.6,16981.06
0.01958,0.211427,0.000059,0.000074,5.772148,0.492901,0.45364,0.444436,0.364704,2.14503,7.803264,0.000068,0.878036,0.826084,4.1621,0.181129,0.131549,0.05142,0.055381,0.03471,0.105658,0.072154,0.079505,0.005014,0.212651,1.003719,0.000882,0.288649,0.002073,63.42301,4.279426,1.305023,0.878565,0.700602,0.888657,0.043512,31.21806,5.814347,472.2183,1.076181,0.024566,0.140511,0.236383,0.000237,0.003183,962.5031,1.545231,0,0.605193,0.057092,0,0.239094,0.003517,357.93,86671.88
0.018828,-0.266035,0.000081,0.000078,7.036732,0.398592,0.34838,0.39389,0.453323,2.11921,9.175248,0.000036,0.729293,0.71609,3.743133,0.167173,0.117509,0.028757,0.037352,0.023312,0.08942,0.063505,0.017192,0.004168,0.21731,1.003297,0.000833,0.281458,0.00255,116.3702,6.672797,1.50034,0.478437,1.489071,0.901497,0.121294,83.50032,5.988115,147.1275,0.31458,0.002814,0.00573,0.181124,0.000047,0.007825,3422.804,0.208938,0,0.953396,0.144893,0,0.044462,0.003606,947.5467,34862.7
-0.099445,0.061446,0.000051,0.000061,5.854638,0.356204,0.348624,0.437747,0.337015,2.119121,6.417066,0.000046,0.761209,1.006506,3.150579,0.181553,0.122502,0.038768,0.034563,0.057063,0.091365,0.063273,0.029369,0.006168,0.210961,1.003193,0.00089,0.284003,0,104.8055,7.173139,1.651489,0.482749,1.262987,0.893088,0.12263,45.72392,4.881032,142.7638,0.753865,0.011319,0.003931,0.145795,0.000087,0.015412,1402.906,0.23954,0,0.996005,0.143344,0,0.003981,0.002391,1515.322,311859.7
0.540538,-0.173928,0.000427,0.000482,4.713983,0.470869,0.272822,0.431138,0.513497,2.161664,8.057296,0.000327,0.691112,0.77111,2.432061,0.191633,0.13819,0.039545,0.032701,0.029988,0.098932,0.072118,0.026004,0.005578,0.217382,1.003998,0.000981,0.304864,0.002094,80.90088,5.070135,1.403648,0.68926,1.080465,0.885804,0.119635,48.17831,5.481692,187.0269,0.545905,0.008763,0.031753,0.093385,0.000169,0.027115,7554.61,0.221055,0,0.768309,0.108489,0,0.178129,0.005648,863.592,172889.1
0.215264,-0.007332,0.000245,0.000304,5.820817,0.362969,0.352413,0.397782,0.41982,2.126556,7.048107,0.000429,0.867833,0.924048,3.312869,0.196922,0.158958,0.04729,0.062455,0.070536,0.084293,0.086928,0.062503,0.006527,0.214655,1.008575,0.001346,0.275716,0.013227,74.68835,5.145606,1.432782,0.650377,1.031649,0.897339,0.072077,36.8707,5.365726,265.2496,0.967121,0.021544,0.063493,0.497085,0.000251,0.007185,1580.137,0.668827,0,0.904128,0.117134,0,0.086738,0.003618,671.8402,280630.8
0.069478,0.292741,0.000292,0.000355,5.244192,0.337674,0.38856,0.467062,0.420084,2.128034,8.658556,0.000196,0.792113,0.729305,3.006208,0.169098,0.144012,0.041065,0.064012,0.018947,0.078495,0.078942,0.026841,0.008997,0.214063,1.005755,0.001112,0.281257,0.011837,80.98939,4.733978,1.298614,0.650397,1.170867,0.893641,0.157007,108.4963,6.649143,253.2606,1.308032,0.027597,0.029835,0.325928,0.000226,0.006668,3816.26,1.182506,0,0.835553,0.138931,0,0.137496,0.004915,437.5271,59176.08
0.089547,-0.07524,0.000018,0.00002,7.109897,0.396808,0.370801,0.371642,0.374122,2.047565,26.462892,0.00003,0.884168,0.768292,4.100854,0.191643,0.151652,0.063485,0.069283,0.047977,0.111202,0.104393,0.077551,0.006031,0.20499,1.006215,0.001279,0.304176,0.007042,70.40287,4.342734,1.26834,0.788732,0.966507,0.883395,0.047247,35.55958,6.333867,552.2942,1.59236,0.042631,0.241978,0.524279,0.000381,0.005291,2565.604,2.022494,0,0.781625,0.100186,0,0.170801,0.0048,488.6589,314270.4
0.204181,-0.000237,0.000515,0.000727,5.39337,0.418609,0.425617,0.42489,0.422007,2.095509,11.141464,0.000659,0.851482,0.784752,3.708648,0.189661,0.155788,0.039639,0.051839,0.050633,0.1026,0.095461,0.065494,0.004536,0.214872,1.004279,0.001023,0.262909,0.004057,74.0258,5.086431,1.423825,0.688958,0.896763,0.901723,0.063218,25.1993,5.275215,195.1064,0.679699,0.018283,0.049364,0.243293,0.000213,0.007043,1344.725,0.51652,0,0.97004,0.105007,0,0.029082,0.003558,564.1138,168745.4
-0.031967,-0.186234,0.000826,0.000735,5.281641,0.454178,0.437932,0.448386,0.371284,2.114277,14.100514,0.000537,0.862972,0.759308,3.814028,0.174831,0.129319,0.047878,0.049201,0.02098,0.091219,0.075573,0.047997,0.005702,0.212723,1.002557,0.000809,0.286967,0,59.71889,3.833756,1.216424,0.890921,0.718341,0.889728,0.130871,97.86029,6.313267,124.4588,0.962614,0.035726,0.130836,0.091505,0.000282,0.014311,5299.928,1.355636,0,0.969374,0.130477,0,0.029708,0.002538,343.7216,92438
0.368798,0.222183,0.000027,0.000026,6.737299,0.412749,0.427715,0.417712,0.454537,2.108877,12.315843,0.00002,0.745712,0.824242,3.366129,0.160185,0.134068,0.035895,0.044996,0.025244,0.100995,0.076663,0.059409,0.004535,0.217728,1.004219,0.000969,0.296986,0.003352,65.70494,3.89245,1.196921,0.790158,0.830678,0.896021,0.121189,136.3998,6.678334,205.8506,0.674229,0.016817,0.063738,0.227287,0.000171,0.008643,14048.89,0.793575,0,0.960719,0.102214,0,0.037763,0.002457,264.9295,21647.02
0.424612,-0.054313,0.000045,0.000037,6.707337,0.384493,0.349233,0.336032,0.403108,2.103223,21.531014,0.000041,0.814804,0.876822,3.512777,0.177813,0.139322,0.039425,0.05409,0.03759,0.080662,0.071246,0.048723,0.00715,0.215616,1.00274,0.000828,0.283727,0,59.58588,3.806905,1.249064,0.58515,0.4321,0.873301,0.049327,42.91168,5.61071,132.0714,0.913562,0.030291,0.046501,0.027095,0.000341,0.004138,1111.445,0.779687,0,0.779627,0.106573,0,0.171923,0.004366,491.8223,92015.46
0.072116,0.071055,0.000476,0.000879,5.295599,0.374787,0.449918,0.441828,0.461502,2.124475,7.701587,0.000739,0.760497,0.955335,3.064604,0.178312,0.134426,0.043348,0.044386,0.105959,0.110955,0.064735,0.137996,0.005668,0.220624,1.009966,0.00171,0.242443,0.009969,56.16579,3.797203,1.254359,0.733246,0.612881,0.880075,0.063423,41.69932,5.686969,165.6018,0.485682,0.015323,0.127936,0.324531,0.0006,0.005867,1525.176,0.938567,0,0.951398,0.092703,0,0.046271,0.002897,314.7423,59003.07
0.148118,0.20618,0.000291,0.000339,6.500363,0.334051,0.42919,0.390221,0.375695,2.108938,6.79696,0.000455,0.745358,0.891398,3.534417,0.198951,0.139577,0.042232,0.046068,0.06549,0.103525,0.090354,0.028664,0.004387,0.217366,1.005441,0.000995,0.303756,0.004076,97.48887,6.871926,1.63571,0.497244,1.176885,0.893334,0.102264,35.50968,4.786987,168.0588,0.758197,0.011271,0.010744,0.332518,0.000102,0.015398,1125.371,0.204023,0,0.962051,0.101955,0,0.036534,0.0026,1365.543,367212.7
0.15282,0.017097,0.000463,0.000547,4.648051,0.495503,0.481976,0.465246,0.40214,2.121965,5.263165,0.000368,0.664027,0.708214,2.665351,0.176981,0.121311,0.047476,0.062361,0.081043,0.090739,0.060618,0.11723,0.005398,0.216183,1.005718,0.001154,0.281301,0.005402,83.9385,5.381843,1.404897,0.835585,1.490202,0.902038,0.104694,44.87708,6.060378,278.7191,1.142765,0.027943,0.104948,0.384322,0.00014,0.010606,2024.151,0.932024,0,0.88482,0.137243,0,0.101981,0.00429,394.6496,118736
0.184332,0.251907,0.000264,0.000367,5.883582,0.375403,0.351176,0.380063,0.419438,2.131743,9.78263,0.000348,0.856702,0.769492,4.352471,0.194152,0.170381,0.042073,0.070081,0.076208,0.102935,0.084282,0.10339,0.005997,0.214649,1.007667,0.00139,0.254771,0.004649,45.62195,3.278532,1.18513,0.957381,0.484621,0.881428,0.046718,29.95699,5.733046,265.803,0.560169,0.021337,0.155694,0.154478,0.000604,0.003854,1323.418,2.510198,0,0.819574,0.091394,0,0.147971,0.003943,232.5521,79284.48
0.282557,-0.115804,0.000359,0.000491,5.415771,0.413604,0.378194,0.446753,0.465725,2.158198,4.22952,0.00028,0.906396,0.912885,2.862074,0.17356,0.134548,0.052701,0.054183,0.039324,0.091236,0.062494,0.074152,0.006944,0.213628,1.004492,0.001028,0.263918,0.002579,67.14286,4.79678,1.399224,0.612961,0.71682,0.897542,0.114771,73.58806,5.460298,165.7585,0.959027,0.03086,0.055443,0.189974,0.000171,0.013023,4708.248,0.848912,0,0.886818,0.093966,0,0.100439,0.003766,415.0912,206255.9
-0.309158,0.192209,0.000311,0.000296,6.096609,0.373397,0.408254,0.443825,0.463717,2.116479,10.610061,0.000258,0.743755,0.772247,2.907966,0.164954,0.143739,0.036621,0.052984,0.020882,0.144477,0.075052,0.030456,0.004598,0.212713,1.002482,0.000805,0.281781,0,62.93358,3.851437,1.215409,0.671282,0.551214,0.878945,0.070427,50.35895,6.33445,226.0519,0.536292,0.017581,0.076064,0.095026,0.000307,0.005895,2058.281,1.03484,0,0.789614,0.087461,0,0.166235,0.004015,373.1372,37289.9
0.205597,0.375384,0.000009,0.000012,4.848237,0.500072,0.469858,0.500161,0.744348,1.875388,68.738501,0.000011,0.823063,0.69027,1.664412,0.180105,0.126596,0.074472,0.061563,0.046974,0.096175,0.069036,0.053347,0.009708,0.230519,1.00401,0.000993,0.300735,0.003494,61.1587,4.092018,1.228194,1.126204,1.004338,0.873451,0.055156,31.58135,6.38585,618.634,2.631201,0.065616,0.223584,0.54896,0.001065,0.004723,1560.985,2.767793,0,0.976698,0.118643,0,0.022774,0.002315,341.1223,129316.9
0.075765,0.071036,0.000364,0.000422,5.633154,0.404055,0.406799,0.401739,0.347802,2.115803,7.339316,0.000322,0.835986,0.712587,3.829007,0.171422,0.161878,0.046639,0.058689,0.049765,0.130096,0.083373,0.063168,0.003652,0.214355,1.005333,0.001004,0.272626,0.004146,71.08573,4.974395,1.413951,0.815748,0.929393,0.896711,0.062948,34.63769,5.507525,278.0982,0.894999,0.024164,0.141125,0.246291,0.000304,0.007345,1588.89,0.886482,0,0.891478,0.106362,0,0.096809,0.003078,549.6292,249757.1
0.128055,0.08853,0.000091,0.000102,6.254433,0.422722,0.397693,0.39581,0.409471,2.085942,14.547511,0.000116,0.791883,1.05235,3.665224,0.220542,0.172257,0.047065,0.064762,0.028434,0.102903,0.087551,0.085039,0.012908,0.215038,1.00549,0.001283,0.30753,0.006298,65.35186,4.15669,1.263663,0.849902,0.8427,0.893843,0.047408,21.97851,6.114048,287.255,0.739996,0.016305,0.09876,0.233099,0.000205,0.005223,998.6509,0.882444,0,0.81225,0.11036,0,0.152601,0.004558,345.7262,36792.39
0.467174,-0.220075,0.000241,0.000214,5.607653,0.481888,0.475041,0.419508,0.350082,2.097895,13.155958,0.000401,0.834642,0.830339,3.073477,0.199519,0.154296,0.056167,0.070511,0.039429,0.143015,0.07806,0.057588,0.006305,0.214861,1.01002,0.001608,0.316991,0.023909,57.73223,3.994681,1.287206,0.844246,0.777369,0.874294,0.030468,23.8622,5.448826,315.1365,1.728949,0.049284,0.263469,0.502603,0.000796,0.001498,656.5668,1.708702,0,0.930759,0.124535,0,0.06449,0.004379,606.5364,426031.9
0.231559,0.111774,0.000293,0.000275,5.272754,0.526281,0.514497,0.48241,0.400757,2.132776,4.805218,0.00029,0.820761,0.785916,5.643287,0.173186,0.138814,0.076096,0.067715,0.130422,0.100706,0.06917,0.078588,0.008268,0.214654,1.007462,0.001306,0.263954,0.017139,76.48989,5.82746,1.547909,0.728808,1.166483,0.895035,0.09014,44.2836,5.000367,506.8318,2.295496,0.050697,0.079901,0.519531,0.00027,0.012471,2817.74,1.25185,0,0.687084,0.093344,0,0.215143,0.005546,639.8033,649456
0.100977,0.305379,0.000303,0.000476,6.280036,0.364292,0.358566,0.352158,0.374202,2.093033,18.87552,0.00061,0.839501,0.951892,3.753023,0.189988,0.154421,0.062587,0.055015,0.101281,0.126225,0.093051,0.11525,0.006911,0.21318,1.006833,0.00126,0.275997,0.009719,66.21436,4.892678,1.439912,0.559927,0.618505,0.886392,0.099031,75.8483,4.767935,546.546,2.088128,0.047574,0.044541,0.307591,0.000366,0.00895,5087.774,1.192661,0,0.723702,0.08677,0,0.200091,0.004905,691.6041,511069.7
0.185032,-0.090556,0.00005,0.000067,8.198961,0.359513,0.343559,0.309971,0.350247,2.124882,11.201452,0.000057,0.928731,0.804983,5.418467,0.189633,0.157918,0.046975,0.070247,0.070856,0.126699,0.10322,0.073652,0.006098,0.213623,1.006258,0.001293,0.267242,0.007684,74.89362,5.325273,1.45786,0.593095,0.765366,0.890982,0.052217,25.49168,5.113035,461.0545,2.292823,0.04517,0.089801,0.209569,0.00021,0.005674,641.1031,0.703041,0,0.794274,0.085316,0,0.163512,0.004775,614.1111,293879.8
0.045159,0.091355,0.000092,0.000121,5.997623,0.422539,0.428209,0.393902,0.341839,2.089026,10.413853,0.000174,0.819644,0.813542,4.31544,0.181121,0.137829,0.046276,0.053295,0.054765,0.088585,0.066956,0.045224,0.005689,0.213262,1.010977,0.001495,0.273605,0.017068,73.5151,5.375377,1.499256,0.626563,0.875614,0.896185,0.061128,15.82205,4.691835,508.073,1.285928,0.021434,0.022603,0.397372,0.000213,0.012064,1103.993,0.854346,0,0.715047,0.088213,0,0.203891,0.004859,959.0549,501422.3
0.081462,0.51214,0.000239,0.000305,5.688037,0.41201,0.418106,0.391008,0.403914,2.079768,22.45397,0.000279,0.99839,0.890712,3.435738,0.191223,0.139165,0.049541,0.047443,0.063192,0.071617,0.067528,0.044085,0.005937,0.211844,1.004464,0.000963,0.278603,0.003238,91.78854,6.194327,1.542875,0.556305,1.125723,0.890928,0.092964,38.83206,5.056446,265.1095,1.10936,0.023061,0.02337,0.202729,0.000142,0.010742,2169.279,0.499945,0,0.946738,0.136398,0,0.050459,0.002943,1160.419,437845.2
