@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute std_SharpnessA numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Volume numeric
@attribute mean_Complex_Tonal numeric
@attribute std_SpectralCentroid numeric
@attribute output {sexy,notsexy}

@data
0.57045,0.092116,85.31716,0.133694,5101.987,0.083967,111510.6,notsexy
0.57045,0.092116,85.31716,0.133694,5101.987,0.083967,111510.6,notsexy
0.585946,0.108043,86.04478,0.056229,2997.702,0.062699,15262.63,notsexy
0.516186,0.090115,64.39119,0.092103,4106.535,0.08285,245788.2,notsexy
0.516186,0.090115,64.39119,0.092103,4106.535,0.08285,245788.2,notsexy
0.736626,0.17648,169.8052,0.292617,19026.43,0.131295,461436.4,notsexy
0.678162,0.053621,15.7461,0.485705,408.985,0.11637,753425.1,notsexy
0.688484,0.079884,97.94457,0.066697,5296.886,0.11864,130937.3,notsexy
0.688484,0.079884,97.94457,0.066697,5296.886,0.11864,130937.3,notsexy
0.577198,0.074671,20.35709,0.306641,736.5915,0.11915,720220.6,notsexy
0.577198,0.074671,20.35709,0.306641,736.5915,0.11915,720220.6,notsexy
0.534687,0.147682,195.4057,0.25871,28733.96,0.078804,75228.28,notsexy
0.534687,0.147682,195.4057,0.25871,28733.96,0.078804,75228.28,notsexy
0.705631,0.100394,51.77673,0.207665,2456.041,0.111869,50253.42,notsexy
0.789558,0.149314,171.5949,0.159019,25481.35,0.105575,11625.2,notsexy
0.538293,0.12968,34.08581,0.114204,1611.396,0.112453,383624.9,notsexy
0.538293,0.12968,34.08581,0.114204,1611.396,0.112453,383624.9,notsexy
0.83397,0.07254,29.51966,0.264603,1094.5,0.114546,125957.5,notsexy
0.83397,0.07254,29.51966,0.264603,1094.5,0.114546,125957.5,notsexy
0.83397,0.07254,29.51966,0.264603,1094.5,0.114546,125957.5,notsexy
0.83397,0.07254,29.51966,0.264603,1094.5,0.114546,125957.5,notsexy
0.83397,0.07254,29.51966,0.264603,1094.5,0.114546,125957.5,notsexy
0.494835,0.135872,142.103,0.271103,13140.33,0.126177,98258.55,notsexy
0.685645,0.048287,94.16735,0.050133,3684.454,0.091103,15637.34,notsexy
0.817492,0.150231,132.6651,0.158452,9230.012,0.117865,25799.54,notsexy
0.776975,0.057403,77.99895,0.116845,3204.691,0.058165,38018.6,notsexy
0.730005,0.025516,12.68016,0.191317,313.8392,0.070538,345037.2,notsexy
0.723891,0.266978,172.2256,0.440395,29145.19,0.096526,226628.3,notsexy
0.558123,0.098869,77.54994,0.043349,2617.826,0.114705,116437.9,notsexy
0.558123,0.098869,77.54994,0.043349,2617.826,0.114705,116437.9,notsexy
0.558123,0.098869,77.54994,0.043349,2617.826,0.114705,116437.9,notsexy
0.558123,0.098869,77.54994,0.043349,2617.826,0.114705,116437.9,notsexy
0.655826,0.049538,40.60153,0.113161,1761.074,0.0696,80636.13,notsexy
0.672845,0.112311,67.55399,0.356479,4477.456,0.096972,339610.3,notsexy
0.554373,0.120847,62.03051,0.024213,2938.308,0.144785,84142.26,notsexy
0.767376,0.094789,55.35361,0.234826,3977.285,0.108213,160537.9,notsexy
0.767376,0.094789,55.35361,0.234826,3977.285,0.108213,160537.9,notsexy
0.767376,0.094789,55.35361,0.234826,3977.285,0.108213,160537.9,notsexy
0.574579,0.070764,73.61492,0.036999,4479.319,0.089977,259682,notsexy
0.620851,0.225353,136.2412,0.150514,5233.864,0.094421,252953.1,notsexy
0.557152,0.13494,64.9726,0.133144,2699.057,0.093476,347411.5,notsexy
0.576361,0.131301,48.23045,0.138893,2100.261,0.145054,80497.61,notsexy
0.576361,0.131301,48.23045,0.138893,2100.261,0.145054,80497.61,notsexy
0.744076,0.094596,45.15431,0.141485,3168.409,0.13485,164908.8,notsexy
0.56597,0.098362,73.48238,0.492989,4234.566,0.059299,252122.3,notsexy
1.179813,0.101275,57.72443,0.223871,2511.106,0.130324,11448.55,notsexy
1.179813,0.101275,57.72443,0.223871,2511.106,0.130324,11448.55,notsexy
0.707784,0.12193,144.2679,0.09964,9612.667,0.148941,40153.04,notsexy
0.707784,0.12193,144.2679,0.09964,9612.667,0.148941,40153.04,notsexy
0.593268,0.07286,23.00051,0.173469,677.8928,0.115427,180013.6,notsexy
0.593268,0.07286,23.00051,0.173469,677.8928,0.115427,180013.6,notsexy
0.649021,0.239068,161.7206,0.073618,9987.688,0.117865,172475.6,notsexy
0.809074,0.094255,102.8876,0.247187,4864.767,0.098453,67878.39,notsexy
0.809074,0.094255,102.8876,0.247187,4864.767,0.098453,67878.39,notsexy
0.809074,0.094255,102.8876,0.247187,4864.767,0.098453,67878.39,notsexy
0.608363,0.156617,90.71054,0.104878,4464.677,0.11806,84174.87,notsexy
0.630648,0.083013,37.09585,0.105075,2350.724,0.122784,118178.7,notsexy
1.184985,0.076617,83.60551,0.209695,4762.331,0.152313,383517.4,notsexy
0.710286,0.048899,124.2569,0.071493,5924.651,0.085331,37966.44,notsexy
0.710286,0.048899,124.2569,0.071493,5924.651,0.085331,37966.44,notsexy
0.710286,0.048899,124.2569,0.071493,5924.651,0.085331,37966.44,notsexy
0.526909,0.078692,73.08117,0.032125,2693.039,0.117507,51703.95,notsexy
0.526909,0.078692,73.08117,0.032125,2693.039,0.117507,51703.95,notsexy
0.526909,0.078692,73.08117,0.032125,2693.039,0.117507,51703.95,notsexy
0.616036,0.115782,76.5001,0.16796,2713.575,0.127858,227737.7,notsexy
0.488596,0.079702,59.89294,0.292376,3584.157,0.096702,362513.5,notsexy
0.684721,0.116705,52.8291,0.10924,4401.848,0.082388,228399.6,notsexy
0.704145,0.065571,40.87735,0.093443,2965.472,0.099757,383426.2,notsexy
0.536782,0.053357,64.41986,0.102392,2277.542,0.08962,79536.93,notsexy
0.536782,0.053357,64.41986,0.102392,2277.542,0.08962,79536.93,notsexy
0.642674,0.094455,28.48885,0.365832,2174.379,0.056171,523135.6,notsexy
0.642674,0.094455,28.48885,0.365832,2174.379,0.056171,523135.6,notsexy
0.621986,0.159079,150.9444,0.061855,8560.741,0.107569,24752.2,notsexy
0.674078,0.034647,21.19357,0.484309,889.3623,0.111465,751406.1,notsexy
0.742124,0.045981,19.31623,0.386054,861.9298,0.11211,368331,notsexy
0.753244,0.080569,30.31725,0.116832,1213.804,0.08768,168517.7,notsexy
0.742124,0.045981,19.31623,0.386054,861.9298,0.11211,368331,notsexy
0.753244,0.080569,30.31725,0.116832,1213.804,0.08768,168517.7,notsexy
0.810172,0.081346,94.91699,0.045803,3938.221,0.110819,6138.794,notsexy
0.714121,0.078317,72.56228,0.108634,10939.2,0.10547,154594.6,notsexy
0.714121,0.078317,72.56228,0.108634,10939.2,0.10547,154594.6,notsexy
0.714121,0.078317,72.56228,0.108634,10939.2,0.10547,154594.6,notsexy
0.763258,0.112893,65.37017,0.234464,2405.98,0.097247,51717.62,notsexy
0.763258,0.112893,65.37017,0.234464,2405.98,0.097247,51717.62,notsexy
0.763258,0.112893,65.37017,0.234464,2405.98,0.097247,51717.62,notsexy
0.763258,0.112893,65.37017,0.234464,2405.98,0.097247,51717.62,notsexy
0.572499,0.08071,33.91592,0.228584,1434.803,0.124406,444002.9,notsexy
0.54376,0.074732,13.7937,0.317645,310.577,0.060627,296171.3,notsexy
0.588521,0.107947,46.08124,0.197738,6671.445,0.099596,131152.3,notsexy
0.625282,0.142159,156.5869,0.241865,13341.76,0.132397,509705.6,notsexy
0.601271,0.091969,26.48163,0.092031,1115.842,0.124669,196401.5,notsexy
0.661911,0.110619,152.3726,0.297026,13245.79,0.090583,101860.8,notsexy
0.673643,0.107795,52.70387,0.072722,1693.373,0.109516,46604.75,notsexy
0.635142,0.13144,100.0234,1.122101,8320.24,0.134057,57134.05,notsexy
0.621056,0.100572,54.9183,0.429166,7749.863,0.106513,360509.7,notsexy
0.612961,0.114771,73.58806,0.189974,4708.248,0.093966,206255.9,notsexy
0.612961,0.114771,73.58806,0.189974,4708.248,0.093966,206255.9,notsexy
0.612961,0.114771,73.58806,0.189974,4708.248,0.093966,206255.9,notsexy
0.60558,0.084913,117.8099,0.099745,5506.341,0.10207,44650.58,notsexy
0.60558,0.084913,117.8099,0.099745,5506.341,0.10207,44650.58,notsexy
0.62519,0.06363,18.96289,0.271222,1555.94,0.114115,296573,notsexy
1.002354,0.05445,46.29536,0.158431,2466.354,0.04852,11205.07,notsexy
0.576846,0.154022,168.8532,0.144274,16787.09,0.109819,217110.2,notsexy
0.576846,0.154022,168.8532,0.144274,16787.09,0.109819,217110.2,notsexy
0.624715,0.125363,108.8899,0.111327,4068.678,0.11212,23153.58,notsexy
0.624266,0.07292,36.75581,0.288241,2289.923,0.127966,701661.6,notsexy
0.550094,0.132768,57.35276,0.075766,2509.446,0.136056,137643.9,notsexy
0.550094,0.132768,57.35276,0.075766,2509.446,0.136056,137643.9,notsexy
0.550094,0.132768,57.35276,0.075766,2509.446,0.136056,137643.9,notsexy
0.551883,0.102556,49.62952,0.618258,2192.15,0.097641,235733.4,notsexy
0.618523,0.078238,35.26219,0.610856,1661.047,0.102199,219965.9,notsexy
0.74447,0.061826,37.99405,0.453586,1560.036,0.130445,356908.6,notsexy
0.74447,0.061826,37.99405,0.453586,1560.036,0.130445,356908.6,notsexy
0.675129,0.113152,63.48364,0.117064,3843.619,0.097104,233465.1,notsexy
0.675129,0.113152,63.48364,0.117064,3843.619,0.097104,233465.1,notsexy
0.642502,0.157056,175.8224,0.055887,14264.85,0.082029,82064.78,notsexy
0.790273,0.085229,60.25821,0.164793,2781.523,0.079692,54709.31,notsexy
0.583098,0.147453,201.6053,0.256746,19353.78,0.131504,108432.5,notsexy
0.62357,0.124619,114.4259,0.250292,9112.51,0.110176,90180.4,notsexy
0.696472,0.055577,97.4366,0.112437,4024.179,0.112814,584001.5,notsexy
0.600908,0.075525,46.71865,0.135424,1928.392,0.120295,50493.91,notsexy
0.600908,0.075525,46.71865,0.135424,1928.392,0.120295,50493.91,notsexy
0.55797,0.115169,62.48883,0.174779,3188.879,0.114857,66162.13,notsexy
0.553204,0.209912,75.96813,0.112272,6586.63,0.105064,112994.4,notsexy
0.553204,0.209912,75.96813,0.112272,6586.63,0.105064,112994.4,notsexy
0.751594,0.145371,192.3856,0.173863,15862.35,0.074713,84458.77,notsexy
0.578326,0.053521,34.17953,0.051963,1084.634,0.105111,121730.7,notsexy
0.578326,0.053521,34.17953,0.051963,1084.634,0.105111,121730.7,notsexy
0.817076,0.024189,5.038738,0.048162,104.6973,0.125768,121657.1,notsexy
0.817076,0.024189,5.038738,0.048162,104.6973,0.125768,121657.1,notsexy
0.684083,0.172657,137.5,0.218746,19393.08,0.106884,466689.1,notsexy
0.684083,0.172657,137.5,0.218746,19393.08,0.106884,466689.1,notsexy
0.539067,0.089743,52.52333,0.146952,4393.826,0.107688,311853,notsexy
0.672315,0.105274,66.51247,0.433484,4195.803,0.116225,393410.7,notsexy
0.81034,0.141587,120.3442,0.640534,14964.35,0.161862,47185.26,notsexy
0.603547,0.132155,36.06784,0.052236,1923.391,0.123265,64437.88,notsexy
0.629079,0.096887,31.066,0.248308,1902.008,0.108936,625495.5,notsexy
0.629079,0.096887,31.066,0.248308,1902.008,0.108936,625495.5,notsexy
0.629079,0.096887,31.066,0.248308,1902.008,0.108936,625495.5,notsexy
0.659331,0.08549,34.06821,0.12574,1358.761,0.117566,54766.47,notsexy
0.659331,0.08549,34.06821,0.12574,1358.761,0.117566,54766.47,notsexy
1.443512,0.101826,80.40698,0.451083,2599.604,0.158982,17115.16,notsexy
0.663752,0.155374,106.8406,0.140362,4478.687,0.143185,74303.94,notsexy
0.65969,0.035524,33.73161,0.273036,771.3474,0.087157,55627.42,notsexy
1.097087,0.032355,13.70494,0.166127,484.6476,0.10812,61163.39,notsexy
0.612224,0.103484,63.50377,0.326639,5145.655,0.094382,260329.7,notsexy
0.58515,0.049327,42.91168,0.027095,1111.445,0.106573,92015.46,notsexy
0.58515,0.049327,42.91168,0.027095,1111.445,0.106573,92015.46,notsexy
0.58515,0.049327,42.91168,0.027095,1111.445,0.106573,92015.46,notsexy
0.704596,0.095617,187.7205,0.098714,17650.03,0.140771,22294.17,notsexy
0.704596,0.095617,187.7205,0.098714,17650.03,0.140771,22294.17,notsexy
1.008311,0.066562,27.68218,0.187992,755.4146,0.086645,17908.96,notsexy
0.757161,0.205353,141.5002,0.060746,5919.586,0.146481,15680.18,notsexy
0.65844,0.098362,98.03571,0.355417,6782.915,0.100982,68546.76,notsexy
0.667904,0.15804,134.6531,0.224319,10985.25,0.08075,91728.62,notsexy
0.71601,0.184559,147.7706,0.167351,13379.3,0.141231,59450.85,notsexy
0.625298,0.10089,42.61003,0.112091,1520.067,0.095531,650234.2,notsexy
0.533343,0.090053,62.01995,0.075115,2251.866,0.09851,224446.4,notsexy
0.533343,0.090053,62.01995,0.075115,2251.866,0.09851,224446.4,notsexy
0.533343,0.090053,62.01995,0.075115,2251.866,0.09851,224446.4,notsexy
0.663317,0.122986,127.1923,0.92168,8073.762,0.10142,196696.5,notsexy
0.714009,0.134494,59.47967,0.175407,2238.984,0.117761,40212.31,notsexy
0.714009,0.134494,59.47967,0.175407,2238.984,0.117761,40212.31,notsexy
0.883296,0.066666,76.67051,0.616777,5594.835,0.123282,203036.7,notsexy
0.759761,0.093441,63.08987,0.160891,2889.007,0.079826,94055.68,notsexy
0.683711,0.115958,66.90185,0.212236,2858.443,0.103132,36390.27,notsexy
0.900834,0.16681,204.1397,0.148995,15109.27,0.132943,163553.2,notsexy
0.900834,0.16681,204.1397,0.148995,15109.27,0.132943,163553.2,notsexy
0.634167,0.067244,27.35478,0.086101,742.2183,0.1131,617852.3,notsexy
0.683988,0.098048,78.8806,0.06742,4729.115,0.057423,36012.04,notsexy
0.61372,0.065154,104.5067,0.051904,5920.864,0.067766,87162.05,notsexy
0.878126,0.182505,219.709,0.140987,14058.32,0.152916,116545.6,notsexy
0.878126,0.182505,219.709,0.140987,14058.32,0.152916,116545.6,notsexy
0.971059,0.053174,20.40493,0.18782,431.3136,0.108056,501523,notsexy
0.971059,0.053174,20.40493,0.18782,431.3136,0.108056,501523,notsexy
0.827872,0.118863,118.7359,0.276801,9256.525,0.112693,217258.8,notsexy
0.827872,0.118863,118.7359,0.276801,9256.525,0.112693,217258.8,notsexy
0.827872,0.118863,118.7359,0.276801,9256.525,0.112693,217258.8,notsexy
0.529878,0.074853,61.86778,0.026144,1952.656,0.124894,45133.17,notsexy
0.663967,0.189494,110.3818,0.100277,8336.209,0.096011,40363.7,notsexy
0.739133,0.117941,82.84793,0.153688,12352.69,0.086052,45225.65,notsexy
0.509685,0.087097,65.54514,0.083318,2606.794,0.104339,247927.3,notsexy
0.741977,0.123336,68.36526,0.153095,2384.524,0.115459,170698.5,notsexy
0.675834,0.136755,146.3333,0.659556,12542.55,0.10271,142601.6,notsexy
0.828292,0.072855,39.84261,0.625929,1976.879,0.113311,249617.8,notsexy
0.681334,0.081108,39.08897,0.085762,954.5178,0.056822,56453.59,notsexy
0.649297,0.098962,37.01101,0.236498,3000.76,0.105676,231331.4,notsexy
0.806546,0.088935,133.4156,0.189918,15698.9,0.098137,212688.1,notsexy
0.806546,0.088935,133.4156,0.189918,15698.9,0.098137,212688.1,notsexy
0.600537,0.202409,183.3713,0.159838,14624.04,0.113772,223074.8,notsexy
0.600537,0.202409,183.3713,0.159838,14624.04,0.113772,223074.8,notsexy
0.564735,0.109412,167.415,0.221585,14153.31,0.075375,215313.5,notsexy
0.608864,0.126426,50.01596,0.371028,1910.133,0.096662,86351.68,notsexy
0.633523,0.1131,38.72944,0.361666,1596.142,0.070486,148836.3,notsexy
0.633523,0.1131,38.72944,0.361666,1596.142,0.070486,148836.3,notsexy
0.801271,0.090288,49.38638,0.191804,2124.529,0.122871,27277.16,notsexy
0.550907,0.083048,18.2622,0.243518,791.4097,0.08223,754817.2,notsexy
0.60497,0.081963,27.48977,0.180009,1813.874,0.105572,258123.2,notsexy
0.60497,0.081963,27.48977,0.180009,1813.874,0.105572,258123.2,notsexy
0.60497,0.081963,27.48977,0.180009,1813.874,0.105572,258123.2,notsexy
0.673288,0.077847,110.1934,0.156925,6399.864,0.116532,150290.6,notsexy
0.709343,0.122076,65.82016,0.175512,3242.572,0.10429,151819,notsexy
0.57974,0.091185,46.72142,0.40725,3526.15,0.117752,308240.7,notsexy
0.691546,0.146012,74.89592,0.187882,8550.201,0.113882,60992.71,notsexy
0.419241,0.048552,59.87889,0.232161,5140.778,0.064821,124111.4,notsexy
0.419241,0.048552,59.87889,0.232161,5140.778,0.064821,124111.4,notsexy
0.419241,0.048552,59.87889,0.232161,5140.778,0.064821,124111.4,notsexy
0.64685,0.095982,73.81498,0.070874,3730.007,0.118587,604865.8,notsexy
0.64685,0.095982,73.81498,0.070874,3730.007,0.118587,604865.8,notsexy
0.519178,0.053558,48.83336,0.059546,1715.01,0.118031,615663,notsexy
0.515262,0.054425,52.5072,0.060233,1941.086,0.116263,617018.1,notsexy
0.787779,0.101462,163.5986,0.047472,13012.4,0.090627,72431.34,notsexy
0.787779,0.101462,163.5986,0.047472,13012.4,0.090627,72431.34,notsexy
0.527027,0.040247,36.23513,0.113918,1047.608,0.039747,104578.4,notsexy
0.760126,0.109796,98.20224,0.103325,4665.643,0.138743,25574.28,notsexy
0.760126,0.109796,98.20224,0.103325,4665.643,0.138743,25574.28,notsexy
0.747871,0.129571,75.82653,0.077358,3817.347,0.15155,17194.24,notsexy
0.654998,0.065566,41.1044,0.51578,2552.29,0.093559,111769.3,notsexy
0.654998,0.065566,41.1044,0.51578,2552.29,0.093559,111769.3,notsexy
0.654998,0.065566,41.1044,0.51578,2552.29,0.093559,111769.3,notsexy
0.654998,0.065566,41.1044,0.51578,2552.29,0.093559,111769.3,notsexy
0.662348,0.083338,57.39074,0.178112,5008.912,0.119409,163164.2,notsexy
0.688228,0.094017,74.00348,0.052144,4874.64,0.066215,279080.1,notsexy
0.688228,0.094017,74.00348,0.052144,4874.64,0.066215,279080.1,notsexy
0.688228,0.094017,74.00348,0.052144,4874.64,0.066215,279080.1,notsexy
0.671283,0.10878,93.24329,0.143023,11872.1,0.148295,366785.8,notsexy
0.729657,0.038152,7.023078,0.20033,174.2831,0.045072,86774.59,notsexy
0.752879,0.132438,60.55991,0.172474,4043.026,0.127207,220165.1,notsexy
0.641741,0.070828,37.0074,0.36846,1272.923,0.107707,489107.1,notsexy
0.449003,0.101905,109.1544,0.146884,7875.522,0.130059,163845.5,notsexy
0.575695,0.072296,23.97994,0.154818,967.9403,0.119311,153011.6,notsexy
0.825521,0.089496,43.85755,0.305832,2048.563,0.116887,32055.16,notsexy
0.825521,0.089496,43.85755,0.305832,2048.563,0.116887,32055.16,notsexy
0.611576,0.143561,82.04555,0.135913,5663.235,0.124936,104969.9,notsexy
0.611576,0.143561,82.04555,0.135913,5663.235,0.124936,104969.9,notsexy
0.564346,0.12003,118.3679,0.056283,10596.92,0.105681,58100.2,notsexy
0.650325,0.118093,45.42118,0.187506,2360.496,0.126415,167641.2,notsexy
0.511914,0.074372,32.65887,0.308276,1544.603,0.114232,212529.6,notsexy
0.73793,0.175796,194.2719,0.213342,22442.71,0.098735,113393,notsexy
0.722075,0.130627,68.8145,0.178213,4032.13,0.113116,106194.1,notsexy
1.073344,0.028802,15.87767,0.446785,522.28,0.107105,188838.6,notsexy
1.073344,0.028802,15.87767,0.446785,522.28,0.107105,188838.6,notsexy
0.586779,0.142163,94.53557,1.170906,7994.571,0.077342,96914.02,notsexy
