@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff-weka.filters.unsupervised.attribute.Remove-Rlast_wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_A# numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_F# numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_14 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_14 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_4 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_7 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_21 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_16 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_7 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_PeriodicSpread2 numeric
@attribute BeatHisto_NumMax numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[3]_max numeric
@attribute mfcc_sma[6]_max numeric
@attribute mfcc_sma[6]_linregc2 numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[10]_kurtosis numeric
@attribute mfcc_sma[12]_min numeric
@attribute mfcc_sma[12]_amean numeric
@attribute mfcc_sma[12]_linregc2 numeric
@attribute pcm_zcr_sma_min numeric
@attribute voiceProb_sma_min numeric
@attribute voiceProb_sma_skewness numeric
@attribute F0_sma_amean numeric
@attribute mfcc_sma_de[3]_min numeric
@attribute mfcc_sma_de[3]_range numeric
@attribute mfcc_sma_de[4]_max numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_min numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {sexy,notsexy}

@data
0.424612,-0.054313,0.000045,0.000037,6.707337,0.384493,0.349233,0.336032,0.403108,2.103223,21.531014,0.000041,0.814804,0.876822,3.512777,0.177813,0.139322,0.039425,0.05409,0.03759,0.080662,0.071246,0.048723,0.00715,0.215616,1.00274,0.000828,0.283727,0,59.58588,3.806905,1.249064,0.58515,0.4321,0.873301,0.049327,42.91168,5.61071,132.0714,0.913562,0.030291,0.046501,0.027095,0.000341,0.004138,1111.445,0.779687,0,0.779627,0.106573,0,0.171923,0.004366,491.8223,92015.46,-1.272227,-6.692908,-5.590516,18.14259,12.12874,-12.7823,-11.08729,3.015789,-16.0647,-1.253171,-0.581525,0.018149,0.173101,0.199649,129.4755,-3.566399,6.592758,3.409903,0.089851,-5.589179,0.000059,0.179087,sexy
0.072116,0.071055,0.000476,0.000879,5.295599,0.374787,0.449918,0.441828,0.461502,2.124475,7.701587,0.000739,0.760497,0.955335,3.064604,0.178312,0.134426,0.043348,0.044386,0.105959,0.110955,0.064735,0.137996,0.005668,0.220624,1.009966,0.00171,0.242443,0.009969,56.16579,3.797203,1.254359,0.733246,0.612881,0.880075,0.063423,41.69932,5.686969,165.6018,0.485682,0.015323,0.127936,0.324531,0.0006,0.005867,1525.176,0.938567,0,0.951398,0.092703,0,0.046271,0.002897,314.7423,59003.07,-0.665298,-0.988985,-2.565073,10.28529,12.51063,-0.70937,1.289188,3.153475,-17.56506,1.509835,1.476786,0.00363,0.128631,0.402802,125.5148,-3.227234,6.205023,5.366634,-0.189349,-3.69339,0.00004,-0.73604,sexy
0.148118,0.20618,0.000291,0.000339,6.500363,0.334051,0.42919,0.390221,0.375695,2.108938,6.79696,0.000455,0.745358,0.891398,3.534417,0.198951,0.139577,0.042232,0.046068,0.06549,0.103525,0.090354,0.028664,0.004387,0.217366,1.005441,0.000995,0.303756,0.004076,97.48887,6.871926,1.63571,0.497244,1.176885,0.893334,0.102264,35.50968,4.786987,168.0588,0.758197,0.011271,0.010744,0.332518,0.000102,0.015398,1125.371,0.204023,0,0.962051,0.101955,0,0.036534,0.0026,1365.543,367212.7,0.054368,-4.750826,-5.240532,17.78742,21.70348,2.062582,2.732447,2.96059,-17.55191,-3.38459,-1.774253,0.021174,0.139418,0.77681,71.00945,-3.125657,5.760852,3.93944,0.297965,-3.60593,0.000166,-0.300739,sexy
0.15282,0.017097,0.000463,0.000547,4.648051,0.495503,0.481976,0.465246,0.40214,2.121965,5.263165,0.000368,0.664027,0.708214,2.665351,0.176981,0.121311,0.047476,0.062361,0.081043,0.090739,0.060618,0.11723,0.005398,0.216183,1.005718,0.001154,0.281301,0.005402,83.9385,5.381843,1.404897,0.835585,1.490202,0.902038,0.104694,44.87708,6.060378,278.7191,1.142765,0.027943,0.104948,0.384322,0.00014,0.010606,2024.151,0.932024,0,0.88482,0.137243,0,0.101981,0.00429,394.6496,118736,-0.3525,2.317137,5.364061,17.19675,17.67383,1.98796,3.139145,3.189283,-15.34809,-0.149401,-0.409597,0.00363,0.137609,1.945452,20.6764,-4.914824,8.841101,3.815237,-0.043031,-3.790154,0.000083,-0.538011,sexy
0.184332,0.251907,0.000264,0.000367,5.883582,0.375403,0.351176,0.380063,0.419438,2.131743,9.78263,0.000348,0.856702,0.769492,4.352471,0.194152,0.170381,0.042073,0.070081,0.076208,0.102935,0.084282,0.10339,0.005997,0.214649,1.007667,0.00139,0.254771,0.004649,45.62195,3.278532,1.18513,0.957381,0.484621,0.881428,0.046718,29.95699,5.733046,265.803,0.560169,0.021337,0.155694,0.154478,0.000604,0.003854,1323.418,2.510198,0,0.819574,0.091394,0,0.147971,0.003943,232.5521,79284.48,-1.025457,0.441073,-0.285663,20.23736,21.34364,3.820452,5.587232,2.856084,-21.03691,-1.007069,-1.261468,0.001815,0.156028,0.695913,73.76371,-3.344554,7.885352,4.81255,0.008724,-3.915811,0.000089,-0.436527,sexy
0.282557,-0.115804,0.000359,0.000491,5.415771,0.413604,0.378194,0.446753,0.465725,2.158198,4.22952,0.00028,0.906396,0.912885,2.862074,0.17356,0.134548,0.052701,0.054183,0.039324,0.091236,0.062494,0.074152,0.006944,0.213628,1.004492,0.001028,0.263918,0.002579,67.14286,4.79678,1.399224,0.612961,0.71682,0.897542,0.114771,73.58806,5.460298,165.7585,0.959027,0.03086,0.055443,0.189974,0.000171,0.013023,4708.248,0.848912,0,0.886818,0.093966,0,0.100439,0.003766,415.0912,206255.9,-0.504419,2.963921,1.744097,17.92369,15.81637,-2.021651,-1.994785,3.130319,-12.36665,1.99416,-0.623254,0.00605,0.134271,0.714895,35.70295,-4.392167,8.281317,5.996562,0.180902,-4.034854,0.000145,-0.373513,sexy
-0.309158,0.192209,0.000311,0.000296,6.096609,0.373397,0.408254,0.443825,0.463717,2.116479,10.610061,0.000258,0.743755,0.772247,2.907966,0.164954,0.143739,0.036621,0.052984,0.020882,0.144477,0.075052,0.030456,0.004598,0.212713,1.002482,0.000805,0.281781,0,62.93358,3.851437,1.215409,0.671282,0.551214,0.878945,0.070427,50.35895,6.33445,226.0519,0.536292,0.017581,0.076064,0.095026,0.000307,0.005895,2058.281,1.03484,0,0.789614,0.087461,0,0.166235,0.004015,373.1372,37289.9,-0.970176,1.542479,2.650419,15.09172,12.14971,-3.740223,-2.531707,3.085598,-19.41004,-1.361392,-1.656025,0.008469,0.153712,0.197506,129.5556,-4.292454,8.675995,3.985899,0.07636,-4.897373,0.000026,-0.12005,sexy
0.205597,0.375384,0.000009,0.000012,4.848237,0.500072,0.469858,0.500161,0.744348,1.875388,68.738501,0.000011,0.823063,0.69027,1.664412,0.180105,0.126596,0.074472,0.061563,0.046974,0.096175,0.069036,0.053347,0.009708,0.230519,1.00401,0.000993,0.300735,0.003494,61.1587,4.092018,1.228194,1.126204,1.004338,0.873451,0.055156,31.58135,6.38585,618.634,2.631201,0.065616,0.223584,0.54896,0.001065,0.004723,1560.985,2.767793,0,0.976698,0.118643,0,0.022774,0.002315,341.1223,129316.9,-0.375719,-1.703765,-0.445474,29.46836,7.498381,-7.202773,11.38622,2.858441,-29.45113,-10.93418,-10.64469,0.004235,0.171412,1.039035,70.47572,-4.385615,8.330801,3.826173,0.035179,-5.853606,0.000101,-0.859947,sexy
0.075765,0.071036,0.000364,0.000422,5.633154,0.404055,0.406799,0.401739,0.347802,2.115803,7.339316,0.000322,0.835986,0.712587,3.829007,0.171422,0.161878,0.046639,0.058689,0.049765,0.130096,0.083373,0.063168,0.003652,0.214355,1.005333,0.001004,0.272626,0.004146,71.08573,4.974395,1.413951,0.815748,0.929393,0.896711,0.062948,34.63769,5.507525,278.0982,0.894999,0.024164,0.141125,0.246291,0.000304,0.007345,1588.89,0.886482,0,0.891478,0.106362,0,0.096809,0.003078,549.6292,249757.1,-0.357515,3.597318,0.651999,20.67596,21.62046,-2.011199,0.107333,3.146369,-24.00436,-4.360768,-5.303843,0.009679,0.124536,1.308059,39.84451,-3.863688,8.037457,3.781877,-0.264027,-4.857363,0.000158,-0.26142,sexy
0.128055,0.08853,0.000091,0.000102,6.254433,0.422722,0.397693,0.39581,0.409471,2.085942,14.547511,0.000116,0.791883,1.05235,3.665224,0.220542,0.172257,0.047065,0.064762,0.028434,0.102903,0.087551,0.085039,0.012908,0.215038,1.00549,0.001283,0.30753,0.006298,65.35186,4.15669,1.263663,0.849902,0.8427,0.893843,0.047408,21.97851,6.114048,287.255,0.739996,0.016305,0.09876,0.233099,0.000205,0.005223,998.6509,0.882444,0,0.81225,0.11036,0,0.152601,0.004558,345.7262,36792.39,0.295641,1.50961,2.446285,20.49817,15.59169,-1.954488,-1.596834,3.118766,-16.81639,-2.868666,-2.077671,0.00484,0.149016,0.720755,63.74953,-4.922458,8.890174,4.914382,0.022684,-6.26061,0.000046,-0.260361,sexy
0.467174,-0.220075,0.000241,0.000214,5.607653,0.481888,0.475041,0.419508,0.350082,2.097895,13.155958,0.000401,0.834642,0.830339,3.073477,0.199519,0.154296,0.056167,0.070511,0.039429,0.143015,0.07806,0.057588,0.006305,0.214861,1.01002,0.001608,0.316991,0.023909,57.73223,3.994681,1.287206,0.844246,0.777369,0.874294,0.030468,23.8622,5.448826,315.1365,1.728949,0.049284,0.263469,0.502603,0.000796,0.001498,656.5668,1.708702,0,0.930759,0.124535,0,0.06449,0.004379,606.5364,426031.9,-0.795388,-3.253235,-0.87013,12.12561,19.07917,-9.553207,-0.725865,3.006907,-24.17425,0.818099,-2.358166,0.013914,0.140443,0.517136,116.4333,-4.356253,9.261623,4.53908,0.929889,-5.661481,0.000148,-1.138514,sexy
0.231559,0.111774,0.000293,0.000275,5.272754,0.526281,0.514497,0.48241,0.400757,2.132776,4.805218,0.00029,0.820761,0.785916,5.643287,0.173186,0.138814,0.076096,0.067715,0.130422,0.100706,0.06917,0.078588,0.008268,0.214654,1.007462,0.001306,0.263954,0.017139,76.48989,5.82746,1.547909,0.728808,1.166483,0.895035,0.09014,44.2836,5.000367,506.8318,2.295496,0.050697,0.079901,0.519531,0.00027,0.012471,2817.74,1.25185,0,0.687084,0.093344,0,0.215143,0.005546,639.8033,649456,-0.000793,4.321436,3.895667,15.17138,12.59931,-0.719586,1.286648,4.139444,-16.31866,0.557252,-2.075581,0.004235,0.12976,1.607929,26.22902,-4.08417,8.007895,2.816832,-0.231453,-3.390468,0.000253,-0.886814,sexy
0.100977,0.305379,0.000303,0.000476,6.280036,0.364292,0.358566,0.352158,0.374202,2.093033,18.87552,0.00061,0.839501,0.951892,3.753023,0.189988,0.154421,0.062587,0.055015,0.101281,0.126225,0.093051,0.11525,0.006911,0.21318,1.006833,0.00126,0.275997,0.009719,66.21436,4.892678,1.439912,0.559927,0.618505,0.886392,0.099031,75.8483,4.767935,546.546,2.088128,0.047574,0.044541,0.307591,0.000366,0.00895,5087.774,1.192661,0,0.723702,0.08677,0,0.200091,0.004905,691.6041,511069.7,-0.387738,-5.736648,-1.878063,19.46479,9.709033,-7.273662,-4.183779,3.52027,-13.47799,4.802773,4.968281,0.00363,0.125454,0.617466,121.2001,-4.114242,10.16099,5.874501,0.260418,-6.356417,0.000226,0.191332,sexy
0.185032,-0.090556,0.00005,0.000067,8.198961,0.359513,0.343559,0.309971,0.350247,2.124882,11.201452,0.000057,0.928731,0.804983,5.418467,0.189633,0.157918,0.046975,0.070247,0.070856,0.126699,0.10322,0.073652,0.006098,0.213623,1.006258,0.001293,0.267242,0.007684,74.89362,5.325273,1.45786,0.593095,0.765366,0.890982,0.052217,25.49168,5.113035,461.0545,2.292823,0.04517,0.089801,0.209569,0.00021,0.005674,641.1031,0.703041,0,0.794274,0.085316,0,0.163512,0.004775,614.1111,293879.8,-0.289872,-2.901571,-2.484217,22.87709,23.26241,6.362713,-0.839962,3.066593,-15.54673,-0.685095,-1.363021,0.004235,0.140502,0.294929,112.6119,-4.399813,8.576563,4.941298,-0.222758,-4.40635,0.000105,-0.241418,sexy
0.045159,0.091355,0.000092,0.000121,5.997623,0.422539,0.428209,0.393902,0.341839,2.089026,10.413853,0.000174,0.819644,0.813542,4.31544,0.181121,0.137829,0.046276,0.053295,0.054765,0.088585,0.066956,0.045224,0.005689,0.213262,1.010977,0.001495,0.273605,0.017068,73.5151,5.375377,1.499256,0.626563,0.875614,0.896185,0.061128,15.82205,4.691835,508.073,1.285928,0.021434,0.022603,0.397372,0.000213,0.012064,1103.993,0.854346,0,0.715047,0.088213,0,0.203891,0.004859,959.0549,501422.3,-0.172803,-3.220562,-3.373893,18.98373,19.08762,-2.297913,1.570363,3.189831,-18.29497,-2.034429,-0.533505,0.013309,0.139671,0.823479,35.57332,-7.925054,13.26265,5.577118,0.184829,-5.741424,0.000291,-0.245455,sexy
0.081462,0.51214,0.000239,0.000305,5.688037,0.41201,0.418106,0.391008,0.403914,2.079768,22.45397,0.000279,0.99839,0.890712,3.435738,0.191223,0.139165,0.049541,0.047443,0.063192,0.071617,0.067528,0.044085,0.005937,0.211844,1.004464,0.000963,0.278603,0.003238,91.78854,6.194327,1.542875,0.556305,1.125723,0.890928,0.092964,38.83206,5.056446,265.1095,1.10936,0.023061,0.02337,0.202729,0.000142,0.010742,2169.279,0.499945,0,0.946738,0.136398,0,0.050459,0.002943,1160.419,437845.2,-0.42949,-7.746696,-8.101265,17.71604,13.74799,-2.592722,0.288095,3.527507,-16.08857,-1.119969,-1.988193,0.00726,0.136591,0.734488,57.8719,-4.29846,7.642932,3.920631,-0.26759,-4.129965,0.000123,-0.37162,sexy
0.297282,-0.242569,0.000656,0.00097,5.600972,0.345467,0.396545,0.388819,0.408964,2.138198,6.7633,0.000828,0.916016,0.853504,3.308383,0.23307,0.175176,0.059614,0.069364,0.102461,0.130421,0.086375,0.065381,0.013584,0.214247,1.01416,0.00186,0.271324,0.022851,66.10213,5.524286,1.588761,0.533298,0.677143,0.890652,0.123748,80.35255,4.184389,344.3725,1.279128,0.030883,0.073747,0.381865,0.000483,0.027874,19742.52,0.949044,0,0.658455,0.057154,0,0.225042,0.003341,824.3329,731217.3,-0.559063,-1.906352,-5.31369,28.04196,17.16572,2.349832,2.84224,3.235828,-12.51466,8.168618,9.6088,0.00121,0.115575,0.646079,118.057,-4.817615,10.12617,5.397809,0.185784,-4.694911,0.000509,-0.165798,sexy
0.326169,-0.116325,0.000008,0.000008,6.303494,0.348958,0.356157,0.327073,0.325846,2.186648,2.368706,0.000009,0.703946,0.908649,4.592588,0.181255,0.139393,0.07442,0.054361,0.055081,0.087504,0.055188,0.052378,0.005987,0.215715,1.009132,0.001594,0.247866,0.015615,65.82836,5.513587,1.575457,0.692687,0.843284,0.898235,0.09093,52.76116,4.547109,235.6124,0.8828,0.022556,0.079397,0.297306,0.000202,0.009069,3400.919,0.549731,0,0.894807,0.118783,0,0.09419,0.00351,684.081,522420.7,-0.236603,5.848191,5.173,20.40075,11.82551,-1.909068,-5.709701,2.960579,-15.16572,-3.267623,-3.475081,0.010284,0.152776,0.844863,5.164014,-4.408848,9.228148,4.092439,-0.220995,-4.561395,0.00036,-0.361756,sexy
0.632273,0.080642,0.000014,0.000014,5.770486,0.230801,0.292917,0.392533,0.44087,2.133766,8.774247,0.000012,0.69576,0.69114,3.635467,0.162548,0.153715,0.050291,0.063416,0.034906,0.145319,0.06906,0.071905,0.008126,0.217144,1.009941,0.0016,0.249323,0.009014,67.57656,4.484447,1.322859,0.596657,0.723038,0.887406,0.0464,57.64626,5.968229,263.0776,1.791335,0.042958,0.078774,0.270224,0.000258,0.002956,2346.786,1.38785,0,0.769641,0.106415,0,0.177412,0.004567,386.6965,111259.8,-0.332006,1.958461,1.124621,13.23601,16.0744,1.414451,-1.057861,2.674479,-17.60462,0.392556,4.80119,0.00726,0.146932,-0.042199,147.0697,-4.175467,8.067228,4.430513,0.105536,-4.30601,0.000096,-0.58004,sexy
0.127416,0.044188,0.000505,0.000829,5.196932,0.510064,0.501495,0.460798,0.390595,2.10181,8.094217,0.000435,0.748833,0.710136,3.930061,0.162753,0.119453,0.034074,0.040089,0.037318,0.124699,0.061924,0.04683,0.007565,0.210541,1.004456,0.000878,0.293251,0.002462,81.17464,5.745488,1.506547,0.592121,0.991505,0.894481,0.135511,81.93979,5.038937,253.8475,0.824943,0.014982,0.016018,0.226474,0.000173,0.016996,5984.248,0.576664,0,0.935419,0.134704,0,0.06045,0.002887,531.7912,153746.4,0.875078,-1.991401,-1.110684,16.73726,18.93943,0.591373,-0.116696,5.758782,-16.54899,-0.948203,0.821618,0.010284,0.140602,2.095565,29.04333,-4.048205,8.809052,6.927173,0.247875,-5.160545,0.000084,0.07389,sexy
0.067799,0.337597,0.000172,0.000258,6.706782,0.325262,0.294347,0.305976,0.351137,2.053648,25.516687,0.000285,0.934249,0.87175,3.811366,0.181903,0.161867,0.049471,0.063141,0.064346,0.102382,0.09424,0.068734,0.007681,0.21464,1.005459,0.001298,0.298543,0.007404,72.37758,5.133602,1.425987,0.573833,0.752977,0.886398,0.079263,58.14189,5.178414,475.2251,2.31304,0.04308,0.080836,0.254455,0.000261,0.009085,4935.639,0.604591,0,0.8502,0.097942,0,0.127445,0.003454,660.3595,268293.5,0.197721,-1.590737,-0.069889,23.52663,20.60538,1.815401,0.244894,2.99546,-18.28779,-0.783707,-1.744054,0.005445,0.129879,0.267466,147.182,-6.602982,12.62466,5.367445,0.140107,-5.942148,0.000094,-0.154949,sexy
0.147927,0.066628,0.00008,0.000087,6.211571,0.356098,0.310858,0.327496,0.372012,2.099524,14.75397,0.000104,0.898082,0.730944,3.586512,0.172129,0.152808,0.046936,0.050341,0.051059,0.109585,0.089363,0.059161,0.007704,0.210094,1.006108,0.000962,0.285443,0.010298,87.03897,5.302394,1.384957,0.682857,1.02325,0.897493,0.091296,62.05649,5.974352,700.8821,1.886536,0.028361,0.057971,0.413797,0.000178,0.007117,2963.434,0.706454,0,0.806258,0.074386,0,0.15631,0.003346,671.4739,215206,-0.323457,-3.109533,3.071807,12.67149,20.57446,-3.326277,-3.252033,4.019982,-19.95089,-1.141661,-1.749283,0.008469,0.145786,0.756169,62.11676,-3.354298,7.083586,4.958476,0.008762,-5.597652,0.000082,-0.526868,sexy
0.025795,0.096817,0.000354,0.000293,5.904468,0.411362,0.354978,0.403772,0.370277,2.110038,10.362708,0.000349,0.89722,0.662533,3.932475,0.193273,0.136588,0.042232,0.044054,0.036696,0.099342,0.063991,0.038715,0.00517,0.214494,1.005527,0.001133,0.304408,0.004842,84.64102,5.284396,1.410749,0.62463,0.969977,0.896371,0.097316,69.78033,5.631706,419.3867,0.64546,0.009733,0.037051,0.234874,0.000213,0.011869,5108.563,0.666528,0,0.92277,0.114342,0,0.071313,0.003994,706.0907,140496.9,-1.271414,-3.659218,-1.260461,10.92698,7.638821,-3.958625,0.526842,3.216157,-19.15506,-3.519885,-2.886949,0.010284,0.139217,0.703576,68.86769,-3.087139,6.108526,3.508932,-0.221561,-3.42141,0.000081,-0.314013,sexy
0.652301,0.169115,0.000106,0.000119,9.246586,0.33188,0.273227,0.220458,0.388601,2.101672,19.575186,0.000095,0.756669,0.843658,4.767952,0.175436,0.143898,0.036869,0.061093,0.047726,0.0991,0.073562,0.051447,0.006292,0.211284,1.00304,0.000918,0.28192,0.002076,71.82804,4.57704,1.325353,0.729361,0.647629,0.884545,0.063008,83.69317,5.721067,626.8151,2.00331,0.036624,0.104797,0.155931,0.000218,0.003749,6015.114,1.122013,0,0.916112,0.130821,0,0.076902,0.002366,553.6899,319476.8,-0.207499,-4.414981,-4.135737,13.40891,16.18739,-5.849096,-7.203754,3.141765,-19.27167,-5.709536,-5.111084,0.014519,0.162139,-0.175401,143.0648,-3.299421,7.23016,4.324088,-0.251615,-3.852914,0.000094,-0.416609,sexy
0.358446,0.306616,0.00064,0.000739,5.275941,0.471537,0.45022,0.456837,0.431395,2.117362,14.072103,0.000705,0.826931,0.731906,2.77685,0.175225,0.132878,0.056618,0.041842,0.037125,0.075396,0.064834,0.066748,0.006836,0.216681,1.004846,0.001053,0.290357,0.004176,69.46442,4.568199,1.342076,0.763251,0.89572,0.894449,0.099956,38.35981,5.655591,214.2732,0.709202,0.023034,0.072192,0.275552,0.000238,0.017827,1988.164,0.998911,0,0.919441,0.103264,0,0.074119,0.002912,568.3358,274971,-0.056773,-5.181164,-1.077711,16.63272,14.53773,-2.774643,2.110189,3.201554,-18.97427,-1.976243,-0.87001,0.00605,0.140494,0.951195,35.58126,-5.634331,9.072918,6.096987,-0.257978,-4.584938,0.000132,-0.142238,sexy
0.169569,0.412318,0.0004,0.000641,6.898109,0.31207,0.359135,0.338998,0.417765,2.168363,4.140773,0.000304,0.852207,1.007896,3.501258,0.179106,0.167408,0.04658,0.069353,0.127753,0.12184,0.102558,0.119476,0.006938,0.219095,1.006991,0.001278,0.291571,0.010809,57.87826,4.580182,1.42506,0.527027,0.341682,0.886402,0.040247,36.23513,4.753536,338.4724,1.612411,0.038148,0.055285,0.113918,0.0002,0.002094,1047.608,0.473582,0,0.663116,0.039747,0,0.223542,0.001167,329.5785,104578.4,-0.149194,2.277385,1.365104,19.77255,19.1196,1.916242,0.076517,2.939194,-18.13142,4.563773,5.379083,0.00363,0.121968,0.415971,119.7755,-4.357698,9.051529,4.611928,-0.266898,-4.28265,0.000063,0.020119,sexy
0.059875,0.099199,0.000329,0.000441,5.629547,0.433178,0.459993,0.430846,0.440693,2.141867,5.8049,0.000289,0.882429,0.717422,3.490982,0.181429,0.131529,0.04279,0.050173,0.03041,0.111986,0.070516,0.041147,0.005049,0.216144,1.003957,0.00099,0.272549,0.003469,78.00242,4.79563,1.341748,0.788695,0.978723,0.894195,0.068813,34.76049,5.988579,310.14,1.0262,0.019505,0.070313,0.18199,0.000201,0.009813,1413.99,0.695544,0,0.888149,0.114533,0,0.099406,0.004209,574.661,267190.7,-0.983861,-2.736193,-3.353603,7.691665,16.17664,-2.656956,-1.278725,2.787177,-15.10568,-1.879497,-0.389003,0.00726,0.132978,1.06222,43.95189,-2.826705,5.370164,4.360349,-0.028486,-3.490999,0.000084,-0.022114,sexy
0.175107,0.297935,0.000308,0.000311,6.486328,0.377495,0.352467,0.369748,0.420468,2.076868,24.753861,0.000378,0.74086,0.71301,3.09671,0.166165,0.131011,0.044914,0.038746,0.079886,0.102622,0.120675,0.068673,0.005416,0.215293,1.004196,0.001005,0.262712,0.004435,88.42677,5.226645,1.349311,0.777333,1.721504,0.894692,0.150451,99.49572,6.514719,743.9301,2.232665,0.038373,0.131285,0.713482,0.000169,0.018134,9668.657,2.493382,0,0.94008,0.128789,0,0.056367,0.003011,461.9515,151825.8,-0.226625,-3.557208,-4.44803,19.20664,17.51081,-0.373731,2.390349,2.683941,-13.68773,1.528997,1.150863,0.006655,0.14882,0.464788,71.00226,-4.464339,8.483065,3.984299,0.224169,-3.497637,0.000055,-0.207244,sexy
0.155649,0.111372,0.000097,0.000103,4.979781,0.486062,0.461418,0.470004,0.446071,2.137094,5.002485,0.000074,0.711519,0.732978,2.880789,0.175651,0.131054,0.041907,0.049542,0.059054,0.090736,0.068131,0.034766,0.005897,0.218302,1.007858,0.001192,0.284407,0.012595,78.99182,5.694815,1.507991,0.623658,1.044174,0.896619,0.094496,52.15161,5.0614,194.5594,0.933384,0.018361,0.024539,0.191448,0.000188,0.010016,3150.04,0.27387,0,0.703063,0.098723,0,0.208905,0.00544,571.1992,134247.9,0.078553,0.343105,-1.275429,16.70879,16.76517,-0.257087,1.500176,3.301069,-14.24636,-2.422623,-2.971714,0.00726,0.124243,1.340781,17.07436,-3.898286,8.695777,2.570757,-0.51066,-3.81271,0.000137,-0.466407,sexy
