@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff-weka.filters.unsupervised.attribute.Remove-Rlast_wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_A# numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_F# numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_17 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_14 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_14 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_4 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_7 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_21 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_16 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_7 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_PeriodicSpread2 numeric
@attribute BeatHisto_NumMax numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[3]_max numeric
@attribute mfcc_sma[6]_max numeric
@attribute mfcc_sma[6]_linregc2 numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[10]_kurtosis numeric
@attribute mfcc_sma[12]_min numeric
@attribute mfcc_sma[12]_amean numeric
@attribute mfcc_sma[12]_linregc2 numeric
@attribute pcm_zcr_sma_min numeric
@attribute voiceProb_sma_min numeric
@attribute voiceProb_sma_skewness numeric
@attribute F0_sma_amean numeric
@attribute mfcc_sma_de[3]_min numeric
@attribute mfcc_sma_de[3]_range numeric
@attribute mfcc_sma_de[4]_max numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_min numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {sexy,notsexy}

@data
0.287976,-0.20337,0.000743,0.001145,5.586251,0.469997,0.489906,0.457822,0.474585,2.121933,8.565081,0.000655,0.717311,0.736649,3.054011,0.192027,0.12229,0.035119,0.044255,0.032561,0.119368,0.086211,0.054616,0.004088,0.215771,1.004373,0.000931,0.30343,0.003349,86.23743,5.753136,1.489,0.650693,1.278494,0.893091,0.091253,20.68446,5.243807,153.8355,0.405261,0.011892,0.024681,0.239909,0.000219,0.012676,645.9675,0.383629,0,0.597204,0.094082,0,0.240712,0.007055,788.4791,284465.9,-0.972132,-5.146254,-5.165353,15.46788,17.50784,-0.660968,-3.006496,3.281993,-12.56059,0.221874,0.820589,0.014519,0.131695,1.782171,39.99306,-3.287353,6.408577,3.428647,0.100652,-3.619471,0.000108,-0.09714,sexy
0.832263,0.627353,0.00029,0.000388,2.732891,0.769287,0.782652,0.773955,0.803219,2.172815,3.336502,0.000128,0.625252,0.576114,1.619018,0.157692,0.156816,0.030345,0.066383,0.163669,0.134523,0.159877,0.184266,0.043818,0.224792,1.003006,0.000975,0.273727,0,19.32499,1.254788,0.612444,1.535525,0.235861,0.744747,0.02678,25.4719,13.34732,57.87852,0.347671,0.048792,0.221766,0.040955,0.003513,0.000678,275.7769,32.24794,0,0.484687,0.043471,0,0.249932,0.002764,87.89949,926.1678,-1.083325,14.19593,14.12385,26.5532,17.4904,8.372736,7.672862,5.591512,-13.44941,-3.284975,-2.98757,0.00242,0.156221,-0.566659,20.47883,-3.932203,8.2574,3.859212,-0.25856,-3.038605,0.000003,0.419178,sexy
0.170063,-0.038089,0.000058,0.000069,6.058673,0.333678,0.335944,0.356603,0.386109,2.094758,13.310595,0.000085,0.827497,0.870187,4.304783,0.181998,0.135764,0.043989,0.048373,0.047609,0.130545,0.119384,0.044933,0.005636,0.213481,1.005333,0.001059,0.264644,0.006865,76.29934,4.960308,1.393443,0.64882,0.900108,0.892465,0.078962,34.56361,5.513985,190.388,0.581706,0.016909,0.065257,0.349919,0.000246,0.009783,1527.758,0.744573,0,0.852197,0.085128,0,0.126041,0.003462,706.9303,187035.1,-0.35082,-4.329183,-5.107969,16.13996,21.05143,-0.937367,0.762267,2.86712,-17.71985,-0.98562,-2.766702,0.014519,0.124824,0.364159,103.6971,-4.509757,8.708981,5.136801,0.352462,-4.499395,0.000116,-0.285864,sexy
0.175733,-0.009984,0.000574,0.000649,6.37743,0.382896,0.354765,0.398033,0.38483,2.137626,5.852208,0.000847,0.901511,0.827099,3.742013,0.198274,0.168358,0.075317,0.100198,0.058555,0.088097,0.067648,0.072755,0.007506,0.215708,1.007655,0.001082,0.281286,0.013248,58.3774,4.800039,1.500067,0.685868,0.515104,0.878373,0.062624,30.69229,4.467125,373.1057,1.499211,0.056256,0.198794,0.295067,0.000313,0.008648,1958.672,2.360476,0,0.699734,0.084685,0,0.210246,0.005175,893.4026,1029342,-0.284745,0.618462,5.451883,21.54377,27.78654,-0.583724,-5.688637,4.095769,-20.39871,-2.56065,-0.290128,0.00363,0.114986,0.430838,91.45399,-6.565857,12.08786,8.026072,-0.074069,-6.315961,0.000468,0.056593,sexy
-0.137062,0.009921,0.001039,0.001255,4.577844,0.431839,0.486473,0.528661,0.389394,2.106789,12.62943,0.000805,0.830627,0.798487,3.579704,0.169514,0.109005,0.033565,0.04356,0.028069,0.095463,0.069142,0.028822,0.004891,0.21382,1.003684,0.000873,0.28574,0,85.23017,5.160558,1.366817,0.744629,1.313009,0.907258,0.112168,49.38931,5.999699,60.94729,0.227626,0.005127,0.013357,0.092735,0.000103,0.011116,3022.533,0.150209,0,0.960719,0.146199,0,0.037763,0.003027,517.6716,33042.07,-0.234641,-3.968526,-3.086646,8.625549,7.804281,-2.026366,1.881777,3.05946,-14.60461,-3.800415,-4.61904,0.016939,0.127409,1.184218,19.24394,-3.066492,6.046341,3.310962,-0.024297,-2.943101,0.000037,-0.804867,sexy
0.115821,0.019767,0.000248,0.000305,6.274232,0.368847,0.390681,0.404135,0.388588,2.076172,19.553547,0.000166,0.813916,0.716256,3.897682,0.167965,0.142523,0.043401,0.051573,0.051005,0.08229,0.072323,0.044522,0.006441,0.214983,1.003783,0.000891,0.280626,0,92.37813,5.72873,1.439459,0.604959,1.108629,0.898088,0.104519,62.92273,5.790703,344.0527,1.508727,0.033678,0.035818,0.22374,0.000143,0.01109,4494.583,0.961155,0,0.932756,0.100091,0,0.062764,0.003032,749.8167,176171.6,0.720328,-5.485316,-4.606462,14.03337,17.2168,-0.280711,0.758396,3.708517,-19.56239,-3.639476,-4.814389,0.009679,0.154257,0.55849,31.81166,-3.754438,7.024419,4.461389,0.453568,-4.411063,0.000078,-0.592361,sexy
0.289727,0.098856,0.000374,0.000423,5.450573,0.455546,0.493109,0.462811,0.367129,2.060953,20.463939,0.000441,0.772694,0.73151,2.819649,0.173115,0.126186,0.044499,0.051178,0.042096,0.121984,0.091367,0.07368,0.005634,0.224305,1.004514,0.000969,0.281957,0.004802,75.69239,4.923649,1.38034,0.677035,0.954161,0.893799,0.125355,67.50518,5.525184,270.2414,1.282251,0.028687,0.030798,0.310677,0.00029,0.012678,6730.012,0.737424,0,0.585886,0.082977,0,0.242785,0.006293,604.7489,201119.7,0.57478,-4.381402,-6.700149,23.19099,16.31008,0.0206,-2.978433,3.169215,-23.97371,-2.934226,-2.298761,0.00363,0.136555,1.214983,31.99422,-2.880918,6.896097,3.660079,0.282214,-3.461813,0.000066,-0.789738,sexy
0.290035,0.468842,0.00008,0.000049,4.782047,0.400169,0.387539,0.487269,0.515333,2.146436,9.272895,0.00008,0.79216,0.945702,2.917834,0.17581,0.144914,0.032972,0.068409,0.020241,0.106412,0.106709,0.071855,0.006875,0.218945,1.003979,0.00099,0.292754,0.002487,50.99379,3.052987,1.077554,1.048427,0.520412,0.860158,0.048921,40.59121,7.259663,260.0983,1.019813,0.042882,0.248517,0.101336,0.000333,0.005147,2748.629,4.235467,0,0.677763,0.094571,0,0.218546,0.00546,301.6354,44311.88,-0.795172,4.932967,6.812012,26.55497,10.29832,-4.310517,-3.619939,2.836873,-21.00203,-3.482547,-3.958011,0.00605,0.164262,-0.31963,164.5666,-4.288139,10.86345,4.964265,-0.013912,-5.624645,0.000027,-0.290174,sexy
-0.307817,0.173063,0.000479,0.000848,6.284571,0.460572,0.475363,0.475049,0.353481,2.071773,26.124791,0.000252,0.696098,0.649846,3.867486,0.164648,0.114071,0.024186,0.037365,0.023131,0.083435,0.060038,0.007107,0.004143,0.211017,1.003057,0.000855,0.295695,0,88.63032,5.154164,1.364568,0.650946,1.134013,0.89857,0.177102,93.56625,5.844423,40.17737,0.208798,0.003823,0.005265,0.072092,0.000069,0.011966,4816.381,0.098796,0,0.91478,0.110007,0,0.078009,0.003931,796.4059,37463.34,-0.505503,-12.07771,-11.06077,10.25315,13.12518,-2.07193,-0.844714,3.10996,-13.00498,-0.727943,0.02807,0.041742,0.159908,0.905358,22.74196,-4.231419,7.022098,3.556497,0.105721,-2.690876,0.000025,-0.017952,sexy
0.354517,0.308416,0.0001,0.000148,6.237409,0.4166,0.413892,0.413759,0.463462,2.11107,10.25678,0.000092,0.835628,0.804679,3.924673,0.207913,0.182929,0.062506,0.062058,0.035525,0.118708,0.106494,0.045251,0.00819,0.215967,1.006101,0.001178,0.289033,0.004684,55.55565,3.947788,1.246872,1.18535,0.685687,0.876117,0.031371,32.6795,6.016758,385.5137,1.710988,0.053988,0.465244,0.280395,0.000804,0.001848,1719.571,2.325371,0,0.917443,0.102155,0,0.075791,0.002261,364.9553,192425.3,-0.445087,5.634319,6.296246,20.3692,14.21138,-1.61362,-5.35845,4.389174,-15.07274,-0.622584,-3.035025,0.00726,0.121225,0.057707,132.4574,-5.092482,10.3838,4.970777,-0.109768,-4.704347,0.000096,0.162537,sexy
0.226734,-0.027649,0.000037,0.000044,5.918865,0.376403,0.369223,0.400463,0.387263,2.094809,11.824587,0.000057,0.810902,0.933335,3.883029,0.188131,0.156797,0.050638,0.057321,0.054115,0.110091,0.067352,0.048463,0.00699,0.21208,1.006048,0.001321,0.239459,0.005333,73.63339,4.860527,1.370806,0.70979,0.940885,0.893743,0.084232,61.944,5.698691,515.2081,1.878196,0.033209,0.107635,0.612846,0.000295,0.008454,3761.628,0.971749,0,0.827563,0.098261,0,0.142797,0.003973,569.9874,274713,-0.487915,-0.143351,-1.430082,12.71704,19.10152,-3.795832,-0.251891,3.718342,-19.87513,-1.659388,-0.763626,0.007864,0.146029,0.750326,87.07429,-3.161398,7.671369,6.639894,0.286912,-5.485708,0.000119,-0.577662,sexy
0.33589,0.089017,0.000326,0.000476,6.86801,0.350539,0.388896,0.372047,0.364272,2.144916,6.431889,0.000453,0.754203,0.668763,2.877631,0.171435,0.1347,0.048947,0.061691,0.07598,0.102051,0.094676,0.110901,0.007267,0.209872,1.007356,0.001355,0.3114,0.017353,61.40929,4.452947,1.359669,0.733252,0.622534,0.895271,0.114497,104.8425,5.336399,339.6697,1.465998,0.029881,0.093664,0.244348,0.000178,0.006583,8022.2,0.701093,0,0.710386,0.071211,0,0.205875,0.00389,385.9735,177971.6,-0.387052,0.043844,0.042159,13.96246,18.59019,2.174596,-1.865426,3.302921,-15.64006,-1.477901,-1.914904,0.00363,0.152461,1.191696,50.54175,-5.076489,9.789839,4.276623,-0.359029,-3.618457,0.000116,-0.318647,sexy
