@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[3]_max numeric
@attribute mfcc_sma[6]_max numeric
@attribute mfcc_sma[6]_linregc2 numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[10]_kurtosis numeric
@attribute mfcc_sma[12]_min numeric
@attribute mfcc_sma[12]_amean numeric
@attribute mfcc_sma[12]_linregc2 numeric
@attribute pcm_zcr_sma_min numeric
@attribute voiceProb_sma_min numeric
@attribute voiceProb_sma_skewness numeric
@attribute F0_sma_amean numeric
@attribute mfcc_sma_de[3]_min numeric
@attribute mfcc_sma_de[3]_range numeric
@attribute mfcc_sma_de[4]_max numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_min numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {sexy,notsexy}

@data
0.569908,3.598777,8.147619,15.07452,16.60119,2.517293,0.130554,2.602266,-8.887759,0.548788,-0.805037,0.005445,0.137633,1.660013,28.48047,-4.476444,8.534162,3.900335,0.790043,-4.031013,0.000068,-0.498555,sexy
0.095871,-6.915069,-10.82288,20.80741,15.30111,-3.165212,-0.841674,2.912365,-14.63956,-1.349443,-3.96788,0.00363,0.140792,0.680465,12.05933,-3.540067,9.236221,4.860439,0.481079,-4.357322,0.000105,-0.326322,sexy
0.055337,-3.791672,-2.563751,14.50098,21.58553,1.040468,-1.185449,4.279058,-16.71302,-2.636939,-1.938539,0.00605,0.133643,0.879142,28.37955,-3.868531,6.778875,3.632773,-0.289674,-3.884715,0.000026,0.011448,sexy
-0.660851,-2.198116,-4.232084,19.32316,9.158591,-5.203866,-1.471597,3.268957,-13.24255,-2.56725,-3.101048,0.010889,0.149071,0.535439,27.73873,-3.361151,6.271394,2.954999,0.351477,-3.363424,0.000012,-0.250409,sexy
-0.551694,-3.210992,-3.939869,6.825645,18.80721,3.841548,0.747125,2.788546,-11.76671,2.366841,4.433534,0.010284,0.178412,0.556115,78.93852,-2.900326,5.175277,2.24687,-0.015142,-4.211546,0.000012,0.124669,sexy
-0.253873,-2.794557,-2.361562,12.62871,23.80966,5.002397,0.829444,3.952026,-23.63492,0.74447,-0.138563,0.00242,0.140097,1.105283,51.93399,-5.559469,11.34765,4.836609,0.169661,-6.266938,0.000089,-0.602369,sexy
-0.219446,2.680266,0.839272,17.32133,18.17779,-4.612221,1.058743,3.059357,-12.97397,0.817338,0.939887,0.005445,0.141944,1.313848,46.93444,-4.066343,8.208656,6.942426,0.392226,-4.921903,0.000382,-0.451288,sexy
-0.328993,2.74644,4.517993,15.38207,14.44859,-1.236784,2.060656,2.905797,-16.54974,-2.171404,-4.590879,0.003025,0.11352,1.069292,57.56794,-5.773862,10.23769,5.753622,0.107521,-6.240618,0.00033,-0.560596,sexy
0.198165,5.096101,5.373259,27.00851,27.4092,2.364385,-7.854295,2.637036,-21.30359,1.153191,1.246438,0.004235,0.140668,0.597515,65.407,-6.068209,11.84436,4.242346,0.302092,-6.280519,0.000234,-0.364837,sexy
-0.455773,-3.727612,-3.352973,13.90272,16.67465,-6.457994,-6.368435,4.295319,-23.07184,-1.719858,-2.428763,0.010284,0.142918,0.389648,133.2666,-2.764317,5.369471,3.406026,-0.110042,-3.213761,0.000054,-0.16522,sexy
-0.196282,-1.923875,2.580909,12.95978,16.70752,-3.947501,-4.9645,3.265183,-14.73552,1.327599,-0.468225,0.009679,0.137652,0.313132,174.5973,-5.364039,8.855759,5.818868,0.376534,-3.735352,0.000031,-0.178676,sexy
-1.071371,-2.687588,-0.589486,17.97035,20.66453,3.946815,-1.171308,2.567904,-8.727965,5.609021,5.483924,0.00605,0.173345,0.120056,104.8805,-3.791035,6.906561,3.451058,-0.039778,-4.127689,0.000083,-0.00524,sexy
0.129086,-4.505436,-7.656221,10.65532,15.03298,-1.283912,1.328175,3.196864,-12.05872,1.542536,0.488157,0.016939,0.132688,0.542396,32.7867,-4.116076,7.233214,5.913432,0.175377,-3.512467,0.000069,-0.451368,sexy
1.203108,-5.513644,-5.005184,20.44188,20.15061,0.947256,0.407658,5.107032,-16.03315,-2.282349,-2.521549,0.009679,0.136629,1.208889,30.5467,-6.028735,12.37013,5.135024,0.048662,-5.410298,0.0003,-0.403427,sexy
0.5471,-6.769829,-5.672082,13.86483,10.30532,-1.309028,3.772654,2.966635,-13.6153,-1.228063,3.281685,0.00726,0.195966,0.956056,79.71031,-1.64061,3.664994,2.375414,0.109671,-2.670369,0.000011,-0.068902,sexy
-1.066013,-1.233222,-1.535536,20.01877,24.6216,-0.63735,1.20703,2.854198,-20.95566,-5.337652,-7.194768,0.005445,0.137892,1.038293,37.38439,-4.243191,9.847218,5.22829,0.441845,-5.224592,0.000307,-0.260182,sexy
-1.202936,-2.871837,-2.448742,11.35854,12.74985,-1.679345,-3.014172,2.741436,-12.44278,-0.991439,-1.68143,0.014519,0.124045,1.578417,34.32813,-2.74651,5.596611,2.889077,0.12493,-3.682833,0.000076,-0.327717,sexy
-0.471586,1.020991,-2.33806,14.56635,14.57218,0.992623,1.124293,2.72842,-12.85376,2.149851,1.775285,0.005445,0.110685,1.098742,30.13356,-5.92861,9.781034,3.452363,0.061792,-3.452115,0.000105,-0.118631,sexy
-0.84874,-0.535184,-0.482899,15.04876,14.33473,3.652772,3.154687,2.760587,-15.7962,0.83545,-3.519021,0.00363,0.151222,0.639295,55.63514,-2.998618,5.350698,2.612745,0.374086,-3.522625,0.000056,-0.407467,sexy
-0.08768,2.454427,2.16503,15.28468,14.48721,1.963661,-3.917393,3.217864,-17.62059,-2.69116,-4.473497,0.00363,0.158396,0.37086,44.513,-3.299583,6.455277,3.86618,0.161481,-3.885194,0.000039,-0.531481,sexy
0.055984,-1.714967,-1.638329,14.32794,17.58019,0.610932,-3.439858,3.381411,-15.93248,-3.976343,-5.05228,0.016939,0.138468,1.431425,13.87816,-3.643295,7.097198,2.956956,-0.348938,-4.404164,0.000086,0.014031,sexy
0.704026,-0.384084,-2.935429,18.76867,15.71288,3.733906,3.711435,3.0855,-16.07492,-2.092886,-2.873382,0.005445,0.140672,1.194231,32.12347,-3.395869,6.463772,3.066009,-0.280014,-3.18957,0.000119,-0.23068,sexy
-0.321081,-2.869376,-2.411783,9.329099,16.17899,2.085613,1.014851,2.82827,-12.55347,2.712126,2.507232,0.00363,0.133925,0.81205,72.89697,-2.718783,6.41701,3.581362,0.084071,-3.106319,0.000082,-0.08304,sexy
-0.098175,5.379172,5.086801,15.06065,13.44614,0.998358,-2.567227,3.092875,-13.67574,-0.671209,-1.511964,0.00484,0.158285,1.18654,40.1353,-4.338435,7.368009,4.255704,0.031779,-4.097348,0.000052,-0.639007,sexy
-0.623713,3.742402,3.765486,12.55386,16.6072,0.760429,0.169153,3.112982,-10.63089,2.546869,2.58498,0.005445,0.142808,0.934843,69.82911,-4.484214,7.772383,3.575188,-0.231827,-4.567309,0.000061,-0.648091,sexy
-1.345204,-19.85426,-23.38589,7.567076,10.09875,-11.48004,-11.81394,2.700515,-12.60294,2.374711,5.106155,0.071385,0.188331,-0.190662,214.9392,-3.009209,5.180967,3.428842,0.099378,-3.257395,0.00003,0.27474,sexy
-0.422135,7.199855,8.646432,17.41218,20.98044,-1.954893,-5.755792,2.985042,-23.08312,-1.83763,-1.32903,0.00363,0.145522,1.19758,59.05788,-5.617827,11.74791,6.812398,0.324758,-5.467982,0.000183,-0.314061,sexy
0.517775,-7.498793,-8.133475,10.25027,24.84501,-0.618187,-4.01202,3.878677,-19.77937,-5.124759,-6.050563,0.027828,0.14949,0.840629,61.58126,-4.147688,7.893382,3.272948,0.007463,-4.112082,0.000075,-0.282073,sexy
-0.606672,6.069658,8.602598,16.43202,14.14848,2.162813,2.024982,2.603616,-13.15313,-0.654145,-0.235602,0.00726,0.153776,0.68069,6.544212,-3.954105,6.35114,3.506168,-0.237443,-3.111295,0.000069,-0.234129,sexy
-0.810498,-0.668519,-0.258243,12.91025,19.38695,-8.151361,-3.737973,2.863632,-19.22061,-4.819119,-3.226543,0.005445,0.130937,0.406658,74.24048,-5.881335,10.86482,6.062345,0.446823,-4.134719,0.000299,0.03569,sexy
0.573599,0.114058,4.884583,21.17732,13.43211,-2.117017,-0.872394,3.439528,-29.46407,-1.315248,-1.410892,0.00363,0.081463,-0.167413,186.2242,-5.459794,12.13018,6.676994,0.057495,-6.105267,0.000323,-0.442076,sexy
-0.532219,3.760198,2.977466,11.53001,14.90957,2.429919,0.913604,2.98701,-11.51518,1.479665,1.470129,0.00363,0.13263,1.309602,1.093808,-4.059189,7.576658,3.508481,0.018182,-3.74235,0.000076,-0.038767,sexy
0.35796,-4.053891,-5.090987,20.25315,24.34093,6.511902,1.470625,3.056141,-14.47471,4.817128,3.508402,0.00363,0.104102,0.326892,108.2549,-4.18924,9.845303,5.836833,-0.137621,-6.95593,0.000173,-0.369671,sexy
-0.274372,-7.080806,-8.388409,12.08239,12.75846,-3.30444,3.221516,2.580568,-13.0379,-0.208311,1.100085,0.045977,0.175066,0.991773,12.94143,-2.389976,4.863017,2.916485,0.031546,-3.396037,0.0001,-0.292494,sexy
-0.779248,-11.24048,-11.69457,13.79942,6.67556,-9.252333,-6.407874,2.689673,-15.49188,-2.935084,-3.756666,0.015124,0.156323,0.629098,85.69194,-2.383493,4.569335,2.083757,0.108876,-3.140391,0.00001,-0.014568,sexy
-0.935998,-3.09629,-3.784722,19.06552,14.51846,-7.202593,-5.17284,3.155452,-18.17545,-1.248056,-2.217903,0.00363,0.122987,1.184547,17.49645,-4.252795,8.0193,4.347137,0.39521,-4.912031,0.00023,-0.458134,sexy
-0.152096,-3.023985,-2.851554,14.51303,12.90383,-0.960062,1.789279,3.079434,-15.70281,-1.538937,-1.792168,0.014519,0.130592,1.176299,19.20454,-4.637389,9.012859,6.769376,-0.049955,-5.576441,0.000274,-0.290673,sexy
0.391252,-4.331984,-4.2193,18.25827,24.40685,2.249774,-5.191114,3.311028,-15.84558,0.812582,-2.573547,0.008469,0.136753,-0.18757,164.8657,-3.287897,7.759396,4.830296,0.36563,-4.218312,0.000205,-0.243691,sexy
-0.515524,3.068421,2.762734,4.606161,12.68358,-2.903007,-2.840409,3.203285,-10.01608,4.301457,6.229251,0.010889,0.140465,0.489718,97.4118,-3.559652,7.676686,3.84965,0.220647,-3.724435,0.000082,-0.242787,sexy
0.136356,1.97973,0.56206,26.76771,17.45751,-1.208908,-1.464611,3.03904,-10.10331,2.437847,3.05325,0.00726,0.119818,1.371504,33.87633,-8.858037,15.01064,6.705514,0.100539,-5.372924,0.000381,-0.487868,sexy
-0.096858,-2.021539,0.406754,18.55936,15.64177,1.47762,-6.209707,2.702731,-12.00766,0.521028,-1.38808,0.009074,0.140776,0.662703,47.82899,-4.671893,8.654862,3.570751,0.132613,-3.597638,0.00004,-0.245605,sexy
-0.103983,-6.293234,-9.291711,13.80642,11.70207,-7.485706,-3.908066,2.8533,-27.87227,-3.627028,-4.717257,0.018149,0.151473,0.172449,147.0144,-4.474784,9.134529,4.444493,-0.326408,-4.897622,0.000064,0.012222,sexy
0.323021,-0.018414,-0.745444,15.76804,19.804,0.353469,-2.228405,2.953712,-15.58026,-3.40793,-4.27374,0.009074,0.102864,0.551167,62.60419,-4.981582,9.445421,4.135733,-0.180786,-4.970305,0.000166,-0.330459,sexy
0.01484,0.86982,4.738433,8.354365,15.48627,-5.050005,-9.363487,3.233728,-16.60474,0.140581,1.419655,0.015124,0.171239,0.139081,167.1483,-2.483868,4.866405,2.70853,-0.206655,-5.031292,0.000004,-0.175107,sexy
0.356832,-2.376166,-5.894627,12.67764,13.65966,0.346093,-0.534667,3.291659,-18.83024,-0.533119,0.275053,0.005445,0.115671,1.214866,53.59008,-5.735678,10.62654,5.405946,0.216497,-3.565607,0.000282,-0.520993,sexy
-0.33406,-6.524694,-8.699124,15.44267,11.99608,-9.7147,-14.48222,3.020152,-13.81715,-0.395508,-0.281259,0.012099,0.165738,0.280367,116.0688,-3.591978,6.373565,3.12188,-0.148766,-3.322618,0.000075,0.109817,sexy
-0.668927,0.27677,-0.234874,11.88216,16.73776,-2.002017,-0.544747,3.912789,-16.58768,-1.208915,-0.849353,0.007864,0.135459,1.413002,39.59957,-3.238686,7.905986,3.600425,0.090112,-3.635239,0.000146,-1.614728,sexy
-0.641686,4.480642,5.549984,10.49502,10.99896,-7.687222,-4.2006,2.868989,-20.21867,-5.044316,-9.888866,0.004235,0.085305,0.04947,120.5013,-3.984377,8.228615,4.286246,-0.281776,-5.861186,0.000059,0.30929,sexy
0.264874,0.193521,-0.597285,16.00831,21.37364,2.6921,2.845184,3.638838,-11.16012,4.475454,3.149495,0.004235,0.135911,0.773676,78.29266,-4.111706,8.494637,5.950047,-0.510316,-5.408382,0.000141,-0.352587,sexy
0.76798,-1.658955,-2.523155,13.56696,31.05064,-2.432702,-1.492168,3.181667,-13.63071,0.050879,-0.815471,0.013309,0.134375,0.616182,100.604,-4.345284,8.052011,3.722861,-0.17827,-6.497286,0.000127,-0.601217,sexy
0.034838,-0.994278,-1.497098,17.69628,20.88629,4.365032,2.221482,3.640709,-8.373096,3.317386,2.243701,0,0.133121,1.065548,41.47046,-4.98243,8.42959,7.617194,-0.198529,-5.273883,0.000261,-0.16206,sexy
0.213049,-0.757785,-1.286936,19.5454,14.90598,0.032613,-1.892081,4.486913,-11.86407,-0.817025,-0.112063,0.009679,0.152732,0.989269,8.389898,-4.137969,7.240376,4.422723,-0.178288,-4.449107,0.000094,-0.479758,sexy
-0.476059,-3.841864,-1.093286,12.66061,22.40555,1.63356,0.584896,2.649387,-19.43809,1.039373,0.369895,0.00726,0.160059,0.18081,130.7475,-3.632309,8.478239,6.121374,0.429881,-5.767849,0.000217,-0.322712,sexy
0.197464,-1.788736,-3.491298,16.94467,21.28362,4.398801,-1.226019,2.921916,-15.74357,0.073063,0.160507,0.00363,0.128115,1.003439,40.05789,-4.08277,9.11212,4.815624,-0.328044,-4.999596,0.0002,-0.753347,sexy
1.176932,-2.486495,-3.187797,13.86477,15.88601,-1.394894,-0.443069,2.738793,-10.85758,0.674384,0.620368,0.00605,0.137769,0.78632,78.26627,-4.690883,8.776018,4.562582,0.015763,-5.10164,0.000129,-0.417628,sexy
-0.881162,-0.331739,-0.593128,13.07325,14.62191,-3.445476,-0.436007,3.253511,-14.48859,-0.784343,-0.966723,0.005445,0.145828,0.403234,101.8908,-4.321128,8.21411,5.006471,0.363051,-4.716044,0.00016,-0.196,sexy
0.130788,1.543144,1.315375,15.00097,14.4468,-1.44745,-0.163912,3.479201,-14.07152,-1.816071,-2.350763,0.00726,0.129391,0.896801,1.268415,-4.160178,7.493585,4.214746,-0.172992,-3.58076,0.000087,-0.46653,sexy
-0.37435,-3.870898,-5.602532,19.41319,23.06463,4.21176,-2.578756,3.021688,-16.8188,-1.882425,-0.150961,0.008469,0.153095,0.404204,117.284,-3.014164,7.069105,4.030422,-0.032501,-3.674754,0.000103,-0.057908,sexy
-0.143942,7.437219,6.232991,22.63398,25.87324,3.791818,3.999529,3.621581,-28.92993,0.440134,1.561826,0.00242,0.134859,0.842004,50.01811,-4.520022,8.231878,5.084769,-0.293472,-4.801764,0.000053,-0.024627,sexy
-0.094767,0.906323,-0.887057,10.61997,10.89041,-4.111185,-2.689047,3.221124,-11.96068,-0.289773,0.5224,0.00484,0.128528,2.46243,4.374328,-3.298923,7.145389,3.545818,-0.169196,-5.938565,0.000087,-0.619122,sexy
-0.491568,1.813285,-0.200585,29.06046,26.17295,2.826734,-2.44181,2.736851,-13.9158,-0.905637,-0.555942,0.00242,0.133138,0.227017,18.51714,-4.369326,8.586809,3.387581,0.124358,-7.347668,0.000032,-0.370406,sexy
-0.611356,1.343184,3.792191,20.92414,16.99888,5.368744,-1.76196,3.51018,-17.61661,-1.973896,1.108268,0.00363,0.150131,0.832876,16.13795,-4.378998,7.9381,3.956193,-0.108971,-6.539108,0.000051,-0.08894,sexy
-0.303382,-8.275254,-10.16895,4.79326,11.04763,-1.214741,-1.482272,3.419298,-11.20728,-0.561338,-2.944193,0.053842,0.161301,0.4154,17.7576,-2.283224,4.714875,3.191773,0.070435,-2.84374,0.000029,-0.168331,sexy
-0.274372,-7.080806,-8.388409,12.08239,12.75846,-3.30444,3.221516,2.580568,-13.0379,-0.208311,1.100085,0.045977,0.175066,0.991773,12.94143,-2.389976,4.863017,2.916485,0.031546,-3.396037,0.0001,-0.292494,sexy
-0.197987,-11.23884,-12.4553,11.15784,18.53581,2.007775,4.190726,3.001101,-14.8103,-3.806308,-3.702828,0.006655,0.150507,1.303195,43.22706,-4.038687,7.819264,3.078812,-0.08129,-3.944804,0.00006,-0.537212,sexy
-0.277824,-0.131426,0.523859,12.95108,16.34008,-0.622494,0.818817,3.010318,-18.18962,-3.000925,-3.138267,0.012704,0.137488,0.781584,71.4495,-3.821442,7.900065,5.024337,0.500415,-4.953551,0.000176,-0.469692,sexy
0.321253,-0.590897,-3.059611,9.357361,21.69716,-3.800744,-4.955425,3.294298,-16.18933,-1.959508,0.847758,0.013309,0.11437,0.527719,25.62894,-4.36103,10.54164,3.641831,0.167311,-4.207157,0.000056,0.077532,sexy
-1.049284,-0.545726,3.593181,22.73413,18.62781,-1.528596,-3.528508,3.51591,-22.52946,-3.020474,-2.153172,0.003025,0.150061,0.085064,109.3671,-6.194962,10.56148,5.288737,0.4604,-4.548591,0.000129,-0.440716,sexy
-0.2883,-1.920783,-3.732402,16.77522,17.03208,2.148342,0.618154,2.957939,-15.40955,0.310601,1.038348,0.005445,0.115661,0.706642,74.64779,-4.147725,7.765713,3.617481,-0.217126,-4.822767,0.000101,-0.459165,sexy
-0.669277,0.2206,1.747537,25.72348,10.16982,-6.217202,-3.750617,3.517423,-16.56444,-0.513927,2.143093,0.00605,0.157816,1.36497,34.75367,-3.892146,6.652516,4.094791,0.125508,-3.601474,0.000051,0.055024,sexy
-0.956336,-0.921244,0.18467,13.48601,20.47332,1.582184,0.139052,2.992698,-15.20214,-1.842156,-1.565902,0.007864,0.147269,0.912339,47.66833,-2.313278,4.491735,3.366483,-0.04926,-3.369174,0.000018,0.008056,sexy
-1.272227,-6.692908,-5.590516,18.14259,12.12874,-12.7823,-11.08729,3.015789,-16.0647,-1.253171,-0.581525,0.018149,0.173101,0.199649,129.4755,-3.566399,6.592758,3.409903,0.089851,-5.589179,0.000059,0.179087,sexy
-0.665298,-0.988985,-2.565073,10.28529,12.51063,-0.70937,1.289188,3.153475,-17.56506,1.509835,1.476786,0.00363,0.128631,0.402802,125.5148,-3.227234,6.205023,5.366634,-0.189349,-3.69339,0.00004,-0.73604,sexy
0.054368,-4.750826,-5.240532,17.78742,21.70348,2.062582,2.732447,2.96059,-17.55191,-3.38459,-1.774253,0.021174,0.139418,0.77681,71.00945,-3.125657,5.760852,3.93944,0.297965,-3.60593,0.000166,-0.300739,sexy
-0.3525,2.317137,5.364061,17.19675,17.67383,1.98796,3.139145,3.189283,-15.34809,-0.149401,-0.409597,0.00363,0.137609,1.945452,20.6764,-4.914824,8.841101,3.815237,-0.043031,-3.790154,0.000083,-0.538011,sexy
-1.025457,0.441073,-0.285663,20.23736,21.34364,3.820452,5.587232,2.856084,-21.03691,-1.007069,-1.261468,0.001815,0.156028,0.695913,73.76371,-3.344554,7.885352,4.81255,0.008724,-3.915811,0.000089,-0.436527,sexy
-0.504419,2.963921,1.744097,17.92369,15.81637,-2.021651,-1.994785,3.130319,-12.36665,1.99416,-0.623254,0.00605,0.134271,0.714895,35.70295,-4.392167,8.281317,5.996562,0.180902,-4.034854,0.000145,-0.373513,sexy
-0.970176,1.542479,2.650419,15.09172,12.14971,-3.740223,-2.531707,3.085598,-19.41004,-1.361392,-1.656025,0.008469,0.153712,0.197506,129.5556,-4.292454,8.675995,3.985899,0.07636,-4.897373,0.000026,-0.12005,sexy
-0.375719,-1.703765,-0.445474,29.46836,7.498381,-7.202773,11.38622,2.858441,-29.45113,-10.93418,-10.64469,0.004235,0.171412,1.039035,70.47572,-4.385615,8.330801,3.826173,0.035179,-5.853606,0.000101,-0.859947,sexy
-0.357515,3.597318,0.651999,20.67596,21.62046,-2.011199,0.107333,3.146369,-24.00436,-4.360768,-5.303843,0.009679,0.124536,1.308059,39.84451,-3.863688,8.037457,3.781877,-0.264027,-4.857363,0.000158,-0.26142,sexy
0.295641,1.50961,2.446285,20.49817,15.59169,-1.954488,-1.596834,3.118766,-16.81639,-2.868666,-2.077671,0.00484,0.149016,0.720755,63.74953,-4.922458,8.890174,4.914382,0.022684,-6.26061,0.000046,-0.260361,sexy
-0.795388,-3.253235,-0.87013,12.12561,19.07917,-9.553207,-0.725865,3.006907,-24.17425,0.818099,-2.358166,0.013914,0.140443,0.517136,116.4333,-4.356253,9.261623,4.53908,0.929889,-5.661481,0.000148,-1.138514,sexy
-0.000793,4.321436,3.895667,15.17138,12.59931,-0.719586,1.286648,4.139444,-16.31866,0.557252,-2.075581,0.004235,0.12976,1.607929,26.22902,-4.08417,8.007895,2.816832,-0.231453,-3.390468,0.000253,-0.886814,sexy
-0.387738,-5.736648,-1.878063,19.46479,9.709033,-7.273662,-4.183779,3.52027,-13.47799,4.802773,4.968281,0.00363,0.125454,0.617466,121.2001,-4.114242,10.16099,5.874501,0.260418,-6.356417,0.000226,0.191332,sexy
-0.289872,-2.901571,-2.484217,22.87709,23.26241,6.362713,-0.839962,3.066593,-15.54673,-0.685095,-1.363021,0.004235,0.140502,0.294929,112.6119,-4.399813,8.576563,4.941298,-0.222758,-4.40635,0.000105,-0.241418,sexy
-0.172803,-3.220562,-3.373893,18.98373,19.08762,-2.297913,1.570363,3.189831,-18.29497,-2.034429,-0.533505,0.013309,0.139671,0.823479,35.57332,-7.925054,13.26265,5.577118,0.184829,-5.741424,0.000291,-0.245455,sexy
-0.42949,-7.746696,-8.101265,17.71604,13.74799,-2.592722,0.288095,3.527507,-16.08857,-1.119969,-1.988193,0.00726,0.136591,0.734488,57.8719,-4.29846,7.642932,3.920631,-0.26759,-4.129965,0.000123,-0.37162,sexy
-0.559063,-1.906352,-5.31369,28.04196,17.16572,2.349832,2.84224,3.235828,-12.51466,8.168618,9.6088,0.00121,0.115575,0.646079,118.057,-4.817615,10.12617,5.397809,0.185784,-4.694911,0.000509,-0.165798,sexy
-0.236603,5.848191,5.173,20.40075,11.82551,-1.909068,-5.709701,2.960579,-15.16572,-3.267623,-3.475081,0.010284,0.152776,0.844863,5.164014,-4.408848,9.228148,4.092439,-0.220995,-4.561395,0.00036,-0.361756,sexy
-0.332006,1.958461,1.124621,13.23601,16.0744,1.414451,-1.057861,2.674479,-17.60462,0.392556,4.80119,0.00726,0.146932,-0.042199,147.0697,-4.175467,8.067228,4.430513,0.105536,-4.30601,0.000096,-0.58004,sexy
0.875078,-1.991401,-1.110684,16.73726,18.93943,0.591373,-0.116696,5.758782,-16.54899,-0.948203,0.821618,0.010284,0.140602,2.095565,29.04333,-4.048205,8.809052,6.927173,0.247875,-5.160545,0.000084,0.07389,sexy
0.197721,-1.590737,-0.069889,23.52663,20.60538,1.815401,0.244894,2.99546,-18.28779,-0.783707,-1.744054,0.005445,0.129879,0.267466,147.182,-6.602982,12.62466,5.367445,0.140107,-5.942148,0.000094,-0.154949,sexy
-0.323457,-3.109533,3.071807,12.67149,20.57446,-3.326277,-3.252033,4.019982,-19.95089,-1.141661,-1.749283,0.008469,0.145786,0.756169,62.11676,-3.354298,7.083586,4.958476,0.008762,-5.597652,0.000082,-0.526868,sexy
-1.271414,-3.659218,-1.260461,10.92698,7.638821,-3.958625,0.526842,3.216157,-19.15506,-3.519885,-2.886949,0.010284,0.139217,0.703576,68.86769,-3.087139,6.108526,3.508932,-0.221561,-3.42141,0.000081,-0.314013,sexy
-0.207499,-4.414981,-4.135737,13.40891,16.18739,-5.849096,-7.203754,3.141765,-19.27167,-5.709536,-5.111084,0.014519,0.162139,-0.175401,143.0648,-3.299421,7.23016,4.324088,-0.251615,-3.852914,0.000094,-0.416609,sexy
-0.056773,-5.181164,-1.077711,16.63272,14.53773,-2.774643,2.110189,3.201554,-18.97427,-1.976243,-0.87001,0.00605,0.140494,0.951195,35.58126,-5.634331,9.072918,6.096987,-0.257978,-4.584938,0.000132,-0.142238,sexy
-0.149194,2.277385,1.365104,19.77255,19.1196,1.916242,0.076517,2.939194,-18.13142,4.563773,5.379083,0.00363,0.121968,0.415971,119.7755,-4.357698,9.051529,4.611928,-0.266898,-4.28265,0.000063,0.020119,sexy
-0.983861,-2.736193,-3.353603,7.691665,16.17664,-2.656956,-1.278725,2.787177,-15.10568,-1.879497,-0.389003,0.00726,0.132978,1.06222,43.95189,-2.826705,5.370164,4.360349,-0.028486,-3.490999,0.000084,-0.022114,sexy
-0.226625,-3.557208,-4.44803,19.20664,17.51081,-0.373731,2.390349,2.683941,-13.68773,1.528997,1.150863,0.006655,0.14882,0.464788,71.00226,-4.464339,8.483065,3.984299,0.224169,-3.497637,0.000055,-0.207244,sexy
0.078553,0.343105,-1.275429,16.70879,16.76517,-0.257087,1.500176,3.301069,-14.24636,-2.422623,-2.971714,0.00726,0.124243,1.340781,17.07436,-3.898286,8.695777,2.570757,-0.51066,-3.81271,0.000137,-0.466407,sexy
0.20773,-8.520948,-8.793214,27.26363,11.98715,-5.300714,-1.603191,3.251796,-15.04895,-0.064507,1.719966,0.00605,0.146161,0.445185,108.926,-4.886943,9.046965,5.378127,0.114047,-4.087175,0.000141,-0.154429,sexy
0.571284,-0.968753,5.692057,24.21986,16.26315,2.792544,-0.306051,3.158123,-13.95345,-0.642792,0.726694,0.004235,0.145525,0.610824,54.6082,-4.82932,9.219158,4.798427,-0.37995,-5.209635,0.000048,-0.18545,sexy
-0.32795,-1.894175,-1.655548,8.36184,17.9978,-1.276364,-0.533323,3.264354,-14.01041,1.71303,0.573962,0.009074,0.15066,0.68366,59.06653,-3.16974,6.169108,3.141833,-0.064767,-4.512273,0.000076,-0.160456,sexy
-1.565222,-9.947953,-10.18069,18.44322,13.30294,-4.925547,-7.781094,3.219068,-24.86067,-6.341229,-8.320717,0.016939,0.173761,0.001877,146.4906,-4.847088,9.009142,2.841631,0.45023,-4.048033,0.000072,0.165989,sexy
-0.787135,-3.111233,-2.352142,4.09817,11.3475,-1.526998,-0.807407,3.111139,-15.16776,-2.371893,-2.203175,0.020569,0.140483,0.741861,19.69365,-2.145125,5.260159,3.228108,0.218063,-4.998915,0.000073,-0.53461,sexy
0.082475,2.287563,4.871092,12.04497,13.34162,-1.546671,-5.190609,2.864657,-15.60495,-0.630214,-1.036965,0.007864,0.17496,0.343337,109.8011,-3.582961,7.454054,3.378854,0.419345,-3.961424,0.000053,-0.218531,sexy
-0.158735,0.63835,4.571623,11.62098,17.49304,2.594092,2.000603,2.717385,-12.20202,0.783788,1.215108,0.00605,0.135105,1.086496,36.62934,-2.54859,5.695235,2.934315,0.06114,-4.09103,0.000101,-0.845632,sexy
-0.296634,-2.866186,-4.366473,15.14108,13.00823,-3.359648,1.45333,2.976039,-10.86769,0.148712,0.077293,0.00484,0.125772,1.702031,8.429135,-4.188695,7.177986,3.752663,-0.401923,-4.273618,0.000123,-1.070649,sexy
