@attribute Std_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_7 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Std_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_PeriodicSpread2 numeric
@attribute BeatHisto_NumMax numeric

@data

0.121441,0.115651,0.000289,0.000395,7.724734,0.249896,0.317619,0.3046,0.379612,2.106398,18.722122,0.000193,0.753422,0.862686,3.555803,0.146515,0.123854,0.026804,0.043761,0.016886,0.101224,0.070142,0.025953,0.004539,0.215162,1.003954,0.000881,0.289565,0.002906
0.102723,-0.269071,0.000105,0.000154,6.164941,0.402254,0.437823,0.420972,0.411053,2.114358,6.785117,0.000068,0.914743,0.792343,3.978001,0.165504,0.122035,0.037896,0.044386,0.05558,0.08934,0.091819,0.056933,0.00516,0.211211,1.005956,0.00096,0.268226,0.009845
0.216771,0.169149,0.000176,0.000175,5.403203,0.4876,0.492602,0.472232,0.409521,2.093284,10.511391,0.000105,0.893903,0.756154,3.215994,0.184926,0.120504,0.045646,0.046627,0.050841,0.078603,0.065092,0.034979,0.005721,0.210013,1.003699,0.000955,0.296202,0
-0.370599,0.136533,0.000053,0.000053,4.683644,0.417497,0.472895,0.531686,0.534557,2.128284,10.062628,0.000057,1.125503,0.713745,2.621929,0.193698,0.15103,0.054638,0.073659,0.125506,0.125547,0.114697,0.160261,0.009282,0.216994,1.002804,0.000847,0.278384,0
0.172654,-0.051005,0.000232,0.000438,6.282294,0.478561,0.45757,0.445079,0.423417,2.148683,5.656641,0.00058,0.737374,0.762117,3.031203,0.208222,0.148679,0.06197,0.058053,0.072019,0.099391,0.099386,0.067509,0.007554,0.217431,1.011844,0.002069,0.219012,0.019636
-0.841937,-0.093384,0.00123,0.001684,6.363634,0.276505,0.372379,0.299236,0.345815,2.108269,8.094717,0.001051,1.004021,0.86853,4.79788,0.176038,0.180073,0.046312,0.061337,0.132605,0.085667,0.068529,0.114292,0.005277,0.213952,1.005995,0.001145,0.29586,0.015191
0.04081,0.042706,0.000235,0.000337,5.09788,0.425913,0.456454,0.470613,0.492512,2.11753,14.498918,0.000155,0.674353,0.689827,3.314506,0.159023,0.113538,0.035864,0.045958,0.049291,0.075182,0.074977,0.093796,0.005829,0.218127,1.004064,0.000941,0.273282,0
-0.196805,0.169051,0.000021,0.000027,4.612363,0.543792,0.485887,0.510531,0.466384,2.174097,3.104539,0.000018,0.865914,0.729951,2.659625,0.162924,0.115342,0.035244,0.033287,0.092702,0.096263,0.076242,0.083623,0.005724,0.220161,1.003738,0.000852,0.292352,0.003369
0.537578,0.097487,0.000404,0.000452,5.306504,0.529247,0.503444,0.49092,0.405824,2.111907,9.537555,0.000703,0.943411,0.865001,3.396928,0.200161,0.140671,0.052824,0.063899,0.052425,0.096116,0.06902,0.049868,0.008751,0.213949,1.009703,0.001636,0.290144,0.024056
-0.000991,-0.037316,0.000348,0.000311,6.155967,0.360574,0.34648,0.392904,0.486164,2.128828,15.781749,0.000503,0.879856,0.833483,3.432966,0.206958,0.180434,0.074578,0.079555,0.056081,0.091552,0.099013,0.046032,0.010186,0.215035,1.008176,0.001746,0.271876,0.009757
0.427806,0.162444,0.00034,0.000416,4.934027,0.37693,0.474119,0.487694,0.456679,2.122514,8.87901,0.00059,0.879258,0.938739,2.800529,0.19119,0.12932,0.095023,0.061081,0.067451,0.099482,0.059914,0.067891,0.009456,0.21661,1.013779,0.00208,0.267196,0.020922
0.297451,0.074785,0.000046,0.000048,5.001028,0.509187,0.525236,0.460276,0.347669,2.070593,13.129121,0.0001,0.810616,0.751959,4.082717,0.178633,0.127224,0.060828,0.05725,0.066055,0.089688,0.060015,0.067167,0.009981,0.208664,1.014698,0.001986,0.267153,0.030423
-0.042276,-0.189793,0.00017,0.000183,6.867987,0.269973,0.338637,0.38899,0.585262,2.111245,32.06415,0.000083,0.703976,0.69677,2.685034,0.147168,0.145874,0.023642,0.041653,0.028606,0.122197,0.183618,0.009432,0.007825,0.216728,1.002793,0.000878,0.291738,0
-0.012231,0.111391,0.000442,0.000551,5.103786,0.474088,0.43126,0.444267,0.392849,2.090628,12.531081,0.000411,0.899827,0.726181,3.401142,0.170926,0.131551,0.03574,0.048007,0.022739,0.088422,0.077762,0.01595,0.005947,0.214663,1.004676,0.000959,0.303135,0.003744
-0.229986,0.259619,0.000444,0.000613,6.076174,0.40667,0.429397,0.431649,0.389876,2.195069,8.604216,0.000443,0.749993,0.759585,4.22316,0.190638,0.174989,0.063745,0.110946,0.091591,0.1176,0.178496,0.150999,0.015406,0.215021,1.006831,0.00119,0.284509,0.017606
-0.088935,-0.034776,0.000517,0.000605,4.58946,0.446554,0.465852,0.503055,0.462988,2.115124,9.369608,0.000699,0.874589,0.793493,2.723648,0.193525,0.13095,0.068846,0.091113,0.059413,0.119833,0.079461,0.081646,0.006201,0.212665,1.005948,0.001314,0.264361,0.011749
-0.284369,-0.130845,0.000026,0.000028,4.892477,0.415418,0.452823,0.480215,0.388758,2.078517,16.805544,0.000077,0.746059,0.712572,3.693834,0.187362,0.117597,0.033688,0.04266,0.044936,0.100776,0.111692,0.026625,0.005155,0.213603,1.003936,0.001015,0.283109,0.002682
0.154903,0.052872,0.000002,0.000001,5.870795,0.537205,0.325577,0.233493,0.363474,2.121107,24.028466,0.000001,0.743425,0.517607,5.039715,0.166134,0.128046,0.023294,0.039632,0.021586,0.126616,0.065887,0.012092,0.007111,0.221773,1.005006,0.000948,0.284388,0.003186
0.052194,-0.028242,0.000389,0.000366,5.707923,0.380065,0.427181,0.488785,0.523829,2.128665,14.527435,0.000232,0.700122,0.602443,3.935472,0.158854,0.170655,0.024325,0.045945,0.0089,0.101314,0.154947,0.014094,0.01183,0.222218,1.003003,0.000851,0.3003,0
0.164929,0.470151,0.000223,0.000332,4.94398,0.56759,0.529148,0.468805,0.423717,2.128885,5.777529,0.000368,0.782981,0.778375,3.323935,0.18248,0.131913,0.051308,0.076954,0.039911,0.07985,0.060596,0.065491,0.006146,0.215393,1.008711,0.001424,0.269693,0.020801
-0.197759,-0.002184,0.000161,0.000224,6.113176,0.485873,0.416847,0.425112,0.409887,2.048849,40.895715,0.000229,0.639046,0.733598,3.868556,0.166481,0.130801,0.042733,0.061112,0.073701,0.078654,0.062782,0.10403,0.00596,0.213756,1.00345,0.000911,0.287605,0.002133
0.206804,-0.063037,0.000609,0.00075,5.674267,0.462114,0.465646,0.476822,0.452004,2.109851,12.055494,0.000316,0.669735,0.685775,2.548988,0.179572,0.129341,0.027096,0.040746,0.037612,0.085572,0.081181,0.017561,0.005305,0.214628,1.005197,0.000995,0.298044,0.003318
-0.076546,0.207715,0.000023,0.000022,5.790381,0.434871,0.383703,0.378824,0.450595,2.106552,16.49877,0.000022,0.992313,0.658672,4.685859,0.168601,0.142908,0.035568,0.055018,0.015308,0.088677,0.071883,0.01658,0.007054,0.217415,1.003828,0.001035,0.306883,0.003466
0.121441,0.115651,0.000289,0.000395,7.724734,0.249896,0.317619,0.3046,0.379612,2.106398,18.722122,0.000193,0.753422,0.862686,3.555803,0.146515,0.123854,0.026804,0.043761,0.016886,0.101224,0.070142,0.025953,0.004539,0.215162,1.003954,0.000881,0.289565,0.002906
0.081394,0.227522,0.00008,0.000104,6.133692,0.374211,0.405275,0.375633,0.380487,2.14621,4.571818,0.000131,0.919113,0.799593,3.199981,0.178293,0.138711,0.050289,0.063113,0.076883,0.105983,0.060405,0.12418,0.00635,0.214405,1.010132,0.001488,0.292068,0.026067
0.197966,0.086352,0.000455,0.000628,5.889435,0.428248,0.392308,0.459374,0.457893,2.138429,4.306792,0.000776,0.901437,0.764446,3.630417,0.200017,0.137415,0.071426,0.076617,0.083836,0.122831,0.064437,0.04973,0.007747,0.215855,1.010343,0.001413,0.278818,0.023818
0.300727,0.292053,0.0004,0.000468,4.800501,0.361418,0.399527,0.502075,0.395305,2.171906,2.784221,0.000407,0.879283,0.841412,2.618121,0.206705,0.126888,0.061989,0.062469,0.074684,0.102935,0.065552,0.068238,0.005461,0.213657,1.006973,0.001393,0.276301,0.011479
0.412814,0.027302,0.000718,0.00096,7.257885,0.346251,0.37219,0.386392,0.385506,2.15103,3.291961,0.001042,0.90895,0.828222,3.797094,0.203409,0.182547,0.071991,0.088195,0.041357,0.086834,0.066641,0.045914,0.005821,0.214172,1.008979,0.001285,0.292119,0.015582
0.428179,-0.295486,0.000153,0.000157,8.121982,0.293922,0.309206,0.29269,0.294116,2.100563,14.284575,0.000112,0.801591,0.86064,5.259951,0.149613,0.111199,0.039565,0.040897,0.075815,0.139426,0.127365,0.031798,0.004674,0.215328,1.002506,0.000818,0.276671,0
0.158262,-0.405594,0.000103,0.000113,6.679211,0.305486,0.345364,0.366398,0.421891,2.126893,11.677676,0.000121,0.825192,0.774987,2.957241,0.179391,0.159302,0.041743,0.060174,0.025732,0.155158,0.11241,0.049222,0.008137,0.216917,1.005373,0.001208,0.276457,0.00631
0.137752,0.187363,0.000108,0.000135,5.923569,0.349626,0.298731,0.313356,0.339724,2.083906,16.309586,0.000067,0.834348,0.847964,4.096732,0.165764,0.150119,0.040501,0.069466,0.028842,0.094162,0.082237,0.047267,0.004727,0.208976,1.004471,0.000935,0.281291,0.002682
-0.157144,0.044193,0.000497,0.001052,5.710648,0.360846,0.390655,0.427612,0.416399,2.113432,10.232729,0.000482,0.746795,0.661995,2.95916,0.159401,0.13272,0.039493,0.042403,0.048923,0.138633,0.077072,0.024068,0.005504,0.213512,1.004909,0.000987,0.302734,0.004443
0.236707,0.330442,0.00026,0.000354,5.702431,0.424619,0.420116,0.440365,0.407904,2.108556,14.890688,0.000439,0.736645,0.850874,3.507686,0.181535,0.138844,0.087145,0.069669,0.058528,0.096779,0.059814,0.031606,0.014081,0.21276,1.006783,0.001327,0.286448,0.005624
0.010632,0.090742,0.00074,0.000975,5.249202,0.351028,0.369367,0.305505,0.519875,2.084124,30.296365,0.000345,0.856129,0.70374,2.174416,0.156815,0.118304,0.030164,0.0329,0.034367,0.09286,0.091184,0.040929,0.007945,0.223601,1.002376,0.000807,0.285834,0
0.395944,0.403192,0.000153,0.000198,6.027601,0.471656,0.453146,0.36527,0.330489,2.102754,8.23438,0.000235,0.887458,0.950833,4.479187,0.190171,0.149273,0.058731,0.058094,0.064407,0.085555,0.070373,0.049406,0.006958,0.222595,1.012564,0.001463,0.266711,0.020759
0.134286,0.100961,0.000545,0.000728,5.527972,0.484631,0.455906,0.43442,0.461155,2.14241,6.090315,0.000431,0.821661,0.700983,2.701347,0.18698,0.143696,0.037357,0.044169,0.041952,0.084817,0.070915,0.049383,0.005741,0.216914,1.004381,0.001012,0.270557,0
0.219692,0.010288,0.000897,0.00116,4.628601,0.489913,0.502885,0.497667,0.479944,2.119209,8.887608,0.00087,0.765884,0.800861,2.659686,0.170462,0.128838,0.0508,0.060457,0.042676,0.090965,0.069116,0.064699,0.005282,0.218158,1.008094,0.001178,0.279167,0.012931
-0.151917,0.053732,0.000607,0.000884,5.789112,0.438454,0.370473,0.461929,0.444851,2.092809,13.371935,0.000539,0.911685,0.737163,3.205765,0.18204,0.122129,0.044699,0.061958,0.087051,0.145113,0.068537,0.124612,0.007772,0.215156,1.00704,0.001242,0.287952,0.0116
-0.171686,0.066692,0.000362,0.000442,6.764617,0.296902,0.196852,0.285161,0.38579,2.112563,15.341028,0.000392,0.655561,0.786152,5.228061,0.155447,0.173213,0.04006,0.051276,0.016704,0.11053,0.120234,0.040996,0.008664,0.219217,1.004393,0.000999,0.281187,0.006512
0.519566,0.311124,0.000773,0.000864,5.372031,0.468864,0.470794,0.457203,0.370651,2.113162,7.8131,0.000527,0.928444,0.80694,6.317575,0.176589,0.127885,0.044237,0.042254,0.037507,0.12092,0.06608,0.027171,0.004906,0.213052,1.004301,0.000979,0.291936,0
0.126252,0.180897,0.00063,0.000911,5.248227,0.457356,0.4805,0.477968,0.449964,2.106732,8.140671,0.000374,0.910228,0.841695,3.106214,0.173302,0.133479,0.047161,0.049839,0.051764,0.093,0.073922,0.020128,0.004131,0.214622,1.005173,0.001066,0.309979,0.003395
0.181801,-0.004191,0.000264,0.000419,5.347746,0.324531,0.420111,0.435489,0.368154,2.129542,6.959576,0.000472,0.852637,0.847288,3.704022,0.203628,0.148633,0.037652,0.044045,0.056363,0.121722,0.103757,0.079677,0.00515,0.211199,1.008461,0.00146,0.277185,0.011147
0.298901,-0.023521,0.000134,0.000153,6.510482,0.356354,0.354235,0.315857,0.366403,2.141518,5.562921,0.000103,0.874955,0.880515,3.996262,0.17223,0.142588,0.042761,0.054406,0.030128,0.0798,0.063709,0.05563,0.0054,0.21367,1.0062,0.00107,0.285083,0.015247
0.2995,0.242303,0.000958,0.001176,5.847879,0.277917,0.336673,0.368945,0.472614,2.136984,6.161101,0.000753,1.013674,0.862991,2.559579,0.17625,0.145723,0.043975,0.054591,0.042715,0.080255,0.059432,0.090219,0.004473,0.217024,1.00662,0.001137,0.297974,0.006326
0.148095,-0.083748,0.00003,0.000025,8.187986,0.137678,0.274318,0.176919,0.329248,2.058067,49.61656,0.00002,0.751392,0.855051,3.805781,0.131248,0.107952,0.038943,0.031017,0.038742,0.085219,0.064396,0.041346,0.004357,0.215815,1.002646,0.000848,0.28816,0
0.116778,-0.530876,0.000297,0.000401,6.498756,0.391152,0.389559,0.3687,0.396102,2.174394,2.117266,0.000506,0.975579,0.974722,3.119039,0.198859,0.154222,0.059934,0.07833,0.056049,0.106208,0.08831,0.093781,0.006602,0.216817,1.006336,0.001189,0.259523,0.008298
0.195492,-0.063376,0.000165,0.000146,6.9297,0.401588,0.321137,0.363161,0.30837,2.084082,14.071738,0.000125,0.882675,0.750866,3.787177,0.179541,0.144061,0.03713,0.052617,0.039645,0.085967,0.066245,0.033288,0.006049,0.214411,1.003905,0.001012,0.308103,0
0.593025,0.241473,0.000366,0.000578,5.92863,0.530515,0.415329,0.468692,0.28791,2.102584,4.907688,0.000458,0.703226,0.642978,4.257324,0.162668,0.115032,0.057143,0.049264,0.030298,0.08026,0.061165,0.053604,0.00572,0.216807,1.00869,0.001433,0.319288,0.009969
0.086147,0.015624,0.000189,0.000217,4.855175,0.529802,0.438805,0.522217,0.437816,2.105026,10.278415,0.00041,0.726984,0.826934,3.956302,0.172804,0.129154,0.079802,0.056997,0.067372,0.099982,0.072693,0.071274,0.009131,0.215687,1.012294,0.00163,0.2447,0.021031
-0.255439,0.279574,0.000126,0.000169,6.184957,0.377516,0.388009,0.406674,0.468533,2.156445,9.105959,0.000181,0.992375,0.930343,4.127435,0.242158,0.193582,0.076689,0.103014,0.055599,0.088406,0.17774,0.062326,0.02687,0.215074,1.008429,0.001747,0.291842,0.012423
0.17005,-0.009331,0.000342,0.000468,4.377417,0.558659,0.534867,0.514047,0.419472,2.115471,7.302313,0.000259,0.704281,0.844898,2.551056,0.161596,0.118397,0.051624,0.061637,0.111276,0.086088,0.061357,0.100536,0.006208,0.216151,1.005372,0.001002,0.282957,0.003974
0.157739,0.255686,0.001087,0.001577,7.08515,0.381828,0.422805,0.36538,0.387724,2.126521,10.924993,0.000954,1.058703,0.927866,4.39442,0.221805,0.163957,0.059516,0.07324,0.116263,0.100113,0.085777,0.073623,0.010977,0.215724,1.005531,0.001233,0.305711,0.00664
-0.099445,0.061446,0.000051,0.000061,5.854638,0.356204,0.348624,0.437747,0.337015,2.119121,6.417066,0.000046,0.761209,1.006506,3.150579,0.181553,0.122502,0.038768,0.034563,0.057063,0.091365,0.063273,0.029369,0.006168,0.210961,1.003193,0.00089,0.284003,0
0.417043,-0.052048,0.000482,0.000353,6.445862,0.30901,0.411558,0.433389,0.59628,2.031396,78.702086,0.00028,0.838066,0.644358,2.704566,0.162206,0.117035,0.028198,0.032119,0.019062,0.083556,0.062987,0.011006,0.01064,0.213024,1.002241,0.000801,0.290166,0
0.054141,-0.289583,0.000446,0.000652,5.852476,0.443916,0.464394,0.462709,0.429329,2.140554,6.38084,0.00063,0.749935,0.745112,2.943618,0.184726,0.137571,0.051261,0.05498,0.080594,0.096221,0.065942,0.082826,0.00763,0.213549,1.006727,0.001026,0.286681,0.011074
0.267281,0.182789,0.000203,0.000226,5.61171,0.422941,0.439312,0.427348,0.404457,2.114504,7.626781,0.000224,0.762789,0.769791,3.555869,0.186476,0.144682,0.058737,0.052741,0.067825,0.096328,0.061953,0.028063,0.005163,0.21575,1.003784,0.000979,0.301893,0
0.600881,-0.303488,0.000793,0.001016,9.819308,0.317648,0.292719,0.258597,0.333283,2.15053,3.875413,0.000685,0.812757,0.781428,5.784795,0.191903,0.153543,0.043777,0.058417,0.053745,0.123829,0.061554,0.053751,0.004705,0.219173,1.005084,0.000924,0.284455,0.006507
0.200726,-0.415667,0.000279,0.000245,6.153584,0.378999,0.421869,0.426047,0.377183,2.133126,2.873452,0.000277,0.972208,0.814464,4.439824,0.188367,0.130275,0.036848,0.048137,0.03191,0.122501,0.077356,0.044826,0.003106,0.218262,1.006477,0.001001,0.285296,0.011096
0.328328,0.000932,0.000322,0.0003,5.531039,0.430751,0.440408,0.422806,0.454717,2.154264,8.777196,0.000397,0.982916,0.914991,2.647675,0.210174,0.151634,0.089879,0.083391,0.058385,0.072528,0.056968,0.037809,0.011171,0.212656,1.01244,0.001719,0.27338,0.020131
0.440421,-0.055078,0.000502,0.000462,5.500538,0.44803,0.469248,0.44668,0.441076,2.139927,7.811397,0.000301,0.778691,0.759938,3.255942,0.178135,0.136294,0.044206,0.046252,0.045684,0.112543,0.064028,0.067836,0.004429,0.210242,1.004554,0.000919,0.285515,0.004455
0.004911,0.127719,0.000292,0.000245,8.138108,0.257254,0.265273,0.279461,0.297144,2.087438,14.536786,0.000163,0.905218,0.958987,4.868937,0.174749,0.138941,0.052479,0.045905,0.072062,0.135052,0.118858,0.035664,0.005563,0.210513,1.002916,0.00086,0.264346,0.002017
0.225517,0.293635,0.000408,0.000393,6.052339,0.436229,0.44379,0.410537,0.41061,2.112353,9.160219,0.000535,0.880909,0.835391,3.843641,0.189938,0.15502,0.053331,0.066693,0.04826,0.087775,0.061197,0.052324,0.007923,0.212621,1.006447,0.001099,0.275805,0.011362
-0.103613,-0.332674,0.000059,0.000125,6.319287,0.238942,0.257697,0.409275,0.483493,2.139861,10.465939,0.000039,0.699693,0.944758,3.130074,0.141892,0.158527,0.026752,0.030151,0.015371,0.116194,0.116663,0.009004,0.005941,0.219745,1.003412,0.000935,0.266854,0
0.094765,0.121048,0.000062,0.000066,5.508677,0.431561,0.470898,0.46418,0.385866,2.106079,8.725957,0.000141,0.921816,0.926118,3.158322,0.189193,0.145981,0.04242,0.046576,0.063655,0.12609,0.079318,0.034971,0.007221,0.210367,1.009673,0.001511,0.276326,0.021967
-0.138679,-0.270656,0.000062,0.000033,7.910129,0.243033,0.3284,0.325644,0.375669,2.076719,19.268854,0.000125,0.860896,1.055674,4.181515,0.146659,0.141484,0.052846,0.053964,0.058323,0.114336,0.095805,0.031363,0.005026,0.210197,1.005401,0.001209,0.279909,0.007026
-0.033932,0.093212,0.000315,0.000356,5.179971,0.450763,0.503631,0.458269,0.414487,2.141078,4.847988,0.000363,0.913903,1.006051,2.80154,0.169782,0.132713,0.042993,0.052229,0.049293,0.081656,0.068635,0.068754,0.00671,0.215786,1.005913,0.001146,0.274462,0.005009
0.087443,0.13207,0.000046,0.000052,5.65712,0.42742,0.474931,0.437676,0.402417,2.152705,4.579542,0.000041,0.663679,0.75048,3.724066,0.163053,0.152616,0.039706,0.07536,0.040263,0.119044,0.092334,0.064292,0.008644,0.217499,1.004185,0.000908,0.282698,0.005939
0.19727,-0.272989,0.000626,0.000889,6.352152,0.323256,0.391094,0.427049,0.404792,2.137093,4.559305,0.000631,0.930572,0.814637,3.316023,0.212524,0.157991,0.052894,0.059453,0.064893,0.106186,0.064822,0.110084,0.008487,0.21885,1.008651,0.001575,0.251159,0.016363
0.031614,0.135327,0.000111,0.000112,7.116575,0.355,0.354559,0.351065,0.363322,2.096834,13.962063,0.000141,0.890976,0.859711,4.901044,0.167721,0.151569,0.045543,0.059196,0.05628,0.104967,0.08991,0.046951,0.008118,0.209821,1.005974,0.001259,0.247416,0.004573
0.318166,0.447287,0.000529,0.000735,5.59204,0.481947,0.425187,0.422062,0.462887,2.148577,6.916334,0.000772,0.914603,1.063063,2.945953,0.187687,0.142753,0.061441,0.05982,0.090766,0.106826,0.069536,0.094795,0.012078,0.217442,1.016891,0.002201,0.237438,0.029548
0.145637,0.060541,0.000152,0.000198,6.201424,0.438846,0.44313,0.373355,0.331703,2.093503,8.287004,0.000155,0.750601,0.754879,3.930552,0.193,0.148207,0.048615,0.060581,0.036978,0.073853,0.051714,0.02538,0.006503,0.215848,1.005399,0.001104,0.273897,0.002995
0.382397,0.097237,0.000687,0.000669,6.405442,0.35617,0.334232,0.345867,0.397006,2.126657,13.102161,0.000513,0.674292,0.843088,4.151695,0.179043,0.158359,0.044854,0.069302,0.052227,0.085969,0.075594,0.073776,0.005052,0.207678,1.005153,0.000981,0.276929,0.003463
0.331672,0.085665,0.00041,0.000482,5.47895,0.515902,0.481138,0.467777,0.433548,2.12473,5.928296,0.000479,0.735508,0.710325,3.571081,0.203841,0.143581,0.056075,0.056535,0.059795,0.074875,0.097273,0.084435,0.013098,0.215568,1.011045,0.001582,0.275511,0.020925
0.088615,0.192519,0.000519,0.000622,5.505878,0.428921,0.415242,0.394376,0.349017,2.12317,9.016834,0.000542,0.899012,0.971377,3.944886,0.186356,0.17068,0.044987,0.053822,0.038662,0.11409,0.065553,0.04503,0.006447,0.221117,1.007921,0.001122,0.291332,0.012523
0.302799,0.203727,0.000265,0.000317,6.023852,0.381852,0.414991,0.424038,0.444819,2.105676,15.733941,0.000582,0.911295,0.887684,4.011854,0.198563,0.153111,0.059669,0.067721,0.041634,0.108057,0.079189,0.068037,0.008286,0.21691,1.010316,0.001923,0.244355,0.009567
0.143741,0.079497,0.000473,0.000554,5.507406,0.503215,0.478369,0.457567,0.392556,2.146697,4.808697,0.000481,0.91515,0.799696,3.136089,0.176359,0.128684,0.051106,0.050023,0.05092,0.125853,0.060028,0.067877,0.00801,0.216209,1.004588,0.001129,0.287832,0.00446
0.402903,0.022528,0.000019,0.000022,8.610127,0.326857,0.343373,0.329481,0.351917,2.084101,14.59723,0.000022,0.83454,0.879777,4.488229,0.180919,0.144325,0.034945,0.059296,0.049365,0.1081,0.095021,0.051792,0.005077,0.21074,1.004937,0.000998,0.283417,0.00266
0.324086,0.26755,0.000848,0.001136,4.382682,0.495317,0.521454,0.502584,0.455211,2.172087,1.80379,0.000782,0.996706,1.008856,2.537837,0.205436,0.119496,0.076663,0.085027,0.210374,0.11857,0.071323,0.147906,0.006162,0.215331,1.012709,0.001542,0.24822,0.020357
0.295441,0.215236,0.000426,0.000565,4.476157,0.517461,0.503895,0.506944,0.448083,2.127922,4.937797,0.00037,0.821607,0.671229,2.613105,0.17771,0.118572,0.041218,0.038776,0.065742,0.109291,0.070437,0.097827,0.005396,0.214089,1.003985,0.00093,0.283153,0.003501
0.175145,0.206967,0.000854,0.001174,6.090651,0.423794,0.389677,0.40124,0.450667,2.100075,16.324561,0.001008,0.679629,0.788733,5.703878,0.172654,0.185738,0.069563,0.063696,0.053018,0.104193,0.121334,0.113134,0.009111,0.215646,1.006811,0.001119,0.276998,0.006182
0.01958,0.211427,0.000059,0.000074,5.772148,0.492901,0.45364,0.444436,0.364704,2.14503,7.803264,0.000068,0.878036,0.826084,4.1621,0.181129,0.131549,0.05142,0.055381,0.03471,0.105658,0.072154,0.079505,0.005014,0.212651,1.003719,0.000882,0.288649,0.002073
0.018828,-0.266035,0.000081,0.000078,7.036732,0.398592,0.34838,0.39389,0.453323,2.11921,9.175248,0.000036,0.729293,0.71609,3.743133,0.167173,0.117509,0.028757,0.037352,0.023312,0.08942,0.063505,0.017192,0.004168,0.21731,1.003297,0.000833,0.281458,0.00255
-0.099445,0.061446,0.000051,0.000061,5.854638,0.356204,0.348624,0.437747,0.337015,2.119121,6.417066,0.000046,0.761209,1.006506,3.150579,0.181553,0.122502,0.038768,0.034563,0.057063,0.091365,0.063273,0.029369,0.006168,0.210961,1.003193,0.00089,0.284003,0
0.540538,-0.173928,0.000427,0.000482,4.713983,0.470869,0.272822,0.431138,0.513497,2.161664,8.057296,0.000327,0.691112,0.77111,2.432061,0.191633,0.13819,0.039545,0.032701,0.029988,0.098932,0.072118,0.026004,0.005578,0.217382,1.003998,0.000981,0.304864,0.002094
0.215264,-0.007332,0.000245,0.000304,5.820817,0.362969,0.352413,0.397782,0.41982,2.126556,7.048107,0.000429,0.867833,0.924048,3.312869,0.196922,0.158958,0.04729,0.062455,0.070536,0.084293,0.086928,0.062503,0.006527,0.214655,1.008575,0.001346,0.275716,0.013227
0.069478,0.292741,0.000292,0.000355,5.244192,0.337674,0.38856,0.467062,0.420084,2.128034,8.658556,0.000196,0.792113,0.729305,3.006208,0.169098,0.144012,0.041065,0.064012,0.018947,0.078495,0.078942,0.026841,0.008997,0.214063,1.005755,0.001112,0.281257,0.011837
0.089547,-0.07524,0.000018,0.00002,7.109897,0.396808,0.370801,0.371642,0.374122,2.047565,26.462892,0.00003,0.884168,0.768292,4.100854,0.191643,0.151652,0.063485,0.069283,0.047977,0.111202,0.104393,0.077551,0.006031,0.20499,1.006215,0.001279,0.304176,0.007042
0.204181,-0.000237,0.000515,0.000727,5.39337,0.418609,0.425617,0.42489,0.422007,2.095509,11.141464,0.000659,0.851482,0.784752,3.708648,0.189661,0.155788,0.039639,0.051839,0.050633,0.1026,0.095461,0.065494,0.004536,0.214872,1.004279,0.001023,0.262909,0.004057
-0.031967,-0.186234,0.000826,0.000735,5.281641,0.454178,0.437932,0.448386,0.371284,2.114277,14.100514,0.000537,0.862972,0.759308,3.814028,0.174831,0.129319,0.047878,0.049201,0.02098,0.091219,0.075573,0.047997,0.005702,0.212723,1.002557,0.000809,0.286967,0
0.368798,0.222183,0.000027,0.000026,6.737299,0.412749,0.427715,0.417712,0.454537,2.108877,12.315843,0.00002,0.745712,0.824242,3.366129,0.160185,0.134068,0.035895,0.044996,0.025244,0.100995,0.076663,0.059409,0.004535,0.217728,1.004219,0.000969,0.296986,0.003352
0.424612,-0.054313,0.000045,0.000037,6.707337,0.384493,0.349233,0.336032,0.403108,2.103223,21.531014,0.000041,0.814804,0.876822,3.512777,0.177813,0.139322,0.039425,0.05409,0.03759,0.080662,0.071246,0.048723,0.00715,0.215616,1.00274,0.000828,0.283727,0
0.072116,0.071055,0.000476,0.000879,5.295599,0.374787,0.449918,0.441828,0.461502,2.124475,7.701587,0.000739,0.760497,0.955335,3.064604,0.178312,0.134426,0.043348,0.044386,0.105959,0.110955,0.064735,0.137996,0.005668,0.220624,1.009966,0.00171,0.242443,0.009969
0.148118,0.20618,0.000291,0.000339,6.500363,0.334051,0.42919,0.390221,0.375695,2.108938,6.79696,0.000455,0.745358,0.891398,3.534417,0.198951,0.139577,0.042232,0.046068,0.06549,0.103525,0.090354,0.028664,0.004387,0.217366,1.005441,0.000995,0.303756,0.004076
