@attribute Std_Acc1000_Mean_Mem40_LPCC_1 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_F# numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_LowBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_PeriodicCentroid1 numeric

@data

0.28624,0.086877,3.284031,0.368558,1.831097,1.846805,2.701898,7.979618,0.499209,0.490364,0.494202,1.565311,1.125302,0.000682,0.29684,0.720666,0.773103,0.687171,0.222151,0.22036,0.175424,0.160161,0.132326,0.129562,0.054182,0.079465,0.011792,0.228587,0.184094,0.000098,0.218097,0.452065,0.099839,0.079209,0.096223,0.147923,0.265832,0.000217,0.026271,78.704256,76.975979,50,0.623686,1.006021,0.001076,0.574128
0.152818,0.08024,4.665945,0.157391,1.801644,1.799043,3.144151,6.28138,0.416802,0.362725,0.363662,1.534199,0.818202,0.000675,0.295428,0.55289,0.744833,0.9714,0.212726,0.218224,0.188771,0.168695,0.164053,0.161655,0.032198,0.033637,0.010335,0.284969,0.256652,0.000193,0.228678,0.588683,0.101874,0.091478,0.088135,0.14374,0.147391,0.000291,0.02204,78.605479,51.082807,62,0.549359,1.006131,0.001016,0.445487
0.150446,0.093842,5.091108,0.393328,1.84169,1.902848,2.497107,6.440016,0.556241,0.539265,0.544655,1.568074,1.275468,0.000239,0.296801,0.616883,0.873371,0.777699,0.2215,0.218505,0.176365,0.160136,0.155914,0.144172,0.04052,0.129509,0.012662,0.167942,0.125101,0.000118,0.215802,0.376142,0.105841,0.082728,0.072637,0.141372,0.242518,0.000149,0.03109,27.674299,92.500007,63.75,0.668113,1.007641,0.00155,0.559874
0.162214,0.096145,3.979126,0.072511,1.726151,2.09956,2.973189,6.709192,0.456274,0.444679,0.434492,1.573163,0.851555,0.000436,0.255428,0.512391,0.78946,0.952033,0.212829,0.193525,0.177506,0.150494,0.170972,0.174724,0.043316,0.021671,0.011753,0.105091,0.16732,0.000115,0.234755,0.429427,0.089105,0.112587,0.060459,0.141901,0.111997,0.000081,0.029226,89.411499,56.696209,63,0.521677,1.007033,0.001161,0.431246
0.173114,0.08469,4.466574,0.360263,1.757715,1.803,2.875355,7.892654,0.428892,0.440773,0.401588,1.521678,0.805678,0.000127,0.293499,0.533623,0.882675,0.750866,0.209739,0.197427,0.15972,0.157873,0.160788,0.144061,0.034005,0.039645,0.009982,0.240491,0.260694,0.000043,0.216304,0.479815,0.101645,0.092732,0.08228,0.136307,0.294288,0.000042,0.019637,28.336598,40.664528,77,0.618121,1.003905,0.001012,0.50364
0.246574,0.095394,2.888816,0.035151,1.867683,1.850689,2.646204,6.032785,0.55271,0.526824,0.518295,1.574024,1.275382,0.000208,0.302157,0.560687,0.772314,0.775106,0.224885,0.215028,0.172552,0.156142,0.161836,0.154232,0.058661,0.089635,0.011932,0.466867,0.162003,0.000037,0.241683,0.477898,0.102684,0.086112,0.08802,0.150972,0.441235,0.000064,0.03122,27.465553,23.485613,64.25,0.543063,1.005188,0.001173,0.447087
0.119478,0.080557,4.924916,0.504834,1.912821,1.747509,2.948394,7.061086,0.421957,0.436806,0.417631,1.476687,0.837477,0.000109,0.292873,0.495948,0.751642,0.758169,0.226797,0.219343,0.179272,0.160707,0.145221,0.15339,0.026411,0.039546,0.009536,0.247097,0.316931,0.00006,0.241853,0.509515,0.099685,0.101196,0.070858,0.136976,0.210757,0.000046,0.025508,27.771104,30.849005,57,0.565679,1.003359,0.000871,0.522789
0.169615,0.086581,4.505271,0.365426,1.941451,1.873597,2.749204,5.450432,0.483155,0.447756,0.444108,1.587554,1.040046,0.000441,0.283235,0.572058,0.732482,0.77325,0.215065,0.199479,0.167979,0.153179,0.139054,0.138144,0.041779,0.070712,0.012003,0.259311,0.174542,0.000111,0.258286,0.510218,0.09931,0.083292,0.077998,0.148506,0.236046,0.000111,0.02267,58.646453,40.267214,60,0.569754,1.008392,0.00123,0.484222
0.243991,0.095186,2.915179,0.459768,1.900311,2.041571,2.703516,6.387306,0.487408,0.501578,0.48625,1.581806,1.2977,0.000682,0.28945,0.660612,0.885667,0.844682,0.229086,0.217147,0.196148,0.173955,0.16105,0.155243,0.067059,0.089957,0.01184,0.372881,0.143469,0.00016,0.259393,0.523954,0.099434,0.101397,0.091489,0.145209,0.182192,0.000534,0.034237,91.465408,142.420746,55,0.499268,1.021118,0.002263,0.529008
0.145141,0.081871,5.828381,0.540259,1.923099,1.862231,3.112937,5.547593,0.399275,0.397582,0.374787,1.518274,0.84074,0.000816,0.281484,0.663836,0.760497,0.955335,0.216518,0.226026,0.179156,0.149834,0.144157,0.134426,0.040269,0.105959,0.01025,0.233279,0.240968,0.000195,0.315101,0.545817,0.119754,0.094242,0.109773,0.139324,0.207119,0.000327,0.028406,50.630129,106.021421,59,0.613727,1.009966,0.00171,0.387518
0.286273,0.121166,4.457947,0.703673,1.888267,1.76516,2.366046,5.012909,0.588518,0.537417,0.557947,1.526121,1.121314,0.000791,0.305729,0.608679,0.722328,0.679751,0.247074,0.186113,0.150162,0.148116,0.131696,0.137779,0.067834,0.045074,0.015531,0.173334,0.139909,0.000078,0.238171,0.328292,0.094241,0.080118,0.074224,0.137493,0.185537,0.00024,0.02325,88.195597,110.776189,57,0.53994,1.01779,0.00219,0.512404
0.118815,0.080274,4.787073,0.57349,1.787478,1.764877,2.823603,5.656425,0.472921,0.461847,0.43391,1.514281,1.128801,0.000862,0.285026,0.557605,0.817373,0.831492,0.219007,0.215618,0.178864,0.153357,0.148122,0.140529,0.040358,0.023206,0.009336,0.323172,0.243403,0.000214,0.240823,0.522494,0.097734,0.092697,0.087079,0.137419,0.213004,0.000357,0.025382,37.481228,68.797397,75.75,0.639617,1.004807,0.001115,0.520484
0.241936,0.086091,3.542666,0.461196,1.788608,1.748564,2.375929,7.801838,0.608705,0.558981,0.586554,1.581953,0.64719,0.001167,0.282944,0.49912,0.66409,0.680071,0.206449,0.186532,0.147013,0.155857,0.130821,0.133419,0.043386,0.06204,0.010586,0.150418,0.17176,0.000219,0.228077,0.325011,0.101263,0.091294,0.076023,0.149176,0.109059,0.000321,0.02584,111.793532,65.775156,63.5,0.49673,1.009096,0.001353,0.38469
0.138597,0.088847,5.066612,0.85769,1.858517,1.782473,2.785767,7.548394,0.444407,0.390534,0.368562,1.475468,1.212817,0.000577,0.293126,0.579355,0.763953,0.766862,0.23772,0.21774,0.192902,0.16769,0.179776,0.185347,0.035921,0.038574,0.01173,0.34796,0.112829,0.000112,0.254803,0.507353,0.111494,0.089231,0.07542,0.136978,0.361071,0.000124,0.024811,50.761369,42.67537,61.25,0.542273,1.006662,0.001132,0.44075
0.229241,0.08572,2.942771,0.371088,1.770592,1.775311,2.649129,6.728751,0.536906,0.527252,0.503399,1.519165,0.769663,0.00007,0.278585,0.50875,0.614368,0.780495,0.205247,0.190791,0.15853,0.161781,0.148347,0.135919,0.043283,0.083014,0.012823,0.197505,0.200266,0.000012,0.221556,0.603797,0.096618,0.095666,0.092768,0.140431,0.251691,0.000014,0.032447,35.551369,57.217385,59.25,0.532694,1.010692,0.0014,0.441776
0.209737,0.093418,3.848508,0.424463,1.888273,1.866333,2.851449,6.227207,0.420124,0.413711,0.387024,1.535804,1.285049,0.000497,0.295242,0.612647,1.110799,0.85489,0.232775,0.232782,0.196689,0.184456,0.184466,0.179133,0.04522,0.071403,0.013784,0.326465,0.288197,0.000279,0.241004,0.456013,0.111334,0.091164,0.089203,0.143248,0.275343,0.000302,0.031634,67.004406,90.559518,52.5,0.554995,1.007214,0.001069,0.533021
0.102273,0.080328,4.558812,0.422282,1.761191,1.778402,2.950255,8.040812,0.389179,0.35899,0.330333,1.514076,0.650036,0.000592,0.276071,0.613721,0.834706,0.83191,0.210892,0.202584,0.160271,0.153081,0.156962,0.143117,0.028731,0.032923,0.00983,0.259557,0.216727,0.000215,0.238552,0.479287,0.111229,0.103179,0.083716,0.141898,0.166757,0.000168,0.02332,30.66605,33.844947,80.75,0.571272,1.003722,0.00094,0.501879
0.081,0.079343,4.471983,0.578319,1.937992,1.757674,2.634701,5.913721,0.582534,0.581134,0.558718,1.517457,0.513072,0.000123,0.213559,0.660043,0.709848,0.880716,0.230332,0.206698,0.148912,0.121723,0.118278,0.115634,0.02343,0.048697,0.010467,0.216757,0.119309,0.000084,0.251636,0.336447,0.08734,0.080066,0.084831,0.139885,0.207534,0.000174,0.030653,43.288971,32.862398,78,0.534782,1.006675,0.001119,0.524992
0.182603,0.080314,3.439055,0.855158,1.798945,1.808795,2.560586,7.405518,0.497442,0.451861,0.449134,1.526125,0.927988,0.000087,0.280661,0.564493,0.857323,0.676437,0.217453,0.2064,0.185456,0.155514,0.138233,0.126531,0.038404,0.086466,0.010171,0.423223,0.168204,0.000057,0.235102,0.445356,0.115335,0.114833,0.091339,0.137909,0.23516,0.00002,0.033836,37.210449,38.33401,64.5,0.556454,1.005355,0.001014,0.459506
0.201804,0.090904,3.452346,-0.042754,1.75115,1.852918,2.724124,5.876749,0.550077,0.553341,0.573831,1.599636,0.710944,0.000034,0.288474,0.55722,0.900473,0.854053,0.207874,0.217071,0.14949,0.132875,0.187648,0.172281,0.025102,0.045404,0.010881,0.272065,0.108865,0.000016,0.219338,0.462813,0.097471,0.075348,0.083127,0.145038,0.120179,0.000027,0.031384,36.872649,20.573465,66,0.557581,1.006064,0.001295,0.405871
0.262616,0.095605,3.902412,0.399645,1.814823,1.935211,2.958186,6.608159,0.355523,0.372981,0.409294,1.589707,1.147057,0.001368,0.284488,0.579679,0.858785,0.781713,0.213228,0.202165,0.195019,0.185462,0.16728,0.149521,0.046402,0.09268,0.012387,0.282613,0.177874,0.000319,0.255376,0.585489,0.102702,0.102034,0.073913,0.152533,0.142777,0.000318,0.024961,109.189651,27.659234,82.75,0.511324,1.006845,0.001554,0.398702
0.231405,0.081597,2.478211,0.22789,1.876644,1.952697,2.960515,7.119933,0.443871,0.441929,0.411375,1.545603,0.734824,0.000308,0.298969,0.68178,0.858351,0.929211,0.232679,0.21947,0.184442,0.157027,0.137247,0.139139,0.040776,0.05943,0.010094,0.281152,0.193334,0.000089,0.243162,0.494659,0.102778,0.090899,0.080034,0.147586,0.146847,0.000088,0.022096,35.226418,47.427297,74.5,0.626219,1.004461,0.000982,0.549443
0.176504,0.083206,3.762059,0.300946,1.901092,1.940325,2.854119,6.357973,0.446798,0.435561,0.404751,1.592126,0.923792,0.000339,0.278438,0.581017,0.790793,0.863038,0.223951,0.214059,0.168723,0.160904,0.156776,0.150753,0.04183,0.066443,0.010744,0.242044,0.21447,0.000088,0.28011,0.559385,0.109885,0.102438,0.09952,0.148491,0.227802,0.000111,0.024869,36.90682,40.852839,52,0.592432,1.006125,0.001047,0.539101
0.316302,0.082325,1.384629,-0.286765,1.825345,1.848175,2.743985,7.607552,0.452289,0.448968,0.422473,1.565592,0.941217,0.000279,0.295643,0.689684,0.986172,0.821915,0.224731,0.250948,0.185901,0.170864,0.149072,0.127402,0.059183,0.06097,0.010258,0.20076,0.10163,0.00006,0.236408,0.444943,0.099716,0.078693,0.069645,0.147626,0.107144,0.000046,0.021529,60.588698,73.20268,51,0.595751,1.006562,0.001193,0.57459
0.193186,0.083241,1.758864,0.554837,1.873564,1.839681,2.70328,5.767344,0.503801,0.492538,0.48675,1.524677,0.899695,0.001268,0.29119,0.618035,0.761289,0.763284,0.215945,0.21167,0.189206,0.159889,0.138247,0.131356,0.04435,0.060319,0.011263,0.308522,0.159959,0.000182,0.226153,0.507253,0.095918,0.079782,0.086775,0.141548,0.203439,0.000295,0.026204,64.58815,68.878521,61.5,0.561103,1.005973,0.001015,0.461557
0.225903,0.092622,4.154803,-0.157962,1.84153,1.958413,2.854305,6.780557,0.378491,0.420292,0.462987,1.522554,1.092103,0.000769,0.302653,0.632452,0.927354,0.844946,0.217327,0.231454,0.170334,0.159095,0.143486,0.140816,0.042277,0.11106,0.012835,0.273151,0.348035,0.000201,0.253312,0.847434,0.125275,0.099331,0.115716,0.140707,0.272969,0.000185,0.02908,50.590861,75.768125,60.5,0.55356,1.00629,0.001216,0.476438
0.1211,0.087021,4.103228,0.59734,1.719308,1.854048,2.704244,6.935624,0.485915,0.448602,0.438846,1.51774,1.195613,0.00016,0.29831,0.51331,0.750601,0.754879,0.193804,0.189695,0.185471,0.150571,0.15023,0.148207,0.046504,0.036978,0.010455,0.242753,0.223819,0.000034,0.2264,0.425498,0.098777,0.094084,0.073494,0.141299,0.162623,0.000023,0.026136,28.988901,27.696359,62.25,0.516576,1.005399,0.001104,0.442348
0.157297,0.080767,4.424026,0.112356,1.805105,1.819242,2.678897,5.627925,0.528644,0.53452,0.492297,1.507341,0.874244,0.000812,0.288047,0.55467,0.970138,0.774906,0.21275,0.203958,0.168102,0.15199,0.134482,0.121006,0.031422,0.043382,0.009228,0.193675,0.261657,0.000237,0.214117,0.428129,0.105804,0.087332,0.076131,0.137129,0.216565,0.000146,0.024478,77.374899,66.814996,66,0.539741,1.006426,0.001026,0.451024
0.16887,0.094139,3.303596,0.40909,1.777786,1.997461,3.119182,7.445234,0.320653,0.349922,0.323256,1.566085,1.240892,0.000661,0.298403,0.58144,0.930572,0.814637,0.213636,0.217923,0.196653,0.189443,0.170904,0.157991,0.059148,0.064893,0.01144,0.322455,0.554962,0.000224,0.229376,0.704709,0.09222,0.103612,0.126453,0.146933,0.169905,0.000231,0.035246,49.853954,91.915081,71.5,0.617065,1.008651,0.001575,0.387827
0.06818,0.087722,8.325828,0.437818,1.830533,1.890735,2.844306,6.607391,0.558867,0.460362,0.503578,1.361435,0.685958,0.000286,0.272101,0.547666,0.666418,0.775508,0.204233,0.199211,0.168985,0.136834,0.121389,0.125631,0.019836,0.015581,0.011562,0.156646,0.171116,0.00014,0.235836,0.457748,0.120471,0.104926,0.110007,0.123082,0.471142,0.000078,0.028612,26.64972,34.798703,99.5,0.562124,1.002503,0.0008,0.499547
0.217232,0.084962,3.698255,1.153822,1.68191,1.787985,2.42831,6.235962,0.525725,0.511737,0.451806,1.508989,1.183902,0.000053,0.273498,0.487372,0.737438,0.689742,0.19261,0.187318,0.179949,0.170679,0.150657,0.153915,0.069369,0.101901,0.012515,0.485552,0.304656,0.000013,0.221029,0.479129,0.09268,0.110054,0.077049,0.141807,0.369945,0.000033,0.027578,46.484165,33.522821,62.25,0.54223,1.008698,0.001198,0.437544
0.13703,0.08533,4.762553,0.123891,1.836664,1.832004,2.931468,7.506263,0.43582,0.405042,0.389858,1.518742,0.938227,0.000378,0.284167,0.521148,0.888928,0.879995,0.220068,0.217708,0.181548,0.161041,0.150334,0.150501,0.032222,0.046047,0.010915,0.26408,0.231448,0.000173,0.248968,0.58923,0.10153,0.102272,0.101463,0.13579,0.258666,0.000188,0.034032,60.491536,48.315565,61,0.556556,1.006048,0.001061,0.432303
0.122501,0.082088,4.910159,0.427917,1.946866,1.807936,2.662232,6.602312,0.434677,0.452516,0.482562,1.506261,0.73066,0.000291,0.285347,0.534093,0.780366,0.703251,0.224501,0.203537,0.156448,0.151512,0.152575,0.142657,0.030201,0.036149,0.016465,0.354303,0.293652,0.000168,0.32799,0.609834,0.109934,0.110528,0.097616,0.131289,0.245117,0.000254,0.026063,48.959618,42.321485,60.5,0.591421,1.006011,0.00104,0.478337
0.135712,0.088601,5.654237,0.060412,1.802113,1.95401,3.087949,6.399309,0.390393,0.385772,0.375595,1.529066,1.103963,0.000767,0.292154,0.538718,0.934267,0.850704,0.216883,0.210952,0.190157,0.17262,0.159924,0.164983,0.041254,0.052703,0.012659,0.363256,0.206381,0.000181,0.276198,0.503727,0.104593,0.109943,0.076591,0.139375,0.280919,0.000143,0.029874,74.771997,118.684027,55,0.55014,1.008732,0.00122,0.507307
0.165792,0.100017,3.894115,0.898881,1.890937,2.002209,2.486785,6.468554,0.546545,0.56097,0.52834,1.536244,1.098,0.001378,0.277025,0.578031,0.734447,0.77887,0.220199,0.183724,0.188308,0.164468,0.159104,0.170848,0.048404,0.043848,0.013079,0.176071,0.125535,0.000117,0.23279,0.388044,0.101696,0.085616,0.072831,0.144515,0.238063,0.000203,0.027274,114.931778,158.802416,60,0.468261,1.016238,0.002105,0.435241
0.116522,0.094652,4.777054,0.394553,1.905915,1.89379,2.988823,5.428326,0.405148,0.381804,0.360574,1.509221,1.504117,0.000487,0.296069,0.629803,0.879856,0.833483,0.247814,0.243275,0.200801,0.199366,0.19183,0.180434,0.039195,0.056081,0.011576,0.455368,0.259877,0.000325,0.271059,0.69591,0.106655,0.123959,0.112011,0.146345,0.473983,0.000207,0.040591,34.290346,66.588459,65.5,0.721832,1.008176,0.001746,0.60112
0.182062,0.089963,3.041324,0.607124,1.888548,1.881935,2.988238,6.496358,0.467856,0.462536,0.41743,1.523241,0.967184,0.000258,0.258529,0.604778,0.786822,0.913962,0.192875,0.224577,0.179035,0.156942,0.145163,0.130091,0.047445,0.045303,0.01177,0.344512,0.384047,0.000039,0.253493,0.659932,0.09845,0.130786,0.11085,0.13919,0.201344,0.000061,0.028337,68.451208,46.032939,66.25,0.531792,1.012965,0.001831,0.381148
0.151095,0.080471,4.647774,0.515598,1.847623,1.889649,2.952606,6.293454,0.43837,0.392259,0.383825,1.488269,0.904975,0.000181,0.276356,0.503901,0.875321,0.706307,0.211072,0.199325,0.16458,0.160531,0.137562,0.136846,0.028978,0.028859,0.010164,0.278358,0.263207,0.00004,0.269321,0.657861,0.098112,0.098958,0.08466,0.13762,0.269939,0.00005,0.019537,63.164182,42.350262,79,0.549573,1.007013,0.001144,0.520882
0.125653,0.085919,4.107413,0.874613,1.772584,1.831563,2.863823,9.469638,0.521105,0.493531,0.489508,1.395911,0.630354,0.000309,0.269204,0.532702,0.876537,0.831382,0.207933,0.201448,0.169048,0.150777,0.138858,0.132228,0.027284,0.050238,0.011444,0.260488,0.210722,0.00015,0.214571,0.458981,0.128188,0.122914,0.106736,0.130603,0.293576,0.000087,0.030529,42.425862,33.590622,68,0.55595,1.004991,0.000973,0.473468
0.086914,0.103085,6.848971,0.455855,1.810263,1.813231,2.901098,5.970904,0.475017,0.461643,0.447803,1.28837,0.927977,0.000036,0.290146,0.584927,0.825429,0.840442,0.217239,0.222381,0.169625,0.144912,0.136828,0.128239,0.031633,0.024711,0.014743,0.237306,0.169502,0.000018,0.239283,0.435228,0.097932,0.121315,0.083404,0.120911,0.407185,0.000011,0.022513,17.770255,14.170753,71,0.586117,1.004076,0.000928,0.530272
0.057132,0.090661,8.152395,0.273365,1.735343,1.810084,2.831327,5.602261,0.409435,0.314725,0.347478,1.425895,1.016306,0.000342,0.279571,0.625973,0.656003,0.715242,0.199388,0.187475,0.149613,0.155852,0.14209,0.114837,0.037755,0.016598,0.012079,0.182282,0.211582,0.000079,0.221645,0.675481,0.100137,0.128643,0.107644,0.130731,0.269434,0.000078,0.020555,54.394218,70.173565,80.5,0.65725,1.009984,0.001582,0.54709
0.14943,0.086369,4.448827,0.628063,1.739886,1.733399,2.666267,6.26084,0.512989,0.462347,0.462103,1.482169,1.027353,0.000766,0.280052,0.517367,0.696701,0.686262,0.205521,0.200795,0.167344,0.151978,0.131062,0.117967,0.0367,0.05767,0.011556,0.311607,0.266732,0.000302,0.241115,0.422022,0.101698,0.091153,0.067773,0.138904,0.317435,0.000232,0.025041,79.265297,92.09803,62.5,0.541615,1.007633,0.001173,0.43847
0.391519,0.08339,1.185929,0.317626,1.886261,2.06971,2.515822,6.577543,0.530003,0.36144,0.385505,1.598966,1.159103,0.000334,0.293614,0.454587,0.984005,0.728883,0.230168,0.216577,0.21914,0.173613,0.160993,0.146168,0.074692,0.104069,0.011594,0.394986,0.304669,0.000049,0.278883,0.588058,0.14158,0.131446,0.113188,0.151053,0.27456,0.000089,0.032577,68.182237,22.028288,60,0.528471,1.013613,0.001781,0.422785
0.131095,0.084737,4.208992,0.221059,1.819707,1.873365,2.963661,6.136354,0.37127,0.390816,0.41558,1.577154,0.965787,0.000727,0.282302,0.483253,0.879784,0.726086,0.224223,0.22182,0.178443,0.159238,0.145293,0.142801,0.033094,0.047685,0.012166,0.582969,0.435116,0.000259,0.22917,0.785032,0.103572,0.087644,0.115742,0.145729,0.264205,0.000111,0.0302,76.187843,57.857577,65,0.540416,1.006589,0.001099,0.439046
0.213316,0.084023,2.747551,-0.052076,1.864143,1.817069,3.07662,5.9466,0.365703,0.402705,0.366219,1.52211,1.170361,0.000099,0.292342,0.547629,0.954617,0.856446,0.226342,0.210073,0.169978,0.162827,0.151943,0.15512,0.057037,0.061763,0.011143,0.677404,0.378254,0.000075,0.304032,0.871992,0.105432,0.097458,0.152596,0.140605,0.294019,0.000048,0.037399,17.841756,48.77292,64.5,0.725547,1.008339,0.001583,0.555027
0.317209,0.089355,3.378592,-0.188832,1.809822,1.715027,2.651751,6.0913,0.362338,0.312037,0.348513,1.559309,1.04744,0.000311,0.293503,0.476519,0.664214,0.68291,0.214169,0.196425,0.169152,0.142792,0.126457,0.114505,0.032064,0.066183,0.013406,0.191359,0.246907,0.000069,0.251294,0.537079,0.110993,0.111267,0.085088,0.146183,0.196445,0.000075,0.030935,79.780753,91.570306,62,0.523141,1.009594,0.001404,0.445533
0.216028,0.084864,3.25433,0.161137,1.976052,1.852672,2.809289,5.873512,0.475063,0.487298,0.493144,1.528726,0.913994,0.000979,0.301285,0.584154,0.834013,0.837547,0.239256,0.21085,0.170351,0.13758,0.123248,0.126379,0.04804,0.049412,0.010719,0.21531,0.13056,0.000226,0.234309,0.416424,0.095354,0.080478,0.066088,0.139022,0.196364,0.00044,0.027706,57.893864,176.112995,58,0.584835,1.007919,0.001525,0.405896
0.083674,0.08568,5.504696,0.175892,2.023694,2.016538,2.888832,5.473389,0.455845,0.397615,0.413012,1.549555,0.920833,0.000864,0.273152,0.584974,0.704761,0.716601,0.234829,0.213633,0.179285,0.181686,0.15923,0.150954,0.029896,0.031642,0.01175,0.308952,0.186526,0.000115,0.286941,0.49513,0.103958,0.097769,0.067485,0.147605,0.172445,0.000168,0.018549,86.086587,132.260148,57.5,0.526117,1.00916,0.00125,0.506391
0.225102,0.096395,2.779341,-0.01994,1.80159,1.804135,2.676181,8.598876,0.531361,0.525356,0.505395,1.47445,1.245819,0.000415,0.286886,0.609064,0.845932,0.865777,0.238902,0.249217,0.210369,0.182133,0.172367,0.170242,0.05181,0.060514,0.01369,0.314413,0.147787,0.0001,0.238291,0.507755,0.09524,0.110325,0.102086,0.137251,0.351472,0.000069,0.033087,45.580285,94.567321,59,0.594547,1.007274,0.001408,0.386767
0.11456,0.088027,4.872311,-0.085629,1.929188,1.831922,3.12195,7.745331,0.482653,0.419784,0.314253,1.47044,0.932073,0.000054,0.285197,0.535677,0.7237,0.915755,0.217888,0.200868,0.173907,0.135739,0.162819,0.147835,0.032673,0.035988,0.011456,0.512484,0.237654,0.000026,0.257102,0.532888,0.092838,0.087267,0.084075,0.128919,0.256945,0.000044,0.031114,37.431676,40.793357,99.25,0.669785,1.008405,0.001431,0.590533
0.076771,0.081053,4.712558,0.217861,2.046096,2.001358,3.168887,5.930983,0.427557,0.461576,0.413604,1.567788,1.060746,0.000299,0.281535,0.605378,0.906396,0.912885,0.236913,0.213841,0.157313,0.169408,0.148431,0.134548,0.03355,0.039324,0.009271,0.338625,0.256495,0.000122,0.284441,0.55417,0.100464,0.117754,0.07915,0.14228,0.251504,0.000087,0.029447,27.327477,31.691407,64,0.557083,1.004492,0.001028,0.446996
0.117835,0.088359,5.879458,0.376413,1.949571,2.188185,2.64323,6.365865,0.527583,0.535454,0.508572,1.558119,1.189965,0.001363,0.281227,0.559701,0.825448,0.869833,0.208968,0.211013,0.169005,0.162038,0.14937,0.142595,0.022835,0.076261,0.011718,0.274213,0.232145,0.000286,0.2836,0.523405,0.10571,0.10545,0.080264,0.147022,0.154214,0.000782,0.026694,75.513324,104.229294,55.5,0.537626,1.009512,0.001336,0.525305
0.156375,0.095779,5.390188,0.90282,1.974164,1.97717,3.048833,6.989323,0.378133,0.365831,0.346251,1.594689,1.546807,0.001192,0.293193,0.618275,0.90895,0.828222,0.233271,0.226501,0.204702,0.190344,0.201614,0.182547,0.03875,0.041357,0.01249,0.269796,0.201318,0.00014,0.262958,0.535835,0.108065,0.083524,0.072098,0.1407,0.213845,0.000208,0.021231,76.209357,102.556508,59.75,0.567001,1.008979,0.001285,0.479754
0.129182,0.086351,5.698787,0.550201,1.94094,1.886837,2.92764,7.979199,0.368271,0.326839,0.344345,1.480491,0.978043,0.000161,0.283004,0.552079,0.759613,0.800708,0.242429,0.229439,0.167891,0.149859,0.152844,0.138786,0.042788,0.036567,0.011955,0.424571,0.356845,0.00007,0.253877,0.621497,0.097838,0.136383,0.099732,0.136971,0.360615,0.000051,0.034018,32.410146,42.630755,80,0.646792,1.007934,0.001384,0.552145
0.17803,0.088878,4.102255,0.700836,1.801601,1.796138,3.066807,7.338214,0.359872,0.420234,0.471971,1.536911,1.364782,0.001256,0.277554,0.580947,0.917909,0.864443,0.204175,0.209492,0.1874,0.183458,0.165889,0.166974,0.057907,0.08492,0.011188,0.361169,0.557957,0.00019,0.255573,0.864671,0.102972,0.084416,0.13538,0.146939,0.306491,0.000464,0.036736,80.530282,119.488882,58.5,0.551082,1.010235,0.001334,0.489263
0.179117,0.086469,3.624488,0.219322,1.788734,1.881338,2.973464,6.294859,0.453979,0.434556,0.452195,1.563179,0.954575,0.000155,0.292962,0.602843,0.781424,0.846365,0.21942,0.222404,0.170368,0.163441,0.153996,0.144365,0.041959,0.056473,0.010264,0.25832,0.180402,0.000041,0.233939,0.512623,0.089167,0.085181,0.089586,0.141989,0.210459,0.000038,0.028452,41.30297,33.590189,76.5,0.535846,1.005805,0.001168,0.548177
0.284221,0.09013,3.962793,0.023967,1.99543,1.897892,3.2171,6.889288,0.381544,0.340698,0.328085,1.562806,1.127102,0.001024,0.309374,0.639798,0.846467,1.056175,0.262717,0.233883,0.194713,0.193124,0.172645,0.168784,0.052922,0.064828,0.012963,0.422765,0.271902,0.000194,0.297584,0.59014,0.104365,0.108445,0.09414,0.14004,0.214904,0.000298,0.035462,61.384766,50.947276,60,0.517986,1.010269,0.001533,0.467209
0.293364,0.077682,1.982714,0.847394,1.785263,1.849841,2.969803,7.433269,0.364122,0.377178,0.398018,1.436898,0.982579,0.000145,0.293722,0.645725,1.014694,0.87991,0.215543,0.227677,0.17414,0.170034,0.153755,0.143854,0.037523,0.044385,0.009505,0.333504,0.256856,0.000102,0.241403,0.662426,0.100261,0.114797,0.122319,0.13942,0.292225,0.000078,0.035595,32.293596,26.695588,59.5,0.569499,1.003885,0.000873,0.490515
0.118235,0.086367,5.637427,0.237002,1.828067,1.844441,2.956116,6.133505,0.426822,0.405099,0.36548,1.478233,1.0652,0.00015,0.300791,0.614034,0.800555,0.880291,0.216665,0.218895,0.191976,0.172992,0.161813,0.154848,0.042922,0.041179,0.010103,0.340667,0.245166,0.000037,0.22213,0.520961,0.106433,0.111577,0.087252,0.132266,0.252,0.000063,0.026141,57.329189,71.847398,102.75,0.613672,1.007254,0.001137,0.53265
0.167158,0.089719,4.142578,0.185326,1.868859,1.985914,3.031219,6.357536,0.440378,0.431629,0.410758,1.498446,1.428424,0.000339,0.294009,0.586159,0.826029,0.922235,0.220946,0.227148,0.180992,0.165641,0.161022,0.160354,0.056415,0.082792,0.016856,0.410314,0.43163,0.000338,0.247439,0.538971,0.170812,0.111107,0.110469,0.136421,0.360103,0.00043,0.033985,29.425703,18.987092,71.25,0.656094,1.003234,0.000936,0.507785
