@attribute Std_Acc1000_Mean_Mem40_LPCC_1 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_F# numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_LowBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_PeriodicCentroid1 numeric

@data

0.104444,0.092822,7.187934,0.12159,1.897337,1.966586,2.81445,6.316772,0.487719,0.415364,0.406381,1.496667,1.297696,0.000392,0.285264,0.504598,0.979719,0.793948,0.229637,0.207259,0.190383,0.168846,0.146539,0.14078,0.040177,0.036729,0.013907,0.433513,0.185209,0.000061,0.255632,0.386076,0.101855,0.100271,0.091047,0.136636,0.355327,0.000073,0.026517,59.950539,104.888275,52.25,0.580198,1.01145,0.001379,0.560019
0.208958,0.085035,3.837021,0.105744,1.959699,1.85702,3.140677,6.271698,0.428571,0.455643,0.42931,1.543301,0.917598,0.001343,0.289293,0.593634,0.844786,0.955713,0.239968,0.222766,0.189897,0.159339,0.151318,0.145121,0.044283,0.059773,0.00991,0.242192,0.127891,0.000148,0.261192,0.515792,0.114695,0.110327,0.091052,0.139419,0.214634,0.000142,0.034511,88.240098,71.216224,63,0.538126,1.00855,0.001193,0.436374
0.097918,0.083189,5.346997,-0.036012,1.935318,1.907966,2.865638,8.073703,0.478087,0.457699,0.425704,1.462235,0.990344,0.000012,0.284275,0.604502,0.910422,0.858736,0.231359,0.215013,0.166972,0.160699,0.150989,0.150137,0.024759,0.051733,0.011011,0.411622,0.43479,0.000004,0.255263,0.531488,0.10426,0.102908,0.085615,0.136688,0.261262,0.000007,0.026571,13.735273,13.001827,66,0.584285,1.004325,0.000974,0.446468
0.147065,0.084266,5.343725,0.609629,1.825865,1.737171,2.542259,9.188609,0.452614,0.436149,0.473655,1.492673,0.688297,0.000211,0.268554,0.536297,0.725131,0.74247,0.21633,0.193434,0.167508,0.141442,0.136117,0.124198,0.035746,0.087926,0.01275,0.293557,0.274929,0.00013,0.246343,0.687087,0.111752,0.091163,0.114157,0.149871,0.493813,0.00013,0.023952,34.463788,35.907201,71.5,0.558261,1.00517,0.001029,0.531491
0.173572,0.077032,4.432996,0.290367,1.868635,1.806186,2.772842,9.384773,0.521596,0.51538,0.483198,1.448301,0.576826,0.000043,0.273316,0.51501,0.765782,0.80852,0.213645,0.2105,0.160525,0.146478,0.139743,0.121679,0.022705,0.059819,0.009783,0.470694,0.247552,0.000033,0.259518,0.475871,0.111118,0.088533,0.086514,0.137144,0.375682,0.0001,0.029727,0,17.856175,0,0.563866,1.002558,0.000803,0.490365
0.224413,0.092436,3.110848,0.167977,1.848544,1.991188,2.882913,7.008751,0.476736,0.519525,0.411131,1.497806,1.363559,0.001665,0.291846,0.46506,0.890715,0.903669,0.23337,0.187244,0.185697,0.175439,0.157531,0.146463,0.064798,0.062479,0.011929,0.236521,0.36708,0.00015,0.223203,1.062538,0.10092,0.135066,0.166831,0.142203,0.380881,0.000269,0.022199,90.807193,161.33557,59.5,0.368135,1.026854,0.003153,0.356108
0.141248,0.088771,5.682378,0.87172,1.914841,1.748713,2.705175,7.064489,0.456178,0.382134,0.330188,1.562654,1.121772,0.000939,0.284315,0.465626,0.794512,0.709367,0.237785,0.226169,0.184535,0.175837,0.153997,0.150749,0.034482,0.047431,0.013531,0.422437,0.554194,0.000155,0.2528,0.629247,0.103307,0.137816,0.119621,0.153154,0.343457,0.000375,0.042919,76.26515,34.376664,60,0.530336,1.012221,0.001651,0.434257
0.177977,0.083973,2.985325,0.101859,1.80725,1.977946,2.914435,6.352783,0.463506,0.465315,0.428368,1.525116,0.911155,0.00036,0.295001,0.647602,1.0915,0.881805,0.217229,0.23004,0.187874,0.144845,0.139414,0.122362,0.046265,0.052675,0.010502,0.224249,0.157007,0.000073,0.21099,0.449732,0.097705,0.098299,0.076357,0.141304,0.180422,0.000104,0.023641,26.245153,63.186578,61,0.606223,1.004648,0.001035,0.485229
0.144438,0.08229,4.041027,0.23189,1.785454,1.828704,2.894468,6.31768,0.435805,0.439809,0.418809,1.532954,0.756966,0.000423,0.301729,0.543139,0.810678,0.902472,0.215955,0.218835,0.174085,0.164246,0.147934,0.143536,0.033049,0.060594,0.010689,0.300351,0.223887,0.000138,0.238855,0.872206,0.098164,0.094184,0.100714,0.142817,0.213672,0.000199,0.024468,59.314267,65.158366,60.5,0.559278,1.007131,0.001113,0.459204
0.136305,0.090673,4.923375,0.362108,1.836714,1.880596,2.807848,7.95831,0.356676,0.285676,0.322397,1.464189,1.021476,0.000116,0.28063,0.523145,0.670158,0.71001,0.214491,0.207179,0.169238,0.16193,0.167331,0.156527,0.039229,0.096812,0.011712,0.669906,0.373194,0.000033,0.237564,0.909321,0.101876,0.114513,0.135539,0.139055,0.247427,0.00006,0.026567,60.495854,75.633204,55.5,0.51514,1.014699,0.001819,0.569839
0.177489,0.088571,3.517955,0.380492,1.896006,1.892475,2.963551,7.480693,0.445792,0.412191,0.397798,1.526805,1.255023,0.000407,0.300427,0.571466,0.83223,0.877959,0.225805,0.222468,0.193141,0.153701,0.13992,0.145267,0.06301,0.046221,0.011668,0.282904,0.15622,0.000068,0.251995,0.401828,0.105572,0.088301,0.082447,0.141375,0.220356,0.000198,0.031081,38.711358,57.183804,50,0.623844,1.006657,0.001135,0.536904
0.159703,0.084521,6.610239,0.092908,1.81963,1.889225,2.882572,8.284233,0.42339,0.40289,0.339344,1.485358,0.874344,0.000121,0.274875,0.602741,0.865729,0.788656,0.221568,0.203538,0.176685,0.187864,0.160632,0.159292,0.035225,0.034465,0.012017,0.269502,0.392792,0.000048,0.264769,0.514723,0.108899,0.117003,0.082521,0.13755,0.298631,0.000028,0.033785,47.382882,79.919186,57.5,0.558634,1.007596,0.001039,0.503843
0.130734,0.091893,4.784079,0.271754,1.839387,1.984283,3.04374,6.574491,0.427918,0.460008,0.428921,1.521578,0.923458,0.00053,0.30584,0.627157,0.899012,0.971377,0.214013,0.210923,0.175783,0.179323,0.163823,0.17068,0.038509,0.038662,0.011034,0.225645,0.198848,0.000149,0.242769,0.538599,0.116817,0.098304,0.104991,0.150834,0.318013,0.000175,0.028262,70.436231,119.928961,50.75,0.624237,1.007921,0.001122,0.560805
0.282728,0.078513,2.452909,0.921844,1.708016,1.86355,2.632979,8.990904,0.532843,0.498021,0.479363,1.539126,0.683387,0.000028,0.28614,0.583258,0.721463,0.790471,0.213451,0.191537,0.16782,0.146514,0.133584,0.131206,0.046933,0.086316,0.010436,0.416058,0.329221,0.000016,0.210744,0.560171,0.101516,0.118705,0.087852,0.14287,0.206781,0.000017,0.032201,17.588003,23.003634,82.25,0.584923,1.00348,0.000866,0.467621
0.148119,0.085584,4.544188,-0.156821,1.91493,1.981615,2.676119,6.259879,0.464923,0.449583,0.395748,1.450633,0.833487,0.000074,0.301967,0.495863,1.176949,0.693393,0.241331,0.197719,0.189959,0.165312,0.147217,0.138883,0.038829,0.087869,0.015473,0.152649,0.125759,0.000046,0.245365,0.430794,0.101041,0.072521,0.068145,0.157297,0.76815,0.000043,0.024276,24.860686,30.410083,53,0.568823,1.004498,0.000982,0.51003
0.119998,0.09216,5.315377,0.392069,2.155175,2.175301,3.251591,7.038505,0.316849,0.315076,0.355243,1.565668,1.104032,0.001205,0.303186,0.578268,0.741124,0.717514,0.215647,0.191566,0.194168,0.186145,0.174282,0.166716,0.033074,0.052829,0.011443,0.325338,0.129286,0.000129,0.330216,0.59595,0.181166,0.094314,0.079297,0.1469,0.263613,0.000195,0.025325,69.990416,63.19966,74.75,0.495361,1.011453,0.001972,0.67078
0.140249,0.077702,4.638663,-0.224089,1.854695,1.988794,2.556051,5.609,0.518931,0.492441,0.483643,1.512722,0.657195,0.00049,0.285271,0.578637,0.761244,0.676152,0.209173,0.195946,0.162164,0.14502,0.145033,0.120432,0.026197,0.042493,0.009913,0.283422,0.296594,0.000195,0.245076,0.407315,0.104057,0.101584,0.086264,0.139947,0.18182,0.000102,0.021306,65.282554,49.316085,67.75,0.561747,1.005734,0.001041,0.476967
0.238906,0.091942,3.26106,0.229743,1.887546,1.910725,2.854854,6.182578,0.454812,0.443453,0.415696,1.545374,1.096264,0.000742,0.291027,0.684884,0.884866,0.888707,0.235931,0.231427,0.189604,0.185215,0.167422,0.167608,0.04782,0.062759,0.012052,0.33109,0.229581,0.000291,0.25644,0.442259,0.111919,0.09248,0.075988,0.145989,0.170459,0.000481,0.029705,66.551376,43.119133,62,0.489286,1.009909,0.001325,0.399949
0.205323,0.075794,2.294394,0.457385,1.841692,1.75197,3.074772,7.105431,0.438918,0.484257,0.437261,1.537262,0.79152,0.000602,0.2884,0.537683,0.648509,0.818296,0.212056,0.20193,0.166612,0.164723,0.136626,0.127299,0.050553,0.082474,0.009072,0.294932,0.194647,0.000167,0.233541,0.608728,0.100501,0.085308,0.089637,0.141412,0.28677,0.000146,0.020019,93.878557,41.542051,86,0.583164,1.005778,0.001073,0.485806
0.182126,0.083612,3.923782,0.202032,2.003555,1.942012,2.751037,6.390796,0.466075,0.423524,0.429244,1.538148,0.802373,0.000285,0.28529,0.59299,0.887561,0.711701,0.239123,0.201474,0.189406,0.154349,0.152079,0.131554,0.032734,0.06416,0.010392,0.372309,0.214192,0.000085,0.312337,0.523701,0.104335,0.092887,0.078889,0.140475,0.26044,0.000125,0.027892,28.914152,38.189827,96,0.585545,1.003357,0.000922,0.511148
0.080931,0.090918,4.445516,0.704538,1.807882,1.844933,3.061239,6.008328,0.360093,0.297638,0.302535,1.59967,1.224857,0.000079,0.290719,0.580333,1.006802,0.946099,0.21237,0.21402,0.18442,0.181048,0.171852,0.167714,0.037961,0.031308,0.010833,0.309908,0.231569,0.000018,0.218106,0.540123,0.111401,0.097583,0.081535,0.147129,0.145502,0.000025,0.020374,34.633496,57.629565,56.25,0.54019,1.009112,0.001317,0.494352
0.123845,0.090796,4.967572,0.15877,1.719095,1.706319,2.770887,5.655153,0.446165,0.449199,0.422562,1.540353,1.193346,0.000468,0.277227,0.494797,0.766484,0.741216,0.195415,0.200503,0.201232,0.164067,0.174047,0.151018,0.044739,0.033001,0.011473,0.231485,0.12997,0.000076,0.231075,0.532484,0.108962,0.083033,0.077442,0.138863,0.191328,0.000148,0.02069,54.559366,78.882542,51.25,0.604538,1.00962,0.001338,0.589634
0.153083,0.090232,3.710766,0.176938,1.883453,1.960238,2.982131,6.411689,0.367435,0.365395,0.347436,1.578338,1.151314,0.000613,0.29986,0.608208,0.950374,0.861619,0.228308,0.211752,0.177645,0.169967,0.157656,0.161145,0.036162,0.067395,0.011721,0.238893,0.211372,0.000142,0.256056,0.476293,0.106043,0.084803,0.066058,0.145637,0.216031,0.000104,0.024459,60.250287,91.72439,79.5,0.576745,1.006666,0.001075,0.48686
0.25109,0.093131,3.960589,0.445411,2.065009,2.042943,2.846492,6.696041,0.456787,0.446434,0.460235,1.542848,1.414792,0.00033,0.302798,0.714748,0.92053,0.901821,0.261546,0.252977,0.205237,0.167894,0.168115,0.160668,0.062571,0.088461,0.012221,0.234706,0.117961,0.000061,0.242639,0.427551,0.091621,0.092355,0.07711,0.146254,0.198355,0.000108,0.02229,53.114467,53.572355,50,0.629654,1.00957,0.001341,0.596416
0.217232,0.084962,3.698255,1.153822,1.68191,1.787985,2.42831,6.235962,0.525725,0.511737,0.451806,1.508989,1.183902,0.000053,0.273498,0.487372,0.737438,0.689742,0.19261,0.187318,0.179949,0.170679,0.150657,0.153915,0.069369,0.101901,0.012515,0.485552,0.304656,0.000013,0.221029,0.479129,0.09268,0.110054,0.077049,0.141807,0.369945,0.000033,0.027578,46.484165,33.522821,62.25,0.54223,1.008698,0.001198,0.437544
0.279741,0.075668,0.812911,0.352579,1.7584,1.820435,2.56944,8.493872,0.487457,0.482934,0.450961,1.557511,0.613768,0.000145,0.291238,0.494123,0.58151,0.593939,0.205545,0.20285,0.157098,0.126857,0.116603,0.112584,0.033387,0.076965,0.009229,0.156753,0.138816,0.000048,0.229126,0.461926,0.092901,0.081168,0.076356,0.141024,0.344653,0.000032,0.01878,38.417588,30.379686,79,0.572384,1.003234,0.000851,0.508608
0.249331,0.088511,4.328272,0.340232,1.711522,1.668538,2.712992,5.16627,0.436415,0.418403,0.40173,1.611704,1.272632,0.001208,0.255641,0.469413,0.817276,0.826754,0.209347,0.208795,0.218014,0.192564,0.147554,0.132399,0.044974,0.047621,0.011586,0.134203,0.136353,0.000121,0.225289,0.461937,0.11609,0.098101,0.071056,0.147489,0.110979,0.000132,0.032643,113.748942,91.74388,64,0.524349,1.010453,0.001474,0.413898
0.179498,0.089163,5.116654,0.140422,1.996832,1.989044,2.852411,7.473202,0.496606,0.50654,0.467146,1.51745,0.905633,0.000515,0.283143,0.620154,0.803606,0.825988,0.237338,0.22328,0.185124,0.187068,0.174391,0.1709,0.040046,0.086732,0.012602,0.307833,0.325735,0.000238,0.293852,0.630558,0.115628,0.135401,0.112349,0.158676,0.48083,0.000188,0.028767,47.006972,37.124346,51,0.572565,1.004915,0.000984,0.515701
0.209737,0.093418,3.848508,0.424463,1.888273,1.866333,2.851449,6.227207,0.420124,0.413711,0.387024,1.535804,1.285049,0.000497,0.295242,0.612647,1.110799,0.85489,0.232775,0.232782,0.196689,0.184456,0.184466,0.179133,0.04522,0.071403,0.013784,0.326465,0.288197,0.000279,0.241004,0.456013,0.111334,0.091164,0.089203,0.143248,0.275343,0.000302,0.031634,67.004406,90.559518,52.5,0.554995,1.007214,0.001069,0.533021
0.182351,0.08657,3.631998,0.200533,1.75139,1.692658,2.330368,6.028546,0.570102,0.568636,0.552711,1.579015,0.978082,0.001046,0.281383,0.573027,0.69331,0.633712,0.225138,0.198731,0.174242,0.158131,0.148602,0.150995,0.048082,0.052273,0.010574,0.266413,0.126981,0.0002,0.227531,0.426136,0.107609,0.086698,0.088294,0.142848,0.176427,0.000312,0.029093,66.596225,139.492421,64.5,0.706465,1.008435,0.001583,0.602123
0.085758,0.09179,6.549161,0.488071,1.774624,1.821126,2.81521,6.106378,0.484699,0.457642,0.407994,1.494401,1.659372,0.000267,0.292581,0.532367,0.854562,0.830639,0.193286,0.197845,0.182744,0.178626,0.152993,0.144491,0.032582,0.019867,0.011029,0.159004,0.09721,0.000046,0.215571,0.425656,0.093784,0.08782,0.080526,0.135998,0.207681,0.000079,0.020611,50.149781,62.345901,70.5,0.560547,1.009672,0.001347,0.492801
0.131914,0.086804,5.369117,-0.186941,1.774335,1.938789,2.96072,6.245735,0.393654,0.43193,0.410008,1.500176,1.077477,0.00018,0.294639,0.551304,1.017872,0.820034,0.203032,0.199985,0.185391,0.167566,0.153383,0.151976,0.032053,0.049873,0.011109,0.431466,0.725821,0.000042,0.214288,0.946316,0.118115,0.174181,0.146488,0.142002,0.306222,0.000057,0.025659,31.607716,25.470448,51.25,0.581747,1.004283,0.000925,0.487764
0.094664,0.086132,4.745194,0.825494,1.713863,1.755614,2.555391,6.537448,0.472905,0.46505,0.467053,1.527398,1.107132,0.000183,0.293656,0.513257,0.680804,0.680988,0.208147,0.195136,0.168944,0.157834,0.156188,0.149023,0.047744,0.059539,0.011545,0.409387,0.220146,0.000086,0.215585,0.568394,0.102594,0.079311,0.136024,0.144529,0.361873,0.000132,0.036541,38.378519,32.870176,63,0.5714,1.007366,0.001236,0.400038
0.272135,0.086736,2.044503,0.177735,1.835417,1.842225,2.796166,6.062463,0.471929,0.466762,0.4362,1.583444,0.774047,0.00013,0.288157,0.59488,0.761046,0.824608,0.221877,0.208469,0.179442,0.166505,0.150817,0.142162,0.0449,0.060959,0.012313,0.274497,0.143598,0.000038,0.255734,0.400506,0.09544,0.084475,0.078462,0.150547,0.108777,0.000031,0.020954,45.466782,40.847984,92.5,0.612129,1.004718,0.001104,0.495838
0.057695,0.08897,5.590777,0.324853,1.702623,1.752893,2.598129,6.20625,0.498676,0.465792,0.477089,1.481201,0.809174,0.000935,0.294015,0.499236,0.774646,0.706808,0.199877,0.211463,0.16547,0.142511,0.142084,0.126472,0.033191,0.030074,0.011524,0.108579,0.110081,0.000172,0.211385,0.496495,0.096124,0.082504,0.084,0.136246,0.201682,0.000177,0.022346,82.298378,89.73645,53.5,0.570914,1.006293,0.001033,0.510902
0.125923,0.093476,5.829882,-0.017785,1.744614,1.813189,2.842713,6.950919,0.439045,0.408258,0.416141,1.561355,1.412879,0.000068,0.277849,0.619656,0.739564,0.719181,0.206461,0.212979,0.188581,0.176984,0.167458,0.164988,0.038453,0.045948,0.011067,0.440563,0.239364,0.000013,0.227515,0.505039,0.107164,0.115241,0.07724,0.143267,0.211091,0.000034,0.025546,39.815992,67.665013,57.75,0.562258,1.014163,0.001763,0.44741
0.192364,0.097063,5.636216,0.036848,2.072019,1.606914,3.043609,7.763738,0.464558,0.371039,0.48679,1.557739,1.168282,0.000681,0.264337,0.446406,0.77258,0.87249,0.238976,0.201201,0.160875,0.183796,0.158945,0.158432,0.035753,0.032094,0.011418,0.170302,0.122957,0.00006,0.258158,0.485172,0.102152,0.077691,0.078289,0.14688,0.157424,0.000155,0.021668,70.091816,64.462072,61.25,0.549526,1.014988,0.001836,0.397656
0.250618,0.092319,3.007728,0.106358,1.847741,1.864312,2.8657,5.934092,0.435622,0.434067,0.435385,1.576864,0.922337,0.000094,0.301843,0.5688,0.871063,0.828579,0.241715,0.227358,0.191901,0.178428,0.153629,0.145404,0.064342,0.112751,0.011969,0.266634,0.272071,0.000019,0.244695,0.53502,0.107084,0.11355,0.084227,0.141293,0.212089,0.000018,0.02528,58.238645,26.97772,64.5,0.544564,1.008552,0.001482,0.408827
0.194424,0.085971,3.15271,0.484573,1.864101,1.77243,2.825163,5.96947,0.493964,0.489918,0.450003,1.511769,0.788758,0.000656,0.276221,0.551372,0.813209,0.789289,0.224629,0.214691,0.172831,0.17024,0.150616,0.145212,0.040383,0.034567,0.012507,0.322284,0.129706,0.000062,0.252358,0.440973,0.109463,0.101959,0.085181,0.139478,0.196201,0.000079,0.024369,83.632874,79.154352,68,0.520802,1.009744,0.001494,0.47193
0.100339,0.077071,3.826976,0.856989,1.856459,1.778092,2.493243,5.859205,0.504392,0.557877,0.535085,1.571126,0.68689,0.000088,0.272534,0.592188,0.600259,0.662375,0.228798,0.190663,0.150416,0.144177,0.128065,0.116259,0.039502,0.027854,0.010039,0.194586,0.169178,0.000025,0.225105,0.451698,0.095668,0.078895,0.080517,0.145634,0.150896,0.000022,0.02714,30.449431,21.753255,70.5,0.576904,1.004113,0.000908,0.51873
0.225441,0.087266,2.769863,0.574354,1.872729,1.888336,2.980245,6.657733,0.445312,0.43918,0.446222,1.497947,1.080969,0.001151,0.2887,0.658348,0.84714,0.907998,0.219443,0.228263,0.182397,0.153517,0.14355,0.139804,0.049021,0.060802,0.01105,0.401261,0.219667,0.000217,0.228222,0.463309,0.096865,0.082476,0.072273,0.139609,0.263188,0.000544,0.025607,91.036327,111.444363,102.25,0.529801,1.007515,0.001092,0.541825
0.202352,0.098368,4.830139,0.373036,2.171201,2.059015,2.800953,6.32905,0.504383,0.502328,0.475153,1.576272,1.062529,0.000737,0.311396,0.686278,0.922698,0.856693,0.255018,0.240987,0.186679,0.178302,0.158793,0.145116,0.052866,0.10983,0.01372,0.304712,0.227333,0.000199,0.348602,0.630077,0.136976,0.105766,0.110166,0.14356,0.234769,0.000226,0.027747,86.560655,39.688618,75.5,0.583392,1.006785,0.001323,0.543457
0.279549,0.08149,2.904588,-0.167838,1.956382,1.974501,2.862316,5.894985,0.432353,0.443028,0.414027,1.561273,1.097532,0.000886,0.296028,0.584928,0.819305,0.779947,0.22821,0.207954,0.178987,0.152481,0.138882,0.136837,0.049408,0.071681,0.01134,0.399034,0.305245,0.000363,0.309776,0.516006,0.119509,0.13035,0.101665,0.143465,0.226626,0.000589,0.029852,76.585005,47.941774,65,0.528621,1.006696,0.001096,0.445124
0.125885,0.097127,5.048787,0.410007,2.069864,2.007911,2.903849,5.770334,0.399836,0.430634,0.414713,1.601103,1.248931,0.000365,0.296192,0.57293,1.040202,0.794861,0.251915,0.219998,0.206895,0.167304,0.167932,0.149785,0.038434,0.062658,0.01551,0.317978,0.287421,0.000078,0.333764,0.555256,0.114433,0.145449,0.081607,0.150665,0.145285,0.000106,0.02686,70.433405,66.72773,51.5,0.615058,1.012616,0.001544,0.560109
0.08638,0.085118,5.455836,0.222267,1.939779,2.040837,2.731818,6.702103,0.416987,0.376992,0.420063,1.5142,0.919706,0.000319,0.291468,0.568221,0.727148,0.727145,0.220818,0.221478,0.186316,0.158639,0.154476,0.152434,0.036746,0.041585,0.010874,0.469829,0.221098,0.000147,0.330961,0.536252,0.114682,0.136549,0.09986,0.141607,0.245274,0.000153,0.027978,27.733604,33.756628,78.5,0.599609,1.005219,0.001237,0.525598
0.206033,0.081381,3.571416,-0.122289,1.801933,1.816137,2.675998,6.585416,0.557755,0.553801,0.52388,1.574682,0.838113,0.00079,0.287008,0.577287,0.743791,0.837707,0.21135,0.198249,0.161624,0.159559,0.140937,0.131238,0.038882,0.069288,0.009833,0.265786,0.143565,0.000304,0.230387,0.370194,0.105583,0.085022,0.073857,0.148583,0.198777,0.000264,0.0294,65.732828,49.158531,62.5,0.563374,1.005252,0.001044,0.454051
0.14408,0.085948,3.445379,0.379216,1.849538,1.824275,2.71858,6.286046,0.491398,0.496753,0.500845,1.557376,1.1718,0.000064,0.286442,0.583296,0.751438,0.792189,0.207058,0.20077,0.173033,0.155597,0.137799,0.139278,0.036512,0.064607,0.010799,0.365928,0.152964,0.000023,0.229652,0.49712,0.103098,0.093234,0.095775,0.149217,0.435264,0.000019,0.037066,20.002714,35.735628,71,0.594449,1.004534,0.001042,0.433634
0.098378,0.088165,5.500194,0.245624,1.77849,1.84292,2.738896,6.322273,0.467431,0.462564,0.477281,1.514092,0.875462,0.000693,0.287038,0.538364,0.836585,0.825784,0.211812,0.203012,0.171579,0.157346,0.151969,0.143644,0.027443,0.031155,0.010763,0.412051,0.212679,0.000081,0.220994,0.381514,0.126234,0.103077,0.083134,0.145386,0.21439,0.000146,0.031861,88.832217,70.780737,62.5,0.533339,1.009712,0.001356,0.399427
0.056196,0.099167,4.966839,0.948996,2.157104,1.96645,2.741401,6.61262,0.519719,0.463689,0.471518,1.542744,1.215329,0.000639,0.28642,0.546043,0.934427,0.876951,0.220684,0.221803,0.18359,0.161814,0.158796,0.145843,0.029395,0.03488,0.014131,0.304205,0.192297,0.000151,0.313584,0.412461,0.122545,0.093396,0.104876,0.145608,0.17191,0.000123,0.026163,73.651198,34.893015,70,0.527898,1.008498,0.001273,0.535546
0.077898,0.081838,7.830948,0.76238,1.740727,1.792083,2.718789,5.821721,0.423541,0.424066,0.361997,1.437761,0.913188,0.000044,0.294532,0.504008,0.76814,0.664411,0.19971,0.193969,0.158096,0.145998,0.143485,0.138005,0.020197,0.037127,0.011194,0.437598,0.28527,0.000047,0.260179,0.758049,0.100987,0.12835,0.098377,0.135175,0.603627,0.000022,0.028173,12.838444,14.816931,86.75,0.554006,1.003997,0.000934,0.460501
0.146918,0.086607,7.872513,0.129824,1.919843,1.98225,2.802009,5.288436,0.432315,0.417256,0.417497,1.51968,1.272687,0.000052,0.302573,0.562084,1.125503,0.713745,0.213398,0.20208,0.185252,0.168571,0.150392,0.15103,0.036311,0.125506,0.013086,0.598276,0.71693,0.00004,0.306297,0.708131,0.1751,0.159782,0.143512,0.141793,0.3299,0.000021,0.036207,9.837312,9.608784,91,0.575782,1.002804,0.000847,0.485067
0.23001,0.088131,3.237772,0.257243,1.757575,1.728906,2.492994,6.28468,0.561856,0.560694,0.530515,1.533122,1.010992,0.000493,0.288604,0.578961,0.720249,0.715296,0.214984,0.208663,0.168473,0.149167,0.135017,0.134768,0.064012,0.072327,0.011325,0.348023,0.177688,0.000109,0.227064,0.372748,0.09253,0.086321,0.079699,0.136452,0.247884,0.000196,0.039542,52.701653,57.088063,54,0.528372,1.008395,0.001286,0.560157
0.196505,0.081806,3.052273,0.662611,1.844937,1.840461,2.941353,6.769195,0.434908,0.449389,0.41061,1.543787,0.878337,0.000454,0.278809,0.626494,0.794783,0.870465,0.219393,0.2056,0.180267,0.169419,0.163004,0.158862,0.04624,0.049966,0.010153,0.366793,0.163122,0.000065,0.236112,0.609762,0.094984,0.110037,0.109309,0.142423,0.193605,0.000108,0.021201,89.558451,94.079387,101.75,0.569584,1.008398,0.001238,0.561381
0.135585,0.084346,4.439082,0.210659,1.93554,1.962088,2.741035,6.16494,0.436553,0.410467,0.417399,1.595664,1.133661,0.00012,0.29227,0.482965,0.881234,0.731204,0.226568,0.209647,0.195416,0.18201,0.153267,0.13592,0.033393,0.053298,0.010582,0.296258,0.199632,0.000023,0.241563,0.545783,0.098913,0.079136,0.065191,0.145106,0.124577,0.000044,0.02705,44.42138,23.179278,62.5,0.54467,1.007469,0.001134,0.449038
0.125609,0.083158,4.389262,0.435934,2.177697,1.970542,3.210539,13.65174,0.38289,0.358823,0.318833,1.420586,0.723154,0.000106,0.285867,0.545651,0.855458,0.954851,0.212985,0.197917,0.155451,0.144371,0.135608,0.109054,0.036537,0.062253,0.010975,0.567492,0.618097,0.000118,0.391757,0.601162,0.135333,0.155605,0.102459,0.138577,0.329884,0.000079,0.026984,16.591128,14.15764,91.5,0.559422,1.002309,0.000813,0.505232
0.256876,0.095194,2.463054,0.191669,1.731521,1.773593,2.794904,6.686106,0.444576,0.451957,0.437938,1.520744,1.592397,0.000514,0.302298,0.492463,0.866311,0.778801,0.215391,0.229067,0.196405,0.182364,0.14256,0.139869,0.0652,0.049886,0.014323,0.291751,0.174944,0.00006,0.219441,0.611258,0.10054,0.113587,0.094583,0.146278,0.238549,0.000128,0.036388,74.959749,59.442337,64,0.514881,1.008138,0.001316,0.414221
0.168779,0.093717,4.109718,0.557131,1.973556,1.815906,2.960705,6.956615,0.408514,0.424096,0.446793,1.526801,1.286748,0.000153,0.283489,0.607189,0.916996,0.890993,0.25109,0.244183,0.203635,0.191119,0.15627,0.15233,0.047093,0.050488,0.012247,0.289127,0.227771,0.000029,0.283643,0.496245,0.109319,0.093273,0.087222,0.142111,0.215079,0.000022,0.030828,70.038974,54.19454,56.5,0.550011,1.006886,0.001288,0.536041
0.406046,0.091739,6.462926,0.777076,2.018498,1.933061,2.938539,6.160755,0.368695,0.351952,0.328208,1.506662,1.286429,0.000775,0.296324,0.659172,0.85417,0.732479,0.264558,0.220071,0.17223,0.191628,0.162595,0.179002,0.051528,0.153163,0.018732,0.480139,0.260371,0.00022,0.351147,0.611951,0.133551,0.104955,0.09672,0.145171,0.401914,0.000277,0.035877,53.321087,17.975376,60,0.578115,1.008466,0.001197,0.465102
0.253326,0.087509,2.206294,0.232203,1.879768,1.857839,2.779041,6.17396,0.455632,0.398236,0.429737,1.561885,1.243431,0.000105,0.283908,0.577901,0.786602,0.87702,0.231047,0.22273,0.181925,0.183875,0.15969,0.171356,0.048677,0.064935,0.010963,0.160755,0.164779,0.000027,0.231711,0.530291,0.096577,0.081846,0.087817,0.150641,0.215767,0.000042,0.020156,49.331418,68.915394,53.5,0.531134,1.010165,0.001494,0.55184
0.187328,0.084626,4.331961,0.216284,1.909247,1.936321,2.881254,7.906069,0.353452,0.326287,0.347212,1.53924,1.194379,0.00073,0.309302,0.535139,0.654094,0.646448,0.245044,0.199204,0.18521,0.196028,0.164939,0.156749,0.049965,0.069528,0.010778,0.263062,0.215806,0.000235,0.259048,0.63626,0.116989,0.095528,0.095521,0.145687,0.178994,0.000223,0.022733,84.388057,59.185081,53,0.596446,1.010556,0.001419,0.544114
