@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[9]_linregerrQ numeric
@attribute mfcc_sma_de[11]_linregerrQ numeric
@attribute voiceProb_sma_de_min numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute F0_sma_de_linregc1 numeric
@attribute output {groovy,notgroovy}

@data

0.019884,-9.074225,-0.433954,13.84801,-0.602796,-2.652817,14.15638,3.147995,-5.309753,2.883684,9.252854,2.936627,0.071501,0.004046,2.86261,15.59358,0.138269,0.713876,0.352665,0.14818,1.055452,0.054823,0.000023,14.17673,0.000003,5.124192,-4.248403,9.315344,-0.003283,1.041638,4.051214,274,0.079833,1.082433,0.182295,1.372474,1.472684,1.176239,-0.174034,0.001107,0.01475,-0.000056,groovy
0.016793,-3.07055,0.159464,11.46295,-3.671144,-4.514688,18.58486,2.721898,-3.656981,3.707726,13.45931,3.197193,0.068565,0.00166,2.255802,14.51342,0.121466,0.778662,0.410484,0.164829,0.530845,0.032425,-0.000036,9.172011,-0.000002,4.86571,-5.968781,10.66373,-0.002735,1.191181,4.543158,2528,-0.036859,1.509025,0.750244,1.528056,1.521057,1.398606,-0.188208,0.001295,-0.737008,-0.000084,groovy
0.047761,-11.74464,-1.131626,15.74012,-5.728747,-2.384552,16.25533,3.298714,-2.446414,3.522448,12.07538,3.387251,0.112264,0.003917,2.586107,13.53797,0.105194,0.741851,0.34874,0.14811,0.919286,0.041476,0,5.612854,0.000002,7.179124,-5.737114,10.90098,0.000304,1.503582,6.397786,2809,0.851552,2.527055,0.133625,1.950114,2.025247,1.404693,-0.192077,0.001322,-0.860951,-0.000049,groovy
0.004787,-6.025215,-0.331841,6.889387,-11.10849,-6.072358,19.23448,3.345335,-2.042784,2.9473,22.79406,3.205858,0.074998,0.002032,1.553791,6.009531,0.136366,0.749196,0.44244,0.165829,0.556185,0.00788,-0.000005,7.761501,0.000003,5.770988,-4.356381,8.694048,0.000088,0.902418,4.981737,1490,-0.229755,1.413139,0.200582,1.369537,1.323037,1.270818,-0.153355,0.001271,-0.214347,0.000135,groovy
0.006367,-6.620082,1.214047,14.57371,-1.205493,-1.088963,15.09443,2.838479,-0.708398,3.423027,17.57293,2.698115,0.09602,0.003343,0.816314,3.005947,0.149657,0.713344,0.415,0.174394,0.62964,0.049559,0.000011,19.44403,0.000008,4.824073,-2.989683,6.212399,-0.00101,0.469695,3.509836,147,-0.09433,1.013303,0.115484,1.394015,1.387852,1.339633,-0.114439,0.000698,-0.395312,-0.000128,groovy
0.018817,-9.904752,-0.471802,18.38104,0.899086,-0.875514,16.67459,3.173031,-2.256986,2.987774,16.87542,3.168806,0.121403,0.001248,0.945286,3.891475,0.155581,0.704123,0.376922,0.129508,1.070114,0.024668,0,29.76261,0.000001,4.067474,-2.230888,4.202717,0.00008,0.234805,3.568179,308,-0.113102,0.71683,-0.073419,0.961072,1.022839,0.97439,-0.105383,0.00059,0.01812,-0.000049,groovy
0.011219,-11.07927,0.125252,20.47291,-0.64376,2.984609,19.75495,6.15719,-2.536181,4.964351,18.31534,2.85834,0.091041,0.002713,0.477797,2.53421,0.116434,0.804126,0.424568,0.16866,0.547462,0.041122,-0.000007,9.293831,0.000002,5.651697,-3.053634,10.10521,0.000894,1.61771,4.194168,1384,0.398169,2.138311,0.552061,1.952062,1.492021,1.699352,-0.176813,0.001391,-0.217548,-0.00013,groovy
0.016151,-4.731686,-0.238245,18.43972,-3.162893,1.832158,9.484561,2.485986,1.126328,3.176041,16.0372,2.717674,0.051872,0.00147,2.492491,15.45033,0.119869,0.713136,0.361603,0.135742,0.676861,0.039994,0.000021,10.88308,0.000007,6.622555,-6.592682,12.23004,-0.00139,1.621735,4.225163,85,-0.237521,1.7659,-0.712525,1.952396,1.474664,1.537003,-0.171277,0.001038,-0.742406,-0.000053,groovy
0.023881,-11.57405,-0.50976,14.94077,2.077255,1.333604,22.7352,3.040349,-0.293769,3.400432,11.15964,3.068498,0.085207,0.002502,1.190474,4.960239,0.134588,0.629557,0.320772,0.125227,0.810936,0.02758,0.000015,6.029074,0.000003,4.946184,-4.121877,8.237377,-0.00228,0.99537,3.488649,605,-0.027666,1.12442,-0.10516,1.85217,1.682882,1.188164,-0.108591,0.001175,0.28393,0.000072,groovy
0.032841,-10.25116,-0.601349,11.74401,-4.826741,-7.493609,16.2354,3.328796,-1.809687,3.497963,11.32325,2.904789,0.099316,0.002013,1.117977,4.441314,0.137013,0.726452,0.325393,0.154343,1.382119,0.029861,0.000019,4.367746,0,4.677892,-3.11434,5.997598,0.003151,0.54324,4.257347,1814,0.385649,0.926443,0.101032,1.433253,1.420144,1.096462,-0.16919,0.001267,-0.305736,-0.000057,groovy
0.0088,-5.978161,0.139436,21.1361,3.354767,-2.069933,37.05114,4.527844,1.486027,2.995091,14.13963,3.674065,0.060405,0.001432,0.825988,3.497393,0.140451,0.769666,0.488623,0.194209,0.268247,0.016197,0.000007,10.66301,-0.000001,6.554137,-3.565849,8.637291,0.001897,1.122745,4.529277,254,0.183367,1.310023,-1.010902,1.496324,1.07201,0.977462,-0.186089,0.001794,-0.794962,-0.000107,groovy
0.026569,-10.05431,0.101704,25.09454,2.717456,3.932492,18.99336,3.282468,-0.31851,3.675615,14.59289,3.026526,0.095177,0.002516,1.066362,6.803271,0.167845,0.702026,0.399416,0.135454,0.652554,0.028659,-0.000014,7.701565,0.000001,4.345984,-4.945585,9.108635,0.000291,1.285246,3.98953,1328,-0.179873,1.626989,0.190188,1.582756,1.756882,1.39338,-0.13585,0.00138,-0.359641,0.000019,groovy
0.021953,-2.624106,0.864114,14.07402,-0.172166,-3.801343,16.70757,3.43649,0.831735,2.714848,25.79764,3.723906,0.080623,0.00101,-0.197604,2.565248,0.117041,0.820312,0.482239,0.160092,0.243866,0.016923,-0.000001,6.26999,0,7.524525,-3.541419,7.219401,0.001015,0.539835,3.752562,944,0.080966,0.769432,0.137813,1.0734,1.263865,1.209796,-0.182289,0.001331,-0.639595,0.000069,groovy
0.033372,-8.164844,1.176932,12.67109,-2.000483,-0.950647,13.90257,3.187964,-1.169112,2.738793,17.2101,3.583568,0.083931,0.001914,1.463173,8.05704,0.137769,0.765223,0.388035,0.184458,0.78632,0.058973,0.000035,6.557622,0.000008,5.476342,-4.131957,7.571672,-0.000898,0.965057,4.562582,2914,0.226946,1.482747,0.015763,1.354647,1.325631,1.341169,-0.152782,0.001714,-0.417628,-0.000105,groovy
0.015916,-14.5532,-0.744859,13.93906,-0.937905,-1.743276,11.91371,4.373518,0.265431,4.534789,15.13567,4.527678,0.161574,0.005296,1.562327,7.474859,0.144833,0.643547,0.295538,0.103046,1.828014,0.03542,-0.000008,16.69646,0.000001,5.494896,-3.24928,6.758774,0.00064,0.367371,4.273585,577,-0.097372,0.836853,-0.123041,0.912985,1.007114,0.993465,-0.124817,0.000676,0.097282,-0.000018,groovy
0.015804,-7.936217,0.899671,15.76979,-3.731777,0.90482,23.26034,3.600065,7.271083,2.623924,19.48567,3.14629,0.080995,0.001051,0.871344,6.682303,0.1384,0.607844,0.353108,0.118453,0.766074,0.011836,-0.000002,3.766063,-0.000003,4.890975,-5.224744,9.381647,-0.001536,0.964052,4.577856,2295,-0.204273,1.479728,-0.365827,1.853867,2.389943,1.563447,-0.135217,0.000919,-0.179496,-0.000035,groovy
0.022477,-6.335938,0.042367,15.88518,2.450864,5.362936,16.59935,2.71577,3.375907,3.100334,18.8134,2.847038,0.050632,0.001485,2.119706,9.994117,0.119392,0.761601,0.480707,0.206463,0.194462,0.066953,0.000043,9.195569,0.000008,5.146244,-4.24718,8.386742,0.000951,1.516885,3.900015,2451,0.344524,1.137448,0.288332,1.824917,1.057905,1.50657,-0.195643,0.00263,-0.476122,-0.000103,groovy
0.041965,-8.227425,-0.236327,10.72965,-2.95822,-1.148235,20.0661,3.252267,2.301918,2.815886,13.07997,2.891738,0.083625,0.001517,2.262549,15.15063,0.140278,0.683076,0.321818,0.134448,1.16374,0.03429,0.00001,9.418939,-0.000005,6.526618,-3.801166,7.822492,0.000794,0.307535,3.112467,716,0.206489,0.648953,0.336637,1.11369,0.872838,0.889222,-0.126755,0.00059,-0.241408,-0.00003,groovy
0.018545,-12.01969,-0.164849,12.43684,-4.162603,-2.409976,13.64149,3.454521,-0.039655,3.949008,18.08745,3.109098,0.124367,0.007299,1.341594,5.386046,0.119817,0.715495,0.337843,0.139801,1.224522,0.038103,0.000019,5.771035,0.000001,7.008546,-4.834747,9.560194,-0.002611,1.361148,4.409963,560,0.076073,1.655798,-0.105006,1.902789,2.204374,1.992789,-0.165969,0.001692,-0.11624,-0.000036,groovy
0.041045,-12.86242,0.06052,13.7357,1.617262,1.293329,15.52104,3.038712,-3.927754,3.067588,13.51997,3.212976,0.114717,0.004807,0.850371,3.282101,0.15244,0.622256,0.335654,0.126877,1.237013,0.054428,0.000021,7.950408,-0.000001,5.664446,-3.298014,6.352945,0.000891,0.455425,3.610957,2790,0.365681,0.830665,0.353903,1.034972,1.148306,0.860698,-0.108751,0.000559,0.065554,-0.000035,groovy
0.029597,-10.97602,-0.154908,11.19574,-3.941694,-0.666634,16.50932,3.347004,0.994274,3.722369,11.66496,3.017729,0.11833,0.003852,2.245317,10.78694,0.142416,0.664747,0.318073,0.133815,1.423227,0.032472,0.000016,10.34822,-0.000005,6.465023,-3.616859,7.099078,-0.004187,0.475456,3.291795,2543,0.42498,0.939702,0.297317,1.255998,1.386712,1.013973,-0.15037,0.000764,-0.252871,-0.000038,groovy
0.010744,-7.409217,-0.57981,20.07953,1.132239,-0.258291,13.73718,3.307545,4.170224,3.386194,25.18649,5.042058,0.06092,0.001523,1.728257,6.972542,0.152565,0.711287,0.343241,0.135312,1.352052,0.019402,0.000004,8.741056,0.000001,3.288935,-4.972325,8.731775,0.00055,1.429558,5.245306,2981,0.087369,1.420972,-0.142979,1.695431,1.91469,1.798167,-0.15994,0.001217,-0.228305,-0.000052,groovy
0.019215,-6.910195,0.093151,13.59444,-0.584074,-0.960184,15.30184,2.914988,2.771009,2.73032,17.80632,3.108195,0.067412,0.001889,1.76676,6.924395,0.13857,0.69013,0.327079,0.136257,1.148549,0.023836,0.000005,5.435228,0.000004,5.000992,-4.493276,8.979943,-0.0012,1.282839,4.8235,1341,0.244018,1.20351,0.289673,1.183925,1.262744,1.303915,-0.14347,0.00117,-0.452348,0.000084,groovy
0.039144,-10.08654,-0.268604,11.62008,-2.866064,-2.083864,18.90933,3.305761,-1.091824,3.346518,17.32888,3.434127,0.099125,0.004232,2.314448,10.15903,0.131808,0.706659,0.346636,0.149509,1.112748,0.068541,0.000037,6.201388,0.000002,4.584348,-5.287975,10.10999,0.000017,1.651851,5.027705,607,0.472942,1.356761,0.145469,1.677958,1.457122,1.370347,-0.163977,0.001661,-0.539761,-0.000004,groovy
0.013818,-7.966872,-0.49534,26.4437,2.820789,4.163259,22.66248,3.39889,2.108805,3.422883,23.7371,3.618316,0.042027,0.001611,2.934442,19.61814,0.146865,0.672991,0.388281,0.15495,0.52321,0.027255,-0.000049,6.702253,-0.000007,5.316683,-5.726597,11.86097,0.001992,1.838038,5.485476,998,-0.324327,2.699055,0.019681,2.63018,2.830621,2.213162,-0.146316,0.00191,0.156393,-0.000072,groovy
0.012686,-10.89539,0.220375,19.01909,-2.461675,-5.612788,14.09659,2.622593,-1.029008,2.852671,14.57773,2.939509,0.116798,0.003743,1.165569,4.756941,0.089568,0.624874,0.308483,0.114709,0.769549,0.016861,0.000018,5.932905,0.000002,7.316216,-3.152907,7.817069,0.00195,0.904446,6.752294,2938,0.858228,1.459566,0.53404,1.699909,1.895766,1.279973,-0.098731,0.000575,-0.315186,-0.000019,groovy
0.047653,-15.98081,-0.553141,13.53926,5.296157,4.315225,15.8685,2.932239,-4.466384,3.425142,11.64817,3.018389,0.12718,0.003626,1.135059,4.209002,0.139483,0.401478,0.219768,0.035817,1.963379,0.03131,-0.000013,7.490892,0.000001,5.111993,-2.002373,4.507496,-0.002566,0.224353,2.623403,61,0.208594,0.514036,-0.081198,0.736797,0.788796,0.761955,-0.052233,0.000121,-0.019281,0,groovy
0.029685,-9.315267,-0.194355,13.62407,-1.243814,-2.181627,13.88566,2.354497,4.703852,3.944526,13.84015,3.440377,0.082557,0.003425,2.427098,12.35898,0.108612,0.681359,0.290064,0.121282,1.42646,0.051157,0.000049,6.439262,0.000005,7.101931,-6.34928,9.942371,-0.000906,1.465903,4.356814,2674,0.27966,1.36686,0.254742,2.346187,1.939045,1.366857,-0.163803,0.000794,-1.007215,-0.000021,groovy
0.019177,-6.962389,0.160254,9.968758,-3.427962,-1.779489,22.68452,5.831266,0.444137,4.588192,23.37076,3.998976,0.060322,0.006215,4.796195,31.98261,0.01739,0.921248,0.447832,0.223122,0.591136,0.074166,-0.000007,23.4557,0.000007,9.776597,-4.80033,8.888245,0.004016,0.744764,5.590405,2856,-0.066762,1.147721,0.326471,1.30301,1.252376,1.094141,-0.190913,0.001796,-0.36111,0.000024,groovy
0.042826,-10.62568,0.432649,22.92329,-2.206511,-0.048008,17.63524,3.659061,-1.06013,3.885789,20.98427,3.453429,0.106425,0.005685,1.690366,6.492905,0.139275,0.766382,0.395666,0.190028,0.779081,0.055424,0.000062,5.649235,0.000013,6.746045,-5.512866,11.96984,0.00187,1.847599,5.365653,204,-0.371234,1.710196,-0.177405,2.318788,1.965536,1.586792,-0.188815,0.002057,-0.511792,-0.000093,groovy
0.040991,-11.07368,-0.346787,24.02987,-0.802564,2.54831,17.22058,3.635217,-0.366199,4.379001,16.31268,4.472262,0.0951,0.005194,2.22184,10.37117,0.122424,0.540648,0.243983,0.083269,1.52818,0.048387,-0.000086,4.532049,-0.000006,3.811902,-4.109047,7.591036,-0.000048,0.86214,4.125121,466,0.103147,1.598764,-0.391816,1.36912,1.15633,0.962912,-0.107633,0.000509,-0.169719,-0.000003,groovy
0.017083,-3.270966,-0.504778,9.75589,-2.269113,-7.841108,8.507453,2.927099,-0.380315,2.953985,16.59469,3.340034,0.062477,0.000911,1.68463,8.090585,0.12495,0.708288,0.349479,0.130025,0.983715,0.029324,0.000016,6.278613,0.000003,4.453089,-6.466886,12.67378,0.000018,2.93941,3.552092,1773,0.090661,1.120206,0.218296,1.079414,1.488136,1.129489,-0.152413,0.001301,-0.148539,-0.000041,groovy
0.012121,-7.276843,0.218552,14.38507,-6.033408,-4.39502,12.46727,3.178402,-1.109473,4.4491,20.32599,3.150479,0.091563,0.002045,1.82072,9.291901,0.129058,0.819048,0.465027,0.206392,0.566039,0.029932,0.000008,7.742642,0.000002,4.28282,-4.388398,9.747014,-0.002613,1.316654,6.325977,1565,0.746909,1.251909,0.043525,1.234893,1.234163,1.151215,-0.171259,0.001525,-0.265852,-0.000137,groovy
0.00614,-7.764123,0.03141,16.06878,1.985355,-0.165471,16.57094,3.649982,-3.629839,3.141179,13.54087,3.244175,0.07808,0.003768,1.573491,5.056915,0.152638,0.74611,0.352395,0.140247,1.296262,0.042189,-0.000038,16.72341,0,7.321365,-5.477067,10.31607,-0.001693,1.070007,5.735519,1994,0.220695,0.857683,-0.244052,1.230403,1.101497,0.967358,-0.192273,0.00089,-0.747132,0.000019,groovy
0.033436,-14.98638,-0.574345,16.62184,0.006969,0.559191,21.03715,3.914199,0.559873,3.501636,23.52213,3.631169,0.137347,0.005386,1.65547,7.680126,0.110822,0.776542,0.293783,0.132332,1.936879,0.028714,0.00003,4.941146,-0.000001,5.519016,-4.197198,7.444019,0.000628,0.648154,4.604672,1225,0.077075,1.839785,-0.040653,1.731955,1.819567,1.612599,-0.164188,0.000977,-0.504307,-0.000029,groovy
0.033047,-3.833658,-0.936631,11.46519,-0.51535,-3.728261,13.48835,3.14578,-0.319461,2.718576,12.33473,2.750817,0.039841,0.000805,2.0384,7.183951,0.141929,0.641857,0.346595,0.111979,1.062064,0.034454,0.000023,6.63582,0.000005,5.795126,-2.237855,5.891472,0.000698,0.871585,3.130352,2522,0.101559,0.723932,-0.03072,1.101846,1.154934,1.068118,-0.107315,0.000998,0.228844,-0.000034,groovy
0.007922,-6.336653,-0.134837,12.90319,-5.059802,-4.915458,14.66227,3.371221,-5.520385,3.842638,15.88382,3.386127,0.081778,0.003535,2.544707,13.23794,0.142074,0.732597,0.374527,0.177218,1.16185,0.016848,0.00001,9.061134,-0.000005,3.779781,-6.407598,11.1712,-0.000575,1.661206,4.85956,356,0.546139,1.639346,0.066271,1.466848,1.41099,1.300148,-0.166177,0.001605,-0.226181,-0.000061,groovy
0.014323,-7.555605,0.318143,12.70776,-4.435474,-2.199668,18.45457,3.01536,0.26385,3.171514,14.92368,3.835337,0.083939,0.00267,0.974275,3.668334,0.12591,0.575844,0.318926,0.085995,0.981921,0.02652,0.000015,3.404754,0.000006,2.688723,-4.609919,8.075329,-0.003992,1.487281,5.056729,2010,0.860728,3.077317,0.785656,2.807177,1.937621,1.18429,-0.123553,0.00079,-0.156674,-0.000012,groovy
0.011573,-11.76535,-1.33837,11.35063,-2.553396,-0.47557,19.77966,4.503657,2.753521,4.820315,28.02665,4.772262,0.095032,0.009263,2.799003,11.94129,0.136585,0.762304,0.33453,0.15114,1.490664,0.013534,-0.000004,6.302107,-0.000003,6.531496,-5.397293,9.033291,0.002854,1.260613,4.911828,1067,-0.273998,1.874517,-0.072958,1.603088,2.003716,2.350866,-0.178427,0.001282,-0.281892,0.000072,groovy
0.037193,-11.31376,0.691542,15.5852,-0.247726,0.308275,19.48724,3.583127,-0.595834,3.435235,16.59438,3.373234,0.102384,0.002723,0.696358,3.704022,0.130691,0.768836,0.370647,0.167218,0.796016,0.03979,0.000025,6.105326,0.000002,8.049841,-3.114642,8.346176,-0.001425,0.638699,4.533351,1463,0.375437,1.065472,-0.032871,1.323276,1.256291,1.048675,-0.171887,0.001332,-0.455431,-0.000086,groovy
0.014182,-10.66641,-0.273248,13.12765,0.554514,2.671185,9.1729,2.846027,-5.50082,3.345283,9.902247,3.091004,0.086012,0.001214,0.60977,3.044584,0.139905,0.404129,0.229182,0.049184,1.681147,0.007342,-0.000009,4.966897,0,3.16183,-3.110705,6.324941,-0.001693,0.57889,3.099884,2966,-0.088721,0.725465,-0.219741,1.231122,1.15444,1.14736,-0.081074,0.000205,-0.172069,0,groovy
0.055754,-11.9003,0.028252,30.38835,5.182267,4.026894,20.75901,3.062319,3.119225,3.449411,16.36775,3.078123,0.096965,0.003841,0.983905,4.053246,0.145721,0.683226,0.330183,0.127741,1.313106,0.087254,0.000075,7.495475,0.000007,5.170088,-3.960579,8.861074,0.001412,1.144634,5.37857,2147,0.07855,1.543339,0.049797,1.517122,1.587925,1.501247,-0.1701,0.001084,-0.374631,-0.000035,groovy
0.024651,-7.211874,0.063906,15.27738,-2.841328,-1.859855,15.29957,4.369228,-0.668587,3.566696,17.77037,3.141255,0.057177,0.00269,2.771996,18.05808,0.125599,0.769269,0.38365,0.197498,0.724605,0.031403,0.000004,4.654645,0.000001,4.279885,-4.597066,8.963753,0.002605,1.035957,3.767432,1367,-0.284468,1.496701,0.182114,1.433674,1.334663,1.395028,-0.17973,0.002525,-0.766593,0.000002,groovy
0.057729,-13.58808,0.013499,14.44523,-4.696332,-1.377897,19.30314,3.300885,-2.677502,3.804375,17.91271,2.933432,0.13421,0.00568,1.619047,7.950893,0.124182,0.723102,0.312403,0.135971,1.14884,0.063069,-0.000027,8.642941,-0.000002,4.992603,-4.639071,10.27325,0.000919,1.232293,6.26123,727,0.716886,1.511348,0.230235,1.825025,1.850573,1.451209,-0.157582,0.00106,-0.252441,-0.000025,groovy
0.014654,-7.601321,0.182837,14.31988,-4.446516,-3.926118,11.97161,3.095019,-4.829601,3.43449,10.52027,3.097488,0.076849,0.005603,2.771692,12.17869,0.13327,0.709758,0.360868,0.145124,0.679633,0.035778,0.000021,7.402063,-0.000001,5.51058,-5.63394,9.493979,-0.002563,1.173978,5.962634,2106,0.389316,1.400443,0.379908,1.627745,1.940115,1.742336,-0.181752,0.001467,-0.462419,-0.00006,groovy
0.017775,-6.354247,-0.767421,11.43491,-2.29242,-0.885663,19.24809,3.182593,-3.925689,3.370727,12.83239,3.903493,0.064666,0.001546,3.425107,25.69566,0.124573,0.772589,0.449429,0.179341,0.414006,0.028682,0.000021,6.330547,0.000005,7.487949,-4.37536,9.026282,-0.00224,0.73857,3.478425,2502,-0.243582,1.283171,-0.39389,1.558913,1.669373,1.190548,-0.150789,0.001415,0.010933,0.000064,groovy
0.047125,-11.48537,-0.106732,12.19434,0.432724,2.102601,17.33179,2.873675,-2.010607,3.505011,12.3155,3.356322,0.102229,0.003771,1.23076,4.923904,0.147231,0.538921,0.278647,0.092442,1.26582,0.068452,0.000047,6.294001,-0.000001,3.898411,-3.631925,6.657504,-0.000095,0.701309,3.162209,129,0.263063,0.854185,0.248267,1.259426,1.563904,1.130085,-0.124432,0.00082,0.167059,-0.000011,groovy
0.016875,-10.83072,0.314904,15.09769,-0.591925,0.150731,16.52828,3.224,-1.804383,3.50696,14.62045,3.031266,0.09582,0.002445,0.648401,3.112744,0.132717,0.609767,0.275901,0.098534,1.430741,0.018392,-0.000005,5.892718,0.000003,4.273233,-5.376242,9.556397,-0.00292,1.097543,4.001111,43,-0.035025,1.058839,-0.133502,1.065421,1.285536,1.13945,-0.123544,0.000638,-0.224278,-0.000009,groovy
0.024948,-6.263223,0.623252,12.7441,-1.179685,1.548635,14.14807,3.653625,-1.20963,3.516679,18.26366,5.004056,0.059668,0.000915,1.257319,5.088108,0.129171,0.621094,0.283425,0.111386,1.347434,0.030813,-0.00001,4.814808,0.000003,6.879539,-2.791414,6.965911,0.003634,0.704291,3.686259,2381,0.442274,0.919901,0.460717,0.917684,1.154219,1.090115,-0.128552,0.000675,-0.511494,-0.000013,groovy
0.019228,-5.65277,0.233647,17.46791,0.471146,0.100316,11.96625,3.210537,1.330719,3.805006,13.67341,3.520652,0.04203,0.000968,2.129565,11.75257,0.138882,0.747601,0.374478,0.166624,0.978772,0.040872,0.000008,4.766426,0.000002,4.820697,-6.369396,11.02291,0.003463,2.392742,3.498784,1227,-0.217994,1.216416,0.128276,1.19934,1.189733,1.223739,-0.151621,0.001587,-0.32396,0.000001,groovy
0.012417,0.888098,-0.433915,8.723765,-7.752206,-7.09446,8.271539,2.492078,-5.711361,3.172026,15.69208,2.834229,0.048642,0.00096,3.215504,18.18162,0.147077,0.727841,0.453784,0.142561,0.489351,0.022272,-0.000011,23.85619,-0.000004,10.40962,-3.921092,7.535547,0.000242,0.461053,3.160015,909,0.148549,0.840101,0.131813,1.023102,1.149954,0.949609,-0.133092,0.000706,-0.015099,0.000029,groovy
0.007478,1.650824,-0.745575,18.87184,-3.406297,-4.881572,26.54656,2.699348,2.482731,3.240803,24.06422,2.785313,0.0532,0.003289,4.597695,29.44526,0.099732,0.818951,0.472183,0.167151,0.379211,0.017961,0.000012,15.19902,0.00001,9.16748,-7.797808,11.37621,0.000811,0.863602,5.510653,2281,-0.374435,1.580597,-0.239379,1.873813,1.955605,1.487084,-0.156721,0.000882,0.163469,0.00017,groovy
0.036753,-10.99272,0.383864,17.39845,-0.410834,5.238077,21.28385,3.040304,-0.12919,3.269383,19.41269,3.283315,0.111224,0.004905,1.126743,5.361883,0.132361,0.71503,0.290543,0.134105,1.955411,0.031677,-0.000056,5.538934,0.000001,5.700215,-5.954356,10.27446,-0.001993,1.044803,4.146441,1599,-0.043705,1.208245,-0.05068,1.263205,1.403065,1.190579,-0.15188,0.000681,-0.41907,-0.00003,groovy
0.030935,-11.89579,0.022261,15.77472,-0.909309,1.469203,18.73413,3.223774,-3.007931,3.064455,14.37909,3.629752,0.108141,0.002626,0.620049,3.485527,0.127877,0.773775,0.375354,0.184783,1.086375,0.033261,-0.000044,5.482961,-0.000001,4.857744,-4.361917,8.794859,-0.000074,0.932227,4.195976,994,0.214731,1.499151,0.559609,1.409731,1.381601,1.233949,-0.180746,0.001603,-0.402305,-0.00009,groovy
0.015284,-9.720356,0.347174,11.44856,-6.313635,-6.410741,11.68452,2.904037,-2.881474,2.867681,11.79859,2.964512,0.09576,0.002552,1.760338,8.436733,0.142301,0.635604,0.291158,0.109072,1.691119,0.013575,-0.000002,4.690096,-0.000006,5.847522,-3.930324,7.965306,-0.001095,1.109252,3.664195,708,0.085055,1.569983,0.003376,2.244396,1.866568,1.445934,-0.135599,0.000821,-0.160651,-0.000022,groovy
0.017292,-6.318632,0.016073,18.49734,-2.119418,-8.006459,14.4713,2.856651,8.113546,2.831927,27.29961,2.476911,0.081348,0.002142,0.935324,3.892617,0.175382,0.720329,0.551244,0.149267,-0.084483,0.029062,0.000008,10.04625,0.000004,6.503789,-2.336734,5.386088,-0.000039,0.398691,2.885451,1972,-0.031213,0.76772,0.063396,1.047373,1.265803,1.495867,-0.150369,0.00122,-0.1308,-0.000077,groovy
0.051217,-13.84899,-0.293174,21.21361,1.134862,-2.168649,22.13601,3.429153,1.389591,3.765737,25.67557,5.037648,0.148759,0.008965,0.962105,3.336609,0.11933,0.783317,0.296936,0.107969,2.134588,0.064146,0.000046,4.656029,0.000005,3.981514,-5.100647,9.859913,0.001259,2.041902,6.770103,138,0.222625,1.738226,-0.090103,1.659373,1.702021,1.659674,-0.183766,0.000906,-0.294709,-0.000024,groovy
0.015809,-10.18803,-0.53097,24.17777,-1.040308,-4.448869,13.18035,3.032262,-1.450286,3.149111,17.60564,3.659085,0.106689,0.004882,3.234087,17.35711,0.079369,0.823193,0.383889,0.18353,0.706407,0.049772,0.000019,7.175598,0,5.001644,-5.084563,9.809338,-0.004519,1.167281,6.09479,2030,0.216455,1.898382,0.021316,1.973167,2.188401,1.749244,-0.170583,0.001972,-0.238747,-0.000086,groovy
0.006982,-0.231575,0.437532,21.25962,2.507457,5.744349,19.40145,3.384942,-2.468126,2.807297,22.4051,2.965175,0.04144,0.00362,4.864911,33.66083,0.184733,0.72971,0.481026,0.133419,0.235834,0.032653,0.000004,75.87098,0.000002,8.712983,-5.61629,14.14353,-0.001921,1.418167,6.184879,490,0.442879,2.077137,0.017221,1.970816,2.230041,1.627491,-0.159451,0.001286,-0.084404,-0.000122,groovy
0.016225,-14.23551,-0.40919,11.53265,-3.424119,-2.958698,11.9793,2.749336,-0.907978,3.072298,11.35073,3.105149,0.153446,0.007769,1.225727,4.367147,0.128647,0.675655,0.306936,0.116447,1.420265,0.022521,-0.000014,5.59185,0.000001,3.514112,-4.394847,8.458405,-0.002537,1.256377,3.692775,2253,-0.213326,1.022563,0.383515,1.235624,1.486326,1.212073,-0.131596,0.000915,-0.551516,-0.000026,groovy
0.033997,-9.326229,-0.478792,25.10801,1.371064,-0.858512,21.28317,2.987236,-0.148548,2.999819,18.73353,3.003988,0.09398,0.006519,1.90683,7.530641,0.123009,0.707853,0.350675,0.144093,1.09458,0.074501,0.000025,12.27911,0.000003,6.055597,-4.082412,8.513453,-0.000783,1.103904,5.844464,2749,0.68436,1.492209,0.266984,1.647055,1.793581,1.269035,-0.151743,0.00105,-0.649131,-0.000063,groovy
0.045144,-12.04151,-0.481575,21.10102,1.694708,1.422957,18.49306,3.002132,-0.472389,2.963726,18.69297,3.125957,0.131722,0.012111,1.673423,5.936468,0.124944,0.632945,0.314841,0.132514,0.970342,0.07629,-0.000052,6.948057,-0.000007,5.116,-3.974249,8.657324,0.000698,1.044435,5.263463,2590,0.047304,1.475008,-0.161793,1.730134,2.089864,1.644365,-0.138295,0.000864,-0.24096,-0.000037,groovy
