@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute mfcc_sma_de[9]_linregerrQ numeric
@attribute mfcc_sma_de[12]_linregc1 numeric
@attribute pcm_zcr_sma_de_stddev numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_min numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_linregc2 numeric
@attribute output {groovy,notgroovy}

@data

0.039267,4.203056,1222,-5.769367,0.25978,15.80769,1.520607,19.72625,2.585869,2.807708,0.467606,3.215306,3.145033,2.73078,0.005445,4.836951,0.728994,0.164017,0.310447,0.000053,8.589066,0.000006,7.257906,9.024652,-0.001037,0.964959,0.982323,1.05565,0.006526,0.000005,1.565817,0.014435,1.241823,1.575096,-0.000004,0.009414,7.558502,-0.166738,0.001715,0.173898,groovy
0.042019,2.42481,45,-8.628074,0.421084,8.115751,-1.080471,13.08573,3.254723,3.703759,-0.594529,3.23388,3.901471,3.33756,0.018754,4.091912,0.769456,0.17374,0.924212,0.000018,5.734989,-0.000003,5.018174,7.276237,-0.003001,0.789811,0.888769,0.641092,0.209099,-0.000001,0.91025,-0.032966,1.195006,1.205121,0.000005,0.007957,10.66254,-0.156183,0.00105,0.138231,groovy
0.07369,4.42069,849,-12.04081,-0.024005,14.83382,1.009077,17.71871,3.417449,3.035308,1.27712,3.334615,3.611045,3.095197,0.021779,10.46364,0.760728,0.164556,0.454683,0.000094,12.93932,0.000005,7.571502,8.169387,-0.004049,0.499527,0.70683,0.562079,0.047878,0.000001,0.9545,0.340022,1.008396,1.162552,0.000006,0.011119,13.52683,-0.177883,0.001148,0.186656,groovy
0.011237,9.307039,2917,-7.409217,-0.57981,20.07953,-0.258291,13.73718,3.307545,4.130053,4.170224,3.386194,5.042058,4.491004,0.006655,6.972542,0.711287,0.135312,1.352052,0.000004,8.741056,0.000001,3.288935,8.731775,0.00055,1.429558,1.195701,1.212811,0.087369,-0.000001,1.420972,-0.142979,1.766507,1.91469,-0.000006,0.010733,5.776316,-0.15994,0.001217,0.077205,groovy
0.027745,6.820149,926,-11.2797,0.416595,22.1099,0.103182,21.58182,3.096562,2.816246,0.965237,3.340796,3.900262,3.48938,0.005445,4.747002,0.814822,0.216209,0.578122,0.000029,7.429142,0.000005,4.63676,11.57944,-0.008595,2.044841,1.42998,1.37112,0.179485,0,1.736753,-0.14768,2.152119,1.918833,0.000002,0.0128,6.689675,-0.189156,0.002837,-0.08913,groovy
0.041476,3.727201,18,-8.164844,1.176932,12.67109,-0.950647,13.90257,3.187964,3.389566,-1.169112,2.738793,3.583568,3.103967,0.00605,8.05704,0.765223,0.184458,0.78632,0.000035,6.557622,0.000008,5.476342,7.571672,-0.000898,0.965057,0.982373,0.975567,0.226946,0.000006,1.482747,0.015763,1.672957,1.325631,-0.000002,0.011348,11.78613,-0.152782,0.001714,0.157109,groovy
0.01661,7.529395,1925,-7.601321,0.182837,14.31988,-3.926118,11.97161,3.095019,2.915875,-4.829601,3.43449,3.097488,2.955059,0.00363,12.17869,0.709758,0.145124,0.679633,0.000021,7.402063,-0.000001,5.51058,9.493979,-0.002563,1.173978,1.083536,1.805783,0.389316,0,1.400443,0.379908,1.593735,1.940115,0.000003,0.018127,10.04673,-0.181752,0.001467,0.089652,groovy
0.023496,2.527144,1335,-9.520571,0.247318,15.45472,-1.918674,18.64829,3.253413,3.558387,-0.762145,3.569286,3.518174,3.555408,0.00363,4.885417,0.720312,0.148269,0.833724,0.000021,3.377844,0.000001,3.103706,11.41168,0.000002,2.579295,1.606019,2.194598,0.113859,0.000003,1.974141,-0.141966,1.969755,1.833506,0.000006,0.012543,5.620331,-0.166978,0.001929,-0.198185,groovy
0.040674,2.121628,2718,-9.872326,0.911012,16.9292,5.846457,14.50182,3.277543,2.913711,0.337329,2.916258,3.429203,2.979132,0.00605,2.62281,0.658253,0.14614,0.96711,0.000042,6.162829,0.000001,5.156591,6.725099,-0.00291,0.583211,0.763686,0.744445,-0.210737,0.000006,1.007696,-0.472761,0.942584,1.263953,0.000002,0.006991,4.32834,-0.136624,0.000766,0.090577,groovy
0.021102,14.991,1943,-6.962389,0.160254,9.968758,-1.779489,22.68452,5.831266,4.010958,0.444137,4.588192,3.998976,4.436288,0,31.98261,0.921248,0.223122,0.591136,-0.000007,23.4557,0.000007,9.776597,8.888245,0.004016,0.744764,0.863023,0.843131,-0.066762,0.000001,1.147721,0.326471,1.204701,1.252376,0,0.016533,28.87327,-0.190913,0.001796,0.046329,groovy
0.02081,3.619445,389,-8.247729,-0.149295,10.99962,-5.252459,12.83303,3.286438,2.826212,-2.384305,3.659069,3.455267,3.383039,0.006655,16.40253,0.811847,0.212706,0.826586,0.000018,5.421982,-0.000002,4.19986,9.195154,-0.000788,1.527273,1.23583,1.315124,0.451171,-0.000004,1.178945,-0.11485,1.265935,1.355883,0.000002,0.015075,10.67013,-0.18523,0.002319,0.191152,groovy
0.024312,4.81212,2626,-8.651033,0.128643,15.70359,3.109846,22.33786,3.248202,3.497837,3.802221,2.643863,3.142578,3.017693,0.00484,19.44589,0.668372,0.134158,1.031796,-0.000012,5.58223,-0.000003,4.516127,11.94611,0.004201,2.566636,1.602073,1.725706,0.955017,0.000003,2.622686,0.600663,2.210049,2.007742,0.000003,0.014326,11.17986,-0.160883,0.001201,0.047798,groovy
0.014056,4.629797,1951,-9.720356,0.347174,11.44856,-6.410741,11.68452,2.904037,3.10156,-2.881474,2.867681,2.964512,3.081212,0.014519,8.436733,0.635604,0.109072,1.691119,-0.000002,4.690096,-0.000006,5.847522,7.965306,-0.001095,1.109252,1.053215,1.14788,0.085055,0.000006,1.569983,0.003376,1.810919,1.866568,0,0.01326,6.719797,-0.135599,0.000821,0.032576,groovy
0.011477,10.13315,1869,0.888098,-0.433915,8.723765,-7.09446,8.271539,2.492078,2.942508,-5.711361,3.172026,2.834229,2.512375,0.008469,18.18162,0.727841,0.142561,0.489351,-0.000011,23.85619,-0.000004,10.40962,7.535547,0.000242,0.461053,0.67901,0.50558,0.148549,-0.000003,0.840101,0.131813,0.99594,1.149954,-0.000007,0.005803,19.28747,-0.133092,0.000706,0.020721,groovy
0.03326,2.220553,2586,-9.903072,0.264874,29.51144,2.428951,25.65135,3.404664,3.962564,0.933864,3.638838,3.650919,3.331096,0.004235,2.741773,0.815195,0.22701,0.773676,0.000013,5.120039,0.000005,3.410499,9.32684,-0.000925,1.67267,1.293328,1.331301,0.398618,0,2.307088,-0.510316,1.819325,2.567563,0.000006,0.011882,5.01075,-0.189612,0.002246,0.018027,groovy
0.032033,3.406307,828,-8.860177,0.665634,16.68002,0.981411,14.45237,3.108002,2.712703,-1.602429,3.080015,3.147176,3.281844,0.00363,6.37263,0.682051,0.118491,1.417576,-0.000031,7.884775,-0.000002,7.41365,7.939087,-0.000449,0.772708,0.879048,0.784603,0.169438,-0.000007,1.088942,-0.012341,1.127354,1.312295,-0.000004,0.010462,8.02644,-0.14687,0.000589,0.026855,groovy
0.045059,2.955171,578,-10.70084,-0.729208,13.4958,2.687538,17.01598,2.84205,3.08641,-0.589913,3.149543,2.817279,3.382876,0.004235,4.718535,0.650604,0.112059,1.460042,0.000019,3.791842,-0.000001,2.842776,5.777779,0.003312,0.69944,0.836335,0.442986,1.171519,-0.000003,0.919695,0.935095,1.015592,0.996161,-0.000003,0.017727,4.711653,-0.134603,0.001265,0.032433,groovy
0.025328,8.023365,809,-14.13871,-0.338129,16.42323,-2.365867,17.01552,3.334715,3.389606,-1.686599,3.737009,3.079964,3.357908,0.00363,4.080429,0.540885,0.058057,1.982478,-0.00003,7.193224,-0.000001,3.535574,10.73159,-0.003159,2.005028,1.416047,1.28908,0.290358,0.000005,1.133303,0.318402,1.111964,1.23207,0.000002,0.025813,6.13078,-0.116097,0.000347,0.003574,groovy
0.02187,6.696235,169,-5.449091,0.625365,7.97422,-7.490864,17.72416,3.134738,2.509831,-1.514588,2.802629,2.672762,3.208731,0.00363,4.373985,0.602364,0.109484,0.699916,0.000009,8.336173,0.000001,5.805797,8.296644,0.000581,1.14406,1.069617,0.742103,0.589848,-0.000003,1.213078,0.149552,0.874108,1.34173,-0.000002,0.005417,5.391646,-0.11244,0.000897,0.039279,groovy
0.035845,2.636485,473,-14.98638,-0.574345,16.62184,0.559191,21.03715,3.914199,3.977399,0.559873,3.501636,3.631169,2.86502,0.008469,7.680126,0.776542,0.132332,1.936879,0.00003,4.941146,-0.000001,5.519016,7.444019,0.000628,0.648154,0.805084,1.080587,0.077075,-0.000001,1.839785,-0.040653,1.615162,1.819567,-0.000002,0.01716,8.334929,-0.164188,0.000977,0.04397,groovy
0.048348,5.768065,748,-11.48537,-0.106732,12.19434,2.102601,17.33179,2.873675,2.954306,-2.010607,3.505011,3.356322,2.909165,0.010889,4.923904,0.538921,0.092442,1.26582,0.000047,6.294001,-0.000001,3.898411,6.657504,-0.000095,0.701309,0.837443,0.733635,0.263063,-0.000002,0.854185,0.248267,1.219291,1.563904,-0.000001,0.014486,5.348681,-0.124432,0.00082,0.015806,groovy
0.034212,2.889827,70,-11.89579,0.022261,15.77472,1.469203,18.73413,3.223774,2.815252,-3.007931,3.064455,3.629752,3.665454,0.00605,3.485527,0.773775,0.184783,1.086375,-0.000044,5.482961,-0.000001,4.857744,8.794859,-0.000074,0.932227,0.965549,0.937615,0.214731,0.000006,1.499151,0.559609,1.18334,1.381601,-0.000001,0.011873,5.302439,-0.180746,0.001603,0.135086,groovy
0.010029,34.06628,2463,-0.231575,0.437532,21.25962,5.744349,19.40145,3.384942,3.072163,-2.468126,2.807297,2.965175,2.818254,0.00363,33.66083,0.72971,0.133419,0.235834,0.000004,75.87098,0.000002,8.712983,14.14353,-0.001921,1.418167,1.190871,1.297077,0.442879,0.000009,2.077137,0.017221,2.077446,2.230041,0.000007,0.009293,40.72328,-0.159451,0.001286,0.182682,groovy
0.042901,3.306016,970,-10.62568,0.432649,22.92329,-0.048008,17.63524,3.659061,3.394073,-1.06013,3.885789,3.453429,4.223478,0.005445,6.492905,0.766382,0.190028,0.779081,0.000062,5.649235,0.000013,6.746045,11.96984,0.00187,1.847599,1.359273,1.430213,-0.371234,-0.000005,1.710196,-0.177405,2.341264,1.965536,-0.000007,0.018449,6.631074,-0.188815,0.002057,0.139114,groovy
0.013953,9.637356,2821,-11.28723,-0.032283,15.79871,-2.809237,17.9949,2.639828,3.072725,-2.736102,3.478904,3.694217,3.333282,0.005445,7.595893,0.671032,0.148301,0.755259,-0.000012,10.3519,0.000001,5.871411,9.870541,0.004521,1.456543,1.206886,0.944715,0.409293,0.000006,1.679214,0.072811,1.875585,2.488481,0.000002,0.017006,12.84667,-0.160968,0.001307,0.089597,groovy
0.019057,6.298851,746,-6.318632,0.016073,18.49734,-8.006459,14.4713,2.856651,3.044358,8.113546,2.831927,2.476911,3.186687,0.010284,3.892617,0.720329,0.149267,-0.084483,0.000008,10.04625,0.000004,6.503789,5.386088,-0.000039,0.398691,0.631436,0.408981,-0.031213,-0.000005,0.76772,0.063396,0.980479,1.265803,-0.000001,0.007818,7.939702,-0.150369,0.00122,0.093384,groovy
0.022492,9.717106,2231,-7.126085,-0.504419,11.43186,-2.5373,13.66529,3.220103,3.329123,-2.666776,3.130319,2.911495,2.824082,0.00605,19.27308,0.651709,0.130587,0.714895,0.000002,11.2794,-0.000004,5.807226,7.978172,-0.001061,0.957415,0.978489,0.879017,0.226519,0.000005,1.291131,0.180902,1.02283,1.35908,-0.000008,0.012061,17.68511,-0.129496,0.000913,0.071669,groovy
0.02187,6.696235,169,-5.449091,0.625365,7.97422,-7.490864,17.72416,3.134738,2.509831,-1.514588,2.802629,2.672762,3.208731,0.00363,4.373985,0.602364,0.109484,0.699916,0.000009,8.336173,0.000001,5.805797,8.296644,0.000581,1.14406,1.069617,0.742103,0.589848,-0.000003,1.213078,0.149552,0.874108,1.34173,-0.000002,0.005417,5.391646,-0.11244,0.000897,0.039279,groovy
0.048724,4.593861,171,-9.907369,-0.065303,8.6039,-0.861646,13.82908,3.150342,3.589802,1.501618,2.815309,4.36237,3.420598,0.013914,5.916656,0.745821,0.124043,1.000692,0.000061,8.419065,0.000003,5.195285,7.732763,-0.000375,0.83789,0.915364,0.73408,0.895512,-0.000001,1.049826,0.564917,1.192069,1.260329,0.000001,0.00933,9.958117,-0.199454,0.000728,-0.008139,groovy
0.021125,3.60995,1535,-3.07055,0.159464,11.46295,-4.514688,18.58486,2.721898,3.838544,-3.656981,3.707726,3.197193,3.756926,0.00605,14.51342,0.778662,0.164829,0.530845,-0.000036,9.172011,-0.000002,4.86571,10.66373,-0.002735,1.191181,1.091459,1.300616,-0.036859,0.000012,1.509025,0.750244,1.584502,1.521057,0.000011,0.009607,22.87138,-0.188208,0.001295,0.125666,groovy
0.037594,4.236669,221,-11.48421,0.396895,22.69867,1.876173,30.57336,3.895504,3.885439,-0.371644,3.687116,4.558333,3.85355,0.00484,3.841111,0.761475,0.17191,1.460396,0.000016,5.9365,0.000002,5.507802,13.16906,-0.002831,2.246338,1.498781,1.553761,0.217084,0.000006,2.391165,-0.244048,1.828184,2.435962,0.000003,0.016713,5.406365,-0.160427,0.0015,0.083188,groovy
0.02637,3.009796,337,-11.81213,-0.217873,15.52874,0.53754,23.73246,2.579335,2.768437,6.02299,3.621491,2.872661,3.28418,0.00363,11.8446,0.802644,0.2154,0.007414,-0.00001,6.101134,-0.000002,4.440472,11.8171,0.002491,1.382908,1.175971,1.354146,0.282502,0.000006,1.862314,0.046523,2.052634,2.107378,0.000007,0.015199,15.83986,-0.173329,0.002097,0.101824,groovy
0.019647,8.309338,178,-9.34383,-0.150344,8.29976,-6.285788,12.30064,3.490521,4.474186,-5.893749,3.065492,3.24009,3.218051,0.009679,5.628288,0.784764,0.181828,0.964066,0.00002,12.09133,0.000014,7.147989,8.07937,0.002061,0.922455,0.960494,1.516993,-0.409526,-0.000005,1.373162,0.327863,1.314438,1.424645,-0.000005,0.020708,11.62023,-0.199685,0.001924,0.083586,groovy
0.028626,3.356493,259,-10.74224,0.214816,13.17008,-2.047134,13.39476,3.377698,3.195966,-2.488497,2.765763,3.306419,3.299588,0.014519,5.937212,0.676007,0.137575,0.972872,0.000017,6.700813,-0.000002,4.514171,7.788187,-0.002149,0.667442,0.816985,0.484651,0.191967,0.000006,0.846099,0.116858,0.93265,1.205124,-0.000003,0.011655,11.06802,-0.135753,0.000991,0.063469,groovy
0.029543,8.47702,2911,-8.770605,-0.622821,12.98755,-1.39308,20.2049,3.132255,2.984193,-7.348453,3.203913,3.579919,3.655495,0.00363,13.47978,0.832794,0.237891,0.384037,0.000041,10.41341,0.000002,5.672227,8.743752,0.000302,1.087259,1.042717,1.757664,0.165554,-0.000004,1.92326,0.098932,1.821301,1.919036,0.000002,0.018652,15.35217,-0.191271,0.001987,0.263679,groovy
0.036224,3.962274,531,-9.412554,-0.111615,14.82168,3.907105,13.10474,3.568875,3.77923,-4.06368,2.781631,3.117997,3.586965,0.00363,3.846775,0.765845,0.21604,0.626549,0.000014,8.441195,0.000001,5.74294,8.229973,0.005177,0.789802,0.888708,0.64966,1.263139,0.000005,1.330944,0.821782,1.350101,1.555624,0.000007,0.011052,5.768719,-0.158294,0.000988,0.065031,groovy
0.040402,2.509,535,-11.31376,0.691542,15.5852,0.308275,19.48724,3.583127,3.007741,-0.595834,3.435235,3.373234,3.587045,0.004235,3.704022,0.768836,0.167218,0.796016,0.000025,6.105326,0.000002,8.049841,8.346176,-0.001425,0.638699,0.79919,0.692394,0.375437,-0.000007,1.065472,-0.032871,1.019475,1.256291,0.000003,0.011297,6.968531,-0.171887,0.001332,0.128461,groovy
0.037423,6.827264,1282,-9.194557,0.125752,14.94276,2.936688,14.19691,2.704287,3.370252,-1.439666,3.436036,3.684969,3.482161,0.007864,11.40896,0.772801,0.135539,1.508454,-0.000053,7.698796,-0.000004,5.133208,8.549801,0.00086,0.646994,0.804402,0.770932,0.251479,0.000002,1.228622,-0.293634,1.547722,1.379114,0.000006,0.01171,10.75094,-0.16267,0.000857,0.04722,groovy
0.030581,4.53146,2558,-9.746307,0.756571,21.39635,-1.162073,34.76181,4.758033,3.345233,-2.766756,2.938129,3.620058,3.10216,0.003025,10.49218,0.827338,0.191039,0.777284,-0.000151,10.99123,-0.00001,10.7271,13.86488,-0.000995,1.228068,1.108182,1.142704,0.225423,0,2.246241,-0.05607,2.097799,2.078088,-0.000004,0.010041,20.79028,-0.186631,0.001142,0.17312,groovy
0.040706,5.655071,798,-9.315267,-0.194355,13.62407,-2.181627,13.88566,2.354497,2.735173,4.703852,3.944526,3.440377,2.996348,0.004235,12.35898,0.681359,0.121282,1.42646,0.000049,6.439262,0.000005,7.101931,9.942371,-0.000906,1.465903,1.210745,1.171343,0.27966,-0.000001,1.36686,0.254742,1.944019,1.939045,0.000009,0.012277,12.44597,-0.163803,0.000794,0.032086,groovy
0.017388,5.202345,720,-11.12364,-1.022955,13.00601,-2.063985,10.80539,3.722619,3.163811,-1.508167,2.988593,3.442967,3.660965,0.019359,5.447071,0.79656,0.122483,1.001464,0.000005,9.614501,0,5.598355,9.296092,-0.001393,1.13437,1.065069,0.891956,0.875309,0.000003,0.914906,0.248221,1.016379,0.98861,0,0.012804,6.27019,-0.173992,0.001097,0.042321,groovy
0.011414,2.74448,1232,-11.76535,-1.33837,11.35063,-0.47557,19.77966,4.503657,6.476125,2.753521,4.820315,4.772262,5.046237,0.004235,11.94129,0.762304,0.15114,1.490664,-0.000004,6.302107,-0.000003,6.531496,9.033291,0.002854,1.260613,1.122789,1.822664,-0.273998,0.000002,1.874517,-0.072958,1.614272,2.003716,-0.000004,0.017975,10.6521,-0.178427,0.001282,-0.045008,groovy
0.042151,3.333125,2093,-13.27609,-0.219446,14.73775,-1.455273,19.44747,3.044864,2.615234,-4.893929,3.059357,3.054346,3.902614,0.005445,5.825996,0.75883,0.151934,1.313848,-0.000081,4.832612,-0.000007,5.525313,12.31838,-0.001362,1.776736,1.332959,1.179667,0.713573,-0.000007,1.69794,0.392226,1.81339,1.778953,0.000002,0.019558,7.184056,-0.162018,0.001586,0.094214,groovy
0.016464,5.055858,61,-7.555605,0.318143,12.70776,-2.199668,18.45457,3.01536,2.330192,0.26385,3.171514,3.835337,2.69208,0.00605,3.668334,0.575844,0.085995,0.981921,0.000015,3.404754,0.000006,2.688723,8.075329,-0.003992,1.487281,1.219547,1.150571,0.860728,0,3.077317,0.785656,1.661379,1.937621,-0.000006,0.017503,3.085756,-0.123553,0.00079,0.017688,groovy
0.019621,15.20396,1058,-14.5532,-0.744859,13.93906,-1.743276,11.91371,4.373518,2.982961,0.265431,4.534789,4.527678,5.168675,0.046582,7.474859,0.643547,0.103046,1.828014,-0.000008,16.69646,0.000001,5.494896,6.758774,0.00064,0.367371,0.606117,0.552281,-0.097372,-0.000002,0.836853,-0.123041,0.88795,1.007114,-0.000001,0.013064,10.34084,-0.124817,0.000676,0.027063,groovy
0.017245,9.575132,2535,-4.731686,-0.238245,18.43972,1.832158,9.484561,2.485986,3.220836,1.126328,3.176041,2.717674,2.828082,0.00363,15.45033,0.713136,0.135742,0.676861,0.000021,10.88308,0.000007,6.622555,12.23004,-0.00139,1.621735,1.273483,1.305519,-0.237521,-0.000016,1.7659,-0.712525,2.084501,1.474664,-0.000013,0.009157,19.34263,-0.171277,0.001038,0.078988,groovy
0.046692,3.768109,667,-16.32109,-0.557976,13.12472,-1.037975,25.87866,3.606459,3.238318,1.924363,3.364116,3.635803,3.234556,0.009074,3.54364,0.686614,0.118562,1.24498,-0.000005,4.863208,0,4.299457,7.444215,0.001643,0.870895,0.933219,1.460761,0.02704,0.000003,1.503582,0.03442,1.703869,1.827456,-0.000004,0.016749,5.381499,-0.160079,0.001094,0.040989,groovy
0.054032,5.432453,2501,-12.86242,0.06052,13.7357,1.293329,15.52104,3.038712,3.001718,-3.927754,3.067588,3.212976,3.280581,0.00484,3.282101,0.622256,0.126877,1.237013,0.000021,7.950408,-0.000001,5.664446,6.352945,0.000891,0.455425,0.67487,0.596102,0.365681,-0.000003,0.830665,0.353903,0.87852,1.148306,-0.000003,0.013752,6.574735,-0.108751,0.000559,0.052731,groovy
0.044666,2.86579,118,-11.28983,0.427253,22.21086,-3.212727,26.13014,3.081089,3.102439,-0.84854,2.831044,3.08923,3.594686,0.005445,2.586704,0.744658,0.156203,0.476323,-0.000046,5.403112,-0.000007,5.677287,11.42488,-0.000681,1.11286,1.05493,1.391314,-0.004342,0.000002,1.367082,0.095749,1.680162,1.78531,0.000003,0.014463,4.335322,-0.134273,0.001195,0.130884,groovy
0.044866,3.673201,402,-14.33313,0.427947,17.18437,-1.361464,11.75144,3.18042,3.703558,-2.371166,3.201011,3.463013,3.217072,0.027828,5.160051,0.638633,0.112029,1.2961,0.00005,6.007553,0.000007,5.839383,6.671038,0.001063,0.54133,0.735759,0.62592,-0.006352,-0.000002,0.821564,0.047667,1.03565,1.432702,-0.000002,0.011654,6.216931,-0.141424,0.000745,0.027107,groovy
0.013317,4.227968,81,-8.982886,0.569908,11.60969,0.294094,15.20787,2.412726,2.606292,-1.46931,2.602266,3.257936,2.689798,0.005445,3.908228,0.674181,0.12322,1.660013,0.000005,8.699995,0.000004,5.584254,9.166109,-0.000937,0.956019,0.977779,0.882182,0.33839,0.000012,0.952241,0.790043,1.139848,1.132159,0.000011,0.008253,4.034012,-0.150121,0.00072,-0.193445,groovy
0.020999,3.288516,850,-16.18035,0.644627,27.9859,2.435877,23.57718,3.01846,3.589329,2.695275,3.428785,3.837478,4.225241,0.00484,2.047547,0.683995,0.109049,1.655912,0.000012,5.919883,-0.000005,4.434989,10.74842,-0.001453,1.12274,1.059597,1.145304,0.015696,0.000009,2.397168,-0.08727,2.726739,2.236089,-0.000001,0.019122,3.840914,-0.169311,0.000783,0.026261,groovy
0.042901,3.306016,970,-10.62568,0.432649,22.92329,-0.048008,17.63524,3.659061,3.394073,-1.06013,3.885789,3.453429,4.223478,0.005445,6.492905,0.766382,0.190028,0.779081,0.000062,5.649235,0.000013,6.746045,11.96984,0.00187,1.847599,1.359273,1.430213,-0.371234,-0.000005,1.710196,-0.177405,2.341264,1.965536,-0.000007,0.018449,6.631074,-0.188815,0.002057,0.139114,groovy
0.047592,2.004283,179,-9.965527,0.873591,18.90782,-0.082366,13.49525,3.035914,4.200868,4.680973,3.398124,3.006615,4.060525,0.00484,5.945154,0.634697,0.119887,0.930851,0.000057,5.51305,-0.000001,4.716144,8.197123,0.002671,0.702299,0.838042,1.036973,0.775703,-0.000007,1.284043,0.341424,1.356227,1.739318,-0.000003,0.011263,5.861246,-0.104935,0.00075,0.040728,groovy
0.034977,2.529356,969,-10.25116,-0.601349,11.74401,-7.493609,16.2354,3.328796,2.737124,-1.809687,3.497963,2.904789,3.125501,0.021779,4.441314,0.726452,0.154343,1.382119,0.000019,4.367746,0,4.677892,5.997598,0.003151,0.54324,0.737062,0.800198,0.385649,-0.000008,0.926443,0.101032,1.140859,1.420144,-0.000003,0.010099,4.970418,-0.16919,0.001267,0.085046,groovy
0.019179,3.942402,1613,-10.77384,0.312154,14.93523,1.885072,15.9506,2.971559,2.812284,-0.975517,2.895153,3.285052,3.43536,0.006655,5.435456,0.791609,0.158532,1.077568,0.000021,8.83092,0.000011,4.857621,12.32679,-0.00057,1.593364,1.262305,0.831851,0.392928,-0.000005,1.160719,0.021703,1.34628,1.196054,0.000002,0.01216,9.25444,-0.191562,0.001635,0.075048,groovy
0.031254,4.205622,570,-9.938849,-0.001601,13.79289,0.888501,11.24889,3.412789,2.850672,-1.900713,2.959631,3.261156,3.388214,0.006655,7.442766,0.513983,0.092344,0.984771,0.000036,7.863553,-0.000001,5.489196,8.460815,-0.001869,1.166422,1.08001,1.18776,0.668667,-0.000001,1.397919,0.319701,1.554469,1.462379,-0.000004,0.016928,8.044756,-0.109379,0.0006,0.008978,groovy
0.019266,4.503844,391,-13.57738,0.201398,18.03411,0.83571,22.77091,3.203657,5.08503,-3.321813,5.043165,3.653052,4.445131,0.009074,3.14397,0.793698,0.168384,0.544945,0.000017,8.844359,-0.000003,4.17287,12.09809,0.000096,1.469542,1.212272,1.448515,0.000129,0.000005,1.590921,0.004065,1.666952,1.24133,0.000011,0.013738,7.243463,-0.175631,0.001408,0.045058,groovy
0.007739,3.345398,1453,-13.284,-0.752505,12.51474,0.273874,10.67345,3.954727,5.754789,-5.913743,3.231793,5.149829,4.373667,0.016939,10.73661,0.763596,0.226919,1.077107,-0.000002,7.726576,-0.000004,5.755716,7.853618,0.004658,0.583572,0.763967,0.557289,0.012012,0.000003,0.836692,-0.152792,1.044551,1.158767,0.000001,0.01489,14.32411,-0.12295,0.000695,-0.043281,groovy
0.022556,7.431104,7,-5.224252,-0.122931,10.72281,4.599586,21.65668,2.914491,3.260269,-3.341923,2.622882,3.151691,3.310679,0.00605,7.265481,0.735492,0.133964,1.379299,0.000023,12.12081,0.000003,6.901214,7.926738,-0.005847,0.736622,0.858267,0.452976,0.092385,0.000003,0.602706,0.047615,0.798486,0.975972,0.00001,0.004336,4.236454,-0.163383,0.000852,0.088351,groovy
0.046508,4.251458,1378,-12.04151,-0.481575,21.10102,1.422957,18.49306,3.002132,4.539575,-0.472389,2.963726,3.125957,3.35448,0.00484,5.936468,0.632945,0.132514,0.970342,-0.000052,6.948057,-0.000007,5.116,8.657324,0.000698,1.044435,1.021976,1.179241,0.047304,0.000006,1.475008,-0.161793,1.770365,2.089864,-0.000007,0.023148,8.165886,-0.138295,0.000864,0.055516,groovy
0.024504,6.606411,2754,-11.29662,0.494056,13.02697,-6.150228,15.64004,2.580575,2.903921,-0.557604,3.262328,3.514905,4.39075,0.010284,2.270438,0.745239,0.146534,1.325672,0.000017,8.42052,-0.000002,4.32348,8.660264,0.002695,1.320475,1.149142,1.14808,0.39269,0,1.396134,0.560565,1.48779,1.440588,0.000003,0.011584,3.996404,-0.172963,0.001158,0.068678,groovy
0.012074,6.914835,2059,-12.27861,0.051265,14.34457,-1.5093,14.92899,3.403755,3.365398,0.758557,4.429265,3.652515,8.067312,0.007864,5.756902,0.802465,0.139433,2.323101,-0.000003,14.30612,0,6.093354,8.718017,0.000072,0.547148,0.739696,0.890102,0.309054,-0.000004,1.102682,0.36358,1.173875,1.191625,0.000001,0.013638,10.46041,-0.140912,0.000666,0.050855,groovy
0.026548,3.195216,4,-8.919,1.094458,18.81514,-2.560812,15.61796,3.48827,3.68018,-2.725429,3.594888,2.871458,3.802609,0.010889,2.309499,0.670397,0.106081,1.861847,0.000033,4.484016,0.00001,9.249407,9.324863,-0.001428,0.988478,0.994225,0.791282,0.250315,0.000003,0.960016,-0.022519,0.958923,1.290062,0.000001,0.009735,4.395055,-0.115733,0.000502,0.031391,groovy
0.016665,2.987432,2059,-7.390328,-0.290209,15.7196,1.602464,20.42646,2.965652,2.863328,-2.804098,3.796505,2.982306,3.01999,0.020569,4.882266,0.640487,0.124912,0.885877,-0.000003,5.14485,0,4.760647,5.457319,-0.001978,0.373848,0.611436,0.426287,0.128213,-0.000009,0.744988,-0.184811,1.043495,1.181287,-0.000002,0.005894,5.614086,-0.126829,0.000722,0.092915,groovy
0.027736,5.459895,702,-6.763606,0.413549,19.38768,-2.737435,18.87574,3.24905,3.606972,-0.185318,4.403344,3.358044,3.319509,0.007864,5.823322,0.814453,0.201623,0.715232,0.000054,8.775795,-0.000004,6.559717,14.12726,-0.003955,1.89078,1.375068,1.189549,-0.106495,0.000003,1.453962,0.124358,1.604787,1.985553,0,0.013396,7.780673,-0.180077,0.00162,0.146241,groovy
