@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_F# numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_LowBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_PeriodicCentroid1 numeric

@data

0.130734,0.091893,0.428921,0.382394,0.349017,0.590857,1.993354,0.02937,0.923458,0.30584,0.627157,0.899012,0.971377,0.214013,0.210455,0.175783,0.189539,0.163823,0.038509,0.038662,0.225645,0.198848,0.181645,0.242769,0.538599,0.116817,0.098304,0.104991,0.318013,0.097528,0.000175,0.026415,15801.432154,70.436231,50.75,0.624237,1.007921,0.001122,0.560805
0.125885,0.097127,0.414713,0.46483,0.43412,0.62349,2.064131,0.043316,1.248931,0.296192,0.57293,1.040202,0.794861,0.251915,0.225268,0.206895,0.188502,0.167932,0.038434,0.062658,0.317978,0.287421,0.19954,0.333764,0.555256,0.114433,0.145449,0.081607,0.145285,0.091728,0.000106,0.040821,7580.080056,70.433405,51.5,0.615058,1.012616,0.001544,0.560109
0.15508,0.092087,0.451298,0.427427,0.421157,0.674562,2.002063,0.030393,1.485856,0.285629,0.505676,0.811361,1.08926,0.194644,0.207063,0.191432,0.192698,0.179898,0.037824,0.071214,0.336059,0.198737,0.174473,0.212889,0.467422,0.094292,0.084048,0.075472,0.19728,0.08145,0.000123,0.037061,10478.729031,53.962363,102.5,0.568329,1.006507,0.00112,0.522726
0.113303,0.078119,0.425081,0.487191,0.470523,0.628975,2.005661,0.024628,0.881876,0.293896,0.568554,0.748194,0.806383,0.217505,0.197345,0.174486,0.17065,0.136165,0.048462,0.029183,0.213582,0.127105,0.164745,0.255846,0.484229,0.098547,0.081597,0.084695,0.157318,0.079269,0.000127,0.037243,14953.117212,78.098764,55,0.570442,1.005732,0.000997,0.52925
0.179498,0.089163,0.467146,0.44209,0.425129,0.589832,1.975145,0.040953,0.905633,0.283143,0.620154,0.803606,0.825988,0.237338,0.209055,0.185124,0.188557,0.174391,0.040046,0.086732,0.307833,0.325735,0.18904,0.293852,0.630558,0.115628,0.135401,0.112349,0.48083,0.197631,0.000188,0.042406,7961.079349,47.006972,51,0.572565,1.004915,0.000984,0.515701
0.146241,0.089125,0.447876,0.437365,0.384905,0.598325,1.98795,0.032544,1.143388,0.284639,0.620171,0.968608,0.869226,0.230585,0.235568,0.203407,0.193451,0.174496,0.037849,0.062219,0.246927,0.307563,0.18783,0.231185,0.678458,0.10159,0.100149,0.095475,0.240743,0.120601,0.000124,0.030789,10768.285916,27.936115,61.25,0.621016,1.007539,0.001447,0.478442
0.23016,0.091842,0.42862,0.404908,0.41001,0.623928,2.030028,0.040584,1.177529,0.282205,0.587003,0.797986,0.886807,0.214726,0.2001,0.176773,0.187316,0.176193,0.054596,0.058511,0.244707,0.191402,0.176681,0.222692,0.598979,0.092821,0.103656,0.099601,0.386191,0.085126,0.000207,0.024955,9902.223443,84.568064,63.75,0.493792,1.011926,0.001787,0.374326
0.135585,0.084346,0.417399,0.4778,0.432454,0.618067,2.02301,0.027456,1.133661,0.29227,0.482965,0.881234,0.731204,0.226568,0.205598,0.195416,0.181715,0.153267,0.033393,0.053298,0.296258,0.199632,0.175845,0.241563,0.545783,0.098913,0.079136,0.065191,0.124577,0.092536,0.000044,0.024832,7630.912417,44.42138,62.5,0.54467,1.007469,0.001134,0.449038
0.077898,0.081838,0.361997,0.48205,0.500761,0.528661,1.962138,0.030838,0.913188,0.294532,0.504008,0.76814,0.664411,0.19971,0.189738,0.158096,0.153076,0.143485,0.020197,0.037127,0.437598,0.28527,0.175293,0.260179,0.758049,0.100987,0.12835,0.098377,0.603627,0.109572,0.000022,0.027422,7310.200305,12.838444,86.75,0.554006,1.003997,0.000934,0.460501
0.16887,0.094139,0.323256,0.43576,0.404792,0.607613,1.997122,0.036054,1.240892,0.298403,0.58144,0.930572,0.814637,0.213636,0.222107,0.196653,0.20063,0.170904,0.059148,0.064893,0.322455,0.554962,0.178964,0.229376,0.704709,0.09222,0.103612,0.126453,0.169905,0.236379,0.000231,0.031429,13524.37646,49.853954,71.5,0.617065,1.008651,0.001575,0.387827
0.144259,0.083531,0.488782,0.487714,0.453833,0.598503,1.979339,0.032137,0.890652,0.278786,0.535367,0.733123,0.782877,0.215178,0.20487,0.178548,0.156539,0.146841,0.044404,0.070206,0.351864,0.201827,0.171578,0.247209,0.493566,0.101534,0.086049,0.092239,0.487913,0.078299,0.000085,0.044227,13556.9025,56.816372,69,0.510139,1.006995,0.001147,0.49655
0.241936,0.086091,0.586554,0.435813,0.394473,0.652735,2.010205,0.029638,0.64719,0.282944,0.49912,0.66409,0.680071,0.206449,0.171635,0.147013,0.158191,0.130821,0.043386,0.06204,0.150418,0.17176,0.174019,0.228077,0.325011,0.101263,0.091294,0.076023,0.109059,0.071921,0.000321,0.033802,16644.153802,111.793532,63.5,0.49673,1.009096,0.001353,0.38469
0.24305,0.090977,0.510275,0.50031,0.297879,0.718846,1.981015,0.033827,1.209205,0.280947,0.615654,0.700208,0.791862,0.227848,0.196868,0.165793,0.160125,0.147731,0.043581,0.108023,0.47916,0.140246,0.171519,0.270676,0.481824,0.099461,0.101877,0.103195,0.237658,0.054796,0.000074,0.042905,9183.397241,66.167458,57.5,0.544466,1.009498,0.001414,0.456584
0.117835,0.088359,0.508572,0.449198,0.419721,0.610193,2.009533,0.0378,1.189965,0.281227,0.559701,0.825448,0.869833,0.208968,0.204938,0.169005,0.176807,0.14937,0.022835,0.076261,0.274213,0.232145,0.182373,0.2836,0.523405,0.10571,0.10545,0.080264,0.154214,0.09572,0.000782,0.042851,11548.552648,75.513324,55.5,0.537626,1.009512,0.001336,0.525305
0.272135,0.086736,0.4362,0.431938,0.425685,0.681411,2.024724,0.031664,0.774047,0.288157,0.59488,0.761046,0.824608,0.221877,0.200825,0.179442,0.167125,0.150817,0.0449,0.060959,0.274497,0.143598,0.177631,0.255734,0.400506,0.09544,0.084475,0.078462,0.108777,0.06964,0.000031,0.035321,12166.612614,45.466782,92.5,0.612129,1.004718,0.001104,0.495838
0.206033,0.081381,0.52388,0.456833,0.422472,0.626929,2.000852,0.025296,0.838113,0.287008,0.577287,0.743791,0.837707,0.21135,0.188355,0.161624,0.163243,0.140937,0.038882,0.069288,0.265786,0.143565,0.185365,0.230387,0.370194,0.105583,0.085022,0.073857,0.198777,0.084733,0.000264,0.031952,16576.825459,65.732828,62.5,0.563374,1.005252,0.001044,0.454051
0.196505,0.081806,0.41061,0.411342,0.407577,0.654575,1.999843,0.028346,0.878337,0.278809,0.626494,0.794783,0.870465,0.219393,0.215317,0.180267,0.167649,0.163004,0.04624,0.049966,0.366793,0.163122,0.17962,0.236112,0.609762,0.094984,0.110037,0.109309,0.193605,0.088421,0.000108,0.024977,11730.998268,89.558451,101.75,0.569584,1.008398,0.001238,0.561381
0.406046,0.091739,0.328208,0.511202,0.480238,0.539104,1.977706,0.040398,1.286429,0.296324,0.659172,0.85417,0.732479,0.264558,0.201456,0.17223,0.177388,0.162595,0.051528,0.153163,0.480139,0.260371,0.201904,0.351147,0.611951,0.133551,0.104955,0.09672,0.401914,0.101783,0.000277,0.038982,6772.702537,53.321087,60,0.578115,1.008466,0.001197,0.465102
0.209737,0.093418,0.387024,0.439541,0.436007,0.604854,1.994163,0.039333,1.285049,0.295242,0.612647,1.110799,0.85489,0.232775,0.226728,0.196689,0.191058,0.184466,0.04522,0.071403,0.326465,0.288197,0.173759,0.241004,0.456013,0.111334,0.091164,0.089203,0.275343,0.148335,0.000302,0.043965,13165.905419,67.004406,52.5,0.554995,1.007214,0.001069,0.533021
0.243991,0.095186,0.48625,0.457693,0.408135,0.648901,2.025267,0.038382,1.2977,0.28945,0.660612,0.885667,0.844682,0.229086,0.217279,0.196148,0.180346,0.16105,0.067059,0.089957,0.372881,0.143469,0.168404,0.259393,0.523954,0.099434,0.101397,0.091489,0.182192,0.195308,0.000534,0.032343,7118.127457,91.465408,55,0.499268,1.021118,0.002263,0.529008
0.125609,0.083158,0.318833,0.243363,0.208646,0.589573,1.887706,0.029209,0.723154,0.285867,0.545651,0.855458,0.954851,0.212985,0.18728,0.155451,0.152012,0.135608,0.036537,0.062253,0.567492,0.618097,0.207749,0.391757,0.601162,0.135333,0.155605,0.102459,0.329884,0.304892,0.000079,0.054305,7021.719779,16.591128,91.5,0.559422,1.002309,0.000813,0.505232
0.076771,0.081053,0.413604,0.481515,0.465725,0.610627,2.027715,0.029654,1.060746,0.281535,0.605378,0.906396,0.912885,0.236913,0.214396,0.157313,0.149873,0.148431,0.03355,0.039324,0.338625,0.256495,0.173416,0.284441,0.55417,0.100464,0.117754,0.07915,0.251504,0.1123,0.000087,0.034925,11085.390246,27.327477,64,0.557083,1.004492,0.001028,0.446996
0.117835,0.088359,0.508572,0.449198,0.419721,0.610193,2.009533,0.0378,1.189965,0.281227,0.559701,0.825448,0.869833,0.208968,0.204938,0.169005,0.176807,0.14937,0.022835,0.076261,0.274213,0.232145,0.182373,0.2836,0.523405,0.10571,0.10545,0.080264,0.154214,0.09572,0.000782,0.042851,11548.552648,75.513324,55.5,0.537626,1.009512,0.001336,0.525305
0.157297,0.080767,0.492297,0.487195,0.456541,0.603823,1.987459,0.030087,0.874244,0.288047,0.55467,0.970138,0.774906,0.21275,0.198577,0.168102,0.167835,0.134482,0.031422,0.043382,0.193675,0.261657,0.172265,0.214117,0.428129,0.105804,0.087332,0.076131,0.216565,0.101513,0.000146,0.031153,18075.459785,77.374899,66,0.539741,1.006426,0.001026,0.451024
0.104444,0.092822,0.406381,0.452512,0.411653,0.528236,1.961851,0.039023,1.297696,0.285264,0.504598,0.979719,0.793948,0.229637,0.213399,0.190383,0.183834,0.146539,0.040177,0.036729,0.433513,0.185209,0.197571,0.255632,0.386076,0.101855,0.100271,0.091047,0.355327,0.078125,0.000073,0.031585,9629.969495,59.950539,52.25,0.580198,1.01145,0.001379,0.560019
0.225102,0.096395,0.505395,0.275202,0.203747,0.640335,1.871648,0.041692,1.245819,0.286886,0.609064,0.845932,0.865777,0.238902,0.2381,0.210369,0.194831,0.172367,0.05181,0.060514,0.314413,0.147787,0.182326,0.238291,0.507755,0.09524,0.110325,0.102086,0.351472,0.097944,0.000069,0.044529,13633.026182,45.580285,59,0.594547,1.007274,0.001408,0.386767
0.23206,0.09481,0.343649,0.254026,0.287511,0.580718,2.023178,0.033747,1.433132,0.290829,0.735632,0.875639,0.954004,0.26171,0.199768,0.189468,0.184541,0.17437,0.052621,0.130808,0.542874,0.322234,0.201111,0.284474,0.501564,0.101449,0.11589,0.100333,0.359072,0.133001,0.000248,0.050193,8114.544205,52.51036,52.5,0.569035,1.007092,0.001237,0.521359
0.17032,0.088135,0.37693,0.494052,0.456679,0.620185,1.992625,0.040429,1.055775,0.275461,0.574365,0.879258,0.938739,0.247451,0.221355,0.201545,0.198156,0.155888,0.055023,0.067451,0.210433,0.217541,0.188511,0.243691,0.507944,0.098669,0.08752,0.092308,0.235341,0.097984,0.000207,0.043831,10029.53132,70.795079,50,0.724082,1.013779,0.00208,0.662109
0.182603,0.080314,0.449134,0.416726,0.371278,0.64112,1.97725,0.025867,0.927988,0.280661,0.564493,0.857323,0.676437,0.217453,0.200993,0.185456,0.171407,0.138233,0.038404,0.086466,0.423223,0.168204,0.18701,0.235102,0.445356,0.115335,0.114833,0.091339,0.23516,0.069628,0.00002,0.027199,10995.072602,37.210449,64.5,0.556454,1.005355,0.001014,0.459506
0.158635,0.089357,0.353199,0.39142,0.374926,0.598531,2.010175,0.033437,1.318901,0.290691,0.653668,1.154942,0.942244,0.235066,0.23253,0.203946,0.196716,0.174545,0.054196,0.058009,0.318327,0.225624,0.204833,0.282264,0.716812,0.107792,0.121361,0.099552,0.332982,0.145148,0.000421,0.037403,9475.949812,87.991494,51,0.613315,1.015194,0.001771,0.615888
0.246168,0.081694,0.417635,0.395715,0.375473,0.611931,1.964256,0.026202,0.769724,0.279792,0.524242,0.742898,0.607644,0.201519,0.196652,0.166401,0.158955,0.147356,0.043969,0.058317,0.345415,0.35179,0.184731,0.221662,0.492768,0.099295,0.117789,0.078692,0.515641,0.119538,0.000193,0.039892,12269.273558,29.789965,61.5,0.570489,1.004332,0.000953,0.465775
0.194424,0.085971,0.450003,0.472931,0.438922,0.644949,1.989214,0.031002,0.788758,0.276221,0.551372,0.813209,0.789289,0.224629,0.200079,0.172831,0.168669,0.150616,0.040383,0.034567,0.322284,0.129706,0.169721,0.252358,0.440973,0.109463,0.101959,0.085181,0.196201,0.106745,0.000079,0.027381,13818.641032,83.632874,68,0.520802,1.009744,0.001494,0.47193
0.140995,0.080856,0.44327,0.479623,0.433332,0.605161,1.982803,0.027282,0.959663,0.292048,0.560477,0.871545,0.798436,0.221204,0.201582,0.175484,0.168591,0.146232,0.041173,0.059421,0.29994,0.216579,0.197481,0.26233,0.523119,0.115337,0.097369,0.104277,0.25925,0.09005,0.000089,0.036452,15716.830318,36.928743,66.25,0.632429,1.005332,0.001119,0.54011
0.167158,0.089719,0.410758,0.439211,0.392026,0.584346,1.966972,0.039836,1.428424,0.294009,0.586159,0.826029,0.922235,0.220946,0.214994,0.180992,0.168711,0.161022,0.056415,0.082792,0.410314,0.43163,0.201345,0.247439,0.538971,0.170812,0.111107,0.110469,0.360103,0.145171,0.00043,0.036657,7727.1659,29.425703,71.25,0.656094,1.003234,0.000936,0.507785
0.249331,0.088511,0.40173,0.459033,0.4591,0.620301,2.044958,0.041892,1.272632,0.255641,0.469413,0.817276,0.826754,0.209347,0.210944,0.218014,0.189725,0.147554,0.044974,0.047621,0.134203,0.136353,0.177266,0.225289,0.461937,0.11609,0.098101,0.071056,0.110979,0.057889,0.000132,0.027659,16222.861465,113.748942,64,0.524349,1.010453,0.001474,0.413898
0.202026,0.086162,0.408169,0.367156,0.318183,0.63513,1.965628,0.032559,0.910537,0.289818,0.506983,0.689435,0.7331,0.243317,0.215582,0.181922,0.163493,0.163342,0.050078,0.06605,0.216091,0.168525,0.188933,0.240713,0.540861,0.112628,0.10299,0.117743,0.193117,0.095587,0.00004,0.037678,8560.764039,52.530282,61.5,0.579899,1.009041,0.001191,0.456108
0.250618,0.092319,0.435385,0.436444,0.428629,0.642866,2.020026,0.03497,0.922337,0.301843,0.5688,0.871063,0.828579,0.241715,0.225522,0.191901,0.188245,0.153629,0.064342,0.112751,0.266634,0.272071,0.182648,0.244695,0.53502,0.107084,0.11355,0.084227,0.212089,0.165727,0.000018,0.034654,5505.161868,58.238645,64.5,0.544564,1.008552,0.001482,0.408827
0.212483,0.091286,0.428248,0.484095,0.457893,0.670476,2.020368,0.03747,1.326081,0.298629,0.756334,0.901437,0.764446,0.220459,0.228122,0.199691,0.187482,0.160604,0.045338,0.083836,0.216392,0.187453,0.174668,0.261067,0.557764,0.105835,0.092702,0.070746,0.161551,0.103651,0.000113,0.033321,13487.150743,89.177485,61.5,0.555365,1.010343,0.001413,0.446695
0.192364,0.097063,0.48679,0.401663,0.232524,0.590406,1.940438,0.036646,1.168282,0.264337,0.446406,0.77258,0.87249,0.238976,0.190903,0.160875,0.184945,0.158945,0.035753,0.032094,0.170302,0.122957,0.157319,0.258158,0.485172,0.102152,0.077691,0.078289,0.157424,0.057573,0.000155,0.018725,8989.634935,70.091816,61.25,0.549526,1.014988,0.001836,0.397656
0.282728,0.078513,0.479363,0.380309,0.245531,0.657712,1.950739,0.024158,0.683387,0.28614,0.583258,0.721463,0.790471,0.213451,0.187451,0.16782,0.155302,0.133584,0.046933,0.086316,0.416058,0.329221,0.187792,0.210744,0.560171,0.101516,0.118705,0.087852,0.206781,0.135574,0.000017,0.03707,7732.38207,17.588003,82.25,0.584923,1.00348,0.000866,0.467621
0.141248,0.088771,0.330188,0.4257,0.410504,0.586633,2.015484,0.036303,1.121772,0.284315,0.465626,0.794512,0.709367,0.237785,0.204397,0.184535,0.18379,0.153997,0.034482,0.047431,0.422437,0.554194,0.161521,0.2528,0.629247,0.103307,0.137816,0.119621,0.343457,0.161688,0.000375,0.044798,9946.569563,76.26515,60,0.530336,1.012221,0.001651,0.434257
0.316302,0.082325,0.422473,0.445791,0.384816,0.675623,1.984317,0.026803,0.941217,0.295643,0.689684,0.986172,0.821915,0.224731,0.230959,0.185901,0.178163,0.149072,0.059183,0.06097,0.20076,0.10163,0.17192,0.236408,0.444943,0.099716,0.078693,0.069645,0.107144,0.08776,0.000046,0.024565,13268.301039,60.588698,51,0.595751,1.006562,0.001193,0.57459
0.205323,0.075794,0.437261,0.480936,0.38666,0.666692,1.953054,0.024246,0.79152,0.2884,0.537683,0.648509,0.818296,0.212056,0.185863,0.166612,0.173709,0.136626,0.050553,0.082474,0.294932,0.194647,0.169172,0.233541,0.608728,0.100501,0.085308,0.089637,0.28677,0.083064,0.000146,0.032801,15735.98314,93.878557,86,0.583164,1.005778,0.001073,0.485806
0.244035,0.089483,0.463842,0.373544,0.324745,0.645545,1.86988,0.036884,1.079013,0.279669,0.518529,0.873535,0.970285,0.226933,0.205912,0.178952,0.190324,0.161764,0.042362,0.05522,0.398541,0.314325,0.190819,0.264221,0.493557,0.098152,0.117012,0.092896,0.298022,0.086947,0.000035,0.030955,12555.972167,71.617946,60,0.534724,1.009147,0.001217,0.452748
0.296762,0.079535,0.4876,0.436528,0.409521,0.676857,1.958191,0.024529,0.827441,0.296297,0.546359,0.893903,0.756154,0.211512,0.212527,0.176055,0.176178,0.127844,0.037254,0.050841,0.242936,0.136066,0.171085,0.250886,0.442494,0.09359,0.096005,0.088641,0.210242,0.065771,0.000021,0.031381,15283.807711,35.355765,71.25,0.594815,1.003699,0.000955,0.527257
0.118735,0.087417,0.56759,0.426352,0.423717,0.668028,1.993829,0.033978,1.119215,0.298462,0.562021,0.782981,0.778375,0.213362,0.194308,0.153395,0.149078,0.161531,0.039388,0.039911,0.354715,0.309565,0.185195,0.232923,0.530613,0.10225,0.088009,0.116095,0.204465,0.070452,0.000186,0.034333,7617.649531,55.614913,57,0.503022,1.008711,0.001424,0.553055
0.321286,0.083102,0.501558,0.484909,0.442241,0.661352,1.977348,0.027456,1.066265,0.291263,0.639168,0.889288,0.92009,0.226756,0.206217,0.166386,0.166149,0.134957,0.080774,0.069567,0.334924,0.27415,0.18313,0.250652,0.459116,0.096788,0.085568,0.080741,0.440827,0.107542,0.00006,0.032067,8067.549366,38.396532,52,0.567281,1.005894,0.001074,0.538702
0.209737,0.093418,0.387024,0.439541,0.436007,0.604854,1.994163,0.039333,1.285049,0.295242,0.612647,1.110799,0.85489,0.232775,0.226728,0.196689,0.191058,0.184466,0.04522,0.071403,0.326465,0.288197,0.173759,0.241004,0.456013,0.111334,0.091164,0.089203,0.275343,0.148335,0.000302,0.043965,13165.905419,67.004406,52.5,0.554995,1.007214,0.001069,0.533021
0.163994,0.085311,0.427185,0.402229,0.421956,0.652277,2.015014,0.027667,0.717869,0.284349,0.550735,0.771608,0.861167,0.232194,0.202804,0.176715,0.169327,0.149393,0.033274,0.072513,0.285753,0.296569,0.184442,0.262617,0.479136,0.109542,0.073531,0.074796,0.468506,0.094627,0.000194,0.025567,14710.293812,56.375738,62.5,0.567285,1.005923,0.001031,0.457085
0.144438,0.08229,0.418809,0.44826,0.427955,0.610622,1.997323,0.026285,0.756966,0.301729,0.543139,0.810678,0.902472,0.215955,0.203314,0.174085,0.172137,0.147934,0.033049,0.060594,0.300351,0.223887,0.172209,0.238855,0.872206,0.098164,0.094184,0.100714,0.213672,0.095211,0.000199,0.035946,13310.056284,59.314267,60.5,0.559278,1.007131,0.001113,0.459204
0.195305,0.087998,0.400391,0.39554,0.359449,0.628433,1.996479,0.032604,1.208918,0.284123,0.598087,0.858369,0.76558,0.234259,0.209575,0.185799,0.169446,0.155959,0.05261,0.065236,0.289406,0.254945,0.174031,0.263846,0.480942,0.102073,0.093633,0.079825,0.245245,0.140166,0.000084,0.037619,7308.833121,25.938268,52.5,0.640418,1.00537,0.001009,0.519805
0.169615,0.086581,0.444108,0.479611,0.458079,0.631923,2.044285,0.032973,1.040046,0.283235,0.572058,0.732482,0.77325,0.215065,0.193447,0.167979,0.166252,0.139054,0.041779,0.070712,0.259311,0.174542,0.168088,0.258286,0.510218,0.09931,0.083292,0.077998,0.236046,0.08574,0.000111,0.031002,12220.439732,58.646453,60,0.569754,1.008392,0.00123,0.484222
0.213316,0.084023,0.366219,0.438281,0.417182,0.63858,1.993555,0.027961,1.170361,0.292342,0.547629,0.954617,0.856446,0.226342,0.207054,0.169978,0.15944,0.151943,0.057037,0.061763,0.677404,0.378254,0.176226,0.304032,0.871992,0.105432,0.097458,0.152596,0.294019,0.168071,0.000048,0.029942,6816.816545,17.841756,64.5,0.725547,1.008339,0.001583,0.555027
0.223191,0.080373,0.403106,0.479246,0.427873,0.635463,1.981969,0.025579,0.827716,0.264283,0.590718,0.769755,0.69624,0.196464,0.171788,0.149072,0.142149,0.122477,0.039409,0.080968,0.175401,0.168639,0.22712,0.386423,0.779896,0.201919,0.237952,0.202443,0.526762,0.084744,0.000006,0.040242,3944.2683,11.543695,92.5,0.604949,1.003997,0.000999,0.510778
0.059799,0.086209,0.487675,0.470828,0.383387,0.595843,1.946235,0.029574,0.844583,0.300423,0.538001,0.702204,0.789447,0.197417,0.182727,0.154041,0.148846,0.124304,0.031202,0.030439,0.398819,0.523846,0.174925,0.225521,0.516132,0.101586,0.106756,0.097426,0.27836,0.073498,0.000179,0.040665,12372.558236,27.121159,94,0.599221,1.003974,0.000988,0.470887
0.28624,0.086877,0.494202,0.420388,0.396495,0.631043,2.016629,0.030377,1.125302,0.29684,0.720666,0.773103,0.687171,0.222151,0.201167,0.175424,0.167715,0.132326,0.054182,0.079465,0.228587,0.184094,0.180661,0.218097,0.452065,0.099839,0.079209,0.096223,0.265832,0.09135,0.000217,0.031084,14283.681883,78.704256,50,0.623686,1.006021,0.001076,0.574128
0.182062,0.089963,0.41743,0.424913,0.403514,0.63008,1.971458,0.033315,0.967184,0.258529,0.604778,0.786822,0.913962,0.192875,0.190424,0.179035,0.164348,0.145163,0.047445,0.045303,0.344512,0.384047,0.180331,0.253493,0.659932,0.09845,0.130786,0.11085,0.201344,0.157749,0.000061,0.039022,9267.734736,68.451208,66.25,0.531792,1.012965,0.001831,0.381148
0.229241,0.08572,0.503399,0.423731,0.385873,0.628849,1.970232,0.03312,0.769663,0.278585,0.50875,0.614368,0.780495,0.205247,0.186907,0.15853,0.16491,0.148347,0.043283,0.083014,0.197505,0.200266,0.170736,0.221556,0.603797,0.096618,0.095666,0.092768,0.251691,0.14046,0.000014,0.035098,5685.635373,35.551369,59.25,0.532694,1.010692,0.0014,0.441776
0.101383,0.085728,0.392175,0.438714,0.402166,0.607961,2.022939,0.029987,1.042853,0.291811,0.562337,0.811458,0.769875,0.206148,0.199103,0.191,0.189188,0.17118,0.033835,0.049218,0.221622,0.129545,0.181952,0.23239,0.408756,0.09537,0.101113,0.070857,0.12307,0.088945,0.000043,0.038514,12716.940728,48.874399,55,0.53275,1.006921,0.001136,0.534083
0.128895,0.081318,0.450879,0.282061,0.214415,0.592182,1.884026,0.024366,0.636061,0.286999,0.623366,0.864921,0.787799,0.223339,0.207335,0.166449,0.158484,0.126708,0.031721,0.032776,0.341155,0.430965,0.174596,0.296082,0.496908,0.097546,0.102563,0.071357,0.263871,0.096272,0.000014,0.044146,8976.189708,20.683047,79.5,0.625973,1.003884,0.000935,0.495271
0.116522,0.094652,0.360574,0.486297,0.486164,0.611648,1.991899,0.043527,1.504117,0.296069,0.629803,0.879856,0.833483,0.247814,0.228312,0.200801,0.197514,0.19183,0.039195,0.056081,0.455368,0.259877,0.187506,0.271059,0.69591,0.106655,0.123959,0.112011,0.473983,0.184448,0.000207,0.042502,10852.853502,34.290346,65.5,0.721832,1.008176,0.001746,0.60112
0.146918,0.086607,0.417497,0.532972,0.534557,0.496212,1.983819,0.035634,1.272687,0.302573,0.562084,1.125503,0.713745,0.213398,0.234994,0.185252,0.18417,0.150392,0.036311,0.125506,0.598276,0.71693,0.194681,0.306297,0.708131,0.1751,0.159782,0.143512,0.3299,0.144142,0.000021,0.044918,5038.584624,9.837312,91,0.575782,1.002804,0.000847,0.485067
0.11456,0.088027,0.314253,0.454623,0.333446,0.578807,1.946348,0.033645,0.932073,0.285197,0.535677,0.7237,0.915755,0.217888,0.204959,0.173907,0.148447,0.162819,0.032673,0.035988,0.512484,0.237654,0.175542,0.257102,0.532888,0.092838,0.087267,0.084075,0.256945,0.087115,0.000044,0.035856,6902.787472,37.431676,99.25,0.669785,1.008405,0.001431,0.590533
0.138597,0.088847,0.368562,0.42939,0.411261,0.575345,1.948461,0.039027,1.212817,0.293126,0.579355,0.763953,0.766862,0.23772,0.209662,0.192902,0.167569,0.179776,0.035921,0.038574,0.34796,0.112829,0.186144,0.254803,0.507353,0.111494,0.089231,0.07542,0.361071,0.075298,0.000124,0.03937,14996.478429,50.761369,61.25,0.542273,1.006662,0.001132,0.44075
0.1701,0.08645,0.341623,0.413391,0.372587,0.615626,1.93237,0.032805,1.084853,0.284513,0.644283,0.921578,0.993048,0.222587,0.213327,0.193126,0.185348,0.175188,0.052866,0.041436,0.30122,0.222181,0.185932,0.241219,0.705616,0.09268,0.090916,0.143476,0.257544,0.101679,0.000081,0.033007,8640.143572,42.913654,57.25,0.535832,1.009598,0.001329,0.475205
0.274966,0.077676,0.537953,0.478954,0.443509,0.676304,1.98627,0.023853,0.585601,0.290399,0.497444,0.647411,0.618117,0.195958,0.179121,0.146955,0.13707,0.115519,0.029593,0.042835,0.204774,0.14166,0.18654,0.206414,0.450412,0.104216,0.091917,0.0816,0.195408,0.066686,0.000159,0.022361,28670.121066,79.87417,72,0.586069,1.003256,0.000847,0.514128
0.23206,0.09481,0.343649,0.254026,0.287511,0.580718,2.023178,0.033747,1.433132,0.290829,0.735632,0.875639,0.954004,0.26171,0.199768,0.189468,0.184541,0.17437,0.052621,0.130808,0.542874,0.322234,0.201111,0.284474,0.501564,0.101449,0.11589,0.100333,0.359072,0.133001,0.000248,0.050193,8114.544205,52.51036,52.5,0.569035,1.007092,0.001237,0.521359
0.165792,0.100017,0.52834,0.464956,0.452935,0.645886,1.997691,0.05056,1.098,0.277025,0.578031,0.734447,0.77887,0.220199,0.20952,0.188308,0.160977,0.159104,0.048404,0.043848,0.176071,0.125535,0.176205,0.23279,0.388044,0.101696,0.085616,0.072831,0.238063,0.074263,0.000203,0.038722,10330.95634,114.931778,60,0.468261,1.016238,0.002105,0.435241
0.102273,0.080328,0.330333,0.378339,0.353368,0.587205,1.962095,0.025429,0.650036,0.276071,0.613721,0.834706,0.83191,0.210892,0.200414,0.160271,0.174399,0.156962,0.028731,0.032923,0.259557,0.216727,0.176588,0.238552,0.479287,0.111229,0.103179,0.083716,0.166757,0.098625,0.000168,0.032902,14796.847126,30.66605,80.75,0.571272,1.003722,0.00094,0.501879
0.14408,0.085948,0.500845,0.467361,0.403336,0.647602,1.994345,0.027357,1.1718,0.286442,0.583296,0.751438,0.792189,0.207058,0.191934,0.173033,0.159135,0.137799,0.036512,0.064607,0.365928,0.152964,0.171544,0.229652,0.49712,0.103098,0.093234,0.095775,0.435264,0.069238,0.000019,0.033092,10029.74496,20.002714,71,0.594449,1.004534,0.001042,0.433634
