@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_F# numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_LowBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute BeatHisto_PeriodicCentroid1 numeric

@data

0.113236,0.085594,0.44118,0.42578,0.39568,0.650574,2.032861,0.032675,0.999105,0.291684,0.60893,0.924865,0.738955,0.214671,0.213756,0.169692,0.162567,0.146349,0.03484,0.064798,0.352325,0.203786,0.196324,0.246098,0.641434,0.112909,0.103063,0.081533,0.232378,0.077545,0.000228,0.033098,11982.727886,24.937183,56.75,0.581632,1.00814,0.001333,0.461438
0.04678,0.08029,0.512592,0.477376,0.48937,0.582416,1.960541,0.028022,0.719651,0.289934,0.627487,0.804556,0.762652,0.212399,0.194838,0.159714,0.148633,0.118896,0.032037,0.034538,0.643379,0.213007,0.194749,0.294449,0.51005,0.115994,0.082091,0.092424,0.370223,0.090308,0.0002,0.028197,8610.448706,25.79419,52,0.587688,1.005083,0.000884,0.483918
0.119478,0.080557,0.417631,0.441038,0.398196,0.617073,1.942311,0.025637,0.837477,0.292873,0.495948,0.751642,0.758169,0.226797,0.212265,0.179272,0.169274,0.145221,0.026411,0.039546,0.247097,0.316931,0.185322,0.241853,0.509515,0.099685,0.101196,0.070858,0.210757,0.102002,0.000046,0.024214,10516.812337,27.771104,57,0.565679,1.003359,0.000871,0.522789
0.151095,0.080471,0.383825,0.430837,0.417666,0.59221,1.957993,0.026552,0.904975,0.276356,0.503901,0.875321,0.706307,0.211072,0.189457,0.16458,0.165689,0.137562,0.028978,0.028859,0.278358,0.263207,0.171873,0.269321,0.657861,0.098112,0.098958,0.08466,0.269939,0.080966,0.00005,0.035036,12847.094207,63.164182,79,0.549573,1.007013,0.001144,0.520882
0.145141,0.081871,0.374787,0.466706,0.461502,0.539496,1.990767,0.030739,0.84074,0.281484,0.663836,0.760497,0.955335,0.216518,0.220631,0.179156,0.171811,0.144157,0.040269,0.105959,0.233279,0.240968,0.188567,0.315101,0.545817,0.119754,0.094242,0.109773,0.207119,0.09291,0.000327,0.035999,11062.508422,50.630129,59,0.613727,1.009966,0.00171,0.387518
0.098378,0.088165,0.477281,0.457518,0.423676,0.58854,1.970054,0.034648,0.875462,0.287038,0.538364,0.836585,0.825784,0.211812,0.189049,0.171579,0.167866,0.151969,0.027443,0.031155,0.412051,0.212679,0.166055,0.220994,0.381514,0.126234,0.103077,0.083134,0.21439,0.087688,0.000146,0.024166,14157.408859,88.832217,62.5,0.533339,1.009712,0.001356,0.399427
0.053804,0.088649,0.42651,0.459835,0.443934,0.573048,1.983084,0.034622,0.962549,0.292322,0.669128,0.848586,0.745507,0.242989,0.218545,0.186103,0.185401,0.175346,0.032737,0.038997,0.314746,0.259307,0.207751,0.333666,0.732494,0.126424,0.163447,0.106018,0.272326,0.186764,0.000038,0.043257,5227.466239,11.18799,59.5,0.609179,1.007008,0.001524,0.4107
0.162442,0.088254,0.416328,0.409826,0.404343,0.575296,1.972223,0.034301,1.139362,0.297386,0.636601,0.876381,0.784597,0.209225,0.200411,0.167375,0.16682,0.151896,0.030471,0.040479,0.337522,0.294808,0.17596,0.241297,0.503821,0.102391,0.100824,0.103762,0.267871,0.131709,0.000235,0.038308,15797.152916,70.554099,65,0.565338,1.007001,0.001047,0.455614
0.229123,0.080468,0.422491,0.461926,0.422547,0.657538,1.968097,0.026558,0.798277,0.281465,0.592367,0.746595,0.94166,0.229382,0.196599,0.185936,0.17929,0.144998,0.044287,0.053327,0.288504,0.151062,0.188643,0.266268,0.515789,0.104508,0.102925,0.1036,0.182084,0.09085,0.000082,0.039068,20317.416497,73.041998,60,0.580936,1.005504,0.000978,0.486755
0.177489,0.088571,0.397798,0.390888,0.302302,0.610124,1.956792,0.02833,1.255023,0.300427,0.571466,0.83223,0.877959,0.225805,0.220989,0.193141,0.174376,0.13992,0.06301,0.046221,0.282904,0.15622,0.183701,0.251995,0.401828,0.105572,0.088301,0.082447,0.220356,0.087894,0.000198,0.028757,11096.531074,38.711358,50,0.623844,1.006657,0.001135,0.536904
0.115744,0.104041,0.478192,0.387082,0.364438,0.620332,1.991992,0.049444,1.549359,0.294476,0.678133,0.929812,0.898501,0.254143,0.227288,0.189328,0.185888,0.164832,0.054287,0.061659,0.555997,0.329781,0.182033,0.260272,0.840724,0.096233,0.078421,0.116096,0.282761,0.14267,0.000116,0.032324,9973.135862,72.301167,90.5,0.600195,1.007308,0.001437,0.481542
0.056196,0.099167,0.471518,0.429544,0.406888,0.623474,2.00248,0.039731,1.215329,0.28642,0.546043,0.934427,0.876951,0.220684,0.21553,0.18359,0.173808,0.158796,0.029395,0.03488,0.304205,0.192297,0.186954,0.313584,0.412461,0.122545,0.093396,0.104876,0.17191,0.098725,0.000123,0.026285,12320.523576,73.651198,70,0.527898,1.008498,0.001273,0.535546
0.187119,0.114562,0.476599,0.520115,0.494991,0.582688,1.973046,0.06811,1.527174,0.284717,0.630676,0.76776,0.60655,0.195913,0.194826,0.184743,0.161963,0.150531,0.053591,0.04584,0.485719,0.171805,0.173769,0.252306,0.45302,0.106522,0.109009,0.068515,0.309313,0.073187,0.000166,0.039249,11994.596028,100.852682,62.5,0.526115,1.01292,0.001717,0.373431
0.23001,0.088131,0.530515,0.466294,0.410921,0.633971,1.993825,0.029538,1.010992,0.288604,0.578961,0.720249,0.715296,0.214984,0.195444,0.168473,0.170801,0.135017,0.064012,0.072327,0.348023,0.177688,0.171406,0.227064,0.372748,0.09253,0.086321,0.079699,0.247884,0.104921,0.000196,0.031331,10935.470837,52.701653,54,0.528372,1.008395,0.001286,0.560157
0.06818,0.087722,0.503578,0.440342,0.501807,0.526474,1.844083,0.036034,0.685958,0.272101,0.547666,0.666418,0.775508,0.204233,0.186228,0.168985,0.16065,0.121389,0.019836,0.015581,0.156646,0.171116,0.172778,0.235836,0.457748,0.120471,0.104926,0.110007,0.471142,0.073371,0.000078,0.03395,16212.707163,26.64972,99.5,0.562124,1.002503,0.0008,0.499547
0.115615,0.084088,0.302317,0.303356,0.402284,0.546329,1.973441,0.030139,0.835482,0.28644,0.563891,0.772226,0.739441,0.21446,0.193033,0.18726,0.177023,0.166246,0.034106,0.046443,0.351397,0.206034,0.18793,0.273015,0.626366,0.101884,0.094923,0.105289,0.162501,0.075235,0.000223,0.028375,12866.542769,25.946329,60.25,0.608156,1.005865,0.001292,0.447653
0.125923,0.093476,0.416141,0.441798,0.374488,0.566702,1.989939,0.036857,1.412879,0.277849,0.619656,0.739564,0.719181,0.206461,0.206619,0.188581,0.180562,0.167458,0.038453,0.045948,0.440563,0.239364,0.173349,0.227515,0.505039,0.107164,0.115241,0.07724,0.211091,0.099316,0.000034,0.030357,5100.049297,39.815992,57.75,0.562258,1.014163,0.001763,0.44741
0.130045,0.07891,0.332561,0.462409,0.41856,0.616333,1.955228,0.025675,0.634984,0.292119,0.513543,0.655481,0.551793,0.202336,0.184437,0.162405,0.160731,0.135089,0.02857,0.031043,0.249216,0.232004,0.169718,0.208964,0.520578,0.098382,0.103644,0.087453,0.268218,0.087922,0.000037,0.029184,14328.074402,38.104063,76,0.559423,1.00478,0.000955,0.553922
0.173572,0.077032,0.483198,0.311648,0.301686,0.571786,1.935734,0.023842,0.576826,0.273316,0.51501,0.765782,0.80852,0.213645,0.194329,0.160525,0.152262,0.139743,0.022705,0.059819,0.470694,0.247552,0.194479,0.259518,0.475871,0.111118,0.088533,0.086514,0.375682,0.076534,0.0001,0.036436,8792.552085,0,0,0.563866,1.002558,0.000803,0.490365
0.25434,0.087015,0.404071,0.414383,0.394291,0.615643,2.050284,0.03414,0.955409,0.296988,0.643662,0.90636,1.070366,0.235296,0.209196,0.198021,0.187882,0.172398,0.048856,0.083705,0.574606,0.586723,0.180152,0.342353,0.821662,0.108212,0.160875,0.142151,0.209262,0.254929,0.000313,0.047953,11969.169226,95.211611,62,0.58572,1.009102,0.001203,0.450892
0.180265,0.092854,0.464087,0.458133,0.411877,0.630116,1.951113,0.033567,1.254846,0.275027,0.577887,0.858514,0.858239,0.226713,0.231778,0.191276,0.166733,0.149278,0.051261,0.063048,0.127377,0.09802,0.169927,0.288522,0.45799,0.094964,0.082318,0.067114,0.294775,0.080789,0.000336,0.034187,17825.046156,93.675735,96.5,0.628406,1.005079,0.001151,0.54343
0.121441,0.086474,0.356233,0.337297,0.332543,0.584448,1.987562,0.028116,1.217501,0.308227,0.650018,0.785345,0.839646,0.230161,0.201853,0.178363,0.173228,0.151826,0.039984,0.054882,0.456967,0.331185,0.180659,0.320256,0.730758,0.104383,0.11373,0.106477,0.374265,0.123849,0.000163,0.036082,7714.056691,15.811954,61.25,0.559428,1.003822,0.000932,0.482934
0.086914,0.103085,0.447803,0.307851,0.788567,0.499765,1.6554,0.063895,0.927977,0.290146,0.584927,0.825429,0.840442,0.217239,0.215042,0.169625,0.162533,0.136828,0.031633,0.024711,0.237306,0.169502,0.183171,0.239283,0.435228,0.097932,0.121315,0.083404,0.407185,0.083982,0.000011,0.029915,6605.267555,17.770255,71,0.586117,1.004076,0.000928,0.530272
0.217761,0.094247,0.380554,0.408617,0.396681,0.62248,1.963445,0.047092,0.849038,0.287314,0.496732,1.003842,0.661127,0.225976,0.198786,0.167997,0.156895,0.144551,0.049482,0.044687,0.313654,0.23006,0.184973,0.259448,0.475762,0.099037,0.089594,0.076447,0.230001,0.07512,0.000125,0.042289,3910.802751,33.546612,53.75,0.591978,1.015247,0.001818,0.563832
0.094664,0.086132,0.467053,0.443426,0.369375,0.600016,1.973446,0.030063,1.107132,0.293656,0.513257,0.680804,0.680988,0.208147,0.201111,0.168944,0.167641,0.156188,0.047744,0.059539,0.409387,0.220146,0.19235,0.215585,0.568394,0.102594,0.079311,0.136024,0.361873,0.07469,0.000132,0.037627,8487.518912,38.378519,63,0.5714,1.007366,0.001236,0.400038
0.208958,0.085035,0.42931,0.467901,0.427331,0.616496,1.988376,0.033747,0.917598,0.289293,0.593634,0.844786,0.955713,0.239968,0.213067,0.189897,0.169872,0.151318,0.044283,0.059773,0.242192,0.127891,0.210033,0.261192,0.515792,0.114695,0.110327,0.091052,0.214634,0.085909,0.000142,0.029921,15507.123645,88.240098,63,0.538126,1.00855,0.001193,0.436374
0.118235,0.086367,0.36548,0.462451,0.421699,0.561136,1.96161,0.031779,1.0652,0.300791,0.614034,0.800555,0.880291,0.216665,0.212128,0.191976,0.183653,0.161813,0.042922,0.041179,0.340667,0.245166,0.164356,0.22213,0.520961,0.106433,0.111577,0.087252,0.252,0.12963,0.000063,0.039368,10381.995491,57.329189,102.75,0.613672,1.007254,0.001137,0.53265
0.237056,0.079153,0.3634,0.396264,0.414631,0.6046,1.97062,0.023806,0.901872,0.297519,0.58489,0.822814,0.878896,0.248072,0.208309,0.175743,0.176953,0.152763,0.034786,0.058047,0.426878,0.309438,0.212089,0.353191,0.608281,0.146035,0.126771,0.092339,0.318184,0.117909,0.000075,0.041671,5901.412847,15.732401,65.5,0.561937,1.00377,0.000956,0.460477
0.188062,0.079395,0.425702,0.412777,0.391169,0.631151,1.969548,0.023446,0.75354,0.289186,0.527395,0.982242,0.777469,0.210685,0.224161,0.185572,0.162923,0.133284,0.034013,0.040358,0.256375,0.167162,0.181009,0.215522,0.467832,0.093554,0.089762,0.0757,0.161409,0.089903,0.000118,0.033154,21188.29873,54.093752,94.75,0.598468,1.0037,0.00091,0.491059
0.108767,0.085816,0.354446,0.414558,0.429139,0.557706,1.95896,0.030961,0.814874,0.273409,0.536149,0.573169,0.903255,0.213168,0.170106,0.152549,0.13424,0.143684,0.024602,0.019934,0.497883,0.290377,0.173374,0.304626,0.560575,0.098681,0.092303,0.174635,0.249788,0.06694,0.000081,0.035495,13711.711657,40.178797,65,0.563531,1.005066,0.000957,0.462146
0.136305,0.090673,0.322397,0.381904,0.394416,0.55974,1.963506,0.040627,1.021476,0.28063,0.523145,0.670158,0.71001,0.214491,0.188365,0.169238,0.160252,0.167331,0.039229,0.096812,0.669906,0.373194,0.166154,0.237564,0.909321,0.101876,0.114513,0.135539,0.247427,0.109069,0.00006,0.033781,5403.657647,60.495854,55.5,0.51514,1.014699,0.001819,0.569839
0.118815,0.080274,0.43391,0.471164,0.468897,0.607698,1.993146,0.025285,1.128801,0.285026,0.557605,0.817373,0.831492,0.219007,0.203229,0.178864,0.171164,0.148122,0.040358,0.023206,0.323172,0.243403,0.170518,0.240823,0.522494,0.097734,0.092697,0.087079,0.213004,0.089528,0.000357,0.034947,19231.000623,37.481228,75.75,0.639617,1.004807,0.001115,0.520484
0.256876,0.095194,0.437938,0.4734,0.431569,0.638338,1.999699,0.038346,1.592397,0.302298,0.492463,0.866311,0.778801,0.215391,0.222465,0.196405,0.181701,0.14256,0.0652,0.049886,0.291751,0.174944,0.179847,0.219441,0.611258,0.10054,0.113587,0.094583,0.238549,0.135988,0.000128,0.043487,14541.613466,74.959749,64,0.514881,1.008138,0.001316,0.414221
0.217232,0.084962,0.451806,0.453994,0.395081,0.615802,1.949011,0.039294,1.183902,0.273498,0.487372,0.737438,0.689742,0.19261,0.18664,0.179949,0.197278,0.150657,0.069369,0.101901,0.485552,0.304656,0.182581,0.221029,0.479129,0.09268,0.110054,0.077049,0.369945,0.094232,0.000033,0.045271,7654.402915,46.484165,62.25,0.54223,1.008698,0.001198,0.437544
0.286273,0.121166,0.557947,0.531895,0.482918,0.60205,1.994101,0.07213,1.121314,0.305729,0.608679,0.722328,0.679751,0.247074,0.181277,0.150162,0.152364,0.131696,0.067834,0.045074,0.173334,0.139909,0.179596,0.238171,0.328292,0.094241,0.080118,0.074224,0.185537,0.055796,0.00024,0.034227,6545.502879,88.195597,57,0.53994,1.01779,0.00219,0.512404
0.205507,0.090574,0.481947,0.46689,0.462887,0.638565,2.015721,0.036375,1.193542,0.300448,0.696988,0.914603,1.063063,0.217093,0.220158,0.185756,0.162984,0.142482,0.059696,0.090766,0.323647,0.363808,0.177499,0.252201,0.620201,0.127666,0.101289,0.134465,0.288546,0.155733,0.000118,0.042401,9362.158926,114.33454,60.25,0.399874,1.016891,0.002201,0.383885
0.184862,0.080299,0.279362,0.323547,0.367448,0.618667,1.958727,0.025789,0.887443,0.285092,0.547492,0.758548,0.777209,0.214627,0.195992,0.178574,0.175087,0.147185,0.04383,0.062497,0.3354,0.234866,0.172829,0.235456,0.549834,0.100902,0.106104,0.070807,0.264919,0.107722,0.000039,0.034894,8940.652931,34.205157,66.75,0.561702,1.006207,0.001045,0.467705
0.129182,0.086351,0.344345,0.402477,0.332702,0.555846,1.950181,0.027154,0.978043,0.283004,0.552079,0.759613,0.800708,0.242429,0.212114,0.167891,0.151322,0.152844,0.042788,0.036567,0.424571,0.356845,0.186898,0.253877,0.621497,0.097838,0.136383,0.099732,0.360615,0.118513,0.000051,0.035034,7351.458275,32.410146,80,0.646792,1.007934,0.001384,0.552145
0.068436,0.094788,0.323844,0.526091,0.536558,0.554027,1.944066,0.046601,1.300578,0.279424,0.529112,0.777386,0.829528,0.227371,0.190722,0.190076,0.184365,0.186696,0.032347,0.029407,0.319477,0.261824,0.219728,0.383996,0.668219,0.140983,0.154853,0.112387,0.377016,0.093434,0.000176,0.045667,10668.875616,63.424674,60,0.550155,1.010246,0.001453,0.449403
0.469398,0.087867,0.48737,0.372653,0.331924,0.675937,2.01217,0.034782,0.820718,0.295904,0.573239,0.83299,1.05064,0.223162,0.227268,0.17516,0.178659,0.158818,0.089159,0.128272,0.225194,0.126212,0.18756,0.234038,0.525819,0.103569,0.090914,0.108174,0.211411,0.075785,0.000311,0.027669,11541.418408,93.948761,63.5,0.462003,1.016162,0.002125,0.307044
0.391519,0.08339,0.385505,0.39871,0.355521,0.674387,2.030573,0.032356,1.159103,0.293614,0.454587,0.984005,0.728883,0.230168,0.221445,0.21914,0.183247,0.160993,0.074692,0.104069,0.394986,0.304669,0.210976,0.278883,0.588058,0.14158,0.131446,0.113188,0.27456,0.089081,0.000089,0.030759,8583.436414,68.182237,60,0.528471,1.013613,0.001781,0.422785
0.112762,0.088865,0.36422,0.40543,0.402867,0.653631,1.997378,0.034746,0.934596,0.273004,0.611031,0.965855,0.897248,0.221902,0.220838,0.180128,0.182362,0.16215,0.042144,0.041559,0.324145,0.396859,0.206697,0.280833,0.649493,0.12108,0.121481,0.095132,0.201389,0.122188,0.000085,0.034134,12491.998939,54.804371,107.25,0.540263,1.007475,0.001203,0.565907
0.120383,0.095509,0.419183,0.404909,0.394179,0.610448,2.040687,0.039766,1.095088,0.300186,0.608507,0.706413,0.845427,0.232988,0.197216,0.186712,0.174363,0.158165,0.054341,0.054874,0.402203,0.27424,0.184511,0.238259,0.559068,0.094688,0.093088,0.09623,0.192145,0.150448,0.000013,0.030801,4976.258804,24.026393,54.25,0.560015,1.00666,0.001228,0.560272
0.225441,0.087266,0.446222,0.441726,0.407652,0.637714,1.996676,0.031178,1.080969,0.2887,0.658348,0.84714,0.907998,0.219443,0.216889,0.182397,0.174432,0.14355,0.049021,0.060802,0.401261,0.219667,0.180794,0.228222,0.463309,0.096865,0.082476,0.072273,0.263188,0.111013,0.000544,0.038665,15585.116196,91.036327,102.25,0.529801,1.007515,0.001092,0.541825
0.153083,0.090232,0.347436,0.437334,0.423085,0.631638,2.021756,0.033014,1.151314,0.29986,0.608208,0.950374,0.861619,0.228308,0.216571,0.177645,0.164158,0.157656,0.036162,0.067395,0.238893,0.211372,0.172476,0.256056,0.476293,0.106043,0.084803,0.066058,0.216031,0.089983,0.000104,0.035986,14488.978618,60.250287,79.5,0.576745,1.006666,0.001075,0.48686
0.17803,0.088878,0.471971,0.395419,0.356263,0.643699,1.969797,0.036726,1.364782,0.277554,0.580947,0.917909,0.864443,0.204175,0.209348,0.1874,0.184395,0.165889,0.057907,0.08492,0.361169,0.557957,0.16683,0.255573,0.864671,0.102972,0.084416,0.13538,0.306491,0.177199,0.000464,0.0335,12337.73407,80.530282,58.5,0.551082,1.010235,0.001334,0.489263
0.039425,0.090331,0.578159,0.481158,0.458636,0.611342,1.988128,0.036267,0.897076,0.269956,0.524422,0.756,0.74082,0.234352,0.187015,0.138113,0.139217,0.120349,0.025971,0.021887,0.142084,0.323327,0.167774,0.269766,0.795938,0.102374,0.109043,0.104779,0.205098,0.044166,0.000063,0.032716,13319.840418,22.791562,66.5,0.566401,1.004187,0.000942,0.483343
0.284221,0.09013,0.328085,0.435589,0.418036,0.589616,2.009792,0.03829,1.127102,0.309374,0.639798,0.846467,1.056175,0.262717,0.22214,0.194713,0.19482,0.172645,0.052922,0.064828,0.422765,0.271902,0.182139,0.297584,0.59014,0.104365,0.108445,0.09414,0.214904,0.124043,0.000298,0.033328,11261.636557,61.384766,60,0.517986,1.010269,0.001533,0.467209
0.135712,0.088601,0.375595,0.459612,0.434377,0.567301,1.979058,0.040912,1.103963,0.292154,0.538718,0.934267,0.850704,0.216883,0.212889,0.190157,0.188607,0.159924,0.041254,0.052703,0.363256,0.206381,0.193255,0.276198,0.503727,0.104593,0.109943,0.076591,0.280919,0.109499,0.000143,0.044987,14270.150755,74.771997,55,0.55014,1.008732,0.00122,0.507307
0.13703,0.08533,0.389858,0.409666,0.344198,0.591485,1.952895,0.027738,0.938227,0.284167,0.521148,0.888928,0.879995,0.220068,0.209106,0.181548,0.171037,0.150334,0.032222,0.046047,0.26408,0.231448,0.178324,0.248968,0.58923,0.10153,0.102272,0.101463,0.258666,0.083068,0.000188,0.046801,13826.08752,60.491536,61,0.556556,1.006048,0.001061,0.432303
0.215962,0.081792,0.369625,0.417319,0.386679,0.629392,1.986941,0.02631,0.799952,0.2881,0.544455,0.79273,0.871484,0.219924,0.203345,0.168682,0.156779,0.156475,0.037156,0.051562,0.358147,0.283924,0.17698,0.288266,0.668162,0.102676,0.097559,0.093958,0.192992,0.129892,0.000137,0.035472,20200.070854,41.012292,64.75,0.625968,1.004586,0.00097,0.525684
0.080931,0.090918,0.302535,0.429284,0.358425,0.617052,2.044878,0.029497,1.224857,0.290719,0.580333,1.006802,0.946099,0.21237,0.212259,0.18442,0.187526,0.171852,0.037961,0.031308,0.309908,0.231569,0.191915,0.218106,0.540123,0.111401,0.097583,0.081535,0.145502,0.120972,0.000025,0.026885,6644.219832,34.633496,56.25,0.54019,1.009112,0.001317,0.494352
0.177697,0.097652,0.355785,0.398713,0.396725,0.632049,1.99312,0.04154,1.702433,0.294451,0.603823,0.960603,1.041929,0.240251,0.222775,0.215153,0.20559,0.195136,0.068813,0.050607,0.276536,0.319059,0.189721,0.269384,0.808953,0.110909,0.091114,0.11576,0.31687,0.183932,0.000089,0.032233,10514.847239,118.253032,63,0.480737,1.016391,0.002047,0.362251
