@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.243991,0.095186,0.48625,0.457693,0.408135,0.648901,2.025267,0.038382,1.2977,0.28945,0.660612,0.885667,0.844682,0.229086,0.217279,0.196148,0.180346,0.16105,0.067059,0.089957,0.372881,0.143469,0.168404,0.259393,0.523954,0.099434,0.101397,0.091489,0.182192,0.195308,0.000534,0.032343,7118.127457,91.465408,55,0.499268,1.021118,0.002263,0.529008,89.77457,5.978201,1.501404,0.887167,1.962051,0.892008,0.066561,18.48416,5.904356,1459.852,3.38841,0.064528,0.154049,3.090991,0.000387,0.013985,1619.4,4.993787,0,0.714381,0.09979,0,0.204177,0.005512,835.3182,1182028
0.125609,0.083158,0.318833,0.243363,0.208646,0.589573,1.887706,0.029209,0.723154,0.285867,0.545651,0.855458,0.954851,0.212985,0.18728,0.155451,0.152012,0.135608,0.036537,0.062253,0.567492,0.618097,0.207749,0.391757,0.601162,0.135333,0.155605,0.102459,0.329884,0.304892,0.000079,0.054305,7021.719779,16.591128,91.5,0.559422,1.002309,0.000813,0.505232,84.42856,5.190018,1.384399,0.565055,0.877041,0.879067,0.095953,72.05787,5.926461,311.2442,1.356885,0.033454,0.087452,0.379186,0.000409,0.011919,4294.385,1.869363,0,0.956724,0.112732,0,0.04143,0.001737,702.5452,214857.3
0.076771,0.081053,0.413604,0.481515,0.465725,0.610627,2.027715,0.029654,1.060746,0.281535,0.605378,0.906396,0.912885,0.236913,0.214396,0.157313,0.149873,0.148431,0.03355,0.039324,0.338625,0.256495,0.173416,0.284441,0.55417,0.100464,0.117754,0.07915,0.251504,0.1123,0.000087,0.034925,11085.390246,27.327477,64,0.557083,1.004492,0.001028,0.446996,67.14286,4.79678,1.399224,0.612961,0.71682,0.897542,0.114771,73.58806,5.460298,165.7585,0.959027,0.03086,0.055443,0.189974,0.000171,0.013023,4708.248,0.848912,0,0.886818,0.093966,0,0.100439,0.003766,415.0912,206255.9
0.117835,0.088359,0.508572,0.449198,0.419721,0.610193,2.009533,0.0378,1.189965,0.281227,0.559701,0.825448,0.869833,0.208968,0.204938,0.169005,0.176807,0.14937,0.022835,0.076261,0.274213,0.232145,0.182373,0.2836,0.523405,0.10571,0.10545,0.080264,0.154214,0.09572,0.000782,0.042851,11548.552648,75.513324,55.5,0.537626,1.009512,0.001336,0.525305,56.8059,4.221279,1.333985,0.941386,0.685851,0.894419,0.123386,66.58471,5.371101,177.6341,0.57976,0.018953,0.060311,0.305807,0.000428,0.011135,5500.327,0.850965,0,0.706392,0.09702,0,0.207541,0.005585,308.2166,20170.7
0.157297,0.080767,0.492297,0.487195,0.456541,0.603823,1.987459,0.030087,0.874244,0.288047,0.55467,0.970138,0.774906,0.21275,0.198577,0.168102,0.167835,0.134482,0.031422,0.043382,0.193675,0.261657,0.172265,0.214117,0.428129,0.105804,0.087332,0.076131,0.216565,0.101513,0.000146,0.031153,18075.459785,77.374899,66,0.539741,1.006426,0.001026,0.451024,94.50351,5.779297,1.446368,0.679937,1.380373,0.896357,0.081939,25.12664,5.764927,222.0149,0.861277,0.016033,0.014609,0.288767,0.000194,0.010887,817.5254,0.56333,0,0.941412,0.140567,0,0.055193,0.00374,846.1993,189648.4
0.104444,0.092822,0.406381,0.452512,0.411653,0.528236,1.961851,0.039023,1.297696,0.285264,0.504598,0.979719,0.793948,0.229637,0.213399,0.190383,0.183834,0.146539,0.040177,0.036729,0.433513,0.185209,0.197571,0.255632,0.386076,0.101855,0.100271,0.091047,0.355327,0.078125,0.000073,0.031585,9629.969495,59.950539,52.25,0.580198,1.01145,0.001379,0.560019,71.68416,4.33385,1.277464,0.767714,0.93093,0.888488,0.126842,70.42125,6.066234,490.9661,1.66861,0.031047,0.042001,0.4603,0.000378,0.011721,4720.805,0.787419,0,0.906791,0.121367,0,0.084577,0.003786,579.8621,102130
0.225102,0.096395,0.505395,0.275202,0.203747,0.640335,1.871648,0.041692,1.245819,0.286886,0.609064,0.845932,0.865777,0.238902,0.2381,0.210369,0.194831,0.172367,0.05181,0.060514,0.314413,0.147787,0.182326,0.238291,0.507755,0.09524,0.110325,0.102086,0.351472,0.097944,0.000069,0.044529,13633.026182,45.580285,59,0.594547,1.007274,0.001408,0.386767,79.11515,5.655114,1.509349,0.595867,0.959604,0.893311,0.117331,51.1195,4.926614,326.7604,1.295938,0.023621,0.022769,0.309305,0.000245,0.025009,9120.524,0.551945,0,0.836218,0.092818,0,0.137048,0.003939,732.9669,321893.5
0.23206,0.09481,0.343649,0.254026,0.287511,0.580718,2.023178,0.033747,1.433132,0.290829,0.735632,0.875639,0.954004,0.26171,0.199768,0.189468,0.184541,0.17437,0.052621,0.130808,0.542874,0.322234,0.201111,0.284474,0.501564,0.101449,0.11589,0.100333,0.359072,0.133001,0.000248,0.050193,8114.544205,52.51036,52.5,0.569035,1.007092,0.001237,0.521359,69.30895,5.246547,1.538005,0.574141,0.703908,0.882735,0.044662,8.971026,4.364047,403.7003,1.14441,0.030242,0.068378,0.398309,0.000479,0.008469,235.244,1.273629,0,0.647137,0.097351,0,0.228503,0.00738,887.461,516222.6
0.17032,0.088135,0.37693,0.494052,0.456679,0.620185,1.992625,0.040429,1.055775,0.275461,0.574365,0.879258,0.938739,0.247451,0.221355,0.201545,0.198156,0.155888,0.055023,0.067451,0.210433,0.217541,0.188511,0.243691,0.507944,0.098669,0.08752,0.092308,0.235341,0.097984,0.000207,0.043831,10029.53132,70.795079,50,0.724082,1.013779,0.00208,0.662109,60.33953,4.543712,1.416962,0.730883,0.813899,0.890985,0.050631,22.44412,4.967222,582.6082,1.237194,0.051749,0.112897,0.713881,0.000608,0.00773,1235.522,2.68917,0,0.699734,0.093636,0,0.210246,0.004914,885.2269,1147589
0.182603,0.080314,0.449134,0.416726,0.371278,0.64112,1.97725,0.025867,0.927988,0.280661,0.564493,0.857323,0.676437,0.217453,0.200993,0.185456,0.171407,0.138233,0.038404,0.086466,0.423223,0.168204,0.18701,0.235102,0.445356,0.115335,0.114833,0.091339,0.23516,0.069628,0.00002,0.027199,10995.072602,37.210449,64.5,0.556454,1.005355,0.001014,0.459506,94.02217,6.259544,1.522132,0.612224,1.238836,0.896539,0.103484,63.50377,5.376111,471.5202,1.982074,0.028634,0.032308,0.326639,0.000106,0.008804,5145.655,0.37756,0,0.850866,0.094382,0,0.126978,0.003716,828.3929,260329.7
0.158635,0.089357,0.353199,0.39142,0.374926,0.598531,2.010175,0.033437,1.318901,0.290691,0.653668,1.154942,0.942244,0.235066,0.23253,0.203946,0.196716,0.174545,0.054196,0.058009,0.318327,0.225624,0.204833,0.282264,0.716812,0.107792,0.121361,0.099552,0.332982,0.145148,0.000421,0.037403,9475.949812,87.991494,51,0.613315,1.015194,0.001771,0.615888,76.99302,5.205659,1.44101,0.674078,0.853237,0.883183,0.034647,21.19357,5.439847,784.6336,2.370014,0.041259,0.154294,0.484309,0.000534,0.004502,889.3623,1.875245,0,0.846871,0.111465,0,0.129767,0.004319,772.5526,751406.1
0.246168,0.081694,0.417635,0.395715,0.375473,0.611931,1.964256,0.026202,0.769724,0.279792,0.524242,0.742898,0.607644,0.201519,0.196652,0.166401,0.158955,0.147356,0.043969,0.058317,0.345415,0.35179,0.184731,0.221662,0.492768,0.099295,0.117789,0.078692,0.515641,0.119538,0.000193,0.039892,12269.273558,29.789965,61.5,0.570489,1.004332,0.000953,0.465775,83.8285,5.659323,1.480062,0.56597,1.044506,0.892446,0.098362,73.48238,5.266047,297.6364,1.549324,0.02697,0.03535,0.492989,0.000324,0.008014,4234.566,0.504283,0,0.464714,0.059299,0,0.248921,0.005579,651.576,252122.3
0.194424,0.085971,0.450003,0.472931,0.438922,0.644949,1.989214,0.031002,0.788758,0.276221,0.551372,0.813209,0.789289,0.224629,0.200079,0.172831,0.168669,0.150616,0.040383,0.034567,0.322284,0.129706,0.169721,0.252358,0.440973,0.109463,0.101959,0.085181,0.196201,0.106745,0.000079,0.027381,13818.641032,83.632874,68,0.520802,1.009744,0.001494,0.47193,81.29356,5.800343,1.52552,0.572686,0.999853,0.899002,0.083138,35.79339,4.851061,249.6877,0.918292,0.012255,0.02259,0.464173,0.000158,0.009239,2059.05,0.246364,0,0.787617,0.076057,0,0.167388,0.00409,765.3797,211444.6
0.140995,0.080856,0.44327,0.479623,0.433332,0.605161,1.982803,0.027282,0.959663,0.292048,0.560477,0.871545,0.798436,0.221204,0.201582,0.175484,0.168591,0.146232,0.041173,0.059421,0.29994,0.216579,0.197481,0.26233,0.523119,0.115337,0.097369,0.104277,0.25925,0.09005,0.000089,0.036452,15716.830318,36.928743,66.25,0.632429,1.005332,0.001119,0.54011,76.67374,5.142858,1.419503,0.695387,1.076055,0.898188,0.06389,22.72517,5.43049,170.9574,0.875337,0.024561,0.045526,0.23898,0.000166,0.006715,559.9665,0.706627,0,0.834887,0.120336,0,0.137943,0.004856,659.6408,282530.6
0.167158,0.089719,0.410758,0.439211,0.392026,0.584346,1.966972,0.039836,1.428424,0.294009,0.586159,0.826029,0.922235,0.220946,0.214994,0.180992,0.168711,0.161022,0.056415,0.082792,0.410314,0.43163,0.201345,0.247439,0.538971,0.170812,0.111107,0.110469,0.360103,0.145171,0.00043,0.036657,7727.1659,29.425703,71.25,0.656094,1.003234,0.000936,0.507785,60.97935,4.604672,1.433391,0.696256,0.520587,0.871609,0.099964,31.51892,4.465793,671.6316,2.240754,0.055803,0.140191,0.148433,0.001129,0.019924,3263.093,2.846621,0,0.669774,0.084665,0,0.221324,0.005311,1012.352,599735.3
0.249331,0.088511,0.40173,0.459033,0.4591,0.620301,2.044958,0.041892,1.272632,0.255641,0.469413,0.817276,0.826754,0.209347,0.210944,0.218014,0.189725,0.147554,0.044974,0.047621,0.134203,0.136353,0.177266,0.225289,0.461937,0.11609,0.098101,0.071056,0.110979,0.057889,0.000132,0.027659,16222.861465,113.748942,64,0.524349,1.010453,0.001474,0.413898,71.74583,5.266369,1.479343,0.666893,0.861871,0.903227,0.082627,31.55781,5.095549,208.7118,0.958409,0.021965,0.023472,0.387401,0.000126,0.006351,981.9383,0.516439,0,0.703728,0.070957,0,0.208634,0.003425,533.634,212236
0.202026,0.086162,0.408169,0.367156,0.318183,0.63513,1.965628,0.032559,0.910537,0.289818,0.506983,0.689435,0.7331,0.243317,0.215582,0.181922,0.163493,0.163342,0.050078,0.06605,0.216091,0.168525,0.188933,0.240713,0.540861,0.112628,0.10299,0.117743,0.193117,0.095587,0.00004,0.037678,8560.764039,52.530282,61.5,0.579899,1.009041,0.001191,0.456108,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8
0.250618,0.092319,0.435385,0.436444,0.428629,0.642866,2.020026,0.03497,0.922337,0.301843,0.5688,0.871063,0.828579,0.241715,0.225522,0.191901,0.188245,0.153629,0.064342,0.112751,0.266634,0.272071,0.182648,0.244695,0.53502,0.107084,0.11355,0.084227,0.212089,0.165727,0.000018,0.034654,5505.161868,58.238645,64.5,0.544564,1.008552,0.001482,0.408827,69.8922,5.139794,1.47693,0.645748,0.867579,0.901298,0.049979,10.51903,4.922003,475.8058,0.952822,0.027626,0.040414,0.424766,0.000352,0.010264,320.5013,1.374014,0,0.835553,0.087686,0,0.137496,0.003788,670.7942,888646.4
0.212483,0.091286,0.428248,0.484095,0.457893,0.670476,2.020368,0.03747,1.326081,0.298629,0.756334,0.901437,0.764446,0.220459,0.228122,0.199691,0.187482,0.160604,0.045338,0.083836,0.216392,0.187453,0.174668,0.261067,0.557764,0.105835,0.092702,0.070746,0.161551,0.103651,0.000113,0.033321,13487.150743,89.177485,61.5,0.555365,1.010343,0.001413,0.446695,76.7915,6.022894,1.606214,0.582753,1.052696,0.896101,0.076187,28.48663,4.593779,225.0169,0.840436,0.026739,0.050583,0.72486,0.000181,0.007584,981.0485,0.845316,0,0.81225,0.104749,0,0.152601,0.004444,895.7811,827310.7
0.192364,0.097063,0.48679,0.401663,0.232524,0.590406,1.940438,0.036646,1.168282,0.264337,0.446406,0.77258,0.87249,0.238976,0.190903,0.160875,0.184945,0.158945,0.035753,0.032094,0.170302,0.122957,0.157319,0.258158,0.485172,0.102152,0.077691,0.078289,0.157424,0.057573,0.000155,0.018725,8989.634935,70.091816,61.25,0.549526,1.014988,0.001836,0.397656,62.13898,4.763709,1.447583,0.735089,0.735467,0.901983,0.082083,51.57478,4.994338,205.8893,0.338793,0.01516,0.040263,0.374171,0.000123,0.015203,9197.133,1.171404,0,0.849534,0.108648,0,0.127911,0.003538,567.5531,119203
0.282728,0.078513,0.479363,0.380309,0.245531,0.657712,1.950739,0.024158,0.683387,0.28614,0.583258,0.721463,0.790471,0.213451,0.187451,0.16782,0.155302,0.133584,0.046933,0.086316,0.416058,0.329221,0.187792,0.210744,0.560171,0.101516,0.118705,0.087852,0.206781,0.135574,0.000017,0.03707,7732.38207,17.588003,82.25,0.584923,1.00348,0.000866,0.467621,89.45719,6.577602,1.640031,0.554045,0.981218,0.900041,0.163629,78.20997,4.613824,337.5223,1.049778,0.019287,0.00829,0.154966,0.000111,0.017016,5539.758,0.591626,0,0.943409,0.102577,0,0.053424,0.002976,1304.312,713470.3
0.141248,0.088771,0.330188,0.4257,0.410504,0.586633,2.015484,0.036303,1.121772,0.284315,0.465626,0.794512,0.709367,0.237785,0.204397,0.184535,0.18379,0.153997,0.034482,0.047431,0.422437,0.554194,0.161521,0.2528,0.629247,0.103307,0.137816,0.119621,0.343457,0.161688,0.000375,0.044798,9946.569563,76.26515,60,0.530336,1.012221,0.001651,0.434257,68.02945,4.361344,1.283162,0.886212,1.110844,0.895749,0.047561,26.69228,6.2326,367.5074,1.187585,0.024898,0.114689,0.79004,0.000242,0.00474,1075.296,0.929897,0,0.850866,0.112706,0,0.126978,0.004704,358.5738,62706.39
0.316302,0.082325,0.422473,0.445791,0.384816,0.675623,1.984317,0.026803,0.941217,0.295643,0.689684,0.986172,0.821915,0.224731,0.230959,0.185901,0.178163,0.149072,0.059183,0.06097,0.20076,0.10163,0.17192,0.236408,0.444943,0.099716,0.078693,0.069645,0.107144,0.08776,0.000046,0.024565,13268.301039,60.588698,51,0.595751,1.006562,0.001193,0.57459,86.37088,6.601814,1.660068,0.550907,1.039328,0.898215,0.083048,18.2622,4.464993,270.5937,0.974043,0.015788,0.011381,0.243518,0.000114,0.015102,791.4097,0.378073,0,0.571238,0.08223,0,0.245088,0.006767,1218.678,754817.2
0.205323,0.075794,0.437261,0.480936,0.38666,0.666692,1.953054,0.024246,0.79152,0.2884,0.537683,0.648509,0.818296,0.212056,0.185863,0.166612,0.173709,0.136626,0.050553,0.082474,0.294932,0.194647,0.169172,0.233541,0.608728,0.100501,0.085308,0.089637,0.28677,0.083064,0.000146,0.032801,15735.98314,93.878557,86,0.583164,1.005778,0.001073,0.485806,85.24105,6.122341,1.546018,0.576495,1.109225,0.893924,0.104664,65.91298,5.069323,191.8736,1.648874,0.033783,0.034808,0.208456,0.000129,0.007317,2488.147,0.417768,0,0.942743,0.115464,0,0.054015,0.00351,810.7557,416325.4
0.244035,0.089483,0.463842,0.373544,0.324745,0.645545,1.86988,0.036884,1.079013,0.279669,0.518529,0.873535,0.970285,0.226933,0.205912,0.178952,0.190324,0.161764,0.042362,0.05522,0.398541,0.314325,0.190819,0.264221,0.493557,0.098152,0.117012,0.092896,0.298022,0.086947,0.000035,0.030955,12555.972167,71.617946,60,0.534724,1.009147,0.001217,0.452748,85.02265,6.422357,1.602381,0.519235,0.853545,0.884984,0.04304,22.15935,4.747843,390.6265,2.916274,0.05968,0.027439,0.142874,0.0002,0.004746,847.083,0.558407,0,0.962716,0.098134,0,0.035917,0.002871,920.8191,444180
0.296762,0.079535,0.4876,0.436528,0.409521,0.676857,1.958191,0.024529,0.827441,0.296297,0.546359,0.893903,0.756154,0.211512,0.212527,0.176055,0.176178,0.127844,0.037254,0.050841,0.242936,0.136066,0.171085,0.250886,0.442494,0.09359,0.096005,0.088641,0.210242,0.065771,0.000021,0.031381,15283.807711,35.355765,71.25,0.594815,1.003699,0.000955,0.527257,103.3531,7.236478,1.655547,0.515403,1.274522,0.89066,0.105666,41.68894,4.909294,149.4562,0.659197,0.009531,0.004502,0.111816,0.00004,0.010236,2410.201,0.128679,0,0.975366,0.118028,0,0.024043,0.002663,1203.229,208662.7
0.118735,0.087417,0.56759,0.426352,0.423717,0.668028,1.993829,0.033978,1.119215,0.298462,0.562021,0.782981,0.778375,0.213362,0.194308,0.153395,0.149078,0.161531,0.039388,0.039911,0.354715,0.309565,0.185195,0.232923,0.530613,0.10225,0.088009,0.116095,0.204465,0.070452,0.000186,0.034333,7617.649531,55.614913,57,0.503022,1.008711,0.001424,0.553055,57.64286,4.54829,1.409562,0.709218,0.550772,0.891057,0.073003,32.7916,4.827869,128.8071,0.594635,0.017214,0.061001,0.191457,0.000221,0.006307,1057.861,0.70098,0,0.79494,0.097763,0,0.163119,0.004221,431.8863,104774.3
0.321286,0.083102,0.501558,0.484909,0.442241,0.661352,1.977348,0.027456,1.066265,0.291263,0.639168,0.889288,0.92009,0.226756,0.206217,0.166386,0.166149,0.134957,0.080774,0.069567,0.334924,0.27415,0.18313,0.250652,0.459116,0.096788,0.085568,0.080741,0.440827,0.107542,0.00006,0.032067,8067.549366,38.396532,52,0.567281,1.005894,0.001074,0.538702,72.73842,5.768599,1.57905,0.666802,0.980833,0.888953,0.083719,9.378084,4.341369,328.6831,1.536664,0.033608,0.075952,0.408716,0.000168,0.021148,202.7562,0.828611,0,0.723036,0.105193,0,0.200388,0.005902,1181.932,880049.6
0.209737,0.093418,0.387024,0.439541,0.436007,0.604854,1.994163,0.039333,1.285049,0.295242,0.612647,1.110799,0.85489,0.232775,0.226728,0.196689,0.191058,0.184466,0.04522,0.071403,0.326465,0.288197,0.173759,0.241004,0.456013,0.111334,0.091164,0.089203,0.275343,0.148335,0.000302,0.043965,13165.905419,67.004406,52.5,0.554995,1.007214,0.001069,0.533021,103.9278,6.688516,1.55803,0.587914,1.361687,0.897203,0.061593,32.80141,5.638134,454.1705,2.351585,0.047693,0.029215,0.461929,0.000194,0.008051,2569.259,1.604256,0,0.83755,0.090126,0,0.136151,0.003903,896.3665,597847.5
0.163994,0.085311,0.427185,0.402229,0.421956,0.652277,2.015014,0.027667,0.717869,0.284349,0.550735,0.771608,0.861167,0.232194,0.202804,0.176715,0.169327,0.149393,0.033274,0.072513,0.285753,0.296569,0.184442,0.262617,0.479136,0.109542,0.073531,0.074796,0.468506,0.094627,0.000194,0.025567,14710.293812,56.375738,62.5,0.567285,1.005923,0.001031,0.457085,86.35434,5.955779,1.513026,0.645658,1.171519,0.899575,0.093611,51.62672,5.364799,383.0569,1.91064,0.034066,0.030307,0.411884,0.00014,0.011677,7416.046,0.694059,0,0.822903,0.092969,0,0.145831,0.004738,579.7102,208235.5
0.144438,0.08229,0.418809,0.44826,0.427955,0.610622,1.997323,0.026285,0.756966,0.301729,0.543139,0.810678,0.902472,0.215955,0.203314,0.174085,0.172137,0.147934,0.033049,0.060594,0.300351,0.223887,0.172209,0.238855,0.872206,0.098164,0.094184,0.100714,0.213672,0.095211,0.000199,0.035946,13310.056284,59.314267,60.5,0.559278,1.007131,0.001113,0.459204,93.45463,5.991272,1.485387,0.667035,1.454324,0.903073,0.061407,19.76825,5.64449,200.1191,0.632476,0.011873,0.030287,0.533006,0.000145,0.006762,561.8241,0.555626,0,0.900133,0.127894,0,0.089953,0.004894,717.5693,154503
0.195305,0.087998,0.400391,0.39554,0.359449,0.628433,1.996479,0.032604,1.208918,0.284123,0.598087,0.858369,0.76558,0.234259,0.209575,0.185799,0.169446,0.155959,0.05261,0.065236,0.289406,0.254945,0.174031,0.263846,0.480942,0.102073,0.093633,0.079825,0.245245,0.140166,0.000084,0.037619,7308.833121,25.938268,52.5,0.640418,1.00537,0.001009,0.519805,78.8604,5.496069,1.497024,0.63286,0.981867,0.897339,0.102865,36.91569,4.995742,360.6631,0.948098,0.020885,0.035017,0.376722,0.000188,0.014161,2315.025,1.103757,0,0.774301,0.106069,0,0.174875,0.005236,908.7886,396354.2
0.169615,0.086581,0.444108,0.479611,0.458079,0.631923,2.044285,0.032973,1.040046,0.283235,0.572058,0.732482,0.77325,0.215065,0.193447,0.167979,0.166252,0.139054,0.041779,0.070712,0.259311,0.174542,0.168088,0.258286,0.510218,0.09931,0.083292,0.077998,0.236046,0.08574,0.000111,0.031002,12220.439732,58.646453,60,0.569754,1.008392,0.00123,0.484222,76.78047,5.481118,1.498615,0.696592,1.009856,0.901678,0.070468,24.58994,5.122566,336.9083,1.205808,0.030496,0.028658,0.407895,0.000137,0.007708,704.8959,1.072604,0,0.727031,0.097985,0,0.198589,0.005452,778.2526,601821.3
0.213316,0.084023,0.366219,0.438281,0.417182,0.63858,1.993555,0.027961,1.170361,0.292342,0.547629,0.954617,0.856446,0.226342,0.207054,0.169978,0.15944,0.151943,0.057037,0.061763,0.677404,0.378254,0.176226,0.304032,0.871992,0.105432,0.097458,0.152596,0.294019,0.168071,0.000048,0.029942,6816.816545,17.841756,64.5,0.725547,1.008339,0.001583,0.555027,83.27181,5.892383,1.553332,0.552362,0.939105,0.885078,0.112434,48.8344,4.723013,1086.814,2.016355,0.02253,0.048811,0.456982,0.000371,0.019349,5202.744,1.340811,0,0.894807,0.120834,0,0.09419,0.003602,1228.401,659009.9
0.223191,0.080373,0.403106,0.479246,0.427873,0.635463,1.981969,0.025579,0.827716,0.264283,0.590718,0.769755,0.69624,0.196464,0.171788,0.149072,0.142149,0.122477,0.039409,0.080968,0.175401,0.168639,0.22712,0.386423,0.779896,0.201919,0.237952,0.202443,0.526762,0.084744,0.000006,0.040242,3944.2683,11.543695,92.5,0.604949,1.003997,0.000999,0.510778,152.5245,9.174748,1.716793,0.514763,2.508464,0.881776,0.115595,54.16325,5.320913,7941.926,16.36737,0.033661,0.021374,3.425955,0.000405,0.018956,7211.053,3.982684,0,0.796937,0.112685,0,0.161936,0.005222,1125.405,600916.7
0.059799,0.086209,0.487675,0.470828,0.383387,0.595843,1.946235,0.029574,0.844583,0.300423,0.538001,0.702204,0.789447,0.197417,0.182727,0.154041,0.148846,0.124304,0.031202,0.030439,0.398819,0.523846,0.174925,0.225521,0.516132,0.101586,0.106756,0.097426,0.27836,0.073498,0.000179,0.040665,12372.558236,27.121159,94,0.599221,1.003974,0.000988,0.470887,68.52378,4.104168,1.225467,0.988549,1.121111,0.89163,0.132704,68.88371,6.487592,263.1728,0.572179,0.008613,0.132108,0.157192,0.000461,0.01524,4153.782,0.35216,0,0.994674,0.116487,0,0.005301,0.002318,276.8808,33640.98
0.28624,0.086877,0.494202,0.420388,0.396495,0.631043,2.016629,0.030377,1.125302,0.29684,0.720666,0.773103,0.687171,0.222151,0.201167,0.175424,0.167715,0.132326,0.054182,0.079465,0.228587,0.184094,0.180661,0.218097,0.452065,0.099839,0.079209,0.096223,0.265832,0.09135,0.000217,0.031084,14283.681883,78.704256,50,0.623686,1.006021,0.001076,0.574128,78.77605,5.897068,1.573008,0.620477,0.988518,0.899258,0.060727,12.40286,4.784653,278.2301,1.781284,0.052116,0.02696,0.254286,0.000147,0.011728,343.3417,0.754112,0,0.745672,0.10418,0,0.189771,0.005544,1050.477,1214168
0.182062,0.089963,0.41743,0.424913,0.403514,0.63008,1.971458,0.033315,0.967184,0.258529,0.604778,0.786822,0.913962,0.192875,0.190424,0.179035,0.164348,0.145163,0.047445,0.045303,0.344512,0.384047,0.180331,0.253493,0.659932,0.09845,0.130786,0.11085,0.201344,0.157749,0.000061,0.039022,9267.734736,68.451208,66.25,0.531792,1.012965,0.001831,0.381148,83.32484,5.737449,1.498739,0.618523,1.130283,0.896257,0.078238,35.26219,5.113477,478.4041,1.305402,0.015042,0.02699,0.610856,0.000143,0.010552,1661.047,0.578357,0,0.766312,0.102199,0,0.179197,0.005107,851.2426,219965.9
0.229241,0.08572,0.503399,0.423731,0.385873,0.628849,1.970232,0.03312,0.769663,0.278585,0.50875,0.614368,0.780495,0.205247,0.186907,0.15853,0.16491,0.148347,0.043283,0.083014,0.197505,0.200266,0.170736,0.221556,0.603797,0.096618,0.095666,0.092768,0.251691,0.14046,0.000014,0.035098,5685.635373,35.551369,59.25,0.532694,1.010692,0.0014,0.441776,95.21037,6.306724,1.53645,0.652964,1.375358,0.90276,0.092022,30.23965,5.226109,726.8741,1.99009,0.02331,0.032987,0.705932,0.000113,0.011344,1220.725,0.818134,0,0.926764,0.138259,0,0.067917,0.003702,1002.593,486619.7
0.101383,0.085728,0.392175,0.438714,0.402166,0.607961,2.022939,0.029987,1.042853,0.291811,0.562337,0.811458,0.769875,0.206148,0.199103,0.191,0.189188,0.17118,0.033835,0.049218,0.221622,0.129545,0.181952,0.23239,0.408756,0.09537,0.101113,0.070857,0.12307,0.088945,0.000043,0.038514,12716.940728,48.874399,55,0.53275,1.006921,0.001136,0.534083,79.18663,5.502227,1.470673,0.688845,0.994941,0.907604,0.055843,32.23903,5.468274,197.8423,0.806009,0.016499,0.040826,0.33511,0.000091,0.004121,968.7893,0.392527,0,0.96538,0.08891,0,0.033444,0.002144,518.3058,53917.06
0.128895,0.081318,0.450879,0.282061,0.214415,0.592182,1.884026,0.024366,0.636061,0.286999,0.623366,0.864921,0.787799,0.223339,0.207335,0.166449,0.158484,0.126708,0.031721,0.032776,0.341155,0.430965,0.174596,0.296082,0.496908,0.097546,0.102563,0.071357,0.263871,0.096272,0.000014,0.044146,8976.189708,20.683047,79.5,0.625973,1.003884,0.000935,0.495271,92.90212,5.443299,1.383737,0.623884,1.191731,0.900197,0.1122,60.1676,6.07301,196.1678,0.499967,0.007382,0.015454,0.099633,0.000112,0.011372,2456.705,0.386343,0,0.923435,0.105268,0,0.07075,0.002704,630.0223,59551.34
0.116522,0.094652,0.360574,0.486297,0.486164,0.611648,1.991899,0.043527,1.504117,0.296069,0.629803,0.879856,0.833483,0.247814,0.228312,0.200801,0.197514,0.19183,0.039195,0.056081,0.455368,0.259877,0.187506,0.271059,0.69591,0.106655,0.123959,0.112011,0.473983,0.184448,0.000207,0.042502,10852.853502,34.290346,65.5,0.721832,1.008176,0.001746,0.60112,152.9257,8.243353,1.52051,0.779904,3.036085,0.884619,0.050245,30.30431,7.424224,5975.598,15.16677,0.079583,0.195109,3.539508,0.000913,0.006288,2341.251,5.581272,0,0.890147,0.125903,0,0.097851,0.003647,598.2125,297266.8
0.146918,0.086607,0.417497,0.532972,0.534557,0.496212,1.983819,0.035634,1.272687,0.302573,0.562084,1.125503,0.713745,0.213398,0.234994,0.185252,0.18417,0.150392,0.036311,0.125506,0.598276,0.71693,0.194681,0.306297,0.708131,0.1751,0.159782,0.143512,0.3299,0.144142,0.000021,0.044918,5038.584624,9.837312,91,0.575782,1.002804,0.000847,0.485067,62.37788,3.493018,1.125629,0.68008,0.531327,0.853202,0.041117,40.03062,7.556316,579.0882,2.78252,0.076453,0.073957,0.185705,0.001157,0.007942,1925.202,4.583394,0,0.203063,0.025602,0,0.161936,0.002867,481.4188,303071.3
