@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_19 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_9 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C# numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_6 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_9 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_12 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_6 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_5 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_8 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_11 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_9 numeric
@attribute Std_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_2 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_7 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {sad,notsad}

@data
0.088491,0.064495,0.126853,0.072299,4.516791,1.45066,0.418292,1.511756,4.411359,8.920818,0.495483,0.146435,0.290384,0.771762,1.388942,0.050259,0.000011,0.272809,0.365748,0.473743,0.192588,0.17362,0.159743,0.15259,0.152228,0.147131,0.135593,0.127361,0.021482,1.218263,0.505928,0.340212,0.312881,0.284947,0.297286,0.524573,0.129363,0.113707,0.040919,0.093161,0.151477,0.189364,0.25722,1578.244395,0.051205,0.056753,4.314103,0.512763,0.114672,0.197475,0.13746,0.053774,0.044294,0.053952,0.030482,0.068624,3417.683055,5.696603,1.003564,0.001008,69.19808,4.825634,1.397057,0.604993,0.76847,0.895814,0.243076,302.3802,5.257563,647.987,2.165623,0.051092,0.034588,0.483474,0.000254,0.022653,37181.99,1.450033,0,0.956059,0.130053,0,0.042039,0.002637,667.2148,724204.1,sad
0.07293,0.047028,0.101739,0.074272,4.578624,0.729905,0.380194,1.470057,4.618107,6.343606,0.412386,0.153123,0.300741,0.780528,1.408532,0.02449,0.000348,0.279476,0.417333,0.489815,0.204612,0.192326,0.19598,0.197825,0.172784,0.158174,0.159455,0.154589,0.035933,0.995401,0.355851,0.280063,0.301136,0.275889,0.270926,0.363969,0.129542,0.121667,0.041531,0.095476,0.144384,0.196191,0.262141,336.141599,0.011972,0.012314,3.844503,0.375025,0.126002,0.169007,0.150366,0.030199,0.041226,0.050489,0.020584,0.057952,9993.769534,28.006315,1.003059,0.000988,73.64918,4.967485,1.400189,0.613288,0.775342,0.899896,0.134829,154.6041,5.492742,410.6736,0.936449,0.014672,0.048839,0.269277,0.000202,0.010273,14184.63,0.578442,0,0.908123,0.113096,0,0.083492,0.003715,522.2715,116846.8,sad
0.045427,0.034518,0.066822,0.083664,8.353064,0.450863,-0.122809,1.545499,3.740342,5.62719,0.594486,0.13109,0.228065,0.68974,1.363816,0.016471,0.000397,0.282352,0.337361,0.549837,0.199545,0.207126,0.179241,0.17425,0.170747,0.164154,0.152204,0.148711,0.026253,1.552062,0.360367,0.280503,0.216623,0.243125,0.200923,0.281418,0.12819,0.081577,0.033711,0.092715,0.141194,0.196711,0.259613,913.2439,0.020542,0.013202,3.972201,0.784875,0.113837,0.158316,0.114728,0.02409,0.033516,0.025182,0.035539,0.042753,10606.880647,36.24599,1.00465,0.000985,60.76951,3.495174,1.137715,0.951424,0.803263,0.878686,0.123508,117.2512,7.085388,217.8496,1.08966,0.03389,0.058629,0.277405,0.000409,0.012033,17691.3,1.96251,0,0.820906,0.103563,0,0.147118,0.003328,364.3605,53610.64,sad
0.039087,0.028831,0.214733,0.092985,7.637241,1.533859,-0.677824,1.531185,3.95012,6.297081,0.49429,0.121509,0.245167,0.678674,1.22709,0.018967,0.000763,0.285346,0.405087,0.463702,0.233859,0.201259,0.205985,0.203894,0.186612,0.178774,0.171827,0.163246,0.035721,1.471978,0.275378,0.238398,0.504316,0.28054,0.301216,0.280985,0.189732,0.118318,0.032493,0.076798,0.134875,0.189146,0.257032,10935.753288,0.009995,0.008554,3.624666,0.46851,0.100352,0.131132,0.114023,0.039359,0.046785,0.032573,0.032597,0.055713,9182.569917,58.244868,1.0067,0.001276,60.05768,3.422741,1.124025,1.067747,1.022236,0.88631,0.050902,35.78497,6.979658,106.1928,0.610422,0.021021,0.176172,0.565671,0.000241,0.006165,3555.978,1.881025,0,0.635819,0.082057,0,0.231708,0.005709,289.9555,48475.74,sad
0.02677,0.023838,0.02832,0.087185,9.354185,2.136675,1.356022,1.487803,4.44624,4.841065,0.444694,0.089496,0.144598,0.636609,1.293262,0.003559,0.00002,0.273321,0.420891,0.576316,0.214366,0.185042,0.193602,0.171848,0.16412,0.173194,0.148128,0.155463,0.010901,1.343528,0.598546,0.415382,0.63643,0.309151,0.418913,0.580584,0.165525,0.159643,0.021101,0.092747,0.14222,0.1937,0.263662,5266.771413,0.002277,0.001452,5.044058,0.731748,0.161887,0.158994,0.199355,0.071917,0.068109,0.044048,0.060961,0.043891,2609.263273,8.198226,1.003278,0.000897,44.63512,2.511394,0.978092,1.003257,0.509745,0.850223,0.092006,145.773,7.328512,424.9368,0.756055,0.021705,0.214258,0.239683,0.000852,0.008173,16467.86,4.220094,0,0.792277,0.109904,0,0.164684,0.004527,278.4424,3927.848,sad
0.05272,0.045869,0.06968,0.082009,11.481696,0.87224,0.280718,1.51875,4.840333,4.608553,0.49633,0.14461,0.210845,0.558484,1.211363,0.008289,0.000089,0.267826,0.424032,0.442138,0.199664,0.206471,0.182759,0.176682,0.164244,0.129279,0.114782,0.095892,0.016379,1.385672,0.426312,0.230684,0.367732,0.313658,0.234627,0.34232,0.137604,0.130398,0.02952,0.067786,0.129483,0.186091,0.257203,19923.995892,0.004649,0.004091,4.735793,0.896445,0.117941,0.189192,0.176768,0.045879,0.046776,0.037064,0.044195,0.038525,5140.989217,14.024055,1.002862,0.000923,51.89347,2.652781,1.035776,0.694973,0.421915,0.846189,0.198054,257.7213,6.808462,397.6686,0.89292,0.021521,0.028678,0.081517,0.000571,0.017589,15457.95,1.490609,0,0.911451,0.141361,0,0.080762,0.002728,529.0866,123870.1,sad
0.023995,0.018955,0.029165,0.076154,6.966529,1.525731,0.573172,1.474941,4.148133,6.30886,0.522464,0.09661,0.219491,0.706412,1.35427,0.004683,0.000095,0.294209,0.356998,0.481485,0.202273,0.18701,0.169641,0.167619,0.162171,0.154835,0.138565,0.139635,0.017246,1.101918,0.614198,0.563887,0.263304,0.314135,0.275072,0.374919,0.163316,0.170341,0.033387,0.082201,0.138504,0.199775,0.264855,229.131082,0.003629,0.004037,4.509085,0.504982,0.139093,0.139537,0.155791,0.050381,0.056027,0.046124,0.026561,0.053832,5909.713185,11.789558,1.002615,0.000796,54.90082,3.203962,1.083932,1.189861,0.760112,0.871694,0.09891,111.119,7.385686,169.2636,0.188647,0.004057,0.23816,0.088697,0.000174,0.005488,4591.718,0.532372,0,0.998668,0.119707,0,0.001331,0.001223,197.1096,10345.18,sad
0.069327,0.040868,0.119426,0.076851,3.909431,0.966789,-0.29937,1.623882,4.339009,6.457463,0.49961,0.181985,0.314089,0.785396,1.316896,0.012846,0.00033,0.270144,0.408322,0.501453,0.168007,0.195791,0.189158,0.165577,0.145869,0.165494,0.137852,0.135557,0.026713,0.803239,0.452812,0.251641,0.372569,0.329973,0.261749,0.416207,0.122126,0.102925,0.03908,0.090543,0.134792,0.186737,0.260497,557.074868,0.008885,0.00673,3.69421,0.325667,0.138586,0.165056,0.20811,0.03575,0.042933,0.035139,0.025337,0.059939,11563.861918,38.504356,1.005637,0.00111,91.17989,5.629894,1.421247,0.560323,1.019913,0.903705,0.064924,63.76904,5.900479,164.378,0.611006,0.008934,0.006075,0.240721,0.000071,0.002783,2213.679,0.247455,0,0.971372,0.09369,0,0.027827,0.00125,450.5736,40677.34,sad
0.069906,0.0603,0.095535,0.082827,7.715902,1.931001,-1.121547,1.541265,5.440568,6.992157,0.383263,0.168772,0.243334,0.646859,1.220243,0.019262,0.000102,0.253749,0.404413,0.488444,0.184319,0.199322,0.209359,0.170649,0.155357,0.143341,0.146328,0.143197,0.034768,1.009932,0.339579,0.329301,0.391835,0.478179,0.214072,0.472552,0.096379,0.11547,0.032647,0.078432,0.120794,0.176478,0.254911,4204.13624,0.008573,0.00694,3.731912,0.516287,0.138831,0.191335,0.160261,0.042321,0.033702,0.045188,0.03393,0.042775,5181.846063,24.247012,1.004972,0.001007,61.57948,4.118015,1.348997,0.462972,0.355204,0.854422,0.067131,72.13565,4.637172,474.6548,1.326727,0.018493,0.022651,0.037426,0.000369,0.003741,3148.956,0.42261,0,0.678429,0.118792,0,0.218309,0.007052,684.6783,50804.32,sad
0.108302,0.088377,0.170999,0.083062,4.525203,1.745962,-0.402096,1.582254,4.525454,7.752796,0.404483,0.179301,0.301469,0.731801,1.28832,0.031932,0.000232,0.271842,0.466781,0.579368,0.225144,0.213351,0.192977,0.182212,0.180254,0.182821,0.174158,0.157948,0.030721,1.004482,0.400684,0.348698,0.338298,0.335185,0.30025,0.524586,0.151791,0.163399,0.044617,0.090385,0.140038,0.187355,0.251234,14455.050537,0.017184,0.016806,3.385061,0.44225,0.140551,0.210553,0.203312,0.048671,0.05121,0.032693,0.028556,0.052173,10289.095132,28.605823,1.00292,0.000852,89.31485,5.499545,1.424533,0.522017,0.74731,0.885254,0.080702,45.00689,5.57916,411.4956,1.595171,0.027589,0.024785,0.056507,0.000183,0.012799,1941.532,0.602511,0,0.936085,0.104575,0,0.05987,0.002587,915.9329,229261,sad
0.100087,0.062586,0.179933,0.079319,3.662835,1.154476,-0.177874,1.458857,4.204787,7.477649,0.417704,0.177835,0.301883,0.789516,1.381366,0.027998,0.000399,0.283984,0.428903,0.592225,0.210382,0.197467,0.193287,0.177795,0.15088,0.147609,0.157725,0.14729,0.027938,1.064644,0.388177,0.440407,0.33864,0.318586,0.238617,0.377653,0.100984,0.121495,0.049156,0.090882,0.137732,0.187979,0.255242,620.54612,0.016372,0.011084,3.615169,0.473034,0.101334,0.114981,0.195086,0.031786,0.038294,0.034304,0.032115,0.063087,13651.91257,43.752782,1.004114,0.000896,80.73064,5.567702,1.474498,0.516186,0.734295,0.893766,0.090115,64.39119,5.222242,380.2242,1.361818,0.029797,0.02949,0.092103,0.00014,0.007429,4106.535,0.521136,0,0.780959,0.08285,0,0.171176,0.004337,653.6522,245788.2,sad
0.06183,0.045398,0.087046,0.081831,5.478703,0.989671,0.167243,1.450613,4.496402,8.94985,0.450711,0.148852,0.262498,0.772652,1.351809,0.017681,0.00012,0.250168,0.424339,0.537531,0.214798,0.189794,0.204953,0.19626,0.171439,0.169541,0.173894,0.158018,0.029984,1.047849,0.396403,0.363216,0.407156,0.288479,0.382085,0.412239,0.116801,0.138353,0.044589,0.100391,0.132204,0.186417,0.260391,4475.259291,0.009201,0.010031,4.445263,0.569743,0.126793,0.219141,0.162713,0.031753,0.035894,0.034393,0.029634,0.054218,6114.247936,15.778086,1.005044,0.000941,72.30131,4.650511,1.330664,0.648878,0.699083,0.887545,0.060375,47.6893,5.767779,363.5581,1.402932,0.026321,0.088884,0.144533,0.000184,0.004196,1402.382,0.522771,0,0.945406,0.108221,0,0.051648,0.00333,517.3213,89906.86,sad
0.044147,0.035542,0.061853,0.076481,9.878282,1.343312,0.538282,1.494437,4.419576,7.365433,0.487665,0.12674,0.220757,0.599021,1.238544,0.008306,0.000052,0.276147,0.454096,0.564063,0.207764,0.198193,0.182654,0.168827,0.153429,0.146596,0.139301,0.131297,0.018171,1.413337,0.342015,0.620636,0.421186,0.375843,0.322182,0.443142,0.133557,0.12298,0.031419,0.075453,0.132631,0.183196,0.254897,10635.834271,0.004672,0.004076,4.173539,0.788643,0.143575,0.193604,0.241291,0.039467,0.051389,0.037671,0.049788,0.044916,5662.044671,15.51143,1.002895,0.000848,63.37208,3.026204,1.042712,0.691467,0.599158,0.873128,0.162043,228.8457,7.692606,204.1887,0.459985,0.011974,0.043196,0.093283,0.000215,0.009953,15210.26,1.012135,0,0.978029,0.130842,0,0.021502,0.001488,414.3625,16275.69,sad
0.051294,0.032876,0.06423,0.082177,5.379965,0.699598,0.2087,1.439038,4.891592,6.041467,0.361387,0.161441,0.284204,0.731723,1.389764,0.009363,0.000469,0.272128,0.379274,0.454908,0.215085,0.192052,0.176883,0.148561,0.168633,0.155359,0.141935,0.138742,0.022976,0.85415,0.414748,0.356096,0.409819,0.375601,0.302789,0.499479,0.129286,0.120491,0.035946,0.086702,0.14255,0.196522,0.263485,51.702086,0.00537,0.003751,3.50347,0.362174,0.123145,0.129719,0.189339,0.035147,0.041326,0.046476,0.017735,0.055319,14952.341939,41.683699,1.003469,0.000902,70.01175,4.39538,1.30263,0.699865,0.823815,0.892587,0.078568,60.28162,6.063278,101.0438,0.270787,0.006562,0.065722,0.063069,0.00023,0.006855,2426.051,0.249735,0,0.953396,0.095325,0,0.044462,0.001637,349.2742,26072.77,sad
0.062519,0.040615,0.099683,0.079848,5.629842,0.412526,0.124568,1.455534,5.12409,5.711191,0.587385,0.152852,0.298911,0.749739,1.393376,0.029555,0.000194,0.287204,0.412644,0.564574,0.204759,0.206577,0.198975,0.190384,0.159456,0.15795,0.15202,0.151641,0.036628,1.256648,0.238589,0.293523,0.316753,0.33064,0.265394,0.382559,0.11112,0.08306,0.040486,0.090744,0.147121,0.191931,0.257977,199.071287,0.026302,0.026004,3.733529,0.440946,0.097766,0.148476,0.11405,0.030907,0.031957,0.031513,0.024826,0.055153,7575.7346,21.723673,1.005557,0.001064,65.53494,4.396697,1.323656,0.741977,0.768426,0.897173,0.123336,68.36526,5.741877,214.374,1.259244,0.026748,0.033055,0.153095,0.000155,0.010125,2384.524,0.739963,0,0.932756,0.115459,0,0.062764,0.003444,427.5798,170698.5,sad
0.051744,0.037175,0.076592,0.090546,6.318382,1.725986,0.638242,1.577686,4.012918,6.911626,0.456615,0.102922,0.221829,0.738329,1.348304,0.035717,0.000152,0.244958,0.481307,0.639973,0.253019,0.222134,0.238973,0.218679,0.20174,0.198532,0.203468,0.197388,0.046061,1.641662,0.4602,0.220569,0.255666,0.389568,0.373631,0.382045,0.1193,0.135166,0.06122,0.098085,0.144316,0.196413,0.256368,2678.736487,0.02778,0.026339,4.26514,0.826722,0.141194,0.17736,0.158068,0.044265,0.037767,0.041478,0.052437,0.052116,5651.144496,23.021132,1.00427,0.001015,62.15272,3.875284,1.196479,0.94532,0.763245,0.86855,0.047884,45.80525,7.113593,598.7489,2.283358,0.086098,0.359947,0.344318,0.000962,0.005703,5685.328,7.036047,0,0.883489,0.097743,0,0.103005,0.002566,409.4602,192699.8,sad
0.046576,0.027505,0.04552,0.079845,5.068262,1.81014,0.900507,1.517809,4.273629,8.071544,0.45026,0.106369,0.25856,0.755044,1.391491,0.018836,0.000335,0.29647,0.471956,0.656527,0.207619,0.194571,0.202088,0.202457,0.180219,0.183615,0.180721,0.17546,0.027702,1.021189,0.367584,0.399484,0.327241,0.282652,0.316656,0.410223,0.115019,0.094659,0.044778,0.096798,0.141336,0.198542,0.260609,1021.6412,0.018062,0.01843,3.868757,0.567165,0.13091,0.142806,0.208167,0.029496,0.045422,0.035014,0.036212,0.053259,8525.57051,31.965422,1.006307,0.00118,57.80767,4.097144,1.284184,0.86963,0.687168,0.896251,0.105519,88.09513,5.810778,146.5392,0.835309,0.025123,0.159175,0.258211,0.000192,0.011299,7286.231,0.901754,0,0.98735,0.109489,0,0.012498,0.002256,271.8633,55840.23,sad
0.040701,0.023382,0.064856,0.085617,5.91818,1.635416,0.460758,1.542077,4.95264,6.812083,0.474924,0.108654,0.268285,0.723035,1.373175,0.012192,0.000265,0.292558,0.452439,0.566969,0.220579,0.206736,0.213114,0.187556,0.191787,0.180185,0.177949,0.159898,0.027414,0.964445,0.476484,0.373888,0.452939,0.22906,0.280804,0.335606,0.104924,0.115034,0.040749,0.085135,0.134733,0.192486,0.256792,1132.613129,0.00667,0.005026,4.08573,0.336642,0.11935,0.136739,0.140232,0.030333,0.034643,0.040327,0.020133,0.05397,7047.503753,25.365043,1.005044,0.001005,62.04201,3.958583,1.230549,0.856556,0.866753,0.889074,0.085536,95.89836,6.293137,160.6653,0.550288,0.014288,0.158841,0.278103,0.000222,0.006627,10309.56,0.602821,0,0.955393,0.118538,0,0.042646,0.002713,250.3828,19186.29,sad
0.035996,0.024552,0.057046,0.077543,5.816135,1.583612,0.545509,1.5646,4.211777,6.384637,0.459485,0.108344,0.233123,0.749077,1.377392,0.00972,0.000003,0.282617,0.396559,0.508922,0.209293,0.210992,0.187636,0.186047,0.170729,0.169453,0.166568,0.157831,0.024292,1.385963,0.386177,0.35892,0.268074,0.230646,0.357092,0.422493,0.131119,0.157557,0.035767,0.092002,0.140493,0.188348,0.254915,763.859961,0.008388,0.006724,5.244032,0.4852,0.118359,0.169789,0.114676,0.033579,0.046935,0.035999,0.022182,0.054701,2246.077864,4.061306,1.002778,0.000873,61.84175,3.761133,1.194821,0.776975,0.522017,0.877701,0.057403,77.99895,6.53288,502.9346,0.70887,0.015937,0.097604,0.116845,0.000361,0.003696,3204.691,1.758876,0,0.629827,0.058165,0,0.2333,0.003103,304.0965,38018.6,sad
0.071988,0.060055,0.096273,0.083284,6.897118,0.719022,-0.471011,1.51743,5.186837,9.383395,0.414397,0.175071,0.246496,0.667634,1.304148,0.014814,0.000077,0.262666,0.414359,0.583795,0.184079,0.192384,0.183088,0.147342,0.139827,0.155296,0.121899,0.125803,0.028932,1.254796,0.463667,0.470201,0.689402,0.491132,0.326338,0.428556,0.103985,0.115552,0.034064,0.07817,0.127978,0.184479,0.251475,5758.705743,0.006686,0.005531,3.674032,0.437816,0.136343,0.138082,0.18656,0.043271,0.043367,0.047667,0.032506,0.049304,6566.508509,18.270372,1.003331,0.000857,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9,sad
0.052354,0.03397,0.10532,0.081564,5.728137,1.122728,0.585225,1.524344,3.947104,5.72376,0.503452,0.126246,0.267559,0.739326,1.382945,0.026595,0.000147,0.283196,0.437797,0.556711,0.226589,0.199984,0.189909,0.185799,0.163914,0.156885,0.159077,0.152855,0.028217,1.187583,0.339885,0.336913,0.231775,0.261604,0.272695,0.465666,0.132662,0.100643,0.044554,0.094184,0.145772,0.199198,0.259421,1523.219054,0.022959,0.021042,4.515665,0.643338,0.089278,0.164126,0.155133,0.034415,0.042419,0.030868,0.031227,0.047961,9349.04817,18.605131,1.003517,0.000908,81.90423,5.090104,1.355516,0.751997,1.146842,0.896379,0.143161,77.27002,6.18285,585.4062,2.218035,0.036176,0.060743,0.390767,0.000178,0.014866,4733.288,1.077861,0,0.894807,0.09941,0,0.09419,0.004071,495.1238,200987.9,sad
0.045445,0.03249,0.061576,0.077285,7.890725,2.731048,1.331661,1.528635,4.449058,5.474736,0.466519,0.106904,0.245635,0.676406,1.292323,0.013177,0.000052,0.2678,0.386249,0.4719,0.175107,0.200023,0.183054,0.179157,0.159789,0.148723,0.14118,0.142372,0.016832,1.888266,0.382053,0.486412,0.299103,0.397178,0.26919,0.319052,0.141396,0.129477,0.055436,0.098671,0.159288,0.201007,0.263891,4937.946051,0.020578,0.016986,4.337388,0.77048,0.127916,0.189782,0.146309,0.038598,0.043046,0.044364,0.039186,0.062099,6317.979905,12.792853,1.002294,0.000821,67.78414,3.866107,1.189716,0.770783,0.764987,0.884313,0.100318,116.5926,6.947969,299.8982,1.509958,0.034114,0.148976,0.170496,0.000208,0.004722,3713.448,1.997007,0,0.727031,0.085599,0,0.198589,0.005031,366.7825,64860.5,sad
0.078308,0.053227,0.119357,0.087318,5.814978,1.334583,-0.046871,1.473858,4.315026,6.25461,0.448396,0.16195,0.280966,0.725746,1.31851,0.027307,0.000246,0.245965,0.39897,0.513987,0.205147,0.200951,0.184132,0.193901,0.167273,0.159757,0.158818,0.161,0.029468,2.324313,0.394415,0.607371,0.423345,0.284268,0.256288,0.368369,0.180666,0.132175,0.04816,0.11021,0.162105,0.206212,0.255345,40314.975616,0.02755,0.023924,3.719099,0.599495,0.115711,0.180055,0.184686,0.043963,0.05081,0.050061,0.071996,0.047569,9905.353629,36.909292,1.00987,0.001828,86.90982,5.232638,1.366611,0.62975,1.300231,0.895509,0.08871,68.423,5.908755,996.7589,2.657146,0.029567,0.03085,1.002528,0.000239,0.011938,6296.832,0.949263,0,0.862184,0.107086,0,0.118902,0.003688,567.8015,161338.7,sad
0.057633,0.038674,0.076562,0.08276,6.671751,2.673517,-0.644871,1.48835,4.713321,6.996784,0.387446,0.13506,0.230065,0.726435,1.291041,0.027593,0.000073,0.277386,0.375109,0.543033,0.212869,0.208029,0.185583,0.185515,0.152683,0.165764,0.160269,0.145294,0.029202,1.036534,0.507121,0.226027,0.347955,0.249099,0.293592,0.406348,0.114644,0.089038,0.030595,0.085158,0.130881,0.197729,0.258752,1322.371542,0.018548,0.013265,3.89098,0.558458,0.093938,0.170521,0.146096,0.038712,0.037496,0.034978,0.022951,0.052013,6127.73546,17.560825,1.004471,0.000935,69.48446,4.187568,1.251894,0.612512,0.679663,0.885037,0.059925,60.00738,6.447853,322.4345,1.24932,0.034963,0.040578,0.116154,0.000194,0.003398,2444.46,1.5317,0,0.843542,0.082343,0,0.132067,0.002625,415.3768,98109.33,sad
0.035795,0.027701,0.045334,0.090431,10.859319,1.393477,0.538173,1.443746,3.900124,3.884782,0.591143,0.107208,0.204735,0.564503,1.168266,0.007017,0.000071,0.290473,0.391808,0.467853,0.19572,0.210036,0.182336,0.167911,0.152514,0.140695,0.133921,0.116362,0.015035,1.876595,0.204956,0.286928,0.231311,0.254958,0.234797,0.327409,0.145851,0.110465,0.027489,0.091702,0.137614,0.195229,0.261429,25624.677637,0.011118,0.006303,4.436582,0.929256,0.12925,0.159328,0.121775,0.037047,0.038508,0.035363,0.072407,0.043551,5485.320255,10.745886,1.003044,0.00084,63.38941,2.937846,0.997127,0.862052,0.896336,0.881611,0.213313,351.5524,8.334546,575.4593,1.3249,0.028147,0.028815,0.420355,0.0002,0.010496,48320.34,1.701221,0,0.926764,0.125091,0,0.067917,0.003078,318.9766,12572.68,sad
