@attribute mfcc_sma_de[11]_linregc1 numeric
@attribute mfcc_sma_de[11]_linregerrQ numeric
@attribute mfcc_sma_de[12]_amean numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_min numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute F0_sma_de_maxPos numeric
@attribute F0_sma_de_kurtosis numeric
@attribute output {sad,notsad}

@data

0.01789,0.021799,0.000071,-5.211711,-6.06978,-0.681575,0.526474,-1.352123,0.501695,-0.653209,-0.000114,-3.076522,-1.046167,0.051674,0.064018,0.035007,21.0582,0.136143,0.935589,-0.000007,0.00148,2.273972,13.29696,7.104778,0.474001,6.099925,3.916277,0.578957,4.472406,1190,0.213667,5.461285,0.810886,-3.932809,8.510721,0.988167,1.012072,-0.000002,0.821101,0.003191,0.000044,-0.11794,0.000591,-0.366621,2185,14.56882,sad
0.011477,0.012417,0.000062,0.888098,-0.440772,-0.433915,0.497222,-7.752206,-7.09446,-8.808566,0.003559,-9.121983,-9.63808,0.048642,0.057184,0.031382,18.18162,0.147077,0.489351,0.000005,0.001218,1.130641,23.85619,10.40962,0.461053,7.414469,3.330672,0.50558,3.160015,2869,0.148549,3.715612,0.99594,-4.164865,8.90814,1.042241,0.984763,-0.000004,0.949609,0.001748,0.000034,-0.133092,0.000706,-0.015099,422,8.241019,sad
0.00495,0.000838,0.000139,-1.744645,1.072166,-1.696204,0.110552,0.970038,-2.760372,-3.257293,0.000808,-3.79093,-8.836164,0.054997,0.025358,0.100388,19.12726,0.174675,0.15845,0.000004,0.001008,-1.473927,41.55456,11.97107,0.366819,9.136296,3.828093,0.446737,3.246299,876,0.044852,5.069397,0.757004,-3.110349,6.395843,0.946733,0.923287,0.000003,0.808524,0.001535,0.000076,-0.106715,0.000586,0.227528,2498,7.08898,sad
0.016171,0.013599,0.000166,-3.000673,-0.922173,-0.270962,-0.17423,-2.491317,-0.29993,-3.606161,0.002702,-6.251838,-4.610118,0.043653,0.034979,0.043991,31.88863,0.144537,0.297548,0.000002,0.002733,0.777817,23.04609,8.369446,0.72426,5.580532,4.853707,0.701968,5.733439,1513,0.434065,5.544168,1.197921,-4.318292,11.62709,1.478484,1.164563,0,1.053345,-0.000922,0.000093,-0.142051,0.001048,-0.430309,2287,10.65247,sad
0.0073,0.006989,0.000036,9.696856,15.5724,-0.460156,0.385012,-1.973834,-4.088254,-5.810442,-0.000186,-4.65688,-0.120511,0.036148,0.032403,0.0162,66.70892,0.190509,0.459317,0.000002,0.000654,1.248138,20.84801,34.98469,0.224647,10.81071,4.541686,0.372876,2.206121,1856,-1.714337,13.99692,0.555511,-3.462645,6.624024,0.663339,0.641906,-0.000001,0.603065,-0.002093,0.000008,-0.077766,0.000347,0.379179,2630,14.46282,sad
0.040974,0.026182,0.000327,-9.270375,-7.70177,0.398058,1.060562,-0.267227,0.337126,0.82461,0.000338,-0.446869,-2.665318,0.093247,0.073662,0.051665,7.389177,0.156141,1.203355,0.000009,0.003765,0.485997,11.52616,9.786084,0.458658,7.039916,5.415958,0.457758,3.224203,476,-0.068387,3.777929,0.901046,-5.405007,8.824154,1.09208,1.223508,-0.000003,1.000598,-0.001624,0.000112,-0.096606,0.00052,0.093023,2403,24.50335,sad
0.006021,0.000903,0.000032,2.783478,6.997058,-0.813015,0.30155,-1.128951,0.781469,4.330142,0.001376,-1.798526,-1.714739,0.025025,0.013701,0.025433,39.90745,0.164229,0.799968,0.000002,0.001107,1.798085,47.79694,12.65114,0.620487,8.800283,3.966242,0.634094,3.21195,2532,-0.708226,6.728951,1.031549,-5.188021,9.459593,1.117717,0.937592,-0.000004,1.010449,-0.00106,0.000032,-0.128585,0.000505,0.092957,1288,12.43188,sad
0.041664,0.0534,0.000194,-8.706426,-10.1713,0.395471,0.815594,-3.193082,-2.383861,-2.959311,0.002245,-5.323415,-6.797867,0.089259,0.102672,0.033543,9.427061,0.137617,1.282763,-0.000011,0.002204,1.626951,10.67738,8.019098,0.258733,5.207477,2.291668,0.340541,2.470435,311,0.107267,3.383195,0.647298,-3.578331,7.046828,0.930821,0.908448,-0.000005,0.832767,0.001426,0.000039,-0.122144,0.000506,-0.209229,495,19.40943,sad
0.024682,0.009548,0.000386,-4.185848,-0.657616,0.277741,0.156789,-1.665924,0.382163,0.726615,0.000033,-2.459753,-2.685537,0.057502,0.028393,0.045115,9.651203,0.106418,0.666444,0.000002,0.002502,2.227242,29.3478,11.89055,0.448893,8.779793,3.963966,0.45978,3.25193,1754,0.013051,4.938815,0.822913,-4.76888,8.585838,0.806705,0.835457,0.000004,0.776134,-0.000646,0.000031,-0.137676,0.000693,-0.38159,1574,12.57396,sad
0.004152,0.002732,0.000019,0.295448,0.960673,-1.547158,0.035148,6.978252,1.456515,-2.066639,-0.000921,1.505556,-4.352009,0.025854,0.023101,0.034781,28.86353,0.197995,0.039789,0.000002,0.000947,0.982478,45.51461,6.185341,0.900919,5.013934,4.084875,0.774362,4.746984,259,-0.251357,5.170489,1.435987,-4.705604,9.786224,1.454772,1.415022,-0.000004,1.401208,0.003387,0.000045,-0.181993,0.001196,-0.135856,2617,3.917651,sad
0.023078,0.02569,0.000165,-3.556917,-4.368892,-1.189755,0.374136,-4.433325,-4.521574,0.90394,-0.000336,0.985527,-0.303429,0.055617,0.06328,0.031838,11.7097,0.165756,0.517462,-0.000005,0.003326,2.867218,25.56395,12.87821,0.314533,5.204952,2.644403,0.323622,3.570464,2849,0.484475,4.071583,0.691534,-2.835611,6.880324,1.002118,0.958562,0.000004,0.87871,0.000441,0.000044,-0.138631,0.000766,-0.736988,2005,8.514253,sad
0.010214,0.006794,0.000038,-1.871495,-1.365181,-0.732159,1.085946,-1.18413,-2.094627,0.793647,0.000612,2.173744,-5.614846,0.040946,0.042803,0.024185,16.2977,0.149952,0.497344,-0.000003,0.001104,1.855118,19.76188,12.27296,0.387475,9.611945,2.738604,0.378199,3.918868,378,-0.288318,6.139491,0.794378,-4.360039,7.838958,0.776099,0.754421,-0.000006,0.687938,0.002897,0.000026,-0.102027,0.000452,-0.000202,1287,23.06232,sad
0.022371,0.018533,0.000146,-8.055634,-7.452629,-1.260644,0.928268,-2.149749,-1.83985,1.574992,0.000377,1.908227,-1.253087,0.084926,0.077191,0.045818,9.642012,0.164587,0.694606,-0.00001,0.001722,0.344073,13.41019,4.678641,0.330849,4.344978,2.593489,0.440329,2.982413,2749,-0.108732,3.618002,0.749201,-3.207998,6.402942,0.882794,0.869536,0.000005,0.84469,-0.003118,0.000075,-0.089246,0.000469,-0.098082,2378,25.20529,sad
0.006379,0.004,0.000029,-0.421476,0.694843,-1.229809,0.596159,-8.797354,-0.273114,-7.337563,-0.001079,-0.489059,-5.7575,0.048771,0.036431,0.053621,17.64547,0.153082,-0.051554,0.000008,0.000918,0.158755,22.17161,6.953116,0.921688,5.89257,5.652017,0.989436,5.102902,796,0.268834,5.204951,1.320742,-5.259698,10.34242,1.755104,1.534702,-0.000003,1.314578,0.003106,0.000084,-0.131598,0.000647,-0.377747,2380,13.8163,sad
0.002381,0.00026,0.000003,-0.055591,-0.716574,-0.864762,0.069441,-3.083232,-5.603307,-2.990605,0.004169,-11.04073,0.053207,0.041515,0.043843,0.028823,30.22567,0.176357,0.29856,0,0.000204,-1.217832,40.24752,8.707947,0.37801,5.984486,2.848296,0.389785,4.448792,367,0.413352,4.606045,0.855321,-3.899134,6.927673,0.9853,1.026134,0.000002,0.862887,0.000099,0.000015,-0.177548,0.000758,-0.323518,735,7.47615,sad
0.0365,0.024964,0.000254,-11.15678,-10.83475,-0.272813,0.413309,-0.452456,1.265898,2.127362,-0.000005,-0.344897,-0.483804,0.072641,0.049271,0.037593,11.46717,0.139039,1.483864,0.000009,0.003551,0.794107,10.49144,5.462628,0.474823,5.223295,3.779541,0.76501,3.501348,1126,-0.10239,4.630566,1.004686,-4.959966,9.022543,0.937832,0.917498,-0.000004,0.86222,-0.001778,0.000076,-0.108907,0.000431,-0.445084,488,64.28686,sad
0.003595,0.003568,0.000006,6.107712,7.124351,-0.190063,0.105551,-13.263,-9.991357,-2.877919,-0.000885,-2.581009,-4.919207,0.044769,0.043588,0.013207,19.79411,0.268281,0.201751,0.000001,0.000403,2.238803,17.44472,5.277023,0.266469,4.019807,3.06685,0.409251,2.500395,2602,-0.082395,3.247202,0.934807,-3.624809,9.41749,1.135535,1.361865,0.000006,1.428069,0.001478,0.000007,-0.119115,0.000984,0.056372,2543,3.625848,sad
0.015373,0.016758,0.00019,2.440781,3.839193,-0.616338,0.677862,-7.182934,-4.899723,-4.682279,-0.000302,-3.813353,-3.379985,0.058995,0.058749,0.049437,40.76122,0.152491,0.077792,-0.000006,0.001672,0.373657,38.24259,24.07342,0.39542,11.12387,2.549544,0.393491,2.48907,2748,-0.322535,4.418467,0.721366,-3.671695,7.115587,0.845362,0.900698,-0.000006,0.817239,-0.003819,0.000065,-0.114908,0.000583,0.281251,1325,8.926239,sad
0.03051,0.026204,0.000266,0.248358,2.229782,-0.883756,1.268057,-2.035946,9.531196,4.474728,0.000916,1.339633,-2.595289,0.064768,0.055987,0.02615,4.811721,0.174844,-0.090587,0.000001,0.002143,0.840076,8.173526,9.562711,0.338698,7.832393,3.474983,0.530888,2.468611,1450,-0.321015,4.394235,0.694101,-3.150146,7.142055,0.92188,0.901614,-0.00001,0.976282,-0.002237,0.000019,-0.13999,0.000771,-0.125042,2113,9.423173,sad
0.014179,0.014939,0.000142,1.206689,-0.690654,-0.756438,0.643162,-4.761638,-5.146403,-7.713626,0.00025,-7.580473,2.573482,0.061148,0.064427,0.029996,7.548486,0.1588,0.356128,-0.000009,0.001441,-0.043395,20.92955,6.509153,0.825015,6.856986,3.877846,0.551908,3.197136,1368,-0.365937,4.773668,1.029502,-4.756164,9.105444,1.172331,1.200585,-0.000002,1.102043,0.002,0.000023,-0.127422,0.001047,0.722122,892,8.777559,sad
0.023818,0.021835,0.000152,-1.653214,-1.728655,-0.741868,-0.088129,-1.733506,-4.664396,-5.981916,-0.000153,-1.602601,-6.519118,0.045942,0.048925,0.022603,55.54071,0.173939,0.308782,0.000006,0.001687,0.651079,7.767838,8.078541,0.444008,5.853648,3.326731,0.454984,3.594674,2392,-0.067754,4.740067,0.756299,-4.842691,8.779942,0.926412,0.859222,-0.000003,0.842522,0.004496,0.000017,-0.083936,0.000455,-0.029164,1062,29.35577,sad
0.011387,0.011576,0.000031,-6.461762,-5.384081,-0.854993,0.277609,-2.156062,-4.650548,1.078659,0.001065,-3.389091,-1.678032,0.081871,0.078205,0.045867,22.1929,0.141409,0.707316,0.000002,0.001093,1.17602,11.74299,9.001237,0.385438,5.300149,3.038813,0.573946,2.64512,1347,-0.037284,4.066879,0.998609,-3.470671,7.065125,0.904783,0.918833,0.000001,0.840015,-0.002728,0.000103,-0.135234,0.000958,-0.35157,2890,9.472969,sad
0.017448,0.018985,0.000189,-4.187963,-5.07551,-0.390422,0.560978,0.55691,0.589989,-1.711387,0.001244,-3.273968,-0.150782,0.044084,0.050552,0.037924,18.65668,0.155938,0.770977,0,0.002956,1.367281,14.97178,8.179266,0.587949,6.468731,2.872824,0.465866,3.240296,850,0.267563,4.10648,0.790911,-4.373903,9.041767,1.10493,1.013956,-0.000003,0.905598,-0.003842,0.000076,-0.139997,0.000575,-0.356175,880,13.85503,sad
0.03653,0.032747,0.000712,-7.494006,-6.847051,-0.75828,-0.351373,-4.176195,-3.040843,-5.686386,-0.001021,-7.392892,-9.316347,0.079151,0.066041,0.073783,17.30195,0.153369,0.379719,-0.000008,0.005275,0.404337,14.83261,6.070615,0.937485,5.364396,4.155231,0.896364,4.491796,1343,-0.593348,5.239271,1.239295,-5.056429,10.56578,1.571903,1.317408,0,1.251819,0.000358,0.000234,-0.154308,0.001175,0.158494,1438,6.270879,sad
0.010555,0.010911,0.000075,-6.289876,-5.277556,-1.11708,0.396071,-0.641104,-4.813238,-2.906591,0.001753,-12.54897,-3.357445,0.065697,0.064539,0.064496,22.58458,0.160098,-0.436312,0.000004,0.001794,1.009098,17.84471,8.351791,1.045393,4.801046,3.775044,0.979042,5.947353,2291,-0.090719,4.891487,1.644892,-4.092384,10.6693,2.265143,1.665413,-0.000009,2.205941,0.004032,0.000189,-0.150831,0.001581,0.144934,528,4.965274,sad
0.050201,0.041783,0.000274,-9.244462,-8.337998,-1.33525,0.259756,-1.889601,-4.609803,-2.386353,-0.000515,-1.016925,-2.243739,0.087455,0.076608,0.033698,8.139236,0.147409,1.191503,0.000003,0.003691,0.979769,10.35944,4.738366,0.215469,4.032107,1.990828,0.307241,2.409876,2509,-0.100861,3.154941,0.603356,-2.722708,5.579686,0.753164,0.724143,-0.000005,0.667496,-0.001044,0.000049,-0.09837,0.000343,-0.093659,529,110.1574,sad
0.017853,0.013295,0.000087,-11.04876,-9.627135,-0.184822,-0.10605,-2.554115,1.133896,-1.975589,-0.001498,1.234024,-2.681902,0.093722,0.075122,0.055444,5.522051,0.141788,0.95491,0.000006,0.001957,0.539283,5.413474,5.1949,0.546399,4.238501,2.861321,0.764384,3.641155,1109,-0.170952,4.352004,1.408198,-4.707481,9.518755,1.390081,1.161673,0.000003,1.153094,-0.002407,0.000135,-0.144273,0.000917,-0.276705,2076,12.95901,sad
0.014254,0.01755,0.000225,-5.728661,-6.860066,-1.417851,1.117742,-4.073392,-0.559267,-1.624166,0.000503,-4.397347,-0.680483,0.0536,0.070167,0.06978,18.59164,0.128148,0.598052,-0.000019,0.003029,0.796418,24.25825,8.131335,0.409753,6.320336,3.147513,0.533695,3.36005,1987,0.032447,4.108562,0.915762,-4.256595,9.364065,1.054034,0.883905,0.000005,0.887747,-0.002947,0.000175,-0.15294,0.000855,-0.314528,675,9.968017,sad
0.026033,0.026167,0.000142,-12.59866,-13.77041,-0.315609,0.250729,-0.093689,-4.155392,-0.041106,0.001192,-1.648335,-1.565269,0.144139,0.163386,0.046907,5.490754,0.131474,0.577711,0.000005,0.002706,1.127247,10.07263,6.519249,0.558844,5.821093,2.423896,0.395045,4.004305,1960,0.210998,3.834374,0.737489,-3.093089,7.065054,0.935233,0.851508,-0.000009,0.8467,0.000983,0.000093,-0.136814,0.000652,-0.330203,1984,12.56152,sad
0.020693,0.01293,0.000099,-3.257574,-1.821532,-0.94123,-0.896237,-5.677234,-4.884121,0.032279,0.000312,-0.847235,-3.745498,0.051609,0.032515,0.034211,21.44329,0.154072,0.084989,0.000005,0.001795,0.459992,15.06112,7.183432,0.52402,5.704604,3.479407,0.518588,3.563416,2167,0.219891,3.903948,1.091496,-3.449313,7.540082,1.250364,1.271371,-0.000004,1.222741,0.002782,0.000035,-0.133791,0.000905,-0.124325,2023,5.588644,sad
0.024612,0.021279,0.000103,-7.610311,-7.494327,-0.630808,0.515959,-2.916296,-0.489662,0.046159,0.000419,-4.027987,-4.835615,0.079235,0.077104,0.02892,3.251887,0.143369,0.236392,0.000003,0.001532,0.638997,8.58018,5.706402,0.329087,5.365401,3.089034,0.36629,2.819285,1732,0.26658,3.718645,0.847798,-3.273554,7.238002,0.888748,0.877979,0.000003,0.758828,0.000756,0.000031,-0.143104,0.000829,-0.546844,519,8.657184,sad
0.008192,0.008495,0.000051,-0.419588,-0.135523,-0.39515,0.7384,-1.491624,-4.136615,-1.292506,0.00116,-1.764034,-3.534133,0.052535,0.052788,0.043404,11.6144,0.155955,0.336773,0.000002,0.000797,-0.758751,21.39856,13.41582,0.414725,10.02141,2.965487,0.38705,2.600069,2519,-0.174133,4.756271,0.719982,-3.87585,8.901844,0.84654,0.778383,-0.000004,0.764331,0.000518,0.000037,-0.142717,0.000652,0.158068,2341,9.354676,sad
0.044718,0.06449,0.000408,-9.767341,-12.45366,0.769805,0.747687,-2.65372,0.52279,-0.189796,-0.000745,7.267962,0.965987,0.093483,0.123553,0.058536,11.09018,0.13843,0.833117,-0.000008,0.003553,0.120652,7.842689,8.426787,0.514406,6.02922,3.564435,0.631504,3.756325,2306,-0.41514,5.065253,0.990734,-4.193776,7.820347,1.250637,1.123861,0.000003,1.129132,0.002509,0.000122,-0.119303,0.000756,-0.071754,2013,13.78039,sad
0.00794,0.008826,0.000043,-3.230888,-3.48895,-1.164977,0.469646,-2.933159,-5.908856,-5.398967,0.001312,-5.237701,-6.376868,0.043648,0.050785,0.046996,35.26548,0.15775,0.381254,-0.000001,0.001146,1.305769,27.72217,10.04006,0.412133,6.187526,3.626907,0.538842,4.00323,2692,-0.298552,4.289904,1.021114,-5.345773,11.09277,1.305951,1.094175,0.000008,1.150003,0.002498,0.000075,-0.129816,0.0006,-0.226679,956,9.291968,sad
0.011612,0.014854,0.000161,1.203398,-0.353375,-0.392661,-0.450599,-4.577307,-3.495553,-4.952654,-0.000775,-2.217134,0.127012,0.034232,0.039462,0.02094,36.69263,0.070886,0.151581,-0.000022,0.00192,1.429304,13.12236,4.715185,0.984041,5.682091,3.594797,0.735452,4.935176,1974,0.177839,4.553954,1.159992,-4.723493,10.66952,1.622269,1.536156,0.000004,1.261499,-0.002374,0.000015,-0.187796,0.00166,-0.247255,210,5.413674,sad
0.011323,0.008222,0.00007,-1.260655,-0.97914,-1.090892,0.535693,-4.92217,-0.655156,-5.525482,-0.000331,-3.227973,-5.60231,0.038754,0.031478,0.02831,21.6485,0.149952,0.169185,0,0.001161,0.143994,18.20507,8.866419,0.35988,6.872052,2.493974,0.411822,2.963104,2025,0.035317,3.93409,0.89514,-6.930323,10.54924,1.041341,0.876535,-0.000001,0.796272,0.002011,0.000034,-0.092808,0.000546,0.048962,325,8.568414,sad
0.027757,0.027066,0.000248,-6.67773,-7.094085,0.601237,0.33556,-3.887964,-3.92076,0.727138,0.000191,0.296408,-5.818789,0.069068,0.071628,0.038398,4.771788,0.137934,0.750425,-0.000006,0.002811,2.053346,8.994546,12.11789,0.819317,6.262687,3.789178,0.579951,3.810007,936,0.453328,4.602856,0.967547,-3.495097,7.124636,1.221823,1.182878,-0.000004,0.881571,-0.000123,0.000047,-0.119799,0.000566,-0.532171,2145,32.24377,sad
0.002113,0.002254,0.000001,5.099097,4.479012,-0.673837,0.212832,-0.978977,-4.601284,-5.584797,-0.002625,7.880366,-3.082024,0.027082,0.030442,0.014451,30.59417,0.155525,0.661766,0.000001,0.000209,-1.948763,49.34031,8.364565,0.546118,7.169185,3.35515,0.623171,3.488776,658,0.129362,4.456329,0.808756,-5.148708,10.80087,0.880246,0.877865,0.000003,0.801222,-0.002182,0.000009,-0.085861,0.000331,-0.137046,544,18.19014,sad
0.009018,0.011794,0.000046,-0.547049,-0.719276,-0.669452,0.491089,-12.5972,-3.413529,-9.999951,0.001118,-11.4822,-3.147954,0.062335,0.051952,0.082098,30.30659,0.161277,-0.194283,0.000002,0.001027,1.262206,25.52006,13.14001,0.437251,7.814111,3.178952,0.461328,3.94331,2790,-0.134745,5.307222,0.824833,-4.093919,9.884335,1.022376,0.761802,0,0.825032,0.000806,0.000128,-0.123782,0.000548,-0.095043,1687,8.946033,sad
0.006276,0.006161,0.000033,-2.804927,-2.819968,-0.017172,-0.338022,-0.361444,-2.902501,-3.210717,-0.00161,1.57581,-4.441536,0.033841,0.031725,0.022093,16.3686,0.16802,0.80459,0.000002,0.000901,3.305758,34.61011,8.752556,0.44978,6.520936,3.468873,0.50729,3.002616,1291,-0.150877,4.375326,0.870789,-4.391119,9.014074,0.939586,0.963097,-0.000009,0.82948,-0.000311,0.000024,-0.101831,0.000415,-0.092412,418,14.5526,sad
0.021281,0.017294,0.000041,-8.620628,-7.990657,-0.856045,0.753455,3.126395,-5.043511,-4.261762,-0.001007,-1.833093,0.524463,0.080577,0.068137,0.028401,12.16009,0.141443,1.095394,0.000002,0.001102,0.721121,10.23004,5.684788,0.237233,5.335551,2.964021,0.290368,3.085562,1043,0.426382,3.734917,0.514934,-3.583683,6.626028,0.75184,0.702123,-0.00001,0.667807,-0.001449,0.000034,-0.082876,0.000407,-0.125299,1491,42.82159,sad
0.04865,0.056099,0.000376,-11.77857,-13.65735,-0.418244,0.81549,-1.584753,2.572294,3.448692,-0.000958,-1.225181,-4.652947,0.108669,0.128563,0.042429,3.360781,0.137854,1.375506,0,0.004708,1.909707,9.36575,7.298968,0.437049,6.173805,3.84752,0.716434,3.385931,2986,0.237396,3.938643,0.82749,-3.855536,7.178689,1.151022,0.797985,0.000003,0.89895,-0.000691,0.000104,-0.105557,0.000496,-0.383819,499,47.07269,sad
0.003954,0.003043,0.000003,-0.494872,-0.201783,-0.660851,0.22588,-7.914111,-3.090553,-1.471597,-0.000393,-3.925326,-3.101048,0.038611,0.044998,0.016943,9.482785,0.149071,0.535439,0,0.000356,1.132262,5.676152,5.817087,0.5468,5.721613,2.910243,0.51588,2.954999,203,-0.102166,3.783537,0.769159,-4.365991,8.745783,0.788458,0.882496,-0.000008,0.857302,0.00132,0.000012,-0.116587,0.000509,-0.250409,533,17.1683,sad
0.00787,0.007199,0.000065,-2.531489,-1.798241,-0.787591,0.999221,-3.983112,-4.345629,-2.92918,0.000586,-4.224874,-2.054364,0.048075,0.04208,0.045932,26.30179,0.165836,0.783006,0.000005,0.001373,-2.179588,48.13095,4.580482,0.685588,4.354863,3.143514,0.618296,4.153182,2501,0.503766,4.595231,0.954813,-4.331384,8.366744,1.254031,1.281136,0.000005,1.256233,-0.002435,0.000065,-0.135412,0.000715,-0.451473,1690,12.29485,sad
0.009769,0.0088,0.000037,-5.978161,-5.053891,0.139436,-0.566517,3.354767,-2.069933,4.104397,0.000581,-2.732822,2.970909,0.060405,0.061882,0.037858,3.497393,0.140451,0.268247,-0.000001,0.001688,1.309065,10.66301,6.554137,1.122745,5.237888,2.930067,0.865275,4.529277,358,0.183367,4.880877,1.34401,-8.398504,13.52252,1.356489,0.972901,-0.000007,0.977462,-0.000428,0.000053,-0.186089,0.001794,-0.794962,2063,5.696064,sad
0.031272,0.025736,0.000121,-9.584054,-7.998346,0.261385,-0.46347,3.310344,1.345145,7.641539,-0.0002,5.351313,5.89744,0.082452,0.075345,0.036538,3.519908,0.158397,0.500825,-0.000001,0.002565,0.534463,8.486036,4.482822,0.653254,4.220142,2.984922,0.550247,4.060395,2617,0.475861,3.849983,1.022265,-4.440794,9.070726,1.235983,0.986778,0.000005,1.114328,-0.000532,0.000076,-0.133936,0.001139,-0.499185,275,7.100743,sad
0.032858,0.01508,0.000466,-2.073781,-0.031028,-0.788444,0.57271,-6.013829,-9.057871,-9.849573,0.000509,-10.75629,-4.188214,0.06714,0.059788,0.051464,31.6896,0.166926,-0.340048,0,0.003503,0.348074,11.40465,9.432846,0.986153,7.823981,5.274936,0.662007,4.903407,1111,0.124091,5.945444,0.924116,-4.712253,10.07573,1.135876,1.477227,-0.000001,1.110646,-0.000981,0.000098,-0.163192,0.001113,-0.266899,861,8.109571,sad
0.002314,0.00228,0.000001,-0.817512,-0.528894,-1.134632,-0.173826,-10.80033,-4.591608,0.245011,-0.00077,-4.357417,-0.876585,0.032766,0.037001,0.011334,10.72545,0.15692,0.665911,0,0.000253,1.662359,18.77442,8.920018,0.323009,5.929017,3.515608,0.348676,3.118242,772,0.528928,4.18205,0.535684,-4.121189,7.776885,0.811114,0.709115,0.000001,0.773833,0.007556,0.000009,-0.095065,0.000431,-0.310309,1234,16.4474,sad
0.017234,0.019009,0.0004,-2.432293,-1.82608,-0.437266,0.032912,-4.055484,-7.264047,-2.63699,0.000063,-2.633972,-1.912487,0.056606,0.061162,0.035683,6.596413,0.147047,0.076203,-0.00001,0.002098,0.989687,13.5553,7.654687,0.434698,5.538124,3.8751,0.530413,3.671896,1909,-0.198015,5.402242,0.979133,-4.421392,8.632347,1.023479,1.024565,-0.000009,0.997034,-0.000222,0.000031,-0.124628,0.000821,0.078268,449,7.357173,sad
0.018822,0.022298,0.000147,-5.203087,-9.163991,0.22574,-0.058023,-11.24624,-6.589863,-9.180192,0.002738,-7.37813,-1.28838,0.073356,0.093273,0.073619,12.99745,0.125248,0.636859,-0.000006,0.002918,0.629345,9.064865,7.700017,1.026877,8.469422,4.282448,0.792073,5.572905,693,0.576372,5.740722,1.43496,-3.687962,8.44235,1.397704,1.492598,0.000003,1.32174,0.005806,0.000231,-0.151937,0.001172,0.103583,2924,7.844522,sad
0.003993,0.002456,0.000008,2.280149,1.243286,0.185659,-0.61496,-4.216314,-2.116819,-5.060142,0.000908,-6.052775,-2.600496,0.029856,0.033308,0.012974,13.57595,0.162681,1.153278,-0.000001,0.000458,3.068253,25.36773,8.533128,0.28471,11.10811,2.51968,0.291412,3.071715,2419,0.087484,3.955772,0.532032,-4.963802,9.717692,0.841162,0.722526,-0.000004,0.754982,-0.001546,0.000008,-0.109572,0.000451,0.300419,348,10.83816,sad
0.017448,0.018073,0.000206,-3.268059,-3.618535,0.316362,0.483012,2.280824,-1.908994,-3.321599,-0.000399,-0.82943,-2.581424,0.053695,0.047814,0.048891,13.11094,0.148612,0.372731,0,0.001791,0.411414,16.78421,11.78026,0.623928,6.760688,3.989959,0.769827,3.456794,5,-1.099181,11.24128,1.266827,-4.07949,9.29551,1.411171,1.350293,-0.000004,0.979485,0.003925,0.000053,-0.140411,0.000913,-0.102854,2969,7.148327,sad
0.004884,0.005253,0.000005,-0.417096,-4.582312,1.523801,1.072666,-5.742566,-6.518438,-1.180081,-0.003067,4.930664,7.804371,0.044563,0.061233,0.016262,5.66106,0.197256,0.727653,0,0.000255,0.374968,7.880706,15.48769,0.243061,5.429111,4.055776,0.477017,3.440103,2637,0.01731,3.588418,0.791926,-4.908522,8.714556,0.992568,0.979217,-0.000009,0.860544,-0.004794,0.000011,-0.10686,0.000756,0.077723,2188,8.252502,sad
0.005619,0.004465,0.000031,-4.996722,-7.112074,-1.770418,0.691968,-4.479175,-0.894503,-3.958553,0.002643,-4.812589,-3.769922,0.068661,0.092302,0.064455,22.22922,0.152626,1.07583,0.000001,0.000868,0.225013,49.25776,11.73629,0.320314,6.913993,2.303742,0.392525,3.171904,2362,0.124599,3.415599,0.782377,-4.661024,8.715472,1.074081,1.012945,0.000005,1.013375,-0.003106,0.00009,-0.096423,0.000573,-0.070293,1898,14.4256,sad
0.005015,0.004801,0.000012,0.2548,0.946661,-0.513615,0.699161,-3.051729,6.115199,-8.11279,0.001248,-3.931401,-1.020507,0.056487,0.052337,0.040487,37.01105,0.167682,-0.077264,0.000002,0.000394,-0.034465,20.61856,7.087176,0.333732,6.090554,3.538617,0.413664,3.214129,1639,-0.033432,3.808167,0.986215,-4.101888,8.311952,1.5238,1.246361,-0.000004,1.112002,-0.000669,0.000041,-0.144317,0.000825,-0.184304,1455,8.799238,sad
0.032011,0.019826,0.000256,-8.28657,-9.162937,-0.472777,0.356515,2.18459,2.994617,3.11521,-0.00005,-1.389932,-2.295528,0.055512,0.047989,0.035953,10.59183,0.133923,0.914065,0.000011,0.003043,1.395359,9.037623,5.020355,0.679475,7.118083,4.226316,0.784889,3.829041,1669,-0.426983,5.195163,1.133391,-3.899166,8.691475,1.250144,1.029776,0.000001,1.002998,0.000104,0.000057,-0.179693,0.000899,-0.7853,2448,10.43454,sad
0.016814,0.010311,0.000155,-4.669639,-3.133561,-0.063502,0.351572,3.852227,1.82028,3.989747,-0.001129,5.354069,-0.390818,0.040486,0.024055,0.034522,5.632429,0.129628,0.233696,0.000001,0.002769,0.827541,7.775911,6.444934,0.759578,5.253985,2.470302,0.498239,3.251939,1652,0.108398,4.015284,1.403865,-5.9601,10.16997,1.131733,1.100667,0.000004,1.415432,-0.001893,0.000049,-0.161421,0.001022,-0.684291,2881,8.73611,sad
