@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_17 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_Flatness numeric
@attribute BeatHisto_PeriodicCentroi2 numeric
@attribute BeatHisto_PeriodicSpread1 numeric

@data

0.07062,0.042827,0.095447,4.677387,0.066172,0.00061,1.449593,4.382644,0.484222,0.136481,0.602576,0.027876,0.082325,1.077782,0.000471,0.214833,0.20403,0.186978,0.174876,0.171419,0.15881,0.145233,0.038448,0.286667,0.204512,0.27735,0.232904,0.248594,0.099213,0.102307,0.097832,0.101587,0.070037,0.054576,0.027519,0.041057,0.073522,0.138255,0.262535,0.008122,0.516677,0.098556,0.039408,0.027399,0.050231,0.198246,12592.50922,82.358019,54.2413,0.001375,0.565692,0.321978
0.027914,0.020307,0.036435,9.580392,0.208457,0.000017,1.441471,4.253765,0.525715,0.099622,0.448714,0.006067,0.017143,0.971097,0.00001,0.194112,0.186146,0.181371,0.165718,0.170536,0.165529,0.167133,0.014562,0.362207,0.320894,0.396462,0.278943,0.277523,0.0918,0.135268,0.089537,0.099144,0.115135,0.133538,0.015752,0.021496,0.081727,0.14063,0.256652,0.009183,0.778377,0.095192,0.052689,0.037834,0.050492,0.202938,3261.182243,6.722894,10.661133,0.001529,0.596447,0.314915
0.063101,0.052911,0.083665,8.079411,0.682785,0.000049,1.637151,4.569115,0.370669,0.138532,0.525587,0.036312,0.07418,0.875669,0.000055,0.200301,0.14787,0.164895,0.13833,0.142204,0.133236,0.147538,0.025214,0.489964,0.555289,0.462266,0.340354,0.322254,0.151238,0.140201,0.129524,0.102859,0.123177,0.112986,0.022459,0.038917,0.094618,0.157941,0.262176,0.055799,1.135899,0.129715,0.066674,0.052104,0.048532,0.205324,4407.014822,11.588222,9.951097,0.00153,0.579987,0.322125
0.033785,0.022543,0.03504,5.870711,-0.223079,0.000079,1.522376,3.854308,0.339123,0.088029,0.588062,0.008661,0.031343,0.863283,0.00007,0.19118,0.195785,0.172932,0.164841,0.161778,0.142528,0.145863,0.019062,0.396962,0.381687,0.344102,0.265046,0.267506,0.166594,0.102546,0.087648,0.090463,0.098425,0.149544,0.02294,0.046356,0.076632,0.148561,0.256217,0.009474,0.586735,0.11687,0.04231,0.050827,0.055872,0.201583,4897.340717,9.928,11.176955,0.001544,0.537962,0.322237
0.076497,0.045948,0.115287,4.411764,0.231668,0.000158,1.46261,3.799232,0.476383,0.162146,0.572837,0.015995,0.056936,0.582666,0.000079,0.193074,0.177094,0.180641,0.16468,0.154721,0.151636,0.14174,0.022299,0.260659,0.203399,0.221769,0.208874,0.324644,0.098673,0.094939,0.078248,0.07748,0.060344,0.053117,0.022934,0.041075,0.066269,0.139272,0.262735,0.010143,0.289786,0.143013,0.033335,0.036859,0.055893,0.205496,10936.783775,26.325178,26.288189,0.001587,0.544152,0.320949
0.112302,0.066966,0.20241,2.926767,0.311205,0.000729,1.459726,3.70416,0.412877,0.172549,0.649819,0.035264,0.164364,0.812608,0.000835,0.218182,0.20989,0.191189,0.170483,0.166903,0.163859,0.154232,0.036796,0.422818,0.169081,0.173395,0.253873,0.285448,0.112503,0.10951,0.102158,0.120789,0.074689,0.037672,0.023803,0.04334,0.07409,0.144571,0.263128,0.01024,0.242706,0.10128,0.032659,0.025042,0.06194,0.202587,16489.940854,44.971749,79.185474,0.001524,0.587052,0.311604
0.040961,0.029193,0.044883,7.244246,-0.054583,0.000024,1.487518,3.806017,0.378824,0.116629,0.569444,0.008672,0.023214,0.789119,0.000019,0.20355,0.18332,0.183177,0.182965,0.168601,0.156971,0.156205,0.019138,0.190139,0.188727,0.214192,0.232249,0.293406,0.111386,0.103309,0.094932,0.088677,0.07195,0.083885,0.01716,0.027348,0.068433,0.131076,0.259809,0.006858,0.481436,0.115764,0.037696,0.031929,0.051799,0.206374,4727.515522,12.503362,16.298414,0.001474,0.535652,0.327357
0.047541,0.033006,0.057882,6.416503,0.063644,0.000071,1.460477,4.057002,0.367927,0.113931,0.565236,0.018997,0.05594,0.961267,0.000041,0.202424,0.202989,0.199025,0.167336,0.158296,0.153081,0.144862,0.023766,0.293327,0.254249,0.227972,0.293627,0.271921,0.134925,0.119206,0.144881,0.127302,0.071409,0.107084,0.026727,0.035095,0.067681,0.137606,0.262118,0.027784,0.542069,0.109029,0.036186,0.027315,0.052509,0.203314,5205.504791,11.811967,16.482425,0.001545,0.55493,0.330594
0.061289,0.041094,0.136305,4.923375,0.317092,0.000106,1.413039,4.551988,0.36214,0.150717,0.55974,0.027874,0.15528,1.021476,0.000124,0.219917,0.207179,0.211947,0.191251,0.179283,0.160252,0.16193,0.039229,0.564321,0.570138,0.373194,0.237564,0.251992,0.127976,0.114513,0.128364,0.139008,0.078978,0.106398,0.030515,0.042136,0.075369,0.139055,0.25824,0.010109,0.373566,0.136602,0.033438,0.033781,0.052276,0.201417,5403.657647,75.633204,32.520377,0.001062,0.614677,0.286702
0.082533,0.049266,0.151305,3.834739,0.04266,0.000486,1.559329,5.097514,0.2902,0.194667,0.587143,0.026945,0.131659,0.768564,0.000381,0.213348,0.171328,0.178814,0.165676,0.151764,0.163503,0.15808,0.032556,0.250272,0.451972,0.369374,0.198461,0.333347,0.108406,0.101818,0.088419,0.0781,0.068366,0.091168,0.024154,0.042167,0.071042,0.139576,0.2516,0.007552,0.304197,0.113537,0.03472,0.025937,0.053418,0.194096,12555.52522,57.073717,36.888475,0.001522,0.539007,0.319869
0.068232,0.05629,0.100781,7.56275,0.186665,0.000283,1.492188,4.880923,0.324879,0.139472,0.514874,0.031377,0.081282,1.43762,0.000335,0.236621,0.193236,0.193431,0.174954,0.158933,0.158045,0.173089,0.028745,0.458673,0.429176,0.289031,0.387607,0.371652,0.128683,0.10007,0.13,0.102035,0.129934,0.150918,0.025947,0.039659,0.081005,0.137186,0.259076,0.033531,0.807991,0.147445,0.062122,0.050177,0.062704,0.205605,10213.760944,21.826385,26.239227,0.001577,0.570717,0.317688
0.035242,0.023491,0.044686,7.249784,-0.225109,0.000015,1.431042,4.67668,0.340072,0.120247,0.569714,0.006605,0.039305,0.695199,0.000015,0.193696,0.167601,0.171692,0.166663,0.157538,0.156857,0.146132,0.019297,0.236985,0.307566,0.195621,0.271737,0.233345,0.113985,0.091867,0.093203,0.098983,0.057935,0.044577,0.015658,0.025911,0.066862,0.144402,0.26456,0.003596,0.450596,0.156709,0.040229,0.042444,0.049984,0.207383,3326.542467,7.205555,14.809781,0.001509,0.589867,0.309214
0.062038,0.047127,0.087675,6.533771,0.194751,0.000121,1.502072,4.31972,0.372427,0.142293,0.545669,0.022498,0.060954,0.837073,0.000145,0.216276,0.175241,0.182658,0.169957,0.172715,0.143381,0.155238,0.025992,0.350844,0.321046,0.327372,0.307909,0.300892,0.138593,0.109884,0.116722,0.145783,0.080523,0.083044,0.023206,0.040595,0.080672,0.134757,0.258916,0.016055,0.557128,0.121563,0.037939,0.034926,0.050893,0.203557,7345.355879,12.515495,22.622238,0.001522,0.590152,0.311237
0.082692,0.06368,0.160465,5.569545,-0.228178,0.000377,1.520348,4.323388,0.357393,0.137879,0.576068,0.053338,0.190966,1.293499,0.000431,0.221268,0.20122,0.204882,0.177199,0.180364,0.16685,0.155181,0.037593,0.459328,0.394901,0.307462,0.306821,0.2819,0.145456,0.092577,0.157133,0.125221,0.076084,0.074097,0.025634,0.046913,0.082934,0.151432,0.256019,0.036839,0.516391,0.116623,0.054712,0.048264,0.050876,0.200197,9263.329741,26.587987,72.923459,0.001433,0.583846,0.290512
0.030485,0.023266,0.032768,8.013087,-0.136723,0.000076,1.554782,4.933542,0.322521,0.102487,0.520701,0.005711,0.013553,0.692033,0.000067,0.19291,0.18782,0.179874,0.167079,0.15443,0.139243,0.140295,0.01866,0.285386,0.317993,0.557926,0.261767,0.352678,0.163164,0.198094,0.117105,0.140259,0.128788,0.130476,0.02033,0.035216,0.06689,0.137295,0.259499,0.0038,0.627726,0.136894,0.03473,0.051872,0.050068,0.200046,3697.2384,7.759618,11.719731,0.001554,0.544459,0.311004
0.054326,0.036012,0.080662,6.172183,0.185781,0.000404,1.48868,6.106285,0.428298,0.124176,0.533731,0.020093,0.100557,0.922157,0.000629,0.22835,0.189446,0.188751,0.180265,0.163106,0.154388,0.165817,0.033873,0.566592,0.45404,0.632929,0.310642,0.281621,0.087265,0.092931,0.095185,0.133058,0.083715,0.093136,0.043322,0.059378,0.077727,0.14113,0.259818,0.020316,0.720086,0.098074,0.032228,0.027431,0.062497,0.207424,8180.799812,18.84491,38.073015,0.001489,0.599106,0.310077
0.050044,0.033122,0.059105,6.698762,0.145541,0.000038,1.341915,3.810182,0.450438,0.136354,0.562383,0.008996,0.023865,0.422452,0.000027,0.201237,0.182116,0.181499,0.167967,0.165195,0.140539,0.136225,0.015759,0.221824,0.270516,0.351767,0.264868,0.303183,0.160846,0.133781,0.168722,0.08178,0.061476,0.094899,0.016868,0.041096,0.066875,0.128686,0.256833,0.005226,0.499554,0.114366,0.044644,0.037838,0.052238,0.206301,5062.269595,10.026809,11.992842,0.001597,0.567747,0.324008
0.075762,0.053769,0.115797,5.495825,0.333358,0.000028,1.380523,3.450771,0.436595,0.154483,0.576394,0.038369,0.100985,0.783566,0.000027,0.215919,0.210711,0.199137,0.176785,0.168952,0.157638,0.153001,0.030334,0.241061,0.300678,0.224653,0.28437,0.258574,0.104827,0.098593,0.102064,0.116756,0.077991,0.091607,0.028565,0.038087,0.073775,0.134367,0.25076,0.042717,0.643969,0.113051,0.034612,0.036576,0.060646,0.201914,4064.280507,7.827519,8.715199,0.001584,0.572544,0.31417
0.060578,0.044131,0.089351,6.979151,0.619057,0.000029,1.549144,4.94869,0.205783,0.14972,0.501364,0.017319,0.056706,0.837625,0.000013,0.221309,0.190632,0.188537,0.174778,0.165182,0.135004,0.145702,0.027178,0.663213,0.529461,0.516706,0.250276,0.267087,0.125494,0.133301,0.130697,0.148934,0.102259,0.241545,0.040916,0.039195,0.070898,0.139958,0.249618,0.010865,0.653916,0.125584,0.042416,0.030818,0.05389,0.190062,3361.416345,6.715441,6.891094,0.001568,0.569919,0.313295
0.05422,0.030862,0.099624,3.976319,0.231082,0.001018,1.535998,3.790039,0.469374,0.125497,0.617341,0.023347,0.14786,1.008888,0.00064,0.255676,0.232176,0.221024,0.202829,0.196601,0.180632,0.170866,0.046021,0.330136,0.233093,0.27912,0.334186,0.299775,0.130874,0.139721,0.128077,0.127962,0.063775,0.044268,0.035376,0.047042,0.076219,0.148665,0.262513,0.015555,0.433697,0.131324,0.040375,0.045481,0.058352,0.206234,14386.882864,70.312041,44.116182,0.001524,0.527695,0.312906
0.035166,0.021154,0.127075,5.49119,0.613425,0.000425,1.551415,4.28577,0.442062,0.094736,0.574156,0.015246,0.247653,1.141571,0.000287,0.238401,0.210879,0.19498,0.182138,0.195493,0.172895,0.16332,0.031811,0.402548,0.354502,0.268887,0.282708,0.246223,0.109488,0.096094,0.101037,0.095823,0.075598,0.10592,0.026975,0.033356,0.077897,0.141169,0.258487,0.010138,0.451455,0.119701,0.050031,0.030047,0.05154,0.203103,7731.793478,39.697508,39.252616,0.001364,0.552811,0.279991
0.110952,0.075925,0.174504,4.018534,0.267639,0.000105,1.45674,4.068276,0.397111,0.179716,0.604199,0.029286,0.081101,0.655723,0.000076,0.229,0.193793,0.180259,0.171373,0.161504,0.148404,0.142616,0.028774,0.317152,0.262531,0.270714,0.296864,0.339265,0.136195,0.112892,0.09024,0.091571,0.072408,0.034354,0.028565,0.044471,0.072071,0.1391,0.260405,0.015159,0.350672,0.126536,0.042601,0.040673,0.057328,0.199419,9152.305743,24.180579,27.418149,0.001564,0.581596,0.312092
0.064734,0.051123,0.084479,6.075862,-0.034375,0.000037,1.475801,4.36493,0.358411,0.156904,0.570198,0.020839,0.053089,0.721768,0.000022,0.206715,0.187658,0.165645,0.159832,0.164451,0.152658,0.149918,0.025313,0.326811,0.551143,0.52525,0.272758,0.407071,0.132468,0.166356,0.137983,0.112036,0.110826,0.076854,0.026219,0.030369,0.084545,0.14284,0.263727,0.023609,0.581454,0.159807,0.050525,0.050653,0.051072,0.204214,4262.533452,32.42368,7.735831,0.001467,0.602535,0.318745
0.042669,0.035088,0.052384,7.267315,-0.206954,0.000319,1.537928,4.307025,0.304136,0.112349,0.53705,0.018935,0.046316,0.969154,0.00026,0.225309,0.186909,0.193513,0.179804,0.174051,0.179686,0.163667,0.027694,0.408399,0.378154,0.337759,0.313123,0.329675,0.128965,0.126172,0.089514,0.108226,0.067647,0.076267,0.023577,0.035931,0.070492,0.138699,0.267532,0.024056,0.683512,0.09934,0.042356,0.041255,0.051477,0.201648,7626.601657,15.76246,15.468024,0.001543,0.545258,0.323468
0.080714,0.059,0.159703,6.610239,0.329723,0.000253,1.498858,4.500655,0.408129,0.17909,0.517093,0.023426,0.151321,0.874344,0.000137,0.221279,0.203538,0.205924,0.19627,0.194573,0.181323,0.187864,0.035225,0.394805,0.492191,0.392792,0.264769,0.302188,0.094486,0.117003,0.114936,0.139088,0.109148,0.119526,0.035896,0.046341,0.064341,0.13755,0.258134,0.007186,0.614262,0.091695,0.042684,0.021176,0.045458,0.215328,11006.062255,79.919186,36.487921,0.001528,0.584948,0.306558
0.055457,0.029562,0.075366,5.422914,0.014933,0.000718,1.425651,4.512222,0.358981,0.133432,0.586843,0.010921,0.073515,0.646954,0.000264,0.200595,0.170901,0.172319,0.149959,0.153301,0.145209,0.137251,0.022575,0.41053,0.221377,0.268456,0.296435,0.272631,0.124264,0.090119,0.145336,0.113386,0.115537,0.141483,0.032576,0.035104,0.076176,0.151716,0.256287,0.008967,0.456136,0.12625,0.028108,0.035683,0.056946,0.203009,11844.810459,20.441664,28.129144,0.001592,0.551763,0.32037
0.041907,0.036103,0.060408,8.147528,0.106678,0.000032,1.565616,4.49903,0.318951,0.130202,0.505236,0.012171,0.025064,1.031551,0.000024,0.199004,0.206338,0.188179,0.164858,0.170302,0.157902,0.156351,0.028075,0.516769,0.247603,0.285914,0.352288,0.377235,0.14103,0.114561,0.141334,0.148331,0.129267,0.129667,0.04227,0.043007,0.064421,0.128416,0.265525,0.007196,0.617319,0.180558,0.054504,0.057075,0.048067,0.210934,2769.388894,6.538836,5.758155,0.001611,0.577397,0.316047
0.058241,0.045087,0.078628,7.902132,0.102165,0.000195,1.461989,4.371392,0.343005,0.144257,0.514079,0.015203,0.045719,0.953508,0.000251,0.190978,0.201079,0.179423,0.169498,0.16196,0.143507,0.146541,0.020992,0.260662,0.235126,0.314047,0.26869,0.301006,0.102765,0.094965,0.105787,0.091318,0.07028,0.09621,0.022563,0.032303,0.064215,0.137912,0.259241,0.01769,0.585495,0.1265,0.041257,0.036705,0.046734,0.199639,8333.495108,23.947396,24.330417,0.00161,0.600616,0.314947
0.095461,0.067371,0.151078,4.480633,0.174605,0.00001,1.469613,3.84711,0.455961,0.155111,0.608346,0.059507,0.134535,1.037708,0.000007,0.231157,0.192927,0.184934,0.183947,0.176752,0.166503,0.163205,0.031812,0.337288,0.236824,0.275019,0.248572,0.286396,0.115256,0.104438,0.103058,0.114336,0.075292,0.07013,0.025831,0.046585,0.078274,0.146084,0.258271,0.041102,0.371416,0.126887,0.042736,0.028993,0.050857,0.204467,3683.491316,13.460482,13.247798,0.001443,0.550569,0.294651
0.060628,0.04682,0.075189,6.249515,0.030669,0.000242,1.537434,5.113846,0.192765,0.129605,0.553133,0.020726,0.055658,1.083654,0.000148,0.237031,0.195063,0.180528,0.167107,0.157778,0.139543,0.132779,0.022248,0.577146,0.573067,0.353941,0.304083,0.320227,0.092504,0.113942,0.114512,0.107242,0.087486,0.082213,0.0318,0.044026,0.071318,0.134322,0.260741,0.016589,0.646312,0.087841,0.047284,0.047825,0.056828,0.20101,7049.419376,21.942222,13.407815,0.001548,0.57074,0.306316
0.061525,0.039044,0.07297,5.412623,0.131042,0.000115,1.426732,3.752943,0.385106,0.127884,0.593267,0.021942,0.075874,0.784479,0.000067,0.232561,0.202027,0.184089,0.167177,0.164509,0.1539,0.148338,0.026278,0.260038,0.266751,0.159883,0.29223,0.289346,0.108155,0.089823,0.081342,0.085562,0.052804,0.049919,0.023032,0.034347,0.072587,0.142698,0.256576,0.016098,0.424906,0.150929,0.037699,0.03073,0.050147,0.202003,8670.798853,21.073187,21.095016,0.001528,0.551383,0.312185
0.036879,0.028192,0.043019,7.864823,0.366873,0.000074,1.576932,4.456721,0.321875,0.110382,0.526291,0.009452,0.02474,0.899613,0.000057,0.209691,0.176404,0.168933,0.151546,0.150071,0.13974,0.135112,0.021829,0.318044,0.300539,0.231548,0.397016,0.374715,0.144858,0.156944,0.110178,0.133403,0.099688,0.146171,0.019878,0.037047,0.073902,0.127671,0.255957,0.012135,0.613547,0.115618,0.055708,0.045446,0.052638,0.205292,5198.313608,10.192367,16.485969,0.001543,0.564716,0.31948
0.023956,0.015708,0.028971,6.525409,0.14199,0.000393,1.459499,4.267467,0.475438,0.083761,0.568062,0.00511,0.042895,0.767275,0.000206,0.214996,0.1965,0.186586,0.16135,0.166368,0.152542,0.144509,0.017908,0.288887,0.22347,0.286982,0.322948,0.327198,0.099394,0.121406,0.106041,0.109196,0.065397,0.068466,0.01338,0.030125,0.06753,0.140208,0.259018,0.0037,0.383276,0.135548,0.045681,0.034797,0.051105,0.204567,8225.717746,27.87675,16.255748,0.001519,0.557978,0.303926
0.046676,0.033853,0.060121,7.161975,0.146642,0.000199,1.419812,4.365908,0.311763,0.130937,0.554362,0.013176,0.037071,0.688721,0.000104,0.211818,0.195195,0.180573,0.156426,0.148892,0.142404,0.138399,0.022993,0.372426,0.240965,0.298522,0.407767,0.368881,0.148967,0.135701,0.134473,0.133852,0.075804,0.050444,0.020547,0.036008,0.075736,0.138762,0.262378,0.016461,0.710465,0.098412,0.056478,0.047432,0.052983,0.204746,8374.72171,15.026894,24.289316,0.001607,0.586361,0.31413
0.051294,0.032876,0.06423,5.379965,0.0843,0.001105,1.439038,4.891592,0.363614,0.161441,0.572856,0.009363,0.024241,0.615127,0.000513,0.19112,0.176883,0.148561,0.168633,0.155359,0.138742,0.144772,0.022976,0.414748,0.409819,0.274359,0.302789,0.258628,0.129286,0.154772,0.120491,0.155039,0.094383,0.039972,0.040716,0.035946,0.073335,0.14255,0.263485,0.00537,0.362174,0.126336,0.028104,0.035147,0.055319,0.207065,14952.341939,42.440225,41.683699,0.001556,0.553175,0.299645
0.045605,0.030779,0.073493,6.97558,0.085799,0.000011,1.517136,3.899762,0.476575,0.126577,0.546504,0.017553,0.094175,1.035149,0.000011,0.20866,0.184521,0.20212,0.176738,0.174418,0.165614,0.151243,0.028765,0.189246,0.244847,0.20193,0.357152,0.284335,0.099301,0.087228,0.086751,0.083884,0.060325,0.070047,0.02026,0.038572,0.067261,0.135624,0.254439,0.015627,0.644379,0.142473,0.041256,0.033676,0.048136,0.204479,3084.324587,6.092759,9.919483,0.00158,0.582266,0.310049
0.027164,0.019131,0.045897,6.582102,0.42007,0.000138,1.587172,3.944009,0.501234,0.08401,0.548216,0.01022,0.078917,0.842466,0.000126,0.226563,0.207205,0.197781,0.187003,0.174261,0.159486,0.153829,0.030857,0.284003,0.215678,0.205007,0.392682,0.297899,0.170465,0.128104,0.152377,0.161949,0.103303,0.159661,0.041636,0.033584,0.079157,0.138767,0.261766,0.016057,0.644772,0.14152,0.048062,0.045188,0.055311,0.203227,4889.567833,14.878371,10.38785,0.001572,0.581871,0.318122
0.042134,0.029795,0.06788,7.496823,0.283824,0.000037,1.5034,3.279007,0.599343,0.113817,0.534449,0.010165,0.05349,0.766466,0.000038,0.195055,0.17224,0.208335,0.199473,0.202705,0.158056,0.149437,0.018807,0.344447,0.35265,0.346276,0.483026,0.338861,0.170051,0.150764,0.162208,0.134757,0.15336,0.204033,0.039134,0.065646,0.108539,0.143251,0.26451,0.011239,0.639874,0.132069,0.066144,0.053961,0.058252,0.210399,4957.30681,11.339263,14.19409,0.001526,0.57904,0.312307
0.042317,0.026155,0.070491,5.927469,0.067907,0.000198,1.446207,3.8638,0.395048,0.100238,0.570198,0.022432,0.103633,0.968473,0.000343,0.214646,0.173553,0.181315,0.176145,0.158489,0.152387,0.145194,0.033638,0.336139,0.352112,0.361405,0.39018,0.301427,0.11304,0.137586,0.106486,0.133035,0.090826,0.099432,0.027128,0.05088,0.076129,0.149361,0.259629,0.014491,0.437898,0.108137,0.045726,0.037947,0.050583,0.204955,7950.150208,29.36328,34.199173,0.001393,0.570725,0.300067
0.042874,0.029855,0.050449,6.287856,0.109754,0.000117,1.530684,5.172991,0.299962,0.10606,0.582097,0.015374,0.049238,0.955634,0.000075,0.197778,0.197235,0.190397,0.177624,0.176835,0.159955,0.141288,0.027097,0.421438,0.43322,0.475083,0.264987,0.269588,0.113189,0.101915,0.07662,0.098432,0.107295,0.098479,0.019618,0.044618,0.076376,0.129935,0.250269,0.008016,0.518143,0.112334,0.038304,0.037153,0.055164,0.202362,5703.966609,13.866892,11.325339,0.001589,0.540572,0.31419
0.038862,0.032376,0.044842,10.274077,-0.288956,0.000154,1.467072,5.170068,0.409275,0.115096,0.423293,0.005894,0.013177,0.678267,0.000043,0.20691,0.191338,0.15681,0.142311,0.141892,0.14569,0.146137,0.014536,0.45301,0.435943,0.285053,0.22265,0.272532,0.128149,0.148759,0.094691,0.116194,0.121958,0.157329,0.02259,0.036251,0.072906,0.144499,0.262055,0.004203,0.76742,0.114113,0.037526,0.031326,0.045803,0.208378,6484.38989,13.886081,19.030933,0.001521,0.554957,0.308951
0.033688,0.023865,0.04691,7.605542,-0.081624,0.000061,1.4441,4.480541,0.368358,0.102477,0.530641,0.012788,0.061921,0.961781,0.000072,0.202459,0.212261,0.19909,0.194873,0.198964,0.176793,0.171057,0.026008,0.285444,0.32968,0.272535,0.260855,0.245221,0.130164,0.106815,0.108711,0.087496,0.068345,0.151801,0.019326,0.034666,0.069634,0.132601,0.25617,0.014986,0.554952,0.125365,0.038062,0.048406,0.044791,0.204712,5134.801983,17.663343,36.033319,0.001433,0.585332,0.334519
0.121523,0.095305,0.164869,4.187257,-0.345317,0.000662,1.573713,5.431282,0.388926,0.19298,0.585037,0.026937,0.033517,0.711984,0.000204,0.198515,0.190238,0.19654,0.169374,0.171862,0.153029,0.148444,0.038168,0.429973,0.38495,0.26819,0.254383,0.399624,0.125035,0.091452,0.089517,0.110759,0.063179,0.045738,0.043076,0.061423,0.069018,0.138696,0.258817,0.01327,0.305304,0.127552,0.047961,0.035226,0.051514,0.199884,15852.034508,32.497591,39.383762,0.00161,0.568906,0.312981
0.039471,0.029995,0.046795,6.375854,0.267794,0.000017,1.532092,3.754585,0.422165,0.094685,0.565515,0.019676,0.041146,0.829639,0.000013,0.193029,0.180787,0.177487,0.173429,0.162492,0.161231,0.144017,0.01691,0.376617,0.350064,0.276218,0.257936,0.253431,0.114158,0.123211,0.106955,0.097717,0.108359,0.107177,0.015805,0.033193,0.075598,0.133865,0.263209,0.033829,0.713063,0.114355,0.042379,0.035436,0.057217,0.194242,2729.347983,5.461308,6.650114,0.00158,0.566851,0.315517
0.047631,0.036082,0.064123,7.496754,0.380105,0.000033,1.688474,4.626138,0.381249,0.112552,0.51341,0.023482,0.067561,1.19793,0.000078,0.246592,0.205971,0.202809,0.185571,0.184414,0.165594,0.162127,0.032484,0.33236,0.38967,0.286559,0.366511,0.405601,0.155738,0.162477,0.132799,0.112405,0.112179,0.091889,0.033999,0.047609,0.072794,0.141386,0.268392,0.027462,0.607248,0.097039,0.040796,0.052107,0.057608,0.205744,3067.367381,8.925143,10.726795,0.001476,0.534433,0.318129
0.051201,0.040586,0.069609,7.680036,0.048804,0.000022,1.458284,3.934886,0.367136,0.121438,0.545908,0.026296,0.056889,0.777682,0.000024,0.191188,0.178314,0.179249,0.159113,0.164828,0.147762,0.142343,0.020475,0.381038,0.31083,0.280436,0.340722,0.236712,0.112599,0.115631,0.130672,0.099373,0.10452,0.155795,0.02806,0.041022,0.093296,0.14601,0.257337,0.040388,0.818602,0.109612,0.038673,0.032529,0.061475,0.204299,3555.389922,7.112432,7.967086,0.001574,0.551483,0.319868
0.098373,0.07503,0.150457,5.258308,0.015292,0.000293,1.415104,4.159602,0.32629,0.191439,0.578752,0.018598,0.050597,0.754637,0.000151,0.206748,0.183341,0.182674,0.161963,0.153032,0.135248,0.140353,0.022368,0.311348,0.348986,0.386946,0.219135,0.259024,0.104907,0.105112,0.100798,0.086336,0.070221,0.051563,0.029657,0.039228,0.072943,0.135954,0.258219,0.014447,0.580505,0.101384,0.034392,0.034361,0.056956,0.201595,13779.748389,39.84064,29.523441,0.00158,0.576549,0.311926
0.037863,0.024782,0.043889,6.379419,-0.055541,0.00014,1.490977,3.778222,0.535737,0.103148,0.561357,0.012933,0.041377,0.749199,0.000079,0.227526,0.194861,0.193712,0.174883,0.170851,0.147305,0.146995,0.027771,0.248882,0.310728,0.22586,0.30435,0.292806,0.086705,0.097721,0.093395,0.099558,0.062811,0.084324,0.021879,0.040409,0.068866,0.131342,0.257801,0.014255,0.563946,0.139502,0.030113,0.03334,0.053698,0.203995,7297.640656,10.892434,20.062084,0.001549,0.592672,0.315897
0.042187,0.024994,0.052161,4.209282,-0.363151,0.000272,1.482803,4.263071,0.31321,0.095347,0.622813,0.021365,0.070591,0.775475,0.000235,0.158912,0.18305,0.188371,0.17198,0.183448,0.151996,0.147924,0.021527,0.511493,0.644786,0.580676,0.406224,0.414833,0.161586,0.16482,0.100103,0.135479,0.191454,0.128477,0.024499,0.057023,0.086319,0.148765,0.266843,0.02609,0.727782,0.178495,0.051085,0.048198,0.058923,0.199022,6565.15226,57.317972,11.133189,0.001353,0.527379,0.275879
0.077994,0.052189,0.104538,4.127245,0.078757,0.000122,1.436119,3.57676,0.395458,0.118491,0.658759,0.039451,0.117763,0.845485,0.000091,0.217755,0.196883,0.176962,0.17357,0.166318,0.145713,0.13381,0.02726,0.266559,0.39109,0.292912,0.240141,0.324288,0.102101,0.099886,0.092932,0.089079,0.084295,0.077695,0.024303,0.039577,0.081067,0.148365,0.260408,0.031033,0.449396,0.144426,0.032399,0.032091,0.059741,0.197495,7542.866273,24.557461,19.244033,0.001517,0.557463,0.327654
0.023177,0.016786,0.019161,6.678072,0.186254,0.000288,1.630335,3.673866,0.409366,0.072738,0.563691,0.00359,0.00985,0.705581,0.000173,0.199873,0.191894,0.176027,0.166549,0.167106,0.141874,0.150378,0.014366,0.263636,0.243113,0.228433,0.274845,0.28899,0.127652,0.098867,0.086437,0.087784,0.082589,0.136419,0.011471,0.032551,0.066292,0.14139,0.262475,0.003852,0.41782,0.125033,0.046706,0.027854,0.057217,0.205846,7293.288453,21.76639,22.533238,0.001542,0.569343,0.322336
0.058278,0.04552,0.080721,7.76665,0.115723,0.000195,1.457049,4.292708,0.362922,0.152193,0.515752,0.011143,0.03123,0.656825,0.000205,0.192404,0.201513,0.185371,0.166007,0.157395,0.135551,0.127034,0.020193,0.245923,0.256042,0.224975,0.26808,0.234248,0.102669,0.115757,0.09637,0.088046,0.083797,0.081764,0.02441,0.032336,0.060664,0.130034,0.266057,0.010563,0.481168,0.113427,0.037757,0.025995,0.053119,0.200782,11595.95076,23.423068,27.965963,0.00159,0.561788,0.317375
