@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.040373,0.030104,0.065917,8.12965,-0.084433,0.000038,1.452834,3.711546,0.521754,0.104341,0.502678,0.030141,0.106088,0.818125,0.000047,0.197264,0.177429,0.187329,0.154983,0.153856,0.156004,0.149316,0.027102,0.362274,0.345786,0.318455,0.324182,0.318432,0.130757,0.123491,0.151834,0.187117,0.083908,0.13583,0.021421,0.042536,0.087901,0.148595,0.260019,0.036297,1.186426,0.097502,0.039481,0.04559,0.049793,0.207047,3863.853372,8.101099,10.144966,0.001498,0.567474,0.309301,51.73104,3.151563,1.079172,0.928426,0.579442,0.87569,0.140277,155.2047,7.080297,566.0012,2.64357,0.071911,0.101048,0.24398,0.000415,0.012046,18107.48,2.504889,0,0.86285,0.103979,0,0.118419,0.003359,326.354,226228.4
0.029033,0.023454,0.032641,8.780967,-0.069585,0.000045,1.527895,4.084872,0.474587,0.09111,0.471549,0.006182,0.01517,0.750717,0.000024,0.196043,0.181197,0.170244,0.1369,0.163895,0.157359,0.153038,0.014332,0.519875,0.415867,0.228944,0.324198,0.298233,0.130644,0.15711,0.118593,0.105231,0.18318,0.178524,0.016969,0.030917,0.095014,0.151409,0.269269,0.009477,0.613084,0.16984,0.04818,0.058679,0.051141,0.207323,4022.363366,6.393841,10.528007,0.001523,0.576162,0.317059,47.91346,2.793042,1.007947,1.08795,0.525997,0.859621,0.135607,204.0833,7.857524,491.2764,1.400765,0.049174,0.173797,0.1663,0.000801,0.006856,16880.68,3.101721,0,0.984021,0.140501,0,0.015734,0.002299,291.2874,78111.78
0.041664,0.032067,0.04846,7.10277,-0.274658,0.000007,1.479222,3.870401,0.388912,0.107569,0.584055,0.020555,0.047454,0.728772,0.000007,0.197373,0.17629,0.185068,0.160107,0.159953,0.148202,0.138525,0.018469,0.492315,0.296039,0.219951,0.254256,0.310715,0.109002,0.113391,0.095983,0.104675,0.07085,0.065841,0.016887,0.032339,0.069716,0.141731,0.258574,0.030817,0.646857,0.108002,0.037645,0.037198,0.051232,0.207259,2461.12958,6.850856,4.600777,0.00147,0.529606,0.318042,80.29394,4.470264,1.232452,0.85527,1.129512,0.886174,0.087725,125.6861,7.177057,1283.541,2.939899,0.043567,0.052338,0.563808,0.000361,0.006159,13318.29,2.311722,0,0.943409,0.140677,0,0.053424,0.002248,380.2016,188484.6
0.073253,0.050466,0.103631,5.314602,-0.086712,0.000099,1.401705,4.576545,0.269059,0.166149,0.572129,0.023323,0.065069,0.673176,0.000048,0.218449,0.180438,0.181826,0.154457,0.161986,0.149572,0.14001,0.029875,0.24216,0.409373,0.532789,0.297078,0.344281,0.114693,0.122316,0.096891,0.180519,0.083269,0.079991,0.03624,0.035043,0.072076,0.138295,0.257771,0.024255,0.443379,0.105402,0.049497,0.03435,0.054429,0.197006,7408.861595,13.485668,16.252625,0.001606,0.564523,0.314725,82.46617,4.911323,1.335947,0.576846,0.888143,0.89149,0.154022,168.8532,6.155882,302.4542,1.376834,0.029261,0.052334,0.144274,0.000269,0.011921,16787.09,0.475332,0,0.916778,0.109819,0,0.076347,0.002531,617.1582,217110.2
0.047571,0.031492,0.057179,5.198343,-0.233034,0.000359,1.596251,3.960245,0.381474,0.10523,0.599158,0.026962,0.08475,0.703344,0.000308,0.225174,0.205548,0.189498,0.179001,0.170115,0.15428,0.145747,0.025667,0.440378,0.26873,0.250361,0.291953,0.347262,0.117024,0.14079,0.098958,0.097369,0.062608,0.059554,0.019804,0.040387,0.070047,0.14325,0.265905,0.031194,0.438848,0.083282,0.047648,0.036966,0.058326,0.203856,9273.968187,19.46271,21.83586,0.00155,0.55738,0.310716,73.07163,4.771192,1.346872,0.75514,0.860555,0.891907,0.068756,84.73969,6.132313,270.8476,0.983939,0.028248,0.129372,0.151816,0.000239,0.00407,5669.163,1.341388,0,0.975366,0.121827,0,0.024043,0.002771,359.0066,190167.3
0.064067,0.035119,0.069511,4.978276,0.184211,0.000789,1.409334,5.038623,0.449184,0.131802,0.576103,0.02002,0.0707,0.910842,0.000534,0.184392,0.190881,0.189414,0.161983,0.148544,0.168619,0.172344,0.028015,0.261921,0.217128,0.21498,0.222362,0.206361,0.098675,0.121052,0.093968,0.082981,0.077087,0.055101,0.022393,0.040626,0.080784,0.144149,0.260753,0.012864,0.421814,0.11825,0.041707,0.036132,0.056715,0.201094,15540.731165,36.244673,37.3552,0.001419,0.500003,0.305934,72.17335,4.880401,1.374076,0.763258,1.029236,0.902716,0.112893,65.37017,5.808719,206.2827,1.127577,0.024481,0.071995,0.234464,0.000113,0.006374,2405.98,0.556235,0,0.986684,0.097247,0,0.013147,0.003058,366.7553,51717.62
0.051671,0.037729,0.066767,7.160998,-0.179255,0.000247,1.515737,4.134222,0.316116,0.135717,0.528747,0.016264,0.047147,0.746683,0.000134,0.217274,0.197814,0.181092,0.163763,0.163524,0.156592,0.149564,0.026092,0.335708,0.302931,0.31778,0.255634,0.271757,0.113086,0.102002,0.103732,0.087416,0.056493,0.073223,0.019738,0.032825,0.066091,0.137436,0.25871,0.024573,0.572126,0.136413,0.044003,0.029572,0.051707,0.204058,8470.840005,23.268916,16.023138,0.00156,0.533182,0.322262,68.82871,3.916721,1.197375,0.858429,0.893713,0.884071,0.115649,151.6037,6.748665,231.3197,0.624691,0.01584,0.106886,0.146189,0.000225,0.008063,14730.84,0.783285,0,0.991345,0.155777,0,0.008586,0.001267,415.961,61147.1
0.067168,0.042321,0.095585,4.741951,0.146313,0.000298,1.492831,4.110351,0.41269,0.136482,0.597997,0.026845,0.087674,1.076292,0.000273,0.220935,0.216445,0.202992,0.187348,0.194542,0.171549,0.171209,0.035949,0.258658,0.260147,0.220991,0.26545,0.269717,0.125251,0.122624,0.099855,0.083394,0.06628,0.051874,0.029166,0.042912,0.072045,0.138102,0.254764,0.012934,0.434459,0.105931,0.041749,0.041371,0.050617,0.201637,11912.005701,27.224678,20.348577,0.001445,0.533322,0.309519,80.86813,5.184128,1.38298,0.702461,1.097969,0.896508,0.105542,72.29525,5.872381,532.0832,2.024636,0.037435,0.062226,0.391999,0.000181,0.013565,5644.828,0.952178,0,0.988682,0.105131,0,0.011198,0.002512,529.349,154706
0.065979,0.045884,0.093545,5.549439,0.210453,0.000178,1.471253,3.81524,0.378739,0.147803,0.590361,0.036017,0.09906,0.704145,0.000163,0.227124,0.208421,0.198939,0.168382,0.169547,0.158376,0.146234,0.030256,0.260914,0.203054,0.144195,0.284733,0.296194,0.10333,0.11775,0.110214,0.088586,0.062614,0.060528,0.018793,0.032542,0.067779,0.134612,0.256041,0.020315,0.340958,0.117448,0.041407,0.032027,0.057787,0.203453,9468.501649,43.713266,37.140752,0.001407,0.542049,0.315254,73.46065,4.625608,1.320645,0.795606,1.068876,0.898568,0.119438,82.69798,6.069397,225.1298,1.266308,0.034527,0.068313,0.232102,0.000231,0.012555,6655.13,1.259107,0,0.889481,0.117792,0,0.09837,0.004046,534.8967,271870.1
0.048648,0.035041,0.059643,6.344716,-0.00548,0.00034,1.545837,4.43919,0.344996,0.123276,0.545398,0.015292,0.044125,1.17989,0.000164,0.215442,0.215141,0.191867,0.18491,0.171566,0.168763,0.159511,0.031472,0.618953,0.396888,0.415686,0.300543,0.356527,0.109168,0.102454,0.137849,0.123505,0.070837,0.104622,0.027385,0.042596,0.07233,0.138637,0.251405,0.01613,0.461897,0.109277,0.036879,0.046893,0.05518,0.196675,9897.505524,17.960624,21.30256,0.001606,0.559647,0.31584,61.0361,3.827876,1.205844,0.846397,0.646215,0.877988,0.059951,47.44373,6.49001,109.1324,0.670098,0.027866,0.119206,0.080817,0.000461,0.004122,1354.798,1.41799,0,0.940746,0.129001,0,0.05578,0.001946,363.7179,41162.56
0.037061,0.033864,0.040968,10.485098,-0.030851,0.000062,1.573285,4.841516,0.404947,0.111798,0.455706,0.004049,0.010157,0.810519,0.000029,0.175458,0.157257,0.173491,0.150586,0.179956,0.141887,0.141029,0.011069,0.323451,0.31127,0.318574,0.254094,0.273043,0.164816,0.160905,0.112302,0.097236,0.109956,0.147167,0.01535,0.019773,0.064156,0.135675,0.261249,0.005549,0.808693,0.156619,0.038905,0.043638,0.048529,0.213788,4617.532175,8.010256,13.173223,0.001565,0.576508,0.309338,56.58178,2.837014,1.035262,0.665419,0.462021,0.829702,0.058167,70.79055,7.441067,237.259,0.744505,0.018449,0.037411,0.044694,0.000525,0.002187,2201.642,0.823,0,0.939414,0.145571,0,0.056953,0.002856,383.4368,3110.453
0.025753,0.013564,0.307171,6.045732,-0.03521,0.000589,1.614336,4.431333,0.423217,0.108244,0.572303,0.010132,0.321889,1.219677,0.000184,0.226396,0.20734,0.189311,0.184751,0.17727,0.167168,0.15721,0.030453,0.499222,0.451359,0.51277,0.437357,0.419101,0.146301,0.150971,0.161646,0.17603,0.101315,0.071729,0.04413,0.047053,0.079936,0.13846,0.260215,0.0082,0.578364,0.157097,0.067969,0.067928,0.066708,0.205872,6614.430534,15.215674,16.298033,0.001558,0.539386,0.32655,52.07318,3.740333,1.272432,0.628457,0.372601,0.868153,0.048425,25.43293,5.306367,324.6882,1.135626,0.042639,0.094778,0.143938,0.000613,0.006302,811.8359,1.567075,0,0.787617,0.081297,0,0.167388,0.003697,163.707,30381.6
0.032218,0.024317,0.036143,6.868583,0.30271,0.000171,1.515256,4.196822,0.335242,0.095297,0.568865,0.012151,0.032807,0.977098,0.000115,0.217095,0.185264,0.188203,0.183464,0.178085,0.164138,0.162781,0.024426,0.321182,0.406097,0.425424,0.258119,0.302209,0.101057,0.132659,0.095561,0.097022,0.095613,0.084337,0.018406,0.036988,0.070896,0.134797,0.261641,0.01699,0.536856,0.101091,0.040279,0.033196,0.053647,0.208773,5958.90062,12.507343,13.867136,0.001527,0.550172,0.314133,56.14158,3.587026,1.173391,1.190949,0.723938,0.874104,0.053342,58.88771,6.600222,231.0792,1.021846,0.033798,0.257858,0.156487,0.000493,0.003627,2653.325,1.82442,0,0.986019,0.141998,0,0.013795,0.001243,286.8578,53153.14
0.044085,0.033639,0.055991,7.139708,0.000818,0.000083,1.546722,4.323517,0.331717,0.113711,0.547321,0.0196,0.053767,0.915346,0.0001,0.173152,0.175209,0.170978,0.174967,0.166341,0.160751,0.13636,0.017773,0.244262,0.339459,0.351434,0.322876,0.25011,0.097676,0.141473,0.107668,0.116237,0.078781,0.093338,0.015751,0.030419,0.070122,0.139927,0.255436,0.021549,0.614513,0.135647,0.038475,0.032317,0.053532,0.203961,6648.197813,14.624762,12.137804,0.001544,0.528434,0.317904,53.01524,3.593915,1.210331,0.720114,0.410508,0.882468,0.121317,163.3399,5.751513,145.0454,0.943228,0.03017,0.115588,0.071628,0.000227,0.007498,14894.78,0.92304,0,0.956059,0.126496,0,0.042039,0.002104,378.913,82150.83
0.075163,0.052571,0.104472,5.068797,0.088133,0.000041,1.495439,4.495514,0.309508,0.156621,0.562419,0.019678,0.060872,0.706824,0.000033,0.230989,0.213825,0.181186,0.165515,0.159149,0.159698,0.160789,0.022875,0.456034,0.320319,0.310951,0.247702,0.273276,0.103054,0.133703,0.114095,0.12689,0.087366,0.064389,0.028436,0.0402,0.078867,0.149681,0.256515,0.010735,0.669273,0.102808,0.036508,0.040049,0.046003,0.204329,5726.573831,11.563199,12.344266,0.001542,0.568351,0.314421,90.56945,5.364999,1.374273,0.602185,0.966749,0.893403,0.114899,105.0449,6.05203,837.1525,2.198355,0.027227,0.032721,0.187185,0.000134,0.010151,10469.45,0.438793,0,0.712384,0.061053,0,0.20503,0.003417,599.7763,78923.04
0.071415,0.045245,0.08318,4.822163,0.030905,0.000119,1.451136,3.890089,0.418837,0.138969,0.617307,0.018024,0.060701,0.599773,0.000061,0.196376,0.182586,0.174597,0.164392,0.158304,0.144492,0.13633,0.021786,0.433234,0.266809,0.169483,0.290399,0.359637,0.152204,0.114347,0.111334,0.09491,0.060694,0.055318,0.022651,0.032989,0.076247,0.14383,0.263643,0.01745,0.400571,0.1086,0.04382,0.0404,0.059948,0.199611,9398.785457,23.319793,19.087457,0.001589,0.555278,0.316073,75.41852,5.004609,1.396947,0.670167,0.844801,0.900345,0.142347,164.1917,5.603972,116.6075,0.552416,0.014191,0.021183,0.06846,0.000194,0.008162,12362.68,0.485981,0,0.964048,0.142668,0,0.034683,0.001722,511.9566,86225.43
0.030286,0.022615,0.039375,11.394367,-0.322481,0.000336,1.41432,4.097201,0.438361,0.10401,0.436258,0.005131,0.023558,0.907448,0.000291,0.187213,0.178209,0.186348,0.152026,0.151593,0.127104,0.119526,0.013596,0.373039,0.413214,0.43334,0.414181,0.324705,0.218257,0.129222,0.117407,0.105508,0.148534,0.100766,0.014813,0.034357,0.056925,0.118342,0.260112,0.002711,0.822757,0.112775,0.05451,0.053544,0.03903,0.207253,8978.021584,25.564117,26.362307,0.001569,0.593752,0.314541,50.2047,2.128183,0.869517,0.899659,0.59975,0.867254,0.173507,402.0101,9.402473,103.8385,0.08206,0.003626,0.049294,0.176056,0.000166,0.011681,21571.49,2.045681,0,0.953396,0.090061,0,0.044462,0.001975,258.8229,4742.664
0.054765,0.041903,0.06454,6.720674,-0.231106,0.000065,1.46928,4.597158,0.303999,0.145931,0.568106,0.011848,0.03142,0.657396,0.000029,0.221653,0.19107,0.192773,0.16895,0.148773,0.132276,0.130802,0.022749,0.250965,0.318124,0.319953,0.274817,0.259013,0.126461,0.122876,0.096832,0.100321,0.066974,0.066677,0.02056,0.031235,0.066929,0.135249,0.257903,0.012856,0.466496,0.114379,0.026432,0.037527,0.050887,0.202494,4936.00664,11.391694,15.375594,0.001567,0.569209,0.323385,58.68635,3.833611,1.25431,0.533345,0.443439,0.881935,0.124541,122.3629,5.571587,187.4829,0.342478,0.009045,0.056924,0.078063,0.0002,0.007305,6781.02,0.948839,0,0.938748,0.125887,0,0.057538,0.002443,477.8652,25607.11
0.043984,0.031433,0.049246,5.916093,0.70358,0.000074,1.492463,4.122747,0.271153,0.117062,0.598141,0.012987,0.039314,0.788048,0.000061,0.190762,0.184703,0.185056,0.170828,0.16586,0.142706,0.126076,0.025546,0.352035,0.244243,0.308422,0.353466,0.339907,0.09315,0.108605,0.111705,0.090126,0.077843,0.11236,0.022882,0.039889,0.077928,0.142771,0.262575,0.010505,0.574157,0.163154,0.061247,0.049873,0.055714,0.20368,4223.792657,10.620572,10.825323,0.001537,0.573969,0.308374,71.41877,4.351764,1.262117,0.79002,0.734209,0.87798,0.063289,86.9198,6.507377,348.6709,1.245439,0.028228,0.119636,0.231771,0.000376,0.002848,3377.638,1.220503,0,0.972037,0.126688,0,0.027199,0.001383,348.5447,42749.38
