@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.050246,0.031547,0.082533,6.154646,0.22158,0.00108,1.480668,3.886111,0.445038,0.139143,0.559771,0.015911,0.108309,0.75511,0.000709,0.211093,0.214123,0.192364,0.177073,0.185504,0.17354,0.15727,0.031146,0.262071,0.297089,0.282139,0.24725,0.230922,0.102288,0.098134,0.083471,0.09377,0.071066,0.047563,0.023481,0.034569,0.069508,0.135285,0.257653,0.004979,0.500382,0.103075,0.038718,0.035004,0.051339,0.202521,15160.099883,47.798793,69.293871,0.00152,0.565623,0.307179,74.63521,4.249444,1.231497,0.882807,1.264423,0.898848,0.073847,38.84975,6.680009,154.9481,0.390037,0.009707,0.064144,0.26039,0.000165,0.007735,1928.183,0.67455,0,0.7004,0.094809,0,0.20998,0.005675,349.1433,28761.65
0.039268,0.030856,0.044016,7.59893,0.216767,0.000016,1.605895,3.894618,0.422616,0.111349,0.532298,0.012761,0.030413,0.680547,0.000017,0.20991,0.208211,0.201684,0.18538,0.165177,0.156671,0.153404,0.023135,0.555893,0.484237,0.264607,0.302436,0.283232,0.122722,0.144248,0.111416,0.112713,0.08985,0.11694,0.018773,0.034614,0.066244,0.144348,0.264046,0.014751,0.556067,0.113686,0.042266,0.044032,0.052591,0.206474,2638.783984,4.935656,7.230596,0.001546,0.556085,0.313929,71.88882,3.953085,1.178645,0.920565,0.8072,0.865483,0.085576,77.44211,7.21489,1114.438,2.249815,0.033937,0.250834,0.22014,0.000651,0.008868,2603.274,1.586359,0,0.587217,0.091672,0,0.242555,0.006572,358.919,40072.54
0.052354,0.03397,0.10532,5.728137,0.005976,0.000195,1.524344,3.947104,0.439804,0.126246,0.582994,0.026595,0.144346,0.825221,0.000163,0.217508,0.189909,0.185799,0.163914,0.156885,0.152855,0.14731,0.028217,0.339885,0.231775,0.228412,0.272695,0.27507,0.132662,0.160859,0.100643,0.108444,0.069385,0.058507,0.030909,0.044554,0.075578,0.145772,0.259421,0.022959,0.643338,0.101232,0.036658,0.034415,0.047961,0.205741,9349.04817,30.301245,18.605131,0.001552,0.546517,0.30774,81.90423,5.090104,1.355516,0.751997,1.146842,0.896379,0.143161,77.27002,6.18285,585.4062,2.218035,0.036176,0.060743,0.390767,0.000178,0.014866,4733.288,1.077861,0,0.894807,0.09941,0,0.09419,0.004071,495.1238,200987.9
0.05485,0.038922,0.060534,5.990098,-0.001519,0.000062,1.432494,4.705183,0.249305,0.118953,0.56712,0.01443,0.04529,0.722391,0.000054,0.167667,0.171397,0.177878,0.14508,0.161557,0.133555,0.139268,0.022252,0.352627,0.341774,0.174725,0.34999,0.435568,0.16233,0.132353,0.152596,0.119874,0.092485,0.126154,0.022981,0.042083,0.078006,0.136989,0.260423,0.019892,0.50524,0.14597,0.045326,0.037654,0.058949,0.201503,6647.636036,11.404709,26.03033,0.001497,0.598652,0.303623,72.1827,4.713677,1.336478,0.628013,0.739408,0.886941,0.09663,158.0594,5.845533,577.4044,2.113198,0.037212,0.115144,0.277971,0.000279,0.005335,10983.92,1.229739,0,0.960719,0.152992,0,0.037763,0.002311,418.598,69754.47
0.092267,0.069983,0.152221,4.151648,-0.177366,0.000042,1.623622,3.444978,0.517688,0.125332,0.639894,0.059188,0.170843,1.018993,0.000108,0.166354,0.159761,0.178844,0.172065,0.16551,0.156685,0.150553,0.026067,1.077665,0.592783,0.217299,0.460017,0.229805,0.130105,0.18572,0.127708,0.211522,0.059701,0.072646,0.028499,0.036836,0.107503,0.1436,0.259425,0.033496,0.757606,0.128148,0.045952,0.038474,0.060965,0.209112,5076.639602,30.468111,44.999569,0.001062,0.530199,0.297147,54.57937,4.582468,1.433125,0.552689,0.406967,0.870227,0.083096,29.69462,4.599552,248.8191,2.077974,0.062276,0.034043,0.163094,0.000924,0.005069,620.2783,1.076341,0,0.643143,0.106011,0,0.229663,0.00723,716.7937,546491.2
0.050853,0.026843,0.046512,4.790099,-0.133589,0.000265,1.419804,4.339315,0.431047,0.134044,0.606666,0.009287,0.026223,0.489775,0.000139,0.205272,0.188818,0.178332,0.15928,0.158381,0.133256,0.136286,0.022343,0.150537,0.246623,0.129078,0.221319,0.241529,0.093209,0.090768,0.084387,0.113117,0.070257,0.067851,0.017388,0.034567,0.073146,0.140496,0.256229,0.004713,0.277227,0.092618,0.035321,0.025172,0.058021,0.20217,9956.211101,20.041125,21.003762,0.001588,0.551633,0.31458,71.18452,4.545057,1.308047,0.781704,0.958651,0.910517,0.159626,92.92323,5.998062,23.4877,0.238273,0.007699,0.019558,0.063981,0.000041,0.010976,3641.237,0.290888,0,0.972703,0.139167,0,0.02657,0.003454,278.1684,7101.07
0.083167,0.062997,0.128702,5.774234,0.446609,0.000082,1.506575,4.695659,0.4341,0.150763,0.555107,0.044264,0.105557,0.899956,0.00005,0.215331,0.178817,0.18937,0.171424,0.161829,0.145258,0.1433,0.025856,0.383176,0.215254,0.294862,0.28247,0.363268,0.117337,0.126847,0.098788,0.130345,0.05738,0.072722,0.023367,0.03933,0.070881,0.138115,0.264109,0.044353,0.694271,0.125087,0.042602,0.028715,0.05975,0.203329,6693.883463,18.280488,11.25356,0.001539,0.518892,0.314881,81.15345,4.827152,1.336339,0.630132,0.878454,0.884937,0.125684,116.8934,6.198224,229.5492,1.266409,0.03486,0.027842,0.139955,0.000213,0.008392,6741.82,1.253302,0,0.979361,0.138249,0,0.020227,0.001562,695.9033,459046.1
0.063475,0.045368,0.092742,6.534018,-0.497187,0.000218,1.511652,4.110925,0.459123,0.136739,0.548944,0.018451,0.065252,0.888141,0.000162,0.20125,0.198073,0.185284,0.159409,0.148676,0.145466,0.137505,0.024596,0.203651,0.20086,0.310104,0.212098,0.215419,0.100015,0.106434,0.086329,0.09045,0.077508,0.135854,0.023393,0.048711,0.080354,0.146496,0.252262,0.014605,0.602472,0.107192,0.040529,0.034601,0.047382,0.200532,11115.633612,21.21078,20.798977,0.0016,0.539217,0.313643,80.75606,4.871829,1.327632,0.687672,0.987965,0.897432,0.201725,105.9197,5.999283,570.5234,2.420217,0.034448,0.030903,0.199637,0.000183,0.011137,4556.826,0.606749,0,0.978695,0.126357,0,0.020865,0.003097,513.3583,54979.1
0.067849,0.044967,0.090063,5.154941,0.203469,0.000121,1.564509,3.731612,0.425859,0.156723,0.58588,0.020953,0.058071,0.659494,0.000091,0.224691,0.217768,0.192219,0.16903,0.162274,0.153129,0.145945,0.024402,0.254847,0.339052,0.2929,0.296567,0.328858,0.137251,0.13284,0.127472,0.123146,0.062619,0.043396,0.024513,0.045158,0.070047,0.136095,0.26036,0.02163,0.364099,0.106222,0.042775,0.050472,0.056134,0.205225,8590.954847,19.580303,57.266235,0.001518,0.580437,0.320467,79.69973,4.835204,1.337548,0.687318,1.110696,0.895776,0.163688,88.46821,6.055667,138.576,0.527251,0.012019,0.038856,0.163878,0.0003,0.019955,4403.474,0.491263,0,0.959388,0.113416,0,0.038989,0.002985,505.936,88574.74
0.047644,0.038583,0.055065,7.083166,-0.078479,0.000249,1.434683,3.816468,0.377686,0.131905,0.546197,0.007076,0.020304,0.698008,0.000233,0.183582,0.160656,0.177918,0.161291,0.154836,0.137667,0.13941,0.014801,0.403836,0.355634,0.262038,0.27964,0.239644,0.128193,0.104614,0.114056,0.097078,0.077818,0.09082,0.023574,0.032406,0.064238,0.134778,0.256599,0.007464,0.465351,0.104895,0.038843,0.039479,0.056241,0.200831,10237.177846,25.193292,22.26078,0.001551,0.568629,0.324496,55.41522,3.677443,1.232006,0.61102,0.401107,0.880596,0.089892,108.6698,5.597157,218.2157,0.486363,0.011978,0.035152,0.05299,0.000399,0.006737,7124.032,0.629586,0,0.82024,0.110428,0,0.147545,0.003838,442.0042,21096.05
0.08298,0.060517,0.111182,5.327239,-0.19605,0.000066,1.515789,6.459909,0.278173,0.166894,0.589504,0.031144,0.077008,0.684071,0.000045,0.207592,0.168669,0.15698,0.145071,0.138866,0.145601,0.133803,0.02741,0.311668,0.426343,0.40445,0.328219,0.344604,0.147457,0.145855,0.11446,0.128349,0.068576,0.05789,0.025315,0.038236,0.078251,0.148168,0.261824,0.032851,0.563904,0.11437,0.047223,0.054579,0.058922,0.200218,8299.888692,16.077043,22.350176,0.001538,0.559061,0.32585,92.51441,5.603927,1.41909,0.586019,0.999662,0.891795,0.113816,135.3981,5.99817,435.3421,1.855168,0.029433,0.022441,0.190453,0.000179,0.003932,7432.098,0.576588,0,0.959388,0.144238,0,0.038989,0.002271,666.014,273279.7
0.035311,0.027808,0.045621,9.604001,-0.03713,0.000015,1.495322,3.708001,0.473438,0.116306,0.482921,0.006878,0.013532,0.974227,0.000013,0.184119,0.171202,0.197693,0.167806,0.158156,0.14866,0.137998,0.020985,0.394166,0.447287,0.382611,0.247591,0.23905,0.149334,0.128408,0.089287,0.091319,0.092561,0.163892,0.020761,0.027091,0.084241,0.145465,0.2622,0.005033,0.784037,0.103018,0.026836,0.038692,0.050006,0.200886,3766.380531,8.241322,8.421918,0.001591,0.564666,0.32023,57.97492,2.749841,0.960879,0.925721,0.819874,0.863239,0.049134,45.76253,9.502726,117.1488,0.644084,0.028015,0.050572,0.091031,0.000482,0.002988,1410.513,8.937987,0,0.736352,0.101939,0,0.194267,0.004559,295.3088,8331.127
0.069906,0.0603,0.095535,7.715902,-1.000041,0.000105,1.541265,5.440568,0.198394,0.168772,0.522585,0.019262,0.045943,0.952574,0.000151,0.238613,0.209359,0.170649,0.155357,0.143341,0.143197,0.152226,0.034768,0.339579,0.391835,0.462589,0.214072,0.291733,0.096379,0.110699,0.11547,0.089186,0.069141,0.07753,0.028603,0.032647,0.063273,0.120794,0.254911,0.008573,0.516287,0.124655,0.043565,0.042321,0.042775,0.201671,5181.846063,21.169228,24.247012,0.001511,0.528456,0.32046,61.57948,4.118015,1.348997,0.462972,0.355204,0.854422,0.067131,72.13565,4.637172,474.6548,1.326727,0.018493,0.022651,0.037426,0.000369,0.003741,3148.956,0.42261,0,0.678429,0.118792,0,0.218309,0.007052,684.6783,50804.32
0.039587,0.03208,0.04853,9.111968,-0.000413,0.00081,1.487869,4.39731,0.432096,0.117076,0.457845,0.010486,0.028473,0.945402,0.000272,0.199079,0.199584,0.209019,0.167839,0.165546,0.157484,0.149564,0.02408,0.657464,0.321715,0.379162,0.220643,0.276106,0.109902,0.102933,0.104266,0.09353,0.155459,0.160948,0.024806,0.033153,0.067425,0.132409,0.2609,0.01042,0.676449,0.12971,0.038531,0.032381,0.056485,0.207229,12197.947358,25.825373,27.074121,0.001575,0.522698,0.318719,61.72474,3.584615,1.147602,0.864742,0.728197,0.879131,0.079198,89.96289,7.027224,321.7832,1.636248,0.049844,0.121346,0.102483,0.000188,0.006042,5609.237,1.82133,0,0.934088,0.131482,0,0.061609,0.003224,386.03,32469.76
0.044716,0.027106,0.057182,4.038018,0.041843,0.00021,1.489338,3.970161,0.366761,0.118492,0.648024,0.014032,0.064006,0.609486,0.000141,0.198151,0.181775,0.188963,0.158284,0.155141,0.149299,0.138461,0.023899,0.499423,0.277266,0.303918,0.263919,0.212675,0.112715,0.094632,0.088603,0.115075,0.078675,0.060969,0.032568,0.039852,0.077615,0.138574,0.258564,0.012309,0.287633,0.096704,0.03966,0.035556,0.055887,0.203323,7796.78238,27.715515,36.959563,0.001527,0.555812,0.335639,58.04901,4.312326,1.338964,0.679871,0.509404,0.89607,0.131451,126.2001,5.175335,199.7037,0.732106,0.018797,0.028751,0.142594,0.000155,0.005264,7324.273,0.380757,0,0.63249,0.056699,0,0.232601,0.003201,311.2608,49432.43
0.043532,0.034808,0.051647,8.703906,0.244581,0.00014,1.469728,3.936758,0.350064,0.125751,0.501717,0.007137,0.022294,0.637701,0.000075,0.180747,0.179207,0.178721,0.166866,0.163906,0.1393,0.12444,0.013542,0.334452,0.378109,0.616076,0.310781,0.224566,0.1361,0.172068,0.171214,0.139766,0.178421,0.236512,0.021305,0.036182,0.079195,0.127759,0.263774,0.008244,0.710513,0.116703,0.050264,0.04272,0.057009,0.209303,8286.809333,14.995148,24.983916,0.001516,0.618846,0.320537,53.00374,3.187667,1.129932,0.701421,0.366151,0.873452,0.145801,183.4936,6.386535,216.4674,0.780972,0.02449,0.068976,0.038994,0.000263,0.009874,13439.11,1.078928,0,0.984021,0.117018,0,0.015734,0.001952,417.3557,38715.3
0.026813,0.02128,0.036275,9.563014,-0.307156,0.000605,1.418538,4.886906,0.452062,0.103459,0.478537,0.005991,0.018613,0.829787,0.000234,0.200661,0.153939,0.148191,0.167582,0.150814,0.131325,0.120119,0.017354,0.448739,0.345373,0.309644,0.31943,0.312768,0.145646,0.149188,0.111359,0.08579,0.188549,0.200846,0.024308,0.028579,0.070182,0.132049,0.265613,0.007997,0.91304,0.123471,0.050145,0.035962,0.048904,0.204313,8928.34669,27.560592,38.57766,0.001536,0.589471,0.325369,50.80761,2.674689,0.988709,0.698106,0.294687,0.863655,0.079079,122.998,8.037422,166.3495,0.843392,0.033194,0.076702,0.044825,0.000234,0.004467,7115.429,2.115238,0,0.966045,0.101728,0,0.032824,0.000887,262.8429,19745.67
0.073115,0.046321,0.101696,4.619535,0.32009,0.000706,1.530403,4.739717,0.220608,0.127315,0.634585,0.021048,0.081751,0.69685,0.000372,0.21166,0.221909,0.174308,0.161852,0.173552,0.15117,0.135152,0.031428,0.494212,0.649133,0.291739,0.320889,0.343361,0.144424,0.158806,0.130905,0.107147,0.06867,0.045426,0.025378,0.03603,0.07885,0.138797,0.254949,0.012635,0.373553,0.169368,0.052777,0.054828,0.058208,0.205787,14316.568015,29.438669,33.110141,0.001611,0.571843,0.315845,75.63545,5.131799,1.41077,0.694825,0.879465,0.888478,0.113208,171.1472,5.619904,146.7524,0.912315,0.023909,0.124729,0.069682,0.000185,0.006836,16925.56,0.510335,0,0.991345,0.157319,0,0.008586,0.001204,488.7723,69928.45
0.077341,0.053917,0.09031,5.689057,0.42579,0.000159,1.573508,4.159495,0.327407,0.175332,0.575564,0.016525,0.035917,0.596966,0.000086,0.204149,0.176049,0.167042,0.134672,0.14474,0.127814,0.13489,0.02945,0.355064,0.484007,0.485934,0.314525,0.282361,0.120004,0.144403,0.094554,0.100296,0.104273,0.060501,0.027958,0.037685,0.070807,0.140912,0.251574,0.009505,0.389221,0.131991,0.038683,0.036313,0.053838,0.1988,9601.659674,18.299352,22.91778,0.001584,0.571894,0.322942,95.96818,5.397415,1.362613,0.615855,1.154518,0.887998,0.122208,158.9579,6.658392,201.0756,0.714434,0.010025,0.028445,0.098211,0.000366,0.007606,8174.057,0.41712,0,0.894141,0.125152,0,0.094716,0.003063,593.6802,36942.72
0.047634,0.028633,0.057595,5.131643,0.172091,0.000439,1.50543,4.39082,0.408644,0.120354,0.585687,0.015597,0.069096,0.907493,0.000458,0.233226,0.202747,0.207893,0.194028,0.188744,0.162793,0.157099,0.029804,0.4111,0.265233,0.265678,0.297423,0.363092,0.146544,0.167135,0.14261,0.172901,0.085226,0.046693,0.031553,0.045811,0.083514,0.152908,0.264443,0.017545,0.533725,0.117983,0.042724,0.045478,0.049996,0.205563,9343.681352,49.058272,39.961548,0.001504,0.56757,0.317707,67.22232,4.274753,1.269434,0.974175,0.971149,0.884861,0.062404,51.70467,6.637048,237.8053,0.698451,0.024447,0.264026,0.408394,0.00032,0.005107,2187.074,1.57222,0,0.918109,0.099142,0,0.075235,0.003154,286.0177,42140.93
0.078475,0.061215,0.104411,5.592151,-0.171692,0.000038,1.480248,4.40688,0.244536,0.149518,0.568155,0.037156,0.077542,0.897248,0.000033,0.219659,0.208551,0.178154,0.173551,0.160492,0.149844,0.145008,0.031763,0.253538,0.447901,0.22771,0.260456,0.321678,0.128295,0.119201,0.111817,0.106736,0.093981,0.073007,0.032782,0.043676,0.077165,0.145833,0.257724,0.044488,0.553706,0.114387,0.04105,0.03678,0.05813,0.205871,4812.52007,8.003747,18.808087,0.001383,0.589515,0.328385,92.11797,5.54438,1.398452,0.611414,0.991326,0.88984,0.135286,106.0662,5.93235,1750.807,4.720876,0.051966,0.054218,0.3303,0.000362,0.011451,7243.745,0.604924,0,0.95739,0.156118,0,0.040821,0.001919,628.6741,470868.6
0.115478,0.076099,0.184759,3.647619,0.069482,0.000212,1.460674,4.778781,0.37485,0.192017,0.6426,0.027856,0.095963,0.546683,0.000115,0.203564,0.175261,0.176917,0.167994,0.155257,0.141762,0.140431,0.026992,0.295819,0.245599,0.444622,0.307234,0.296054,0.082311,0.103533,0.101455,0.085848,0.061505,0.0402,0.030825,0.039387,0.076895,0.139912,0.257327,0.015364,0.238904,0.139597,0.030421,0.031586,0.063435,0.201349,14095.080729,31.25714,44.604729,0.001568,0.558588,0.317669,102.4072,6.468941,1.523781,0.513789,1.228699,0.901877,0.119589,79.89612,5.651344,98.09365,0.43809,0.008051,0.005863,0.116973,0.00005,0.009576,3435.004,0.21928,0,0.958056,0.10768,0,0.040212,0.00253,836.5396,103277
0.052738,0.040438,0.064917,7.710737,0.44436,0.00026,1.461295,4.287128,0.346457,0.146528,0.524066,0.0075,0.018903,0.449854,0.000078,0.202208,0.184741,0.188578,0.148538,0.155645,0.127738,0.132062,0.020465,0.295592,0.422495,0.29368,0.283282,0.343177,0.19041,0.122846,0.110793,0.128261,0.057491,0.087929,0.024757,0.031744,0.061035,0.135691,0.257204,0.003784,0.535143,0.116945,0.042973,0.05652,0.055631,0.206473,8768.164534,26.543715,24.432277,0.001586,0.564103,0.31935,64.62934,3.807238,1.217574,0.77107,0.61433,0.88106,0.108294,113.3137,6.245331,85.70955,0.257504,0.007018,0.039725,0.036747,0.000163,0.005927,4881.138,0.330253,0,0.964048,0.136158,0,0.034683,0.002053,435.9383,10564.31
0.036794,0.028643,0.046243,6.824457,0.119862,0.000125,1.554819,4.778175,0.31639,0.095141,0.564665,0.014955,0.041668,0.913708,0.000094,0.220602,0.175371,0.198655,0.175406,0.170302,0.156948,0.158739,0.023113,0.58814,0.375347,0.253938,0.322367,0.376627,0.129034,0.161994,0.102033,0.126611,0.125775,0.102796,0.025729,0.036328,0.087681,0.139549,0.266424,0.02514,0.617907,0.138327,0.045339,0.040687,0.054435,0.205067,5166.634507,15.6268,10.785028,0.001551,0.584156,0.311196,63.76817,3.86948,1.165587,0.891016,0.687147,0.866699,0.078746,118.0244,7.024818,1102.458,3.564361,0.072142,0.2781,0.346793,0.000497,0.004156,8986.022,2.341587,0,0.962051,0.122167,0,0.036534,0.001773,341.6734,126689.7
0.046576,0.027505,0.04552,5.068262,0.191713,0.000352,1.517809,4.273629,0.322226,0.106369,0.618814,0.018836,0.055756,0.771903,0.000357,0.227021,0.202088,0.202457,0.180219,0.183615,0.17546,0.169354,0.027702,0.367584,0.327241,0.361122,0.316656,0.264806,0.115019,0.125864,0.094659,0.081732,0.079791,0.067121,0.023292,0.044778,0.072649,0.141336,0.260609,0.018062,0.567165,0.128644,0.04876,0.029496,0.053259,0.203579,8525.57051,45.208844,31.965422,0.001445,0.512927,0.328921,57.80767,4.097144,1.284184,0.86963,0.687168,0.896251,0.105519,88.09513,5.810778,146.5392,0.835309,0.025123,0.159175,0.258211,0.000192,0.011299,7286.231,0.901754,0,0.98735,0.109489,0,0.012498,0.002256,271.8633,55840.23
0.057634,0.043268,0.080854,6.066849,-0.21091,0.000201,1.372936,4.335105,0.321212,0.142403,0.550722,0.020642,0.057737,0.855445,0.000176,0.20675,0.201116,0.202441,0.18708,0.18765,0.178422,0.172321,0.030695,0.407721,0.403427,0.447001,0.333751,0.265097,0.184868,0.139993,0.091321,0.169843,0.081534,0.082102,0.051024,0.049805,0.070618,0.136358,0.267188,0.025162,0.601024,0.128609,0.03386,0.048047,0.053373,0.20495,8271.602264,17.290619,27.763986,0.00156,0.585393,0.321593,67.41682,4.340852,1.30097,0.609438,0.524349,0.886239,0.100729,147.1297,5.795792,526.2638,1.705292,0.037762,0.086049,0.115719,0.000264,0.008402,14038.61,1.00251,0,0.852863,0.079907,0,0.125571,0.00211,513.8632,206005.7
0.075287,0.04707,0.1217,4.490913,0.523096,0.000336,1.484069,4.452962,0.369748,0.137162,0.602952,0.027165,0.097787,0.694823,0.000425,0.216055,0.19735,0.184023,0.182056,0.166165,0.154199,0.144863,0.0383,0.40331,0.413802,0.267617,0.237126,0.261148,0.103231,0.121836,0.100556,0.102622,0.090419,0.103749,0.032556,0.065995,0.080072,0.135597,0.255768,0.017318,0.325121,0.105334,0.0363,0.032605,0.058377,0.200436,9963.097407,32.057138,40.043191,0.001476,0.575219,0.321957,88.42677,5.226645,1.349311,0.777333,1.721504,0.894692,0.150451,99.49572,6.514719,743.9301,2.232665,0.038373,0.131285,0.713482,0.000169,0.018134,9668.657,2.493382,0,0.94008,0.128789,0,0.056367,0.003011,461.9515,151825.8
0.082121,0.06844,0.11646,5.746122,0.106539,0.000101,1.485245,4.638611,0.303956,0.147641,0.579463,0.049562,0.103134,1.40376,0.000113,0.234698,0.178597,0.18388,0.181682,0.167114,0.164246,0.157165,0.035116,0.38613,0.283118,0.337174,0.330232,0.328462,0.149774,0.165396,0.169522,0.162469,0.129287,0.119228,0.039828,0.049245,0.085225,0.154582,0.258693,0.049003,0.837764,0.137792,0.038612,0.02944,0.05919,0.202144,6463.332158,23.908506,26.572927,0.001465,0.590295,0.327778,69.16427,4.604539,1.382964,0.549289,0.45637,0.875653,0.05961,43.98326,5.07736,1103.609,2.301812,0.044698,0.089745,0.109378,0.000297,0.008241,3329.654,1.566927,0,0.870839,0.101411,0,0.112554,0.00297,786.5766,636617.2
0.187969,0.152723,0.313306,2.067195,-0.039106,0.00009,1.572971,3.580809,0.426279,0.218849,0.649889,0.064582,0.105535,0.907269,0.000061,0.208505,0.194619,0.188051,0.171356,0.160331,0.157127,0.149568,0.044816,0.351011,0.332615,0.223895,0.255353,0.278672,0.11914,0.093573,0.091838,0.073652,0.08451,0.041626,0.029699,0.051111,0.085108,0.148493,0.256348,0.015174,0.293445,0.082704,0.028925,0.036877,0.051514,0.19981,13932.527983,32.740045,46.599153,0.001579,0.562853,0.337437,102.8974,7.375613,1.69913,0.499904,0.931394,0.891822,0.167547,79.93583,4.620427,130.4694,1.337183,0.027894,0.004474,0.034758,0.00013,0.02599,11424.84,0.298642,0,0.9747,0.130475,0,0.024676,0.002793,1728.389,599063.4
0.040415,0.032927,0.048752,8.22876,0.251921,0.000387,1.646865,4.067357,0.530614,0.096412,0.500885,0.019137,0.041644,0.949811,0.000403,0.214017,0.18742,0.194139,0.173849,0.173853,0.153651,0.16248,0.01652,0.273716,0.230811,0.243749,0.265075,0.428059,0.109996,0.098728,0.081148,0.08751,0.130103,0.153559,0.01649,0.049225,0.08748,0.128159,0.25452,0.024278,0.994292,0.150813,0.042709,0.041428,0.046022,0.205561,7279.03929,23.494953,30.264501,0.001469,0.589415,0.313003,51.13893,3.156323,1.085551,0.909073,0.516046,0.861541,0.027772,30.22013,6.892251,402.8114,2.450957,0.073157,0.118565,0.155109,0.000607,0.002937,1496.588,2.946905,0,0.919441,0.114526,0,0.074119,0.00244,394.9388,124636.9
0.037761,0.027368,0.051791,7.521283,0.046056,0.000305,1.600171,4.254401,0.363248,0.107305,0.521747,0.019849,0.058445,0.962046,0.000261,0.225705,0.187526,0.192639,0.167167,0.172853,0.164615,0.170054,0.029908,0.419946,0.431722,0.442527,0.275791,0.362148,0.097819,0.121695,0.105543,0.098074,0.089022,0.100639,0.030109,0.03261,0.072507,0.14316,0.265238,0.026158,0.791224,0.170521,0.038263,0.031486,0.049867,0.198735,6493.284367,19.770149,13.878471,0.001615,0.549656,0.310736,50.06959,3.216764,1.127308,0.893879,0.465038,0.872423,0.042151,52.12508,6.571744,387.617,1.240502,0.041928,0.111321,0.131707,0.000616,0.002001,2256.412,2.61641,0,0.908123,0.091961,0,0.083492,0.002655,323.4228,129381.6
0.041295,0.033971,0.050829,9.488621,-0.042396,0.000067,1.444116,4.494161,0.414691,0.126551,0.479903,0.010881,0.023468,1.04932,0.0001,0.196552,0.181575,0.191337,0.162082,0.150054,0.147073,0.15054,0.027521,0.378021,0.357165,0.381928,0.347897,0.278172,0.190758,0.151387,0.148119,0.115396,0.165174,0.145679,0.029175,0.029451,0.082254,0.150439,0.25976,0.007766,0.800117,0.109545,0.049024,0.053001,0.045282,0.20885,4199.298005,9.351158,8.597631,0.001589,0.56129,0.316929,52.85209,2.921913,1.056748,0.663612,0.34369,0.856214,0.103786,163.8765,7.089049,427.3017,1.212896,0.037364,0.052165,0.053665,0.000369,0.008565,13040.72,1.625168,0,0.882823,0.085733,0,0.103516,0.002289,389.1522,40771.06
0.04529,0.028407,0.049811,5.307704,0.021042,0.000309,1.467665,4.781613,0.381858,0.104949,0.60277,0.019899,0.048591,0.846963,0.000144,0.187501,0.178529,0.174911,0.147828,0.147528,0.129711,0.1211,0.019236,0.305609,0.259494,0.221791,0.318991,0.324828,0.159043,0.122471,0.128747,0.084955,0.069269,0.073674,0.017177,0.048296,0.073974,0.143377,0.2597,0.034871,0.696141,0.132714,0.041243,0.044475,0.056803,0.202434,8493.591788,14.268568,20.594648,0.001611,0.556797,0.312471,70.37328,4.354219,1.256842,0.900834,1.046601,0.895298,0.16681,204.1397,6.589581,119.2201,1.096062,0.030336,0.071113,0.148995,0.000146,0.015638,15109.27,0.625136,0,0.895473,0.132943,0,0.093664,0.003328,298.6182,163553.2
0.138516,0.086428,0.264684,2.333607,0.14819,0.000186,1.509321,3.639405,0.376864,0.175165,0.699346,0.035192,0.089818,0.455217,0.000082,0.2025,0.183073,0.174023,0.169881,0.163425,0.145928,0.133806,0.025939,0.204965,0.146986,0.187409,0.279191,0.290015,0.093854,0.104779,0.078926,0.095952,0.059733,0.038117,0.021692,0.045141,0.080143,0.142886,0.256373,0.017074,0.199306,0.109597,0.040447,0.021391,0.060791,0.203052,13231.453853,36.711568,27.680246,0.001608,0.559316,0.320275,94.31582,6.609911,1.592958,0.517127,1.273948,0.89188,0.182265,98.71905,5.050738,29.47961,0.174904,0.004846,0.005286,0.083971,0.000077,0.018116,4974.043,0.128227,0,0.651132,0.07659,0,0.227311,0.005491,918.8404,135221.8
0.054617,0.044512,0.073704,6.68373,0.0896,0.000102,1.570061,4.628231,0.27385,0.129845,0.567411,0.023431,0.065358,1.062688,0.000087,0.203278,0.189744,0.178271,0.169574,0.189042,0.167238,0.166633,0.029979,0.838529,0.677189,0.534157,0.323014,0.337133,0.158971,0.124255,0.1678,0.145494,0.124183,0.114265,0.035252,0.04345,0.097762,0.138974,0.269181,0.028863,0.627175,0.173242,0.046978,0.066292,0.055212,0.208532,4483.987402,12.107264,14.649342,0.001526,0.548006,0.315981,56.51256,3.812855,1.267859,0.550039,0.3148,0.863083,0.044051,52.37533,5.555024,536.0996,1.308119,0.043013,0.120452,0.073091,0.000555,0.002921,1822.149,1.7708,0,0.961385,0.110421,0,0.037149,0.00189,519.0216,183029.5
