@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_7 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute output {sad,notsad}

@data

0.064281,0.044913,0.089051,0.075955,6.303282,1.012016,-0.135774,1.460538,4.201045,5.685926,0.496962,0.162852,0.260976,0.72577,1.370712,0.022314,0.000329,0.279212,0.447394,0.505091,0.225742,0.232148,0.210372,0.209648,0.19175,0.187309,0.16916,0.162589,0.031233,0.804621,0.195346,0.176997,0.258047,0.191887,0.298576,0.284778,0.094992,0.088715,0.032794,0.084468,0.134063,0.194909,0.26151,109.694414,0.011092,0.006998,3.774277,0.464753,0.097021,0.126841,0.119146,0.026121,0.029195,0.034879,0.024154,0.052234,12580.924319,23.967793,1.003685,0.000956,sad
0.060578,0.044131,0.089351,0.085064,6.979151,1.500668,-0.118243,1.549144,4.94869,9.820642,0.436661,0.14972,0.266917,0.696795,1.218574,0.017319,0.000012,0.283268,0.443703,0.537644,0.189844,0.206506,0.190632,0.188537,0.174778,0.165182,0.148073,0.135004,0.027178,1.223674,0.663213,0.429792,0.529461,0.525993,0.250276,0.310041,0.125494,0.130697,0.039195,0.083317,0.139958,0.187824,0.249618,12039.647011,0.010865,0.007934,4.724659,0.653916,0.103156,0.144593,0.213738,0.030818,0.038057,0.049598,0.07228,0.05389,3361.416345,6.891094,1.003183,0.000868,sad
0.103175,0.07692,0.167448,0.076904,4.884295,2.63008,0.069657,1.457337,4.516392,6.863177,0.452729,0.162211,0.277493,0.731139,1.317501,0.026812,0.000141,0.269063,0.436,0.5387,0.204741,0.177947,0.179199,0.1919,0.20248,0.200189,0.192128,0.179292,0.02834,0.648219,0.298096,0.301897,0.335321,0.269357,0.274416,0.412653,0.0737,0.103117,0.037764,0.083012,0.137475,0.190043,0.257479,1484.101256,0.010709,0.00858,3.567657,0.323632,0.107824,0.193726,0.187414,0.033566,0.047826,0.044886,0.017814,0.05772,11312.205845,22.740884,1.003397,0.000902,sad
0.084059,0.061059,0.122822,0.075815,5.554701,1.058231,-0.354781,1.497012,4.618323,8.598187,0.508437,0.170382,0.276239,0.741773,1.305721,0.020919,0.000118,0.282941,0.362282,0.443555,0.20229,0.161724,0.171719,0.177374,0.17126,0.163043,0.16142,0.160675,0.026466,0.956201,0.250281,0.288191,0.266222,0.185498,0.268249,0.341259,0.084029,0.085791,0.036439,0.088379,0.138645,0.18697,0.259369,2569.601965,0.014268,0.012083,3.437071,0.379199,0.145876,0.158117,0.191115,0.050212,0.050328,0.035575,0.022179,0.052366,11147.504004,22.205595,1.003112,0.00087,sad
0.063437,0.039123,0.092835,0.081055,5.270571,0.910872,0.108686,1.50189,4.458102,7.472924,0.477614,0.146518,0.300609,0.735544,1.311038,0.022566,0.000419,0.287282,0.411254,0.626007,0.209233,0.206208,0.18968,0.200311,0.167977,0.147827,0.151544,0.140155,0.034451,1.130391,0.565647,0.379466,0.301562,0.307855,0.238561,0.527365,0.098314,0.134793,0.040054,0.093782,0.134511,0.191287,0.256357,1564.659736,0.015521,0.015384,3.512334,0.336586,0.104923,0.152796,0.179276,0.030042,0.036406,0.03101,0.022416,0.056885,10935.703912,23.179554,1.00406,0.000873,sad
0.044385,0.025807,0.050464,0.078483,5.578469,1.403387,0.365239,1.498246,3.759307,6.344374,0.483375,0.125316,0.26428,0.758926,1.376147,0.016582,0.000153,0.289018,0.394775,0.50596,0.210848,0.198255,0.191229,0.191194,0.173974,0.165222,0.16066,0.146489,0.025137,0.750011,0.257754,0.229054,0.175551,0.174683,0.302144,0.358787,0.115021,0.098518,0.043102,0.088222,0.142982,0.196073,0.265224,266.841013,0.017311,0.01554,3.765486,0.439925,0.141391,0.153192,0.173183,0.033091,0.031149,0.029641,0.023931,0.055644,7889.837601,21.434946,1.005423,0.000971,sad
0.03172,0.022464,0.095473,0.088299,7.562809,1.547684,1.049379,1.473487,3.814767,5.761945,0.386811,0.095854,0.182524,0.695099,1.385453,0.010303,0.000671,0.27184,0.479167,0.581278,0.22125,0.201307,0.20017,0.215875,0.193103,0.189711,0.186516,0.180682,0.032092,2.069859,0.43888,0.370088,0.232498,0.195566,0.388049,0.417222,0.121107,0.142369,0.036319,0.098341,0.145937,0.192037,0.262572,2309.426269,0.007793,0.003976,4.302044,0.575545,0.134875,0.177323,0.232387,0.035531,0.036928,0.046481,0.046314,0.055202,7383.264739,19.68454,1.005101,0.001116,sad
0.046344,0.03147,0.065354,0.07982,7.17936,0.662396,-0.518833,1.432452,5.65558,7.239186,0.481243,0.158803,0.24885,0.718958,1.320368,0.009399,0.000196,0.265303,0.436446,0.56277,0.21531,0.186411,0.19047,0.166475,0.152523,0.146515,0.131891,0.135735,0.022984,1.055378,0.327281,0.265504,0.382269,0.424747,0.254841,0.388084,0.106787,0.084463,0.030438,0.08481,0.13249,0.189124,0.260258,2305.383218,0.003996,0.003675,3.694047,0.444998,0.099751,0.108017,0.143073,0.038651,0.034329,0.040918,0.022462,0.052384,9643.364639,36.347156,1.003954,0.000881,sad
0.039801,0.027732,0.062081,0.086478,6.689957,1.431198,0.50227,1.580725,4.327619,5.953301,0.430126,0.107677,0.236497,0.735577,1.353988,0.021705,0.000343,0.268437,0.419832,0.612585,0.220425,0.207867,0.202817,0.199062,0.181793,0.177072,0.173499,0.180352,0.028029,1.262145,0.370525,0.328602,0.218946,0.337479,0.33416,0.371503,0.136293,0.128477,0.034659,0.090123,0.141914,0.19699,0.25968,404.241575,0.019139,0.017805,3.603112,0.64626,0.114474,0.165271,0.170545,0.032135,0.04332,0.031733,0.028256,0.05453,8175.367031,40.980024,1.005308,0.001085,sad
0.036879,0.028192,0.043019,0.085409,7.864823,2.039641,0.364235,1.576932,4.456721,7.138286,0.393819,0.110382,0.208287,0.68059,1.287384,0.009452,0.000078,0.265253,0.411742,0.512921,0.216411,0.19493,0.176404,0.168933,0.151546,0.150071,0.145503,0.13974,0.021829,1.576217,0.318044,0.400697,0.300539,0.254086,0.397016,0.487999,0.144858,0.110178,0.037047,0.090725,0.127671,0.189722,0.255957,8499.959636,0.012135,0.007857,3.878672,0.613547,0.107199,0.207984,0.232184,0.045446,0.061847,0.039311,0.069635,0.052638,5198.313608,16.485969,1.003338,0.000892,sad
0.064252,0.045663,0.088948,0.082016,4.476339,2.151969,0.157321,1.447865,3.514088,5.815582,0.50011,0.128086,0.273301,0.772132,1.344165,0.035042,0.000395,0.28658,0.39221,0.640369,0.220589,0.207491,0.21868,0.22012,0.193582,0.187375,0.171297,0.16288,0.045722,0.863263,0.278394,0.218066,0.271103,0.363712,0.276846,0.333776,0.121171,0.128218,0.038772,0.090791,0.138051,0.192035,0.256471,758.444581,0.023695,0.022822,3.555097,0.389865,0.09188,0.166788,0.142715,0.031434,0.039689,0.040061,0.026021,0.054867,10016.507033,18.424788,1.005059,0.000888,sad
0.055049,0.037063,0.061574,0.076909,6.171766,1.708811,0.282217,1.427007,4.14144,5.570713,0.459847,0.131448,0.236878,0.747272,1.357697,0.014663,0.000261,0.284375,0.393674,0.544114,0.201723,0.198634,0.200046,0.186304,0.172833,0.166905,0.16307,0.160526,0.02326,0.92705,0.256748,0.300327,0.188995,0.189001,0.263567,0.391011,0.125952,0.115349,0.032702,0.090687,0.138389,0.195854,0.259566,173.461953,0.011942,0.008045,3.797308,0.355415,0.118183,0.183094,0.135936,0.034895,0.040114,0.031713,0.024121,0.050227,13567.611163,24.801105,1.003933,0.000919,sad
0.038722,0.028895,0.063506,0.082757,7.598085,1.997253,0.003685,1.517274,4.614732,8.205488,0.246538,0.122055,0.191321,0.702386,1.294259,0.011717,0.000159,0.264876,0.406962,0.417362,0.202768,0.188496,0.144675,0.168813,0.16461,0.172069,0.171442,0.152145,0.020363,1.40859,0.414312,0.285123,0.517261,0.360127,0.34765,0.384993,0.10531,0.135783,0.039931,0.091306,0.145218,0.194353,0.266354,8353.098961,0.016042,0.012159,4.423176,0.747953,0.12082,0.159744,0.196024,0.037869,0.034955,0.05234,0.070637,0.052313,8917.092991,20.614012,1.003458,0.000934,sad
0.092251,0.061651,0.16151,0.084805,4.169277,1.83327,-0.129066,1.472333,4.307444,5.507148,0.550152,0.168631,0.31592,0.761342,1.371152,0.033708,0.000354,0.297338,0.469894,0.566527,0.204384,0.189411,0.201382,0.197156,0.188072,0.178968,0.163647,0.164999,0.038198,0.728866,0.336267,0.379555,0.354552,0.24148,0.221196,0.432077,0.113527,0.095793,0.054107,0.087324,0.13771,0.192001,0.262979,205.69997,0.007998,0.011434,3.948762,0.36264,0.105327,0.128133,0.214456,0.02982,0.030293,0.031053,0.02834,0.057341,10165.227156,39.483242,1.005031,0.000997,sad
0.071558,0.055146,0.101454,0.084983,4.789692,0.985506,0.300985,1.504673,5.00649,6.774152,0.378642,0.149559,0.286503,0.776258,1.377025,0.035949,0.000052,0.293397,0.419021,0.6143,0.213677,0.187405,0.20309,0.192119,0.171242,0.166067,0.177853,0.174443,0.041048,1.155793,0.438221,0.506584,0.299202,0.330557,0.270719,0.466225,0.149575,0.118357,0.046583,0.092825,0.141677,0.192508,0.259213,426.369819,0.029507,0.032046,3.660464,0.361838,0.160084,0.213665,0.159966,0.036633,0.037897,0.042934,0.026726,0.060197,4741.452854,14.323461,1.004214,0.001026,sad
0.058311,0.039569,0.078413,0.080416,4.925748,2.099633,-0.235283,1.56342,4.389833,6.412034,0.462231,0.125326,0.279123,0.773382,1.297322,0.022326,0.000038,0.274144,0.440724,0.518476,0.200763,0.206206,0.194627,0.197703,0.178855,0.17276,0.162744,0.149211,0.035095,1.446939,0.360748,0.290667,0.25821,0.271327,0.290862,0.336618,0.126417,0.102194,0.048755,0.094299,0.133282,0.181752,0.252251,2306.402411,0.013985,0.016206,4.486617,0.498572,0.115554,0.150289,0.158828,0.034102,0.04417,0.031312,0.017928,0.059299,5754.469721,10.400581,1.004522,0.001068,sad
0.04796,0.029013,0.063648,0.078196,4.377099,2.444898,0.928165,1.541295,3.707686,6.392089,0.485645,0.09937,0.303192,0.785842,1.375907,0.023559,0.000247,0.265751,0.421802,0.433573,0.206229,0.185967,0.171622,0.174981,0.175243,0.168262,0.158242,0.144091,0.026236,0.972477,0.413721,0.273915,0.369831,0.304461,0.321396,0.312237,0.13694,0.127437,0.0453,0.092938,0.143909,0.195725,0.266698,253.813111,0.021452,0.021922,3.712664,0.454302,0.136958,0.160864,0.207836,0.037952,0.042669,0.039561,0.022402,0.05774,9201.03356,42.337403,1.004792,0.000905,sad
0.06813,0.04911,0.133566,0.080717,5.350519,0.822059,-0.147807,1.506464,4.299947,7.224204,0.475282,0.148781,0.25466,0.779952,1.349428,0.037353,0.000151,0.254764,0.427305,0.515533,0.224739,0.216688,0.199942,0.194952,0.182489,0.171939,0.16848,0.155082,0.034567,1.081208,0.539761,0.451535,0.581386,0.473268,0.354351,0.569594,0.149878,0.125819,0.045435,0.100527,0.141383,0.192773,0.263211,359.086332,0.029032,0.026323,4.132174,0.536417,0.123987,0.204755,0.192068,0.055474,0.051199,0.037285,0.023956,0.055454,6091.03976,39.363917,1.006796,0.001262,sad
0.073107,0.049501,0.130696,0.078945,4.121218,1.158904,0.502451,1.521683,4.056178,6.923063,0.487598,0.147108,0.309275,0.776738,1.399875,0.027754,0.000668,0.256897,0.447245,0.545153,0.233373,0.20207,0.209853,0.179986,0.173643,0.176973,0.174294,0.161882,0.032895,0.808452,0.247016,0.314217,0.268249,0.230249,0.314253,0.307335,0.083037,0.096744,0.038633,0.093581,0.141977,0.194093,0.259925,91.32326,0.011666,0.010688,3.290645,0.276163,0.132608,0.095611,0.136251,0.031668,0.038357,0.036499,0.026859,0.055856,15567.721645,40.13468,1.005479,0.00107,sad
0.074838,0.057224,0.115979,0.075394,6.019749,2.331121,-0.074712,1.506189,4.539917,9.488315,0.479447,0.149137,0.284826,0.696529,1.236836,0.028838,0.000004,0.266842,0.337266,0.541622,0.185015,0.214638,0.192942,0.171518,0.137855,0.139864,0.145593,0.140455,0.030721,0.998837,0.637347,0.40757,0.337786,0.567107,0.337694,0.360036,0.12062,0.126862,0.042004,0.082098,0.127119,0.185301,0.254443,11283.335661,0.035607,0.035931,4.189953,0.726824,0.138605,0.195406,0.151424,0.037417,0.032481,0.037412,0.050863,0.062069,2531.583981,7.370994,1.003351,0.000941,sad
0.059383,0.04381,0.072258,0.076617,6.494936,0.127834,0.196865,1.553129,4.820749,7.470224,0.361055,0.162377,0.229172,0.714211,1.375928,0.011394,0.000008,0.277463,0.433492,0.583504,0.212447,0.219443,0.188838,0.197074,0.179622,0.177763,0.173661,0.15819,0.020037,1.034879,0.386663,0.312872,0.321035,0.412152,0.307708,0.444369,0.142171,0.101899,0.03117,0.084279,0.135229,0.198227,0.249249,702.080377,0.007032,0.004855,4.421316,0.445562,0.120619,0.159354,0.161011,0.044793,0.04577,0.042176,0.021708,0.052578,3138.849521,7.074951,1.0024,0.00083,sad
0.051229,0.037973,0.085126,0.081002,6.190982,0.83732,0.363461,1.530124,4.467668,6.323405,0.448923,0.147671,0.272573,0.716824,1.370157,0.019246,0.000311,0.28536,0.454619,0.607431,0.225609,0.213861,0.211242,0.202071,0.187136,0.16657,0.168637,0.162645,0.038674,0.949739,0.31243,0.289207,0.290903,0.307896,0.297525,0.391285,0.09723,0.11518,0.038846,0.086058,0.138316,0.195956,0.260799,555.695133,0.012525,0.011803,3.586938,0.425664,0.099505,0.148803,0.130047,0.043482,0.035004,0.039888,0.029488,0.050744,7778.829637,21.228948,1.002866,0.000831,sad
0.051072,0.036657,0.071099,0.083433,6.43737,1.217027,0.393445,1.343216,4.329057,5.666,0.40492,0.112544,0.213004,0.780233,1.426037,0.026807,0.000299,0.250407,0.428605,0.526231,0.2616,0.227602,0.236253,0.221094,0.199893,0.193005,0.187067,0.174193,0.029447,0.948868,0.406451,0.317597,0.249206,0.267646,0.431105,0.352738,0.09372,0.135202,0.033456,0.095185,0.146633,0.20693,0.263906,133.812918,0.033051,0.029748,4.168945,0.707109,0.136235,0.195501,0.162388,0.038511,0.036593,0.039091,0.028007,0.057479,5996.145774,15.363565,1.005871,0.001121,sad
0.085116,0.058642,0.125657,0.079699,5.070233,0.281629,0.009863,1.505383,3.437884,5.436232,0.538238,0.174566,0.277524,0.757958,1.393218,0.032678,0.000279,0.301262,0.430469,0.520745,0.220943,0.213985,0.212186,0.200427,0.183156,0.185526,0.161342,0.164101,0.037274,1.001572,0.309364,0.302929,0.285068,0.19476,0.263253,0.31086,0.097242,0.085851,0.040346,0.09236,0.14161,0.192278,0.261813,184.635619,0.015054,0.014836,3.760311,0.419412,0.097158,0.150672,0.137619,0.033506,0.028922,0.036377,0.017859,0.052933,11240.634057,30.821914,1.009016,0.001157,sad
0.05719,0.041263,0.07057,0.081353,6.296558,1.140136,0.777171,1.440415,4.111811,7.257249,0.499924,0.121267,0.235886,0.747246,1.38046,0.028967,0.000039,0.286329,0.389388,0.596854,0.200501,0.208319,0.199208,0.191364,0.181756,0.16963,0.165812,0.164761,0.025001,1.178527,0.243792,0.237074,0.21069,0.28374,0.244005,0.365547,0.106775,0.086143,0.039812,0.09963,0.148964,0.193564,0.258129,1440.556049,0.03395,0.031633,4.598203,0.618941,0.13862,0.14387,0.134935,0.032967,0.028091,0.030676,0.046368,0.05284,6452.573679,15.534133,1.002602,0.000865,sad
0.041295,0.033971,0.050829,0.081507,9.488621,1.321024,0.072627,1.444116,4.494161,5.507006,0.387638,0.126551,0.197077,0.616194,1.28138,0.010881,0.000068,0.226578,0.401011,0.48354,0.215595,0.191301,0.181575,0.191337,0.162082,0.150054,0.138628,0.147073,0.027521,1.561135,0.378021,0.429988,0.357165,0.536855,0.347897,0.382778,0.190758,0.148119,0.029451,0.101879,0.150439,0.205214,0.25976,5580.498038,0.007766,0.006878,3.826272,0.800117,0.124296,0.23975,0.174082,0.053001,0.047763,0.040896,0.053082,0.045282,4199.298005,8.597631,1.003561,0.000837,sad
0.04025,0.023103,0.043136,0.082739,7.241527,0.252772,0.273299,1.398129,4.128552,5.268191,0.586598,0.127498,0.251817,0.731938,1.398861,0.008622,0.000505,0.274927,0.452075,0.517435,0.209781,0.19523,0.185158,0.177399,0.147603,0.148833,0.157213,0.160271,0.020881,1.184424,0.195967,0.177429,0.199025,0.163476,0.324857,0.33626,0.122264,0.087194,0.030172,0.092167,0.139988,0.195518,0.260943,593.67117,0.007027,0.003754,3.571113,0.517092,0.093317,0.206428,0.164796,0.023876,0.029761,0.032413,0.029763,0.052094,13800.616818,34.056538,1.002992,0.000828,sad
0.044716,0.027106,0.057182,0.082044,4.038018,2.026923,-0.322242,1.489338,3.970161,7.710373,0.476769,0.118492,0.298869,0.75518,1.348661,0.014032,0.000135,0.269392,0.346289,0.523746,0.218881,0.191344,0.181775,0.188963,0.158284,0.155141,0.150297,0.149299,0.023899,0.627698,0.499423,0.303361,0.277266,0.245474,0.263919,0.314619,0.112715,0.088603,0.039852,0.090219,0.138574,0.187511,0.258564,789.921,0.012309,0.010044,3.582382,0.287633,0.114117,0.139621,0.139913,0.035556,0.033979,0.033893,0.031187,0.055887,7796.78238,36.959563,1.004975,0.000973,sad
0.045687,0.032032,0.059361,0.078455,6.10643,1.419375,0.679373,1.586895,4.400343,8.058283,0.407516,0.114055,0.253752,0.743515,1.390409,0.019338,0.000291,0.292602,0.412806,0.602565,0.234663,0.205736,0.202492,0.22135,0.18755,0.189422,0.179661,0.169787,0.032656,1.380807,0.326572,0.443393,0.449283,0.201105,0.322487,0.360812,0.122032,0.109882,0.04499,0.090941,0.143816,0.195614,0.263279,247.086525,0.02518,0.021079,3.778812,0.740243,0.093913,0.217619,0.16564,0.032878,0.038348,0.037109,0.031502,0.053098,9397.396396,28.158142,1.003222,0.000941,sad
0.05138,0.037179,0.072894,0.076649,7.677727,0.908859,0.060871,1.538253,3.884843,6.091187,0.478707,0.152736,0.262202,0.661941,1.284122,0.010607,0.000014,0.274463,0.390537,0.473135,0.213802,0.200714,0.193973,0.160836,0.168116,0.161889,0.148365,0.140322,0.022459,1.113781,0.308456,0.318599,0.176849,0.320755,0.333186,0.441888,0.141577,0.113486,0.034446,0.077438,0.132081,0.186747,0.256563,6726.330694,0.004142,0.004513,4.343322,0.587135,0.10471,0.120111,0.141085,0.049069,0.053131,0.040484,0.037565,0.046823,3399.473992,9.362465,1.003388,0.000921,sad
0.049246,0.037913,0.063124,0.077991,8.194423,1.646418,0.577509,1.468771,4.020341,6.714202,0.41551,0.126263,0.224169,0.692166,1.289083,0.013136,0.000124,0.284552,0.374215,0.463004,0.19395,0.190629,0.17372,0.159493,0.138152,0.131777,0.12714,0.108685,0.015764,1.678001,0.543078,0.601743,0.383465,0.307169,0.270536,0.393147,0.117049,0.114821,0.034541,0.109938,0.127483,0.1905,0.256898,3554.512626,0.020876,0.016763,3.969679,0.745948,0.115514,0.13815,0.16434,0.047006,0.048788,0.026412,0.051063,0.056153,7606.906288,16.951281,1.004141,0.001046,sad
0.073253,0.050466,0.103631,0.077802,5.314602,0.95428,0.083035,1.401705,4.576545,8.212509,0.46188,0.166149,0.291732,0.733983,1.327183,0.023323,0.000049,0.275722,0.418124,0.585657,0.213383,0.195982,0.180438,0.181826,0.154457,0.161986,0.160017,0.149572,0.029875,1.14154,0.24216,0.289178,0.409373,0.442211,0.297078,0.443514,0.114693,0.096891,0.035043,0.090298,0.138295,0.191436,0.257771,2873.790142,0.024255,0.021929,3.929705,0.443379,0.108857,0.130175,0.133681,0.03435,0.037977,0.050876,0.036315,0.054429,7408.861595,16.252625,1.002703,0.000821,sad
0.047625,0.034592,0.058718,0.075163,7.891571,2.744092,-0.295174,1.444256,4.057008,7.790838,0.484649,0.121515,0.230377,0.681808,1.206005,0.009841,0.000122,0.27763,0.354792,0.546653,0.197802,0.182305,0.179127,0.183399,0.147392,0.146074,0.147983,0.133021,0.015141,1.719281,0.271264,0.191986,0.295745,0.188195,0.294548,0.394626,0.146515,0.106729,0.03741,0.08388,0.118169,0.189703,0.260129,26467.783459,0.014628,0.01001,3.868961,0.787993,0.098772,0.165316,0.160008,0.046116,0.041012,0.031864,0.038478,0.058195,10688.836503,24.053619,1.002516,0.000831,sad
0.066271,0.044272,0.084154,0.077946,5.501587,1.056501,0.175869,1.454962,3.663237,5.990458,0.51732,0.14609,0.26655,0.766086,1.376656,0.020885,0.000187,0.264238,0.410261,0.542174,0.205952,0.200453,0.199773,0.188006,0.166554,0.168155,0.156819,0.145481,0.024292,1.07172,0.397121,0.198954,0.435849,0.368529,0.324622,0.449559,0.128179,0.153805,0.039761,0.090518,0.140632,0.190163,0.260128,884.440835,0.025436,0.021648,3.798623,0.514027,0.136227,0.165291,0.152249,0.033002,0.031042,0.036707,0.034068,0.061933,10067.516818,27.288255,1.003556,0.000898,sad
0.054697,0.042202,0.070273,0.078147,6.763153,1.052905,0.610706,1.620036,5.293657,7.296248,0.45043,0.132134,0.227721,0.711693,1.401023,0.020492,0.000133,0.249495,0.381898,0.48635,0.198814,0.167164,0.201568,0.162525,0.133096,0.136349,0.124558,0.146227,0.025911,1.652576,0.524689,0.343605,0.756374,0.963748,0.260659,0.691924,0.140541,0.142422,0.050944,0.106096,0.142211,0.206643,0.273652,3764.652429,0.031345,0.028706,4.848701,0.683405,0.113412,0.305638,0.275321,0.055499,0.091767,0.065001,0.031782,0.046245,6212.397002,38.460796,1.006485,0.001004,sad
0.043982,0.028118,0.060808,0.086857,6.082777,2.812429,0.983277,1.510485,4.116993,4.99473,0.389116,0.104889,0.250481,0.715931,1.311659,0.015628,0.000577,0.252694,0.419792,0.577048,0.222693,0.210495,0.205552,0.210124,0.195532,0.195181,0.193852,0.185154,0.028387,0.951811,0.489833,0.304181,0.293284,0.307874,0.342406,0.374269,0.113952,0.122361,0.039998,0.085147,0.132662,0.188832,0.26115,1636.404279,0.008504,0.00688,3.722394,0.456814,0.108287,0.197584,0.194481,0.039615,0.037323,0.037086,0.035141,0.049683,11529.136407,39.881372,1.007027,0.001351,sad
0.045602,0.032889,0.063263,0.077443,6.064285,1.775856,0.64829,1.489242,3.689384,5.127585,0.378734,0.128296,0.242585,0.7301,1.35619,0.016004,0.000078,0.270121,0.381458,0.435059,0.201299,0.193949,0.158637,0.175405,0.160304,0.163301,0.155218,0.153488,0.029339,1.407564,0.364132,0.382251,0.3278,0.374528,0.320083,0.338762,0.162306,0.149629,0.06947,0.085452,0.138878,0.194316,0.25893,1634.655704,0.017733,0.015908,4.34606,0.537129,0.110037,0.175046,0.16118,0.036316,0.046543,0.062312,0.031755,0.056374,5357.362258,14.83862,1.003013,0.000915,sad
0.126903,0.094655,0.219362,0.076004,2.921006,1.411671,0.842137,1.509872,4.654438,8.644829,0.377353,0.170397,0.347336,0.769079,1.386021,0.046466,0.000108,0.299514,0.409068,0.513778,0.22011,0.21737,0.184148,0.187907,0.170585,0.164028,0.157992,0.13345,0.036077,0.949689,0.418742,0.340736,0.339105,0.484722,0.325536,0.397889,0.148217,0.13069,0.052161,0.089931,0.142573,0.192205,0.256517,775.487301,0.028391,0.029439,3.872608,0.421035,0.129922,0.201824,0.150204,0.046809,0.032258,0.035307,0.027934,0.063317,8182.995628,37.804814,1.005526,0.001209,sad
0.091847,0.066558,0.130466,0.082574,4.244141,1.266881,0.082011,1.562209,3.858486,6.495052,0.46194,0.153205,0.297514,0.792905,1.372093,0.058332,0.00003,0.277949,0.418032,0.590461,0.224038,0.208715,0.211045,0.185106,0.169334,0.170621,0.169428,0.149813,0.034667,0.913749,0.329979,0.358754,0.270165,0.228361,0.280712,0.432606,0.112613,0.088397,0.040696,0.094505,0.141887,0.193901,0.261541,158.433461,0.041779,0.045085,3.910026,0.525394,0.099798,0.139969,0.215847,0.042726,0.041072,0.022738,0.019431,0.057721,6270.526792,21.784012,1.003672,0.000868,sad
0.059231,0.04214,0.094328,0.081944,7.571649,0.922831,-0.142439,1.492233,4.5856,7.853779,0.382982,0.145078,0.264122,0.705604,1.285226,0.017625,0.000428,0.282415,0.388746,0.476576,0.195621,0.197782,0.166127,0.157914,0.155801,0.153065,0.141043,0.13383,0.022308,1.567107,0.52404,0.374673,0.331862,0.36855,0.224876,0.354531,0.094908,0.161335,0.03887,0.089985,0.129515,0.191052,0.258335,6896.183392,0.015141,0.00931,3.63625,0.555417,0.10662,0.153673,0.153903,0.037591,0.042818,0.03926,0.026519,0.063889,9018.797105,50.549678,1.005884,0.001028,sad
0.062038,0.047127,0.087675,0.081365,6.533771,1.344307,0.488158,1.502072,4.31972,6.997816,0.345646,0.142293,0.244962,0.706879,1.345761,0.022498,0.000136,0.263436,0.432212,0.475594,0.23214,0.205772,0.175241,0.182658,0.169957,0.172715,0.151165,0.143381,0.025992,1.673917,0.350844,0.232718,0.321046,0.287144,0.307909,0.328258,0.138593,0.116722,0.040595,0.094683,0.134757,0.188987,0.258916,1111.763893,0.016055,0.015023,3.758674,0.557128,0.106424,0.155311,0.167651,0.034926,0.045527,0.037337,0.024654,0.050893,7345.355879,22.622238,1.003239,0.000908,sad
0.043162,0.033866,0.054944,0.084563,8.651903,1.274874,0.762266,1.490262,4.708499,6.668467,0.360884,0.117849,0.200121,0.662422,1.353534,0.017314,0.000106,0.291759,0.410942,0.531305,0.219504,0.216629,0.215158,0.200453,0.182683,0.191922,0.175019,0.170199,0.028514,1.409292,0.371351,0.28634,0.335962,0.300294,0.351862,0.308221,0.114429,0.099095,0.029326,0.080539,0.136405,0.193803,0.261787,440.762546,0.019207,0.016082,3.870922,0.611535,0.124724,0.174485,0.170327,0.047432,0.039916,0.043751,0.027385,0.053162,7413.098804,16.812854,1.00298,0.000852,sad
0.075438,0.045416,0.100605,0.079941,4.596645,1.281196,0.303625,1.493022,3.876371,5.834997,0.572199,0.155763,0.318618,0.765144,1.365735,0.018841,0.000663,0.289564,0.41213,0.579103,0.207009,0.213697,0.199276,0.183228,0.172647,0.173365,0.163189,0.158281,0.02627,0.639505,0.150633,0.258526,0.153104,0.141438,0.233865,0.315777,0.091968,0.079436,0.039667,0.088136,0.138267,0.193662,0.263917,510.363168,0.007075,0.006573,3.297665,0.296369,0.107499,0.148242,0.152891,0.031549,0.035587,0.027254,0.021808,0.055755,19706.161208,72.638176,1.003856,0.000908,sad
0.063561,0.051331,0.287317,0.077126,6.303187,1.194537,0.272067,1.555325,4.593907,5.17757,0.380898,0.135058,0.262003,0.699285,1.330465,0.037813,0.000079,0.270095,0.432258,0.572177,0.225366,0.211217,0.181843,0.181012,0.170481,0.161554,0.159464,0.149646,0.030302,1.497579,0.533019,0.426001,0.294454,0.383248,0.327917,0.453072,0.136271,0.150244,0.037581,0.09486,0.14213,0.193271,0.257348,7762.040597,0.041861,0.042003,3.953217,0.992686,0.127421,0.170115,0.172191,0.037695,0.043232,0.031434,0.038652,0.060658,6812.201627,18.179122,1.002787,0.000864,sad
0.046193,0.031991,0.057405,0.080501,8.054439,1.152515,0.377019,1.489397,4.585925,7.14081,0.526373,0.111908,0.253625,0.662597,1.233741,0.0138,0.000055,0.269626,0.361675,0.537643,0.219427,0.209477,0.196335,0.17994,0.167048,0.155098,0.124518,0.130791,0.024391,1.976341,0.383178,0.369886,0.582711,0.343829,0.318599,0.374529,0.146402,0.100355,0.045841,0.098233,0.126004,0.202317,0.255277,11087.700483,0.018285,0.011588,3.849969,0.591369,0.119102,0.140859,0.15938,0.048445,0.037068,0.033858,0.068967,0.06392,6378.014794,14.979358,1.002712,0.000867,sad
