@attribute mfcc_sma_de[7]_range numeric
@attribute mfcc_sma_de[8]_linregerrQ numeric
@attribute mfcc_sma_de[9]_range numeric
@attribute mfcc_sma_de[10]_linregerrQ numeric
@attribute mfcc_sma_de[12]_amean numeric
@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute voiceProb_sma_de_min numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_kurtosis numeric
@attribute output {sad,notsad}

@data

0.021984,0.000046,3.635797,-12.81351,-3.806703,-0.769974,-0.298837,-0.816629,-0.38716,2.138706,0.07268,0.084801,0.017475,0.182502,0.493077,0.716984,-0.000005,0.001223,-0.076039,6.292821,2829,0.008666,3.251315,3.887205,0.187708,0.332171,3.09989,0.59342,3.076382,5.823442,0.961672,6.406731,0.849055,0.000159,0.795099,-0.103133,0.000572,10.66913,sad
0.014731,0.000207,6.597614,-21.96918,-4.900765,-4.394814,-0.207499,-10.32404,-0.835819,-7.203754,0.05998,0.054682,0.053673,0.162139,0.550895,-0.175401,0.000012,0.001893,1.000374,31.54987,2056,-1.410697,8.510232,6.442436,0.6623,0.677405,5.504598,0.771275,4.399008,11.07891,1.117992,11.65339,0.882608,0.002374,0.728868,-0.170789,0.001014,6.351089,sad
0.016634,0.000113,9.136905,-15.83814,-3.063267,-8.734301,0.02808,3.084793,0.097788,3.118567,0.046254,0.06946,0.03457,0.138186,0.333797,1.287369,-0.000001,0.001168,0.8328,10.71994,2170,-0.649364,6.67392,4.967692,0.437223,0.53952,3.781209,0.859255,3.976596,7.679975,1.026095,7.04237,0.822675,-0.001738,0.75618,-0.095259,0.000461,22.29397,sad
0.009762,0.000112,8.271203,-22.13264,-0.377352,2.419463,-1.160963,-5.689291,-0.7376,-7.000659,0.037953,0.020119,0.042139,0.162414,0.558465,0.063953,0.000002,0.001026,1.59654,20.75081,2659,-1.308821,15.18173,13.08952,0.48211,0.473139,7.816426,0.63431,4.420963,9.840931,0.870127,7.953402,0.785575,0.006664,0.646556,-0.112675,0.00062,6.709592,sad
0.026444,0.000095,6.574125,-14.93,-4.817616,-4.016591,0.236032,-4.142442,-1.027307,1.379343,0.055342,0.053835,0.022763,0.149792,0.348593,0.711373,0.000004,0.002157,0.354854,5.097218,62,-0.623288,3.917189,4.315763,0.57422,0.708784,4.325792,0.937775,3.60924,8.356572,1.162736,8.792776,0.951133,0.001551,0.903714,-0.140702,0.00116,8.296751,sad
0.047362,0.000376,-5.189171,-28.68057,-15.47152,-15.75896,-0.155659,-2.867035,-0.409172,-4.963464,0.189683,0.204429,0.074083,0.150712,0.309918,1.352304,0,0.004786,0.892501,5.103683,1042,-0.723352,4.857455,4.297745,0.679558,0.673977,3.721801,1.07984,3.773303,7.652414,1.320984,9.758863,1.283061,-0.003836,1.085007,-0.119959,0.00072,19.00186,sad
0.004577,0.00002,6.048847,-21.12256,-3.523473,-5.050646,-1.295549,6.688828,-0.398748,-1.422559,0.065294,0.076717,0.049023,0.220187,0.495525,0.330997,-0.000008,0.00055,3.062355,31.12818,2484,-0.559364,7.375147,5.305315,0.485729,0.475897,4.014033,0.695666,3.795058,7.45211,0.964232,8.465008,0.909418,0.00252,0.791508,-0.100022,0.000586,5.841793,sad
0.011816,0.000316,10.97081,-28.02131,-1.574834,2.602561,-0.736229,-0.954732,-0.430761,-7.018486,0.042192,0.016641,0.045583,0.163459,0.524931,-0.129099,0.000001,0.001931,1.171638,54.69019,2649,-0.786295,8.330836,4.886099,0.533553,0.745863,4.531302,1.078473,5.190301,9.079959,1.382269,11.33273,1.017855,-0.001581,0.921285,-0.125028,0.000627,6.982104,sad
0.022875,0.000229,6.761229,-22.26095,-5.708384,-3.788717,-0.489082,2.221534,-0.139611,-9.570264,0.084539,0.070272,0.044671,0.157463,0.659326,-0.456437,-0.000006,0.002986,0.858828,7.975865,2352,-0.267814,5.719196,5.198139,1.105841,1.570144,3.968334,2.327171,4.023477,13.04667,2.247227,10.66143,1.641182,0.001778,1.530517,-0.169687,0.002123,4.340321,sad
0.023399,0.000072,-1.228153,-22.81002,-8.301517,-6.405251,-1.345204,-14.67644,-0.257294,-11.81394,0.143033,0.131711,0.031659,0.188331,0.710326,-0.190662,0.000008,0.001355,1.390834,11.19771,1753,-0.431441,9.672226,7.212491,0.406136,0.543692,3.630466,0.741058,3.264296,6.244024,1.117467,8.428245,1.036923,-0.002392,0.897758,-0.108976,0.000591,5.937487,sad
0.008309,0.000057,15.99375,-14.10976,5.925966,6.019255,-0.552866,-4.272662,-0.035992,-5.58254,0.040959,0.040387,0.022481,0.185216,0.601613,0.024142,-0.000005,0.000839,0.987924,20.24932,1210,-1.5572,15.40804,12.54015,0.43665,0.620176,7.909353,0.742612,4.731113,9.096771,0.931227,10.25749,0.933268,0.000981,0.729931,-0.105528,0.000732,6.959296,sad
0.003824,0.000019,6.856131,-18.35516,-0.8561,-0.389297,-1.03323,-7.790263,-0.57991,-6.690254,0.039382,0.034086,0.025678,0.161902,0.568173,-0.12076,0.000001,0.000625,1.43567,24.64631,2590,-0.476078,14.33689,8.654018,0.486784,0.606841,5.388644,0.905158,5.366289,10.62921,1.037783,12.25508,0.981367,-0.002657,1.04785,-0.139688,0.000767,5.551703,sad
0.014627,0.000077,1.465043,-20.59839,-10.33868,-13.41524,0.54597,-0.109932,-0.595285,0.088859,0.098932,0.154535,0.055612,0.126488,0.495565,0.755606,0.000006,0.001749,2.565748,19.59861,1944,-1.524747,10.27867,5.86451,0.568421,0.700559,5.294409,0.94445,3.896522,9.09177,1.149595,7.916475,0.914142,-0.001021,0.958689,-0.163943,0.001046,8.044788,sad
0.030641,0.000431,7.280737,-19.72058,-7.311949,-3.983202,0.244064,-0.175998,0.582898,-0.694723,0.07102,0.021142,0.056236,0.112473,0.342258,1.351148,0.000008,0.003409,1.280755,9.30549,848,-2.292641,13.16643,5.763597,0.496993,0.591778,3.030442,0.838408,3.269417,7.910119,1.045265,6.704528,1.020833,-0.000666,0.953398,-0.177867,0.00067,19.79971,sad
0.002113,0.000001,15.62427,-15.06308,5.099097,4.479012,-0.673837,-0.978977,-0.390179,-5.584797,0.027082,0.030442,0.014451,0.155525,0.418654,0.661766,0.000001,0.000209,-1.948763,49.34031,833,-0.416533,8.364565,7.169185,0.623171,0.579814,4.456329,0.808756,3.846537,10.80087,0.880246,6.894924,0.877865,-0.002182,0.713459,-0.085861,0.000331,18.19014,sad
0.0242,0.000136,-0.433646,-20.04276,-10.25692,-9.765392,-0.315793,-2.968056,-0.178733,-4.80316,0.111126,0.109701,0.047399,0.141508,0.348208,1.066208,0.000002,0.001677,0.454871,9.00631,214,-1.30345,10.46773,4.116333,0.400382,0.559457,3.724774,0.806992,3.692925,6.905153,0.94704,9.30143,0.976282,0.001164,0.79303,-0.117648,0.000528,24.75173,sad
0.018583,0.000098,14.29805,-5.428818,2.302943,8.605765,0.926158,-9.492651,-0.426297,-4.423817,0.068155,0.058941,0.016954,0.234049,0.597453,0.518757,0.000001,0.002344,2.413687,14.40297,774,-0.155798,10.44008,5.620057,0.331277,0.40118,3.341952,0.825553,4.342605,8.858675,1.094292,7.618433,1.198332,0.001465,1.021344,-0.083513,0.001087,6.077469,sad
0.018209,0.000118,18.07072,-14.99796,-0.133264,1.569525,0.665937,-10.183,-0.088861,-8.351319,0.060186,0.051355,0.026769,0.153995,0.404716,0.257458,0.000008,0.001206,0.990143,12.57801,2506,-1.450184,10.61218,6.168846,0.497711,0.549284,3.538049,0.839671,3.508624,8.910318,1.007852,7.078065,1.036744,-0.000002,0.904045,-0.108723,0.000502,9.314839,sad
0.02958,0.000272,5.550028,-19.15911,-4.070891,-2.614069,-0.839304,-8.251315,0.018327,-2.025385,0.079606,0.067988,0.046458,0.149129,0.477174,0.063485,0.000008,0.003076,-0.087666,18.62065,4,-0.957298,6.345562,4.715138,0.53616,0.648239,3.966993,0.791125,3.403109,7.226607,0.965763,8.019268,0.942458,-0.001394,0.764065,-0.112942,0.000824,6.366988,sad
0.01577,0.000437,3.645005,-27.69679,-6.82603,-6.731693,-1.279256,-2.628243,-0.145348,0.481362,0.056641,0.039599,0.072901,0.135936,0.34938,0.630613,-0.000003,0.002691,0.28363,31.48885,2622,0.36826,6.508059,12.14712,0.460654,0.518084,4.696947,0.775329,4.178693,7.119838,0.982291,6.576544,0.824298,0.004696,0.808399,-0.155493,0.000727,12.37217,sad
0.02668,0.000253,3.808305,-21.43887,-8.604417,-10.10613,0.011842,0.706895,-0.343861,0.991607,0.067451,0.079941,0.056889,0.145585,0.318757,0.559595,0.000007,0.00309,1.430062,10.61381,433,-1.315736,7.570209,6.439676,0.662702,0.553037,5.932433,0.94736,5.75408,9.549638,0.971768,7.350967,0.756378,-0.004211,0.59168,-0.112218,0.000522,20.40451,sad
0.054064,0.000644,0.317485,-23.52468,-10.25418,-9.520502,-0.284402,-3.298123,-0.03982,2.773386,0.119527,0.110321,0.065701,0.142661,0.366043,0.794337,0.000008,0.004701,1.13508,13.68571,1254,-0.714446,8.150959,5.469708,0.646797,0.680628,3.559475,0.939149,3.714817,9.484907,1.298893,9.250406,1.073824,0.000465,1.059352,-0.120441,0.0007,12.58801,sad
0.00443,0.000033,13.77724,-26.25231,2.627483,2.300005,-1.077807,1.089082,0.126144,0.145511,0.03819,0.043643,0.049696,0.127927,0.393185,1.163645,0,0.000997,1.083476,25.35418,2235,-0.736552,11.74816,8.013592,0.816675,0.723078,6.645337,1.326701,7.413315,10.00878,0.913406,10.48489,0.953773,-0.003123,0.74997,-0.145609,0.000449,25.11368,sad
0.007908,0.000016,11.21417,-17.74973,-1.752483,-0.515322,0.112572,-7.235445,-0.373768,-9.779097,0.042365,0.03902,0.024433,0.159522,0.472676,0.343261,-0.000001,0.000764,1.154395,8.586056,2073,-1.811891,7.995288,4.171108,0.474882,0.762916,4.598201,0.956155,3.986776,10.02719,1.03945,8.41777,1.221139,0.002856,0.902137,-0.139919,0.000892,7.838143,sad
0.050968,0.000574,0.243651,-24.18201,-8.00998,-5.675046,-1.227592,-0.422471,0.135958,-4.46674,0.098287,0.077701,0.0562,0.162523,0.421633,0.807996,0.000006,0.004229,0.232025,13.05007,265,-0.393694,4.914814,4.373224,0.413218,0.542829,3.265991,0.872214,3.243809,7.552422,1.159599,7.436351,1.068164,0.003204,0.895082,-0.089712,0.000567,20.00817,sad
0.019142,0.000189,9.109344,-19.09173,-2.173489,-1.724468,-0.322876,-2.616813,-0.483466,-7.749372,0.05782,0.053995,0.034379,0.173235,0.438214,0.712804,0.000004,0.001936,1.410933,10.65342,1936,-1.347068,6.352274,5.288885,0.436489,0.597629,4.049122,0.978266,4.933336,9.696105,1.164479,8.619296,0.834346,-0.002493,0.738385,-0.150806,0.000665,11.57189,sad
0.010076,0.000079,5.165754,-24.82319,-7.149455,-7.418201,-0.434482,0.222584,-0.369833,-3.398297,0.070104,0.079482,0.055571,0.142823,0.521254,0.219015,-0.000004,0.001262,0.36294,9.0334,945,-0.988263,6.373318,5.317536,0.789935,0.95487,5.019094,1.094633,4.237216,9.45999,1.367438,11.63478,1.24609,0.003205,0.975291,-0.137867,0.001366,7.482542,sad
0.010166,0.000011,6.398337,-13.37402,-0.761037,0.036631,-0.376425,0.613142,-0.311177,-6.200885,0.031531,0.028102,0.011293,0.184472,0.498734,0.288742,0.000002,0.000551,1.594568,23.98306,1668,-0.699465,6.429692,4.753615,0.435543,0.498182,4.022198,0.725228,3.822006,6.786849,0.981124,7.53045,0.884231,0.002287,0.710089,-0.112004,0.000495,8.164751,sad
0.010631,0.000175,5.292546,-25.94523,-5.970223,-4.642325,-0.626986,-2.561337,0.299204,-3.417453,0.070189,0.06735,0.069138,0.142697,0.461614,0.991882,0.000003,0.002136,1.57108,36.63499,736,-0.755144,9.192484,8.069183,0.482459,0.70009,6.241182,0.793864,4.273316,10.01216,0.802684,10.3239,1.071368,0.002169,0.738867,-0.13503,0.00088,9.323256,sad
0.01381,0.000037,7.629021,-18.16967,-4.794988,-5.131466,-0.336223,-8.085196,-0.063226,-3.154177,0.056734,0.058121,0.028852,0.150244,0.333778,0.631567,-0.000004,0.001625,0.657711,8.58586,198,-0.632264,4.911366,4.219957,0.852888,0.651287,3.485019,1.169432,3.438868,9.985128,1.474588,8.38887,1.240115,0.001553,1.293175,-0.117999,0.000662,31.33489,sad
0.024945,0.000641,10.20752,-26.11041,-6.846807,-6.350607,-0.338693,4.137328,-0.428001,3.130337,0.052381,0.056918,0.05795,0.136701,0.595151,0.001894,-0.000002,0.005985,1.40898,19.48084,2825,-0.919522,7.552572,5.73978,1.565183,1.885929,5.412982,2.100893,4.289638,11.14103,2.603812,11.55296,1.957783,0.001543,1.285999,-0.191601,0.001847,5.391964,sad
0.013728,0.000049,9.322739,-16.81524,1.777345,2.07406,-0.968998,-6.703992,-0.359403,-2.200301,0.0514,0.056022,0.024007,0.17818,0.676093,-0.898733,-0.000002,0.001223,1.149833,12.4266,2130,-0.78916,10.64729,8.303439,0.502519,0.643833,4.623676,1.050783,4.097902,8.837973,1.444775,9.722418,1.106813,0.002762,1.303269,-0.163164,0.001019,6.427825,sad
0.016977,0.000188,5.583673,-26.82825,-6.579642,-4.164168,-0.655169,-2.079163,-0.125114,2.276194,0.062192,0.052509,0.049855,0.145529,0.437835,0.85774,0.000009,0.002651,2.67099,27.0043,164,-0.850247,10.35399,7.158919,0.457331,0.561312,4.581127,0.751407,4.207211,9.342894,0.856435,7.069268,0.84884,0.003537,0.703269,-0.124663,0.000447,16.27437,sad
0.013644,0.000212,16.05109,-21.61796,-1.345653,-0.339531,0.19863,-2.779286,0.145454,-0.617589,0.048877,0.070704,0.041671,0.109083,0.525005,-0.054727,0,0.001931,1.17254,19.27905,2534,-1.483905,11.79526,8.039982,0.58601,0.768683,5.725807,0.880771,4.837934,9.948229,1.122268,12.35279,1.200099,0.006359,1.063854,-0.159846,0.000913,8.089008,sad
0.032386,0.000469,4.69953,-21.31677,-8.942119,-9.305654,-0.18636,0.762454,-0.687884,-5.925623,0.068886,0.073224,0.049634,0.126978,0.24254,1.445415,-0.000008,0.005367,0.487023,8.004082,1911,-0.047532,4.027815,4.435986,0.563033,0.614012,3.8475,0.975278,3.918947,9.560009,1.277258,8.06258,1.153871,0.002716,0.973342,-0.097993,0.000314,188.007,sad
0.011784,0.000053,14.61,-22.53529,6.691043,6.718152,-2.251901,-4.665999,-0.376919,-9.443072,0.040903,0.046048,0.026237,0.168256,0.614785,0.108291,-0.000001,0.001145,-0.813925,60.71976,1683,-0.337142,7.058931,7.242172,0.485876,0.739722,3.65995,1.156224,4.67158,8.929568,0.867535,8.918532,0.934469,-0.001961,0.869429,-0.123935,0.000391,8.487488,sad
0.020718,0.000381,4.370986,-25.89478,-7.923126,-7.090536,-0.497421,-1.304178,-0.01814,-1.270336,0.079094,0.070621,0.070999,0.141744,0.432424,0.513953,0.000003,0.00424,1.536208,11.46118,2070,-0.993143,5.388743,7.204075,0.55381,0.571608,4.87825,0.924304,4.893147,9.036165,0.957988,8.790659,0.860319,0.001603,0.944525,-0.156995,0.000948,9.002097,sad
0.006163,0.000009,13.22511,-14.85582,1.779428,1.634802,-0.627517,-0.109325,0.528242,-0.892288,0.021202,0.017761,0.014089,0.181127,0.405397,0.892169,0,0.000558,1.277272,13.7005,1441,-1.021787,9.409547,5.181804,0.447837,0.547678,5.506856,0.7002,3.810324,6.508992,0.748866,8.038555,0.651922,0.000578,0.55124,-0.121581,0.000722,10.08452,sad
0.042207,0.000348,3.423692,-16.40021,-7.291573,-7.289036,0.258156,-2.342981,-0.144171,-6.855092,0.069576,0.0717,0.037654,0.160717,0.558161,0.021536,0.000006,0.002918,0.293285,7.706191,186,-0.884274,7.047181,7.440293,0.384095,0.679329,6.646814,0.787867,5.18594,8.241981,0.97914,12.63142,0.940013,-0.004357,0.882403,-0.128538,0.0008,8.413177,sad
0.02168,0.000298,11.66231,-21.56531,-2.085065,0.157275,-0.269983,-1.492594,-0.421397,-0.278424,0.046602,0.048502,0.038129,0.1238,0.544377,0.27289,-0.000009,0.004443,1.480069,8.985558,1517,-1.497436,5.302503,5.569899,0.842302,0.801946,3.933703,0.968568,3.965263,7.122678,1.172768,11.99086,0.972864,-0.005338,0.945514,-0.192157,0.001764,6.300381,sad
0.011186,0.000032,12.20661,-15.03925,-1.215379,-0.961695,0.235249,-5.847272,0.357351,-11.32853,0.050423,0.051776,0.023383,0.176478,0.677988,0.021663,0.000003,0.000616,0.754127,9.575381,776,-0.242337,6.248347,3.906757,0.404712,0.572614,3.707821,0.778594,3.50106,9.473352,0.970892,10.13764,0.981672,-0.000519,0.932835,-0.08826,0.000513,6.478134,sad
0.006918,0.000014,19.81837,-20.02626,7.257756,4.311706,-0.692816,0.092412,0.015545,-3.426115,0.040094,0.042021,0.025964,0.172278,0.559212,0.265368,0.000001,0.000614,-0.17736,16.66551,2858,-1.203604,11.66706,8.525247,0.418233,0.649337,5.988189,1.003781,4.611114,11.30872,1.126482,11.69535,1.056533,0.001503,0.85825,-0.119154,0.000644,6.970572,sad
0.01023,0.00004,4.956455,-13.78256,-1.34363,-1.178257,-0.820862,0.168872,-0.115119,-6.322272,0.037616,0.038354,0.014203,0.159445,0.476607,-0.224916,0,0.000722,2.81342,15.51945,1539,-2.716629,17.75696,9.047049,0.243522,0.333344,4.454215,0.441969,3.100522,5.233499,0.474489,6.594596,0.583895,0.001365,0.459225,-0.113811,0.000468,6.05047,sad
0.00495,0.000139,10.18611,-34.16235,-1.744645,1.072166,-1.696204,0.970038,-0.543145,-3.257293,0.054997,0.025358,0.100388,0.174675,0.561885,0.15845,0.000004,0.001008,-1.473927,41.55456,2937,-0.57936,11.97107,9.136296,0.446737,0.419114,5.069397,0.757004,6.442288,6.395843,0.946733,7.628454,0.923287,0.001535,0.729084,-0.106715,0.000586,7.08898,sad
0.030108,0.00027,6.817767,-18.18016,-5.062082,-5.137445,0.101363,-2.238952,-0.394147,-11.52985,0.085899,0.091573,0.038433,0.143619,0.577538,-0.441266,0.000001,0.002133,-0.189923,10.56004,2670,-0.247644,6.975512,7.105947,0.455947,0.53883,5.923532,0.691696,4.102103,8.480968,1.243349,9.132513,1.020575,0.002045,0.753754,-0.141895,0.0007,10.07918,sad
0.028747,0.000194,5.12113,-17.70053,-6.406464,-7.112654,-0.091635,-4.398259,0.145676,-2.060648,0.072652,0.07462,0.041742,0.135379,0.477394,0.57595,0.000006,0.002495,1.116055,10.71676,228,-1.160118,6.705237,4.202685,0.481363,0.593864,3.689557,0.921553,3.63822,10.56758,1.114513,9.020081,0.925551,0.001433,0.999059,-0.151231,0.00091,9.349966,sad
0.022948,0.000128,9.521071,-19.93867,-7.468345,-4.644623,0.57478,0.557303,-0.021331,-2.978433,0.079151,0.072159,0.052406,0.136555,0.377691,1.214983,0.000003,0.001824,1.173782,8.093141,1044,-1.569616,9.065649,7.543294,0.670726,0.669104,4.771958,0.954497,4.135241,8.159011,1.137923,7.39578,1.066649,0.001436,0.890603,-0.157526,0.000618,16.69919,sad
0.012735,0.000049,12.3344,-18.45055,2.256141,4.364672,-0.89979,-7.561338,-0.563744,-8.552671,0.045726,0.036093,0.025318,0.145013,0.529806,0.079405,0.000003,0.000802,-0.817363,39.38738,940,-0.225107,14.82917,10.02534,0.271616,0.370906,4.255249,0.531991,3.556081,5.778227,0.711388,7.16419,0.72911,-0.006938,0.8049,-0.146353,0.000575,13.10441,sad
0.026533,0.000173,0.658417,-19.4861,-8.799948,-10.86159,-0.124856,-1.562377,0.027096,-0.346465,0.079501,0.103395,0.042472,0.155725,0.331284,0.789644,0.000006,0.002695,0.756948,14.10788,14,-1.102414,7.199867,7.733595,0.444674,0.483391,4.396163,0.837814,5.705982,6.345713,0.978976,8.175908,0.794306,0.002411,0.728872,-0.100666,0.000492,23.40599,sad
0.016392,0.000185,10.70006,-18.41141,-1.438691,-1.050139,-0.491568,3.220618,-0.347507,-2.44181,0.026404,0.030069,0.02404,0.133138,0.388138,0.227017,0,0.00338,0.701024,9.823889,337,-1.042735,5.366686,6.07507,0.936229,0.823915,4.421669,2.064062,5.428603,11.78652,1.400626,8.353558,1.121388,0.001438,0.911505,-0.122381,0.000675,16.30617,sad
0.056874,0.000129,0.199982,-15.87323,-8.336073,-8.662192,0.257681,1.118267,0.14386,-1.954293,0.114068,0.115016,0.024811,0.149622,0.387744,0.546135,0.000001,0.002425,0.596852,4.852108,2243,-0.955896,4.921873,4.156939,0.412887,0.710167,3.615304,0.740303,3.667491,6.628431,0.826513,6.622893,0.886639,-0.001266,0.74669,-0.1082,0.000731,7.737137,sad
0.001078,0,1.940024,-19.75728,-6.07503,-7.519686,-0.458459,-10.71638,0.485007,-9.691986,0.061883,0.086928,0.033405,0.186101,0.530728,0.522853,-0.000001,0.000105,1.056358,12.7436,2064,-1.398058,6.295507,3.403796,0.45247,0.583397,3.176024,0.90253,3.289172,7.762163,1.139064,7.964892,1.152793,0.000847,0.991679,-0.112351,0.000869,7.319689,sad
0.015531,0.000279,2.749365,-32.31267,-9.452193,-6.409035,-0.578136,-1.008896,0.058455,3.270085,0.072077,0.055323,0.07468,0.155735,0.390225,0.832873,0.000006,0.004048,0.003959,25.41887,1484,-0.972486,8.106791,5.080668,1.287993,0.855767,3.998636,1.043593,4.110341,8.512366,1.515066,11.3586,1.149609,0.002896,0.89819,-0.118189,0.00056,34.47462,sad
0.008573,0.000074,10.43574,-25.52725,-3.802977,-3.674116,-1.177319,-8.069285,-0.014724,-9.740035,0.060414,0.050592,0.063468,0.15937,0.503749,0.499348,0.000006,0.001437,0.672271,26.75066,2526,-0.732326,9.850868,9.16164,0.669363,0.821074,5.529872,0.933824,4.678034,11.46465,0.944603,10.93136,0.976847,-0.004848,0.825281,-0.151122,0.000846,11.86656,sad
0.010724,0.000045,13.03168,-21.97659,-0.208574,4.754028,-0.492138,-3.482621,-0.341785,-10.84505,0.03573,0.023735,0.037738,0.172293,0.600236,0.302286,0,0.001348,1.502262,38.97534,1738,-1.121281,6.706787,5.62837,0.536752,0.658325,3.739116,1.044877,4.454737,8.769356,1.136846,8.72826,1.053781,-0.001132,0.983524,-0.132298,0.000594,7.648058,sad
0.008192,0.000051,12.6252,-18.2909,-0.419588,-0.135523,-0.39515,-1.491624,-0.29541,-1.292506,0.052535,0.052788,0.043404,0.155955,0.464125,0.336773,0.000002,0.000797,-0.758751,21.39856,936,-1.01937,13.41582,10.02141,0.38705,0.411592,4.756271,0.719982,4.230089,8.901844,0.84654,8.719751,0.778383,0.000518,0.784906,-0.142717,0.000652,9.354676,sad
0.008862,0.000007,8.670308,-7.15743,1.83698,1.507657,-0.301877,-5.45465,-0.209618,-4.251855,0.03022,0.029149,0.011166,0.23568,0.524645,0.494992,0.000003,0.000687,1.264287,6.083831,2302,-0.623363,3.367249,4.063531,0.719011,0.758354,4.469989,1.00098,3.845795,9.465715,1.232024,8.183968,1.311153,-0.00005,0.704428,-0.098859,0.000799,5.179199,sad
0.005628,0.00003,10.4459,-19.75103,0.144448,-1.428617,-0.841778,2.435008,-0.379241,2.36402,0.023753,0.027761,0.024056,0.170015,0.547897,0.149221,0.000001,0.000511,1.287807,23.45085,402,-1.553019,13.33199,6.977574,0.461457,0.476916,4.720471,0.785711,4.368129,7.481066,0.964802,6.788962,0.904241,0.001367,0.612444,-0.117316,0.000515,6.779161,sad
0.004641,0.000011,10.34536,-17.98424,0.867566,-3.420697,-0.607811,-6.565861,-0.218163,-9.185382,0.039892,0.052458,0.025569,0.177965,0.612408,-0.12026,0,0.000397,1.817924,25.9236,368,-0.915892,12.84835,6.867097,0.341986,0.453635,4.613785,0.567851,3.887523,8.100501,0.90539,8.606247,0.755722,0.000668,0.765272,-0.133154,0.000603,8.60305,sad
0.012505,0.000077,23.74857,-17.71173,6.876257,10.15327,0.210049,0.419307,-0.174685,-1.944918,0.047958,0.034438,0.0422,0.16804,0.513865,-0.212408,0.000003,0.001509,-0.126208,30.3303,801,-1.166949,12.72646,10.03665,0.542789,0.564239,6.418083,0.715991,6.571061,7.954343,0.72283,8.937641,0.775059,-0.004029,0.793677,-0.144314,0.000411,8.437482,sad
0.009018,0.000046,13.14411,-28.69666,-0.547049,-0.719276,-0.669452,-12.5972,-0.310343,-9.999951,0.062335,0.051952,0.082098,0.161277,0.617832,-0.194283,0.000002,0.001027,1.262206,25.52006,60,-1.05556,13.14001,7.814111,0.461328,0.553982,5.307222,0.824833,6.193434,9.884335,1.022376,8.93456,0.761802,0.000806,0.535843,-0.123782,0.000548,8.946033,sad
0.016183,0.000069,11.2998,-20.50818,-2.019015,-2.591018,0.296338,-5.632892,0.274904,-6.847658,0.075038,0.077722,0.030678,0.155066,0.459969,0.328112,0,0.001365,0.188022,20.86969,1310,-1.381982,11.88239,8.22338,0.329735,0.538185,8.312009,0.529021,3.493547,8.263374,0.62324,6.056045,0.694481,0.001476,0.533555,-0.11615,0.000519,8.176112,sad
0.009982,0.000043,9.170097,-17.77997,0.21166,-0.67162,-1.359649,-6.19119,-0.067385,1.06461,0.057527,0.056766,0.033313,0.165372,0.50595,-0.104958,0.000002,0.001241,2.196285,21.21318,1139,-0.545512,10.39128,9.480964,0.803021,0.647015,4.571901,0.905325,4.529605,8.475218,1.013616,8.735239,0.888501,0.000331,0.741628,-0.108962,0.000616,7.043076,sad
0.054913,0.000331,-7.270997,-22.64003,-12.219,-12.04612,-0.950995,-1.93705,0.135569,2.846772,0.113702,0.11025,0.036392,0.144617,0.344628,0.860516,0.000007,0.002792,0.879256,10.07951,283,0.090967,8.525107,4.361457,0.3301,0.466592,3.793968,0.706341,3.38028,7.267208,0.75555,9.139357,0.961441,0.001505,0.79418,-0.097022,0.00061,13.62929,sad
0.006342,0.000028,6.571655,-19.53252,-4.02498,-5.634832,-0.173096,-2.886665,-0.658955,-2.42924,0.042358,0.033664,0.03384,0.136277,0.459739,0.023317,0,0.000768,1.446835,12.96019,851,-1.400521,10.21815,6.288712,0.672383,0.645183,5.35809,0.795677,4.042109,10.9425,1.091948,9.63202,0.984554,-0.001209,0.956874,-0.160988,0.000989,8.378489,sad
0.004171,0.000009,6.78513,-24.49529,-1.973631,-2.307501,-2.647682,7.77354,-0.142575,1.055543,0.008471,0.007807,0.010229,0.154084,0.3885,0.716678,0,0.000545,-0.249067,31.68127,880,0.371163,18.8218,9.365474,0.676725,0.816296,7.777445,0.814776,5.190055,10.87984,1.054755,12.44181,0.91111,0.000863,0.9203,-0.095231,0.000853,12.52968,sad
0.008176,0.000083,3.650752,-23.67523,-5.250355,-4.463863,-1.184977,-6.141892,-0.178183,-12.75666,0.063392,0.0634,0.071154,0.188375,0.465847,0.301003,0,0.001309,0.64391,23.74048,2659,-1.000861,11.76664,8.730778,0.432238,0.702708,6.259054,0.779572,4.514702,8.45355,1.051024,9.183176,0.967613,0.001115,0.899795,-0.140243,0.000618,9.101788,sad
0.026033,0.000142,-5.185374,-23.2199,-12.59866,-13.77041,-0.315609,-0.093689,-0.046034,-0.041106,0.144139,0.163386,0.046907,0.131474,0.355489,0.577711,0.000005,0.002706,1.127247,10.07263,327,-1.180803,6.519249,5.821093,0.395045,0.590083,3.834374,0.737489,4.099316,7.065054,0.935233,9.099159,0.851508,0.000983,0.710935,-0.136814,0.000652,12.56152,sad
0.019746,0.000079,5.554812,-20.42293,-5.697447,-5.288825,-0.08022,0.448806,-0.192526,0.821605,0.053896,0.050827,0.030569,0.139678,0.410083,0.646786,0.000011,0.001787,1.182126,19.49118,810,-0.7712,6.136632,4.618541,0.484752,0.692211,4.124184,0.87846,4.09183,6.96499,1.070722,7.960443,1.053608,-0.000136,1.008497,-0.147109,0.000862,10.37477,sad
