@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {sad,notsad}

@data
3.341483,1.193734,0.276437,0.863344,89.47632,5.760337,0.004026,3734.286,0.001866,496.5327,191983.7,sad
3.994681,1.287206,0.777369,0.874294,23.8622,5.448826,0.001498,656.5668,0.004379,606.5364,426031.9,sad
3.655264,1.221728,0.415151,0.879635,63.91687,5.922287,0.003713,2316.22,0.002707,208.9211,27442.57,sad
3.00025,1.088639,0.624862,0.874645,49.88204,6.907797,0.014652,1880.88,0.002522,321.8897,63471.22,sad
2.592463,0.964541,0.814212,0.860648,59.90693,8.124324,0.007582,3891.482,0.004313,226.7024,6203.997,sad
5.76396,1.486102,1.013489,0.897601,105.4238,5.323157,0.016976,9297.952,0.004579,785.7396,150728.2,sad
4.340852,1.30097,0.524349,0.886239,147.1297,5.795792,0.008402,14038.61,0.00211,513.8632,206005.7,sad
5.185182,1.398785,1.065327,0.901452,86.2886,5.902457,0.006476,5653.719,0.003706,585.9211,337226.2,sad
5.163598,1.355933,1.440055,0.905469,121.3255,6.074322,0.019736,10865.36,0.00301,479.5607,41393.72,sad
5.460972,1.399202,1.240801,0.899951,74.33417,6.051431,0.009527,2151.523,0.006677,568.8225,54930.16,sad
3.827876,1.205844,0.646215,0.877988,47.44373,6.49001,0.004122,1354.798,0.001946,363.7179,41162.56,sad
6.122341,1.546018,1.109225,0.893924,65.91298,5.069323,0.007317,2488.147,0.00351,810.7557,416325.4,sad
3.693399,1.149163,0.778608,0.877492,33.10669,7.27872,0.004148,812.6769,0.001904,337.3818,80215.49,sad
4.047133,1.28061,0.522263,0.881844,52.78831,6.103847,0.002642,2872.075,0.001362,209.4103,52876.2,sad
3.857808,1.195728,0.617784,0.875613,60.68501,7.059565,0.003281,3318.913,0.002312,440.3622,237871,sad
5.892622,1.52097,0.940622,0.897473,53.07149,5.141491,0.022533,3881.603,0.002921,727.8445,257437.3,sad
3.976522,1.171943,0.77173,0.873655,73.95239,7.281132,0.003698,3394.343,0.001222,403.7926,51589.69,sad
5.331431,1.316272,1.332805,0.888506,160.2672,7.608705,0.006435,13701.81,0.001921,411.4466,371942.2,sad
5.689416,1.481075,1.249831,0.900835,21.59626,5.155971,0.011735,531.2352,0.003922,715.3509,124421.3,sad
3.89245,1.196921,0.830678,0.896021,136.3998,6.678334,0.008643,14048.89,0.002457,264.9295,21647.02,sad
4.816346,1.331282,1.10078,0.899787,59.03139,5.995563,0.006198,1895.494,0.00256,391.1338,42931.17,sad
3.621085,1.181649,0.669224,0.876419,42.87447,6.693457,0.003848,1405.316,0.004492,323.904,25248.05,sad
3.490141,1.163294,0.563966,0.879875,103.048,6.501344,0.003767,3852.705,0.002895,302.8339,31338.63,sad
3.509987,1.168564,0.440109,0.859195,92.11612,6.592049,0.007278,3583.476,0.003041,440.9164,122202,sad
3.594876,1.227567,0.3464,0.873871,50.81916,5.696324,0.006858,1537.571,0.002686,364.8011,182413.2,sad
3.993947,1.254613,0.561734,0.880938,63.70254,6.281883,0.008938,4413.421,0.002514,373.0376,109684.5,sad
5.525418,1.480401,0.879467,0.899634,86.82879,5.17816,0.008813,5934.662,0.002344,690.7852,184241.4,sad
4.30818,1.311196,0.495472,0.879725,59.59842,5.576135,0.006753,4315.058,0.003133,685.2029,603114.3,sad
4.332186,1.31915,0.759165,0.887478,79.63881,5.910367,0.006212,4939.115,0.002733,415.5815,413839.1,sad
4.206789,1.267227,0.756252,0.876572,208.8175,5.874975,0.010732,27135.53,0.004844,712.8552,101386.6,sad
3.102189,1.057496,0.63113,0.876404,37.92435,7.714885,0.005443,1237.979,0.00102,281.2691,251730.5,sad
5.038948,1.328126,0.90432,0.889552,64.80783,6.550068,0.004871,2715.738,0.001555,559.3758,362779.5,sad
4.329439,1.30944,0.449827,0.867194,79.68106,5.705147,0.003841,2892.467,0.00211,572.1964,277760,sad
4.800031,1.342803,0.848597,0.890076,88.40176,5.998584,0.004684,4090.763,0.001348,549.0189,190545,sad
4.239126,1.29824,0.426137,0.868633,64.41986,5.742696,0.004551,2277.542,0.005614,477.0765,79536.93,sad
5.31517,1.401555,1.008321,0.896299,87.41462,5.806885,0.008472,6144.404,0.005328,587.2982,124415.2,sad
5.352103,1.377212,1.230913,0.895679,146.3333,6.210795,0.012717,12542.55,0.003869,525.5016,142601.6,sad
4.429964,1.295875,0.799877,0.894317,90.08653,6.136477,0.008366,3758.844,0.001959,366.5995,34666.82,sad
5.211969,1.397518,1.011044,0.891064,85.97915,5.742339,0.006738,3972.869,0.002923,674.0271,76501.97,sad
3.103722,1.07351,0.487282,0.877407,115.9921,7.205318,0.004062,8541.495,0.002289,291.3388,122460,sad
4.124351,1.246725,0.897561,0.884869,108.4303,6.418293,0.006806,6524.438,0.004617,379.6465,142958.2,sad
3.652626,1.114916,0.871764,0.87661,210.0641,7.786766,0.016643,20494.91,0.003795,426.7042,59394.44,sad
4.90132,1.400066,0.820158,0.880168,22.35861,5.439837,0.007517,673.925,0.004443,562.3274,92803.75,sad
2.837014,1.035262,0.462021,0.829702,70.79055,7.441067,0.002187,2201.642,0.002856,383.4368,3110.453,sad
4.865209,1.320118,1.057986,0.895455,75.71048,6.273969,0.013108,7912.824,0.002742,509.2509,29472.67,sad
5.828185,1.507336,0.997727,0.901907,112.6777,5.193165,0.014229,9720.354,0.004275,555.0942,56306.24,sad
4.432013,1.280658,0.931622,0.895983,94.47524,6.249221,0.009311,5166.261,0.002219,352.1868,25699.56,sad
3.639872,1.210075,0.485062,0.86907,98.20224,6.454513,0.008565,4665.643,0.002702,395.0876,25574.28,sad
4.509412,1.251946,1.295713,0.902278,160.2699,6.544757,0.022104,10868.91,0.002889,508.2205,22014.49,sad
4.901815,1.311406,1.119353,0.881874,83.46808,6.734293,0.006207,4746.673,0.005258,478.0931,70693.8,sad
3.828753,1.178055,0.813198,0.891979,175.7394,6.943287,0.008561,16220.29,0.001759,285.2846,15101.23,sad
4.771866,1.331334,1.116301,0.894549,83.60906,6.094802,0.010289,11815.97,0.002088,467.8967,84558.87,sad
4.914151,1.308234,0.865401,0.885793,59.61254,6.459326,0.005468,3014.438,0.001759,518.6479,178125.4,sad
4.354219,1.256842,1.046601,0.895298,204.1397,6.589581,0.015638,15109.27,0.003328,298.6182,163553.2,sad
4.71991,1.376253,0.715114,0.880659,54.00934,5.513852,0.004029,4166.532,0.00333,671.3158,490790.6,sad
4.870361,1.427486,0.650483,0.888624,96.73278,4.874468,0.013831,6118.627,0.006637,583.8134,103124.3,sad
3.96696,1.233738,0.655386,0.883735,69.16525,6.41659,0.004709,2777.803,0.001414,292.6406,119670.3,sad
8.223192,1.582784,2.256191,0.901371,33.22911,6.599156,0.012986,1163.801,0.004096,917.9198,483070.4,sad
5.827516,1.51391,0.884194,0.895697,75.25483,5.169758,0.010082,4044.281,0.003725,853.9513,214322.3,sad
4.002016,1.201608,0.940371,0.892686,124.5691,6.669986,0.00887,11410.23,0.00611,386.3658,32613.36,sad
4.288966,1.286653,0.849021,0.89102,36.0313,6.162787,0.006121,1372.277,0.001344,278.0307,44091.55,sad
5.409153,1.459224,0.812565,0.875308,111.1578,5.202272,0.011466,7285.965,0.003204,1052.398,135320.6,sad
3.913302,1.226672,0.64814,0.882028,111.7667,6.340363,0.00717,8438.085,0.004167,521.4446,53952.97,sad
4.800497,1.370769,0.738303,0.900888,89.07375,5.4823,0.007551,7934.891,0.005636,559.4325,160679.6,sad
3.770498,1.191174,0.991511,0.886455,49.76922,6.764481,0.003531,2188.386,0.004526,240.7529,35259.88,sad
3.728687,1.182598,0.813841,0.880172,119.907,6.656067,0.005347,9155.78,0.001924,258.4728,24300.41,sad
5.728562,1.473627,0.768502,0.894253,103.7452,5.453975,0.004811,4322.934,0.003003,821.3325,212257.6,sad
4.850467,1.269334,1.330609,0.889488,120.2736,7.226003,0.007538,6590.452,0.003241,501.8794,51682.68,sad
3.924136,1.189097,0.760372,0.896409,194.2719,6.88992,0.011225,22442.71,0.002815,327.8216,113393,sad
3.622721,1.170552,0.579236,0.879345,127.9889,6.548529,0.00434,10276.15,0.003049,451.4134,101145.5,sad
6.608303,1.628345,0.983592,0.884026,55.706,4.668398,0.014264,2998.981,0.004746,1309.677,339112.4,sad
3.185564,1.102469,0.425021,0.870487,86.15623,6.678225,0.004836,3879.19,0.002704,416.6789,17838.07,sad
3.531103,1.280742,0.312206,0.881349,72.62713,4.867073,0.01775,2847.009,0.002906,579.9772,307865.2,sad
3.132899,1.073257,0.484191,0.868692,103.0681,7.400315,0.004131,6266.207,0.002445,257.7633,55005.54,sad
3.336989,1.128257,0.417287,0.870703,85.22949,6.650772,0.005841,5360.724,0.000651,466.4191,50834.19,sad
3.947673,1.215549,0.508321,0.878421,74.00348,6.621455,0.006986,4874.64,0.001293,458.5906,279080.1,sad
4.208825,1.197505,1.032622,0.894823,158.6819,7.15239,0.011599,8452.994,0.002332,475.442,27810.29,sad
4.193573,1.191973,1.00414,0.884859,148.6869,7.410621,0.004856,7037.106,0.001834,448.8277,15798.31,sad
4.773281,1.330122,0.700027,0.886033,112.5794,5.892704,0.004374,6202.387,0.004241,632.9392,88674.72,sad
4.736186,1.393397,0.601034,0.881539,57.9747,5.156622,0.005976,3115.405,0.004989,514.0491,195160.3,sad
3.916721,1.197375,0.893713,0.884071,151.6037,6.748665,0.008063,14730.84,0.001267,415.961,61147.1,sad
5.627781,1.499705,0.909571,0.892616,117.7178,5.010329,0.023476,11734.88,0.004161,754.9798,704772.8,sad
6.660389,1.627912,0.71101,0.889613,85.8439,4.673606,0.021521,9151.323,0.004027,1326.869,505499.1,sad
3.373072,1.147802,0.490669,0.878893,101.6432,6.47041,0.002117,6391.085,0.002354,270.8511,18946.57,sad
3.562543,1.183464,0.47042,0.860839,102.4229,6.387335,0.00403,2630.796,0.004516,573.3039,22642.18,sad
4.393525,1.321386,0.471936,0.880315,136.5198,5.385152,0.005878,12762.89,0.003102,585.7893,123888.6,sad
10.33755,1.59279,2.713729,0.877859,215.1271,6.75036,0.037833,23000.39,0.002425,1145.265,165915.5,sad
3.958979,1.226259,0.6045,0.874596,47.62109,6.482607,0.002218,1531.314,0.003065,425.5402,71689.4,sad
3.12111,1.104575,0.663568,0.873301,194.8171,6.789313,0.00792,12614.16,0.002288,118.3386,1288.759,sad
3.65196,1.205362,0.501073,0.87078,73.73516,6.133646,0.003895,1874.271,0.003938,394.8514,26340.44,sad
6.291752,1.528382,1.358873,0.896842,43.78773,5.289255,0.01798,1948.846,0.003905,883.9884,133881.7,sad
4.771192,1.346872,0.860555,0.891907,84.73969,6.132313,0.00407,5669.163,0.002771,359.0066,190167.3,sad
4.616803,1.368916,0.622025,0.892601,71.82804,5.54558,0.006,3974.801,0.003376,367.7757,122076.7,sad
3.062406,1.000938,0.800875,0.852076,106.1312,9.244445,0.007076,3163.289,0.002587,288.8137,9479.018,sad
3.495917,1.107923,0.966685,0.883644,103.5364,7.606324,0.004567,6853.002,0.002679,268.1649,13305.8,sad
3.710392,1.155526,0.581604,0.876972,251.2005,7.242406,0.011289,28748.04,0.001576,414.9079,112871.4,sad
3.451362,1.165047,0.444736,0.868625,56.7977,6.369935,0.003383,2305.901,0.003733,395.4416,54880.74,sad
4.185051,1.255503,0.926117,0.899747,165.6034,6.227213,0.012043,11204.26,0.002177,406.8396,27482.02,sad
3.939501,1.19045,0.696922,0.886827,84.52229,7.026138,0.003565,3388.85,0.001606,316.2226,29129.09,sad
4.77536,1.365756,0.994561,0.899404,29.51966,5.54783,0.009549,1094.5,0.00276,429.4395,125957.5,sad
4.240474,1.258688,0.499723,0.878563,144.9943,6.21487,0.003485,10060.15,0.001885,481.6751,297633.4,sad
4.092115,1.234199,0.961116,0.889812,38.54265,6.431507,0.005448,1307.79,0.002753,372.3907,65600.14,sad
6.888316,1.56648,1.433559,0.887881,50.40662,5.48372,0.00953,1799.12,0.004064,1145.916,143074.9,sad
4.699447,1.349058,1.137249,0.892232,29.78075,5.763855,0.005527,1251.815,0.002683,341.7707,40729.93,sad
4.001367,1.197131,0.854814,0.890005,151.143,6.711452,0.008953,17499.13,0.003108,315.5874,37314.37,sad
2.870157,1.030909,0.529668,0.846773,45.85492,7.469039,0.004812,2927.891,0.000908,231.9411,90976.77,sad
5.862896,1.55025,0.680103,0.884098,65.86881,4.831123,0.013078,4095.262,0.006815,1048.571,577681.5,sad
4.274753,1.269434,0.971149,0.884861,51.70467,6.637048,0.005107,2187.074,0.003154,286.0177,42140.93,sad
3.734515,1.270934,0.237071,0.86724,70.57309,5.269555,0.005159,5030.83,0.001708,436.3165,391648.7,sad
5.150018,1.416672,0.935665,0.899012,76.03316,5.573889,0.007055,3738.017,0.002071,451.5059,174525.6,sad
4.7632,1.30383,0.792155,0.887482,141.5102,6.393812,0.011535,12954.62,0.00361,660.3351,493790.6,sad
4.007538,1.230057,0.802562,0.889596,41.04949,6.377107,0.004048,1822.29,0.003626,311.6165,37936.78,sad
4.349429,1.313819,0.535759,0.869448,77.54994,5.589384,0.007889,2617.826,0.005808,667.0574,116437.9,sad
4.193293,1.252611,0.735317,0.891661,87.07884,6.314573,0.006062,5276.276,0.001746,394.7487,91933.78,sad
5.226645,1.349311,1.721504,0.894692,99.49572,6.514719,0.018134,9668.657,0.003011,461.9515,151825.8,sad
4.835204,1.337548,1.110696,0.895776,88.46821,6.055667,0.019955,4403.474,0.002985,505.936,88574.74,sad
3.793211,1.22531,0.424207,0.887428,113.172,6.077939,0.0077,8164.491,0.00207,303.159,42460.77,sad
3.765597,1.192588,0.523004,0.873972,120.7924,6.594172,0.002936,7428.503,0.003419,408.1056,67451.87,sad
3.201423,1.127136,0.440593,0.871445,92.57466,6.349783,0.011195,5783.079,0.003568,219.8214,20523.84,sad
3.318634,1.143599,0.449082,0.873472,67.36571,6.381065,0.002753,4605.097,0.003472,383.1847,216659,sad
4.673338,1.298891,0.974144,0.895209,220.9861,6.195807,0.015327,22985.74,0.004502,617.4142,88604.93,sad
4.024121,1.167944,1.36981,0.872514,102.7687,7.477823,0.008833,4490.405,0.004503,347.982,10173.53,sad
3.88916,1.193852,0.636408,0.883563,181.4018,6.528587,0.005277,18459.28,0.001308,449.2391,90165.26,sad
3.833611,1.25431,0.443439,0.881935,122.3629,5.571587,0.007305,6781.02,0.002443,477.8652,25607.11,sad
3.992273,1.260479,0.535236,0.877865,95.09386,5.841594,0.007021,3955.694,0.002396,546.5519,176081.8,sad
6.745529,1.58434,1.404288,0.894539,37.66644,5.247164,0.026436,1944.623,0.004595,1169.098,264923.6,notsad
6.372011,1.547191,1.185465,0.893295,44.15475,5.22884,0.010084,2949.16,0.002757,1016.725,192355.3,notsad
4.586298,1.396702,0.932193,0.894943,14.96793,5.231251,0.012619,480.7814,0.004888,496.1106,327341.6,notsad
3.989058,1.297576,0.600252,0.880362,33.43679,5.362283,0.007876,1426.887,0.003127,317.1322,94984.14,notsad
5.991272,1.485387,1.454324,0.903073,19.76825,5.64449,0.006762,561.8241,0.004894,717.5693,154503,notsad
5.178074,1.364704,1.376088,0.901192,96.6728,6.030396,0.018079,10263.09,0.002363,573.112,36859.33,notsad
3.938178,1.322379,0.429563,0.884163,24.13971,5.105354,0.010967,712.5911,0.002695,553.2341,501689.5,notsad
4.15669,1.263663,0.8427,0.893843,21.97851,6.114048,0.005223,998.6509,0.004558,345.7262,36792.39,notsad
5.969514,1.503183,1.233892,0.898451,50.13089,5.390502,0.014337,4011.944,0.002833,754.8105,266566.1,notsad
5.969514,1.503183,1.233892,0.898451,50.13089,5.390502,0.014337,4011.944,0.002833,754.8105,266566.1,notsad
4.460188,1.357732,0.586157,0.885763,62.36436,5.408779,0.0069,3284.328,0.004653,630.7932,331120.6,notsad
5.081059,1.421614,0.916192,0.895956,15.54126,5.212549,0.010108,459.4359,0.004095,740.4802,221418.3,notsad
4.528807,1.325035,1.085796,0.893491,28.58048,5.697819,0.008007,2133.724,0.002737,246.7887,25013.56,notsad
5.823932,1.50014,1.117096,0.903362,134.4754,5.265652,0.019914,18488.68,0.005165,833.7963,301631.8,notsad
5.823932,1.50014,1.117096,0.903362,134.4754,5.265652,0.019914,18488.68,0.005165,833.7963,301631.8,notsad
4.898048,1.363813,0.927552,0.90106,91.45646,5.811602,0.007189,5794.494,0.00547,442.5963,149866.9,notsad
6.124872,1.68917,0.847764,0.888046,16.89071,4.003211,0.013553,522.1224,0.004606,1599.696,1815577,notsad
6.124872,1.68917,0.847764,0.888046,16.89071,4.003211,0.013553,522.1224,0.004606,1599.696,1815577,notsad
4.201738,1.297793,0.606354,0.889071,194.6522,5.47068,0.033205,28798.79,0.003039,590.5922,213853.9,notsad
5.876019,1.515703,1.129026,0.901034,72.52674,5.261323,0.010039,4353.963,0.003568,728.8981,167857.2,notsad
5.364002,1.472095,0.787024,0.887452,42.70353,5.029482,0.004816,2206.586,0.005191,842.9282,289864.6,notsad
5.364002,1.472095,0.787024,0.887452,42.70353,5.029482,0.004816,2206.586,0.005191,842.9282,289864.6,notsad
3.347186,1.141491,0.442562,0.870555,148.7198,6.77677,0.007761,9590.944,0.003277,404.5552,57251.79,notsad
6.165501,1.566753,1.019839,0.901047,70.85562,4.938409,0.01857,4154.553,0.005926,732.5132,80617.39,notsad
3.371314,1.117917,0.463141,0.853981,170.6964,7.304286,0.013489,23654.32,0.002356,419.0627,208592.8,notsad
3.371314,1.117917,0.463141,0.853981,170.6964,7.304286,0.013489,23654.32,0.002356,419.0627,208592.8,notsad
3.371314,1.117917,0.463141,0.853981,170.6964,7.304286,0.013489,23654.32,0.002356,419.0627,208592.8,notsad
5.627212,1.467258,1.037122,0.896982,48.97509,5.407805,0.007793,2434.871,0.003051,701.7576,322991.8,notsad
5.613026,1.530552,0.970271,0.891726,22.26867,4.65158,0.020932,860.4766,0.005771,848.7159,295425.4,notsad
3.939501,1.19045,0.696922,0.886827,84.52229,7.026138,0.003565,3388.85,0.001606,316.2226,29129.09,notsad
3.939501,1.19045,0.696922,0.886827,84.52229,7.026138,0.003565,3388.85,0.001606,316.2226,29129.09,notsad
4.960308,1.393443,0.900108,0.892465,34.56361,5.513985,0.009783,1527.758,0.003462,706.9303,187035.1,notsad
3.520835,1.148567,0.510025,0.8664,101.0439,6.840905,0.002331,3377.186,0.002952,415.737,60490.74,notsad
3.520835,1.148567,0.510025,0.8664,101.0439,6.840905,0.002331,3377.186,0.002952,415.737,60490.74,notsad
3.520835,1.148567,0.510025,0.8664,101.0439,6.840905,0.002331,3377.186,0.002952,415.737,60490.74,notsad
4.736278,1.334113,1.032055,0.889492,39.45985,5.954416,0.006647,2284.232,0.003847,642.0856,134177.3,notsad
4.736278,1.334113,1.032055,0.889492,39.45985,5.954416,0.006647,2284.232,0.003847,642.0856,134177.3,notsad
4.736278,1.334113,1.032055,0.889492,39.45985,5.954416,0.006647,2284.232,0.003847,642.0856,134177.3,notsad
5.549336,1.350592,1.085896,0.889334,85.31716,6.859,0.005961,5101.987,0.002363,623.2714,111510.6,notsad
5.549336,1.350592,1.085896,0.889334,85.31716,6.859,0.005961,5101.987,0.002363,623.2714,111510.6,notsad
5.567702,1.474498,0.734295,0.893766,64.39119,5.222242,0.007429,4106.535,0.004337,653.6522,245788.2,notsad
5.278077,1.508952,0.838591,0.890292,15.7461,4.767996,0.008784,408.985,0.006048,873.9773,753425.1,notsad
3.153627,1.112908,0.350588,0.865861,97.94457,6.39447,0.005581,5296.886,0.001713,416.405,130937.3,notsad
6.000194,1.648118,0.810076,0.888326,20.35709,4.165921,0.013912,736.5915,0.003511,945.2235,720220.6,notsad
6.000194,1.648118,0.810076,0.888326,20.35709,4.165921,0.013912,736.5915,0.003511,945.2235,720220.6,notsad
5.282582,1.382722,1.075511,0.876344,195.4057,6.216584,0.014487,28733.96,0.005761,493.8016,75228.28,notsad
5.282582,1.382722,1.075511,0.876344,195.4057,6.216584,0.014487,28733.96,0.005761,493.8016,75228.28,notsad
4.790814,1.337374,1.059398,0.897713,51.77673,5.831395,0.009537,2456.041,0.006352,451.6446,50253.42,notsad
3.990377,1.201325,0.798704,0.890163,171.5949,6.695805,0.01475,25481.35,0.003995,361.6678,11625.2,notsad
6.968339,1.657787,0.981884,0.886455,34.08581,4.633863,0.026335,1611.396,0.00417,1576.365,383624.9,notsad
6.968339,1.657787,0.981884,0.886455,34.08581,4.633863,0.026335,1611.396,0.00417,1576.365,383624.9,notsad
5.658641,1.626831,0.674072,0.885441,17.39616,4.136972,0.016072,981.7941,0.004352,688.8901,766493.4,notsad
4.77536,1.365756,0.994561,0.899404,29.51966,5.54783,0.009549,1094.5,0.00276,429.4395,125957.5,notsad
4.77536,1.365756,0.994561,0.899404,29.51966,5.54783,0.009549,1094.5,0.00276,429.4395,125957.5,notsad
4.77536,1.365756,0.994561,0.899404,29.51966,5.54783,0.009549,1094.5,0.00276,429.4395,125957.5,notsad
4.77536,1.365756,0.994561,0.899404,29.51966,5.54783,0.009549,1094.5,0.00276,429.4395,125957.5,notsad
4.77536,1.365756,0.994561,0.899404,29.51966,5.54783,0.009549,1094.5,0.00276,429.4395,125957.5,notsad
4.77536,1.365756,0.994561,0.899404,29.51966,5.54783,0.009549,1094.5,0.00276,429.4395,125957.5,notsad
5.769192,1.46808,1.148978,0.902183,142.103,5.405881,0.006613,13140.33,0.004319,690.8921,98258.55,notsad
2.922139,1.081868,0.286311,0.843669,94.16735,6.734488,0.002455,3684.454,0.004541,371.5626,15637.34,notsad
4.247804,1.25143,1.100731,0.897762,132.6651,6.706026,0.009621,9230.012,0.004478,340.278,25799.54,notsad
4.431634,1.306466,1.011653,0.889564,79.19437,5.800821,0.008813,11821.26,0.003305,539.6957,485278.6,notsad
5.650937,1.532172,1.037922,0.909754,172.2256,5.027626,0.041973,29145.19,0.003878,561.1286,226628.3,notsad
3.544749,1.149181,0.658484,0.875249,41.36333,6.792003,0.005095,2274.029,0.002345,280.6258,45356.52,notsad
4.349429,1.313819,0.535759,0.869448,77.54994,5.589384,0.007889,2617.826,0.005808,667.0574,116437.9,notsad
4.349429,1.313819,0.535759,0.869448,77.54994,5.589384,0.007889,2617.826,0.005808,667.0574,116437.9,notsad
5.335417,1.415947,1.03887,0.891228,67.55399,5.731189,0.011894,4477.456,0.003499,752.6852,339610.3,notsad
5.335417,1.415947,1.03887,0.891228,67.55399,5.731189,0.011894,4477.456,0.003499,752.6852,339610.3,notsad
6.236805,1.583378,0.906052,0.905034,62.03051,4.915446,0.014032,2938.308,0.00408,759.9834,84142.26,notsad
4.515067,1.326209,0.803162,0.899233,55.35361,5.864028,0.011051,3977.285,0.003475,437.6289,160537.9,notsad
4.515067,1.326209,0.803162,0.899233,55.35361,5.864028,0.011051,3977.285,0.003475,437.6289,160537.9,notsad
4.515067,1.326209,0.803162,0.899233,55.35361,5.864028,0.011051,3977.285,0.003475,437.6289,160537.9,notsad
5.204699,1.416468,0.791551,0.894681,136.2412,5.512459,0.01394,5233.864,0.003584,690.8828,252953.1,notsad
6.190192,1.547568,1.139072,0.90065,64.9726,5.146473,0.014,2699.057,0.002533,701.83,347411.5,notsad
6.243594,1.551302,1.168921,0.898289,48.23045,5.025811,0.016664,2100.261,0.002784,1120.158,80497.61,notsad
6.243594,1.551302,1.168921,0.898289,48.23045,5.025811,0.016664,2100.261,0.002784,1120.158,80497.61,notsad
5.380505,1.418599,1.429001,0.90386,45.15431,5.791576,0.011878,3168.409,0.0054,583.9636,164908.8,notsad
5.659323,1.480062,1.044506,0.892446,73.48238,5.266047,0.008014,4234.566,0.005579,651.576,252122.3,notsad
3.081789,1.112845,0.693185,0.885537,57.72443,6.328808,0.009442,2511.106,0.002526,259.0434,11448.55,notsad
3.081789,1.112845,0.693185,0.885537,57.72443,6.328808,0.009442,2511.106,0.002526,259.0434,11448.55,notsad
4.35816,1.258108,0.82937,0.892257,144.2679,6.380889,0.006552,9612.667,0.001545,483.9496,40153.04,notsad
4.35816,1.258108,0.82937,0.892257,144.2679,6.380889,0.006552,9612.667,0.001545,483.9496,40153.04,notsad
5.977852,1.496602,1.18746,0.89869,23.00051,5.321518,0.010914,677.8928,0.003089,903.648,180013.6,notsad
5.977852,1.496602,1.18746,0.89869,23.00051,5.321518,0.010914,677.8928,0.003089,903.648,180013.6,notsad
5.612333,1.415325,1.220735,0.903455,161.7206,5.911946,0.012453,9987.688,0.002511,743.1881,172475.6,notsad
4.149692,1.324362,0.514167,0.893195,102.8876,5.557161,0.005078,4864.767,0.002575,286.565,67878.39,notsad
4.149692,1.324362,0.514167,0.893195,102.8876,5.557161,0.005078,4864.767,0.002575,286.565,67878.39,notsad
4.149692,1.324362,0.514167,0.893195,102.8876,5.557161,0.005078,4864.767,0.002575,286.565,67878.39,notsad
4.508315,1.34154,0.741525,0.887919,23.59494,5.526331,0.011997,1643.615,0.002811,410.6183,92019.94,notsad
6.036815,1.498299,1.228811,0.901304,90.71054,5.355824,0.010332,4464.677,0.005829,875.8168,84174.87,notsad
5.371012,1.408869,1.08048,0.893101,37.09585,5.58691,0.012625,2350.724,0.002931,721.9666,118178.7,notsad
3.963875,1.225945,0.84086,0.868896,83.60551,6.68761,0.005139,4762.331,0.00115,397.1667,383517.4,notsad
3.611462,1.178889,0.350165,0.860067,124.2569,6.747261,0.001976,5924.651,0.001689,297.0701,37966.44,notsad
3.611462,1.178889,0.350165,0.860067,124.2569,6.747261,0.001976,5924.651,0.001689,297.0701,37966.44,notsad
4.507379,1.331247,0.5288,0.875219,73.08117,5.60817,0.004154,2693.039,0.003469,672.4478,51703.95,notsad
4.507379,1.331247,0.5288,0.875219,73.08117,5.60817,0.004154,2693.039,0.003469,672.4478,51703.95,notsad
4.507379,1.331247,0.5288,0.875219,73.08117,5.60817,0.004154,2693.039,0.003469,672.4478,51703.95,notsad
5.393056,1.457576,0.829961,0.886957,59.89294,5.100055,0.005312,3584.157,0.005695,959.9404,362513.5,notsad
5.13924,1.409377,0.905864,0.888063,52.8291,5.572346,0.014345,4401.848,0.006398,723.5172,228399.6,notsad
4.858168,1.383939,0.836981,0.893025,40.87735,5.701608,0.006694,2965.472,0.003485,663.5316,383426.2,notsad
4.239126,1.29824,0.426137,0.868633,64.41986,5.742696,0.004551,2277.542,0.005614,477.0765,79536.93,notsad
5.756409,1.547735,0.89737,0.895486,28.48885,4.710793,0.020097,2174.379,0.005266,858.6912,523135.6,notsad
5.756409,1.547735,0.89737,0.895486,28.48885,4.710793,0.020097,2174.379,0.005266,858.6912,523135.6,notsad
5.756409,1.547735,0.89737,0.895486,28.48885,4.710793,0.020097,2174.379,0.005266,858.6912,523135.6,notsad
4.53888,1.284124,0.819312,0.891946,150.9444,6.262234,0.010227,8560.741,0.003194,547.9808,24752.2,notsad
5.205659,1.44101,0.853237,0.883183,21.19357,5.439847,0.004502,889.3623,0.004319,772.5526,751406.1,notsad
5.069639,1.443833,0.914521,0.898036,19.31623,5.260877,0.004983,861.9298,0.003662,623.8671,368331,notsad
5.142152,1.389359,0.908491,0.89352,30.31725,5.794043,0.011861,1213.804,0.004496,655.9339,168517.7,notsad
