@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {sad,notsad}

@data
3.998916,1.219869,0.710141,0.880662,73.03574,6.797119,0.004856,4637.914,0.003407,379.5268,108670.3,sad
3.848143,1.174402,0.898339,0.889546,389.1488,6.901945,0.023908,35905.2,0.001569,412.4481,12589.71,sad
3.309535,1.141758,0.37672,0.870929,172.0021,6.237571,0.009884,9661.786,0.004177,416.4927,44700.84,sad
4.911323,1.335947,0.888143,0.89149,168.8532,6.155882,0.011921,16787.09,0.002531,617.1582,217110.2,sad
3.57676,1.13427,0.745812,0.888381,285.3341,7.064065,0.012297,46090.12,0.003035,373.2025,26138.66,sad
4.921674,1.373321,1.102662,0.895726,40.35059,5.794575,0.007782,1260.259,0.002702,481.8714,105216.9,sad
4.419672,1.297478,0.648124,0.867734,53.96938,6.60891,0.003549,1520.829,0.002332,448.7897,226426,sad
3.813899,1.218252,0.635484,0.887859,73.67067,6.051846,0.005726,7683.858,0.002775,316.8775,29072.98,sad
3.52865,1.167388,0.613635,0.865713,127.9712,6.351703,0.012607,13496.54,0.003615,391.137,96344.3,sad
6.077268,1.578376,0.7554,0.891902,105.0684,4.640619,0.009982,12937.05,0.003631,1083.973,370706.3,sad
5.471306,1.447699,0.881428,0.897245,73.81498,5.53154,0.006167,3730.007,0.001904,729.4577,604865.8,sad
3.959606,1.244198,0.574247,0.889227,110.5029,6.012228,0.005727,6221.478,0.004444,464.864,64527.72,sad
4.600585,1.258266,0.857068,0.884301,152.3726,6.657046,0.006589,13245.79,0.004222,490.9633,101860.8,sad
3.319014,1.110203,0.770661,0.871098,67.73482,7.35447,0.005644,3672.111,0.003063,370.0606,64124.19,sad
5.223508,1.368554,1.580487,0.91041,49.81632,6.115461,0.007852,1854.899,0.004066,470.3703,35985.34,sad
5.043538,1.296838,1.014001,0.888015,57.58356,7.17236,0.006735,4970.506,0.002301,534.8968,476521.3,sad
3.406394,1.153396,0.533212,0.881542,167.6972,6.36394,0.006889,12260.67,0.002326,352.9296,58546.32,sad
4.580802,1.327411,0.832551,0.900032,88.20199,5.865324,0.007129,8540.097,0.002954,367.6184,41212.95,sad
3.944148,1.177155,0.92392,0.888574,42.62124,7.207119,0.006163,1640.245,0.00529,355.0534,30239.6,sad
3.408632,1.114762,0.77905,0.865985,126.4403,7.318767,0.005195,7702.541,0.005109,328.1033,58521.31,sad
4.580182,1.42506,0.341682,0.886402,36.23513,4.753536,0.002094,1047.608,0.001167,329.5785,104578.4,sad
5.650746,1.470698,1.01711,0.903099,61.43637,5.478648,0.008193,3690.208,0.003334,869.0568,503428.1,sad
4.623051,1.313908,0.813264,0.883878,157.9935,6.093728,0.013473,13476.49,0.003843,511.4054,105560.6,sad
6.609911,1.592958,1.273948,0.89188,98.71905,5.050738,0.018116,4974.043,0.005491,918.8404,135221.8,sad
5.690027,1.485133,1.043153,0.89813,61.96636,5.309989,0.007675,2180.971,0.002805,677.3011,334843,sad
3.623917,1.202553,0.507047,0.876376,49.64735,5.830458,0.003227,2009.973,0.003985,380.6231,68096.93,sad
3.153627,1.112908,0.350588,0.865861,97.94457,6.39447,0.005581,5296.886,0.001713,416.405,130937.3,sad
4.680634,1.326271,0.895692,0.901622,56.2191,5.997133,0.004908,1463.323,0.004161,369.9431,49856.32,sad
3.345587,1.13717,0.359661,0.872015,90.3639,6.721488,0.00505,4963.285,0.003833,436.0063,90558.66,sad
4.487959,1.315295,0.739713,0.896216,184.3897,5.768758,0.007837,15034.75,0.00132,311.2188,24722.6,sad
5.845723,1.533392,0.908413,0.890723,59.74226,4.945277,0.006522,1690.633,0.005066,960.1068,539008.7,sad
3.311112,1.146065,0.5274,0.876026,75.81034,6.151463,0.002925,4794.357,0.002495,326.3267,22438.6,sad
4.83655,1.353481,0.583553,0.889605,110.5758,5.862444,0.003893,9283.686,0.002218,547.6121,97516,sad
3.617553,1.163945,0.778194,0.883949,45.61342,6.696251,0.006503,2376.108,0.003285,381.479,60020.69,sad
6.156514,1.51535,1.261023,0.892072,22.57266,5.437631,0.007568,864.3947,0.002607,675.9148,227419,sad
3.94171,1.201058,0.844904,0.87723,169.8052,7.051896,0.015542,19026.43,0.002663,570.0248,461436.4,sad
4.119936,1.271171,0.663178,0.88204,26.73874,5.973247,0.004732,1224.56,0.00191,360.5821,175176,sad
2.428394,0.997493,0.323764,0.867148,177.0234,7.186577,0.015321,6646.073,0.00119,224.5843,2989.479,sad
4.825634,1.397057,0.76847,0.895814,302.3802,5.257563,0.022653,37181.99,0.002637,667.2148,724204.1,sad
4.967485,1.400189,0.775342,0.899896,154.6041,5.492742,0.010273,14184.63,0.003715,522.2715,116846.8,sad
3.495174,1.137715,0.803263,0.878686,117.2512,7.085388,0.012033,17691.3,0.003328,364.3605,53610.64,sad
3.422741,1.124025,1.022236,0.88631,35.78497,6.979658,0.006165,3555.978,0.005709,289.9555,48475.74,sad
2.511394,0.978092,0.509745,0.850223,145.773,7.328512,0.008173,16467.86,0.004527,278.4424,3927.848,sad
2.652781,1.035776,0.421915,0.846189,257.7213,6.808462,0.017589,15457.95,0.002728,529.0866,123870.1,sad
3.203962,1.083932,0.760112,0.871694,111.119,7.385686,0.005488,4591.718,0.001223,197.1096,10345.18,sad
5.629894,1.421247,1.019913,0.903705,63.76904,5.900479,0.002783,2213.679,0.00125,450.5736,40677.34,sad
4.118015,1.348997,0.355204,0.854422,72.13565,4.637172,0.003741,3148.956,0.007052,684.6783,50804.32,sad
5.499545,1.424533,0.74731,0.885254,45.00689,5.57916,0.012799,1941.532,0.002587,915.9329,229261,sad
5.567702,1.474498,0.734295,0.893766,64.39119,5.222242,0.007429,4106.535,0.004337,653.6522,245788.2,sad
4.650511,1.330664,0.699083,0.887545,47.6893,5.767779,0.004196,1402.382,0.00333,517.3213,89906.86,sad
3.026204,1.042712,0.599158,0.873128,228.8457,7.692606,0.009953,15210.26,0.001488,414.3625,16275.69,sad
4.39538,1.30263,0.823815,0.892587,60.28162,6.063278,0.006855,2426.051,0.001637,349.2742,26072.77,sad
4.396697,1.323656,0.768426,0.897173,68.36526,5.741877,0.010125,2384.524,0.003444,427.5798,170698.5,sad
3.875284,1.196479,0.763245,0.86855,45.80525,7.113593,0.005703,5685.328,0.002566,409.4602,192699.8,sad
4.097144,1.284184,0.687168,0.896251,88.09513,5.810778,0.011299,7286.231,0.002256,271.8633,55840.23,sad
3.958583,1.230549,0.866753,0.889074,95.89836,6.293137,0.006627,10309.56,0.002713,250.3828,19186.29,sad
3.761133,1.194821,0.522017,0.877701,77.99895,6.53288,0.003696,3204.691,0.003103,304.0965,38018.6,sad
4.349429,1.313819,0.535759,0.869448,77.54994,5.589384,0.007889,2617.826,0.005808,667.0574,116437.9,sad
5.090104,1.355516,1.146842,0.896379,77.27002,6.18285,0.014866,4733.288,0.004071,495.1238,200987.9,sad
3.866107,1.189716,0.764987,0.884313,116.5926,6.947969,0.004722,3713.448,0.005031,366.7825,64860.5,sad
5.232638,1.366611,1.300231,0.895509,68.423,5.908755,0.011938,6296.832,0.003688,567.8015,161338.7,sad
4.187568,1.251894,0.679663,0.885037,60.00738,6.447853,0.003398,2444.46,0.002625,415.3768,98109.33,sad
2.937846,0.997127,0.896336,0.881611,351.5524,8.334546,0.010496,48320.34,0.003078,318.9766,12572.68,sad
5.97107,1.454847,1.449018,0.903042,67.17496,5.889703,0.011134,3544.607,0.003258,571.5223,117352.7,sad
4.751403,1.282655,1.536639,0.901807,61.03659,6.856782,0.008363,2849.713,0.003622,317.5554,41471.3,sad
4.084638,1.203211,0.709983,0.88598,89.08819,6.817334,0.003099,3921.809,0.001627,336.0701,33547.96,sad
5.351114,1.378115,0.788454,0.881302,40.60153,6.129921,0.00266,1761.074,0.005922,537.8088,80636.13,sad
3.722435,1.176129,0.803968,0.885662,102.8659,6.759507,0.006497,6720.442,0.003448,230.1509,12339.8,sad
3.216764,1.127308,0.465038,0.872423,52.12508,6.571744,0.002001,2256.412,0.002655,323.4228,129381.6,sad
4.351764,1.262117,0.734209,0.87798,86.9198,6.507377,0.002848,3377.638,0.001383,348.5447,42749.38,sad
4.879676,1.35555,0.867455,0.895275,139.2363,5.589473,0.012988,20283.59,0.001738,679.1042,112594.6,sad
4.128028,1.252172,0.593001,0.871782,41.75829,6.226012,0.002689,1626.481,0.004087,375.2633,67559.54,sad
5.703249,1.456486,1.194371,0.901287,94.09288,5.523482,0.015779,5686.013,0.00518,531.6707,76078.92,sad
5.52956,1.415524,1.074513,0.890775,78.28185,5.88475,0.008353,2878.889,0.004697,904.4459,21266.09,sad
6.016985,1.477995,1.384575,0.905193,75.51695,5.711568,0.011548,3156.897,0.002508,742.6282,136413.8,sad
3.876229,1.254804,0.620056,0.868386,63.01182,5.651589,0.016785,1923.582,0.002174,708.9639,34982.56,sad
4.57704,1.325353,0.647629,0.884545,83.69317,5.721067,0.003749,6015.114,0.002366,553.6899,319476.8,sad
4.053042,1.226801,0.7669,0.893875,97.22501,6.494249,0.01025,4330.508,0.002358,335.0084,63102.39,sad
3.86948,1.165587,0.687147,0.866699,118.0244,7.024818,0.004156,8986.022,0.001773,341.6734,126689.7,sad
4.408865,1.279867,1.171921,0.895573,49.38638,6.351178,0.006413,2124.529,0.004126,385.7847,27277.16,sad
7.375613,1.69913,0.931394,0.891822,79.93583,4.620427,0.02599,11424.84,0.002793,1728.389,599063.4,sad
4.061509,1.241637,0.77411,0.882972,76.5001,6.275373,0.008136,2713.575,0.003215,555.2527,227737.7,sad
4.529293,1.196067,0.820516,0.859938,80.20136,7.155565,0.005482,6538.16,0.003342,387.799,201081.9,sad
5.504344,1.419533,1.039092,0.883221,13.41946,5.824377,0.003976,456.5008,0.004295,772.0347,205090.3,sad
6.079268,1.542262,0.712765,0.87461,84.20473,4.930631,0.005588,2541.537,0.005591,1373.76,115890,sad
2.921913,1.056748,0.34369,0.856214,163.8765,7.089049,0.008565,13040.72,0.002289,389.1522,40771.06,sad
3.953085,1.178645,0.8072,0.865483,77.44211,7.21489,0.008868,2603.274,0.006572,358.919,40072.54,sad
5.325718,1.455583,0.904858,0.89684,67.29683,5.04667,0.011085,7664.336,0.005083,758.2099,246608,sad
5.056427,1.385326,0.956841,0.896871,50.72371,5.656277,0.009382,1683.607,0.001686,512.9084,193335.9,sad
2.570185,0.952708,0.416388,0.855187,107.5939,8.783418,0.002897,4285.267,0.003028,229.1703,5950.276,sad
6.51076,1.510968,1.304556,0.903393,84.30077,5.792141,0.010265,5395.688,0.00209,838.6031,178681.4,sad
3.734656,1.202197,0.573259,0.852242,129.3848,6.368506,0.004593,5926.387,0.006934,668.4627,27129.58,sad
3.872789,1.218314,0.575568,0.882177,99.35356,6.282824,0.006993,4769.435,0.001304,535.8604,49446.01,sad
4.398101,1.29797,0.797841,0.89628,148.7343,5.877757,0.010601,11987.86,0.003862,599.6149,146915.3,sad
4.241707,1.327304,0.43183,0.884982,54.6558,5.416322,0.003017,2284.824,0.003556,428.2147,547857.9,sad
4.730157,1.400067,0.696088,0.893331,78.27612,5.156353,0.004358,3748.062,0.002444,455.8948,219277.6,sad
6.071576,1.515382,1.001678,0.90242,73.38306,5.440968,0.006329,3158.217,0.001902,908.7643,354540,sad
3.151563,1.079172,0.579442,0.87569,155.2047,7.080297,0.012046,18107.48,0.003359,326.354,226228.4,sad
3.878868,1.209971,0.764393,0.887787,107.1979,6.281792,0.010078,10421.26,0.002498,354.0036,25030.53,sad
5.553565,1.417753,1.001145,0.895944,82.1973,5.856798,0.007856,3791.495,0.00235,802.8844,307928,sad
4.296998,1.24671,0.73586,0.891869,169.7573,6.361727,0.012565,20688.71,0.002783,455.8211,69471.78,sad
4.681034,1.359319,0.67968,0.888233,55.60623,5.506322,0.005362,4466.587,0.001889,592.6157,310150.9,sad
3.350838,1.11924,0.525202,0.879655,94.91699,6.82954,0.004364,3938.221,0.001244,267.2176,6138.794,sad
4.692302,1.379917,0.624619,0.894046,128.8685,5.480264,0.005844,7942.427,0.0022,499.0725,412011.2,sad
4.615314,1.315646,0.938918,0.89926,71.63985,6.145623,0.006855,4031.47,0.002232,409.7614,31267.3,sad
4.004917,1.327829,0.40934,0.878122,12.68016,4.867791,0.002992,313.8392,0.003189,444.5279,345037.2,sad
3.218878,1.149024,0.358399,0.860047,87.77245,6.104851,0.004092,4783.762,0.002958,490.8801,37520.03,sad
4.93498,1.34105,1.144655,0.894723,127.1923,6.203454,0.014094,8073.762,0.003435,435.4802,196696.5,sad
3.813221,1.234387,0.413115,0.859292,35.83083,6.014391,0.004809,1200.949,0.002273,461.4206,167451.3,sad
5.258048,1.478222,0.872331,0.900347,46.6363,5.240324,0.005019,2534.818,0.003163,436.851,129333.4,sad
2.784726,1.005507,0.565839,0.869427,117.4241,8.058047,0.002566,5870.779,0.003693,366.512,40984.77,sad
5.079349,1.427162,0.756223,0.890336,51.28778,5.336783,0.00835,3395.361,0.004194,636.4619,412750.8,sad
2.92874,1.045076,0.369373,0.874483,70.36911,7.230905,0.006216,1858.393,0.002539,169.1659,4548.681,sad
5.131799,1.41077,0.879465,0.888478,171.1472,5.619904,0.006836,16925.56,0.001204,488.7723,69928.45,sad
4.005444,1.254031,0.755303,0.885432,59.88974,5.956501,0.007085,4781.327,0.004289,337.57,84944.34,sad
3.395115,1.191405,0.356764,0.861724,86.26038,5.757833,0.00696,4454.81,0.003635,471.6696,42839.43,sad
2.640448,0.987751,0.421832,0.862901,146.0928,7.90385,0.003367,13535.65,0.002431,323.2302,29621.24,sad
3.502056,1.198216,0.325348,0.893925,113.9028,5.71173,0.001956,4441.741,0.002048,313.9023,4029.805,sad
3.356163,1.138201,0.516823,0.853816,98.48599,6.09517,0.006754,7223.696,0.002415,531.5134,1203906,sad
5.437836,1.468744,0.622435,0.883921,121.5818,5.276167,0.007206,7639.116,0.003015,755.4581,97178.25,sad
4.885944,1.350226,0.842626,0.894592,60.76431,5.945909,0.006659,3695.329,0.001915,563.2759,113926.4,sad
4.923649,1.38034,0.954161,0.893799,67.50518,5.525184,0.012678,6730.012,0.006293,604.7489,201119.7,sad
3.187667,1.129932,0.366151,0.873452,183.4936,6.386535,0.009874,13439.11,0.001952,417.3557,38715.3,sad
5.388598,1.422042,1.105182,0.89979,121.6589,5.653671,0.013928,8873.649,0.003502,543.3046,98938,sad
3.361781,1.159052,0.555067,0.872996,111.6462,6.290154,0.003419,13705.08,0.002366,178.6,16981.06,sad
5.799186,1.463848,1.091348,0.896631,76.94543,5.452915,0.012758,2922.155,0.004227,923.6868,45500.11,sad
4.444679,1.39476,0.448702,0.881701,41.00021,4.696431,0.006617,1218.825,0.005697,514.9395,57912.66,sad
5.444043,1.443262,1.022329,0.889888,103.5331,5.693263,0.009838,11695.56,0.00263,553.2041,591774.3,sad
3.709048,1.268224,0.311891,0.876622,114.2027,5.170687,0.006531,11588.57,0.00289,563.3636,368441.1,sad
3.34943,1.128441,0.554386,0.868526,87.41525,6.856098,0.004681,3927.067,0.003273,313.9403,101411.8,sad
3.811103,1.203771,0.506656,0.886725,166.3638,6.377655,0.006878,18648.63,0.002508,429.3446,116832.7,sad
2.937826,1.113106,0.449944,0.874025,74.25765,6.347273,0.006187,2251.355,0.003443,284.2208,8362.36,sad
2.860168,1.021965,0.754288,0.851168,108.0408,7.869172,0.005094,9548.641,0.001799,196.3471,29529.25,sad
3.27649,1.137002,0.405979,0.880072,192.0251,6.20005,0.005617,14573.86,0.002958,324.429,42148.49,sad
2.856433,1.027015,0.479908,0.845616,218.5485,8.257804,0.004258,17096.74,0.004061,430.9961,107068.4,sad
3.420943,1.226004,0.254312,0.857803,81.96549,5.538654,0.003674,4032.442,0.002948,589.2982,745851.7,sad
4.837999,1.329663,0.768116,0.8881,222.0061,6.038681,0.012582,15742.86,0.002151,654.5962,62073.39,sad
3.463907,1.156339,0.589457,0.87935,130.0374,6.547974,0.007015,10696.75,0.001927,492.2121,75715.78,sad
6.113391,1.518632,1.059735,0.895453,155.0791,5.287562,0.01684,10177,0.00233,795.9195,107859,sad
4.010914,1.251964,0.79856,0.878483,33.15104,6.180477,0.002526,1319.052,0.003908,349.8414,84611.42,sad
2.468783,1.038262,0.1114,0.865961,43.38707,5.847389,0.001458,893.0756,0,69.95511,2665.239,sad
4.1537,1.331875,0.377347,0.877549,114.0268,5.174972,0.006297,5548.566,0.003179,551.3947,446971.6,sad
7.209644,1.606875,1.337697,0.897268,124.6285,5.318439,0.01465,7932.387,0.002055,1145.435,202143.6,sad
4.534058,1.331885,0.792958,0.889283,42.94338,5.78136,0.004998,1086.336,0.004148,378.6128,53931.63,sad
3.848143,1.174402,0.898339,0.889546,389.1488,6.901945,0.023908,35905.2,0.001569,412.4481,12589.71,sad
3.52589,1.206319,0.38641,0.875563,68.39673,5.843237,0.003063,2240.677,0.001465,333.7149,165076.7,sad
2.512197,1.020952,0.426658,0.837623,44.97219,6.767256,0.00444,2077.827,0.002171,449.5688,10552.13,sad
3.343762,1.148061,0.400112,0.87659,69.16488,6.405697,0.010265,4147.141,0.001865,402.4705,89214.16,sad
5.244875,1.368069,1.066388,0.892536,188.834,6.409926,0.017012,24276.72,0.002138,542.8354,271291.1,sad
3.792412,1.168486,0.973916,0.879848,137.1753,7.19961,0.004512,9796.917,0.002877,247.3624,35755.62,sad
4.059888,1.224783,0.765367,0.889919,137.0156,6.647892,0.010282,17232.16,0.002961,286.5914,16983.33,sad
4.615269,1.393722,0.744227,0.889363,22.75684,5.138912,0.005208,1475.404,0.00631,614.2362,224024,sad
5.107245,1.469589,0.709294,0.898188,56.3568,4.813898,0.024103,3908.735,0.003055,807.277,266430.2,sad
3.701865,1.250206,0.460841,0.834545,42.16552,5.634431,0.010264,2058.69,0.005382,784.6858,50086.46,sad
3.26683,1.124785,0.500833,0.872531,69.89148,6.553834,0.003252,3564.255,0.002874,356.0399,54857.95,sad
5.081141,1.325821,1.602852,0.904532,217.7163,6.698074,0.021834,33201.56,0.005123,416.2759,76833.14,sad
4.544238,1.41118,0.560119,0.895677,97.0975,5.042071,0.004944,4904.611,0.001292,368.5144,149532.6,sad
3.833259,1.20417,0.571205,0.886548,189.0131,6.420621,0.010516,14287.77,0.002296,481.5801,48635.68,sad
3.209395,1.091531,0.539801,0.877789,279.0289,6.986633,0.012094,24865.07,0.002092,330.9381,23647.19,sad
3.413438,1.197485,0.47381,0.869952,37.9123,5.990873,0.005525,1746.777,0.003184,432.4142,314577.4,sad
4.604539,1.382964,0.45637,0.875653,43.98326,5.07736,0.008241,3329.654,0.00297,786.5766,636617.2,sad
4.073766,1.261751,0.605249,0.884901,90.17286,5.923719,0.004564,6876.426,0.001468,461.9181,140353.8,sad
3.250815,1.128635,0.430157,0.874279,110.1528,6.438428,0.004937,7211.259,0.002061,557.732,232031.2,sad
4.53837,1.309802,0.775789,0.897325,58.60926,6.204,0.003633,2031.018,0.002329,422.1702,123815.7,sad
4.52949,1.427611,0.364506,0.879342,58.82199,4.69816,0.005714,2101.49,0.003488,762.4852,975249.5,sad
3.632864,1.185667,0.573441,0.873185,51.6213,6.406146,0.004497,4704.016,0.002797,402.5571,85407.43,sad
5.022883,1.394454,0.940066,0.900798,57.87703,5.577725,0.008003,2130.959,0.005076,591.9554,138264,sad
4.605466,1.331567,0.707017,0.890989,93.24329,5.874071,0.015292,11872.1,0.002419,556.6996,366785.8,sad
5.43939,1.402242,0.989822,0.890447,136.425,5.904719,0.007567,7691.377,0.003288,818.3498,185725.3,sad
5.30723,1.394764,1.031929,0.89515,99.31304,5.945233,0.007297,4715.924,0.004192,465.5324,52169.27,sad
5.234574,1.43956,0.856785,0.900124,102.6088,5.408921,0.007645,6674.557,0.002948,482.4375,94853.45,sad
3.806905,1.249064,0.4321,0.873301,42.91168,5.61071,0.004138,1111.445,0.004366,491.8223,92015.46,sad
3.488466,1.154432,0.511695,0.87156,119.9462,6.728576,0.010115,7403.729,0.003703,375.2849,85388.35,sad
5.364002,1.472095,0.787024,0.887452,42.70353,5.029482,0.004816,2206.586,0.005191,842.9282,289864.6,sad
4.713677,1.336478,0.739408,0.886941,158.0594,5.845533,0.005335,10983.92,0.002311,418.598,69754.47,sad
3.690104,1.17779,0.59836,0.885048,72.79482,6.586404,0.00485,2725.597,0.004342,335.3339,44506.79,sad
4.914151,1.308234,0.865401,0.885793,59.61254,6.459326,0.005468,3014.438,0.001759,518.6479,178125.4,sad
5.872113,1.472462,0.847506,0.891836,113.5938,5.513315,0.007928,6617.293,0.005423,955.0565,118526.2,sad
2.84406,1.013773,0.360397,0.826123,63.3676,7.77071,0.002955,2602.219,0.002332,222.0954,51766.49,sad
3.863209,1.188457,0.88571,0.884292,140.203,6.977864,0.006919,14100.64,0.002141,310.9148,157058.3,sad
3.593915,1.210331,0.410508,0.882468,163.3399,5.751513,0.007498,14894.78,0.002104,378.913,82150.83,sad
4.28664,1.252089,1.073408,0.896718,133.7547,6.523776,0.008016,9624.057,0.001088,249.3251,12290.04,sad
3.718274,1.18152,0.632372,0.876593,68.84825,6.398446,0.005222,3531.093,0.002794,326.7243,141224,sad
3.156323,1.085551,0.516046,0.861541,30.22013,6.892251,0.002937,1496.588,0.00244,394.9388,124636.9,sad
3.768994,1.22209,0.686419,0.895514,103.2736,6.080615,0.008755,7445.029,0.003061,268.9138,14320.37,sad
3.304493,1.144556,0.441313,0.86612,57.1634,6.170451,0.008008,1953.205,0.002205,477.5907,14807.42,sad
3.509905,1.206178,0.381334,0.878891,163.5986,6.067336,0.005093,13012.4,0.00169,243.6544,72431.34,sad
4.139946,1.313833,0.492737,0.870838,60.71574,5.23611,0.007013,1347.306,0.003634,836.6431,235557.8,sad
4.161223,1.241333,0.825767,0.893061,134.1624,6.367987,0.007681,9146.187,0.002313,317.6834,97054.91,sad
5.127237,1.38708,1.031834,0.902467,135.5778,5.717236,0.018996,15067.02,0.005127,583.1913,134288.6,sad
3.370884,1.111113,0.637834,0.877132,139.9864,7.385295,0.011629,15158.22,0.001598,454.794,29399.72,sad
4.724113,1.319761,1.167674,0.899106,84.67423,6.030555,0.018158,7637.198,0.005044,452.6915,100739.3,sad
3.817027,1.175163,0.667231,0.870861,117.4049,6.953131,0.009692,7802.059,0.006756,512.3695,34775.7,sad
3.70155,1.15083,0.775957,0.880274,105.7017,7.050077,0.008321,5713.452,0.002316,513.1983,37530.8,sad
3.886035,1.157876,0.864921,0.875861,148.5593,7.536888,0.014696,11646.46,0.003786,395.1624,295215.6,sad
3.384842,1.159189,0.426343,0.884832,179.0574,6.599232,0.005491,15002.62,0.002466,281.3643,17197.12,sad
4.83655,1.353481,0.583553,0.889605,110.5758,5.862444,0.003893,9283.686,0.002218,547.6121,97516,sad
3.677443,1.232006,0.401107,0.880596,108.6698,5.597157,0.006737,7124.032,0.003838,442.0042,21096.05,sad
3.20707,1.070871,0.995712,0.872474,230.6132,7.807652,0.010249,32495.56,0.004886,258.6967,8234.347,sad
2.681669,1.022294,0.390259,0.862741,108.6682,7.380207,0.007991,4197.079,0.001706,380.1684,8784.018,sad
4.183044,1.276608,0.833231,0.893401,86.5325,6.08886,0.009978,5416.778,0.003588,347.0307,53445.27,sad
3.826212,1.217435,0.421473,0.870499,84.28444,6.40779,0.00412,6856.08,0.001568,357.5709,83720.02,sad
5.880882,1.526888,1.143831,0.903785,141.1298,5.168112,0.039468,14895.72,0.003814,686.2204,120247.7,sad
4.821504,1.331606,0.744261,0.886294,67.38227,5.971929,0.004891,2028.533,0.006698,698.4833,77696.33,sad
3.961053,1.260835,0.46856,0.877492,81.62851,5.833874,0.004775,3468.464,0.004738,541.8513,153092.4,sad
3.98594,1.221414,1.076587,0.899231,46.38272,6.422889,0.005671,1422.066,0.00399,267.1588,25193.22,sad
4.631603,1.306686,0.984712,0.891672,30.13575,6.173065,0.007264,846.9839,0.004202,546.6456,410811.9,sad
2.752444,1.008397,0.587506,0.858582,137.8063,7.54834,0.009097,9628.608,0.003,271.3196,48155.21,sad
6.557624,1.408792,2.144615,0.899086,70.71601,7.113338,0.004321,2717.96,0.002413,471.2548,91408.05,sad
4.910718,1.414629,0.821149,0.902945,89.0587,5.38613,0.007716,4906.229,0.004689,554.5234,481179.3,sad
3.095306,1.18278,0.247905,0.885709,49.72138,5.210258,0.023418,3515.563,0.003731,92.52285,1615.688,sad
5.698775,1.434131,1.225252,0.907351,106.8406,5.801169,0.009363,4478.687,0.002333,613.5232,74303.94,sad
4.292406,1.274491,0.818264,0.889922,34.50455,6.040276,0.005994,1133.916,0.002953,441.5782,42996.93,sad
4.971426,1.434802,0.660646,0.880486,31.62774,5.458176,0.004449,624.0687,0.003893,560.2515,668269.6,sad
3.889619,1.16762,0.978084,0.877837,124.7243,7.543893,0.008143,8426.444,0.004639,445.2987,137152.6,sad
2.856612,1.019541,0.368059,0.860611,80.98897,7.537253,0.004385,4907.586,0.000599,334.427,28727.73,sad
3.715555,1.179887,0.742805,0.882189,81.10343,6.709994,0.00375,2736.331,0.004451,319.3628,37294.18,sad
3.406391,1.121423,0.555119,0.879923,130.7087,7.071701,0.004839,6219.855,0.00354,239.4094,7262.209,sad
3.937046,1.26586,0.503243,0.869163,72.56228,5.612521,0.009541,10939.2,0.002536,496.2645,154594.6,sad
4.29546,1.259842,0.696644,0.888329,117.8099,6.362303,0.003987,5506.341,0.00172,441.1463,44650.58,sad
5.54438,1.398452,0.991326,0.88984,106.0662,5.93235,0.011451,7243.745,0.001919,628.6741,470868.6,sad
3.826408,1.189713,0.69214,0.881672,71.13964,6.723567,0.005313,1832.564,0.00113,357.017,16820.97,sad
3.295471,1.114701,0.728788,0.882713,112.1799,7.01159,0.018628,10476.13,0.003024,189.6822,8023.638,sad
3.672346,1.145153,0.889802,0.888286,72.15189,7.087312,0.007317,2217.778,0.002261,276.5619,43452.51,sad
4.873874,1.356811,0.853546,0.888745,67.52519,5.879764,0.009745,5576.61,0.003975,557.0013,66706.44,sad
3.9748,1.258964,0.562274,0.885546,92.91904,5.877963,0.005909,5353.311,0.003309,477.0497,55006.41,sad
5.340658,1.427287,0.985104,0.902663,67.81542,5.538359,0.006167,2336.259,0.00381,595.574,65316.07,sad
5.876019,1.515703,1.129026,0.901034,72.52674,5.261323,0.010039,4353.963,0.003568,728.8981,167857.2,sad
4.659546,1.312497,1.095694,0.900061,116.9336,6.304329,0.006222,8443.634,0.003941,371.3107,39903.07,sad
3.544204,1.167761,0.715376,0.877791,119.6074,6.274038,0.008914,18035.39,0.0015,301.4436,164940.5,sad
5.364999,1.374273,0.966749,0.893403,105.0449,6.05203,0.010151,10469.45,0.003417,599.7763,78923.04,sad
3.231909,1.12178,0.537519,0.875303,30.25989,6.547187,0.004225,1023.701,0.002096,241.2055,25846.65,sad
5.461979,1.387521,1.330494,0.901504,95.28297,6.184166,0.004809,5023.495,0.001227,595.5704,66694.61,sad
4.802739,1.405424,0.508277,0.883862,33.4244,5.103879,0.003001,1601.483,0.00361,580.0123,401878.5,sad
4.698762,1.286189,1.003521,0.890433,118.7359,6.620364,0.008057,9256.525,0.001992,497.7503,217258.8,sad
