@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[2]_linregc1 numeric
@attribute mfcc_sma[5]_minPos numeric
@attribute mfcc_sma[7]_minPos numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[8]_kurtosis numeric
@attribute mfcc_sma[9]_amean numeric
@attribute mfcc_sma[9]_kurtosis numeric
@attribute mfcc_sma[10]_min numeric
@attribute mfcc_sma[10]_amean numeric
@attribute mfcc_sma[11]_kurtosis numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute mfcc_sma[12]_stddev numeric
@attribute mfcc_sma[12]_kurtosis numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_RMSenergy_sma_de_skewness numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_kurtosis numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[5]_amean numeric
@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_minPos numeric
@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute pcm_zcr_sma_de_minPos numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute F0_sma_de_max numeric
@attribute output {funny,notfunny}

@data
0.233924,-15.40591,-15.67562,0.000419,676,69,-1.655767,2.699357,3.078197,-1.088378,2.930423,-21.34237,-5.825843,3.469498,18.99798,4.388206,3.25214,0.170038,1.423855,10.48514,6.429224,4.750419,0.001298,1.226544,0.082018,2925,1.388873,2226,0.000154,111.7248,funny
2.774139,-9.316784,-10.16217,-0.002026,2282,674,4.413093,3.330472,3.259463,3.940535,3.007287,-19.96793,0.06558,2.702683,23.1296,4.82453,3.251154,0.062995,0.981173,26.16035,7.532131,4.228889,0.00104,1.058261,-0.172426,1020,1.267131,170,0.000148,127.7681,funny
1.258801,-10.82325,-10.88881,-0.000725,1501,1292,0.203787,2.8394,3.449951,0.674591,3.159279,-19.87275,-0.409772,3.284296,22.98984,4.842371,3.482753,0.114994,1.195454,5.530671,4.082589,4.412993,0.003448,1.273353,0.054318,1031,1.729146,907,0.000353,118.3237,funny
0.271136,-11.36866,-11.41309,0.001447,425,2722,0.786068,2.910138,3.280381,-2.177354,2.874479,-16.91425,-3.386305,3.118002,12.43592,3.635839,3.547141,0.120196,1.097064,5.834188,5.297229,4.320219,0.000055,0.73733,-0.138724,219,0.863978,1305,0.000063,0,funny
0.694613,-6.859998,-7.86875,-0.00101,893,422,-2.103053,4.094002,2.950453,-4.823875,2.540729,-27.30477,-4.313911,3.592311,35.38216,5.960414,3.40486,0.070355,1.001599,7.828289,6.876129,5.103269,0.000017,1.467913,-0.05138,156,1.219179,315,0.000066,125.8992,funny
1.245635,-8.599616,-8.084863,-0.000585,2884,2473,-0.063486,3.661012,3.325629,0.2783,3.727958,-16.56421,0.62588,4.929086,22.83245,4.831412,4.389065,0.041598,1.643582,7.761049,5.383486,5.412374,0.002124,1.331383,0.072811,1774,0.988839,2866,0.000163,125.3895,funny
0.412524,-7.75965,-7.92315,0.000345,24,367,-1.908068,2.819074,2.96542,2.256305,2.925744,-20.73993,-1.425402,3.225225,20.5425,4.534228,3.143491,0.073245,0.480292,5.542081,5.792127,4.975842,-0.001094,1.212445,-0.152051,571,1.450353,2741,0.000101,125.0496,funny
1.249201,-5.574541,-6.502406,-0.00134,2076,2791,-2.698617,3.154078,3.020685,-5.656686,3.516926,-19.90452,-2.483175,3.88599,22.24197,4.845087,3.051403,0.09762,0.612992,13.98211,8.101453,4.097826,-0.003116,1.211032,-0.225095,177,1.352016,2782,0.000203,121.7586,funny
0.837247,-13.26307,-14.02597,-0.001283,132,2704,-0.396266,3.689144,3.241214,-2.251989,2.921675,-22.76884,-2.131202,3.385866,14.81654,3.978565,2.911113,0.11784,0.828068,7.149206,5.868706,4.412384,-0.000748,0.988014,0.144457,1181,1.268727,725,0.000142,92.65916,funny
1.921621,-6.352007,-5.573653,0.000525,828,532,-5.357395,3.859256,3.993147,-4.26158,3.886649,-22.55486,-3.438879,3.618556,31.74392,5.643948,3.306144,0.057126,1.232152,9.105367,8.516556,4.455117,0.001769,1.417958,-0.38354,2720,1.640369,2557,0.000187,117.8682,funny
0.829489,-9.459623,-14.64745,-0.000666,79,491,-3.963877,3.761064,2.816182,-3.918331,2.026338,-22.29274,-5.703056,3.737642,18.87049,5.207099,5.413626,0.120383,0.72323,5.263076,5.449667,5.290892,0.005657,2.414398,-0.644955,458,1.900646,509,0.000157,118.6211,funny
0.666245,-7.453642,-6.991468,0.000042,2954,2878,1.23914,3.375411,3.115787,-1.721532,3.602102,-15.39647,-2.003766,3.476169,12.55592,3.548185,3.271675,0.076572,0.272601,3.991099,4.207016,3.769554,-0.000821,1.066736,-0.095467,814,1.399511,1850,0.000099,126.5788,funny
0.263674,-11.65791,-11.12978,0.000506,2434,529,-2.808996,2.848843,3.386918,-6.451932,3.439165,-16.29477,-0.504506,2.948594,13.75313,3.714731,3.052537,0.119322,0.901224,8.905433,4.213731,3.50835,0.003431,0.979451,0.381477,1222,1.117194,2418,0.000068,51.95872,funny
0.856161,-12.95982,-13.86754,-0.001402,1192,1089,-1.40566,3.015932,3.255168,0.857684,2.936809,-18.35601,-5.085286,3.313267,11.63565,3.417276,2.885664,0.161803,1.218181,6.221543,6.910149,4.043224,-0.00142,0.917799,0.167457,5,0.938753,427,0.00009,115.7533,funny
0.070061,-13.69272,-13.42017,0.000386,2396,2394,1.146097,2.988893,2.891872,-5.462127,2.933137,-14.8556,-0.763536,2.693271,15.82562,3.978388,3.946533,0.160708,0.092093,6.720305,6.332488,3.836639,-0.000511,0.879644,0.258623,409,0.843999,2745,0.000098,122.4445,funny
0.815114,-9.194887,-8.905215,0.000084,1559,1002,-3.16283,2.87594,2.748254,-0.521565,2.75107,-20.60393,-3.94581,2.282324,30.22832,5.500877,3.022554,0.104867,0.484466,12.5997,10.32524,5.426048,0.004756,0.821199,-0.390985,1518,1.023871,1105,0.000125,125.5594,funny
2.883659,-0.430897,-0.247239,-0.000012,2666,73,-0.589885,2.679232,3.211086,-0.422829,3.195848,-15.43126,0.441808,3.629241,31.48542,5.611468,3.070153,0.041663,0.264497,26.42527,10.30868,5.258323,-0.00235,1.224734,0.139541,711,1.157725,2648,0.000107,125.439,funny
0.523835,-12.40232,-10.96884,-0.000443,2251,799,0.452147,3.132525,3.241092,0.632027,3.064151,-13.77317,-1.588788,2.645134,16.44135,4.084256,2.796224,0.111838,1.182955,5.515902,6.7761,3.666578,-0.000743,0.76938,0.078508,1686,1.031128,2345,0.000119,113.7182,funny
0.615174,-7.390328,-6.777586,0.00053,2815,1655,1.881827,2.965652,3.058291,1.519409,2.863328,-22.64718,-2.661951,2.982306,24.40386,5.009881,3.01999,0.079412,0.725598,5.14485,4.760647,3.546838,-0.001178,0.744988,-0.184811,2126,1.043495,786,0.000035,119.0772,funny
1.939656,-10.59913,-10.34811,-0.000641,1660,2686,-3.026198,2.679119,3.27755,-0.822835,3.19274,-24.74163,-0.641418,2.737595,43.53235,6.603738,2.873277,0.100795,0.69575,6.598873,3.926403,3.398794,0.001228,4.119871,0.194532,1214,3.463624,2120,0.000826,117.9888,funny
0.976287,-8.586139,-10.30574,0.001685,1289,219,1.150367,3.760106,4.989237,-2.115241,4.061747,-25.87655,-3.846311,3.431799,24.96077,5.023663,4.6096,0.0845,0.710215,6.114086,5.576011,4.096587,0.005569,1.362957,-0.142455,1238,1.448738,20,0.000168,105.9136,funny
2.277579,-11.42812,-11.02448,0.00016,1760,2207,-2.6187,2.508456,2.988224,-0.585126,3.37325,-15.86553,-0.845156,2.875422,18.38446,4.288346,2.681232,0.113589,0.622521,7.735729,7.56434,3.698709,-0.000654,0.54756,0.056477,77,0.685455,1817,0.000326,81.62964,funny
2.414979,-9.679444,-8.036318,0.002097,430,1013,-8.34483,2.980949,2.890618,-1.099669,3.393542,-22.55271,-4.668923,3.172406,27.83568,5.364625,2.797032,0.074818,1.193336,8.763379,5.138803,3.220017,0.003867,1.272124,0.343576,952,1.658299,806,0.000096,125.0497,funny
1.677313,-6.675436,-7.203774,0.000451,2744,1562,1.3555,3.189131,3.068628,2.695066,3.29636,-12.19608,3.025968,4.190489,21.8339,4.744269,3.665717,0.062722,0.460042,11.50639,5.368436,5.139077,0.002138,0.731319,0.233502,113,0.745487,1000,0.000028,124.5612,funny
0.525725,-6.077127,-4.936017,-0.000173,1834,390,-4.285806,2.811692,2.756096,-3.255682,2.872457,-10.9144,3.300322,3.05377,23.77219,4.877972,3.050535,0.058662,0.843025,5.875073,7.901898,4.284632,0.002634,0.960464,0.136499,2936,1.023785,1142,0.000043,122.4445,funny
1.04856,-11.57477,-12.10602,-0.001188,2249,1412,-2.551716,2.867611,3.095249,-2.022822,2.703315,-18.02727,-3.411802,3.240242,13.65487,3.696124,3.283322,0.104408,0.309479,8.079376,5.131845,4.130617,0.000048,1.415241,0.028701,2557,1.198782,353,0.00016,71.97353,funny
2.522443,-9.501867,-7.346231,-0.001319,1365,162,-1.87499,2.938368,4.354012,0.261497,4.001159,-18.22804,-1.177817,4.066329,19.20531,4.382565,4.160339,0.053101,0.705368,16.87405,8.283252,5.576058,0.002253,1.19881,-0.03285,681,1.324264,2760,0.000299,117.9302,funny
0.794798,-10.90731,-11.7349,-0.000107,2890,2559,-0.849984,2.730342,2.794825,-4.954915,2.867779,-14.94306,-2.370896,2.995653,11.15919,3.386784,3.418568,0.120977,1.17483,8.902164,4.885767,3.946546,-0.000299,0.528675,0.157675,95,0.76627,513,0.000058,88.12789,funny
0.959878,-6.741756,-7.235113,-0.00016,1337,17,-3.082716,2.970898,3.237506,2.945082,2.967848,-20.34723,-1.189871,3.483782,24.76762,4.984988,3.206659,0.081801,0.532811,5.010542,3.717153,3.803783,-0.003815,2.417082,-0.396769,277,2.357723,1676,0.000193,126.239,funny
0.609377,-6.755966,-6.756092,-0.002859,2738,2705,-3.145517,4.156015,5.223179,-0.537467,3.215847,-21.93534,2.577131,5.221897,21.81805,4.716252,4.618949,0.039319,0.987652,5.458805,4.810951,5.111086,-0.005598,1.177717,-0.05395,2653,1.369137,2957,0.000093,119.5145,funny
2.16526,-8.969081,-7.775535,-0.000689,2638,376,-2.894079,3.025129,3.602986,1.1863,3.276121,-13.90409,0.779923,3.953035,19.28753,4.421684,3.376453,0.06403,1.901264,15.14048,4.802554,5.133733,0.001052,1.185765,0.684794,484,1.17525,2830,0.000173,127.7681,funny
2.078643,-4.567912,2.422336,0.00106,297,2226,-2.4105,2.836732,2.950846,-1.34711,2.754148,-24.37815,-1.506419,2.943199,13.12662,3.817361,3.384171,0.044074,0.837227,6.423999,5.900859,6.028558,-0.00131,1.034701,0.381778,1149,1.333911,2186,0.000173,105.7512,funny
3.468088,-4.830195,-5.386266,0.000517,681,1494,-2.892205,3.322829,3.223572,-3.017189,2.965181,-24.95381,-2.031399,3.352641,23.83632,4.887115,3.211601,0.072869,0.508008,16.29616,4.349561,3.740638,0.002661,1.379807,0.288565,414,1.424882,2602,0.00022,114.1286,funny
1.917778,-6.745088,-7.411024,-0.000658,2985,1631,-3.090447,3.47009,3.477048,-0.69625,4.310994,-32.10691,-2.117541,4.304335,40.28666,6.34874,7.258904,0.107026,1.09954,7.570128,5.225885,4.740127,-0.004176,2.581156,0.364318,473,2.192331,1172,0.000368,127.1027,funny
0.415873,-11.86693,-12.15721,0.000477,1636,2142,1.399931,2.909417,2.966501,-1.349043,3.34294,-13.74973,1.589918,3.300441,18.98726,4.367862,3.315914,0.110598,1.282139,5.729956,5.848434,5.110442,0.00036,1.090886,-0.4742,2502,1.228176,1853,0.000128,116.7117,funny
0.985684,-11.96774,-9.077394,-0.000368,1405,1510,-3.23667,2.971384,3.739436,-6.53914,3.247836,-20.8093,-3.325168,3.433224,32.23531,5.970744,4.007963,0.089304,1.046041,5.459776,6.472954,4.568644,0.001737,1.48167,0.165845,1636,1.354106,1632,0.000209,124.724,funny
2.61844,-3.311508,-2.755153,-0.002154,1643,2014,-1.185295,3.296245,2.60462,0.346408,2.503551,-16.39967,-0.686789,2.931467,33.33051,5.790731,2.743958,0.025917,1.36996,13.74626,7.372346,4.320549,-0.00361,1.339868,0.235943,19,1.182116,2793,0.000034,124.0401,funny
0.836857,-14.23118,-14.51428,-0.00007,2526,1617,5.241267,3.033268,3.393413,-6.24712,2.931776,-19.26934,-7.195274,3.296182,12.60977,3.596621,3.506629,0.161036,0.192593,4.918323,3.900469,3.393381,-0.000618,0.942679,-0.185104,136,1.193149,171,0.000057,109.3,funny
1.218806,-13.25227,-17.33587,0.001385,1188,374,-4.805252,2.65023,3.885855,4.023404,4.139904,-38.18174,-7.12521,4.317633,92.55659,10.39321,3.019908,0.250285,0.330626,13.99608,9.232139,5.064674,0.000376,0.839016,0.045466,2287,1.025401,1226,0.000188,125.0497,funny
1.266324,-8.294321,-5.636916,-0.003906,678,2023,3.097068,3.381656,3.271808,-0.334419,2.896686,-14.23415,1.424906,3.1965,14.58314,3.829144,3.428599,0.027724,0.67923,10.26371,8.870378,4.389627,0.000679,0.945177,0.271389,752,0.825312,1040,0.000075,120.996,funny
0.507998,-12.2703,-11.56667,-0.000922,446,1863,0.64043,2.953477,2.945343,-0.368989,3.003799,-14.88102,-0.765307,2.723942,16.78407,4.182817,2.89368,0.114203,0.997647,6.919564,4.251636,4.91244,-0.001211,1.373266,-0.41679,2632,1.191931,1234,0.000159,117.5467,funny
0.466674,-10.82304,-9.438618,-0.000598,593,1525,2.083957,3.144897,3.389886,2.157205,2.682606,-21.73084,-2.13611,2.833652,17.35598,4.279977,3.40178,0.089234,0.347536,7.708448,8.43337,5.11553,-0.000291,1.199501,0.12445,2174,1.051802,1563,0.00008,127.7681,funny
1.436524,-7.55366,-7.501219,0.000475,922,1233,-2.124483,2.751997,3.442483,-5.40057,2.674516,-21.76024,-3.342649,3.184251,16.48965,4.063596,3.41486,0.085106,-0.430869,11.49123,4.891895,3.664409,-0.000512,0.852931,0.005261,1592,0.690371,1618,0.000037,118.3237,funny
0.698951,-13.29922,-11.21752,0.001256,2879,2679,-0.42155,3.125734,2.913682,-0.187358,2.983684,-12.32073,-0.307504,3.768921,14.04474,3.932255,2.944103,0.137532,1.133475,5.135772,5.107258,3.758321,-0.003327,0.918427,0.244322,1207,1.131019,714,0.000181,97.39394,funny
-0.648378,-13.02716,-13.60516,-0.00048,1800,1373,-5.50335,2.916962,3.687888,-2.580262,3.046627,-17.89001,-3.98583,3.821678,15.06844,3.905632,3.100421,0.145287,0.815866,5.159205,4.13975,4.64006,0.000205,0.751914,0.257694,1947,0.884001,1520,0.000065,115.0455,funny
0.736252,-5.673396,-5.759055,-0.000117,1578,2146,-4.583774,4.115676,3.282535,-2.98864,3.418277,-17.49409,-3.238631,3.375938,14.9312,3.867819,3.339182,0.065465,0.832893,6.822427,7.173396,4.697852,-0.00013,0.938808,-0.019719,2739,1.012183,2580,0.000061,122.8166,funny
0.000342,-17.06695,-17.81766,-0.000475,85,710,0.673185,3.164371,3.31409,0.270768,4.07378,-17.14597,-2.494934,4.420269,23.20984,5.037769,3.136381,0.204035,1.0313,6.705735,12.85453,5.489425,-0.000404,1.179281,0.031767,83,1.155652,300,0.000294,127.7681,funny
0.750186,-7.474893,-8.345139,0.001263,806,827,3.086302,2.931688,2.964737,-3.244797,2.47155,-14.82504,-2.902496,2.671328,13.51584,3.762531,2.777262,0.113863,0.870164,7.660379,3.90806,3.428368,-0.003558,0.496437,0.318322,1371,0.505946,2385,0.000037,125.0497,funny
0.72937,-6.703412,-6.582829,-0.000564,2037,2822,3.229259,2.853539,2.631576,-8.002216,2.847695,-21.03716,-7.177533,2.216602,15.15065,3.917606,3.151814,0.064425,0.947197,5.242906,3.774296,4.039608,-0.000531,1.052415,-0.166854,1077,0.963141,2714,0.000064,124.2355,funny
0.97773,-9.108016,-9.08636,-0.001754,1941,76,-3.88563,2.905236,3.002034,-3.975477,3.093196,-18.7328,-0.100794,3.045789,29.44261,5.441494,2.881266,0.101576,0.408796,9.633609,7.491667,3.997966,-0.001399,0.930181,0.029835,1182,1.124851,415,0.000121,127.7681,funny
1.415982,-11.86957,-15.58131,-0.000971,47,1499,2.642755,3.504608,2.612406,2.083057,3.041068,-11.36767,-0.582882,2.838669,11.6971,3.529742,3.392631,0.093221,0.802381,5.514991,4.939152,3.519196,0.001786,1.266001,0.894268,601,1.174111,2438,0.000171,105.059,funny
0.252482,-9.597957,-8.355045,0.001033,577,990,-3.48054,3.280649,3.435407,-4.610103,2.694865,-21.89887,-4.078094,2.929496,20.75981,4.648892,3.091171,0.089707,1.008065,5.922044,4.332194,4.576905,0.000499,1.104086,-0.442713,107,1.081534,461,0.000131,123.0833,funny
1.549954,-12.30424,-11.41603,-0.00107,1915,2286,0.540038,3.008189,3.395638,1.428489,3.155698,-14.99795,1.271695,3.564669,16.51343,4.310585,3.306837,0.10632,0.51883,6.047328,3.772144,3.827713,0.001086,2.522862,-0.137607,1467,1.909287,1043,0.000287,91.68404,funny
1.197203,-10.80031,-9.938581,0.003243,1059,40,-1.190325,2.707641,3.387584,-0.632069,3.255378,-21.31489,-4.264848,3.321671,20.87101,4.573905,3.953078,0.124814,0.304152,5.52665,4.399053,3.408985,0.000757,1.143656,0.184581,132,1.319731,2187,0.000249,120.7221,funny
1.419629,-8.21495,-5.905981,-0.001083,2828,44,-3.973132,3.052325,2.719125,0.692644,2.826724,-12.8558,-0.820106,2.998846,18.48786,4.417801,3.608154,0.064846,0.921801,6.842397,4.920367,4.691525,0.002346,0.796749,0.007339,1318,0.968759,569,0.000155,121.5261,funny
1.335986,-12.47321,-12.62981,-0.000032,2093,77,0.429632,4.004472,4.145781,2.338698,3.586684,-20.20574,-1.005364,5.105845,35.79254,5.982836,5.161186,0.12218,0.801269,14.64847,5.366018,4.082323,-0.005712,1.423013,-0.403298,93,1.516982,2608,0.000294,126.239,funny
0.232988,-6.563073,-7.64698,-0.001336,2542,418,-0.184404,2.760007,2.94408,-1.301492,2.824377,-17.90523,-3.339256,2.923276,13.61361,3.880659,3.174008,0.073191,0.531061,5.737508,5.576751,4.725632,0.00088,0.78335,0.165435,1639,0.820495,1364,0.000037,125.1547,funny
1.495699,-13.03375,-12.9018,-0.001113,759,2261,-0.330131,3.069952,2.862288,-0.53922,3.308393,-18.64421,-0.986503,2.961374,15.34047,4.146804,3.241825,0.13548,0.591368,13.09867,5.562669,4.104548,0.000635,0.818302,0.336798,1075,0.984383,617,0.00012,122.4445,funny
1.675368,-5.071877,-6.783561,0.000698,1322,1780,-7.275047,3.516424,3.499628,-5.601947,3.072415,-21.75239,-6.803035,3.17019,11.64491,3.427478,3.053294,0.097075,0.948961,9.316602,5.423236,4.087863,-0.000035,0.791155,0.211199,821,0.77641,1106,0.000041,101.0395,funny
0.683096,-12.58983,-14.32279,-0.000911,1852,1153,-0.733305,4.358253,3.675494,-1.38242,3.914094,-14.84046,-1.978232,3.666005,17.7389,4.214547,3.661304,0.146744,0.839862,5.42665,3.916272,4.088365,-0.000185,1.446026,0.150272,1201,1.934684,1915,0.000188,125.0497,funny
0.500102,-10.66641,-10.29467,0.000002,2125,2977,-4.708909,2.846027,3.043917,-4.666057,2.930072,-17.35814,-4.665097,3.091004,8.739557,3.011574,3.24553,0.080479,1.030726,4.966897,3.16183,3.60858,0.001075,0.725465,-0.219741,1234,0.956208,923,0.000077,0,funny
2.894495,-10.18621,-9.300976,-0.000344,1094,1039,-1.453273,3.60576,4.138234,-0.503873,3.240205,-21.88682,0.518819,5.076814,24.90918,5.009871,3.28129,0.089299,0.234018,10.83906,5.233335,3.919094,-0.002655,1.613162,0.111636,245,1.496408,1923,0.000266,95.95376,funny
-0.373309,-10.41989,-10.17698,0.001979,1617,1851,2.700907,2.494176,3.611009,-4.329798,2.958529,-14.88328,-2.025812,3.124103,17.92309,4.324982,3.054153,0.111693,0.669894,5.246926,5.89507,5.082698,-0.002343,1.271309,-0.178711,409,1.085899,1995,0.000102,125.8992,funny
0.993521,-7.885583,-7.820503,0.000231,254,62,-1.208706,2.671656,2.707747,0.266527,2.88119,-12.03786,-0.505661,2.609645,10.06342,3.182498,3.112816,0.076732,0.60617,3.705206,3.016014,3.581939,-0.001974,0.681525,0.030734,181,0.79268,2730,0.000094,122.7951,funny
0.042558,-14.36899,-16.17026,0.000901,728,2539,1.209954,3.233995,4.652855,1.498223,3.425053,-22.94644,-1.24943,6.405916,28.21692,5.552274,6.31902,0.166479,0.946164,5.418311,3.975087,4.215154,-0.00167,1.550952,0.086006,1582,2.295792,1131,0.000169,127.4283,funny
1.364354,-8.510078,-8.990432,0.000886,684,2084,2.994132,3.404742,3.130772,3.466882,3.039871,-11.28768,1.750119,3.241306,17.14107,4.163258,3.787927,0.054734,2.000711,13.85308,7.396439,4.836469,-0.00301,0.986433,0.081533,243,1.053085,1166,0.000133,120.7268,funny
1.203652,-8.873944,-7.265923,0.003062,179,2092,0.588835,4.169849,3.280455,2.511526,4.172433,-21.61049,-0.055583,3.339647,24.25422,4.932525,3.332048,0.054606,0.904392,7.563493,6.419717,3.807418,0.001662,1.896922,-0.14872,2456,2.156111,2412,0.000314,124.724,funny
-1.186487,-13.66652,-12.98831,0.00069,2687,2429,1.520628,2.913239,2.763383,-3.061881,3.426533,-12.64732,-0.371773,3.525832,14.30177,3.803654,3.248465,0.127826,0.722445,6.270979,5.930511,4.064414,-0.001011,0.785299,-0.036333,108,0.986876,1882,0.000127,120.2579,funny
2.114475,-6.431743,-7.240526,0.000063,346,369,-0.575291,3.207884,3.185773,0.55004,3.788663,-14.42067,-1.185565,3.304404,22.31721,4.72472,3.756577,0.084209,1.531885,15.93401,8.507666,6.237225,-0.000564,0.677027,0.113889,236,0.887508,322,0.000088,75.47276,funny
-0.148002,-11.25994,-12.13247,-0.001081,1508,1509,-1.22183,3.329606,4.587765,2.142508,3.778276,-17.94241,-2.066639,4.100312,12.7454,3.581276,3.283338,0.113835,0.69939,7.296067,11.93572,5.283903,-0.000794,0.991331,-0.152113,1161,1.077274,2238,0.000103,107.272,funny
1.768054,-7.545915,-6.894032,0.000707,45,2196,-1.739522,2.809642,4.272293,3.800664,4.654738,-17.82043,-1.67721,3.461154,19.19578,4.407869,3.168124,0.058253,0.556572,6.416602,5.034388,4.140407,-0.00109,1.091809,-0.318867,2497,1.402503,1697,0.000129,118.8961,funny
1.19452,-6.253819,-5.672763,0.000413,1992,1773,-4.239371,3.587769,2.966185,-0.08519,2.706486,-16.7128,-2.27772,3.140699,32.00459,5.658032,3.358269,0.070739,1.311512,8.130356,5.160738,5.013249,0.001543,1.287095,-0.147257,1754,1.554266,354,0.000078,92.7205,funny
1.147794,-2.999889,-2.800583,0.000704,510,2125,-2.689249,3.366552,3.548519,0.502291,3.317019,-24.65806,-4.006556,2.642807,26.19876,5.138908,2.979974,0.041699,0.063907,6.680866,5.404584,3.805978,0.01017,2.277606,-0.001111,1993,1.769972,1167,0.000081,113.0257,funny
1.585636,-3.364478,-5.424415,-0.000216,526,346,-4.886018,3.095453,4.307724,-2.548249,2.755448,-17.94738,1.552253,3.570106,18.3639,4.593984,2.640759,0.072959,0.617134,16.27187,6.636415,4.340395,0.001178,0.902654,0.172036,2051,1.376763,531,0.000031,125.8992,funny
0.929336,-13.27609,-14.09496,0.001233,222,733,1.058743,3.044864,3.077578,-7.998398,2.615234,-18.28181,-3.732733,3.054346,27.02319,5.198865,3.902614,0.140627,0.972448,4.832612,5.525313,3.706577,0.00103,1.69794,0.392226,1954,1.81339,129,0.000382,122.4445,funny
-0.170446,-14.44581,-13.79113,-0.000186,989,394,0.96264,3.168225,3.048499,1.596489,2.790366,-12.99221,1.182417,3.172197,12.46584,3.548824,3.058774,0.147449,0.657455,4.686984,5.077162,4.124415,0.002216,1.019255,0.181329,1121,1.29416,567,0.00014,116.4528,funny
2.023119,-8.896103,-8.371836,-0.000211,855,1038,-1.410841,3.356572,4.17331,0.479235,3.735111,-17.7548,-1.126226,3.016205,21.46979,4.660116,3.487921,0.076801,0.016959,8.730695,3.920484,4.175094,0.003476,0.977424,-0.214919,834,1.198344,1168,0.000198,126.9186,funny
0.892991,-7.149909,-10.05635,0.000549,946,109,-5.353957,3.707066,2.918915,2.813235,3.544006,-18.72975,-2.493107,3.034873,15.45959,4.194287,2.971242,0.095926,0.851278,6.879315,5.966835,4.417942,0.002614,0.662848,-0.037079,2076,0.983009,976,0.000034,127.7681,funny
0.680522,-10.59459,-12.71915,0.00378,428,2626,-2.921497,2.741934,2.810242,-1.935565,3.17104,-25.42277,-1.895811,3.105082,25.78834,5.097131,3.210066,0.135814,0.795017,5.800552,6.69527,5.472881,0.002771,1.401446,0.278586,290,1.71612,367,0.000116,125.0497,funny
0.649293,-5.310401,-4.097232,-0.005205,1883,471,1.149437,3.588547,3.614378,-4.39708,3.501384,-18.62625,-5.301971,3.203557,15.26406,4.103189,2.798258,0.031108,1.464867,8.063994,11.86317,5.544171,-0.002245,0.854416,0.241901,464,0.894662,2591,0.000056,120.0495,funny
0.509359,-11.836,-11.69578,-0.005679,2065,467,0.240018,3.294543,3.406277,0.060411,3.223269,-25.33325,-1.226697,4.196383,30.29232,5.512721,3.460768,0.101633,0.604941,7.383476,6.720538,5.864775,-0.003145,1.479633,0.093956,859,1.519858,461,0.000263,125.0497,funny
-0.932214,-12.20444,-13.16826,-0.000253,2058,2055,-4.038673,3.036903,2.906553,-0.652832,2.671496,-17.36549,0.474644,2.774562,13.80765,3.743283,2.890489,0.135254,1.080477,6.653487,4.566136,3.614181,0.001641,1.058296,0.240388,2770,1.187279,1771,0.000085,117.2586,funny
1.116269,-4.368544,-5.242324,-0.000153,1597,992,-1.732622,2.949536,3.044324,-4.495217,2.995055,-15.95428,-1.793292,2.899085,8.939853,3.025328,2.895887,0.050106,0.925256,4.260717,3.621706,3.404111,0.003643,0.820377,-0.185317,414,1.209305,1025,0.000031,119.0672,funny
0.269114,-13.13442,-13.8033,-0.00067,2981,710,-0.259413,2.989815,2.888595,-0.281919,3.212383,-16.50801,1.193318,2.802068,13.05541,3.61368,2.989965,0.150315,1.371026,6.718676,3.758709,3.396384,0.000504,0.908857,-0.110297,2583,0.932584,1125,0.000151,107.5511,funny
1.114494,-11.12364,-13.19102,-0.002055,1114,1132,-3.401529,3.722619,2.952568,-2.606624,3.163811,-12.3725,-1.310276,3.442967,12.97081,3.644675,3.660965,0.12115,1.555425,9.614501,5.598355,6.31499,-0.001544,0.914906,0.248221,1109,1.016379,1152,0.000164,124.1118,funny
0.89488,-13.81771,-13.66752,-0.00069,1726,49,-2.839144,3.184354,3.966363,-0.629837,3.055296,-24.7911,-6.575684,3.516988,23.62375,4.888012,3.286377,0.154634,0.362934,9.141031,5.98691,4.897419,-0.00095,1.286105,0.149596,1321,1.223204,2077,0.000144,115.9176,funny
0.865155,-11.47792,-11.48815,-0.000852,2336,179,-0.472837,3.227004,2.987065,-0.397164,3.076765,-12.15091,-1.403008,3.557439,6.03106,2.462418,3.078858,0.119917,2.070978,8.638061,4.935521,3.320191,0.001242,0.548749,-0.234607,2447,0.840398,1467,0.000101,0,funny
