@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[2]_linregc1 numeric
@attribute mfcc_sma[5]_minPos numeric
@attribute mfcc_sma[7]_minPos numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[8]_kurtosis numeric
@attribute mfcc_sma[9]_amean numeric
@attribute mfcc_sma[9]_kurtosis numeric
@attribute mfcc_sma[10]_min numeric
@attribute mfcc_sma[10]_amean numeric
@attribute mfcc_sma[11]_kurtosis numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute mfcc_sma[12]_stddev numeric
@attribute mfcc_sma[12]_kurtosis numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_RMSenergy_sma_de_skewness numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_kurtosis numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[5]_amean numeric
@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_minPos numeric
@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute pcm_zcr_sma_de_minPos numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute F0_sma_de_max numeric
@attribute output {funny,notfunny}

@data
0.48427,-8.447979,-8.694938,0.000383,2151,2264,-3.838753,3.364455,2.714301,-2.562849,3.047375,-20.94955,-2.628882,2.839056,17.72061,4.306741,3.243078,0.126292,1.181543,6.702452,5.798213,4.706272,-0.001731,0.843721,0.136304,815,0.894081,1858,0.000062,89.38617,funny
0.117794,-5.715781,-4.177854,-0.002372,2691,1880,-7.659793,2.57539,2.510307,-2.269529,2.647821,-16.88331,-0.157135,2.930477,18.43939,4.303061,3.15023,0.063811,0.761417,7.848911,8.341836,4.800387,-0.003806,0.670007,-0.173649,517,0.706002,1673,0.000055,125.0497,funny
0.653241,-8.19339,-6.384531,-0.00059,2872,656,-4.629722,3.226601,3.289855,-1.364937,2.949936,-19.85616,-1.966117,3.077432,19.39523,4.457042,3.165365,0.091155,0.931107,7.322517,6.020887,4.224307,-0.000164,0.800495,0.119826,1505,1.064737,275,0.000106,119.8449,funny
2.177716,-6.867069,-5.509395,0.002421,158,2426,-4.645501,3.505903,3.001531,-7.236796,3.363139,-25.33401,-4.584441,4.41152,57.47692,7.607117,3.643559,0.064067,0.517877,16.56426,6.526258,4.144443,0.005292,1.277083,0.408084,1734,1.828084,2655,0.000134,126.7903,funny
0.679788,-10.45754,-10.32874,-0.000739,905,2601,0.899232,2.695223,3.226968,-1.185835,2.861223,-19.8753,-1.031185,3.27833,43.46482,6.59776,3.183827,0.098559,0.833702,4.515639,2.945476,3.698017,-0.004625,2.201758,-0.18421,277,2.220323,234,0.00021,120.6623,funny
3.648206,-7.583662,-7.420182,0.001105,2391,2058,-2.876268,2.793272,2.932821,-4.116961,3.089152,-27.85104,-7.991574,3.194137,42.744,6.602903,2.705819,0.095196,1.467721,42.87004,7.017185,3.83125,-0.002202,0.781622,0.206921,2834,0.964274,2622,0.000032,126.2023,funny
1.532073,-8.950862,-7.218825,-0.002111,2512,782,-0.418194,3.166317,3.978441,-1.262743,3.750581,-22.9149,-2.351552,3.499375,24.39688,4.951714,3.336106,0.06589,0.824389,9.482853,5.615747,4.828623,-0.000949,1.670797,0.239848,536,1.360048,561,0.000215,119.7366,funny
2.065991,-5.809908,-4.960615,0.001234,2195,1204,-1.858028,3.803705,4.020206,-0.863364,2.963686,-21.31215,-4.219893,3.104622,19.91561,4.517448,3.059556,0.058174,1.106671,17.30688,6.714415,4.190594,0.001401,1.166503,0.254227,969,1.257032,795,0.00023,127.7681,funny
1.83092,-8.550291,-8.78153,0.000906,751,901,-3.832678,2.724605,3.177239,-8.629478,2.985747,-20.98507,-2.971168,3.422256,29.79977,5.458928,3.176933,0.121629,0.439731,15.47754,6.304573,3.673045,0.001271,0.773647,0.465847,2144,1.01684,1040,0.000026,125.0497,funny
2.828987,-12.34229,-12.30551,-0.001393,148,271,5.117909,2.993922,3.241457,-1.494762,3.070813,-20.178,-1.137283,3.096807,12.69593,3.572279,2.928436,0.094089,0.903943,17.78938,5.39331,3.907377,0.000278,0.631626,0.050826,1112,0.754221,2296,0.000186,51.55555,funny
-0.120186,-15.63831,-14.61299,-0.000554,405,2953,0.72589,3.235426,4.145697,0.282363,3.194627,-15.2669,-0.676214,3.089221,10.37369,3.235148,4.571494,0.141323,1.77013,17.86,13.44325,4.101242,0.004289,0.962186,-0.198929,473,1.063119,214,0.000175,83.30524,funny
0.057832,-12.74134,-12.87038,-0.000374,1770,321,-0.987366,2.980717,3.431895,-2.057909,4.518208,-14.84792,-0.516933,2.950422,10.54135,3.247365,3.022706,0.139022,1.054343,6.016224,4.570373,4.05338,-0.001633,0.850124,-0.181007,1509,1.039427,234,0.000136,113.7449,funny
1.533381,-14.77491,-14.47531,-0.001975,1519,1680,-2.885849,3.009006,4.57757,1.905722,4.63221,-21.24227,2.864991,5.263458,32.27927,5.769051,5.144103,0.130748,1.109061,8.716252,6.263013,5.346308,-0.006182,1.729756,0.297152,1249,1.837756,1124,0.000647,127.7681,funny
1.204194,-13.58808,-17.5905,0.001981,623,1424,-1.51108,3.300885,4.106655,-1.123617,7.155372,-23.25829,-1.153049,2.933432,28.3466,5.635831,3.54089,0.19203,1.035923,8.642941,4.992603,4.991558,0.000326,1.511348,0.230235,621,1.624126,1375,0.00027,99.77226,funny
0.80866,-9.29884,-8.669932,-0.000642,1944,823,5.102463,3.460828,3.114012,0.57645,2.596526,-11.4594,-0.373245,2.744697,9.685575,3.236185,3.632851,0.082376,0.525222,5.148424,3.514889,3.249564,0.000829,0.831936,0.074756,743,1.010442,2938,0.000065,114.0546,funny
0.681146,-7.243093,-6.814234,-0.000307,454,1581,-3.319184,3.766204,2.834442,-2.858748,3.317471,-20.35694,-6.055567,3.055602,22.17687,4.774644,3.713632,0.087917,0.894522,5.108314,6.721097,3.814571,0.000248,1.09239,-0.31232,680,1.203622,500,0.000087,118.4845,funny
0.601452,-14.82345,-14.98636,0.000118,992,1717,0.041504,2.982726,3.252923,-2.83377,3.434979,-19.17959,-0.685995,3.434268,29.44643,5.430628,3.204484,0.161827,0.583608,7.336518,5.318038,6.155256,-0.00011,1.276426,0.19695,391,1.331863,2945,0.000158,126.5788,funny
1.54612,-5.604851,-7.330883,0.00126,2143,642,0.532497,2.649651,3.240312,0.074997,3.304888,-15.84257,-1.891437,3.232069,14.89815,3.871665,2.805634,0.077155,0.989973,6.998632,5.700748,4.959161,0.0009,0.914126,-0.426629,2931,0.999203,765,0.000091,125.3895,funny
1.833141,-8.397128,-6.81676,-0.002087,264,1093,2.116884,2.873465,3.105974,-1.042231,3.766642,-13.38937,-0.408775,2.909223,16.65518,4.082567,3.300663,0.062149,0.713403,6.568381,4.353237,3.835871,0.006077,1.977069,0.135753,163,1.829843,2018,0.000164,104.9524,funny
1.594934,-11.64552,-11.38763,0.000165,2697,1817,0.123128,3.208292,3.21055,0.337592,2.851617,-12.46535,1.04239,3.031886,12.00233,3.57268,2.981607,0.125956,1.081313,10.63782,4.953334,4.532247,0.002448,0.586658,0.144088,1277,0.821725,2004,0.000048,114.3821,funny
0.200423,-11.62244,-11.67683,0.000396,899,2159,1.515849,3.415133,3.465415,-0.309323,3.520547,-16.13634,-1.75609,3.383928,12.75908,3.578397,3.819368,0.114605,1.330802,5.97527,9.887859,3.859256,0.001356,0.735804,-0.110621,2065,0.953721,2800,0.000097,125.0497,funny
-0.168002,-8.745862,-2.352877,-0.000588,1129,1131,0.758396,2.725921,3.078759,-2.581327,3.090276,-21.47401,-1.858974,3.148345,17.41991,4.228517,3.231467,0.060652,1.148912,6.870821,7.90501,4.198105,0.001062,1.12176,0.453568,2804,1.097653,479,0.000078,109.5109,funny
1.3604,-9.189751,-8.981975,0.000572,1123,594,-1.083296,3.32461,3.397578,-1.35062,3.236728,-17.84973,4.084042,2.896091,14.73377,3.877438,2.737398,0.094739,1.295316,8.322295,6.312999,4.454671,0.000656,1.324028,0.18238,994,1.166804,2922,0.00013,116.0927,funny
1.148403,-11.36452,-12.49438,-0.000533,1494,1947,-6.909387,2.878839,2.929973,0.090926,3.184763,-19.61259,-2.567285,3.051007,19.51573,4.424859,3.103943,0.130689,1.542794,8.542735,6.17395,4.792297,-0.000143,1.189138,0.502064,1734,1.117147,1029,0.000191,83.41006,funny
1.210802,-3.764811,-5.295039,0.000172,1807,1327,-3.187869,3.525968,4.595564,-1.148702,3.400071,-19.64932,-3.194772,3.440297,24.78691,5.0476,4.68239,0.086505,0.989701,7.404917,7.794592,5.557989,-0.004044,1.100113,0.277335,2421,0.995267,2464,0.000169,127.4283,funny
0.731502,-8.934183,-5.796101,0.000375,88,991,-1.606718,3.026275,2.935214,-2.334892,3.337105,-27.70682,-5.382098,4.449401,29.54486,5.444906,3.822153,0.08304,0.899165,7.676767,6.811904,5.141073,0.007359,0.978874,0.014587,921,1.057006,1545,0.000058,125.0496,funny
0.537315,-11.76535,-11.62418,0.000052,353,326,0.276272,4.503657,4.501649,3.581041,6.476125,-20.29634,3.345579,4.772262,26.45685,5.145061,5.046237,0.095771,1.047616,6.302107,6.531496,4.143102,0.000576,1.874517,-0.072958,1282,1.614272,1258,0.000323,127.1027,funny
0.342316,-11.89692,-12.51526,-0.00005,1970,898,3.147707,2.584547,2.8222,1.901129,3.05535,-19.861,-2.244041,3.541489,17.22279,4.163425,2.97797,0.119502,0.825454,5.730287,6.622718,3.98329,-0.001943,0.953732,0.051878,962,1.211529,899,0.000118,104.9524,funny
0.882043,-15.22992,-14.93018,-0.000038,850,3,-1.932957,2.97627,3.151163,-3.268852,2.799294,-18.2168,-2.63328,3.057353,28.92598,5.388291,3.070908,0.157425,0.400646,3.822039,3.342969,4.146384,0.002319,1.098259,0.213246,388,1.400036,683,0.00023,117.1016,funny
0.473378,-6.763202,-6.96236,0.000089,2359,684,-1.250289,2.689556,2.920495,-2.347005,3.232309,-17.38556,-2.741794,2.947732,13.20754,3.642384,2.866413,0.086915,0.452078,5.104437,6.008937,3.882421,-0.002375,0.683658,0.189042,2257,0.926843,1348,0.000032,118.2457,funny
1.624482,-6.088236,-3.977247,0.000861,1984,912,-9.31747,2.671239,3.093937,0.358854,2.764149,-16.39509,0.581645,3.029675,24.96004,5.113749,3.389889,0.077742,0.075753,9.673214,6.515384,3.942338,0.004353,1.055548,0.075478,486,1.711568,83,0.000183,123.7953,funny
2.356199,-9.461708,-8.723759,0.002123,2965,1236,-2.278659,3.480059,2.949444,-5.928936,3.027575,-17.09508,-4.985761,3.210798,12.97197,3.690099,3.243945,0.120274,1.247004,25.5899,5.339081,3.831707,0.0023,0.691543,0.189789,1333,0.784325,2251,0.000117,126.5788,funny
1.3604,-9.189751,-8.981975,0.000572,1123,594,-1.083296,3.32461,3.397578,-1.35062,3.236728,-17.84973,4.084042,2.896091,14.73377,3.877438,2.737398,0.094739,1.295316,8.322295,6.312999,4.454671,0.000656,1.324028,0.18238,994,1.166804,2922,0.00013,116.0927,funny
0.647988,-4.0445,-2.974776,-0.000381,255,1639,-1.169743,3.56257,3.286244,1.297825,3.760098,-9.207782,5.294073,2.997262,14.83416,4.866939,2.916517,0.042538,1.355385,8.621646,6.474526,4.382253,0.006926,0.846153,0.13971,2298,1.103281,403,0.000027,120.2579,funny
0.642079,-10.74541,-9.626737,0.002039,1309,2587,2.235193,4.033388,3.237581,1.357947,2.935061,-16.73084,-1.555042,4.05842,24.48545,5.024195,3.797639,0.100406,0.751627,5.919878,5.229888,4.345694,0.0003,1.232491,0.213994,1714,1.406484,2292,0.000153,124.7736,funny
1.350182,-6.765365,-7.121802,-0.000173,2180,252,-1.39893,3.033359,3.367847,-1.041944,3.40064,-20.81726,-2.301084,3.092021,33.90182,5.890198,3.86366,0.069604,0.95617,10.48657,5.868179,4.530536,-0.001886,1.349589,0.283781,1030,1.21481,2948,0.000125,124.0926,funny
1.249262,-5.173332,-7.188569,0.000162,311,1151,1.657328,3.884421,2.962135,-2.744098,3.108205,-11.87757,0.9105,3.475757,16.64974,4.170142,2.768085,0.085663,1.48261,15.5786,7.500814,3.870736,-0.002493,0.739766,-0.130825,2786,0.858631,869,0.000034,122.4445,funny
1.415253,-4.095891,5.432595,0.004232,1056,1793,-2.023521,3.322811,2.556432,-2.266062,3.296204,-15.88886,-1.527796,2.236124,13.07309,4.051193,2.82923,0.068068,1.430056,9.239063,6.522338,5.272666,0.006164,0.74359,0.323458,2481,0.801708,2198,0.000069,123.1611,funny
0.835279,-11.31861,-10.6551,-0.001187,1942,476,-3.835646,3.306014,2.938452,2.315299,3.461972,-16.90601,-0.996362,2.927803,21.68975,4.691873,2.855015,0.123961,1.182424,8.847425,5.083601,4.034556,0.000773,1.424659,0.056992,1829,1.777994,373,0.000218,108.1235,funny
0.914933,-10.20488,-10.77947,-0.000062,1714,1867,-2.520658,3.073483,3.168343,-2.099958,3.433679,-21.71756,-3.810296,3.688847,19.22478,4.385224,3.465865,0.132048,0.973455,6.306864,6.7356,4.004659,0.000027,1.734053,0.000738,668,1.640041,1240,0.000269,118.8793,funny
1.712889,-5.100043,-7.814251,-0.00138,1753,2347,-4.968691,2.689533,3.020667,-2.884318,3.510323,-19.8419,-6.041176,2.867048,22.20844,4.790677,3.225535,0.076551,-0.099911,16.61293,6.154305,4.606391,0.002505,0.777663,0.023963,205,0.80427,310,0.00007,125.9253,funny
1.537513,-9.488311,-10.47977,-0.001661,494,1165,0.728824,3.144844,3.910235,-0.815439,5.582674,-12.68406,0.795907,5.487034,26.18209,5.168161,2.969378,0.1006,0.274072,6.82051,5.379083,4.980513,0.001557,0.837471,0.10991,2425,0.893233,402,0.000138,121.8322,funny
0.631619,-10.60056,-9.944086,-0.000188,1128,656,0.007152,4.537316,3.519988,-0.362873,2.964919,-19.82849,-2.997228,3.051253,21.98811,4.711715,3.009652,0.119724,1.147355,5.636414,4.942064,4.029078,-0.001279,1.117564,0.014665,607,1.305337,674,0.000265,116.8264,funny
0.547032,-11.21871,-11.11188,-0.000545,2876,2323,-1.776129,3.062935,3.047197,-0.054728,3.472791,-15.38945,0.270361,3.295995,16.50623,4.074053,3.505157,0.112725,1.356351,5.909258,3.354671,3.388181,0.003307,1.347426,0.120984,2009,1.378524,2761,0.000107,123.9099,funny
0.527611,-6.643298,-5.559745,-0.001468,1844,1431,-1.226626,3.107441,2.993149,-0.935292,3.103727,-19.60567,-0.720353,2.945789,32.07673,5.664184,2.905759,0.066992,0.997419,7.73777,5.518126,5.116382,-0.001453,1.197982,0.040424,1260,1.464553,2063,0.000087,126.7903,funny
1.877362,-6.651598,-7.669879,-0.001383,5,1237,-3.982098,3.005388,3.046361,0.233739,3.090678,-20.64217,0.336586,3.307954,16.36187,4.08883,3.239556,0.088685,1.503171,13.61851,5.93231,4.395035,0.004673,1.112585,-0.113553,2376,1.261362,445,0.000146,125.0497,funny
1.078273,-7.061254,-7.048719,-0.000589,2528,2570,-4.20907,3.823406,3.766413,2.357801,3.181787,-20.12844,-1.407573,3.078595,21.89585,5.038894,3.047779,0.077385,0.6043,10.66513,6.34471,4.413008,-0.003978,0.947155,-0.383614,2430,1.121719,1707,0.000096,125.0496,funny
1.155217,-12.92247,-12.58967,-0.001982,2268,953,3.128438,3.021268,3.237828,-1.521694,2.415979,-10.87929,0.743846,2.911579,11.45985,3.555498,3.419569,0.134064,-0.133246,14.14064,6.190651,3.739173,0.001233,0.819357,-0.119418,1271,0.794165,436,0.000138,124.0415,notfunny
0.619178,-12.21829,-12.49966,0.000683,348,1525,1.45569,2.644611,2.773782,0.801131,3.180401,-22.87469,-4.202116,3.273713,23.21442,4.964231,3.135768,0.127004,0.68067,7.607391,4.911998,3.673026,-0.00003,0.885632,-0.148827,1816,0.977186,2758,0.000095,124.9162,notfunny
2.047073,-8.550108,-10.26006,0.002145,1012,1287,5.0177,3.31,2.825732,4.419504,3.718396,-21.54419,-1.890275,3.121311,19.02272,4.362924,3.248218,0.076867,1.920487,10.21797,3.737066,3.853988,0.000687,2.030782,-0.878275,1219,2.100926,816,0.000165,124.1118,notfunny
2.031073,-6.432794,-6.913595,0.000182,1780,830,-2.802912,2.801357,3.678972,-0.473367,3.380966,-22.03345,-1.352539,4.186193,17.44812,4.190059,4.121478,0.044311,0.808227,9.825665,7.061761,4.408442,-0.004413,1.396326,0.030439,1578,1.230529,2282,0.000084,107.2538,notfunny
0.460966,-10.25116,-10.22506,0.0004,2087,861,-2.974044,3.328796,3.939663,-1.115789,2.737124,-15.04638,-1.386476,2.904789,18.5893,4.318905,3.125501,0.104181,0.868079,4.367746,4.677892,4.559478,-0.000777,0.926443,0.101032,312,1.140859,2845,0.000102,126.2531,notfunny
0.702834,-7.84274,-8.996593,-0.000894,1590,1688,3.150233,2.647996,2.671802,-3.989312,3.408565,-13.74507,-2.224952,2.96813,16.99119,4.123204,3.484467,0.085047,1.240503,9.648346,5.089596,3.637269,0.001604,0.630882,-0.028533,2257,0.847289,1649,0.000042,122.79,notfunny
0.868707,-3.785745,-5.543818,-0.000627,1431,2918,-1.596834,3.248742,3.194604,-0.736105,3.086618,-18.80634,-2.364606,3.041319,17.07376,4.157218,3.210151,0.044742,0.942002,5.413425,3.886106,3.764737,-0.00354,1.662786,0.022684,181,1.668007,693,0.000046,120.3603,notfunny
0.342316,-11.89692,-12.51526,-0.00005,1970,898,3.147707,2.584547,2.8222,1.901129,3.05535,-19.861,-2.244041,3.541489,17.22279,4.163425,2.97797,0.119502,0.825454,5.730287,6.622718,3.98329,-0.001943,0.953732,0.051878,962,1.211529,899,0.000118,104.9524,notfunny
2.157045,-5.88091,-4.614113,0.000892,329,1514,-8.170114,2.802546,3.177878,-5.846123,2.824429,-27.96432,-9.989253,3.172068,17.94572,4.243027,3.092196,0.059,0.489452,13.70966,7.284833,4.211444,-0.00042,0.910767,0.033395,1540,0.962471,2793,0.000182,114.1357,notfunny
2.157045,-5.88091,-4.614113,0.000892,329,1514,-8.170114,2.802546,3.177878,-5.846123,2.824429,-27.96432,-9.989253,3.172068,17.94572,4.243027,3.092196,0.059,0.489452,13.70966,7.284833,4.211444,-0.00042,0.910767,0.033395,1540,0.962471,2793,0.000182,114.1357,notfunny
0.571143,-10.05431,-10.87136,-0.001441,860,2372,2.223935,3.282468,4.071883,3.044283,3.551332,-20.08051,1.076292,3.026526,15.63208,3.957458,3.10512,0.088663,0.945961,7.701565,4.345984,3.843194,-0.004202,1.626989,0.190188,24,1.961276,608,0.000119,123.2962,notfunny
1.243128,-8.042363,-7.028229,0.000228,1737,624,4.64934,3.058179,3.54509,0.642522,3.136024,-11.73803,-1.154376,3.254282,11.3981,3.406384,3.40934,0.038258,1.34328,7.073673,4.691212,4.942226,0.000324,0.693243,-0.12045,2325,0.791592,2164,0.000041,119.6032,notfunny
1.114494,-11.12364,-13.19102,-0.002055,1114,1132,-3.401529,3.722619,2.952568,-2.606624,3.163811,-12.3725,-1.310276,3.442967,12.97081,3.644675,3.660965,0.12115,1.555425,9.614501,5.598355,6.31499,-0.001544,0.914906,0.248221,1109,1.016379,1152,0.000164,124.1118,notfunny
2.219127,-7.124928,-6.885217,-0.000426,292,1857,3.133339,2.617434,2.802199,-0.772199,3.073914,-18.37428,-1.82132,2.860081,16.76591,4.095373,3.03174,0.056478,0.541788,9.088211,5.312037,4.499398,-0.001437,0.902228,-0.005625,1029,1.14819,434,0.000116,108.9338,notfunny
1.879772,-16.9885,-17.82505,-0.00019,2554,1515,-2.593317,2.455632,3.538304,5.247689,3.590835,-23.88708,3.446747,3.577501,33.29305,5.782544,3.1948,0.185542,1.733229,11.48214,9.404021,7.28653,-0.000773,1.261175,0.408432,1155,2.026572,2766,0.000408,124.4338,notfunny
1.879772,-16.9885,-17.82505,-0.00019,2554,1515,-2.593317,2.455632,3.538304,5.247689,3.590835,-23.88708,3.446747,3.577501,33.29305,5.782544,3.1948,0.185542,1.733229,11.48214,9.404021,7.28653,-0.000773,1.261175,0.408432,1155,2.026572,2766,0.000408,124.4338,notfunny
1.638238,-3.472583,-6.118427,-0.000206,770,227,3.766593,4.030111,3.187836,-3.520856,2.746172,-19.22441,-2.517297,5.416039,24.95532,5.418588,4.273541,0.096514,0.622679,8.837318,6.727329,4.547759,0.0026,0.942227,0.217058,142,1.134736,1058,0.000057,125.0497,notfunny
1.284713,-11.62909,-11.79848,0.001432,427,1778,-3.588464,3.045564,2.943708,-0.13453,2.717673,-17.42548,-2.451599,3.263941,16.50688,4.067562,2.820527,0.116035,0.586911,7.43292,4.81258,4.463439,0.001052,0.910629,0.183967,287,1.030184,2274,0.000153,87.2197,notfunny
1.284713,-11.62909,-11.79848,0.001432,427,1778,-3.588464,3.045564,2.943708,-0.13453,2.717673,-17.42548,-2.451599,3.263941,16.50688,4.067562,2.820527,0.116035,0.586911,7.43292,4.81258,4.463439,0.001052,0.910629,0.183967,287,1.030184,2274,0.000153,87.2197,notfunny
0.561358,-8.704226,-10.21679,0.000858,2594,2564,-2.372999,2.651528,2.952419,-0.88184,2.928754,-24.27307,0.929017,2.992919,37.42447,6.128437,3.459782,0.124592,0.782946,10.13978,7.59501,3.917331,-0.000941,0.842126,0.182893,2705,1.047127,1896,0.000094,121.3512,notfunny
0.561358,-8.704226,-10.21679,0.000858,2594,2564,-2.372999,2.651528,2.952419,-0.88184,2.928754,-24.27307,0.929017,2.992919,37.42447,6.128437,3.459782,0.124592,0.782946,10.13978,7.59501,3.917331,-0.000941,0.842126,0.182893,2705,1.047127,1896,0.000094,121.3512,notfunny
0.561358,-8.704226,-10.21679,0.000858,2594,2564,-2.372999,2.651528,2.952419,-0.88184,2.928754,-24.27307,0.929017,2.992919,37.42447,6.128437,3.459782,0.124592,0.782946,10.13978,7.59501,3.917331,-0.000941,0.842126,0.182893,2705,1.047127,1896,0.000094,121.3512,notfunny
0.27874,-0.417096,-4.582312,0.003673,2934,2580,-1.180081,4.520105,3.643653,-1.159198,3.664658,-27.82089,-0.022111,4.035998,21.60022,6.400129,2.742216,0.061233,0.374968,7.880706,15.48769,6.151545,0.001099,0.730928,0.013951,2283,0.791926,468,0.000011,123.6466,notfunny
0.656734,-1.991752,-1.201681,0.000806,2748,1283,-11.22736,2.818356,3.025548,-9.484556,3.019221,-22.72459,-6.36869,3.025971,30.33799,5.509457,3.695989,0.050271,2.497417,25.43093,11.17682,7.797502,-0.002442,0.939084,0.650185,53,0.686966,518,0.000018,125.0497,notfunny
3.345009,0.897068,4.978157,0.005051,1472,1233,-2.007777,2.607605,3.261538,-4.84605,3.535345,-16.93962,3.096872,3.095078,37.23124,6.818396,3.228446,0.059067,-1.296281,62.28035,13.57812,7.123353,-0.001068,0.928823,-0.521871,56,0.705253,88,0.00003,126.9186,notfunny
0.558559,-11.5529,-11.85139,-0.000214,2191,1727,-3.520143,2.778466,3.194287,-4.482025,2.966147,-15.88179,-3.457354,2.921632,18.30006,4.282019,2.806771,0.109528,1.005546,5.05984,5.022469,3.84651,0.001663,1.000066,-0.025376,1188,1.138447,1286,0.000069,108.3156,notfunny
2.545834,4.288026,5.698926,0.000892,216,296,-8.972784,2.566194,3.386554,-4.55238,3.324894,-27.06045,-8.70026,3.987792,37.66801,6.241189,3.73576,0.040419,0.736012,35.73103,6.482155,4.157561,0.007203,1.043697,0.114972,2257,1.150302,246,0.000081,126.239,notfunny
2.545834,4.288026,5.698926,0.000892,216,296,-8.972784,2.566194,3.386554,-4.55238,3.324894,-27.06045,-8.70026,3.987792,37.66801,6.241189,3.73576,0.040419,0.736012,35.73103,6.482155,4.157561,0.007203,1.043697,0.114972,2257,1.150302,246,0.000081,126.239,notfunny
2.545834,4.288026,5.698926,0.000892,216,296,-8.972784,2.566194,3.386554,-4.55238,3.324894,-27.06045,-8.70026,3.987792,37.66801,6.241189,3.73576,0.040419,0.736012,35.73103,6.482155,4.157561,0.007203,1.043697,0.114972,2257,1.150302,246,0.000081,126.239,notfunny
2.060924,-9.654689,-8.296092,0.000691,2378,52,-1.632419,3.149863,3.269245,-1.226627,3.494535,-20.52473,-2.463573,3.90287,18.36213,4.397068,3.077454,0.082698,0.112015,13.64847,7.72612,4.445003,-0.005034,1.2041,0.306984,914,1.014173,385,0.000143,108.5186,notfunny
2.195387,-1.659672,0.822942,-0.00001,2849,1510,-1.65747,2.503488,2.923466,2.895223,3.009104,-13.71808,2.220151,2.59746,40.13567,6.345492,3.791098,0.037621,1.024534,22.34584,5.766183,4.00666,0.000568,0.688251,0.229888,1965,0.72133,2470,0.000026,122.4445,notfunny
2.195387,-1.659672,0.822942,-0.00001,2849,1510,-1.65747,2.503488,2.923466,2.895223,3.009104,-13.71808,2.220151,2.59746,40.13567,6.345492,3.791098,0.037621,1.024534,22.34584,5.766183,4.00666,0.000568,0.688251,0.229888,1965,0.72133,2470,0.000026,122.4445,notfunny
2.195387,-1.659672,0.822942,-0.00001,2849,1510,-1.65747,2.503488,2.923466,2.895223,3.009104,-13.71808,2.220151,2.59746,40.13567,6.345492,3.791098,0.037621,1.024534,22.34584,5.766183,4.00666,0.000568,0.688251,0.229888,1965,0.72133,2470,0.000026,122.4445,notfunny
1.958779,-8.382837,-9.452558,0.000521,1507,9,0.762267,3.238051,3.561063,-2.082058,3.263916,-16.77342,-1.83209,3.539021,24.78699,5.083809,3.245514,0.102028,0.362369,11.60483,4.295237,3.995563,-0.000074,1.527338,0.352462,2731,1.871261,2583,0.000116,127.4283,notfunny
3.058536,3.182852,8.188938,0.000999,2374,2345,-4.621318,2.981214,3.106372,-1.292583,2.779527,-11.4047,4.513663,2.982187,25.58445,5.120385,2.993495,0.039654,1.606248,34.45109,13.94406,5.225481,-0.003694,0.818933,0.507013,2777,0.826565,1338,0.000031,127.7681,notfunny
3.058536,3.182852,8.188938,0.000999,2374,2345,-4.621318,2.981214,3.106372,-1.292583,2.779527,-11.4047,4.513663,2.982187,25.58445,5.120385,2.993495,0.039654,1.606248,34.45109,13.94406,5.225481,-0.003694,0.818933,0.507013,2777,0.826565,1338,0.000031,127.7681,notfunny
3.058536,3.182852,8.188938,0.000999,2374,2345,-4.621318,2.981214,3.106372,-1.292583,2.779527,-11.4047,4.513663,2.982187,25.58445,5.120385,2.993495,0.039654,1.606248,34.45109,13.94406,5.225481,-0.003694,0.818933,0.507013,2777,0.826565,1338,0.000031,127.7681,notfunny
1.116991,-5.357898,-6.178779,-0.001127,1935,1929,-4.373892,2.694255,2.685067,-4.127633,3.09749,-16.77152,-2.908193,3.162326,26.2426,5.193924,2.712421,0.078141,0.359275,9.90955,5.660862,4.743177,-0.00114,1.251877,0.407904,2280,1.455217,2222,0.000073,116.0257,notfunny
1.116991,-5.357898,-6.178779,-0.001127,1935,1929,-4.373892,2.694255,2.685067,-4.127633,3.09749,-16.77152,-2.908193,3.162326,26.2426,5.193924,2.712421,0.078141,0.359275,9.90955,5.660862,4.743177,-0.00114,1.251877,0.407904,2280,1.455217,2222,0.000073,116.0257,notfunny
