@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.051162,0.533864,3.383993,0.474883,0.265859,0.613663,0.775744,1.195873,2.663775,0.850773,0.455673,0.202277,0.197032,0.212535,0.031165,206429.50677,0.006961,0.264882,0.20114,0.342612,0.473852,1.719154,0.078834,0.077706,0.062277,0.055141,0.106257,0.302171,0.10214,0.032811,0.032725,0.054816,130,1.006879,62.24695,4.590745,1.38534,0.694185,0.671853,0.896215,0.087164,40.57313,5.063138,190.7823,0.886687,0.021923,0.027671,0.148525,0.000394,0.006899,1935.567,0.436552,0,0.829561,0.095815,0,0.141484,0.004485,389.2992,183812.2
0.080458,0.51933,3.826934,0.413956,0.306753,0.610689,0.782763,1.222629,2.706242,0.709722,0.381051,0.200601,0.215023,0.193044,0.042301,23120.612063,0.019621,0.454884,0.410782,0.390523,0.568077,1.467661,0.128637,0.093309,0.055239,0.055365,0.107986,0.306987,0.135558,0.036295,0.03248,0.057826,147,1.006949,70.72895,5.079838,1.450493,0.580905,0.764149,0.896228,0.098676,86.04189,5.008612,497.1672,1.61979,0.031242,0.030065,0.408719,0.000224,0.013359,8254.444,0.95742,0,0.618509,0.07784,0,0.236113,0.005168,665.5817,433554.6
0.060811,0.594779,3.195949,0.491148,0.434517,0.563394,0.726352,1.191963,2.704674,0.925671,0.482164,0.206984,0.2212,0.18691,0.041926,287879.548316,0.011231,0.421408,0.323378,0.378176,0.383868,1.596625,0.109772,0.083369,0.103553,0.066259,0.116753,0.308712,0.137017,0.031267,0.02681,0.053536,127.5,1.006635,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9
0.066331,0.233127,3.549425,0.41607,0.27941,0.580767,0.744614,1.201781,2.685659,0.911282,0.439573,0.211796,0.208445,0.223714,0.031753,29184.141728,0.023184,0.481426,0.236144,0.368328,0.530654,1.521522,0.123245,0.084235,0.057978,0.060818,0.106997,0.30747,0.129458,0.02806,0.026588,0.048631,130.75,1.007972,69.17708,4.586864,1.331623,0.89531,1.032066,0.891823,0.047334,31.91611,5.937405,296.3342,1.644056,0.042874,0.128608,0.291457,0.000309,0.004096,1423.59,1.065404,0,0.958056,0.132802,0,0.040212,0.002349,488.5737,397544
0.074097,0.651577,3.456689,0.458984,0.379849,0.586452,0.778039,1.226166,2.713457,0.978297,0.533841,0.246418,0.258605,0.235171,0.052074,27635.896035,0.0339,0.322949,0.289695,0.469515,0.523711,1.066347,0.108865,0.118777,0.084117,0.06327,0.11174,0.310959,0.220872,0.041487,0.03641,0.048211,155,1.013196,69.17708,4.586864,1.331623,0.89531,1.032066,0.891823,0.047334,31.91611,5.937405,296.3342,1.644056,0.042874,0.128608,0.291457,0.000309,0.004096,1423.59,1.065404,0,0.958056,0.132802,0,0.040212,0.002349,488.5737,397544
0.101839,0.276922,3.208033,0.521941,0.310979,0.652696,0.801527,1.25811,2.696094,0.973058,0.441111,0.220147,0.215081,0.207473,0.04296,74070.406085,0.016598,0.301829,0.354571,0.348986,0.421788,1.284482,0.098539,0.089213,0.073994,0.063658,0.11764,0.307174,0.12856,0.036167,0.028908,0.054297,123,1.007038,84.12137,5.993986,1.537444,0.602594,1.018585,0.899807,0.06713,22.1765,5.094021,294.8511,1.246863,0.024422,0.024388,0.189935,0.00014,0.009537,539.1258,0.432737,0,0.806924,0.087711,0,0.155901,0.003495,705.161,176282.9
0.1105,0.740571,3.905226,0.367915,0.234468,0.623259,0.800606,1.229257,2.703018,0.949743,0.475306,0.22437,0.249876,0.216471,0.055225,16461.29919,0.026208,0.463716,0.44805,0.506127,0.663321,2.506079,0.12435,0.12872,0.063896,0.068803,0.108397,0.30819,0.15162,0.039944,0.031004,0.057864,150.5,1.005106,81.31081,5.812732,1.536649,0.557919,0.79118,0.895447,0.063556,31.82842,4.917827,409.1228,1.214559,0.022173,0.046192,0.257773,0.000272,0.013975,1648.312,0.739349,0,0.743675,0.081389,0,0.190749,0.004375,973.0065,471835.3
0.030255,0.686714,3.163243,0.518427,0.377243,0.600095,0.78734,1.269763,2.699105,0.970516,0.38643,0.213212,0.230246,0.23324,0.028951,14186.455936,0.007783,0.260446,0.395457,0.443264,0.637205,1.094118,0.108695,0.094927,0.071209,0.059831,0.111255,0.30719,0.161862,0.033766,0.03619,0.054322,126.75,1.004599,50.79451,3.534283,1.173746,1.022678,0.531091,0.872166,0.055598,43.98118,6.610583,211.2167,0.983154,0.03861,0.10252,0.198788,0.000601,0.006275,1777.454,2.310835,0,0.95273,0.117292,0,0.045066,0.00214,238.1889,59527.4
0.151366,0.505124,3.325585,0.488464,0.220355,0.666803,0.787673,1.204381,2.678075,0.572333,0.427798,0.199935,0.213578,0.195225,0.031396,103847.181039,0.02218,0.196726,0.139343,0.336512,0.45347,1.436642,0.095513,0.083798,0.043219,0.062229,0.106503,0.305834,0.105269,0.030019,0.03137,0.063786,120,1.004513,100.693,7.062332,1.642795,0.535648,1.271817,0.89325,0.123545,43.34762,4.830859,108.1513,0.464232,0.006125,0.004655,0.101758,0.000079,0.016926,2648.811,0.09297,0,0.962051,0.107994,0,0.036534,0.002935,1207.52,132229.2
0.194388,0.774277,3.464348,0.446142,0.205961,0.659615,0.815525,1.180991,2.701703,0.853329,0.406298,0.20106,0.215787,0.201868,0.042075,51966.258587,0.067749,0.726602,0.409059,0.386101,0.732785,5.329842,0.112782,0.108894,0.142278,0.062639,0.108066,0.305263,0.135859,0.033544,0.040298,0.066032,141.5,1.002542,212.2089,12.25953,1.893443,0.370847,2.478294,0.854335,0.119993,98.19758,6.048322,9078.552,14.20575,0.059946,0.029036,2.544621,0.00122,0.018499,10883.48,4.480347,0,0.942077,0.132142,0,0.054604,0.003105,1633.655,949638.9
0.054882,0.025731,3.850538,0.419717,0.322881,0.638114,0.769656,1.226713,2.708166,0.681217,0.431652,0.189087,0.205466,0.186538,0.024178,196833.188136,0.022502,0.269101,0.190309,0.436042,0.546338,1.904694,0.131891,0.084421,0.080008,0.058611,0.108155,0.307336,0.185317,0.0289,0.02378,0.054467,131.5,1.004274,71.91813,5.073411,1.416707,0.655114,0.78182,0.89984,0.123779,81.21807,5.358236,276.5374,1.354485,0.03126,0.040105,0.185694,0.000122,0.013389,6027.663,0.489333,0,0.981358,0.08271,0,0.018306,0.001678,393.0697,112938.8
0.111663,0.609023,3.448993,0.468497,0.350868,0.64773,0.84234,1.30951,2.731155,0.885165,0.482669,0.203957,0.231566,0.197624,0.059847,1889.34327,0.018701,0.327898,0.345452,0.271823,0.416343,1.317415,0.083384,0.071159,0.057416,0.058109,0.123053,0.312344,0.10728,0.031349,0.022627,0.054973,124,1.004047,85.34902,6.197018,1.578177,0.60497,1.003353,0.90377,0.081963,27.48977,4.989632,278.5964,0.771209,0.011267,0.02786,0.180009,0.000103,0.014291,1813.874,0.234561,0,0.920107,0.105572,0,0.073559,0.002963,881.4828,258123.2
0.097583,0.766078,3.898541,0.381322,0.259682,0.625552,0.784762,1.208806,2.65558,0.72187,0.468586,0.221512,0.231583,0.188841,0.040365,73915.480538,0.030569,0.423074,0.360563,0.460033,0.609455,2.328343,0.109079,0.099258,0.09297,0.05726,0.110904,0.304232,0.152516,0.039857,0.028348,0.058682,154.25,1.003298,81.92789,5.744895,1.503332,0.55319,0.778106,0.895895,0.085625,64.03792,5.081091,253.9658,1.402466,0.02879,0.033744,0.097971,0.000153,0.008435,5051.73,0.521347,0,0.912783,0.096064,0,0.079663,0.002816,798.3687,258618.8
0.08517,0.451637,3.461374,0.451249,0.251541,0.569569,0.711695,1.178511,2.682593,0.679061,0.428727,0.236266,0.218284,0.205009,0.033795,19478.451053,0.010163,0.303256,0.16652,0.502424,0.493751,1.398158,0.11309,0.108909,0.057313,0.058104,0.100436,0.305652,0.126879,0.044958,0.025016,0.053388,154.25,1.004699,77.62884,4.799178,1.354784,0.627618,0.900659,0.894826,0.109443,65.4769,5.621906,129.9814,0.247186,0.005047,0.024385,0.093722,0.000173,0.009811,3833.855,0.350873,0,0.890147,0.127757,0,0.097851,0.003659,663.6264,40457.71
0.153747,-0.230208,3.477994,0.460069,0.267246,0.64383,0.769906,1.26117,2.709632,0.772132,0.449654,0.193433,0.225274,0.206369,0.033646,1133.579115,0.020398,0.241222,0.196402,0.350114,0.443269,1.48733,0.08507,0.077238,0.054877,0.062521,0.106694,0.308188,0.105511,0.0348,0.026176,0.056329,137.5,1.004779,99.23354,6.590897,1.577621,0.598219,1.283061,0.900898,0.180739,71.30582,5.22377,98.95347,0.622906,0.012651,0.006874,0.13101,0.00014,0.022299,4076.294,0.245489,0,0.907457,0.135955,0,0.084035,0.003374,1276.715,255510.3
0.141126,0.760345,3.949588,0.365524,0.283405,0.646659,0.779536,1.216429,2.700615,0.597392,0.441172,0.218353,0.219502,0.208597,0.033153,4683.273249,0.015225,0.285507,0.273244,0.388218,0.552792,0.973228,0.117027,0.097525,0.057098,0.058489,0.103626,0.306167,0.115658,0.033737,0.026291,0.060066,135.5,1.003873,93.42326,6.243594,1.551302,0.576361,1.168921,0.898289,0.131301,48.23045,5.025811,84.62841,0.195115,0.003237,0.008451,0.138893,0.000084,0.016664,2100.261,0.202513,0,0.943409,0.145054,0,0.053424,0.002784,1120.158,80497.61
0.069026,0.751345,3.523976,0.451681,0.232456,0.557674,0.737298,1.179134,2.675716,0.797257,0.43855,0.198252,0.215988,0.213704,0.029124,63753.045382,0.013996,0.302299,0.270055,0.327865,0.661968,2.037507,0.094981,0.105145,0.061573,0.055425,0.10587,0.305528,0.125479,0.035344,0.027038,0.050424,146.5,1.005241,78.4023,4.749523,1.322994,0.780774,1.136585,0.899787,0.136307,96.97171,6.107599,216.653,0.691123,0.013359,0.072547,0.27825,0.000211,0.012597,9631.21,0.339818,0,0.967377,0.136855,0,0.03158,0.00229,520.7573,74585.76
0.180219,0.50716,3.919366,0.328553,0.308568,0.685337,0.874073,1.295143,2.723843,0.872397,0.430946,0.232235,0.225095,0.219556,0.066234,1189.175861,0.049815,0.404619,0.321528,0.539501,0.642686,1.281287,0.096842,0.116959,0.052163,0.072706,0.11478,0.310538,0.134956,0.028728,0.033762,0.063592,152,1.004872,93.64582,7.154607,1.725974,0.418015,1.059635,0.888866,0.102999,37.06501,4.431057,427.5594,0.73241,0.020623,0.012479,0.328243,0.000159,0.016184,2073.322,0.678504,0,0.944075,0.12244,0,0.052833,0.002638,1495.284,1049556
0.097514,-0.275079,3.821739,0.417375,0.317735,0.608987,0.702625,1.151839,2.690995,0.484627,0.421634,0.188376,0.206546,0.159796,0.026252,48814.868876,0.022609,0.227076,0.205393,0.349705,0.568626,1.687984,0.099125,0.085344,0.06242,0.058803,0.098159,0.306464,0.101145,0.038745,0.025132,0.054568,153.25,1.003293,78.8946,4.877564,1.356463,0.43668,0.990472,0.891046,0.144185,111.0952,5.75218,42.63956,0.091641,0.004386,0.016166,0.213918,0.000068,0.00685,3601.676,0.42493,0,0.899467,0.087816,0,0.090486,0.003243,637.368,91070.1
0.075405,-0.085629,3.744757,0.419784,0.297274,0.578807,0.704906,1.130169,2.665811,0.58825,0.441758,0.202859,0.20174,0.204959,0.032673,112901.396067,0.017199,0.433181,0.512484,0.463746,0.532888,1.513993,0.087267,0.113029,0.079481,0.057596,0.111686,0.304325,0.107863,0.035856,0.032333,0.054026,133,1.008405,72.65016,4.760896,1.358764,0.737696,1.026208,0.892788,0.10719,56.2608,5.546679,315.1487,0.885918,0.012691,0.049532,0.350248,0.000205,0.013121,3637.096,0.4687,0,0.88482,0.108861,0,0.101981,0.003561,547.3338,116906
0.104794,0.357431,4.042449,0.345005,0.227857,0.59554,0.7503,1.21278,2.674502,0.772301,0.428067,0.206796,0.219218,0.183014,0.031466,19773.173019,0.019685,0.372343,0.469638,0.416828,0.694401,2.214687,0.131135,0.134121,0.06763,0.068012,0.104264,0.305638,0.115161,0.039801,0.044672,0.055907,153,1.002659,82.1969,5.384498,1.445248,0.57093,0.844748,0.897052,0.062708,33.38163,5.39679,169.0699,0.68307,0.016371,0.02366,0.107062,0.000112,0.006877,1132.775,0.638539,0,0.921438,0.123609,0,0.072438,0.002838,826.5056,207474.4
0.081162,0.172325,3.07391,0.540629,0.253122,0.648696,0.78358,1.245475,2.684576,0.667846,0.406636,0.200348,0.211292,0.181812,0.05473,29200.352903,0.010734,0.255475,0.269126,0.309168,0.422085,1.205382,0.077384,0.076169,0.051741,0.062923,0.108422,0.305103,0.115374,0.029583,0.02919,0.056762,128,1.011009,65.82259,5.17983,1.497559,0.633523,0.72345,0.902286,0.1131,38.72944,4.533344,209.5121,1.013439,0.021164,0.027729,0.361666,0.00008,0.016913,1596.142,0.332934,0,0.788948,0.070486,0,0.16662,0.002886,539.3978,148836.3
0.088931,0.669833,3.7994,0.375169,0.328802,0.612575,0.780582,1.247101,2.732294,0.910224,0.495143,0.231102,0.216458,0.213906,0.045398,10176.638473,0.016406,0.377512,0.392176,0.448651,0.5738,1.054642,0.089538,0.092136,0.062813,0.064477,0.109893,0.311656,0.164398,0.027821,0.041193,0.054098,155.5,1.007395,94.17206,5.950659,1.476077,0.703496,1.543894,0.903245,0.092707,58.50158,5.863195,288.6912,0.797511,0.015504,0.072635,0.495097,0.000157,0.010957,5377.444,0.618116,0,0.847537,0.114959,0,0.129304,0.004945,629.1122,141249.5
0.111754,-0.105229,3.336967,0.489639,0.244062,0.641182,0.780599,1.250192,2.711424,1.294392,0.480707,0.236496,0.238091,0.216182,0.051138,7849.815392,0.021677,0.321119,0.206927,0.357393,0.399182,1.178677,0.078684,0.07637,0.059465,0.066528,0.10743,0.308295,0.142921,0.022121,0.021987,0.056498,145,1.010282,79.55587,5.739284,1.528293,0.640044,0.961962,0.895007,0.053013,10.7437,4.92066,289.7251,0.929204,0.019426,0.030434,0.254785,0.000168,0.010652,300.0764,0.585076,0,0.885486,0.092792,0,0.101468,0.003686,873.554,386711.8
0.117359,0.017293,3.521491,0.455234,0.325389,0.621904,0.794587,1.233418,2.724889,0.888169,0.401735,0.216673,0.212111,0.210412,0.03601,45630.412098,0.026238,0.300832,0.233629,0.315684,0.524669,1.800718,0.087198,0.075855,0.072185,0.063601,0.118324,0.313086,0.122427,0.02993,0.031669,0.048394,127.5,1.003779,113.9206,6.994181,1.566788,0.608914,1.541978,0.89625,0.085656,41.65143,5.773376,372.6974,1.395991,0.027535,0.018923,0.492825,0.000199,0.011948,3043.997,0.855818,0,0.690413,0.097831,0,0.213885,0.00632,864.686,372298.3
0.079869,0.580158,3.912386,0.397875,0.267783,0.594953,0.790523,1.224503,2.712517,0.715064,0.436417,0.211916,0.214478,0.205432,0.029181,24993.867241,0.018785,0.292399,0.238225,0.401381,0.517148,1.747626,0.103595,0.077954,0.058372,0.060025,0.106941,0.307917,0.117061,0.03262,0.028168,0.059445,120.5,1.005567,79.14696,5.2335,1.416172,0.639162,1.056944,0.897768,0.080429,60.07495,5.680271,276.5353,1.099499,0.026351,0.045674,0.294135,0.000213,0.005786,3501.857,0.819792,0,0.885486,0.110243,0,0.101468,0.004056,614.6134,283379.7
0.12298,-0.014973,3.740773,0.430873,0.284738,0.643652,0.788537,1.26584,2.689374,0.961148,0.44037,0.218389,0.217541,0.213946,0.046919,25166.381774,0.03436,0.70359,0.499641,0.40782,0.538535,1.193632,0.096908,0.08846,0.059988,0.06641,0.106333,0.305985,0.134665,0.041378,0.027946,0.05995,134.5,1.005295,84.84319,6.062764,1.561374,0.629391,1.052391,0.894349,0.073658,29.14752,4.987429,642.9809,1.941785,0.035908,0.038079,0.457151,0.000248,0.009706,1310.016,1.414631,0,0.817577,0.101144,0,0.149245,0.004317,1079.073,816056.4
0.074297,0.115336,3.708026,0.449326,0.299706,0.571468,0.734549,1.204466,2.681983,0.580943,0.435196,0.212908,0.191399,0.196112,0.023714,36438.343893,0.014301,0.397064,0.273008,0.451121,0.544646,1.778441,0.098788,0.10883,0.059664,0.056015,0.106816,0.308034,0.19484,0.031658,0.028838,0.054361,137.75,1.003716,78.52992,4.76288,1.329818,0.739133,0.988325,0.901746,0.117941,82.84793,5.971395,166.7417,0.69107,0.013362,0.029337,0.153688,0.000134,0.011994,12352.69,0.327413,0,0.725699,0.086052,0,0.199193,0.004873,547.3149,45225.65
0.142921,0.425278,3.325028,0.502513,0.226267,0.636788,0.775149,1.218717,2.681619,0.689221,0.43612,0.208572,0.208892,0.185127,0.044957,20319.681972,0.032015,0.350084,0.378012,0.330923,0.433198,1.678345,0.092715,0.091693,0.06885,0.057473,0.105067,0.306425,0.112318,0.028283,0.023054,0.060139,124.5,1.004624,98.39461,6.481921,1.559371,0.593732,1.353467,0.898149,0.176289,67.94584,5.190199,192.9459,0.929143,0.016275,0.007556,0.327281,0.000096,0.02386,5879.163,0.346856,0,0.925433,0.136185,0,0.069053,0.003538,1134.092,333154
0.085901,1.077341,3.533114,0.445305,0.297132,0.550402,0.708254,1.113902,2.693805,0.747026,0.411088,0.200293,0.219925,0.189371,0.034222,666482.357333,0.017935,0.41201,0.218581,0.347548,0.423429,1.487142,0.08539,0.077618,0.041443,0.052547,0.097214,0.306393,0.138181,0.029749,0.03489,0.053538,147,1.004192,79.48158,4.879676,1.35555,0.574712,0.867455,0.895275,0.16015,139.2363,5.589473,290.9964,1.093149,0.018165,0.011374,0.157101,0.000128,0.012988,20283.59,0.447397,0,0.978029,0.145207,0,0.021502,0.001738,679.1042,112594.6
0.135798,0.081473,3.398275,0.470969,0.268228,0.636572,0.779011,1.221772,2.699443,0.9865,0.443225,0.217661,0.219589,0.204865,0.053681,7613.35443,0.029297,0.401612,0.254303,0.348277,0.441613,1.324765,0.082062,0.085619,0.062416,0.062524,0.108507,0.307244,0.120008,0.037355,0.02921,0.058281,149.75,1.005247,96.75166,6.361973,1.545654,0.582585,1.261451,0.897737,0.065524,21.48135,5.217607,370.7617,1.31371,0.02008,0.013066,0.28287,0.000093,0.012539,1231.989,0.546207,0,0.793609,0.12527,0,0.163903,0.005743,1158.514,428500.9
0.083534,0.856989,2.965214,0.557877,0.264437,0.678538,0.805716,1.264863,2.714214,0.546707,0.47197,0.218851,0.199348,0.175987,0.039502,1783.755487,0.009091,0.213279,0.194586,0.27037,0.451698,1.327906,0.078895,0.078142,0.055428,0.054103,0.111463,0.310089,0.097728,0.034,0.027496,0.059814,141.5,1.004113,77.13925,5.43728,1.472538,0.880726,1.269088,0.905851,0.100332,25.32725,5.255015,49.81619,0.121498,0.00428,0.062355,0.160873,0.000055,0.015202,729.7149,0.310611,0,0.924767,0.119668,0,0.069619,0.003771,516.4083,59979.74
0.09674,0.359931,3.795107,0.413554,0.255829,0.618193,0.77865,1.221206,2.687258,1.016136,0.515522,0.222308,0.239624,0.216523,0.036588,11118.813993,0.024608,0.486149,0.221239,0.411719,0.519279,1.42015,0.122014,0.097945,0.061249,0.070167,0.108663,0.305708,0.132898,0.034028,0.026233,0.054234,142.5,1.003527,82.95794,5.469116,1.454713,0.617126,0.884511,0.891753,0.052887,10.57978,5.404034,321.1572,1.051966,0.024182,0.035275,0.131301,0.000234,0.01105,299.3007,0.860007,0,0.887483,0.106901,0,0.099923,0.003547,839.2513,465794.5
0.104091,0.753702,3.950907,0.390202,0.278594,0.596017,0.788461,1.253386,2.691506,0.798212,0.422218,0.210127,0.206614,0.191401,0.041434,10090.729018,0.016086,0.403724,0.808539,0.610873,0.561227,1.358206,0.099063,0.093041,0.062062,0.074535,0.11409,0.307294,0.135019,0.030581,0.03291,0.053278,130.5,1.003417,88.06838,5.849342,1.489802,0.640277,1.040192,0.90115,0.053567,20.71759,5.387533,229.5489,0.744455,0.012618,0.032809,0.131038,0.000077,0.007845,472.5949,0.248527,0,0.926764,0.09768,0,0.067917,0.002714,748.797,121188.6
0.080161,0.334671,3.930864,0.423502,0.214446,0.59541,0.749597,1.214123,2.690365,0.641665,0.433224,0.203672,0.20902,0.194462,0.028004,41258.471962,0.008364,0.409961,0.281206,0.41249,0.515645,1.252474,0.102489,0.115846,0.051249,0.059935,0.105822,0.307246,0.17253,0.033225,0.029798,0.054434,156.5,1.004558,84.9477,5.339426,1.408802,0.722756,1.307663,0.900102,0.097851,43.97793,5.858993,82.92532,0.393847,0.012211,0.020892,0.092525,0.000157,0.008231,1693.566,0.376987,0,0.697071,0.088925,0,0.211304,0.006151,584.8829,50327.32
0.149009,0.196279,3.529285,0.450043,0.253935,0.654929,0.816148,1.250174,2.693171,0.88614,0.490323,0.223115,0.228984,0.207065,0.044408,1190.067095,0.032448,0.427825,0.274168,0.357261,0.85145,1.466728,0.105703,0.131624,0.086348,0.059632,0.108132,0.307408,0.133239,0.036904,0.044847,0.06016,146,1.004074,89.97588,6.255716,1.57267,0.604273,1.165206,0.896763,0.083566,13.12384,4.921798,253.2515,0.517396,0.010707,0.014236,0.221474,0.000204,0.022764,426.557,0.578203,0,0.904794,0.116741,0,0.0862,0.004394,1089.096,372656
0.057403,0.357585,3.291386,0.473978,0.319284,0.654649,0.802959,1.230521,2.722783,0.770366,0.390645,0.22389,0.213764,0.18539,0.029624,83684.39661,0.017147,0.440649,0.283521,0.450642,0.557613,1.147307,0.129527,0.095356,0.076466,0.069649,0.11067,0.310389,0.143013,0.040601,0.029046,0.054003,104,1.010862,73.54925,5.244412,1.433432,0.747278,1.012044,0.894927,0.080685,51.01553,5.488026,315.7673,1.639783,0.040615,0.195753,0.464298,0.000215,0.01208,7851.133,1.196249,0,0.948069,0.096073,0,0.049267,0.002843,384.6033,184109.4
0.068172,0.204811,3.509281,0.435244,0.278648,0.606794,0.757647,1.206912,2.69766,0.993399,0.47735,0.238,0.23321,0.210986,0.047802,35491.743521,0.014716,0.384732,0.38261,0.418829,0.651606,1.415859,0.099704,0.089822,0.060924,0.058117,0.10468,0.304855,0.129969,0.03028,0.02947,0.058713,106,1.009675,70.58202,4.895341,1.404928,0.726311,0.841447,0.896636,0.05694,18.63991,5.382139,382.7708,1.172279,0.035627,0.0719,0.28995,0.000217,0.008328,972.3716,0.958438,0,0.852863,0.086855,0,0.125571,0.003456,558.7399,554788.1
0.143828,0.325051,3.449703,0.477439,0.268521,0.646769,0.782176,1.203367,2.713439,0.644534,0.457591,0.222344,0.214647,0.209413,0.040894,39133.263224,0.025764,0.373815,0.194394,0.335779,0.466229,1.249013,0.109379,0.097512,0.056115,0.063799,0.110406,0.308879,0.144636,0.02841,0.0216,0.056813,126.5,1.002342,94.40734,6.398617,1.572055,0.555449,1.155414,0.894828,0.126269,41.91248,4.92808,326.7585,0.606533,0.008604,0.007223,0.200594,0.000097,0.016455,1491.835,0.47421,0,0.941412,0.111005,0,0.055193,0.003226,1182.83,258795.7
0.072803,0.605814,3.32258,0.471082,0.308723,0.599635,0.740394,1.159127,2.679764,0.69006,0.408116,0.208698,0.198447,0.186853,0.032371,189263.14668,0.017212,0.409364,0.24716,0.296004,0.43328,1.334778,0.104516,0.100176,0.066038,0.055484,0.102864,0.3035,0.165408,0.026549,0.023536,0.050519,108.75,1.009203,79.74523,4.845738,1.330939,0.715865,1.20525,0.903291,0.161241,108.6242,6.00147,271.7926,0.824257,0.013195,0.025893,0.262448,0.000092,0.018244,12206.96,0.332853,0,0.9747,0.155072,0,0.024676,0.00207,517.4278,108522.2
0.099471,0.682734,3.2585,0.50815,0.282401,0.6504,0.801376,1.203175,2.695674,0.80434,0.420849,0.219388,0.214789,0.197314,0.039691,55623.917206,0.035657,0.254325,0.359818,0.378965,0.444046,1.372806,0.106264,0.08945,0.068835,0.060475,0.108161,0.307879,0.124653,0.0338,0.039463,0.062494,136,1.004479,87.64703,5.977157,1.511768,0.620992,1.235608,0.897224,0.136011,63.34666,5.24673,169.3896,0.825853,0.018406,0.029842,0.128868,0.000127,0.016895,5570.671,0.348227,0,0.820906,0.116752,0,0.147118,0.00485,736.7749,217327.1
0.059629,0.21681,3.407974,0.5103,0.269129,0.612961,0.7945,1.239908,2.698612,0.766904,0.417902,0.219203,0.21164,0.197693,0.035375,9450.243021,0.011782,0.96857,0.405544,0.318444,0.547931,1.10723,0.100466,0.087443,0.058514,0.058202,0.110495,0.307843,0.136732,0.026683,0.030553,0.053644,135,1.004621,70.44636,4.722924,1.367898,0.845828,0.973694,0.897943,0.055431,20.87384,5.661416,185.2108,0.573043,0.016135,0.039138,0.219423,0.000276,0.008246,954.1259,0.692172,0,0.906125,0.105578,0,0.085119,0.003279,409.9549,97112.49
0.070033,0.427219,3.828914,0.382369,0.278583,0.563777,0.761667,1.168691,2.685255,1.015118,0.454064,0.205166,0.200481,0.184115,0.031547,54421.585874,0.01623,0.886131,0.585032,0.423029,0.57516,1.766053,0.144352,0.130378,0.065654,0.068514,0.1093,0.304806,0.157959,0.041181,0.034158,0.052559,130,1.003751,74.402,4.619607,1.32322,0.620764,0.649068,0.884558,0.052184,32.00993,5.921187,342.7104,0.917125,0.021116,0.07962,0.071646,0.000221,0.007985,1539.547,0.919741,0,0.924101,0.093511,0,0.070185,0.00257,570.6793,125980
0.041261,0.394227,3.339126,0.476868,0.307458,0.568225,0.773642,1.217044,2.678907,1.156222,0.481452,0.222586,0.249953,0.225743,0.037261,14855.59227,0.010999,0.356444,0.407486,0.341971,0.48982,1.693059,0.104871,0.08961,0.057421,0.055784,0.111665,0.303591,0.140081,0.029509,0.030363,0.054357,154.5,1.00486,56.69531,3.61908,1.1875,1.148121,0.832616,0.880273,0.050576,37.44695,6.566315,314.0482,0.569469,0.020587,0.288008,0.343295,0.000312,0.005384,2626.202,1.554127,0,0.928096,0.097151,0,0.066778,0.003096,301.8547,60008.19
0.065658,1.070512,4.05844,0.343566,0.365429,0.588317,0.760955,1.143037,2.677233,0.708695,0.394529,0.188617,0.183684,0.193301,0.031386,637242.26901,0.01034,0.304646,0.302204,0.315985,0.752123,2.534857,0.093213,0.12872,0.073861,0.046292,0.098383,0.305135,0.109019,0.035979,0.037175,0.061909,146.5,1.003319,74.74322,4.520366,1.295265,0.714009,0.916054,0.889382,0.134494,59.47967,6.066362,137.1801,0.54636,0.015031,0.040339,0.175407,0.000141,0.013277,2238.984,0.665105,0,0.742344,0.117761,0,0.191397,0.006218,524.2406,40212.31
0.121036,0.197668,3.640329,0.431147,0.244736,0.670476,0.825363,1.28597,2.693493,0.879052,0.399137,0.255734,0.224439,0.228122,0.045338,27587.872165,0.030454,0.306859,0.216392,0.391049,0.557764,1.164868,0.092702,0.087596,0.057784,0.067223,0.110642,0.305812,0.196411,0.033321,0.026192,0.05772,123,1.010343,76.7915,6.022894,1.606214,0.582753,1.052696,0.896101,0.076187,28.48663,4.593779,225.0169,0.840436,0.026739,0.050583,0.72486,0.000181,0.007584,981.0485,0.845316,0,0.81225,0.104749,0,0.152601,0.004444,895.7811,827310.7
0.155205,-0.105691,3.547331,0.434728,0.266244,0.664102,0.815868,1.249395,2.690047,0.755995,0.379121,0.200566,0.217128,0.199322,0.03319,1105.055471,0.023029,0.271392,0.320398,0.344033,0.456105,1.38598,0.0907,0.078939,0.054627,0.062961,0.107409,0.306699,0.105159,0.034919,0.030534,0.062145,140,1.003448,95.83429,6.717142,1.623092,0.506899,1.064704,0.897618,0.109009,46.73509,4.859484,203.3776,0.487294,0.009835,0.016297,0.163793,0.000126,0.013273,3638.266,0.398606,0,0.906791,0.10489,0,0.084577,0.003741,1228.194,339439.7
