@attribute Std_Acc1000_Mean_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_18 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5 numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric

@data

0.173562,-0.029438,3.287806,0.490153,0.236572,0.676113,0.805097,1.209389,2.685935,0.83153,0.447725,0.232381,0.241827,0.206335,0.037647,17966.849596,0.029522,0.329288,0.255868,0.360139,0.52909,1.520824,0.11377,0.070259,0.057878,0.067545,0.105199,0.305424,0.15965,0.03737,0.023057,0.05959,137,1.003911
0.062748,-0.331986,4.09568,0.346135,0.176206,0.662187,0.783483,1.2199,2.573616,0.881011,0.456701,0.238084,0.233628,0.183227,0.033237,22268.841268,0.01527,0.782597,0.457633,0.49173,0.500345,1.646721,0.115124,0.121321,0.063522,0.081967,0.105423,0.293147,0.132648,0.032668,0.029063,0.05613,126,1.004262
0.110052,0.173748,3.448548,0.460873,0.271546,0.625025,0.796787,1.238956,2.703103,1.131171,0.414866,0.224326,0.236319,0.206385,0.052497,48859.348216,0.037412,0.498627,0.409937,0.427894,0.587149,1.606652,0.109956,0.089591,0.052731,0.065277,0.116478,0.30818,0.101684,0.040084,0.033781,0.051837,120,1.008373
0.110879,-0.084938,3.432847,0.501526,0.249527,0.662428,0.792374,1.24301,2.693239,0.660469,0.410259,0.207341,0.204674,0.184181,0.028057,682.059795,0.013492,0.31843,0.193767,0.298937,0.493135,1.165434,0.09707,0.076488,0.050513,0.061648,0.109357,0.305673,0.132812,0.035195,0.02935,0.059728,128,1.004437
0.063756,0.967751,4.494566,0.276507,0.242066,0.58818,0.764179,1.216373,2.691596,1.040523,0.479702,0.2314,0.238516,0.216305,0.058548,46710.425283,0.015825,0.433392,0.408479,0.519541,0.526943,2.095197,0.120991,0.088532,0.075656,0.060049,0.109755,0.308089,0.184069,0.037565,0.040004,0.051506,147,1.004956
0.059068,0.275395,3.373209,0.488822,0.286712,0.62334,0.799206,1.231168,2.723984,0.799372,0.465812,0.204799,0.209393,0.209667,0.041258,4802.709999,0.015434,0.19635,0.233704,0.383758,0.688083,1.240985,0.087687,0.077305,0.068474,0.059523,0.108006,0.312746,0.136087,0.042285,0.025816,0.060947,140,1.007909
0.071528,0.687063,4.18154,0.321665,0.246053,0.575714,0.773759,1.184814,2.599553,0.942231,0.496586,0.226032,0.239904,0.212997,0.035287,313654.719015,0.012215,0.333015,0.266688,0.36966,0.466762,1.706567,0.121484,0.088324,0.053559,0.059817,0.107889,0.296561,0.153684,0.027812,0.028303,0.052724,159.5,1.005451
0.089969,0.114555,3.57675,0.448253,0.317378,0.569809,0.725824,1.204892,2.709031,0.932989,0.454009,0.226204,0.218205,0.20255,0.036512,53743.565013,0.034105,0.360987,0.334995,0.448281,0.509799,1.178704,0.103945,0.097982,0.072312,0.052799,0.112047,0.310782,0.137895,0.034429,0.034992,0.059835,111,1.005207
0.121847,0.390081,3.266399,0.508752,0.28409,0.654002,0.802163,1.258006,2.681523,0.689074,0.438381,0.2203,0.213814,0.200439,0.039688,2179.266442,0.017177,0.338935,0.309209,0.376144,0.434969,1.08183,0.084898,0.08883,0.065937,0.065596,0.107552,0.30537,0.159527,0.029024,0.02835,0.059997,157,1.004595
0.056453,1.007476,3.406327,0.477355,0.357246,0.595792,0.755537,1.195147,2.711971,0.914038,0.444669,0.20866,0.216467,0.198996,0.048183,34083.183049,0.013017,0.449363,0.281549,0.366255,0.451357,1.031098,0.097035,0.075496,0.07319,0.054168,0.102577,0.309804,0.121455,0.030208,0.032193,0.056843,118,1.010104
0.091108,0.782532,2.949346,0.553728,0.297647,0.566364,0.728197,1.172552,2.704664,0.973334,0.479047,0.219912,0.21722,0.200003,0.053089,619960.054038,0.049358,0.868468,0.773362,0.407631,0.472678,1.542375,0.127593,0.099947,0.06121,0.057632,0.101935,0.309792,0.147493,0.037121,0.028196,0.056029,156.5,1.007043
0.080108,0.092138,3.519576,0.44513,0.148566,0.584283,0.734037,1.177049,2.556892,0.835501,0.422064,0.201202,0.21657,0.208251,0.036433,185963.180553,0.011635,0.260483,0.191622,0.343944,0.465424,1.796972,0.08539,0.082378,0.043793,0.058383,0.10139,0.291011,0.162332,0.033253,0.02698,0.052248,144,1.006492
0.120859,0.30125,3.375953,0.492695,0.268416,0.621397,0.737695,1.223545,2.702991,0.606463,0.452178,0.213016,0.213911,0.185887,0.032015,1739.559469,0.011192,0.268731,0.148415,0.323358,0.441934,1.306415,0.08399,0.084103,0.058035,0.05805,0.109045,0.308286,0.123022,0.031946,0.03043,0.057049,126.5,1.003077
0.151728,0.228008,3.056812,0.548279,0.223148,0.643981,0.781972,1.178004,2.673738,0.637537,0.397814,0.208858,0.213968,0.208108,0.032775,69914.177424,0.018693,0.28142,0.344727,0.332694,0.402604,1.331997,0.095958,0.08306,0.053671,0.060729,0.105994,0.303386,0.110667,0.03542,0.033131,0.059384,138.5,1.005785
0.168453,-0.11516,4.128197,0.38671,0.232527,0.648876,0.785976,1.180166,2.669352,0.663569,0.395537,0.198998,0.209868,0.181648,0.031375,48230.379373,0.031468,0.216857,0.330524,0.350568,0.639697,1.612219,0.099323,0.110325,0.061127,0.07009,0.109919,0.30324,0.172564,0.033177,0.030652,0.055621,149.75,1.004157
0.102349,0.020196,3.99988,0.281432,0.184821,0.591992,0.760051,1.192843,2.659553,0.929249,0.432954,0.202638,0.223141,0.175714,0.027211,61073.258795,0.026459,0.540448,0.378373,0.471512,0.608728,3.762873,0.131175,0.099604,0.116294,0.06192,0.110063,0.301485,0.165017,0.039044,0.040641,0.056217,143.5,1.002533
0.046174,0.638605,3.881814,0.344897,0.397167,0.541572,0.709175,1.172311,2.715863,0.782814,0.425588,0.215056,0.212203,0.203816,0.036128,101528.520849,0.014847,0.47531,0.52716,0.402211,0.659257,2.203518,0.124677,0.134187,0.104286,0.056,0.110879,0.312203,0.154457,0.038421,0.041351,0.056298,155.25,1.003282
0.125767,-0.077991,3.622809,0.435608,0.262907,0.631995,0.792101,1.234255,2.696928,0.678406,0.412383,0.208636,0.218647,0.195397,0.033025,3527.537567,0.021296,0.241445,0.256917,0.378129,0.519381,1.484574,0.100478,0.08792,0.058384,0.060125,0.105287,0.306848,0.114608,0.031301,0.028868,0.057605,136,1.005904
0.082155,0.329909,3.773734,0.3933,0.218021,0.592182,0.735344,1.149199,2.668092,0.654959,0.401934,0.230675,0.223787,0.207335,0.031721,282457.224063,0.012133,0.269921,0.341155,0.412642,0.496908,2.463964,0.102563,0.092058,0.055311,0.056424,0.098805,0.303905,0.138818,0.044146,0.033741,0.053321,132.5,1.003884
0.10417,0.186197,3.812946,0.418554,0.242959,0.652147,0.819076,1.250811,2.698899,1.210165,0.51334,0.236657,0.229683,0.215329,0.053175,3834.323762,0.030931,0.314957,0.242943,0.402219,0.557159,1.549971,0.08422,0.079288,0.050062,0.065864,0.115821,0.306699,0.14316,0.029992,0.02481,0.050192,134.25,1.012286
0.0672,0.324076,3.709949,0.382742,0.323484,0.614815,0.782978,1.25481,2.705473,0.834942,0.47038,0.232993,0.23836,0.216511,0.048645,4173.37768,0.020663,0.499436,0.428845,0.412239,0.779775,1.267609,0.125102,0.130259,0.079267,0.057611,0.105799,0.307093,0.186687,0.040727,0.038621,0.066492,130,1.005579
0.124602,0.517381,3.563542,0.410997,0.176744,0.627207,0.780045,1.190899,2.611809,0.605258,0.391864,0.21526,0.194963,0.178862,0.03058,68704.537807,0.039101,0.297405,0.179031,0.435697,0.515894,1.537113,0.085859,0.077107,0.056452,0.059831,0.111216,0.29696,0.127758,0.033216,0.027217,0.053324,124,1.008076
0.084545,0.674409,3.492898,0.492092,0.241195,0.598267,0.773009,1.211514,2.708114,0.540577,0.444136,0.208744,0.21247,0.18903,0.043766,4699.078823,0.014863,0.275885,0.236347,0.277378,0.684753,1.602444,0.095464,0.092579,0.048824,0.057172,0.11053,0.307896,0.163243,0.027679,0.024157,0.053716,150.5,1.007947
0.05895,0.562971,3.91355,0.365851,0.319544,0.579429,0.740982,1.201864,2.689398,0.628949,0.455984,0.222516,0.233289,0.196608,0.033744,24165.243371,0.015528,0.282422,0.347378,0.413541,0.668361,1.196179,0.095951,0.129292,0.07642,0.056616,0.105352,0.307076,0.115525,0.032331,0.034105,0.051662,142.5,1.003369
0.067398,0.657996,3.978515,0.346534,0.312557,0.560991,0.744094,1.188214,2.700116,0.918365,0.462402,0.224253,0.228768,0.204873,0.03305,23874.085225,0.013115,0.285239,0.383555,0.474103,0.552699,1.896147,0.136411,0.112514,0.067385,0.059012,0.104907,0.306773,0.193941,0.035372,0.027504,0.055585,156.5,1.004081
0.110861,0.705547,3.434875,0.476009,0.253274,0.662087,0.827174,1.230266,2.678953,0.98551,0.430067,0.209433,0.221096,0.198899,0.034086,2690.455493,0.019868,0.328178,0.301983,0.371873,0.55273,1.217242,0.131992,0.08296,0.054411,0.064344,0.110568,0.304401,0.155917,0.032828,0.033645,0.062436,129.5,1.004707
0.088086,0.912095,3.462464,0.449113,0.291174,0.618351,0.787693,1.211224,2.683105,1.012033,0.459784,0.256248,0.213871,0.212506,0.045593,94381.548832,0.030276,0.42667,0.365938,0.319798,0.515538,1.192555,0.10061,0.12011,0.054822,0.057319,0.104853,0.305085,0.117047,0.043308,0.039166,0.055618,124.5,1.005399
0.11311,-0.168897,3.590602,0.466952,0.265827,0.64118,0.780941,1.226001,2.707556,0.627128,0.419144,0.201514,0.207961,0.195521,0.023746,588.857522,0.013984,0.175514,0.164687,0.425324,0.471202,1.204428,0.109712,0.088034,0.060763,0.061474,0.10536,0.30857,0.12423,0.031781,0.036415,0.058642,141,1.003549
0.080767,0.859627,3.363416,0.490851,0.390392,0.634077,0.765671,1.163937,2.713435,1.532813,0.34878,0.215861,0.217798,0.199027,0.051449,213338.706837,0.018251,0.643258,0.326551,0.305438,0.501101,1.664103,0.087085,0.094139,0.063658,0.059639,0.108164,0.310003,0.106554,0.028607,0.036282,0.058571,139,1.003996
0.051162,0.533864,3.383993,0.474883,0.265859,0.613663,0.775744,1.195873,2.663775,0.850773,0.455673,0.202277,0.197032,0.212535,0.031165,206429.50677,0.006961,0.264882,0.20114,0.342612,0.473852,1.719154,0.078834,0.077706,0.062277,0.055141,0.106257,0.302171,0.10214,0.032811,0.032725,0.054816,130,1.006879
0.080458,0.51933,3.826934,0.413956,0.306753,0.610689,0.782763,1.222629,2.706242,0.709722,0.381051,0.200601,0.215023,0.193044,0.042301,23120.612063,0.019621,0.454884,0.410782,0.390523,0.568077,1.467661,0.128637,0.093309,0.055239,0.055365,0.107986,0.306987,0.135558,0.036295,0.03248,0.057826,147,1.006949
0.060811,0.594779,3.195949,0.491148,0.434517,0.563394,0.726352,1.191963,2.704674,0.925671,0.482164,0.206984,0.2212,0.18691,0.041926,287879.548316,0.011231,0.421408,0.323378,0.378176,0.383868,1.596625,0.109772,0.083369,0.103553,0.066259,0.116753,0.308712,0.137017,0.031267,0.02681,0.053536,127.5,1.006635
0.066331,0.233127,3.549425,0.41607,0.27941,0.580767,0.744614,1.201781,2.685659,0.911282,0.439573,0.211796,0.208445,0.223714,0.031753,29184.141728,0.023184,0.481426,0.236144,0.368328,0.530654,1.521522,0.123245,0.084235,0.057978,0.060818,0.106997,0.30747,0.129458,0.02806,0.026588,0.048631,130.75,1.007972
0.074097,0.651577,3.456689,0.458984,0.379849,0.586452,0.778039,1.226166,2.713457,0.978297,0.533841,0.246418,0.258605,0.235171,0.052074,27635.896035,0.0339,0.322949,0.289695,0.469515,0.523711,1.066347,0.108865,0.118777,0.084117,0.06327,0.11174,0.310959,0.220872,0.041487,0.03641,0.048211,155,1.013196
0.101839,0.276922,3.208033,0.521941,0.310979,0.652696,0.801527,1.25811,2.696094,0.973058,0.441111,0.220147,0.215081,0.207473,0.04296,74070.406085,0.016598,0.301829,0.354571,0.348986,0.421788,1.284482,0.098539,0.089213,0.073994,0.063658,0.11764,0.307174,0.12856,0.036167,0.028908,0.054297,123,1.007038
0.1105,0.740571,3.905226,0.367915,0.234468,0.623259,0.800606,1.229257,2.703018,0.949743,0.475306,0.22437,0.249876,0.216471,0.055225,16461.29919,0.026208,0.463716,0.44805,0.506127,0.663321,2.506079,0.12435,0.12872,0.063896,0.068803,0.108397,0.30819,0.15162,0.039944,0.031004,0.057864,150.5,1.005106
0.030255,0.686714,3.163243,0.518427,0.377243,0.600095,0.78734,1.269763,2.699105,0.970516,0.38643,0.213212,0.230246,0.23324,0.028951,14186.455936,0.007783,0.260446,0.395457,0.443264,0.637205,1.094118,0.108695,0.094927,0.071209,0.059831,0.111255,0.30719,0.161862,0.033766,0.03619,0.054322,126.75,1.004599
0.151366,0.505124,3.325585,0.488464,0.220355,0.666803,0.787673,1.204381,2.678075,0.572333,0.427798,0.199935,0.213578,0.195225,0.031396,103847.181039,0.02218,0.196726,0.139343,0.336512,0.45347,1.436642,0.095513,0.083798,0.043219,0.062229,0.106503,0.305834,0.105269,0.030019,0.03137,0.063786,120,1.004513
0.194388,0.774277,3.464348,0.446142,0.205961,0.659615,0.815525,1.180991,2.701703,0.853329,0.406298,0.20106,0.215787,0.201868,0.042075,51966.258587,0.067749,0.726602,0.409059,0.386101,0.732785,5.329842,0.112782,0.108894,0.142278,0.062639,0.108066,0.305263,0.135859,0.033544,0.040298,0.066032,141.5,1.002542
0.054882,0.025731,3.850538,0.419717,0.322881,0.638114,0.769656,1.226713,2.708166,0.681217,0.431652,0.189087,0.205466,0.186538,0.024178,196833.188136,0.022502,0.269101,0.190309,0.436042,0.546338,1.904694,0.131891,0.084421,0.080008,0.058611,0.108155,0.307336,0.185317,0.0289,0.02378,0.054467,131.5,1.004274
0.111663,0.609023,3.448993,0.468497,0.350868,0.64773,0.84234,1.30951,2.731155,0.885165,0.482669,0.203957,0.231566,0.197624,0.059847,1889.34327,0.018701,0.327898,0.345452,0.271823,0.416343,1.317415,0.083384,0.071159,0.057416,0.058109,0.123053,0.312344,0.10728,0.031349,0.022627,0.054973,124,1.004047
0.097583,0.766078,3.898541,0.381322,0.259682,0.625552,0.784762,1.208806,2.65558,0.72187,0.468586,0.221512,0.231583,0.188841,0.040365,73915.480538,0.030569,0.423074,0.360563,0.460033,0.609455,2.328343,0.109079,0.099258,0.09297,0.05726,0.110904,0.304232,0.152516,0.039857,0.028348,0.058682,154.25,1.003298
0.08517,0.451637,3.461374,0.451249,0.251541,0.569569,0.711695,1.178511,2.682593,0.679061,0.428727,0.236266,0.218284,0.205009,0.033795,19478.451053,0.010163,0.303256,0.16652,0.502424,0.493751,1.398158,0.11309,0.108909,0.057313,0.058104,0.100436,0.305652,0.126879,0.044958,0.025016,0.053388,154.25,1.004699
0.153747,-0.230208,3.477994,0.460069,0.267246,0.64383,0.769906,1.26117,2.709632,0.772132,0.449654,0.193433,0.225274,0.206369,0.033646,1133.579115,0.020398,0.241222,0.196402,0.350114,0.443269,1.48733,0.08507,0.077238,0.054877,0.062521,0.106694,0.308188,0.105511,0.0348,0.026176,0.056329,137.5,1.004779
0.141126,0.760345,3.949588,0.365524,0.283405,0.646659,0.779536,1.216429,2.700615,0.597392,0.441172,0.218353,0.219502,0.208597,0.033153,4683.273249,0.015225,0.285507,0.273244,0.388218,0.552792,0.973228,0.117027,0.097525,0.057098,0.058489,0.103626,0.306167,0.115658,0.033737,0.026291,0.060066,135.5,1.003873
0.069026,0.751345,3.523976,0.451681,0.232456,0.557674,0.737298,1.179134,2.675716,0.797257,0.43855,0.198252,0.215988,0.213704,0.029124,63753.045382,0.013996,0.302299,0.270055,0.327865,0.661968,2.037507,0.094981,0.105145,0.061573,0.055425,0.10587,0.305528,0.125479,0.035344,0.027038,0.050424,146.5,1.005241
0.180219,0.50716,3.919366,0.328553,0.308568,0.685337,0.874073,1.295143,2.723843,0.872397,0.430946,0.232235,0.225095,0.219556,0.066234,1189.175861,0.049815,0.404619,0.321528,0.539501,0.642686,1.281287,0.096842,0.116959,0.052163,0.072706,0.11478,0.310538,0.134956,0.028728,0.033762,0.063592,152,1.004872
0.097514,-0.275079,3.821739,0.417375,0.317735,0.608987,0.702625,1.151839,2.690995,0.484627,0.421634,0.188376,0.206546,0.159796,0.026252,48814.868876,0.022609,0.227076,0.205393,0.349705,0.568626,1.687984,0.099125,0.085344,0.06242,0.058803,0.098159,0.306464,0.101145,0.038745,0.025132,0.054568,153.25,1.003293
0.075405,-0.085629,3.744757,0.419784,0.297274,0.578807,0.704906,1.130169,2.665811,0.58825,0.441758,0.202859,0.20174,0.204959,0.032673,112901.396067,0.017199,0.433181,0.512484,0.463746,0.532888,1.513993,0.087267,0.113029,0.079481,0.057596,0.111686,0.304325,0.107863,0.035856,0.032333,0.054026,133,1.008405
0.104794,0.357431,4.042449,0.345005,0.227857,0.59554,0.7503,1.21278,2.674502,0.772301,0.428067,0.206796,0.219218,0.183014,0.031466,19773.173019,0.019685,0.372343,0.469638,0.416828,0.694401,2.214687,0.131135,0.134121,0.06763,0.068012,0.104264,0.305638,0.115161,0.039801,0.044672,0.055907,153,1.002659
0.081162,0.172325,3.07391,0.540629,0.253122,0.648696,0.78358,1.245475,2.684576,0.667846,0.406636,0.200348,0.211292,0.181812,0.05473,29200.352903,0.010734,0.255475,0.269126,0.309168,0.422085,1.205382,0.077384,0.076169,0.051741,0.062923,0.108422,0.305103,0.115374,0.029583,0.02919,0.056762,128,1.011009
0.088931,0.669833,3.7994,0.375169,0.328802,0.612575,0.780582,1.247101,2.732294,0.910224,0.495143,0.231102,0.216458,0.213906,0.045398,10176.638473,0.016406,0.377512,0.392176,0.448651,0.5738,1.054642,0.089538,0.092136,0.062813,0.064477,0.109893,0.311656,0.164398,0.027821,0.041193,0.054098,155.5,1.007395
0.111754,-0.105229,3.336967,0.489639,0.244062,0.641182,0.780599,1.250192,2.711424,1.294392,0.480707,0.236496,0.238091,0.216182,0.051138,7849.815392,0.021677,0.321119,0.206927,0.357393,0.399182,1.178677,0.078684,0.07637,0.059465,0.066528,0.10743,0.308295,0.142921,0.022121,0.021987,0.056498,145,1.010282
0.117359,0.017293,3.521491,0.455234,0.325389,0.621904,0.794587,1.233418,2.724889,0.888169,0.401735,0.216673,0.212111,0.210412,0.03601,45630.412098,0.026238,0.300832,0.233629,0.315684,0.524669,1.800718,0.087198,0.075855,0.072185,0.063601,0.118324,0.313086,0.122427,0.02993,0.031669,0.048394,127.5,1.003779
0.079869,0.580158,3.912386,0.397875,0.267783,0.594953,0.790523,1.224503,2.712517,0.715064,0.436417,0.211916,0.214478,0.205432,0.029181,24993.867241,0.018785,0.292399,0.238225,0.401381,0.517148,1.747626,0.103595,0.077954,0.058372,0.060025,0.106941,0.307917,0.117061,0.03262,0.028168,0.059445,120.5,1.005567
0.12298,-0.014973,3.740773,0.430873,0.284738,0.643652,0.788537,1.26584,2.689374,0.961148,0.44037,0.218389,0.217541,0.213946,0.046919,25166.381774,0.03436,0.70359,0.499641,0.40782,0.538535,1.193632,0.096908,0.08846,0.059988,0.06641,0.106333,0.305985,0.134665,0.041378,0.027946,0.05995,134.5,1.005295
0.074297,0.115336,3.708026,0.449326,0.299706,0.571468,0.734549,1.204466,2.681983,0.580943,0.435196,0.212908,0.191399,0.196112,0.023714,36438.343893,0.014301,0.397064,0.273008,0.451121,0.544646,1.778441,0.098788,0.10883,0.059664,0.056015,0.106816,0.308034,0.19484,0.031658,0.028838,0.054361,137.75,1.003716
0.142921,0.425278,3.325028,0.502513,0.226267,0.636788,0.775149,1.218717,2.681619,0.689221,0.43612,0.208572,0.208892,0.185127,0.044957,20319.681972,0.032015,0.350084,0.378012,0.330923,0.433198,1.678345,0.092715,0.091693,0.06885,0.057473,0.105067,0.306425,0.112318,0.028283,0.023054,0.060139,124.5,1.004624
0.085901,1.077341,3.533114,0.445305,0.297132,0.550402,0.708254,1.113902,2.693805,0.747026,0.411088,0.200293,0.219925,0.189371,0.034222,666482.357333,0.017935,0.41201,0.218581,0.347548,0.423429,1.487142,0.08539,0.077618,0.041443,0.052547,0.097214,0.306393,0.138181,0.029749,0.03489,0.053538,147,1.004192
0.135798,0.081473,3.398275,0.470969,0.268228,0.636572,0.779011,1.221772,2.699443,0.9865,0.443225,0.217661,0.219589,0.204865,0.053681,7613.35443,0.029297,0.401612,0.254303,0.348277,0.441613,1.324765,0.082062,0.085619,0.062416,0.062524,0.108507,0.307244,0.120008,0.037355,0.02921,0.058281,149.75,1.005247
0.083534,0.856989,2.965214,0.557877,0.264437,0.678538,0.805716,1.264863,2.714214,0.546707,0.47197,0.218851,0.199348,0.175987,0.039502,1783.755487,0.009091,0.213279,0.194586,0.27037,0.451698,1.327906,0.078895,0.078142,0.055428,0.054103,0.111463,0.310089,0.097728,0.034,0.027496,0.059814,141.5,1.004113
0.09674,0.359931,3.795107,0.413554,0.255829,0.618193,0.77865,1.221206,2.687258,1.016136,0.515522,0.222308,0.239624,0.216523,0.036588,11118.813993,0.024608,0.486149,0.221239,0.411719,0.519279,1.42015,0.122014,0.097945,0.061249,0.070167,0.108663,0.305708,0.132898,0.034028,0.026233,0.054234,142.5,1.003527
0.104091,0.753702,3.950907,0.390202,0.278594,0.596017,0.788461,1.253386,2.691506,0.798212,0.422218,0.210127,0.206614,0.191401,0.041434,10090.729018,0.016086,0.403724,0.808539,0.610873,0.561227,1.358206,0.099063,0.093041,0.062062,0.074535,0.11409,0.307294,0.135019,0.030581,0.03291,0.053278,130.5,1.003417
0.080161,0.334671,3.930864,0.423502,0.214446,0.59541,0.749597,1.214123,2.690365,0.641665,0.433224,0.203672,0.20902,0.194462,0.028004,41258.471962,0.008364,0.409961,0.281206,0.41249,0.515645,1.252474,0.102489,0.115846,0.051249,0.059935,0.105822,0.307246,0.17253,0.033225,0.029798,0.054434,156.5,1.004558
0.149009,0.196279,3.529285,0.450043,0.253935,0.654929,0.816148,1.250174,2.693171,0.88614,0.490323,0.223115,0.228984,0.207065,0.044408,1190.067095,0.032448,0.427825,0.274168,0.357261,0.85145,1.466728,0.105703,0.131624,0.086348,0.059632,0.108132,0.307408,0.133239,0.036904,0.044847,0.06016,146,1.004074
0.057403,0.357585,3.291386,0.473978,0.319284,0.654649,0.802959,1.230521,2.722783,0.770366,0.390645,0.22389,0.213764,0.18539,0.029624,83684.39661,0.017147,0.440649,0.283521,0.450642,0.557613,1.147307,0.129527,0.095356,0.076466,0.069649,0.11067,0.310389,0.143013,0.040601,0.029046,0.054003,104,1.010862
0.068172,0.204811,3.509281,0.435244,0.278648,0.606794,0.757647,1.206912,2.69766,0.993399,0.47735,0.238,0.23321,0.210986,0.047802,35491.743521,0.014716,0.384732,0.38261,0.418829,0.651606,1.415859,0.099704,0.089822,0.060924,0.058117,0.10468,0.304855,0.129969,0.03028,0.02947,0.058713,106,1.009675
0.143828,0.325051,3.449703,0.477439,0.268521,0.646769,0.782176,1.203367,2.713439,0.644534,0.457591,0.222344,0.214647,0.209413,0.040894,39133.263224,0.025764,0.373815,0.194394,0.335779,0.466229,1.249013,0.109379,0.097512,0.056115,0.063799,0.110406,0.308879,0.144636,0.02841,0.0216,0.056813,126.5,1.002342
0.072803,0.605814,3.32258,0.471082,0.308723,0.599635,0.740394,1.159127,2.679764,0.69006,0.408116,0.208698,0.198447,0.186853,0.032371,189263.14668,0.017212,0.409364,0.24716,0.296004,0.43328,1.334778,0.104516,0.100176,0.066038,0.055484,0.102864,0.3035,0.165408,0.026549,0.023536,0.050519,108.75,1.009203
0.099471,0.682734,3.2585,0.50815,0.282401,0.6504,0.801376,1.203175,2.695674,0.80434,0.420849,0.219388,0.214789,0.197314,0.039691,55623.917206,0.035657,0.254325,0.359818,0.378965,0.444046,1.372806,0.106264,0.08945,0.068835,0.060475,0.108161,0.307879,0.124653,0.0338,0.039463,0.062494,136,1.004479
0.059629,0.21681,3.407974,0.5103,0.269129,0.612961,0.7945,1.239908,2.698612,0.766904,0.417902,0.219203,0.21164,0.197693,0.035375,9450.243021,0.011782,0.96857,0.405544,0.318444,0.547931,1.10723,0.100466,0.087443,0.058514,0.058202,0.110495,0.307843,0.136732,0.026683,0.030553,0.053644,135,1.004621
0.070033,0.427219,3.828914,0.382369,0.278583,0.563777,0.761667,1.168691,2.685255,1.015118,0.454064,0.205166,0.200481,0.184115,0.031547,54421.585874,0.01623,0.886131,0.585032,0.423029,0.57516,1.766053,0.144352,0.130378,0.065654,0.068514,0.1093,0.304806,0.157959,0.041181,0.034158,0.052559,130,1.003751
0.041261,0.394227,3.339126,0.476868,0.307458,0.568225,0.773642,1.217044,2.678907,1.156222,0.481452,0.222586,0.249953,0.225743,0.037261,14855.59227,0.010999,0.356444,0.407486,0.341971,0.48982,1.693059,0.104871,0.08961,0.057421,0.055784,0.111665,0.303591,0.140081,0.029509,0.030363,0.054357,154.5,1.00486
0.065658,1.070512,4.05844,0.343566,0.365429,0.588317,0.760955,1.143037,2.677233,0.708695,0.394529,0.188617,0.183684,0.193301,0.031386,637242.26901,0.01034,0.304646,0.302204,0.315985,0.752123,2.534857,0.093213,0.12872,0.073861,0.046292,0.098383,0.305135,0.109019,0.035979,0.037175,0.061909,146.5,1.003319
0.121036,0.197668,3.640329,0.431147,0.244736,0.670476,0.825363,1.28597,2.693493,0.879052,0.399137,0.255734,0.224439,0.228122,0.045338,27587.872165,0.030454,0.306859,0.216392,0.391049,0.557764,1.164868,0.092702,0.087596,0.057784,0.067223,0.110642,0.305812,0.196411,0.033321,0.026192,0.05772,123,1.010343
0.155205,-0.105691,3.547331,0.434728,0.266244,0.664102,0.815868,1.249395,2.690047,0.755995,0.379121,0.200566,0.217128,0.199322,0.03319,1105.055471,0.023029,0.271392,0.320398,0.344033,0.456105,1.38598,0.0907,0.078939,0.054627,0.062961,0.107409,0.306699,0.105159,0.034919,0.030534,0.062145,140,1.003448
0.079699,0.378002,3.827077,0.41123,0.238889,0.614482,0.782715,1.22095,2.710406,0.752993,0.472578,0.227761,0.230061,0.196216,0.031141,12761.566076,0.021687,0.276656,0.295976,0.398301,0.485398,2.444788,0.100005,0.07918,0.077264,0.05851,0.109069,0.308596,0.105702,0.041521,0.024922,0.057384,145.5,1.004495
0.085971,-0.336288,3.28286,0.488336,0.201157,0.540074,0.73557,1.196189,2.652138,0.666965,0.481102,0.208195,0.222729,0.200028,0.021876,59562.381011,0.015442,0.487765,0.383245,0.31655,0.46948,2.161887,0.101253,0.084337,0.057604,0.058059,0.097023,0.303572,0.129388,0.031379,0.027071,0.059688,159,1.002742
0.124045,0.515317,3.9849,0.329098,0.248082,0.588314,0.767379,1.18878,2.690537,0.881547,0.425066,0.202953,0.226688,0.188995,0.044437,232229.566855,0.019055,0.380478,0.375929,0.379454,0.575723,2.246886,0.124461,0.112497,0.092548,0.059757,0.111862,0.310138,0.152049,0.032929,0.038379,0.053565,130.75,1.007771
0.049832,0.06204,3.406622,0.470229,0.276862,0.587117,0.734663,1.247736,2.704799,0.550958,0.385932,0.183615,0.206639,0.18632,0.0263,8379.002968,0.009374,0.398358,0.359973,0.355352,0.723156,1.509194,0.084176,0.102235,0.058753,0.064766,0.107116,0.307293,0.137778,0.032326,0.022552,0.060532,150.5,1.005214
0.110383,0.571042,4.160169,0.354005,0.246494,0.627519,0.819403,1.24676,2.703564,1.202744,0.468678,0.238519,0.244146,0.212089,0.046941,9447.688178,0.03722,0.638236,0.460857,0.518185,0.758184,1.834382,0.11532,0.096212,0.052755,0.06209,0.108501,0.306837,0.174924,0.032861,0.035459,0.067969,115,1.010551
