@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.071535,0.637052,0.117627,3.836088,0.365217,0.258842,0.226082,0.590458,0.737673,0.02891,0.866205,0.798651,0.479718,0.475535,0.49796,0.199054,0.201157,0.180237,0.289257,0.43762,0.651203,1.317342,2.55498,0.094292,0.059169,0.048343,0.049416,0.102133,9.074248,0.334878,0.474194,0.029221,0.016847,0.034475,0.05401,0.210148,0.211446,22.192794,157,1.003316,76.10955,5.028087,1.408019,0.573331,0.735775,0.893859,0.072526,67.63356,5.328708,88.37401,0.490611,0.014933,0.039473,0.034827,0.000167,0.004617,3645.073,0.425171,0,0.770972,0.066424,0,0.176692,0.003399,563.043,44523.45
0.097583,0.766078,0.784343,3.898541,0.381322,0.407761,0.259682,0.625552,0.784762,0.04203,0.790795,0.72187,0.457846,0.468586,0.580788,0.227371,0.231583,0.167009,0.360563,0.460033,0.777883,2.318484,2.328343,0.099258,0.098321,0.094442,0.09297,0.110904,21.208914,0.351997,0.799609,0.028348,0.023496,0.033566,0.058682,0.209077,0.308265,26.745733,154.25,1.003298,81.92789,5.744895,1.503332,0.55319,0.778106,0.895895,0.085625,64.03792,5.081091,253.9658,1.402466,0.02879,0.033744,0.097971,0.000153,0.008435,5051.73,0.521347,0,0.912783,0.096064,0,0.079663,0.002816,798.3687,258618.8
0.142921,0.425278,0.245325,3.325028,0.502513,0.434395,0.226267,0.636788,0.775149,0.047884,0.855996,0.689221,0.437932,0.43612,0.570253,0.204398,0.208892,0.171024,0.378012,0.330923,0.43546,0.765081,1.678345,0.091693,0.075755,0.065499,0.06885,0.105067,8.893888,0.32403,0.387407,0.023054,0.024048,0.037683,0.060139,0.212701,0.310771,37.335787,124.5,1.004624,98.39461,6.481921,1.559371,0.593732,1.353467,0.898149,0.176289,67.94584,5.190199,192.9459,0.929143,0.016275,0.007556,0.327281,0.000096,0.02386,5879.163,0.346856,0,0.925433,0.136185,0,0.069053,0.003538,1134.092,333154
0.165107,0.144349,0.381321,4.137455,0.33291,0.368034,0.224224,0.65725,0.812214,0.054216,0.932759,0.689767,0.492164,0.451178,0.595168,0.23673,0.234545,0.168317,0.271609,0.395812,0.64608,1.000375,2.002791,0.091587,0.062497,0.065626,0.052919,0.111488,2.113879,0.281405,0.393802,0.026214,0.021212,0.031844,0.058843,0.207225,0.136602,66.50937,133,1.006727,102.0362,7.09203,1.665055,0.540312,0.998356,0.897159,0.093217,33.01665,4.771014,114.421,0.392511,0.009691,0.004497,0.107135,0.000085,0.010867,994.1647,0.306284,0,0.697736,0.109067,0,0.211041,0.00718,1466.017,313350.6
0.092956,-0.087324,-0.365803,3.220499,0.52293,0.387372,0.240398,0.640212,0.822434,0.035299,0.806457,0.701529,0.418024,0.483406,0.547004,0.228951,0.227519,0.160948,0.253699,0.384646,0.40773,0.875565,1.827132,0.088616,0.075284,0.068547,0.056083,0.109147,2.779767,0.20497,0.455655,0.029116,0.019926,0.035395,0.060355,0.211944,0.130169,25.885326,139,1.00396,79.38718,5.385904,1.459696,0.659331,0.897589,0.891975,0.08549,34.06821,5.322289,197.5783,0.354816,0.009439,0.024565,0.12574,0.000267,0.010216,1358.761,0.713475,0,0.976698,0.117566,0,0.022774,0.0035,657.5709,54766.47
0.168453,-0.11516,0.030273,4.128197,0.38671,0.399922,0.232527,0.648876,0.785976,0.035509,0.617812,0.663569,0.524918,0.395537,0.592717,0.214309,0.209868,0.187624,0.330524,0.350568,0.711925,1.021965,1.612219,0.110325,0.052631,0.079724,0.061127,0.109919,12.093856,0.302747,0.532796,0.030652,0.023473,0.03632,0.055621,0.21387,0.544586,36.276346,149.75,1.004157,105.7266,7.084642,1.625781,0.472519,1.155612,0.89537,0.134282,60.09341,5.010552,141.4347,0.70685,0.009603,0.005915,0.09833,0.000048,0.01787,3073.247,0.123744,0,0.691079,0.091458,0,0.213631,0.005655,1403.105,190730.5
0.083534,0.856989,0.422911,2.965214,0.557877,0.45915,0.264437,0.678538,0.805716,0.034723,0.68689,0.546707,0.392022,0.47197,0.49533,0.203257,0.199348,0.150416,0.194586,0.27037,0.386078,0.797109,1.327906,0.078142,0.065109,0.059898,0.055428,0.111463,1.995127,0.271496,0.303843,0.027496,0.020759,0.0326,0.059814,0.213415,0.13372,30.449431,141.5,1.004113,77.13925,5.43728,1.472538,0.880726,1.269088,0.905851,0.100332,25.32725,5.255015,49.81619,0.121498,0.00428,0.062355,0.160873,0.000055,0.015202,729.7149,0.310611,0,0.924767,0.119668,0,0.069619,0.003771,516.4083,59979.74
0.124399,0.210203,0.129785,3.472475,0.454096,0.265605,0.209535,0.642265,0.806373,0.044786,0.802453,0.764186,0.387651,0.435472,0.463644,0.212669,0.208891,0.160753,0.213774,0.321062,0.515827,1.39262,2.035073,0.068015,0.054539,0.048973,0.049126,0.108839,2.035515,0.282051,0.551381,0.029914,0.021477,0.035732,0.057141,0.2139,0.129064,51.135188,133.5,1.008483,94.92306,6.531293,1.581322,0.510599,1.247334,0.900997,0.10215,59.28545,5.091096,170.3896,0.647793,0.007913,0.007183,0.298805,0.000072,0.00673,2719.8,0.127047,0,0.665113,0.109823,0,0.222886,0.006955,959.9565,214776.5
0.155205,-0.105691,0.017821,3.547331,0.434728,0.446832,0.266244,0.664102,0.815868,0.05232,0.854789,0.755995,0.417904,0.379121,0.520574,0.203523,0.217128,0.172654,0.320398,0.344033,0.546571,0.85231,1.38598,0.078939,0.078576,0.069177,0.054627,0.107409,1.685134,0.321513,0.56414,0.030534,0.025735,0.037127,0.062145,0.214623,0.113929,48.494204,140,1.003448,95.83429,6.717142,1.623092,0.506899,1.064704,0.897618,0.109009,46.73509,4.859484,203.3776,0.487294,0.009835,0.016297,0.163793,0.000126,0.013273,3638.266,0.398606,0,0.906791,0.10489,0,0.084577,0.003741,1228.194,339439.7
0.080458,0.51933,0.153826,3.826934,0.413956,0.422717,0.306753,0.610689,0.782763,0.051177,1.094375,0.709722,0.503425,0.381051,0.59849,0.220505,0.215023,0.184149,0.410782,0.390523,0.762657,1.100483,1.467661,0.093309,0.097409,0.100443,0.055239,0.107986,9.046929,0.252727,0.709555,0.03248,0.021637,0.033264,0.057826,0.216787,0.23122,39.146328,147,1.006949,70.72895,5.079838,1.450493,0.580905,0.764149,0.896228,0.098676,86.04189,5.008612,497.1672,1.61979,0.031242,0.030065,0.408719,0.000224,0.013359,8254.444,0.95742,0,0.618509,0.07784,0,0.236113,0.005168,665.5817,433554.6
0.093502,0.337558,-0.166103,3.954027,0.402951,0.290321,0.264651,0.54483,0.755403,0.022377,0.642038,0.599874,0.589675,0.433184,0.535316,0.232825,0.214232,0.178247,0.351754,0.420732,0.682847,2.109151,1.954564,0.107157,0.078585,0.088035,0.062782,0.100447,18.132702,0.515237,0.733442,0.044895,0.019266,0.026637,0.056646,0.216634,0.288626,3.007867,118.25,1.003002,98.23325,5.825669,1.45179,0.523187,0.932037,0.877848,0.064661,42.30229,5.643479,901.8508,2.942664,0.024907,0.035728,0.160679,0.000275,0.004799,1532.641,0.483726,0,0.776298,0.124595,0,0.173775,0.006071,919.7138,109636.5
0.0672,0.324076,0.095623,3.709949,0.382742,0.413187,0.323484,0.614815,0.782978,0.05197,1.026352,0.834942,0.480619,0.47038,0.635384,0.250629,0.23836,0.186386,0.428845,0.412239,0.738293,1.214711,1.267609,0.130259,0.100218,0.108303,0.079267,0.105799,4.567773,0.466403,0.996494,0.038621,0.03299,0.041667,0.066492,0.216841,0.219457,60.311645,130,1.005579,60.99815,4.605294,1.406155,0.803411,0.834947,0.893749,0.041592,27.38607,5.160599,263.6277,0.78013,0.025621,0.174622,0.297922,0.000304,0.004189,1769.494,1.290657,0,0.798935,0.10271,0,0.160745,0.004958,409.8266,213168.9
0.155626,0.708913,0.61936,3.871819,0.407138,0.377808,0.260093,0.659048,0.794889,0.051875,0.662255,0.76486,0.464274,0.458113,0.573246,0.224651,0.216322,0.16616,0.297867,0.395976,0.627689,1.457536,1.002382,0.079821,0.06489,0.068671,0.056956,0.10898,6.483035,0.39453,0.443809,0.0259,0.024952,0.035796,0.061132,0.214414,0.253279,31.707253,148.75,1.004724,104.1148,7.005715,1.618103,0.55996,1.398555,0.900633,0.083693,27.24395,5.17909,234.4201,0.880562,0.01642,0.013954,0.291849,0.000129,0.009829,990.5062,0.488249,0,0.800932,0.107019,0,0.159546,0.004336,1102.535,301293
0.030255,0.686714,0.337678,3.163243,0.518427,0.426547,0.377243,0.600095,0.78734,0.019307,1.399504,0.970516,0.568684,0.38643,0.657428,0.283714,0.230246,0.192345,0.395457,0.443264,0.538906,0.816383,1.094118,0.094927,0.079654,0.078963,0.071209,0.111255,3.893768,0.322861,0.507405,0.03619,0.019343,0.025121,0.054322,0.214794,0.153976,29.618931,126.75,1.004599,50.79451,3.534283,1.173746,1.022678,0.531091,0.872166,0.055598,43.98118,6.610583,211.2167,0.983154,0.03861,0.10252,0.198788,0.000601,0.006275,1777.454,2.310835,0,0.95273,0.117292,0,0.045066,0.00214,238.1889,59527.4
0.113447,0.526682,0.304428,3.845357,0.39092,0.465031,0.300277,0.618224,0.788009,0.057583,1.209805,0.837638,0.526186,0.468892,0.64886,0.218172,0.240479,0.205189,0.194159,0.483657,0.598069,1.137228,1.080514,0.078127,0.05938,0.057113,0.057312,0.107968,1.693633,0.328524,0.34761,0.030447,0.02075,0.033009,0.058951,0.215713,0.123389,27.69491,130.75,1.006242,77.14894,5.483634,1.506532,0.584078,0.855178,0.898078,0.059651,37.23065,4.990685,302.2236,0.461182,0.011391,0.026394,0.267307,0.000211,0.00484,1861.454,0.664457,0,0.920107,0.115127,0,0.073559,0.002686,836.5213,277709.9
0.111026,0.885969,0.016617,3.807866,0.358042,0.330738,0.232575,0.609567,0.811713,0.053891,1.680457,1.267918,0.546756,0.453535,0.515575,0.221914,0.20842,0.176781,0.43283,0.336422,0.622179,1.502082,2.600052,0.081319,0.082091,0.0942,0.071952,0.111519,44.664144,0.403021,0.703272,0.031963,0.029758,0.036947,0.058074,0.204709,0.411,22.820145,152.25,1.004655,70.69336,5.30447,1.502305,0.543409,0.526358,0.881489,0.048789,23.80168,4.530055,640.0884,1.514911,0.031164,0.060254,0.104512,0.000252,0.006006,1110.129,0.840385,0,0.798935,0.090745,0,0.160745,0.004276,869.9837,343536.3
0.121847,0.390081,0.223246,3.266399,0.508752,0.407202,0.28409,0.654002,0.802163,0.045512,0.772542,0.689074,0.432764,0.438381,0.544981,0.217277,0.213814,0.176054,0.309209,0.376144,0.485982,0.633823,1.08183,0.08883,0.088498,0.065866,0.065937,0.107552,1.662114,0.258765,0.383428,0.02835,0.023798,0.035737,0.059997,0.214662,0.152423,70.212616,157,1.004595,89.28815,6.269574,1.564844,0.618014,1.271052,0.903058,0.130209,42.80465,5.02668,78.30661,0.299389,0.007906,0.008775,0.147569,0.000088,0.019361,2433.459,0.199697,0,0.901465,0.136625,0,0.088885,0.003574,871.4652,197681.8
0.151366,0.505124,0.454889,3.325585,0.488464,0.323018,0.220355,0.666803,0.787673,0.031347,0.517354,0.572333,0.386609,0.427798,0.563166,0.216887,0.213578,0.183785,0.139343,0.336512,0.490125,0.756432,1.436642,0.083798,0.062955,0.05733,0.043219,0.106503,13.358014,0.294562,0.444969,0.03137,0.026876,0.042297,0.063786,0.212279,0.251297,21.370442,120,1.004513,100.693,7.062332,1.642795,0.535648,1.271817,0.89325,0.123545,43.34762,4.830859,108.1513,0.464232,0.006125,0.004655,0.101758,0.000079,0.016926,2648.811,0.09297,0,0.962051,0.107994,0,0.036534,0.002935,1207.52,132229.2
0.045203,0.316218,0.480401,3.388284,0.511946,0.355688,0.294978,0.571834,0.721239,0.022004,0.732625,0.552011,0.399774,0.462803,0.49899,0.213225,0.198857,0.174148,0.201068,0.423747,0.472243,0.785643,0.939725,0.104817,0.058414,0.062448,0.047854,0.102866,5.478202,0.229296,0.379173,0.023173,0.018198,0.03254,0.053352,0.217569,0.201281,19.669998,128.5,1.004471,61.04113,3.978817,1.258762,1.009949,1.023184,0.900084,0.064788,15.86598,5.978218,49.16737,0.221914,0.007758,0.065562,0.144642,0.000145,0.008068,444.7313,0.389558,0,0.88016,0.121439,0,0.105549,0.004258,254.3003,13451.82
0.071733,0.658981,0.442994,3.698355,0.419946,0.392077,0.309034,0.580393,0.755036,0.053447,1.034343,1.015911,0.480764,0.511729,0.631025,0.240724,0.23218,0.174836,0.59682,0.532227,0.544513,1.165512,1.633336,0.081043,0.071446,0.076102,0.066789,0.107362,9.401474,0.251186,0.664195,0.028332,0.020225,0.030721,0.049943,0.215123,0.240889,19.826636,143.5,1.004375,86.47236,5.42534,1.412936,0.742894,1.084348,0.890917,0.06408,35.4612,5.957115,1274.277,3.632924,0.064176,0.111228,0.526945,0.000319,0.008111,2085.703,2.472202,0,0.639148,0.082306,0,0.230792,0.004782,722.8425,904483.3
0.069825,0.158152,0.006282,4.027055,0.375773,0.458053,0.339524,0.550037,0.729417,0.042743,1.175942,1.054634,0.569603,0.473039,0.566672,0.254679,0.235622,0.181074,0.510404,0.420843,0.703805,0.991004,1.376069,0.07889,0.077495,0.068694,0.064424,0.10621,9.019946,0.339389,0.574167,0.037516,0.018538,0.029035,0.055582,0.215212,0.172621,26.280088,137.75,1.003215,67.43829,4.459975,1.374352,0.584208,0.494562,0.866133,0.035291,19.34103,5.221561,281.7296,0.849462,0.026661,0.037755,0.047507,0.000499,0.004474,506.1656,1.43406,0,0.797603,0.119226,0,0.16154,0.005227,692.2779,365516.9
0.081165,0.620077,0.455602,3.347134,0.49178,0.437653,0.320282,0.645071,0.798954,0.038376,0.842469,0.645133,0.498683,0.454856,0.571133,0.233289,0.236632,0.176733,0.267419,0.415403,0.5259,0.855016,1.366466,0.100629,0.084869,0.076256,0.064043,0.107488,8.423529,0.341827,0.482456,0.032235,0.02218,0.032706,0.059672,0.211771,0.249458,44.225209,136.5,1.004933,79.22617,5.446147,1.46268,0.676025,1.020884,0.899263,0.043847,14.86748,5.243873,188.2268,0.635258,0.011994,0.050132,0.23723,0.000132,0.006675,455.6682,0.4474,0,0.91478,0.127871,0,0.078009,0.003627,575.7325,103615.3
0.071528,0.687063,0.115643,4.18154,0.321665,0.332817,0.246053,0.575714,0.773759,0.035933,0.933549,0.942231,0.434631,0.496586,0.596552,0.242872,0.239904,0.175635,0.266688,0.36966,0.626009,1.01423,1.706567,0.088324,0.066637,0.065627,0.053559,0.107889,23.661951,0.327258,0.421108,0.028303,0.017612,0.033688,0.052724,0.203262,0.282572,17.645522,159.5,1.005451,73.99815,4.770781,1.349455,0.685088,0.929141,0.894664,0.059903,39.01492,5.827564,267.8648,0.723573,0.018684,0.078373,0.210467,0.00021,0.004312,2216.109,0.945993,0,0.91478,0.112177,0,0.078009,0.003624,477.2511,98697.24
0.041028,-0.646484,0.053712,3.542654,0.45498,0.49024,0.330998,0.605671,0.743224,0.028445,1.141329,0.876064,0.42848,0.452872,0.524129,0.217729,0.217777,0.183061,0.261212,0.388697,0.59442,0.725415,1.120996,0.098651,0.074367,0.063628,0.061506,0.105761,3.566772,0.258639,1.227141,0.033629,0.015063,0.033125,0.050541,0.214443,0.210291,86.13557,152,1.009046,63.16156,4.314391,1.303513,0.833797,0.784886,0.897529,0.092052,73.39459,5.990944,174.4985,0.825665,0.021531,0.116329,0.228612,0.000245,0.005847,4993.879,0.652595,0,0.813582,0.076191,0,0.151767,0.002794,249.1898,24413.72
0.082741,0.136444,0.047654,3.849597,0.377608,0.408691,0.292111,0.611474,0.780364,0.048136,1.227302,0.918629,0.497459,0.461154,0.51831,0.2298,0.204646,0.205222,0.329412,0.372308,0.56792,1.78316,1.703927,0.090431,0.075001,0.07365,0.05493,0.112154,2.968388,0.400563,0.614172,0.023872,0.026404,0.032774,0.05344,0.214391,0.229748,55.879216,128.5,1.007048,79.46211,5.494721,1.473875,0.641477,1.056725,0.902871,0.089573,35.54516,5.353274,238.6666,0.993011,0.020736,0.054563,0.347584,0.000119,0.01002,1414.406,0.400979,0,0.864847,0.116219,0,0.116965,0.004606,596.246,236760.2
0.079869,0.580158,0.083924,3.912386,0.397875,0.412756,0.267783,0.594953,0.790523,0.051671,0.786782,0.715064,0.429066,0.436417,0.561763,0.233521,0.214478,0.180573,0.238225,0.401381,0.706727,1.644738,1.747626,0.077954,0.062054,0.061293,0.058372,0.106941,6.410722,0.38269,0.397573,0.028168,0.018879,0.033351,0.059445,0.216572,0.284178,38.467337,120.5,1.005567,79.14696,5.2335,1.416172,0.639162,1.056944,0.897768,0.080429,60.07495,5.680271,276.5353,1.099499,0.026351,0.045674,0.294135,0.000213,0.005786,3501.857,0.819792,0,0.885486,0.110243,0,0.101468,0.004056,614.6134,283379.7
0.153637,0.229512,0.201986,3.272031,0.509462,0.435249,0.242302,0.671535,0.795137,0.03747,0.614903,0.577163,0.390831,0.445777,0.545964,0.217341,0.21077,0.166092,0.173764,0.376415,0.493897,0.754795,1.309703,0.07594,0.059579,0.060251,0.054428,0.107408,4.181367,0.300554,0.299572,0.02827,0.02523,0.037799,0.061045,0.21517,0.218666,36.21704,139,1.00349,96.41057,6.720378,1.60876,0.563305,1.153246,0.895509,0.119202,34.62342,4.841096,133.5317,0.554588,0.006752,0.003106,0.077467,0.000068,0.019999,1492.687,0.091548,0,0.85486,0.108578,0,0.124157,0.004808,1205.091,170462.3
0.079579,0.503649,0.135118,3.476292,0.465383,0.344751,0.284406,0.603282,0.796623,0.059231,1.312111,0.819084,0.538268,0.487002,0.636097,0.238185,0.239029,0.19396,0.275883,0.42134,0.508679,0.800419,1.406834,0.105942,0.074399,0.081201,0.049517,0.108498,5.848662,0.293638,0.647963,0.032366,0.014503,0.026187,0.052247,0.213825,0.301625,68.175534,136,1.008737,70.35708,5.069639,1.443833,0.742124,0.914521,0.898036,0.045981,19.31623,5.260877,312.9748,1.029646,0.030704,0.105,0.386054,0.000228,0.004983,861.9298,1.080512,0,0.908123,0.11211,0,0.083492,0.003662,623.8671,368331
0.077634,0.444892,-0.310333,4.157551,0.28811,0.396814,0.333142,0.549908,0.721944,0.028083,0.885494,0.706183,0.448732,0.376081,0.526967,0.216409,0.179479,0.131301,0.355225,0.43164,0.709568,1.921861,1.691199,0.097691,0.089489,0.06861,0.065056,0.102038,11.501007,0.30249,0.519764,0.036167,0.021183,0.032792,0.052991,0.217924,0.288882,12.010649,118.25,1.002856,64.16809,4.16803,1.312777,0.559762,0.502919,0.886605,0.168522,136.0419,5.301774,307.6638,0.665253,0.016366,0.026765,0.104138,0.000226,0.012908,7840.827,0.988599,0,0.816911,0.111316,0,0.149667,0.004104,703.2878,96514.47
0.041261,0.394227,0.089107,3.339126,0.476868,0.434136,0.307458,0.568225,0.773642,0.030332,1.278585,1.156222,0.500843,0.481452,0.647165,0.252425,0.249953,0.185393,0.407486,0.341971,0.564658,1.111335,1.693059,0.08961,0.069725,0.066043,0.057421,0.111665,5.800692,0.328713,0.434409,0.030363,0.015311,0.034091,0.054357,0.215051,0.221379,12.269906,154.5,1.00486,56.69531,3.61908,1.1875,1.148121,0.832616,0.880273,0.050576,37.44695,6.566315,314.0482,0.569469,0.020587,0.288008,0.343295,0.000312,0.005384,2626.202,1.554127,0,0.928096,0.097151,0,0.066778,0.003096,301.8547,60008.19
0.054227,1.024925,0.020121,4.210267,0.348274,0.417333,0.310628,0.583849,0.755595,0.022322,1.118221,0.600946,0.600092,0.382987,0.588877,0.23507,0.22421,0.19078,0.348541,0.451229,0.72785,1.1076,1.156022,0.109143,0.077715,0.078416,0.06803,0.108425,24.165476,0.331574,0.585463,0.031777,0.014753,0.032576,0.055092,0.217265,0.507793,24.000884,130,1.004492,79.18851,5.072819,1.388145,0.630852,0.878758,0.896237,0.069751,53.15044,5.65962,441.3963,1.142148,0.016905,0.073834,0.220415,0.000244,0.008871,3873.598,0.565803,0,0.832224,0.100274,0,0.13972,0.004766,468.8406,54332.68
0.051162,0.533864,-0.147258,3.383993,0.474883,0.426028,0.265859,0.613663,0.775744,0.030458,0.921826,0.850773,0.510436,0.455673,0.484211,0.213663,0.197032,0.196274,0.20114,0.342612,0.538471,1.389237,1.719154,0.077706,0.061019,0.061812,0.062277,0.106257,14.814084,0.346811,0.306346,0.032725,0.018028,0.029162,0.054816,0.210803,0.358941,46.706155,130,1.006879,62.24695,4.590745,1.38534,0.694185,0.671853,0.896215,0.087164,40.57313,5.063138,190.7823,0.886687,0.021923,0.027671,0.148525,0.000394,0.006899,1935.567,0.436552,0,0.829561,0.095815,0,0.141484,0.004485,389.2992,183812.2
0.047644,0.563366,-0.366064,3.649871,0.441714,0.388141,0.33634,0.546197,0.707418,0.01314,0.698008,0.53915,0.429453,0.41415,0.487791,0.183582,0.187966,0.159945,0.307441,0.50187,0.606102,1.236085,1.383798,0.096604,0.059644,0.082286,0.070855,0.103042,17.236992,0.281931,0.346395,0.032927,0.014557,0.02844,0.056241,0.214831,0.221281,18.763567,158.5,1.002607,55.41522,3.677443,1.232006,0.61102,0.401107,0.880596,0.089892,108.6698,5.597157,218.2157,0.486363,0.011978,0.035152,0.05299,0.000399,0.006737,7124.032,0.629586,0,0.82024,0.110428,0,0.147545,0.003838,442.0042,21096.05
0.158718,0.804466,-0.032621,4.162852,0.345605,0.351642,0.235404,0.659278,0.80938,0.059435,0.851789,0.969028,0.595937,0.384099,0.64168,0.218629,0.233559,0.187769,0.464345,0.478334,0.703925,1.491193,1.72944,0.119942,0.077712,0.073272,0.061811,0.108013,11.555148,0.305974,0.403345,0.03727,0.023353,0.036225,0.060304,0.213989,0.32612,55.955621,120.5,1.007755,93.6998,6.761324,1.64807,0.422424,0.891611,0.882683,0.051551,20.93746,4.565116,235.0374,0.974951,0.014323,0.015208,0.212767,0.000173,0.006939,637.9013,0.246994,0,0.956059,0.104759,0,0.042039,0.00344,1351.585,377369.6
0.095693,0.289103,0.187413,3.502912,0.457945,0.384905,0.301829,0.598325,0.766071,0.05815,1.143388,0.949452,0.444324,0.465629,0.626943,0.23236,0.220563,0.203407,0.246927,0.379319,0.623917,1.735039,1.339122,0.110384,0.077673,0.068747,0.052239,0.106044,8.387313,0.332314,0.720441,0.041065,0.021307,0.034073,0.055609,0.215229,0.312541,27.936115,122.5,1.007539,81.99454,5.457823,1.457922,0.716651,1.32086,0.900183,0.137459,72.46978,5.473507,380.1965,1.018095,0.026237,0.098032,0.756327,0.000198,0.016559,5446.013,1.141737,0,0.838882,0.115965,0,0.135249,0.005119,683.2218,289053.1
0.135688,0.057926,0.390287,3.734253,0.423886,0.364803,0.1986,0.650955,0.790782,0.037495,0.692543,0.780499,0.47695,0.442962,0.585775,0.207342,0.22411,0.162357,0.266461,0.440915,0.588114,1.227694,1.430636,0.104583,0.065959,0.064349,0.061495,0.104809,3.677608,0.26091,0.490598,0.032861,0.022718,0.035601,0.061196,0.21323,0.144838,36.870621,149.75,1.003626,94.72495,6.34178,1.547409,0.565537,1.283559,0.898173,0.147619,52.63325,5.212067,120.4947,0.386327,0.007225,0.011388,0.161835,0.000071,0.021656,2593.18,0.208408,0,0.959388,0.130297,0,0.038989,0.002548,998.9832,170149.5
0.110879,-0.084938,0.044126,3.432847,0.501526,0.397124,0.249527,0.662428,0.792374,0.031332,0.689563,0.660469,0.432656,0.410259,0.555666,0.223162,0.204674,0.16293,0.193767,0.298937,0.520991,0.945395,1.165434,0.076488,0.06488,0.063218,0.050513,0.109357,1.785285,0.326807,0.319054,0.02935,0.021704,0.036513,0.059728,0.21744,0.090412,57.922032,128,1.004437,91.16558,6.067632,1.511489,0.64389,1.259661,0.906087,0.134852,78.59958,5.397476,90.62209,0.207459,0.004329,0.006317,0.131793,0.000057,0.013413,6452.016,0.179753,0,0.942743,0.110653,0,0.054015,0.003035,677.9212,68694.89
0.096902,0.554837,0.147085,3.359543,0.492538,0.425559,0.293912,0.672277,0.825081,0.042036,0.899695,0.79836,0.502683,0.446327,0.526554,0.22311,0.217991,0.189206,0.308522,0.357161,0.565659,0.946036,1.021565,0.091794,0.077044,0.081656,0.063005,0.108951,5.583514,0.280771,0.552553,0.026811,0.028835,0.040443,0.062618,0.213866,0.235398,64.58815,123,1.005973,77.07664,5.858604,1.555059,0.556342,0.880119,0.89002,0.081711,26.84272,4.676983,240.1254,1.015141,0.019454,0.012793,0.296356,0.000112,0.010794,1017.431,0.223905,0,0.914115,0.078035,0,0.078561,0.002332,586.8905,146637.1
0.094228,-0.160116,-0.228094,3.680305,0.472636,0.428489,0.268118,0.613789,0.751051,0.034161,0.819101,0.613752,0.371192,0.365295,0.47534,0.198864,0.193832,0.153662,0.363117,0.416363,0.733202,0.982378,1.244334,0.082514,0.098081,0.084734,0.054229,0.104569,24.666699,0.355275,0.70013,0.033208,0.028327,0.036763,0.054887,0.209667,0.357405,43.059502,145.5,1.006178,87.55466,5.699866,1.457829,0.60265,1.270983,0.895332,0.176692,101.0193,5.483792,146.5064,0.922081,0.017519,0.014952,0.100044,0.000137,0.024282,9787.405,0.322949,0,0.973369,0.135354,0,0.025939,0.003787,699.9676,173284
0.095487,0.391872,0.23468,3.09296,0.542437,0.400757,0.242988,0.655741,0.817508,0.069969,1.018014,0.595917,0.399768,0.4136,0.525631,0.197887,0.20154,0.165709,0.30321,0.385279,0.59717,0.957526,2.068022,0.109232,0.078036,0.069912,0.068361,0.118022,6.731412,0.194664,0.302862,0.036698,0.022003,0.032934,0.054556,0.214654,0.351556,45.881442,144,1.007462,76.48989,5.82746,1.547909,0.728808,1.166483,0.895035,0.09014,44.2836,5.000367,506.8318,2.295496,0.050697,0.079901,0.519531,0.00027,0.012471,2817.74,1.25185,0,0.687084,0.093344,0,0.215143,0.005546,639.8033,649456
0.096413,0.232103,0.215937,3.20797,0.502318,0.407894,0.272517,0.671699,0.823057,0.077378,1.223085,0.793543,0.455999,0.441194,0.604588,0.222136,0.227845,0.185388,0.593357,0.319971,0.538534,0.778714,2.005122,0.10203,0.096629,0.098677,0.060115,0.126652,78.030636,0.491073,0.405585,0.032551,0.021498,0.030989,0.049761,0.22421,1.284681,82.728214,125,1.008273,63.45406,5.406226,1.57374,0.772693,0.856863,0.903153,0.066608,13.39387,4.29143,276.3111,1.1417,0.028526,0.174556,0.439608,0.000169,0.016369,793.6792,0.797855,0,0.607856,0.07344,0,0.238526,0.005177,701.6472,635674.2
0.091108,0.782532,0.313143,2.949346,0.553728,0.411525,0.297647,0.566364,0.728197,0.054541,1.007687,0.973334,0.458949,0.479047,0.54307,0.234253,0.21722,0.166368,0.773362,0.407631,0.440686,1.175372,1.542375,0.099947,0.077897,0.074528,0.06121,0.101935,77.979042,0.391576,0.51977,0.028196,0.02126,0.039654,0.056029,0.209681,0.265157,20.901445,156.5,1.007043,82.92876,5.160676,1.412433,0.870274,1.054713,0.889808,0.076803,16.88264,5.423,622.1739,1.203461,0.035021,0.145366,0.193759,0.000208,0.012269,810.6726,1.563406,0,0.557923,0.094387,0,0.246809,0.007536,890.4293,621092.8
