@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[2]_linregc1 numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[9]_amean numeric
@attribute mfcc_sma[9]_linregc2 numeric
@attribute mfcc_sma[10]_linregc2 numeric
@attribute mfcc_sma[11]_kurtosis numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute pcm_zcr_sma_max numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_zcr_sma_linregerrQ numeric
@attribute voiceProb_sma_amean numeric
@attribute F0_sma_amean numeric
@attribute pcm_RMSenergy_sma_de_skewness numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[1]_kurtosis numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[4]_maxPos numeric
@attribute mfcc_sma_de[4]_linregc1 numeric
@attribute mfcc_sma_de[5]_amean numeric
@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_minPos numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute output {funny,notfunny}

@data
1.078273,-7.061254,-7.048719,-0.000589,-4.20907,3.823406,2.357801,2.403357,-0.280117,3.078595,21.89585,0.317604,0.078831,0.077385,0.002935,0.42398,65.59435,0.6043,10.66513,-0.782711,6.34471,-0.003289,4.413008,816,-0.000002,-0.003978,0.947155,-0.383614,2430,1.199675,9.245025,funny
0.781292,-13.18362,-14.27678,-0.000391,0.655545,3.375888,-0.804532,-1.763403,-6.360826,4.481684,22.65669,0.557774,0.116077,0.121917,0.003198,0.345844,55.13889,2.245075,11.89679,-0.040602,5.661993,0.005868,5.535783,701,-0.000001,0.00128,1.322658,0.172813,1659,1.369781,11.15695,funny
0.681146,-7.243093,-6.814234,-0.000307,-3.319184,3.766204,-2.858748,-2.248285,-7.081359,3.055602,22.17687,0.415003,0.085196,0.087917,0.002143,0.446481,73.46531,0.894522,5.108314,-0.862197,6.721097,-0.000254,3.814571,1138,0,0.000248,1.09239,-0.31232,680,1.002566,18.83836,funny
1.249201,-5.574541,-6.502406,-0.00134,-2.698617,3.154078,-5.656686,-7.079908,-1.731339,3.88599,22.24197,0.569873,0.087789,0.09762,0.006849,0.439733,75.81487,0.612992,13.98211,-0.637131,8.101453,0.001399,4.097826,218,-0.000001,-0.003116,1.211032,-0.225095,177,1.209054,20.54996,funny
1.939656,-10.59913,-10.34811,-0.000641,-3.026198,2.679119,-0.822835,-0.641241,-1.184353,2.737595,43.53235,0.61706,0.105749,0.100795,0.012938,0.373237,38.26046,0.69575,6.598873,-0.490481,3.926403,-0.00089,3.398794,485,-0.000004,0.001228,4.119871,0.194532,1214,3.023153,6.351556,funny
2.894495,-10.18621,-9.300976,-0.000344,-1.453273,3.60576,-0.503873,-0.538572,1.163041,5.076814,24.90918,0.548094,0.098533,0.089299,0.004565,0.39743,63.64093,0.234018,10.83906,-0.117691,5.233335,-0.001321,3.919094,1809,0.000004,-0.002655,1.613162,0.111636,245,1.80156,12.33175,funny
0.123723,-11.59682,-7.616976,-0.000745,-2.500759,3.290615,-2.041592,-0.510947,-4.022503,2.666225,16.57789,0.275862,0.134343,0.07243,0.001626,0.404606,71.64829,0.67936,4.827077,-0.173324,4.615837,-0.003663,4.090227,2095,-0.000004,0.003152,1.277256,-0.12259,202,1.259835,3.875772,funny
2.922663,-5.582407,-5.553667,-0.000016,-9.250192,3.107666,-7.510774,-6.499592,-8.466658,2.632268,20.68086,0.663037,0.062689,0.063922,0.0052,0.433306,63.84527,0.036659,13.21353,0.25306,7.658062,0.001088,6.323899,1469,-0.000003,0.002275,1.172245,-0.360973,68,1.292021,27.05466,funny
2.774139,-9.316784,-10.16217,-0.002026,4.413093,3.330472,3.940535,2.636436,1.533389,2.702683,23.1296,0.573503,0.061238,0.062995,0.002664,0.39988,35.60238,0.981173,26.16035,-0.420198,7.532131,-0.003019,4.228889,1056,-0.000008,0.00104,1.058261,-0.172426,1020,1.316404,25.33744,funny
1.585636,-3.364478,-5.424415,-0.000216,-4.886018,3.095453,-2.548249,-0.956164,-1.765254,3.570106,18.3639,0.208107,0.06353,0.072959,0.000486,0.43201,67.37193,0.617134,16.27187,-0.244397,6.636415,0.001659,4.340395,1037,0,0.001178,0.902654,0.172036,2051,1.31724,6.057036,funny
0.993521,-7.885583,-7.820503,0.000231,-1.208706,2.671656,0.266527,-0.880161,-0.556733,2.609645,10.06342,0.333333,0.081342,0.076732,0.001024,0.354157,41.70438,0.60617,3.705206,-0.674657,3.016014,0.003871,3.581939,1434,0.000005,-0.001974,0.681525,0.030734,181,0.937545,7.606438,funny
2.401131,-9.116364,-8.571368,0.000504,-2.739638,3.566234,-1.236182,-1.804431,-6.000068,2.892943,29.85176,0.552934,0.091686,0.083646,0.004861,0.392795,58.93325,1.473327,20.02919,-0.604943,7.166939,0.002605,4.523787,2513,0.000001,0.004858,1.172206,-0.405573,424,1.420635,17.42862,funny
2.078643,-4.567912,2.422336,0.00106,-2.4105,2.836732,-1.34711,-2.204226,1.275156,2.943199,13.12662,0.366606,0.063602,0.044074,0.002589,0.312234,14.52936,0.837227,6.423999,-0.40206,5.900859,-0.002397,6.028558,2688,0.000001,-0.00131,1.034701,0.381778,1149,1.651805,7.656411,funny
0.72937,-6.703412,-6.582829,-0.000564,3.229259,2.853539,-8.002216,-7.55279,-9.587016,2.216602,15.15065,0.226255,0.077532,0.064425,0.001325,0.410785,66.62146,0.947197,5.242906,-0.806172,3.774296,-0.002371,4.039608,622,-0.000001,-0.000531,1.052415,-0.166854,1077,1.341758,4.83592,funny
0.670035,-9.308062,-9.60712,-0.000472,-4.770572,3.117131,-1.868727,-1.848983,1.122152,2.930796,17.44924,0.434362,0.10198,0.10967,0.003196,0.386922,42.18975,0.195839,4.975499,-0.384011,4.449585,-0.003111,3.525379,665,0,-0.001243,1.097878,0.002055,2395,1.483893,10.25873,funny
1.210802,-3.764811,-5.295039,0.000172,-3.187869,3.525968,-1.148702,-1.092686,-2.581414,3.440297,24.78691,0.61101,0.082887,0.086505,0.003915,0.389835,23.3306,0.989701,7.404917,-0.986887,7.794592,-0.000447,5.557989,388,-0.000003,-0.004044,1.100113,0.277335,2421,1.196869,20.81617,funny
0.507998,-12.2703,-11.56667,-0.000922,0.64043,2.953477,-0.368989,-0.544538,0.682463,2.723942,16.78407,0.342408,0.111868,0.114203,0.002534,0.306246,23.83973,0.997647,6.919564,-0.27178,4.251636,0.001434,4.91244,234,0.000004,-0.001211,1.373266,-0.41679,2632,1.243375,5.512799,funny
-0.120186,-15.63831,-14.61299,-0.000554,0.72589,3.235426,0.282363,-1.580371,-1.732782,3.089221,10.37369,0.305505,0.156744,0.141323,0.002422,0.255738,4.640056,1.77013,17.86,-0.858854,13.44325,-0.003792,4.101242,1448,-0.000004,0.004289,0.962186,-0.198929,473,1.060707,4.691074,funny
0.647988,-4.0445,-2.974776,-0.000381,-1.169743,3.56257,1.297825,-3.411134,0.373166,2.997262,14.83416,0.153055,0.055089,0.042538,0.000489,0.419628,64.7389,1.355385,8.621646,-1.349769,6.474526,-0.000178,4.382253,1328,0.000004,0.006926,0.846153,0.13971,2298,1.003474,6.122134,funny
0.010274,-10.19375,-8.918773,-0.001938,2.908406,3.015289,-2.658208,-2.511597,-4.74579,3.314547,14.71443,0.518451,0.118323,0.112506,0.004006,0.313931,10.74788,1.118842,9.147104,-0.722729,8.640205,0.004814,4.425034,619,-0.000005,0.000193,0.81018,-0.216129,638,0.990722,17.03696,funny
0.680522,-10.59459,-12.71915,0.00378,-2.921497,2.741934,-1.935565,1.812996,-0.716882,3.105082,25.78834,0.395039,0.117933,0.135814,0.002171,0.470325,110.1443,0.795017,5.800552,-0.396159,6.69527,0.001337,5.472881,688,0.000002,0.002771,1.401446,0.278586,290,1.66938,7.272452,funny
0.232988,-6.563073,-7.64698,-0.001336,-0.184404,2.760007,-1.301492,-1.337208,-2.546102,2.923276,13.61361,0.284332,0.073677,0.073191,0.000769,0.336164,17.88159,0.531061,5.737508,-0.783566,5.576751,0.002949,4.725632,16,-0.000005,0.00088,0.78335,0.165435,1639,0.891451,7.933347,funny
0.97773,-9.108016,-9.08636,-0.001754,-3.88563,2.905236,-3.975477,-5.921661,-1.82499,3.045789,29.44261,0.405929,0.102746,0.101576,0.002558,0.442615,77.87881,0.408796,9.633609,-0.420289,7.491667,-0.000716,3.997966,1728,-0.000007,-0.001399,0.930181,0.029835,1182,1.110707,10.56586,funny
1.3604,-9.189751,-8.981975,0.000572,-1.083296,3.32461,-1.35062,-2.128206,4.537907,2.896091,14.73377,0.423473,0.103262,0.094739,0.002242,0.312962,7.689132,1.295316,8.322295,-1.216665,6.312999,0.000261,4.454671,97,-0.000004,0.000656,1.324028,0.18238,994,1.481273,12.37897,funny
-0.059617,-14.01312,-14.08238,-0.000354,-0.257919,3.425864,1.340932,2.581374,-0.522669,5.735044,16.73627,0.571688,0.132382,0.134349,0.003406,0.288137,11.77952,1.165184,5.580342,0.470514,5.475675,-0.000701,4.567059,2204,0.000006,-0.003439,1.192185,0.311086,1341,1.376119,6.354033,funny
1.877571,-5.042141,-5.523208,-0.000195,-2.173249,3.41247,-1.341224,-1.099614,0.684538,3.254544,19.85645,0.572293,0.057358,0.054074,0.002122,0.376801,37.38153,1.414169,12.76767,-0.974171,5.80945,0.001253,4.375922,1694,0.000001,0.00221,0.865129,-0.054413,679,1.100661,27.04415,funny
0.407247,-11.81506,-11.00705,-0.001116,0.515548,2.868959,-6.30351,-6.508018,-1.927711,2.814914,21.89123,0.266788,0.139104,0.143273,0.001106,0.51228,117.7026,0.151668,2.423747,0.142861,2.789885,-0.001809,3.011282,2818,-0.000003,0.002161,1.002389,-0.193573,2868,1.391228,3.321434,funny
0.892991,-7.149909,-10.05635,0.000549,-5.353957,3.707066,2.813235,4.171844,-5.312433,3.034873,15.45959,0.287961,0.08177,0.095926,0.000759,0.359896,28.23481,0.851278,6.879315,-1.088109,5.966835,-0.000928,4.417942,824,0.000001,0.002614,0.662848,-0.037079,2076,0.980029,8.678149,funny
-0.030909,-5.785275,-5.954855,-0.000109,-5.491987,2.851511,-7.794443,-7.046048,-2.844571,3.293224,17.47329,0.263763,0.071475,0.075169,0.000853,0.537584,148.4435,0.547585,5.023818,-0.957809,6.495186,-0.001027,3.958687,482,-0.000009,-0.003805,1.062639,0.216591,555,1.153273,7.128387,funny
0.466674,-10.82304,-9.438618,-0.000598,2.083957,3.144897,2.157205,2.357864,-1.024388,2.833652,17.35598,0.312765,0.097203,0.089234,0.002511,0.454751,95.85117,0.347536,7.708448,-1.119992,8.43337,0.000926,5.11553,1582,-0.000003,-0.000291,1.199501,0.12445,2174,0.990837,6.483301,funny
1.495699,-13.03375,-12.9018,-0.001113,-0.330131,3.069952,-0.53922,-0.588743,0.176501,2.961374,15.34047,0.529946,0.139906,0.13548,0.002898,0.289303,6.3665,0.591368,13.09867,-0.188335,5.562669,-0.001049,4.104548,2156,-0.000002,0.000635,0.818302,0.336798,1075,0.938817,9.885996,funny
0.882043,-15.22992,-14.93018,-0.000038,-1.932957,2.97627,-3.268852,-4.190276,-2.792786,3.057353,28.92598,0.381125,0.16794,0.157425,0.002782,0.35202,16.73084,0.400646,3.822039,-0.161485,3.342969,-0.00116,4.146384,53,0.000006,0.002319,1.098259,0.213246,388,1.476785,3.962669,funny
0.774261,-9.965365,-9.448554,0.000275,-3.756497,2.946327,-1.008015,-1.365786,-3.114165,2.775708,15.33609,0.295221,0.094949,0.090578,0.001319,0.304245,20.29654,1.033324,5.557408,0.111197,4.308876,-0.000296,3.600786,2665,-0.000002,0.003706,0.827438,-0.047955,2124,1.073047,6.575039,funny
0.070061,-13.69272,-13.42017,0.000386,1.146097,2.988893,-5.462127,-5.196559,-0.979589,2.693271,15.82562,0.347248,0.164777,0.160708,0.001956,0.355681,23.71689,0.092093,6.720305,-0.215035,6.332488,0.001292,3.836639,1307,-0.000008,-0.000511,0.879644,0.258623,409,1.218314,5.80649,funny
0.500102,-10.66641,-10.29467,0.000002,-4.708909,2.846027,-4.666057,-4.713522,-5.50082,3.091004,8.739557,0.211736,0.086012,0.080479,0.001214,0.229182,0,1.030726,4.966897,0.471074,3.16183,-0.001693,3.60858,2966,0.000001,0.001075,0.725465,-0.219741,1234,1.231122,3.679114,funny
1.328651,-11.83677,-10.42366,-0.000942,-0.341445,3.146798,0.786118,2.569149,-2.862978,2.936589,14.59809,0.439202,0.131935,0.111085,0.002172,0.396708,56.10189,0.596826,6.614262,-0.723312,4.113606,-0.000663,4.163261,1206,-0.000008,-0.001327,0.942986,0.222328,712,1.219792,7.580483,funny
-0.170446,-14.44581,-13.79113,-0.000186,0.96264,3.168225,1.596489,1.542965,1.109216,3.172197,12.46584,0.422868,0.156709,0.147449,0.003569,0.316712,21.27057,0.657455,4.686984,0.427442,5.077162,-0.001507,4.124415,396,0.000003,0.002216,1.019255,0.181329,1121,1.176904,6.089192,funny
2.16526,-8.969081,-7.775535,-0.000689,-2.894079,3.025129,1.1863,1.823612,2.175237,3.953035,19.28753,0.599516,0.083311,0.06403,0.004816,0.372465,72.21924,1.901264,15.14048,-0.995356,4.802554,-0.001071,5.133733,1806,0,0.001052,1.185765,0.684794,484,1.611684,13.6851,funny
3.648206,-7.583662,-7.420182,0.001105,-2.876268,2.793272,-4.116961,-1.176106,-2.11202,3.194137,42.744,0.226255,0.095658,0.095196,0.000924,0.546597,171.7119,1.467721,42.87004,-0.878843,7.017185,0.001113,3.83125,1715,0.000002,-0.002202,0.781622,0.206921,2834,1.096374,5.209475,funny
0.976287,-8.586139,-10.30574,0.001685,1.150367,3.760106,-2.115241,-1.808349,-2.571936,3.431799,24.96077,0.493648,0.062515,0.0845,0.003174,0.396427,66.78155,0.710215,6.114086,-0.472644,5.576011,0.000977,4.096587,1253,-0.000004,0.005569,1.362957,-0.142455,1238,1.583478,11.79935,funny
0.255191,-13.22462,-13.79571,0.000363,-1.427107,2.882875,-1.097775,-2.285507,1.952174,3.555198,22.87761,0.478524,0.148516,0.164382,0.003215,0.328471,36.39239,0.856552,7.438542,-0.048748,5.898542,0.000526,3.844939,89,0.000001,0.001918,1.621205,-0.21902,1272,1.671709,6.571399,funny
2.61844,-3.311508,-2.755153,-0.002154,-1.185295,3.296245,0.346408,-2.852665,-4.782088,2.931467,33.33051,0.353902,0.029762,0.025917,0.000839,0.417668,64.8307,1.36996,13.74626,-1.296231,7.372346,-0.003252,4.320549,79,0,-0.00361,1.339868,0.235943,19,1.438252,35.64698,funny
0.746322,-11.36522,-11.3721,0.001101,-3.861908,3.08498,-0.00715,3.089249,-1.934946,3.461224,24.93047,0.501512,0.111828,0.122703,0.003323,0.375665,59.81407,0.296641,3.72554,-0.08448,3.314533,0.000494,3.553766,606,-0.000004,0.00041,1.554756,0.247285,1009,2.11837,7.933263,funny
0.450358,-10.42099,-11.9066,0.001309,-1.364934,2.814203,-1.907767,-1.080705,-4.816854,3.948085,28.13002,0.433152,0.104054,0.123167,0.003749,0.427567,84.23793,0.423538,5.135253,-0.126002,5.437088,-0.005096,4.236114,850,0.000009,-0.000459,2.086045,0.006191,2192,1.927038,7.929316,funny
0.837247,-13.26307,-14.02597,-0.001283,-0.396266,3.689144,-2.251989,-2.145992,-3.047863,3.385866,14.81654,0.405929,0.126192,0.11784,0.002181,0.248174,2.268023,0.828068,7.149206,0.102688,5.868706,-0.000748,4.412384,634,0.000004,-0.000748,0.988014,0.144457,1181,1.112399,6.639132,funny
0.836857,-14.23118,-14.51428,-0.00007,5.241267,3.033268,-6.24712,-6.506627,-7.584465,3.296182,12.60977,0.267393,0.155999,0.161036,0.00122,0.280811,19.02205,0.192593,4.918323,-0.527445,3.900469,-0.000156,3.393381,1310,-0.000001,-0.000618,0.942679,-0.185104,136,1.158038,3.345344,funny
1.116269,-4.368544,-5.242324,-0.000153,-1.732622,2.949536,-4.495217,-3.758581,-2.034298,2.899085,8.939853,0.137326,0.042849,0.050106,0.00039,0.301626,8.812481,0.925256,4.260717,-0.527195,3.621706,-0.000825,3.404111,1092,0,0.003643,0.820377,-0.185317,414,1.717346,3.952173,funny
2.574925,-6.781453,-3.931467,-0.000578,-4.829319,2.577398,-1.851084,-1.34751,-4.645447,3.895797,21.88063,0.69147,0.082507,0.046514,0.007629,0.401577,63.58806,1.26264,18.57778,-0.501974,6.405907,0.000848,4.295048,2869,0.000005,-0.000139,1.432952,-0.179381,1244,1.391459,20.72739,funny
2.177716,-6.867069,-5.509395,0.002421,-4.645501,3.505903,-7.236796,-10.56936,-7.614378,4.41152,57.47692,0.568663,0.072361,0.064067,0.003947,0.54485,166.0649,0.517877,16.56426,0.032308,6.526258,-0.002494,4.144443,2385,-0.000005,0.005292,1.277083,0.408084,1734,1.630389,28.39186,funny
1.010049,-9.68182,-9.845826,0.00023,-0.723387,3.588465,-2.75798,-3.379736,-4.485231,2.798782,22.96773,0.287961,0.08172,0.083493,0.001575,0.344567,32.23754,0.459925,6.510326,-0.405027,4.389684,0.000535,3.933117,1453,0,-0.004215,1.201391,-0.094983,2662,1.477188,4.829093,funny
0.412524,-7.75965,-7.92315,0.000345,-1.908068,2.819074,2.256305,1.662171,-1.074685,3.225225,20.5425,0.413188,0.071166,0.073245,0.001723,0.419958,70.58832,0.480292,5.542081,-0.032546,5.792127,-0.001019,4.975842,243,-0.000001,-0.001094,1.212445,-0.152051,571,1.276751,14.79196,funny
1.898905,-5.348442,-5.442526,-0.000471,7.508152,2.813252,-2.268986,-2.093196,1.076052,3.638373,18.92296,0.187538,0.039049,0.040233,0.000791,0.335809,21.06199,1.262228,9.117344,-0.581178,3.354207,-0.002016,3.202408,2868,0,0.001474,0.940383,-0.026001,2121,1.84113,7.227285,funny
1.532073,-8.950862,-7.218825,-0.002111,-0.418194,3.166317,-1.262743,-1.380124,-2.119921,3.499375,24.39688,0.504537,0.089198,0.06589,0.003237,0.39712,72.96887,0.824389,9.482853,-0.912761,5.615747,0.002849,4.828623,608,0.000003,-0.000949,1.670797,0.239848,536,1.40327,14.97011,funny
1.419629,-8.21495,-5.905981,-0.001083,-3.973132,3.052325,0.692644,0.794448,0.105972,2.998846,18.48786,0.511192,0.086637,0.064846,0.003815,0.354032,31.46061,0.921801,6.842397,-0.81733,4.920367,-0.000525,4.691525,1314,-0.000003,0.002346,0.796749,0.007339,1318,1.255562,11.7894,funny
0.202199,-14.4341,-15.06472,0.00044,1.800201,3.134077,-0.269058,0.415974,0.549185,3.512312,14.02046,0.297641,0.154533,0.165469,0.001749,0.261895,6.116571,0.662597,4.694589,-0.493795,4.18369,0.001482,3.5044,884,-0.000001,-0.001217,0.769992,0.167325,667,1.217265,3.623333,funny
1.030345,-8.328059,-5.306455,-0.00124,-1.433326,3.9464,-2.196277,0.755469,1.674132,3.104826,18.71395,0.54023,0.082705,0.057466,0.004125,0.365106,47.81985,0.815534,4.936945,-0.911257,4.517609,-0.002872,4.179857,440,-0.000002,-0.000795,1.147703,0.447989,1995,1.49776,10.48381,funny
0.117794,-5.715781,-4.177854,-0.002372,-7.659793,2.57539,-2.269529,2.039029,5.552853,2.930477,18.43939,0.414398,0.080937,0.063811,0.001322,0.484686,108.2364,0.761417,7.848911,-0.491927,8.341836,-0.000741,4.800387,990,0,-0.003806,0.670007,-0.173649,517,0.71861,18.06349,funny
1.147794,-2.999889,-2.800583,0.000704,-2.689249,3.366552,0.502291,-0.086695,-5.431519,2.642807,26.19876,0.343013,0.039221,0.041699,0.001254,0.404278,44.53293,0.063907,6.680866,0.210982,5.404584,0.000919,3.805978,1129,0,0.01017,2.277606,-0.001111,1993,1.672297,21.44593,funny
0.879501,-6.12431,-6.547186,-0.000355,-8.905034,3.434297,-4.743991,-4.195968,-2.831798,4.472284,33.57467,0.179068,0.053708,0.055212,0.000619,0.501479,134.0061,1.077284,5.184628,-1.298284,5.827486,0.001513,3.842531,736,-0.000003,0.000356,0.848351,0.059884,992,1.048635,5.615767,funny
0.609377,-6.755966,-6.756092,-0.002859,-3.145517,4.156015,-0.537467,-0.854504,4.677619,5.221897,21.81805,0.521476,0.058066,0.039319,0.001995,0.382029,67.1328,0.987652,5.458805,-0.566692,4.810951,-0.004245,5.111086,2900,-0.000008,-0.005598,1.177717,-0.05395,2653,1.644222,25.89545,funny
1.35408,-3.551198,-3.680179,0.001271,-9.437085,3.594321,-5.074724,-3.550592,-1.273809,2.800923,22.36937,0.262553,0.04793,0.048658,0.000447,0.408966,43.08794,0.876544,15.90837,-0.750661,5.904106,-0.003067,3.493649,862,0,-0.001581,0.449601,0.208387,702,0.577613,24.84733,funny
0.601452,-14.82345,-14.98636,0.000118,0.041504,2.982726,-2.83377,-2.040159,-1.356994,3.434268,29.44643,0.379915,0.155323,0.161827,0.003764,0.494993,152.5317,0.583608,7.336518,-0.199375,5.318038,-0.000909,6.155256,1479,0.000009,-0.00011,1.276426,0.19695,391,1.500319,4.808239,funny
0.766727,-8.247729,-7.800871,-0.000474,-3.465465,3.286438,-3.193711,-1.975866,-2.384305,3.455267,19.68733,0.596491,0.093938,0.09068,0.00351,0.416577,95.22538,1.002989,5.421982,-0.761985,4.19986,-0.000788,4.288094,1195,-0.000004,-0.003166,1.178945,-0.11485,2516,1.24531,10.67013,funny
1.094146,-13.10797,-12.84598,-0.0002,0.092146,3.184284,0.69967,1.354511,-2.113881,2.852182,16.8022,0.405929,0.133511,0.128903,0.00177,0.330437,24.84331,0.745108,14.25034,-0.011298,5.544968,-0.002439,3.630768,1501,0.000001,0.00141,0.905631,0.069881,308,1.145753,9.015042,funny
0.271136,-11.36866,-11.41309,0.001447,0.786068,2.910138,-2.177354,0.279876,-1.886763,3.118002,12.43592,0.22807,0.10436,0.120196,0.00106,0.264432,0,1.097064,5.834188,-0.77175,5.297229,-0.000262,4.320219,505,0.000002,0.000055,0.73733,-0.138724,219,0.921904,3.910431,funny
0.246492,-13.12746,-14.76826,0.001134,3.019927,3.397914,-0.222325,-1.764051,-1.997358,3.684017,16.3121,0.306715,0.092073,0.112939,0.00238,0.303141,23.48488,0.862299,5.340696,-0.768969,5.390941,-0.001896,4.268442,1960,-0.000003,0.000846,1.445151,0.013212,2498,1.503393,4.871568,funny
0.80866,-9.29884,-8.669932,-0.000642,5.102463,3.460828,0.57645,0.454848,0.919372,2.744697,9.685575,0.269813,0.097421,0.082376,0.002235,0.326672,13.97248,0.525222,5.148424,-0.312148,3.514889,0.00015,3.249564,1200,0.000007,0.000829,0.831936,0.074756,743,1.012845,4.002593,funny
0.937857,-11.28342,-11.02819,0.000285,1.286648,3.963904,-1.040884,0.440965,0.898526,3.427353,23.92663,0.53539,0.090585,0.108756,0.007125,0.287382,26.22902,1.420886,5.742496,-1.103914,5.418224,0.004045,4.461285,805,0.000002,-0.000867,0.761996,-0.231453,706,0.893801,9.153837,funny
0.905012,-14.81729,-14.70294,0.003097,3.885874,5.015051,3.44369,3.289501,1.461138,5.437777,33.20923,0.506957,0.094341,0.102844,0.007558,0.284072,14.38034,0.610836,5.847696,0.50604,5.316324,0.007331,4.493362,838,-0.000003,-0.005899,1.609173,0.456654,2229,1.864783,6.232181,funny
0.829489,-9.459623,-14.64745,-0.000666,-3.963877,3.761064,-3.918331,-9.891084,-6.163246,3.737642,18.87049,0.549909,0.090141,0.120383,0.005218,0.354478,32.69535,0.72323,5.263076,-0.259192,5.449667,0.000846,5.290892,493,0,0.005657,2.414398,-0.644955,458,1.704587,19.49923,funny
1.3604,-9.189751,-8.981975,0.000572,-1.083296,3.32461,-1.35062,-2.128206,4.537907,2.896091,14.73377,0.423473,0.103262,0.094739,0.002242,0.312962,7.689132,1.295316,8.322295,-1.216665,6.312999,0.000261,4.454671,97,-0.000004,0.000656,1.324028,0.18238,994,1.481273,12.37897,funny
0.666245,-7.453642,-6.991468,0.000042,1.23914,3.375411,-1.721532,-1.530955,-2.232478,3.476169,12.55592,0.316394,0.080466,0.076572,0.001697,0.36692,49.74384,0.272601,3.991099,-0.278356,4.207016,-0.003344,3.769554,2606,0.000002,-0.000821,1.066736,-0.095467,814,1.292112,6.075623,funny
2.58341,-10.02859,-10.98441,0.000847,-2.241514,2.831291,-1.635584,-1.860356,-0.801399,3.28926,38.83092,0.624924,0.110305,0.115107,0.007623,0.439273,78.20448,1.299909,10.77912,-0.5479,4.997424,0.000441,3.643734,1106,0.000008,0.002272,4.236514,0.069358,1420,4.143592,9.337201,funny
1.549954,-12.30424,-11.41603,-0.00107,0.540038,3.008189,1.428489,2.952924,2.346951,3.564669,16.51343,0.501512,0.115317,0.10632,0.004874,0.304055,8.960209,0.51883,6.047328,-0.316154,3.772144,0.000202,3.827713,2011,0.000007,0.001086,2.522862,-0.137607,1467,2.177156,5.121647,funny
0.698951,-13.29922,-11.21752,0.001256,-0.42155,3.125734,-0.187358,-0.208685,-0.74309,3.768921,14.04474,0.410163,0.161587,0.137532,0.003083,0.297859,11.96405,1.133475,5.135772,-0.376254,5.107258,0.002137,3.758321,2028,-0.000006,-0.003327,0.918427,0.244322,1207,1.101512,6.357391,funny
3.18097,-3.839333,-5.70317,-0.001838,-6.425911,2.813235,-7.118625,-4.735421,-1.540354,2.842564,38.65929,0.598306,0.064158,0.078368,0.00475,0.538296,131.0922,1.044197,23.25573,-0.094432,9.597815,-0.001257,4.852094,2115,-0.000006,-0.001322,1.310299,-0.031107,628,1.25582,28.54423,funny
0.794798,-10.90731,-11.7349,-0.000107,-0.849984,2.730342,-4.954915,-5.402586,-3.189015,2.995653,11.15919,0.420448,0.110787,0.120977,0.001116,0.295205,4.421432,1.17483,8.902164,0.119111,4.885767,0.000451,3.946546,286,-0.000001,-0.000299,0.528675,0.157675,95,0.769327,9.122561,funny
0.896019,-2.55939,-3.328525,-0.000375,5.258092,2.913554,2.457118,2.427723,-1.490402,3.343386,27.4434,0.292801,0.036862,0.03645,0.000621,0.512332,113.5218,0.753273,7.315586,-0.971811,4.930922,-0.001948,5.036726,1332,-0.000008,-0.003056,1.384023,0.047902,2686,1.776917,28.02005,funny
1.833141,-8.397128,-6.81676,-0.002087,2.116884,2.873465,-1.042231,-2.526726,-1.347523,2.909223,16.65518,0.54144,0.071566,0.062149,0.003316,0.350198,33.80367,0.713403,6.568381,-0.78486,4.353237,0.003784,3.835871,783,-0.000006,0.006077,1.977069,0.135753,163,1.697024,12.39629,funny
0.736252,-5.673396,-5.759055,-0.000117,-4.583774,4.115676,-2.98864,-4.107465,-2.631478,3.375938,14.9312,0.376286,0.069332,0.065465,0.001243,0.40539,77.44356,0.832893,6.822427,-1.322338,7.173396,0.00274,4.697852,1042,0,-0.00013,0.938808,-0.019719,2739,0.959127,14.19669,funny
1.675368,-5.071877,-6.783561,0.000698,-7.275047,3.516424,-5.601947,-3.619246,-6.125831,3.17019,11.64491,0.200847,0.079607,0.097075,0.000885,0.394916,29.06151,0.948961,9.316602,-1.053985,5.423236,0.001728,4.087863,1796,0.000005,-0.000035,0.791155,0.211199,821,0.995806,6.108904,funny
