@attribute Std_Acc1000_Std_Mem40_SCF_15 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_2 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric

@data

0.137885,0.442582,0.264635,3.386516,0.464546,0.404119,0.201502,0.632371,0.791244,0.051629,0.993968,0.926186,0.490261,0.461449,0.552833,0.222378,0.215442,0.180919,0.247578,0.406767,0.549447,1.43011,1.686814,0.094121,0.083908,0.096447,0.063678,0.109362,5.327055,0.271613,0.456705,0.029914,0.023292,0.036059,0.052903,0.213422,0.25008,55.506441,130,1.006311
0.118547,0.154236,0.122894,3.639598,0.430855,0.362427,0.240413,0.628529,0.78582,0.072748,0.921908,0.876337,0.485692,0.468028,0.511411,0.212112,0.215167,0.190232,0.237414,0.384783,0.559802,1.393651,1.401357,0.099627,0.081211,0.064763,0.050653,0.108273,6.05785,0.319789,0.596298,0.036013,0.023316,0.040549,0.055769,0.215445,0.22011,31.589502,145.5,1.006344
0.137118,0.375885,0.096968,3.321137,0.496879,0.423943,0.295999,0.639583,0.794559,0.072847,0.955386,0.714924,0.437861,0.436053,0.522791,0.241079,0.210008,0.191776,0.247164,0.35099,0.47363,0.880173,1.057469,0.088219,0.072823,0.066561,0.055961,0.108569,4.026175,0.225778,0.511796,0.029095,0.024459,0.034908,0.057527,0.214375,0.215057,41.37733,140.75,1.004352
0.078399,0.599218,0.217238,3.470141,0.452868,0.386043,0.292225,0.607181,0.768753,0.043614,0.952787,0.940137,0.456276,0.437321,0.592286,0.226683,0.231646,0.170776,0.422556,0.426375,0.518254,1.465555,1.642372,0.104741,0.089435,0.081399,0.069355,0.104109,26.635932,0.310551,0.457902,0.037355,0.023061,0.037377,0.058352,0.211476,0.432545,25.085185,159.5,1.005571
0.119591,0.370276,0.509847,3.504682,0.451093,0.386023,0.251016,0.646639,0.798987,0.058392,1.389443,1.092746,0.567379,0.50081,0.613034,0.213756,0.222237,0.183977,0.342076,0.464125,0.611056,1.386243,1.397611,0.133159,0.095786,0.086973,0.061685,0.112496,4.063669,0.362781,0.742135,0.039293,0.026427,0.034478,0.053335,0.215541,0.137205,30.655595,103.25,1.012067
0.087371,0.158032,0.01021,3.719556,0.406016,0.368731,0.262228,0.57162,0.750553,0.041142,0.940921,0.953838,0.438925,0.463093,0.689711,0.244093,0.248307,0.172571,0.273927,0.335413,0.513287,0.815415,1.77715,0.084017,0.064627,0.057436,0.061628,0.103669,9.614829,0.231971,0.430038,0.022531,0.0173,0.034071,0.054093,0.213907,0.239181,13.979165,131.5,1.004013
0.089969,0.114555,0.333027,3.57675,0.448253,0.381594,0.317378,0.569809,0.725824,0.06235,1.214805,0.932989,0.490267,0.454009,0.586931,0.23343,0.218205,0.186917,0.334995,0.448281,0.570111,1.070099,1.178704,0.097982,0.059849,0.066205,0.072312,0.112047,16.709533,0.310441,0.597108,0.034992,0.019299,0.034832,0.059835,0.210064,0.295013,21.459591,111,1.005207
0.10417,0.186197,-0.300355,3.812946,0.418554,0.361429,0.242959,0.652147,0.819076,0.107532,1.500173,1.210165,0.519501,0.51334,0.604302,0.238968,0.229683,0.194566,0.242943,0.402219,0.645217,1.168266,1.549971,0.079288,0.062422,0.051409,0.050062,0.115821,2.457581,0.247577,0.508858,0.02481,0.015098,0.025379,0.050192,0.212614,0.130995,78.292549,134.25,1.012286
0.09674,0.359931,0.184651,3.795107,0.413554,0.447853,0.255829,0.618193,0.77865,0.0612,0.88897,1.016136,0.480287,0.515522,0.681813,0.260762,0.239624,0.18218,0.221239,0.411719,0.581823,0.867051,1.42015,0.097945,0.070602,0.07294,0.061249,0.108663,5.696368,0.513255,0.462945,0.026233,0.022388,0.026369,0.054234,0.214447,0.190427,15.051322,142.5,1.003527
0.114881,0.5779,-0.031829,3.379496,0.487289,0.356401,0.27043,0.633054,0.772101,0.034273,0.783794,0.707173,0.415958,0.451863,0.455541,0.211163,0.203641,0.184878,0.299373,0.543114,0.502005,0.879891,1.224579,0.094133,0.065946,0.071098,0.072643,0.104849,18.835805,0.372118,0.430852,0.033536,0.021534,0.032654,0.056534,0.212951,0.28057,45.694661,137.5,1.004931
0.069481,0.229486,0.155219,3.40353,0.477791,0.397622,0.309502,0.562515,0.74969,0.055505,0.912802,1.256174,0.490459,0.448413,0.549833,0.251568,0.22127,0.169709,0.290938,0.408592,0.506925,0.824907,1.202636,0.087573,0.06044,0.069304,0.065346,0.104151,2.48913,0.240196,0.743596,0.024515,0.01848,0.024944,0.054352,0.215677,0.134252,11.26123,129.25,1.004588
0.062748,-0.331986,0.328678,4.09568,0.346135,0.382227,0.176206,0.662187,0.783483,0.047202,0.844064,0.881011,0.462023,0.456701,0.604411,0.229819,0.233628,0.170576,0.457633,0.49173,0.665999,1.329323,1.646721,0.121321,0.0722,0.064335,0.063522,0.105423,9.69991,0.397277,0.433089,0.029063,0.021136,0.029941,0.05613,0.204463,0.241047,17.129684,126,1.004262
0.065658,1.070512,0.045829,4.05844,0.343566,0.237758,0.365429,0.588317,0.760955,0.022803,1.041275,0.708695,0.447126,0.394529,0.492649,0.224714,0.183684,0.180073,0.302204,0.315985,0.688405,1.274633,2.534857,0.12872,0.057987,0.066022,0.073861,0.098383,41.931138,0.359706,0.566781,0.037175,0.017263,0.025149,0.061909,0.209157,0.401397,31.349446,146.5,1.003319
0.080161,0.334671,-0.346238,3.930864,0.423502,0.37814,0.214446,0.59541,0.749597,0.027266,0.698436,0.641665,0.402784,0.433224,0.598799,0.203193,0.20902,0.152814,0.281206,0.41249,0.84776,0.925095,1.252474,0.115846,0.064369,0.061365,0.051249,0.105822,9.720901,0.406686,0.366884,0.029798,0.020785,0.024499,0.054434,0.211575,0.232647,49.686091,156.5,1.004558
0.090551,0.832738,0.143669,3.940006,0.393942,0.368085,0.193245,0.626259,0.800173,0.05552,1.177599,0.937893,0.484757,0.436791,0.507871,0.210835,0.204781,0.173632,0.33734,0.577843,0.741076,0.886278,2.02746,0.11472,0.106687,0.096357,0.050127,0.109131,7.09552,0.425532,0.728663,0.032215,0.023012,0.045986,0.060055,0.212177,0.244679,25.987361,114.5,1.006399
0.060811,0.594779,0.267383,3.195949,0.491148,0.488637,0.434517,0.563394,0.726352,0.050171,1.046991,0.925671,0.402182,0.482164,0.524411,0.240207,0.2212,0.163972,0.323378,0.378176,0.45327,0.733131,1.596625,0.083369,0.072332,0.071134,0.103553,0.116753,33.806006,0.264418,0.468168,0.02681,0.016559,0.026074,0.053536,0.213935,0.886179,43.076987,127.5,1.006635
0.075405,-0.085629,-0.037631,3.744757,0.419784,0.333446,0.297274,0.578807,0.704906,0.029443,0.932073,0.58825,0.382274,0.441758,0.507084,0.213649,0.20174,0.173907,0.512484,0.463746,0.67641,2.439767,1.513993,0.113029,0.06799,0.079531,0.079481,0.111686,11.937135,0.584565,1.259183,0.032333,0.019936,0.034211,0.054026,0.210364,0.192946,37.431676,133,1.008405
0.103359,0.475285,0.27679,4.067676,0.328141,0.279886,0.236074,0.606554,0.774724,0.050922,0.925735,0.946383,0.497609,0.448505,0.719561,0.219232,0.233005,0.162711,0.30121,0.317376,0.606312,1.04215,1.787443,0.070582,0.058558,0.052776,0.054493,0.100151,4.259341,0.250233,0.600583,0.023676,0.021558,0.034902,0.065616,0.20971,0.136619,40.869318,135,1.004364
0.083728,-0.33366,0.070906,3.67303,0.385689,0.388711,0.346907,0.555606,0.691064,0.044006,1.14747,1.042601,0.447781,0.417303,0.594453,0.203168,0.212728,0.164312,0.368011,0.323622,0.533025,1.156701,1.660192,0.101723,0.06364,0.082493,0.099192,0.097061,32.440049,0.277652,0.841401,0.031774,0.029531,0.035402,0.052929,0.213995,0.513427,50.148512,126,1.007859
0.111663,0.609023,0.417548,3.448993,0.468497,0.433853,0.350868,0.64773,0.84234,0.054165,1.518569,0.885165,0.453617,0.482669,0.668453,0.217972,0.231566,0.187484,0.345452,0.271823,0.549538,0.764843,1.317415,0.071159,0.067656,0.071391,0.057416,0.123053,1.571875,0.214236,0.44046,0.022627,0.021393,0.033533,0.054973,0.215686,0.176288,37.271203,124,1.004047
0.156105,0.626973,0.165415,3.363153,0.489882,0.399905,0.222187,0.692961,0.823086,0.04956,0.557339,0.594781,0.390114,0.445221,0.499864,0.19636,0.198029,0.161187,0.153884,0.290341,0.545048,0.62349,1.072922,0.086957,0.063879,0.060682,0.04785,0.106935,3.566777,0.243754,0.3504,0.031115,0.028888,0.047549,0.065788,0.215082,0.17845,58.909952,137.75,1.003628
0.053327,0.555984,-0.105888,4.539985,0.34611,0.385532,0.292221,0.553473,0.724297,0.021073,0.794138,0.710885,0.39795,0.464655,0.510333,0.222141,0.200717,0.167268,0.433415,0.515553,1.242392,0.99299,1.68459,0.080658,0.074965,0.068198,0.055895,0.103954,11.731964,0.39222,0.491311,0.029741,0.018745,0.02941,0.051988,0.214525,0.238385,33.160057,129.5,1.00519
0.116599,0.205443,0.370248,3.28854,0.486798,0.377926,0.295155,0.626154,0.777906,0.048175,0.814186,0.744066,0.390222,0.437965,0.48614,0.210461,0.20956,0.166603,0.260833,0.345816,0.502912,1.311297,2.06309,0.086233,0.076261,0.074098,0.07468,0.104198,9.855151,0.316313,0.461875,0.024469,0.023181,0.03548,0.064652,0.217058,0.274957,43.910654,143,1.004299
0.124045,0.515317,0.127406,3.9849,0.329098,0.3256,0.248082,0.588314,0.767379,0.047448,1.022784,0.881547,0.525044,0.425066,0.679438,0.214458,0.226688,0.161948,0.375929,0.379454,0.522193,1.845884,2.246886,0.112497,0.0802,0.068844,0.092548,0.111862,37.280582,0.291034,0.563327,0.038379,0.022478,0.030001,0.053565,0.207242,0.467457,37.966355,130.75,1.007771
0.074297,0.115336,0.063175,3.708026,0.449326,0.424028,0.299706,0.571468,0.734549,0.02339,0.654484,0.580943,0.418824,0.435196,0.487933,0.223944,0.191399,0.153028,0.273008,0.451121,0.767124,0.868006,1.778441,0.10883,0.079699,0.074503,0.059664,0.106816,18.086144,0.310885,0.549078,0.028838,0.017535,0.032088,0.054361,0.21097,0.258692,40.313302,137.75,1.003716
0.104794,0.357431,0.107133,4.042449,0.345005,0.348944,0.227857,0.59554,0.7503,0.046671,0.868031,0.772301,0.510284,0.428067,0.574063,0.202385,0.219218,0.161547,0.469638,0.416828,0.632361,1.253561,2.214687,0.134121,0.072671,0.09064,0.06763,0.104264,7.93378,0.283381,0.473659,0.044672,0.020497,0.033539,0.055907,0.209973,0.282306,31.189672,153,1.002659
0.103155,0.272227,-0.320862,3.826251,0.385621,0.360319,0.270193,0.621854,0.754181,0.042731,0.928837,0.733945,0.416833,0.413112,0.569321,0.200235,0.203335,0.168589,0.222405,0.339207,0.599858,0.797234,1.832588,0.084613,0.064243,0.063303,0.047522,0.10341,21.827812,0.352014,0.396692,0.028939,0.026977,0.036336,0.059495,0.214027,0.581219,38.572653,124.5,1.006941
0.131805,0.361179,0.286711,3.19269,0.531138,0.438023,0.20693,0.677047,0.819649,0.055668,0.934757,0.79531,0.476937,0.455656,0.550718,0.211385,0.219426,0.186753,0.265089,0.334202,0.472345,0.937744,1.015107,0.086697,0.058274,0.062486,0.062351,0.108644,2.833049,0.279304,0.540953,0.030172,0.02336,0.03596,0.059569,0.211499,0.174354,80.545142,133.5,1.00543
0.056317,0.243165,-0.090517,3.80903,0.364629,0.323992,0.337513,0.572269,0.737534,0.034042,0.765916,0.814423,0.413446,0.423979,0.563292,0.225667,0.203688,0.159581,0.324964,0.535031,0.506915,0.950618,1.34301,0.139928,0.066024,0.069573,0.066954,0.10894,10.717243,0.286091,0.691946,0.036804,0.01329,0.031442,0.048362,0.216265,0.28356,45.512315,137,1.005754
0.140201,-0.287796,0.075253,3.931917,0.35886,0.221014,0.135128,0.602523,0.747271,0.030056,0.615723,0.697067,0.449351,0.467619,0.509036,0.232635,0.204971,0.14042,0.302594,0.310242,0.55499,1.563791,3.158915,0.090625,0.056328,0.066873,0.081733,0.101498,8.599202,0.254115,0.503978,0.029618,0.021486,0.03497,0.052483,0.212269,0.26542,25.65239,137,1.003215
0.085971,-0.336288,-0.132368,3.28286,0.488336,0.311303,0.201157,0.540074,0.73557,0.026173,0.62807,0.666965,0.445614,0.481102,0.58337,0.206035,0.222729,0.157123,0.383245,0.31655,0.526016,1.507648,2.161887,0.084337,0.072562,0.077702,0.057604,0.097023,12.522569,0.361283,0.464958,0.027071,0.019693,0.030188,0.059688,0.208884,0.268121,29.423575,159,1.002742
0.071535,0.637052,0.117627,3.836088,0.365217,0.258842,0.226082,0.590458,0.737673,0.02891,0.866205,0.798651,0.479718,0.475535,0.49796,0.199054,0.201157,0.180237,0.289257,0.43762,0.651203,1.317342,2.55498,0.094292,0.059169,0.048343,0.049416,0.102133,9.074248,0.334878,0.474194,0.029221,0.016847,0.034475,0.05401,0.210148,0.211446,22.192794,157,1.003316
0.097583,0.766078,0.784343,3.898541,0.381322,0.407761,0.259682,0.625552,0.784762,0.04203,0.790795,0.72187,0.457846,0.468586,0.580788,0.227371,0.231583,0.167009,0.360563,0.460033,0.777883,2.318484,2.328343,0.099258,0.098321,0.094442,0.09297,0.110904,21.208914,0.351997,0.799609,0.028348,0.023496,0.033566,0.058682,0.209077,0.308265,26.745733,154.25,1.003298
0.142921,0.425278,0.245325,3.325028,0.502513,0.434395,0.226267,0.636788,0.775149,0.047884,0.855996,0.689221,0.437932,0.43612,0.570253,0.204398,0.208892,0.171024,0.378012,0.330923,0.43546,0.765081,1.678345,0.091693,0.075755,0.065499,0.06885,0.105067,8.893888,0.32403,0.387407,0.023054,0.024048,0.037683,0.060139,0.212701,0.310771,37.335787,124.5,1.004624
0.165107,0.144349,0.381321,4.137455,0.33291,0.368034,0.224224,0.65725,0.812214,0.054216,0.932759,0.689767,0.492164,0.451178,0.595168,0.23673,0.234545,0.168317,0.271609,0.395812,0.64608,1.000375,2.002791,0.091587,0.062497,0.065626,0.052919,0.111488,2.113879,0.281405,0.393802,0.026214,0.021212,0.031844,0.058843,0.207225,0.136602,66.50937,133,1.006727
0.092956,-0.087324,-0.365803,3.220499,0.52293,0.387372,0.240398,0.640212,0.822434,0.035299,0.806457,0.701529,0.418024,0.483406,0.547004,0.228951,0.227519,0.160948,0.253699,0.384646,0.40773,0.875565,1.827132,0.088616,0.075284,0.068547,0.056083,0.109147,2.779767,0.20497,0.455655,0.029116,0.019926,0.035395,0.060355,0.211944,0.130169,25.885326,139,1.00396
0.168453,-0.11516,0.030273,4.128197,0.38671,0.399922,0.232527,0.648876,0.785976,0.035509,0.617812,0.663569,0.524918,0.395537,0.592717,0.214309,0.209868,0.187624,0.330524,0.350568,0.711925,1.021965,1.612219,0.110325,0.052631,0.079724,0.061127,0.109919,12.093856,0.302747,0.532796,0.030652,0.023473,0.03632,0.055621,0.21387,0.544586,36.276346,149.75,1.004157
0.083534,0.856989,0.422911,2.965214,0.557877,0.45915,0.264437,0.678538,0.805716,0.034723,0.68689,0.546707,0.392022,0.47197,0.49533,0.203257,0.199348,0.150416,0.194586,0.27037,0.386078,0.797109,1.327906,0.078142,0.065109,0.059898,0.055428,0.111463,1.995127,0.271496,0.303843,0.027496,0.020759,0.0326,0.059814,0.213415,0.13372,30.449431,141.5,1.004113
0.124399,0.210203,0.129785,3.472475,0.454096,0.265605,0.209535,0.642265,0.806373,0.044786,0.802453,0.764186,0.387651,0.435472,0.463644,0.212669,0.208891,0.160753,0.213774,0.321062,0.515827,1.39262,2.035073,0.068015,0.054539,0.048973,0.049126,0.108839,2.035515,0.282051,0.551381,0.029914,0.021477,0.035732,0.057141,0.2139,0.129064,51.135188,133.5,1.008483
0.155205,-0.105691,0.017821,3.547331,0.434728,0.446832,0.266244,0.664102,0.815868,0.05232,0.854789,0.755995,0.417904,0.379121,0.520574,0.203523,0.217128,0.172654,0.320398,0.344033,0.546571,0.85231,1.38598,0.078939,0.078576,0.069177,0.054627,0.107409,1.685134,0.321513,0.56414,0.030534,0.025735,0.037127,0.062145,0.214623,0.113929,48.494204,140,1.003448
0.080458,0.51933,0.153826,3.826934,0.413956,0.422717,0.306753,0.610689,0.782763,0.051177,1.094375,0.709722,0.503425,0.381051,0.59849,0.220505,0.215023,0.184149,0.410782,0.390523,0.762657,1.100483,1.467661,0.093309,0.097409,0.100443,0.055239,0.107986,9.046929,0.252727,0.709555,0.03248,0.021637,0.033264,0.057826,0.216787,0.23122,39.146328,147,1.006949
0.093502,0.337558,-0.166103,3.954027,0.402951,0.290321,0.264651,0.54483,0.755403,0.022377,0.642038,0.599874,0.589675,0.433184,0.535316,0.232825,0.214232,0.178247,0.351754,0.420732,0.682847,2.109151,1.954564,0.107157,0.078585,0.088035,0.062782,0.100447,18.132702,0.515237,0.733442,0.044895,0.019266,0.026637,0.056646,0.216634,0.288626,3.007867,118.25,1.003002
0.0672,0.324076,0.095623,3.709949,0.382742,0.413187,0.323484,0.614815,0.782978,0.05197,1.026352,0.834942,0.480619,0.47038,0.635384,0.250629,0.23836,0.186386,0.428845,0.412239,0.738293,1.214711,1.267609,0.130259,0.100218,0.108303,0.079267,0.105799,4.567773,0.466403,0.996494,0.038621,0.03299,0.041667,0.066492,0.216841,0.219457,60.311645,130,1.005579
0.155626,0.708913,0.61936,3.871819,0.407138,0.377808,0.260093,0.659048,0.794889,0.051875,0.662255,0.76486,0.464274,0.458113,0.573246,0.224651,0.216322,0.16616,0.297867,0.395976,0.627689,1.457536,1.002382,0.079821,0.06489,0.068671,0.056956,0.10898,6.483035,0.39453,0.443809,0.0259,0.024952,0.035796,0.061132,0.214414,0.253279,31.707253,148.75,1.004724
0.030255,0.686714,0.337678,3.163243,0.518427,0.426547,0.377243,0.600095,0.78734,0.019307,1.399504,0.970516,0.568684,0.38643,0.657428,0.283714,0.230246,0.192345,0.395457,0.443264,0.538906,0.816383,1.094118,0.094927,0.079654,0.078963,0.071209,0.111255,3.893768,0.322861,0.507405,0.03619,0.019343,0.025121,0.054322,0.214794,0.153976,29.618931,126.75,1.004599
0.113447,0.526682,0.304428,3.845357,0.39092,0.465031,0.300277,0.618224,0.788009,0.057583,1.209805,0.837638,0.526186,0.468892,0.64886,0.218172,0.240479,0.205189,0.194159,0.483657,0.598069,1.137228,1.080514,0.078127,0.05938,0.057113,0.057312,0.107968,1.693633,0.328524,0.34761,0.030447,0.02075,0.033009,0.058951,0.215713,0.123389,27.69491,130.75,1.006242
0.111026,0.885969,0.016617,3.807866,0.358042,0.330738,0.232575,0.609567,0.811713,0.053891,1.680457,1.267918,0.546756,0.453535,0.515575,0.221914,0.20842,0.176781,0.43283,0.336422,0.622179,1.502082,2.600052,0.081319,0.082091,0.0942,0.071952,0.111519,44.664144,0.403021,0.703272,0.031963,0.029758,0.036947,0.058074,0.204709,0.411,22.820145,152.25,1.004655
0.121847,0.390081,0.223246,3.266399,0.508752,0.407202,0.28409,0.654002,0.802163,0.045512,0.772542,0.689074,0.432764,0.438381,0.544981,0.217277,0.213814,0.176054,0.309209,0.376144,0.485982,0.633823,1.08183,0.08883,0.088498,0.065866,0.065937,0.107552,1.662114,0.258765,0.383428,0.02835,0.023798,0.035737,0.059997,0.214662,0.152423,70.212616,157,1.004595
0.151366,0.505124,0.454889,3.325585,0.488464,0.323018,0.220355,0.666803,0.787673,0.031347,0.517354,0.572333,0.386609,0.427798,0.563166,0.216887,0.213578,0.183785,0.139343,0.336512,0.490125,0.756432,1.436642,0.083798,0.062955,0.05733,0.043219,0.106503,13.358014,0.294562,0.444969,0.03137,0.026876,0.042297,0.063786,0.212279,0.251297,21.370442,120,1.004513
0.045203,0.316218,0.480401,3.388284,0.511946,0.355688,0.294978,0.571834,0.721239,0.022004,0.732625,0.552011,0.399774,0.462803,0.49899,0.213225,0.198857,0.174148,0.201068,0.423747,0.472243,0.785643,0.939725,0.104817,0.058414,0.062448,0.047854,0.102866,5.478202,0.229296,0.379173,0.023173,0.018198,0.03254,0.053352,0.217569,0.201281,19.669998,128.5,1.004471
0.071733,0.658981,0.442994,3.698355,0.419946,0.392077,0.309034,0.580393,0.755036,0.053447,1.034343,1.015911,0.480764,0.511729,0.631025,0.240724,0.23218,0.174836,0.59682,0.532227,0.544513,1.165512,1.633336,0.081043,0.071446,0.076102,0.066789,0.107362,9.401474,0.251186,0.664195,0.028332,0.020225,0.030721,0.049943,0.215123,0.240889,19.826636,143.5,1.004375
0.069825,0.158152,0.006282,4.027055,0.375773,0.458053,0.339524,0.550037,0.729417,0.042743,1.175942,1.054634,0.569603,0.473039,0.566672,0.254679,0.235622,0.181074,0.510404,0.420843,0.703805,0.991004,1.376069,0.07889,0.077495,0.068694,0.064424,0.10621,9.019946,0.339389,0.574167,0.037516,0.018538,0.029035,0.055582,0.215212,0.172621,26.280088,137.75,1.003215
0.081165,0.620077,0.455602,3.347134,0.49178,0.437653,0.320282,0.645071,0.798954,0.038376,0.842469,0.645133,0.498683,0.454856,0.571133,0.233289,0.236632,0.176733,0.267419,0.415403,0.5259,0.855016,1.366466,0.100629,0.084869,0.076256,0.064043,0.107488,8.423529,0.341827,0.482456,0.032235,0.02218,0.032706,0.059672,0.211771,0.249458,44.225209,136.5,1.004933
0.071528,0.687063,0.115643,4.18154,0.321665,0.332817,0.246053,0.575714,0.773759,0.035933,0.933549,0.942231,0.434631,0.496586,0.596552,0.242872,0.239904,0.175635,0.266688,0.36966,0.626009,1.01423,1.706567,0.088324,0.066637,0.065627,0.053559,0.107889,23.661951,0.327258,0.421108,0.028303,0.017612,0.033688,0.052724,0.203262,0.282572,17.645522,159.5,1.005451
0.041028,-0.646484,0.053712,3.542654,0.45498,0.49024,0.330998,0.605671,0.743224,0.028445,1.141329,0.876064,0.42848,0.452872,0.524129,0.217729,0.217777,0.183061,0.261212,0.388697,0.59442,0.725415,1.120996,0.098651,0.074367,0.063628,0.061506,0.105761,3.566772,0.258639,1.227141,0.033629,0.015063,0.033125,0.050541,0.214443,0.210291,86.13557,152,1.009046
0.082741,0.136444,0.047654,3.849597,0.377608,0.408691,0.292111,0.611474,0.780364,0.048136,1.227302,0.918629,0.497459,0.461154,0.51831,0.2298,0.204646,0.205222,0.329412,0.372308,0.56792,1.78316,1.703927,0.090431,0.075001,0.07365,0.05493,0.112154,2.968388,0.400563,0.614172,0.023872,0.026404,0.032774,0.05344,0.214391,0.229748,55.879216,128.5,1.007048
0.079869,0.580158,0.083924,3.912386,0.397875,0.412756,0.267783,0.594953,0.790523,0.051671,0.786782,0.715064,0.429066,0.436417,0.561763,0.233521,0.214478,0.180573,0.238225,0.401381,0.706727,1.644738,1.747626,0.077954,0.062054,0.061293,0.058372,0.106941,6.410722,0.38269,0.397573,0.028168,0.018879,0.033351,0.059445,0.216572,0.284178,38.467337,120.5,1.005567
0.153637,0.229512,0.201986,3.272031,0.509462,0.435249,0.242302,0.671535,0.795137,0.03747,0.614903,0.577163,0.390831,0.445777,0.545964,0.217341,0.21077,0.166092,0.173764,0.376415,0.493897,0.754795,1.309703,0.07594,0.059579,0.060251,0.054428,0.107408,4.181367,0.300554,0.299572,0.02827,0.02523,0.037799,0.061045,0.21517,0.218666,36.21704,139,1.00349
0.079579,0.503649,0.135118,3.476292,0.465383,0.344751,0.284406,0.603282,0.796623,0.059231,1.312111,0.819084,0.538268,0.487002,0.636097,0.238185,0.239029,0.19396,0.275883,0.42134,0.508679,0.800419,1.406834,0.105942,0.074399,0.081201,0.049517,0.108498,5.848662,0.293638,0.647963,0.032366,0.014503,0.026187,0.052247,0.213825,0.301625,68.175534,136,1.008737
0.077634,0.444892,-0.310333,4.157551,0.28811,0.396814,0.333142,0.549908,0.721944,0.028083,0.885494,0.706183,0.448732,0.376081,0.526967,0.216409,0.179479,0.131301,0.355225,0.43164,0.709568,1.921861,1.691199,0.097691,0.089489,0.06861,0.065056,0.102038,11.501007,0.30249,0.519764,0.036167,0.021183,0.032792,0.052991,0.217924,0.288882,12.010649,118.25,1.002856
0.041261,0.394227,0.089107,3.339126,0.476868,0.434136,0.307458,0.568225,0.773642,0.030332,1.278585,1.156222,0.500843,0.481452,0.647165,0.252425,0.249953,0.185393,0.407486,0.341971,0.564658,1.111335,1.693059,0.08961,0.069725,0.066043,0.057421,0.111665,5.800692,0.328713,0.434409,0.030363,0.015311,0.034091,0.054357,0.215051,0.221379,12.269906,154.5,1.00486
0.054227,1.024925,0.020121,4.210267,0.348274,0.417333,0.310628,0.583849,0.755595,0.022322,1.118221,0.600946,0.600092,0.382987,0.588877,0.23507,0.22421,0.19078,0.348541,0.451229,0.72785,1.1076,1.156022,0.109143,0.077715,0.078416,0.06803,0.108425,24.165476,0.331574,0.585463,0.031777,0.014753,0.032576,0.055092,0.217265,0.507793,24.000884,130,1.004492
0.051162,0.533864,-0.147258,3.383993,0.474883,0.426028,0.265859,0.613663,0.775744,0.030458,0.921826,0.850773,0.510436,0.455673,0.484211,0.213663,0.197032,0.196274,0.20114,0.342612,0.538471,1.389237,1.719154,0.077706,0.061019,0.061812,0.062277,0.106257,14.814084,0.346811,0.306346,0.032725,0.018028,0.029162,0.054816,0.210803,0.358941,46.706155,130,1.006879
0.047644,0.563366,-0.366064,3.649871,0.441714,0.388141,0.33634,0.546197,0.707418,0.01314,0.698008,0.53915,0.429453,0.41415,0.487791,0.183582,0.187966,0.159945,0.307441,0.50187,0.606102,1.236085,1.383798,0.096604,0.059644,0.082286,0.070855,0.103042,17.236992,0.281931,0.346395,0.032927,0.014557,0.02844,0.056241,0.214831,0.221281,18.763567,158.5,1.002607
0.158718,0.804466,-0.032621,4.162852,0.345605,0.351642,0.235404,0.659278,0.80938,0.059435,0.851789,0.969028,0.595937,0.384099,0.64168,0.218629,0.233559,0.187769,0.464345,0.478334,0.703925,1.491193,1.72944,0.119942,0.077712,0.073272,0.061811,0.108013,11.555148,0.305974,0.403345,0.03727,0.023353,0.036225,0.060304,0.213989,0.32612,55.955621,120.5,1.007755
0.095693,0.289103,0.187413,3.502912,0.457945,0.384905,0.301829,0.598325,0.766071,0.05815,1.143388,0.949452,0.444324,0.465629,0.626943,0.23236,0.220563,0.203407,0.246927,0.379319,0.623917,1.735039,1.339122,0.110384,0.077673,0.068747,0.052239,0.106044,8.387313,0.332314,0.720441,0.041065,0.021307,0.034073,0.055609,0.215229,0.312541,27.936115,122.5,1.007539
0.135688,0.057926,0.390287,3.734253,0.423886,0.364803,0.1986,0.650955,0.790782,0.037495,0.692543,0.780499,0.47695,0.442962,0.585775,0.207342,0.22411,0.162357,0.266461,0.440915,0.588114,1.227694,1.430636,0.104583,0.065959,0.064349,0.061495,0.104809,3.677608,0.26091,0.490598,0.032861,0.022718,0.035601,0.061196,0.21323,0.144838,36.870621,149.75,1.003626
0.110879,-0.084938,0.044126,3.432847,0.501526,0.397124,0.249527,0.662428,0.792374,0.031332,0.689563,0.660469,0.432656,0.410259,0.555666,0.223162,0.204674,0.16293,0.193767,0.298937,0.520991,0.945395,1.165434,0.076488,0.06488,0.063218,0.050513,0.109357,1.785285,0.326807,0.319054,0.02935,0.021704,0.036513,0.059728,0.21744,0.090412,57.922032,128,1.004437
0.096902,0.554837,0.147085,3.359543,0.492538,0.425559,0.293912,0.672277,0.825081,0.042036,0.899695,0.79836,0.502683,0.446327,0.526554,0.22311,0.217991,0.189206,0.308522,0.357161,0.565659,0.946036,1.021565,0.091794,0.077044,0.081656,0.063005,0.108951,5.583514,0.280771,0.552553,0.026811,0.028835,0.040443,0.062618,0.213866,0.235398,64.58815,123,1.005973
