@attribute Std_Acc1000_Std_Mem40_SCF_15 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_2 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric

@data

0.080767,0.859627,0.481606,3.363416,0.490851,0.456439,0.390392,0.634077,0.765671,0.055688,2.020349,1.532813,0.513614,0.34878,0.599037,0.265198,0.217798,0.179215,0.326551,0.305438,0.587653,1.075488,1.664103,0.094139,0.073337,0.077797,0.063658,0.108164,14.821478,0.488903,0.719899,0.036282,0.031253,0.035259,0.058571,0.212916,0.345871,27.485085,139,1.003996
0.068172,0.204811,0.268761,3.509281,0.435244,0.418254,0.278648,0.606794,0.757647,0.047814,1.165026,0.993399,0.486867,0.47735,0.606185,0.245581,0.23321,0.190746,0.38261,0.418829,0.532503,1.139036,1.415859,0.089822,0.068691,0.069102,0.060924,0.10468,7.684866,0.267028,0.508379,0.02947,0.023795,0.032898,0.058713,0.216554,0.3,68.04219,106,1.009675
0.101104,-0.288311,0.853537,3.785964,0.441417,0.231616,0.239036,0.637855,0.751244,0.030438,0.601291,0.659571,0.404453,0.434016,0.557914,0.228696,0.206495,0.150567,0.314693,0.435003,0.753676,1.38373,1.959245,0.072968,0.063202,0.049848,0.059741,0.09597,8.543498,0.214334,0.389326,0.027324,0.021754,0.036117,0.058176,0.212779,0.283187,26.455045,131.5,1.004652
0.066135,0.427917,-0.244039,3.797208,0.452516,0.43126,0.289365,0.579129,0.73483,0.029069,0.73066,0.722393,0.399044,0.446196,0.538944,0.213549,0.198922,0.156448,0.354303,0.49494,0.855187,1.39144,1.315558,0.079741,0.064868,0.069331,0.065748,0.106795,24.064579,0.190893,0.517648,0.029261,0.0227,0.034742,0.048266,0.214462,0.647934,48.959618,121,1.006011
0.103155,0.272227,-0.320862,3.826251,0.385621,0.360319,0.270193,0.621854,0.754181,0.042731,0.928837,0.733945,0.416833,0.413112,0.569321,0.200235,0.203335,0.168589,0.222405,0.339207,0.599858,0.797234,1.832588,0.084613,0.064243,0.063303,0.047522,0.10341,21.827812,0.352014,0.396692,0.028939,0.026977,0.036336,0.059495,0.214027,0.581219,38.572653,124.5,1.006941
0.114333,0.346322,0.063812,3.573055,0.421544,0.38046,0.261226,0.631463,0.784657,0.049391,0.975697,0.840158,0.494409,0.433812,0.592812,0.210843,0.235989,0.180073,0.263204,0.371438,0.475926,1.27342,1.494829,0.114065,0.078948,0.070956,0.064169,0.106791,10.531182,0.340326,0.512443,0.02686,0.021799,0.03348,0.057082,0.214728,0.344498,42.243243,110.5,1.013077
0.110383,0.571042,0.400146,4.160169,0.354005,0.378209,0.246494,0.627519,0.819403,0.07,1.229279,1.202744,0.578945,0.468678,0.646707,0.23946,0.244146,0.190479,0.460857,0.518185,0.833635,1.59003,1.834382,0.096212,0.094046,0.094493,0.052755,0.108501,6.666561,0.302376,0.652937,0.035459,0.031332,0.044661,0.067969,0.216369,0.236024,75.151423,115,1.010551
0.081013,0.500517,0.066489,3.615889,0.434979,0.390599,0.29851,0.56181,0.729693,0.019671,0.749899,0.59939,0.406119,0.400027,0.52642,0.237164,0.213536,0.158459,0.273464,0.479819,0.609194,1.300662,1.532485,0.107473,0.070526,0.071566,0.06782,0.101867,25.005453,0.317078,0.377577,0.027493,0.021832,0.032203,0.054024,0.212454,0.450455,35.646362,150,1.00279
0.082361,0.254368,-0.214618,3.956807,0.324243,0.323939,0.258842,0.561869,0.750141,0.030914,0.734675,0.785362,0.4803,0.401494,0.582638,0.199873,0.202835,0.146638,0.244452,0.506708,0.667414,1.871048,2.555757,0.088114,0.059129,0.059897,0.072662,0.104607,9.787776,0.36054,0.648247,0.032111,0.019268,0.034255,0.05732,0.21603,0.189762,20.00246,129.25,1.003226
0.101839,0.276922,0.237671,3.208033,0.521941,0.453053,0.310979,0.652696,0.801527,0.053836,1.134022,0.973058,0.43105,0.441111,0.565569,0.225353,0.215081,0.172677,0.354571,0.348986,0.444477,0.809313,1.284482,0.089213,0.068332,0.069031,0.073994,0.11764,32.216643,0.338235,0.378527,0.028908,0.019552,0.036043,0.054297,0.216066,0.572184,70.650744,123,1.007038
0.145473,-0.167838,-0.01679,3.4708,0.443028,0.456263,0.280889,0.627967,0.781432,0.070508,1.097532,0.84944,0.4774,0.460181,0.565526,0.237057,0.210634,0.178987,0.399034,0.466685,0.56124,1.604031,1.391795,0.109672,0.08233,0.081048,0.074237,0.108487,5.20212,0.379191,0.500978,0.036734,0.024512,0.038538,0.057055,0.215866,0.247414,76.585005,130,1.006696
0.120859,0.30125,-0.036679,3.375953,0.492695,0.469996,0.268416,0.621397,0.737695,0.028408,0.589716,0.606463,0.385463,0.452178,0.549512,0.210246,0.213911,0.158368,0.148415,0.323358,0.531183,0.766765,1.306415,0.084103,0.057919,0.059783,0.058035,0.109045,2.334689,0.316249,0.361427,0.03043,0.024676,0.035386,0.057049,0.215833,0.119022,0,126.5,1.003077
0.099471,0.682734,0.224946,3.2585,0.50815,0.39516,0.282401,0.6504,0.801376,0.041944,0.832281,0.80434,0.402757,0.420849,0.529036,0.221349,0.214789,0.169583,0.359818,0.378965,0.563421,1.678151,1.372806,0.08945,0.075214,0.085959,0.068835,0.108161,9.924548,0.354834,0.582263,0.039463,0.028771,0.038267,0.062494,0.212749,0.378136,59.300398,136,1.004479
0.094054,-0.015425,0.170698,3.423662,0.488157,0.454764,0.313572,0.5949,0.775207,0.034963,0.642193,0.593436,0.422505,0.42658,0.60408,0.203831,0.214676,0.163592,0.23449,0.379757,0.476055,0.74289,0.831992,0.096096,0.065747,0.063421,0.059031,0.106647,1.808437,0.267933,0.340626,0.021938,0.019546,0.032071,0.057947,0.214672,0.106354,59.17526,151,1.004257
0.120353,0.201655,0.299525,2.903089,0.571043,0.375651,0.309093,0.63583,0.789029,0.047192,0.765835,0.465708,0.352152,0.386216,0.480526,0.207994,0.190374,0.148647,0.177198,0.261129,0.388733,0.630777,1.109891,0.077297,0.07257,0.064811,0.048459,0.106115,0.749057,0.2634,0.337638,0.031787,0.023944,0.03626,0.05701,0.212849,0.063005,41.700062,134.25,1.005574
0.057725,0.169401,0.046074,3.427157,0.462808,0.432051,0.33796,0.553108,0.745154,0.041427,1.074217,0.963051,0.423879,0.44776,0.614127,0.221761,0.22071,0.172895,0.371251,0.37106,0.495714,0.895021,1.433747,0.128631,0.085777,0.071782,0.05639,0.107783,4.195962,0.252802,0.450916,0.029368,0.015981,0.03309,0.059897,0.209737,0.228274,22.817079,131,1.003184
0.097514,-0.275079,0.446353,3.821739,0.417375,0.450192,0.317735,0.608987,0.702625,0.023727,0.637905,0.484627,0.314555,0.421634,0.572706,0.211182,0.206546,0.069732,0.205393,0.349705,0.772045,0.699608,1.687984,0.085344,0.028769,0.098014,0.06242,0.098159,10.505448,0.297991,0.449681,0.025132,0.023911,0.035851,0.054568,0.214877,0.256991,22.208462,153.25,1.003293
0.113893,0.209103,-0.013593,3.429032,0.456648,0.436015,0.27912,0.611172,0.796398,0.073561,1.454937,0.924579,0.501643,0.461009,0.577029,0.221668,0.228661,0.181992,0.257669,0.359799,0.560091,1.202985,1.085909,0.09995,0.076834,0.061984,0.055463,0.106433,4.413251,0.298759,0.55237,0.025202,0.02051,0.031329,0.061516,0.213955,0.165721,35.261886,133.25,1.007163
0.124602,0.517381,0.11938,3.563542,0.410997,0.410062,0.176744,0.627207,0.780045,0.07279,0.805405,0.605258,0.481893,0.391864,0.479738,0.238892,0.194963,0.15373,0.179031,0.435697,0.502035,0.665892,1.537113,0.077107,0.055386,0.057761,0.056452,0.111216,15.618038,0.222262,0.374677,0.027217,0.024815,0.033915,0.053324,0.207431,0.20938,67.123511,124,1.008076
0.09029,0.42581,0.346281,3.806263,0.415804,0.388588,0.31187,0.59861,0.741878,0.0399,1.031217,0.823285,0.442032,0.418728,0.515026,0.218141,0.210628,0.162223,0.50101,0.547547,0.754184,1.413916,1.877961,0.103979,0.065512,0.073065,0.067348,0.116165,29.573201,0.310541,0.608892,0.026326,0.019969,0.0287,0.049902,0.214983,0.547265,27.979939,153.25,1.003783
0.082557,0.597242,0.064176,3.373352,0.44278,0.422312,0.283455,0.599886,0.786661,0.052812,0.982643,0.886473,0.421091,0.434532,0.586697,0.220983,0.20559,0.158634,0.288215,0.301895,0.598349,1.189423,1.435942,0.083643,0.077324,0.077545,0.057541,0.115549,8.214496,0.241064,0.617322,0.026438,0.021337,0.033943,0.05526,0.213467,0.20045,16.55936,137.75,1.004149
0.076236,0.53392,0.115242,4.015158,0.337054,0.404098,0.304191,0.569836,0.743626,0.037858,1.120565,0.94684,0.590386,0.422798,0.699453,0.225852,0.251109,0.195116,0.360683,0.476217,0.709327,1.360889,1.421169,0.095185,0.101877,0.088735,0.065957,0.104369,7.188635,0.293583,0.635385,0.030198,0.018107,0.027622,0.05057,0.216109,0.2714,69.30085,138,1.005972
0.065271,0.373753,0.412828,3.680211,0.399808,0.367058,0.287159,0.568291,0.742048,0.0352,0.740368,0.646802,0.436256,0.380533,0.54089,0.211354,0.191465,0.157132,0.570198,0.409024,0.760231,1.23595,2.349387,0.109948,0.087061,0.08433,0.067844,0.10592,11.918462,0.366194,0.57001,0.032919,0.026371,0.032751,0.056074,0.214341,0.271571,16.002808,138.5,1.003494
0.066331,0.233127,0.141864,3.549425,0.41607,0.410234,0.27941,0.580767,0.744614,0.053411,1.091649,0.911282,0.577613,0.439573,0.494072,0.206417,0.208445,0.184907,0.236144,0.368328,0.534699,1.403554,1.521522,0.084235,0.07452,0.07747,0.057978,0.106997,7.356046,0.383229,0.89689,0.026588,0.016963,0.028616,0.048631,0.210364,0.229636,36.151224,130.75,1.007972
0.131338,0.481277,0.322665,4.658759,0.261192,0.362405,0.236792,0.636629,0.832868,0.075277,0.993947,0.901512,0.646962,0.404285,0.6529,0.234744,0.238649,0.178307,0.68211,0.548454,0.746704,1.089587,1.481656,0.087504,0.100909,0.082525,0.066796,0.10966,4.597632,0.348822,0.493467,0.025937,0.017884,0.041468,0.060393,0.212586,0.291482,86.644703,124.5,1.009358
0.075809,0.36478,0.454256,3.763169,0.378004,0.426129,0.291569,0.585206,0.760154,0.051797,0.851526,0.924766,0.518102,0.418219,0.615469,0.223517,0.218431,0.181398,0.300214,0.38292,0.780151,1.631623,1.533543,0.101649,0.097949,0.105245,0.066264,0.106279,8.649618,0.36151,0.610208,0.026179,0.02314,0.030573,0.05251,0.212051,0.277812,17.832833,130.75,1.006888
0.123395,0.622213,-0.23109,3.36985,0.475932,0.413964,0.291861,0.643266,0.784412,0.056983,1.184867,1.04685,0.488116,0.406674,0.644015,0.208319,0.224177,0.176212,0.382278,0.343671,0.507215,1.027416,1.3742,0.088614,0.069327,0.063838,0.054781,0.10735,35.168969,0.292992,0.343348,0.032932,0.023599,0.038884,0.060286,0.210606,0.70671,27.706135,120,1.003342
0.11601,0.154125,0.149861,3.388993,0.495196,0.400821,0.261285,0.634867,0.785301,0.045077,0.676817,0.607272,0.443517,0.411224,0.506371,0.217022,0.204412,0.178786,0.167899,0.370056,0.62775,0.637909,1.031506,0.089336,0.082608,0.075675,0.049552,0.107834,1.61441,0.309859,0.492509,0.040438,0.019632,0.033659,0.05855,0.216137,0.086357,70.906866,139,1.004748
0.101876,0.267028,0.307384,3.771578,0.397045,0.389095,0.261065,0.622073,0.748518,0.046251,0.917566,0.828335,0.444589,0.478606,0.536822,0.225858,0.232386,0.178614,0.296462,0.443844,0.639379,1.34372,1.792385,0.102592,0.075044,0.075985,0.053363,0.10393,14.397528,0.380263,0.863439,0.026389,0.025356,0.037426,0.05596,0.213522,0.43997,44.99155,126.5,1.005294
0.135798,0.081473,0.213199,3.398275,0.470969,0.430258,0.268228,0.636572,0.779011,0.059665,0.996648,0.9865,0.4433,0.443225,0.573705,0.217723,0.219589,0.17751,0.254303,0.348277,0.486603,0.934992,1.324765,0.085619,0.071182,0.069938,0.062416,0.108507,4.14582,0.214092,0.600904,0.02921,0.024487,0.036641,0.058281,0.215523,0.183447,37.836591,149.75,1.005247
0.088931,0.669833,0.342317,3.7994,0.375169,0.432846,0.328802,0.612575,0.780582,0.045362,1.093234,0.910224,0.504065,0.495143,0.563109,0.22525,0.216458,0.173046,0.392176,0.448651,0.634189,1.015975,1.054642,0.092136,0.077299,0.066575,0.062813,0.109893,3.636438,0.222637,0.51092,0.041193,0.023682,0.031212,0.054098,0.215417,0.295599,91.925216,155.5,1.007395
0.088086,0.912095,0.218239,3.462464,0.449113,0.441025,0.291174,0.618351,0.787693,0.065188,0.949914,1.012033,0.563647,0.459784,0.546641,0.236542,0.213871,0.174256,0.365938,0.319798,0.602492,1.399243,1.192555,0.12011,0.070163,0.084907,0.054822,0.104853,14.604648,0.35778,0.57761,0.039166,0.022232,0.031536,0.055618,0.2136,0.380043,31.964499,124.5,1.005399
0.088692,0.819341,-0.219188,3.648288,0.441747,0.396725,0.277686,0.632049,0.778532,0.057832,1.702433,0.933499,0.614185,0.487605,0.57396,0.234894,0.224694,0.215153,0.276536,0.406271,0.695321,2.225832,1.758558,0.124492,0.099492,0.079111,0.057118,0.110827,11.117934,0.450681,0.733428,0.033871,0.027259,0.033205,0.054923,0.216026,0.384394,118.253032,126,1.016391
0.110861,0.705547,-0.121428,3.434875,0.476009,0.402896,0.253274,0.662087,0.827174,0.054096,0.93497,0.98551,0.427105,0.430067,0.59401,0.234337,0.221096,0.17395,0.301983,0.371873,0.543092,1.401814,1.217242,0.08296,0.089668,0.075798,0.054411,0.110568,2.82298,0.199187,0.525435,0.033645,0.01621,0.033072,0.062436,0.214989,0.148185,38.97773,129.5,1.004707
0.097739,0.171405,-0.070861,3.599632,0.451386,0.301042,0.259479,0.601824,0.764003,0.040145,0.766861,0.840482,0.443594,0.427377,0.555485,0.218458,0.206256,0.164919,0.306058,0.362137,0.609979,0.990303,1.154396,0.111003,0.067852,0.074037,0.056349,0.105176,5.74041,0.222163,0.433285,0.028353,0.022571,0.036565,0.05689,0.213646,0.18273,27.370852,151,1.003645
0.121817,0.239781,0.102724,3.785329,0.38862,0.364049,0.307649,0.565384,0.724761,0.037744,0.781173,0.783729,0.433096,0.387358,0.521923,0.214338,0.203797,0.155557,0.294053,0.354625,0.53466,1.379035,1.911412,0.077406,0.056462,0.077648,0.064139,0.101908,45.024912,0.265575,0.684268,0.030734,0.026131,0.035801,0.05557,0.211755,0.36478,20.323936,159.5,1.005705
0.084545,0.674409,0.070265,3.492898,0.492092,0.303405,0.241195,0.598267,0.773009,0.038171,0.603173,0.540577,0.39833,0.444136,0.625894,0.21493,0.21247,0.167462,0.236347,0.277378,0.595854,0.992129,1.602444,0.092579,0.057649,0.06861,0.048824,0.11053,5.307961,0.288113,0.387532,0.024157,0.017291,0.031072,0.053716,0.21668,0.20126,57.066814,150.5,1.007947
0.079699,0.378002,0.182309,3.827077,0.41123,0.34497,0.238889,0.614482,0.782715,0.051025,0.830665,0.752993,0.45554,0.472578,0.490369,0.185054,0.230061,0.182962,0.295976,0.398301,0.71569,1.11602,2.444788,0.07918,0.077032,0.07908,0.077264,0.109069,4.757119,0.325816,0.672353,0.024922,0.017523,0.035717,0.057384,0.214807,0.247686,52.051824,145.5,1.004495
0.057403,0.357585,0.16867,3.291386,0.473978,0.376093,0.319284,0.654649,0.802959,0.044486,1.133543,0.770366,0.445372,0.390645,0.504019,0.233178,0.213764,0.165907,0.283521,0.450642,0.518404,1.11741,1.147307,0.095356,0.082837,0.084163,0.076466,0.11067,10.698127,0.266272,0.815228,0.029046,0.023094,0.039601,0.054003,0.214452,0.464983,65.677032,104,1.010862
0.093319,-0.239487,0.410926,3.674272,0.428209,0.413951,0.290326,0.605123,0.766608,0.04848,1.048909,0.76022,0.58184,0.479165,0.520963,0.233396,0.224791,0.200166,0.488207,0.493424,0.726885,1.536906,1.429425,0.101906,0.085558,0.094124,0.070908,0.101465,27.157228,0.426178,0.706675,0.029995,0.024777,0.038022,0.060403,0.215197,0.637204,37.999075,156,1.006071
0.065232,0.208164,0.137806,3.077919,0.533733,0.439261,0.230562,0.564823,0.754409,0.024561,0.683878,0.634873,0.390362,0.428512,0.474711,0.211966,0.203196,0.16233,0.324108,0.419804,0.47279,0.796073,1.238747,0.09809,0.066809,0.071282,0.059583,0.107521,5.036789,0.260265,0.548821,0.032584,0.019563,0.028778,0.053111,0.215307,0.229684,25.93384,121,1.006427
0.081162,0.172325,0.203882,3.07391,0.540629,0.425797,0.253122,0.648696,0.78358,0.053547,0.996012,0.667846,0.338382,0.406636,0.578551,0.220923,0.211292,0.155374,0.269126,0.309168,0.427222,0.683958,1.205382,0.076169,0.069798,0.063348,0.051741,0.108422,10.827934,0.175857,0.342668,0.02919,0.025435,0.038565,0.056762,0.21449,0.271375,103.354307,128,1.011009
0.117696,0.468703,-0.074752,3.37213,0.477987,0.396795,0.222767,0.631663,0.797437,0.045665,0.760221,0.733666,0.490754,0.440444,0.545506,0.221718,0.211558,0.160921,0.273721,0.376544,0.493969,1.115714,3.326128,0.087536,0.072256,0.070456,0.074846,0.109258,5.135021,0.265436,0.492057,0.030885,0.021052,0.03226,0.063152,0.212021,0.212727,39.056747,121,1.004062
0.151728,0.228008,0.292623,3.056812,0.548279,0.375095,0.223148,0.643981,0.781972,0.038797,0.688817,0.637537,0.401884,0.397814,0.583677,0.228432,0.213968,0.160272,0.344727,0.332694,0.431496,0.686828,1.331997,0.08306,0.067938,0.075047,0.053671,0.105994,9.676046,0.265499,0.435827,0.033131,0.027009,0.039531,0.059384,0.213723,0.228149,38.61311,138.5,1.005785
0.128849,0.205238,0.326654,3.554309,0.449226,0.370283,0.195787,0.642428,0.775092,0.02899,0.623666,0.578791,0.399171,0.399749,0.552739,0.207456,0.209062,0.167726,0.203562,0.378228,0.623223,1.222333,1.431866,0.087992,0.06949,0.062364,0.054708,0.106613,3.49846,0.285454,0.347934,0.029602,0.024287,0.037983,0.058014,0.216226,0.142564,38.997917,156,1.003886
0.1105,0.740571,0.352524,3.905226,0.367915,0.365877,0.234468,0.623259,0.800606,0.059533,1.236583,0.949743,0.720267,0.475306,0.710246,0.217527,0.249876,0.194039,0.44805,0.506127,0.636726,1.354028,2.506079,0.12872,0.078445,0.09125,0.063896,0.108397,6.210343,0.392539,0.634216,0.031004,0.02282,0.036529,0.057864,0.213605,0.248825,24.645202,150.5,1.005106
0.082053,0.647548,0.096034,3.596382,0.41146,0.411108,0.265129,0.591034,0.767769,0.031237,0.806512,0.727962,0.454378,0.408941,0.576742,0.19959,0.214315,0.163982,0.297776,0.370565,0.513611,1.137045,1.251644,0.087248,0.077762,0.072379,0.059148,0.104051,7.683071,0.252364,0.574447,0.033036,0.021366,0.033382,0.057925,0.214578,0.422054,44.738293,153.25,1.004103
0.104036,-0.136542,0.286385,3.34676,0.478107,0.360466,0.2541,0.61859,0.775404,0.055084,0.98037,0.916934,0.488413,0.434537,0.587959,0.229362,0.224958,0.183292,0.34729,0.37626,0.51758,1.018316,1.782185,0.091954,0.072739,0.074934,0.080263,0.109503,3.127125,0.290065,0.76937,0.029911,0.021837,0.033799,0.058331,0.215462,0.129994,81.443896,127.5,1.006533
0.104607,0.347859,0.008671,3.221426,0.511177,0.451693,0.271862,0.635417,0.780329,0.033665,0.539593,0.57214,0.368021,0.395357,0.582027,0.223883,0.210057,0.164807,0.182879,0.410831,0.46686,0.605339,1.189599,0.085353,0.063972,0.064991,0.058626,0.106427,5.133624,0.275772,0.33359,0.032984,0.021476,0.036825,0.056804,0.214587,0.19235,72.260866,133.5,1.005156
0.092459,0.809902,-0.201539,3.462838,0.468742,0.44423,0.292003,0.656359,0.822578,0.044284,0.814343,0.777575,0.470192,0.471358,0.676765,0.228179,0.243748,0.175074,0.189604,0.317746,0.50871,0.978742,1.215149,0.083719,0.059536,0.053081,0.056921,0.109828,2.732557,0.218376,0.685169,0.028532,0.023902,0.034643,0.056669,0.214325,0.143793,73.838871,137.75,1.005909
0.095133,0.106358,-0.027739,3.66625,0.434067,0.428629,0.305282,0.642866,0.789665,0.07938,0.922337,0.913848,0.563486,0.462474,0.613248,0.240937,0.225722,0.191901,0.266634,0.360332,0.504081,0.858874,1.157104,0.09078,0.075117,0.060592,0.058528,0.106855,4.57219,0.320308,0.733506,0.028354,0.026656,0.041558,0.057124,0.217498,0.351235,58.238645,129,1.008552
