@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_19 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C# numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {romantic,notromantic}

@data
0.058846,1.023304,1.452916,2.301235,0.405845,0.147358,0.044876,0.000209,0.439666,0.227059,0.212467,0.086978,0.468046,0.338461,0.364796,0.113071,0.109786,0.113416,0.113969,0.068992,0.240029,45.447431,46.569845,68.54342,4.753037,1.384453,0.672315,0.764152,0.888196,0.105274,66.51247,5.494068,532.0735,1.547409,0.042899,0.086715,0.433484,0.000294,0.010388,4195.803,1.662987,0,0.868842,0.116225,0,0.114032,0.004333,589.979,393410.7,romantic
0.055028,1.174382,1.527316,2.272759,0.453063,0.158898,0.037322,0.000194,0.365604,0.210451,0.203749,0.075831,0.433051,0.278503,0.3952,0.111881,0.097122,0.0897,0.094748,0.070151,0.182535,42.568429,26.868639,86.51777,5.390289,1.399247,0.675129,1.085412,0.902206,0.113152,63.48364,5.891057,286.6217,1.438135,0.026433,0.057544,0.117064,0.000107,0.00998,3843.619,0.507528,0,0.946738,0.097104,0,0.050459,0.002862,635.3813,233465.1,romantic
0.064393,1.767824,1.43859,2.380696,0.393506,0.170891,0.024353,0.000203,0.450954,0.216201,0.188511,0.076545,0.312048,0.210331,0.334736,0.101549,0.122808,0.117728,0.094629,0.053617,0.146256,44.928888,59.482585,87.75625,5.356306,1.400256,0.588951,1.040548,0.897085,0.136979,94.98354,5.796193,103.2783,0.489291,0.010747,0.012848,0.150555,0.000105,0.012641,5504.404,0.312312,0,0.871505,0.103042,0,0.112059,0.003345,692.5023,88421.6,romantic
0.035119,0.564888,1.409334,2.394745,0.493716,0.131802,0.02002,0.000483,0.322731,0.184392,0.189414,0.073051,0.385018,0.261921,0.405463,0.117394,0.097028,0.098064,0.098675,0.055101,0.169752,67.882978,37.3552,72.17335,4.880401,1.374076,0.763258,1.029236,0.902716,0.112893,65.37017,5.808719,206.2827,1.127577,0.024481,0.071995,0.234464,0.000113,0.006374,2405.98,0.556235,0,0.986684,0.097247,0,0.013147,0.003058,366.7553,51717.62,romantic
0.026604,1.727684,1.540932,2.366645,0.494994,0.094651,0.01592,0.000027,0.394576,0.201143,0.192514,0.068026,0.683306,0.359181,0.488798,0.140748,0.128551,0.16221,0.119098,0.079321,0.277282,4.461264,5.294061,56.77335,3.905362,1.247836,0.848575,0.364448,0.863674,0.04601,53.62759,5.964696,942.1707,2.075688,0.039561,0.221515,0.102926,0.000697,0.00388,1668.015,2.047451,0,0.843542,0.077018,0,0.132067,0.002221,377.0502,173065.5,romantic
0.040108,1.304841,1.562375,2.275925,0.445262,0.124907,0.028826,0.000362,0.391893,0.202746,0.195508,0.087684,0.345949,0.230588,0.335534,0.122309,0.125878,0.09852,0.108847,0.056695,0.229356,45.25378,56.969595,70.88614,4.684497,1.339444,0.830522,0.815225,0.897039,0.084128,84.53054,6.026234,153.4643,1.042736,0.031484,0.081414,0.173983,0.000186,0.005756,5880.759,0.946273,0,0.782956,0.061155,0,0.170049,0.001971,412.8112,148972.2,romantic
0.049416,1.426893,1.541014,2.34812,0.307755,0.14837,0.029189,0.000171,0.443258,0.220857,0.193903,0.093057,0.392483,0.336851,0.334512,0.104604,0.105431,0.092899,0.108719,0.069824,0.249624,30.197134,25.401444,72.2035,4.290146,1.262942,0.663991,0.719355,0.886893,0.112754,100.6292,6.319739,372.1159,1.485591,0.03385,0.049443,0.164384,0.000236,0.008137,7471.679,1.093261,0,0.817577,0.082321,0,0.149245,0.003421,552.3303,164352.4,romantic
0.039803,1.300912,1.58279,2.418896,0.352169,0.132527,0.015419,0.000015,0.338555,0.169472,0.172374,0.080258,0.342774,0.743989,0.371507,0.134732,0.154967,0.119508,0.134434,0.073181,0.306601,5.488671,8.494839,137.8057,6.342532,1.337502,0.669078,2.208442,0.878032,0.081053,136.8995,8.674833,1889.189,3.171486,0.031148,0.100773,1.269075,0.000691,0.00498,11240.94,4.115389,0,0.961385,0.163518,0,0.037149,0.001794,454.5574,181616.7,romantic
0.057362,-0.04837,1.462086,2.621631,0.388175,0.160226,0.039548,0.000375,0.383073,0.21596,0.190765,0.092977,0.96095,0.325712,0.489668,0.14624,0.129081,0.133457,0.133266,0.107874,0.206724,57.396469,71.421159,96.45628,5.501767,1.37966,0.680928,1.18313,0.880957,0.113514,95.49109,6.679479,1056.271,3.683662,0.053199,0.047523,0.90258,0.000487,0.01154,9226.309,1.644973,0,0.726365,0.092337,0,0.198891,0.005317,651.5783,407665.8,romantic
0.045513,1.36663,1.540657,2.546717,0.324727,0.139597,0.021121,0.000047,0.456542,0.222403,0.193183,0.089187,0.439672,0.398782,0.479385,0.124538,0.133901,0.140021,0.143826,0.067397,0.233451,20.25416,10.427979,66.63235,4.254855,1.301063,0.673364,0.572669,0.878304,0.040868,39.90031,5.856583,376.4468,1.082418,0.031946,0.145052,0.135473,0.00029,0.002662,1599.033,1.927749,0,0.884155,0.108058,0,0.102494,0.003245,499.3787,117830.7,romantic
0.060178,0.313436,1.525104,2.398739,0.283501,0.138454,0.042834,0.000016,0.405497,0.211582,0.208096,0.111387,0.373109,0.379346,0.316902,0.127406,0.155297,0.143131,0.11084,0.050675,0.29985,4.830116,5.952851,73.679,5.233757,1.463408,0.74882,0.678856,0.885838,0.121665,121.3558,5.144955,739.4798,2.563699,0.046235,0.200263,0.169907,0.000467,0.010628,12410.22,1.477476,0,0.942743,0.138004,0,0.054015,0.00247,736.4538,458340.1,romantic
0.066308,2.270657,1.473582,2.182238,0.390409,0.14403,0.050725,0.000138,0.413156,0.203083,0.190424,0.085822,0.418217,0.464611,0.315752,0.100176,0.111193,0.108325,0.114846,0.111495,0.312157,18.432635,20.166508,89.27699,5.495846,1.410796,0.553121,1.036976,0.890156,0.123068,125.3867,5.949778,649.968,2.348698,0.044803,0.034074,0.365012,0.000146,0.012316,12591.39,1.466057,0,0.925433,0.111336,0,0.069053,0.002798,728.309,590711.3,romantic
0.027694,1.976635,1.556854,2.325464,0.436295,0.098032,0.012467,0.000125,0.474927,0.237499,0.187832,0.068716,0.599024,0.283064,0.397872,0.155196,0.14447,0.132073,0.114309,0.064786,0.382651,10.626056,15.030711,56.66232,3.660302,1.182421,1.051953,0.533324,0.873009,0.05043,63.37554,6.279378,599.3174,1.700491,0.035919,0.261585,0.161184,0.000651,0.005696,3710.808,1.250157,0,0.667111,0.084789,0,0.222222,0.004514,315.0036,79456.32,romantic
0.04985,1.106705,1.513645,2.46673,0.433136,0.145944,0.032341,0.000058,0.453516,0.228652,0.214697,0.082242,0.569534,0.283436,0.401885,0.095257,0.103207,0.100705,0.104889,0.076258,0.270877,15.614802,23.630043,73.63339,4.860527,1.370806,0.70979,0.940885,0.893743,0.084232,61.944,5.698691,515.2081,1.878196,0.033209,0.107635,0.612846,0.000295,0.008454,3761.628,0.971749,0,0.827563,0.098261,0,0.142797,0.003973,569.9874,274713,romantic
0.03377,0.869064,1.487699,2.287321,0.378583,0.130668,0.031155,0.000536,0.45763,0.228868,0.191924,0.074065,0.4543,0.279729,0.349642,0.113326,0.158447,0.15623,0.10747,0.051818,0.201281,80.313554,58.7164,61.40929,4.452947,1.359669,0.733252,0.622534,0.895271,0.114497,104.8425,5.336399,339.6697,1.465998,0.029881,0.093664,0.244348,0.000178,0.006583,8022.2,0.701093,0,0.710386,0.071211,0,0.205875,0.00389,385.9735,177971.6,romantic
0.041582,0.585985,1.535093,2.343081,0.379412,0.164311,0.026228,0.000147,0.484566,0.246227,0.207954,0.083019,0.522218,0.324653,0.423816,0.111059,0.120711,0.11375,0.094351,0.055008,0.278771,45.137392,51.532995,72.05335,4.942126,1.424437,0.648713,0.846818,0.893905,0.081468,32.87048,5.255319,505.3004,0.883527,0.013102,0.058251,0.493595,0.000307,0.012555,2255.313,0.894213,0,0.822903,0.094202,0,0.145831,0.004647,455.7645,109422.3,romantic
0.044576,1.412044,1.449353,2.144307,0.477967,0.162037,0.015101,0.000331,0.424647,0.21313,0.185604,0.079682,0.267403,0.213022,0.303858,0.105158,0.125992,0.135981,0.112246,0.059157,0.121375,37.125393,66.408836,80.9214,4.911936,1.33275,0.746698,1.237892,0.901162,0.141274,93.73117,6.183296,152.2777,1.036189,0.021492,0.023532,0.204948,0.000098,0.00979,5372.562,0.481547,0,0.831558,0.106245,0,0.140163,0.004369,469.2338,32815.08,romantic
0.035287,0.916974,1.5099,2.224701,0.419996,0.120293,0.015661,0.000039,0.305093,0.17775,0.184946,0.07467,0.437878,0.473519,0.359686,0.130614,0.119611,0.117167,0.106509,0.174047,0.18097,7.812481,13.477334,60.0198,3.811103,1.203771,0.775243,0.506656,0.886725,0.120653,166.3638,6.377655,480.237,2.609995,0.067114,0.069138,0.090693,0.000235,0.006878,18648.63,1.928843,0,0.920107,0.084132,0,0.073559,0.002508,429.3446,116832.7,romantic
0.031158,1.835288,1.451554,2.048849,0.361601,0.125312,0.006962,0.000018,0.382819,0.19523,0.183385,0.072769,0.203309,0.199474,0.316413,0.107584,0.105273,0.087309,0.0979,0.074284,0.09034,10.91518,12.244184,68.83942,3.60638,1.122801,0.878265,0.912047,0.889267,0.127505,106.1993,7.330171,53.51808,0.154009,0.005091,0.07229,0.089867,0.000144,0.006069,3966.29,0.733804,0,0.978695,0.126049,0,0.020865,0.002224,342.0625,6970.287,romantic
0.030957,1.879488,1.60903,2.579105,0.340971,0.129095,0.009419,0.000017,0.368103,0.190744,0.175506,0.088441,0.472239,0.459463,0.456715,0.15234,0.133233,0.135248,0.159832,0.102575,0.240929,7.100831,7.206786,52.74278,3.27649,1.137002,0.725739,0.405979,0.880072,0.105724,192.0251,6.20005,413.4127,1.182158,0.023204,0.104617,0.107747,0.000282,0.005617,14573.86,0.892018,0,0.920772,0.121259,0,0.072999,0.002958,324.429,42148.49,romantic
0.081408,1.782474,1.511158,2.211435,0.335095,0.161293,0.04823,0.000022,0.440962,0.214348,0.184813,0.071891,0.620879,0.477694,0.327011,0.133457,0.110117,0.105752,0.109006,0.054961,0.280615,11.848407,14.665977,84.87394,5.802714,1.502224,0.506544,0.729249,0.888801,0.111145,87.06844,5.266693,271.5581,1.581717,0.033485,0.019271,0.0644,0.000214,0.006142,2774.417,0.474426,0,0.94008,0.079627,0,0.056367,0.001963,843.2312,431191.3,romantic
0.082554,0.97131,1.543622,2.244606,0.454936,0.1758,0.053622,0.000514,0.420406,0.204585,0.209525,0.071749,0.560104,0.59212,0.355653,0.109266,0.128313,0.098257,0.124571,0.041126,0.241911,64.784498,97.651906,77.90534,5.937582,1.590405,0.574131,0.84711,0.8949,0.061939,21.23961,4.528937,351.0406,1.330443,0.030667,0.030822,0.257779,0.000299,0.007265,707.8155,0.851836,0,0.676431,0.096715,0,0.219018,0.006199,1113.061,845665.6,romantic
0.038044,1.261043,1.578716,2.249547,0.315424,0.1319,0.01199,0.000165,0.427078,0.210453,0.200668,0.093034,0.92249,0.876899,0.36891,0.132865,0.126978,0.132484,0.141693,0.128402,0.344934,12.208211,17.982886,71.59939,4.033675,1.210145,0.705834,0.708729,0.867451,0.125994,76.70727,6.880129,482.1849,1.150852,0.022877,0.046556,0.197208,0.000684,0.011503,2152.647,1.546846,0,0.977364,0.087261,0,0.022139,0.001372,428.9848,46069.46,romantic
0.060059,1.289815,1.491135,2.630821,0.310405,0.169477,0.017037,0.000099,0.446517,0.200651,0.149285,0.090859,0.328503,0.285926,0.540166,0.133321,0.128957,0.139482,0.128521,0.208517,0.216115,18.217378,19.189091,74.3488,4.507379,1.331247,0.526909,0.5288,0.875219,0.078692,73.08117,5.60817,200.2824,0.892475,0.020663,0.014403,0.032125,0.000211,0.004154,2693.039,0.514856,0,0.882157,0.117507,0,0.104025,0.003469,672.4478,51703.95,romantic
0.031982,1.400807,1.485306,2.275057,0.349977,0.130369,0.01861,0.000432,0.417874,0.21245,0.172512,0.078914,0.282837,0.275524,0.35419,0.133811,0.110873,0.112519,0.118917,0.091411,0.199848,19.714493,23.685348,68.12505,4.248129,1.259995,0.819274,0.906933,0.898552,0.122835,117.2998,6.26717,131.7745,0.948918,0.026311,0.074194,0.114941,0.000114,0.007285,10086.33,0.879662,0,0.92743,0.116457,0,0.067348,0.003133,349.3845,65288.34,romantic
0.016786,2.092676,1.630335,2.272354,0.416578,0.072738,0.00359,0.000166,0.37015,0.199873,0.176027,0.087886,0.306607,0.263636,0.346059,0.140342,0.096833,0.121324,0.127652,0.136419,0.271169,22.931748,22.533238,46.95811,2.973008,1.054712,1.455246,0.67727,0.859824,0.071708,104.4768,7.349464,83.17783,0.405683,0.019607,0.234036,0.182715,0.000514,0.003885,7395.093,1.732963,0,0.835553,0.107028,0,0.137496,0.003371,186.485,1591.798,romantic
0.021227,1.030633,1.484717,2.391625,0.48258,0.1033,0.014296,0.001012,0.373429,0.209802,0.210773,0.080258,0.310209,0.487339,0.399489,0.107168,0.096288,0.100381,0.144991,0.059467,0.154681,33.262033,44.888939,61.43262,3.770498,1.191174,1.095885,0.991511,0.886455,0.061318,49.76922,6.764481,331.3051,1.019376,0.023771,0.314158,0.639312,0.000306,0.003531,2188.386,1.831772,0,0.737683,0.083279,0,0.193636,0.004526,240.7529,35259.88,romantic
0.054479,0.646188,1.469314,2.416433,0.438668,0.182441,0.027184,0.000613,0.410174,0.20425,0.192575,0.090999,0.453186,0.36833,0.39052,0.109512,0.083646,0.088282,0.079913,0.070677,0.170424,27.392742,27.466432,80.94971,5.085072,1.38295,0.733375,1.064175,0.899348,0.062479,24.52263,5.721194,262.8599,0.79265,0.012993,0.070403,0.471569,0.000193,0.008454,689.1227,0.666737,0,0.693742,0.050863,0,0.212606,0.002769,530.9785,141714.4,romantic
0.023802,1.836395,1.47052,2.250356,0.430208,0.105029,0.013934,0.000336,0.4406,0.221029,0.1802,0.082788,0.449487,0.390643,0.301181,0.104834,0.109371,0.114885,0.116571,0.08755,0.197893,23.140785,27.146194,65.42101,4.008297,1.21717,0.992723,0.979757,0.893655,0.081175,75.52494,6.662362,190.4952,0.919125,0.030941,0.152336,0.226487,0.000242,0.005257,3916.076,1.294845,0,0.882823,0.107014,0,0.103516,0.004042,280.4825,51821.44,romantic
0.064294,1.60595,1.473527,2.422724,0.3107,0.166462,0.021968,0.000108,0.432456,0.221225,0.181474,0.078321,0.601089,0.385448,0.45875,0.125033,0.116905,0.14928,0.125466,0.093447,0.229852,14.724732,16.857065,88.26042,5.771839,1.475545,0.533343,0.748805,0.893182,0.090053,62.01995,5.379165,483.715,2.07466,0.032695,0.029774,0.075115,0.000171,0.006339,2251.866,0.634344,0,0.922104,0.09851,0,0.071876,0.002525,695.1059,224446.4,romantic
0.050091,1.313565,1.507963,2.585463,0.451405,0.157564,0.019163,0.000051,0.423572,0.208232,0.192705,0.075279,0.571885,0.335876,0.405286,0.130579,0.112227,0.111539,0.102532,0.09268,0.383579,7.392117,10.906158,68.35238,4.133582,1.261491,0.65508,0.543007,0.880495,0.069272,31.2167,5.666078,1054.993,2.292273,0.025089,0.051989,0.128766,0.000384,0.006998,870.4399,0.694445,0,0.49534,0.066153,0,0.250145,0.005485,572.7779,70288.78,romantic
0.058153,1.279141,1.483902,2.512068,0.444003,0.162501,0.032034,0.000438,0.446367,0.224015,0.197659,0.072345,0.425775,0.23525,0.374747,0.101793,0.103557,0.086585,0.086882,0.034743,0.176068,46.031141,56.515746,86.64714,5.84014,1.494759,0.567574,1.100437,0.905186,0.102877,57.12648,5.390428,86.26591,0.417337,0.010194,0.011036,0.096658,0.000073,0.007885,2044.408,0.211373,0,0.932091,0.121785,0,0.06334,0.003479,641.1748,121060,romantic
0.038378,1.715334,1.462279,2.301661,0.5751,0.119731,0.019424,0.000025,0.410516,0.179493,0.158785,0.088564,0.581042,0.369473,0.416701,0.103711,0.204701,0.163275,0.19691,0.285514,0.397095,7.009893,9.830687,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8,romantic
0.017568,1.647642,1.463788,2.108734,0.492499,0.094934,0.008677,0.000171,0.363643,0.19958,0.181118,0.073299,0.286576,0.243916,0.298038,0.131978,0.092633,0.134674,0.110793,0.078835,0.193665,18.976868,17.871346,57.85852,3.762275,1.200214,0.957699,0.69081,0.889724,0.104398,95.06823,6.309042,212.1817,1.072982,0.027421,0.043617,0.194073,0.000263,0.012931,10010.77,0.88337,0,0.992676,0.087543,0,0.007275,0.001325,224.4957,98633.11,romantic
0.035224,1.055519,1.488532,2.379987,0.498725,0.137357,0.014025,0.000177,0.32742,0.177587,0.157985,0.081811,0.476985,0.464888,0.327564,0.155588,0.13676,0.159936,0.115185,0.150933,0.251439,14.98091,23.112715,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74,romantic
0.024698,2.895658,1.433961,2.325577,0.375896,0.098214,0.009962,0.000055,0.421767,0.213483,0.182435,0.122226,0.444824,0.295126,0.322562,0.111883,0.09579,0.116403,0.101861,0.143795,0.347785,8.862612,13.219624,48.4742,3.081789,1.112845,1.179813,0.693185,0.885537,0.101275,57.72443,6.328808,126.7817,0.282271,0.013277,0.158804,0.223871,0.000212,0.009442,2511.106,1.152093,0,0.964048,0.130324,0,0.034683,0.002526,259.0434,11448.55,romantic
0.064129,0.906468,1.54813,2.962333,0.283395,0.161537,0.03151,0.000098,0.388602,0.20433,0.190161,0.080988,0.665243,0.463791,0.529055,0.129106,0.127511,0.119352,0.140312,0.103524,0.290635,17.648352,24.336898,79.65867,5.099846,1.383262,0.5015,0.680973,0.883892,0.082234,91.35052,5.823687,337.8965,3.034081,0.06644,0.026027,0.112487,0.000191,0.004802,8163.695,1.257151,0,0.910786,0.105128,0,0.081309,0.002337,693.8406,254251.7,romantic
0.0303,2.106002,1.595184,2.169801,0.526091,0.105857,0.021803,0.000734,0.436944,0.207755,0.198601,0.077639,0.335133,0.292906,0.308768,0.140983,0.125627,0.134627,0.167328,0.086015,0.214036,63.424674,43.687204,59.90077,4.005444,1.254031,0.788449,0.755303,0.885432,0.05937,59.88974,5.956501,314.9925,1.474903,0.041122,0.121281,0.454775,0.000505,0.007085,4781.327,1.698898,0,0.779627,0.090562,0,0.171923,0.004289,337.57,84944.34,romantic
0.063934,1.062759,1.488523,2.323797,0.317626,0.154542,0.049267,0.000232,0.435707,0.210835,0.216388,0.078169,0.612934,0.514216,0.344019,0.135582,0.161067,0.147583,0.129325,0.0378,0.471026,25.987361,25.927526,76.62907,5.431744,1.477954,0.651728,0.874138,0.890737,0.054505,42.85577,5.170051,469.7901,1.696883,0.036246,0.083945,0.352807,0.000296,0.005553,2620.998,1.073554,0,0.950067,0.144369,0,0.047472,0.002517,719.3692,516754.1,romantic
0.036757,2.070091,1.504942,2.459299,0.289766,0.112816,0.034186,0.000535,0.476067,0.222795,0.207243,0.085116,0.681014,0.488001,0.346198,0.148399,0.162221,0.192468,0.130487,0.140202,0.250485,28.81633,37.387949,59.29742,4.235203,1.32274,0.626696,0.558495,0.885857,0.069087,82.3768,5.480887,180.9912,1.117163,0.042481,0.088457,0.129301,0.00037,0.005369,5721.912,1.066367,0,0.635819,0.079638,0,0.231708,0.004699,391.6199,182420.7,romantic
0.043882,0.244081,1.503962,2.259269,0.416284,0.148825,0.026403,0.000099,0.425276,0.222609,0.17595,0.079438,0.447863,0.25458,0.393212,0.120488,0.108581,0.121386,0.132974,0.075866,0.301906,32.567794,37.136957,69.27933,4.494323,1.32968,0.682144,0.720347,0.892585,0.16546,145.2042,5.838396,346.2776,1.301393,0.032823,0.032353,0.231259,0.000274,0.013201,12266.9,0.96293,0,0.677763,0.057691,0,0.218546,0.003231,503.2075,134389.9,romantic
0.019542,1.397291,1.448596,2.39446,0.401722,0.091324,0.008834,0.00034,0.437069,0.208007,0.196833,0.076096,0.582441,0.387986,0.372342,0.125279,0.154077,0.1577,0.160562,0.179388,0.261751,29.790526,25.820597,58.65412,4.020389,1.230227,0.828299,0.618081,0.879124,0.069762,79.86032,6.795526,419.1836,2.202795,0.08066,0.15845,0.241856,0.001173,0.004845,3947.413,4.618264,0,0.919441,0.078264,0,0.074119,0.002508,232.3813,22867.99,romantic
0.05752,0.839013,1.555388,2.398193,0.331251,0.166945,0.027235,0.000274,0.441598,0.223172,0.207992,0.087633,0.441741,0.338681,0.368288,0.175943,0.137725,0.130434,0.105587,0.049354,0.183537,33.470673,56.853467,79.6132,5.24231,1.436208,0.619992,0.971825,0.892048,0.058365,29.05301,5.324391,211.7676,0.668522,0.017179,0.023401,0.145209,0.000209,0.004638,810.7425,0.682523,0,0.788948,0.130246,0,0.16662,0.005842,681.06,166738.1,romantic
0.032032,1.419375,1.586895,2.406107,0.344087,0.114055,0.019338,0.000291,0.412806,0.227049,0.22135,0.083115,0.733576,0.326572,0.360812,0.129783,0.140749,0.103847,0.122032,0.089689,0.270541,18.34014,28.158142,67.02806,3.998916,1.219869,0.889995,0.710141,0.880662,0.063929,73.03574,6.797119,386.6629,1.069304,0.0333,0.217667,0.157488,0.000381,0.004856,4637.914,1.996341,0,0.774301,0.091198,0,0.174875,0.003407,379.5268,108670.3,romantic
0.041192,1.656921,1.397919,2.212142,0.435253,0.124793,0.01772,0.000125,0.392183,0.207089,0.184259,0.083091,0.666286,0.395473,0.341752,0.103329,0.101602,0.099744,0.115739,0.081953,0.154741,13.780431,23.738395,65.49373,4.092474,1.259513,0.769381,0.678171,0.884179,0.057085,43.24458,5.959754,229.2545,0.729223,0.016501,0.048752,0.087245,0.000251,0.003839,1336.192,0.519184,0,0.641145,0.083154,0,0.230231,0.005548,453.4961,98024.51,romantic
0.029791,1.261479,1.450225,2.217462,0.398986,0.143806,0.015427,0.000098,0.423035,0.21185,0.173372,0.07711,0.605984,0.388153,0.322665,0.103971,0.11634,0.097788,0.105606,0.143582,0.182519,30.976495,39.151844,73.8957,4.583571,1.314218,0.620632,0.831967,0.89848,0.106713,81.16733,5.979357,228.4829,0.989202,0.021174,0.030622,0.16125,0.000124,0.006166,4347.496,0.431166,0,0.707723,0.085845,0,0.206989,0.00556,376.5981,53957.82,romantic
0.051257,0.797345,1.542719,2.154981,0.359143,0.135996,0.045304,0.000102,0.380685,0.188189,0.187415,0.075513,0.333053,0.352619,0.342482,0.122703,0.09468,0.094055,0.106565,0.04681,0.252554,21.579234,29.800272,90.15851,5.530278,1.400553,0.738257,1.538526,0.890988,0.075479,80.02051,6.553777,232.828,1.586277,0.038782,0.070815,0.216634,0.000242,0.004231,4521.797,1.176347,0,0.969374,0.128478,0,0.029708,0.002532,521.4154,251281.6,romantic
0.02742,0.9897,1.613274,2.150988,0.437096,0.120445,0.012426,0.000218,0.388646,0.212858,0.193849,0.075453,0.347523,0.348362,0.412506,0.134313,0.160212,0.132837,0.16637,0.074683,0.219471,19.343181,19.833714,66.59306,3.983255,1.216978,0.820072,0.847337,0.893517,0.120689,163.3053,6.65828,112.451,0.551891,0.015513,0.086368,0.158739,0.000185,0.009563,21379.64,0.709277,0,0.99534,0.14025,0,0.004642,0.001165,297.6821,19371.42,romantic
0.041792,1.499073,1.472058,2.452548,0.455421,0.136654,0.015949,0.000084,0.42846,0.215999,0.187092,0.084294,0.748934,0.538249,0.419913,0.127673,0.141207,0.15113,0.152511,0.118825,0.29315,14.737357,11.702394,57.32005,3.739837,1.236954,0.594771,0.356839,0.876172,0.118152,147.3389,5.627464,478.7151,1.771392,0.046916,0.068711,0.04748,0.000321,0.010042,10095.49,1.6662,0,0.887483,0.115137,0,0.099923,0.002941,487.7793,64414.23,romantic
0.044463,1.032884,1.413488,2.12565,0.315858,0.151062,0.027202,0.000059,0.380359,0.197825,0.18137,0.083598,0.473918,0.44955,0.275471,0.101811,0.098151,0.089758,0.091225,0.098279,0.165333,19.797432,28.548925,83.11059,4.798925,1.305206,0.718443,1.244334,0.899329,0.074502,48.23072,6.59429,328.4405,1.329889,0.029115,0.040448,0.627123,0.000139,0.004649,1570.731,1.354931,0,0.978029,0.094164,0,0.021502,0.002538,487.8511,252358.2,romantic
