@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_A# numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_E numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_16 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_1 numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_PeriodicCentroid1 numeric
@attribute output {romantic,notromantic}

@data

0.063934,4.204551,0.000151,1.488523,2.9574,0.154542,0.049267,0.00026,2.154148,0.612934,0.514216,0.306242,0.344019,0.135582,0.161067,0.129325,0.471026,0.086656,25.927526,0.566103,1.006399,0.409518,romantic
0.045948,4.411764,0.000147,1.46261,2.64642,0.162146,0.015995,0.000086,1.679348,0.262972,0.260659,0.195499,0.284779,0.112007,0.114635,0.098673,0.164135,0.075954,26.288189,0.594051,1.003708,0.512952,romantic
0.0303,6.298445,0.000589,1.595184,2.993945,0.105857,0.021803,0.000804,2.49784,0.335133,0.292906,0.330704,0.308768,0.140983,0.125627,0.167328,0.214036,0.106199,43.687204,0.550155,1.010246,0.449403,romantic
0.067768,4.429301,0.00009,1.470358,2.772229,0.169639,0.033117,0.000068,2.259263,0.450238,0.523527,0.385158,0.404095,0.127809,0.116953,0.102236,0.254897,0.078453,26.855316,0.553869,1.003914,0.517953,romantic
0.070448,4.787765,0.000172,1.474996,2.449798,0.151655,0.062915,0.000102,2.476308,0.377677,0.358286,0.341857,0.282592,0.106427,0.102947,0.120532,0.240517,0.076413,28.912843,0.577052,1.003201,0.491328,romantic
0.086428,2.333607,0.00016,1.509321,2.510371,0.175165,0.035192,0.000098,2.826371,0.320889,0.204965,0.226734,0.363246,0.099278,0.101948,0.093854,0.091912,0.07415,27.680246,0.58227,1.002906,0.494928,romantic
0.019162,5.203435,0.000043,1.573975,2.81417,0.10301,0.010423,0.000039,1.991873,0.513479,0.364839,0.411339,0.407386,0.128945,0.103808,0.122031,0.224262,0.093151,23.637258,0.597912,1.005015,0.561272,romantic
0.094335,3.342823,0.000473,1.511457,2.867683,0.231476,0.030149,0.000371,2.059121,0.302434,0.323527,0.263446,0.2745,0.106979,0.120341,0.112721,0.209045,0.094185,48.14271,0.57988,1.003092,0.502149,romantic
0.068949,5.340637,0.000177,1.546073,2.738736,0.170681,0.028586,0.000115,3.022036,0.591025,0.426374,0.469746,0.410962,0.124922,0.139422,0.12347,0.443928,0.087095,11.01271,0.599473,1.005129,0.546372,romantic
0.045994,3.520154,0.000105,1.450064,2.354981,0.143371,0.023095,0.000095,2.022964,0.402877,0.202548,0.267178,0.272392,0.100323,0.101953,0.088261,0.17399,0.072615,27.644729,0.553686,1.005956,0.535224,romantic
0.069658,5.282384,0.000009,1.600266,2.721915,0.173451,0.040148,0.000093,3.114948,0.338875,0.564341,0.361554,0.335991,0.185933,0.107441,0.171521,0.226217,0.115848,11.079059,0.584416,1.00345,0.436917,romantic
0.057362,6.5397,0.000432,1.462086,2.961662,0.160226,0.039548,0.000448,2.714139,0.96095,0.325712,0.330495,0.489668,0.14624,0.129081,0.133266,0.206724,0.081976,71.421159,0.51879,1.00897,0.443253,romantic
0.038378,9.416657,0.000046,1.462279,2.743704,0.119731,0.019424,0.000011,2.768681,0.581042,0.369473,0.559815,0.416701,0.103711,0.204701,0.19691,0.397095,0.077017,9.830687,0.569481,1.003043,0.512098,romantic
0.029855,6.287856,0.000073,1.530684,2.597374,0.10606,0.015374,0.000088,3.306256,0.544208,0.421438,0.482227,0.319282,0.106417,0.097973,0.113189,0.26188,0.091702,11.325339,0.583416,1.002546,0.482624,romantic
0.035258,7.091189,0.0001,1.569135,2.98623,0.130661,0.013176,0.000112,2.856252,0.662462,0.405868,0.376246,0.428356,0.129429,0.121319,0.110245,0.21449,0.095309,13.510022,0.596217,1.003534,0.472775,romantic
0.053304,4.772523,0.000122,1.438804,2.829795,0.139121,0.046281,0.000303,2.17165,0.399435,0.190012,0.251351,0.343246,0.11034,0.112674,0.084871,0.188283,0.080708,59.870185,0.535707,1.008737,0.437827,romantic
0.025583,6.050458,0.00005,1.531672,2.24551,0.091483,0.026913,0.000042,1.709016,0.525873,0.362961,0.33608,0.346886,0.139966,0.118977,0.100469,0.299312,0.094297,7.911752,0.524703,1.002933,0.473235,romantic
0.025278,5.252685,0.000291,1.577862,2.79026,0.092217,0.013165,0.00048,2.162438,0.438447,0.42225,0.42427,0.436886,0.149464,0.198488,0.120866,0.344231,0.103137,14.864195,0.575145,1.003423,0.480136,romantic
0.085447,4.208724,0.000115,1.558483,2.786703,0.192266,0.045763,0.000074,2.139127,0.426943,0.225316,0.410169,0.353421,0.1429,0.12302,0.141513,0.438082,0.097619,29.629647,0.556925,1.003303,0.470078,romantic
0.056426,8.34675,0.000121,1.445957,2.625352,0.179781,0.018146,0.000091,2.764412,0.416154,0.564127,0.354245,0.419292,0.107201,0.147108,0.14416,0.198436,0.083334,38.963917,0.562178,1.007619,0.462242,romantic
0.030856,7.59893,0.000041,1.605895,2.855789,0.111349,0.012761,0.000015,2.247134,0.68666,0.555893,0.439314,0.363362,0.147076,0.120386,0.122722,0.255138,0.091894,7.230596,0.578756,1.00285,0.495903,romantic
0.032092,6.438385,0.000041,1.440273,2.759432,0.104444,0.026678,0.000058,2.204796,0.69164,0.289876,0.352804,0.354103,0.128088,0.124191,0.089386,0.345714,0.075607,20.088676,0.554784,1.013891,0.57838,romantic
0.026927,7.058653,0.000176,1.554723,2.694845,0.10421,0.0185,0.000123,2.371741,0.732139,0.312054,0.314903,0.329311,0.110902,0.105578,0.108078,0.263654,0.091548,10.19071,0.624372,1.003197,0.48434,romantic
0.042202,6.763153,0.000212,1.620036,2.856381,0.132134,0.020492,0.000148,2.474707,0.742827,0.524689,0.343605,0.691924,0.129046,0.128585,0.140541,0.360076,0.101089,38.460796,0.575903,1.006485,0.472648,romantic
0.05752,4.593387,0.000295,1.555388,2.849293,0.166945,0.027235,0.000396,2.549446,0.441741,0.338681,0.401367,0.368288,0.175943,0.137725,0.105587,0.183537,0.088115,56.853467,0.557638,1.004671,0.515252,romantic
0.023802,6.281334,0.000454,1.47052,2.607893,0.105029,0.013934,0.000459,2.007069,0.449487,0.390643,0.297471,0.301181,0.104834,0.109371,0.116571,0.197893,0.080943,27.146194,0.60254,1.00366,0.489984,romantic
0.105311,3.785963,0.000212,1.483424,2.439483,0.241776,0.028233,0.000375,2.536666,0.347026,0.650062,0.332249,0.291745,0.09481,0.088582,0.097818,0.122303,0.077272,37.771534,0.585806,1.004344,0.502167,romantic
0.021528,4.986804,0.000392,1.623558,2.616085,0.098775,0.009592,0.000239,1.961882,0.401821,0.306664,0.297019,0.3341,0.140302,0.138263,0.128974,0.194799,0.10275,29.827972,0.581639,1.002965,0.469754,romantic
0.019814,6.323527,0.000142,1.524729,2.460704,0.144506,0.009988,0.000125,2.229828,0.339145,0.260888,0.208034,0.326833,0.107925,0.112,0.101711,0.070634,0.07446,11.567866,0.579666,1.00255,0.507294,romantic
0.036757,5.043728,0.000387,1.504942,2.911594,0.112816,0.034186,0.000665,2.532262,0.681014,0.488001,0.48042,0.346198,0.148399,0.162221,0.130487,0.250485,0.107829,37.387949,0.56011,1.004359,0.570239,romantic
0.070419,9.383828,0.000045,1.25706,3.399116,0.169674,0.017688,0.000038,3.567903,0.779857,0.369955,0.560116,0.388873,0.124857,0.142502,0.169461,0.243392,0.105868,6.684014,0.620856,1.004946,0.451425,romantic
0.053,4.685276,0.000382,1.482567,2.469782,0.165516,0.01769,0.000208,2.572623,0.264185,0.238775,0.216522,0.294307,0.10436,0.09592,0.121416,0.133609,0.077303,68.369187,0.592155,1.004997,0.458825,romantic
0.049946,4.79354,0.000098,1.459073,2.50395,0.142715,0.040169,0.000284,1.987482,0.454376,0.3293,0.345147,0.356057,0.105751,0.122816,0.107173,0.157248,0.07983,28.028182,0.567081,1.004771,0.479081,romantic
0.058232,6.578384,0.00004,1.493006,2.87046,0.16396,0.024729,0.000026,2.788935,0.445898,0.346606,0.39472,0.436966,0.126915,0.103571,0.109938,0.267048,0.077599,15.586591,0.60649,1.003172,0.521807,romantic
0.045771,6.866933,0.000254,1.575605,2.760441,0.137287,0.016795,0.000156,2.240639,0.465288,0.430708,0.377863,0.373978,0.161079,0.120371,0.1308,0.248939,0.099927,22.128819,0.550904,1.002864,0.506478,romantic
0.019542,5.841584,0.000381,1.448596,2.731093,0.091324,0.008834,0.000436,2.239584,0.582441,0.387986,0.244098,0.372342,0.125279,0.154077,0.160562,0.261751,0.088146,25.820597,0.614259,1.004764,0.535826,romantic
0.036655,4.68484,0.000473,1.399427,2.537043,0.140144,0.018086,0.000576,2.066712,0.323622,0.239842,0.249413,0.302327,0.103944,0.111151,0.097369,0.239426,0.076031,39.213957,0.562582,1.00439,0.514878,romantic
0.041903,6.720674,0.000055,1.46928,2.81539,0.145931,0.011848,0.000041,2.180183,0.355731,0.250965,0.387825,0.439649,0.114885,0.122612,0.126461,0.225418,0.087303,15.375594,0.549213,1.003267,0.492335,romantic
0.030104,8.12965,0.000041,1.452834,2.609307,0.104341,0.030141,0.000041,1.597002,0.494306,0.362274,0.360071,0.312002,0.119664,0.117343,0.130757,0.412263,0.090558,10.144966,0.529858,1.002872,0.479979,romantic
0.045513,6.232462,0.000053,1.540657,2.971431,0.139597,0.021121,0.00005,2.837632,0.439672,0.398782,0.500617,0.479385,0.124538,0.133901,0.143826,0.233451,0.093651,10.427979,0.584103,1.004027,0.502244,romantic
0.031158,7.381896,0.000038,1.451554,2.661459,0.125312,0.006962,0.000032,1.994472,0.203309,0.199474,0.259203,0.316413,0.107584,0.105273,0.0979,0.09034,0.081324,12.244184,0.584679,1.003081,0.509635,romantic
0.03847,9.233508,0.000107,1.498389,2.660659,0.131427,0.009245,0.000091,2.454111,0.548659,0.44238,0.299513,0.366005,0.103839,0.113723,0.115161,0.361926,0.084411,13.137036,0.578669,1.002836,0.481598,romantic
0.049619,5.578024,0.000029,1.403651,2.576402,0.131054,0.022298,0.00003,2.684026,0.426873,0.465915,0.37112,0.3286,0.111942,0.140778,0.124173,0.239772,0.084205,22.125254,0.513704,1.004122,0.529246,romantic
0.058448,5.624544,0.000145,1.478473,2.92869,0.171105,0.027614,0.000081,2.766493,0.3981,0.208979,0.273947,0.357094,0.126876,0.109514,0.107828,0.257874,0.090368,20.242018,0.570016,1.002436,0.511259,romantic
0.03208,4.955852,0.000192,1.446639,2.538462,0.109696,0.025258,0.000151,2.066533,0.338889,0.290938,0.463906,0.429196,0.11862,0.119366,0.097053,0.340926,0.091483,23.151795,0.608388,1.003045,0.510742,romantic
0.016786,6.678072,0.000273,1.630335,2.504391,0.072738,0.00359,0.000226,2.139563,0.306607,0.263636,0.267543,0.346059,0.140342,0.096833,0.127652,0.271169,0.102329,22.533238,0.561507,1.003246,0.494147,romantic
0.07876,4.974005,0.00008,1.478235,2.383741,0.191109,0.033235,0.000105,3.882294,0.529222,0.291181,0.371377,0.354218,0.09846,0.093876,0.080977,0.121526,0.083141,41.27427,0.547174,1.006568,0.508451,romantic
0.044576,5.342106,0.000466,1.449353,2.578297,0.162037,0.015101,0.000385,2.04408,0.267403,0.213022,0.259078,0.303858,0.105158,0.125992,0.112246,0.121375,0.075982,66.408836,0.563881,1.00475,0.49514,romantic
0.032088,4.511427,0.000065,1.530018,2.616788,0.095084,0.038022,0.00014,2.539796,0.474881,0.573357,0.329595,0.272572,0.130347,0.15443,0.128839,0.226936,0.087364,20.698333,0.541987,1.007794,0.527368,romantic
0.052398,5.519754,0.000087,1.387575,2.335777,0.158046,0.031793,0.000112,1.765216,0.268459,0.237781,0.239884,0.331301,0.109509,0.141127,0.121108,0.272551,0.081359,59.456904,0.603282,1.007283,0.484289,romantic
0.050534,4.063265,0.000534,1.459781,2.667967,0.139941,0.030894,0.000549,3.310595,0.404983,0.37075,0.264932,0.296956,0.12108,0.129445,0.091471,0.274477,0.07511,52.698535,0.540263,1.007475,0.565907,romantic
0.103623,1.735593,0.000833,1.465105,2.506255,0.194356,0.065192,0.001322,3.295462,0.361692,0.358654,0.230872,0.297664,0.113489,0.122596,0.091961,0.218643,0.078505,96.412844,0.56238,1.00698,0.499182,romantic
0.036582,7.62101,0.000005,1.542611,2.584751,0.152992,0.009681,0.000004,2.475641,0.385977,0.285181,0.328549,0.438603,0.123533,0.12187,0.144213,0.099487,0.090668,5.893067,0.580044,1.003427,0.522206,romantic
0.040837,4.730381,0.000267,1.471557,2.52137,0.159542,0.020744,0.000263,2.326054,0.233575,0.360678,0.289608,0.281281,0.113483,0.092731,0.087854,0.151812,0.086942,37.278996,0.606854,1.003741,0.50395,romantic
0.054382,5.254192,0.000235,1.534453,2.297906,0.149918,0.016555,0.000143,2.763052,0.646544,0.359727,0.27798,0.317626,0.108669,0.096959,0.093282,0.151795,0.084257,20.386504,0.542985,1.00239,0.492732,romantic
0.025023,6.252668,0.000543,1.588942,2.655116,0.0971,0.016648,0.000299,2.355843,0.453696,0.411159,0.438745,0.392744,0.114501,0.127234,0.103094,0.227259,0.091723,31.234201,0.568202,1.002949,0.48313,romantic
0.039131,6.678361,0.000131,1.509633,2.466164,0.131456,0.014825,0.00008,2.654105,0.387731,0.231028,0.353788,0.532911,0.149547,0.123415,0.14344,0.197643,0.102661,27.383887,0.590032,1.00465,0.516555,romantic
0.040108,5.021679,0.000587,1.562375,2.491039,0.124907,0.028826,0.000457,1.991681,0.345949,0.230588,0.224092,0.335534,0.122309,0.125878,0.108847,0.229356,0.090118,56.969595,0.552375,1.004413,0.477283,romantic
0.057372,8.514495,0.000022,1.519485,2.496486,0.166614,0.019411,0.000058,2.262161,0.792215,0.334861,0.857836,0.36121,0.133321,0.141483,0.144302,0.313378,0.078241,18.028189,0.516851,1.006179,0.510512,romantic
0.023491,7.249784,0.000012,1.431042,3.112033,0.120247,0.006605,0.000018,2.886459,0.280861,0.236985,0.301658,0.270752,0.10137,0.129598,0.113985,0.217489,0.082149,14.809781,0.536392,1.004678,0.508212,romantic
0.03077,6.614643,0.000383,1.466559,2.936798,0.108621,0.018144,0.000415,2.16048,0.351292,0.36931,0.295374,0.347377,0.100525,0.10283,0.093519,0.187781,0.083267,20.894687,0.571249,1.007076,0.490167,romantic
0.026604,5.443222,0.000017,1.540932,2.850279,0.094651,0.01592,0.000044,2.089334,0.683306,0.359181,0.51823,0.488798,0.140748,0.128551,0.119098,0.277282,0.095917,5.294061,0.559517,1.002888,0.46225,romantic
0.059699,3.76608,0.000354,1.498315,2.631239,0.149882,0.040135,0.000302,1.898365,0.282409,0.211078,0.212962,0.285531,0.1078,0.112663,0.085545,0.132316,0.094815,58.019285,0.563645,1.007214,0.517199,romantic
0.051608,5.507042,0.000176,1.549365,2.368604,0.143275,0.038175,0.000129,2.194584,0.341421,0.297005,0.218606,0.354473,0.114197,0.160966,0.100154,0.344835,0.082738,23.929225,0.5571,1.003051,0.502479,romantic
0.064129,5.923482,0.000168,1.54813,3.168858,0.161537,0.03151,0.000069,2.439331,0.665243,0.463791,0.835762,0.529055,0.129106,0.127511,0.140312,0.290635,0.09088,24.336898,0.544,1.0029,0.500052,romantic
0.049416,6.524029,0.000173,1.541014,2.863612,0.14837,0.029189,0.000207,2.655478,0.392483,0.336851,0.32301,0.334512,0.104604,0.105431,0.108719,0.249624,0.083845,25.401444,0.559866,1.003187,0.470387,romantic
0.039903,5.387428,0.000114,1.518791,2.762009,0.124353,0.032795,0.000198,2.24209,0.301845,0.291633,0.309359,0.297259,0.115164,0.113137,0.113938,0.241744,0.086213,47.716827,0.547755,1.009159,0.496556,romantic
0.05006,4.324155,0.000288,1.494133,2.639908,0.145386,0.024019,0.000272,2.524807,0.416484,0.307297,0.36054,0.330295,0.099926,0.143134,0.111125,0.196714,0.07652,33.108334,0.573746,1.003499,0.466194,romantic
0.030642,6.583308,0.000174,1.469143,2.4541,0.121022,0.02131,0.000174,2.695145,0.482561,0.532578,0.387195,0.332521,0.10659,0.112862,0.111918,0.224081,0.085503,14.211151,0.595913,1.003503,0.532355,romantic
0.051129,6.468031,0.000221,1.506928,3.183681,0.137628,0.029132,0.000144,2.742038,0.747349,0.466188,0.558229,0.487244,0.145867,0.175719,0.162912,0.459338,0.095372,11.507802,0.56739,1.002594,0.503604,romantic
0.031492,5.198343,0.000664,1.596251,2.552423,0.10523,0.026962,0.000278,2.723987,0.413024,0.440378,0.288464,0.523992,0.177646,0.107898,0.117024,0.270681,0.091878,21.83586,0.563007,1.002775,0.470892,romantic
0.05607,4.789533,0.000224,1.491582,2.901447,0.176396,0.024074,0.000212,2.687992,0.472601,0.436879,0.340842,0.308259,0.109043,0.100219,0.112399,0.27108,0.082667,50.115196,0.555949,1.004819,0.446636,romantic
0.102073,2.703701,0.000695,1.429777,2.507881,0.205524,0.048003,0.000466,1.794918,0.416449,0.406786,0.263946,0.28126,0.093364,0.095801,0.085204,0.134309,0.064335,46.175849,0.576603,1.002354,0.491616,notromantic
0.09414,2.91143,0.000035,1.421315,2.654316,0.205717,0.033977,0.000038,2.520436,0.406639,0.331571,0.467663,0.322358,0.097691,0.097131,0.095679,0.167024,0.076671,21.600778,0.605824,1.003377,0.515899,notromantic
0.045285,3.91902,0.000277,1.522465,2.699583,0.13172,0.039159,0.000329,1.730993,0.559144,0.29903,0.21711,0.333607,0.102373,0.109792,0.112782,0.223789,0.078538,33.881523,0.620868,1.008289,0.600192,notromantic
0.067219,4.041027,0.000366,1.47346,2.540229,0.167154,0.033648,0.000567,2.119459,0.34967,0.296752,0.251287,0.371678,0.098164,0.09865,0.07962,0.166095,0.08014,89.955386,0.559278,1.007131,0.459204,notromantic
0.052575,4.462768,0.000327,1.428879,2.447085,0.167746,0.020084,0.000273,1.83166,0.232313,0.246733,0.297834,0.388413,0.098382,0.095964,0.088199,0.194886,0.07639,65.416403,0.559423,1.00478,0.553922,notromantic
0.05363,6.091024,0.000026,1.473623,2.721265,0.126649,0.047161,0.00003,2.063355,0.340701,0.199678,0.239403,0.275891,0.109628,0.132171,0.095649,0.305073,0.0816,20.430049,0.545164,1.004588,0.429543,notromantic
0.032058,5.960768,0.000091,1.506014,2.979371,0.125407,0.017481,0.000134,2.601853,0.433032,0.367925,0.31581,0.308375,0.113424,0.095617,0.079721,0.2723,0.084179,20.956964,0.619925,1.00549,0.564717,notromantic
0.077138,2.964214,0.000551,1.495473,2.745779,0.189339,0.046745,0.000713,2.272773,0.271496,0.21197,0.258607,0.306763,0.104595,0.098982,0.08899,0.154269,0.082011,56.9315,0.656272,1.005928,0.550757,notromantic
0.077138,2.964214,0.000551,1.495473,2.745779,0.189339,0.046745,0.000713,2.272773,0.271496,0.21197,0.258607,0.306763,0.104595,0.098982,0.08899,0.154269,0.082011,56.9315,0.656272,1.005928,0.550757,notromantic
0.055507,6.708365,0.000067,1.547578,2.572812,0.157371,0.037204,0.000061,2.457467,0.263404,0.198593,0.202501,0.364604,0.107341,0.112183,0.093724,0.198459,0.085824,20.9429,0.604899,1.004133,0.528747,notromantic
0.055507,6.708365,0.000067,1.547578,2.572812,0.157371,0.037204,0.000061,2.457467,0.263404,0.198593,0.202501,0.364604,0.107341,0.112183,0.093724,0.198459,0.085824,20.9429,0.604899,1.004133,0.528747,notromantic
0.066943,3.517955,0.000224,1.501927,2.506809,0.19518,0.042434,0.000515,2.453521,0.382913,0.247815,0.298854,0.328149,0.105572,0.102234,0.101541,0.234136,0.079377,43.300016,0.623844,1.006657,0.536904,notromantic
0.025261,3.670347,0.000662,1.481467,2.436423,0.104296,0.015881,0.000471,1.791067,0.223008,0.250959,0.16555,0.315086,0.100193,0.102117,0.100783,0.198914,0.079879,36.682259,0.584864,1.00459,0.440617,notromantic
0.080502,3.276836,0.000074,1.427533,2.306764,0.185014,0.05074,0.000153,2.26771,0.181309,0.170544,0.166214,0.334822,0.112628,0.109118,0.104476,0.157753,0.079753,73.270263,0.579899,1.009041,0.456108,notromantic
0.080502,3.276836,0.000074,1.427533,2.306764,0.185014,0.05074,0.000153,2.26771,0.181309,0.170544,0.166214,0.334822,0.112628,0.109118,0.104476,0.157753,0.079753,73.270263,0.579899,1.009041,0.456108,notromantic
0.039226,4.665133,0.00037,1.577137,2.563565,0.138514,0.030353,0.000463,2.091136,0.263556,0.161563,0.194666,0.386385,0.129051,0.103274,0.100695,0.223228,0.084997,45.417768,0.569843,1.007178,0.500763,notromantic
0.149242,1.185929,0.000151,1.571314,2.442249,0.225041,0.108394,0.000415,2.353433,0.46915,0.434803,0.434298,0.282498,0.14158,0.122508,0.10476,0.24497,0.096103,110.48095,0.528471,1.013613,0.422785,notromantic
0.149242,1.185929,0.000151,1.571314,2.442249,0.225041,0.108394,0.000415,2.353433,0.46915,0.434803,0.434298,0.282498,0.14158,0.122508,0.10476,0.24497,0.096103,110.48095,0.528471,1.013613,0.422785,notromantic
0.05859,5.406909,0.000625,1.454231,2.451506,0.170533,0.028585,0.000651,2.823607,0.320774,0.274025,0.542344,0.231586,0.097283,0.097035,0.101823,0.212886,0.074033,66.752081,0.584725,1.005705,0.451195,notromantic
0.070405,3.176354,0.000196,1.529919,2.826238,0.160099,0.036427,0.000215,2.389318,0.400209,0.326191,0.39166,0.333522,0.118719,0.096779,0.097324,0.176848,0.098686,26.207904,0.571431,1.003737,0.498462,notromantic
0.070405,3.176354,0.000196,1.529919,2.826238,0.160099,0.036427,0.000215,2.389318,0.400209,0.326191,0.39166,0.333522,0.118719,0.096779,0.097324,0.176848,0.098686,26.207904,0.571431,1.003737,0.498462,notromantic
0.084201,3.941805,0.000227,1.515627,2.578358,0.201429,0.041938,0.000366,2.64682,0.517434,0.370616,0.501429,0.335808,0.097839,0.092312,0.087724,0.238002,0.07172,29.204137,0.62414,1.003647,0.488523,notromantic
0.084201,3.941805,0.000227,1.515627,2.578358,0.201429,0.041938,0.000366,2.64682,0.517434,0.370616,0.501429,0.335808,0.097839,0.092312,0.087724,0.238002,0.07172,29.204137,0.62414,1.003647,0.488523,notromantic
0.084201,3.941805,0.000227,1.515627,2.578358,0.201429,0.041938,0.000366,2.64682,0.517434,0.370616,0.501429,0.335808,0.097839,0.092312,0.087724,0.238002,0.07172,29.204137,0.62414,1.003647,0.488523,notromantic
0.033122,6.698762,0.000031,1.341915,3.087874,0.136354,0.008996,0.000023,1.693138,0.315378,0.221824,0.491571,0.370337,0.105402,0.103221,0.160846,0.148699,0.072275,11.992842,0.555113,1.002515,0.505071,notromantic
0.037633,7.7579,0.000135,1.400942,3.111768,0.130128,0.010708,0.000075,2.28227,0.643778,0.385345,0.597528,0.449666,0.14048,0.205169,0.15202,0.187576,0.07126,23.512925,0.56253,1.003539,0.502962,notromantic
0.036796,8.63099,0.000105,1.431537,2.796991,0.132919,0.014897,0.000075,2.586792,0.486624,0.350834,0.412805,0.34203,0.109313,0.110223,0.100219,0.212825,0.078751,15.063458,0.566246,1.00259,0.510476,notromantic
0.063576,3.236209,0.001023,1.471921,2.559182,0.182755,0.026532,0.000572,2.422311,0.186906,0.192126,0.158238,0.345421,0.107782,0.095385,0.102198,0.127477,0.081119,75.468612,0.579469,1.003648,0.541032,notromantic
0.038378,9.416657,0.000046,1.462279,2.743704,0.119731,0.019424,0.000011,2.768681,0.581042,0.369473,0.559815,0.416701,0.103711,0.204701,0.19691,0.397095,0.077017,9.830687,0.569481,1.003043,0.512098,notromantic
0.038378,9.416657,0.000046,1.462279,2.743704,0.119731,0.019424,0.000011,2.768681,0.581042,0.369473,0.559815,0.416701,0.103711,0.204701,0.19691,0.397095,0.077017,9.830687,0.569481,1.003043,0.512098,notromantic
0.061784,3.916303,0.000202,1.501255,2.558731,0.157842,0.037049,0.000139,2.095827,0.383436,0.342041,0.228734,0.318285,0.096885,0.119605,0.10953,0.204547,0.079489,44.591663,0.553477,1.004085,0.452347,notromantic
0.086307,2.220008,0.000039,1.461689,2.666756,0.185319,0.056819,0.000095,2.272075,0.512371,0.207347,0.302834,0.293629,0.096132,0.099768,0.10116,0.354988,0.083978,61.627523,0.5737,1.012067,0.556687,notromantic
0.026298,6.990649,0.000438,1.639886,2.904957,0.135465,0.009055,0.00029,3.02892,0.36134,0.357564,0.504884,0.526323,0.139518,0.102144,0.111574,0.179281,0.105752,43.522363,0.538629,1.004219,0.543634,notromantic
0.026298,6.990649,0.000438,1.639886,2.904957,0.135465,0.009055,0.00029,3.02892,0.36134,0.357564,0.504884,0.526323,0.139518,0.102144,0.111574,0.179281,0.105752,43.522363,0.538629,1.004219,0.543634,notromantic
0.026298,6.990649,0.000438,1.639886,2.904957,0.135465,0.009055,0.00029,3.02892,0.36134,0.357564,0.504884,0.526323,0.139518,0.102144,0.111574,0.179281,0.105752,43.522363,0.538629,1.004219,0.543634,notromantic
0.069084,4.356591,0.000058,1.499781,2.612468,0.185662,0.035587,0.000105,2.817692,0.640473,0.351757,0.328857,0.391082,0.118445,0.1113,0.089404,0.28684,0.088419,22.379263,0.559582,1.005333,0.469699,notromantic
0.035224,9.220519,0.000154,1.488532,2.827217,0.137357,0.014025,0.000192,2.533894,0.476985,0.464888,0.434966,0.327564,0.155588,0.13676,0.115185,0.251439,0.095542,23.112715,0.550454,1.003076,0.542378,notromantic
0.035224,9.220519,0.000154,1.488532,2.827217,0.137357,0.014025,0.000192,2.533894,0.476985,0.464888,0.434966,0.327564,0.155588,0.13676,0.115185,0.251439,0.095542,23.112715,0.550454,1.003076,0.542378,notromantic
0.062671,5.698787,0.000101,1.508487,2.787186,0.178406,0.029598,0.000191,2.287014,0.692961,0.505515,0.22464,0.358401,0.097838,0.114305,0.140663,0.297315,0.079073,49.155581,0.646792,1.007934,0.552145,notromantic
0.062671,5.698787,0.000101,1.508487,2.787186,0.178406,0.029598,0.000191,2.287014,0.692961,0.505515,0.22464,0.358401,0.097838,0.114305,0.140663,0.297315,0.079073,49.155581,0.646792,1.007934,0.552145,notromantic
0.062671,5.698787,0.000101,1.508487,2.787186,0.178406,0.029598,0.000191,2.287014,0.692961,0.505515,0.22464,0.358401,0.097838,0.114305,0.140663,0.297315,0.079073,49.155581,0.646792,1.007934,0.552145,notromantic
0.058232,6.578384,0.00004,1.493006,2.87046,0.16396,0.024729,0.000026,2.788935,0.445898,0.346606,0.39472,0.436966,0.126915,0.103571,0.109938,0.267048,0.077599,15.586591,0.60649,1.003172,0.521807,notromantic
