@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_stddev numeric
@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[8]_amean numeric
@attribute pcm_zcr_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute mfcc_sma_de[3]_linregerrQ numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[4]_minPos numeric
@attribute mfcc_sma_de[4]_skewness numeric
@attribute mfcc_sma_de[5]_linregc1 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_skewness numeric
@attribute mfcc_sma_de[7]_amean numeric
@attribute mfcc_sma_de[10]_linregerrQ numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute voiceProb_sma_de_amean numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {romantic,notromantic}

@data
0.012915,3.035466,-9.80346,-0.64197,-0.183118,4.621037,0.002828,0.428523,3.480129,1009,0.118649,0.000002,-0.013488,-0.013058,-0.002427,1.07059,-0.000027,0.000062,-1.014114,notromantic
0.006879,0.766743,5.144678,-0.452759,-5.139578,1.334453,0.000704,0.512148,6.23169,2654,-0.209192,0.000006,0.048583,0.033112,-0.000018,0.990029,-0.000008,-0.000019,-0.178752,notromantic
0.008458,2.429671,-4.439806,0.220319,-3.070071,3.342165,0.001983,0.464944,4.242959,583,0.006876,-0.000002,0.016567,0.112441,-0.001475,0.857279,0.000018,-0.000023,-0.59358,notromantic
0.001761,1.404104,-4.053823,-0.686626,1.85063,1.52256,0.000174,0.331239,6.985868,1512,-0.367295,0.000005,-0.12255,-0.355415,0.000114,0.754557,0.00003,0.00004,0.040134,notromantic
0.025338,2.064397,-6.350607,-0.338693,6.791862,1.850478,0.005985,1.565183,6.847253,2500,0.202454,0.000002,-0.118736,-0.133676,0.002642,1.957783,0.000088,0.000022,-0.119291,notromantic
0.021249,2.253526,-3.870145,-0.606653,-3.85768,3.419798,0.004121,1.528208,4.465298,2237,-0.167274,0.000001,0.091851,0.20418,-0.000201,1.345054,0.000056,-0.000041,-0.448019,notromantic
0.032547,0.991317,-11.25542,-0.729208,1.070607,1.304461,0.009035,0.442986,3.640057,8,1.171519,-0.000003,0.935095,0.794255,0.001271,0.966483,-0.000082,0.000079,-0.071041,notromantic
0.013151,1.831761,-0.060948,-0.516776,-4.294707,2.523073,0.002309,0.938068,6.399579,1023,-1.162987,0.000003,-0.950835,-0.356535,0.000966,1.377005,0.00001,0.000033,-0.317079,notromantic
0.008744,2.117747,-3.562343,-0.04065,-3.908602,5.955969,0.001668,0.751805,4.667683,389,0.192497,-0.000002,0.178388,0.266391,-0.005025,1.401772,-0.000011,0.000023,0.376884,notromantic
0.008744,2.117747,-3.562343,-0.04065,-3.908602,5.955969,0.001668,0.751805,4.667683,389,0.192497,-0.000002,0.178388,0.266391,-0.005025,1.401772,-0.000011,0.000023,0.376884,notromantic
0.008744,2.117747,-3.562343,-0.04065,-3.908602,5.955969,0.001668,0.751805,4.667683,389,0.192497,-0.000002,0.178388,0.266391,-0.005025,1.401772,-0.000011,0.000023,0.376884,notromantic
0.008744,2.117747,-3.562343,-0.04065,-3.908602,5.955969,0.001668,0.751805,4.667683,389,0.192497,-0.000002,0.178388,0.266391,-0.005025,1.401772,-0.000011,0.000023,0.376884,notromantic
0.013881,1.403676,-2.147221,-0.622831,-2.961229,2.647364,0.001258,0.657321,6.23438,677,0.049568,-0.000006,0.040268,0.11519,-0.000359,1.103862,0.000003,-0.000037,0.016269,notromantic
0.013881,1.403676,-2.147221,-0.622831,-2.961229,2.647364,0.001258,0.657321,6.23438,677,0.049568,-0.000006,0.040268,0.11519,-0.000359,1.103862,0.000003,-0.000037,0.016269,notromantic
0.018582,1.622975,2.168728,1.214047,-3.786519,0.816314,0.003197,0.518462,3.894116,174,-0.09433,-0.000007,0.115484,-0.007283,-0.001143,1.397949,0.000114,-0.000031,-0.395312,notromantic
0.018582,1.622975,2.168728,1.214047,-3.786519,0.816314,0.003197,0.518462,3.894116,174,-0.09433,-0.000007,0.115484,-0.007283,-0.001143,1.397949,0.000114,-0.000031,-0.395312,notromantic
0.018582,1.622975,2.168728,1.214047,-3.786519,0.816314,0.003197,0.518462,3.894116,174,-0.09433,-0.000007,0.115484,-0.007283,-0.001143,1.397949,0.000114,-0.000031,-0.395312,notromantic
0.016189,1.062292,-12.18968,0.265533,0.715435,0.906105,0.004989,0.401601,3.897851,2761,-0.335696,-0.000006,0.02589,-0.01141,0.000992,0.88958,0.000059,-0.000009,-0.179629,notromantic
0.021352,2.078643,2.422336,0.480528,-2.191795,2.047323,0.004708,1.46661,6.028558,1214,0.018096,0.000005,0.381778,0.478086,-0.001786,2.037683,-0.000084,0.000102,-0.464155,notromantic
0.021352,2.078643,2.422336,0.480528,-2.191795,2.047323,0.004708,1.46661,6.028558,1214,0.018096,0.000005,0.381778,0.478086,-0.001786,2.037683,-0.000084,0.000102,-0.464155,notromantic
0.021352,2.078643,2.422336,0.480528,-2.191795,2.047323,0.004708,1.46661,6.028558,1214,0.018096,0.000005,0.381778,0.478086,-0.001786,2.037683,-0.000084,0.000102,-0.464155,notromantic
0.015313,1.761508,-4.350819,-0.126624,-4.174698,2.361179,0.001304,0.592495,6.334459,1414,-0.683668,-0.000005,0.111693,-0.372067,-0.004377,1.083876,0.000012,0.000084,0.524395,notromantic
0.008908,2.828987,-12.30551,-0.088402,5.861864,1.858145,0.001679,0.461477,3.907377,2548,0.134152,0.000003,0.050826,0.077898,0.002913,0.900141,0.000091,0.000004,-0.17573,notromantic
0.016818,-0.648378,-13.60516,0.303678,-4.529155,0.328038,0.003941,0.456652,4.64006,2211,0.245487,0.000001,0.257694,0.227508,-0.002447,1.232809,0.000043,-0.000155,-0.369628,notromantic
0.016818,-0.648378,-13.60516,0.303678,-4.529155,0.328038,0.003941,0.456652,4.64006,2211,0.245487,0.000001,0.257694,0.227508,-0.002447,1.232809,0.000043,-0.000155,-0.369628,notromantic
0.022406,2.598945,-8.642569,-0.7116,0.606409,3.330859,0.004435,0.575368,4.331,2210,0.347118,-0.000002,0.235891,0.169658,-0.000312,1.047393,0.000044,-0.000011,-0.207602,notromantic
0.022652,0.515894,-12.44037,0.087045,-0.771982,1.649316,0.004016,0.456937,3.690855,178,0.330157,-0.000005,0.299839,0.206601,-0.000818,1.169144,-0.000037,-0.000089,-0.146522,notromantic
0.019327,0.765574,-4.769822,-0.111615,-0.355499,0.858234,0.004141,0.64966,4.889296,870,1.263139,0.000005,0.821782,0.15663,0.002151,1.432917,0.000119,-0.000112,-0.175825,notromantic
0.005095,0.124717,-0.972894,0.862712,-2.775777,0.812791,0.000635,0.410029,4.192077,510,0.033941,-0.000005,0.095924,0.138297,0.001976,0.884993,0.000022,-0.000008,-0.316115,notromantic
0.005095,0.124717,-0.972894,0.862712,-2.775777,0.812791,0.000635,0.410029,4.192077,510,0.033941,-0.000005,0.095924,0.138297,0.001976,0.884993,0.000022,-0.000008,-0.316115,notromantic
0.016537,0.547032,-11.11188,0.137655,3.873111,0.26879,0.00396,0.907288,3.388181,1305,0.286507,-0.000007,0.120984,-0.119952,-0.005186,1.547945,-0.000212,-0.000006,-0.323221,notromantic
0.016537,0.547032,-11.11188,0.137655,3.873111,0.26879,0.00396,0.907288,3.388181,1305,0.286507,-0.000007,0.120984,-0.119952,-0.005186,1.547945,-0.000212,-0.000006,-0.323221,notromantic
0.016537,0.547032,-11.11188,0.137655,3.873111,0.26879,0.00396,0.907288,3.388181,1305,0.286507,-0.000007,0.120984,-0.119952,-0.005186,1.547945,-0.000212,-0.000006,-0.323221,notromantic
0.01378,2.489279,-5.07551,-0.390422,0.939955,3.405051,0.002956,0.465866,4.652437,850,0.267563,-0.000005,0.092096,-0.086542,0.001025,1.013956,0.000043,0.000013,-0.356175,notromantic
0.01378,2.489279,-5.07551,-0.390422,0.939955,3.405051,0.002956,0.465866,4.652437,850,0.267563,-0.000005,0.092096,-0.086542,0.001025,1.013956,0.000043,0.000013,-0.356175,notromantic
0.01378,2.489279,-5.07551,-0.390422,0.939955,3.405051,0.002956,0.465866,4.652437,850,0.267563,-0.000005,0.092096,-0.086542,0.001025,1.013956,0.000043,0.000013,-0.356175,notromantic
0.01378,2.489279,-5.07551,-0.390422,0.939955,3.405051,0.002956,0.465866,4.652437,850,0.267563,-0.000005,0.092096,-0.086542,0.001025,1.013956,0.000043,0.000013,-0.356175,notromantic
0.025077,1.057002,-7.255105,-0.598956,0.239978,2.088199,0.005243,1.331669,4.61422,1976,0.285546,0.000001,-0.337096,0.053739,0.001158,1.287335,-0.000001,-0.000003,-0.5346,notromantic
0.004648,0.784606,-10.54567,0.169423,-4.145768,0.093279,0.00079,0.368979,4.404099,726,0.184197,0.000008,0.251724,0.174266,0.003567,0.947145,0.000081,0.000024,-0.228263,notromantic
0.014506,0.565799,-6.728472,0.054925,-2.820324,1.093935,0.002772,0.903478,4.309284,1712,0.163662,0,-0.072042,0.19474,0.000124,1.30336,0.000028,0.000043,-0.051686,notromantic
0.019232,4.466534,0.21058,-1.282677,-7.392418,4.115737,0.003786,0.911784,6.542534,1014,0.095894,0.000007,-0.032983,-0.453766,0.001337,1.130666,-0.000018,-0.000061,-0.250155,notromantic
0.003006,2.991744,-6.03897,-0.47814,7.169481,0.997717,0.000583,0.272233,5.08694,1195,-0.073051,0.000007,0.055358,0.449895,-0.003075,1.029035,0.000013,0.00004,-1.448403,notromantic
0.003006,2.991744,-6.03897,-0.47814,7.169481,0.997717,0.000583,0.272233,5.08694,1195,-0.073051,0.000007,0.055358,0.449895,-0.003075,1.029035,0.000013,0.00004,-1.448403,notromantic
0.003006,2.991744,-6.03897,-0.47814,7.169481,0.997717,0.000583,0.272233,5.08694,1195,-0.073051,0.000007,0.055358,0.449895,-0.003075,1.029035,0.000013,0.00004,-1.448403,notromantic
0.009164,1.224867,-3.821532,-0.222614,-6.913758,2.620175,0.001818,0.926842,5.882425,2484,-0.24964,0.000008,0.150553,-0.142886,0.002297,1.308914,0.000029,0.000022,0.178477,notromantic
0.009164,1.224867,-3.821532,-0.222614,-6.913758,2.620175,0.001818,0.926842,5.882425,2484,-0.24964,0.000008,0.150553,-0.142886,0.002297,1.308914,0.000029,0.000022,0.178477,notromantic
0.004508,3.613877,-5.050646,-1.295549,2.181619,3.843335,0.00055,0.485729,5.726338,675,-0.056162,-0.000001,0.092322,-0.140489,-0.001463,0.909418,-0.000146,0.000004,0.0821,notromantic
0.020162,1.808918,-11.16341,-0.722893,-0.115057,1.12058,0.00305,0.644902,5.010947,231,0.124008,0,0.126167,0.103377,0.004087,1.363298,0.000075,0.000051,-0.442722,notromantic
0.030582,1.439008,-8.117135,-0.313855,-0.290145,3.168343,0.006018,0.80407,5.458632,819,0.482648,0.000004,0.170069,0.113876,0.001935,1.240047,0.000101,-0.000121,-0.279577,notromantic
0.014818,2.615189,-5.223217,-0.452779,-3.594799,3.690217,0.002904,0.905676,4.466956,850,0.084435,0,-0.107411,-0.056158,-0.002913,1.326386,0.000048,-0.000136,-0.301778,notromantic
0.011311,1.093455,-2.01457,0.115883,-2.389827,3.212173,0.001482,0.51384,6.381202,1759,0.192961,-0.000007,0.024263,-0.264363,-0.00291,0.744577,0.000019,-0.000118,-0.197251,notromantic
0.016155,0.979311,-14.71747,-0.433011,6.076433,1.62133,0.002729,1.056252,6.92403,992,0.380877,0,0.429342,0.003061,-0.002578,1.497581,0.00003,0.000042,0.030393,notromantic
0.016155,0.979311,-14.71747,-0.433011,6.076433,1.62133,0.002729,1.056252,6.92403,992,0.380877,0,0.429342,0.003061,-0.002578,1.497581,0.00003,0.000042,0.030393,notromantic
0.02796,2.182006,-9.15024,-0.622821,-3.584944,2.940856,0.006487,1.757664,4.442307,2006,0.165554,-0.000004,0.098932,-0.104278,0.000225,1.7847,0.000051,-0.000032,-0.347304,notromantic
0.01029,1.030345,-5.306455,-0.019228,-1.375009,2.334634,0.002421,1.297634,4.179857,1350,0.201606,0.000003,0.447989,-0.012643,0.000207,1.449524,-0.000182,0.000005,-0.405556,notromantic
0.01029,1.030345,-5.306455,-0.019228,-1.375009,2.334634,0.002421,1.297634,4.179857,1350,0.201606,0.000003,0.447989,-0.012643,0.000207,1.449524,-0.000182,0.000005,-0.405556,notromantic
0.016924,1.37954,-7.234522,-0.499008,1.038602,1.671731,0.0032,0.479552,5.005877,2196,-0.114781,0.000006,-0.124652,-0.163793,-0.002651,0.993625,0.000006,0.000021,0.100336,notromantic
0.003392,0.516069,0.036631,-0.376425,-3.88267,1.135317,0.000551,0.435543,4.811123,48,-0.085073,-0.000008,-0.247822,-0.195808,-0.004603,0.884231,-0.000007,0.000102,0.007473,notromantic
0.007861,4.077217,0.420438,-0.870192,-7.208364,5.351587,0.001317,0.600311,8.041936,1053,0.413727,-0.000001,0.213631,0.023475,-0.001667,1.172221,0.000027,0.000058,-0.354149,notromantic
0.007861,4.077217,0.420438,-0.870192,-7.208364,5.351587,0.001317,0.600311,8.041936,1053,0.413727,-0.000001,0.213631,0.023475,-0.001667,1.172221,0.000027,0.000058,-0.354149,notromantic
0.007861,4.077217,0.420438,-0.870192,-7.208364,5.351587,0.001317,0.600311,8.041936,1053,0.413727,-0.000001,0.213631,0.023475,-0.001667,1.172221,0.000027,0.000058,-0.354149,notromantic
0.01959,1.598456,-7.017858,0.043057,0.497705,1.699958,0.004273,0.588611,3.906434,946,0.081766,-0.000001,-0.024602,0.044737,-0.001574,1.080013,0.000044,-0.000013,-0.915879,notromantic
0.01959,1.598456,-7.017858,0.043057,0.497705,1.699958,0.004273,0.588611,3.906434,946,0.081766,-0.000001,-0.024602,0.044737,-0.001574,1.080013,0.000044,-0.000013,-0.915879,notromantic
0.024489,1.176792,-19.28078,0.27511,10.61193,0.884866,0.007398,0.775661,6.089952,354,-0.023839,-0.000006,-0.526099,-0.366833,0.002382,1.056752,-0.000154,0.000015,-0.310359,notromantic
0.017646,2.414979,-8.036318,-0.034281,-3.20074,1.062523,0.00534,0.543552,3.220017,1071,0.324527,-0.000001,0.343576,0.246834,0.003859,1.796752,0.000089,-0.000064,-0.096565,notromantic
0.019209,2.281896,-7.489223,-0.933231,-2.768962,3.356442,0.002343,0.371438,3.940706,1404,0.206873,0,0.322331,0.119266,0.001154,0.787219,0.00005,-0.000042,-0.365715,notromantic
0.011799,1.126401,-11.61663,-0.422765,-0.790501,1.812233,0.002828,0.824475,3.876012,606,-0.280535,0,-0.309988,-0.129118,-0.002171,1.156822,0.000039,0.000031,-0.193338,notromantic
0.020036,1.936305,-1.82608,-0.437266,-1.068767,1.840245,0.002098,0.530413,5.26659,1909,-0.198015,-0.000002,0.132187,-0.837376,-0.001361,1.024565,-0.000049,-0.000025,0.078268,notromantic
0.010575,0.286079,-9.916149,-0.19114,-0.193521,2.022402,0.002592,0.646125,3.984146,2478,-0.096991,-0.000002,0.185222,0.120868,-0.001263,1.163538,0.000014,-0.000016,0.020367,notromantic
0.009902,1.027763,-11.02349,0.753341,-3.630385,0.712308,0.001971,0.322909,4.175275,882,0.081362,0.000003,0.05053,-0.00369,-0.002193,0.882771,0.000108,-0.000109,-0.295727,notromantic
0.017727,0.183233,-3.103319,0.825904,0.103958,-0.045961,0.002229,0.392179,4.337028,1512,0.156356,-0.000001,0.048462,-0.28374,-0.00165,1.17705,-0.000042,-0.000022,-0.22994,notromantic
0.027111,0.678752,-6.812674,0.290322,-2.216744,1.838161,0.004975,0.828065,5.423035,2786,0.221017,0.000003,0.029548,-0.269153,0.002837,1.024823,0.000117,-0.000047,-0.296217,notromantic
0.015238,2.140631,-6.612567,-0.504419,0.476523,3.395626,0.003713,0.879017,4.237237,2534,0.226519,0.000005,0.180902,-0.241765,-0.002992,1.245037,0.000027,-0.000015,-0.373513,notromantic
0.015238,2.140631,-6.612567,-0.504419,0.476523,3.395626,0.003713,0.879017,4.237237,2534,0.226519,0.000005,0.180902,-0.241765,-0.002992,1.245037,0.000027,-0.000015,-0.373513,notromantic
0.015238,2.140631,-6.612567,-0.504419,0.476523,3.395626,0.003713,0.879017,4.237237,2534,0.226519,0.000005,0.180902,-0.241765,-0.002992,1.245037,0.000027,-0.000015,-0.373513,notromantic
0.00677,0.878714,-3.790113,-0.824674,-1.006918,0.547721,0.001176,0.441686,5.770031,2264,-0.285263,0.000001,0.157725,-0.148084,-0.00024,0.847349,-0.000015,-0.000023,-0.127802,notromantic
0.00677,0.878714,-3.790113,-0.824674,-1.006918,0.547721,0.001176,0.441686,5.770031,2264,-0.285263,0.000001,0.157725,-0.148084,-0.00024,0.847349,-0.000015,-0.000023,-0.127802,notromantic
0.021296,0.378898,-8.495342,0.82169,-0.72615,1.766835,0.004945,1.017697,4.905178,285,0.49418,0.000005,-0.115742,-0.055339,-0.003239,1.76263,0.000048,-0.000006,-0.573899,notromantic
0.009112,2.704985,-1.299974,-0.6155,0.756651,1.689763,0.002675,0.833651,3.937307,2452,0.080935,0.000001,0.09685,0.214509,-0.001435,1.328128,-0.000023,0.000008,-0.379399,notromantic
0.010612,1.893402,-6.3068,0.027061,-3.977594,3.634232,0.001474,0.366376,4.22842,2767,0.137321,-0.000005,0.190901,0.036197,0.001014,1.17089,0.000038,0.000105,-0.248511,notromantic
0.010612,1.893402,-6.3068,0.027061,-3.977594,3.634232,0.001474,0.366376,4.22842,2767,0.137321,-0.000005,0.190901,0.036197,0.001014,1.17089,0.000038,0.000105,-0.248511,notromantic
0.006222,0.439969,-5.523474,0.103702,-4.006343,0.540262,0.001422,0.404387,3.024007,2538,0.591115,0.000003,0.183104,0.12317,-0.000206,1.016028,0.000027,0.000046,-0.285398,notromantic
0.022389,1.148146,-13.00226,-0.524789,0.55537,2.855407,0.004728,0.81219,5.948776,131,-0.192866,0,0.206281,-0.206712,0.003004,0.921509,-0.000012,0.000019,-1.094668,notromantic
0.009098,0.106621,-12.63045,0.282467,0.452946,-0.00619,0.001754,0.534334,3.953143,2206,0.129296,0.000002,0.038298,0.137109,0.001141,1.03038,0.000006,-0.000039,-0.012216,notromantic
0.009098,0.106621,-12.63045,0.282467,0.452946,-0.00619,0.001754,0.534334,3.953143,2206,0.129296,0.000002,0.038298,0.137109,0.001141,1.03038,0.000006,-0.000039,-0.012216,notromantic
0.009098,0.106621,-12.63045,0.282467,0.452946,-0.00619,0.001754,0.534334,3.953143,2206,0.129296,0.000002,0.038298,0.137109,0.001141,1.03038,0.000006,-0.000039,-0.012216,notromantic
0.006109,1.247921,-9.847573,-0.413555,-0.612923,1.252144,0.000696,0.599776,5.064465,538,0.677709,0.000002,0.840173,0.61458,-0.000099,1.165312,0.000005,-0.000014,-0.597252,notromantic
0.01761,1.776561,-13.05293,0.494056,-3.865897,0.169205,0.004996,1.14808,3.516171,1879,0.39269,0,0.560565,0.434537,0.000037,1.415177,0.000024,0.000004,-0.674147,notromantic
0.025111,2.112225,-7.128654,-0.336806,-8.906866,2.319381,0.006111,0.828336,3.920537,2161,0.797615,-0.000007,0.696627,0.028405,-0.001813,1.269296,0.000017,0.000027,-0.604354,notromantic
0.025111,2.112225,-7.128654,-0.336806,-8.906866,2.319381,0.006111,0.828336,3.920537,2161,0.797615,-0.000007,0.696627,0.028405,-0.001813,1.269296,0.000017,0.000027,-0.604354,notromantic
0.025111,2.112225,-7.128654,-0.336806,-8.906866,2.319381,0.006111,0.828336,3.920537,2161,0.797615,-0.000007,0.696627,0.028405,-0.001813,1.269296,0.000017,0.000027,-0.604354,notromantic
0.016902,1.560239,-6.875587,-0.38229,-1.417395,2.34378,0.003015,0.596454,5.283187,778,0.340176,-0.000003,0.226762,0.066407,-0.003734,1.134059,0.000048,-0.000035,-0.237195,notromantic
0.020666,1.952834,-8.895002,-0.655415,2.181937,2.716665,0.005698,0.996625,3.990988,2668,0.66252,0,-0.031357,0.28584,-0.001207,1.406687,-0.000047,-0.000056,-0.539351,notromantic
0.02505,1.122027,-5.880528,0.089923,-1.873414,1.903348,0.003026,0.469089,5.223277,917,0.184425,-0.000007,-0.173258,0.136037,0.003633,0.786185,-0.000022,0.00011,-0.036179,notromantic
0.014558,4.799067,-3.116331,-1.883188,-7.245718,5.055671,0.002725,0.593725,7.071235,298,-0.774106,0.000006,0.218097,-0.372053,0.001631,0.998924,0,0.000001,0.065552,notromantic
0.010288,0.738924,-8.927279,-0.080085,-3.882107,0.830024,0.002659,0.648827,4.443402,1274,-0.08364,0,-0.005279,0.045851,-0.002726,1.064317,0.000029,-0.000152,-0.436096,notromantic
0.010288,0.738924,-8.927279,-0.080085,-3.882107,0.830024,0.002659,0.648827,4.443402,1274,-0.08364,0,-0.005279,0.045851,-0.002726,1.064317,0.000029,-0.000152,-0.436096,notromantic
0.016737,-0.539378,-11.46274,0.652995,3.197287,-0.148384,0.00299,0.439898,3.65026,2454,0.048709,0.000004,0.040958,0.049832,-0.003435,1.308262,0.000053,-0.000007,-0.145031,notromantic
0.016737,-0.539378,-11.46274,0.652995,3.197287,-0.148384,0.00299,0.439898,3.65026,2454,0.048709,0.000004,0.040958,0.049832,-0.003435,1.308262,0.000053,-0.000007,-0.145031,notromantic
0.007591,1.572494,-3.141742,-0.66243,-1.181921,2.402102,0.000892,0.322067,4.55172,2694,-0.09042,0,-0.097328,-0.014971,-0.003628,0.743044,-0.000032,-0.000096,-0.049282,notromantic
0.006802,1.634855,-6.033885,-1.291068,-2.105866,3.506103,0.001601,0.657979,4.339798,2792,0.151719,0,-0.038887,0.084113,-0.002912,1.397316,-0.000131,0.000092,-0.157941,notromantic
0.002879,0.87334,-6.14079,-0.34369,-8.499982,1.124911,0.000609,1.278246,3.913319,264,-0.091095,0.000004,-0.029998,0.227272,-0.001202,1.996418,0.000076,0.000111,-0.03393,notromantic
0.002879,0.87334,-6.14079,-0.34369,-8.499982,1.124911,0.000609,1.278246,3.913319,264,-0.091095,0.000004,-0.029998,0.227272,-0.001202,1.996418,0.000076,0.000111,-0.03393,notromantic
0.010752,1.210802,-5.295039,-0.642197,-5.804361,4.809927,0.002792,0.845192,5.557989,1432,0.28076,0.000004,0.277335,0.125466,0.002683,1.093898,-0.000043,-0.000149,-0.576585,notromantic
0.010752,1.210802,-5.295039,-0.642197,-5.804361,4.809927,0.002792,0.845192,5.557989,1432,0.28076,0.000004,0.277335,0.125466,0.002683,1.093898,-0.000043,-0.000149,-0.576585,notromantic
0.028583,1.17087,-13.51329,-0.210072,0.038598,1.049257,0.007338,0.668173,4.680591,2793,0.395135,-0.000003,0.257282,0.203191,0.001696,1.113626,0.000035,-0.000009,-0.173972,notromantic
0.005157,2.49957,-3.516091,0.351679,-5.306828,1.274539,0.000821,0.627248,4.149956,1465,0.021369,0.000003,-0.044026,0.048875,-0.00098,1.148674,-0.000051,-0.000108,-0.557453,notromantic
0.014424,-1.116189,-12.74406,0.411337,0.137947,-0.179175,0.0031,0.529573,3.3038,1732,0.009331,-0.000003,0.087293,-0.114931,-0.001863,1.096486,-0.000071,0.000015,0.044024,notromantic
0.032127,0.718459,-12.74564,-0.238891,0.41404,1.456348,0.007273,1.016637,5.493062,2429,0.285069,-0.000001,-0.004681,0.260104,0.002407,1.460756,0.000068,0.000042,-0.069264,notromantic
