@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_stddev numeric
@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[8]_amean numeric
@attribute pcm_zcr_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute mfcc_sma_de[3]_linregerrQ numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[4]_minPos numeric
@attribute mfcc_sma_de[4]_skewness numeric
@attribute mfcc_sma_de[5]_linregc1 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_skewness numeric
@attribute mfcc_sma_de[7]_amean numeric
@attribute mfcc_sma_de[10]_linregerrQ numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute voiceProb_sma_de_amean numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {romantic,notromantic}

@data
0.010754,1.310002,-5.064248,-0.181736,-6.306619,1.956573,0.00095,0.487138,4.708893,362,-0.041863,-0.000002,0.01841,-0.10346,-0.001714,1.219194,0.00005,0.00003,0.155669,romantic
0.005748,3.563004,2.300005,-1.077807,-0.358896,4.635666,0.000997,0.816675,8.874392,884,-0.244152,-0.000004,-0.032836,-0.178022,-0.001262,0.953773,0.00002,0.000079,-0.146681,romantic
0.020061,1.214912,-7.657692,0.071796,-3.897921,1.653601,0.002923,0.544142,4.643756,1675,0.140278,-0.000001,0.206558,0.050983,-0.000115,1.163102,0.000046,0.000042,-0.513834,romantic
0.005284,2.803615,-2.793717,-0.882488,1.561054,1.40399,0.000388,0.322418,2.950159,176,-0.03117,-0.000008,0.074256,-0.002965,0.001581,1.036289,-0.000099,0.000226,0.076114,romantic
0.01961,1.187257,-10.76722,-0.58939,-2.731645,1.795745,0.0042,0.557353,4.043533,247,-0.008806,-0.000005,0.072267,-0.006451,0.002847,1.127173,0.000011,-0.00008,-0.630072,romantic
0.002123,0.840393,-5.886041,0.013174,1.662644,1.585536,0.00048,0.436864,4.263331,744,0.301731,0.000003,0.145884,0.14035,-0.000417,0.949893,-0.00002,-0.000029,-0.141324,romantic
0.004969,3.081074,-5.855324,-0.309952,2.318777,1.671913,0.000903,0.414758,6.027566,206,0.117766,0.000008,-0.258946,-0.062891,-0.002219,1.082071,0.000047,-0.000125,0.735187,romantic
0.008454,1.842004,4.222715,-0.418074,-3.198218,4.052052,0.001015,0.508486,6.379509,781,-0.200687,-0.000002,0.032118,0.000361,0.001674,0.95129,0.000009,-0.000081,0.109786,romantic
0.009351,0.376933,-1.113691,0.164764,1.686287,0.525245,0.001748,0.420408,3.971259,1866,0.009941,0.000003,0.082435,0.103246,-0.001725,0.911867,-0.000005,0.000084,-0.588576,romantic
0.021188,4.21952,-6.731693,-1.279256,-1.385493,3.994674,0.002691,0.460654,4.862422,2071,0.050951,0.000004,-0.056144,0.034179,-0.002446,0.824298,0.000047,-0.000018,-0.157304,romantic
0.020389,1.314429,-5.59992,-0.735116,-1.833403,2.558436,0.001564,0.341599,4.260775,414,-0.034667,0.000005,0.013369,0.067443,0.001152,1.061041,-0.000219,0.000052,0.177637,romantic
0.017771,1.329619,-7.815214,-0.616461,2.352373,2.874205,0.002191,0.490263,4.638808,1227,-0.201465,-0.000015,-0.064206,0.166443,-0.00012,1.026184,-0.000024,-0.000032,0.439511,romantic
0.007378,2.198016,-0.876838,-0.928849,-4.282171,2.539841,0.000728,0.616735,5.619968,1755,0.006481,0.000013,-0.319519,0.444055,0.001802,0.953294,0.000019,-0.000031,0.538206,romantic
0.018517,0.637661,-9.055779,0.436155,-6.728711,1.128678,0.003533,0.481188,3.220846,2706,0.040101,-0.000006,0.138499,-0.008304,-0.005918,0.890677,0.000062,0.000004,-0.399042,romantic
0.008577,2.123266,-6.009667,-0.866719,-1.4835,3.920913,0.001981,0.747903,5.161023,760,0.316807,-0.000015,0.322639,0.216596,0.003715,1.531229,-0.000381,0.000204,-0.220739,romantic
0.00591,1.54042,-1.88339,-1.09697,-7.532224,2.014894,0.001114,0.420422,4.828744,506,-0.380183,0.000001,0.214312,-0.17956,-0.005372,1.044418,-0.000012,-0.00001,1.304515,romantic
0.016483,0.820137,0.073019,-1.484497,-2.482989,3.767995,0.001859,0.542224,6.573038,339,-0.106475,-0.000017,-0.153405,-0.063335,0.001282,0.923994,0.000027,0.000023,0.010081,romantic
0.008503,1.579202,-7.948396,-0.503685,-5.070864,4.15997,0.002193,0.714555,4.262224,129,0.061489,-0.000001,-0.177306,0.169229,0.002262,1.462958,0.000017,0.000068,0.348321,romantic
0.023385,0.753287,-5.357383,-0.348122,-0.059239,2.409916,0.004947,1.269488,3.890381,957,-0.039753,0.000002,-0.173706,-0.138328,0.004809,1.368705,0.00001,-0.000016,0.103135,romantic
0.006802,1.634855,-6.033885,-1.291068,-2.105866,3.506103,0.001601,0.657979,4.339798,2792,0.151719,0,-0.038887,0.084113,-0.002912,1.397316,-0.000131,0.000092,-0.157941,romantic
0.007524,5.387973,-2.358042,-0.630172,0.023042,4.754754,0.001891,0.568559,5.253399,2360,-0.053152,0.000004,0.139228,-0.076201,-0.000968,0.999824,0.000018,-0.000117,-1.073467,romantic
0.008623,2.155782,-2.667334,-1.071371,0.417154,2.809601,0.001948,0.779397,3.993543,2242,0.048028,0.000007,-0.039778,0.222575,-0.000539,1.197801,0.000018,0.000084,-0.00524,romantic
0.01371,1.214284,-4.007981,-0.337796,-1.946667,1.033857,0.002267,0.539674,4.111288,61,-0.038943,0.000004,0.111039,0.10146,-0.001729,1.087091,0.000064,0.000027,-0.154059,romantic
0.011853,2.901321,-4.803753,-0.335692,2.115233,2.545576,0.002146,0.444197,4.931852,160,-0.369114,0.000008,-0.178533,-0.061278,0.001753,0.78375,0.000014,0.000083,-0.625209,romantic
0.004425,2.330242,-6.407316,-0.952117,-4.517529,2.572749,0.000846,0.807329,4.673538,174,-0.282361,-0.000005,-0.013904,0.05886,-0.00466,1.274969,0.000032,-0.000023,0.01004,romantic
0.009286,1.51716,-2.516807,-0.678869,-1.670523,4.604461,0.001597,0.68733,10.00484,218,-0.342193,0.000001,0.138975,0.206349,0.004837,0.985043,-0.000169,-0.000106,-0.506988,romantic
0.002927,0.672526,-3.92658,-0.045768,-13.52489,2.29961,0.000458,0.598668,4.607526,515,-0.281546,0.000003,0.211168,-0.025891,0.000784,1.22279,-0.000006,-0.000018,-0.23986,romantic
0.015421,0.721982,-13.78796,-0.302024,-1.21744,0.361956,0.003835,0.47012,4.090907,1312,0.555995,-0.000005,0.198667,0.236648,0.003789,1.001302,-0.000133,0.000068,-0.639232,romantic
0.016782,3.118333,-7.510003,-0.389232,1.263856,4.666555,0.004231,1.407156,5.361009,61,0.097014,0.000002,0.355985,0.309102,0.000727,1.263314,0.000035,-0.00003,-0.632856,romantic
0.006436,1.357011,0.876204,-0.145064,-3.19415,2.983886,0.000959,0.442874,4.269252,36,0.202269,0.000008,-0.164084,0.020508,-0.004266,1.132435,0.000058,0.000022,0.070146,romantic
0.008933,2.546686,-4.287832,-1.018,0.285507,4.456139,0.001649,0.436397,4.175076,883,0.33763,0.000005,0.129167,-0.17021,0.005503,0.952257,-0.000007,0.000053,0.146342,romantic
0.013934,0.895144,-7.112654,-0.091635,-0.636112,3.269626,0.002495,0.481363,4.401071,1761,0.029438,-0.000001,-0.151099,-0.114917,0.001958,0.925551,0.000066,0.000019,-0.464882,romantic
0.006384,0.971333,-6.519751,-1.215059,0.318419,4.797298,0.001071,0.707501,4.137563,387,0.380838,-0.000003,0.527826,0.095908,-0.003017,1.347854,0.000026,0.000192,-0.372753,romantic
0.011152,1.365513,1.569525,0.665937,-4.249492,1.126928,0.001206,0.497711,4.879992,477,-0.152965,0.000017,0.142222,0.154244,0.000782,1.036744,-0.00006,0.000052,-0.293912,romantic
0.013461,0.711836,-8.640593,-0.667887,2.970787,1.655223,0.00227,0.595813,4.614123,803,0.078524,-0.000004,0.140313,-0.121518,-0.003466,1.175172,0.000057,0.000022,-0.023293,romantic
0.008373,1.678843,1.3561,-1.217101,-1.712014,5.406417,0.001208,0.662817,7.067937,725,-0.220909,-0.000002,-0.11122,-0.146581,-0.005497,1.085781,0.000013,0.000019,-0.29545,romantic
0.017973,1.558346,-3.732107,-0.2551,-7.805722,2.366635,0.002499,0.654509,4.567988,1074,0.122858,-0.000003,0.029982,0.442157,0.002789,1.368823,0.000046,-0.000013,0.207916,romantic
0.008813,1.661604,-5.144265,-0.098175,-1.251369,2.379387,0.001758,0.582102,4.739714,76,0.323961,-0.000001,0.031779,0.208292,-0.002689,1.056993,-0.000005,-0.000086,-0.639007,romantic
0.009877,0.787558,-6.344307,-0.914128,-1.916866,3.8237,0.002722,0.497046,4.636247,783,0.052996,0,0.518681,-0.324329,0.0053,0.966411,-0.000005,-0.000013,-1.225197,romantic
0.006782,2.223708,-5.408592,-0.680849,-5.563546,3.03905,0.00089,0.435883,6.283578,1375,-0.164377,-0.000001,-0.04253,0.060117,0.000807,0.850438,0.000043,0.000107,-0.224984,romantic
0.013425,1.541193,-8.36341,-0.731828,-2.294307,1.981076,0.002345,1.178195,8.045904,1708,0.238677,0.000001,0.227837,0.153602,0.002061,1.360668,-0.000004,-0.000124,0.047908,romantic
0.007426,1.198125,0.30736,-1.164517,-9.701524,3.863592,0.00115,1.411937,5.702218,411,0.019372,0.000009,-0.57798,0.012025,0.000502,1.011885,-0.000029,-0.000164,-0.340311,romantic
0.020317,2.480464,-4.509747,-0.659145,-2.204491,3.238724,0.003635,0.732328,4.432393,1769,-0.192164,0.000006,0.108808,0.019749,0.000993,1.066868,0.000035,0.000153,-0.272225,romantic
0.005949,3.597722,-0.654608,-0.905747,1.799936,3.196045,0.001119,0.610965,7.947203,1206,-0.833992,-0.000003,0.023446,-0.028423,-0.005107,0.977285,-0.000047,0.00014,-0.260153,romantic
0.011982,2.856768,-7.107594,-1.024794,0.149053,3.475509,0.002371,0.55451,4.729707,2781,-0.070014,0.000005,-0.087625,-0.090051,-0.003323,0.967547,0.000023,0.00005,-0.310979,romantic
0.013496,1.043764,-3.6476,-0.248574,-0.277883,3.294751,0.001719,0.421675,5.963113,2203,0.091579,0,-0.045048,-0.267393,-0.001898,0.847413,-0.000003,-0.000039,-0.082741,romantic
0.017282,1.820029,-10.83475,-0.272813,1.992697,1.945698,0.003551,0.76501,5.24239,1126,-0.10239,0.000003,-0.189881,-0.168122,-0.002621,0.917498,0.000027,0.000031,-0.445084,romantic
0.004883,2.031073,-6.913595,-0.731394,-1.641535,3.062437,0.000804,0.818039,4.408442,83,-0.061785,0.000006,0.030439,0.007535,-0.000939,1.189796,0.000007,0.00023,0.073672,romantic
0.011925,0.985934,-11.65934,-0.157052,-4.661837,-0.224693,0.002032,0.414306,4.877704,2620,0.376273,0.000003,0.28813,0.16687,-0.003514,1.213366,-0.000079,-0.000162,-0.136638,romantic
0.011718,0.669952,-4.338999,-0.563915,-6.11172,2.04912,0.000987,0.32184,4.399733,1183,-0.172628,-0.000006,-0.050388,-0.217475,-0.003818,0.937225,-0.00007,0.000004,0.210965,romantic
0.004696,1.934498,-3.341512,0.566452,-0.959218,2.941978,0.001296,1.334381,6.452569,1867,-0.385415,-0.000006,-0.019565,0.13456,0.005007,1.643759,0.000042,-0.000053,-0.344632,romantic
0.006642,0.703529,-1.137552,0.126204,-3.648304,2.684424,0.000978,0.655503,5.683614,2857,-0.052404,0.000002,0.018302,-0.109411,0.002724,1.28093,0.000043,0.000014,0.087729,romantic
0.026338,1.244701,-8.270472,-0.471586,0.076964,2.278961,0.005914,0.938988,5.420373,2528,0.19569,0.000003,0.061792,0.040611,0.001882,1.042449,0.000021,-0.000063,-0.118631,romantic
0.020478,2.068676,-5.177277,-1.22174,-1.801766,2.518776,0.002999,1.061103,5.78433,404,0.085723,-0.000014,-0.226885,0.160095,-0.004918,1.787689,-0.000215,-0.000086,0.134725,romantic
0.014497,1.930902,-7.044981,0.160624,-0.473856,1.848072,0.003068,0.651136,4.375886,958,-0.120719,0.000004,0.143267,-0.053527,0.002927,1.127067,0.000015,-0.000018,-0.378151,romantic
0.018344,2.062199,-7.639527,-0.461509,-0.931603,1.807819,0.004395,0.480969,3.891768,764,0.276908,-0.000001,-0.064621,-0.033371,-0.000096,0.873282,-0.000027,-0.000089,-0.549772,romantic
0.016074,0.472467,-7.492516,-0.255566,-5.320081,1.220066,0.002144,0.540108,5.135919,1669,-0.125178,-0.000001,0.599349,0.128755,-0.003911,1.03629,-0.000014,-0.000056,-0.303077,romantic
0.010602,2.364964,-5.224267,0.04366,-0.768867,3.496957,0.001452,0.576518,5.445451,1329,-0.039925,-0.000001,0.147771,-0.048728,0.002521,1.02438,-0.000008,-0.000128,0.182391,romantic
0.032923,0.303929,-14.99631,0.006723,3.299743,0.325058,0.00831,0.855604,4.603444,811,0.79445,0.000003,0.005703,-0.092007,-0.001849,1.797165,-0.000112,0.000167,-0.846404,romantic
0.008363,4.692857,-0.911158,-0.472501,-6.551688,7.391517,0.001592,0.453485,5.096441,375,-0.107758,-0.000003,-0.111408,-0.012104,-0.001134,1.030125,0.00001,0.000019,0.011963,romantic
0.004604,0.618277,-3.62764,-0.736821,2.277704,1.573112,0.000757,0.589117,5.031497,2132,0.147869,0.000003,0.10463,0.067501,0.006197,1.110776,-0.000075,-0.000044,0.17436,romantic
0.010085,0.667236,-7.294314,-0.780559,-4.168541,2.563989,0.00111,0.49772,5.276731,2182,-0.047904,-0.000001,0.065785,0.167737,0.001694,1.099015,0.00006,-0.000119,0.41474,romantic
0.009175,1.58178,-5.246894,-0.466039,0.166404,1.385732,0.002303,0.684613,4.700348,408,0.202708,-0.000007,0.088514,0.288462,-0.005623,1.503057,0.000004,0.00011,-0.060406,romantic
0.004939,1.26452,-5.941272,-0.37435,-0.813671,2.348805,0.00099,0.588461,4.778763,335,0.077519,-0.000001,-0.032501,0.180871,-0.00159,0.982998,0.000048,-0.000092,-0.057908,romantic
0.026362,1.889796,-1.19422,-0.757562,-0.519511,1.489416,0.0023,0.539868,4.206305,2782,-0.150977,0,0.201281,0.036872,0.00255,1.337441,0.000045,-0.000007,-0.138853,romantic
0.006904,2.10614,-6.717189,-0.753631,-2.093477,2.666217,0.001499,0.593936,5.001352,764,0.538428,-0.00001,0.758448,0.556837,0.000515,1.06699,-0.000035,-0.000067,-0.90503,romantic
0.013677,4.135918,-5.600585,-0.831161,-1.232254,3.22721,0.00223,0.572749,5.112679,1439,0.877095,0.000001,0.551203,0.424384,0.003861,1.034114,0.000002,-0.000052,0.116707,romantic
0.008741,3.813821,-13.71506,-0.56091,-2.907021,2.073421,0.002113,0.353411,3.863538,768,0.136295,-0.000001,-0.056328,-0.198492,0.000497,0.758931,-0.000034,-0.000002,-0.139327,romantic
0.014368,4.728629,-2.157654,-1.065854,0.86132,4.681357,0.00299,0.61062,5.125305,167,-0.295609,-0.000001,0.116609,0.174327,-0.003095,0.986137,0.000018,-0.000066,-0.563106,romantic
0.005357,1.010351,1.658426,-1.060659,0.350792,1.711273,0.000935,0.315806,5.35685,2746,0.273596,0.000002,0.098482,-0.198018,0.000467,0.732012,-0.000003,0.000108,-0.590049,romantic
0.008262,0.619178,-12.49966,0.247557,1.212185,0.862354,0.001399,0.471711,3.673026,1545,0.012588,-0.000001,-0.148827,-0.160114,0.002758,1.108995,0.000011,-0.000005,-0.133899,notromantic
0.013108,2.047073,-10.26006,-0.418701,1.102471,2.378163,0.003455,1.571722,3.853988,1050,-0.282369,-0.000007,-0.878275,-0.122584,0.000606,1.933787,0.00008,-0.000165,-0.516258,notromantic
0.014108,0.460966,-10.22506,-0.601349,-1.673092,1.117977,0.003635,0.800198,4.559478,1808,0.385649,-0.000008,0.101032,0.183957,-0.000311,1.361858,0.000004,0.000016,-0.305736,notromantic
0.008852,0.702834,-8.996593,-0.119477,-3.246008,0.728087,0.002072,0.448596,3.637269,1535,0.363041,0.000002,-0.028533,0.161832,-0.00006,0.919474,-0.000017,0.000064,-0.582145,notromantic
0.00585,2.922663,-5.553667,-1.928311,-9.711082,5.054691,0.001152,1.623778,6.323899,2090,-0.151113,-0.000003,-0.360973,-0.024215,0.002912,1.348345,0.000065,0.000044,-0.011502,notromantic
0.00577,0.868707,-5.543818,0.295641,-0.652639,1.453187,0.001368,1.318567,3.764737,149,0.143574,0.000002,0.022684,0.059906,0.001311,1.480296,0.000009,-0.000057,-0.260361,notromantic
0.024211,0.342316,-12.51526,-0.287168,3.088574,1.211109,0.004515,0.745804,3.98329,2392,0.325395,0.000005,0.051878,-0.019886,-0.002766,1.399642,0.000112,-0.000064,-0.399646,notromantic
0.024211,0.342316,-12.51526,-0.287168,3.088574,1.211109,0.004515,0.745804,3.98329,2392,0.325395,0.000005,0.051878,-0.019886,-0.002766,1.399642,0.000112,-0.000064,-0.399646,notromantic
0.007017,2.157045,-4.614113,-1.282889,-9.062325,3.658228,0.00142,0.727307,4.211444,1376,-0.132567,0.000001,0.033395,-0.073345,-0.000795,1.698132,0.00002,-0.000016,-0.21376,notromantic
0.007017,2.157045,-4.614113,-1.282889,-9.062325,3.658228,0.00142,0.727307,4.211444,1376,-0.132567,0.000001,0.033395,-0.073345,-0.000795,1.698132,0.00002,-0.000016,-0.21376,notromantic
0.012491,0.571143,-10.87136,0.101704,-1.164788,1.066362,0.002875,0.914259,3.843194,2615,-0.179873,-0.000007,0.190188,-0.100005,-0.001209,1.629465,-0.00003,-0.000123,-0.359641,notromantic
0.00688,1.114494,-13.19102,-1.022955,0.269177,1.2874,0.002068,0.891956,6.31499,1137,0.875309,0.000003,0.248221,0.593584,-0.001458,1.271277,0.00002,-0.000054,-0.786297,notromantic
0.00688,1.114494,-13.19102,-1.022955,0.269177,1.2874,0.002068,0.891956,6.31499,1137,0.875309,0.000003,0.248221,0.593584,-0.001458,1.271277,0.00002,-0.000054,-0.786297,notromantic
0.016257,2.219127,-6.885217,-0.620507,-1.014169,2.96569,0.003983,0.630885,4.499398,607,0.049578,0.000003,-0.005625,0.109097,0.00045,0.957345,-0.000049,0.000069,-0.238169,notromantic
0.025566,1.879772,-17.82505,0.31245,3.61461,1.076796,0.005971,1.118603,7.28653,2341,0.969153,-0.000004,0.408432,0.804992,0.000159,1.72948,0.000088,0.000116,-0.630024,notromantic
0.025566,1.879772,-17.82505,0.31245,3.61461,1.076796,0.005971,1.118603,7.28653,2341,0.969153,-0.000004,0.408432,0.804992,0.000159,1.72948,0.000088,0.000116,-0.630024,notromantic
0.021294,1.638238,-6.118427,-0.53382,2.375896,1.510059,0.003473,0.525291,4.547759,2454,-0.051382,0.000001,0.217058,0.094573,-0.000402,1.380708,0.000006,-0.000109,-0.110821,notromantic
0.013928,1.284713,-11.79848,-0.30485,-3.321582,1.778284,0.003291,0.652637,4.463439,407,-0.168666,0.000007,0.183967,-0.025499,0.000598,1.053524,0.000015,-0.00001,-0.397422,notromantic
0.016782,0.561358,-10.21679,-0.443032,3.969009,1.968805,0.00248,0.556908,3.917331,1310,0.150103,-0.000009,0.182893,0.014766,-0.000452,1.219437,0.000134,0.000007,-0.51274,notromantic
0.016782,0.561358,-10.21679,-0.443032,3.969009,1.968805,0.00248,0.556908,3.917331,1310,0.150103,-0.000009,0.182893,0.014766,-0.000452,1.219437,0.000134,0.000007,-0.51274,notromantic
0.016782,0.561358,-10.21679,-0.443032,3.969009,1.968805,0.00248,0.556908,3.917331,1310,0.150103,-0.000009,0.182893,0.014766,-0.000452,1.219437,0.000134,0.000007,-0.51274,notromantic
0.002293,0.27874,-4.582312,1.523801,-0.644039,0.770683,0.000255,0.477017,6.151545,2637,0.01731,-0.00001,0.013951,-0.021935,-0.004661,0.979217,0.000023,0.000101,0.077723,notromantic
0.005139,0.656734,-1.201681,0.043976,-5.572009,0.892903,0.001072,0.565142,7.797502,912,0.17492,-0.000008,0.650185,0.212758,0.003388,0.832007,-0.000005,0.000009,-0.348799,notromantic
0.006061,3.345009,4.978157,0.227192,-7.577711,6.464478,0.000944,0.442153,7.123353,2580,0.185014,-0.000007,-0.521871,0.256553,0.001422,0.876642,0.000009,0.000014,0.091651,notromantic
0.0204,0.558559,-11.85139,-0.10979,-0.696468,0.708013,0.004887,0.690682,3.84651,813,-0.067685,-0.000005,-0.025376,0.351779,0.000592,0.933809,-0.000069,0.000004,-0.234134,notromantic
0.005652,2.545834,5.698926,-0.267816,-3.798614,7.465896,0.000566,0.626697,4.157561,1447,0.139696,-0.000021,0.114972,-0.174642,-0.001058,1.199259,-0.000036,-0.000033,0.239818,notromantic
0.005652,2.545834,5.698926,-0.267816,-3.798614,7.465896,0.000566,0.626697,4.157561,1447,0.139696,-0.000021,0.114972,-0.174642,-0.001058,1.199259,-0.000036,-0.000033,0.239818,notromantic
0.016854,2.060924,-8.296092,-0.665231,-2.515323,2.595565,0.003252,0.711223,4.445003,2591,0.384165,0.000001,0.306984,-0.134316,0.002838,1.121935,0.000063,0.000025,-0.452241,notromantic
0.008292,0.781292,-14.27678,0.044771,0.240267,1.421206,0.002017,1.471621,5.535783,910,0.675993,0.000004,0.172813,0.373552,-0.005541,1.420727,-0.000061,-0.000014,-0.454962,notromantic
0.007935,2.195387,0.822942,-0.488514,5.912946,4.380388,0.001525,0.357011,4.00666,2390,0.153662,-0.000004,0.229888,0.034938,0.002307,0.885076,-0.000019,-0.000093,-0.647844,notromantic
0.007935,2.195387,0.822942,-0.488514,5.912946,4.380388,0.001525,0.357011,4.00666,2390,0.153662,-0.000004,0.229888,0.034938,0.002307,0.885076,-0.000019,-0.000093,-0.647844,notromantic
0.007935,2.195387,0.822942,-0.488514,5.912946,4.380388,0.001525,0.357011,4.00666,2390,0.153662,-0.000004,0.229888,0.034938,0.002307,0.885076,-0.000019,-0.000093,-0.647844,notromantic
0.007178,1.958779,-9.452558,-0.35082,-1.219792,2.413964,0.001425,1.024571,3.995563,2643,0.15187,-0.000003,0.352462,0.321713,-0.000231,1.43007,-0.000224,-0.000035,-0.285864,notromantic
0.009549,3.058536,8.188938,-0.900219,4.282959,4.823334,0.001538,0.522717,5.225481,1953,0.367245,-0.000007,0.507013,0.043065,-0.001742,1.062726,-0.000145,-0.000112,0.066651,notromantic
0.009549,3.058536,8.188938,-0.900219,4.282959,4.823334,0.001538,0.522717,5.225481,1953,0.367245,-0.000007,0.507013,0.043065,-0.001742,1.062726,-0.000145,-0.000112,0.066651,notromantic
0.011111,1.116991,-6.178779,-0.398953,0.373228,1.191969,0.001696,1.075379,4.743177,394,0.413776,-0.000002,0.407904,0.645795,-0.000017,1.225961,0.000014,0.00006,-0.151662,notromantic
0.011111,1.116991,-6.178779,-0.398953,0.373228,1.191969,0.001696,1.075379,4.743177,394,0.413776,-0.000002,0.407904,0.645795,-0.000017,1.225961,0.000014,0.00006,-0.151662,notromantic
0.011111,1.116991,-6.178779,-0.398953,0.373228,1.191969,0.001696,1.075379,4.743177,394,0.413776,-0.000002,0.407904,0.645795,-0.000017,1.225961,0.000014,0.00006,-0.151662,notromantic
0.006642,0.703529,-1.137552,0.126204,-3.648304,2.684424,0.000978,0.655503,5.683614,2857,-0.052404,0.000002,0.018302,-0.109411,0.002724,1.28093,0.000043,0.000014,0.087729,notromantic
0.006642,0.703529,-1.137552,0.126204,-3.648304,2.684424,0.000978,0.655503,5.683614,2857,-0.052404,0.000002,0.018302,-0.109411,0.002724,1.28093,0.000043,0.000014,0.087729,notromantic
0.004593,0.447295,-1.664308,-0.331355,2.304714,0.328312,0.000741,0.339254,6.476054,826,-0.12411,0.000002,0.265408,-0.009019,-0.001314,0.968032,0.000016,0,-0.117519,notromantic
0.023197,0.064623,-12.45366,0.769805,0.620831,1.772818,0.003553,0.631504,4.698067,2306,-0.41514,-0.000006,-0.062492,0.02977,0.002398,1.123861,-0.000039,-0.000052,-0.071754,notromantic
0.023197,0.064623,-12.45366,0.769805,0.620831,1.772818,0.003553,0.631504,4.698067,2306,-0.41514,-0.000006,-0.062492,0.02977,0.002398,1.123861,-0.000039,-0.000052,-0.071754,notromantic
0.009128,2.312962,3.213025,-1.388826,-4.000564,4.119159,0.001383,0.483949,8.905658,982,-0.089416,0,-0.318739,-0.136875,-0.001529,0.875633,-0.000077,0.000133,1.05412,notromantic
0.020699,1.106166,-12.37229,-0.16441,-1.325194,1.933339,0.005697,2.227354,3.876463,723,0.153298,0.000004,0.348746,-0.000745,-0.001202,2.442891,-0.00017,0.000044,-0.145168,notromantic
0.00624,1.834975,2.07794,-1.305296,-2.340664,5.844844,0.000518,0.445022,6.099805,2464,-0.53152,-0.000006,0.339192,-0.36441,-0.000837,0.843251,0.00002,-0.000067,0.87773,notromantic
0.00624,1.834975,2.07794,-1.305296,-2.340664,5.844844,0.000518,0.445022,6.099805,2464,-0.53152,-0.000006,0.339192,-0.36441,-0.000837,0.843251,0.00002,-0.000067,0.87773,notromantic
0.021182,0.927001,-17.32125,-0.037256,-1.442979,0.834312,0.00684,0.902788,3.818356,2116,-0.151355,-0.000004,-0.05905,0.098847,0.001471,1.670815,-0.000054,0.000052,-0.533886,notromantic
0.021182,0.927001,-17.32125,-0.037256,-1.442979,0.834312,0.00684,0.902788,3.818356,2116,-0.151355,-0.000004,-0.05905,0.098847,0.001471,1.670815,-0.000054,0.000052,-0.533886,notromantic
0.017264,2.056325,-0.342452,-0.019104,-1.188746,0.510519,0.003077,0.630833,3.816203,802,0.583854,-0.000011,0.607851,0.591359,-0.003754,1.166017,0.000021,-0.000078,-0.092394,notromantic
0.017264,2.056325,-0.342452,-0.019104,-1.188746,0.510519,0.003077,0.630833,3.816203,802,0.583854,-0.000011,0.607851,0.591359,-0.003754,1.166017,0.000021,-0.000078,-0.092394,notromantic
0.007128,1.913867,0.053723,0.101414,-1.135823,1.535278,0.001521,0.359225,3.439008,1651,0.066531,-0.000004,0.174416,-0.196303,-0.003324,0.935846,0.000021,0.000027,-0.47691,notromantic
0.026141,0.233924,-15.67562,-0.653335,-4.764827,1.726023,0.005733,0.953727,4.750419,1003,0.064642,0.000008,0.082018,-0.117774,0.003647,1.379348,0.000018,-0.000073,-0.353059,notromantic
0.021117,1.663378,-14.55085,0.420203,6.277846,1.70185,0.005705,0.891919,5.296316,1178,-0.089914,0.000004,-0.574453,0.291817,0.004001,1.294636,0.000016,-0.000021,-0.613793,notromantic
0.026338,1.244701,-8.270472,-0.471586,0.076964,2.278961,0.005914,0.938988,5.420373,2528,0.19569,0.000003,0.061792,0.040611,0.001882,1.042449,0.000021,-0.000063,-0.118631,notromantic
0.026338,1.244701,-8.270472,-0.471586,0.076964,2.278961,0.005914,0.938988,5.420373,2528,0.19569,0.000003,0.061792,0.040611,0.001882,1.042449,0.000021,-0.000063,-0.118631,notromantic
0.026338,1.244701,-8.270472,-0.471586,0.076964,2.278961,0.005914,0.938988,5.420373,2528,0.19569,0.000003,0.061792,0.040611,0.001882,1.042449,0.000021,-0.000063,-0.118631,notromantic
0.026338,1.244701,-8.270472,-0.471586,0.076964,2.278961,0.005914,0.938988,5.420373,2528,0.19569,0.000003,0.061792,0.040611,0.001882,1.042449,0.000021,-0.000063,-0.118631,notromantic
0.026338,1.244701,-8.270472,-0.471586,0.076964,2.278961,0.005914,0.938988,5.420373,2528,0.19569,0.000003,0.061792,0.040611,0.001882,1.042449,0.000021,-0.000063,-0.118631,notromantic
