@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_19 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C# numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute output {romantic,notromantic}

@data

0.058153,1.279141,1.483902,2.512068,0.444003,0.162501,0.032034,0.000438,0.446367,0.224015,0.197659,0.072345,0.425775,0.23525,0.374747,0.101793,0.103557,0.086585,0.086882,0.034743,0.176068,46.031141,56.515746,romantic
0.038378,1.715334,1.462279,2.301661,0.5751,0.119731,0.019424,0.000025,0.410516,0.179493,0.158785,0.088564,0.581042,0.369473,0.416701,0.103711,0.204701,0.163275,0.19691,0.285514,0.397095,7.009893,9.830687,romantic
0.017568,1.647642,1.463788,2.108734,0.492499,0.094934,0.008677,0.000171,0.363643,0.19958,0.181118,0.073299,0.286576,0.243916,0.298038,0.131978,0.092633,0.134674,0.110793,0.078835,0.193665,18.976868,17.871346,romantic
0.035224,1.055519,1.488532,2.379987,0.498725,0.137357,0.014025,0.000177,0.32742,0.177587,0.157985,0.081811,0.476985,0.464888,0.327564,0.155588,0.13676,0.159936,0.115185,0.150933,0.251439,14.98091,23.112715,romantic
0.024698,2.895658,1.433961,2.325577,0.375896,0.098214,0.009962,0.000055,0.421767,0.213483,0.182435,0.122226,0.444824,0.295126,0.322562,0.111883,0.09579,0.116403,0.101861,0.143795,0.347785,8.862612,13.219624,romantic
0.064129,0.906468,1.54813,2.962333,0.283395,0.161537,0.03151,0.000098,0.388602,0.20433,0.190161,0.080988,0.665243,0.463791,0.529055,0.129106,0.127511,0.119352,0.140312,0.103524,0.290635,17.648352,24.336898,romantic
0.0303,2.106002,1.595184,2.169801,0.526091,0.105857,0.021803,0.000734,0.436944,0.207755,0.198601,0.077639,0.335133,0.292906,0.308768,0.140983,0.125627,0.134627,0.167328,0.086015,0.214036,63.424674,43.687204,romantic
0.063934,1.062759,1.488523,2.323797,0.317626,0.154542,0.049267,0.000232,0.435707,0.210835,0.216388,0.078169,0.612934,0.514216,0.344019,0.135582,0.161067,0.147583,0.129325,0.0378,0.471026,25.987361,25.927526,romantic
0.036757,2.070091,1.504942,2.459299,0.289766,0.112816,0.034186,0.000535,0.476067,0.222795,0.207243,0.085116,0.681014,0.488001,0.346198,0.148399,0.162221,0.192468,0.130487,0.140202,0.250485,28.81633,37.387949,romantic
0.043882,0.244081,1.503962,2.259269,0.416284,0.148825,0.026403,0.000099,0.425276,0.222609,0.17595,0.079438,0.447863,0.25458,0.393212,0.120488,0.108581,0.121386,0.132974,0.075866,0.301906,32.567794,37.136957,romantic
0.019542,1.397291,1.448596,2.39446,0.401722,0.091324,0.008834,0.00034,0.437069,0.208007,0.196833,0.076096,0.582441,0.387986,0.372342,0.125279,0.154077,0.1577,0.160562,0.179388,0.261751,29.790526,25.820597,romantic
0.05752,0.839013,1.555388,2.398193,0.331251,0.166945,0.027235,0.000274,0.441598,0.223172,0.207992,0.087633,0.441741,0.338681,0.368288,0.175943,0.137725,0.130434,0.105587,0.049354,0.183537,33.470673,56.853467,romantic
0.032032,1.419375,1.586895,2.406107,0.344087,0.114055,0.019338,0.000291,0.412806,0.227049,0.22135,0.083115,0.733576,0.326572,0.360812,0.129783,0.140749,0.103847,0.122032,0.089689,0.270541,18.34014,28.158142,romantic
0.041192,1.656921,1.397919,2.212142,0.435253,0.124793,0.01772,0.000125,0.392183,0.207089,0.184259,0.083091,0.666286,0.395473,0.341752,0.103329,0.101602,0.099744,0.115739,0.081953,0.154741,13.780431,23.738395,romantic
0.029791,1.261479,1.450225,2.217462,0.398986,0.143806,0.015427,0.000098,0.423035,0.21185,0.173372,0.07711,0.605984,0.388153,0.322665,0.103971,0.11634,0.097788,0.105606,0.143582,0.182519,30.976495,39.151844,romantic
0.051257,0.797345,1.542719,2.154981,0.359143,0.135996,0.045304,0.000102,0.380685,0.188189,0.187415,0.075513,0.333053,0.352619,0.342482,0.122703,0.09468,0.094055,0.106565,0.04681,0.252554,21.579234,29.800272,romantic
0.02742,0.9897,1.613274,2.150988,0.437096,0.120445,0.012426,0.000218,0.388646,0.212858,0.193849,0.075453,0.347523,0.348362,0.412506,0.134313,0.160212,0.132837,0.16637,0.074683,0.219471,19.343181,19.833714,romantic
0.041792,1.499073,1.472058,2.452548,0.455421,0.136654,0.015949,0.000084,0.42846,0.215999,0.187092,0.084294,0.748934,0.538249,0.419913,0.127673,0.141207,0.15113,0.152511,0.118825,0.29315,14.737357,11.702394,romantic
0.044463,1.032884,1.413488,2.12565,0.315858,0.151062,0.027202,0.000059,0.380359,0.197825,0.18137,0.083598,0.473918,0.44955,0.275471,0.101811,0.098151,0.089758,0.091225,0.098279,0.165333,19.797432,28.548925,romantic
0.045771,1.145756,1.575605,2.399314,0.268084,0.137287,0.016795,0.000098,0.376075,0.190961,0.157333,0.099192,0.465288,0.430708,0.373978,0.161079,0.120371,0.11932,0.1308,0.08684,0.248939,17.300256,22.128819,romantic
0.040837,1.367399,1.471557,2.118009,0.407462,0.159542,0.020744,0.000219,0.422292,0.221387,0.186462,0.068713,0.233575,0.360678,0.281281,0.113483,0.092731,0.102304,0.087854,0.058814,0.151812,24.964706,37.278996,romantic
0.023491,2.106001,1.431042,2.074621,0.453845,0.120247,0.006605,0.000014,0.395998,0.193696,0.171692,0.072166,0.280861,0.236985,0.270752,0.10137,0.129598,0.135516,0.113985,0.044577,0.217489,14.749851,14.809781,romantic
0.032428,2.169071,1.500719,2.177892,0.3684,0.101469,0.018389,0.000013,0.365537,0.189529,0.190176,0.084571,0.472559,0.725075,0.317235,0.140856,0.112847,0.119104,0.12772,0.118929,0.134099,9.877668,8.129484,romantic
0.047291,1.227294,1.489116,2.306214,0.398343,0.142607,0.019338,0.000045,0.436287,0.229059,0.184223,0.079981,0.612362,0.644541,0.396731,0.131421,0.194532,0.160477,0.172835,0.067018,0.359005,20.46623,14.525078,romantic
0.030104,0.957557,1.452834,1.991336,0.500389,0.104341,0.030141,0.000049,0.391071,0.197264,0.187329,0.069986,0.494306,0.362274,0.312002,0.119664,0.117343,0.143106,0.130757,0.13583,0.412263,6.553402,10.144966,romantic
0.05006,1.335709,1.494133,2.143785,0.343373,0.145386,0.024019,0.000233,0.433971,0.216386,0.19813,0.076909,0.416484,0.307297,0.330295,0.099926,0.143134,0.132034,0.111125,0.049556,0.196714,24.566277,33.108334,romantic
0.019814,0.170511,1.524729,2.235036,0.382897,0.144506,0.009988,0.000105,0.413119,0.20419,0.194488,0.070025,0.339145,0.260888,0.326833,0.107925,0.112,0.097398,0.101711,0.066014,0.070634,9.972372,11.567866,romantic
0.059699,1.441937,1.498315,2.101315,0.456165,0.149882,0.040135,0.000276,0.465624,0.218608,0.20562,0.079928,0.282409,0.211078,0.285531,0.1078,0.112663,0.109702,0.085545,0.046105,0.132316,68.305839,58.019285,romantic
0.016321,0.387262,1.454478,2.107706,0.427945,0.096955,0.010775,0.000253,0.342839,0.201924,0.187079,0.070666,0.525853,0.265205,0.286404,0.105274,0.108412,0.108008,0.135556,0.056935,0.153242,20.392429,25.094976,romantic
0.035739,1.45551,1.577329,2.380324,0.498727,0.129749,0.014434,0.000027,0.386159,0.195823,0.187836,0.063199,0.459145,0.567725,0.400604,0.153813,0.137984,0.11867,0.133399,0.089724,0.210503,13.339685,7.010522,romantic
0.034419,1.069825,1.48509,2.395503,0.524018,0.125823,0.010479,0.000112,0.427131,0.213617,0.175988,0.08101,0.476989,0.465429,0.348412,0.175423,0.163039,0.173525,0.11098,0.184602,0.203293,16.303203,18.139911,romantic
0.033774,1.007181,1.430396,2.064998,0.305856,0.14865,0.010804,0.000438,0.415344,0.210259,0.183932,0.080823,0.327503,0.315968,0.28573,0.125336,0.119591,0.109042,0.086984,0.055056,0.166439,46.836457,48.861821,romantic
0.034725,1.53743,1.589183,2.40211,0.451354,0.120806,0.03041,0.000103,0.387191,0.203611,0.205746,0.073461,0.535719,0.329745,0.455575,0.145738,0.121532,0.143106,0.110207,0.061536,0.315552,8.63781,12.984176,romantic
0.054382,1.353992,1.534453,2.120693,0.194609,0.149918,0.016555,0.000115,0.41032,0.205062,0.189497,0.116223,0.646544,0.359727,0.317626,0.108669,0.096959,0.087923,0.093282,0.046351,0.151795,17.410313,20.386504,romantic
0.07105,2.030797,1.438168,2.360186,0.348726,0.166613,0.030846,0.000094,0.438033,0.213541,0.189575,0.080693,0.589814,0.433279,0.418961,0.110213,0.141304,0.128678,0.138044,0.059986,0.282777,9.38986,13.611487,romantic
0.040573,1.660215,1.525572,2.688933,0.52053,0.136556,0.015487,0.000036,0.466909,0.233059,0.18144,0.075416,0.596095,0.52335,0.477896,0.150517,0.147242,0.137782,0.107442,0.097367,0.56319,7.753673,11.201022,romantic
0.105311,0.365899,1.483424,2.142893,0.4685,0.241776,0.028233,0.000319,0.424928,0.210376,0.15759,0.07177,0.347026,0.650062,0.291745,0.09481,0.088582,0.099619,0.097818,0.060374,0.122303,47.677864,37.771534,romantic
0.038753,0.703466,1.497361,2.238504,0.476891,0.131668,0.030439,0.000189,0.424646,0.215957,0.192498,0.075754,0.270793,0.250484,0.31467,0.105888,0.090703,0.107225,0.107895,0.048677,0.215574,36.432735,20.235287,romantic
0.029855,2.232116,1.530684,2.33954,0.42207,0.10606,0.015374,0.000069,0.380343,0.197778,0.190397,0.075633,0.544208,0.421438,0.319282,0.106417,0.097973,0.106283,0.113189,0.098479,0.26188,16.836611,11.325339,romantic
0.039363,1.816891,1.50586,2.303466,0.389007,0.129795,0.017862,0.000244,0.420118,0.20571,0.171476,0.071341,0.433303,0.337963,0.338029,0.132523,0.10887,0.111179,0.148475,0.114078,0.359093,21.628166,30.251454,romantic
0.056426,0.445694,1.445957,2.469502,0.433889,0.179781,0.018146,0.000086,0.482055,0.247834,0.196713,0.076602,0.416154,0.564127,0.419292,0.107201,0.147108,0.127309,0.14416,0.186417,0.198436,29.872686,38.963917,romantic
0.055152,1.523152,1.496912,2.560243,0.395265,0.154098,0.039203,0.000235,0.41242,0.232104,0.21704,0.077328,0.395845,0.313542,0.429905,0.110148,0.126086,0.117037,0.11125,0.060035,0.285068,46.644131,44.915265,romantic
0.058448,1.166856,1.478473,2.289088,0.301321,0.171105,0.027614,0.00012,0.430413,0.218305,0.180401,0.084751,0.3981,0.208979,0.357094,0.126876,0.109514,0.118551,0.107828,0.036837,0.257874,15.373109,20.242018,romantic
0.018855,1.955215,1.508161,2.509508,0.468007,0.089144,0.008687,0.000202,0.355516,0.178479,0.193656,0.067029,0.254267,0.24486,0.471431,0.098569,0.106889,0.204228,0.102418,0.046585,0.22703,19.56105,28.149583,romantic
0.038674,2.673517,1.48835,2.330665,0.411538,0.13506,0.027593,0.000073,0.375109,0.192991,0.185515,0.076368,0.369966,0.507121,0.406348,0.121994,0.098125,0.102362,0.114644,0.068957,0.299941,16.242437,17.560825,romantic
0.033036,1.424415,1.475934,2.275205,0.388074,0.137356,0.012318,0.000614,0.45133,0.22845,0.209149,0.082404,0.229811,0.356192,0.459654,0.103333,0.107712,0.112239,0.120618,0.066488,0.172663,42.226188,33.034509,romantic
0.021528,1.450505,1.623558,2.262049,0.433809,0.098775,0.009592,0.000221,0.453637,0.233925,0.196335,0.076174,0.401821,0.306664,0.3341,0.140302,0.138263,0.108204,0.128974,0.046836,0.194799,21.32233,29.827972,romantic
0.048748,2.011631,1.429531,2.315092,0.386697,0.126279,0.035977,0.000013,0.455929,0.226134,0.198634,0.081126,0.36447,0.318784,0.328782,0.117177,0.126153,0.119266,0.098673,0.049085,0.282202,7.350974,10.835624,romantic
0.042202,1.052905,1.620036,2.858514,0.364275,0.132134,0.020492,0.000133,0.381898,0.197528,0.162525,0.074818,0.742827,0.524689,0.691924,0.129046,0.128585,0.162232,0.140541,0.119103,0.360076,24.886208,38.460796,romantic
0.06951,2.458724,1.49732,2.396445,0.039531,0.143412,0.031995,0.000004,0.409386,0.207815,0.178317,0.067397,0.762079,0.539651,0.389761,0.12112,0.137244,0.097226,0.100134,0.105691,0.288739,5.671851,9.131502,romantic
0.117208,1.540931,1.447149,2.285816,0.400326,0.202845,0.034064,0.000381,0.411557,0.213956,0.184324,0.074626,0.303873,0.212054,0.363268,0.13057,0.107115,0.094188,0.129471,0.040605,0.108515,52.066509,61.246229,romantic
0.03307,2.000561,1.496158,2.265657,0.461914,0.118917,0.030594,0.000595,0.463653,0.224783,0.201913,0.077048,0.364185,0.43518,0.360952,0.134095,0.118109,0.120235,0.107069,0.047073,0.251052,42.299462,59.160909,romantic
0.033718,1.612897,1.462031,2.207127,0.326324,0.127489,0.012622,0.000054,0.402215,0.202924,0.181594,0.107433,0.355481,0.327588,0.333257,0.098717,0.113067,0.096131,0.109141,0.077783,0.314549,12.763115,13.906688,romantic
0.025807,1.403387,1.498246,2.18633,0.412416,0.125316,0.016582,0.000153,0.394775,0.199831,0.191194,0.078688,0.302662,0.257754,0.358787,0.141073,0.14628,0.112216,0.115021,0.063308,0.184295,26.76785,21.434946,romantic
0.050648,1.101901,1.471976,2.429915,0.373479,0.160038,0.023687,0.000217,0.432181,0.218095,0.190297,0.074992,0.27318,0.363952,0.392066,0.105944,0.13217,0.110456,0.107954,0.070706,0.1758,42.502257,42.991757,romantic
0.039903,1.959172,1.518791,2.151221,0.472536,0.124353,0.032795,0.0002,0.44327,0.23421,0.206085,0.074874,0.301845,0.291633,0.297259,0.115164,0.113137,0.135244,0.113938,0.081601,0.241744,25.383476,47.716827,romantic
0.04362,1.498313,1.434393,2.197654,0.417398,0.141525,0.012385,0.000109,0.400042,0.213616,0.182013,0.093235,0.499965,0.395308,0.29775,0.131244,0.112115,0.148307,0.100274,0.143706,0.34478,0,16.830041,romantic
0.05607,0.95961,1.491582,2.209439,0.362945,0.176396,0.024074,0.000189,0.400171,0.20671,0.192732,0.081747,0.472601,0.436879,0.308259,0.109043,0.100219,0.118024,0.112399,0.08639,0.27108,32.817394,50.115196,romantic
0.018599,1.632908,1.535835,2.399293,0.52424,0.08068,0.009439,0.000239,0.434178,0.219629,0.192687,0.073332,0.492321,0.337642,0.364944,0.111113,0.144991,0.13513,0.135946,0.139512,0.252511,15.83176,10.954337,romantic
0.04146,0.580554,1.523395,2.349774,0.42928,0.131715,0.02278,0.000286,0.417433,0.21285,0.187016,0.075241,0.378387,0.550804,0.425835,0.123829,0.109198,0.107566,0.099839,0.077018,0.146885,42.144434,17.745547,romantic
0.030633,1.391628,1.480507,2.105421,0.367159,0.115316,0.018083,0.000106,0.449298,0.225537,0.191936,0.080289,0.233432,0.300479,0.278263,0.131149,0.108891,0.122,0.129515,0.051584,0.209711,37.526385,46.006132,romantic
0.058088,1.35495,1.459409,2.179483,0.435316,0.163434,0.030023,0.000328,0.409678,0.209782,0.18692,0.075148,0.47942,0.200676,0.359822,0.110015,0.088217,0.097983,0.119717,0.049204,0.173509,33.844094,49.511297,romantic
0.049619,1.890166,1.403651,2.301042,0.246452,0.131054,0.022298,0.00003,0.41445,0.203532,0.186259,0.081195,0.426873,0.465915,0.3286,0.111942,0.140778,0.121584,0.124173,0.117966,0.239772,11.659714,22.125254,romantic
0.045663,2.151969,1.447865,2.342107,0.433443,0.128086,0.035042,0.000395,0.39221,0.207669,0.22012,0.080138,0.427133,0.278394,0.333776,0.102728,0.1137,0.09008,0.121171,0.069499,0.24135,40.132379,18.424788,romantic
0.037489,1.748962,1.506461,2.499096,0.438866,0.120289,0.013652,0.000178,0.430316,0.243056,0.163006,0.078984,0.559522,0.379306,0.395253,0.104792,0.147245,0.132277,0.104335,0.099597,0.208821,17.101554,29.180106,romantic
0.070448,1.516976,1.474996,2.160963,0.452395,0.151655,0.062915,0.000105,0.418379,0.215912,0.189813,0.075373,0.377677,0.358286,0.282592,0.106427,0.102947,0.115534,0.120532,0.089692,0.240517,18.577537,28.912843,romantic
0.018215,1.960924,1.650447,2.298475,0.469318,0.064083,0.010781,0.000026,0.409796,0.201533,0.201343,0.077737,0.506177,0.348649,0.379119,0.156599,0.149224,0.120697,0.159271,0.159838,0.476242,12.115936,5.319265,romantic
0.03208,1.562946,1.446639,2.387615,0.483948,0.109696,0.025258,0.000141,0.412716,0.2052,0.182749,0.072865,0.338889,0.290938,0.429196,0.11862,0.119366,0.105149,0.097053,0.045501,0.340926,19.362961,23.151795,romantic
0.045771,1.145756,1.575605,2.399314,0.268084,0.137287,0.016795,0.000098,0.376075,0.190961,0.157333,0.099192,0.465288,0.430708,0.373978,0.161079,0.120371,0.11932,0.1308,0.08684,0.248939,17.300256,22.128819,romantic
0.034341,1.558674,1.477683,2.169374,0.479459,0.125666,0.021627,0.00025,0.436979,0.21384,0.189325,0.072762,0.354813,0.237336,0.278795,0.100962,0.088691,0.100555,0.093555,0.042437,0.333192,40.859292,59.618811,romantic
0.02954,1.679898,1.495565,2.360763,0.485873,0.100589,0.025526,0.000031,0.495669,0.241082,0.201816,0.074249,0.37106,0.287921,0.329844,0.11151,0.102689,0.108539,0.100038,0.064279,0.276678,13.477499,6.103022,romantic
0.123631,1.664785,1.467052,2.293396,0.198302,0.230318,0.028045,0.000236,0.413125,0.212845,0.17722,0.084809,0.582831,0.336264,0.449779,0.100065,0.145869,0.112934,0.146973,0.088502,0.136214,24.981818,19.338286,romantic
0.062282,0.955735,1.533296,2.194234,0.30038,0.167093,0.015802,0.000043,0.36449,0.191063,0.180995,0.071158,0.329764,0.533901,0.335703,0.136322,0.14123,0.146679,0.134192,0.066756,0.232191,11.095733,20.781642,romantic
0.032092,0.796787,1.440273,2.405648,0.471085,0.104444,0.026678,0.000053,0.515869,0.265791,0.209594,0.086056,0.69164,0.289876,0.354103,0.128088,0.124191,0.109229,0.089386,0.130035,0.345714,30.384153,20.088676,romantic
0.058232,1.255157,1.493006,2.524354,0.332927,0.16396,0.024729,0.000031,0.446547,0.232644,0.184054,0.09893,0.445898,0.346606,0.436966,0.126915,0.103571,0.119686,0.109938,0.144253,0.267048,11.913704,15.586591,romantic
0.040689,1.019169,1.443554,2.191664,0.49595,0.146344,0.028103,0.000982,0.404305,0.211914,0.187104,0.072783,0.286695,0.200352,0.315655,0.093132,0.094371,0.112209,0.092217,0.044357,0.214005,65.915586,109.09593,romantic
0.052617,2.271752,1.545063,2.60075,0.251943,0.129117,0.03301,0.000136,0.413453,0.197252,0.168091,0.147684,0.670013,0.335118,0.391397,0.126745,0.15435,0.155399,0.13681,0.120319,0.565331,8.399312,15.645196,romantic
0.047565,1.133257,1.498418,2.257846,0.34888,0.156452,0.022079,0.0001,0.40084,0.210633,0.180762,0.076746,0.449928,0.328994,0.293428,0.104151,0.098195,0.1164,0.11444,0.050022,0.320715,54.137669,28.446375,romantic
0.030617,1.771482,1.500608,2.156535,0.373656,0.11621,0.0193,0.000398,0.382425,0.199159,0.175233,0.100301,0.256372,0.25452,0.359483,0.113058,0.101182,0.108598,0.104996,0.052811,0.126604,35.05892,53.944331,romantic
0.052779,0.975983,1.671279,2.395367,0.409519,0.134958,0.022938,0.000248,0.399253,0.219948,0.178707,0.072484,0.512709,0.347656,0.425383,0.173785,0.131865,0.161009,0.115314,0.051085,0.254235,35.841824,28.139984,romantic
0.051875,0.7685,1.508601,2.724249,0.255158,0.145804,0.034807,0.000036,0.444458,0.221463,0.178072,0.089269,0.535391,0.465783,0.509303,0.116145,0.113833,0.123554,0.120176,0.093793,0.288555,7.367801,12.353236,romantic
0.103623,0.943019,1.465105,2.190365,0.372026,0.194356,0.065192,0.001276,0.484682,0.247054,0.21851,0.07758,0.361692,0.358654,0.297664,0.113489,0.122596,0.088846,0.091961,0.046819,0.218643,124.203577,96.412844,romantic
0.033741,1.267709,1.444307,2.400992,0.289865,0.114551,0.016291,0.000124,0.401494,0.201494,0.196728,0.101754,0.439291,0.592781,0.393584,0.108113,0.098426,0.098234,0.159569,0.130745,0.249333,11.802579,15.623662,romantic
0.04148,1.571143,1.497369,2.449204,0.370451,0.149276,0.019785,0.00009,0.391411,0.197321,0.208814,0.075655,0.44479,0.295022,0.455738,0.132967,0.102508,0.141092,0.155905,0.065185,0.222329,11.701527,16.199639,romantic
0.089888,0.890412,1.645274,2.461938,0.363663,0.191371,0.037163,0.000039,0.443961,0.217978,0.16788,0.076758,0.843638,0.532643,0.350746,0.138557,0.143974,0.137194,0.156398,0.064819,0.363503,8.4732,11.970102,romantic
0.033361,1.322557,1.454645,2.210632,0.327996,0.147156,0.018508,0.000734,0.397761,0.203254,0.193476,0.069341,0.492914,0.376037,0.315336,0.102157,0.09221,0.08678,0.09471,0.050139,0.266396,34.515204,51.507342,romantic
0.058305,1.366557,1.491375,2.274141,0.395717,0.165794,0.033995,0.000022,0.446812,0.216759,0.197397,0.074205,0.414177,0.319941,0.303171,0.115558,0.135376,0.127047,0.096432,0.03918,0.273267,17.078877,17.799047,romantic
0.067301,2.034715,1.496636,2.433099,0.43819,0.170216,0.023878,0.000087,0.457171,0.230886,0.187029,0.067691,0.76809,0.661953,0.390834,0.105973,0.14084,0.131675,0.129797,0.106087,0.347153,7.028352,13.303632,romantic
0.032088,1.83262,1.530018,2.236019,0.442211,0.095084,0.038022,0.000114,0.426521,0.216762,0.1826,0.076066,0.474881,0.573357,0.272572,0.130347,0.15443,0.144587,0.128839,0.063284,0.226936,23.638892,20.698333,romantic
0.049946,0.706559,1.459073,2.16238,0.423802,0.142715,0.040169,0.000228,0.428717,0.195508,0.182253,0.075253,0.454376,0.3293,0.356057,0.105751,0.122816,0.115031,0.107173,0.064508,0.157248,16.848784,28.028182,romantic
0.086428,1.612394,1.509321,2.378059,0.494936,0.175165,0.035192,0.000078,0.396801,0.2025,0.174023,0.063931,0.320889,0.204965,0.363246,0.099278,0.101948,0.104299,0.093854,0.038117,0.091912,31.0698,27.680246,romantic
0.025023,1.854522,1.588942,2.476023,0.426508,0.0971,0.016648,0.000245,0.47833,0.234962,0.192144,0.074692,0.453696,0.411159,0.392744,0.114501,0.127234,0.148011,0.103094,0.082612,0.227259,21.656836,31.234201,romantic
0.033227,0.682752,1.458036,2.615512,0.409318,0.145186,0.008311,0.000062,0.414381,0.204454,0.160464,0.072194,0.392698,0.337742,0.557569,0.109493,0.093006,0.103127,0.076183,0.069716,0.157086,22.062244,23.843551,romantic
0.09414,0.860683,1.421315,2.204453,0.407752,0.205717,0.033977,0.000028,0.439276,0.211688,0.2049,0.0821,0.406639,0.331571,0.322358,0.097691,0.097131,0.097162,0.095679,0.033594,0.167024,14.458916,21.600778,notromantic
0.045285,1.140744,1.522465,2.290516,0.439075,0.13172,0.039159,0.000299,0.477778,0.238248,0.205069,0.086305,0.559144,0.29903,0.333607,0.102373,0.109792,0.126888,0.112782,0.047674,0.223789,71.751864,33.881523,notromantic
0.067219,1.036833,1.47346,2.326503,0.44826,0.167154,0.033648,0.000423,0.429504,0.216516,0.210018,0.080406,0.34967,0.296752,0.371678,0.098164,0.09865,0.087936,0.07962,0.032404,0.166095,59.314267,89.955386,notromantic
0.052575,1.562266,1.428879,2.281204,0.462409,0.167746,0.020084,0.000241,0.444457,0.211025,0.184718,0.071252,0.232313,0.246733,0.388413,0.098382,0.095964,0.094195,0.088199,0.043693,0.194886,38.104063,65.416403,notromantic
0.05363,1.750636,1.473623,2.293851,0.423754,0.126649,0.047161,0.000038,0.475409,0.251568,0.200644,0.077417,0.340701,0.199678,0.275891,0.109628,0.132171,0.097623,0.095649,0.044086,0.305073,11.26123,20.430049,notromantic
0.032058,1.065056,1.506014,2.304796,0.438368,0.125407,0.017481,0.000118,0.444063,0.222897,0.227551,0.080057,0.433032,0.367925,0.308375,0.113424,0.095617,0.093878,0.079721,0.08288,0.2723,39.733383,20.956964,notromantic
0.077138,0.780926,1.495473,2.33714,0.458953,0.189339,0.046745,0.000626,0.452265,0.232284,0.199666,0.080188,0.271496,0.21197,0.306763,0.104595,0.098982,0.0994,0.08899,0.037411,0.154269,51.673039,56.9315,notromantic
0.077138,0.780926,1.495473,2.33714,0.458953,0.189339,0.046745,0.000626,0.452265,0.232284,0.199666,0.080188,0.271496,0.21197,0.306763,0.104595,0.098982,0.0994,0.08899,0.037411,0.154269,51.673039,56.9315,notromantic
0.055507,0.517938,1.547578,2.371602,0.313692,0.157371,0.037204,0.000067,0.479881,0.2421,0.192506,0.087766,0.263404,0.198593,0.364604,0.107341,0.112183,0.083636,0.093724,0.051659,0.198459,15.256367,20.9429,notromantic
0.055507,0.517938,1.547578,2.371602,0.313692,0.157371,0.037204,0.000067,0.479881,0.2421,0.192506,0.087766,0.263404,0.198593,0.364604,0.107341,0.112183,0.083636,0.093724,0.051659,0.198459,15.256367,20.9429,notromantic
0.066943,0.560186,1.501927,2.287381,0.390888,0.19518,0.042434,0.000407,0.456681,0.229601,0.212272,0.076801,0.382913,0.247815,0.328149,0.105572,0.102234,0.092817,0.101541,0.043873,0.234136,38.711358,43.300016,notromantic
0.080502,0.854872,1.427533,2.135258,0.367156,0.185014,0.05074,0.000124,0.473836,0.238914,0.199261,0.091677,0.181309,0.170544,0.334822,0.112628,0.109118,0.096644,0.104476,0.039039,0.157753,52.530282,73.270263,notromantic
0.080502,0.854872,1.427533,2.135258,0.367156,0.185014,0.05074,0.000124,0.473836,0.238914,0.199261,0.091677,0.181309,0.170544,0.334822,0.112628,0.109118,0.096644,0.104476,0.039039,0.157753,52.530282,73.270263,notromantic
0.039226,1.442888,1.577137,2.358912,0.429726,0.138514,0.030353,0.000372,0.447693,0.217029,0.191173,0.090883,0.263556,0.161563,0.386385,0.129051,0.103274,0.105877,0.100695,0.039264,0.223228,51.996402,45.417768,notromantic
0.149242,0.803291,1.571314,2.067013,0.39871,0.225041,0.108394,0.000334,0.520315,0.259023,0.205816,0.074321,0.46915,0.434803,0.282498,0.14158,0.122508,0.119579,0.10476,0.057961,0.24497,68.182237,110.48095,notromantic
0.149242,0.803291,1.571314,2.067013,0.39871,0.225041,0.108394,0.000334,0.520315,0.259023,0.205816,0.074321,0.46915,0.434803,0.282498,0.14158,0.122508,0.119579,0.10476,0.057961,0.24497,68.182237,110.48095,notromantic
