@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_19 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C# numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute output {romantic,notromantic}

@data

0.05859,1.696763,1.454231,2.003123,0.349595,0.170533,0.028585,0.000562,0.426907,0.210466,0.183103,0.089368,0.320774,0.274025,0.231586,0.097283,0.097035,0.096804,0.101823,0.178124,0.212886,40.065293,66.752081,notromantic
0.070405,1.408912,1.529919,2.351247,0.446739,0.160099,0.036427,0.000181,0.426247,0.213389,0.203363,0.083634,0.400209,0.326191,0.333522,0.118719,0.096779,0.095426,0.097324,0.05255,0.176848,27.091025,26.207904,notromantic
0.084201,0.471154,1.515627,2.231815,0.32407,0.201429,0.041938,0.000278,0.440769,0.212407,0.197092,0.081039,0.517434,0.370616,0.335808,0.097839,0.092312,0.101971,0.087724,0.049893,0.238002,44.684108,29.204137,notromantic
0.084201,0.471154,1.515627,2.231815,0.32407,0.201429,0.041938,0.000278,0.440769,0.212407,0.197092,0.081039,0.517434,0.370616,0.335808,0.097839,0.092312,0.101971,0.087724,0.049893,0.238002,44.684108,29.204137,notromantic
0.084201,0.471154,1.515627,2.231815,0.32407,0.201429,0.041938,0.000278,0.440769,0.212407,0.197092,0.081039,0.517434,0.370616,0.335808,0.097839,0.092312,0.101971,0.087724,0.049893,0.238002,44.684108,29.204137,notromantic
0.033122,2.3474,1.341915,2.142324,0.395754,0.136354,0.008996,0.000033,0.378269,0.201237,0.181499,0.071812,0.315378,0.221824,0.370337,0.105402,0.103221,0.114487,0.160846,0.094899,0.148699,9.218168,11.992842,notromantic
0.037633,1.716771,1.400942,2.707401,0.410159,0.130128,0.010708,0.000077,0.428609,0.215064,0.180761,0.079359,0.643778,0.385345,0.449666,0.14048,0.205169,0.170142,0.15202,0.142951,0.187576,16.162124,23.512925,notromantic
0.036796,0.808808,1.431537,2.335394,0.404809,0.132919,0.014897,0.000056,0.423029,0.194973,0.188749,0.085203,0.486624,0.350834,0.34203,0.109313,0.110223,0.117422,0.100219,0.143233,0.212825,11.559841,15.063458,notromantic
0.063576,1.185002,1.471921,2.256962,0.447208,0.182755,0.026532,0.000478,0.443538,0.234447,0.219595,0.074805,0.186906,0.192126,0.345421,0.107782,0.095385,0.091718,0.102198,0.045135,0.127477,52.731176,75.468612,notromantic
0.038378,1.715334,1.462279,2.301661,0.5751,0.119731,0.019424,0.000025,0.410516,0.179493,0.158785,0.088564,0.581042,0.369473,0.416701,0.103711,0.204701,0.163275,0.19691,0.285514,0.397095,7.009893,9.830687,notromantic
0.038378,1.715334,1.462279,2.301661,0.5751,0.119731,0.019424,0.000025,0.410516,0.179493,0.158785,0.088564,0.581042,0.369473,0.416701,0.103711,0.204701,0.163275,0.19691,0.285514,0.397095,7.009893,9.830687,notromantic
0.061784,1.216146,1.501255,2.274525,0.432425,0.157842,0.037049,0.000133,0.479132,0.239967,0.189357,0.074221,0.383436,0.342041,0.318285,0.096885,0.119605,0.095999,0.10953,0.048453,0.204547,26.640384,44.591663,notromantic
0.086307,1.147881,1.461689,2.213313,0.415139,0.185319,0.056819,0.000076,0.439151,0.213756,0.219364,0.077247,0.512371,0.207347,0.293629,0.096132,0.099768,0.093838,0.10116,0.038612,0.354988,30.655595,61.627523,notromantic
0.026298,1.366362,1.639886,2.655714,0.360337,0.135465,0.009055,0.000214,0.449646,0.227728,0.175307,0.078045,0.36134,0.357564,0.526323,0.139518,0.102144,0.119228,0.111574,0.068804,0.179281,30.17052,43.522363,notromantic
0.026298,1.366362,1.639886,2.655714,0.360337,0.135465,0.009055,0.000214,0.449646,0.227728,0.175307,0.078045,0.36134,0.357564,0.526323,0.139518,0.102144,0.119228,0.111574,0.068804,0.179281,30.17052,43.522363,notromantic
0.026298,1.366362,1.639886,2.655714,0.360337,0.135465,0.009055,0.000214,0.449646,0.227728,0.175307,0.078045,0.36134,0.357564,0.526323,0.139518,0.102144,0.119228,0.111574,0.068804,0.179281,30.17052,43.522363,notromantic
0.069084,0.963583,1.499781,2.379256,0.400314,0.185662,0.035587,0.000089,0.455282,0.222735,0.201457,0.07634,0.640473,0.351757,0.391082,0.118445,0.1113,0.1208,0.089404,0.050495,0.28684,18.434705,22.379263,notromantic
0.035224,1.055519,1.488532,2.379987,0.498725,0.137357,0.014025,0.000177,0.32742,0.177587,0.157985,0.081811,0.476985,0.464888,0.327564,0.155588,0.13676,0.159936,0.115185,0.150933,0.251439,14.98091,23.112715,notromantic
0.035224,1.055519,1.488532,2.379987,0.498725,0.137357,0.014025,0.000177,0.32742,0.177587,0.157985,0.081811,0.476985,0.464888,0.327564,0.155588,0.13676,0.159936,0.115185,0.150933,0.251439,14.98091,23.112715,notromantic
0.062671,0.970552,1.508487,2.225775,0.402477,0.178406,0.029598,0.000161,0.470664,0.228453,0.208849,0.071316,0.692961,0.505515,0.358401,0.097838,0.114305,0.10571,0.140663,0.046552,0.297315,32.410146,49.155581,notromantic
0.062671,0.970552,1.508487,2.225775,0.402477,0.178406,0.029598,0.000161,0.470664,0.228453,0.208849,0.071316,0.692961,0.505515,0.358401,0.097838,0.114305,0.10571,0.140663,0.046552,0.297315,32.410146,49.155581,notromantic
0.062671,0.970552,1.508487,2.225775,0.402477,0.178406,0.029598,0.000161,0.470664,0.228453,0.208849,0.071316,0.692961,0.505515,0.358401,0.097838,0.114305,0.10571,0.140663,0.046552,0.297315,32.410146,49.155581,notromantic
0.058232,1.255157,1.493006,2.524354,0.332927,0.16396,0.024729,0.000031,0.446547,0.232644,0.184054,0.09893,0.445898,0.346606,0.436966,0.126915,0.103571,0.119686,0.109938,0.144253,0.267048,11.913704,15.586591,notromantic
0.058232,1.255157,1.493006,2.524354,0.332927,0.16396,0.024729,0.000031,0.446547,0.232644,0.184054,0.09893,0.445898,0.346606,0.436966,0.126915,0.103571,0.119686,0.109938,0.144253,0.267048,11.913704,15.586591,notromantic
0.032406,3.309802,1.491458,2.176778,0.371464,0.125702,0.009623,0.000032,0.449096,0.217999,0.182143,0.072765,0.18611,0.295963,0.362,0.105724,0.098629,0.116653,0.13276,0.139868,0.159815,14.103194,20.09946,notromantic
0.062586,1.154476,1.458857,2.407017,0.381794,0.177835,0.027998,0.000399,0.428903,0.231466,0.177795,0.074325,0.782097,0.388177,0.377653,0.109881,0.083283,0.113945,0.100984,0.107311,0.238574,35.889596,43.752782,notromantic
0.062586,1.154476,1.458857,2.407017,0.381794,0.177835,0.027998,0.000399,0.428903,0.231466,0.177795,0.074325,0.782097,0.388177,0.377653,0.109881,0.083283,0.113945,0.100984,0.107311,0.238574,35.889596,43.752782,notromantic
0.044084,0.610144,1.470689,2.164607,0.459579,0.135996,0.023858,0.00006,0.432918,0.198252,0.182399,0.073182,0.276403,0.432489,0.377325,0.112621,0.124537,0.140657,0.109548,0.160361,0.335766,8.911565,11.280995,notromantic
0.083361,1.179754,1.52278,2.204021,0.444634,0.169227,0.078033,0.001455,0.4178,0.22554,0.223265,0.078035,0.40554,0.303984,0.269245,0.106081,0.091435,0.085762,0.095567,0.037852,0.344731,100.353844,114.7647,notromantic
0.036103,2.0368,1.565616,2.332489,0.453722,0.130202,0.012171,0.000023,0.39265,0.199004,0.188179,0.078432,0.530799,0.516769,0.357187,0.160862,0.148289,0.154356,0.14103,0.129667,0.237717,5.965873,5.758155,notromantic
0.036103,2.0368,1.565616,2.332489,0.453722,0.130202,0.012171,0.000023,0.39265,0.199004,0.188179,0.078432,0.530799,0.516769,0.357187,0.160862,0.148289,0.154356,0.14103,0.129667,0.237717,5.965873,5.758155,notromantic
0.093105,1.154372,1.429194,2.131367,0.413667,0.159095,0.081882,0.000727,0.519292,0.257269,0.208076,0.075765,0.4351,0.526712,0.352871,0.096846,0.093457,0.091481,0.083969,0.038497,0.127759,106.868549,98.086787,notromantic
0.093105,1.154372,1.429194,2.131367,0.413667,0.159095,0.081882,0.000727,0.519292,0.257269,0.208076,0.075765,0.4351,0.526712,0.352871,0.096846,0.093457,0.091481,0.083969,0.038497,0.127759,106.868549,98.086787,notromantic
0.03954,0.250308,1.386337,2.036146,0.409827,0.136818,0.019901,0.000656,0.370844,0.195276,0.162478,0.071629,0.907824,0.63528,0.267539,0.10138,0.111538,0.108376,0.115793,0.107497,0.097681,34.148509,39.951604,notromantic
0.03954,0.250308,1.386337,2.036146,0.409827,0.136818,0.019901,0.000656,0.370844,0.195276,0.162478,0.071629,0.907824,0.63528,0.267539,0.10138,0.111538,0.108376,0.115793,0.107497,0.097681,34.148509,39.951604,notromantic
0.031975,1.188291,1.57453,2.102946,0.410671,0.128769,0.01057,0.000089,0.404545,0.201585,0.178022,0.069169,0.404412,0.217998,0.320914,0.127458,0.106658,0.109877,0.110506,0.081199,0.145511,54.704901,14.852489,notromantic
0.140174,1.659545,1.522679,2.351476,0.444214,0.207294,0.050668,0.000327,0.468031,0.232941,0.196812,0.074537,0.329288,0.294997,0.386574,0.097364,0.096334,0.084426,0.090992,0.039198,0.195708,48.061382,61.04461,notromantic
0.057839,0.912145,1.455756,2.304392,0.428471,0.104544,0.05906,0.000354,0.457717,0.241592,0.210547,0.08264,0.503907,0.617082,0.457237,0.120514,0.172812,0.186479,0.178601,0.064115,0.304789,38.034677,35.52005,notromantic
0.040689,1.019169,1.443554,2.191664,0.49595,0.146344,0.028103,0.000982,0.404305,0.211914,0.187104,0.072783,0.286695,0.200352,0.315655,0.093132,0.094371,0.112209,0.092217,0.044357,0.214005,65.915586,109.09593,notromantic
0.040689,1.019169,1.443554,2.191664,0.49595,0.146344,0.028103,0.000982,0.404305,0.211914,0.187104,0.072783,0.286695,0.200352,0.315655,0.093132,0.094371,0.112209,0.092217,0.044357,0.214005,65.915586,109.09593,notromantic
0.040689,1.019169,1.443554,2.191664,0.49595,0.146344,0.028103,0.000982,0.404305,0.211914,0.187104,0.072783,0.286695,0.200352,0.315655,0.093132,0.094371,0.112209,0.092217,0.044357,0.214005,65.915586,109.09593,notromantic
0.040689,1.019169,1.443554,2.191664,0.49595,0.146344,0.028103,0.000982,0.404305,0.211914,0.187104,0.072783,0.286695,0.200352,0.315655,0.093132,0.094371,0.112209,0.092217,0.044357,0.214005,65.915586,109.09593,notromantic
0.040689,1.019169,1.443554,2.191664,0.49595,0.146344,0.028103,0.000982,0.404305,0.211914,0.187104,0.072783,0.286695,0.200352,0.315655,0.093132,0.094371,0.112209,0.092217,0.044357,0.214005,65.915586,109.09593,notromantic
0.062988,1.840142,1.411507,1.992311,0.307082,0.172156,0.021034,0.000212,0.401569,0.194247,0.198916,0.069143,0.199269,0.146121,0.317709,0.101295,0.099546,0.095267,0.087213,0.035773,0.136364,65.391065,117.353271,notromantic
0.035039,1.233882,1.557937,2.746085,0.531649,0.115129,0.006276,0.000134,0.313567,0.17133,0.141892,0.080157,1.016839,0.57496,0.481872,0.127275,0.188654,0.218796,0.190594,0.121873,0.28046,11.719005,11.030849,notromantic
0.029855,0.341087,1.602465,2.290971,0.390999,0.134123,0.015097,0.000218,0.387582,0.191548,0.184059,0.081002,0.275295,0.253985,0.307852,0.102402,0.088936,0.097577,0.078766,0.065082,0.209867,36.328531,38.250332,notromantic
0.024552,1.583612,1.5646,2.292609,0.415373,0.108344,0.00972,0.000003,0.396559,0.202579,0.186047,0.07626,0.605191,0.386177,0.422493,0.119771,0.155578,0.135065,0.131119,0.070158,0.431635,4.413768,4.061306,notromantic
0.042177,1.1856,1.518953,2.38748,0.407239,0.132958,0.041059,0.001485,0.493345,0.251916,0.22425,0.088517,0.702663,0.392035,0.351976,0.124902,0.107297,0.102447,0.101012,0.12602,0.388809,113.249014,96.768201,notromantic
0.046804,1.739474,1.487086,2.170737,0.44026,0.130814,0.040762,0.000447,0.474004,0.230879,0.195322,0.077329,0.669752,0.320398,0.314962,0.120917,0.140761,0.109792,0.109593,0.137116,0.305082,51.060623,65.827316,notromantic
0.051658,0.574936,1.422154,1.933707,0.435813,0.143062,0.044795,0.001167,0.416807,0.200765,0.180169,0.063849,0.182641,0.112965,0.250201,0.101263,0.093847,0.096655,0.086716,0.039645,0.057022,111.793532,144.197455,notromantic
0.025793,0.589078,1.492582,2.195974,0.492765,0.105502,0.015719,0.000226,0.438549,0.217674,0.194359,0.06969,0.496581,0.772029,0.291422,0.125794,0.119525,0.119129,0.098544,0.141612,0.45751,52.415994,60.773008,notromantic
0.060055,0.719022,1.51743,2.544671,0.302122,0.175071,0.014814,0.000077,0.414359,0.213872,0.147342,0.079325,0.570062,0.463667,0.428556,0.125731,0.141548,0.132979,0.103985,0.086888,0.151553,17.041697,18.270372,notromantic
0.060055,0.719022,1.51743,2.544671,0.302122,0.175071,0.014814,0.000077,0.414359,0.213872,0.147342,0.079325,0.570062,0.463667,0.428556,0.125731,0.141548,0.132979,0.103985,0.086888,0.151553,17.041697,18.270372,notromantic
0.060055,0.719022,1.51743,2.544671,0.302122,0.175071,0.014814,0.000077,0.414359,0.213872,0.147342,0.079325,0.570062,0.463667,0.428556,0.125731,0.141548,0.132979,0.103985,0.086888,0.151553,17.041697,18.270372,notromantic
0.060055,0.719022,1.51743,2.544671,0.302122,0.175071,0.014814,0.000077,0.414359,0.213872,0.147342,0.079325,0.570062,0.463667,0.428556,0.125731,0.141548,0.132979,0.103985,0.086888,0.151553,17.041697,18.270372,notromantic
0.04682,2.317269,1.537434,2.711525,0.34427,0.129605,0.020726,0.000137,0.450737,0.237031,0.180528,0.075874,0.588932,0.577146,0.470577,0.134826,0.134197,0.12799,0.092504,0.082213,0.37758,13.629097,13.407815,notromantic
0.04682,2.317269,1.537434,2.711525,0.34427,0.129605,0.020726,0.000137,0.450737,0.237031,0.180528,0.075874,0.588932,0.577146,0.470577,0.134826,0.134197,0.12799,0.092504,0.082213,0.37758,13.629097,13.407815,notromantic
0.067644,1.227981,1.35329,2.025747,0.295448,0.175748,0.031235,0.000211,0.412693,0.216948,0.19904,0.076414,0.254679,0.476181,0.272858,0.111752,0.093672,0.095006,0.097583,0.22347,0.151971,34.463788,59.997535,notromantic
0.067644,1.227981,1.35329,2.025747,0.295448,0.175748,0.031235,0.000211,0.412693,0.216948,0.19904,0.076414,0.254679,0.476181,0.272858,0.111752,0.093672,0.095006,0.097583,0.22347,0.151971,34.463788,59.997535,notromantic
0.067644,1.227981,1.35329,2.025747,0.295448,0.175748,0.031235,0.000211,0.412693,0.216948,0.19904,0.076414,0.254679,0.476181,0.272858,0.111752,0.093672,0.095006,0.097583,0.22347,0.151971,34.463788,59.997535,notromantic
0.069348,0.368136,1.454938,2.020228,0.453749,0.193005,0.03314,0.000195,0.481272,0.238764,0.181385,0.063723,0.154709,0.243288,0.319741,0.095869,0.131447,0.093596,0.098247,0.035,0.142144,43.451926,44.593166,notromantic
0.040326,0.95291,1.547033,2.083719,0.498832,0.131108,0.040192,0.000713,0.468961,0.240207,0.189497,0.074865,0.421408,0.185881,0.302279,0.109344,0.115384,0.090014,0.087749,0.139715,0.182681,43.076987,38.361243,notromantic
0.040326,0.95291,1.547033,2.083719,0.498832,0.131108,0.040192,0.000713,0.468961,0.240207,0.189497,0.074865,0.421408,0.185881,0.302279,0.109344,0.115384,0.090014,0.087749,0.139715,0.182681,43.076987,38.361243,notromantic
0.040326,0.95291,1.547033,2.083719,0.498832,0.131108,0.040192,0.000713,0.468961,0.240207,0.189497,0.074865,0.421408,0.185881,0.302279,0.109344,0.115384,0.090014,0.087749,0.139715,0.182681,43.076987,38.361243,notromantic
0.068677,1.125304,1.507625,2.360971,0.360767,0.173497,0.026118,0.000036,0.406511,0.199942,0.160677,0.078119,0.815624,0.665363,0.348276,0.141139,0.166527,0.154156,0.165244,0.119508,0.334253,6.095538,9.890395,notromantic
0.06232,1.527312,1.517479,2.119151,0.384915,0.150959,0.045393,0.00003,0.461088,0.217837,0.191558,0.081013,0.297076,0.2228,0.27741,0.112654,0.095131,0.10516,0.086445,0.034154,0.127808,12.715936,14.253942,notromantic
0.106435,0.919826,1.421008,2.057533,0.508641,0.229497,0.027764,0.000406,0.411762,0.200208,0.207876,0.068395,0.285507,0.211033,0.252853,0.110051,0.086274,0.089152,0.117485,0.036565,0.117876,60.978529,47.909882,notromantic
0.106435,0.919826,1.421008,2.057533,0.508641,0.229497,0.027764,0.000406,0.411762,0.200208,0.207876,0.068395,0.285507,0.211033,0.252853,0.110051,0.086274,0.089152,0.117485,0.036565,0.117876,60.978529,47.909882,notromantic
0.055521,0.907433,1.444745,2.188204,0.487682,0.172758,0.031378,0.00046,0.460277,0.225395,0.219505,0.072192,0.315973,0.195043,0.346402,0.09868,0.098957,0.092587,0.099038,0.037967,0.196625,77.43327,62.353122,notromantic
0.079614,0.566989,1.44358,2.191084,0.455843,0.188404,0.029427,0.000252,0.417683,0.209229,0.197647,0.068385,0.376179,0.305881,0.297537,0.098701,0.102515,0.098843,0.089995,0.039912,0.187604,46.369665,48.569901,notromantic
0.065863,1.093482,1.481245,2.289112,0.395715,0.183697,0.043516,0.000829,0.399965,0.195248,0.174958,0.07355,0.603401,0.272848,0.356817,0.099295,0.097576,0.097345,0.090983,0.06387,0.31761,29.789965,50.596819,notromantic
0.040615,1.346923,1.481643,2.188227,0.416711,0.140397,0.012022,0.000045,0.405348,0.196103,0.168212,0.073485,0.733236,0.491227,0.316448,0.11836,0.113317,0.109786,0.10701,0.086513,0.173839,15.903547,14.377651,notromantic
0.040615,1.346923,1.481643,2.188227,0.416711,0.140397,0.012022,0.000045,0.405348,0.196103,0.168212,0.073485,0.733236,0.491227,0.316448,0.11836,0.113317,0.109786,0.10701,0.086513,0.173839,15.903547,14.377651,notromantic
0.081137,1.663555,1.467999,2.128978,0.416978,0.186896,0.042348,0.000179,0.432052,0.212577,0.225279,0.079276,0.233345,0.209052,0.268892,0.09441,0.094827,0.105375,0.089424,0.027899,0.165322,58.885283,51.561911,notromantic
0.081137,1.663555,1.467999,2.128978,0.416978,0.186896,0.042348,0.000179,0.432052,0.212577,0.225279,0.079276,0.233345,0.209052,0.268892,0.09441,0.094827,0.105375,0.089424,0.027899,0.165322,58.885283,51.561911,notromantic
0.081137,1.663555,1.467999,2.128978,0.416978,0.186896,0.042348,0.000179,0.432052,0.212577,0.225279,0.079276,0.233345,0.209052,0.268892,0.09441,0.094827,0.105375,0.089424,0.027899,0.165322,58.885283,51.561911,notromantic
0.026902,0.842928,1.47136,2.069838,0.374717,0.114435,0.020402,0.000424,0.441351,0.22105,0.190956,0.079132,0.364121,0.468258,0.365226,0.110603,0.135956,0.16327,0.126172,0.073006,0.175754,45.910755,73.586026,notromantic
0.026902,0.842928,1.47136,2.069838,0.374717,0.114435,0.020402,0.000424,0.441351,0.22105,0.190956,0.079132,0.364121,0.468258,0.365226,0.110603,0.135956,0.16327,0.126172,0.073006,0.175754,45.910755,73.586026,notromantic
0.026902,0.842928,1.47136,2.069838,0.374717,0.114435,0.020402,0.000424,0.441351,0.22105,0.190956,0.079132,0.364121,0.468258,0.365226,0.110603,0.135956,0.16327,0.126172,0.073006,0.175754,45.910755,73.586026,notromantic
0.026902,0.842928,1.47136,2.069838,0.374717,0.114435,0.020402,0.000424,0.441351,0.22105,0.190956,0.079132,0.364121,0.468258,0.365226,0.110603,0.135956,0.16327,0.126172,0.073006,0.175754,45.910755,73.586026,notromantic
0.04012,1.774118,1.502842,2.253719,0.451284,0.123708,0.030095,0.001052,0.518076,0.263755,0.226558,0.098338,0.40542,0.219139,0.33795,0.111493,0.126988,0.125495,0.096524,0.073971,0.317017,63.135482,40.294205,notromantic
0.075134,1.873275,1.421737,2.173345,0.379829,0.178583,0.024321,0.000042,0.398334,0.200379,0.182692,0.071161,0.242831,0.251174,0.288025,0.09942,0.096143,0.094654,0.108261,0.045798,0.079526,18.067211,25.729435,notromantic
0.064182,2.835477,1.370432,2.19771,0.376344,0.147582,0.02732,0.000198,0.441582,0.227316,0.202094,0.075072,0.378699,0.393744,0.307099,0.110205,0.111661,0.089889,0.099802,0.0931,0.41137,33.357939,38.523371,notromantic
0.03525,1.299031,1.548191,2.428223,0.307714,0.091354,0.031315,0.000157,0.437734,0.215006,0.192686,0.082644,0.859896,0.512766,0.349249,0.155457,0.099197,0.125176,0.12975,0.096346,0.499294,17.059783,10.867816,notromantic
0.027615,0.962124,1.52343,2.626055,0.418404,0.117605,0.009377,0.000048,0.363763,0.183348,0.184057,0.070261,0.463282,1.082009,0.561742,0.15095,0.148463,0.102888,0.196443,0.069264,0.116373,8.104924,8.481445,notromantic
0.027615,0.962124,1.52343,2.626055,0.418404,0.117605,0.009377,0.000048,0.363763,0.183348,0.184057,0.070261,0.463282,1.082009,0.561742,0.15095,0.148463,0.102888,0.196443,0.069264,0.116373,8.104924,8.481445,notromantic
0.027615,0.962124,1.52343,2.626055,0.418404,0.117605,0.009377,0.000048,0.363763,0.183348,0.184057,0.070261,0.463282,1.082009,0.561742,0.15095,0.148463,0.102888,0.196443,0.069264,0.116373,8.104924,8.481445,notromantic
0.060059,1.289815,1.491135,2.630821,0.310405,0.169477,0.017037,0.000099,0.446517,0.200651,0.149285,0.090859,0.328503,0.285926,0.540166,0.133321,0.128957,0.139482,0.128521,0.208517,0.216115,18.217378,19.189091,notromantic
0.060059,1.289815,1.491135,2.630821,0.310405,0.169477,0.017037,0.000099,0.446517,0.200651,0.149285,0.090859,0.328503,0.285926,0.540166,0.133321,0.128957,0.139482,0.128521,0.208517,0.216115,18.217378,19.189091,notromantic
0.051391,0.043497,1.48945,2.148145,0.376006,0.178973,0.026229,0.00001,0.475796,0.235375,0.189733,0.069659,0.38827,0.379776,0.263656,0.116879,0.101437,0.119722,0.141665,0.052873,0.173346,8.242166,6.093125,notromantic
0.09012,1.089094,1.429922,2.26946,0.386825,0.211593,0.039331,0.000124,0.443292,0.21752,0.196364,0.073075,0.409507,0.359527,0.307159,0.101376,0.107844,0.117718,0.106628,0.071011,0.240647,0,39.24423,notromantic
0.069029,-0.131584,1.438153,2.350826,0.386657,0.181757,0.035954,0.000894,0.464887,0.237145,0.214669,0.07932,0.563836,0.265389,0.34312,0.111668,0.089771,0.095559,0.102576,0.049268,0.228719,72.118864,38.116258,notromantic
0.053351,0.85983,1.528275,2.372298,0.433072,0.145355,0.038377,0.000111,0.426316,0.213375,0.199963,0.074129,0.305164,0.338592,0.393948,0.15781,0.118082,0.139132,0.126743,0.050856,0.294164,20.260918,24.450548,notromantic
0.044965,1.582919,1.575294,2.671122,0.390899,0.139389,0.017985,0.00014,0.369699,0.180881,0.152354,0.07956,0.676264,0.323803,0.637476,0.18814,0.147181,0.170069,0.152999,0.148493,0.314446,12.294641,11.139719,notromantic
0.082179,-0.3027,1.505451,2.413081,0.348704,0.20355,0.05424,0.000634,0.453041,0.22708,0.182375,0.080176,0.563555,0.324269,0.476727,0.120774,0.1211,0.13534,0.121071,0.042437,0.25472,32.213017,38.857277,notromantic
0.082179,-0.3027,1.505451,2.413081,0.348704,0.20355,0.05424,0.000634,0.453041,0.22708,0.182375,0.080176,0.563555,0.324269,0.476727,0.120774,0.1211,0.13534,0.121071,0.042437,0.25472,32.213017,38.857277,notromantic
0.07425,1.049621,1.541297,2.556995,0.39142,0.1521,0.071339,0.000482,0.481545,0.24675,0.234728,0.082905,0.322891,0.315788,0.431667,0.107792,0.106265,0.122712,0.094347,0.055125,0.370809,87.991494,137.488129,notromantic
0.053304,0.858229,1.438804,2.283063,0.395676,0.139121,0.046281,0.000243,0.484551,0.238185,0.231737,0.080444,0.399435,0.190012,0.343246,0.11034,0.112674,0.090426,0.084871,0.041221,0.188283,68.175534,59.870185,notromantic
0.053304,0.858229,1.438804,2.283063,0.395676,0.139121,0.046281,0.000243,0.484551,0.238185,0.231737,0.080444,0.399435,0.190012,0.343246,0.11034,0.112674,0.090426,0.084871,0.041221,0.188283,68.175534,59.870185,notromantic
0.058642,0.281629,1.505383,2.204863,0.440317,0.174566,0.032678,0.000279,0.430469,0.214842,0.200427,0.070223,0.391766,0.309364,0.31086,0.09903,0.094608,0.103269,0.097242,0.042586,0.246528,61.428227,30.823141,notromantic
0.022993,1.374862,1.525779,2.398562,0.404848,0.107192,0.00619,0.000105,0.433159,0.208065,0.183202,0.082517,0.379031,0.33806,0.461613,0.129087,0.110163,0.126183,0.105973,0.108985,0.282124,16.205058,19.186589,notromantic
0.0425,1.461676,1.479997,2.567054,0.446953,0.131199,0.019227,0.000035,0.341172,0.197687,0.189201,0.076159,0.560296,0.46747,0.606272,0.104698,0.101246,0.150944,0.152843,0.168332,0.2234,9.24646,11.006946,notromantic
0.0425,1.461676,1.479997,2.567054,0.446953,0.131199,0.019227,0.000035,0.341172,0.197687,0.189201,0.076159,0.560296,0.46747,0.606272,0.104698,0.101246,0.150944,0.152843,0.168332,0.2234,9.24646,11.006946,notromantic
0.0425,1.461676,1.479997,2.567054,0.446953,0.131199,0.019227,0.000035,0.341172,0.197687,0.189201,0.076159,0.560296,0.46747,0.606272,0.104698,0.101246,0.150944,0.152843,0.168332,0.2234,9.24646,11.006946,notromantic
0.035119,0.564888,1.409334,2.394745,0.493716,0.131802,0.02002,0.000483,0.322731,0.184392,0.189414,0.073051,0.385018,0.261921,0.405463,0.117394,0.097028,0.098064,0.098675,0.055101,0.169752,67.882978,37.3552,notromantic
0.035119,0.564888,1.409334,2.394745,0.493716,0.131802,0.02002,0.000483,0.322731,0.184392,0.189414,0.073051,0.385018,0.261921,0.405463,0.117394,0.097028,0.098064,0.098675,0.055101,0.169752,67.882978,37.3552,notromantic
0.050982,0.687206,1.474676,2.056053,0.461167,0.13006,0.050376,0.000516,0.436424,0.215412,0.203989,0.067647,0.342191,0.124071,0.260574,0.09213,0.086163,0.087207,0.087749,0.029264,0.074168,132.813141,130.0851,notromantic
0.054938,1.321237,1.576799,2.271434,0.377421,0.163287,0.032421,0.000264,0.449766,0.21493,0.194847,0.073882,0.275885,0.2561,0.293184,0.114696,0.116798,0.114082,0.101583,0.043692,0.085351,57.066814,44.467644,notromantic
