@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.114714,2.452909,0.000039,1.506045,2.35831,0.214198,0.054322,0.000029,2.085459,0.259802,0.264866,0.211725,0.326544,0.101516,0.114153,0.124323,0.192425,0.080808,16.682705,0.584923,1.00348,0.467621,89.45719,6.577602,1.640031,0.554045,0.981218,0.900041,0.163629,78.20997,4.613824,337.5223,1.049778,0.019287,0.00829,0.154966,0.000111,0.017016,5539.758,0.591626,0,0.943409,0.102577,0,0.053424,0.002976,1304.312,713470.3
0.033774,6.927008,0.000674,1.430396,2.378301,0.14865,0.010804,0.000459,1.927073,0.327503,0.315968,0.349392,0.28573,0.125336,0.119591,0.086984,0.166439,0.091457,48.861821,0.571056,1.004293,0.473148,73.4455,4.273861,1.262879,0.803975,1.066842,0.898347,0.1604,119.8649,6.492361,76.06573,0.270141,0.00674,0.03454,0.117067,0.000128,0.011282,9353.986,0.288364,0,0.905459,0.122616,0,0.08566,0.004058,410.1105,22074.78
0.030957,7.74102,0.000027,1.60903,2.869346,0.129095,0.009419,0.000021,2.598621,0.472239,0.459463,0.516332,0.456715,0.15234,0.133233,0.159832,0.240929,0.1051,7.206786,0.61105,1.003163,0.486122,52.74278,3.27649,1.137002,0.725739,0.405979,0.880072,0.105724,192.0251,6.20005,413.4127,1.182158,0.023204,0.104617,0.107747,0.000282,0.005617,14573.86,0.892018,0,0.920772,0.121259,0,0.072999,0.002958,324.429,42148.49
0.06951,4.502855,0.000008,1.49732,2.871416,0.143412,0.031995,0.000004,2.650228,0.762079,0.539651,0.389399,0.389761,0.12112,0.137244,0.100134,0.288739,0.077798,9.131502,0.54977,1.003718,0.449424,85.33072,5.687533,1.470731,0.56014,0.875798,0.891488,0.079799,48.53947,5.308292,253.0923,1.596446,0.036114,0.019578,0.10501,0.000162,0.005357,1666.779,0.601296,0,0.886818,0.126134,0,0.100439,0.003769,784.2737,253207.3
0.023752,6.155381,0.000692,1.473393,2.627636,0.105315,0.01207,0.001142,2.437971,0.400863,0.2395,0.292202,0.437661,0.119889,0.151863,0.111454,0.224479,0.095376,27.833547,0.598151,1.004617,0.460467,61.59731,4.043281,1.254745,0.890756,0.816349,0.88646,0.059352,42.12266,6.278848,189.0187,0.71622,0.024253,0.133001,0.248418,0.00041,0.004493,1862.621,1.145277,0,0.902796,0.093548,0,0.087814,0.003184,284.9657,53101.46
0.038621,5.715425,0.000129,1.484363,2.548083,0.141133,0.025814,0.000109,2.648495,0.470533,0.292708,0.358999,0.438165,0.116373,0.112083,0.110028,0.286863,0.075827,54.136238,0.571501,1.007088,0.521572,72.3101,4.53837,1.309802,0.680334,0.775789,0.897325,0.075283,58.60926,6.204,167.036,1.000378,0.025943,0.077914,0.146272,0.000164,0.003633,2031.018,0.781186,0,0.88482,0.075742,0,0.101981,0.002329,422.1702,123815.7
0.047737,4.708011,0.000026,1.438738,2.338866,0.139184,0.040118,0.000024,2.485507,0.527136,0.335089,0.282581,0.310952,0.102294,0.110703,0.095439,0.2982,0.07191,14.004443,0.607801,1.005232,0.515053,71.782,4.927006,1.398017,0.765184,0.912669,0.898161,0.084952,43.96636,5.55087,454.3049,1.32199,0.029603,0.043082,0.267742,0.000148,0.006818,1928.088,1.434873,0,0.914115,0.104514,0,0.078561,0.003388,526.3124,266823.5
0.052776,7.500608,0.000069,1.491413,2.541574,0.152516,0.029313,0.000053,2.877398,0.314256,0.196425,0.290087,0.342516,0.128918,0.125977,0.087101,0.390932,0.105992,12.660807,0.574613,1.003211,0.507476,83.24408,4.7632,1.30383,0.661922,0.792155,0.887482,0.132627,141.5102,6.393812,501.3541,3.347929,0.065018,0.02256,0.083675,0.000164,0.011535,12954.62,1.026156,0,0.870839,0.119836,0,0.112554,0.00361,660.3351,493790.6
0.045663,4.476339,0.000426,1.447865,2.606459,0.128086,0.035042,0.000453,2.094466,0.427133,0.278394,0.218066,0.333776,0.102728,0.1137,0.121171,0.24135,0.070692,18.424788,0.605844,1.005059,0.503555,63.78683,4.362623,1.324396,0.766985,0.659416,0.889558,0.077552,39.04234,5.618176,207.4904,0.805452,0.034204,0.151282,0.234366,0.000251,0.008205,1214.904,1.77959,0,0.917443,0.115006,0,0.075791,0.003779,485.2332,213361
0.052739,5.667017,0.000532,1.537,2.78652,0.152083,0.025333,0.000357,2.433951,0.886131,0.324389,0.378052,0.366559,0.168998,0.137906,0.117506,0.418814,0.10984,42.401858,0.560856,1.003751,0.473068,74.402,4.619607,1.32322,0.620764,0.649068,0.884558,0.052184,32.00993,5.921187,342.7104,0.917125,0.021116,0.07962,0.071646,0.000221,0.007985,1539.547,0.919741,0,0.924101,0.093511,0,0.070185,0.00257,570.6793,125980
0.032032,6.10643,0.000413,1.586895,2.799215,0.114055,0.019338,0.000315,2.355646,0.733576,0.326572,0.443393,0.360812,0.129783,0.140749,0.122032,0.270541,0.099752,28.158142,0.600011,1.003222,0.521219,67.02806,3.998916,1.219869,0.889995,0.710141,0.880662,0.063929,73.03574,6.797119,386.6629,1.069304,0.0333,0.217667,0.157488,0.000381,0.004856,4637.914,1.996341,0,0.774301,0.091198,0,0.174875,0.003407,379.5268,108670.3
0.046049,6.952265,0.000076,1.494528,2.573628,0.152067,0.016898,0.000047,2.468619,0.536151,0.475915,0.332041,0.306824,0.12353,0.139011,0.105506,0.324461,0.060775,14.845236,0.62249,1.00401,0.531814,68.61156,4.093466,1.258167,0.606237,0.570814,0.881081,0.095199,69.87748,5.983111,217.4667,0.408202,0.009641,0.041549,0.048674,0.000237,0.009007,3572.649,0.642256,0,0.530626,0.069592,0,0.249228,0.006119,518.1952,48816.1
0.035119,4.978276,0.000612,1.409334,2.684175,0.131802,0.02002,0.000642,2.058257,0.385018,0.261921,0.323789,0.405463,0.117394,0.097028,0.098675,0.169752,0.081383,37.3552,0.611396,1.005306,0.537989,72.17335,4.880401,1.374076,0.763258,1.029236,0.902716,0.112893,65.37017,5.808719,206.2827,1.127577,0.024481,0.071995,0.234464,0.000113,0.006374,2405.98,0.556235,0,0.986684,0.097247,0,0.013147,0.003058,366.7553,51717.62
0.051257,5.218356,0.000209,1.542719,2.969817,0.135996,0.045304,0.000096,2.54337,0.333053,0.352619,0.377134,0.342482,0.122703,0.09468,0.106565,0.252554,0.086047,29.800272,0.559363,1.003572,0.503245,90.15851,5.530278,1.400553,0.738257,1.538526,0.890988,0.075479,80.02051,6.553777,232.828,1.586277,0.038782,0.070815,0.216634,0.000242,0.004231,4521.797,1.176347,0,0.969374,0.128478,0,0.029708,0.002532,521.4154,251281.6
0.058088,6.244717,0.000288,1.459409,2.602035,0.163434,0.030023,0.000364,2.567587,0.47942,0.200676,0.389143,0.359822,0.110015,0.088217,0.119717,0.173509,0.077799,49.511297,0.61784,1.004179,0.44667,83.48557,4.842848,1.329875,0.62357,1.024385,0.895195,0.124619,114.4259,6.183227,133.3572,0.6201,0.018771,0.025875,0.250292,0.000139,0.008149,9112.51,0.807411,0,0.834221,0.110176,0,0.138388,0.004935,623.5244,90180.4
0.037489,8.853653,0.000176,1.506461,2.987334,0.120289,0.013652,0.000108,3.53101,0.559522,0.379306,0.329222,0.395253,0.104792,0.147245,0.104335,0.208821,0.097856,29.180106,0.555521,1.00457,0.46986,56.08538,3.47513,1.210506,0.5659,0.367196,0.868229,0.094322,98.0902,5.634784,314.717,0.727495,0.017308,0.053374,0.050848,0.000388,0.009169,7294.352,0.857523,0,0.895473,0.122589,0,0.093664,0.003524,409.3525,25857.6
0.059159,3.779688,0.00048,1.530328,2.922937,0.160188,0.024246,0.000474,2.832239,0.49174,0.273394,0.341792,0.441794,0.123327,0.124652,0.150304,0.259434,0.085674,28.266832,0.608192,1.004393,0.538102,84.26892,5.477699,1.446314,0.446066,0.797442,0.884557,0.04482,40.58895,5.403808,149.4426,0.530842,0.014137,0.020419,0.119973,0.000164,0.002746,1547.287,0.555198,0,0.800932,0.083633,0,0.159546,0.003779,705.7881,92143.18
0.029791,6.046473,0.000177,1.450225,2.761381,0.143806,0.015427,0.000114,2.310324,0.605984,0.388153,0.635497,0.322665,0.103971,0.11634,0.105606,0.182519,0.067646,39.151844,0.577457,1.004358,0.485231,73.8957,4.583571,1.314218,0.620632,0.831967,0.89848,0.106713,81.16733,5.979357,228.4829,0.989202,0.021174,0.030622,0.16125,0.000124,0.006166,4347.496,0.431166,0,0.707723,0.085845,0,0.206989,0.00556,376.5981,53957.82
0.048734,5.833687,0.000193,1.543902,3.062971,0.159562,0.018112,0.000115,2.413224,0.353802,0.451426,0.26818,0.410182,0.114486,0.101917,0.134711,0.224348,0.087713,28.473266,0.583253,1.003512,0.492449,86.75281,4.901815,1.311406,0.695297,1.119353,0.881874,0.090462,83.46808,6.734293,384.4538,1.071794,0.02309,0.110623,0.275436,0.000308,0.006207,4746.673,0.85481,0,0.796272,0.103453,0,0.162331,0.005258,478.0931,70693.8
0.04148,6.08025,0.000048,1.497369,2.942715,0.149276,0.019785,0.00011,2.764416,0.44479,0.295022,0.64292,0.455738,0.132967,0.102508,0.155905,0.222329,0.09297,16.199639,0.638546,1.004332,0.499978,73.17456,4.340451,1.274118,0.65844,0.79603,0.883856,0.098362,98.03571,6.291967,209.3709,0.671746,0.017209,0.06446,0.355417,0.000447,0.009455,6782.915,0.874025,0,0.994008,0.100982,0,0.00596,0.001614,468.5796,68546.76
0.04524,6.297717,0.000112,1.53347,2.935562,0.143079,0.030066,0.000205,2.723509,0.395169,0.519396,0.345102,0.427107,0.134929,0.121549,0.105797,0.285264,0.093679,21.505967,0.577864,1.003874,0.531929,68.14135,4.352727,1.31287,0.598264,0.568207,0.869756,0.037259,42.35242,5.915134,585.538,1.551184,0.038307,0.145169,0.124666,0.000631,0.00221,1473.142,1.25097,0,0.956724,0.110734,0,0.04143,0.002988,520.8866,207669.5
0.030667,8.578817,0.000125,1.494931,2.752903,0.109831,0.009187,0.000074,3.02018,0.693392,0.598088,0.606037,0.425657,0.127092,0.136441,0.143345,0.434291,0.085397,8.567158,0.574309,1.003494,0.476562,48.05316,2.888601,1.065897,0.974129,0.418597,0.856515,0.058319,42.32755,6.736684,498.51,0.840277,0.022799,0.40397,0.111848,0.000671,0.004712,1910.934,2.21962,0,0.683089,0.092596,0,0.216623,0.005253,349.4927,25303.05
0.039803,7.362331,0.000022,1.58279,3.312035,0.132527,0.015419,0.000009,2.485385,0.342774,0.743989,0.343696,0.371507,0.134732,0.154967,0.134434,0.306601,0.122234,8.494839,0.57341,1.002661,0.521989,137.8057,6.342532,1.337502,0.669078,2.208442,0.878032,0.081053,136.8995,8.674833,1889.189,3.171486,0.031148,0.100773,1.269075,0.000691,0.00498,11240.94,4.115389,0,0.961385,0.163518,0,0.037149,0.001794,454.5574,181616.7
0.050091,6.498313,0.000064,1.507963,2.628776,0.157564,0.019163,0.000072,2.222118,0.571885,0.335876,0.338074,0.405286,0.130579,0.112227,0.102532,0.383579,0.099604,10.906158,0.547568,1.002709,0.496791,68.35238,4.133582,1.261491,0.65508,0.543007,0.880495,0.069272,31.2167,5.666078,1054.993,2.292273,0.025089,0.051989,0.128766,0.000384,0.006998,870.4399,0.694445,0,0.49534,0.066153,0,0.250145,0.005485,572.7779,70288.78
0.082554,3.186763,0.000473,1.543622,2.643,0.1758,0.053622,0.000561,2.18898,0.560104,0.59212,0.241565,0.355653,0.109266,0.128313,0.124571,0.241911,0.085318,97.651906,0.56532,1.007659,0.45227,77.90534,5.937582,1.590405,0.574131,0.84711,0.8949,0.061939,21.23961,4.528937,351.0406,1.330443,0.030667,0.030822,0.257779,0.000299,0.007265,707.8155,0.851836,0,0.676431,0.096715,0,0.219018,0.006199,1113.061,845665.6
0.058305,4.586279,0.000019,1.491375,2.681097,0.165794,0.033995,0.000026,2.657272,0.414177,0.319941,0.319129,0.303171,0.115558,0.135376,0.096432,0.273267,0.103919,17.799047,0.559713,1.004937,0.547,76.62126,5.02709,1.395792,0.631387,0.956246,0.892927,0.120624,89.0238,5.518519,342.0354,1.211542,0.024329,0.070898,0.398938,0.000246,0.009971,6889.54,0.839081,0,0.938083,0.114472,0,0.058122,0.003195,648.0609,210311.1
0.018215,6.238258,0.000032,1.650447,2.597143,0.064083,0.010781,0.000032,2.510743,0.506177,0.348649,0.430956,0.379119,0.156599,0.149224,0.159271,0.476242,0.111487,5.319265,0.585989,1.002466,0.46886,42.83,2.84406,1.013773,1.120416,0.360397,0.826123,0.036857,63.3676,7.77071,718.9181,2.082315,0.065293,0.219306,0.18293,0.003298,0.002955,2602.219,7.069405,0,0.787617,0.084775,0,0.167388,0.002332,222.0954,51766.49
0.052779,4.924207,0.000251,1.671279,2.524986,0.134958,0.022938,0.000303,2.224209,0.512709,0.347656,0.341601,0.425383,0.173785,0.131865,0.115314,0.254235,0.128671,28.139984,0.526329,1.004044,0.49139,55.75513,4.671303,1.486667,0.565722,0.345937,0.881111,0.054123,37.20029,4.25877,279.5177,0.981309,0.025241,0.090499,0.061096,0.000322,0.005382,827.0579,0.603661,0,0.426099,0.04497,0,0.244702,0.003296,613.3032,137925.4
0.034725,4.939571,0.000169,1.589183,2.738075,0.120806,0.03041,0.000149,1.770853,0.535719,0.329745,0.221813,0.455575,0.145738,0.121532,0.110207,0.315552,0.107559,12.984176,0.606257,1.002542,0.514086,58.37353,4.241707,1.327304,0.706772,0.43183,0.884982,0.054654,54.6558,5.416322,278.3496,1.740713,0.055415,0.096726,0.074664,0.000321,0.003017,2284.824,2.013377,0,0.856192,0.08045,0,0.12321,0.003556,428.2147,547857.9
0.030617,4.025075,0.000623,1.500608,2.490706,0.11621,0.0193,0.000476,2.01857,0.256372,0.25452,0.277436,0.359483,0.113058,0.101182,0.104996,0.126604,0.078524,53.944331,0.556458,1.004339,0.457559,72.34987,5.029795,1.399315,0.710676,0.902939,0.90694,0.128876,141.2979,5.606489,103.5123,0.776571,0.018816,0.039714,0.203868,0.000081,0.007304,9574.641,0.338715,0,0.943409,0.111573,0,0.053424,0.00247,331.2756,46294.04
0.067301,6.694359,0.000081,1.496636,2.823835,0.170216,0.023878,0.00012,2.592539,0.76809,0.661953,0.439144,0.390834,0.105973,0.14084,0.129797,0.347153,0.08106,13.303632,0.515562,1.002977,0.465519,95.48804,5.757357,1.395664,0.529763,0.770469,0.869373,0.07423,43.65525,5.962637,2190.918,11.08327,0.116443,0.052969,0.134533,0.000713,0.006033,1360.683,1.338317,0,0.876831,0.122006,0,0.10807,0.004314,822.96,312153.5
0.040689,4.361103,0.000897,1.443554,2.376237,0.146344,0.028103,0.001242,1.759202,0.286695,0.200352,0.165051,0.315655,0.093132,0.094371,0.092217,0.214005,0.066315,109.09593,0.584653,1.008094,0.533752,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.051875,5.43749,0.000047,1.508601,2.985051,0.145804,0.034807,0.000044,3.172595,0.535391,0.465783,0.448868,0.509303,0.116145,0.113833,0.120176,0.288555,0.111538,12.353236,0.548894,1.002612,0.500206,76.97829,4.844865,1.352049,0.523098,0.636877,0.894291,0.072326,83.69498,6.052451,549.5417,1.668519,0.040698,0.04802,0.199129,0.000186,0.003772,4664.505,1.432901,0,0.950067,0.084287,0,0.047472,0.001938,572.3632,380830.1
0.035224,9.220519,0.000154,1.488532,2.827217,0.137357,0.014025,0.000192,2.533894,0.476985,0.464888,0.434966,0.327564,0.155588,0.13676,0.115185,0.251439,0.095542,23.112715,0.550454,1.003076,0.542378,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
0.033361,4.890752,0.000453,1.454645,2.648213,0.147156,0.018508,0.00086,1.88957,0.492914,0.376037,0.423469,0.315336,0.102157,0.09221,0.09471,0.266396,0.077127,51.507342,0.580401,1.00584,0.440742,73.21012,4.642903,1.327559,0.697227,0.925552,0.900155,0.089402,57.62271,5.889014,155.4879,0.386752,0.01025,0.041585,0.26985,0.000124,0.006717,2982.61,0.646825,0,0.466711,0.072303,0,0.249058,0.006496,373.3269,45311.8
0.039363,7.30536,0.000566,1.50586,2.871437,0.129795,0.017862,0.000384,2.402779,0.433303,0.337963,0.449698,0.338029,0.132523,0.10887,0.148475,0.359093,0.091491,30.251454,0.576975,1.00332,0.518253,62.15828,3.622721,1.170552,0.737501,0.579236,0.879345,0.083149,127.9889,6.548529,301.3981,0.951027,0.031139,0.110709,0.113039,0.000298,0.00434,10276.15,1.536365,0,0.913449,0.129444,0,0.079113,0.003049,451.4134,101145.5
0.066308,4.577324,0.00016,1.473582,2.548218,0.14403,0.050725,0.000158,3.043838,0.418217,0.464611,0.406393,0.315752,0.100176,0.111193,0.114846,0.312157,0.088705,20.166508,0.610175,1.003034,0.518922,89.27699,5.495846,1.410796,0.553121,1.036976,0.890156,0.123068,125.3867,5.949778,649.968,2.348698,0.044803,0.034074,0.365012,0.000146,0.012316,12591.39,1.466057,0,0.925433,0.111336,0,0.069053,0.002798,728.309,590711.3
0.065173,2.87755,0.000008,1.495158,2.393114,0.118585,0.06271,0.00001,2.329346,0.262397,0.257666,0.168989,0.295685,0.101264,0.09799,0.090685,0.150955,0.080391,19.204312,0.610553,1.009132,0.391652,65.82836,5.513587,1.575457,0.692687,0.843284,0.898235,0.09093,52.76116,4.547109,235.6124,0.8828,0.022556,0.079397,0.297306,0.000202,0.009069,3400.919,0.549731,0,0.894807,0.118783,0,0.09419,0.00351,684.081,522420.7
0.029886,7.28677,0.000246,1.450565,2.96639,0.121916,0.014091,0.000395,2.259616,0.601755,0.350505,0.53134,0.496383,0.161586,0.176307,0.170085,0.327797,0.09785,13.570257,0.603682,1.003621,0.512028,45.79584,3.16659,1.170016,0.663142,0.254277,0.866061,0.053472,79.17712,5.884047,216.0696,0.637913,0.030889,0.153618,0.088459,0.000511,0.002577,3838.458,2.412974,0,0.762317,0.070406,0,0.181311,0.003233,345.4882,65839.53
0.055152,5.247394,0.00026,1.496912,2.894127,0.154098,0.039203,0.000255,3.29547,0.395845,0.313542,0.288339,0.429905,0.110148,0.126086,0.11125,0.285068,0.07026,44.915265,0.646327,1.004842,0.438761,74.74166,4.821299,1.378963,0.563062,0.717648,0.885025,0.061277,49.23537,5.56736,478.7314,1.484767,0.035899,0.060556,0.235946,0.000298,0.006654,4824.217,0.872437,0,0.739015,0.06045,0,0.193001,0.002768,651.545,234685.5
0.05665,3.614428,0.000382,1.471272,2.555517,0.16077,0.036191,0.000419,2.768669,0.295786,0.26312,0.243846,0.267765,0.103277,0.106429,0.098128,0.1893,0.077965,50.148905,0.573599,1.00664,0.447252,79.4244,5.639562,1.499299,0.562759,0.930956,0.899286,0.073101,45.997,5.053815,226.5646,0.91451,0.017345,0.038787,0.326145,0.000143,0.004569,1784.492,0.30653,0,0.697736,0.060492,0,0.211041,0.003221,643.2719,224720.1
0.024698,7.529939,0.000025,1.433961,2.817286,0.098214,0.009962,0.000053,2.219704,0.444824,0.295126,0.416585,0.322562,0.111883,0.09579,0.101861,0.347785,0.09569,13.219624,0.562038,1.003588,0.462045,48.4742,3.081789,1.112845,1.179813,0.693185,0.885537,0.101275,57.72443,6.328808,126.7817,0.282271,0.013277,0.158804,0.223871,0.000212,0.009442,2511.106,1.152093,0,0.964048,0.130324,0,0.034683,0.002526,259.0434,11448.55
0.081408,4.237648,0.000036,1.511158,2.694504,0.161293,0.04823,0.000025,2.556166,0.620879,0.477694,0.432567,0.327011,0.133457,0.110117,0.109006,0.280615,0.107309,14.665977,0.575392,1.002611,0.498201,84.87394,5.802714,1.502224,0.506544,0.729249,0.888801,0.111145,87.06844,5.266693,271.5581,1.581717,0.033485,0.019271,0.0644,0.000214,0.006142,2774.417,0.474426,0,0.94008,0.079627,0,0.056367,0.001963,843.2312,431191.3
0.038583,7.083166,0.000222,1.434683,2.97652,0.131905,0.007076,0.000154,1.837559,0.852041,0.403836,0.54594,0.390324,0.101346,0.10588,0.128193,0.197952,0.082062,22.26078,0.551903,1.002607,0.491302,55.41522,3.677443,1.232006,0.61102,0.401107,0.880596,0.089892,108.6698,5.597157,218.2157,0.486363,0.011978,0.035152,0.05299,0.000399,0.006737,7124.032,0.629586,0,0.82024,0.110428,0,0.147545,0.003838,442.0042,21096.05
0.058533,6.156427,0.000144,1.500039,2.496775,0.159677,0.032731,0.00015,2.759383,0.387775,0.434098,0.418045,0.400843,0.117762,0.119632,0.164046,0.346864,0.08029,18.162022,0.605947,1.003254,0.503006,95.6456,5.682428,1.429511,0.622801,0.977273,0.885067,0.151957,134.2517,5.942025,796.0924,2.181135,0.030807,0.037071,0.150356,0.000338,0.013778,11506.37,0.720375,0,0.551265,0.080127,0,0.247537,0.006333,695.2398,280841.4
0.024923,5.799456,0.000258,1.458984,2.586063,0.092687,0.014721,0.000253,1.929202,0.468402,0.251172,0.451491,0.309503,0.117466,0.114416,0.134506,0.18356,0.074432,19.902425,0.604628,1.003494,0.523916,55.62333,3.732676,1.214228,0.989413,0.612285,0.885152,0.052638,38.40102,6.133019,205.3915,0.95336,0.028319,0.158209,0.169377,0.000314,0.004038,1076.129,1.319637,0,0.912783,0.091926,0,0.079663,0.002688,287.0964,48492.35
0.038674,6.671751,0.000108,1.48835,2.784022,0.13506,0.027593,0.000091,3.799184,0.369966,0.507121,0.226027,0.406348,0.121994,0.098125,0.114644,0.299941,0.078346,17.560825,0.584137,1.004471,0.518644,69.48446,4.187568,1.251894,0.612512,0.679663,0.885037,0.059925,60.00738,6.447853,322.4345,1.24932,0.034963,0.040578,0.116154,0.000194,0.003398,2444.46,1.5317,0,0.843542,0.082343,0,0.132067,0.002625,415.3768,98109.33
0.045771,6.866933,0.000254,1.575605,2.760441,0.137287,0.016795,0.000156,2.240639,0.465288,0.430708,0.377863,0.373978,0.161079,0.120371,0.1308,0.248939,0.099927,22.128819,0.550904,1.002864,0.506478,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516
0.123631,3.412093,0.000166,1.467052,2.590768,0.230318,0.028045,0.000287,3.904243,0.582831,0.336264,0.54684,0.449779,0.100065,0.145869,0.146973,0.136214,0.081116,19.338286,0.576941,1.003241,0.498743,94.17491,6.246646,1.557771,0.492658,0.992,0.885649,0.064687,43.4197,5.153592,277.3354,0.792685,0.015236,0.02855,0.252341,0.000383,0.007155,1435.268,1.034911,0,0.951398,0.122613,0,0.046271,0.003763,1190.09,456400.7
0.048748,4.996528,0.000016,1.429531,2.762122,0.126279,0.035977,0.000011,2.092175,0.36447,0.318784,0.234534,0.328782,0.117177,0.126153,0.098673,0.282202,0.090111,10.835624,0.582557,1.003018,0.479795,73.40571,4.931948,1.388386,0.713707,0.866823,0.890481,0.072248,35.9064,5.498555,282.6688,1.756395,0.041327,0.065057,0.150832,0.000236,0.008571,1583.047,1.168789,0,0.923435,0.130606,0,0.07075,0.002816,592.9365,274222.8
0.032428,4.4988,0.000012,1.500719,2.968309,0.101469,0.018389,0.000013,3.104354,0.472559,0.725075,0.416277,0.317235,0.140856,0.112847,0.12772,0.134099,0.096484,8.129484,0.559225,1.003721,0.505357,63.70865,4.788817,1.394275,0.70867,0.689523,0.88276,0.119688,140.1274,5.248175,242.0566,1.649823,0.046007,0.187479,0.266315,0.000248,0.01404,21729.17,0.809056,0,0.976032,0.130339,0,0.023409,0.001634,366.7589,64991.8
0.041192,6.595399,0.000124,1.397919,2.99892,0.124793,0.01772,0.000093,2.453698,0.666286,0.395473,0.495406,0.341752,0.103329,0.101602,0.115739,0.154741,0.072677,23.738395,0.556041,1.002957,0.491004,65.49373,4.092474,1.259513,0.769381,0.678171,0.884179,0.057085,43.24458,5.959754,229.2545,0.729223,0.016501,0.048752,0.087245,0.000251,0.003839,1336.192,0.519184,0,0.641145,0.083154,0,0.230231,0.005548,453.4961,98024.51
0.033227,8.281346,0.000213,1.458036,2.610327,0.145186,0.008311,0.000079,2.300942,0.392698,0.337742,0.200789,0.557569,0.109493,0.093006,0.076183,0.157086,0.082459,23.843551,0.554805,1.002932,0.504817,78.24547,3.820084,1.131661,0.682766,0.805504,0.880026,0.197045,208.3121,7.96628,185.8533,0.620919,0.013652,0.031266,0.097988,0.000152,0.01692,14624.82,1.008991,0,0.994008,0.100254,0,0.00596,0.000856,398.1447,24935.05
0.034614,6.294055,0.000114,1.533974,3.02413,0.107806,0.01548,0.000201,3.055947,0.63377,0.453732,0.504881,0.364449,0.107403,0.162016,0.10025,0.247839,0.091268,12.39542,0.561192,1.006212,0.419825,47.54517,3.938195,1.36998,0.663437,0.251052,0.884072,0.041338,38.78767,4.450454,135.2625,0.502586,0.018547,0.067667,0.023058,0.000346,0.002597,1569.98,0.670619,0,0.623835,0.095488,0,0.234821,0.006079,382.278,93319.65
0.04146,6.253571,0.000361,1.523395,2.536229,0.131715,0.02278,0.000302,1.885245,0.378387,0.550804,0.487627,0.425835,0.123829,0.109198,0.099839,0.146885,0.092562,17.745547,0.555417,1.005023,0.438081,68.88245,4.430229,1.301279,0.773961,0.905247,0.890254,0.074976,62.24895,6.119209,317.2074,1.543417,0.036872,0.050261,0.293615,0.00032,0.003767,3266.492,0.949535,0,0.912117,0.123222,0,0.080213,0.003672,453.5491,82179.54
0.063934,4.204551,0.000151,1.488523,2.9574,0.154542,0.049267,0.00026,2.154148,0.612934,0.514216,0.306242,0.344019,0.135582,0.161067,0.129325,0.471026,0.086656,25.927526,0.566103,1.006399,0.409518,76.62907,5.431744,1.477954,0.651728,0.874138,0.890737,0.054505,42.85577,5.170051,469.7901,1.696883,0.036246,0.083945,0.352807,0.000296,0.005553,2620.998,1.073554,0,0.950067,0.144369,0,0.047472,0.002517,719.3692,516754.1
0.045948,4.411764,0.000147,1.46261,2.64642,0.162146,0.015995,0.000086,1.679348,0.262972,0.260659,0.195499,0.284779,0.112007,0.114635,0.098673,0.164135,0.075954,26.288189,0.594051,1.003708,0.512952,86.94803,5.426413,1.41294,0.642378,1.170386,0.90596,0.193561,122.4381,5.839613,69.75302,0.291855,0.006351,0.011226,0.106514,0.000073,0.010422,5239.379,0.146271,0,0.86751,0.117116,0,0.115013,0.003447,543.1574,45857.41
0.0303,6.298445,0.000589,1.595184,2.993945,0.105857,0.021803,0.000804,2.49784,0.335133,0.292906,0.330704,0.308768,0.140983,0.125627,0.167328,0.214036,0.106199,43.687204,0.550155,1.010246,0.449403,59.90077,4.005444,1.254031,0.788449,0.755303,0.885432,0.05937,59.88974,5.956501,314.9925,1.474903,0.041122,0.121281,0.454775,0.000505,0.007085,4781.327,1.698898,0,0.779627,0.090562,0,0.171923,0.004289,337.57,84944.34
0.067768,4.429301,0.00009,1.470358,2.772229,0.169639,0.033117,0.000068,2.259263,0.450238,0.523527,0.385158,0.404095,0.127809,0.116953,0.102236,0.254897,0.078453,26.855316,0.553869,1.003914,0.517953,67.42951,5.000217,1.458453,0.667743,0.602032,0.892707,0.064247,30.65532,4.877423,350.2872,0.976249,0.021946,0.057497,0.073153,0.000288,0.005391,884.2578,0.687337,0,0.968043,0.116874,0,0.030957,0.002399,712.9184,232495.6
