@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_linregc2 numeric
@attribute pcm_RMSenergy_sma_stddev numeric
@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[1]_kurtosis numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[8]_amean numeric
@attribute pcm_zcr_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_max numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute mfcc_sma_de[3]_linregerrQ numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[4]_skewness numeric
@attribute mfcc_sma_de[4]_kurtosis numeric
@attribute mfcc_sma_de[5]_linregc1 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_skewness numeric
@attribute mfcc_sma_de[7]_amean numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute voiceProb_sma_de_amean numeric
@attribute output {romantic,notromantic}

@data
0.063244,0.019551,0.548266,-12.44828,-0.127755,3.038833,3.279675,2.86848,1.234447,0.017409,0.00384,0.424299,4.009384,0.702016,5.044101,-0.000001,0.167371,0.017558,0.000417,0.000061,-0.000053,romantic
0.029774,0.019674,0.684463,-6.947134,0.107587,2.356676,2.604182,-2.546096,0.829351,0.021042,0.002923,0.781953,5.030263,-0.021349,4.194297,-0.000003,0.206096,-0.024169,0.001214,0.000099,-0.000054,romantic
0.018003,0.009319,1.028423,-10.65827,-0.408343,3.322384,2.800111,-3.197741,0.612661,0.01136,0.00166,0.410683,3.936954,-0.035625,3.316488,0.000002,0.073674,0.065543,0.00056,0.000002,-0.000063,romantic
0.008932,0.009813,1.876163,-7.501399,-1.020442,4.266455,3.454795,-8.226195,3.064699,0.016761,0.001802,0.663855,5.967842,0.365811,5.024665,0,0.261825,0.051429,0.002585,0.000041,-0.000089,romantic
0.023045,0.019982,3.03553,-6.605051,-0.311496,2.559111,2.987492,-1.090615,3.178872,0.037118,0.00486,0.804402,7.329237,0.049625,4.606855,0.000006,0.885091,-0.299442,-0.000082,-0.000043,-0.000043,romantic
0.002281,0.005652,2.545834,5.698926,-0.267816,2.512837,2.566194,-3.798614,7.465896,0.007404,0.000566,0.626697,4.157561,0.139696,5.07888,-0.000021,0.114972,-0.174642,-0.001058,-0.000036,-0.000033,romantic
0.008247,0.00591,1.54042,-1.88339,-1.09697,3.985691,2.735042,-7.532224,2.014894,0.008546,0.001114,0.420422,4.828744,-0.380183,4.961752,0.000001,0.214312,-0.17956,-0.005372,-0.000012,-0.00001,romantic
0.00842,0.007944,1.397044,-1.822366,-0.358643,3.81781,3.97771,-3.272386,2.000365,0.006104,0.000922,0.697688,5.393231,-0.091125,4.873578,0.000013,-0.114427,0.305628,-0.003959,-0.000028,0.00007,romantic
0.009587,0.01029,1.030345,-5.306455,-0.019228,3.013501,3.9464,-1.375009,2.334634,0.012726,0.002421,1.297634,4.179857,0.201606,4.290644,0.000003,0.447989,-0.012643,0.000207,-0.000182,0.000005,romantic
0.006866,0.009157,4.005201,-2.766216,-1.749092,9.18481,4.171606,3.310168,5.793257,0.014191,0.001113,0.407778,5.432969,-0.412905,6.399996,0,-0.093293,0.103731,-0.000084,0.000042,-0.000104,romantic
0.017249,0.019913,1.351082,-5.093038,-0.372924,3.604915,3.172785,1.841188,1.627705,0.013274,0.002134,0.616162,6.820673,-0.333731,6.283413,0.000003,-0.259509,0.076194,-0.003199,0.000027,0.000005,romantic
0.018402,0.014931,0.493913,-10.5046,-0.599061,4.860454,3.226575,-1.163255,3.090734,0.015124,0.002651,0.709608,4.987956,-0.110911,4.287621,0.000002,0.026565,0.030983,0.005686,0.000005,-0.000171,romantic
0.017201,0.008503,1.579202,-7.948396,-0.503685,2.412667,3.319666,-5.070864,4.15997,0.015904,0.002193,0.714555,4.262224,0.061489,4.495481,-0.000001,-0.177306,0.169229,0.002262,0.000017,0.000068,romantic
0.003939,0.004368,2.472404,-0.389297,-1.03323,4.59866,3.525165,-9.281378,3.674184,0.005039,0.000625,0.486784,7.512211,-0.014428,5.388644,0.000001,-0.390583,-0.056442,0.000514,-0.000011,0.000082,romantic
0.004401,0.004696,1.934498,-3.341512,0.566452,3.354063,2.864485,-0.959218,2.941978,0.007223,0.001296,1.334381,6.452569,-0.385415,4.797308,-0.000006,-0.019565,0.13456,0.005007,0.000042,-0.000053,romantic
0.012449,0.007659,4.218524,-1.138236,-1.449895,7.203223,3.284508,-0.48908,4.856665,0.014373,0.001671,1.129529,6.995162,-0.154462,4.092182,-0.000004,-0.334485,0.077923,-0.000058,0.000001,-0.000058,romantic
0.009622,0.009286,1.51716,-2.516807,-0.678869,3.998558,3.028022,-1.670523,4.604461,0.013536,0.001597,0.68733,10.00484,-0.342193,5.810688,0.000001,0.138975,0.206349,0.004837,-0.000169,-0.000106,romantic
0.019156,0.01483,0.421442,-7.580949,-0.636067,3.677697,2.913324,-2.016859,1.940335,0.014983,0.002395,0.482897,4.122115,0.203271,3.991437,0.000004,0.0399,-0.054876,0.000814,0.000011,-0.000005,romantic
0.01281,0.01084,1.951113,-1.341807,-1.047868,4.41392,2.852366,-0.833894,3.441254,0.020121,0.002376,0.506981,3.896165,0.204296,3.759648,0.000002,0.045791,0.013436,-0.000044,0.00003,-0.000025,romantic
0.0275,0.018517,0.637661,-9.055779,0.436155,2.541223,2.540784,-6.728711,1.128678,0.016955,0.003533,0.481188,3.220846,0.040101,3.765087,-0.000006,0.138499,-0.008304,-0.005918,0.000062,0.000004,romantic
0.013192,0.011853,2.901321,-4.803753,-0.335692,3.875735,3.287926,2.115233,2.545576,0.016834,0.002146,0.444197,4.931852,-0.369114,4.248006,0.000008,-0.178533,-0.061278,0.001753,0.000014,0.000083,romantic
0.003223,0.005284,2.803615,-2.793717,-0.882488,3.26051,3.601225,1.561054,1.40399,0.002602,0.000388,0.322418,2.950159,-0.03117,3.008945,-0.000008,0.074256,-0.002965,0.001581,-0.000099,0.000226,romantic
0.020108,0.013895,1.97494,-2.721908,-0.146,3.173012,3.013768,0.663384,3.652634,0.022841,0.002985,0.930466,5.48874,0.341581,4.627439,-0.000009,-0.088,0.180478,-0.000737,-0.000033,-0.00008,romantic
0.007292,0.007072,0.784359,6.110993,-0.635961,3.540585,3.541688,-0.93292,1.498643,0.009224,0.000941,0.807368,5.277811,-0.214364,6.186684,-0.000006,-0.139927,0.342464,0.000169,-0.000097,-0.000157,romantic
0.035218,0.010924,0.637629,-7.396637,0.216018,2.655081,2.778645,-2.081691,0.8985,0.01463,0.002291,0.535016,4.553707,-0.42895,5.121478,0.000002,-0.274753,-0.175452,-0.006056,-0.000065,-0.000047,romantic
0.008655,0.013677,4.135918,-5.600585,-0.831161,4.982847,2.943721,-1.232254,3.22721,0.022359,0.00223,0.572749,5.112679,0.877095,5.536311,0.000001,0.551203,0.424384,0.003861,0.000002,-0.000052,romantic
0.006135,0.006642,0.703529,-1.137552,0.126204,3.46603,2.755181,-3.648304,2.684424,0.008159,0.000978,0.655503,5.683614,-0.052404,4.553347,0.000002,0.018302,-0.109411,0.002724,0.000043,0.000014,romantic
0.019114,0.013496,1.043764,-3.6476,-0.248574,3.674815,2.843534,-0.277883,3.294751,0.013886,0.001719,0.421675,5.963113,0.091579,4.04868,0,-0.045048,-0.267393,-0.001898,-0.000003,-0.000039,romantic
0.009255,0.0121,1.389615,2.435804,0.622536,2.806515,3.274763,0.02411,1.796335,0.016684,0.002119,0.760135,6.024088,-0.214987,5.49229,-0.00001,-0.246908,0.285449,0.000003,-0.000085,-0.000023,romantic
0.021343,0.014512,0.796797,-6.007223,-0.14212,3.465483,3.143872,-4.615889,0.793866,0.019471,0.002508,0.579307,3.96938,0.014695,3.895697,-0.000002,0.087738,0.196633,0.003602,0.000022,-0.000069,romantic
0.00994,0.004301,1.968709,-2.681493,-0.61797,4.715596,2.69194,-5.132809,3.973821,0.006299,0.000668,0.419031,4.708479,-0.116927,4.95999,-0.000007,0.151694,-0.37284,-0.000196,-0.000004,-0.000101,romantic
0.004823,0.005748,3.563004,2.300005,-1.077807,3.889279,3.62945,-0.358896,4.635666,0.00935,0.000997,0.816675,8.874392,-0.244152,6.645337,-0.000004,-0.032836,-0.178022,-0.001262,0.00002,0.000079,romantic
0.009206,0.005597,1.658473,-6.11431,-0.228624,2.662123,2.653363,-6.627307,3.500715,0.00526,0.000767,0.659061,5.236484,-0.278509,5.760782,-0.000003,0.030228,0.200606,-0.002796,-0.000007,0.000017,romantic
0.005721,0.001323,0.650876,-1.227151,0.039771,2.789166,3.00179,-3.831366,0.488125,0.001483,0.000276,0.344076,3.162323,-0.077695,3.119798,-0.000003,0.114281,0.023749,-0.001005,-0.000007,0.000027,romantic
0.012262,0.005901,1.968984,4.062107,-0.133267,2.085407,3.489486,-5.455511,1.41624,0.00486,0.000698,0.708746,4.445819,0.051972,4.389824,-0.000003,-0.048602,0.01988,0.000897,0.000016,0.000035,romantic
0.009264,0.006782,2.223708,-5.408592,-0.680849,5.272023,3.418597,-5.563546,3.03905,0.006182,0.00089,0.435883,6.283578,-0.164377,4.130446,-0.000001,-0.04253,0.060117,0.000807,0.000043,0.000107,romantic
0.018398,0.006802,1.634855,-6.033885,-1.291068,5.083761,3.026005,-2.105866,3.506103,0.010478,0.001601,0.657979,4.339798,0.151719,3.970534,0,-0.038887,0.084113,-0.002912,-0.000131,0.000092,romantic
0.012112,0.011982,2.856768,-7.107594,-1.024794,4.193256,2.79114,0.149053,3.475509,0.02094,0.002371,0.55451,4.729707,-0.070014,3.941212,0.000005,-0.087625,-0.090051,-0.003323,0.000023,0.00005,romantic
0.007417,0.002886,1.282025,-0.521248,-0.08422,3.832123,3.312104,-2.849043,3.415999,0.004632,0.000591,0.462962,4.138225,0.043,3.980536,-0.000002,-0.132093,-0.03384,0.000622,-0.000007,-0.000012,romantic
0.026859,0.008702,3.586008,-8.772005,-0.48667,3.745029,3.442125,-5.145129,3.341443,0.019063,0.002419,1.006417,5.594627,0.688938,4.022112,0.000007,-0.084961,0.422388,0.00337,0.000027,-0.000008,romantic
0.038903,0.014572,0.868709,-7.212779,0.267982,2.350221,2.893149,-1.650142,1.067536,0.016216,0.003359,0.48206,3.76467,0.722533,5.416362,-0.000004,0.209242,0.090074,0.003497,0.000049,-0.000003,romantic
0.005823,0.006904,2.10614,-6.717189,-0.753631,3.532471,3.011687,-2.093477,2.666217,0.008919,0.001499,0.593936,5.001352,0.538428,4.814694,-0.00001,0.758448,0.556837,0.000515,-0.000035,-0.000067,romantic
0.017488,0.012779,1.467257,-6.431821,-0.390145,2.427361,3.595175,-4.092352,2.149197,0.019618,0.002876,0.552026,4.557408,0.045573,4.655057,0.000003,0.200416,-0.084868,0.001488,0.00003,-0.000052,romantic
0.037937,0.021762,0.548154,-7.930811,0.836816,3.686996,2.651442,-5.004698,0.709455,0.024265,0.00456,0.972904,5.89665,0.183354,4.337284,0.000005,-0.195898,-0.142408,-0.00524,-0.000007,-0.000185,romantic
0.059138,0.032923,0.303929,-14.99631,0.006723,3.664816,4.116638,3.299743,0.325058,0.046814,0.00831,0.855604,4.603444,0.79445,5.862374,0.000003,0.005703,-0.092007,-0.001849,-0.000112,0.000167,romantic
0.00229,0.001197,1.208434,-1.634218,-0.511623,3.413215,2.770279,-2.024814,1.287191,0.001603,0.000192,0.265976,4.31178,-0.243738,5.416192,-0.000003,0.416393,0.049504,-0.000149,-0.000002,0.000088,romantic
0.018512,0.009222,1.595821,-6.442298,-0.72475,4.122299,3.124815,2.489316,1.801138,0.009979,0.001477,0.466484,3.671873,0.072913,3.820873,0,0.1554,0.105583,0.002065,0.000069,0.000022,romantic
0.026033,0.020389,1.314429,-5.59992,-0.735116,5.091988,3.128964,-1.833403,2.558436,0.012748,0.001564,0.341599,4.260775,-0.034667,3.048738,0.000005,0.013369,0.067443,0.001152,-0.000219,0.000052,romantic
0.017203,0.014368,4.728629,-2.157654,-1.065854,4.646861,2.720955,0.86132,4.681357,0.024482,0.00299,0.61062,5.125305,-0.295609,4.235085,-0.000001,0.116609,0.174327,-0.003095,0.000018,-0.000066,romantic
0.015034,0.010417,1.539599,-3.768228,-0.333867,2.134052,4.230591,-6.080101,2.700554,0.008331,0.001288,0.402587,5.897217,-0.84408,5.561358,-0.000001,-0.318816,-0.025279,-0.00048,0.000019,0.000055,romantic
0.032631,0.017488,1.622508,-7.867043,-0.658289,3.046711,3.499532,0.142795,2.92608,0.021706,0.003462,0.487215,5.893857,-0.075537,5.134821,-0.000001,0.209441,-0.021593,0.004714,0.000007,-0.000047,romantic
0.007089,0.006983,2.900532,6.565015,-0.022249,1.814573,3.301596,-1.939842,2.317451,0.018106,0.001345,0.569302,6.275749,0.01583,5.163885,0,-0.431444,-0.462111,0.007932,0.000007,0.000019,romantic
0.00228,0.000974,2.941875,-0.528894,-1.134632,5.482929,2.904366,1.356623,1.498311,0.001701,0.000253,0.348676,5.645903,0.528928,4.18205,0.000003,0.127732,0.021143,0.001549,-0.00002,-0.000074,romantic
0.018336,0.011442,3.662609,-3.705055,-0.504863,4.699946,2.645563,-4.192135,5.689618,0.020676,0.002205,0.831895,4.094081,-0.202068,3.928387,0.000002,-0.015747,-0.052105,0.000218,0.000019,-0.000098,romantic
-0.001267,0.005945,1.508409,-3.257228,-0.887499,4.390822,3.125989,0.289955,5.096674,0.004591,0.00049,0.462475,7.295596,0.247666,5.290724,0.00001,0.281685,0.135871,-0.000372,0,0.000188,romantic
0.033642,0.01961,1.187257,-10.76722,-0.58939,3.502317,3.203571,-2.731645,1.795745,0.024243,0.0042,0.557353,4.043533,-0.008806,3.918272,-0.000005,0.072267,-0.006451,0.002847,0.000011,-0.00008,romantic
0.015756,0.015074,1.661606,-5.456105,-0.652377,3.777457,3.571322,-4.78661,3.183341,0.021347,0.002415,0.531621,6.350211,0.424607,4.917243,-0.000002,-0.042434,0.045949,-0.000413,0.000037,-0.000041,romantic
0.016773,0.019131,2.114807,-1.285901,-0.101348,2.183386,2.412287,-5.329839,3.046985,0.029189,0.002954,0.791073,4.339165,0.035143,4.742955,-0.000004,0.385359,0.120095,0.008474,0.000013,-0.000089,romantic
0.018265,0.014141,1.411915,-3.503954,-0.622799,3.616822,3.929169,-2.534529,2.064529,0.016348,0.002344,0.720931,4.466252,-0.171262,3.949249,0.000003,-0.06359,-0.23654,-0.003589,0.000062,-0.000001,romantic
0.008795,0.006384,0.971333,-6.519751,-1.215059,6.71751,4.44776,0.318419,4.797298,0.009655,0.001071,0.707501,4.137563,0.380838,4.311952,-0.000003,0.527826,0.095908,-0.003017,0.000026,0.000192,romantic
0.024975,0.020061,1.214912,-7.657692,0.071796,3.061188,3.586596,-3.897921,1.653601,0.017359,0.002923,0.544142,4.643756,0.140278,3.156107,-0.000001,0.206558,0.050983,-0.000115,0.000046,0.000042,romantic
0.009717,0.008075,1.260175,0.407915,-1.010969,5.481252,3.133612,-3.613111,4.89886,0.008204,0.001108,0.459698,4.688374,-0.030055,4.692226,0.000008,0.175574,0.358705,-0.002755,0.000027,-0.000117,romantic
0.019692,0.019092,1.85715,-1.336471,-1.914984,7.669644,2.921035,-6.471115,4.118667,0.027366,0.002504,0.848606,7.134102,-0.000439,5.294588,-0.000007,0.064489,-0.02531,-0.002754,0.000013,0.000149,romantic
0.011284,0.012695,2.36635,-5.493319,-0.670156,3.863735,2.98596,-5.065862,4.988792,0.022294,0.002992,0.732932,4.709119,-0.160024,4.970563,0.000005,-0.100523,0.140678,0.002919,0.000061,-0.000019,romantic
0.037254,0.013461,0.711836,-8.640593,-0.667887,3.509493,2.94802,2.970787,1.655223,0.011762,0.00227,0.595813,4.614123,0.078524,4.461703,-0.000004,0.140313,-0.121518,-0.003466,0.000057,0.000022,romantic
0.076307,0.03236,1.155217,-12.58967,-0.148733,4.01722,3.021268,1.218188,1.270765,0.051984,0.006322,0.496217,3.739173,-0.045842,3.95476,-0.000001,-0.119418,0.084599,0.000953,0.000081,-0.000029,notromantic
0.017896,0.008262,0.619178,-12.49966,0.247557,3.070674,2.644611,1.212185,0.862354,0.009714,0.001399,0.471711,3.673026,0.012588,3.465547,-0.000001,-0.148827,-0.160114,0.002758,0.000011,-0.000005,notromantic
0.015968,0.013108,2.047073,-10.26006,-0.418701,3.339885,3.31,1.102471,2.378163,0.020962,0.003455,1.571722,3.853988,-0.282369,4.080497,-0.000007,-0.878275,-0.122584,0.000606,0.00008,-0.000165,notromantic
0.032841,0.014108,0.460966,-10.22506,-0.601349,3.22956,3.328796,-1.673092,1.117977,0.015719,0.003635,0.800198,4.559478,0.385649,3.480605,-0.000008,0.101032,0.183957,-0.000311,0.000004,0.000016,notromantic
0.030854,0.008852,0.702834,-8.996593,-0.119477,2.490816,2.647996,-3.246008,0.728087,0.016962,0.002072,0.448596,3.637269,0.363041,3.48801,0.000002,-0.028533,0.161832,-0.00006,-0.000017,0.000064,notromantic
0.006341,0.00585,2.922663,-5.553667,-1.928311,8.807372,3.107666,-9.711082,5.054691,0.007485,0.001152,1.623778,6.323899,-0.151113,4.165618,-0.000003,-0.360973,-0.024215,0.002912,0.000065,0.000044,notromantic
0.008489,0.00577,0.868707,-5.543818,0.295641,2.836837,3.248742,-0.652639,1.453187,0.006123,0.001368,1.318567,3.764737,0.143574,3.789432,0.000002,0.022684,0.059906,0.001311,0.000009,-0.000057,notromantic
0.038127,0.024211,0.342316,-12.51526,-0.287168,3.483085,2.584547,3.088574,1.211109,0.021781,0.004515,0.745804,3.98329,0.325395,3.470131,0.000005,0.051878,-0.019886,-0.002766,0.000112,-0.000064,notromantic
0.038127,0.024211,0.342316,-12.51526,-0.287168,3.483085,2.584547,3.088574,1.211109,0.021781,0.004515,0.745804,3.98329,0.325395,3.470131,0.000005,0.051878,-0.019886,-0.002766,0.000112,-0.000064,notromantic
0.009223,0.007017,2.157045,-4.614113,-1.282889,5.108,2.802546,-9.062325,3.658228,0.009206,0.00142,0.727307,4.211444,-0.132567,3.778982,0.000001,0.033395,-0.073345,-0.000795,0.00002,-0.000016,notromantic
0.009223,0.007017,2.157045,-4.614113,-1.282889,5.108,2.802546,-9.062325,3.658228,0.009206,0.00142,0.727307,4.211444,-0.132567,3.778982,0.000001,0.033395,-0.073345,-0.000795,0.00002,-0.000016,notromantic
0.026569,0.012491,0.571143,-10.87136,0.101704,3.264723,3.282468,-1.164788,1.066362,0.018479,0.002875,0.914259,3.843194,-0.179873,3.288273,-0.000007,0.190188,-0.100005,-0.001209,-0.00003,-0.000123,notromantic
0.021727,0.015808,1.243128,-7.028229,-0.154022,2.884068,3.058179,1.028313,1.486894,0.016519,0.003331,0.596228,4.942226,-0.216148,3.858591,0,-0.12045,-0.205067,0.003058,0.000017,-0.000028,notromantic
0.014412,0.00688,1.114494,-13.19102,-1.022955,4.606447,3.722619,0.269177,1.2874,0.01301,0.002068,0.891956,6.31499,0.875309,5.494785,0.000003,0.248221,0.593584,-0.001458,0.00002,-0.000054,notromantic
0.014412,0.00688,1.114494,-13.19102,-1.022955,4.606447,3.722619,0.269177,1.2874,0.01301,0.002068,0.891956,6.31499,0.875309,5.494785,0.000003,0.248221,0.593584,-0.001458,0.00002,-0.000054,notromantic
0.020655,0.016257,2.219127,-6.885217,-0.620507,3.935148,2.617434,-1.014169,2.96569,0.026896,0.003983,0.630885,4.499398,0.049578,3.527835,0.000003,-0.005625,0.109097,0.00045,-0.000049,0.000069,notromantic
0.031795,0.025566,1.879772,-17.82505,0.31245,3.594167,2.455632,3.61461,1.076796,0.046184,0.005971,1.118603,7.28653,0.969153,5.733867,-0.000004,0.408432,0.804992,0.000159,0.000088,0.000116,notromantic
0.031795,0.025566,1.879772,-17.82505,0.31245,3.594167,2.455632,3.61461,1.076796,0.046184,0.005971,1.118603,7.28653,0.969153,5.733867,-0.000004,0.408432,0.804992,0.000159,0.000088,0.000116,notromantic
0.045167,0.021294,1.638238,-6.118427,-0.53382,3.3329,4.030111,2.375896,1.510059,0.020913,0.003473,0.525291,4.547759,-0.051382,3.681945,0.000001,0.217058,0.094573,-0.000402,0.000006,-0.000109,notromantic
0.036083,0.013928,1.284713,-11.79848,-0.30485,2.945356,3.045564,-3.321582,1.778284,0.017713,0.003291,0.652637,4.463439,-0.168666,3.791334,0.000007,0.183967,-0.025499,0.000598,0.000015,-0.00001,notromantic
0.036083,0.013928,1.284713,-11.79848,-0.30485,2.945356,3.045564,-3.321582,1.778284,0.017713,0.003291,0.652637,4.463439,-0.168666,3.791334,0.000007,0.183967,-0.025499,0.000598,0.000015,-0.00001,notromantic
0.0411,0.016782,0.561358,-10.21679,-0.443032,3.834136,2.651528,3.969009,1.968805,0.017028,0.00248,0.556908,3.917331,0.150103,4.063618,-0.000009,0.182893,0.014766,-0.000452,0.000134,0.000007,notromantic
0.0411,0.016782,0.561358,-10.21679,-0.443032,3.834136,2.651528,3.969009,1.968805,0.017028,0.00248,0.556908,3.917331,0.150103,4.063618,-0.000009,0.182893,0.014766,-0.000452,0.000134,0.000007,notromantic
0.0411,0.016782,0.561358,-10.21679,-0.443032,3.834136,2.651528,3.969009,1.968805,0.017028,0.00248,0.556908,3.917331,0.150103,4.063618,-0.000009,0.182893,0.014766,-0.000452,0.000134,0.000007,notromantic
0.005253,0.002293,0.27874,-4.582312,1.523801,5.405993,4.520105,-0.644039,0.770683,0.001484,0.000255,0.477017,6.151545,0.01731,3.588418,-0.00001,0.013951,-0.021935,-0.004661,0.000023,0.000101,notromantic
0.012602,0.005139,0.656734,-1.201681,0.043976,2.858531,2.818356,-5.572009,0.892903,0.009754,0.001072,0.565142,7.797502,0.17492,5.22141,-0.000008,0.650185,0.212758,0.003388,-0.000005,0.000009,notromantic
0.013454,0.006061,3.345009,4.978157,0.227192,4.188633,2.607605,-7.577711,6.464478,0.010288,0.000944,0.442153,7.123353,0.185014,5.441874,-0.000007,-0.521871,0.256553,0.001422,0.000009,0.000014,notromantic
0.072551,0.0204,0.558559,-11.85139,-0.10979,2.950397,2.778466,-0.696468,0.708013,0.024276,0.004887,0.690682,3.84651,-0.067685,3.463382,-0.000005,-0.025376,0.351779,0.000592,-0.000069,0.000004,notromantic
0.002281,0.005652,2.545834,5.698926,-0.267816,2.512837,2.566194,-3.798614,7.465896,0.007404,0.000566,0.626697,4.157561,0.139696,5.07888,-0.000021,0.114972,-0.174642,-0.001058,-0.000036,-0.000033,notromantic
0.002281,0.005652,2.545834,5.698926,-0.267816,2.512837,2.566194,-3.798614,7.465896,0.007404,0.000566,0.626697,4.157561,0.139696,5.07888,-0.000021,0.114972,-0.174642,-0.001058,-0.000036,-0.000033,notromantic
0.024763,0.016854,2.060924,-8.296092,-0.665231,3.639793,3.149863,-2.515323,2.595565,0.022383,0.003252,0.711223,4.445003,0.384165,4.294866,0.000001,0.306984,-0.134316,0.002838,0.000063,0.000025,notromantic
0.01411,0.008292,0.781292,-14.27678,0.044771,3.262567,3.375888,0.240267,1.421206,0.012792,0.002017,1.471621,5.535783,0.675993,4.053131,0.000004,0.172813,0.373552,-0.005541,-0.000061,-0.000014,notromantic
0.015357,0.007935,2.195387,0.822942,-0.488514,3.416381,2.503488,5.912946,4.380388,0.01392,0.001525,0.357011,4.00666,0.153662,4.189463,-0.000004,0.229888,0.034938,0.002307,-0.000019,-0.000093,notromantic
0.015357,0.007935,2.195387,0.822942,-0.488514,3.416381,2.503488,5.912946,4.380388,0.01392,0.001525,0.357011,4.00666,0.153662,4.189463,-0.000004,0.229888,0.034938,0.002307,-0.000019,-0.000093,notromantic
0.015357,0.007935,2.195387,0.822942,-0.488514,3.416381,2.503488,5.912946,4.380388,0.01392,0.001525,0.357011,4.00666,0.153662,4.189463,-0.000004,0.229888,0.034938,0.002307,-0.000019,-0.000093,notromantic
0.015263,0.007178,1.958779,-9.452558,-0.35082,3.083988,3.238051,-1.219792,2.413964,0.010942,0.001425,1.024571,3.995563,0.15187,4.200386,-0.000003,0.352462,0.321713,-0.000231,-0.000224,-0.000035,notromantic
0.008399,0.009549,3.058536,8.188938,-0.900219,3.926806,2.981214,4.282959,4.823334,0.017282,0.001538,0.522717,5.225481,0.367245,5.434527,-0.000007,0.507013,0.043065,-0.001742,-0.000145,-0.000112,notromantic
0.008399,0.009549,3.058536,8.188938,-0.900219,3.926806,2.981214,4.282959,4.823334,0.017282,0.001538,0.522717,5.225481,0.367245,5.434527,-0.000007,0.507013,0.043065,-0.001742,-0.000145,-0.000112,notromantic
0.010715,0.011111,1.116991,-6.178779,-0.398953,3.257377,2.694255,0.373228,1.191969,0.009925,0.001696,1.075379,4.743177,0.413776,4.358376,-0.000002,0.407904,0.645795,-0.000017,0.000014,0.00006,notromantic
0.010715,0.011111,1.116991,-6.178779,-0.398953,3.257377,2.694255,0.373228,1.191969,0.009925,0.001696,1.075379,4.743177,0.413776,4.358376,-0.000002,0.407904,0.645795,-0.000017,0.000014,0.00006,notromantic
0.010715,0.011111,1.116991,-6.178779,-0.398953,3.257377,2.694255,0.373228,1.191969,0.009925,0.001696,1.075379,4.743177,0.413776,4.358376,-0.000002,0.407904,0.645795,-0.000017,0.000014,0.00006,notromantic
0.006135,0.006642,0.703529,-1.137552,0.126204,3.46603,2.755181,-3.648304,2.684424,0.008159,0.000978,0.655503,5.683614,-0.052404,4.553347,0.000002,0.018302,-0.109411,0.002724,0.000043,0.000014,notromantic
0.010067,0.004593,0.447295,-1.664308,-0.331355,2.938357,3.491722,2.304714,0.328312,0.005117,0.000741,0.339254,6.476054,-0.12411,3.718317,0.000002,0.265408,-0.009019,-0.001314,0.000016,0,notromantic
0.06449,0.023197,0.064623,-12.45366,0.769805,4.03868,2.960002,0.620831,1.772818,0.019057,0.003553,0.631504,4.698067,-0.41514,5.065253,-0.000006,-0.062492,0.02977,0.002398,-0.000039,-0.000052,notromantic
0.06449,0.023197,0.064623,-12.45366,0.769805,4.03868,2.960002,0.620831,1.772818,0.019057,0.003553,0.631504,4.698067,-0.41514,5.065253,-0.000006,-0.062492,0.02977,0.002398,-0.000039,-0.000052,notromantic
0.004687,0.009128,2.312962,3.213025,-1.388826,5.316412,3.022846,-4.000564,4.119159,0.013301,0.001383,0.483949,8.905658,-0.089416,3.930151,0,-0.318739,-0.136875,-0.001529,-0.000077,0.000133,notromantic
0.040862,0.020699,1.106166,-12.37229,-0.16441,2.811679,2.615489,-1.325194,1.933339,0.03357,0.005697,2.227354,3.876463,0.153298,3.67773,0.000004,0.348746,-0.000745,-0.001202,-0.00017,0.000044,notromantic
0.007099,0.00624,1.834975,2.07794,-1.305296,6.317441,3.054486,-2.340664,5.844844,0.004377,0.000518,0.445022,6.099805,-0.53152,6.890664,-0.000006,0.339192,-0.36441,-0.000837,0.00002,-0.000067,notromantic
0.007099,0.00624,1.834975,2.07794,-1.305296,6.317441,3.054486,-2.340664,5.844844,0.004377,0.000518,0.445022,6.099805,-0.53152,6.890664,-0.000006,0.339192,-0.36441,-0.000837,0.00002,-0.000067,notromantic
0.043186,0.021182,0.927001,-17.32125,-0.037256,3.567559,2.455862,-1.442979,0.834312,0.029255,0.00684,0.902788,3.818356,-0.151355,4.078591,-0.000004,-0.05905,0.098847,0.001471,-0.000054,0.000052,notromantic
