@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute output {lonely,notlonely}

@data
76.39963,1.451523,0.667622,0.896028,32.75507,5.30005,0.000174,0.006434,0.510709,lonely
56.17953,1.166386,0.806546,0.876874,133.4156,6.541514,0.000291,0.006475,2.14389,lonely
50.7307,1.333463,0.745856,0.887028,128.1869,5.035826,0.00022,0.007618,2.620082,lonely
67.33612,1.322627,0.507165,0.869653,82.97335,5.297718,0.000394,0.005275,0.668392,lonely
52.9241,1.180271,0.927374,0.892711,205.1566,6.090077,0.000184,0.013448,0.725857,lonely
50.24809,1.037438,1.064248,0.855302,58.51253,7.65403,0.000605,0.002464,2.570045,lonely
58.66706,1.23963,0.841825,0.874803,60.96968,6.108701,0.00039,0.004916,2.029196,lonely
31.58067,1.043557,0.866072,0.850622,50.97699,5.489459,0.000796,0.00099,1.622043,lonely
75.32526,1.330008,0.625901,0.884504,56.59116,5.705152,0.000339,0.008572,0.435461,lonely
70.25359,1.350191,0.79096,0.893382,28.45522,5.795211,0.000356,0.005017,0.954689,lonely
46.67415,1.159052,1.103263,0.872996,111.6462,6.290154,0.000595,0.003419,2.307366,lonely
54.39451,1.07351,0.834791,0.877407,115.9921,7.205318,0.000294,0.004062,1.350715,lonely
80.5078,1.337998,0.81172,0.899148,98.7744,6.304576,0.000251,0.008509,0.702425,lonely
86.75281,1.311406,0.695297,0.881874,83.46808,6.734293,0.000308,0.006207,0.85481,lonely
52.88941,1.220535,0.776413,0.871241,76.33255,5.512959,0.000521,0.004292,2.562959,lonely
69.90665,1.302629,0.774009,0.898517,78.47623,6.142042,0.000151,0.004893,0.633105,lonely
73.93706,1.295255,0.692655,0.894524,106.1846,6.202352,0.000236,0.007787,0.657735,lonely
71.99256,1.466444,0.444295,0.873099,35.3736,4.620528,0.000202,0.006979,0.492743,lonely
80.73443,1.386589,0.693282,0.906916,178.1365,5.809021,0.000082,0.014463,0.402087,lonely
54.91895,1.252714,0.53942,0.855901,93.78432,5.317229,0.000529,0.003974,1.779004,lonely
80.73064,1.474498,0.516186,0.893766,64.39119,5.222242,0.00014,0.007429,0.521136,lonely
66.33845,1.173917,0.901504,0.872969,147.6992,6.824826,0.000413,0.00627,1.658257,lonely
53.09016,1.48717,0.478236,0.8704,65.53266,3.839292,0.00035,0.003312,0.346651,lonely
59.49745,1.195593,0.898095,0.886683,100.5892,6.451085,0.000461,0.023369,1.60359,lonely
65.27656,1.13427,0.77133,0.888381,285.3341,7.064065,0.000219,0.012297,1.32519,lonely
59.1358,1.427611,0.556416,0.879342,58.82199,4.69816,0.000311,0.005714,1.621837,lonely
70.22516,1.177155,0.800074,0.888574,42.62124,7.207119,0.00032,0.006163,1.661016,lonely
77.74924,1.349238,0.739077,0.901874,80.76025,5.978035,0.000086,0.007019,0.590518,lonely
57.88151,1.383114,0.570389,0.871794,52.55852,4.96588,0.000485,0.004333,1.587057,lonely
74.99842,1.33115,0.768173,0.898117,49.52932,6.006043,0.000292,0.00793,0.961359,lonely
71.52449,1.249056,0.504442,0.882654,81.7993,6.01584,0.000226,0.008089,0.749145,lonely
110.3683,1.569025,0.553332,0.893421,135.8404,5.579559,0.000305,0.022339,0.776456,lonely
68.14135,1.31287,0.598264,0.869756,42.35242,5.915134,0.000631,0.00221,1.25097,lonely
55.75513,1.486667,0.565722,0.881111,37.20029,4.25877,0.000322,0.005382,0.603661,lonely
74.63521,1.231497,0.882807,0.898848,38.84975,6.680009,0.000165,0.007735,0.67455,lonely
57.38998,1.32783,0.638926,0.876979,87.46728,5.130991,0.000302,0.004965,1.671271,lonely
81.13407,1.379948,0.724871,0.88732,57.60642,5.793717,0.000198,0.008613,1.39202,lonely
59.20972,1.218252,0.7779,0.887859,73.67067,6.051846,0.000262,0.005726,0.977099,lonely
88.0641,1.309382,0.649116,0.886587,95.57769,6.570463,0.000278,0.005974,1.155968,lonely
72.1827,1.336478,0.628013,0.886941,158.0594,5.845533,0.000279,0.005335,1.229739,lonely
87.18473,1.43588,0.638564,0.887924,39.50232,5.709343,0.000262,0.007589,1.647763,lonely
47.26779,1.020952,0.716237,0.837623,44.97219,6.767256,0.000808,0.00444,1.556772,lonely
63.84512,1.145153,0.991941,0.888286,72.15189,7.087312,0.000228,0.007317,1.543356,lonely
50.39232,1.089567,1.030409,0.86847,63.14601,7.154196,0.000647,0.003291,2.622049,lonely
66.30875,1.218314,0.648665,0.882177,99.35356,6.282824,0.000225,0.006993,0.941828,lonely
63.27676,1.254613,0.738333,0.880938,63.70254,6.281883,0.000322,0.008938,1.26361,lonely
64.27438,1.221419,0.862085,0.876927,62.0412,6.687486,0.000346,0.005473,1.684333,lonely
65.81409,1.254922,0.907281,0.88908,100.4124,6.511076,0.000255,0.00303,0.731352,lonely
68.34328,1.434802,0.781233,0.880486,31.62774,5.458176,0.000473,0.004449,3.130442,lonely
98.78705,1.488937,0.625282,0.899727,156.5869,5.833664,0.000146,0.010535,0.607092,lonely
84.60171,1.515703,0.592196,0.901034,72.52674,5.261323,0.000072,0.010039,0.401306,lonely
45.79584,1.170016,0.663142,0.866061,79.17712,5.884047,0.000511,0.002577,2.412974,lonely
54.57937,1.433125,0.552689,0.870227,29.69462,4.599552,0.000924,0.005069,1.076341,lonely
104.9135,1.545065,0.598159,0.904735,51.25268,5.637046,0.000091,0.009913,0.362033,lonely
63.93823,1.376632,1.026467,0.890348,10.19478,5.185997,0.000184,0.009353,2.175519,lonely
56.63501,1.199285,0.588731,0.863462,155.4891,5.653036,0.00032,0.012038,0.7756,lonely
97.45518,1.640716,0.389393,0.858301,58.09771,4.8229,0.000994,0.003887,1.142628,lonely
71.44518,1.202197,0.624785,0.852242,129.3848,6.368506,0.000465,0.004593,0.497138,lonely
96.74547,1.277254,0.640509,0.877147,139.0432,7.059168,0.00031,0.011785,1.077301,lonely
105.2188,1.474482,0.596515,0.889478,68.46096,5.875456,0.000742,0.010009,0.352686,lonely
63.39766,1.067334,0.759185,0.881387,190.2244,7.741736,0.000153,0.007451,1.288875,lonely
71.92498,1.228363,0.843425,0.887488,77.78909,6.827359,0.000585,0.011899,1.236043,lonely
77.84941,1.393402,0.768316,0.894773,28.42986,5.867095,0.000242,0.007301,0.990205,lonely
74.76391,1.455912,0.557066,0.892481,86.14823,4.869768,0.000144,0.008036,0.138905,lonely
80.63784,1.398416,0.594576,0.888173,19.70302,5.600823,0.00017,0.006384,0.42598,lonely
55.24962,1.153226,0.814629,0.863435,46.04148,6.667993,0.000569,0.008152,2.926766,lonely
75.69239,1.38034,0.677035,0.893799,67.50518,5.525184,0.00029,0.012678,0.737424,lonely
58.29271,1.216659,0.811065,0.878011,45.96701,6.399474,0.000694,0.004065,2.534719,lonely
52.85209,1.056748,0.663612,0.856214,163.8765,7.089049,0.000369,0.008565,1.625168,lonely
57.73223,1.287206,0.844246,0.874294,23.8622,5.448826,0.000796,0.001498,1.708702,lonely
76.03914,1.209744,1.008311,0.878332,27.68218,7.158593,0.000258,0.007105,0.687676,lonely
69.17642,1.478222,0.7865,0.900347,46.6363,5.240324,0.000156,0.005019,0.795921,lonely
58.14157,1.276398,0.965898,0.884049,49.91409,5.686059,0.000826,0.015265,1.207641,lonely
56.22784,1.41118,0.811981,0.895677,97.0975,5.042071,0.000214,0.004944,0.838183,lonely
64.71443,1.260479,0.60962,0.877865,95.09386,5.841594,0.000394,0.007021,1.115552,lonely
102.2827,1.58434,0.57937,0.894539,37.66644,5.247164,0.000212,0.026436,0.169982,notlonely
96.91132,1.547191,0.561277,0.893295,44.15475,5.22884,0.000166,0.010084,0.463364,notlonely
62.79319,1.396702,0.904676,0.894943,14.96793,5.231251,0.00025,0.012619,1.310367,notlonely
51.76452,1.297576,1.018827,0.880362,33.43679,5.362283,0.000449,0.007876,1.698128,notlonely
93.45463,1.485387,0.667035,0.903073,19.76825,5.64449,0.000145,0.006762,0.555626,notlonely
86.48917,1.364704,0.652828,0.901192,96.6728,6.030396,0.00008,0.018079,0.213035,notlonely
55.34539,1.322379,0.713913,0.884163,24.13971,5.105354,0.000193,0.010967,1.388688,notlonely
65.35186,1.263663,0.849902,0.893843,21.97851,6.114048,0.000205,0.005223,0.882444,notlonely
90.77695,1.503183,0.564389,0.898451,50.13089,5.390502,0.000185,0.014337,0.910102,notlonely
90.77695,1.503183,0.564389,0.898451,50.13089,5.390502,0.000185,0.014337,0.910102,notlonely
67.73019,1.357732,0.688877,0.885763,62.36436,5.408779,0.000199,0.0069,0.923805,notlonely
67.73019,1.357732,0.688877,0.885763,62.36436,5.408779,0.000199,0.0069,0.923805,notlonely
76.04378,1.421614,0.635584,0.895956,15.54126,5.212549,0.000139,0.010108,0.419894,notlonely
65.33331,1.325035,0.94968,0.893491,28.58048,5.697819,0.000263,0.008007,0.44745,notlonely
86.65456,1.50014,0.570868,0.903362,134.4754,5.265652,0.000114,0.019914,0.540236,notlonely
86.65456,1.50014,0.570868,0.903362,134.4754,5.265652,0.000114,0.019914,0.540236,notlonely
74.92481,1.363813,0.673835,0.90106,91.45646,5.811602,0.000086,0.007189,0.667146,notlonely
72.37757,1.68917,0.524445,0.888046,16.89071,4.003211,0.000371,0.013553,1.125897,notlonely
72.37757,1.68917,0.524445,0.888046,16.89071,4.003211,0.000371,0.013553,1.125897,notlonely
64.21316,1.297793,0.584468,0.889071,194.6522,5.47068,0.00018,0.033205,0.840753,notlonely
84.60171,1.515703,0.592196,0.901034,72.52674,5.261323,0.000072,0.010039,0.401306,notlonely
78.05248,1.472095,0.524865,0.887452,42.70353,5.029482,0.000264,0.004816,0.783191,notlonely
78.05248,1.472095,0.524865,0.887452,42.70353,5.029482,0.000264,0.004816,0.783191,notlonely
77.80429,1.167944,0.81673,0.872514,102.7687,7.477823,0.000968,0.008833,2.918893,notlonely
62.61242,1.206695,0.677861,0.869605,79.75022,6.262537,0.000753,0.003182,0.94771,notlonely
88.35477,1.566753,0.541677,0.901047,70.85562,4.938409,0.000074,0.01857,0.195466,notlonely
61.25741,1.117917,0.732322,0.853981,170.6964,7.304286,0.000795,0.013489,3.506694,notlonely
61.25741,1.117917,0.732322,0.853981,170.6964,7.304286,0.000795,0.013489,3.506694,notlonely
83.89369,1.467258,0.611456,0.896982,48.97509,5.407805,0.000166,0.007793,0.487598,notlonely
75.65916,1.530552,0.634031,0.891726,22.26867,4.65158,0.000189,0.020932,0.368771,notlonely
69.41359,1.19045,0.525862,0.886827,84.52229,7.026138,0.000233,0.003565,0.857318,notlonely
69.41359,1.19045,0.525862,0.886827,84.52229,7.026138,0.000233,0.003565,0.857318,notlonely
69.41359,1.19045,0.525862,0.886827,84.52229,7.026138,0.000233,0.003565,0.857318,notlonely
76.29934,1.393443,0.64882,0.892465,34.56361,5.513985,0.000246,0.009783,0.744573,notlonely
63.18002,1.148567,0.602024,0.8664,101.0439,6.840905,0.000342,0.002331,1.467545,notlonely
63.18002,1.148567,0.602024,0.8664,101.0439,6.840905,0.000342,0.002331,1.467545,notlonely
79.13048,1.334113,0.669986,0.889492,39.45985,5.954416,0.000162,0.006647,1.426797,notlonely
79.13048,1.334113,0.669986,0.889492,39.45985,5.954416,0.000162,0.006647,1.426797,notlonely
79.13048,1.334113,0.669986,0.889492,39.45985,5.954416,0.000162,0.006647,1.426797,notlonely
104.632,1.350592,0.57045,0.889334,85.31716,6.859,0.000192,0.005961,0.841501,notlonely
104.632,1.350592,0.57045,0.889334,85.31716,6.859,0.000192,0.005961,0.841501,notlonely
71.78439,1.256977,0.585946,0.887835,86.04478,6.245695,0.000087,0.006513,0.505383,notlonely
80.73064,1.474498,0.516186,0.893766,64.39119,5.222242,0.00014,0.007429,0.521136,notlonely
72.64244,1.201058,0.736626,0.87723,169.8052,7.051896,0.000323,0.015542,3.268813,notlonely
70.81272,1.508952,0.678162,0.890292,15.7461,4.767996,0.000248,0.008784,1.141272,notlonely
52.95264,1.112908,0.688484,0.865861,97.94457,6.39447,0.00049,0.005581,1.204116,notlonely
69.95847,1.648118,0.577198,0.888326,20.35709,4.165921,0.000177,0.013912,0.435117,notlonely
69.95847,1.648118,0.577198,0.888326,20.35709,4.165921,0.000177,0.013912,0.435117,notlonely
90.36765,1.382722,0.534687,0.876344,195.4057,6.216584,0.000468,0.014487,0.491953,notlonely
90.36765,1.382722,0.534687,0.876344,195.4057,6.216584,0.000468,0.014487,0.491953,notlonely
76.86675,1.337374,0.705631,0.897713,51.77673,5.831395,0.0001,0.009537,0.405758,notlonely
69.65752,1.201325,0.789558,0.890163,171.5949,6.695805,0.000238,0.01475,0.716815,notlonely
98.66378,1.657787,0.538293,0.886455,34.08581,4.633863,0.000101,0.026335,0.361918,notlonely
98.66378,1.657787,0.538293,0.886455,34.08581,4.633863,0.000101,0.026335,0.361918,notlonely
64.16267,1.626831,0.630761,0.885441,17.39616,4.136972,0.000674,0.016072,1.540793,notlonely
69.84287,1.365756,0.83397,0.899404,29.51966,5.54783,0.000228,0.009549,0.53046,notlonely
69.84287,1.365756,0.83397,0.899404,29.51966,5.54783,0.000228,0.009549,0.53046,notlonely
69.84287,1.365756,0.83397,0.899404,29.51966,5.54783,0.000228,0.009549,0.53046,notlonely
69.84287,1.365756,0.83397,0.899404,29.51966,5.54783,0.000228,0.009549,0.53046,notlonely
69.84287,1.365756,0.83397,0.899404,29.51966,5.54783,0.000228,0.009549,0.53046,notlonely
69.84287,1.365756,0.83397,0.899404,29.51966,5.54783,0.000228,0.009549,0.53046,notlonely
69.84287,1.365756,0.83397,0.899404,29.51966,5.54783,0.000228,0.009549,0.53046,notlonely
88.04457,1.46808,0.494835,0.902183,142.103,5.405881,0.000052,0.006613,0.094861,notlonely
49.79701,1.081868,0.685645,0.843669,94.16735,6.734488,0.00064,0.002455,2.203076,notlonely
71.48283,1.25143,0.817492,0.897762,132.6651,6.706026,0.000162,0.009621,0.825067,notlonely
61.84175,1.194821,0.776975,0.877701,77.99895,6.53288,0.000361,0.003696,1.758876,notlonely
50.6824,1.327829,0.730005,0.878122,12.68016,4.867791,0.000424,0.002992,2.067517,notlonely
67.01638,1.306466,0.863435,0.889564,79.19437,5.800821,0.000469,0.008813,1.297575,notlonely
74.59823,1.532172,0.723891,0.909754,172.2256,5.027626,0.000121,0.041973,0.557665,notlonely
58.27608,1.149181,0.884762,0.875249,41.36333,6.792003,0.00093,0.005095,1.537404,notlonely
71.32089,1.313819,0.558123,0.869448,77.54994,5.589384,0.000464,0.007889,0.559305,notlonely
71.32089,1.313819,0.558123,0.869448,77.54994,5.589384,0.000464,0.007889,0.559305,notlonely
71.32089,1.313819,0.558123,0.869448,77.54994,5.589384,0.000464,0.007889,0.559305,notlonely
71.32089,1.313819,0.558123,0.869448,77.54994,5.589384,0.000464,0.007889,0.559305,notlonely
89.2729,1.378115,0.655826,0.881302,40.60153,6.129921,0.000172,0.00266,1.037112,notlonely
81.70138,1.415947,0.672845,0.891228,67.55399,5.731189,0.000294,0.011894,2.388103,notlonely
81.70138,1.415947,0.672845,0.891228,67.55399,5.731189,0.000294,0.011894,2.388103,notlonely
86.79584,1.583378,0.554373,0.905034,62.03051,4.915446,0.000076,0.014032,0.236448,notlonely
67.65857,1.326209,0.767376,0.899233,55.35361,5.864028,0.000205,0.011051,1.828601,notlonely
67.65857,1.326209,0.767376,0.899233,55.35361,5.864028,0.000205,0.011051,1.828601,notlonely
67.65857,1.326209,0.767376,0.899233,55.35361,5.864028,0.000205,0.011051,1.828601,notlonely
49.01063,1.289969,0.574579,0.86254,73.61492,4.484893,0.000546,0.006659,0.534596,notlonely
80.75252,1.416468,0.620851,0.894681,136.2412,5.512459,0.000175,0.01394,1.422473,notlonely
87.55856,1.547568,0.557152,0.90065,64.9726,5.146473,0.000052,0.014,0.223275,notlonely
93.42326,1.551302,0.576361,0.898289,48.23045,5.025811,0.000084,0.016664,0.202513,notlonely
93.42326,1.551302,0.576361,0.898289,48.23045,5.025811,0.000084,0.016664,0.202513,notlonely
84.22542,1.418599,0.744076,0.90386,45.15431,5.791576,0.000184,0.011878,0.233412,notlonely
83.8285,1.480062,0.56597,0.892446,73.48238,5.266047,0.000324,0.008014,0.504283,notlonely
48.4742,1.112845,1.179813,0.885537,57.72443,6.328808,0.000212,0.009442,1.152093,notlonely
48.4742,1.112845,1.179813,0.885537,57.72443,6.328808,0.000212,0.009442,1.152093,notlonely
75.54743,1.258108,0.707784,0.892257,144.2679,6.380889,0.000133,0.006552,0.551002,notlonely
75.54743,1.258108,0.707784,0.892257,144.2679,6.380889,0.000133,0.006552,0.551002,notlonely
91.22118,1.496602,0.593268,0.89869,23.00051,5.321518,0.000097,0.010914,0.254498,notlonely
91.22118,1.496602,0.593268,0.89869,23.00051,5.321518,0.000097,0.010914,0.254498,notlonely
93.17319,1.415325,0.649021,0.903455,161.7206,5.911946,0.000067,0.012453,0.312048,notlonely
55.63099,1.324362,0.809074,0.893195,102.8876,5.557161,0.000185,0.005078,0.856001,notlonely
55.63099,1.324362,0.809074,0.893195,102.8876,5.557161,0.000185,0.005078,0.856001,notlonely
55.63099,1.324362,0.809074,0.893195,102.8876,5.557161,0.000185,0.005078,0.856001,notlonely
55.63099,1.324362,0.809074,0.893195,102.8876,5.557161,0.000185,0.005078,0.856001,notlonely
65.43014,1.34154,0.707983,0.887919,23.59494,5.526331,0.000301,0.011997,0.951597,notlonely
93.32607,1.498299,0.608363,0.901304,90.71054,5.355824,0.000051,0.010332,0.253313,notlonely
59.76837,1.225945,1.184985,0.868896,83.60551,6.68761,0.000598,0.005139,2.545901,notlonely
58.26624,1.178889,0.710286,0.860067,124.2569,6.747261,0.000456,0.001976,1.101047,notlonely
58.26624,1.178889,0.710286,0.860067,124.2569,6.747261,0.000456,0.001976,1.101047,notlonely
58.26624,1.178889,0.710286,0.860067,124.2569,6.747261,0.000456,0.001976,1.101047,notlonely
74.3488,1.331247,0.526909,0.875219,73.08117,5.60817,0.000211,0.004154,0.514856,notlonely
74.3488,1.331247,0.526909,0.875219,73.08117,5.60817,0.000211,0.004154,0.514856,notlonely
74.3488,1.331247,0.526909,0.875219,73.08117,5.60817,0.000211,0.004154,0.514856,notlonely
68.70344,1.241637,0.616036,0.882972,76.5001,6.275373,0.000176,0.008136,1.285051,notlonely
79.01668,1.457576,0.488596,0.886957,59.89294,5.100055,0.000256,0.005312,0.423999,notlonely
79.98813,1.409377,0.684721,0.888063,52.8291,5.572346,0.000348,0.014345,0.578778,notlonely
74.32485,1.383939,0.704145,0.893025,40.87735,5.701608,0.000202,0.006694,0.876834,notlonely
63.12495,1.29824,0.536782,0.868633,64.41986,5.742696,0.000606,0.004551,1.590794,notlonely
80.1544,1.547735,0.642674,0.895486,28.48885,4.710793,0.000184,0.020097,0.863684,notlonely
80.1544,1.547735,0.642674,0.895486,28.48885,4.710793,0.000184,0.020097,0.863684,notlonely
80.1544,1.547735,0.642674,0.895486,28.48885,4.710793,0.000184,0.020097,0.863684,notlonely
79.14953,1.284124,0.621986,0.891946,150.9444,6.262234,0.000201,0.010227,0.25149,notlonely
76.99302,1.44101,0.674078,0.883183,21.19357,5.439847,0.000534,0.004502,1.875245,notlonely
70.35708,1.443833,0.742124,0.898036,19.31623,5.260877,0.000228,0.004983,1.080512,notlonely
82.05285,1.389359,0.753244,0.89352,30.31725,5.794043,0.000344,0.011861,0.776841,notlonely
70.35708,1.443833,0.742124,0.898036,19.31623,5.260877,0.000228,0.004983,1.080512,notlonely
82.05285,1.389359,0.753244,0.89352,30.31725,5.794043,0.000344,0.011861,0.776841,notlonely
56.64852,1.11924,0.810172,0.879655,94.91699,6.82954,0.000189,0.004364,0.805986,notlonely
59.70812,1.26586,0.714121,0.869163,72.56228,5.612521,0.001139,0.009541,1.383981,notlonely
59.70812,1.26586,0.714121,0.869163,72.56228,5.612521,0.001139,0.009541,1.383981,notlonely
72.17335,1.374076,0.763258,0.902716,65.37017,5.808719,0.000113,0.006374,0.556235,notlonely
72.17335,1.374076,0.763258,0.902716,65.37017,5.808719,0.000113,0.006374,0.556235,notlonely
72.17335,1.374076,0.763258,0.902716,65.37017,5.808719,0.000113,0.006374,0.556235,notlonely
72.17335,1.374076,0.763258,0.902716,65.37017,5.808719,0.000113,0.006374,0.556235,notlonely
83.81557,1.605879,0.572499,0.885796,33.91592,4.558989,0.000274,0.008598,0.950377,notlonely
68.43906,1.671952,0.54376,0.88479,13.7937,3.881248,0.000232,0.015705,0.463598,notlonely
84.69055,1.503647,0.588521,0.899652,46.08124,5.098013,0.000107,0.012192,0.40824,notlonely
84.69055,1.503647,0.588521,0.899652,46.08124,5.098013,0.000107,0.012192,0.40824,notlonely
95.77401,1.527104,0.601271,0.902236,26.48163,5.353251,0.000104,0.01402,0.258662,notlonely
80.30049,1.258266,0.661911,0.884301,152.3726,6.657046,0.000292,0.006589,0.860183,notlonely
78.59842,1.425692,0.673643,0.901991,52.70387,5.529702,0.000114,0.009308,0.321509,notlonely
99.51439,1.407111,0.635142,0.89605,100.0234,6.072183,0.000114,0.017786,0.775573,notlonely
95.96789,1.521852,0.621056,0.896642,54.9183,5.572732,0.000185,0.01337,0.597809,notlonely
67.14286,1.399224,0.612961,0.897542,73.58806,5.460298,0.000171,0.013023,0.848912,notlonely
67.14286,1.399224,0.612961,0.897542,73.58806,5.460298,0.000171,0.013023,0.848912,notlonely
67.14286,1.399224,0.612961,0.897542,73.58806,5.460298,0.000171,0.013023,0.848912,notlonely
67.14286,1.399224,0.612961,0.897542,73.58806,5.460298,0.000171,0.013023,0.848912,notlonely
72.58076,1.259842,0.60558,0.888329,117.8099,6.362303,0.000214,0.003987,0.62034,notlonely
86.15426,1.498627,0.62519,0.891773,18.96289,5.426343,0.000273,0.016139,0.844293,notlonely
50.58478,1.225658,1.002354,0.893709,46.29536,5.743023,0.000286,0.002836,0.772037,notlonely
82.46617,1.335947,0.576846,0.89149,168.8532,6.155882,0.000269,0.011921,0.475332,notlonely
82.46617,1.335947,0.576846,0.89149,168.8532,6.155882,0.000269,0.011921,0.475332,notlonely
80.94961,1.518377,0.624266,0.902111,36.75581,5.157303,0.000108,0.012138,0.769434,notlonely
90.7096,1.559772,0.550094,0.887347,57.35276,4.955803,0.000064,0.014504,0.08316,notlonely
90.7096,1.559772,0.550094,0.887347,57.35276,4.955803,0.000064,0.014504,0.08316,notlonely
90.7096,1.559772,0.550094,0.887347,57.35276,4.955803,0.000064,0.014504,0.08316,notlonely
97.95794,1.483344,0.551883,0.894385,49.62952,5.586073,0.000254,0.010891,0.648522,notlonely
83.32484,1.498739,0.618523,0.896257,35.26219,5.113477,0.000143,0.010552,0.578357,notlonely
69.95655,1.478536,0.74447,0.888808,37.99405,4.956841,0.000361,0.007731,1.401955,notlonely
69.95655,1.478536,0.74447,0.888808,37.99405,4.956841,0.000361,0.007731,1.401955,notlonely
86.51777,1.399247,0.675129,0.902206,63.48364,5.891057,0.000107,0.00998,0.507528,notlonely
56.14152,1.180466,0.642502,0.886615,175.8224,5.839859,0.000215,0.012094,0.718933,notlonely
107.5861,1.441912,0.583098,0.899094,201.6053,6.25277,0.000139,0.007829,0.470284,notlonely
83.48557,1.329875,0.62357,0.895195,114.4259,6.183227,0.000139,0.008149,0.807411,notlonely
64.66754,1.264377,0.696472,0.881399,97.4366,6.159069,0.000286,0.002641,1.300525,notlonely
87.91289,1.40473,0.600908,0.896865,46.71865,5.726209,0.000211,0.006634,0.278081,notlonely
87.91289,1.40473,0.600908,0.896865,46.71865,5.726209,0.000211,0.006634,0.278081,notlonely
89.30832,1.49943,0.55797,0.898877,62.48883,5.31117,0.000076,0.010133,0.157071,notlonely
97.51266,1.547454,0.553204,0.89449,75.96813,5.20199,0.000087,0.040995,0.124051,notlonely
97.51266,1.547454,0.553204,0.89449,75.96813,5.20199,0.000087,0.040995,0.124051,notlonely
81.16412,1.372217,0.578326,0.894097,34.17953,5.823538,0.000146,0.004623,0.644442,notlonely
81.16412,1.372217,0.578326,0.894097,34.17953,5.823538,0.000146,0.004623,0.644442,notlonely
71.43073,1.330457,0.817076,0.884673,5.038738,5.514094,0.000188,0.005697,0.429245,notlonely
71.43073,1.330457,0.817076,0.884673,5.038738,5.514094,0.000188,0.005697,0.429245,notlonely
79.96578,1.324021,0.684083,0.888366,137.5,6.019067,0.000263,0.022235,1.256009,notlonely
79.96578,1.324021,0.684083,0.888366,137.5,6.019067,0.000263,0.022235,1.256009,notlonely
91.70121,1.600211,0.539067,0.896778,52.52333,4.858698,0.000131,0.008746,0.128479,notlonely
68.54342,1.384453,0.672315,0.888196,66.51247,5.494068,0.000294,0.010388,1.662987,notlonely
80.7183,1.333104,0.81034,0.897743,120.3442,6.28494,0.000261,0.016333,0.941782,notlonely
101.4342,1.549462,0.603547,0.898036,36.06784,5.256334,0.00004,0.023139,0.102021,notlonely
88.70079,1.589707,0.629079,0.900245,31.066,4.873022,0.000153,0.017796,0.490867,notlonely
88.70079,1.589707,0.629079,0.900245,31.066,4.873022,0.000153,0.017796,0.490867,notlonely
88.70079,1.589707,0.629079,0.900245,31.066,4.873022,0.000153,0.017796,0.490867,notlonely
79.38718,1.459696,0.659331,0.891975,34.06821,5.322289,0.000267,0.010216,0.713475,notlonely
79.38718,1.459696,0.659331,0.891975,34.06821,5.322289,0.000267,0.010216,0.713475,notlonely
65.88336,1.294458,0.580432,0.878738,35.25223,5.762383,0.000394,0.004328,1.446961,notlonely
48.46327,1.120191,1.443512,0.883678,80.40698,6.487825,0.000207,0.005127,2.01864,notlonely
91.82809,1.434131,0.663752,0.907351,106.8406,5.801169,0.000056,0.009363,0.203529,notlonely
87.21551,1.219506,0.65969,0.8864,33.73161,7.642626,0.000211,0.00259,2.24827,notlonely
61.00698,1.260169,1.097087,0.896309,13.70494,5.982737,0.000254,0.004588,0.779908,notlonely
94.02217,1.522132,0.612224,0.896539,63.50377,5.376111,0.000106,0.008804,0.37756,notlonely
59.58588,1.249064,0.58515,0.873301,42.91168,5.61071,0.000341,0.004138,0.779687,notlonely
59.58588,1.249064,0.58515,0.873301,42.91168,5.61071,0.000341,0.004138,0.779687,notlonely
59.58588,1.249064,0.58515,0.873301,42.91168,5.61071,0.000341,0.004138,0.779687,notlonely
59.58588,1.249064,0.58515,0.873301,42.91168,5.61071,0.000341,0.004138,0.779687,notlonely
65.01885,1.120005,0.704596,0.8669,187.7205,7.494149,0.000745,0.007014,2.746013,notlonely
65.01885,1.120005,0.704596,0.8669,187.7205,7.494149,0.000745,0.007014,2.746013,notlonely
78.75242,1.26888,0.757161,0.899846,141.5002,6.309238,0.000079,0.013258,0.199348,notlonely
73.17456,1.274118,0.65844,0.883856,98.03571,6.291967,0.000447,0.009455,0.874025,notlonely
57.05287,1.366938,0.667904,0.898274,134.6531,4.805814,0.000113,0.013899,0.958157,notlonely
80.12381,1.493605,0.625298,0.896075,42.61003,5.12039,0.000112,0.010423,0.803396,notlonely
74.84112,1.47694,0.63055,0.901897,39.28129,5.104804,0.000107,0.006446,0.270852,notlonely
88.26042,1.475545,0.533343,0.893182,62.01995,5.379165,0.000171,0.006339,0.634344,notlonely
88.26042,1.475545,0.533343,0.893182,62.01995,5.379165,0.000171,0.006339,0.634344,notlonely
