@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute output {lonely,notlonely}

@data
88.26042,1.475545,0.533343,0.893182,62.01995,5.379165,0.000171,0.006339,0.634344,notlonely
88.26042,1.475545,0.533343,0.893182,62.01995,5.379165,0.000171,0.006339,0.634344,notlonely
80.13422,1.34105,0.663317,0.894723,127.1923,6.203454,0.000251,0.014094,1.520984,notlonely
74.74322,1.295265,0.714009,0.889382,59.47967,6.066362,0.000141,0.013277,0.665105,notlonely
74.74322,1.295265,0.714009,0.889382,59.47967,6.066362,0.000141,0.013277,0.665105,notlonely
93.65339,1.270327,0.883296,0.88727,76.67051,7.279932,0.000294,0.006265,1.833828,notlonely
82.87465,1.391384,0.683711,0.906212,66.90185,5.877834,0.000083,0.00764,0.223743,notlonely
70.37328,1.256842,0.900834,0.895298,204.1397,6.589581,0.000146,0.015638,0.625136,notlonely
70.37328,1.256842,0.900834,0.895298,204.1397,6.589581,0.000146,0.015638,0.625136,notlonely
72.51514,1.438051,0.634167,0.882199,27.35478,5.044005,0.000169,0.007126,0.914343,notlonely
56.6866,1.135893,0.683988,0.853508,78.8806,6.497687,0.000669,0.011292,1.936975,notlonely
49.66102,1.125602,0.61372,0.860705,104.5067,5.852855,0.000414,0.003053,1.101716,notlonely
53.09128,1.026385,0.878126,0.858603,219.709,7.665655,0.00034,0.012064,2.413652,notlonely
53.09128,1.026385,0.878126,0.858603,219.709,7.665655,0.00034,0.012064,2.413652,notlonely
48.78224,1.306007,0.971059,0.872767,20.40493,4.942139,0.000607,0.007002,2.223883,notlonely
48.78224,1.306007,0.971059,0.872767,20.40493,4.942139,0.000607,0.007002,2.223883,notlonely
79.38972,1.286189,0.827872,0.890433,118.7359,6.620364,0.000294,0.008057,1.021183,notlonely
79.38972,1.286189,0.827872,0.890433,118.7359,6.620364,0.000294,0.008057,1.021183,notlonely
84.41511,1.403113,0.529878,0.881129,61.86778,5.439697,0.000197,0.003599,0.677888,notlonely
93.78921,1.36556,0.663967,0.893384,110.3818,6.114261,0.00009,0.0191,0.28,notlonely
78.52992,1.329818,0.739133,0.901746,82.84793,5.971395,0.000134,0.011994,0.327413,notlonely
80.05809,1.410877,0.509685,0.887055,65.54514,5.544396,0.000376,0.007713,0.532602,notlonely
65.53494,1.323656,0.741977,0.897173,68.36526,5.741877,0.000155,0.010125,0.739963,notlonely
88.26417,1.377212,0.675834,0.895679,146.3333,6.210795,0.000255,0.012717,1.222969,notlonely
74.64718,1.365175,0.828292,0.896146,39.84261,5.817527,0.000299,0.005842,1.584142,notlonely
76.79544,1.380785,0.681334,0.902487,39.08897,5.748999,0.000135,0.007132,0.297951,notlonely
76.79544,1.380785,0.681334,0.902487,39.08897,5.748999,0.000135,0.007132,0.297951,notlonely
88.05237,1.516578,0.649297,0.901943,37.01101,5.223774,0.000093,0.013937,0.353342,notlonely
56.17953,1.166386,0.806546,0.876874,133.4156,6.541514,0.000291,0.006475,2.14389,notlonely
75.0261,1.423656,0.600537,0.900406,183.3713,5.318598,0.00009,0.016882,0.441933,notlonely
75.0261,1.423656,0.600537,0.900406,183.3713,5.318598,0.00009,0.016882,0.441933,notlonely
79.39776,1.431305,0.617627,0.899015,37.79317,5.503775,0.000134,0.009961,0.394036,notlonely
99.41403,1.509499,0.608864,0.903752,50.01596,5.504524,0.000069,0.011394,0.214088,notlonely
65.82259,1.497559,0.633523,0.902286,38.72944,4.533344,0.00008,0.016913,0.332934,notlonely
65.82259,1.497559,0.633523,0.902286,38.72944,4.533344,0.00008,0.016913,0.332934,notlonely
73.60586,1.279867,0.801271,0.895573,49.38638,6.351178,0.000263,0.006413,0.406954,notlonely
86.37088,1.660068,0.550907,0.898215,18.2622,4.464993,0.000114,0.015102,0.378073,notlonely
85.34902,1.578177,0.60497,0.90377,27.48977,4.989632,0.000103,0.014291,0.234561,notlonely
85.34902,1.578177,0.60497,0.90377,27.48977,4.989632,0.000103,0.014291,0.234561,notlonely
85.34902,1.578177,0.60497,0.90377,27.48977,4.989632,0.000103,0.014291,0.234561,notlonely
70.37555,1.260717,0.673288,0.881807,110.1934,6.526379,0.000289,0.004953,1.505704,notlonely
89.59052,1.455542,0.709343,0.908762,65.82016,5.763129,0.000083,0.00974,0.419337,notlonely
94.26603,1.592125,0.57974,0.892991,46.72142,4.938046,0.000122,0.012148,0.272523,notlonely
81.18845,1.386615,0.691546,0.900891,74.89592,5.665152,0.000127,0.018137,0.201383,notlonely
74.75436,1.490846,0.563864,0.897088,203.8761,4.904779,0.000201,0.038974,0.325925,notlonely
77.39703,1.487868,0.419241,0.88401,59.87889,5.012335,0.000197,0.004603,0.172649,notlonely
77.39703,1.487868,0.419241,0.88401,59.87889,5.012335,0.000197,0.004603,0.172649,notlonely
77.39703,1.487868,0.419241,0.88401,59.87889,5.012335,0.000197,0.004603,0.172649,notlonely
81.94475,1.447699,0.64685,0.897245,73.81498,5.53154,0.000154,0.006167,0.656903,notlonely
81.94475,1.447699,0.64685,0.897245,73.81498,5.53154,0.000154,0.006167,0.656903,notlonely
55.31532,1.377913,0.519178,0.870652,48.83336,4.63177,0.00041,0.003201,1.751154,notlonely
49.925,1.206178,0.787779,0.878891,163.5986,6.067336,0.000472,0.005093,1.188867,notlonely
49.925,1.206178,0.787779,0.878891,163.5986,6.067336,0.000472,0.005093,1.188867,notlonely
49.925,1.206178,0.787779,0.878891,163.5986,6.067336,0.000472,0.005093,1.188867,notlonely
57.87826,1.42506,0.527027,0.886402,36.23513,4.753536,0.0002,0.002094,0.473582,notlonely
57.87826,1.42506,0.527027,0.886402,36.23513,4.753536,0.0002,0.002094,0.473582,notlonely
57.84394,1.210075,0.760126,0.86907,98.20224,6.454513,0.000403,0.008565,2.414644,notlonely
57.84394,1.210075,0.760126,0.86907,98.20224,6.454513,0.000403,0.008565,2.414644,notlonely
76.29905,1.374768,0.747871,0.904883,75.82653,5.634856,0.000069,0.009361,0.172649,notlonely
53.89368,1.255612,1.043559,0.886161,31.96061,5.830287,0.000915,0.003632,0.964894,notlonely
108.1967,1.505861,0.609965,0.890593,65.22498,5.892647,0.000565,0.014053,0.808946,notlonely
82.36292,1.406358,0.654998,0.885521,41.1044,5.400087,0.000555,0.007406,2.546806,notlonely
82.36292,1.406358,0.654998,0.885521,41.1044,5.400087,0.000555,0.007406,2.546806,notlonely
82.36292,1.406358,0.654998,0.885521,41.1044,5.400087,0.000555,0.007406,2.546806,notlonely
82.36292,1.406358,0.654998,0.885521,41.1044,5.400087,0.000555,0.007406,2.546806,notlonely
79.39459,1.409806,0.662348,0.897282,57.39074,5.483435,0.000158,0.007519,0.604069,notlonely
64.51136,1.215549,0.688228,0.878421,74.00348,6.621455,0.000405,0.006986,1.46248,notlonely
64.51136,1.215549,0.688228,0.878421,74.00348,6.621455,0.000405,0.006986,1.46248,notlonely
64.51136,1.215549,0.688228,0.878421,74.00348,6.621455,0.000405,0.006986,1.46248,notlonely
72.72826,1.331567,0.671283,0.890989,93.24329,5.874071,0.000293,0.015292,1.361401,notlonely
61.02744,1.360392,0.729657,0.89445,7.023078,5.034453,0.000206,0.007618,0.479805,notlonely
76.03898,1.390689,0.752879,0.904691,60.55991,5.68915,0.000148,0.013615,0.65941,notlonely
71.46415,1.379781,0.641741,0.887344,37.0074,5.582253,0.000318,0.008315,1.994279,notlonely
87.59909,1.44721,0.449003,0.893898,109.1544,5.479394,0.000094,0.006194,0.69681,notlonely
92.76739,1.513167,0.575695,0.898306,23.97994,5.398497,0.000072,0.009519,0.257708,notlonely
68.04236,1.315153,0.825521,0.899341,43.85755,5.868628,0.000201,0.012476,0.492516,notlonely
68.04236,1.315153,0.825521,0.899341,43.85755,5.868628,0.000201,0.012476,0.492516,notlonely
85.19195,1.41506,0.611576,0.902504,82.04555,5.590182,0.00009,0.013274,0.242523,notlonely
85.19195,1.41506,0.611576,0.902504,82.04555,5.590182,0.00009,0.013274,0.242523,notlonely
69.55786,1.366838,0.564346,0.88463,118.3679,5.46386,0.000277,0.007028,1.149586,notlonely
91.12647,1.513221,0.650325,0.902089,45.42118,5.259994,0.000071,0.013151,0.166813,notlonely
112.5406,1.678526,0.511914,0.900352,32.65887,5.119984,0.000132,0.007847,0.27572,notlonely
68.72277,1.189097,0.73793,0.896409,194.2719,6.88992,0.000137,0.011225,1.457089,notlonely
82.32781,1.403165,0.722075,0.905712,68.8145,5.679194,0.000108,0.012609,0.206482,notlonely
62.64657,1.166526,1.073344,0.88468,15.87767,6.907124,0.000329,0.003219,1.536105,notlonely
62.64657,1.166526,1.073344,0.88468,15.87767,6.907124,0.000329,0.003219,1.536105,notlonely
110.4203,1.412427,0.586779,0.889806,94.53557,6.306537,0.00031,0.014363,0.283484,notlonely
94.91283,1.491564,0.54637,0.89235,75.49348,5.322719,0.000154,0.011633,0.452997,notlonely
86.67156,1.486102,0.588944,0.897601,105.4238,5.323157,0.000193,0.016976,0.312456,notlonely
86.67156,1.486102,0.588944,0.897601,105.4238,5.323157,0.000193,0.016976,0.312456,notlonely
68.95718,1.308524,0.344816,0.877544,107.8004,5.61741,0.000492,0.01806,1.656656,notlonely
67.58123,1.450737,0.654681,0.891306,14.10262,4.915433,0.000297,0.0038,0.321884,notlonely
67.58123,1.450737,0.654681,0.891306,14.10262,4.915433,0.000297,0.0038,0.321884,notlonely
58.73908,1.22392,0.604792,0.883704,178.9636,5.682582,0.000251,0.010776,1.434799,notlonely
53.91518,1.143599,0.856635,0.873472,67.36571,6.381065,0.000307,0.002753,2.440369,notlonely
58.58407,1.303797,0.759604,0.892279,108.9898,5.572866,0.000184,0.008184,1.245717,notlonely
98.8695,1.412653,0.725477,0.893255,58.70498,6.161088,0.000234,0.004944,0.957518,notlonely
55.67201,1.141758,0.673131,0.870929,172.0021,6.237571,0.000494,0.009884,0.876892,notlonely
45.6795,1.219633,0.778705,0.859042,31.90779,5.345578,0.00043,0.007841,3.220275,notlonely
75.38713,1.291746,0.582609,0.890291,54.76244,6.36055,0.000195,0.002696,0.96969,notlonely
