@attribute Std_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7 numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric

@data

0.053267,0.000174,2.345704,3.352609,0.614796,0.42391,0.122601,0.398884,0.540144,1.965556,0.013403,0.000119,0.263491,0.374041,0.127547,0.023653,0.008082,1.023556,0.437249,0.327756,0.000082,0.21738,0.516925,1.331698,0.121302,0.105215,0.267713,0.751098,0.503533,0.130165,0.155038,0.186403,0.234044,0.051099,0.037382,0.04436,0.037642,0.031372,0.079491,17.357743,131.5,1.004704
0.126499,0.000059,2.327575,2.824004,0.769316,0.501723,0.164063,0.433463,0.569809,1.990932,0.055236,0.000084,0.293054,0.434289,0.13206,0.036512,0.034105,1.190759,0.605448,0.263053,0.000034,0.182928,0.509799,1.112347,0.121554,0.103945,0.260925,0.811943,0.69855,0.12562,0.137895,0.284734,0.249754,0.042431,0.044069,0.041988,0.035212,0.023467,0.07977,32.941226,111,1.005207
0.081733,0.000442,2.688566,3.131788,0.762867,0.389562,0.107166,0.493598,0.634132,2.00084,0.027726,0.000226,0.289632,0.426885,0.126991,0.025185,0.012165,1.356017,0.596219,0.423912,0.000183,0.202309,0.574586,0.968742,0.122177,0.108871,0.26248,0.84843,0.394392,0.146337,0.168294,0.158971,0.190038,0.054204,0.037334,0.041418,0.034649,0.030068,0.08906,21.163889,136,1.004192
0.125479,0.000083,2.027452,2.960562,0.82007,0.519177,0.168388,0.499071,0.627515,2.015614,0.022124,0.000109,0.289267,0.4317,0.106283,0.025277,0.012833,0.652191,0.596402,0.195333,0.00002,0.171627,0.580886,0.821899,0.101239,0.130062,0.259814,0.340447,0.264413,0.091984,0.224752,0.157858,0.165312,0.048293,0.033351,0.029944,0.035321,0.018269,0.084891,30.130052,144.5,1.003784
0.094832,0.000274,2.571105,3.324789,0.761795,0.405514,0.121916,0.384136,0.514705,2.042357,0.014091,0.000361,0.27877,0.412514,0.146097,0.033686,0.014373,1.229688,0.821968,0.350505,0.000293,0.23307,0.855783,1.518897,0.176307,0.1398,0.261637,0.875624,0.681667,0.145442,0.180231,0.22556,0.300181,0.073948,0.044466,0.038033,0.050943,0.040746,0.083101,13.570257,147.5,1.003621
0.043318,0.000226,2.116471,2.82008,0.816559,0.447882,0.118538,0.427707,0.573805,2.001771,0.008785,0.000142,0.279475,0.436603,0.126679,0.022346,0.008935,1.179469,0.555742,0.316523,0.000075,0.175065,0.608613,1.152834,0.099756,0.110757,0.259543,0.46164,0.524771,0.096212,0.153111,0.183773,0.285392,0.046667,0.033244,0.040276,0.028219,0.025203,0.077223,37.45204,131.5,1.004227
0.046066,0.000106,1.892245,3.265653,0.770434,0.532958,0.110122,0.425646,0.590474,1.962173,0.015561,0.000101,0.272703,0.341861,0.146561,0.020793,0.015006,0.842512,0.545596,0.341693,0.000081,0.189015,0.481753,1.819406,0.10094,0.119408,0.263582,0.451507,0.666692,0.100788,0.12928,0.254705,0.175518,0.047742,0.037422,0.048509,0.037807,0.034211,0.078727,13.195175,135.5,1.002636
0.048663,0.000105,2.659139,3.143107,0.664649,0.364279,0.11293,0.429451,0.580154,1.992,0.009875,0.00004,0.258618,0.390835,0.104805,0.019077,0.009506,1.199237,0.871833,0.573912,0.000022,0.242537,0.812636,2.492676,0.15092,0.157093,0.260426,0.602532,0.558419,0.142744,0.186463,0.290351,0.29716,0.05144,0.034686,0.038723,0.044096,0.024267,0.073965,9.499038,152,1.002472
0.071303,0.000117,2.3133,3.120492,0.707982,0.465263,0.102109,0.415497,0.562616,2.0168,0.030085,0.00007,0.279016,0.431508,0.137034,0.027824,0.037762,1.919133,0.899334,0.643381,0.000139,0.228297,0.814498,1.533175,0.227758,0.137931,0.269275,0.703677,0.810736,0.202382,0.207279,0.243318,0.325,0.055608,0.068432,0.051667,0.04805,0.036863,0.085554,9.922831,149,1.003148
0.121857,0.000053,2.384227,3.041495,0.81483,0.521404,0.169331,0.413921,0.53287,1.984283,0.020321,0.000044,0.262755,0.429776,0.148209,0.028369,0.012561,1.5747,0.485446,0.29001,0.000046,0.175904,0.581935,1.689248,0.143384,0.173137,0.260772,2.459985,0.581993,0.148914,0.173427,0.28023,0.213642,0.055461,0.046473,0.041975,0.041414,0.055284,0.075246,26.898253,137,1.003769
0.103286,0.000325,2.149183,2.769457,0.76097,0.524593,0.124359,0.48621,0.608868,1.964006,0.021575,0.000171,0.274252,0.446057,0.120769,0.026642,0.015622,1.023214,0.65766,0.380866,0.000164,0.202856,0.634643,1.864103,0.123677,0.085455,0.25948,0.608351,0.371319,0.106951,0.18624,0.168594,0.178413,0.053844,0.04916,0.044581,0.026115,0.028383,0.077429,28.177322,159.5,1.0028
0.060674,0.000157,2.249547,3.35283,0.682624,0.413872,0.1319,0.372079,0.508907,1.941035,0.01199,0.000099,0.264747,0.427078,0.167815,0.0206,0.010998,1.137713,1.062903,0.876899,0.000175,0.222808,0.452216,2.083459,0.126978,0.11039,0.256811,0.904534,0.598235,0.166459,0.177827,0.199174,0.228306,0.058326,0.05711,0.059706,0.04028,0.046464,0.076488,17.982886,153,1.002597
0.059484,0.000031,2.380324,3.297378,0.682701,0.307029,0.129749,0.412379,0.567349,1.969859,0.014434,0.000032,0.249398,0.386159,0.097883,0.030638,0.022566,1.75793,0.542304,0.567725,0.000026,0.219537,0.705015,0.912286,0.137984,0.157627,0.257342,1.017729,0.591998,0.148397,0.176368,0.356238,0.322806,0.07571,0.041508,0.071456,0.070652,0.030699,0.079205,7.010522,138,1.002904
0.167719,0.000067,2.174867,2.92269,0.690926,0.45423,0.153931,0.488036,0.635119,1.989494,0.063062,0.000042,0.274954,0.443958,0.130318,0.036338,0.034994,0.962713,0.488075,0.268882,0.000021,0.212773,0.529516,1.126454,0.0983,0.089213,0.258746,0.525101,0.631219,0.098453,0.14268,0.136137,0.181653,0.04493,0.034058,0.039071,0.03681,0.019639,0.079898,22.163397,133,1.003582
0.121781,0.000225,2.540676,2.520101,0.831046,0.546769,0.13153,0.434812,0.565309,1.982306,0.030055,0.000317,0.274477,0.408513,0.12103,0.025,0.011779,0.854534,0.401614,0.194038,0.000171,0.168634,0.436776,0.955427,0.093038,0.084906,0.257919,0.805102,0.558682,0.082478,0.132641,0.195109,0.242951,0.054866,0.036796,0.03522,0.034929,0.022972,0.074355,33.35257,144,1.004089
0.065354,0.000325,2.411773,3.062186,0.806083,0.481243,0.158803,0.39505,0.520589,1.973032,0.009399,0.000242,0.265303,0.436446,0.126802,0.022984,0.008352,1.055378,0.476272,0.327281,0.000075,0.192166,0.585514,1.204231,0.09723,0.110356,0.260258,0.749199,0.444998,0.099751,0.108017,0.209455,0.262966,0.056778,0.030682,0.037757,0.034329,0.022462,0.067483,36.347156,130.75,1.003954
0.020402,0.000064,2.274077,3.329294,0.783204,0.26507,0.06579,0.300126,0.526074,2.039941,0.003187,0.000042,0.223989,0.422619,0.122869,0.009246,0.004317,1.341671,0.471302,0.298847,0.000124,0.270097,0.680427,0.639815,0.242708,0.182552,0.262967,0.497741,0.76963,0.210081,0.179023,0.158006,0.179077,0.083054,0.059841,0.056207,0.056215,0.043637,0.084337,6.401368,155.5,1.002808
0.064241,0.000045,2.567054,2.836252,0.771368,0.524785,0.131199,0.379513,0.54495,1.987844,0.019227,0.000038,0.274538,0.341172,0.138713,0.0198,0.012347,1.66398,0.585043,0.46747,0.000058,0.194334,0.518504,1.143591,0.101246,0.172595,0.25429,1.48278,0.921585,0.120014,0.198749,0.183222,0.178475,0.060763,0.041921,0.058211,0.050783,0.043261,0.063472,11.006946,118.75,1.002712
0.129484,0.000214,2.370223,2.8135,0.724737,0.460258,0.155336,0.454609,0.590634,1.919859,0.026929,0.000236,0.285341,0.417855,0.148186,0.030203,0.019689,1.021656,0.810663,0.357582,0.000086,0.195845,0.514222,2.389335,0.110942,0.113404,0.256043,1.068512,0.363493,0.121225,0.142723,0.191892,0.20808,0.034406,0.0384,0.040708,0.036758,0.020836,0.079313,42.943324,140.75,1.004839
0.066522,0.000593,2.303466,3.229683,0.748679,0.367001,0.129795,0.417244,0.525026,1.908342,0.017862,0.000426,0.263196,0.420118,0.127688,0.026121,0.013763,1.236226,0.692677,0.337963,0.000182,0.212092,0.662022,1.996485,0.10887,0.144318,0.253442,0.806183,0.869524,0.134845,0.210069,0.198148,0.190444,0.049664,0.041269,0.045023,0.056722,0.031174,0.073222,30.251454,157.75,1.00332
0.062339,0.000017,2.418896,3.269471,0.701317,0.305424,0.132527,0.395679,0.531515,1.980119,0.015419,0.000009,0.226078,0.338555,0.122766,0.022117,0.019315,1.216101,0.823719,0.743989,0.000013,0.206082,0.663973,1.939059,0.154967,0.126219,0.259686,0.925502,0.71219,0.157466,0.180085,0.173601,0.220253,0.073066,0.046952,0.06032,0.062282,0.031945,0.074783,8.494839,149.5,1.002661
0.116358,0.000011,2.390206,3.496851,0.645435,0.40409,0.173451,0.430172,0.604127,1.961027,0.040148,0.000032,0.261926,0.311331,0.132188,0.031927,0.026737,1.123297,0.624036,0.564341,0.000071,0.23334,0.604535,2.297078,0.107441,0.106111,0.262218,0.466826,0.578589,0.154681,0.20521,0.221221,0.262222,0.056751,0.060178,0.05601,0.037336,0.027618,0.078344,11.079059,117.5,1.00345
0.09717,0.000193,2.34812,3.182157,0.717895,0.400769,0.14837,0.424507,0.54439,1.969529,0.029189,0.000157,0.284137,0.443258,0.148474,0.030739,0.021794,1.3119,0.617521,0.336851,0.000074,0.19692,0.503646,1.693222,0.105431,0.091015,0.261149,0.609231,0.610914,0.119999,0.151943,0.171015,0.257463,0.042677,0.038994,0.038222,0.038258,0.021903,0.072919,25.401444,159.5,1.003187
0.139204,0.000031,2.911552,3.813115,0.678241,0.330658,0.169786,0.452517,0.591842,1.999157,0.054463,0.000014,0.261059,0.407758,0.133214,0.027786,0.03622,1.317336,0.705666,0.43755,0.000043,0.21887,0.782787,2.298933,0.13549,0.099624,0.264962,0.426877,0.706781,0.142369,0.190137,0.245651,0.227147,0.049858,0.048358,0.061449,0.043906,0.033671,0.080017,12.320306,127.5,1.002544
0.049382,0.000079,2.369882,3.480015,0.763394,0.425431,0.121961,0.405349,0.529482,1.944569,0.008656,0.000069,0.277731,0.445325,0.141062,0.017781,0.006648,1.164029,0.519759,0.261665,0.000103,0.184361,0.589559,1.620804,0.158614,0.13007,0.259021,1.078095,0.594911,0.11526,0.135481,0.191394,0.206871,0.046664,0.043703,0.048489,0.044493,0.036156,0.077762,16.782502,155,1.002648
0.054672,0.000175,2.150064,2.862854,0.79734,0.456649,0.133944,0.38059,0.532022,1.992274,0.010784,0.00015,0.277417,0.40011,0.111705,0.030725,0.008711,1.21448,0.453701,0.274121,0.000044,0.179979,0.713919,1.534026,0.156096,0.091884,0.258652,0.521874,0.590608,0.114501,0.12342,0.207069,0.22436,0.052743,0.037809,0.024303,0.032812,0.023606,0.081316,19.083172,153.5,1.00376
0.076762,0.00028,2.354676,2.977762,0.804271,0.45354,0.129975,0.42024,0.566089,1.966379,0.0193,0.000209,0.266719,0.474934,0.122955,0.03109,0.025044,1.442305,0.738661,0.37778,0.000109,0.189214,0.562249,1.330913,0.154419,0.124921,0.25794,0.848889,0.602278,0.124692,0.142803,0.279331,0.340827,0.055722,0.047519,0.042807,0.031997,0.04073,0.073768,25.874925,127,1.003596
0.089543,0.000022,2.583231,2.95246,0.64132,0.383352,0.123304,0.423723,0.53274,1.996686,0.048189,0.000022,0.281181,0.490707,0.147932,0.04488,0.025924,1.650089,0.641051,0.326249,0.000006,0.203788,0.694342,1.408858,0.124228,0.120721,0.261014,0.604797,0.955292,0.140621,0.158303,0.23291,0.283129,0.048047,0.056554,0.067482,0.053492,0.032097,0.076392,8.674273,120.25,1.002773
0.119357,0.000194,2.204888,2.99861,0.784315,0.448396,0.16195,0.434905,0.567702,1.939725,0.027307,0.000254,0.245965,0.39897,0.149175,0.029468,0.018696,2.324313,0.724579,0.394415,0.000151,0.185465,0.608908,1.041879,0.098979,0.137437,0.255345,2.010863,0.599495,0.115711,0.180055,0.245181,0.253246,0.083392,0.039778,0.044747,0.05081,0.071996,0.071618,36.909292,131,1.00987
0.052879,0.000385,2.328125,2.856965,0.789602,0.438448,0.108621,0.431085,0.560505,1.973343,0.018144,0.000361,0.266265,0.439142,0.142979,0.021706,0.010294,1.033617,0.419142,0.36931,0.000205,0.178506,0.447578,1.157577,0.10283,0.123503,0.262148,0.69778,0.656138,0.104239,0.139985,0.218956,0.157747,0.052265,0.044842,0.034469,0.032842,0.027671,0.07522,20.894687,151,1.007076
0.054934,0.000357,2.139173,3.127347,0.665704,0.633669,0.120189,0.433089,0.579574,2.009472,0.019092,0.000217,0.281986,0.437526,0.168889,0.020537,0.009653,1.049282,0.29942,0.195606,0.000047,0.19578,0.4706,1.202946,0.090004,0.103502,0.261035,0.409956,0.583998,0.108642,0.128697,0.149415,0.210683,0.033157,0.032171,0.030694,0.031639,0.022397,0.082204,33.852658,106.5,1.003935
0.157441,0.000741,2.255189,2.723799,0.749692,0.561653,0.180705,0.45309,0.598746,1.972126,0.037562,0.001302,0.287407,0.396337,0.109529,0.039007,0.01711,0.87109,0.360233,0.23904,0.000232,0.18164,0.501702,0.732289,0.131517,0.097077,0.260237,0.806515,0.426124,0.143435,0.133794,0.202416,0.215471,0.041286,0.042429,0.04897,0.034846,0.029193,0.072471,119.016264,142,1.007118
0.106006,0.000038,2.346533,3.06892,0.649747,0.303519,0.148656,0.427875,0.565408,1.998255,0.030478,0.00008,0.30606,0.402035,0.136643,0.039642,0.017916,0.931168,0.518815,0.732933,0.000014,0.197788,0.747856,1.882367,0.114927,0.143941,0.263541,0.492331,0.406735,0.108987,0.23446,0.309544,0.317301,0.040624,0.050371,0.039698,0.050023,0.020914,0.066511,23.118414,129,1.005102
0.074152,0.000123,2.269722,2.451679,0.779837,0.588185,0.130767,0.417962,0.600022,1.995525,0.025445,0.000115,0.290285,0.439324,0.114169,0.030216,0.012634,0.879859,0.429126,0.290315,0.000052,0.187879,0.410004,0.757875,0.101834,0.088159,0.261031,0.499063,0.44754,0.090214,0.152231,0.217858,0.160272,0.050768,0.038402,0.029639,0.037224,0.030891,0.071423,17.753471,134,1.00396
0.100776,0.000026,2.364219,2.86143,0.722038,0.526182,0.166614,0.37138,0.489289,1.963227,0.019411,0.000031,0.285597,0.433042,0.150096,0.023499,0.028224,2.942964,0.693521,0.334861,0.000039,0.216202,0.662485,1.856949,0.141483,0.101309,0.258272,1.359279,0.783481,0.162158,0.218766,0.28304,0.232681,0.047728,0.047521,0.047681,0.034747,0.057091,0.077325,18.028189,139.75,1.006179
0.130783,0.000086,2.506291,2.895626,0.697285,0.533758,0.156197,0.431635,0.611198,1.98218,0.044541,0.000055,0.260041,0.485114,0.138154,0.030433,0.037337,0.988879,0.456918,0.35641,0.000426,0.215701,0.685074,1.40387,0.197056,0.117974,0.259645,0.325185,0.355246,0.131738,0.163278,0.183265,0.271723,0.052061,0.058605,0.04646,0.032869,0.02865,0.085244,16.383077,140.5,1.002653
0.101121,0.000064,2.266243,3.397045,0.739337,0.332665,0.146187,0.427689,0.555033,2.013976,0.017067,0.000062,0.273271,0.398364,0.152207,0.026733,0.025133,1.664442,0.767929,0.633209,0.000153,0.248085,0.558827,1.996741,0.160275,0.123939,0.26632,0.863035,0.510821,0.188208,0.188906,0.236843,0.271137,0.070502,0.051274,0.047041,0.055018,0.04274,0.074303,12.042286,150.75,1.003266
0.268461,0.000012,2.528141,3.175907,0.676284,0.304564,0.158834,0.493065,0.618722,2.006011,0.091214,0.000012,0.318784,0.527757,0.171162,0.059714,0.044387,1.318632,0.751667,0.37977,0.000016,0.236184,0.62393,2.130371,0.150732,0.109586,0.275597,0.551049,0.791583,0.173866,0.180964,0.168604,0.236348,0.073772,0.062912,0.044767,0.040288,0.04125,0.0854,7.303824,130,1.003015
0.061377,0.000202,2.379987,3.59096,0.737444,0.381773,0.137357,0.354313,0.477819,1.999913,0.014025,0.000169,0.282437,0.32742,0.190022,0.018281,0.011409,1.703579,0.522022,0.464888,0.000135,0.230155,0.735304,1.649236,0.13676,0.139351,0.256625,1.276171,0.879503,0.138684,0.17212,0.254706,0.30591,0.06425,0.042399,0.045552,0.042011,0.041426,0.067993,23.112715,151.5,1.003076
0.060408,0.000027,2.332489,3.319882,0.67671,0.420059,0.130202,0.371578,0.505236,1.986177,0.012171,0.000034,0.261195,0.39265,0.164749,0.028075,0.018704,1.24949,0.567934,0.516769,0.000026,0.256492,0.905084,2.66588,0.148289,0.114561,0.265525,1.504872,0.617319,0.143072,0.173954,0.222719,0.368615,0.060944,0.054504,0.053841,0.034627,0.034305,0.071463,5.758155,150.5,1.002503
0.18217,0.000292,2.231815,3.02096,0.740067,0.507425,0.201429,0.45138,0.590921,1.963741,0.041938,0.000318,0.286981,0.440769,0.1429,0.037589,0.026873,0.829492,0.643361,0.370616,0.000143,0.192849,0.566149,1.565722,0.092312,0.098727,0.256901,0.683351,0.283817,0.117539,0.131918,0.271514,0.174329,0.043079,0.040261,0.036031,0.031785,0.023796,0.088489,29.204137,140,1.003647
0.102624,0.000121,2.256309,3.075624,0.747741,0.468621,0.151676,0.430691,0.577907,1.953002,0.032107,0.000186,0.28801,0.444528,0.147664,0.027335,0.018509,1.200289,0.575588,0.397244,0.000108,0.187529,0.676753,1.400892,0.125063,0.148073,0.258158,0.57277,0.537328,0.091963,0.147144,0.266867,0.216511,0.042334,0.046844,0.047094,0.042769,0.02548,0.074016,26.894852,147,1.00645
0.094593,0.000254,2.419488,3.245554,0.746219,0.355149,0.150006,0.406327,0.518437,1.924208,0.016767,0.000286,0.275322,0.456283,0.136684,0.02377,0.013879,1.07373,0.800571,0.441049,0.000214,0.20204,0.539125,1.31989,0.124675,0.103851,0.249157,1.31161,0.486148,0.0962,0.17185,0.249914,0.260921,0.053824,0.027783,0.035229,0.041416,0.037321,0.06717,20.038016,152,1.00311
0.464676,0.000356,2.171983,2.796581,0.670587,0.506238,0.151241,0.52036,0.694018,1.996355,0.095115,0.000464,0.30298,0.460303,0.119917,0.088938,0.054841,1.24073,0.625241,0.274331,0.000408,0.196426,0.461229,0.64205,0.126201,0.12436,0.258832,0.397081,0.807544,0.160099,0.177456,0.190388,0.254797,0.040721,0.045591,0.045739,0.032264,0.02134,0.08198,22.834737,144,1.003874
0.091089,0.000111,2.21754,3.209819,0.763272,0.487981,0.167174,0.401704,0.522482,1.94192,0.01622,0.000089,0.290601,0.446134,0.138697,0.022029,0.013553,1.124967,0.731688,0.339736,0.000144,0.187885,0.603936,2.071615,0.095438,0.110604,0.260341,1.013601,0.571936,0.109054,0.119729,0.20036,0.175182,0.052588,0.042824,0.040422,0.042292,0.021529,0.074255,18.612805,139.5,1.003722
0.043414,0.000529,2.279357,2.934646,0.776301,0.535008,0.089228,0.446675,0.611453,1.994884,0.012462,0.000368,0.278621,0.421214,0.123274,0.017869,0.007664,0.996887,0.520336,0.28138,0.000171,0.197851,0.586932,2.041159,0.10345,0.093292,0.261013,0.421215,0.489113,0.102629,0.177341,0.192071,0.177935,0.048191,0.040892,0.031373,0.035363,0.024037,0.083949,23.506571,154.5,1.002676
0.10363,0.000209,2.57237,3.197518,0.749912,0.415516,0.147116,0.444136,0.591084,1.992503,0.03235,0.000136,0.275099,0.438707,0.125783,0.028355,0.022916,1.197954,0.517656,0.403063,0.000162,0.235949,0.644575,1.295208,0.168684,0.141905,0.261719,0.616769,0.387504,0.176899,0.161925,0.215766,0.285645,0.06175,0.030722,0.043905,0.039924,0.02775,0.078698,51.914478,152,1.004649
0.070187,0.000188,2.293222,2.888036,0.751805,0.534462,0.155835,0.411566,0.561443,1.961947,0.016902,0.000139,0.302917,0.431991,0.115974,0.028652,0.00759,0.974534,0.551053,0.20607,0.00013,0.185979,0.643693,1.068077,0.099047,0.118356,0.257787,0.549496,0.406719,0.102192,0.163972,0.145021,0.247375,0.03576,0.036113,0.040193,0.041651,0.021742,0.079609,21.784064,148.75,1.004388
0.216357,0.000301,2.216843,3.103692,0.680273,0.364069,0.198577,0.489221,0.618697,1.864376,0.037893,0.000207,0.284513,0.373625,0.114784,0.032847,0.037365,1.219618,0.589064,0.548885,0.00013,0.202191,0.480183,1.142878,0.129384,0.150855,0.254734,0.875959,0.788402,0.148732,0.184837,0.399249,0.262219,0.051456,0.042833,0.063453,0.042738,0.039357,0.07957,31.021084,138,1.002306
0.103228,0.000019,2.366645,3.356861,0.711059,0.399788,0.094651,0.436825,0.595277,2.009927,0.01592,0.000028,0.278954,0.394576,0.105847,0.023082,0.022853,1.000014,1.085839,0.359181,0.000028,0.210831,0.790525,1.277591,0.128551,0.155599,0.262002,0.60313,0.622587,0.137484,0.199293,0.229522,0.210716,0.049709,0.048941,0.054809,0.049804,0.029701,0.08643,5.294061,148.5,1.002888
0.119622,0.000228,2.025825,2.795488,0.815399,0.533547,0.166006,0.445845,0.604968,1.972777,0.029861,0.000619,0.279084,0.406366,0.11594,0.035337,0.012811,0.856051,0.338945,0.214959,0.00008,0.169525,0.455859,0.914292,0.101135,0.11487,0.257793,0.50527,0.478112,0.08699,0.121148,0.228368,0.180919,0.048146,0.036751,0.042331,0.041212,0.020907,0.080669,62.891789,146,1.005806
0.176099,0.000406,2.248161,3.196741,0.780481,0.481658,0.191761,0.456098,0.590569,2.018763,0.041077,0.000492,0.28276,0.420521,0.137865,0.02294,0.02436,0.986925,0.886416,0.299959,0.000127,0.184355,0.626007,1.734826,0.085627,0.086115,0.264792,0.45568,0.400392,0.08996,0.101809,0.17864,0.209966,0.050833,0.039991,0.044008,0.026844,0.028462,0.086245,35.107126,145.5,1.004375
0.051249,0.000118,2.411405,3.07524,0.734051,0.414602,0.097586,0.402414,0.548075,1.995656,0.023487,0.000098,0.30423,0.50932,0.163098,0.025117,0.019779,1.26218,0.675574,0.369689,0.000059,0.194759,0.785303,1.362221,0.119864,0.105978,0.260706,0.603133,0.755202,0.117193,0.147566,0.178361,0.301394,0.048152,0.046927,0.038572,0.035478,0.049771,0.075009,9.817154,159,1.003203
0.094029,0.000039,2.483143,3.482268,0.605554,0.336122,0.12139,0.464513,0.588933,1.998805,0.040417,0.000039,0.281217,0.467302,0.165272,0.038372,0.018068,0.952323,0.565662,0.479084,0.00004,0.24129,0.678413,2.541006,0.148374,0.103474,0.260751,0.731427,0.586459,0.160831,0.183399,0.274564,0.209491,0.043557,0.055339,0.050692,0.03438,0.026442,0.078078,12.426811,141.5,1.003131
0.056844,0.000165,2.278691,3.007662,0.772994,0.528599,0.104369,0.415077,0.519069,1.952394,0.015394,0.000138,0.264748,0.383625,0.164433,0.032919,0.01263,1.258816,0.582447,0.469458,0.000108,0.195801,0.611649,1.761081,0.091621,0.12724,0.255347,1.244663,0.678677,0.107206,0.16901,0.162052,0.224321,0.050901,0.038629,0.036367,0.045414,0.035373,0.076559,9.181053,124,1.002832
0.080754,0.000145,2.197654,3.224991,0.789808,0.423625,0.141525,0.384583,0.527082,1.991562,0.012385,0.000068,0.273111,0.400042,0.149769,0.02378,0.013367,1.445607,1.076936,0.395308,0.000054,0.217747,0.598892,1.307504,0.112115,0.091876,0.258334,1.178625,0.504473,0.123614,0.153375,0.158741,0.201718,0.061877,0.051282,0.052526,0.029187,0.053299,0.079656,16.830041,122.5,1.002956
0.272742,0.00008,2.100674,2.785681,0.786063,0.53727,0.188801,0.503334,0.636818,1.972482,0.039425,0.000061,0.291876,0.382747,0.108956,0.028377,0.026185,0.84214,0.435277,0.237596,0.000035,0.17144,0.494365,0.843915,0.116645,0.091465,0.254943,0.678125,0.183673,0.110016,0.114546,0.172172,0.162916,0.049055,0.032633,0.044533,0.028236,0.018241,0.08829,30.857842,137.75,1.004247
0.125847,0.000447,2.045873,2.710534,0.81372,0.484033,0.153933,0.491549,0.601416,1.98453,0.025885,0.000475,0.282939,0.364341,0.154549,0.025314,0.013221,0.933331,0.381518,0.206971,0.000177,0.176642,0.524448,1.925371,0.10256,0.110627,0.261831,0.723265,0.50092,0.119362,0.1449,0.257664,0.256159,0.048803,0.031568,0.039166,0.0357,0.031969,0.073062,44.424295,157.75,1.004675
0.074995,0.000064,2.773915,2.971964,0.777862,0.430553,0.136714,0.418068,0.534423,1.950769,0.024799,0.00006,0.2787,0.437289,0.15573,0.022416,0.025176,1.391198,0.690265,0.39731,0.000034,0.195275,0.549964,1.275847,0.119719,0.160181,0.259652,1.513421,0.779745,0.09946,0.206098,0.185642,0.258193,0.057637,0.038737,0.040009,0.058419,0.055262,0.072246,10.22816,148.75,1.002655
0.087348,0.000094,2.315473,2.948471,0.763032,0.422783,0.142182,0.435893,0.561647,1.959156,0.021724,0.000092,0.271825,0.407169,0.119353,0.021442,0.014517,1.150624,0.355697,0.23014,0.000087,0.220655,0.5726,1.407157,0.11358,0.143038,0.255271,0.79789,0.545961,0.1115,0.126922,0.170169,0.194864,0.04879,0.036075,0.055294,0.04291,0.028238,0.075423,21.350377,136,1.004118
0.042565,0.000291,2.24212,2.812731,0.814591,0.521632,0.113698,0.447063,0.566318,1.973992,0.007893,0.000157,0.262298,0.465268,0.174627,0.021685,0.004582,0.942908,0.574267,0.411951,0.000076,0.218749,0.797837,1.116587,0.131389,0.109761,0.265053,1.291966,0.416906,0.154838,0.127171,0.16695,0.189776,0.069099,0.045205,0.044499,0.04147,0.050977,0.057863,25.367957,121.5,1.004271
0.147526,0.000296,2.19771,2.870945,0.830536,0.466152,0.147582,0.476364,0.589932,1.844794,0.02732,0.000145,0.284563,0.441582,0.131316,0.034164,0.020989,0.856797,1.019749,0.393744,0.000082,0.183183,0.441901,1.763193,0.111661,0.09812,0.244574,1.054188,0.428792,0.122623,0.108934,0.181711,0.237947,0.062139,0.037826,0.038619,0.034405,0.032371,0.069104,38.523371,128.5,1.003103
0.045441,0.000174,2.471589,2.955735,0.785176,0.43197,0.121432,0.341836,0.494177,1.970151,0.007307,0.000072,0.286933,0.396769,0.171566,0.020503,0.006637,1.83147,0.58863,0.322393,0.000094,0.178008,0.667382,2.051538,0.135786,0.146635,0.270383,2.775485,0.763548,0.102906,0.148317,0.128879,0.219644,0.048763,0.040011,0.035587,0.024069,0.058219,0.059585,15.363242,127,1.002427
0.065917,0.000039,1.991336,2.596239,0.791293,0.531941,0.104341,0.361219,0.502678,1.97301,0.030141,0.00004,0.269299,0.391071,0.141428,0.027102,0.019586,2.079187,0.780331,0.362274,0.00003,0.187427,0.68099,1.363302,0.117343,0.123491,0.260019,0.779026,1.186426,0.096343,0.122574,0.264663,0.238623,0.051085,0.039481,0.048326,0.04129,0.044188,0.067064,10.144966,135,1.002872
0.09461,0.000557,2.282623,2.761988,0.783035,0.506219,0.136245,0.47405,0.592636,2.014465,0.02176,0.00043,0.283257,0.449312,0.121764,0.029403,0.011945,1.205209,0.658356,0.259456,0.000331,0.18281,0.364296,1.331228,0.114366,0.106529,0.259731,0.410468,0.436945,0.108637,0.16993,0.183426,0.216966,0.053744,0.039785,0.039518,0.038458,0.025396,0.074777,43.464706,137.75,1.006024
