@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_max numeric
@attribute mfcc_sma[1]_max numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[3]_linregerrQ numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[6]_min numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[9]_minPos numeric
@attribute mfcc_sma[9]_linregc2 numeric
@attribute mfcc_sma[9]_stddev numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute pcm_zcr_sma_max numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc1 numeric
@attribute voiceProb_sma_amean numeric
@attribute voiceProb_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_max numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute mfcc_sma_de[1]_linregc1 numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[4]_kurtosis numeric
@attribute mfcc_sma_de[7]_minPos numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[8]_amean numeric
@attribute mfcc_sma_de[8]_kurtosis numeric
@attribute mfcc_sma_de[9]_min numeric
@attribute mfcc_sma_de[9]_skewness numeric
@attribute mfcc_sma_de[11]_linregerrQ numeric
@attribute mfcc_sma_de[11]_kurtosis numeric
@attribute pcm_zcr_sma_de_max numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {lonely,notlonely}

@data
0.05563,3.353389,-3.764044,36.52502,-7.77547,-21.21371,-10.17845,1196,-8.06537,6.257887,-1.118801,0.321234,0.043087,0.000001,0.550375,0.222935,0.007226,0.000712,0.000006,-0.867489,5.317335,1208,0.718638,0.002336,4.398875,-4.152756,-0.017952,0.770984,3.865052,0.045917,0.000022,42.73896,-0.309364,lonely
0.128101,16.2459,-1.498562,67.21973,-8.846127,-23.57581,-2.152837,588,-9.574704,6.369278,-5.988365,0.573503,0.05091,0.000003,0.523896,0.331684,0.021044,0.002266,0.00001,-1.452379,5.570251,1594,1.256006,-0.00279,6.00107,-5.067406,0.005588,0.982961,4.531741,0.118754,0.00013,37.42857,-0.157964,lonely
0.06688,11.2998,-2.019015,18.59181,-7.711466,-22.98897,-6.847658,606,-11.78668,5.382137,-9.076778,0.31216,0.075038,-0.000002,0.446088,0.328112,0.012165,0.001365,-0.000005,-1.381982,8.312009,2209,0.709283,0.002875,4.158454,-3.086168,-0.092538,0.73703,4.222805,0.064489,0.000039,29.26521,-0.130505,lonely
0.147161,4.583153,-6.362289,21.38815,-4.625972,-14.74366,-5.725154,149,-4.882187,4.966962,-2.117754,0.397459,0.072256,0.00001,0.367569,0.809125,0.022369,0.003508,-0.000002,-1.287379,4.624432,1119,0.947758,0.004473,3.495109,-3.58467,0.098529,0.948183,3.364017,0.062492,0.000067,9.937302,0.257259,lonely
0.099983,11.50003,0.875155,38.20993,0.503788,-33.78729,-4.736792,2123,0.121803,7.503243,3.518839,0.333938,0.048279,-0.000007,0.523664,0.320086,0.01525,0.001607,0.000004,-0.683146,5.20909,419,2.281837,0.00484,4.910903,-8.211939,0.397954,2.391156,4.322393,0.056745,0.000027,34.4791,0.183963,lonely
0.046,6.004063,-4.158726,31.69801,-5.181691,-29.25727,2.364084,1143,0.53909,6.667065,-4.804829,0.176649,0.040056,-0.00001,0.490943,0.523302,0.011973,0.000903,-0.000004,-0.395691,6.572501,493,1.690549,-0.000322,3.760206,-4.499378,0.068444,0.87775,4.530297,0.034543,0.000019,15.89819,0.735187,lonely
0.048021,3.359558,-10.22737,39.58664,-4.44004,-26.54919,-0.810212,2165,-2.475131,6.650042,-3.284718,0.520266,0.106683,-0.000001,0.389583,0.625251,0.010297,0.001867,0.000002,-0.129949,4.022267,2685,1.38217,-0.000808,4.304513,-5.217683,0.28633,1.436079,3.579842,0.082214,0.000268,10.36169,-0.177892,lonely
0.065209,2.872062,-4.55268,21.80265,-5.11444,-21.3578,-6.36608,1353,-0.904794,5.895177,1.793327,0.369631,0.061983,0.000001,0.384505,0.493427,0.012253,0.002167,0.000005,-0.32314,3.609953,2960,1.385923,0.004185,3.345032,-4.790107,0.180477,1.273453,3.189251,0.064307,0.00012,12.10384,-0.198304,lonely
0.047077,4.583913,-1.074095,11.03104,-3.190161,-12.89284,0.747125,2663,3.545713,4.203986,-1.409507,0.115548,0.045401,0,0.462851,0.556115,0.007298,0.001129,0.000003,-1.55787,3.349775,2376,0.954889,-0.000583,3.394121,-3.356733,0.157451,0.899854,3.168021,0.021416,0.000012,6.82393,0.124669,lonely
0.019606,14.18873,2.131227,16.18726,-7.166949,-15.66542,-0.882862,2347,3.451849,5.425467,-8.501184,0.086509,0.017887,-0.000002,0.554327,0.263158,0.003185,0.000262,-0.000002,1.099558,16.9901,1455,0.601785,-0.001327,4.424713,-3.37483,0.065081,0.539359,4.227483,0.015487,0.000002,30.98123,0.959973,lonely
0.08534,7.955332,-2.475732,23.47815,-10.11773,-27.35614,-8.59352,1541,-2.379922,6.925801,-0.069604,0.490623,0.054765,0.000001,0.478287,0.488335,0.01339,0.001317,0.000008,-1.06944,5.284397,799,1.195649,-0.002296,4.143146,-3.423913,0.386823,1.053431,3.53712,0.107381,0.000065,48.2112,-0.354149,lonely
0.089493,2.695023,-6.59911,23.3464,3.562186,-30.0583,2.204244,722,0.268764,5.049356,1.96835,0.359347,0.078726,-0.00001,0.397677,0.60668,0.014309,0.002166,-0.000002,-1.333277,6.33683,604,0.983423,0.000986,3.876539,-3.733189,-0.025123,1.002589,3.65281,0.055898,0.000056,10.90862,-0.365259,lonely
0.095704,7.70889,-1.284458,28.97622,-7.526228,-21.32936,-6.262308,1006,-2.801453,5.304327,-2.342934,0.378705,0.052703,0.000001,0.591645,-0.589879,0.0109,0.001859,-0.000005,-0.149564,4.698144,2326,1.024161,-0.003975,5.09994,-4.487554,0.059943,0.978349,4.390464,0.051845,0.00004,32.0197,0.010081,lonely
0.041998,7.649344,-2.284987,24.52559,-8.065623,-17.40239,-10.79576,434,-9.506878,5.819507,-2.777069,0.473684,0.049664,0.000005,0.568442,-0.195866,0.006369,0.000454,-0.000009,-1.081615,4.101501,1337,0.849474,0.00655,5.560037,-3.370441,0.616792,0.717441,4.306962,0.085723,0.00005,59.57439,-0.026374,lonely
0.067371,-0.052759,-8.917571,22.84125,-6.396011,-26.14956,-6.355762,528,-12.79487,5.659753,-1.143639,0.600121,0.092454,0.000011,0.531499,0.098632,0.016761,0.001802,-0.000002,-1.133057,5.024665,2435,1.219219,0.000435,4.647086,-3.507529,0.523463,1.146258,4.594033,0.098488,0.000138,14.02923,0.233283,lonely
0.082393,9.275521,-2.557127,26.00814,-3.446534,-19.31883,-1.541188,2178,0.695984,6.31762,-3.300977,0.352087,0.066006,-0.000002,0.501217,0.240378,0.016348,0.002344,0.000004,-0.715526,3.949249,2561,1.157803,0.000662,3.595035,-3.941642,0.082586,1.315404,4.202635,0.043799,0.000054,12.83684,0.359402,lonely
0.086972,4.395533,-9.537411,41.42498,-5.799833,-27.38114,-3.702494,22,0.293578,7.579914,-1.486475,0.526921,0.101416,0.000009,0.486761,0.11817,0.019192,0.001485,0.000004,-1.068862,4.380373,1210,1.100867,0.004849,5.126307,-5.549535,-0.032173,1.238578,5.671202,0.096915,0.000196,16.93925,-0.395795,lonely
0.065894,8.968204,-1.135631,15.77421,-10.01242,-30.66636,-9.040959,345,-12.77409,4.679208,-6.53141,0.396854,0.044392,0.000004,0.47436,0.770196,0.017573,0.000958,-0.000014,-1.805115,3.409435,2353,0.999911,0.000044,3.237947,-3.763101,-0.097957,0.778763,3.071082,0.094616,0.000026,116.5667,0.313143,lonely
0.035708,8.880549,-2.273781,16.09275,-2.789793,-13.07708,-2.502462,1208,-4.262194,4.008508,-4.215149,0.124622,0.044677,0.000006,0.454113,0.497298,0.007821,0.001013,0.000006,-1.373769,4.131342,2461,0.978251,0.00345,3.043748,-3.748234,0.077586,1.021174,3.780864,0.021718,0.000015,5.040093,0.4346,lonely
0.192982,8.962162,-4.185848,30.33648,-3.449041,-19.07799,0.726615,1894,0.825979,5.201839,-2.459753,0.359952,0.057502,0.000019,0.449833,0.666444,0.030549,0.002502,0.000001,-1.900131,4.938815,2034,0.741614,-0.000786,3.780106,-4.198817,-0.032739,0.776134,4.23005,0.048094,0.000031,17.64783,-0.38159,lonely
0.051105,11.82582,-2.522867,48.00138,-0.627995,-18.77537,0.107801,884,-1.191259,6.166975,-5.832957,0.601331,0.063995,-0.000001,0.518187,-0.139475,0.009384,0.000939,0.000002,-0.800965,4.67356,1284,1.423525,0.001511,5.211918,-4.11866,0.147097,1.181235,3.823777,0.115003,0.000179,26.76699,-0.025313,lonely
0.087067,9.898293,-5.881341,22.33023,-7.249973,-23.71853,-1.600396,1357,-9.351443,6.530918,-6.774777,0.451301,0.076515,0,0.383889,0.630024,0.019251,0.003455,0.000005,-0.324767,3.914577,1442,0.986939,0.003963,3.912575,-4.068758,0.210988,1.167143,5.023873,0.054991,0.000079,11.20569,-0.27115,lonely
0.108319,11.98829,-2.290895,17.16215,-4.404806,-24.33378,-6.807359,2314,-8.786998,5.455362,-2.734917,0.375681,0.040513,-0.000003,0.414969,0.555458,0.020676,0.002205,0.000007,-0.350315,3.928387,2255,1.137136,0.000809,3.505029,-4.26539,0.151434,1.013962,3.63691,0.066485,0.000042,30.6346,-0.323509,lonely
0.110997,0.821478,-4.130135,10.08399,1.061647,-14.02893,-0.325181,921,-0.730047,3.608165,-4.506538,0.278887,0.043022,-0.000002,0.322269,0.789966,0.020138,0.002569,-0.000007,-1.07129,4.427248,329,0.706357,-0.000593,3.583479,-3.411448,-0.089918,0.890757,3.455217,0.062371,0.000069,17.9611,-0.176905,lonely
0.133698,5.341986,-9.131256,13.28303,0.199299,-22.021,-1.095516,925,-1.59568,5.192296,-1.318146,0.397459,0.097888,0.000011,0.319103,1.140461,0.023323,0.004735,0.000002,-1.132697,3.649554,1763,1.24503,0.001816,3.426817,-4.179619,0.28067,1.163295,3.190048,0.054144,0.000134,7.825699,-0.084754,lonely
0.026777,6.250469,-6.96956,14.77358,1.402746,-14.41712,-0.634001,91,2.152283,8.616187,3.704298,0.3902,0.070131,-0.000002,0.46975,0.281313,0.006429,0.001284,-0.000008,-1.32928,4.77283,2126,0.971875,0.001307,4.321543,-5.510908,-0.129698,1.46155,5.312886,0.082456,0.000115,10.17855,-0.830073,lonely
0.102119,6.992575,-6.67077,14.86321,-0.720519,-12.68987,-5.327088,311,-4.505411,5.253507,2.626154,0.418028,0.063603,0.000013,0.349456,0.647095,0.019031,0.002341,0.000002,-1.203701,4.328666,1353,1.114336,-0.00129,3.836972,-3.690252,0.194053,1.066524,3.925395,0.078947,0.00011,16.63267,-0.325528,lonely
0.069954,15.44087,-0.8652,37.87294,-9.114642,-19.64416,-5.680266,19,-5.017086,7.615305,-3.819768,0.454326,0.064236,0.000002,0.452937,0.987631,0.018106,0.001345,-0.000001,-1.080132,5.163885,2674,0.969039,0.00844,5.093116,-6.787129,0.147472,0.998802,4.048386,0.066304,0.000054,32.35449,-0.087658,lonely
0.166621,-0.058102,-8.554991,12.73815,-1.927026,-15.81325,-8.279006,526,-4.710095,6.724642,-1.617823,0.560799,0.089994,0.000013,0.454801,0.555059,0.014583,0.002343,0.000002,-0.807118,3.518286,413,0.872688,0.003067,4.287776,-4.448569,0.063003,0.823106,3.782956,0.071688,0.000145,15.79926,-0.365715,lonely
0.081112,6.684902,-3.575943,26.04755,-5.9701,-21.86076,-6.793321,1517,-2.386274,6.013288,-8.101912,0.318814,0.066389,0.000013,0.567368,-0.00092,0.01147,0.001657,-0.000004,-2.183614,6.206205,139,0.768417,0.001543,4.344413,-3.775771,0.185442,0.848626,4.307739,0.066546,0.000042,29.44083,0.36247,lonely
0.044703,3.212711,-12.39104,41.9184,-5.056746,-36.66307,2.863609,2126,-0.004783,8.303027,-5.790212,0.646098,0.106985,0.000003,0.454038,0.354681,0.009067,0.001339,0.000002,-0.067024,4.942036,2395,2.505312,0.000654,4.475718,-5.85279,0.110459,2.527001,4.321908,0.135572,0.00062,10.20845,0.149067,lonely
0.106575,12.84344,3.182852,22.86084,-5.976231,-26.16516,-4.621318,2006,2.089264,6.786897,0.261807,0.333333,0.046779,0.000005,0.486899,0.253875,0.017282,0.001538,-0.000009,-1.323041,5.434527,1951,0.975574,-0.00349,4.48833,-4.943861,0.107662,0.963755,4.232061,0.055233,0.000031,36.31585,0.066651,lonely
0.028685,9.755782,2.713221,27.44773,-2.171685,-18.7741,-5.17214,279,-6.135417,5.242932,-1.381295,0.46219,0.042503,0.000002,0.599635,0.203012,0.004377,0.000518,0.000001,-1.168525,6.890664,170,0.882798,-0.002144,4.559995,-5.074457,-0.150378,0.674061,4.474384,0.052874,0.000024,108.8697,0.87773,lonely
0.109411,0.639612,-8.704226,19.65911,7.448048,-16.29224,-2.372999,2624,-3.371036,5.641127,-0.025677,0.46461,0.103506,-0.000014,0.571503,-0.304303,0.017028,0.00248,0.000004,-0.876089,4.063618,1712,1.065377,0.002838,3.336302,-4.515174,-0.020187,1.028667,3.188254,0.077435,0.000094,10.829,-0.51274,lonely
0.086756,4.858682,-6.825049,26.04432,-3.962863,-23.13492,-2.775887,855,0.830641,4.561538,-3.069574,0.490623,0.0782,0.000006,0.400804,0.592254,0.012006,0.002014,0.000002,-1.892767,6.042653,801,0.90782,-0.002887,3.679059,-4.132094,0.123415,0.893245,3.595559,0.061887,0.000075,16.05088,-1.191035,lonely
0.08634,10.13801,-1.1515,45.0412,-10.216,-17.48526,-5.171417,2900,6.411829,7.828876,-1.43985,0.226255,0.056533,-0.000008,0.539897,0.067389,0.012872,0.001916,0,-0.912685,4.267785,2129,1.050053,0.002369,3.746543,-4.211398,0.354056,1.134821,3.875039,0.031095,0.000026,9.802739,0.268269,lonely
0.102217,2.735492,-14.4893,44.39465,2.983897,-19.25612,-2.244837,2182,-1.319084,6.920836,-1.353127,0.61101,0.114422,-0.000018,0.336249,0.951479,0.019748,0.003532,0.000004,-0.560197,4.44977,540,1.669393,-0.00037,4.304969,-4.25236,0.338334,1.336645,4.216319,0.137568,0.000353,12.94905,-0.480638,lonely
0.085924,8.934863,-0.738758,30.08955,-4.022767,-18.40965,0.044087,2479,2.015993,5.65704,0.52337,0.371446,0.061987,-0.000004,0.46875,0.747715,0.010695,0.001329,0.000006,-0.538027,3.460608,2826,0.826399,0.003375,3.69415,-4.007662,-0.115387,0.879689,3.958648,0.028252,0.000021,41.10191,-0.052484,lonely
0.102383,4.751636,-4.119576,18.03385,-6.246914,-14.18623,-2.691726,1354,-1.447672,4.860468,-3.568917,0.31458,0.031963,-0.000004,0.374926,0.473792,0.014735,0.002006,0.000002,-0.684638,3.69768,1358,0.82796,0.000989,3.845684,-4.126222,0.205199,0.810727,3.483359,0.040714,0.000036,28.69749,-0.136275,lonely
0.187738,4.506108,-6.545163,23.06096,-8.967558,-19.30867,-2.689556,53,-8.186817,6.681065,-5.230066,0.485179,0.074145,0.000007,0.400136,0.938829,0.03189,0.003555,-0.000008,-1.076838,4.701395,2772,1.008328,0.001851,3.473331,-3.396415,0.005481,0.98555,3.298839,0.081912,0.000113,18.55874,-0.267378,lonely
0.043276,3.742289,-3.743667,21.86704,-3.037941,-21.35032,4.549732,104,0.380586,4.552289,-1.497858,0.212341,0.050425,0.000001,0.413867,0.984159,0.007617,0.001416,-0.000003,-0.753656,4.00259,2695,0.997372,-0.000621,2.954137,-3.775554,-0.007007,0.974108,3.248694,0.037447,0.000023,10.95151,0.009283,lonely
0.258451,-0.039186,-11.10571,24.94066,1.057562,-25.52831,1.121056,1342,-0.970421,6.078238,-6.442535,0.45735,0.129511,0.000005,0.442104,0.167853,0.048634,0.004835,0.000004,-0.341477,5.774301,1148,0.940011,-0.001938,5.155881,-4.180743,0.104008,0.983591,4.746624,0.071809,0.000099,11.49547,-0.0616,lonely
0.030351,3.061657,-4.899987,56.37905,-1.785365,-17.86923,-3.00048,1461,-3.843037,5.425661,0.192948,0.487598,0.0414,0.000022,0.545253,0.282121,0.004591,0.00049,-0.000002,-0.169928,5.290724,1140,0.851407,0.002045,3.721122,-4.432425,0.135212,0.7966,4.247962,0.068603,0.000038,64.07191,0.565682,lonely
0.08954,3.057954,-7.528809,20.50582,-3.123193,-14.57975,0.049187,790,-2.918235,4.174145,-1.573251,0.379915,0.084853,0.000007,0.296172,0.919588,0.019493,0.003311,0.000006,-1.57163,4.348354,2866,1.180116,0.002952,3.829569,-3.588609,0.394242,1.033076,3.458721,0.068663,0.000108,9.415666,-0.737471,lonely
0.215555,0.611982,-8.563033,25.06102,-3.302186,-14.8913,0.310853,1651,0.872937,5.609636,-4.275489,0.467635,0.110109,0,0.508482,-0.119303,0.031079,0.005689,-0.000007,-0.587925,3.789342,1809,1.140291,-0.001642,3.26615,-3.28304,0.115013,0.998502,3.048862,0.089171,0.000163,11.10276,-0.523105,lonely
0.081289,10.8607,0.670963,27.86722,0.240985,-21.79936,-0.288564,1385,-6.281803,6.296341,-2.493351,0.470659,0.036659,0.000005,0.508536,0.280043,0.015681,0.001668,-0.000001,-0.848665,4.558885,198,1.278154,0.002782,4.697664,-6.251054,0.051884,1.625434,5.004243,0.094071,0.000102,36.33588,0.121163,lonely
0.089883,3.839804,-6.289876,41.68677,5.547752,-23.27225,-2.906591,974,-6.208508,6.573452,-12.54897,0.569873,0.065697,0.000001,0.574189,-0.436312,0.017451,0.001794,0.000006,-0.803503,4.891487,842,1.462149,0.002673,6.697731,-4.641617,-0.003353,2.205941,4.907026,0.118633,0.000189,22.26797,0.144934,lonely
0.033214,9.162068,1.032209,34.18787,0.791506,-18.43508,-0.296088,918,2.601601,5.667658,-0.529808,0.355717,0.031404,-0.000005,0.482755,0.454574,0.007739,0.000897,-0.000005,-0.88206,3.639429,1995,0.985557,0.006201,4.702365,-5.180325,-0.109027,0.96414,4.583441,0.069933,0.000036,32.60585,-0.095712,lonely
0.077763,18.07072,-0.133264,45.45338,-9.302141,-19.52171,-8.351319,1262,-5.048357,5.560771,1.846087,0.196007,0.060186,0.000006,0.469634,0.257458,0.010055,0.001206,-0.00001,-1.450184,3.538049,2723,1.015814,-0.001958,3.210236,-3.643633,-0.042367,0.939088,3.34188,0.022263,0.000014,7.868136,-0.293912,lonely
0.079161,-6.185187,-12.83082,14.08457,-6.724678,-18.0017,-1.704558,2450,1.875486,5.671747,3.801075,0.396249,0.143449,-0.000014,0.289599,1.876677,0.014581,0.002241,-0.000002,-0.074261,3.262619,1997,1.134163,-0.00152,3.19884,-5.074433,-0.021564,1.150723,3.001822,0.073382,0.000124,7.933023,0.056291,lonely
0.109805,7.394319,-7.265116,12.54532,-4.880966,-19.53205,-0.228705,732,-2.282615,4.022518,0.372302,0.332728,0.080988,0.000001,0.314647,0.903812,0.018655,0.003039,0,-1.3072,3.699526,179,0.866905,-0.000323,3.757737,-3.86614,-0.110722,0.873353,3.556777,0.063642,0.000083,12.63264,-0.549985,lonely
0.079561,11.52339,-0.824652,24.37698,-4.855033,-18.60946,-5.930628,379,-1.558918,7.893867,3.931319,0.475499,0.054777,0.000005,0.547999,-0.005539,0.014127,0.00131,0.000005,-1.017765,4.654982,1933,0.799913,-0.00297,7.810663,-4.499755,-0.096612,0.953268,4.261598,0.106594,0.000068,45.48404,-0.371094,lonely
0.06704,7.356073,-5.299571,13.49212,-5.083259,-22.72846,-5.822959,2033,-2.870173,4.925512,-3.190426,0.369026,0.065476,0.000006,0.406109,0.564702,0.013285,0.001875,-0.000004,-1.255337,5.343716,988,0.837262,-0.001622,4.861095,-5.210992,-0.10331,0.79588,4.015488,0.070115,0.000069,22.90215,-0.625886,lonely
0.050798,7.283556,-2.796216,32.40703,-1.887241,-11.8315,1.975455,2705,-5.938397,4.568682,-2.583144,0.144586,0.042665,0.00001,0.454856,0.668396,0.006744,0.00143,0.000004,-1.454065,4.240686,2471,0.672446,-0.003804,3.432683,-2.961411,0.284696,0.80743,2.992563,0.024561,0.000023,5.704341,0.280446,lonely
0.101841,4.940396,-6.865056,51.5145,-2.799092,-32.99801,-2.331337,2165,-1.429641,4.813209,-1.883361,0.30974,0.088486,0.000003,0.421617,0.758667,0.014916,0.002772,0.000004,-0.426495,4.06485,2388,1.146979,0.002107,4.107596,-4.970327,0.044413,1.184701,3.21207,0.056201,0.000052,9.524456,-0.051686,lonely
0.041256,18.32572,5.657968,23.52548,-6.778602,-14.50301,0.438607,1280,1.910559,5.222291,-5.305889,0.183908,0.035757,0.000003,0.482704,0.393258,0.005983,0.000736,0.000009,-1.494639,3.89551,2356,0.873316,-0.001149,3.40343,-3.694795,-0.094347,0.993017,3.356471,0.024924,0.000009,12.59701,-0.056973,lonely
0.053347,13.77724,2.627483,45.52872,0.796675,-27.72546,0.145511,2310,-3.434323,4.95647,-1.744492,0.439201,0.03819,-0.000004,0.389987,1.163645,0.00935,0.000997,0.000012,-0.736552,6.645337,1142,0.78401,-0.000881,5.087759,-5.942501,-0.18091,0.858704,4.684421,0.084029,0.000092,26.27501,-0.146681,lonely
0.125287,5.890976,-5.542108,21.73618,-11.25794,-15.37162,-3.366478,2789,-4.740668,4.896784,-4.108767,0.290986,0.067522,0.000006,0.38298,0.744782,0.018682,0.003542,-0.000002,-0.851861,3.893435,464,1.027367,-0.001529,3.827308,-3.048886,0.265152,1.026174,4.097517,0.050756,0.000079,10.20455,-0.456008,lonely
0.041769,12.60179,2.878579,19.89537,0.735682,-17.26886,-5.633813,2875,-2.188236,5.629202,0.7874,0.180883,0.024405,0.000003,0.473921,-0.374134,0.00951,0.001076,-0.000012,-1.525134,3.885826,1835,1.180324,-0.00099,3.982378,-5.445279,-0.19439,1.422351,3.636766,0.039867,0.000015,28.59584,-0.438594,lonely
0.098695,9.29895,-3.178509,35.35484,4.105542,-25.00125,-5.0887,2150,-1.648937,6.338882,-3.229977,0.529341,0.060166,0.000013,0.585214,-0.075279,0.015022,0.002208,0.000008,-0.483683,4.176801,1092,1.267969,-0.003501,3.939248,-5.273526,0.025086,1.108738,3.657845,0.102238,0.000107,27.78263,0.358164,lonely
0.039256,3.527992,-7.44335,22.44843,-7.904809,-14.18075,-1.560098,1406,-1.925787,6.053988,-1.714078,0.431942,0.080106,-0.000008,0.536686,-0.081157,0.008679,0.001253,0,-1.395598,4.171584,803,0.898901,-0.000762,3.989465,-5.273242,-0.054363,1.101644,3.979579,0.051603,0.000071,8.557521,-0.354753,lonely
0.063598,1.970238,-8.18459,33.23269,-2.992125,-17.94871,-2.489442,1472,-3.244771,5.199418,-3.553397,0.426497,0.073399,-0.000002,0.39351,0.760702,0.013602,0.002752,0.000004,-0.806966,4.02708,678,1.262973,-0.000235,4.154595,-4.404895,0.411114,1.174126,3.589128,0.097217,0.000136,12.35201,-0.063942,lonely
0.134391,5.886557,-4.639553,33.54298,-10.8083,-33.20092,-6.553826,803,-5.490676,6.441361,-8.976406,0.528131,0.070808,0,0.539965,0.040018,0.023374,0.002466,-0.000003,-0.796408,4.529143,1948,1.219242,-0.000306,3.806601,-4.801891,0.209183,1.213518,4.542527,0.126679,0.000181,25.03875,0.049949,lonely
0.11584,7.368898,-2.786073,24.44549,-5.313387,-19.90028,-8.000784,948,1.799721,5.083383,-3.370247,0.385965,0.073648,-0.000002,0.463856,0.293373,0.022852,0.003114,0.000009,-0.882237,4.556654,1201,1.193135,0.000403,3.607089,-4.201137,0.040493,1.163286,3.587587,0.066909,0.000071,15.76093,0.069489,lonely
0.044255,20.00561,1.813778,69.2198,2.410297,-26.28704,0.94151,613,-2.180709,6.785135,4.944435,0.403509,0.019177,-0.000005,0.403817,0.490642,0.007754,0.000753,-0.000011,-0.804736,4.804167,26,1.571408,-0.002903,4.492538,-5.237504,0.203835,1.742094,3.93192,0.094676,0.000027,99.21699,-0.150276,lonely
0.109713,9.804163,-0.430897,29.16963,2.702888,-21.28168,-0.589885,2028,-1.042641,5.198075,-1.792848,0.539625,0.04544,0.000003,0.506539,0.411905,0.016993,0.00214,-0.000003,-0.947228,4.582132,463,1.180805,0.000485,4.207578,-4.634786,0.097016,1.139314,4.318793,0.107623,0.000107,48.2484,0.097576,lonely
0.053931,6.517216,-4.623796,17.97964,-12.34988,-23.39265,1.552845,11,-4.175377,6.560469,-5.645209,0.338173,0.059138,-0.000014,0.503957,-0.034276,0.009607,0.001074,0.000004,-1.286628,3.598894,2808,0.957868,0.003174,3.388785,-3.885913,-0.026994,0.935991,3.556665,0.058439,0.00004,25.30704,-0.082007,lonely
0.014674,8.684352,0.023483,7.947273,-1.171939,-11.26941,-0.985389,1240,-8.318838,4.973725,-4.875244,0.145796,0.051561,0.000003,0.402795,1.002398,0.003217,0.000375,0.000003,-2.638164,6.096479,1246,0.526088,-0.00322,3.851304,-5.077369,-0.538673,0.558024,4.061604,0.027768,0.000015,10.18213,-0.272293,lonely
0.127417,4.056077,-7.170456,19.05077,-0.064276,-14.18466,-1.206149,56,-3.146946,6.214288,1.762718,0.31337,0.044527,-0.000005,0.303254,0.944156,0.024408,0.005698,-0.000003,-0.635758,4.156695,2110,1.090234,0.003975,3.476875,-4.870829,0.136001,1.271815,3.325734,0.078947,0.00016,10.05778,-0.539351,lonely
0.038104,19.09252,4.288026,40.97558,-13.12757,-30.15565,-8.972784,1236,-5.527614,5.90522,-6.545557,0.590442,0.043489,0.000002,0.540602,0.635494,0.007404,0.000566,-0.000013,-0.941014,5.07888,2683,1.246829,-0.000616,4.320351,-6.90759,-0.13771,1.171772,4.934494,0.124198,0.000081,76.89747,0.239818,lonely
0.10356,3.383177,-4.595821,15.17489,-1.975218,-19.24769,-2.582602,48,-0.492612,4.929671,0.285903,0.315185,0.027727,0,0.374358,0.457834,0.020088,0.001891,0.000003,-1.015984,4.127374,842,0.715079,-0.001037,4.029747,-5.19379,0.038466,0.879735,3.26467,0.057048,0.000031,31.34566,-1.073467,lonely
0.084623,5.80097,-6.687214,9.694778,-3.602953,-17.48197,-0.528132,1734,0.721811,5.166937,-2.880181,0.261948,0.073952,0.000004,0.370448,1.038754,0.016523,0.002474,0.000003,-1.572948,3.219975,34,0.957403,-0.002606,3.823671,-5.305654,-0.065011,0.947391,3.398421,0.034241,0.000032,8.109866,-0.269533,lonely
0.019985,15.86721,10.20928,19.43748,-3.327661,-12.56804,-3.567955,2075,0.130025,5.711774,-5.831586,0.085904,0.035316,-0.000002,0.482419,-0.398727,0.002139,0.00034,0.000001,0.529388,5.465488,527,0.549353,0.000365,5.384024,-4.768573,-0.289538,0.63368,6.483768,0.011071,0.000003,5.978708,-0.081752,lonely
0.0708,11.49119,-3.772058,42.53998,-11.06156,-26.64132,-4.338178,135,-7.694044,5.10436,-10.59223,0.321839,0.065462,0.000001,0.508546,0.011243,0.012706,0.001229,0.000001,-0.67073,3.995062,877,0.978667,0.004889,3.532105,-5.292758,-0.002615,0.902923,3.476016,0.044828,0.000042,17.28769,0.122534,lonely
0.100591,0.23012,-8.970465,30.70813,-8.411662,-25.65804,-6.323676,1963,-0.45584,4.854157,-9.373413,0.410163,0.079438,0.000013,0.420214,0.787343,0.013812,0.002144,0,-0.479337,4.099415,1968,1.003532,-0.006648,3.9224,-3.382118,0.065151,1.196507,4.213325,0.049607,0.000074,12.52507,-0.303077,lonely
