@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff-weka.filters.unsupervised.attribute.Remove-Rlast_wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_A numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_7 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_13 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_G numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_D# numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_19 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_2 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_2 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7 numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute pcm_RMSenergy_sma_max numeric
@attribute mfcc_sma[1]_max numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[3]_linregerrQ numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[6]_min numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[9]_minPos numeric
@attribute mfcc_sma[9]_linregc2 numeric
@attribute mfcc_sma[9]_stddev numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute pcm_zcr_sma_max numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc1 numeric
@attribute voiceProb_sma_amean numeric
@attribute voiceProb_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_max numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute mfcc_sma_de[1]_linregc1 numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[4]_kurtosis numeric
@attribute mfcc_sma_de[7]_minPos numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[8]_amean numeric
@attribute mfcc_sma_de[8]_kurtosis numeric
@attribute mfcc_sma_de[9]_min numeric
@attribute mfcc_sma_de[9]_skewness numeric
@attribute mfcc_sma_de[11]_linregerrQ numeric
@attribute mfcc_sma_de[11]_kurtosis numeric
@attribute pcm_zcr_sma_de_max numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {lonely,notlonely}

@data
0.156405,0.000263,2.380696,2.757026,0.799339,0.474167,0.170891,0.49173,0.626681,1.962928,0.024353,0.000174,0.284634,0.450954,0.130499,0.025773,0.014382,0.849436,0.620187,0.210331,0.000112,0.167758,0.607984,1.326481,0.122808,0.091983,0.257934,0.675446,0.360222,0.098147,0.139398,0.220909,0.251366,0.044178,0.036917,0.038604,0.031791,0.022053,0.087293,59.482585,137,1.004803,87.75625,5.356306,1.400256,0.588951,1.040548,0.897085,0.136979,94.98354,5.796193,103.2783,0.489291,0.010747,0.012848,0.150555,0.000105,0.012641,5504.404,0.312312,0,0.871505,0.103042,0,0.112059,0.003345,692.5023,88421.6,0.129464,0.878666,-7.758931,14.22816,-6.272986,-17.55371,0.874441,142,-5.714758,4.269388,-0.651784,0.376286,0.093229,-0.000004,0.392589,0.665437,0.014907,0.002506,-0.000003,-1.028496,3.065115,2108,0.825928,-0.00168,2.95998,-3.319259,0.035202,0.839074,3.375533,0.061162,0.000057,16.03994,-0.536479,lonely
0.133661,0.000401,2.171184,2.641457,0.762496,0.545059,0.165516,0.497537,0.608758,1.9928,0.01769,0.000207,0.288443,0.467952,0.11935,0.027026,0.009586,0.62106,0.410776,0.238775,0.000095,0.189024,0.49909,1.138876,0.09592,0.098994,0.255864,0.557419,0.344941,0.109394,0.18231,0.178978,0.21826,0.043591,0.029417,0.033205,0.023184,0.024901,0.07645,68.369187,124,1.004997,82.19545,5.170146,1.392398,0.625217,1.008921,0.902337,0.181824,100.9218,5.681728,89.4458,0.437076,0.008827,0.008219,0.08199,0.000088,0.016986,6745.197,0.195276,0,0.901465,0.09319,0,0.088885,0.002266,593.2135,35397.28,0.07989,0.723813,-7.776264,14.86694,-5.038589,-18.01984,1.963674,1393,-6.19874,4.355045,-2.074522,0.240774,0.085184,0.000002,0.343193,0.939544,0.01463,0.002291,-0.000003,-0.850507,5.121478,536,0.935007,-0.002237,3.167666,-3.905025,0.080464,0.849942,3.198448,0.026679,0.000038,4.984216,-0.553441,lonely
0.055065,0.000253,2.387196,2.583568,0.806612,0.406778,0.131905,0.402291,0.546197,1.953494,0.007076,0.000196,0.275493,0.321341,0.101561,0.014801,0.009442,1.085792,0.68447,0.403836,0.00027,0.170371,0.508406,0.807017,0.10588,0.104614,0.256599,0.798701,0.465351,0.106783,0.124082,0.229419,0.180766,0.048829,0.038843,0.042686,0.033167,0.024472,0.087297,22.26078,158.5,1.002607,55.41522,3.677443,1.232006,0.61102,0.401107,0.880596,0.089892,108.6698,5.597157,218.2157,0.486363,0.011978,0.035152,0.05299,0.000399,0.006737,7124.032,0.629586,0,0.82024,0.110428,0,0.147545,0.003838,442.0042,21096.05,0.067069,4.113032,-3.551198,13.6325,-7.852838,-25.42305,-9.437085,1368,-3.550592,5.360064,-0.07624,0.262553,0.04793,0,0.408966,0.367764,0.008857,0.001027,-0.000002,-0.750661,3.342288,949,0.577613,-0.000741,3.490052,-2.883372,-0.078296,0.615904,3.747864,0.036298,0.000018,24.84733,-0.56806,lonely
0.141524,0.000234,2.22838,3.063625,0.768344,0.530422,0.166332,0.482362,0.606925,1.983887,0.028559,0.000154,0.276162,0.40339,0.115592,0.024905,0.01815,0.57041,0.315711,0.199747,0.000109,0.18389,0.478521,0.954087,0.11043,0.122436,0.262043,0.602053,0.44424,0.113221,0.166364,0.276328,0.228939,0.042412,0.037505,0.044637,0.037673,0.028103,0.07727,56.183243,149.75,1.004465,88.31348,5.639496,1.451324,0.560093,1.015747,0.902964,0.16163,126.9785,5.541205,108.8821,0.579559,0.011106,0.011268,0.105443,0.000097,0.011661,9181.906,0.173622,0,0.964714,0.105499,0,0.034064,0.002483,679.0043,161598,0.138786,-1.820018,-8.889932,10.33526,-3.380182,-13.37233,-3.466631,1417,-0.645865,3.936958,-2.993287,0.460375,0.091877,0.000001,0.346297,0.868743,0.020621,0.00291,0,-1.149118,3.727768,836,0.799712,0.001582,3.279467,-4.383885,-0.048993,0.916266,3.261692,0.081246,0.000074,23.79702,-0.1595,lonely
0.074393,0.00009,2.316268,3.101326,0.830485,0.377922,0.127423,0.423125,0.548311,1.955905,0.031228,0.000045,0.262274,0.410599,0.131749,0.020721,0.018893,1.236669,0.741021,0.268625,0.000063,0.194545,0.547506,1.35871,0.138597,0.17615,0.254659,0.81994,0.859707,0.13095,0.177025,0.194225,0.229357,0.06477,0.034586,0.047944,0.054127,0.035689,0.075698,10.636233,129.25,1.002709,51.77149,3.709048,1.268224,0.622242,0.311891,0.876622,0.087871,114.2027,5.170687,415.8432,1.508686,0.04606,0.058129,0.052527,0.000456,0.006531,11588.57,1.643802,0,0.903462,0.118764,0,0.087276,0.00289,563.3636,368441.1,0.067009,10.43574,-3.802977,40.35931,-8.936962,-23.44299,-9.740035,2286,-6.209507,5.162057,-2.70651,0.450091,0.060414,0.000007,0.459964,0.499348,0.015304,0.001437,-0.000013,-0.732326,5.529872,2176,1.139876,0.001994,4.934345,-4.908137,0.242015,0.956038,4.728868,0.091712,0.000132,21.76453,0.054726,lonely
0.221761,0.000689,2.143572,3.152809,0.744117,0.443531,0.134969,0.446712,0.622708,1.882511,0.018109,0.00085,0.304779,0.44223,0.11502,0.038228,0.015881,0.605138,0.819775,0.69217,0.000355,0.182731,0.885583,1.911521,0.110142,0.108879,0.253603,0.748434,0.312466,0.121961,0.156103,0.178676,0.244279,0.039771,0.032268,0.03997,0.037662,0.022567,0.088643,64.81348,152.5,1.008551,55.94416,4.293598,1.35979,0.64595,0.497118,0.885362,0.096853,69.75589,4.935166,172.3646,0.647183,0.019074,0.133237,0.215778,0.00032,0.008368,4420.037,0.84875,0,0.85486,0.094231,0,0.124157,0.00332,269.3071,124748.6,0.101488,4.798988,-9.690033,17.14775,13.34556,-12.40972,11.92325,669,6.263706,7.599325,9.677763,0.427707,0.043072,0.000003,0.448693,0.71255,0.022104,0.002165,-0.000001,-0.107284,4.407879,2886,1.281114,-0.001859,4.340129,-4.826773,0.163495,1.088329,4.446075,0.093345,0.000051,34.24942,-0.144921,lonely
0.076562,0.000122,2.330665,3.390401,0.757911,0.387446,0.13506,0.44857,0.583864,1.989456,0.027593,0.000088,0.277386,0.375109,0.15829,0.029202,0.009404,1.036534,0.562629,0.507121,0.000078,0.203338,0.525197,1.053595,0.098125,0.112005,0.258752,0.726488,0.558458,0.093938,0.170521,0.315865,0.244659,0.061972,0.039668,0.04751,0.037496,0.022951,0.07077,17.560825,147.75,1.004471,69.48446,4.187568,1.251894,0.612512,0.679663,0.885037,0.059925,60.00738,6.447853,322.4345,1.24932,0.034963,0.040578,0.116154,0.000194,0.003398,2444.46,1.5317,0,0.843542,0.082343,0,0.132067,0.002625,415.3768,98109.33,0.060734,6.735273,-1.799428,27.26752,-10.46981,-11.44884,-1.171308,910,-4.248828,5.166415,-0.755998,0.356322,0.054191,-0.000005,0.493726,0.120056,0.01449,0.001948,0,-1.237591,3.700602,2643,1.146913,-0.00423,3.867047,-3.538268,0.022625,1.271521,3.96588,0.080762,0.000083,16.54926,-0.00524,lonely
0.126982,0.000124,2.262012,2.576775,0.585802,0.570761,0.134395,0.46941,0.600378,2.030085,0.031976,0.000249,0.279441,0.424578,0.14846,0.06029,0.013916,0.772683,0.3906,0.259743,0.00012,0.224015,0.542484,1.651694,0.142165,0.091095,0.262324,0.27552,0.291817,0.129913,0.14384,0.1719,0.211349,0.054387,0.030322,0.0467,0.028957,0.026124,0.073934,38.466129,155.5,1.009331,63.93823,4.479038,1.376632,1.026467,1.009246,0.890348,0.050697,10.19478,5.185997,314.604,0.604996,0.019497,0.344378,0.976341,0.000184,0.009353,194.4321,2.175519,0,0.758988,0.113943,0,0.183047,0.005028,525.9015,174807.7,0.044803,1.106496,-8.648915,18.45859,1.894197,-22.36969,-0.763086,2126,-8.57395,6.004855,-5.400846,0.215366,0.057968,-0.000001,0.329044,0.898049,0.011395,0.002603,0.000004,-0.151995,3.660704,1511,1.752322,0.004912,3.422996,-3.777537,0.346698,1.789274,3.798185,0.037266,0.000075,5.019039,-0.390092,lonely
0.077169,0.000028,2.369229,3.232371,0.677619,0.426765,0.147684,0.38,0.494115,2.028846,0.020654,0.000018,0.276695,0.410282,0.222519,0.024161,0.017579,1.534557,0.655841,0.537428,0.000032,0.216428,0.590226,2.875223,0.139928,0.131823,0.270321,1.930674,0.695991,0.115326,0.162941,0.305945,0.223861,0.058714,0.047385,0.044914,0.040192,0.057101,0.074322,10.968856,119.25,1.002643,75.5924,3.889619,1.16762,0.712205,0.978084,0.877837,0.121956,124.7243,7.543893,296.5695,1.065948,0.032548,0.049919,0.322825,0.000438,0.008143,8426.444,3.450292,0,0.808256,0.117659,0,0.155082,0.004639,445.2987,137152.6,0.02878,17.42323,3.360721,37.00517,-2.165674,-26.94697,-2.706125,1626,-7.155543,8.567409,-5.737185,0.552934,0.048973,-0.000013,0.476302,0.388724,0.00439,0.000502,0.000004,-0.994994,4.841547,41,1.023516,0.004137,3.942698,-4.187917,0.072383,1.148056,3.68349,0.086872,0.000055,60.54367,0.274198,lonely
0.067012,0.000158,2.328452,3.195701,0.727743,0.417793,0.122674,0.393201,0.542978,1.955008,0.019197,0.000125,0.29154,0.455781,0.119211,0.033957,0.015634,1.253249,0.602699,0.348967,0.000079,0.189481,0.618516,1.379803,0.114142,0.142854,0.254927,0.808673,0.514655,0.124373,0.183031,0.22193,0.215696,0.033854,0.03819,0.043169,0.039336,0.029895,0.070439,17.19661,143.5,1.004723,63.32812,3.755793,1.17568,0.874779,0.768993,0.880932,0.05379,42.6282,6.73033,542.2685,1.669501,0.03817,0.196684,0.275263,0.00035,0.00388,2102.44,1.905747,0,0.856858,0.100462,0,0.122734,0.004297,401.6248,87970.68,0.075858,9.613645,-1.155606,25.07603,-2.079877,-20.2027,-2.89837,745,-1.804064,6.207123,-1.16967,0.179673,0.048398,0.000002,0.496063,0.46483,0.016974,0.002103,0.000004,-0.963002,4.795678,1483,1.252408,-0.004132,5.668227,-6.6424,0.100563,1.167057,5.007731,0.033575,0.000031,7.55207,-0.193379,lonely
0.103339,0.000519,2.164388,2.725154,0.777819,0.518952,0.167149,0.429989,0.562596,1.978798,0.01229,0.000325,0.282066,0.417123,0.116559,0.023785,0.009506,0.847666,0.279811,0.158175,0.000176,0.190129,0.641004,1.363124,0.117552,0.12661,0.256786,0.562796,0.387417,0.105656,0.120217,0.16375,0.24162,0.046728,0.037148,0.041778,0.03545,0.030619,0.076281,54.210596,148.5,1.003433,78.90321,4.671966,1.315297,0.624715,0.965418,0.901684,0.125363,108.8899,6.004067,36.66622,0.136062,0.003383,0.016859,0.111327,0.000075,0.006598,4068.678,0.232677,0,0.881491,0.11212,0,0.104534,0.004196,550.1719,23153.58,0.061828,1.595718,-5.428276,8.336168,-1.921974,-18.54001,-6.673211,2763,-3.137914,4.098273,-1.378025,0.145796,0.070733,0.000001,0.479603,-0.035593,0.006429,0.001422,0,-0.874928,4.031182,711,0.848571,0.003272,3.600854,-3.556345,0.063988,0.891578,3.096955,0.013128,0.000016,3.529814,-0.285398,lonely
0.050426,0.000169,2.069336,3.084937,0.773852,0.490824,0.112139,0.381017,0.49616,1.942674,0.018598,0.000106,0.28126,0.433845,0.202429,0.030332,0.015348,1.246973,0.498235,0.387648,0.000046,0.178764,0.702565,2.354267,0.118898,0.111331,0.255113,0.788668,0.807379,0.140275,0.136265,0.256857,0.198935,0.045083,0.039895,0.041887,0.039976,0.049713,0.070574,16.70929,126,1.002651,54.39451,3.103722,1.07351,0.834791,0.487282,0.877407,0.078696,115.9921,7.205318,208.592,0.885163,0.02869,0.111558,0.108091,0.000294,0.004062,8541.495,1.350715,0,0.792277,0.069527,0,0.164684,0.002289,291.3388,122460,0.087637,13.5063,2.349064,16.89026,-0.66189,-16.93298,-1.951334,351,0.635604,5.914695,-0.667745,0.46582,0.034122,-0.000001,0.494095,0.173961,0.01708,0.001261,-0.000002,-2.049357,4.735218,1361,1.030228,-0.001541,3.783175,-5.557574,-0.120897,1.048735,4.181839,0.074894,0.000041,55.24161,0.194114,lonely
0.097745,0.000414,2.459299,3.39118,0.732432,0.362461,0.112816,0.471071,0.569852,1.979896,0.034186,0.000564,0.284034,0.476067,0.171019,0.032638,0.014295,1.385924,0.752123,0.488001,0.000216,0.205871,0.630294,3.449763,0.162221,0.105597,0.279325,0.961179,0.501437,0.159705,0.177392,0.195137,0.424772,0.069821,0.046527,0.041507,0.043839,0.047948,0.067095,37.387949,144.5,1.004359,59.29742,4.235203,1.32274,0.626696,0.558495,0.885857,0.069087,82.3768,5.480887,180.9912,1.117163,0.042481,0.088457,0.129301,0.00037,0.005369,5721.912,1.066367,0,0.635819,0.079638,0,0.231708,0.004699,391.6199,182420.7,0.096592,9.441593,-4.271469,37.27936,-1.899349,-30.41052,2.135883,867,-3.451905,6.039914,1.370155,0.470055,0.0574,0.000002,0.478767,0.216114,0.022841,0.002985,0.000001,-0.886147,4.627439,1962,1.467109,-0.004727,4.405023,-4.625115,0.093192,1.291633,4.541709,0.100061,0.000149,21.94561,-0.042988,lonely
0.058034,0.000365,2.182805,2.893278,0.726263,0.479983,0.130518,0.465275,0.577584,2.025913,0.013512,0.000177,0.284071,0.421203,0.180974,0.026228,0.010533,1.115136,0.648364,0.277221,0.000135,0.18437,0.528681,1.536877,0.106944,0.123456,0.264243,1.024901,0.42943,0.128139,0.16922,0.187283,0.172625,0.0438,0.042166,0.050255,0.042922,0.030002,0.084259,24.529036,140,1.002497,69.1866,4.429964,1.295875,0.780563,0.799877,0.894317,0.118894,90.08653,6.136477,153.0349,0.704199,0.019302,0.06009,0.07687,0.000187,0.008366,3758.844,0.638865,0,0.962051,0.128136,0,0.036534,0.001959,366.5995,34666.82,0.064991,6.467133,-4.400516,21.43423,0.250603,-37.72664,5.637477,117,2.163761,5.3469,-0.569703,0.228675,0.052143,0,0.367744,0.717795,0.012284,0.001615,-0.000002,-1.069211,4.155154,1344,1.163289,0.005091,3.493275,-4.155409,0.056369,1.098824,3.848037,0.047368,0.000029,11.04446,0.084089,lonely
0.121018,0.000085,2.243688,2.807961,0.770529,0.498387,0.183609,0.408804,0.544499,1.994893,0.022315,0.000113,0.291896,0.419263,0.120282,0.029894,0.020746,1.168832,0.811556,0.430405,0.000059,0.18158,0.591405,1.567819,0.093699,0.098636,0.26146,0.571105,0.418674,0.102723,0.141406,0.201207,0.248519,0.047169,0.041852,0.031556,0.034576,0.024306,0.076722,21.267349,134.25,1.004366,72.73536,4.579562,1.349085,0.688325,0.855253,0.886193,0.082235,32.13752,5.431404,378.4524,0.887155,0.01337,0.049119,0.323633,0.000294,0.010954,1083.165,0.796292,0,0.880826,0.132537,0,0.105042,0.003595,799.3024,113082,0.05822,3.382649,-6.387188,40.48433,-0.9254,-20.27487,-7.296649,2810,0.839255,5.835541,-1.263322,0.38778,0.089931,0.000015,0.423309,0.594059,0.010365,0.001901,-0.000006,-1.251992,3.915031,954,1.307235,0.001362,3.853955,-4.154387,0.136884,1.278514,3.388101,0.072716,0.000061,26.08699,-0.331361,lonely
0.110893,0.000347,2.204494,2.868944,0.794609,0.52561,0.162231,0.431496,0.539163,1.935769,0.017442,0.000222,0.28846,0.439801,0.133588,0.028594,0.022567,1.17416,0.568774,0.585932,0.000129,0.173021,0.60183,2.143101,0.08845,0.139968,0.25983,1.469814,0.50193,0.09993,0.170043,0.175749,0.231145,0.04376,0.039244,0.042152,0.042901,0.023421,0.077427,44.211193,148.75,1.003643,104.788,5.680699,1.357487,0.63068,1.583236,0.894134,0.140608,113.1211,6.663537,1084.822,3.141456,0.037686,0.046319,0.534894,0.000137,0.014472,7200.27,0.742503,0,0.963382,0.144122,0,0.0353,0.003543,684.3498,91509.44,0.09141,5.468429,-3.970523,14.2682,-0.22402,-24.36576,-2.553274,21,-4.090864,4.986706,-1.652812,0.183303,0.080424,0.000021,0.516219,0.214618,0.014675,0.00291,0.000001,-0.409333,4.883834,2438,1.059111,-0.003866,3.780763,-4.557413,-0.15744,1.209638,3.419079,0.022868,0.000034,5.326037,0.273074,lonely
0.175535,0.000229,2.285626,3.046208,0.799684,0.457825,0.163746,0.48807,0.61133,1.992224,0.042212,0.000397,0.280241,0.413184,0.138259,0.027906,0.031623,1.027655,0.613438,0.249026,0.00015,0.193578,0.679818,1.722315,0.121595,0.113551,0.263879,0.640144,0.397194,0.124901,0.182617,0.200918,0.331847,0.06468,0.034577,0.046951,0.03351,0.026932,0.075756,59.0305,143,1.004914,110.3683,6.956685,1.569025,0.553332,1.482716,0.893421,0.174379,135.8404,5.579559,855.5053,3.304888,0.03405,0.033064,0.566162,0.000305,0.022339,17251.35,0.776456,0,0.776298,0.110718,0,0.173775,0.005485,885.302,290418.2,0.132948,-0.04926,-9.889977,23.44567,-8.962186,-26.5214,-5.32901,2672,0.291587,4.876723,0.383066,0.454326,0.11009,0.000006,0.447603,0.351327,0.028268,0.004487,0.000002,-1.011925,5.776708,521,1.121816,0.000479,5.133816,-5.276171,0.080243,1.136472,3.760943,0.077314,0.00015,10.93101,0.004045,lonely
0.156559,0.000476,2.191278,3.032301,0.773206,0.532508,0.195694,0.442789,0.595978,1.978524,0.018898,0.000311,0.286717,0.429297,0.117652,0.024727,0.012043,0.674604,0.489279,0.307661,0.000141,0.180529,0.477853,1.557693,0.091484,0.100229,0.256725,0.335115,0.37952,0.114486,0.135544,0.202997,0.212308,0.042492,0.04272,0.037586,0.032117,0.019222,0.078226,49.299295,153.25,1.002905,89.9511,5.518483,1.436883,0.623352,0.883466,0.895329,0.159751,103.7443,5.600109,120.5056,0.357834,0.006628,0.005375,0.040045,0.000094,0.013281,5910.345,0.214584,0,0.884155,0.100163,0,0.102494,0.003706,866.2951,40216.08,0.109874,-2.090345,-8.91763,14.91002,-8.211895,-18.73725,-4.459446,867,-1.556202,5.355009,-3.945966,0.291591,0.104087,-0.000002,0.352843,0.520488,0.020276,0.003246,-0.000001,-0.583746,3.666717,2950,0.85652,-0.000727,3.329008,-3.812172,0.012468,1.020248,3.338896,0.043436,0.000043,9.16495,-0.046251,lonely
0.123042,0.000238,2.209439,3.187005,0.757556,0.458982,0.176396,0.454075,0.573928,1.981531,0.024074,0.000264,0.28446,0.400171,0.144055,0.033657,0.017391,0.88409,0.736974,0.436879,0.000109,0.187431,0.624605,1.491025,0.100219,0.095635,0.260585,0.831549,0.342436,0.104291,0.129588,0.215052,0.244666,0.048522,0.033474,0.038555,0.038962,0.023882,0.080008,50.115196,126,1.004819,76.60232,5.069802,1.415578,0.556211,0.641178,0.893834,0.090764,54.31625,5.356807,168.2104,0.643566,0.014788,0.028936,0.043221,0.000172,0.007982,2477.041,0.365818,0,0.94008,0.087777,0,0.056367,0.001973,606.3603,94478.76,0.081967,-0.408852,-7.208983,18.20702,3.58727,-13.44323,-4.587663,1526,0.813539,4.916848,2.455648,0.364791,0.077726,-0.00001,0.507513,0.195125,0.011762,0.00227,0.000004,-0.375832,4.461703,91,1.309896,-0.004786,3.709688,-3.796068,0.035295,1.195926,3.48535,0.055112,0.000057,13.6941,-0.023293,lonely
0.045979,0.000087,2.458678,2.976183,0.740937,0.382719,0.107806,0.399767,0.572543,2.009527,0.01548,0.00007,0.26124,0.446777,0.138075,0.017502,0.012679,1.12108,0.656495,0.453732,0.00005,0.187508,0.677754,1.257434,0.162016,0.112276,0.258697,0.444635,0.614145,0.159491,0.132138,0.242911,0.347181,0.052808,0.045179,0.038739,0.049268,0.02741,0.077395,12.39542,113,1.006212,47.54517,3.938195,1.36998,0.663437,0.251052,0.884072,0.041338,38.78767,4.450454,135.2625,0.502586,0.018547,0.067667,0.023058,0.000346,0.002597,1569.98,0.670619,0,0.623835,0.095488,0,0.234821,0.006079,382.278,93319.65,0.057705,7.093184,-6.07713,27.33024,-14.74826,-24.0803,-15.85399,1157,-16.71211,7.456546,-7.655347,0.576528,0.044943,0.000003,0.45932,0.196659,0.00748,0.001109,0.000006,-0.849875,4.6632,175,1.069512,-0.000713,3.739577,-5.029706,-0.115567,1.133518,3.813029,0.086025,0.000059,44.53193,0.043776,lonely
0.128544,0.000171,2.323797,3.025041,0.755472,0.391059,0.154542,0.45838,0.626259,1.981214,0.049267,0.000232,0.274507,0.435707,0.132135,0.043376,0.026105,1.066247,0.708321,0.514216,0.000139,0.208493,0.49788,1.948594,0.161067,0.147151,0.261716,0.490377,0.402466,0.154639,0.139479,0.20084,0.216124,0.063327,0.039947,0.041494,0.042338,0.022684,0.080914,25.927526,114.5,1.006399,76.62907,5.431744,1.477954,0.651728,0.874138,0.890737,0.054505,42.85577,5.170051,469.7901,1.696883,0.036246,0.083945,0.352807,0.000296,0.005553,2620.998,1.073554,0,0.950067,0.144369,0,0.047472,0.002517,719.3692,516754.1,0.155263,1.928978,-9.116364,34.48012,0.548987,-22.17551,-2.739638,751,-1.804431,5.936568,-2.125596,0.552934,0.091686,0.000005,0.392795,1.011015,0.035281,0.004075,0,-0.604943,4.474378,1938,1.420635,0.000756,3.923447,-4.170165,0.089251,1.181338,3.790812,0.107744,0.000213,17.42862,0.21659,lonely
