@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff-weka.filters.unsupervised.attribute.Remove-Rlast_wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_A numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_7 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_6 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_13 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_G numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_D# numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_19 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LPCC_2 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_2 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7 numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute pcm_RMSenergy_sma_max numeric
@attribute mfcc_sma[1]_max numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[3]_linregerrQ numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[6]_min numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[9]_minPos numeric
@attribute mfcc_sma[9]_linregc2 numeric
@attribute mfcc_sma[9]_stddev numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute pcm_zcr_sma_max numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc1 numeric
@attribute voiceProb_sma_amean numeric
@attribute voiceProb_sma_skewness numeric
@attribute pcm_RMSenergy_sma_de_max numeric
@attribute pcm_RMSenergy_sma_de_stddev numeric
@attribute mfcc_sma_de[1]_linregc1 numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[4]_kurtosis numeric
@attribute mfcc_sma_de[7]_minPos numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[8]_amean numeric
@attribute mfcc_sma_de[8]_kurtosis numeric
@attribute mfcc_sma_de[9]_min numeric
@attribute mfcc_sma_de[9]_skewness numeric
@attribute mfcc_sma_de[11]_linregerrQ numeric
@attribute mfcc_sma_de[11]_kurtosis numeric
@attribute pcm_zcr_sma_de_max numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_skewness numeric
@attribute output {lonely,notlonely}

@data
0.196858,0.000254,2.447646,3.147564,0.530145,0.345261,0.107884,0.461253,0.596513,1.990877,0.024402,0.000266,0.227526,0.422244,0.127201,0.037289,0.021264,1.483096,1.301024,0.464186,0.000186,0.265325,0.794999,1.616826,0.175142,0.150335,0.263882,0.788596,0.898926,0.195793,0.236277,0.303072,0.284777,0.062273,0.068591,0.047201,0.060856,0.021656,0.081486,10.861693,143.5,1.002519,57.84272,4.168153,1.324617,0.724364,0.342048,0.866712,0.019017,16.35354,5.26688,543.4706,1.342478,0.035008,0.175741,0.052663,0.000568,0.002284,343.624,1.612219,0,0.912117,0.071101,0,0.080213,0.001354,429.0619,194108.9,0.078816,4.536547,-6.80634,83.44706,-4.07163,-24.43626,-0.884579,2533,0.322532,6.66958,-3.133162,0.466425,0.046808,0.000002,0.590367,-0.414074,0.012182,0.001674,0.000007,0.068957,8.523354,314,1.014501,-0.003108,4.769563,-4.192332,0.283,0.974732,4.176183,0.092982,0.000067,51.81262,0.116928,lonely
0.095535,0.000095,2.737036,3.337521,0.722645,0.383263,0.168772,0.380017,0.522585,1.928709,0.019262,0.000175,0.253749,0.404413,0.165164,0.034768,0.011197,1.009932,0.373778,0.339579,0.0001,0.219046,0.965023,1.391819,0.111683,0.110699,0.254911,0.793544,0.516287,0.138831,0.191335,0.274628,0.313737,0.055051,0.043565,0.044893,0.033702,0.03393,0.067922,24.247012,107.5,1.004972,61.57948,4.118015,1.348997,0.462972,0.355204,0.854422,0.067131,72.13565,4.637172,474.6548,1.326727,0.018493,0.022651,0.037426,0.000369,0.003741,3148.956,0.42261,0,0.678429,0.118792,0,0.218309,0.007052,684.6783,50804.32,0.094992,4.479601,-2.544735,14.82599,-13.24343,-23.09982,-12.56155,949,-9.40388,5.435979,1.08586,0.227465,0.069325,0.000001,0.649584,-0.279917,0.018979,0.002282,0.000001,-0.543988,4.51757,387,1.110718,-0.004066,3.618447,-4.203891,0.08371,1.02227,4.30602,0.041984,0.000022,13.28316,0.398964,lonely
0.102965,0.000069,2.479336,3.710345,0.788613,0.320856,0.172076,0.40822,0.567239,2.038424,0.035239,0.000048,0.284517,0.404004,0.140787,0.032886,0.022129,0.929886,0.855249,0.406761,0.000044,0.185546,0.743905,1.8491,0.164891,0.140216,0.275922,0.460145,0.575597,0.153346,0.204573,0.3008,0.551528,0.058799,0.046076,0.039521,0.048602,0.030484,0.081942,13.119939,143,1.002316,85.4277,5.142762,1.388999,0.324111,0.536407,0.872665,0.066728,89.01416,6.124912,427.018,1.28717,0.030838,0.033426,0.060698,0.000297,0.004382,4801.637,0.802645,0,0.902131,0.11084,0,0.08835,0.002141,656.3946,335149,0.106298,8.346164,-3.669633,40.51255,-4.53124,-28.77978,1.260323,1610,-6.918844,6.974863,-6.439601,0.484574,0.070783,-0.000002,0.638831,-0.468123,0.024964,0.001807,-0.000007,-0.16767,5.997946,2537,0.947683,-0.001199,5.060576,-3.719701,-0.081719,0.832671,5.061878,0.102541,0.000106,35.90199,0.341771,lonely
0.033828,0.000412,2.262049,2.800881,0.627524,0.504849,0.098775,0.453862,0.601986,2.017843,0.009592,0.000179,0.281324,0.453637,0.123649,0.027751,0.007007,0.94045,0.364135,0.306664,0.000171,0.212914,0.515376,0.946027,0.138263,0.087106,0.260428,0.277505,0.385308,0.111006,0.210695,0.178186,0.258337,0.036717,0.044959,0.044381,0.030424,0.025245,0.081691,29.827972,117,1.002965,65.81409,4.22647,1.254922,0.907281,0.801526,0.88908,0.063014,100.4124,6.511076,144.5756,0.767318,0.021016,0.099277,0.179711,0.000255,0.00303,7975.815,0.731352,0,0.997337,0.101863,0,0.002658,0.001273,241.9865,17581.63,0.11415,5.784495,-5.712904,13.47825,1.337271,-8.244664,-0.31157,2668,-1.476455,4.399749,-0.525155,0.198427,0.037932,0.000003,0.377217,0.650932,0.016834,0.002146,-0.000003,-1.346638,4.248006,2860,0.770712,-0.000386,3.715533,-3.514891,-0.067698,0.759319,3.351085,0.036056,0.00003,10.20031,-0.625209,lonely
0.204383,0.000046,2.204453,2.833928,0.811167,0.481062,0.205717,0.498861,0.607079,1.93714,0.033977,0.000035,0.283722,0.439276,0.119426,0.033591,0.023628,0.822658,0.471352,0.331571,0.000019,0.166927,0.499745,0.886176,0.097131,0.111008,0.251307,0.751251,0.206793,0.099335,0.129557,0.190185,0.172088,0.046539,0.035895,0.039414,0.044218,0.022091,0.081125,21.600778,130.75,1.003377,96.91132,6.372011,1.547191,0.561277,1.185465,0.893295,0.092637,44.15475,5.22884,388.1315,1.176356,0.018766,0.02468,0.12293,0.000166,0.010084,2949.16,0.463364,0,0.980027,0.124271,0,0.019587,0.002757,1016.725,192355.3,0.051483,-3.928597,-12.21829,16.28971,0.358582,-14.85678,1.45569,785,1.847134,5.45725,-2.1541,0.353297,0.125844,-0.000001,0.395871,0.698392,0.009714,0.001399,0,-0.322115,3.465547,328,1.111876,0.000496,4.208079,-4.121625,0.097667,1.093797,3.613421,0.050635,0.000095,5.452879,-0.133899,notlonely
0.219937,0.000287,2.290516,2.77186,0.721927,0.478725,0.13172,0.474147,0.607568,2.035079,0.039159,0.000279,0.301679,0.477778,0.148395,0.057618,0.034879,1.432232,0.608804,0.29903,0.000141,0.187174,0.526266,0.809424,0.109792,0.128566,0.265794,0.992701,0.391099,0.134317,0.137374,0.214466,0.306329,0.046825,0.044488,0.044003,0.036094,0.027839,0.070186,33.881523,134.5,1.008289,62.79319,4.586298,1.396702,0.904676,0.932193,0.894943,0.058764,14.96793,5.231251,336.8017,0.852421,0.022655,0.135163,0.339992,0.00025,0.012619,480.7814,1.310367,0,0.767643,0.097133,0,0.178486,0.004888,496.1106,327341.6,0.080603,5.711502,-8.550108,35.89684,2.082787,-16.56977,5.0177,1525,7.326378,5.580383,0.525351,0.637629,0.065571,-0.000008,0.324138,1.531315,0.020962,0.003455,0.00001,-0.651906,4.080497,2131,1.858904,0.001213,2.969687,-7.367067,-0.210516,1.487737,3.265894,0.095644,0.000165,19.62115,-0.516258,notlonely
0.093159,0.000024,2.360763,2.76707,0.746096,0.498948,0.100589,0.463509,0.628724,2.004977,0.025526,0.000029,0.300148,0.495669,0.106869,0.033441,0.013526,1.071318,0.528684,0.287921,0.000013,0.179592,0.511026,0.793955,0.102689,0.098962,0.262256,0.370076,0.499606,0.113974,0.144689,0.164584,0.173427,0.044631,0.048077,0.037101,0.033083,0.027537,0.085329,6.103022,157,1.007268,51.76452,3.989058,1.297576,1.018827,0.600252,0.880362,0.068099,33.43679,5.362283,503.0958,1.719699,0.043033,0.2855,0.323089,0.000449,0.007876,1426.887,1.698128,0,0.861518,0.091195,0,0.119384,0.003127,317.1322,94984.14,0.033454,7.424696,-6.432794,27.0782,-2.613321,-24.18882,-2.802912,1737,-0.217499,5.177564,0.262792,0.376891,0.043845,0,0.361752,1.053524,0.005818,0.000804,-0.000002,-0.311551,4.108219,1134,1.088977,0.001844,4.14056,-6.206605,-0.238906,1.147226,3.893094,0.060073,0.000084,12.6914,0.073672,notlonely
0.144438,0.000393,2.326503,2.859953,0.764507,0.518755,0.167154,0.481186,0.610622,1.997323,0.033648,0.000498,0.301729,0.429504,0.115078,0.033049,0.02101,0.770812,0.499561,0.296752,0.000167,0.172209,0.872206,1.030956,0.09865,0.094184,0.256521,0.536569,0.281939,0.092115,0.132507,0.26133,0.312774,0.039252,0.036684,0.033477,0.030442,0.020862,0.081727,89.955386,121,1.007131,93.45463,5.991272,1.485387,0.667035,1.454324,0.903073,0.061407,19.76825,5.64449,200.1191,0.632476,0.011873,0.030287,0.533006,0.000145,0.006762,561.8241,0.555626,0,0.900133,0.127894,0,0.089953,0.004894,717.5693,154503,0.084494,-2.66234,-10.25116,22.42365,-3.908874,-26.44121,-2.974044,2440,-0.511664,4.966311,-0.451988,0.331518,0.099316,-0.000003,0.325393,1.382119,0.015719,0.003635,0,-0.633998,3.480605,769,1.433253,-0.000484,3.759587,-4.830945,-0.146781,1.096462,3.102409,0.047852,0.000102,4.970418,-0.305736,notlonely
0.130045,0.000385,2.281204,2.525341,0.800372,0.527093,0.167746,0.478319,0.616333,1.955228,0.020084,0.000195,0.292119,0.444457,0.105125,0.02857,0.010701,0.750753,0.353637,0.246733,0.000059,0.169718,0.520578,1.022917,0.095964,0.103644,0.256898,0.673213,0.281309,0.098333,0.122125,0.183894,0.162783,0.045844,0.032054,0.031031,0.038106,0.021121,0.079027,65.416403,151.75,1.00478,86.48917,5.178074,1.364704,0.652828,1.376088,0.901192,0.151147,96.6728,6.030396,70.64239,0.314863,0.006619,0.019052,0.124978,0.00008,0.018079,10263.09,0.213035,0,0.964714,0.140085,0,0.034064,0.002363,573.112,36859.33,0.094084,-0.204005,-7.84274,9.905556,-2.631119,-13.59584,3.150233,274,-4.441393,3.681278,-6.084733,0.22686,0.082259,-0.000002,0.373234,0.770243,0.016962,0.002072,-0.000001,-1.177376,3.48801,2259,0.989329,0.000586,3.401771,-3.27983,0.002804,0.981202,3.308396,0.041803,0.000042,6.060762,-0.582145,notlonely
0.089237,0.000026,2.293851,2.992674,0.765828,0.442272,0.126649,0.455689,0.562515,2.023888,0.047161,0.000027,0.289795,0.475409,0.115834,0.034216,0.025439,0.930808,0.534835,0.199678,0.000018,0.19013,0.415972,0.980992,0.132171,0.102071,0.265372,0.268106,0.695012,0.106419,0.147347,0.184499,0.194021,0.054987,0.037511,0.043684,0.032378,0.022559,0.077178,20.430049,129.25,1.004588,55.34539,3.938178,1.322379,0.713913,0.429563,0.884163,0.066392,24.13971,5.105354,319.4293,0.706017,0.027501,0.0508,0.08231,0.000193,0.010967,712.5911,1.388688,0,0.891478,0.128656,0,0.096809,0.002695,553.2341,501689.5,0.054858,3.048193,-5.582407,48.23872,-10.75478,-25.49153,-9.250192,2410,-6.499592,5.267241,-7.902448,0.663037,0.062689,-0.000001,0.433306,0.365293,0.007485,0.001152,0.000005,0.25306,4.165618,2545,1.292021,0.001005,3.909076,-5.135136,0.130983,1.290025,3.665199,0.106776,0.000163,27.05466,-0.011502,notlonely
0.082048,0.000092,2.304796,2.880811,0.744475,0.422606,0.125407,0.428007,0.559715,1.957188,0.017481,0.000126,0.282841,0.444063,0.134032,0.034088,0.010476,1.110106,0.626319,0.367925,0.000022,0.185518,0.52472,1.189381,0.095617,0.086926,0.253616,0.577065,0.452396,0.108054,0.118141,0.215528,0.190262,0.063606,0.042812,0.038745,0.036685,0.032434,0.080048,20.956964,153.5,1.00549,65.35186,4.15669,1.263663,0.849902,0.8427,0.893843,0.047408,21.97851,6.114048,287.255,0.739996,0.016305,0.09876,0.233099,0.000205,0.005223,998.6509,0.882444,0,0.81225,0.11036,0,0.152601,0.004558,345.7262,36792.39,0.030633,9.611782,-3.785745,30.35174,-0.944891,-21.42172,-1.596834,1555,1.452076,6.031594,4.051313,0.210526,0.045828,0.000001,0.413823,0.720755,0.006123,0.001368,-0.000001,-0.818691,3.789432,431,1.658468,0.001357,3.604028,-4.681205,0.225167,1.588751,3.639921,0.038657,0.000046,7.818204,-0.260361,notlonely
0.176732,0.000659,2.33714,3.058844,0.756142,0.421148,0.189339,0.486999,0.623733,1.962721,0.046745,0.000608,0.283858,0.452265,0.116576,0.044932,0.023223,0.58017,0.41756,0.21197,0.000254,0.185806,0.491934,0.968613,0.098982,0.107724,0.260266,0.44331,0.355424,0.104354,0.128039,0.211439,0.266109,0.044902,0.042664,0.040064,0.028191,0.021591,0.076827,56.9315,132,1.005928,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1,0.127054,1.960249,-11.89692,18.48165,-0.739729,-16.03432,3.147707,911,1.540234,5.555634,-1.246199,0.428917,0.10375,-0.000011,0.373004,0.875997,0.021781,0.004515,0.000004,-0.056643,3.470131,129,1.224561,-0.001233,3.793026,-5.334639,-0.12809,1.1339,3.691186,0.060012,0.000118,6.766547,-0.399646,notlonely
0.176732,0.000659,2.33714,3.058844,0.756142,0.421148,0.189339,0.486999,0.623733,1.962721,0.046745,0.000608,0.283858,0.452265,0.116576,0.044932,0.023223,0.58017,0.41756,0.21197,0.000254,0.185806,0.491934,0.968613,0.098982,0.107724,0.260266,0.44331,0.355424,0.104354,0.128039,0.211439,0.266109,0.044902,0.042664,0.040064,0.028191,0.021591,0.076827,56.9315,132,1.005928,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1,0.127054,1.960249,-11.89692,18.48165,-0.739729,-16.03432,3.147707,911,1.540234,5.555634,-1.246199,0.428917,0.10375,-0.000011,0.373004,0.875997,0.021781,0.004515,0.000004,-0.056643,3.470131,129,1.224561,-0.001233,3.793026,-5.334639,-0.12809,1.1339,3.691186,0.060012,0.000118,6.766547,-0.399646,notlonely
0.103309,0.000058,2.371602,3.017275,0.719188,0.496007,0.157371,0.410335,0.543744,1.999264,0.037204,0.000035,0.27523,0.479881,0.137664,0.031,0.01743,0.880168,0.355463,0.198593,0.00003,0.19476,0.637159,1.243308,0.112183,0.102574,0.263155,0.730323,0.513108,0.108429,0.148111,0.161366,0.272455,0.046797,0.037917,0.033271,0.027614,0.02027,0.078817,20.9429,146,1.004133,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6,0.061749,2.851007,-5.88091,21.74658,-8.900946,-19.39116,-8.170114,764,-5.942015,4.881014,-6.943549,0.53418,0.074135,0.00001,0.405585,0.370564,0.009206,0.00142,0.000001,-0.365962,3.778982,1960,1.023456,-0.005728,3.313591,-3.871136,0.276033,1.228827,3.566863,0.114822,0.000182,19.35648,-0.21376,notlonely
0.103309,0.000058,2.371602,3.017275,0.719188,0.496007,0.157371,0.410335,0.543744,1.999264,0.037204,0.000035,0.27523,0.479881,0.137664,0.031,0.01743,0.880168,0.355463,0.198593,0.00003,0.19476,0.637159,1.243308,0.112183,0.102574,0.263155,0.730323,0.513108,0.108429,0.148111,0.161366,0.272455,0.046797,0.037917,0.033271,0.027614,0.02027,0.078817,20.9429,146,1.004133,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6,0.061749,2.851007,-5.88091,21.74658,-8.900946,-19.39116,-8.170114,764,-5.942015,4.881014,-6.943549,0.53418,0.074135,0.00001,0.405585,0.370564,0.009206,0.00142,0.000001,-0.365962,3.778982,1960,1.023456,-0.005728,3.313591,-3.871136,0.276033,1.228827,3.566863,0.114822,0.000182,19.35648,-0.21376,notlonely
0.177489,0.000244,2.287381,2.870164,0.742267,0.524876,0.19518,0.46304,0.610124,1.956792,0.042434,0.000436,0.300427,0.456681,0.115149,0.06301,0.019652,0.725214,0.421493,0.247815,0.000103,0.183701,0.401828,0.962764,0.102234,0.088301,0.254837,0.485897,0.318019,0.105252,0.171889,0.21923,0.217953,0.044494,0.041765,0.036605,0.027513,0.015693,0.072327,43.300016,133.25,1.006657,76.04378,5.081059,1.421614,0.635584,0.916192,0.895956,0.059229,15.54126,5.212549,191.069,0.52561,0.011527,0.026491,0.190964,0.000139,0.010108,459.4359,0.419894,0,0.870839,0.120417,0,0.112554,0.004095,740.4802,221418.3,0.076605,2.969035,-10.05431,22.22397,3.142057,-13.83314,2.223935,2429,4.683087,5.588058,0.935656,0.408953,0.095177,0.000004,0.399416,0.652554,0.018479,0.002875,0.000001,-0.515805,3.288273,1469,1.582756,0.003422,3.327469,-5.195564,0.03516,1.39338,3.09188,0.046703,0.000119,8.833071,-0.359641,notlonely
0.202026,0.000084,2.135258,2.502552,0.793636,0.580932,0.185014,0.497325,0.63513,1.965628,0.05074,0.000131,0.289818,0.473836,0.142787,0.050078,0.024786,1.014863,0.418915,0.170544,0.000024,0.188933,0.540861,0.896359,0.109118,0.10299,0.260381,0.354927,0.411936,0.116572,0.136984,0.213295,0.206141,0.059023,0.050694,0.036532,0.031811,0.019999,0.083484,73.270263,123,1.009041,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8,0.051497,-0.017913,-11.12364,16.68784,0.199237,-16.45639,-3.401529,1839,-1.520499,3.955243,1.513229,0.465215,0.113348,-0.000005,0.350129,1.001464,0.01301,0.002068,0,-0.285623,5.494785,1090,0.980492,-0.000429,4.213855,-4.787128,-0.211615,1.084082,4.294566,0.051966,0.000164,6.27019,-0.786297,notlonely
0.202026,0.000084,2.135258,2.502552,0.793636,0.580932,0.185014,0.497325,0.63513,1.965628,0.05074,0.000131,0.289818,0.473836,0.142787,0.050078,0.024786,1.014863,0.418915,0.170544,0.000024,0.188933,0.540861,0.896359,0.109118,0.10299,0.260381,0.354927,0.411936,0.116572,0.136984,0.213295,0.206141,0.059023,0.050694,0.036532,0.031811,0.019999,0.083484,73.270263,123,1.009041,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8,0.051497,-0.017913,-11.12364,16.68784,0.199237,-16.45639,-3.401529,1839,-1.520499,3.955243,1.513229,0.465215,0.113348,-0.000005,0.350129,1.001464,0.01301,0.002068,0,-0.285623,5.494785,1090,0.980492,-0.000429,4.213855,-4.787128,-0.211615,1.084082,4.294566,0.051966,0.000164,6.27019,-0.786297,notlonely
0.09123,0.000422,2.358912,3.041089,0.669056,0.485965,0.138514,0.462191,0.626048,1.952323,0.030353,0.000406,0.291251,0.447693,0.114369,0.03475,0.014124,0.71787,0.369725,0.161563,0.000082,0.212918,0.600855,0.952953,0.103274,0.103731,0.266592,0.427945,0.320123,0.117446,0.149196,0.159419,0.248058,0.0442,0.038357,0.03462,0.031002,0.018266,0.079673,45.417768,156.5,1.007178,74.92481,4.898048,1.363813,0.673835,0.927552,0.90106,0.11154,91.45646,5.811602,189.4968,0.971822,0.024873,0.044816,0.146364,0.000086,0.007189,5794.494,0.667146,0,0.766977,0.109806,0,0.178842,0.00547,442.5963,149866.9,0.121476,1.646024,-7.124928,18.68561,0.763277,-17.52827,3.133339,2116,-1.624076,6.06626,-0.832064,0.376891,0.062,0.000004,0.353552,0.865917,0.026896,0.003983,-0.000005,-0.856149,3.527835,1817,1.352659,-0.000987,3.32013,-4.397398,0.056806,0.919129,3.247163,0.07199,0.000116,12.02538,-0.238169,notlonely
0.391519,0.000172,2.067013,2.890699,0.669232,0.513662,0.225041,0.521179,0.674387,2.030573,0.108394,0.000359,0.293614,0.520315,0.142676,0.074692,0.056213,0.96404,0.6493,0.434803,0.000067,0.210976,0.588058,0.948902,0.122508,0.131446,0.263982,0.405042,0.589973,0.103531,0.123957,0.156657,0.273069,0.04392,0.043165,0.036024,0.030623,0.028266,0.076337,110.48095,120,1.013613,72.37757,6.124872,1.68917,0.524445,0.847764,0.888046,0.069038,16.89071,4.003211,463.9287,1.816901,0.047511,0.016456,0.612431,0.000371,0.013553,522.1224,1.125897,0,0.788282,0.096244,0,0.167005,0.004606,1599.696,1815577,0.190298,0.737773,-16.9885,44.95992,-3.109409,-23.90729,-2.593317,713,4.578247,6.324546,1.387293,0.636419,0.17952,-0.000004,0.304774,1.9823,0.046184,0.005971,0.000004,-0.499963,5.733867,1891,2.822389,-0.005584,4.304202,-6.2401,-0.544861,1.314914,4.070429,0.085662,0.000408,7.608114,-0.630024,notlonely
0.391519,0.000172,2.067013,2.890699,0.669232,0.513662,0.225041,0.521179,0.674387,2.030573,0.108394,0.000359,0.293614,0.520315,0.142676,0.074692,0.056213,0.96404,0.6493,0.434803,0.000067,0.210976,0.588058,0.948902,0.122508,0.131446,0.263982,0.405042,0.589973,0.103531,0.123957,0.156657,0.273069,0.04392,0.043165,0.036024,0.030623,0.028266,0.076337,110.48095,120,1.013613,72.37757,6.124872,1.68917,0.524445,0.847764,0.888046,0.069038,16.89071,4.003211,463.9287,1.816901,0.047511,0.016456,0.612431,0.000371,0.013553,522.1224,1.125897,0,0.788282,0.096244,0,0.167005,0.004606,1599.696,1815577,0.190298,0.737773,-16.9885,44.95992,-3.109409,-23.90729,-2.593317,713,4.578247,6.324546,1.387293,0.636419,0.17952,-0.000004,0.304774,1.9823,0.046184,0.005971,0.000004,-0.499963,5.733867,1891,2.822389,-0.005584,4.304202,-6.2401,-0.544861,1.314914,4.070429,0.085662,0.000408,7.608114,-0.630024,notlonely
