@attribute mfcc_sma_de[1]_linregc2 numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[4]_kurtosis numeric
@attribute mfcc_sma_de[6]_kurtosis numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[9]_skewness numeric
@attribute mfcc_sma_de[11]_kurtosis numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute output {lonely,notlonely}

@data

0,4.077217,7.955332,-2.475732,0.420438,12.82479,32.6102,23.47815,6.090563,-28.69959,-10.11773,-8.59352,-0.001499,-6.354668,-5.741879,-24.91214,-3.907656,-0.527824,-0.069604,13.88036,0.490623,0.475499,0.478287,0.431149,0.488335,0.01339,0.001317,0.000008,-0.013873,-1.06944,5.284397,4.356623,1.195649,0.386823,3.53712,0.000065,48.2112,lonely
0.000001,3.760732,7.070364,-3.274284,-3.11422,20.0977,40.18663,33.94936,6.219484,-26.80337,0.131565,-1.271135,0.00062,-2.196591,-6.619001,-24.02678,-7.565654,-3.624933,-5.146614,17.52144,0.419238,0.410163,0.495354,0.431316,-0.089518,0.015062,0.001433,0,-0.000773,-0.589402,5.39672,4.717788,1.150697,0.372297,4.230289,0.000107,23.64602,lonely
0.000003,2.762026,9.551024,-2.157135,-1.342692,13.79871,30.69005,14.70929,5.117543,-14.09809,6.658279,-1.776687,-0.000584,-0.905199,-1.842573,-18.06263,-2.944051,-1.222365,-1.479198,10.36257,0.180883,0.174229,0.414104,0.444914,0.286887,0.020581,0.00174,-0.000001,-0.001591,-1.923381,4.562781,4.152148,0.810711,0.162595,3.810647,0.000019,12.52061,lonely
0,3.563004,13.77724,2.627483,2.300005,13.99061,27.29282,45.52872,4.810988,-12.06088,0.796675,0.145511,-0.000476,0.856523,-0.662501,-19.38762,-3.343689,-1.277319,-1.744492,17.07394,0.439201,0.436782,0.389987,0.393185,1.163645,0.00935,0.000997,0.000012,-0.017977,-0.736552,6.645337,7.413315,0.78401,-0.18091,4.684421,0.000092,26.27501,lonely
-0.000001,1.702906,3.457162,-7.274083,-8.281871,18.85354,37.11178,29.10588,5.005393,-17.48582,-2.340127,-1.513341,-0.000001,-1.511885,-1.513806,-16.23164,1.276557,2.413628,2.816584,21.07836,0.453721,0.449486,0.43162,0.405473,0.535395,0.020445,0.004352,0.000006,-0.009567,-1.22884,3.874722,3.59483,1.455348,0.217979,3.372012,0.000195,7.855791,lonely
0,2.99776,16.50773,-0.46264,1.935798,20.01655,33.29279,32.91673,4.16986,-17.77521,-4.233062,-4.357333,-0.000503,-3.606022,-6.926915,-23.7639,-6.668323,-2.84934,-3.559178,9.744216,0.494253,0.481549,0.398387,0.399483,0.903826,0.007946,0.000784,0.000007,-0.008924,-1.720544,4.655528,6.171893,0.881902,-0.247781,3.78844,0.000077,39.08805,lonely
0.000001,3.941516,10.728,1.25052,1.024714,27.19489,40.73747,45.52415,5.175222,-32.86251,-6.152116,-7.964083,0.000782,-9.132423,-2.180651,-21.18242,-4.28323,-2.396686,-3.124766,28.00578,0.434362,0.428917,0.525775,0.425512,0.415165,0.011653,0.001182,0.000004,-0.005334,-0.516099,5.128695,4.443286,1.577805,-0.080402,4.078497,0.000052,53.83579,lonely
0.000007,0.22616,2.82672,-7.158614,-7.106497,18.11695,33.27931,24.70076,6.167234,-31.6612,-3.912823,-4.611721,-0.001371,-2.564584,-3.49897,-17.96751,-1.094463,-0.722282,-1.808946,20.62673,0.276467,0.269813,0.416612,0.408223,0.583082,0.021846,0.002775,0.000005,-0.008642,-0.413256,5.495992,3.6508,2.109102,0.549441,3.763499,0.000055,12.87751,lonely
0.000001,1.847738,3.634074,-3.159386,-2.842686,12.22456,32.68702,21.71375,4.069088,-21.86122,-5.811353,-4.335508,0.004277,-10.72353,-8.171318,-21.62133,-5.506931,-2.269721,-4.271226,16.48242,0.405929,0.398669,0.423352,0.485448,0.939366,0.008341,0.001477,-0.000001,0.000129,-0.580355,4.186109,4.457064,1.15593,0.474766,4.521196,0.000073,29.23691,lonely
0,2.401131,1.928978,-9.116364,-8.571368,19.44925,39.34309,34.48012,8.185994,-20.25837,0.548987,-2.739638,-0.001256,-0.863454,-4.967326,-18.16052,-1.236182,-2.052916,-2.125596,18.34689,0.552934,0.545675,0.392795,0.372561,1.011015,0.035281,0.004075,0,0.003254,-0.604943,4.474378,3.891533,1.420635,0.089251,3.790812,0.000213,17.42862,lonely
-0.000001,2.20439,12.8993,1.206689,-0.690654,15.36732,41.55763,22.73023,4.981561,-23.9296,-7.687859,-7.713626,0.001648,-10.17465,-2.384527,-25.13353,-7.863867,-7.206765,-7.580473,27.08805,0.23049,0.215366,0.511947,0.521018,0.356128,0.010806,0.001441,0,0.00102,0.082917,4.773668,4.156297,1.122887,0.164528,4.42075,0.000023,12.17068,lonely
-0.000001,1.15849,20.48669,-1.066918,-1.318231,21.6418,38.06414,29.57425,5.294526,-25.46886,-3.831001,-4.806398,0.00035,-5.329517,-1.938134,-22.87289,-4.011507,-0.802909,-1.207945,15.2866,0.393829,0.388385,0.469928,0.477288,0.246705,0.009389,0.001272,0.000006,-0.012423,-0.734693,3.465251,4.488801,1.323287,0.242029,3.837232,0.000051,30.77851,lonely
0.000001,3.264423,3.818624,-4.358918,-4.992117,22.85403,32.43675,35.85109,4.19985,-21.08532,-2.558078,-3.936235,-0.000897,-2.596731,0.831823,-13.30747,-0.168267,-0.941966,-0.269054,16.34438,0.514217,0.507562,0.438297,0.394993,0.314885,0.026568,0.002728,0.000005,-0.005071,-0.935133,3.723826,4.40994,0.937723,0.069759,3.636181,0.000062,55.12244,lonely
0.000001,5.262113,9.629493,-2.351683,1.198407,17.12501,26.72383,20.68071,5.318841,-21.5447,1.226861,-7.328624,-0.001172,-5.577899,-3.854418,-19.37627,-2.508777,-1.476317,1.563112,13.70731,0.456745,0.449486,0.39379,0.438503,0.718408,0.01153,0.001214,0,-0.005154,-1.030461,4.37638,4.014366,0.801426,-0.057645,4.270141,0.000069,34.02172,lonely
0.000012,0.536694,5.468429,-3.970523,-1.055658,6.575165,25.93041,14.2682,4.897161,-13.00388,-0.22402,-2.553274,0.001711,-5.108184,-1.443006,-17.06793,-3.347043,-1.106427,-1.652812,16.74938,0.183303,0.170599,0.516219,0.410541,0.214618,0.014675,0.00291,0.000001,-0.001178,-0.409333,4.883834,3.231287,1.059111,-0.15744,3.419079,0.000034,5.326037,lonely
-0.000005,2.792232,5.886557,-4.639553,-2.974878,15.57959,35.46194,33.54298,4.957283,-27.28504,-10.8083,-6.553826,-0.001379,-4.494738,-7.820442,-30.59593,-4.665568,-7.103837,-8.976406,17.18851,0.528131,0.512402,0.539965,0.680366,0.040018,0.023374,0.002466,-0.000003,0.004559,-0.796408,4.529143,4.373985,1.219242,0.209183,4.542527,0.000181,25.03875,lonely
-0.000001,0.786685,-3.853307,-9.139181,-9.624037,-1.297622,14.62931,14.20958,3.980941,-11.59135,3.212052,-3.083686,0.002042,-6.133661,-1.476205,-18.07613,-1.821263,-7.327722,-5.426916,9.108795,0.201452,0.148215,0.450277,0.40094,0.411223,0.008649,0.001935,0.000003,-0.004336,0.505116,3.872647,3.443376,0.72575,-0.083507,3.36638,0.000024,3.621211,lonely
0.000002,1.571206,7.66861,-2.459235,-0.837006,16.8275,28.92831,17.22049,4.117575,-16.92224,-5.735145,2.018149,-0.000525,2.802516,1.159302,-22.50884,-1.259699,2.013659,-1.365817,21.78525,0.311555,0.30611,0.451796,0.324289,0.753516,0.009421,0.00105,0.000005,-0.00745,-1.398557,4.850243,3.742549,0.764515,0.132346,4.834566,0.000032,35.1566,lonely
0.000003,0.233063,-0.348097,-11.32517,-10.59164,3.350199,28.65922,14.29116,3.805949,-18.56783,-8.2182,-2.72511,-0.00048,-2.00881,-1.852688,-20.00954,-2.953018,-2.530445,-2.634842,9.622917,0.366001,0.316394,0.367782,0.361833,0.722818,0.014741,0.0033,0.000005,-0.008318,-1.050651,5.795229,5.529742,1.074337,0.590808,4.078679,0.000072,5.100358,lonely
0.000003,1.642555,13.0403,2.709243,3.972504,21.97056,42.02122,27.19498,7.007299,-23.36535,-9.510489,-9.13888,0.000707,-10.19458,-10.22187,-28.43528,-9.124244,-3.376949,-5.637968,30.69994,0.477919,0.471869,0.587339,0.551003,-0.159175,0.009787,0.001316,-0.000008,0.019897,-0.999575,5.56754,3.952512,1.096233,0.144009,4.65784,0.000077,37.68347,lonely
0,5.443937,14.05517,2.001657,2.47019,25.8591,35.34037,21.32909,3.896481,-15.84829,0.943818,0.071481,0.002412,-3.530455,1.857108,-14.74993,0.164396,-1.005605,2.139269,14.61086,0.479734,0.474289,0.374523,0.387348,0.743605,0.017266,0.002278,-0.000005,0.005582,-0.608505,3.795197,3.625807,1.311035,-0.06107,3.596322,0.000073,37.23213,lonely
0,2.243181,0.611982,-8.563033,-7.849168,13.14597,28.98616,25.06102,4.837773,-17.82274,-3.302186,0.310853,0.001659,-2.166942,2.333946,-15.71306,0.051821,-3.099655,-4.275489,10.90645,0.467635,0.45493,0.508482,0.576224,-0.119303,0.031079,0.005689,-0.000007,0.012422,-0.587925,3.789342,3.549007,1.140291,0.115013,3.048862,0.000163,11.10276,lonely
0.000003,4.135918,2.607902,-8.269995,-5.600585,20.42636,30.66238,20.22875,4.91333,-12.98535,-3.459854,-0.501915,0.003276,-5.394022,-2.044447,-14.92324,-1.436431,-0.89344,-1.295087,12.45938,0.525106,0.520871,0.293389,0.365104,1.398887,0.022359,0.00223,-0.000001,-0.001153,-1.465162,5.536311,4.143224,1.052334,0.087788,3.857934,0.000182,20.14776,lonely
-0.000002,3.818542,4.751636,-4.119576,-4.866879,22.79305,23.86148,18.03385,4.189787,-19.95581,-6.246914,-2.691726,0.000955,-4.118536,-2.885541,-21.07385,-0.319449,-3.313029,-3.568917,10.90174,0.31458,0.30732,0.374926,0.343302,0.473792,0.014735,0.002006,0.000002,-0.003905,-0.684638,3.69768,4.082304,0.82796,0.205199,3.483359,0.000036,28.69749,lonely
-0.000001,1.971841,13.03681,0.888098,-0.440772,12.47967,33.51726,22.41581,5.1013,-25.89536,-11.0613,-8.808566,0.003735,-14.38687,-9.073624,-29.83988,-8.0377,-3.807041,-9.121983,8.851884,0.292801,0.284332,0.453784,0.411261,0.489351,0.011478,0.001218,-0.000004,0.005161,-0.785095,3.715612,4.018496,1.023102,0.204638,3.685292,0.000034,19.28747,lonely
0.000001,1.85688,3.124434,-10.96119,-12.24508,27.37963,46.71149,33.30039,6.36389,-23.52303,0.910666,-0.993322,-0.001068,0.601899,1.030762,-21.93388,-1.35024,-1.689238,-1.593249,32.49677,0.601936,0.596491,0.358159,0.330949,1.122399,0.019896,0.00334,0.000007,-0.011731,-0.415937,4.15232,3.74906,1.515671,-0.01381,4.246287,0.0003,18.427,lonely
-0.000005,1.866919,4.798988,-9.690033,-12.75483,21.5215,38.85742,17.14775,5.313872,-24.35332,13.34556,11.92325,-0.005332,19.88632,7.167974,-25.31867,4.633216,5.941088,9.677763,22.30334,0.427707,0.424682,0.448693,0.503406,0.71255,0.022104,0.002165,-0.000001,0.002094,-0.107284,4.407879,3.67919,1.281114,0.163495,4.446075,0.000051,34.24942,lonely
0,4.391053,9.15034,-0.452574,-1.538447,21.57,34.95819,33.10638,5.33539,-18.94811,-2.823043,0.531661,-0.000693,1.566641,-7.503186,-25.66821,-6.53923,-6.707557,-6.743464,16.27363,0.239564,0.2317,0.484163,0.506615,0.228248,0.006482,0.000608,-0.000002,0.003096,-0.146858,6.158189,7.874489,0.72007,-0.211585,5.231003,0.000016,29.42294,lonely
0,0.820137,7.70889,-1.284458,0.073019,19.47584,37.97331,28.97622,5.126665,-27.66963,-7.526228,-6.262308,0.000115,-6.434713,-1.084626,-20.16963,-2.904549,-2.539822,-2.342934,10.34297,0.378705,0.367211,0.591645,0.590219,-0.589879,0.0109,0.001859,-0.000005,0.004753,-0.149564,4.698144,5.472751,1.024161,0.059943,4.390464,0.00004,32.0197,lonely
0.000005,1.851988,6.992575,-6.67077,-4.943787,17.02241,27.16972,14.86321,3.859357,-17.84293,-0.720519,-5.327088,0.00058,-6.193259,-6.632805,-16.16393,-2.320559,-0.471143,2.626154,8.318265,0.418028,0.405929,0.349456,0.311133,0.647095,0.019031,0.002341,0.000002,-0.003983,-1.203701,4.328666,4.894845,1.114336,0.194053,3.925395,0.00011,16.63267,lonely
0.000001,1.328832,4.479601,-2.544735,-1.431633,-1.773344,26.09384,14.82599,4.941653,-23.87968,-13.24343,-12.56155,0.000612,-13.47573,-8.143174,-26.45554,-11.55936,1.616949,1.08586,28.82856,0.227465,0.199637,0.649584,0.619905,-0.279917,0.018979,0.002282,0.000001,-0.003386,-0.543988,4.51757,4.32039,1.110718,0.08371,4.30602,0.000022,13.28316,lonely
0.000002,1.054487,6.163303,-3.259723,-2.88568,13.23894,30.76167,50.04223,5.475681,-28.03604,-7.683333,-3.13275,-0.00013,-2.938483,-4.805085,-21.21621,-1.489836,0.957504,-1.512919,16.65229,0.451906,0.445251,0.519971,0.462633,0.032628,0.004967,0.00082,0,-0.000206,-0.682413,4.27385,4.078467,1.058329,0.134692,4.328814,0.000058,41.0253,lonely
0.000003,1.992865,7.368898,-2.786073,-2.430426,10.80573,31.21676,24.44549,3.929788,-21.01394,-5.313387,-8.000784,-0.001445,-5.84339,-5.344753,-14.08132,1.852968,-3.168916,-3.370247,10.4867,0.385965,0.365396,0.463856,0.484686,0.293373,0.022852,0.003114,0.000009,-0.012467,-0.882237,4.556654,3.322895,1.193135,0.040493,3.587587,0.000071,15.76093,lonely
-0.000001,1.208085,6.250469,-6.96956,-5.743743,11.39291,27.49683,14.77358,5.553113,-13.85543,1.402746,-0.634001,0.001296,-2.569379,-1.95741,-27.49854,4.81181,3.270192,3.704298,21.32618,0.3902,0.37931,0.46975,0.548701,0.281313,0.006429,0.001284,-0.000008,0.010953,-1.32928,4.77283,3.518173,0.971875,-0.129698,5.312886,0.000115,10.17855,lonely
0.000001,2.068676,3.636535,-5.626417,-5.177277,22.69394,44.68098,49.05143,6.580113,-24.93076,2.347638,-9.236122,0.00161,-11.63995,-1.765841,-19.22325,0.740884,2.239625,1.018163,21.48902,0.499698,0.494858,0.51342,0.524731,0.341503,0.01801,0.002999,-0.000004,0.004013,-0.30471,4.516349,4.050262,1.717345,-0.027427,3.625883,0.00009,25.50234,lonely
0,1.302873,-1.695314,-8.844625,-8.022239,12.8974,24.82727,18.5395,4.196006,-18.60749,-4.333317,-0.275079,0.000142,-0.486636,1.449914,-20.06098,-1.799947,0.551985,-0.94277,12.24394,0.240169,0.23291,0.330927,0.315946,1.014149,0.01151,0.001911,0.000001,-0.00069,-0.894508,3.597687,3.853385,0.913121,0.199191,3.583637,0.000055,7.011875,lonely
0,1.91462,13.04091,-0.020767,-0.097584,19.50464,49.0124,43.02633,7.095685,-21.71528,-2.403267,-3.123096,-0.000364,-2.579365,0.378955,-29.86599,-1.237199,-2.077625,-1.68037,22.1231,0.249849,0.245009,0.350915,0.349489,0.752038,0.022881,0.003333,0.000013,-0.019002,-0.927706,4.804299,4.322904,1.421627,0.06202,3.939204,0.000058,10.55308,lonely
0,0.877432,-0.527032,-9.495715,-10.61855,5.790567,19.3628,10.33002,4.281768,-14.79544,-3.549888,-2.032217,-0.000641,-1.074855,-2.120941,-21.37837,-2.227016,-2.382967,-2.465586,10.97419,0.291591,0.281912,0.295355,0.358506,1.02792,0.021428,0.003666,0,0.000887,-1.269102,3.984903,3.671582,1.081718,0.474675,3.464739,0.000089,5.092563,lonely
0.000001,0.600983,13.99169,7.360001,8.464542,16.63964,37.89058,31.86961,5.221437,-29.76521,-6.061378,-7.347338,0.000132,-7.544021,-1.719504,-29.183,-5.388323,-2.702536,-4.35926,6.719118,0.093164,0.087114,0.629862,0.631401,-0.259043,0.00715,0.000725,-0.000006,0.009721,0.096348,5.031493,4.029398,0.79878,0.042947,3.948771,0.000004,5.614597,lonely
0.000001,1.632441,9.268679,-2.150235,-1.441711,19.09031,35.99901,35.33945,5.441432,-33.31514,-4.103296,-2.585268,0.000115,-2.756776,-7.289621,-19.90375,-0.564456,-5.186635,-6.693104,14.30877,0.272232,0.260738,0.535316,0.532705,-0.168526,0.005154,0.000597,0.000002,-0.001316,-1.2161,4.771714,5.314766,1.064488,0.145507,3.769161,0.000036,16.84134,lonely
-0.000001,2.900532,15.44087,-0.8652,6.565015,21.29904,47.18082,37.87294,7.917909,-24.8076,-9.114642,-5.680266,0.001782,-8.341583,-6.95671,-20.23563,2.999161,0.820049,-3.819768,11.8556,0.454326,0.451906,0.452937,0.523643,0.987631,0.018106,0.001345,-0.000001,0.001506,-1.080132,5.163885,5.170417,0.969039,0.147472,4.048386,0.000054,32.35449,lonely
0.000003,1.937076,9.911707,0.955989,2.10655,11.76153,35.53959,19.27319,5.466138,-18.46316,-3.016929,-6.987134,-0.001645,-4.530285,-4.275243,-25.26071,-6.872389,-5.69269,-4.7406,14.15559,0.194797,0.182093,0.564378,0.488669,0.418318,0.007274,0.001283,0.000005,-0.0063,-1.412197,4.53689,4.196797,0.918611,-0.201305,3.927807,0.000017,8.856903,lonely
0.000001,1.805524,9.137889,-4.067922,-3.556501,13.33188,26.3281,30.23149,4.793041,-19.44188,-3.470189,-8.30872,0.000545,-9.122822,-7.029099,-21.95195,-7.251269,-0.658359,-1.256611,10.25713,0.292801,0.280702,0.387242,0.41552,0.745176,0.014729,0.002138,0,-0.002657,-1.213318,3.715095,3.632092,1.193724,0.059086,3.634991,0.000066,10.2275,lonely
0.000001,1.553853,2.713087,-5.505928,-5.117559,12.89233,23.10221,13.28148,4.827202,-14.84795,-2.262073,-4.218543,0.000143,-4.431578,-4.363837,-16.58544,-4.583987,-6.681799,-6.566167,9.201041,0.179068,0.171809,0.373871,0.361239,0.59697,0.012744,0.002322,0,0.001959,-0.518963,4.168311,4.52775,0.922991,0.146221,3.613554,0.000031,7.068111,lonely
-0.000005,0.868709,7.680477,-5.35682,-7.212779,8.11005,24.98784,14.02987,3.263276,-20.34993,-2.971809,3.241649,-0.000061,3.333179,-3.251354,-14.81692,-3.734578,-1.796172,-0.150464,9.655723,0.191773,0.173624,0.330774,0.325618,0.671856,0.016216,0.003359,0.000009,-0.013034,-1.077163,5.416362,3.530466,1.009004,0.031235,3.390876,0.000039,5.416486,lonely
-0.000004,1.067279,4.411729,-3.578525,-2.557353,17.15623,29.78624,13.82069,5.178516,-13.47312,-2.564477,-2.625554,0.002052,-5.689995,3.145219,-29.69604,-4.695541,0.565254,3.493017,11.61755,0.113128,0.105263,0.359577,0.405405,0.742804,0.006316,0.000957,0.000003,-0.005316,-1.1795,4.70093,3.861229,0.798177,0.086281,3.533512,0.000013,5.691001,lonely
0.000002,0.565799,4.940396,-6.865056,-6.728472,8.990106,31.65954,51.5145,4.065392,-18.44625,-2.799092,-2.331337,-0.00017,-2.077382,-1.393502,-17.90448,-3.088143,-2.734601,-1.883361,10.86407,0.30974,0.293406,0.421617,0.386769,0.758667,0.014916,0.002772,0.000004,-0.008808,-0.426495,4.06485,4.778699,1.146979,0.044413,3.21207,0.000052,9.524456,lonely
0,0.969807,5.632789,-1.949064,-1.329421,18.22867,32.22261,8.139439,3.096191,-6.655821,3.612478,5.207154,-0.000836,6.456223,5.290216,-16.90583,-3.629914,-1.61736,-1.575299,7.869878,0.108288,0.102843,0.387826,0.4001,0.545006,0.002738,0.000314,0.000001,-0.001263,-1.55277,3.475929,3.736233,0.825915,0.026308,4.596077,0.000005,10.88641,lonely
-0.000001,1.834975,9.755782,2.713221,2.07794,13.06688,38.14052,27.44773,5.60683,-22.54563,-2.171685,-5.17214,0.000377,-5.735852,-1.109134,-21.90835,-6.028913,-2.246144,-1.381295,25.70142,0.46219,0.453116,0.599635,0.64475,0.203012,0.004377,0.000518,0.000001,-0.001039,-1.168525,6.890664,5.715618,0.882798,-0.150378,4.474384,0.000024,108.8697,lonely
0.000002,0.962783,-3.094684,-9.129438,-8.516648,7.671207,18.42531,12.90724,3.028508,-17.75894,-5.426592,2.653428,-0.000806,3.857332,-2.395253,-22.32536,-3.087538,-3.162088,-1.638131,12.8577,0.320024,0.31095,0.376807,0.343938,0.742191,0.005659,0.001117,-0.000001,0.001231,-0.297135,3.805919,3.502886,0.923474,0.085703,3.316501,0.000073,9.084818,lonely
-0.000004,1.572494,11.10569,-1.245192,-3.141742,12.72313,31.05857,16.01693,3.721526,-14.1787,0.648909,-6.624373,-0.001517,-4.358846,-1.616532,-30.75444,-7.385313,-3.904849,-2.890953,12.80964,0.323049,0.30974,0.479202,0.471938,0.379785,0.007181,0.000892,0.000005,-0.004307,-1.254533,4.258215,3.246324,0.716664,-0.001535,3.513574,0.000026,21.80284,lonely
0.000002,1.56851,-0.023202,-7.934243,-6.815743,14.46633,24.95704,21.05672,4.513565,-21.82278,-5.845634,-4.953774,-0.000254,-4.574426,-2.773398,-19.36331,-4.070497,-3.574118,-3.31742,13.79993,0.425287,0.409558,0.339267,0.316173,0.782301,0.009275,0.001652,0,-0.00019,-1.073934,3.777301,3.687592,0.927235,0.278107,3.408646,0.000138,7.966424,lonely
0.000002,1.477761,0.8819,-7.43185,-4.34397,13.42245,23.08255,17.8663,5.299161,-15.55933,0.879849,0.232556,-0.002116,3.39228,-14.61607,-16.80923,-2.555922,-2.671133,-1.481175,11.66355,0.286146,0.278887,0.350542,0.4127,0.637753,0.006884,0.000908,0,-0.000643,-1.047518,3.793498,3.535881,1.151045,0.015537,3.30699,0.000075,10.79133,lonely
0.000002,2.375668,8.610455,-3.134843,-4.007653,19.14803,38.70052,38.8583,5.363611,-22.05973,-1.638972,-0.241167,-0.000747,0.875081,1.378748,-20.97649,0.791222,-3.014351,-5.45149,28.62467,0.217181,0.217181,0.599161,0.550005,-0.399489,0.014978,0.002042,-0.000009,0.014087,-1.405817,4.781822,4.365544,1.174035,-0.064922,3.857875,0.000023,13.7063,lonely
0.000002,3.509292,7.649344,-2.284987,-3.271765,16.98606,32.12991,24.52559,4.522508,-26.42693,-8.065623,-10.79576,0.003358,-15.81125,-11.3299,-31.37296,-7.640512,-2.559972,-2.777069,8.752944,0.473684,0.460375,0.568442,0.614184,-0.195866,0.006369,0.000454,-0.000009,0.007713,-1.081615,4.101501,3.714238,0.849474,0.616792,4.306962,0.00005,59.57439,lonely
0.000001,1.62007,9.592326,-0.055591,-0.716574,19.47776,34.35289,22.18766,5.412876,-18.99872,-2.975328,-2.990605,-0.003134,1.690655,-1.911337,-34.47437,-10.14631,-4.814929,-11.04073,24.22328,0.297036,0.289776,0.54739,0.596853,0.29856,0.001892,0.000204,-0.000004,0.007283,-1.044857,4.606045,4.508151,0.879525,0.039807,3.656907,0.000015,32.47294,lonely
0,0.842504,1.970238,-8.18459,-8.872014,13.77231,24.33443,33.23269,4.377811,-17.46166,-2.992125,-2.489442,-0.000046,-2.42089,-2.107587,-23.78415,-2.029139,-3.128857,-3.553397,25.05826,0.426497,0.420448,0.39351,0.379582,0.760702,0.013602,0.002752,0.000004,-0.006232,-0.806966,4.02708,3.902892,1.262973,0.411114,3.589128,0.000136,12.35201,lonely
0.00001,1.847796,8.962162,-4.185848,-0.657616,24.18027,40.93676,30.33648,4.062572,-16.95602,-3.449041,0.726615,0.001001,-0.76821,0.380898,-16.13278,0.336226,-2.411035,-2.459753,12.85091,0.359952,0.352692,0.449833,0.396252,0.666444,0.030549,0.002502,0.000001,-0.002509,-1.900131,4.938815,5.098207,0.741614,-0.032739,4.23005,0.000031,17.64783,lonely
0.000003,1.560239,1.094103,-7.857432,-6.875587,8.729451,23.03601,23.4189,4.619815,-15.10301,-2.706968,1.113346,0.000631,0.171009,-0.812948,-18.23238,0.391923,-1.840112,-2.29576,16.12195,0.539625,0.531761,0.378902,0.346734,0.38168,0.018935,0.003015,-0.000002,-0.000395,-2.204216,4.227866,3.970294,0.898309,0.215663,3.17352,0.000106,17.40458,lonely
-0.000001,3.145462,20.00561,1.813778,1.083545,33.39979,48.80809,69.2198,7.999447,-18.29062,2.410297,0.94151,0.000362,0.400997,1.968697,-24.2438,-1.469694,4.958937,4.944435,29.4056,0.403509,0.399879,0.403817,0.397037,0.490642,0.007754,0.000753,-0.000011,0.01338,-0.804736,4.804167,3.845657,1.571408,0.203835,3.93192,0.000027,99.21699,lonely
0.000002,1.646646,11.2998,-2.019015,-2.591018,7.141604,33.37814,18.59181,5.096825,-20.60618,-7.711466,-6.847658,0.002574,-10.69206,-9.270645,-22.9991,-7.741799,-6.598989,-9.076778,14.43077,0.31216,0.294616,0.446088,0.459969,0.328112,0.012165,0.001365,-0.000005,0.010042,-1.381982,8.312009,3.493547,0.709283,-0.092538,4.222805,0.000039,29.26521,lonely
0.000002,0.929377,13.02022,5.087171,7.264529,15.68374,35.57585,18.92175,5.132963,-14.92935,-1.878558,-5.814949,-0.000137,-5.610762,-2.544011,-16.38721,-3.01836,0.56887,-1.227364,11.16672,0.091349,0.08409,0.483697,0.568605,0.521006,0.003357,0.000314,0.000001,-0.003292,-1.844298,4.536437,4.037966,0.548655,0.006838,3.3446,0.000005,6.292852,lonely
-0.000002,1.373153,10.34536,0.867566,-3.420697,17.74228,30.5644,19.57151,4.704959,-23.21664,-9.11899,-9.185382,-0.000273,-8.776944,1.297364,-18.712,-3.342179,1.392819,0.414709,12.54757,0.333938,0.323049,0.5515,0.612408,-0.12026,0.003829,0.000397,-0.000003,0.005428,-0.915892,4.613785,3.887523,0.745524,0.028373,3.708502,0.000015,67.72585,lonely
0,1.435407,14.39873,-0.362672,-0.039398,15.75565,32.86882,34.36844,7.956645,-31.40507,-13.4839,-3.577249,-0.000372,-3.021317,5.291875,-28.59503,-0.599579,2.362495,1.922172,23.45397,0.356927,0.332728,0.478706,0.541639,0.730074,0.002749,0.000548,-0.000003,-0.000872,-0.114205,4.103543,3.988148,2.570968,-0.137742,3.579418,0.000097,12.28299,lonely
0,1.378576,3.742289,-3.743667,-3.5779,9.109391,20.88908,21.86704,4.581496,-20.26278,-3.037941,4.549732,-0.000582,5.418265,-0.050568,-12.70405,0.521611,-1.470828,-1.497858,16.1863,0.212341,0.202662,0.413867,0.424685,0.984159,0.007617,0.001416,-0.000003,0.003847,-0.753656,4.00259,3.570758,0.997372,-0.007007,3.248694,0.000023,10.95151,lonely
0.000004,1.508409,3.061657,-4.899987,-3.257228,22.20027,39.13174,56.37905,6.175374,-17.4349,-1.785365,-3.00048,-0.000306,-2.543186,-1.621979,-17.0576,-1.471867,-2.293429,0.192948,15.53705,0.487598,0.482154,0.545253,0.353785,0.282121,0.004591,0.00049,-0.000002,-0.000257,-0.169928,5.290724,4.516989,0.851407,0.135212,4.247962,0.000038,64.07191,lonely
0,0.845959,4.583913,-1.074095,-1.785217,11.71055,24.90592,11.03104,3.343802,-20.40914,-3.190161,0.747125,-0.001204,2.54496,1.403411,-12.6594,2.71998,-1.069901,-1.409507,17.70486,0.115548,0.105263,0.462851,0.499245,0.556115,0.007298,0.001129,0.000003,-0.003091,-1.55787,3.349775,3.538863,0.954889,0.157451,3.168021,0.000012,6.82393,lonely
0,2.444746,8.744802,2.520103,2.791274,20.31513,40.95893,48.70686,6.464159,-34.35292,-10.49507,-6.468238,-0.000524,-5.685936,-11.32796,-27.23023,-3.813613,-4.156949,-8.440568,13.19926,0.128252,0.116153,0.577454,0.660257,-0.191301,0.007045,0.000993,0.000003,-0.004884,0.498755,5.798294,5.155443,1.309655,0.11859,3.716964,0.00001,17.13247,lonely
