@attribute Std_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_10 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_1 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric
@attribute output {lonely,notlonely}

@data

0.038241,0.000377,2.632571,3.00102,7.404652,0.521632,0.396514,0.296015,0.295329,0.447063,1.973992,0.000157,0.262298,0.13195,0.134744,0.021685,0.084217,0.09488,0.942908,0.574267,0.323001,0.411951,0.245483,0.000076,0.218749,0.323273,0.327897,0.797837,1.116587,0.127863,0.131389,0.109761,0.096545,0.265053,0.416906,0.190772,0.068606,0.154838,0.127171,0.182105,0.177686,0.16695,0.189776,0.069099,0.044499,0.04147,0.038616,0.038925,0.050977,0.050612,0.042366,0.057676,0.057863,0.102693,0.217018,0.156921,17.998636,25.367957,121.5,1.004271,lonely
0.050463,0.000185,3.262901,3.013512,10.874026,0.337681,0.310651,0.356029,0.219445,0.397718,1.991357,0.000135,0.265292,0.144718,0.143699,0.020837,0.076415,0.08027,1.195569,0.783121,0.317582,0.414271,0.268627,0.000206,0.192328,0.391463,0.332722,0.585363,3.836629,0.130443,0.162378,0.106886,0.104052,0.259773,0.755864,0.316855,0.109952,0.112433,0.147824,0.266729,0.171369,0.217755,0.170083,0.065079,0.0338,0.040457,0.032853,0.029672,0.02581,0.034154,0.0397,0.062316,0.081417,0.116082,0.213958,0.168805,17.147902,17.380623,149.75,1.002716,lonely
0.052738,0.000217,2.573681,3.40888,11.491907,0.519035,0.346457,0.343565,0.240613,0.384884,2.019347,0.000122,0.279961,0.131993,0.115784,0.020465,0.065606,0.093994,0.970528,0.468579,0.345232,0.295592,0.29368,0.000101,0.220654,0.283282,0.401993,0.602252,1.316882,0.124654,0.10744,0.122846,0.098005,0.257204,0.535143,0.100252,0.069859,0.113746,0.192311,0.212508,0.18767,0.198443,0.211728,0.046386,0.050861,0.040311,0.042463,0.02565,0.02496,0.041826,0.037807,0.065161,0.080967,0.122535,0.218218,0.100016,20.968435,24.432277,157,1.00319,lonely
0.063101,0.000044,2.700533,3.076546,9.056802,0.319994,0.370669,0.425653,0.215887,0.392486,2.044774,0.000036,0.229922,0.142441,0.142941,0.025214,0.066755,0.08892,1.934595,1.027907,0.58005,0.489964,0.462266,0.000096,0.219994,0.340354,0.502486,0.813635,2.155408,0.154701,0.141996,0.140201,0.118597,0.262176,1.135899,0.450597,0.128892,0.133995,0.179198,0.224997,0.232453,0.218284,0.389954,0.069491,0.046771,0.05079,0.04289,0.058898,0.047625,0.07462,0.045167,0.058485,0.066628,0.110465,0.221358,0.257294,8.241825,9.951097,155,1.002739,lonely
0.076689,0.000304,2.524986,3.778481,9.573116,0.482738,0.437726,0.344345,0.251285,0.434761,1.985381,0.00031,0.209686,0.134587,0.147391,0.027206,0.066814,0.072484,1.225685,0.783418,0.512709,0.347656,0.399854,0.000182,0.260626,0.256063,0.425383,0.769678,1.533611,0.173785,0.131865,0.144686,0.121183,0.26451,0.386541,0.310545,0.128671,0.122158,0.159921,0.211804,0.237809,0.256061,0.257689,0.063597,0.047377,0.036416,0.038915,0.030981,0.023175,0.017952,0.03796,0.061359,0.079864,0.119555,0.21064,0.135252,35.841824,28.139984,156.75,1.004044,lonely
0.062002,0.00013,3.139355,3.072839,9.202248,0.340895,0.256749,0.355752,0.278298,0.411778,1.95145,0.000058,0.279431,0.143195,0.142115,0.027292,0.080641,0.078045,1.090572,0.918149,0.666654,0.539702,0.310203,0.000047,0.211269,0.225116,0.35651,0.806549,1.723762,0.126822,0.099012,0.10163,0.102863,0.263604,0.511989,0.311172,0.087593,0.095136,0.138669,0.223234,0.259015,0.235756,0.350162,0.060014,0.050114,0.031985,0.056434,0.029081,0.02211,0.028552,0.043221,0.066438,0.077485,0.10487,0.209374,0.157608,22.344185,24.775792,125.25,1.003701,lonely
0.05098,0.000091,2.703546,2.934216,13.678517,0.465263,0.401281,0.454404,0.205276,0.415497,2.0168,0.00007,0.279016,0.1468,0.150844,0.027824,0.069975,0.079989,1.919133,0.899334,0.638295,0.643381,0.378059,0.000139,0.228297,0.475579,0.406272,0.814498,1.533175,0.152975,0.227758,0.137931,0.110513,0.269275,0.810736,0.588466,0.099741,0.202382,0.207279,0.217272,0.338456,0.243318,0.325,0.055608,0.051667,0.04805,0.042164,0.04308,0.036863,0.049275,0.041033,0.067241,0.085554,0.122665,0.215998,0.258252,10.265973,9.922831,149,1.003148,lonely
0.055884,0.000096,2.891048,3.047553,7.494127,0.450082,0.336691,0.407738,0.226534,0.407022,2.007976,0.000102,0.240784,0.131284,0.132444,0.021726,0.077145,0.077531,2.343364,1.049615,0.986575,0.546782,0.487734,0.000115,0.202127,0.33803,0.442533,0.957911,3.256072,0.130101,0.191108,0.165216,0.109574,0.267486,0.689894,0.37153,0.100642,0.207819,0.20791,0.163991,0.283126,0.267955,0.420973,0.073099,0.046993,0.054898,0.037501,0.050271,0.047555,0.052524,0.050989,0.070422,0.079436,0.109701,0.222312,0.15829,0,24.995402,117.5,1.006875,lonely
0.050737,0.000141,2.56163,2.864963,7.106851,0.531022,0.474707,0.500075,0.240985,0.37518,1.979532,0.0001,0.272276,0.12929,0.120315,0.021461,0.058434,0.071576,1.239174,0.592853,0.443562,0.276301,0.232996,0.000101,0.213473,0.288473,0.38958,0.575902,0.980167,0.118661,0.111225,0.125984,0.095404,0.256927,0.936012,0.213796,0.078545,0.092211,0.213569,0.189895,0.148694,0.171361,0.260616,0.051113,0.045158,0.048417,0.032531,0.029258,0.030653,0.038357,0.036218,0.054566,0.071624,0.116062,0.217898,0.15385,20.629598,26.920035,138.5,1.004138,lonely
0.042407,0.000387,2.74148,2.830781,8.502009,0.466646,0.333754,0.446571,0.27631,0.456482,1.99131,0.000288,0.27573,0.165611,0.150853,0.043949,0.07807,0.076545,1.04,0.761517,0.555944,0.396032,0.535518,0.000228,0.200238,0.286541,0.440309,0.730663,2.020449,0.107717,0.126975,0.117165,0.107188,0.25515,0.437405,0.423454,0.079417,0.118435,0.130707,0.139724,0.212483,0.144519,0.313434,0.049253,0.040038,0.034289,0.029132,0.029945,0.030796,0.051681,0.040301,0.066656,0.077906,0.109335,0.215064,0.149815,28.350588,42.924975,120.25,1.005473,lonely
0.043854,0.000042,3.014022,3.337347,9.481035,0.364279,0.289866,0.365607,0.204017,0.429451,1.992,0.00004,0.258618,0.12765,0.124157,0.019077,0.072436,0.075768,1.199237,0.871833,0.725066,0.573912,0.384107,0.000022,0.242537,0.29705,0.506614,0.812636,2.492676,0.166705,0.15092,0.157093,0.110688,0.260426,0.558419,0.190324,0.095479,0.142744,0.186463,0.293197,0.260097,0.290351,0.29716,0.05144,0.038723,0.044096,0.055216,0.022118,0.024267,0.04532,0.043592,0.065529,0.073965,0.112184,0.217525,0.175407,7.503934,9.499038,152,1.002472,lonely
0.06029,0.000042,3.053865,2.780789,8.019541,0.336044,0.256295,0.409314,0.249049,0.437833,1.94905,0.000031,0.262606,0.134944,0.131833,0.02461,0.071148,0.073925,1.247183,0.97331,0.649226,0.654341,0.358487,0.000024,0.253821,0.398033,0.340728,0.74442,1.86984,0.159673,0.16965,0.109214,0.098967,0.25535,0.645601,0.407558,0.081193,0.124071,0.227351,0.256295,0.231278,0.15258,0.297481,0.090296,0.034692,0.029117,0.038529,0.029011,0.033527,0.038009,0.040785,0.065898,0.08558,0.118626,0.217336,0.188434,7.778063,8.791829,150,1.003079,lonely
0.02677,0.000017,2.74739,3.467284,4.592593,0.444694,0.469259,0.664488,0.144598,0.341625,1.969759,0.000024,0.273321,0.193422,0.212933,0.010901,0.080527,0.090607,1.343528,0.655608,0.453863,0.598546,0.555165,0.000015,0.245466,0.418913,0.580584,0.847968,1.487966,0.196922,0.182523,0.161344,0.103733,0.263662,0.731748,0.327905,0.138864,0.161887,0.158994,0.245996,0.335688,0.327771,0.399839,0.083668,0.063715,0.068109,0.044048,0.057522,0.060961,0.058678,0.033672,0.055847,0.064383,0.108462,0.223398,0.196837,4.814934,8.198226,154.25,1.003278,lonely
0.045188,0.000031,3.03498,3.400495,6.765383,0.307029,0.479641,0.490168,0.233129,0.412379,1.969859,0.000032,0.249398,0.142788,0.108567,0.030638,0.058658,0.063199,1.75793,0.542304,0.459145,0.567725,0.414742,0.000026,0.219537,0.320415,0.400604,0.705015,0.912286,0.153813,0.137984,0.157627,0.109577,0.257342,0.591998,0.297876,0.105468,0.148397,0.176368,0.313272,0.306476,0.356238,0.322806,0.07571,0.071456,0.070652,0.041981,0.03216,0.030699,0.032757,0.042754,0.06851,0.079205,0.119185,0.218501,0.115366,13.339685,7.010522,138,1.002904,lonely
0.050259,0.000928,2.744454,2.779557,8.394027,0.423988,0.472262,0.424614,0.224986,0.415044,2.020736,0.000663,0.30501,0.144356,0.132906,0.029944,0.069433,0.075783,1.212822,0.442298,0.423258,0.308332,0.29989,0.00027,0.197225,0.270956,0.312911,0.594331,1.063037,0.135714,0.110714,0.115584,0.110402,0.260344,0.464223,0.268693,0.100042,0.120342,0.177928,0.211484,0.307568,0.210851,0.165331,0.046338,0.039984,0.043459,0.032823,0.027482,0.022419,0.026974,0.045242,0.066321,0.084711,0.12201,0.218928,0.127296,75.020039,57.017919,137.75,1.007689,lonely
0.038979,0.000131,2.941551,3.137777,8.808672,0.415373,0.379795,0.385663,0.222856,0.378896,1.926392,0.000091,0.252968,0.13533,0.127994,0.021387,0.078618,0.091055,1.186303,0.898135,0.444435,0.475618,0.505502,0.000065,0.223455,0.344122,0.405195,0.653112,1.888756,0.13775,0.128877,0.17297,0.101757,0.25633,0.592548,0.267143,0.099372,0.144051,0.161824,0.178757,0.15555,0.181779,0.201711,0.055247,0.042925,0.042163,0.04572,0.039293,0.036617,0.042563,0.045668,0.071794,0.086756,0.122058,0.21796,0.276025,10.020075,16.650202,132.5,1.002606,lonely
0.047549,0.000253,2.39724,2.80715,7.997541,0.573709,0.44531,0.448597,0.258404,0.448797,1.986157,0.000211,0.27782,0.130668,0.118737,0.023887,0.065322,0.072167,0.898069,0.569813,0.329592,0.218089,0.24,0.00009,0.168541,0.246243,0.303298,0.456298,0.723778,0.09872,0.096765,0.099214,0.104942,0.260985,0.41585,0.116968,0.071723,0.114127,0.184774,0.129826,0.148796,0.289403,0.201702,0.049233,0.044047,0.032995,0.022497,0.027905,0.025489,0.0206,0.044726,0.066823,0.078708,0.117767,0.215256,0.09284,22.194338,30.67803,158.75,1.003549,lonely
0.106957,0.000504,2.449883,2.791798,11.757568,0.532508,0.386052,0.337036,0.306525,0.442789,1.978524,0.000311,0.286717,0.120606,0.11659,0.024727,0.061887,0.072954,0.674604,0.489279,0.275624,0.307661,0.295771,0.000141,0.180529,0.242499,0.300072,0.477853,1.557693,0.093697,0.091484,0.100229,0.10138,0.256725,0.37952,0.164506,0.070946,0.114486,0.135544,0.155172,0.161737,0.202997,0.212308,0.042492,0.037586,0.032117,0.033679,0.017146,0.019222,0.010309,0.04045,0.064898,0.078226,0.117421,0.207166,0.13027,39.085478,49.299295,153.25,1.002905,lonely
0.117875,0.000435,2.590514,2.732896,8.516049,0.506238,0.448594,0.437965,0.360473,0.52036,1.996355,0.000464,0.30298,0.151757,0.150013,0.088938,0.069422,0.076366,1.24073,0.625241,0.399684,0.274331,0.2413,0.000408,0.196426,0.261577,0.300296,0.461229,0.64205,0.122672,0.126201,0.12436,0.114684,0.258832,0.807544,0.258525,0.094894,0.160099,0.177456,0.255648,0.208829,0.190388,0.254797,0.040721,0.045739,0.032264,0.038855,0.026947,0.02134,0.049408,0.051052,0.074706,0.08198,0.116145,0.2124,0.197233,39.853225,22.834737,144,1.003874,lonely
0.078622,0.000583,2.931715,2.52867,9.169474,0.374909,0.50172,0.349688,0.308013,0.454195,1.956439,0.000661,0.285064,0.11551,0.111891,0.044054,0.091329,0.090999,0.99917,0.811824,0.453186,0.36833,0.228541,0.000332,0.186611,0.227539,0.39052,0.405133,0.730106,0.109512,0.083646,0.098807,0.11467,0.252707,0.306211,0.261545,0.083279,0.079755,0.097771,0.176557,0.242411,0.171046,0.188242,0.049902,0.034816,0.029886,0.0244,0.024631,0.017903,0.045269,0.043625,0.058262,0.071601,0.108533,0.212278,0.128858,27.392742,27.466432,106.5,1.004998,lonely
0.049244,0.000095,2.796991,3.24437,8.598961,0.355002,0.390864,0.405453,0.223621,0.345623,2.00781,0.000065,0.28311,0.145095,0.15385,0.024119,0.070864,0.085203,1.728208,0.655644,0.486624,0.350834,0.457987,0.000084,0.189896,0.346947,0.34203,0.642964,1.141838,0.109313,0.110223,0.109998,0.12375,0.260829,0.820912,0.371246,0.078751,0.108279,0.155042,0.234982,0.406607,0.254315,0.2676,0.055507,0.037173,0.042997,0.055824,0.041698,0.047287,0.066272,0.038678,0.057134,0.066299,0.126634,0.217097,0.161789,11.559841,15.063458,142.5,1.00259,lonely
0.067335,0.000125,2.824485,3.216488,6.288351,0.409191,0.442772,0.448655,0.216877,0.403745,1.910024,0.000102,0.246977,0.145384,0.134293,0.025335,0.075479,0.087085,2.601029,0.921789,0.625818,0.581648,0.456902,0.00007,0.218857,0.334199,0.412941,0.541391,2.101334,0.128101,0.152809,0.120156,0.141452,0.263958,0.871281,0.404256,0.081825,0.119527,0.132789,0.21041,0.212673,0.248182,0.210439,0.05732,0.052661,0.035918,0.046935,0.036569,0.036924,0.055704,0.03668,0.055278,0.065044,0.103946,0.220339,0.212202,17.220469,17.644649,152,1.002836,lonely
0.070006,0.000507,2.600777,2.684733,8.334094,0.518952,0.277218,0.460195,0.302118,0.429989,1.978798,0.000325,0.282066,0.12637,0.137196,0.023785,0.071988,0.068746,0.847666,0.279811,0.163659,0.158175,0.309801,0.000176,0.190129,0.216061,0.304055,0.641004,1.363124,0.110146,0.117552,0.12661,0.100359,0.256786,0.387417,0.160416,0.080334,0.105656,0.120217,0.192503,0.205942,0.16375,0.24162,0.046728,0.041778,0.03545,0.022848,0.029382,0.030619,0.016842,0.040964,0.065808,0.076281,0.109717,0.213816,0.08462,46.967234,54.210596,148.5,1.003433,lonely
0.065738,0.000111,3.292358,3.197244,8.906996,0.332665,0.237416,0.359328,0.254185,0.427689,2.013976,0.000062,0.273271,0.134878,0.136337,0.026733,0.088356,0.074232,1.664442,0.767929,0.761838,0.633209,0.48234,0.000153,0.248085,0.327366,0.368642,0.558827,1.996741,0.134739,0.160275,0.123939,0.102683,0.26632,0.510821,0.402528,0.068991,0.188208,0.188906,0.264115,0.243146,0.236843,0.271137,0.070502,0.047041,0.055018,0.049725,0.039626,0.04274,0.052242,0.041403,0.066505,0.074303,0.11776,0.214286,0.21893,12.005193,12.042286,150.75,1.003266,lonely
0.064251,0.000111,2.596889,2.952633,8.280128,0.487981,0.296917,0.39126,0.257875,0.401704,1.94192,0.000089,0.290601,0.131877,0.141726,0.022029,0.071718,0.079473,1.124967,0.731688,0.326016,0.339736,0.356183,0.000144,0.187885,0.25107,0.312431,0.603936,2.071615,0.109524,0.095438,0.110604,0.095686,0.260341,0.571936,0.303265,0.079304,0.109054,0.119729,0.189457,0.280788,0.20036,0.175182,0.052588,0.040422,0.042292,0.036642,0.029054,0.021529,0.036217,0.03991,0.064202,0.074255,0.10969,0.216246,0.205002,16.737423,18.612805,139.5,1.003722,lonely
0.037457,0.00017,2.766766,2.950973,6.996523,0.451963,0.390087,0.456998,0.208857,0.407035,2.014195,0.000175,0.267596,0.162964,0.144072,0.025133,0.084187,0.080209,1.547052,0.594685,0.657853,0.459234,0.424023,0.000131,0.219608,0.352309,0.468384,0.663553,2.489782,0.153391,0.121131,0.188418,0.109183,0.264741,0.458013,0.261414,0.11381,0.143798,0.179404,0.169073,0.268682,0.223811,0.241627,0.039728,0.046967,0.052539,0.03111,0.037425,0.042447,0.061454,0.049125,0.060694,0.081501,0.108581,0.217928,0.123523,14.347516,18.086796,145.5,1.004429,lonely
0.071039,0.000197,2.752795,3.214564,8.236505,0.412904,0.416038,0.437554,0.228836,0.450451,2.010609,0.000244,0.241172,0.147427,0.162337,0.033401,0.076499,0.085382,1.644312,0.786384,0.44447,0.372992,0.249686,0.000173,0.234021,0.325326,0.434125,0.743112,1.640323,0.172103,0.108634,0.138839,0.125212,0.266773,0.63682,0.45355,0.140418,0.168977,0.167534,0.203654,0.198481,0.231669,0.25394,0.054912,0.0298,0.052033,0.037408,0.051218,0.057557,0.077277,0.038322,0.058607,0.071349,0.111828,0.220164,0.1923,16.812602,22.725965,125.5,1.006904,lonely
0.049041,0.000274,2.668633,2.926014,8.735445,0.480698,0.325858,0.41884,0.269039,0.491817,1.93233,0.000317,0.290885,0.130782,0.118216,0.019828,0.083611,0.077529,0.724673,0.501107,0.257932,0.232843,0.205711,0.000083,0.172503,0.298191,0.374903,0.516925,1.715708,0.095687,0.120764,0.111709,0.098822,0.256564,0.431172,0.194896,0.07936,0.07687,0.161518,0.204762,0.232649,0.156837,0.215361,0.041653,0.041605,0.042419,0.027989,0.024681,0.025536,0.042029,0.044766,0.062583,0.0724,0.112165,0.214179,0.164976,23.984611,29.480522,123.75,1.003002,lonely
0.067773,0.000166,2.927647,3.108033,8.751951,0.353684,0.363112,0.347472,0.24171,0.424997,2.015215,0.000107,0.303991,0.151368,0.149374,0.039535,0.076814,0.085694,1.561319,0.733796,0.699456,0.31474,0.244697,0.000091,0.197508,0.32515,0.405298,0.715708,2.152174,0.126573,0.141869,0.123177,0.102893,0.266772,0.778683,0.515691,0.086425,0.098317,0.188388,0.192292,0.234901,0.189886,0.345658,0.044736,0.045421,0.044557,0.050518,0.029434,0.024357,0.02554,0.0445,0.071519,0.085476,0.116572,0.211512,0.253243,29.8723,43.075259,151,1.0054,lonely
0.048636,0.000165,2.775964,3.048713,8.17864,0.417793,0.391437,0.427673,0.239489,0.393201,1.955008,0.000125,0.29154,0.153044,0.139197,0.033957,0.063307,0.076826,1.253249,0.602699,0.595363,0.348967,0.31935,0.000079,0.189481,0.282415,0.401881,0.618516,1.379803,0.119466,0.114142,0.142854,0.102021,0.254927,0.514655,0.480696,0.094854,0.124373,0.183031,0.194367,0.292533,0.22193,0.215696,0.033854,0.043169,0.039336,0.038539,0.034436,0.029895,0.029321,0.034648,0.054588,0.070439,0.113289,0.215529,0.138372,36.06893,17.19661,143.5,1.004723,lonely
0.066713,0.000172,2.782658,3.384404,8.58297,0.348015,0.281226,0.37947,0.228274,0.384276,2.034367,0.00013,0.265164,0.165446,0.173556,0.027717,0.121108,0.083182,1.98563,0.65645,0.675186,0.492146,0.732475,0.000187,0.274085,0.381424,0.462732,0.687536,2.78151,0.206284,0.172212,0.124616,0.116262,0.263696,0.708514,0.376291,0.108487,0.164128,0.181169,0.24471,0.245814,0.197581,0.279748,0.083003,0.039313,0.043439,0.043843,0.054802,0.064019,0.078423,0.03818,0.062442,0.074858,0.108517,0.21461,0.208503,8.095726,15.125204,116.25,1.002818,lonely
0.057875,0.000162,2.771161,3.515726,10.219089,0.316341,0.366532,0.359344,0.21897,0.399142,2.04201,0.000141,0.258593,0.136787,0.137462,0.033081,0.082489,0.07956,1.967087,0.662611,0.676264,0.323803,0.457073,0.000122,0.245096,0.371361,0.637476,0.742404,2.340149,0.18814,0.147181,0.173937,0.120392,0.264978,0.728397,0.480733,0.110447,0.178804,0.204262,0.24737,0.288795,0.312826,0.262487,0.067827,0.068923,0.068441,0.055998,0.040584,0.041311,0.0617,0.046367,0.066453,0.076591,0.116629,0.217094,0.18931,12.294641,11.139719,139.5,1.002968,lonely
0.054388,0.000024,2.803103,3.060358,7.685758,0.426765,0.389507,0.390247,0.236948,0.38,2.028846,0.000018,0.276695,0.150386,0.148387,0.024161,0.121132,0.093909,1.534557,0.655841,0.608066,0.537428,0.430565,0.000032,0.216428,0.323193,0.354502,0.590226,2.875223,0.134909,0.139928,0.131823,0.118921,0.270321,0.695991,0.308353,0.106239,0.115326,0.162941,0.241039,0.290726,0.305945,0.223861,0.058714,0.044914,0.040192,0.039976,0.061209,0.057101,0.057075,0.031764,0.062278,0.074322,0.110152,0.220096,0.163316,0,10.968856,119.25,1.002643,lonely
0.061102,0.000249,2.649444,2.733674,8.44632,0.546769,0.394479,0.429693,0.24632,0.434812,1.982306,0.000317,0.274477,0.132484,0.139052,0.025,0.081335,0.089742,0.854534,0.401614,0.295011,0.194038,0.229929,0.000171,0.168634,0.248007,0.3502,0.436776,0.955427,0.099501,0.093038,0.084906,0.104638,0.257919,0.558682,0.268258,0.070852,0.082478,0.132641,0.243219,0.167699,0.195109,0.242951,0.054866,0.03522,0.034929,0.021454,0.026752,0.022972,0.025785,0.040928,0.062451,0.074355,0.11039,0.212963,0.148386,30.675109,33.35257,144,1.004089,lonely
0.050852,0.000068,2.635894,2.888092,7.267751,0.419494,0.399558,0.505815,0.209496,0.371111,1.900708,0.000053,0.258796,0.153935,0.159319,0.019336,0.075861,0.083855,1.448742,0.601877,0.382028,0.391825,0.300744,0.000013,0.249443,0.267874,0.47034,0.761177,1.985171,0.143127,0.120434,0.106981,0.092048,0.255627,0.714328,0.259151,0.078196,0.121836,0.148731,0.235742,0.220341,0.198161,0.341891,0.074877,0.042104,0.047795,0.034407,0.061473,0.052727,0.050549,0.035914,0.060258,0.072554,0.110884,0.21276,0.196513,10.216729,16.073922,139.75,1.003767,lonely
0.071991,0.000435,2.611731,2.866174,9.099576,0.510824,0.40245,0.399561,0.291368,0.448467,1.978002,0.000236,0.279557,0.130804,0.119784,0.028754,0.06655,0.070263,1.269395,0.366281,0.527939,0.225746,0.250892,0.000216,0.171354,0.240056,0.318609,0.54835,1.321851,0.103506,0.114268,0.115263,0.107181,0.256711,0.572846,0.277097,0.086458,0.133335,0.122576,0.299517,0.250322,0.192135,0.18146,0.048872,0.028783,0.033756,0.025392,0.02884,0.028264,0.040267,0.039861,0.061598,0.072302,0.114898,0.215318,0.117864,51.087857,30.379001,147.5,1.004429,lonely
0.095767,0.000223,2.705499,2.895026,9.32,0.474167,0.373997,0.384483,0.29591,0.49173,1.962928,0.000174,0.284634,0.1458,0.14429,0.025773,0.078396,0.076545,0.849436,0.620187,0.312048,0.210331,0.216421,0.000112,0.167758,0.281147,0.334736,0.607984,1.326481,0.101549,0.122808,0.091983,0.097039,0.257934,0.360222,0.16492,0.083885,0.098147,0.139398,0.187146,0.167287,0.220909,0.251366,0.044178,0.038604,0.031791,0.024895,0.029991,0.022053,0.020578,0.047674,0.073265,0.087293,0.121097,0.215519,0.111414,44.928888,59.482585,137,1.004803,lonely
0.050394,0.000153,2.659048,3.160515,9.59711,0.474168,0.315857,0.366403,0.248279,0.447512,2.010332,0.000099,0.278367,0.142588,0.14377,0.026628,0.07183,0.080289,0.976205,0.552947,0.233432,0.300479,0.240523,0.000101,0.181997,0.250529,0.278263,0.6408,1.140455,0.131149,0.108891,0.114895,0.104632,0.259307,0.419284,0.267608,0.10148,0.116043,0.147239,0.205776,0.209087,0.201385,0.203027,0.046997,0.052829,0.035282,0.035742,0.027848,0.029208,0.039768,0.047096,0.071041,0.085221,0.123097,0.21367,0.110541,37.526385,46.006132,123.75,1.0062,lonely
0.067142,0.000036,2.496486,3.072195,10.295421,0.526182,0.312847,0.343591,0.255503,0.37138,1.963227,0.000031,0.285597,0.147469,0.156234,0.023499,0.072933,0.079647,2.942964,0.693521,0.792215,0.334861,0.37185,0.000039,0.216202,0.282368,0.36121,0.662485,1.856949,0.133321,0.141483,0.101309,0.110838,0.258272,0.783481,0.276961,0.078241,0.162158,0.218766,0.247776,0.173829,0.28304,0.232681,0.047728,0.047681,0.034747,0.041762,0.050392,0.057091,0.067545,0.050794,0.066003,0.077325,0.118544,0.214222,0.203942,9.699066,18.028189,139.75,1.006179,lonely
0.090852,0.000145,2.67702,3.156967,8.811899,0.451004,0.315159,0.361399,0.33416,0.517729,1.996865,0.000126,0.284585,0.147875,0.146737,0.045079,0.080244,0.075957,0.612434,0.48211,0.379235,0.328546,0.220601,0.000043,0.176199,0.242782,0.296703,0.538852,1.771705,0.095793,0.118904,0.093256,0.108188,0.260263,0.430164,0.386318,0.073517,0.136112,0.153026,0.229797,0.210323,0.217263,0.208986,0.044724,0.044116,0.025811,0.034243,0.024748,0.02133,0.02445,0.045237,0.073128,0.082899,0.118315,0.213265,0.160997,33.994441,40.810626,144,1.004902,lonely
0.05067,0.000167,2.431186,2.597366,11.958676,0.518609,0.353989,0.35551,0.264294,0.427263,1.988789,0.000109,0.286858,0.124331,0.121864,0.019336,0.086411,0.079027,0.858298,0.446146,0.316751,0.222441,0.304103,0.000105,0.168482,0.27549,0.391147,0.450501,1.785961,0.096395,0.092945,0.111271,0.106092,0.258931,0.460694,0.122736,0.073869,0.098595,0.162864,0.141903,0.308346,0.162421,0.169097,0.047135,0.043428,0.03767,0.033663,0.021081,0.028227,0.02802,0.039422,0.065149,0.075689,0.114284,0.213984,0.087581,37.715991,42.043971,152,1.004532,lonely
0.084299,0.00005,2.520418,2.830466,8.389749,0.508275,0.437086,0.440705,0.291616,0.44184,1.995738,0.000055,0.283931,0.127131,0.118519,0.03043,0.081275,0.073022,0.767101,0.408728,0.339953,0.229462,0.174913,0.000013,0.173108,0.230394,0.27023,0.527956,1.435599,0.095701,0.089328,0.104452,0.102792,0.261464,0.473406,0.292499,0.075386,0.10064,0.107911,0.135949,0.194316,0.18206,0.182107,0.044148,0.042123,0.036702,0.034438,0.029072,0.026732,0.016587,0.039294,0.064042,0.076249,0.113396,0.213259,0.193349,31.188691,33.085157,158,1.00478,lonely
0.065784,0.000406,2.507591,2.727689,8.771708,0.524593,0.393067,0.43065,0.304235,0.48621,1.964006,0.000171,0.274252,0.129406,0.147853,0.026642,0.065965,0.070459,1.023214,0.65766,0.518218,0.380866,0.282762,0.000164,0.202856,0.346787,0.284838,0.634643,1.864103,0.133759,0.123677,0.085455,0.099692,0.25948,0.371319,0.151208,0.085403,0.106951,0.18624,0.202062,0.235907,0.168594,0.178413,0.053844,0.044581,0.026115,0.032686,0.027182,0.028383,0.040418,0.045039,0.065355,0.077429,0.113873,0.214253,0.110863,23.932626,28.177322,159.5,1.0028,lonely
0.05138,0.000014,2.586136,2.704073,8.622176,0.478707,0.371661,0.409856,0.262202,0.390662,1.940532,0.000014,0.274463,0.131061,0.126625,0.022459,0.072285,0.074352,1.113781,0.382046,0.409376,0.308456,0.37214,0.00001,0.206393,0.333186,0.441888,0.537074,1.342622,0.113315,0.126496,0.144547,0.096596,0.256563,0.587135,0.194238,0.089402,0.10471,0.120111,0.170608,0.261232,0.164528,0.203562,0.049029,0.045587,0.053131,0.040484,0.032798,0.037565,0.052729,0.037573,0.058828,0.073123,0.110717,0.214994,0.142953,9.230656,9.362465,140.5,1.003388,lonely
0.041664,0.000006,2.382114,2.819824,7.594573,0.545418,0.388912,0.434882,0.197621,0.42811,1.981472,0.000006,0.261572,0.129558,0.123608,0.018469,0.056857,0.070149,1.131076,0.562713,0.371287,0.492315,0.219951,0.000007,0.178808,0.254256,0.31286,0.413589,1.120016,0.111475,0.132134,0.113391,0.108372,0.258574,0.646857,0.249813,0.104287,0.128063,0.126007,0.125769,0.230674,0.218613,0.228545,0.061888,0.051999,0.037721,0.029172,0.034555,0.032507,0.032125,0.046284,0.065307,0.068488,0.117336,0.219727,0.160218,5.243992,4.600777,150,1.003418,lonely
