@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.159765,0.000039,2.295378,2.941913,0.729008,0.508772,0.272307,0.475235,0.550263,2.011741,0.035307,0.000097,0.27582,0.42052,0.114664,0.056657,0.042698,1.642911,0.922896,0.668233,0.000084,0.203458,0.870232,1.353759,0.225821,0.188796,0.261562,0.978099,0.723327,0.165996,0.215482,0.289347,0.262167,0.060096,0.076943,0.069553,0.064501,0.022292,0.081796,12.27754,150,1.00279,97.45518,6.605201,1.640716,0.389393,0.815986,0.858301,0.061885,58.09771,4.8229,384.1403,1.59914,0.035595,0.031656,0.175741,0.000994,0.003887,1921.084,1.142628,0,0.829561,0.141165,0,0.141484,0.005474,1272.514,858798.3
0.110626,0.000239,2.518791,3.05994,0.626404,0.522737,0.135671,0.487645,0.598318,1.978621,0.02937,0.000103,0.228351,0.41921,0.115466,0.030661,0.008994,0.655605,0.478488,0.243711,0.000069,0.295012,0.580818,1.051753,0.127474,0.129473,0.267293,0.632162,0.285006,0.118586,0.131131,0.226567,0.286468,0.066406,0.038851,0.046379,0.045816,0.018076,0.078124,60.122182,142,1.005248,78.69236,5.466298,1.472796,0.600235,0.841482,0.900145,0.09087,106.9292,5.38096,236.9115,0.908241,0.020342,0.02467,0.167755,0.000146,0.004927,6769.76,0.499382,0,0.978695,0.109422,0,0.020865,0.001962,587.1682,126337.2
0.1092,0.000011,2.511564,3.677224,0.730978,0.320729,0.14395,0.396048,0.520395,2.005336,0.026628,0.000005,0.304384,0.425897,0.150516,0.020345,0.01031,1.303611,0.551156,0.811271,0.000007,0.199193,0.765114,1.297807,0.122227,0.148377,0.262567,0.590332,0.613662,0.119207,0.233134,0.270992,0.289663,0.080841,0.041713,0.054859,0.041355,0.040728,0.073055,6.936383,158.75,1.002437,65.99374,4.078842,1.284039,0.611201,0.49643,0.865877,0.108232,54.94199,5.908113,186.2605,1.280248,0.041635,0.020393,0.043296,0.001159,0.005006,1118.629,1.123177,0,0.190413,0.027006,0,0.154259,0.003323,597.6631,99608.6
0.16719,0.000062,2.461938,3.304394,0.616471,0.309486,0.191371,0.418855,0.56452,1.919426,0.037163,0.000047,0.248604,0.443961,0.11942,0.03506,0.02687,1.160006,1.142802,0.532643,0.000036,0.231448,0.7579,1.816445,0.143974,0.167528,0.251823,0.904015,0.670385,0.157224,0.203295,0.2632,0.260747,0.055731,0.040676,0.037075,0.061029,0.021843,0.081254,11.970102,112.5,1.002373,71.99256,5.053371,1.466444,0.444295,0.409153,0.873099,0.046889,35.3736,4.620528,298.7948,1.251305,0.024913,0.020607,0.022771,0.000202,0.006979,910.0499,0.492743,0,0.719707,0.104195,0,0.201863,0.005637,1003.999,270195.2
0.03992,0.000221,2.445307,3.056252,0.729025,0.39725,0.10372,0.417379,0.55246,2.003931,0.011248,0.000156,0.271215,0.389485,0.151941,0.022066,0.008109,1.337571,0.571434,0.433602,0.000106,0.210114,0.712196,1.386409,0.165678,0.1223,0.261016,0.79287,0.624722,0.147354,0.158469,0.16117,0.285498,0.059663,0.05253,0.057569,0.042232,0.029017,0.080347,17.830169,130,1.002927,55.45796,3.490141,1.163294,0.907783,0.563966,0.879875,0.074121,103.048,6.501344,313.0824,0.928812,0.026649,0.106129,0.135826,0.000372,0.003767,3852.705,1.21848,0,0.865513,0.102501,0,0.116478,0.002895,302.8339,31338.63
0.090249,0.000796,2.241613,3.39897,0.672574,0.423988,0.122777,0.415044,0.578571,2.020736,0.026743,0.000663,0.30501,0.492406,0.119438,0.029944,0.015597,1.212822,0.442298,0.308332,0.00027,0.197225,0.594331,1.063037,0.110714,0.115584,0.260344,0.546738,0.464223,0.120342,0.177928,0.210851,0.165331,0.046338,0.043928,0.039984,0.043459,0.022419,0.084711,57.017919,137.75,1.007689,62.82619,4.329054,1.317402,0.767787,0.714336,0.88511,0.064323,52.08278,5.843104,232.3507,1.431069,0.038618,0.061224,0.206805,0.000397,0.00602,4832.944,1.191887,0,0.752996,0.096294,0,0.186117,0.004828,381.7951,116180.2
0.159579,0.000115,2.207846,3.075502,0.789333,0.451004,0.16872,0.517729,0.642341,1.996865,0.031873,0.000126,0.284585,0.460114,0.150828,0.045079,0.018157,0.612434,0.48211,0.328546,0.000043,0.176199,0.538852,1.771705,0.118904,0.093256,0.260263,0.399016,0.430164,0.136112,0.153026,0.217263,0.208986,0.044724,0.038188,0.044116,0.025811,0.02133,0.082899,40.810626,144,1.004902,80.53015,5.692169,1.502641,0.533284,0.794481,0.895497,0.134059,85.84662,5.073515,202.7775,0.821359,0.015466,0.027675,0.188392,0.000127,0.012253,4301.475,0.296442,0,0.928762,0.085396,0,0.066208,0.002126,567.2512,133640.3
0.066663,0.00068,2.679026,3.388397,0.63742,0.550793,0.120369,0.41803,0.602124,1.984303,0.024391,0.000593,0.312576,0.550806,0.110842,0.031535,0.012514,0.905822,0.432234,0.543744,0.000125,0.195714,0.99598,0.725491,0.11281,0.141419,0.255937,0.373964,0.485082,0.141668,0.132354,0.214877,0.264726,0.041631,0.03808,0.047728,0.049872,0.032302,0.077011,135.697669,127,1.010924,70.25359,4.751515,1.350191,0.79096,1.10382,0.893382,0.042041,28.45522,5.795211,381.8107,1.334184,0.027071,0.095612,0.61859,0.000356,0.005017,1943.801,0.954689,0,0.905459,0.117064,0,0.08566,0.003742,363.9122,75193.16
0.081403,0.000301,2.53956,3.451507,0.685748,0.3139,0.117382,0.406042,0.540795,1.981859,0.032303,0.000202,0.286405,0.448721,0.135301,0.030089,0.022271,1.350408,0.698342,0.312752,0.000145,0.220782,0.747036,1.172436,0.106259,0.126222,0.258129,1.015354,0.867527,0.091727,0.145432,0.193314,0.253598,0.059049,0.048207,0.049004,0.045788,0.030213,0.079366,25.689512,156.5,1.003066,64.27438,3.946069,1.221419,0.862085,0.744505,0.876927,0.055621,62.0412,6.687486,134.0295,1.220092,0.046069,0.207001,0.106589,0.000346,0.005473,3700.577,1.684333,0,0.844874,0.114983,0,0.13115,0.00378,433.0521,211851.6
0.133301,0.000376,2.242043,2.787112,0.723497,0.496589,0.161778,0.435176,0.579008,1.935433,0.035943,0.000482,0.277079,0.452727,0.119014,0.046974,0.014917,1.468114,0.523225,0.362594,0.000189,0.198172,0.694898,0.81164,0.143758,0.108506,0.256955,1.36868,0.64731,0.141541,0.176898,0.214436,0.297284,0.038616,0.039077,0.037824,0.035188,0.039182,0.063674,46.441927,120,1.004514,75.69239,4.923649,1.38034,0.677035,0.954161,0.893799,0.125355,67.50518,5.525184,270.2414,1.282251,0.028687,0.030798,0.310677,0.00029,0.012678,6730.012,0.737424,0,0.585886,0.082977,0,0.242785,0.006293,604.7489,201119.7
0.086871,0.000255,2.410028,3.152803,0.79733,0.369048,0.179286,0.41475,0.564225,1.954631,0.017103,0.000274,0.290828,0.382284,0.119772,0.026918,0.015119,1.105512,0.613017,0.500497,0.000155,0.173413,0.948793,1.522297,0.091352,0.121073,0.258767,0.570035,0.278957,0.101336,0.136086,0.25759,0.319771,0.045281,0.031881,0.039826,0.042029,0.025435,0.081419,52.072154,121,1.005821,69.8036,4.30268,1.290368,0.714731,0.953713,0.882925,0.102789,55.81461,5.934839,220.2529,0.472994,0.008134,0.043572,0.209177,0.000476,0.008992,2630.68,0.413333,0,0.854194,0.133379,0,0.124629,0.005532,491.2837,56534.75
0.060121,0.000154,2.155823,3.205255,0.805863,0.447139,0.130937,0.391838,0.554362,2.024011,0.013176,0.000081,0.275286,0.42289,0.11092,0.022993,0.013625,1.423311,0.427159,0.372426,0.000072,0.197937,0.65638,1.267753,0.176638,0.135701,0.262378,0.44639,0.710465,0.111715,0.215119,0.201244,0.19742,0.060909,0.056478,0.041189,0.047094,0.022897,0.077641,24.289316,120.75,1.003042,64.69889,3.988365,1.234877,0.761645,0.629722,0.885736,0.124463,119.2397,6.490606,159.9737,0.960143,0.029457,0.076369,0.088328,0.000281,0.007102,9504.811,1.046021,0,0.967377,0.098099,0,0.03158,0.001567,395.0667,86322.79
0.094106,0.000119,2.463608,2.91929,0.765094,0.441441,0.159382,0.41756,0.558088,1.983876,0.023211,0.000101,0.286614,0.413758,0.118822,0.030317,0.013585,0.870195,0.372157,0.309801,0.000092,0.197745,0.484464,1.03449,0.093922,0.139745,0.257065,0.334802,0.429218,0.126518,0.150918,0.211637,0.213185,0.047513,0.035532,0.040925,0.037842,0.026783,0.078935,15.062678,134,1.00373,73.93706,4.464074,1.295255,0.692655,0.8396,0.894524,0.113906,106.1846,6.202352,247.576,0.783676,0.018462,0.047466,0.134292,0.000236,0.007787,8780.792,0.657735,0,0.913449,0.127037,0,0.079113,0.003084,525.8284,89159.7
0.086714,0.000091,2.375215,3.367451,0.758066,0.340895,0.159087,0.411778,0.56199,1.95145,0.017157,0.000058,0.279431,0.432854,0.138649,0.027292,0.013995,1.090572,0.918149,0.539702,0.000047,0.211269,0.806549,1.723762,0.099012,0.10163,0.263604,0.783293,0.511989,0.095136,0.138669,0.235756,0.350162,0.060014,0.048449,0.050114,0.031985,0.02211,0.077485,24.775792,125.25,1.003701,72.58076,4.29546,1.259842,0.60558,0.696644,0.888329,0.084913,117.8099,6.362303,207.7293,0.77258,0.018194,0.041752,0.099745,0.000214,0.003987,5506.341,0.62034,0,0.978029,0.10207,0,0.021502,0.00172,441.1463,44650.58
0.034166,0.00035,2.210605,3.122815,0.774809,0.519693,0.11025,0.381908,0.537762,1.972452,0.007044,0.000219,0.287982,0.404374,0.14647,0.02343,0.004123,1.065752,0.474682,0.251608,0.000116,0.186388,0.575672,1.349203,0.091514,0.111305,0.257444,1.263281,0.551463,0.097945,0.128275,0.183558,0.183621,0.041964,0.037611,0.043857,0.039295,0.032388,0.071491,33.263721,129.5,1.006081,55.71378,3.417953,1.13514,1.045268,0.84444,0.889358,0.106528,62.46966,6.89017,105.8424,0.490761,0.017056,0.147085,0.132926,0.00026,0.006816,2012.702,0.849567,0,0.961385,0.127206,0,0.037149,0.003058,205.7736,6485.274
0.144864,0.000005,2.546509,3.008431,0.760091,0.49004,0.183117,0.40614,0.536564,1.954987,0.018917,0.000003,0.274866,0.4094,0.169628,0.023807,0.025265,1.654513,0.740762,0.545927,0.000006,0.18331,0.51386,3.037677,0.115737,0.110229,0.255358,1.166185,0.493266,0.109408,0.179633,0.227716,0.301031,0.039678,0.042134,0.042657,0.03827,0.027652,0.068142,6.06112,135,1.003073,72.0535,4.415779,1.309459,0.37167,0.434002,0.877896,0.134151,111.7261,5.413541,585.109,2.673863,0.041031,0.018456,0.043377,0.000253,0.007586,3609.927,0.329663,0,0.479361,0.063851,0,0.24974,0.004809,857.3116,103288.8
0.068191,0.000084,2.516767,3.102634,0.68242,0.423665,0.099588,0.397023,0.520247,2.041743,0.010124,0.000067,0.279553,0.420941,0.153418,0.025303,0.006415,1.012192,0.727665,0.266007,0.000039,0.21973,0.846964,1.270804,0.122281,0.118529,0.26123,0.594326,0.68899,0.099858,0.16684,0.243787,0.397514,0.045519,0.046279,0.046254,0.036371,0.03123,0.074027,11.298916,140.5,1.002852,50.23632,3.132248,1.10606,0.95363,0.463093,0.872065,0.049404,40.8927,6.765748,243.5573,0.776615,0.0292,0.240772,0.109936,0.000351,0.003458,2005.249,1.606966,0,0.906791,0.096217,0,0.084577,0.002903,302.1321,77731.94
0.087917,0.000528,2.269941,2.846532,0.768696,0.445631,0.146157,0.423575,0.569632,1.981349,0.020564,0.000347,0.26598,0.425426,0.130505,0.031012,0.013095,1.313094,0.368973,0.232009,0.000212,0.189602,0.492095,0.993542,0.101074,0.090043,0.255559,1.002964,0.522349,0.117019,0.165883,0.214525,0.224446,0.049899,0.039825,0.042264,0.035768,0.024634,0.075957,66.835578,159.5,1.004484,73.72281,4.654403,1.325004,0.671335,0.849486,0.901549,0.087485,64.58993,6.053816,208.7809,1.234186,0.028303,0.024954,0.196869,0.000127,0.005899,3135.297,0.64631,0,0.864847,0.081095,0,0.116965,0.003057,465.5076,64408.16
0.072526,0.000068,2.236133,3.362596,0.671956,0.424283,0.129776,0.422546,0.544898,1.955433,0.022731,0.000037,0.271738,0.433096,0.152965,0.031848,0.023357,1.225171,0.678494,0.340507,0.000028,0.221443,0.511229,2.399825,0.14741,0.141638,0.254233,0.672646,0.394131,0.103243,0.134723,0.216209,0.248915,0.045518,0.044405,0.046565,0.035941,0.02798,0.081708,13.642646,131,1.002959,79.38972,4.698762,1.286189,0.827872,1.003521,0.890433,0.118863,118.7359,6.620364,482.9585,1.945156,0.038981,0.133329,0.276801,0.000294,0.008057,9256.525,1.021183,0,0.997337,0.112693,0,0.002658,0.001992,497.7503,217258.8
0.179258,0.00016,2.292975,2.930077,0.777585,0.524126,0.17766,0.498056,0.635141,2.02058,0.042452,0.000096,0.287188,0.454455,0.098255,0.027935,0.025713,0.593203,0.395596,0.206388,0.000092,0.176911,0.545262,0.767958,0.097788,0.089099,0.261074,0.204592,0.345073,0.087293,0.129611,0.163746,0.265254,0.044149,0.039753,0.025503,0.033403,0.026027,0.081733,24.768464,148,1.003373,104.9135,6.646956,1.545065,0.598159,1.359798,0.904735,0.106931,51.25268,5.637046,271.0345,1.071816,0.016433,0.013528,0.140063,0.000091,0.009913,2152.766,0.362033,0,0.936751,0.106818,0,0.059288,0.003678,902.4956,384633
0.079005,0.000131,2.192188,2.657518,0.800685,0.529463,0.097762,0.371437,0.50554,1.962814,0.022709,0.000094,0.270543,0.405037,0.15403,0.021274,0.022687,2.196919,0.490681,0.305504,0.000053,0.167371,0.611068,1.059389,0.1039,0.110814,0.261766,1.13479,0.870034,0.134695,0.14796,0.29741,0.244789,0.04708,0.026496,0.03798,0.022475,0.05082,0.07472,14.929458,159,1.003239,51.13323,3.102189,1.057496,1.192184,0.63113,0.876404,0.062387,37.92435,7.714885,304.8645,2.418586,0.083323,0.179684,0.109413,0.000657,0.005443,1237.979,3.516731,0,0.973369,0.067498,0,0.025939,0.00102,281.2691,251730.5
0.115567,0.00015,2.428081,3.399234,0.737618,0.351699,0.158609,0.42438,0.535941,2.0702,0.030497,0.000199,0.270797,0.451248,0.171916,0.04387,0.017073,1.306577,0.681153,0.36613,0.000206,0.19516,0.575576,2.585692,0.13215,0.152605,0.266683,0.542732,0.489888,0.135199,0.143242,0.255944,0.286364,0.057099,0.041213,0.048029,0.047367,0.026497,0.077333,11.845714,108.5,1.005702,63.95296,4.37112,1.371172,0.557342,0.458894,0.876721,0.075748,64.53847,5.099857,555.0363,1.315928,0.030919,0.059821,0.100101,0.000487,0.005853,4858.312,1.09205,0,0.818242,0.114672,0,0.148821,0.004307,674.6259,191072.2
0.088201,0.000282,2.334841,2.969578,0.804207,0.508755,0.144965,0.495951,0.62495,1.983089,0.023482,0.000264,0.274585,0.415463,0.122386,0.027575,0.009083,0.823222,0.504287,0.6022,0.000062,0.172472,0.645549,1.229397,0.133227,0.103791,0.259219,0.418602,0.318705,0.099068,0.14625,0.212565,0.280373,0.05668,0.040146,0.037373,0.035054,0.024367,0.080331,47.449797,134.25,1.004562,71.21446,4.907515,1.399333,0.616904,0.743396,0.89885,0.132677,94.49885,5.325972,129.5567,0.384878,0.010646,0.020323,0.1185,0.000117,0.008503,4108.718,0.537608,0,0.881491,0.097566,0,0.104534,0.003856,458.0042,71053.69
0.050829,0.000081,2.289524,3.115588,0.818487,0.387638,0.126551,0.347149,0.479903,2.010813,0.010881,0.000056,0.226578,0.401011,0.185549,0.027521,0.012659,1.561135,0.872763,0.378021,0.000097,0.182043,0.607503,1.982123,0.127555,0.151387,0.25976,1.165291,0.800117,0.124296,0.23975,0.179866,0.308697,0.067489,0.049024,0.043675,0.047763,0.053082,0.062685,8.597631,130.75,1.003561,52.85209,2.921913,1.056748,0.663612,0.34369,0.856214,0.103786,163.8765,7.089049,427.3017,1.212896,0.037364,0.052165,0.053665,0.000369,0.008565,13040.72,1.625168,0,0.882823,0.085733,0,0.103516,0.002289,389.1522,40771.06
0.101529,0.000041,2.311108,2.758759,0.694035,0.408895,0.138689,0.452083,0.618501,1.986202,0.028597,0.000039,0.270516,0.407521,0.169765,0.037272,0.018529,1.124923,0.406031,0.301859,0.000025,0.243881,0.547439,2.398921,0.136694,0.110649,0.260891,0.579003,0.391956,0.130381,0.151378,0.164122,0.248262,0.063823,0.04739,0.038455,0.046287,0.024118,0.07636,19.626578,146.5,1.004649,63.8836,4.770217,1.418355,0.704543,0.628916,0.899845,0.143975,137.4298,5.106296,321.9035,1.051438,0.025923,0.14063,0.199717,0.000166,0.011782,18154.94,0.972295,0,0.942743,0.121705,0,0.054015,0.00269,475.9876,111491.6
0.032564,0.000487,2.169293,3.075435,0.663186,0.447458,0.092449,0.41209,0.548071,1.958321,0.008191,0.000443,0.275702,0.346137,0.135615,0.027299,0.004461,0.941149,0.345913,0.266396,0.000178,0.244119,0.559295,1.009353,0.12567,0.114747,0.258574,0.820825,0.460049,0.166104,0.158853,0.208365,0.245227,0.052212,0.039967,0.033858,0.030655,0.037434,0.068532,26.823872,112,1.003914,60.972,3.722435,1.176129,1.013475,0.803968,0.885662,0.085343,102.8659,6.759507,139.8035,0.740675,0.022741,0.091757,0.169071,0.000373,0.006497,6720.442,0.824879,0,0.830892,0.115158,0,0.140604,0.003448,230.1509,12339.8
0.09031,0.00029,2.142851,3.015584,0.677543,0.454032,0.175332,0.389025,0.575564,1.982421,0.016525,0.00014,0.279318,0.426173,0.107677,0.02945,0.012149,0.966863,0.485019,0.355064,0.000073,0.222831,0.761649,2.464342,0.139686,0.144403,0.251574,0.756683,0.389221,0.133653,0.121234,0.288085,0.289278,0.051663,0.038683,0.041746,0.039782,0.023465,0.081281,22.91778,152,1.002506,95.96818,5.397415,1.362613,0.615855,1.154518,0.887998,0.122208,158.9579,6.658392,201.0756,0.714434,0.010025,0.028445,0.098211,0.000366,0.007606,8174.057,0.41712,0,0.894141,0.125152,0,0.094716,0.003063,593.6802,36942.72
0.10085,0.000215,2.135976,2.762358,0.806333,0.469275,0.179514,0.420434,0.572733,2.014021,0.020794,0.000235,0.282054,0.41346,0.145187,0.024043,0.008448,0.830419,0.507241,0.201187,0.000092,0.190099,0.578169,1.296792,0.10951,0.101707,0.262154,0.686636,0.40577,0.125327,0.135107,0.143474,0.224772,0.052291,0.034007,0.038865,0.032768,0.027878,0.080204,69.418123,128,1.00736,76.169,4.74311,1.345711,0.669013,0.864106,0.891903,0.134085,90.99966,5.855996,216.8212,0.978582,0.020371,0.020647,0.186025,0.000234,0.012952,6094.529,0.56533,0,0.781625,0.10259,0,0.170801,0.00551,583.2187,52946.07
0.127923,0.000139,2.422724,2.964144,0.777337,0.484215,0.166462,0.466715,0.590394,1.969596,0.021968,0.000132,0.255982,0.432456,0.116092,0.031327,0.0343,1.359256,0.745161,0.385448,0.000192,0.208687,0.808071,3.08955,0.116905,0.144205,0.251121,0.956478,0.590194,0.143863,0.204012,0.279009,0.288295,0.056966,0.029725,0.043013,0.036952,0.0304,0.079372,16.857065,141.5,1.002506,88.26042,5.771839,1.475545,0.533343,0.748805,0.893182,0.090053,62.01995,5.379165,483.715,2.07466,0.032695,0.029774,0.075115,0.000171,0.006339,2251.866,0.634344,0,0.922104,0.09851,0,0.071876,0.002525,695.1059,224446.4
0.051486,0.000195,2.160333,2.991238,0.707321,0.415373,0.116002,0.378896,0.500673,1.926392,0.011444,0.000091,0.252968,0.401881,0.141767,0.021387,0.00876,1.186303,0.898135,0.475618,0.000065,0.223455,0.653112,1.888756,0.128877,0.17297,0.25633,1.191995,0.592548,0.144051,0.161824,0.181779,0.201711,0.055247,0.048103,0.042925,0.042163,0.036617,0.086756,16.650202,132.5,1.002606,54.2971,3.245918,1.110993,0.885204,0.499004,0.875515,0.111221,133.2414,6.782318,238.9497,0.630916,0.021514,0.154077,0.09292,0.000391,0.008571,9347.567,1.288466,0,0.968708,0.123011,0,0.030333,0.001652,309.6392,18360.13
0.076613,0.000071,2.523006,3.202778,0.806325,0.360981,0.132424,0.35393,0.474564,2.050343,0.023017,0.000105,0.274855,0.3235,0.200616,0.021889,0.017428,1.899694,0.454857,0.353892,0.000065,0.188678,0.640599,1.822272,0.104737,0.092738,0.263611,1.281109,0.759209,0.15357,0.151931,0.234105,0.316962,0.069634,0.054946,0.057739,0.04845,0.035601,0.083344,12.261176,138.5,1.003386,51.05996,3.341483,1.193734,0.622858,0.276437,0.863344,0.072365,89.47632,5.760337,336.3683,1.281296,0.045072,0.031521,0.034617,0.000457,0.004026,3734.286,1.121228,0,0.936751,0.10061,0,0.059288,0.001866,496.5327,191983.7
0.194272,0.00016,2.222007,3.208558,0.785172,0.400553,0.173606,0.502306,0.633614,1.991477,0.049392,0.000146,0.284249,0.422203,0.136201,0.038052,0.038609,0.711953,0.496662,0.319008,0.000101,0.199248,0.530833,1.559421,0.121595,0.106223,0.261822,0.409672,0.335497,0.129902,0.161007,0.248827,0.179539,0.057859,0.031056,0.049647,0.030522,0.023337,0.077106,33.679053,146,1.004324,95.69797,6.764969,1.617197,0.493589,1.0901,0.894227,0.081784,50.07864,4.940692,393.1675,2.337191,0.036724,0.023544,0.143563,0.000185,0.006211,2280.543,0.321584,0,0.778961,0.11908,0,0.172295,0.005343,1002.904,545273
0.043889,0.000123,2.011123,2.62318,0.729206,0.533935,0.103148,0.430159,0.561357,1.964406,0.012933,0.000087,0.270618,0.473773,0.137273,0.027771,0.010833,0.972546,0.379969,0.248882,0.000067,0.261526,0.450037,1.309654,0.146787,0.097721,0.257801,0.473085,0.563946,0.13509,0.100444,0.201675,0.204059,0.06317,0.030113,0.029299,0.032955,0.034343,0.079789,20.062084,132,1.002878,63.84512,3.672346,1.145153,0.991941,0.889802,0.888286,0.107429,72.15189,7.087312,157.7428,0.661125,0.020755,0.092559,0.172303,0.000228,0.007317,2217.778,1.543356,0,0.994674,0.120841,0,0.005301,0.002261,276.5619,43452.51
0.12146,0.000145,2.60075,3.297813,0.721569,0.302641,0.129117,0.43232,0.562563,1.826999,0.03301,0.000152,0.266958,0.413453,0.126288,0.031056,0.025506,1.013596,1.006699,0.335118,0.000116,0.188668,0.609391,1.495633,0.15435,0.1326,0.2349,1.551351,0.536573,0.121801,0.232104,0.240997,0.270298,0.051162,0.042487,0.053616,0.039486,0.039295,0.072105,15.645196,159.5,1.002683,65.39187,4.777636,1.39798,0.564094,0.411053,0.880822,0.066113,35.09113,4.910098,643.7388,2.831452,0.05165,0.051054,0.073167,0.000209,0.004857,931.0282,0.813494,0,0.838882,0.111764,0,0.135249,0.004304,585.0988,327596.3
0.078268,0.000163,2.371218,2.881624,0.727369,0.485795,0.144128,0.391598,0.52011,1.958799,0.017776,0.000322,0.292888,0.428277,0.142483,0.035141,0.015944,1.442031,0.380437,0.453368,0.000097,0.184974,0.789729,1.174396,0.08416,0.141781,0.256855,1.698865,0.721257,0.106158,0.190311,0.196913,0.30511,0.031892,0.051817,0.0394,0.037682,0.039924,0.073931,34.772954,146.5,1.005397,59.49745,3.684465,1.195593,0.898095,0.743343,0.886683,0.134825,100.5892,6.451085,322.3848,1.019089,0.031245,0.115196,0.272376,0.000461,0.023369,19414.14,1.60359,0,0.947404,0.104552,0,0.049863,0.002386,333.7087,63148.83
0.076374,0.000113,2.671122,4.306158,0.66534,0.316341,0.139389,0.399142,0.557622,2.04201,0.017985,0.000141,0.258593,0.369699,0.151844,0.033081,0.015968,1.967087,0.662611,0.323803,0.000122,0.245096,0.742404,2.340149,0.147181,0.173937,0.264978,0.76874,0.728397,0.178804,0.204262,0.312826,0.262487,0.067827,0.054483,0.068923,0.068441,0.041311,0.076591,11.139719,139.5,1.002968,63.12495,4.239126,1.29824,0.536782,0.426137,0.868633,0.053357,64.41986,5.742696,511.7934,2.33061,0.067978,0.074028,0.102392,0.000606,0.004551,2277.542,1.590794,0,0.635819,0.08962,0,0.231708,0.005614,477.0765,79536.93
0.104886,0.000572,2.260455,2.718197,0.813921,0.534492,0.112203,0.457685,0.641961,2.036605,0.031377,0.000673,0.265916,0.380835,0.10973,0.028486,0.018463,1.206802,0.640084,0.495568,0.000284,0.181166,0.720799,0.872676,0.125326,0.118899,0.263248,0.249093,0.365204,0.122618,0.135929,0.222788,0.200921,0.052867,0.047069,0.042801,0.03523,0.024032,0.088636,59.81849,140,1.00434,69.17642,5.258048,1.478222,0.7865,0.872331,0.900347,0.055825,46.6363,5.240324,242.7795,1.200696,0.029402,0.075145,0.246131,0.000156,0.005019,2534.818,0.795921,0,0.948735,0.108959,0,0.048669,0.003163,436.851,129333.4
0.102316,0.000108,2.426905,2.899907,0.690757,0.452163,0.105189,0.488734,0.620224,1.980332,0.056569,0.000082,0.282474,0.417182,0.143533,0.037005,0.032849,1.165882,1.211265,0.321576,0.000056,0.21571,0.583815,1.447052,0.107616,0.109017,0.258055,0.839431,0.677484,0.090028,0.172455,0.190707,0.265941,0.052575,0.053192,0.04142,0.0403,0.033231,0.071496,17.269238,156,1.002644,77.54667,5.444043,1.443262,0.811429,1.022329,0.889888,0.10833,103.5331,5.693263,357.0889,3.001405,0.06542,0.104969,0.143805,0.000314,0.009838,11695.56,1.039486,0,0.91478,0.125019,0,0.078009,0.00263,553.2041,591774.3
0.054593,0.000431,2.80331,3.113772,0.647731,0.478607,0.12496,0.371345,0.531368,1.991554,0.014713,0.000317,0.303344,0.4824,0.163604,0.025553,0.005361,0.99254,0.359366,0.256548,0.000111,0.192277,0.726535,1.104941,0.116472,0.172789,0.265204,1.463669,0.447467,0.124475,0.140759,0.173079,0.3424,0.034985,0.041427,0.031643,0.03738,0.043604,0.06883,101.413552,130,1.009732,70.22516,3.944148,1.177155,0.800074,0.92392,0.888574,0.06425,42.62124,7.207119,181.44,1.09955,0.030206,0.074113,0.306744,0.00032,0.006163,1640.245,1.661016,0,0.714381,0.094718,0,0.204177,0.00529,355.0534,30239.6
0.045542,0.000179,2.409562,3.061021,0.645304,0.451963,0.104624,0.407035,0.518944,2.014195,0.014963,0.000175,0.267596,0.440224,0.175258,0.025133,0.013406,1.547052,0.594685,0.459234,0.000131,0.219608,0.663553,2.489782,0.121131,0.188418,0.264741,1.387559,0.458013,0.143798,0.179404,0.223811,0.241627,0.039728,0.047758,0.046967,0.052539,0.042447,0.081501,18.086796,145.5,1.004429,58.55384,3.295771,1.096905,0.992851,0.651296,0.861712,0.068462,99.10476,7.388608,337.6833,1.074956,0.031534,0.195385,0.12369,0.000659,0.005071,6436.223,1.979596,0,0.85486,0.116965,0,0.124157,0.003203,316.3953,52584.38
0.08179,0.000005,2.336783,3.070107,0.685084,0.446672,0.125472,0.434665,0.574333,1.998088,0.022857,0.000007,0.269457,0.380895,0.121072,0.030751,0.019731,1.446638,0.956096,0.770326,0.000009,0.231559,0.861802,2.160507,0.144174,0.154183,0.258954,0.63994,0.48779,0.144263,0.238319,0.249178,0.292865,0.0504,0.07042,0.063788,0.043798,0.033421,0.084919,6.113189,144.5,1.003111,51.09345,4.176901,1.386242,0.602678,0.240355,0.879423,0.046013,31.72426,4.384649,525.5741,1.853205,0.032477,0.071183,0.034651,0.000345,0.003739,680.7828,0.581303,0,0.810253,0.078385,0,0.153846,0.002848,557.0836,255007.7
