0.089671,0.073419,0.113702,-0.5675,0.586833,-0.839985,-0.835271,0.000011,1.627663,1.97397,10.478623,0.348015,0.180315,0.512359,0.794518,2.717591,0.356269,0.064302,0.024552,0.041759,0.017857,0.407971,0.249316,0.474365,3.259056,0.119814,0.146132,0.02837,0.00593,4.132869,0.379759,0.101642,0.145271,0.263436,0.413555,0.281472,0.034113,0.014019,0.015284,0.037634,0.100256,0.218465,7.603054,0.499288,60.05356,4.328969,1.392138,0.41677,0.323991,0.871571,0.062892,77.79342,4.5351,225.1449,0.460314,0.005876,0.014505,0.022611,0.000387,0.003,1820.578,0.310977,0,0.729694,0.063795,0,0.197372,0.002481,763.1545,50961.72,0.024769,0.006976,-6.19521,-0.34368,-0.587231,-11.55161,-17.66055,-2.36061,-4.282132,0.142166,0.08339,-0.000016,0.107043,0.000438,0.26553,0.717702,0.201521,2.112073,10.92288,0.038506,953,0.513365,3.146176,3.046261,-0.001681,-0.000004,2.873422,1.009808,0.000039,1481,calm
0.054765,0.041903,0.06454,0.721979,1.478901,-0.362955,0.128559,0.000055,1.46928,1.847071,8.260653,0.453657,0.145931,0.568106,0.739158,2.687406,0.447741,0.141307,0.022749,0.052082,0.007112,0.250965,0.274817,0.388003,1.913543,0.122612,0.126461,0.02056,0.012856,3.835006,0.466496,0.087303,0.128903,0.15888,0.189958,0.221797,0.032773,0.00902,0.014091,0.041526,0.09872,0.212668,15.375594,0.492335,58.68635,3.833611,1.25431,0.533345,0.443439,0.881935,0.124541,122.3629,5.571587,187.4829,0.342478,0.009045,0.056924,0.078063,0.0002,0.007305,6781.02,0.948839,0,0.938748,0.125887,0,0.057538,0.002443,477.8652,25607.11,0.03421,0.007392,-3.265954,-0.61797,14.23154,-2.453928,-6.858328,-5.965207,-3.64653,0.326679,0.055856,0.000004,0.050593,0.000492,3.973821,0.504193,0.040793,2.906044,20.78711,-0.248038,142,0.594342,4.259584,3.721194,-0.000603,0.000003,3.70611,0.956067,-0.000004,1749,calm
0.038423,0.032117,0.049432,0.763947,2.163058,0.926909,0.815112,0.000096,1.638745,2.008768,8.015653,0.390818,0.098305,0.520366,0.70533,2.726627,0.37161,0.184452,0.024791,0.060846,0.019642,0.284664,0.335659,0.363413,1.314145,0.133175,0.137492,0.025221,0.032756,4.356427,0.794322,0.113621,0.120857,0.183736,0.219669,0.272542,0.046693,0.016871,0.022222,0.034241,0.096292,0.207744,7.920908,0.456468,45.91265,3.220963,1.166041,0.96195,0.303732,0.863842,0.038395,48.18191,5.687514,681.6772,1.643453,0.050519,0.296338,0.076403,0.000763,0.001462,1849.768,2.613689,0,0.635819,0.083344,0,0.231708,0.004984,383.8548,285245.1,0.064482,0.008013,-1.081338,-0.912486,17.8826,1.112604,-8.165167,-7.233751,-4.816131,0.527526,0.040321,0.00001,0.025996,0.002703,5.879241,0.608353,-0.214866,2.051924,29.60422,-0.363429,2870,0.900404,4.90323,4.205572,0.000655,-0.000001,4.182413,1.089907,0.000032,2528,calm
0.054388,0.044391,0.077169,-0.71542,1.055393,-0.424052,-0.531198,0.000027,1.57662,1.942312,6.106444,0.415573,0.147684,0.494115,0.649967,2.808918,0.410282,0.148387,0.024161,0.049072,0.017579,0.537428,0.323193,0.347735,2.875223,0.139928,0.087775,0.029287,0.028977,4.391292,0.695991,0.106239,0.115326,0.162941,0.305945,0.223861,0.044914,0.011997,0.01928,0.031764,0.091576,0.220096,10.968856,0.478159,75.5924,3.889619,1.16762,0.712205,0.978084,0.877837,0.121956,124.7243,7.543893,296.5695,1.065948,0.032548,0.049919,0.322825,0.000438,0.008143,8426.444,3.450292,0,0.808256,0.117659,0,0.155082,0.004639,445.2987,137152.6,0.02878,0.005234,3.360721,-0.471732,10.26136,-11.80936,-6.431929,-7.345612,-4.51144,0.543255,0.048973,-0.000013,0.068407,0.001374,6.388778,0.502144,0.388724,2.560221,23.92462,-0.994994,1009,0.894719,3.569402,3.892027,0.004137,-0.000004,3.68349,0.979292,-0.000003,1593,calm
0.085121,0.068949,0.142487,0.127513,1.141299,-0.404411,-0.023649,0.000177,1.546073,1.932315,8.554466,0.36308,0.170681,0.554849,0.765846,2.697229,0.46007,0.150875,0.043922,0.059197,0.026762,0.426374,0.29664,0.372489,2.233875,0.139422,0.12347,0.042542,0.012247,4.142381,0.472606,0.087095,0.111519,0.14819,0.254985,0.210994,0.043316,0.016696,0.014025,0.038981,0.103701,0.212309,11.01271,0.546372,66.2847,4.693882,1.412753,0.562149,0.447998,0.877881,0.044701,19.5705,4.676042,647.5358,2.037442,0.031228,0.061413,0.083124,0.000305,0.006734,796.1611,0.673055,0,0.286285,0.04224,0,0.204462,0.004949,757.5792,160811.1,0.094548,0.024521,-7.020234,0.107587,11.35076,-3.436095,-12.66339,-3.070072,0.702758,0.317604,0.082632,-0.000004,0.088668,0.002022,0.829351,0.632037,-0.137054,1.919268,9.235991,-0.241488,1087,0.985155,4.736539,4.034079,0.003283,-0.000008,3.787968,1.310448,0.000099,1117,calm
0.054018,0.04017,0.073824,0.578153,1.767247,0.015974,-0.157038,0.00013,1.519021,1.873573,6.822415,0.422175,0.137835,0.549786,0.725666,2.713866,0.411151,0.142248,0.023226,0.052806,0.016795,0.479426,0.276864,0.357867,1.530237,0.128656,0.122062,0.039943,0.015971,4.211146,0.630875,0.074959,0.121529,0.141007,0.272951,0.275827,0.040472,0.011097,0.014991,0.034303,0.099716,0.220685,19.309155,0.47122,68.31126,3.867821,1.155682,0.895839,0.953149,0.872964,0.101981,131.5488,7.050657,951.6868,2.416169,0.042271,0.207319,0.510684,0.000568,0.007219,9024.67,0.986205,0,0.966045,0.125031,0,0.032824,0.002045,392.8195,72802.81,0.092999,0.012664,-0.932942,-0.046381,18.20141,0.369608,-3.821752,-2.235969,-4.967757,0.316999,0.046536,0,0.045804,0.001154,2.271138,0.520819,0.005056,1.885071,36.74812,-1.059784,1804,0.585984,3.973034,3.567484,0.004869,-0.000007,3.602139,0.805851,-0.000009,778,calm
0.033193,0.023904,0.04138,1.14459,1.995803,0.303698,0.44629,0.000039,1.534489,1.79897,7.009127,0.417764,0.091363,0.49845,0.689023,2.792343,0.401679,0.219322,0.022688,0.080255,0.013072,0.385152,0.276392,0.381519,2.49228,0.121622,0.126273,0.017122,0.025179,4.344907,0.620659,0.10197,0.106511,0.147064,0.216347,0.214961,0.035359,0.008058,0.016576,0.039418,0.090577,0.211826,8.96365,0.503423,55.18809,3.123169,1.04815,0.897417,0.623334,0.874136,0.06172,69.83909,8.086623,189.4032,1.333166,0.054596,0.123812,0.130957,0.000619,0.002514,2495.484,5.498868,0,0.845539,0.080874,0,0.13069,0.002177,253.749,80045.23,0.022639,0.003497,5.034483,-0.498712,19.52147,2.119025,-5.764789,-4.699158,-2.348091,0.374471,0.030879,-0.000005,0.038676,0.001126,6.39894,0.424265,0.291834,2.584085,16.0259,-1.005387,2851,0.92065,4.244759,6.064636,0.004697,-0.000007,5.002816,1.472723,-0.000034,1208,calm
0.058325,0.040037,0.075754,1.40498,2.013712,0.830887,0.450562,0.000204,1.578763,2.132006,6.146521,0.447803,0.103149,0.606928,0.773496,2.693199,0.427736,0.124465,0.022342,0.064702,0.023288,0.227184,0.360362,0.451307,1.120433,0.15277,0.115297,0.01596,0.04683,4.011501,0.583443,0.109096,0.177329,0.190351,0.253717,0.21215,0.050203,0.007724,0.02776,0.051048,0.115012,0.214281,26.758754,0.501932,61.631,4.332186,1.31915,0.838019,0.759165,0.887478,0.073475,79.63881,5.910367,139.9172,1.382603,0.050744,0.147728,0.220206,0.000226,0.006212,4939.115,1.215834,0,0.934088,0.131757,0,0.061609,0.002733,415.5815,413839.1,0.126377,0.014254,-5.728661,-1.417851,21.97675,5.552321,-0.500793,-7.491177,-3.645787,0.501512,0.0536,-0.000011,0.070167,0.004778,3.878698,0.387259,0.598052,2.630041,24.25825,-0.656223,1987,0.600158,6.62143,3.875931,-0.000463,0.000005,3.580932,0.804873,-0.000466,675,calm
0.052343,0.033045,0.058034,0.825589,1.557591,0.535245,-0.448911,0.000397,1.530092,2.066538,6.132359,0.495138,0.130518,0.577584,0.737469,2.712327,0.421203,0.1461,0.026228,0.053337,0.010533,0.277221,0.313865,0.427088,1.536877,0.106944,0.099043,0.025245,0.007833,3.793911,0.42943,0.106014,0.128139,0.16922,0.187283,0.172625,0.050255,0.009784,0.01993,0.048422,0.102801,0.212042,24.529036,0.505421,69.1866,4.429964,1.295875,0.780563,0.799877,0.894317,0.118894,90.08653,6.136477,153.0349,0.704199,0.019302,0.06009,0.07687,0.000187,0.008366,3758.844,0.638865,0,0.962051,0.128136,0,0.036534,0.001959,366.5995,34666.82,0.064991,0.020889,-4.400516,0.065313,12.32889,-0.882144,6.879642,-0.163087,-1.319303,0.218996,0.052143,0,0.05204,0.0007,1.122284,0.390251,0.717795,2.836549,9.833617,-1.069211,2972,0.919327,3.73601,5.610999,0.005091,-0.000004,3.848037,0.965693,-0.000011,104,calm
0.047316,0.031354,0.13377,1.36339,1.428344,0.723756,0.487484,0.000542,1.554911,1.77343,4.539261,0.52715,0.109797,0.589456,0.757319,2.706198,0.42065,0.12573,0.033688,0.068399,0.010028,0.229493,0.257639,0.469744,0.95376,0.131652,0.175125,0.017375,0.013693,3.563679,0.408439,0.101844,0.079478,0.140748,0.161209,0.164228,0.058864,0.010502,0.015705,0.040348,0.105602,0.215299,89.724447,0.571561,53.71914,4.107928,1.335025,0.984543,0.68579,0.891224,0.089921,27.33502,5.227595,224.9099,1.157016,0.0362,0.15238,0.25902,0.000311,0.007785,642.7333,1.579169,0,0.665113,0.088644,0,0.222886,0.00587,308.9475,71983.06,0.102474,0.018009,-4.95774,-0.208828,16.28312,2.026374,-7.83546,-3.968226,2.860485,0.217181,0.042034,-0.000006,0.051248,0.001386,2.010473,0.417331,0.537598,2.635071,15.58695,-2.200273,1027,1.514564,5.023829,5.141315,0.000757,0.000005,3.260007,1.061643,0.000036,1376,calm
