@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute std_Timbral_Width numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute mean_SpectralCentroid numeric
@attribute output {energetic,notenergetic}

@data
87.18473,5.488545,1.43588,1.026916,0.887924,39.50232,627.717,0.036774,0.291252,0.007589,1.647763,705.4644,energetic
87.8396,5.107004,1.348454,1.011436,0.884647,49.61975,1078.697,0.043548,0.694353,0.006329,0.944942,617.3577,energetic
81.7899,6.046611,1.575342,1.144518,0.897318,21.91555,230.3211,0.019311,0.428395,0.009155,0.716515,985.6645,energetic
85.46924,5.158783,1.383758,0.773152,0.883172,43.93313,409.872,0.021065,0.076252,0.007084,0.656315,720.9352,energetic
70.22516,3.944148,1.177155,0.92392,0.888574,42.62124,181.44,0.030206,0.306744,0.006163,1.661016,355.0534,energetic
91.26382,6.302074,1.56577,1.136778,0.897374,38.30683,140.6424,0.012511,0.211032,0.014837,0.401355,934.916,energetic
63.16156,4.314391,1.303513,0.784886,0.897529,73.39459,174.4985,0.021531,0.228612,0.005847,0.652595,249.1898,energetic
90.06624,6.192732,1.555787,1.297008,0.89482,49.56917,721.2382,0.032249,0.460006,0.022581,0.807363,1017.611,energetic
100.2525,6.816241,1.608651,1.187014,0.896937,41.14774,39.06241,0.005713,0.144401,0.012468,0.157589,1264.838,energetic
90.19647,6.035313,1.50761,1.465419,0.896233,52.98982,42.2477,0.00218,0.124539,0.017,0.116122,792.3106,energetic
76.92125,5.430057,1.479855,0.977039,0.898048,37.50544,181.153,0.00953,0.23692,0.00476,0.474929,547.7935,energetic
88.35123,5.586832,1.43004,1.382648,0.9037,99.79873,184.7717,0.017436,0.211976,0.012418,0.400361,638.8676,energetic
86.64714,5.84014,1.494759,1.100437,0.905186,57.12648,86.26591,0.010194,0.096658,0.007885,0.211373,641.1748,energetic
79.86256,5.822862,1.538405,0.943578,0.896582,40.24776,118.3086,0.025709,0.105029,0.008559,0.519556,807.5315,energetic
111.8061,6.467445,1.455763,2.095813,0.907026,107.6384,404.0387,0.017402,0.55145,0.01046,0.912059,462.6084,energetic
51.23255,2.98042,1.043442,0.723599,0.868002,88.14402,115.6568,0.039358,0.300196,0.03327,3.061383,233.0874,energetic
82.80125,5.242656,1.399685,1.103025,0.901967,71.58337,144.9568,0.01325,0.12562,0.009704,0.285809,645.4176,energetic
74.66455,5.268289,1.445959,0.948368,0.901035,58.48421,269.9569,0.021607,0.372039,0.010175,0.469879,405.956,energetic
84.39374,5.39005,1.437836,1.070034,0.899575,95.52721,89.97203,0.008105,0.090991,0.016798,0.230179,802.851,energetic
96.04983,6.070026,1.486951,1.282288,0.906667,83.24131,88.48954,0.005313,0.095481,0.008951,0.278534,771.5876,energetic
93.00755,6.591438,1.607622,1.146153,0.899962,37.58478,117.1669,0.004144,0.114619,0.013332,0.130499,1084.634,energetic
81.06933,5.753211,1.520942,1.060021,0.89782,15.06583,186.0537,0.019337,0.299953,0.007472,0.551897,682.8607,energetic
60.57085,4.030393,1.252726,0.895343,0.894157,63.99718,135.4318,0.051134,0.291347,0.009457,2.022901,342.8097,energetic
89.36921,5.464059,1.423279,0.92661,0.888613,102.0327,302.4689,0.025805,0.1407,0.006306,0.879121,743.7272,energetic
48.69996,2.871711,1.019803,0.802816,0.86011,125.3044,137.7536,0.049299,0.238885,0.007669,4.730718,240.0841,energetic
89.9112,6.358592,1.582795,1.104641,0.899475,59.08849,102.0008,0.01108,0.132918,0.023554,0.282255,1069.982,energetic
77.31313,5.802676,1.556064,1.078645,0.901474,15.85635,250.0351,0.018992,0.468435,0.0107,0.479212,794.3323,energetic
66.24829,4.997484,1.456943,0.951165,0.893543,8.38335,149.3183,0.018425,0.239006,0.004521,0.563682,411.9842,energetic
90.42543,5.935024,1.493868,1.307864,0.901375,35.0034,78.12293,0.006225,0.228989,0.012789,0.261821,822.7551,energetic
76.94061,5.358048,1.467994,0.965334,0.897349,90.33824,168.1069,0.00997,0.318108,0.016773,0.331238,622.1038,energetic
97.51266,6.434427,1.547454,1.21235,0.89449,75.96813,79.50098,0.004603,0.112272,0.040995,0.124051,923.0846,energetic
76.22862,5.008945,1.392386,0.927274,0.900352,37.08357,139.237,0.009778,0.195068,0.017041,0.234874,456.4661,energetic
83.19853,5.606519,1.466709,1.166676,0.891432,57.37513,718.3202,0.028648,0.582986,0.018782,0.926818,857.4017,energetic
105.7266,7.084642,1.625781,1.155612,0.89537,60.09341,141.4347,0.009603,0.09833,0.01787,0.123744,1403.105,energetic
69.55815,4.825152,1.389174,1.004609,0.897093,26.22824,251.1308,0.012507,0.259257,0.010252,0.349605,347.0417,energetic
85.63054,6.144676,1.567982,1.012465,0.897807,46.50729,147.2279,0.010418,0.299055,0.013751,0.309187,889.7131,energetic
81.53961,5.342197,1.444733,1.01936,0.895749,46.61884,445.9065,0.010704,0.231647,0.018168,0.96499,831.8945,energetic
92.08017,5.795919,1.455264,1.186339,0.899754,117.1468,183.8126,0.017922,0.186022,0.017457,0.450206,773.2795,energetic
99.45031,5.92752,1.443867,1.832199,0.902146,44.64268,593.8039,0.013598,0.749835,0.013032,0.918903,534.0152,energetic
82.85018,5.976547,1.558174,0.933439,0.895054,21.9982,212.5622,0.023175,0.194904,0.01719,0.383545,873.6765,energetic
74.35292,5.286509,1.476246,0.742315,0.900445,35.86002,146.5915,0.008404,0.15628,0.00788,0.33963,489.1641,energetic
68.04236,4.481741,1.315153,1.063325,0.899341,43.85755,147.0883,0.024996,0.305832,0.012476,0.492516,324.4202,energetic
69.84287,4.77536,1.365756,0.994561,0.899404,29.51966,329.4914,0.024676,0.264603,0.009549,0.53046,429.4395,energetic
84.23787,5.800718,1.516284,1.479634,0.892444,13.06012,945.4611,0.063629,0.976214,0.011752,2.820506,968.5269,energetic
83.6119,5.753207,1.507783,1.006959,0.89564,63.19314,262.4411,0.017409,0.270443,0.007789,0.554436,685.4027,energetic
82.39698,5.591367,1.482615,1.155575,0.910982,27.19227,84.64829,0.00453,0.200002,0.010104,0.276401,626.6907,energetic
99.1058,6.397312,1.529095,1.421714,0.899224,91.96727,97.71518,0.009717,0.179899,0.017677,0.271844,875.0579,energetic
94.18,6.878183,1.672889,1.037495,0.886378,45.04199,184.0204,0.00994,0.186794,0.019503,0.390051,1475.358,energetic
88.70079,6.338788,1.589707,1.197064,0.900245,31.066,309.601,0.022942,0.248308,0.017796,0.490867,1168.797,energetic
82.6866,4.773974,1.295503,1.098331,0.899945,204.832,190.1053,0.015282,0.248766,0.009482,0.452915,393.182,energetic
98.39461,6.481921,1.559371,1.353467,0.898149,67.94584,192.9459,0.016275,0.327281,0.02386,0.346856,1134.092,energetic
91.57709,6.608303,1.628345,0.983592,0.884026,55.706,171.1464,0.009633,0.169662,0.014264,0.403322,1309.677,energetic
77.45812,6.108543,1.613741,1.032436,0.900656,22.75897,94.97976,0.009901,0.247744,0.014749,0.362318,720.1572,energetic
85.09308,5.940004,1.511884,1.064357,0.893415,58.41228,156.9251,0.022531,0.133325,0.017762,0.399967,807.5399,energetic
82.32781,5.253,1.403165,1.132519,0.905712,68.8145,164.8005,0.011578,0.178213,0.012609,0.206482,631.3883,energetic
62.15244,4.391582,1.359846,0.740251,0.896792,68.43577,99.73099,0.014836,0.416177,0.007097,0.865453,474.5242,energetic
95.98884,6.291752,1.528382,1.358873,0.896842,43.78773,160.4308,0.016531,0.146213,0.01798,0.160697,883.9884,energetic
87.98474,5.58057,1.435827,1.075877,0.898171,58.70154,554.3501,0.025376,0.343707,0.00721,0.748379,685.9788,energetic
84.84331,5.360934,1.41549,1.272903,0.902426,40.36402,113.8215,0.007649,0.183776,0.009346,0.22533,596.5926,energetic
94.63268,6.098696,1.511487,1.25155,0.905204,44.50192,68.09956,0.004233,0.090877,0.014423,0.215293,909.9395,energetic
87.4788,5.30883,1.380851,1.317398,0.906996,42.49436,48.26501,0.006725,0.092925,0.010768,0.215512,562.9939,energetic
102.1094,6.580778,1.549412,1.367383,0.899903,52.44252,370.0481,0.013845,0.32706,0.011238,0.390464,1005.106,energetic
74.0583,5.759003,1.574808,0.788224,0.902674,10.34509,221.8712,0.013035,0.31512,0.006969,0.298188,924.8594,energetic
60.97935,4.604672,1.433391,0.520587,0.871609,31.51892,671.6316,0.055803,0.148433,0.019924,2.846621,1012.352,energetic
81.70138,5.335417,1.415947,1.03887,0.891228,67.55399,475.8052,0.066482,0.356479,0.011894,2.388103,752.6852,energetic
101.1668,6.599317,1.570716,1.249923,0.896867,65.7259,65.83051,0.005231,0.09088,0.0314,0.167239,1249.384,energetic
102.2827,6.745529,1.58434,1.404288,0.894539,37.66644,63.22726,0.012746,0.07519,0.026436,0.169982,1169.098,energetic
74.92348,4.517965,1.276712,1.344235,0.902328,22.15732,239.9441,0.024887,0.31969,0.004303,0.59232,387.9567,energetic
90.7096,6.323073,1.559772,1.303576,0.887347,57.35276,76.72094,0.006998,0.075766,0.014504,0.08316,840.4328,energetic
87.6556,5.607168,1.445276,1.188415,0.902372,28.30487,192.2528,0.010747,0.165898,0.011225,0.280768,687.1757,energetic
94.60488,6.564169,1.587969,1.374403,0.895986,42.17626,51.57569,0.007698,0.206229,0.023668,0.186793,1097.066,energetic
66.30693,4.217959,1.268412,0.814905,0.868244,73.80038,961.9389,0.064379,0.451255,0.016372,0.178105,735.6188,energetic
93.10735,5.856523,1.478574,1.203221,0.88573,13.79917,474.3359,0.02528,0.454161,0.006421,0.928114,974.1804,energetic
83.41248,5.627474,1.481219,1.104668,0.896475,39.50292,208.112,0.01034,0.274633,0.019383,0.675737,761.4804,energetic
79.23341,6.068349,1.59774,1.004867,0.895433,25.49714,455.5724,0.030653,0.518667,0.016146,0.43119,1113.049,energetic
96.52805,6.101642,1.508988,1.048054,0.89976,58.83602,53.82268,0.004618,0.038484,0.019401,0.114235,1158.617,energetic
81.29356,5.800343,1.52552,0.999853,0.899002,35.79339,249.6877,0.012255,0.464173,0.009239,0.246364,765.3797,energetic
96.68099,6.999308,1.652737,1.360215,0.890132,36.57914,90.29311,0.006538,0.217765,0.020202,0.155819,1170.577,energetic
91.44433,6.087041,1.51383,1.288061,0.898242,56.98162,125.1996,0.014729,0.100798,0.01549,0.234932,859.444,energetic
87.91289,5.343727,1.40473,1.060756,0.896865,46.71865,104.3567,0.009639,0.135424,0.006634,0.278081,779.0966,energetic
57.39054,4.157762,1.303004,0.802342,0.896225,31.08816,274.5168,0.041674,0.523615,0.007141,1.014365,281.8601,energetic
76.45761,5.304182,1.456282,1.028328,0.901889,39.24177,301.9115,0.013045,0.422012,0.014877,0.492797,588.8812,energetic
81.82922,5.27103,1.42428,1.04419,0.892405,46.42273,258.9383,0.019693,0.189468,0.014295,0.555629,826.0375,energetic
94.05208,5.823986,1.455181,1.279397,0.900367,45.00968,202.9562,0.007952,0.196825,0.013114,0.296058,781.6129,energetic
83.94033,5.689605,1.468593,1.174467,0.897619,54.57651,393.1897,0.037852,0.280312,0.014196,0.746514,687.0414,energetic
70.23313,4.638437,1.322844,1.034159,0.894444,34.53942,105.9255,0.021119,0.171179,0.006316,1.062364,320.9825,energetic
75.48599,4.841781,1.3879,0.716879,0.878495,69.39018,795.0598,0.033687,0.399347,0.00558,3.252548,571.0372,energetic
104.3335,6.688032,1.552536,1.436139,0.895023,45.06367,556.7223,0.024503,0.733131,0.006874,0.783257,892.6022,energetic
71.79655,4.794701,1.386986,0.708989,0.892921,60.33374,189.2335,0.018932,0.203454,0.008118,0.696055,638.6174,energetic
86.63545,5.537873,1.446283,1.107692,0.89526,29.50209,625.9196,0.013861,0.289912,0.006087,0.538441,785.9778,energetic
81.44369,5.924561,1.552683,1.030098,0.900304,31.15738,238.1416,0.012945,0.159933,0.008837,0.349976,866.1356,energetic
99.78564,6.185108,1.470762,1.658798,0.899577,33.40218,491.7269,0.048303,0.627735,0.006781,0.69409,834.5318,energetic
99.51727,7.387258,1.709152,1.313159,0.891543,35.32347,64.57625,0.006293,0.071164,0.018273,0.125361,1313.742,energetic
91.5901,6.045255,1.503575,1.354818,0.90624,21.51118,157.4745,0.011987,0.265573,0.00842,0.28942,775.5519,energetic
93.89555,6.802896,1.652419,1.095499,0.893724,33.79449,218.5171,0.016372,0.178053,0.017962,0.478259,1417.351,energetic
69.95847,6.000194,1.648118,0.810076,0.888326,20.35709,141.01,0.022809,0.306641,0.013912,0.435117,945.2235,energetic
89.51256,6.030622,1.512167,1.499215,0.908231,21.29441,108.3484,0.0089,0.107805,0.015533,0.14138,671.645,energetic
94.54366,6.286083,1.534603,1.434235,0.906463,43.64038,164.8009,0.021057,0.356828,0.013711,0.484474,735.6034,energetic
86.32488,5.651504,1.458493,1.1718,0.90159,51.67453,120.8199,0.005882,0.13927,0.015667,0.208261,606.353,energetic
87.65175,6.209205,1.55792,1.123917,0.896618,95.50381,71.71263,0.005652,0.121156,0.016039,0.200339,683.594,energetic
94.37827,5.647143,1.425987,1.225215,0.895002,50.94255,283.4512,0.009375,0.098178,0.009851,0.271902,816.507,energetic
75.33754,4.613672,1.318902,1.063041,0.897535,66.22176,187.503,0.00699,0.17389,0.015553,0.490238,370.1837,energetic
59.91424,3.826704,1.209776,1.026478,0.891792,40.22339,100.9641,0.009656,0.153109,0.007752,0.82482,239.5676,energetic
93.32607,6.036815,1.498299,1.228811,0.901304,90.71054,40.62844,0.008457,0.104878,0.010332,0.253313,875.8168,energetic
85.19195,5.362743,1.41506,1.118744,0.902504,82.04555,94.60348,0.008834,0.135913,0.013274,0.242523,676.3525,energetic
82.51052,5.409333,1.440162,1.080457,0.897183,79.80104,450.6652,0.032943,0.457043,0.01944,1.066445,815.2536,energetic
88.05237,5.980118,1.516578,1.213905,0.901943,37.01101,175.0756,0.011876,0.236498,0.013937,0.353342,828.9324,energetic
94.44216,6.072321,1.506876,1.231561,0.897876,53.35599,75.24989,0.008887,0.115323,0.014924,0.309477,975.1722,energetic
89.2369,6.031559,1.515969,1.158982,0.888503,61.24029,102.6807,0.012002,0.25847,0.016591,0.338629,824.951,energetic
87.67034,5.83488,1.483637,1.250013,0.900128,40.70139,43.73005,0.009989,0.077797,0.010737,0.204567,669.5084,energetic
77.39703,5.476145,1.487868,0.860858,0.88401,59.87889,183.8068,0.007834,0.232161,0.004603,0.172649,588.7673,energetic
77.07101,5.124501,1.387771,1.21283,0.900056,75.02739,182.8639,0.012125,0.466583,0.015678,0.583641,461.249,energetic
89.62204,6.430423,1.594336,1.289212,0.900779,60.6987,170.6467,0.016062,0.277045,0.024922,0.420366,1130.885,energetic
92.37813,5.72873,1.439459,1.108629,0.898088,62.92273,344.0527,0.033678,0.22374,0.01109,0.961155,749.8167,energetic
89.76975,5.954512,1.503521,1.286933,0.903991,50.14132,133.3216,0.00969,0.206335,0.012367,0.270634,807.3789,energetic
84.22542,5.380505,1.418599,1.429001,0.90386,45.15431,133.4402,0.01226,0.141485,0.011878,0.233412,583.9636,energetic
73.80558,4.717504,1.333272,1.215932,0.904238,43.43629,219.3486,0.014906,0.369798,0.013149,0.600673,357.2846,energetic
86.80187,6.177295,1.557509,1.108334,0.89743,42.11253,169.5022,0.016733,0.204653,0.010703,0.274608,772.3158,energetic
95.96789,6.355222,1.521852,1.461705,0.896642,54.9183,489.6187,0.038765,0.429166,0.01337,0.597809,738.7858,energetic
97.92368,6.025385,1.481133,1.151678,0.898153,126.8458,225.2238,0.013317,0.163428,0.022358,0.394301,940.2964,energetic
89.46948,5.935367,1.492881,1.264411,0.898945,27.45699,397.3469,0.03204,0.157932,0.014805,0.598921,910.931,energetic
78.05248,5.364002,1.472095,0.787024,0.887452,42.70353,382.8465,0.024166,0.202295,0.004816,0.783191,842.9282,energetic
97.86027,6.504932,1.558869,1.364365,0.894253,29.07583,174.6748,0.024567,0.257038,0.019283,0.410786,1095.017,energetic
88.60056,5.576452,1.446297,0.952184,0.894545,114.5936,61.44791,0.008263,0.060215,0.007794,0.207522,836.7749,energetic
86.08337,5.574467,1.45244,1.146216,0.900822,24.67452,202.7466,0.019692,0.207597,0.008776,0.608971,755.6903,energetic
96.91132,6.372011,1.547191,1.185465,0.893295,44.15475,388.1315,0.018766,0.12293,0.010084,0.463364,1016.725,notenergetic
62.79319,4.586298,1.396702,0.932193,0.894943,14.96793,336.8017,0.022655,0.339992,0.012619,1.310367,496.1106,notenergetic
51.76452,3.989058,1.297576,0.600252,0.880362,33.43679,503.0958,0.043033,0.323089,0.007876,1.698128,317.1322,notenergetic
93.45463,5.991272,1.485387,1.454324,0.903073,19.76825,200.1191,0.011873,0.533006,0.006762,0.555626,717.5693,notenergetic
86.48917,5.178074,1.364704,1.376088,0.901192,96.6728,70.64239,0.006619,0.124978,0.018079,0.213035,573.112,notenergetic
55.34539,3.938178,1.322379,0.429563,0.884163,24.13971,319.4293,0.027501,0.08231,0.010967,1.388688,553.2341,notenergetic
65.35186,4.15669,1.263663,0.8427,0.893843,21.97851,287.255,0.016305,0.233099,0.005223,0.882444,345.7262,notenergetic
90.77695,5.969514,1.503183,1.233892,0.898451,50.13089,400.1663,0.016533,0.41221,0.014337,0.910102,754.8105,notenergetic
90.77695,5.969514,1.503183,1.233892,0.898451,50.13089,400.1663,0.016533,0.41221,0.014337,0.910102,754.8105,notenergetic
67.73019,4.460188,1.357732,0.586157,0.885763,62.36436,204.5858,0.024534,0.055958,0.0069,0.923805,630.7932,notenergetic
67.73019,4.460188,1.357732,0.586157,0.885763,62.36436,204.5858,0.024534,0.055958,0.0069,0.923805,630.7932,notenergetic
76.04378,5.081059,1.421614,0.916192,0.895956,15.54126,191.069,0.011527,0.190964,0.010108,0.419894,740.4802,notenergetic
65.33331,4.528807,1.325035,1.085796,0.893491,28.58048,221.1669,0.023513,0.292614,0.008007,0.44745,246.7887,notenergetic
86.65456,5.823932,1.50014,1.117096,0.903362,134.4754,152.6599,0.01067,0.308257,0.019914,0.540236,833.7963,notenergetic
86.65456,5.823932,1.50014,1.117096,0.903362,134.4754,152.6599,0.01067,0.308257,0.019914,0.540236,833.7963,notenergetic
74.92481,4.898048,1.363813,0.927552,0.90106,91.45646,189.4968,0.024873,0.146364,0.007189,0.667146,442.5963,notenergetic
72.37757,6.124872,1.68917,0.847764,0.888046,16.89071,463.9287,0.047511,0.612431,0.013553,1.125897,1599.696,notenergetic
72.37757,6.124872,1.68917,0.847764,0.888046,16.89071,463.9287,0.047511,0.612431,0.013553,1.125897,1599.696,notenergetic
64.21316,4.201738,1.297793,0.606354,0.889071,194.6522,132.9548,0.034598,0.1997,0.033205,0.840753,590.5922,notenergetic
84.60171,5.876019,1.515703,1.129026,0.901034,72.52674,152.4883,0.015169,0.194326,0.010039,0.401306,728.8981,notenergetic
84.60171,5.876019,1.515703,1.129026,0.901034,72.52674,152.4883,0.015169,0.194326,0.010039,0.401306,728.8981,notenergetic
78.05248,5.364002,1.472095,0.787024,0.887452,42.70353,382.8465,0.024166,0.202295,0.004816,0.783191,842.9282,notenergetic
78.05248,5.364002,1.472095,0.787024,0.887452,42.70353,382.8465,0.024166,0.202295,0.004816,0.783191,842.9282,notenergetic
77.80429,4.024121,1.167944,1.36981,0.872514,102.7687,481.1593,0.014337,0.528224,0.008833,2.918893,347.982,notenergetic
62.61242,3.759377,1.206695,0.524207,0.869605,79.75022,213.6202,0.017741,0.133998,0.003182,0.94771,411.5353,notenergetic
57.02025,3.347186,1.141491,0.442562,0.870555,148.7198,189.9843,0.018209,0.065014,0.007761,1.117186,404.5552,notenergetic
88.35477,6.165501,1.566753,1.019839,0.901047,70.85562,67.89347,0.008703,0.138672,0.01857,0.195466,732.5132,notenergetic
61.25741,3.371314,1.117917,0.463141,0.853981,170.6964,746.8907,0.07033,0.075699,0.013489,3.506694,419.0627,notenergetic
61.25741,3.371314,1.117917,0.463141,0.853981,170.6964,746.8907,0.07033,0.075699,0.013489,3.506694,419.0627,notenergetic
61.25741,3.371314,1.117917,0.463141,0.853981,170.6964,746.8907,0.07033,0.075699,0.013489,3.506694,419.0627,notenergetic
83.89369,5.627212,1.467258,1.037122,0.896982,48.97509,184.8532,0.022966,0.147366,0.007793,0.487598,701.7576,notenergetic
75.65916,5.613026,1.530552,0.970271,0.891726,22.26867,429.6891,0.014254,0.342053,0.020932,0.368771,848.7159,notenergetic
69.41359,3.939501,1.19045,0.696922,0.886827,84.52229,91.75266,0.017717,0.111354,0.003565,0.857318,316.2226,notenergetic
69.41359,3.939501,1.19045,0.696922,0.886827,84.52229,91.75266,0.017717,0.111354,0.003565,0.857318,316.2226,notenergetic
69.41359,3.939501,1.19045,0.696922,0.886827,84.52229,91.75266,0.017717,0.111354,0.003565,0.857318,316.2226,notenergetic
76.29934,4.960308,1.393443,0.900108,0.892465,34.56361,190.388,0.016909,0.349919,0.009783,0.744573,706.9303,notenergetic
63.18002,3.520835,1.148567,0.510025,0.8664,101.0439,257.3494,0.037868,0.116929,0.002331,1.467545,415.737,notenergetic
63.18002,3.520835,1.148567,0.510025,0.8664,101.0439,257.3494,0.037868,0.116929,0.002331,1.467545,415.737,notenergetic
63.18002,3.520835,1.148567,0.510025,0.8664,101.0439,257.3494,0.037868,0.116929,0.002331,1.467545,415.737,notenergetic
79.13048,4.736278,1.334113,1.032055,0.889492,39.45985,589.6779,0.024325,0.498293,0.006647,1.426797,642.0856,notenergetic
79.13048,4.736278,1.334113,1.032055,0.889492,39.45985,589.6779,0.024325,0.498293,0.006647,1.426797,642.0856,notenergetic
79.13048,4.736278,1.334113,1.032055,0.889492,39.45985,589.6779,0.024325,0.498293,0.006647,1.426797,642.0856,notenergetic
104.632,5.549336,1.350592,1.085896,0.889334,85.31716,606.6926,0.029681,0.133694,0.005961,0.841501,623.2714,notenergetic
104.632,5.549336,1.350592,1.085896,0.889334,85.31716,606.6926,0.029681,0.133694,0.005961,0.841501,623.2714,notenergetic
71.78439,4.337265,1.256977,0.66435,0.887835,86.04478,139.6184,0.014318,0.056229,0.006513,0.505383,381.3835,notenergetic
80.73064,5.567702,1.474498,0.734295,0.893766,64.39119,380.2242,0.029797,0.092103,0.007429,0.521136,653.6522,notenergetic
80.73064,5.567702,1.474498,0.734295,0.893766,64.39119,380.2242,0.029797,0.092103,0.007429,0.521136,653.6522,notenergetic
72.64244,3.94171,1.201058,0.844904,0.87723,169.8052,630.8009,0.061937,0.292617,0.015542,3.268813,570.0248,notenergetic
70.81272,5.278077,1.508952,0.838591,0.890292,15.7461,186.7578,0.024898,0.485705,0.008784,1.141272,873.9773,notenergetic
52.95264,3.153627,1.112908,0.350588,0.865861,97.94457,518.3034,0.033532,0.066697,0.005581,1.204116,416.405,notenergetic
52.95264,3.153627,1.112908,0.350588,0.865861,97.94457,518.3034,0.033532,0.066697,0.005581,1.204116,416.405,notenergetic
69.95847,6.000194,1.648118,0.810076,0.888326,20.35709,141.01,0.022809,0.306641,0.013912,0.435117,945.2235,notenergetic
90.36765,5.282582,1.382722,1.075511,0.876344,195.4057,224.6145,0.019332,0.25871,0.014487,0.491953,493.8016,notenergetic
90.36765,5.282582,1.382722,1.075511,0.876344,195.4057,224.6145,0.019332,0.25871,0.014487,0.491953,493.8016,notenergetic
76.86675,4.790814,1.337374,1.059398,0.897713,51.77673,210.1255,0.009747,0.207665,0.009537,0.405758,451.6446,notenergetic
69.65752,3.990377,1.201325,0.798704,0.890163,171.5949,286.8936,0.017454,0.159019,0.01475,0.716815,361.6678,notenergetic
98.66378,6.968339,1.657787,0.981884,0.886455,34.08581,228.896,0.012082,0.114204,0.026335,0.361918,1576.365,notenergetic
98.66378,6.968339,1.657787,0.981884,0.886455,34.08581,228.896,0.012082,0.114204,0.026335,0.361918,1576.365,notenergetic
64.16267,5.658641,1.626831,0.674072,0.885441,17.39616,920.5238,0.053031,0.505711,0.016072,1.540793,688.8901,notenergetic
69.84287,4.77536,1.365756,0.994561,0.899404,29.51966,329.4914,0.024676,0.264603,0.009549,0.53046,429.4395,notenergetic
69.84287,4.77536,1.365756,0.994561,0.899404,29.51966,329.4914,0.024676,0.264603,0.009549,0.53046,429.4395,notenergetic
69.84287,4.77536,1.365756,0.994561,0.899404,29.51966,329.4914,0.024676,0.264603,0.009549,0.53046,429.4395,notenergetic
69.84287,4.77536,1.365756,0.994561,0.899404,29.51966,329.4914,0.024676,0.264603,0.009549,0.53046,429.4395,notenergetic
69.84287,4.77536,1.365756,0.994561,0.899404,29.51966,329.4914,0.024676,0.264603,0.009549,0.53046,429.4395,notenergetic
88.04457,5.769192,1.46808,1.148978,0.902183,142.103,101.74,0.006681,0.271103,0.006613,0.094861,690.8921,notenergetic
49.79701,2.922139,1.081868,0.286311,0.843669,94.16735,371.9356,0.022622,0.050133,0.002455,2.203076,371.5626,notenergetic
71.48283,4.247804,1.25143,1.100731,0.897762,132.6651,96.46214,0.019488,0.158452,0.009621,0.825067,340.278,notenergetic
61.84175,3.761133,1.194821,0.522017,0.877701,77.99895,502.9346,0.015937,0.116845,0.003696,1.758876,304.0965,notenergetic
50.6824,4.004917,1.327829,0.40934,0.878122,12.68016,431.3479,0.054651,0.191317,0.002992,2.067517,444.5279,notenergetic
67.01638,4.431634,1.306466,1.011653,0.889564,79.19437,466.5761,0.049301,0.46553,0.008813,1.297575,539.6957,notenergetic
74.59823,5.650937,1.532172,1.037922,0.909754,172.2256,218.4725,0.027077,0.440395,0.041973,0.557665,561.1286,notenergetic
58.27608,3.544749,1.149181,0.658484,0.875249,41.36333,466.0667,0.036352,0.283946,0.005095,1.537404,280.6258,notenergetic
71.32089,4.349429,1.313819,0.535759,0.869448,77.54994,192.6394,0.019413,0.043349,0.007889,0.559305,667.0574,notenergetic
71.32089,4.349429,1.313819,0.535759,0.869448,77.54994,192.6394,0.019413,0.043349,0.007889,0.559305,667.0574,notenergetic
71.32089,4.349429,1.313819,0.535759,0.869448,77.54994,192.6394,0.019413,0.043349,0.007889,0.559305,667.0574,notenergetic
71.32089,4.349429,1.313819,0.535759,0.869448,77.54994,192.6394,0.019413,0.043349,0.007889,0.559305,667.0574,notenergetic
89.2729,5.351114,1.378115,0.788454,0.881302,40.60153,901.6699,0.032019,0.113161,0.00266,1.037112,537.8088,notenergetic
81.70138,5.335417,1.415947,1.03887,0.891228,67.55399,475.8052,0.066482,0.356479,0.011894,2.388103,752.6852,notenergetic
86.79584,6.236805,1.583378,0.906052,0.905034,62.03051,55.17236,0.008392,0.024213,0.014032,0.236448,759.9834,notenergetic
67.65857,4.515067,1.326209,0.803162,0.899233,55.35361,314.5376,0.042844,0.234826,0.011051,1.828601,437.6289,notenergetic
67.65857,4.515067,1.326209,0.803162,0.899233,55.35361,314.5376,0.042844,0.234826,0.011051,1.828601,437.6289,notenergetic
49.01063,3.732678,1.289969,0.20155,0.86254,73.61492,919.2132,0.069829,0.036999,0.006659,0.534596,731.3445,notenergetic
80.75252,5.204699,1.416468,0.791551,0.894681,136.2412,754.4751,0.024625,0.150514,0.01394,1.422473,690.8828,notenergetic
87.55856,6.190192,1.547568,1.139072,0.90065,64.9726,189.9319,0.021452,0.133144,0.014,0.223275,701.83,notenergetic
93.42326,6.243594,1.551302,1.168921,0.898289,48.23045,84.62841,0.003237,0.138893,0.016664,0.202513,1120.158,notenergetic
