@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute std_Timbral_Width numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute mean_SpectralCentroid numeric
@attribute output {energetic,notenergetic}

@data
93.42326,6.243594,1.551302,1.168921,0.898289,48.23045,84.62841,0.003237,0.138893,0.016664,0.202513,1120.158,notenergetic
83.8285,5.659323,1.480062,1.044506,0.892446,73.48238,297.6364,0.02697,0.492989,0.008014,0.504283,651.576,notenergetic
48.4742,3.081789,1.112845,0.693185,0.885537,57.72443,126.7817,0.013277,0.223871,0.009442,1.152093,259.0434,notenergetic
75.54743,4.35816,1.258108,0.82937,0.892257,144.2679,223.3396,0.011471,0.09964,0.006552,0.551002,483.9496,notenergetic
75.54743,4.35816,1.258108,0.82937,0.892257,144.2679,223.3396,0.011471,0.09964,0.006552,0.551002,483.9496,notenergetic
91.22118,5.977852,1.496602,1.18746,0.89869,23.00051,265.8532,0.010363,0.173469,0.010914,0.254498,903.648,notenergetic
91.22118,5.977852,1.496602,1.18746,0.89869,23.00051,265.8532,0.010363,0.173469,0.010914,0.254498,903.648,notenergetic
93.17319,5.612333,1.415325,1.220735,0.903455,161.7206,102.0382,0.021106,0.073618,0.012453,0.312048,743.1881,notenergetic
55.63099,4.149692,1.324362,0.514167,0.893195,102.8876,163.8877,0.033055,0.247187,0.005078,0.856001,286.565,notenergetic
55.63099,4.149692,1.324362,0.514167,0.893195,102.8876,163.8877,0.033055,0.247187,0.005078,0.856001,286.565,notenergetic
55.63099,4.149692,1.324362,0.514167,0.893195,102.8876,163.8877,0.033055,0.247187,0.005078,0.856001,286.565,notenergetic
55.63099,4.149692,1.324362,0.514167,0.893195,102.8876,163.8877,0.033055,0.247187,0.005078,0.856001,286.565,notenergetic
65.43014,4.508315,1.34154,0.741525,0.887919,23.59494,302.0525,0.03672,0.23881,0.011997,0.951597,410.6183,notenergetic
85.62259,5.371012,1.408869,1.08048,0.893101,37.09585,132.0175,0.017568,0.105075,0.012625,0.367746,721.9666,notenergetic
59.76837,3.963875,1.225945,0.84086,0.868896,83.60551,460.5599,0.083664,0.209695,0.005139,2.545901,397.1667,notenergetic
58.26624,3.611462,1.178889,0.350165,0.860067,124.2569,123.5318,0.011364,0.071493,0.001976,1.101047,297.0701,notenergetic
58.26624,3.611462,1.178889,0.350165,0.860067,124.2569,123.5318,0.011364,0.071493,0.001976,1.101047,297.0701,notenergetic
58.26624,3.611462,1.178889,0.350165,0.860067,124.2569,123.5318,0.011364,0.071493,0.001976,1.101047,297.0701,notenergetic
74.3488,4.507379,1.331247,0.5288,0.875219,73.08117,200.2824,0.020663,0.032125,0.004154,0.514856,672.4478,notenergetic
74.3488,4.507379,1.331247,0.5288,0.875219,73.08117,200.2824,0.020663,0.032125,0.004154,0.514856,672.4478,notenergetic
74.3488,4.507379,1.331247,0.5288,0.875219,73.08117,200.2824,0.020663,0.032125,0.004154,0.514856,672.4478,notenergetic
68.70344,4.061509,1.241637,0.77411,0.882972,76.5001,330.6427,0.025794,0.16796,0.008136,1.285051,555.2527,notenergetic
79.01668,5.393056,1.457576,0.829961,0.886957,59.89294,424.9308,0.038642,0.292376,0.005312,0.423999,959.9404,notenergetic
74.32485,4.858168,1.383939,0.836981,0.893025,40.87735,215.2496,0.024355,0.093443,0.006694,0.876834,663.5316,notenergetic
63.12495,4.239126,1.29824,0.426137,0.868633,64.41986,511.7934,0.067978,0.102392,0.004551,1.590794,477.0765,notenergetic
63.12495,4.239126,1.29824,0.426137,0.868633,64.41986,511.7934,0.067978,0.102392,0.004551,1.590794,477.0765,notenergetic
80.1544,5.756409,1.547735,0.89737,0.895486,28.48885,421.602,0.017186,0.365832,0.020097,0.863684,858.6912,notenergetic
80.1544,5.756409,1.547735,0.89737,0.895486,28.48885,421.602,0.017186,0.365832,0.020097,0.863684,858.6912,notenergetic
79.14953,4.53888,1.284124,0.819312,0.891946,150.9444,54.36649,0.006135,0.061855,0.010227,0.25149,547.9808,notenergetic
76.99302,5.205659,1.44101,0.853237,0.883183,21.19357,784.6336,0.041259,0.484309,0.004502,1.875245,772.5526,notenergetic
70.35708,5.069639,1.443833,0.914521,0.898036,19.31623,312.9748,0.030704,0.386054,0.004983,1.080512,623.8671,notenergetic
82.05285,5.142152,1.389359,0.908491,0.89352,30.31725,324.9458,0.025168,0.116832,0.011861,0.776841,655.9339,notenergetic
70.35708,5.069639,1.443833,0.914521,0.898036,19.31623,312.9748,0.030704,0.386054,0.004983,1.080512,623.8671,notenergetic
82.05285,5.142152,1.389359,0.908491,0.89352,30.31725,324.9458,0.025168,0.116832,0.011861,0.776841,655.9339,notenergetic
56.64852,3.350838,1.11924,0.525202,0.879655,94.91699,63.10161,0.00788,0.045803,0.004364,0.805986,267.2176,notenergetic
59.70812,3.937046,1.26586,0.503243,0.869163,72.56228,490.0171,0.038266,0.108634,0.009541,1.383981,496.2645,notenergetic
59.70812,3.937046,1.26586,0.503243,0.869163,72.56228,490.0171,0.038266,0.108634,0.009541,1.383981,496.2645,notenergetic
59.70812,3.937046,1.26586,0.503243,0.869163,72.56228,490.0171,0.038266,0.108634,0.009541,1.383981,496.2645,notenergetic
72.17335,4.880401,1.374076,1.029236,0.902716,65.37017,206.2827,0.024481,0.234464,0.006374,0.556235,366.7553,notenergetic
72.17335,4.880401,1.374076,1.029236,0.902716,65.37017,206.2827,0.024481,0.234464,0.006374,0.556235,366.7553,notenergetic
72.17335,4.880401,1.374076,1.029236,0.902716,65.37017,206.2827,0.024481,0.234464,0.006374,0.556235,366.7553,notenergetic
72.17335,4.880401,1.374076,1.029236,0.902716,65.37017,206.2827,0.024481,0.234464,0.006374,0.556235,366.7553,notenergetic
83.81557,6.091701,1.605879,0.852046,0.885796,33.91592,189.81,0.025974,0.228584,0.008598,0.950377,1229.532,notenergetic
68.43906,6.045794,1.671952,0.681941,0.88479,13.7937,218.1881,0.024321,0.317645,0.015705,0.463598,600.4045,notenergetic
84.69055,5.770525,1.503647,0.978129,0.899652,46.08124,299.1969,0.015773,0.197738,0.012192,0.40824,631.9531,notenergetic
84.69055,5.770525,1.503647,0.978129,0.899652,46.08124,299.1969,0.015773,0.197738,0.012192,0.40824,631.9531,notenergetic
98.78705,6.189179,1.488937,1.124654,0.899727,156.5869,1025.377,0.031441,0.241865,0.010535,0.607092,697.3229,notenergetic
95.77401,6.254381,1.527104,1.226191,0.902236,26.48163,154.2237,0.007951,0.092031,0.01402,0.258662,961.3209,notenergetic
80.30049,4.600585,1.258266,0.857068,0.884301,152.3726,1275.674,0.049241,0.297026,0.006589,0.860183,490.9633,notenergetic
78.59842,5.224477,1.425692,0.994218,0.901991,52.70387,61.29415,0.007743,0.072722,0.009308,0.321509,495.393,notenergetic
99.51439,5.857807,1.407111,1.648519,0.89605,100.0234,1099.68,0.025449,1.122101,0.017786,0.775573,600.7339,notenergetic
67.14286,4.79678,1.399224,0.71682,0.897542,73.58806,165.7585,0.03086,0.189974,0.013023,0.848912,415.0912,notenergetic
67.14286,4.79678,1.399224,0.71682,0.897542,73.58806,165.7585,0.03086,0.189974,0.013023,0.848912,415.0912,notenergetic
67.14286,4.79678,1.399224,0.71682,0.897542,73.58806,165.7585,0.03086,0.189974,0.013023,0.848912,415.0912,notenergetic
67.14286,4.79678,1.399224,0.71682,0.897542,73.58806,165.7585,0.03086,0.189974,0.013023,0.848912,415.0912,notenergetic
72.58076,4.29546,1.259842,0.696644,0.888329,117.8099,207.7293,0.018194,0.099745,0.003987,0.62034,441.1463,notenergetic
72.58076,4.29546,1.259842,0.696644,0.888329,117.8099,207.7293,0.018194,0.099745,0.003987,0.62034,441.1463,notenergetic
86.15426,5.763101,1.498627,1.122203,0.891773,18.96289,113.5107,0.019959,0.271222,0.016139,0.844293,864.4428,notenergetic
50.58478,3.659915,1.225658,0.593103,0.893709,46.29536,180.9445,0.0289,0.158431,0.002836,0.772037,178.518,notenergetic
82.46617,4.911323,1.335947,0.888143,0.89149,168.8532,302.4542,0.029261,0.144274,0.011921,0.475332,617.1582,notenergetic
82.46617,4.911323,1.335947,0.888143,0.89149,168.8532,302.4542,0.029261,0.144274,0.011921,0.475332,617.1582,notenergetic
78.90321,4.671966,1.315297,0.965418,0.901684,108.8899,36.66622,0.003383,0.111327,0.006598,0.232677,550.1719,notenergetic
80.94961,5.774409,1.518377,1.153582,0.902111,36.75581,244.27,0.022756,0.288241,0.012138,0.769434,695.9775,notenergetic
90.7096,6.323073,1.559772,1.303576,0.887347,57.35276,76.72094,0.006998,0.075766,0.014504,0.08316,840.4328,notenergetic
90.7096,6.323073,1.559772,1.303576,0.887347,57.35276,76.72094,0.006998,0.075766,0.014504,0.08316,840.4328,notenergetic
83.32484,5.737449,1.498739,1.130283,0.896257,35.26219,478.4041,0.015042,0.610856,0.010552,0.578357,851.2426,notenergetic
69.95655,5.222377,1.478536,0.831857,0.888808,37.99405,444.3104,0.056812,0.453586,0.007731,1.401955,600.4154,notenergetic
69.95655,5.222377,1.478536,0.831857,0.888808,37.99405,444.3104,0.056812,0.453586,0.007731,1.401955,600.4154,notenergetic
86.51777,5.390289,1.399247,1.085412,0.902206,63.48364,286.6217,0.026433,0.117064,0.00998,0.507528,635.3813,notenergetic
86.51777,5.390289,1.399247,1.085412,0.902206,63.48364,286.6217,0.026433,0.117064,0.00998,0.507528,635.3813,notenergetic
56.14152,3.46418,1.180466,0.402955,0.886615,175.8224,254.0717,0.015605,0.055887,0.012094,0.718933,493.7405,notenergetic
61.08536,4.634742,1.405386,0.719161,0.90259,60.25821,78.71101,0.024381,0.164793,0.006433,0.601509,258.5176,notenergetic
107.5861,6.232763,1.441912,1.288113,0.899094,201.6053,976.769,0.035416,0.256746,0.007829,0.470284,690.4479,notenergetic
83.48557,4.842848,1.329875,1.024385,0.895195,114.4259,133.3572,0.018771,0.250292,0.008149,0.807411,623.5244,notenergetic
64.66754,4.152669,1.264377,0.578456,0.881399,97.4366,467.8136,0.063265,0.112437,0.002641,1.300525,469.4949,notenergetic
87.91289,5.343727,1.40473,1.060756,0.896865,46.71865,104.3567,0.009639,0.135424,0.006634,0.278081,779.0966,notenergetic
89.30832,5.947084,1.49943,1.145207,0.898877,62.48883,74.59925,0.003887,0.174779,0.010133,0.157071,724.3481,notenergetic
97.51266,6.434427,1.547454,1.21235,0.89449,75.96813,79.50098,0.004603,0.112272,0.040995,0.124051,923.0846,notenergetic
70.42438,3.919965,1.18909,0.728485,0.88599,192.3856,409.5699,0.023686,0.173863,0.010072,1.275623,492.8964,notenergetic
81.16412,4.962348,1.372217,0.72818,0.894097,34.17953,79.49626,0.012307,0.051963,0.004623,0.644442,651.1419,notenergetic
81.16412,4.962348,1.372217,0.72818,0.894097,34.17953,79.49626,0.012307,0.051963,0.004623,0.644442,651.1419,notenergetic
71.43073,4.558126,1.330457,0.666199,0.884673,5.038738,466.2477,0.021818,0.048162,0.005697,0.429245,607.5722,notenergetic
71.43073,4.558126,1.330457,0.666199,0.884673,5.038738,466.2477,0.021818,0.048162,0.005697,0.429245,607.5722,notenergetic
79.96578,4.703869,1.324021,0.892832,0.888366,137.5,371.8612,0.040243,0.218746,0.022235,1.256009,753.3265,notenergetic
79.96578,4.703869,1.324021,0.892832,0.888366,137.5,371.8612,0.040243,0.218746,0.022235,1.256009,753.3265,notenergetic
91.70121,6.540439,1.600211,1.130495,0.896778,52.52333,110.7348,0.011278,0.146952,0.008746,0.128479,1016.456,notenergetic
68.54342,4.753037,1.384453,0.764152,0.888196,66.51247,532.0735,0.042899,0.433484,0.010388,1.662987,589.979,notenergetic
80.7183,4.875517,1.333104,1.24119,0.897743,120.3442,840.9202,0.017319,0.640534,0.016333,0.941782,452.5185,notenergetic
101.4342,6.524152,1.549462,1.299318,0.898036,36.06784,53.13514,0.003624,0.052236,0.023139,0.102021,1103.728,notenergetic
88.70079,6.338788,1.589707,1.197064,0.900245,31.066,309.601,0.022942,0.248308,0.017796,0.490867,1168.797,notenergetic
88.70079,6.338788,1.589707,1.197064,0.900245,31.066,309.601,0.022942,0.248308,0.017796,0.490867,1168.797,notenergetic
79.38718,5.385904,1.459696,0.897589,0.891975,34.06821,197.5783,0.009439,0.12574,0.010216,0.713475,657.5709,notenergetic
79.38718,5.385904,1.459696,0.897589,0.891975,34.06821,197.5783,0.009439,0.12574,0.010216,0.713475,657.5709,notenergetic
65.88336,4.301569,1.294458,0.547769,0.878738,35.25223,399.2395,0.030683,0.13848,0.004328,1.446961,407.8473,notenergetic
48.46327,3.2193,1.120191,0.897592,0.883678,80.40698,64.89623,0.009016,0.451083,0.005127,2.01864,230.1995,notenergetic
91.82809,5.698775,1.434131,1.225252,0.907351,106.8406,66.07947,0.009401,0.140362,0.009363,0.203529,613.5232,notenergetic
87.21551,4.498494,1.219506,1.096317,0.8864,33.73161,167.4113,0.015565,0.273036,0.00259,2.24827,386.3001,notenergetic
61.00698,4.126602,1.260169,0.94897,0.896309,13.70494,188.7387,0.031468,0.166127,0.004588,0.779908,249.9736,notenergetic
94.02217,6.259544,1.522132,1.238836,0.896539,63.50377,471.5202,0.028634,0.326639,0.008804,0.37756,828.3929,notenergetic
59.58588,3.806905,1.249064,0.4321,0.873301,42.91168,132.0714,0.030291,0.027095,0.004138,0.779687,491.8223,notenergetic
59.58588,3.806905,1.249064,0.4321,0.873301,42.91168,132.0714,0.030291,0.027095,0.004138,0.779687,491.8223,notenergetic
59.58588,3.806905,1.249064,0.4321,0.873301,42.91168,132.0714,0.030291,0.027095,0.004138,0.779687,491.8223,notenergetic
59.58588,3.806905,1.249064,0.4321,0.873301,42.91168,132.0714,0.030291,0.027095,0.004138,0.779687,491.8223,notenergetic
65.01885,3.48089,1.120005,0.636227,0.8669,187.7205,207.1497,0.027418,0.098714,0.007014,2.746013,340.6489,notenergetic
65.01885,3.48089,1.120005,0.636227,0.8669,187.7205,207.1497,0.027418,0.098714,0.007014,2.746013,340.6489,notenergetic
76.03914,4.16298,1.209744,1.172067,0.878332,27.68218,424.894,0.014273,0.187992,0.007105,0.687676,414.5472,notenergetic
78.75242,4.518703,1.26888,1.344403,0.899846,141.5002,74.94431,0.005529,0.060746,0.013258,0.199348,459.1787,notenergetic
73.17456,4.340451,1.274118,0.79603,0.883856,98.03571,209.3709,0.017209,0.355417,0.009455,0.874025,468.5796,notenergetic
57.05287,4.301819,1.366938,0.527723,0.898274,134.6531,400.9058,0.01806,0.224319,0.013899,0.958157,459.6081,notenergetic
77.85064,4.070957,1.19846,1.019712,0.881828,147.7706,258.4162,0.017062,0.167351,0.013727,0.715495,538.6737,notenergetic
80.12381,5.590025,1.493605,0.878378,0.896075,42.61003,121.2045,0.042799,0.112091,0.010423,0.803396,821.9623,notenergetic
74.84112,5.324249,1.47694,0.863447,0.901897,39.28129,79.06474,0.014196,0.132333,0.006446,0.270852,517.436,notenergetic
88.26042,5.771839,1.475545,0.748805,0.893182,62.01995,483.715,0.032695,0.075115,0.006339,0.634344,695.1059,notenergetic
88.26042,5.771839,1.475545,0.748805,0.893182,62.01995,483.715,0.032695,0.075115,0.006339,0.634344,695.1059,notenergetic
88.26042,5.771839,1.475545,0.748805,0.893182,62.01995,483.715,0.032695,0.075115,0.006339,0.634344,695.1059,notenergetic
88.26042,5.771839,1.475545,0.748805,0.893182,62.01995,483.715,0.032695,0.075115,0.006339,0.634344,695.1059,notenergetic
80.13422,4.93498,1.34105,1.144655,0.894723,127.1923,892.1067,0.028849,0.92168,0.014094,1.520984,435.4802,notenergetic
74.74322,4.520366,1.295265,0.916054,0.889382,59.47967,137.1801,0.015031,0.175407,0.013277,0.665105,524.2406,notenergetic
74.74322,4.520366,1.295265,0.916054,0.889382,59.47967,137.1801,0.015031,0.175407,0.013277,0.665105,524.2406,notenergetic
93.65339,4.967357,1.270327,1.375487,0.88727,76.67051,1969.235,0.040403,0.616777,0.006265,1.833828,442.8685,notenergetic
56.39003,3.622426,1.1912,0.499756,0.875392,63.08987,295.6452,0.048804,0.160891,0.006407,2.247605,411.9623,notenergetic
70.37328,4.354219,1.256842,1.046601,0.895298,204.1397,119.2201,0.030336,0.148995,0.015638,0.625136,298.6182,notenergetic
70.37328,4.354219,1.256842,1.046601,0.895298,204.1397,119.2201,0.030336,0.148995,0.015638,0.625136,298.6182,notenergetic
72.51514,5.134902,1.438051,0.515514,0.882199,27.35478,990.5821,0.069903,0.086101,0.007126,0.914343,843.7663,notenergetic
56.6866,3.302787,1.135893,0.410492,0.853508,78.8806,505.9154,0.025806,0.06742,0.011292,1.936975,454.1977,notenergetic
49.66102,3.088839,1.125602,0.264697,0.860705,104.5067,731.5499,0.053043,0.051904,0.003053,1.101716,512.4772,notenergetic
53.09128,2.811514,1.026385,0.575815,0.858603,219.709,321.9428,0.03231,0.140987,0.012064,2.413652,411.1086,notenergetic
53.09128,2.811514,1.026385,0.575815,0.858603,219.709,321.9428,0.03231,0.140987,0.012064,2.413652,411.1086,notenergetic
48.78224,3.792696,1.306007,0.458041,0.872767,20.40493,584.9841,0.048572,0.18782,0.007002,2.223883,588.9131,notenergetic
48.78224,3.792696,1.306007,0.458041,0.872767,20.40493,584.9841,0.048572,0.18782,0.007002,2.223883,588.9131,notenergetic
79.38972,4.698762,1.286189,1.003521,0.890433,118.7359,482.9585,0.038981,0.276801,0.008057,1.021183,497.7503,notenergetic
79.38972,4.698762,1.286189,1.003521,0.890433,118.7359,482.9585,0.038981,0.276801,0.008057,1.021183,497.7503,notenergetic
79.38972,4.698762,1.286189,1.003521,0.890433,118.7359,482.9585,0.038981,0.276801,0.008057,1.021183,497.7503,notenergetic
84.41511,5.094339,1.403113,0.704862,0.881129,61.86778,247.8309,0.006719,0.026144,0.003599,0.677888,786.2035,notenergetic
93.78921,5.231172,1.36556,1.118776,0.893384,110.3818,135.7066,0.007716,0.100277,0.0191,0.28,913.0019,notenergetic
78.52992,4.76288,1.329818,0.988325,0.901746,82.84793,166.7417,0.013362,0.153688,0.011994,0.327413,547.3149,notenergetic
80.05809,5.157029,1.410877,0.705958,0.887055,65.54514,245.3122,0.023498,0.083318,0.007713,0.532602,727.1942,notenergetic
65.53494,4.396697,1.323656,0.768426,0.897173,68.36526,214.374,0.026748,0.153095,0.010125,0.739963,427.5798,notenergetic
88.26417,5.352103,1.377212,1.230913,0.895679,146.3333,751.5848,0.032018,0.659556,0.012717,1.222969,525.5016,notenergetic
74.64718,4.798442,1.365175,1.071225,0.896146,39.84261,600.4916,0.027214,0.625929,0.005842,1.584142,630.9762,notenergetic
76.79544,4.988063,1.380785,0.88498,0.902487,39.08897,155.0551,0.015001,0.085762,0.007132,0.297951,388.5159,notenergetic
76.79544,4.988063,1.380785,0.88498,0.902487,39.08897,155.0551,0.015001,0.085762,0.007132,0.297951,388.5159,notenergetic
56.17953,3.503975,1.166386,0.557445,0.876874,133.4156,208.2918,0.039671,0.189918,0.006475,2.14389,377.753,notenergetic
56.17953,3.503975,1.166386,0.557445,0.876874,133.4156,208.2918,0.039671,0.189918,0.006475,2.14389,377.753,notenergetic
75.0261,5.14351,1.423656,0.82421,0.900406,183.3713,209.9204,0.024505,0.159838,0.016882,0.441933,648.0649,notenergetic
75.0261,5.14351,1.423656,0.82421,0.900406,183.3713,209.9204,0.024505,0.159838,0.016882,0.441933,648.0649,notenergetic
89.67092,4.616615,1.2258,0.974065,0.873325,167.415,936.7604,0.050592,0.221585,0.006646,1.773446,496.5853,notenergetic
79.39776,5.374136,1.431305,0.922797,0.899015,37.79317,483.0871,0.036221,0.343548,0.009961,0.394036,501.7781,notenergetic
99.41403,6.279514,1.509499,1.334992,0.903752,50.01596,178.8387,0.008355,0.371028,0.011394,0.214088,728.8776,notenergetic
65.82259,5.17983,1.497559,0.72345,0.902286,38.72944,209.5121,0.021164,0.361666,0.016913,0.332934,539.3978,notenergetic
65.82259,5.17983,1.497559,0.72345,0.902286,38.72944,209.5121,0.021164,0.361666,0.016913,0.332934,539.3978,notenergetic
73.60586,4.408865,1.279867,1.171921,0.895573,49.38638,127.9451,0.007364,0.191804,0.006413,0.406954,385.7847,notenergetic
86.37088,6.601814,1.660068,1.039328,0.898215,18.2622,270.5937,0.015788,0.243518,0.015102,0.378073,1218.678,notenergetic
85.34902,6.197018,1.578177,1.003353,0.90377,27.48977,278.5964,0.011267,0.180009,0.014291,0.234561,881.4828,notenergetic
85.34902,6.197018,1.578177,1.003353,0.90377,27.48977,278.5964,0.011267,0.180009,0.014291,0.234561,881.4828,notenergetic
85.34902,6.197018,1.578177,1.003353,0.90377,27.48977,278.5964,0.011267,0.180009,0.014291,0.234561,881.4828,notenergetic
70.37555,4.315806,1.260717,0.690287,0.881807,110.1934,469.5704,0.049533,0.156925,0.004953,1.505704,394.3199,notenergetic
89.59052,5.735426,1.455542,1.238569,0.908762,65.82016,187.7355,0.019481,0.175512,0.00974,0.419337,620.0043,notenergetic
81.18845,5.130925,1.386615,1.274914,0.900891,74.89592,117.8826,0.008804,0.187882,0.018137,0.201383,486.7113,notenergetic
74.75436,5.362177,1.490846,0.721269,0.897088,203.8761,237.9151,0.018061,0.177637,0.038974,0.325925,565.4542,notenergetic
77.39703,5.476145,1.487868,0.860858,0.88401,59.87889,183.8068,0.007834,0.232161,0.004603,0.172649,588.7673,notenergetic
77.39703,5.476145,1.487868,0.860858,0.88401,59.87889,183.8068,0.007834,0.232161,0.004603,0.172649,588.7673,notenergetic
81.94475,5.471306,1.447699,0.881428,0.897245,73.81498,231.1646,0.037531,0.070874,0.006167,0.656903,729.4577,notenergetic
81.94475,5.471306,1.447699,0.881428,0.897245,73.81498,231.1646,0.037531,0.070874,0.006167,0.656903,729.4577,notenergetic
55.31532,4.112849,1.377913,0.323806,0.870652,48.83336,460.9234,0.047654,0.059546,0.003201,1.751154,679.7664,notenergetic
53.69911,4.027469,1.36995,0.303258,0.870111,52.5072,462.4434,0.047628,0.060233,0.004199,1.794797,674.1383,notenergetic
49.925,3.509905,1.206178,0.381334,0.878891,163.5986,108.7467,0.031537,0.047472,0.005093,1.188867,243.6544,notenergetic
49.925,3.509905,1.206178,0.381334,0.878891,163.5986,108.7467,0.031537,0.047472,0.005093,1.188867,243.6544,notenergetic
49.925,3.509905,1.206178,0.381334,0.878891,163.5986,108.7467,0.031537,0.047472,0.005093,1.188867,243.6544,notenergetic
57.87826,4.580182,1.42506,0.341682,0.886402,36.23513,338.4724,0.038148,0.113918,0.002094,0.473582,329.5785,notenergetic
57.87826,4.580182,1.42506,0.341682,0.886402,36.23513,338.4724,0.038148,0.113918,0.002094,0.473582,329.5785,notenergetic
57.84394,3.639872,1.210075,0.485062,0.86907,98.20224,248.0677,0.034174,0.103325,0.008565,2.414644,395.0876,notenergetic
57.84394,3.639872,1.210075,0.485062,0.86907,98.20224,248.0677,0.034174,0.103325,0.008565,2.414644,395.0876,notenergetic
76.29905,4.982204,1.374768,1.178747,0.904883,75.82653,60.12476,0.004737,0.077358,0.009361,0.172649,456.9065,notenergetic
53.89368,3.92085,1.255612,0.70669,0.886161,31.96061,206.428,0.027968,0.23497,0.003632,0.964894,184.6952,notenergetic
108.1967,6.54622,1.505861,1.45565,0.890593,65.22498,943.6104,0.028427,0.719446,0.014053,0.808946,835.903,notenergetic
82.36292,5.209508,1.406358,0.910969,0.885521,41.1044,1746.771,0.036672,0.51578,0.007406,2.546806,591.8906,notenergetic
82.36292,5.209508,1.406358,0.910969,0.885521,41.1044,1746.771,0.036672,0.51578,0.007406,2.546806,591.8906,notenergetic
82.36292,5.209508,1.406358,0.910969,0.885521,41.1044,1746.771,0.036672,0.51578,0.007406,2.546806,591.8906,notenergetic
82.36292,5.209508,1.406358,0.910969,0.885521,41.1044,1746.771,0.036672,0.51578,0.007406,2.546806,591.8906,notenergetic
82.36292,5.209508,1.406358,0.910969,0.885521,41.1044,1746.771,0.036672,0.51578,0.007406,2.546806,591.8906,notenergetic
79.39459,5.253015,1.409806,1.068254,0.897282,57.39074,187.8073,0.016207,0.178112,0.007519,0.604069,592.3667,notenergetic
64.51136,3.947673,1.215549,0.508321,0.878421,74.00348,196.8071,0.049676,0.052144,0.006986,1.46248,458.5906,notenergetic
64.51136,3.947673,1.215549,0.508321,0.878421,74.00348,196.8071,0.049676,0.052144,0.006986,1.46248,458.5906,notenergetic
64.51136,3.947673,1.215549,0.508321,0.878421,74.00348,196.8071,0.049676,0.052144,0.006986,1.46248,458.5906,notenergetic
72.72826,4.605466,1.331567,0.707017,0.890989,93.24329,603.9068,0.043847,0.143023,0.015292,1.361401,556.6996,notenergetic
61.02744,4.418912,1.360392,0.727121,0.89445,7.023078,156.721,0.014908,0.20033,0.007618,0.479805,263.5534,notenergetic
76.03898,5.032376,1.390689,1.134524,0.904691,60.55991,154.2065,0.01925,0.172474,0.013615,0.65941,483.1463,notenergetic
71.46415,4.849671,1.379781,0.888381,0.887344,37.0074,431.8818,0.060756,0.36846,0.008315,1.994279,713.0566,notenergetic
87.59909,5.58845,1.44721,0.875919,0.893898,109.1544,167.9538,0.014379,0.146884,0.006194,0.69681,786.5424,notenergetic
68.04236,4.481741,1.315153,1.063325,0.899341,43.85755,147.0883,0.024996,0.305832,0.012476,0.492516,324.4202,notenergetic
85.19195,5.362743,1.41506,1.118744,0.902504,82.04555,94.60348,0.008834,0.135913,0.013274,0.242523,676.3525,notenergetic
69.55786,4.598983,1.366838,0.585145,0.88463,118.3679,220.3271,0.033591,0.056283,0.007028,1.149586,545.7889,notenergetic
91.12647,6.043072,1.513221,1.273769,0.902089,45.42118,195.7644,0.009536,0.187506,0.013151,0.166813,802.8574,notenergetic
68.72277,3.924136,1.189097,0.760372,0.896409,194.2719,437.7772,0.031113,0.213342,0.011225,1.457089,327.8216,notenergetic
62.64657,3.754473,1.166526,1.046618,0.88468,15.87767,400.7619,0.031566,0.446785,0.003219,1.536105,304.1052,notenergetic
62.64657,3.754473,1.166526,1.046618,0.88468,15.87767,400.7619,0.031566,0.446785,0.003219,1.536105,304.1052,notenergetic
110.4203,6.143389,1.412427,1.562289,0.889806,94.53557,1600.114,0.042089,1.170906,0.014363,0.283484,861.0226,notenergetic
94.91283,5.937308,1.491564,0.903505,0.89235,75.49348,314.7236,0.019163,0.100712,0.011633,0.452997,1058.086,notenergetic
86.67156,5.76396,1.486102,1.013489,0.897601,105.4238,161.5368,0.01436,0.13718,0.016976,0.312456,785.7396,notenergetic
86.67156,5.76396,1.486102,1.013489,0.897601,105.4238,161.5368,0.01436,0.13718,0.016976,0.312456,785.7396,notenergetic
68.95718,4.256525,1.308524,0.442174,0.877544,107.8004,762.1954,0.025146,0.207553,0.01806,1.656656,530.6116,notenergetic
67.58123,4.991623,1.450737,0.749593,0.891306,14.10262,280.9443,0.012402,0.203418,0.0038,0.321884,448.0652,notenergetic
67.58123,4.991623,1.450737,0.749593,0.891306,14.10262,280.9443,0.012402,0.203418,0.0038,0.321884,448.0652,notenergetic
72.36376,4.564048,1.322173,0.72102,0.893314,182.1761,379.3568,0.025351,0.147915,0.008259,0.945456,519.8325,notenergetic
58.73908,3.708865,1.22392,0.409766,0.883704,178.9636,550.7576,0.015605,0.095535,0.010776,1.434799,428.0892,notenergetic
