@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute mfcc_sma_de[7]_minPos numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[10]_skewness numeric
@attribute mfcc_sma_de[10]_kurtosis numeric
@attribute mfcc_sma_de[12]_amean numeric
@attribute mfcc_sma_de[12]_linregc1 numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute output {energetic,notenergetic}

@data

0.049444,-0.000002,0.052922,0.67693,2.884065,-1.829587,-11.02654,-11.50669,-4.775448,-8.881522,7.968643,-2.781712,-10.76915,3.215615,-0.025975,-17.4102,12.47739,-1.050102,13.50591,12.88168,0.033878,0.112782,0.142412,0.334757,1.078428,6.479418,6.512681,-0.426193,0.00668,3.706259,0.894092,0.804938,353,0.004813,0.115912,3.147968,-0.002251,-0.000001,4.502644,energetic
0.024831,-0.000001,0.026768,1.393161,6.146777,-3.558323,-12.81534,-13.14475,-6.273085,-17.3397,4.289437,-3.565683,-22.06019,-0.515994,-3.889066,-21.87778,28.0181,-1.837539,12.54957,17.20962,0.019964,0.15124,0.149098,0.364981,0.968115,6.972807,6.312844,0.085544,-0.005264,5.053253,1.358671,1.500031,2554,-0.007877,-0.09969,3.525747,0.001643,0.000004,14.26579,energetic
0.052813,-0.000002,0.055393,0.65909,5.175577,-2.624547,-11.82384,-13.28869,-6.817595,-15.9482,3.492031,2.209419,-18.67989,-0.298429,-0.698234,-23.52822,27.36491,-5.340731,12.41395,17.13088,0.021174,0.132187,0.155028,0.34949,1.215894,10.15907,7.142126,0.171374,0.003615,4.976313,0.998027,1.336905,2511,0.006112,0.111541,3.58725,-0.002483,0.00001,12.5657,energetic
0.049131,-0.000004,0.055462,0.544075,2.642844,3.537017,-9.96425,-11.484,-4.625451,-14.37723,2.749602,0.865689,-16.81814,-2.698242,-2.341334,-16.02962,22.49004,-2.392621,10.45798,19.72217,0.013309,0.091354,0.130023,0.291014,1.275305,36.18126,7.28359,-1.111244,0.002902,4.309565,0.922923,1.105058,2769,-0.008458,-0.032609,3.197353,0.002732,0.000006,5.271656,energetic
0.053762,0.000004,0.047946,1.537692,5.981598,0.615871,-13.34977,-13.44096,-2.8398,-13.98305,2.825582,-4.084697,-24.69376,-2.751501,-1.236762,-23.1859,28.19686,-1.840883,10.86524,17.0553,0.00484,0.124438,0.12936,0.412088,0.489096,2.566772,7.48545,0.188649,0.001222,3.543185,1.921503,2.361312,1582,0.008531,0.083666,3.303538,-0.00167,0.000001,5.941316,energetic
0.046181,-0.000002,0.049118,0.428116,2.594507,3.39708,-10.58918,-11.73129,1.185262,-19.23375,4.121444,0.505584,-25.99475,-3.689493,-1.183582,-20.90859,26.68403,-4.327397,20.71284,24.74786,0.010284,0.098393,0.138826,0.427911,0.596914,2.049278,5.191311,-0.747884,-0.002815,3.603827,1.296984,1.41573,2010,0.017509,-0.076558,3.384305,0.002616,0.000002,5.61587,energetic
0.051156,0.000002,0.04862,0.913523,6.085551,-0.214431,-9.242582,-8.145373,-6.145508,-10.0323,2.657492,2.014291,-12.14522,0.999508,0.218721,-9.641884,15.46707,2.973429,19.43937,15.50989,0.016334,0.094831,0.139785,0.365927,0.958823,5.924944,15.87335,-1.648002,-0.000243,4.081646,0.782241,0.802358,2656,0.011784,0.084416,3.198276,-0.000423,0.000002,9.118915,energetic
0.049617,-0.000001,0.051334,0.200423,2.811403,4.253493,-11.62244,-11.67683,-2.728472,-14.87702,3.083782,0.042549,-10.81582,1.515849,-1.743936,-16.44666,14.07973,-0.431769,16.60366,12.75908,0.010889,0.114504,0.128756,0.29931,1.368134,12.52125,5.97527,-0.989967,-0.000865,3.859256,0.735804,0.953721,2947,-0.013999,-0.066345,3.716679,-0.002239,0.000004,4.798774,energetic
0.022535,-0.000001,0.024481,0.044706,2.747599,5.167243,-6.848264,-8.247508,-3.696135,-13.91255,2.849972,0.232704,-19.41082,-0.105327,-1.317249,-12.17345,22.72411,-0.853812,7.767292,16.88649,0.006655,0.069823,0.130093,0.349716,0.824107,10.51206,10.33333,-1.577892,-0.000739,4.064325,0.767021,1.041303,2687,-0.004474,-0.005348,3.304248,0.002335,0.000003,9.558521,energetic
0.032889,0.000002,0.029698,0.865155,3.119181,-6.105133,-11.47792,-11.48815,-1.699363,-11.49615,3.427422,1.891427,-11.90555,-0.472837,-0.23162,-9.749005,8.877772,-2.639979,6.238655,6.03106,0.030248,0.123106,0.129432,0.215839,0.766235,0,8.638061,0.089142,0.000995,3.320191,0.548749,0.840398,543,0.00512,0.031902,3.031741,0.000164,-0.00001,4.282543,energetic
0.064884,-0.000006,0.074187,-0.011899,2.746019,-2.94066,-11.44341,-11.8476,-5.505737,-8.531373,4.223913,0.862529,-10.85303,-0.026988,1.349998,-13.73958,14.26171,1.593016,6.9888,10.85713,0.010889,0.12236,0.13271,0.299588,0.914953,34.83877,5.513844,0.053835,-0.000383,3.818386,0.676757,0.735217,2109,0.002632,0.036088,3.113638,0.0012,0,5.366603,energetic
0.046837,0.000001,0.044712,1.32155,6.167148,-3.329246,-11.07299,-11.78542,-0.641782,-9.875662,3.010217,0.350166,-14.91644,0.307588,-0.744791,-11.93428,26.11736,0.25164,9.319054,13.66057,0.033878,0.100696,0.134368,0.297932,1.183641,24.6147,9.174715,-0.710963,-0.001199,4.030658,0.83721,0.955521,2038,0.001726,0.01527,3.747383,0.00098,-0.000001,12.64904,energetic
0.01346,0.000002,0.010153,0.700384,3.505968,-0.539434,-11.6642,-12.52587,-2.130994,-23.22685,3.044066,0.886861,-23.83682,1.116974,1.133177,-21.20129,28.75268,-0.658879,13.36583,17.00033,0.015124,0.11015,0.133878,0.372882,0.705748,3.875952,7.005721,-0.534679,-0.000006,5.169953,1.924805,1.564694,1580,-0.002498,0.252739,3.894445,0.000672,-0.000002,15.064,energetic
0.016766,0.000002,0.014222,0.685475,2.79136,2.995381,-6.918979,-6.047523,-0.873516,-9.371999,3.618697,2.081649,-18.42946,-2.774713,-1.808814,-14.82105,26.38032,0.430928,12.93251,16.88873,0.00605,0.071244,0.136543,0.365544,0.840209,5.358212,6.647243,-1.315038,0.000405,3.672438,1.222492,1.247243,1143,0.011278,0.155362,3.616033,-0.001403,-0.000002,8.449679,energetic
0.044494,0.000009,0.030676,0.818302,4.392408,3.978819,-8.859696,-5.659174,-1.435193,-11.85062,5.554874,6.831575,-35.15774,-0.242717,3.92556,-15.057,18.72748,-2.1025,14.80424,22.79003,0.009679,0.070121,0.137565,0.384857,0.832152,4.267533,6.281362,-1.158147,-0.001069,3.977145,0.978907,1.392034,1659,0.003377,-0.140062,3.904812,-0.001067,0.000001,6.416203,energetic
0.05637,0.000013,0.036994,0.327789,2.397159,-2.456691,-11.80008,-8.84284,-5.237146,-9.195397,2.999892,1.499629,-12.73781,2.748606,1.530926,-14.74553,25.98961,-2.074709,13.88084,17.30886,0.019964,0.115467,0.133334,0.298042,0.951057,36.76191,5.20184,-0.337818,0.000026,4.310755,1.0345,1.28223,1515,0.002783,-0.02074,3.918152,-0.001019,0.000002,4.682539,energetic
0.029262,-0.000005,0.036688,0.755477,3.213936,0.324561,-12.17077,-12.44014,-3.096026,-17.7995,3.842083,2.158945,-13.2731,4.761758,6.020592,-20.71389,31.54552,-1.338429,19.79078,26.64175,0.009074,0.104506,0.131059,0.330141,1.328569,12.181,6.335197,-0.686849,-0.00395,4.275877,1.475144,1.378383,2365,0.0045,-0.127369,3.197448,-0.000632,0.000001,9.751824,energetic
0.027062,0.000002,0.024565,-0.011872,3.129381,-9.369991,-14.30217,-13.57,-6.719785,-7.235996,3.184754,1.185544,-12.15168,1.475946,-0.763973,-12.1383,18.75491,-1.500133,11.53757,13.22757,0.048397,0.155834,0.156362,0.373225,0.49712,7.893378,5.670789,-0.478032,-0.000249,3.321812,0.668993,0.876489,1704,0.005472,0.065695,3.267615,0.002434,0.000005,5.818783,energetic
0.038959,0.000007,0.028759,0.743675,3.270214,-1.427863,-8.212558,-8.618701,-13.08559,-13.80014,2.465724,-5.296342,-13.58708,0.760642,-0.541361,-20.22897,21.50239,-0.457725,10.79318,27.31804,0.039322,0.113792,0.137565,0.405495,1.245605,5.143361,6.058825,-1.460936,-0.004707,5.441913,1.632458,0.95256,1510,-0.006503,0.247471,3.427318,-0.001609,0.000009,6.201599,energetic
0.041459,0.000002,0.037814,0.432358,3.387532,4.925182,-10.15194,-9.416412,-7.516325,-20.75246,2.987097,-5.320948,-15.51195,3.446366,-0.38897,-13.40923,32.0012,-5.430357,17.1212,28.89039,0.016334,0.114225,0.130131,0.467346,0.209171,1.843773,5.452108,-1.404632,-0.003828,4.356565,1.261082,1.286533,1351,-0.002186,0.173646,3.939324,0.000253,-0.000001,6.135809,energetic
0.069389,0.000011,0.053285,0.362378,2.989861,-4.602447,-12.4066,-9.580165,-2.844767,-11.54657,3.028913,2.600336,-10.23038,2.856382,1.295619,-10.49234,15.17733,0.112831,11.37218,15.76369,0.022384,0.112716,0.134613,0.285547,1.060743,70.66122,6.22714,0.05088,0.002044,4.325422,0.825167,0.909106,1253,-0.002291,0.031978,3.473341,0.003534,-0.000005,4.026713,energetic
0.071241,-0.000007,0.08231,-0.608273,4.272594,-5.883079,-15.50598,-14.85896,-5.587387,-19.45107,5.029608,2.218593,-26.62208,-2.01361,-1.386995,-25.79257,23.67817,1.277371,17.45557,24.40925,0.038113,0.179581,0.143415,0.319196,1.552056,6.182151,5.310743,-0.426006,-0.003476,7.812568,1.334243,1.548359,1587,0.000894,0.174029,4.694176,-0.002507,-0.000007,4.225295,energetic
0.027969,0.000014,0.006367,1.622975,7.72682,17.09386,-6.620082,2.168728,-4.670483,-11.57535,3.041294,-1.088963,-19.70601,-2.481017,-3.786519,-20.68132,32.25524,1.59822,16.22709,18.11925,0.006655,0.09602,0.149657,0.415,0.62964,2.667945,19.44403,0.008784,-0.00101,3.894116,1.013303,1.315215,1012,-0.009817,-0.008877,3.370728,-0.000477,0.000005,7.219036,energetic
0.031259,-0.000002,0.034985,3.058244,15.53095,-3.518252,-10.10064,-10.6096,-0.678938,-6.064804,3.320844,0.748637,-19.22164,-2.320782,-0.637594,-9.078007,17.68988,1.015007,10.54448,13.19167,0.00363,0.077858,0.153393,0.325164,0.841341,25.66323,12.7133,-0.410903,0.000422,3.600478,0.977253,1.01826,2283,0.006757,0.121199,3.080523,0.00045,0,8.861079,energetic
0.062018,-0.000001,0.064218,-0.148002,2.476875,2.650956,-11.25994,-12.13247,-2.779951,-11.10327,2.934334,-0.114824,-22.78171,-1.22183,0.79509,-13.69437,17.00273,-0.430137,6.813118,12.7454,0.008469,0.105547,0.141896,0.344837,1.036875,7.65946,7.296067,-1.489789,0.000131,5.283903,0.991331,1.077274,1503,-0.008319,-0.034085,3.068853,-0.00041,0.000004,5.556695,energetic
0.03749,0.000002,0.034442,1.719765,8.854792,8.632374,-7.052422,-8.908888,-4.582923,-20.77373,3.588518,-7.053162,-21.21145,-2.85749,-4.038642,-26.18055,38.35112,-6.108315,13.91438,26.12619,0.014519,0.084989,0.104697,0.385594,0.689436,5.870525,9.569537,-1.157302,0.004527,4.497516,1.074326,0.870607,1471,-0.00565,0.029189,4.021117,-0.001525,0.000002,14.88907,energetic
0.0507,0.000004,0.044064,0.458781,3.444197,-0.650305,-9.278501,-7.832398,-7.233752,-12.34748,2.989087,-1.797217,-16.32182,-3.415308,-2.550897,-16.04132,15.65878,-1.20887,13.03979,14.92421,0.035693,0.10427,0.129009,0.33476,1.156871,7.39984,5.090671,-0.306866,-0.000558,4.534787,0.880392,0.928193,1765,-0.002343,0.116751,3.198685,0.000877,0.000003,5.985508,energetic
0.040402,0.000002,0.037193,0.356267,2.509,3.342738,-11.31376,-11.47838,-3.818199,-9.720981,3.374305,0.308275,-19.29971,0.629435,0.241329,-17.47908,20.12223,-1.478921,17.79959,18.65068,0.004235,0.102384,0.130691,0.370647,0.796016,4.916411,6.105326,-0.810174,-0.001425,5.259258,1.065472,1.019475,134,0.005091,-0.040213,3.230156,-0.00139,0.000003,6.968531,energetic
0.059271,0.000009,0.0451,0.67389,4.845818,-2.758533,-9.564678,-8.760052,-5.491379,-12.4173,2.6585,2.461863,-16.61572,1.074937,-5.158933,-17.25593,23.42301,0.598673,17.69234,37.64729,0.026618,0.105981,0.167861,0.429064,0.256503,3.87848,9.053479,-0.880908,-0.000757,4.248397,0.624862,0.73597,2829,-0.009218,0.086225,3.376473,0.000978,-0.000013,9.746504,energetic
0.007739,0.000005,0.000676,0.718139,3.345398,-2.775024,-13.284,-13.47083,-6.076955,-20.27529,3.642288,0.273874,-26.25839,-4.140157,-0.486528,-30.61899,20.51519,-2.100898,9.157239,15.94775,0.016939,0.140464,0.130646,0.375618,1.077107,2.99033,7.726576,-0.397212,0.004658,3.688359,0.836692,1.044551,2444,0.018896,-0.081176,3.893717,-0.001491,0.000001,14.32411,energetic
0.052396,0.000013,0.03331,1.10375,4.667482,3.315271,-7.961319,-4.120401,-3.55614,-12.82227,2.852205,4.971628,-11.03417,1.363179,-1.767014,-13.5798,13.04371,0.551427,12.56159,14.45339,0.015729,0.070995,0.141263,0.300998,1.092104,40.65244,8.700089,-0.849909,-0.000007,4.287395,0.775011,0.761174,1690,-0.011956,0.080774,3.316961,0.002571,0.000007,7.443314,energetic
0.036913,-0.000001,0.03857,1.042974,4.274276,0.453051,-10.03104,-9.583858,-1.017574,-12.89407,3.64197,1.739001,-14.62959,1.381621,0.92495,-14.09559,18.42035,3.035601,20.1838,15.63476,0.00242,0.051821,0.127669,0.289664,1.976255,9.504901,6.808953,-0.650335,-0.002691,4.047237,1.049569,1.106548,2298,0.008094,-0.101481,3.608878,0.000329,0.000005,7.095892,energetic
0.048724,0.000007,0.037866,0.665297,4.593861,-0.21239,-9.907369,-7.691755,-6.598168,-14.56006,3.17656,-0.861646,-14.48517,-1.273312,0.122089,-16.97907,18.84593,-1.575289,14.22418,13.71731,0.013914,0.107168,0.135857,0.307168,1.000692,26.31045,8.419065,-0.749159,-0.000375,4.561136,1.049826,1.192069,970,-0.007334,0.321086,3.522342,0.004484,0.000001,9.958117,energetic
0.01559,0.000008,0.00326,1.373547,4.397655,13.39262,-4.723984,-2.785402,-2.62493,-30.73675,3.016682,-8.873022,-26.81598,-5.523197,-9.234515,-26.44549,36.30862,-5.571988,10.96582,23.81857,0.019359,0.073294,0.145476,0.456127,0.316604,2.767224,16.36504,-0.978864,-0.002179,5.486145,1.179011,1.068207,1477,0.005332,0.053558,3.591132,0.002492,-0.000002,30.58187,energetic
0.018984,-0.000001,0.019986,0.419361,3.150646,3.057534,-4.035632,-4.349297,1.399926,-9.960237,3.093266,-0.354976,-16.22947,-0.250789,-3.065679,-15.51046,20.02822,-1.291677,18.07427,14.25175,0.009074,0.033876,0.150506,0.327131,1.618529,22.15557,6.00481,-0.709952,0.003283,4.032982,0.682385,0.795988,2352,0.010079,-0.079769,3.086663,-0.001471,-0.000002,5.815942,energetic
0.031171,0.000001,0.02992,0.263674,3.541301,-7.448964,-11.65791,-11.12978,-5.352615,-12.33329,2.807752,-4.703074,-15.17552,-2.808996,-1.278073,-20.31832,15.35398,-0.51936,5.967295,13.75313,0.049002,0.122186,0.138479,0.249829,1.007582,1014.038,8.905433,0.265351,0.000423,3.50835,0.979451,1.117194,2008,-0.004293,0.065818,3.224408,0.000145,0.000003,5.932735,energetic
0.064994,-0.000002,0.067917,0.612334,2.765903,-5.754972,-12.44744,-12.88907,-4.27886,-8.692079,2.89891,1.720172,-11.6715,2.590369,-2.778074,-15.82645,14.88933,0.61916,12.59366,18.32506,0.033878,0.122912,0.13926,0.279513,1.436399,23.25736,5.376548,-0.671055,-0.000038,3.545617,0.735275,0.799868,2494,-0.000295,-0.133838,3.139772,-0.00344,-0.000002,4.152411,energetic
0.084745,0.000007,0.074603,-0.265226,2.381316,-6.613904,-14.522,-15.02553,-2.737325,-13.10592,2.96846,-1.093212,-22.4247,-0.552354,0.519648,-17.67296,24.2209,-1.304564,15.62547,22.52945,0.032063,0.154916,0.13508,0.368899,0.884632,4.899145,7.174515,-0.374211,0.000329,4.85792,0.989794,1.010055,2117,-0.003123,-0.178784,3.580117,-0.000831,-0.000006,8.290723,energetic
0.084928,-0.000004,0.09105,0.732149,6.723409,-5.747913,-13.48855,-12.91209,-5.804308,-7.945187,3.153946,0.230167,-10.13718,3.094739,-0.830862,-16.53757,18.95533,-1.629175,11.84817,12.73039,0.030248,0.148266,0.147888,0.364118,0.817713,6.888727,7.241167,-0.152919,0.000431,4.32262,0.982688,0.945594,903,0.007777,-0.085279,3.468568,-0.003285,0.000006,5.444726,energetic
0.069757,0.000006,0.060852,1.06701,4.397795,-8.771198,-16.31872,-16.53131,-2.837043,-14.91426,2.69612,-0.724825,-13.66171,0.753022,-2.425366,-14.66861,15.11201,-3.569588,11.96819,10.62502,0.041137,0.174063,0.147096,0.22265,2.769147,503.9895,6.74957,0.414853,-0.001539,4.180104,1.039374,1.066893,1675,-0.002185,0.060521,3.386333,-0.002101,-0.000001,5.956088,energetic
0.092711,-0.000003,0.096823,0.787373,3.44382,-3.647826,-13.90463,-15.83045,-1.667891,-19.38381,3.076802,0.50712,-23.1655,-3.06334,-0.706696,-19.83674,24.94246,0.045984,17.99036,18.0214,0.00484,0.154494,0.134497,0.353917,0.995342,8.163687,6.063477,0.177816,0.002691,4.846564,1.932821,1.626661,212,-0.01166,0.009378,3.752518,-0.000689,-0.000002,6.729334,energetic
0.030581,-0.000003,0.03467,0.733842,4.53146,15.89264,-9.746307,-10.75084,-7.699804,-25.74729,2.844362,-1.162073,-28.88456,1.739268,-2.023277,-30.4115,48.52007,-1.405277,19.28924,34.22458,0.003025,0.10473,0.117973,0.42906,0.777284,3.335593,10.99123,-0.430817,-0.000995,7.395773,2.246241,2.097799,1046,0.0092,-0.012262,7.484471,0.002548,-0.000004,20.79028,energetic
0.080904,0,0.081264,1.952315,10.57825,-8.583957,-13.61799,-13.71961,-7.785015,-12.85537,3.068826,-3.752792,-14.38466,0.04775,-1.279028,-14.0775,18.35275,-3.391117,11.77559,14.73201,0.082275,0.167134,0.134999,0.316706,1.13144,39.81779,11.44482,0.208374,-0.000374,3.376219,1.025842,1.129517,623,-0.005692,0.172977,3.276129,0.001182,0.000005,7.422158,energetic
0.030758,-0.000003,0.034646,1.54612,6.508484,9.966,-5.604851,-7.330883,-5.303843,-11.50399,2.618378,4.460315,-12.63455,0.532497,3.536951,-9.778066,13.08599,2.418797,9.9697,14.89815,0.00605,0.061487,0.11909,0.379959,0.687965,7.68428,6.998632,-1.009887,0.000779,4.959161,0.914126,0.999203,1431,0.000012,-0.048166,3.489303,-0.000459,0.000003,7.077871,energetic
0.019119,0,0.019208,0.754914,5.034825,9.581169,-0.676913,0.790812,-4.540232,-19.45182,2.988817,0.592522,-23.23185,-7.26242,1.787762,-24.42282,36.23347,0.471905,8.546412,38.1386,0.019359,0.063356,0.160248,0.553978,-0.04844,1.701428,29.54691,-1.002065,0.002595,7.839172,0.666573,0.959105,2549,0.005098,-0.080154,3.667863,0.000981,0.000005,54.83065,energetic
0.030028,0.000005,0.022279,2.098615,8.65965,1.584934,-8.028373,-8.817513,0.83287,-12.47523,3.399372,-1.725102,-20.60602,-2.742958,-0.991483,-21.58587,19.02691,-0.644616,12.20705,14.49536,0.012704,0.06963,0.140328,0.293179,1.505595,24.57596,6.673733,-0.987916,-0.003239,3.909878,0.66973,0.944434,1060,0.002473,-0.119528,4.052182,-0.001338,-0.000012,6.662847,energetic
0.045371,0.000008,0.034043,0.766891,3.807731,-1.690444,-14.44071,-13.58864,-3.023985,-16.62305,5.78726,-0.765063,-14.07669,1.789279,-0.638105,-23.59099,33.08962,-1.416098,15.77948,15.93241,0.014519,0.156129,0.130592,0.317877,1.176299,12.9824,5.444123,-0.487872,0.003772,4.448654,1.290532,1.455338,2397,-0.016534,0.138306,3.842887,-0.004814,0.000001,8.327271,energetic
0.051946,0.000001,0.050194,0.994654,4.487191,-10.58039,-16.26825,-16.53023,-0.272842,-3.089224,3.776756,-3.377186,-13.44538,-3.470709,2.567185,-9.530332,11.66212,-2.754806,9.862762,7.775068,0.030853,0.175231,0.141871,0.239578,2.243016,223.6766,6.801323,0.089295,0.000555,3.832389,0.610975,0.633319,2017,-0.005656,0.024456,3.18509,0.001712,-0.000003,5.489646,energetic
0.012909,0,0.012868,0.980673,4.686415,1.6064,-7.355662,-7.031445,5.641471,-14.0912,3.252348,-2.669661,-17.10626,-0.153329,-2.022388,-21.7187,23.53119,-4.612463,11.73698,18.04297,0.008469,0.049544,0.168929,0.41325,0.742447,3.641533,8.527074,-0.068127,-0.000337,4.381384,1.209607,1.41514,946,-0.012215,0.256845,3.356139,0.003087,0.000005,22.80548,energetic
0.053945,0.000003,0.049838,1.087606,6.142001,-2.419381,-7.75585,-7.625768,-3.968526,-10.94298,2.841129,-1.83027,-9.026114,1.881777,0.362208,-12.91103,16.16673,-2.301544,5.880849,8.539724,0.016939,0.076309,0.127409,0.294973,1.184218,14.17693,6.516134,-0.815898,-0.000626,4.706488,0.64019,0.761618,129,0.012774,0.096397,3.108485,0.001384,-0.000003,5.845255,energetic
0.011233,0,0.011957,0.988301,3.393836,6.395887,-7.170105,-6.525193,-2.06987,-17.2861,2.578137,-0.762887,-18.644,-1.846074,-2.045732,-20.16849,22.6487,-4.063595,15.89474,20.71372,0.008469,0.081638,0.140004,0.430439,0.762801,2.548248,8.336293,-0.47873,0.002554,3.87549,1.111629,1.535013,2081,-0.000177,0.168076,3.397454,-0.001786,-0.000001,19.32699,energetic
0.039052,0.000002,0.036396,1.011592,4.277409,-0.803565,-9.642219,-9.728564,-1.657478,-15.85034,3.215548,-1.12445,-17.12811,-2.360205,0.894522,-16.4094,28.58936,-0.118384,13.83202,24.36788,0.00363,0.067972,0.143086,0.351334,1.053428,7.778481,4.665169,-0.31731,-0.002945,3.926321,0.792033,0.858958,2867,-0.011633,-0.334285,3.934408,0.000352,-0.000001,6.207501,energetic
0.029021,-0.000004,0.034625,2.796309,11.79803,0.649262,-9.562224,-10.08118,-1.131854,-27.80422,3.42249,-1.71051,-30.05903,-4.909154,-5.935934,-21.56238,41.92974,-4.63353,11.20077,24.19825,0.004235,0.105737,0.140483,0.391586,0.761011,3.442242,17.41901,-0.258695,-0.003751,4.098562,2.389867,1.891596,226,-0.017855,-0.091861,3.319955,0.000291,0.000012,8.558971,energetic
0.023419,0.000003,0.018231,0.355912,2.452069,2.554544,-6.074384,-5.654757,-5.759132,-19.93299,3.566808,-1.116782,-28.94021,-6.495103,-0.41577,-24.74985,43.71114,-1.523151,16.02792,32.89798,0.00484,0.082968,0.131027,0.539537,-0.014674,2.130103,8.174609,-0.393095,-0.004506,5.24538,0.77628,1.094704,2716,-0.006154,-0.113595,3.730592,-0.002303,0.000002,13.8349,energetic
0.040501,0.000004,0.034704,1.128337,3.893555,-3.268056,-9.540256,-8.947416,-6.163874,-8.844383,3.229872,-0.012946,-12.97504,3.5043,2.052131,-9.068305,13.50523,2.430228,11.11779,7.957198,0.00605,0.079812,0.128138,0.277399,2.019964,12.96601,6.209605,-0.706348,-0.001337,3.683127,0.767874,0.689237,2970,0.003201,0.042961,3.580854,-0.002217,-0.000004,3.831047,energetic
0.046935,-0.000011,0.063097,0.341172,2.995089,6.225037,-11.76736,-11.95565,-0.119828,-25.46678,5.435672,-0.296857,-21.19937,0.790297,0.70754,-21.01855,24.47239,-0.176389,16.42217,15.97136,0.016334,0.102965,0.147036,0.34844,1.208634,6.323799,5.628515,-1.189223,0.002179,5.198028,1.015134,1.140414,1998,0.002869,-0.00174,3.92835,-0.00119,-0.000008,15.75109,energetic
0.048348,0.000001,0.047125,1.554541,5.768065,-2.577358,-11.48537,-10.78331,-1.158104,-14.98754,3.274412,2.102601,-9.298138,4.437737,2.213809,-12.37685,20.07397,-0.180192,9.685599,13.01875,0.010889,0.102229,0.147231,0.278647,1.26582,45.43851,6.294001,-0.524981,-0.000095,3.423383,0.854185,1.219291,2662,-0.000817,0.145757,3.532833,0.000649,-0.000001,5.348681,energetic
0.022028,0.000002,0.018994,0.515403,3.055174,-0.75495,-6.272064,-5.658186,-3.658947,-12.71476,3.228036,2.582309,-13.63762,3.28,-0.174903,-13.33811,17.92605,-2.319737,11.87163,14.35311,0.010284,0.057028,0.167801,0.366147,0.712232,10.23267,10.01506,0.114824,-0.001271,4.374434,0.755676,0.853482,1092,-0.004524,0.076679,3.25903,-0.002317,0.000002,7.316023,energetic
0.063858,0,0.063168,0.331246,2.667372,-5.480878,-13.12992,-12.87532,-1.798156,-13.35688,3.097054,-4.29685,-12.85845,-1.69906,3.318076,-14.05183,14.17995,-4.173298,10.59375,13.97293,0.042952,0.140821,0.130619,0.23218,1.805015,521.2274,5.775465,-0.864685,-0.000174,3.665835,0.860633,1.012269,937,-0.0014,-0.262044,3.408186,0.002021,0.000002,4.737892,energetic
0.01525,0.000004,0.009358,0.932364,3.624798,-1.065116,-12.20824,-8.188783,-6.492536,-19.34961,2.932648,-4.108591,-17.42485,0.682195,0.763862,-21.41425,33.2653,-6.486205,9.729632,19.60778,0.006655,0.12144,0.138708,0.535183,0.149045,1.194745,6.744382,-0.414455,0.003435,3.957635,1.217553,1.227519,1648,-0.000544,0.616935,5.237734,0.000801,0.000001,6.602379,energetic
0.020194,0.000009,0.006545,2.304372,11.61747,1.728153,-6.85608,-4.906934,-0.436387,-11.88642,3.58527,0.410606,-15.84409,0.298094,-1.714312,-13.06273,16.75051,-2.045552,9.01584,11.09899,0.00726,0.052262,0.153448,0.326169,1.08426,16.76606,17.21169,-0.951903,-0.00276,4.328119,0.882486,0.871858,2224,0.000822,-0.061577,3.126455,0.000708,0.000002,11.52474,energetic
0.03027,0.000005,0.022444,1.305377,3.607342,7.549774,-8.250475,-12.04804,-2.425556,-19.01138,3.391239,1.803998,-22.46276,-1.41014,-1.299252,-19.25592,23.42099,0.652221,17.98166,21.67526,0.00363,0.091657,0.126534,0.356588,1.203575,6.107766,4.901828,-0.114699,-0.002997,4.462472,2.798167,2.059406,2854,-0.002238,-0.203129,3.314582,-0.002381,-0.000005,5.572193,energetic
0.04029,0.000001,0.038982,1.761767,6.57249,2.037291,-9.812455,-9.939741,-1.36654,-10.3158,2.96297,1.867252,-15.28106,1.123951,1.815809,-9.087853,14.51945,1.285336,9.077081,13.17197,0.00726,0.084661,0.138616,0.272932,1.672229,40.55371,9.628066,-1.266826,0.000067,4.170687,0.978626,0.973926,538,-0.005348,0.065074,3.452613,-0.000183,-0.000002,6.72905,energetic
0.043223,0.000005,0.036028,1.336021,5.861434,1.029754,-8.890422,-7.81065,-1.688615,-11.86956,3.039681,0.650976,-14.91392,-0.216432,1.579866,-16.25127,19.2878,-1.000664,10.61664,11.42555,0.008469,0.076418,0.139847,0.329429,1.022955,5.709364,5.789699,-1.031649,0.001918,4.160734,0.833638,1.0544,1637,-0.008039,0.036664,3.386877,0.001555,-0.000003,4.891862,energetic
0.003818,0,0.003209,5.8663,47.47401,13.67653,1.821882,2.782113,7.478027,-12.21439,3.714004,-4.952276,-14.93522,-1.182812,-0.20904,-16.63553,19.53248,-3.816789,7.209971,12.23779,0.003025,0.027945,0.166787,0.458377,0.515169,3.328154,54.69044,-0.756862,-0.000662,5.816743,0.604798,0.832642,1014,0.004756,0.090325,3.508436,0.003803,0,62.3019,energetic
