@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.03954,0.140628,6.098035,-0.182182,1.085327,0.125325,0.231562,0.06474,0.051323,1.813238,4.747215,6.589421,7.441955,0.526532,0.621369,0.275569,0.385356,0.43288,0.384728,0.398193,0.136818,0.312499,0.412138,2.538709,0.255543,1.886977,2.222856,2.742758,2.97719,0.230449,0.183136,0.162478,0.06748,0.074014,0.063397,5.43788,1.360014,0.581813,0.907824,0.63528,0.53596,0.000513,0.159036,0.400237,0.10138,0.08415,0.027293,0.072243,0.141142,0.234744,0.60241,0.129821,0.595541,1.038968,0.044158,0.024974,0.035447,0.065656,11939.377685,34.148509,46.56734,39.951604,1.004097,90.36765,5.282582,1.382722,0.534687,1.075511,0.876344,0.147682,195.4057,6.216584,224.6145,1.052251,0.019332,0.030302,0.25871,0.000468,0.014487,28733.96,0.491953,0,0.715047,0.078804,0,0.203891,0.005761,493.8016,75228.28
0.03954,0.140628,6.098035,-0.182182,1.085327,0.125325,0.231562,0.06474,0.051323,1.813238,4.747215,6.589421,7.441955,0.526532,0.621369,0.275569,0.385356,0.43288,0.384728,0.398193,0.136818,0.312499,0.412138,2.538709,0.255543,1.886977,2.222856,2.742758,2.97719,0.230449,0.183136,0.162478,0.06748,0.074014,0.063397,5.43788,1.360014,0.581813,0.907824,0.63528,0.53596,0.000513,0.159036,0.400237,0.10138,0.08415,0.027293,0.072243,0.141142,0.234744,0.60241,0.129821,0.595541,1.038968,0.044158,0.024974,0.035447,0.065656,11939.377685,34.148509,46.56734,39.951604,1.004097,90.36765,5.282582,1.382722,0.534687,1.075511,0.876344,0.147682,195.4057,6.216584,224.6145,1.052251,0.019332,0.030302,0.25871,0.000468,0.014487,28733.96,0.491953,0,0.715047,0.078804,0,0.203891,0.005761,493.8016,75228.28
0.031975,0.054677,7.603205,0.631613,0.023043,0.26011,0.059152,-0.002544,0.165223,1.816899,3.316149,4.562106,8.021827,0.635226,0.651495,0.473702,0.397402,0.379183,0.399735,0.369682,0.128769,0.236681,0.387937,2.574807,0.271729,1.572546,2.994178,3.111626,3.719652,0.195404,0.187839,0.178022,0.063302,0.060852,0.068411,6.103642,1.108092,0.316782,0.404412,0.217998,0.203243,0.000079,0.220557,0.313336,0.127458,0.091516,0.018117,0.064335,0.117453,0.242266,0.447566,0.079615,0.31007,0.905435,0.029177,0.02778,0.037492,0.075988,9066.910159,54.704901,19.261214,14.852489,1.005143,69.65752,3.990377,1.201325,0.789558,0.798704,0.890163,0.149314,171.5949,6.695805,286.8936,0.941748,0.017454,0.02015,0.159019,0.000238,0.01475,25481.35,0.716815,0,0.814913,0.105575,0,0.15093,0.003995,361.6678,11625.2
0.140174,0.300814,2.136802,-0.210711,-0.467253,0.240163,0.398266,0.183149,0.321586,1.878689,3.287806,4.655318,6.728676,0.577832,0.527397,0.490153,0.360287,0.464935,0.376416,0.236572,0.207294,0.35911,0.545233,2.559083,0.29973,1.489865,1.833282,2.207546,2.665062,0.234701,0.206859,0.196812,0.052096,0.055199,0.079738,4.928451,0.596481,0.478393,0.329288,0.294997,0.238225,0.000233,0.189475,0.322962,0.097364,0.11377,0.029942,0.078192,0.121499,0.239262,0.278867,0.119437,0.332449,0.797536,0.028773,0.037876,0.049368,0.076912,16530.141823,48.061382,34.805128,61.04461,1.003911,98.66378,6.968339,1.657787,0.538293,0.981884,0.886455,0.12968,34.08581,4.633863,228.896,0.720097,0.012082,0.004934,0.114204,0.000101,0.026335,1611.396,0.361918,0,0.852863,0.112453,0,0.125571,0.00417,1576.365,383624.9
0.057839,0.522674,1.901093,1.360696,0.805206,0.155781,0.012212,-0.180801,-0.187629,2.002671,3.496756,4.410065,6.088574,0.56197,0.512868,0.487746,0.464257,0.455024,0.409861,0.270101,0.104544,0.309602,0.525856,2.611146,0.303708,1.618207,2.009398,2.043677,2.035292,0.247675,0.214254,0.210547,0.074271,0.070316,0.064185,8.715036,1.089963,0.755415,0.503907,0.617082,0.413395,0.000173,0.17032,0.376232,0.120514,0.187681,0.051441,0.089969,0.140012,0.245992,0.537438,0.261354,0.526203,0.905702,0.042147,0.032304,0.045871,0.08712,7332.258077,38.034677,33.380921,35.52005,1.007126,64.16267,5.658641,1.626831,0.630761,0.674072,0.885441,0.059968,17.39616,4.136972,920.5238,2.538913,0.053031,0.15457,0.505711,0.000674,0.016072,981.7941,1.540793,0,0.637151,0.063298,0,0.231344,0.004352,688.8901,766493.4
0.040689,0.129732,4.361103,0.644529,-0.080889,0.219692,0.402305,-0.121913,0.010288,1.866714,3.213069,4.077088,5.481255,0.567911,0.61089,0.520556,0.497667,0.47472,0.479944,0.291055,0.146344,0.29536,0.462584,2.548754,0.295595,1.503466,2.392488,2.05511,1.930413,0.215743,0.202527,0.187104,0.060574,0.065302,0.069898,5.524869,0.739827,0.583343,0.286695,0.200352,0.185819,0.000222,0.177472,0.329634,0.093132,0.09486,0.031447,0.080734,0.129144,0.24472,0.404339,0.115868,0.401452,0.784851,0.027024,0.028649,0.039733,0.076313,14185.291133,65.915586,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.040689,0.129732,4.361103,0.644529,-0.080889,0.219692,0.402305,-0.121913,0.010288,1.866714,3.213069,4.077088,5.481255,0.567911,0.61089,0.520556,0.497667,0.47472,0.479944,0.291055,0.146344,0.29536,0.462584,2.548754,0.295595,1.503466,2.392488,2.05511,1.930413,0.215743,0.202527,0.187104,0.060574,0.065302,0.069898,5.524869,0.739827,0.583343,0.286695,0.200352,0.185819,0.000222,0.177472,0.329634,0.093132,0.09486,0.031447,0.080734,0.129144,0.24472,0.404339,0.115868,0.401452,0.784851,0.027024,0.028649,0.039733,0.076313,14185.291133,65.915586,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.040689,0.129732,4.361103,0.644529,-0.080889,0.219692,0.402305,-0.121913,0.010288,1.866714,3.213069,4.077088,5.481255,0.567911,0.61089,0.520556,0.497667,0.47472,0.479944,0.291055,0.146344,0.29536,0.462584,2.548754,0.295595,1.503466,2.392488,2.05511,1.930413,0.215743,0.202527,0.187104,0.060574,0.065302,0.069898,5.524869,0.739827,0.583343,0.286695,0.200352,0.185819,0.000222,0.177472,0.329634,0.093132,0.09486,0.031447,0.080734,0.129144,0.24472,0.404339,0.115868,0.401452,0.784851,0.027024,0.028649,0.039733,0.076313,14185.291133,65.915586,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.040689,0.129732,4.361103,0.644529,-0.080889,0.219692,0.402305,-0.121913,0.010288,1.866714,3.213069,4.077088,5.481255,0.567911,0.61089,0.520556,0.497667,0.47472,0.479944,0.291055,0.146344,0.29536,0.462584,2.548754,0.295595,1.503466,2.392488,2.05511,1.930413,0.215743,0.202527,0.187104,0.060574,0.065302,0.069898,5.524869,0.739827,0.583343,0.286695,0.200352,0.185819,0.000222,0.177472,0.329634,0.093132,0.09486,0.031447,0.080734,0.129144,0.24472,0.404339,0.115868,0.401452,0.784851,0.027024,0.028649,0.039733,0.076313,14185.291133,65.915586,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.040689,0.129732,4.361103,0.644529,-0.080889,0.219692,0.402305,-0.121913,0.010288,1.866714,3.213069,4.077088,5.481255,0.567911,0.61089,0.520556,0.497667,0.47472,0.479944,0.291055,0.146344,0.29536,0.462584,2.548754,0.295595,1.503466,2.392488,2.05511,1.930413,0.215743,0.202527,0.187104,0.060574,0.065302,0.069898,5.524869,0.739827,0.583343,0.286695,0.200352,0.185819,0.000222,0.177472,0.329634,0.093132,0.09486,0.031447,0.080734,0.129144,0.24472,0.404339,0.115868,0.401452,0.784851,0.027024,0.028649,0.039733,0.076313,14185.291133,65.915586,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.062988,0.177346,3.460122,0.08454,0.100667,-0.185375,-0.162485,-0.181954,0.100139,1.71044,3.941739,5.841602,8.925275,0.647604,0.656431,0.407648,0.317093,0.307412,0.272293,0.168951,0.172156,0.340106,0.504374,2.52627,0.29179,1.80801,3.133908,3.063126,4.004334,0.188241,0.209552,0.198916,0.050139,0.054249,0.061253,5.315866,0.482197,0.363089,0.199269,0.146121,0.385994,0.000035,0.173236,0.28566,0.101295,0.101282,0.021592,0.072151,0.121318,0.237384,0.19253,0.064534,0.466217,1.457889,0.024471,0.036898,0.045637,0.078415,11990.181567,65.391065,46.824971,117.353271,1.010286,88.04457,5.769192,1.46808,0.494835,1.148978,0.902183,0.135872,142.103,5.405881,101.74,0.46857,0.006681,0.008734,0.271103,0.000052,0.006613,13140.33,0.094861,0,0.859521,0.126177,0,0.120825,0.004319,690.8921,98258.55
0.035039,0.047358,9.667739,1.953185,-0.110218,-0.058408,0.166833,0.428531,-0.25104,2.200758,4.726536,6.420418,6.190099,0.30043,0.391807,0.225476,0.346304,0.400846,0.474748,0.440658,0.115129,0.168464,0.30571,2.608022,0.252609,2.058447,3.536378,2.828529,2.547698,0.181273,0.178064,0.141892,0.073751,0.085799,0.067913,7.263358,1.399924,0.908224,1.016839,0.57496,0.536398,0.000211,0.222326,0.538606,0.127275,0.120656,0.026712,0.083936,0.120831,0.244955,0.670791,0.204799,0.600964,1.002248,0.060881,0.027907,0.035943,0.08269,4455.149521,11.719005,13.166577,11.030849,1.003128,49.79701,2.922139,1.081868,0.685645,0.286311,0.843669,0.048287,94.16735,6.734488,371.9356,0.656432,0.022622,0.111548,0.050133,0.00064,0.002455,3684.454,2.203076,0,0.748336,0.091103,0,0.188455,0.004541,371.5626,15637.34
0.029855,0.062175,6.518204,0.639437,0.707106,0.084528,0.332976,-0.292565,0.098088,1.997923,3.413524,4.684289,6.146935,0.526578,0.52554,0.438795,0.4313,0.425854,0.400888,0.316491,0.134123,0.266885,0.40555,2.595533,0.25184,1.795121,2.119003,3.016979,2.508632,0.22113,0.1907,0.184059,0.086612,0.08669,0.081997,5.767077,1.095811,0.338484,0.275295,0.253985,0.23681,0.000065,0.203744,0.301224,0.102402,0.107589,0.015447,0.068346,0.125226,0.247299,0.461156,0.109287,0.326051,0.610131,0.032774,0.02982,0.03949,0.080171,11751.139078,36.328531,28.256463,38.250332,1.003405,71.48283,4.247804,1.25143,0.817492,1.100731,0.897762,0.150231,132.6651,6.706026,96.46214,0.580039,0.019488,0.040297,0.158452,0.000162,0.009621,9230.012,0.825067,0,0.874168,0.117865,0,0.110072,0.004478,340.278,25799.54
0.024552,0.057046,5.816135,1.377652,0.545509,0.122566,0.418741,0.364154,0.360992,1.965199,3.749699,5.449155,7.264449,0.469282,0.507019,0.419169,0.43183,0.446632,0.375271,0.342269,0.108344,0.233123,0.440555,2.613033,0.282617,1.415763,2.161567,2.486145,2.676226,0.209293,0.187636,0.186047,0.054492,0.050849,0.065461,7.880133,1.385963,1.049815,0.605191,0.386177,0.400557,0.000004,0.203265,0.371707,0.119771,0.169291,0.036114,0.083439,0.121871,0.238867,0.4852,0.08977,0.664478,0.661896,0.034321,0.037362,0.050614,0.080639,2246.077864,4.413768,4.348898,4.061306,1.002778,61.84175,3.761133,1.194821,0.776975,0.522017,0.877701,0.057403,77.99895,6.53288,502.9346,0.70887,0.015937,0.097604,0.116845,0.000361,0.003696,3204.691,1.758876,0,0.629827,0.058165,0,0.2333,0.003103,304.0965,38018.6
0.042177,0.412446,4.040711,-0.329373,-0.292959,0.262531,0.474296,0.281996,0.010074,1.949169,4.083015,6.314525,7.796173,0.460085,0.489074,0.339242,0.312168,0.360749,0.387422,0.343812,0.132958,0.285756,0.453134,2.55653,0.296715,1.988888,4.803599,3.538997,3.741176,0.250645,0.241775,0.22425,0.065506,0.074468,0.079912,6.9836,1.263389,0.714791,0.702663,0.392035,0.470037,0.000994,0.20053,0.387978,0.124902,0.121321,0.048779,0.082312,0.120048,0.238406,0.460341,0.134942,0.474988,1.57698,0.03399,0.030734,0.037711,0.082028,8441.171842,113.249014,37.933269,96.768201,1.012084,50.6824,4.004917,1.327829,0.730005,0.40934,0.878122,0.025516,12.68016,4.867791,431.3479,1.864001,0.054651,0.295373,0.191317,0.000424,0.002992,313.8392,2.067517,0,0.762983,0.070538,0,0.180961,0.003189,444.5279,345037.2
0.046804,0.093446,5.365889,0.032041,0.130903,0.209774,0.717313,0.216213,-0.10286,1.897937,4.076811,5.020062,5.904608,0.561453,0.581343,0.411847,0.383946,0.405495,0.465442,0.388738,0.130814,0.284746,0.439401,2.58804,0.292663,1.688851,3.255429,3.025864,2.506223,0.223647,0.193683,0.195322,0.063132,0.074332,0.077146,6.754247,1.407343,0.718607,0.669752,0.320398,0.263861,0.00017,0.204966,0.400379,0.120917,0.098022,0.02847,0.079387,0.13598,0.246229,0.580467,0.109727,0.415744,0.849555,0.02792,0.031127,0.039698,0.070993,9768.481117,51.060623,45.36677,65.827316,1.007082,67.01638,4.431634,1.306466,0.863435,1.011653,0.889564,0.087725,79.19437,5.800821,466.5761,1.90747,0.049301,0.159283,0.46553,0.000469,0.008813,11821.26,1.297575,0,0.902796,0.119022,0,0.087814,0.003305,539.6957,485278.6
0.051658,0.241936,3.542666,0.893283,0.370194,0.214169,0.230038,0.164353,0.284198,1.788608,2.934378,4.183894,7.801838,0.695409,0.694381,0.558981,0.468365,0.472119,0.394473,0.271432,0.143062,0.32249,0.48706,2.58331,0.282944,1.333613,1.96426,5.185901,4.392506,0.206449,0.186532,0.180169,0.064532,0.064208,0.062148,5.231125,0.708794,0.136662,0.182641,0.112965,0.114537,0.000264,0.174019,0.245791,0.101263,0.091294,0.019647,0.076075,0.131479,0.245257,0.223127,0.071921,0.285978,0.547606,0.029297,0.035572,0.044989,0.080037,16644.153802,111.793532,65.775156,144.197455,1.009096,74.59823,5.650937,1.532172,0.723891,1.037922,0.909754,0.266978,172.2256,5.027626,218.4725,1.152976,0.027077,0.051681,0.440395,0.000121,0.041973,29145.19,0.557665,0,0.87217,0.096526,0,0.111563,0.003878,561.1286,226628.3
0.025793,0.146386,6.85688,-0.01569,0.52104,0.252061,0.435308,0.059614,-0.260449,1.951005,3.867843,4.484292,5.905378,0.609036,0.590289,0.337511,0.488805,0.491026,0.484287,0.446664,0.105502,0.258637,0.384499,2.55966,0.274768,1.5807,2.072839,2.05501,2.470261,0.219191,0.189216,0.194359,0.074035,0.069297,0.068049,6.859049,1.335738,0.819253,0.496581,0.772029,0.508875,0.000185,0.177221,0.294224,0.125794,0.122936,0.027803,0.085943,0.137191,0.241306,0.778995,0.128364,0.336204,0.749404,0.033555,0.02929,0.03415,0.065157,9427.867629,52.415994,27.825531,60.773008,1.006791,58.27608,3.544749,1.149181,0.884762,0.658484,0.875249,0.048975,41.36333,6.792003,466.0667,1.511386,0.036352,0.0959,0.283946,0.00093,0.005095,2274.029,1.537404,0,0.844874,0.077385,0,0.13115,0.002345,280.6258,45356.52
0.060055,0.096273,6.897118,-0.251227,-0.471011,0.015989,-0.548227,-0.093833,-0.425789,1.993706,3.740149,8.052355,10.417655,0.498624,0.416086,0.30959,0.20359,0.246676,0.285329,0.276036,0.175071,0.246496,0.404103,2.541868,0.262666,1.801514,3.85146,4.066817,4.769117,0.184079,0.183088,0.147342,0.056823,0.063716,0.074548,5.995379,1.254796,0.450602,0.570062,0.463667,0.487728,0.000046,0.203267,0.383038,0.125731,0.132194,0.029948,0.066954,0.115574,0.233963,0.437816,0.145588,0.727145,2.074683,0.036262,0.029421,0.038252,0.077721,6566.508509,17.041697,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.060055,0.096273,6.897118,-0.251227,-0.471011,0.015989,-0.548227,-0.093833,-0.425789,1.993706,3.740149,8.052355,10.417655,0.498624,0.416086,0.30959,0.20359,0.246676,0.285329,0.276036,0.175071,0.246496,0.404103,2.541868,0.262666,1.801514,3.85146,4.066817,4.769117,0.184079,0.183088,0.147342,0.056823,0.063716,0.074548,5.995379,1.254796,0.450602,0.570062,0.463667,0.487728,0.000046,0.203267,0.383038,0.125731,0.132194,0.029948,0.066954,0.115574,0.233963,0.437816,0.145588,0.727145,2.074683,0.036262,0.029421,0.038252,0.077721,6566.508509,17.041697,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.060055,0.096273,6.897118,-0.251227,-0.471011,0.015989,-0.548227,-0.093833,-0.425789,1.993706,3.740149,8.052355,10.417655,0.498624,0.416086,0.30959,0.20359,0.246676,0.285329,0.276036,0.175071,0.246496,0.404103,2.541868,0.262666,1.801514,3.85146,4.066817,4.769117,0.184079,0.183088,0.147342,0.056823,0.063716,0.074548,5.995379,1.254796,0.450602,0.570062,0.463667,0.487728,0.000046,0.203267,0.383038,0.125731,0.132194,0.029948,0.066954,0.115574,0.233963,0.437816,0.145588,0.727145,2.074683,0.036262,0.029421,0.038252,0.077721,6566.508509,17.041697,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.060055,0.096273,6.897118,-0.251227,-0.471011,0.015989,-0.548227,-0.093833,-0.425789,1.993706,3.740149,8.052355,10.417655,0.498624,0.416086,0.30959,0.20359,0.246676,0.285329,0.276036,0.175071,0.246496,0.404103,2.541868,0.262666,1.801514,3.85146,4.066817,4.769117,0.184079,0.183088,0.147342,0.056823,0.063716,0.074548,5.995379,1.254796,0.450602,0.570062,0.463667,0.487728,0.000046,0.203267,0.383038,0.125731,0.132194,0.029948,0.066954,0.115574,0.233963,0.437816,0.145588,0.727145,2.074683,0.036262,0.029421,0.038252,0.077721,6566.508509,17.041697,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.04682,0.075189,6.249515,0.993352,-0.412822,0.349058,-0.383289,0.590297,-0.266227,2.028556,4.179441,6.223908,8.926987,0.40532,0.3797,0.284558,0.192765,0.294853,0.345565,0.39545,0.129605,0.225345,0.410415,2.551591,0.28541,1.750521,3.784076,3.79242,4.360043,0.222427,0.195063,0.180528,0.062533,0.070438,0.080338,6.752976,1.161057,1.140758,0.588932,0.577146,0.494476,0.000144,0.195332,0.37266,0.134826,0.113942,0.0318,0.071318,0.124084,0.244134,0.646312,0.18717,0.453368,1.0169,0.040833,0.035175,0.041526,0.076616,7049.419376,13.629097,21.942222,13.407815,1.003353,89.2729,5.351114,1.378115,0.655826,0.788454,0.881302,0.049538,40.60153,6.129921,901.6699,2.313327,0.032019,0.095138,0.113161,0.000172,0.00266,1761.074,1.037112,0,0.460719,0.0696,0,0.248623,0.005922,537.8088,80636.13
0.04682,0.075189,6.249515,0.993352,-0.412822,0.349058,-0.383289,0.590297,-0.266227,2.028556,4.179441,6.223908,8.926987,0.40532,0.3797,0.284558,0.192765,0.294853,0.345565,0.39545,0.129605,0.225345,0.410415,2.551591,0.28541,1.750521,3.784076,3.79242,4.360043,0.222427,0.195063,0.180528,0.062533,0.070438,0.080338,6.752976,1.161057,1.140758,0.588932,0.577146,0.494476,0.000144,0.195332,0.37266,0.134826,0.113942,0.0318,0.071318,0.124084,0.244134,0.646312,0.18717,0.453368,1.0169,0.040833,0.035175,0.041526,0.076616,7049.419376,13.629097,21.942222,13.407815,1.003353,89.2729,5.351114,1.378115,0.655826,0.788454,0.881302,0.049538,40.60153,6.129921,901.6699,2.313327,0.032019,0.095138,0.113161,0.000172,0.00266,1761.074,1.037112,0,0.460719,0.0696,0,0.248623,0.005922,537.8088,80636.13
0.067644,0.147065,5.343725,-0.271758,0.033292,-0.119319,-0.163084,0.0817,0.211147,1.825865,4.056062,7.727259,9.188609,0.591015,0.661118,0.436149,0.290529,0.321703,0.303525,0.290577,0.175748,0.28992,0.462126,2.536854,0.268554,1.618632,3.632134,3.331824,3.932617,0.21633,0.193434,0.19904,0.065296,0.043192,0.070258,5.874045,2.436488,0.417474,0.254679,0.476181,0.35248,0.000178,0.16063,0.329925,0.111752,0.091163,0.051605,0.097186,0.128633,0.242398,0.741508,0.152851,0.994871,1.547192,0.028118,0.019203,0.03577,0.069057,12109.50641,34.463788,35.907201,59.997535,1.00517,81.70138,5.335417,1.415947,0.672845,1.03887,0.891228,0.112311,67.55399,5.731189,475.8052,2.675518,0.066482,0.102335,0.356479,0.000294,0.011894,4477.456,2.388103,0,0.896804,0.096972,0,0.092608,0.003499,752.6852,339610.3
0.067644,0.147065,5.343725,-0.271758,0.033292,-0.119319,-0.163084,0.0817,0.211147,1.825865,4.056062,7.727259,9.188609,0.591015,0.661118,0.436149,0.290529,0.321703,0.303525,0.290577,0.175748,0.28992,0.462126,2.536854,0.268554,1.618632,3.632134,3.331824,3.932617,0.21633,0.193434,0.19904,0.065296,0.043192,0.070258,5.874045,2.436488,0.417474,0.254679,0.476181,0.35248,0.000178,0.16063,0.329925,0.111752,0.091163,0.051605,0.097186,0.128633,0.242398,0.741508,0.152851,0.994871,1.547192,0.028118,0.019203,0.03577,0.069057,12109.50641,34.463788,35.907201,59.997535,1.00517,81.70138,5.335417,1.415947,0.672845,1.03887,0.891228,0.112311,67.55399,5.731189,475.8052,2.675518,0.066482,0.102335,0.356479,0.000294,0.011894,4477.456,2.388103,0,0.896804,0.096972,0,0.092608,0.003499,752.6852,339610.3
0.069348,0.205425,2.9295,0.351049,0.276321,0.039242,0.27787,0.138971,0.270508,1.767005,3.437067,4.845333,7.677691,0.660717,0.646045,0.483581,0.438775,0.464872,0.348907,0.225682,0.193005,0.346953,0.501264,2.574056,0.288988,1.664854,1.961822,2.380417,3.045241,0.198412,0.189528,0.181385,0.042612,0.053672,0.064955,5.004211,0.820113,0.441507,0.154709,0.243288,0.173232,0.000138,0.189606,0.244829,0.095869,0.116131,0.028147,0.082736,0.129907,0.242736,0.27334,0.066167,0.340023,0.923445,0.026987,0.039383,0.049466,0.084729,17345.830054,43.451926,51.348523,44.593166,1.003278,86.79584,6.236805,1.583378,0.554373,0.906052,0.905034,0.120847,62.03051,4.915446,55.17236,0.295499,0.008392,0.005728,0.024213,0.000076,0.014032,2938.308,0.236448,0,0.878828,0.144785,0,0.10656,0.00408,759.9834,84142.26
0.040326,0.103898,6.241479,0.103241,0.546475,-0.016561,0.267383,0.170527,0.216349,2.072384,3.195949,5.166581,5.461913,0.601458,0.608751,0.491148,0.490836,0.475225,0.488637,0.434517,0.131108,0.276093,0.425006,2.576864,0.287319,1.5199,2.13292,2.553245,2.398079,0.232783,0.201611,0.189497,0.089594,0.107142,0.073147,6.087496,1.801635,0.459834,0.421408,0.185881,0.263704,0.000172,0.206183,0.252506,0.109344,0.109772,0.020831,0.082395,0.13075,0.247449,0.822431,0.092278,0.617797,0.89732,0.026659,0.026074,0.037401,0.07551,14891.906172,43.076987,115.827659,38.361243,1.006635,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9
0.040326,0.103898,6.241479,0.103241,0.546475,-0.016561,0.267383,0.170527,0.216349,2.072384,3.195949,5.166581,5.461913,0.601458,0.608751,0.491148,0.490836,0.475225,0.488637,0.434517,0.131108,0.276093,0.425006,2.576864,0.287319,1.5199,2.13292,2.553245,2.398079,0.232783,0.201611,0.189497,0.089594,0.107142,0.073147,6.087496,1.801635,0.459834,0.421408,0.185881,0.263704,0.000172,0.206183,0.252506,0.109344,0.109772,0.020831,0.082395,0.13075,0.247449,0.822431,0.092278,0.617797,0.89732,0.026659,0.026074,0.037401,0.07551,14891.906172,43.076987,115.827659,38.361243,1.006635,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9
0.068677,0.118612,6.246776,-0.57421,-0.239957,0.054427,0.547662,-0.360988,-0.106082,2.255312,4.238061,5.918681,7.622614,0.476476,0.458437,0.285149,0.3154,0.295686,0.384363,0.352644,0.173497,0.246191,0.424826,2.576746,0.253522,1.816853,4.02829,3.694957,3.401845,0.200047,0.183597,0.160677,0.063307,0.066061,0.084198,8.789596,1.988776,0.721349,0.815624,0.665363,0.427945,0.000049,0.20554,0.518787,0.141139,0.13884,0.055043,0.065828,0.125147,0.248063,0.476793,0.11265,0.504246,0.979627,0.05704,0.03365,0.042556,0.079654,2811.373656,6.095538,5.798475,9.890395,1.003688,49.01063,3.732678,1.289969,0.574579,0.20155,0.86254,0.070764,73.61492,4.484893,919.2132,3.297149,0.069829,0.089866,0.036999,0.000546,0.006659,4479.319,0.534596,0,0.778296,0.089977,0,0.172667,0.003274,731.3445,259682
0.054382,0.100034,5.254192,0.599797,0.185991,-0.321183,-0.161984,-0.396306,-0.034152,1.990866,4.294333,5.953914,14.185561,0.569024,0.597759,0.38469,0.31368,0.231289,0.139956,0.130464,0.149918,0.259724,0.44882,2.561488,0.289626,1.773116,4.148636,4.327079,5.522178,0.217892,0.197881,0.189497,0.051429,0.053211,0.097074,5.915285,1.063979,0.418,0.646544,0.359727,0.314941,0.000094,0.200599,0.289223,0.108669,0.10136,0.026987,0.066829,0.118024,0.23653,0.240518,0.157374,0.675158,1.02846,0.032427,0.035928,0.047228,0.088069,9615.77014,17.410313,21.964372,20.386504,1.00239,80.75252,5.204699,1.416468,0.620851,0.791551,0.894681,0.225353,136.2412,5.512459,754.4751,1.718234,0.024625,0.038056,0.150514,0.000175,0.01394,5233.864,1.422473,0,0.877497,0.094421,0,0.107568,0.003584,690.8828,252953.1
