@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.118178,0.270301,1.249895,-0.840345,0.441425,0.187346,0.15241,0.263404,0.288143,1.93574,3.821425,4.800668,6.521371,0.594284,0.559836,0.377335,0.434539,0.447128,0.393232,0.231092,0.235843,0.407582,0.523544,2.555421,0.284643,1.506636,2.188779,2.434048,2.534059,0.233769,0.206431,0.211945,0.046921,0.04205,0.061446,5.29607,0.756632,0.402175,0.214351,0.247208,0.149965,0.00039,0.192076,0.333739,0.103735,0.160797,0.042327,0.07813,0.123756,0.239113,0.278241,0.100877,0.339224,0.726284,0.02809,0.035108,0.046883,0.084793,19359.326329,38.920536,40.576268,38.63599,1.002891,91.58643,6.630647,1.631922,0.51634,0.956395,0.893352,0.080145,33.43228,4.622569,155.8547,0.319291,0.007554,0.006391,0.129215,0.000142,0.009029,1205.756,0.407926,0,0.910786,0.118301,0,0.081309,0.003264,1234.368,375643.3
0.060305,0.142401,3.411063,0.056781,0.713814,-0.182038,0.107935,0.184388,0.153921,1.936908,3.589624,5.08314,6.884269,0.581731,0.564546,0.447483,0.41385,0.440637,0.404093,0.312365,0.159953,0.331357,0.48868,2.576237,0.278223,1.588993,2.510656,2.414092,3.090388,0.22788,0.211681,0.213458,0.063463,0.068996,0.081322,5.696407,0.743398,0.38737,0.365787,0.367295,0.357908,0.000119,0.178365,0.285776,0.101222,0.0995,0.036646,0.073766,0.124048,0.238655,0.26831,0.083158,0.392393,0.830529,0.021091,0.035074,0.044031,0.077043,14042.371794,59.697169,40.973559,33.323625,1.003628,81.0888,5.572405,1.478172,0.630093,0.978787,0.896129,0.091208,32.67396,5.13937,355.651,1.06422,0.016542,0.041296,0.171373,0.000167,0.011698,1499.724,0.413806,0,0.94474,0.117478,0,0.052241,0.002997,687.9884,163931.7
0.092813,0.202639,2.916855,-1.170477,0.273885,0.269101,0.365669,0.239359,0.029753,1.793739,3.707319,5.677699,5.982366,0.583593,0.579602,0.423419,0.431547,0.499711,0.452349,0.310954,0.212663,0.367435,0.506047,2.570496,0.293558,1.76416,1.758534,1.850717,2.153386,0.217182,0.234683,0.218013,0.046599,0.056156,0.061686,5.334263,0.832693,0.369209,0.349048,0.248524,0.26323,0.000036,0.182302,0.292928,0.098941,0.083536,0.029354,0.076324,0.119782,0.24079,0.307852,0.0965,0.54397,0.714872,0.02459,0.038382,0.047303,0.081181,12713.46404,43.011464,47.548852,70.684191,1.005833,95.34461,6.192184,1.524457,0.555781,1.28059,0.895078,0.113385,44.21087,5.307366,155.9708,0.613956,0.013318,0.015612,0.364549,0.000167,0.018235,2868.176,0.466591,0,0.913449,0.111253,0,0.079113,0.003737,1029.519,249870.1
0.037005,0.068568,5.524018,1.059111,0.458323,0.38314,-0.014276,0.08593,0.15999,1.998791,3.915167,5.013295,5.945294,0.562211,0.529919,0.383933,0.408536,0.480498,0.443684,0.310449,0.131805,0.264302,0.445788,2.605424,0.296574,1.793586,2.093639,2.102715,2.12549,0.243041,0.216795,0.226043,0.080555,0.075812,0.067583,5.552696,1.156731,0.622762,0.385784,0.36618,0.279622,0.000413,0.194439,0.311461,0.12865,0.116783,0.024491,0.078165,0.127434,0.245538,0.607771,0.089085,0.559766,0.899773,0.033468,0.034398,0.043583,0.07971,16768.519116,51.682395,38.175355,78.569699,1.004924,70.43486,4.68301,1.360895,0.692588,0.873089,0.89447,0.071579,54.74777,5.807211,120.307,0.566444,0.020056,0.055492,0.139956,0.000266,0.009461,5413.244,0.760448,0,0.858189,0.101152,0,0.121782,0.003994,415.5662,82689.98
0.074753,0.278916,3.200015,-0.866524,-0.166153,0.1142,-0.135751,0.129139,-0.208582,1.815708,3.33154,4.521699,6.53132,0.619562,0.630043,0.492792,0.438502,0.450634,0.422438,0.252857,0.19284,0.347485,0.488164,2.572711,0.291353,1.597651,2.766513,2.502555,2.806694,0.210131,0.20127,0.197566,0.057664,0.053454,0.067442,5.358869,1.429345,0.506853,0.386214,0.263369,0.17974,0.000348,0.17368,0.266869,0.101273,0.092378,0.046386,0.080649,0.128433,0.245557,0.791378,0.091218,0.411013,1.169512,0.039187,0.03508,0.047313,0.078833,23234.409571,98.801894,80.237191,137.127107,1.006156,82.85018,5.976547,1.558174,0.590606,0.933439,0.895054,0.094864,21.9982,4.781307,212.5622,1.062313,0.023175,0.030855,0.194904,0.000119,0.01719,658.9157,0.383545,0,0.690413,0.070797,0,0.213885,0.00447,873.6765,361716.2
0.078238,0.205299,3.50918,-0.283882,-0.350889,0.001042,0.084948,-0.058336,0.138233,1.803532,3.759718,5.046368,7.29834,0.53334,0.564299,0.426438,0.387732,0.405494,0.391893,0.25605,0.182163,0.330851,0.511598,2.567201,0.287641,1.472555,2.630604,2.469387,2.965653,0.213706,0.198075,0.201549,0.04409,0.052186,0.080165,5.100285,0.899283,0.430625,0.510549,0.340012,0.208155,0.000187,0.176219,0.287182,0.0971,0.100829,0.024353,0.07736,0.136553,0.239225,0.348004,0.083418,0.404673,0.865616,0.030066,0.032595,0.045261,0.06823,15304.25315,48.316473,51.722275,68.009757,1.004694,92.08017,5.795919,1.455264,0.561744,1.186339,0.899754,0.172187,117.1468,5.698905,183.8126,0.921619,0.017922,0.023224,0.186022,0.00009,0.017457,9991.971,0.450206,0,0.934088,0.096276,0,0.061609,0.003319,773.2795,191213
0.023943,0.128837,6.679271,0.379379,1.356521,0.313003,0.320853,0.187504,0.007869,2.216938,3.498635,5.773877,9.475555,0.668002,0.532491,0.518725,0.443317,0.428782,0.312049,0.48339,0.107224,0.255501,0.405568,2.523388,0.229302,1.477662,2.270803,2.61023,3.745209,0.216739,0.196387,0.168478,0.048376,0.067605,0.068707,5.919179,1.514702,0.380655,0.375309,0.268432,0.28696,0.000079,0.172633,0.252097,0.091797,0.071472,0.017612,0.077527,0.124473,0.226347,0.450491,0.064136,0.765616,0.564584,0.030589,0.028306,0.035939,0.077865,10652.754075,47.412139,53.197628,71.313734,1.006987,60.57085,4.030393,1.252726,1.064285,0.895343,0.894157,0.106969,63.99718,6.24219,135.4318,1.470251,0.051134,0.376941,0.291347,0.000256,0.009457,2937.942,2.022901,0,0.827563,0.090511,0,0.142797,0.003475,342.8097,86506.33
0.07671,0.164754,4.70462,-0.393818,0.319721,0.257686,0.128477,0.36377,-0.032157,1.770872,3.530794,4.874271,10.164032,0.636477,0.588858,0.446349,0.432009,0.364145,0.301876,0.209751,0.191523,0.313209,0.468248,2.584786,0.2774,1.761684,2.88886,3.951338,4.485173,0.207874,0.214035,0.193239,0.046407,0.055139,0.076487,5.049826,0.621687,0.400286,0.192569,0.204508,0.211103,0.000098,0.181375,0.314914,0.107878,0.096591,0.023755,0.069063,0.122723,0.242392,0.289748,0.087827,0.424365,1.67137,0.02785,0.03259,0.04271,0.080409,15250.491482,36.704319,51.676575,30.735897,1.003553,84.39374,5.39005,1.437836,0.654666,1.070034,0.899575,0.151642,95.52721,5.460703,89.97203,0.338692,0.008105,0.011477,0.090991,0.000128,0.016798,12209.34,0.230179,0,0.926764,0.157458,0,0.067917,0.003262,802.851,72870.94
0.061262,0.157702,3.279148,-0.110529,0.370819,0.176876,0.166299,0.366185,0.487448,1.925495,3.372084,5.087866,6.989567,0.555989,0.612137,0.480069,0.445569,0.439582,0.388716,0.29077,0.156484,0.343957,0.49586,2.543571,0.29067,1.704936,2.741622,2.871073,2.636094,0.2245,0.203568,0.197562,0.080278,0.066398,0.064986,5.266745,1.054813,0.376808,0.365068,0.20546,0.217239,0.000302,0.177058,0.381519,0.092068,0.123133,0.028806,0.079509,0.122037,0.237283,0.541188,0.086282,0.426511,1.062933,0.030142,0.032625,0.045506,0.077457,17244.773303,72.459078,61.212713,48.818888,1.003683,83.94033,5.689605,1.468593,0.661194,1.174467,0.897619,0.114773,54.57651,5.382962,393.1897,1.990806,0.037852,0.047985,0.280312,0.00013,0.014196,4045.616,0.746514,0,0.972703,0.108007,0,0.02657,0.002502,687.0414,257269
0.066218,0.173118,2.959381,0.051392,-0.125777,-0.154182,0.14987,0.467961,0.238371,1.869877,4.094864,4.898679,6.256184,0.680039,0.547951,0.373838,0.363632,0.473563,0.423743,0.267443,0.177211,0.34199,0.51166,2.569367,0.289257,1.55209,1.863722,1.655142,2.191245,0.211297,0.22187,0.192482,0.043782,0.042484,0.061127,4.93266,0.465521,0.381689,0.360287,0.211751,0.215168,0.000231,0.173978,0.244984,0.105234,0.09984,0.025736,0.075933,0.121124,0.239656,0.147577,0.105519,0.4024,0.733834,0.025581,0.033853,0.048962,0.078853,20317.944916,46.815034,78.676377,67.269164,1.00556,89.30832,5.947084,1.49943,0.55797,1.145207,0.898877,0.115169,62.48883,5.31117,74.59925,0.20177,0.003887,0.013296,0.174779,0.000076,0.010133,3188.879,0.157071,0,0.858855,0.114857,0,0.121304,0.004164,724.3481,66162.13
0.084318,0.207902,2.888985,0.992553,-0.572406,0.598238,0.200286,0.313832,0.483624,1.688878,3.396377,4.961365,7.351888,0.59139,0.629318,0.462798,0.412296,0.436959,0.388282,0.209065,0.177157,0.310388,0.513554,2.533714,0.277695,1.362887,1.907799,2.613967,3.142661,0.198279,0.21177,0.195305,0.049117,0.042237,0.067327,5.53944,0.58076,0.394605,0.204261,0.209895,0.196053,0.000088,0.220972,0.361991,0.12893,0.100862,0.034745,0.07787,0.124865,0.236997,0.293648,0.07535,0.422701,0.925425,0.03637,0.037471,0.046146,0.081205,10684.431745,52.362986,31.446129,74.379651,1.007368,94.26603,6.629521,1.592125,0.57974,1.239226,0.892991,0.091185,46.72142,4.938046,805.0984,2.93553,0.026395,0.022737,0.40725,0.000122,0.012148,3526.15,0.272523,0,0.932091,0.117752,0,0.06334,0.002797,967.2645,308240.7
0.129889,0.286876,2.794744,0.031212,-0.889902,0.303826,0.381321,-0.430718,-0.621932,1.872423,4.137455,5.30381,9.087247,0.507898,0.512801,0.33291,0.388048,0.343581,0.368034,0.224224,0.230315,0.318866,0.493034,2.566785,0.300957,2.496254,3.648843,4.043191,4.842888,0.228268,0.222134,0.18439,0.05765,0.068539,0.068601,5.033299,0.456379,0.336724,0.263547,0.214133,0.198145,0.000037,0.177722,0.342467,0.104073,0.101326,0.029557,0.077576,0.13033,0.242993,0.151989,0.089135,0.349541,1.248218,0.023055,0.031844,0.047429,0.081211,14722.374125,66.50937,34.012952,94.495272,1.006727,102.0362,7.09203,1.665055,0.540312,0.998356,0.897159,0.093217,33.01665,4.771014,114.421,0.392511,0.009691,0.004497,0.107135,0.000085,0.010867,994.1647,0.306284,0,0.697736,0.109067,0,0.211041,0.00718,1466.017,313350.6
0.082878,0.176666,3.885909,-0.634323,0.045277,-0.102402,0.379997,0.107206,0.235143,1.831744,3.728069,6.17852,6.020736,0.624339,0.597121,0.437814,0.39189,0.443114,0.404429,0.250613,0.182427,0.337359,0.50589,2.556741,0.285568,1.930545,2.735161,1.982705,2.363661,0.220926,0.197938,0.188495,0.042905,0.064497,0.07026,6.150196,0.545355,0.530406,0.214641,0.193171,0.307169,0.000008,0.179188,0.294557,0.1137,0.103964,0.027695,0.072154,0.125373,0.237378,0.323005,0.080041,0.456588,0.710287,0.024891,0.035861,0.045571,0.077802,6827.367935,14.015826,24.105738,13.660619,1.005876,97.95794,6.07657,1.483344,0.551883,1.447538,0.894385,0.102556,49.62952,5.586073,543.4805,1.134452,0.010709,0.036867,0.618258,0.000254,0.010891,2192.15,0.648522,0,0.669774,0.097641,0,0.221324,0.006677,873.3383,235733.4
0.064495,0.16757,3.829665,-0.423686,-0.054051,-0.13806,0.207592,0.453247,-0.053964,1.769683,3.572806,5.550048,6.719377,0.537733,0.563117,0.449916,0.45469,0.416787,0.41719,0.248767,0.172459,0.339513,0.496277,2.549037,0.291588,1.734308,3.243668,2.527585,2.995249,0.208493,0.192539,0.19462,0.057228,0.066414,0.073069,5.547612,0.819835,0.436003,0.282073,0.207134,0.216146,0.000021,0.17625,0.355883,0.101334,0.095186,0.026008,0.071744,0.123395,0.240237,0.328058,0.088127,0.369685,1.593705,0.029207,0.035307,0.046332,0.079731,10284.73066,34.805708,32.291196,36.571489,1.0047,91.43885,5.900336,1.471791,0.634277,1.483479,0.902098,0.123775,57.12406,5.56354,169.4295,0.932289,0.014614,0.017391,0.237412,0.000068,0.013421,2814.768,0.170208,0,0.937417,0.133985,0,0.058706,0.003094,706.3923,109348.1
0.078472,0.22294,4.302295,-0.723097,-0.836569,-0.197759,0.283559,0.04538,-0.002184,1.737016,3.188267,4.803,6.803866,0.643853,0.645346,0.490387,0.425112,0.358977,0.409887,0.374397,0.165435,0.316236,0.487567,2.534285,0.296064,1.697145,3.421912,3.336069,2.930476,0.203366,0.178407,0.184928,0.053364,0.062905,0.084199,5.913248,0.671703,0.505312,0.27151,0.226982,0.156804,0.000201,0.178085,0.253075,0.099677,0.089091,0.031249,0.075342,0.119702,0.234482,0.290415,0.072766,0.2735,0.992572,0.022388,0.028227,0.042994,0.06836,10476.34066,21.550536,34.788857,27.902604,1.00345,83.19853,5.606519,1.466709,0.641344,1.166676,0.891432,0.141014,57.37513,5.168784,718.3202,2.211299,0.028648,0.058356,0.582986,0.000196,0.018782,3289.824,0.926818,0,0.803595,0.106701,0,0.157935,0.005114,857.4017,358228.7
0.07766,0.199425,3.312932,-0.482445,0.470618,0.130577,0.241032,-0.188587,0.026972,1.784924,3.468939,4.740523,7.220161,0.631392,0.614202,0.470875,0.483146,0.39382,0.340805,0.201352,0.197083,0.35894,0.505595,2.558113,0.292517,1.283391,2.363446,2.817572,2.846361,0.202804,0.188798,0.178681,0.040551,0.048615,0.072859,4.784712,0.481595,0.269187,0.333336,0.294752,0.2628,0.000113,0.171786,0.271609,0.095361,0.101966,0.024971,0.073456,0.132451,0.244256,0.348715,0.08705,0.489918,1.823248,0.024741,0.03525,0.044239,0.076175,18056.180626,64.676614,64.401437,41.099658,1.004941,90.75801,5.92077,1.492692,0.619303,1.231917,0.904425,0.138505,63.7155,5.362438,75.08094,0.425508,0.008495,0.008295,0.123584,0.000076,0.013537,3690.445,0.177378,0,0.841545,0.140367,0,0.133436,0.005013,797.0433,102416.1
0.121224,0.251952,2.811705,-0.50771,0.196115,-0.131409,0.286983,0.080119,0.103411,1.884688,3.291047,5.022718,7.145161,0.566764,0.545058,0.493803,0.447815,0.476492,0.343868,0.24073,0.200669,0.361051,0.514535,2.554018,0.293503,1.659049,1.705117,2.031899,2.838036,0.239152,0.216602,0.19884,0.063463,0.08373,0.084976,5.636204,0.940557,0.528075,0.413168,0.179686,0.306042,0.000027,0.20142,0.336587,0.122839,0.165077,0.029461,0.075655,0.124555,0.234316,0.599031,0.117084,0.369973,0.957735,0.03175,0.038304,0.051267,0.08102,8449.797711,37.089423,34.983813,68.994338,1.008556,93.15021,6.281317,1.560448,0.53541,1.114735,0.88961,0.135221,47.36436,5.008756,370.3348,1.110741,0.025488,0.012227,0.340778,0.000171,0.024025,3702.043,0.598149,0,0.853529,0.117497,0,0.125101,0.004819,1304.476,769234
0.107472,0.23654,3.275515,-0.619153,-0.648626,0.459108,0.239635,0.051278,0.29447,1.996787,3.662907,4.732789,6.470003,0.592082,0.516221,0.44905,0.454774,0.439833,0.397681,0.218961,0.209028,0.329321,0.494858,2.522284,0.281662,1.605253,2.536285,2.276711,2.453722,0.242933,0.209398,0.189935,0.049608,0.062173,0.082957,5.368345,0.702872,0.438379,0.460885,0.291879,0.290072,0.000125,0.18288,0.303188,0.101167,0.100185,0.028386,0.076029,0.127611,0.241237,0.470969,0.089552,0.500826,1.198889,0.024403,0.036222,0.044219,0.074278,15747.785722,33.273309,30.284309,46.687805,1.003099,89.2369,6.031559,1.515969,0.531737,1.158982,0.888503,0.134159,61.24029,5.14694,102.6807,0.504893,0.012002,0.022031,0.25847,0.000099,0.016591,3151.608,0.338629,0,0.95273,0.103089,0,0.045066,0.002948,824.951,196038.5
0.068951,0.176933,3.56927,-0.893911,0.24156,0.225749,0.319369,0.222485,0.224519,1.860855,3.508317,4.110459,6.34928,0.600319,0.623535,0.442336,0.439971,0.466525,0.396109,0.22622,0.192641,0.353284,0.471116,2.546219,0.290507,1.235959,2.078949,2.335795,2.483639,0.218058,0.200438,0.191507,0.050799,0.058984,0.072424,5.040862,0.624929,0.2945,0.246263,0.196679,0.136335,0.000234,0.175532,0.294513,0.105821,0.087293,0.028487,0.073594,0.122532,0.240683,0.376648,0.080265,0.257419,0.430993,0.032353,0.032223,0.044245,0.073799,18872.459199,48.033249,79.914042,58.674303,1.005469,84.2311,5.522818,1.449778,0.712327,1.19373,0.902646,0.098286,33.40222,5.458326,103.0039,0.62139,0.013503,0.028451,0.202972,0.0001,0.012086,1192.843,0.373466,0,0.928096,0.13099,0,0.066778,0.003002,646.9201,131066.5
0.095074,0.298171,2.464398,0.249288,0.263688,0.029011,0.164943,0.065184,0.083417,1.920349,3.799846,4.882526,6.227093,0.557149,0.511457,0.411746,0.405487,0.421749,0.432796,0.33815,0.157766,0.367637,0.535666,2.585554,0.295927,1.663761,2.181048,2.394811,2.813243,0.246085,0.24617,0.221243,0.067339,0.0749,0.109667,5.219294,0.8489,0.45739,0.267289,0.297356,0.126376,0.000254,0.192446,0.249429,0.097603,0.088674,0.022818,0.079627,0.125147,0.243282,0.316177,0.060832,0.454639,0.656697,0.022878,0.037918,0.048616,0.076798,15024.947956,117.060142,62.443235,128.36449,1.00904,81.7899,6.046611,1.575342,0.610436,1.144518,0.897318,0.061321,21.91555,4.764309,230.3211,0.775429,0.019311,0.052764,0.428395,0.000143,0.009155,1218.928,0.716515,0,0.711052,0.094401,0,0.205594,0.005642,985.6645,571152.8
0.06422,0.162369,3.608018,0.759679,0.643432,0.158632,0.226038,-0.020547,0.193438,1.920025,3.854016,5.235992,7.634019,0.537853,0.593368,0.397581,0.413998,0.386828,0.355073,0.220082,0.155969,0.315651,0.495434,2.570067,0.280084,2.024572,3.247503,3.408088,3.505245,0.218241,0.227248,0.236878,0.069855,0.083207,0.081215,5.318188,0.863836,0.538626,0.241211,0.310871,0.260132,0.000156,0.18586,0.377553,0.106521,0.103724,0.036548,0.07534,0.130276,0.242501,0.402366,0.113032,0.558006,1.550396,0.031848,0.037456,0.049044,0.0872,14537.324121,75.990758,105.208673,53.832387,1.007583,81.06933,5.753211,1.520942,0.631803,1.060021,0.89782,0.046574,15.06583,5.181022,186.0537,0.805588,0.019337,0.072956,0.299953,0.000209,0.007472,456.3774,0.551897,0,0.768975,0.076175,0,0.177771,0.003909,682.8607,192451.8
0.06264,0.144806,4.026122,-1.015835,-0.171754,-0.040083,-0.035588,0.078305,-0.062703,1.833424,3.95942,5.457614,8.81444,0.606361,0.6179,0.381786,0.351563,0.380441,0.324881,0.212374,0.201831,0.327831,0.468106,2.53627,0.285563,1.428626,2.913407,3.191548,3.854987,0.209279,0.188757,0.185531,0.042622,0.04479,0.066188,4.857968,0.710745,0.383079,0.20379,0.274903,0.342394,0.000186,0.187667,0.309529,0.123533,0.090348,0.036137,0.070381,0.116627,0.234335,0.278526,0.061306,0.437584,1.139164,0.018201,0.032608,0.047429,0.079414,17412.329594,33.55134,62.141665,44.562019,1.003744,85.19195,5.362743,1.41506,0.611576,1.118744,0.902504,0.143561,82.04555,5.590182,94.60348,0.390446,0.008834,0.015549,0.135913,0.00009,0.013274,5663.235,0.242523,0,0.971372,0.124936,0,0.027827,0.003015,676.3525,104969.9
0.076096,0.187419,3.309537,-0.072289,0.255746,0.057736,0.149861,0.049559,0.113421,1.797754,3.388993,4.476996,6.827824,0.645432,0.644608,0.495196,0.463119,0.4795,0.400821,0.261285,0.19907,0.33641,0.495427,2.581131,0.296011,1.647597,1.82154,2.00269,2.886503,0.21296,0.20463,0.206788,0.046303,0.054234,0.056154,4.86443,0.491882,0.320548,0.209703,0.174779,0.12321,0.000118,0.181534,0.263046,0.117108,0.080508,0.030924,0.075864,0.126601,0.241678,0.251831,0.076271,0.515266,0.688188,0.036714,0.033659,0.046884,0.083681,19536.102978,70.906866,51.811287,88.985303,1.004748,89.76975,5.954512,1.503521,0.655571,1.286933,0.903991,0.119982,50.14132,5.354429,133.3216,0.473676,0.00969,0.019856,0.206335,0.000135,0.012367,3531.735,0.270634,0,0.958056,0.114056,0,0.040212,0.003116,807.3789,177433.6
0.052953,0.116557,4.739948,-0.252873,0.194006,-0.012832,0.19602,0.365361,0.070953,1.841009,3.519453,4.727981,6.548209,0.610679,0.609835,0.458927,0.431986,0.467857,0.4293,0.21669,0.170779,0.308903,0.446521,2.498582,0.294884,1.374346,1.867968,2.293172,2.639279,0.223648,0.197742,0.191392,0.053277,0.060453,0.069519,5.554649,0.648114,0.552005,0.433121,0.236666,0.198687,0.000081,0.192284,0.288828,0.092845,0.082814,0.039868,0.070003,0.120541,0.23536,0.484332,0.074905,0.317289,0.673171,0.035964,0.033932,0.0416,0.078557,11141.128764,27.966246,30.021224,42.830493,1.004017,83.93829,5.059614,1.349201,0.807462,1.302425,0.900632,0.070479,25.41329,6.01996,544.266,1.191013,0.016024,0.092153,0.252903,0.000161,0.006885,729.6624,0.3779,0,0.978029,0.130895,0,0.021502,0.003264,506.3705,70483.97
0.071693,0.201911,3.624065,-0.116146,0.658039,0.214974,0.299525,0.345367,0.212383,1.705935,2.903089,4.242787,7.235792,0.702259,0.690144,0.571043,0.454321,0.503895,0.375651,0.309093,0.191257,0.348504,0.487459,2.590576,0.292781,1.24737,1.489351,2.04611,2.664957,0.197419,0.182669,0.180777,0.060458,0.056813,0.06033,5.307722,0.537563,0.122829,0.167427,0.078868,0.177552,0.000029,0.183084,0.228929,0.094722,0.08229,0.026378,0.072263,0.125904,0.244717,0.204989,0.044309,0.455045,0.728049,0.026736,0.03626,0.048652,0.083948,14512.155338,41.700062,57.416471,34.015551,1.005574,95.34916,6.208096,1.521606,0.727314,1.609702,0.913544,0.137882,49.08083,5.583272,150.4409,0.501563,0.009511,0.009555,0.16075,0.000049,0.013027,2601.687,0.29391,0,0.870839,0.122568,0,0.112554,0.004402,807.9446,115795.1
0.086518,0.21976,3.164768,-0.713749,-0.143584,-0.022964,-0.068978,0.293042,-0.139012,1.768875,3.26793,4.746861,5.791331,0.645707,0.625736,0.510833,0.440281,0.454929,0.411135,0.242549,0.198537,0.355527,0.520066,2.576943,0.28704,1.499504,1.642808,1.52537,2.003331,0.209299,0.188021,0.186919,0.042809,0.050322,0.066036,5.02768,0.492217,0.296107,0.214524,0.213618,0.174114,0.000128,0.171423,0.239739,0.093239,0.08482,0.031029,0.075522,0.120695,0.243523,0.237006,0.067666,0.313302,0.501967,0.022669,0.037197,0.047473,0.080341,18584.514548,60.962977,80.22945,54.157463,1.004525,92.99385,6.125276,1.515471,0.611391,1.268955,0.899046,0.108442,35.86671,5.290775,158.6371,0.712508,0.011946,0.014819,0.112371,0.00011,0.014162,1636.36,0.169174,0,0.86751,0.123109,0,0.115013,0.004677,894.6586,185476
0.058153,0.147707,3.144425,0.378087,0.452399,0.057191,0.098795,0.162884,0.071628,1.900152,3.484981,4.908376,6.353667,0.500918,0.486694,0.441018,0.423792,0.468591,0.405782,0.237739,0.162501,0.344676,0.500387,2.590226,0.298247,1.505068,1.752607,2.08544,2.764486,0.219637,0.209524,0.197659,0.053168,0.065881,0.066507,5.233464,0.65828,0.406688,0.425775,0.23525,0.239721,0.000091,0.183424,0.321353,0.101793,0.09686,0.023813,0.074633,0.124371,0.243859,0.216834,0.082125,0.312572,0.526988,0.023055,0.033024,0.048888,0.083981,16529.098568,46.031141,53.559805,56.515746,1.003657,86.64714,5.84014,1.494759,0.567574,1.100437,0.905186,0.102877,57.12648,5.390428,86.26591,0.417337,0.010194,0.011036,0.096658,0.000073,0.007885,2044.408,0.211373,0,0.932091,0.121785,0,0.06334,0.003479,641.1748,121060
0.078673,0.189336,3.044744,0.218673,0.108887,0.325807,0.188087,0.181767,0.068188,1.907149,3.727582,5.020172,7.133138,0.498302,0.493885,0.417531,0.424783,0.428104,0.327843,0.258133,0.173731,0.334474,0.500366,2.574106,0.286913,1.536603,2.251222,2.369155,2.793204,0.235618,0.221543,0.201784,0.061095,0.075463,0.089972,6.089092,0.747059,0.727067,0.538294,0.320553,0.328906,0.000018,0.188291,0.326695,0.115561,0.127022,0.026014,0.077045,0.128344,0.239846,0.539968,0.083757,0.363744,0.885768,0.026689,0.040957,0.051834,0.079504,7370.673219,31.360366,40.358595,31.604147,1.008037,102.7671,6.503449,1.526943,0.62747,1.771507,0.899202,0.061179,21.43261,5.771927,341.2464,1.07799,0.020411,0.028134,0.697025,0.000171,0.008556,794.3102,0.891854,0,0.890147,0.125372,0,0.097851,0.004061,803.3931,407259.2
0.043963,0.101917,5.021177,0.595629,0.018296,0.308812,-0.038492,0.213042,0.120933,1.842721,3.579723,4.770534,6.166678,0.598145,0.501139,0.442522,0.417682,0.473049,0.432411,0.240194,0.142088,0.278782,0.461125,2.532186,0.283849,1.515788,2.085252,2.156706,2.818761,0.213995,0.210622,0.201812,0.063764,0.066715,0.071863,5.578519,0.720818,0.540462,0.340345,0.228114,0.239761,0.000047,0.200081,0.310252,0.100801,0.108227,0.024852,0.076872,0.121267,0.240784,0.359127,0.086586,0.445821,0.8509,0.029516,0.026778,0.039389,0.074371,9023.934843,33.693876,42.393932,59.543719,1.006952,79.58706,5.003584,1.358427,0.711884,1.106867,0.89533,0.087807,32.18106,6.002902,215.7468,1.043496,0.022029,0.057504,0.181136,0.000225,0.012883,1320.49,0.686912,0,0.916112,0.131752,0,0.076902,0.00402,502.7812,105679.6
0.034134,0.072997,3.997218,-0.240884,0.019999,0.768152,0.210815,0.319493,-0.003487,1.869357,3.732638,4.909637,7.820022,0.534279,0.588775,0.427902,0.375702,0.428712,0.35961,0.220072,0.1301,0.315523,0.481935,2.54631,0.295629,1.653612,3.701849,3.21201,3.803023,0.223449,0.226039,0.233878,0.059341,0.070703,0.076824,5.463228,0.767359,0.522734,0.355178,0.264453,0.234328,0.000164,0.186209,0.332592,0.090366,0.094198,0.027712,0.076476,0.124053,0.238271,0.321516,0.14092,0.683442,1.86759,0.025676,0.027601,0.04274,0.075398,15752.510221,41.671855,62.384525,46.378552,1.004158,76.24618,5.189254,1.415054,0.696317,1.089063,0.897107,0.05962,26.76499,5.551886,166.9575,0.816516,0.019819,0.041237,0.179238,0.000168,0.009931,986.6228,0.343141,0,0.970706,0.105071,0,0.028455,0.002696,414.7458,88697.59
0.072485,0.180705,3.10214,-0.732838,0.023547,0.134076,0.375796,0.090156,0.173066,1.821794,3.295748,4.579508,5.925959,0.589288,0.549625,0.481095,0.441194,0.414764,0.432548,0.26983,0.187268,0.358475,0.500934,2.559094,0.295498,1.382524,2.827705,2.192023,2.204337,0.219126,0.198071,0.195864,0.048821,0.057367,0.072682,5.140876,0.956651,0.389091,0.293597,0.278207,0.230859,0.000092,0.189475,0.344001,0.104777,0.097924,0.03744,0.075856,0.122482,0.240043,0.270547,0.078531,0.351284,0.742961,0.022903,0.033382,0.046651,0.078075,18222.030487,77.767233,65.800261,48.095543,1.00528,91.44433,6.087041,1.51383,0.613408,1.288061,0.898242,0.132638,56.98162,5.284859,125.1996,0.774029,0.014729,0.012265,0.100798,0.000105,0.01549,3348.303,0.234932,0,0.980027,0.147099,0,0.019587,0.00257,859.444,198990.8
