@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[12]_amean numeric
@attribute pcm_zcr_sma_de_stddev numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute F0_sma_de_max numeric
@attribute F0_sma_de_amean numeric
@attribute F0_sma_de_linregc1 numeric
@attribute output {energetic,notenergetic}

@data

0.010881,0.084745,0.000007,0.074603,-0.265226,2.381316,-14.522,-15.02553,2.41786,-2.737325,-13.10592,2.96846,-1.093212,-0.89183,-22.4247,-0.552354,0.519648,25.25142,-17.67296,15.62547,4.793417,0.154916,0.13508,0.368899,0.884632,2.761418,-0.00004,1.35972,7.174515,1.010055,1.054187,-0.003123,-0.000831,0.011072,8.290723,124.724,0.031013,-0.000029,energetic
0.004536,0.030251,0.00001,0.014705,1.209339,4.156444,-13.51722,-11.98616,3.318178,-2.538852,-9.350753,3.094841,-2.286149,-2.601196,-15.78004,1.298069,-1.112728,20.64127,-17.57465,10.09902,3.972237,0.149897,0.142899,0.366167,0.67168,2.466596,0.000017,0.698887,6.327269,1.209368,1.170338,0.007054,-0.000777,0.013335,7.36235,110.8931,0,-0.000055,energetic
0.022134,0.092319,-0.000013,0.111982,-0.181939,2.934312,-12.91598,-13.89363,2.456277,-1.990462,-8.900704,2.994077,1.035335,2.767866,-14.2405,-1.480018,-1.02037,14.61984,-16.45579,9.501719,3.621186,0.132491,0.134679,0.269145,1.672454,6.073423,0.000002,1.060619,5.421081,1.107124,1.000764,-0.005087,-0.001219,0.010208,4.934731,94.26283,0,-0.000009,energetic
0.01812,0.029087,-0.000001,0.031131,1.657771,7.527559,-9.675193,-10.08931,1.772572,-3.566036,-12.08985,3.147891,-2.500448,-2.301325,-11.81115,-0.744507,-0.94039,13.19075,-12.86646,7.601484,3.002815,0.093839,0.135063,0.233205,1.702488,6.953119,0.000014,-0.190274,13.23653,0.815597,0.764667,-0.003181,0.000902,0.007674,7.609697,70.40556,0,-0.000001,energetic
0.00974,0.051681,0.000004,0.046145,0.884407,4.176738,-13.6116,-12.7958,2.010228,-2.980836,-11.17804,2.683949,-1.450491,0.237624,-13.64642,-0.514373,1.029955,18.41703,-13.4737,12.2276,3.917873,0.150167,0.128426,0.299495,1.386122,4.125155,0.00005,0.996032,6.384647,1.264847,1.085806,-0.006486,-0.002119,0.010259,3.791221,106.1849,0.007395,-0.000019,energetic
0.001195,0.029021,-0.000004,0.034625,2.796309,11.79803,-9.562224,-10.08118,5.192287,-1.131854,-27.80422,3.42249,-1.71051,-2.662685,-30.05903,-4.909154,-5.935934,36.30922,-21.56238,11.20077,4.99146,0.105737,0.140483,0.391586,0.761011,2.486576,-0.00005,2.097822,17.41901,1.891596,1.870382,-0.017855,0.000291,0.021176,8.558971,74.79811,0.058206,0.000052,energetic
0.000949,0.022535,-0.000001,0.024481,0.044706,2.747599,-6.848264,-8.247508,3.420033,-3.696135,-13.91255,2.849972,0.232704,-3.329746,-19.41082,-0.105327,-1.317249,16.82988,-12.17345,7.767292,4.109468,0.069823,0.130093,0.349716,0.824107,3.146485,0.000029,1.432161,10.33333,1.041303,1.177375,-0.004474,0.002335,0.00642,9.558521,112.6861,0,-0.00004,energetic
0.020712,0.045137,-0.000002,0.048267,-0.089878,2.53318,-8.113731,-8.682637,2.151297,-7.854725,-7.382424,3.357953,2.057353,4.616585,-9.331006,2.619221,2.01914,16.25045,-12.0731,10.80197,3.412031,0.080246,0.143044,0.329501,1.131293,3.96696,-0.000009,0.748483,5.651693,0.938892,1.009248,0.001463,0.002074,0.007042,4.41064,107.9718,0.08382,0.000146,energetic
0.001741,0.024831,-0.000001,0.026768,1.393161,6.146777,-12.81534,-13.14475,4.36146,-6.273085,-17.3397,4.289437,-3.565683,-2.785795,-22.06019,-0.515994,-3.889066,26.48929,-21.87778,12.54957,4.148506,0.15124,0.149098,0.364981,0.968115,3.364993,0.000002,1.128128,6.312844,1.500031,1.433989,-0.007877,0.001643,0.017447,14.26579,104.9524,0.020013,-0.000002,energetic
0.01002,0.036419,0.000001,0.03497,0.993521,4.478891,-7.885583,-7.820503,2.846162,-1.311023,-11.54661,2.813325,-2.01947,-2.931094,-16.017,-1.208706,-1.805201,15.51946,-13.7486,10.04766,3.182498,0.081342,0.125092,0.354157,0.690625,2.545844,-0.00002,0.60617,3.705206,0.79268,0.937545,-0.003842,0.002753,0.00972,7.606438,122.7951,-0.052687,0.00005,energetic
0.003004,0.034017,-0.000003,0.038176,0.814357,4.146267,-10.23717,-10.17374,4.598348,-1.34807,-22.0221,5.250413,4.041618,4.637345,-16.25444,0.585424,0.532324,17.95734,-14.17837,11.91706,3.598846,0.091721,0.136917,0.431073,0.317268,1.681033,0.000014,1.572934,9.263509,1.250113,1.112899,0.000039,-0.001695,0.01462,16.50971,124.724,-0.02953,-0.000079,energetic
0.026875,0.072698,0.000011,0.05697,1.536569,6.472398,-12.16609,-10.51656,2.983066,-7.022467,-16.35331,2.814353,-0.260398,1.922808,-12.38371,3.302556,-0.135052,20.53959,-14.03656,10.17554,3.456903,0.138615,0.146735,0.307629,1.102756,4.083354,-0.00001,0.214982,8.633068,1.156133,1.180804,-0.007789,-0.001013,0.011297,10.14205,121.9759,0,-0.000016,energetic
0.00293,0.032479,0.000006,0.023245,0.207271,3.227528,-8.732137,-3.961053,5.030682,-5.946988,-23.73481,3.392657,0.308376,0.003355,-21.2932,0.126113,1.928719,31.10588,-23.84018,9.474765,4.121768,0.104061,0.131112,0.456439,0.032628,1.784316,-0.000008,1.049316,11.41474,1.017082,1.274843,-0.000039,0.000693,0.013014,37.51949,112.0246,0,-0.000129,energetic
0.005401,0.022874,0.000004,0.017204,2.356199,14.19317,-9.461708,-8.723759,3.403999,-6.580047,-15.09781,2.884175,-1.742751,-4.029439,-16.92876,-2.278659,-4.52401,18.9585,-19.50428,9.191376,3.690099,0.116047,0.142002,0.353949,0.5073,2.775875,0.000001,1.247004,25.5899,0.784325,0.85583,-0.009815,0.001526,0.010838,18.24383,126.5788,0,-0.000027,energetic
0.020172,0.04737,-0.000006,0.055941,1.341395,7.241951,-10.9543,-11.54071,2.145411,-7.185434,-11.44048,3.21713,-2.296692,-4.845128,-14.22592,-2.061433,0.179272,13.5993,-16.66327,9.210155,3.393225,0.118293,0.156116,0.31245,1.185398,3.970006,0.000009,0.493331,10.22476,0.985728,0.94361,0.003624,0.000978,0.009396,6.737708,125.6587,0,-0.00002,energetic
0.001381,0.013382,0.000005,0.006095,2.191182,8.781561,-11.1066,-8.460473,8.056433,-2.276864,-19.27889,3.332886,5.349276,6.341971,-12.2228,6.075668,7.592807,42.00368,-19.94733,19.26653,4.226526,0.046799,0.104335,0.368311,0.271208,2.094018,0.000001,1.301888,6.544544,2.472684,2.610021,0.005376,-0.003657,0.006753,18.76487,122.3073,0,-0.000043,energetic
0.01798,0.04753,-0.000006,0.056165,1.899004,7.625293,-11.37649,-10.64388,2.561369,-5.033473,-15.58453,2.727988,-3.39127,-1.888005,-13.46224,-0.946069,0.882312,18.97872,-9.59122,12.357,3.575981,0.117163,0.128063,0.263457,1.283377,4.18986,-0.000091,2.306703,12.584,1.046769,1.342517,-0.001373,0.002174,0.00784,3.92872,118.1517,0,-0.00001,energetic
0.006342,0.039621,-0.000002,0.042044,0.838987,12.00729,-12.90214,-13.43848,2.660916,-3.764274,-15.25918,3.405452,0.909773,0.905956,-17.69667,0.621502,-1.538107,19.79341,-14.19898,12.80342,4.113867,0.135998,0.150986,0.354351,0.810747,3.217684,-0.000007,1.045992,11.95169,0.917273,0.974004,-0.004643,0.003794,0.010027,12.59539,125.0497,0,-0.000043,energetic
0.003378,0.019503,0.000005,0.011733,2.010314,8.986382,-5.36882,-2.317015,5.044585,-1.375299,-16.90658,2.682236,0.015389,-1.501389,-31.26201,-3.690701,-3.388629,24.26631,-24.74144,7.783009,5.840773,0.06904,0.147084,0.437617,0.296288,2.07724,-0.000003,1.027966,11.92664,1.443519,1.713369,0.010485,0.002521,0.010407,16.10671,125.439,-0.057852,-0.000012,energetic
0.008779,0.049131,-0.000004,0.055462,0.544075,2.642844,-9.96425,-11.484,3.140911,-4.625451,-14.37723,2.749602,0.865689,1.491201,-16.81814,-2.698242,-2.341334,19.74857,-16.02962,10.45798,4.443525,0.091354,0.130023,0.291014,1.275305,4.852371,0.00002,1.351908,7.28359,1.105058,1.285103,-0.008458,0.002732,0.00847,5.271656,116.722,0,-0.000014,energetic
0.001089,0.015971,-0.000004,0.022307,0.79216,2.918596,-12.59801,-16.60276,5.041727,-2.903095,-17.62274,2.604673,-1.723367,-5.876189,-20.36611,-0.022037,-2.822851,44.14345,-22.60644,8.578252,4.670106,0.121488,0.140311,0.335762,1.02298,3.454355,-0.000004,1.748928,7.837393,1.442371,1.810814,0.011964,0.002614,0.013273,10.10219,123.8237,0,-0.000048,energetic
0.005709,0.027985,-0.000002,0.031499,0.979311,3.650062,-13.88141,-14.71747,3.271401,-5.464583,-27.44753,3.216169,1.126714,0.208658,-18.15556,4.406433,6.076433,36.44245,-17.02094,15.44118,5.3582,0.110776,0.15216,0.352379,1.100443,3.623935,0.000028,1.291464,8.67712,1.519554,1.348901,0.010404,-0.002152,0.012247,9.066504,100.4154,0.007635,-0.00003,energetic
0.000781,0.003838,0,0.003792,5.938581,43.91979,-3.570071,-3.387783,4.000423,-9.947953,-16.14564,3.208689,-4.58526,-4.925547,-22.77789,-7.781094,-11.21346,71.31364,-25.58039,11.21046,5.943572,0.076325,0.173761,0.547049,0.001877,2.287445,-0.000001,3.221556,71.95618,0.798123,0.760792,0.002967,-0.005131,0.008502,50.29634,119.7321,0.10322,0.00001,energetic
0.031669,0.061029,0.000005,0.053081,0.138665,2.565476,-11.74681,-12.23283,1.828032,-6.296758,-7.403946,2.926894,-0.472551,1.361827,-13.30294,-0.037871,2.698301,14.24836,-19.89031,7.508523,3.750099,0.122689,0.138397,0.382989,0.472875,2.541654,0.000002,0.793228,5.28017,0.757393,0.833955,-0.006143,-0.001293,0.00945,4.750795,114.9648,0.057883,0.000066,energetic
0.006791,0.062766,0.000004,0.056859,0.299402,2.689545,-10.80411,-10.02637,3.163343,-1.927646,-7.6723,3.085334,-2.652061,-2.314786,-19.12205,-0.036268,-1.664615,16.94219,-13.00675,15.23814,3.469297,0.107108,0.143023,0.270958,1.2311,4.741029,0.000046,0.895151,5.351861,0.766539,0.804199,0.005956,-0.002466,0.00925,5.253402,87.72139,0,-0.000002,energetic
0.007671,0.040253,0.000005,0.032566,1.151665,6.259047,-7.462127,-6.432353,2.98251,0.264207,-14.57434,2.958235,0.144961,-0.439162,-19.81468,-2.874188,-0.078266,19.31834,-15.95245,12.4815,4.306883,0.07668,0.148747,0.384081,0.539498,2.223773,0.000057,1.068995,12.50574,0.956593,0.98287,0.011873,0.001153,0.00791,12.44352,119.0636,0,-0.00008,energetic
0.008448,0.030685,0.000007,0.020807,0.927171,3.684706,-10.18707,-9.568501,3.101477,-3.830319,-7.31245,2.687458,3.179989,3.384562,-6.982257,3.674549,0.989048,11.88382,-12.36875,11.75204,3.544993,0.075916,0.130818,0.293547,1.243944,4.580501,0.000008,1.2144,5.147141,0.93378,1.031842,-0.002019,0.000509,0.008496,5.586779,113.5908,0,-0.000014,energetic
0.013608,0.05808,-0.000003,0.06284,0.719659,4.036616,-12.00702,-12.12617,2.904045,-2.344015,-12.48671,3.823531,0.918796,-0.296479,-15.06089,-0.033365,-0.449844,11.09299,-12.47067,14.61616,2.734249,0.090148,0.116267,0.209985,2.548823,12.21371,-0.000018,0.019121,2.890953,1.127308,0.983095,-0.005519,-0.000629,0.012662,3.41228,50.32885,0,-0.000001,energetic
0.003414,0.016677,0.000002,0.014321,1.315958,4.113056,-8.899392,-8.370321,3.894075,0.309717,-9.281185,3.172772,1.228458,1.162157,-13.45642,0.797505,-4.815383,15.6243,-23.83149,9.135216,3.454277,0.071692,0.105172,0.326094,1.186874,3.976123,0.000008,1.522795,8.361453,0.960406,0.849878,0.004408,0.000938,0.009185,6.192377,112.5805,0,-0.000038,energetic
0.009622,0.031272,0.000004,0.025736,1.505274,6.842265,-9.584054,-7.998346,3.549798,-4.577248,-11.70277,3.042412,1.345145,4.257846,-12.95435,7.641539,1.142878,22.83619,-17.75229,20.80827,4.685439,0.082452,0.158397,0.405589,0.500825,2.40624,-0.000012,0.534463,8.486036,1.022265,1.321205,-0.007733,-0.000532,0.008734,5.359583,125.0956,0,-0.00006,energetic
0.011006,0.067437,-0.000007,0.077914,-0.243113,3.002637,-10.89072,-13.37971,3.228555,-6.460031,-13.21639,2.881811,-0.976652,2.502707,-13.497,0.226887,-1.140778,13.68041,-10.95752,11.55513,3.805637,0.122419,0.130817,0.317697,1.168173,4.120377,0.000075,0.693942,6.701061,0.987589,0.930594,-0.0077,0.003361,0.009809,10.97504,123.0448,0,-0.000028,energetic
0.022233,0.069726,0.000006,0.06034,0.10206,3.071681,-12.485,-11.16575,2.048958,-1.470789,-9.19198,2.978243,-4.604312,-5.506685,-9.806706,2.201091,0.545307,16.93121,-24.40403,10.33626,3.742162,0.130092,0.129293,0.254645,1.478441,4.987998,0.000009,1.177892,6.912794,0.982329,0.897823,0.007122,0.000057,0.009349,5.071564,63.19958,0,-0.000002,energetic
0.002818,0.026327,-0.000001,0.028303,0.205947,2.623087,-10.16277,-10.51063,3.243464,-6.919554,-13.36251,2.968354,-4.344653,-4.128809,-16.97212,-1.769204,-3.401406,26.82968,-15.56452,13.55682,3.857712,0.107772,0.141784,0.350348,0.836021,3.047135,0.000003,0.938736,5.865421,1.044718,1.062037,0.013,0.002717,0.008456,9.05129,127.0015,0.032051,0.000212,energetic
0.007952,0.064884,-0.000006,0.074187,-0.011899,2.746019,-11.44341,-11.8476,2.301058,-5.505737,-8.531373,4.223913,0.862529,0.073035,-10.85303,-0.026988,1.349998,20.25169,-13.73958,6.9888,3.310689,0.12236,0.13271,0.299588,0.914953,3.262922,0.000019,0.64683,5.513844,0.735217,0.898732,0.002632,0.0012,0.009072,5.366603,115.7553,0,-0.000012,energetic
0.000974,0.011233,0,0.011957,0.988301,3.393836,-7.170105,-6.525193,4.616598,-2.06987,-17.2861,2.578137,-0.762887,1.154544,-18.644,-1.846074,-2.045732,27.4702,-20.16849,15.89474,4.600109,0.081638,0.140004,0.430439,0.762801,2.393135,-0.000011,1.512792,8.336293,1.535013,1.367142,-0.000177,-0.001786,0.011781,19.32699,113.1557,0,-0.000127,energetic
0.011948,0.035109,0,0.034627,0.492675,2.915586,-8.119664,-8.387425,2.548495,-2.969063,-12.17286,2.690012,-1.016493,-2.549398,-15.77486,-2.045041,-1.604104,15.67457,-10.70114,7.952114,3.397631,0.07987,0.145209,0.355684,0.698755,2.575137,0.000004,0.86421,6.21026,0.716921,0.826986,-0.002313,0.000931,0.006697,6.955916,101.0014,0,-0.000046,energetic
0.023249,0.053945,0.000003,0.049838,1.087606,6.142001,-7.75585,-7.625768,2.187634,-3.968526,-10.94298,2.841129,-1.83027,-2.026366,-9.026114,1.881777,0.362208,12.4741,-12.91103,5.880849,2.96028,0.076309,0.127409,0.294973,1.184218,3.469007,-0.000025,1.026794,6.516134,0.761618,0.926467,0.012774,0.001384,0.006122,5.845255,101.1859,0,-0.000026,energetic
0.004163,0.028491,0.000005,0.020585,1.336361,5.179015,-18.38107,-16.81538,4.420726,-0.822412,-13.15965,2.158726,0.22162,6.16016,-20.30295,-0.107953,3.532675,16.77263,-13.34456,12.90462,3.940545,0.1429,0.122336,0.293598,0.96961,5.332753,-0.000021,1.249512,7.376284,1.338911,1.521412,-0.00484,0.000272,0.017491,5.442492,125.0497,0,-0.000006,energetic
0.009393,0.033544,-0.000006,0.04218,1.108268,4.171035,-11.97335,-11.96658,3.14249,-2.531654,-7.84499,3.079386,-1.05072,2.090891,-18.24281,0.474838,5.92786,20.70638,-9.777173,5.301959,2.988839,0.094926,0.123874,0.229568,1.817915,8.137826,-0.000068,0.740265,5.670987,0.8202,0.96666,0.007288,0.003276,0.012143,7.154314,0,0,0,energetic
0.004063,0.042845,0.000003,0.039083,0.291486,3.78466,-7.67347,-7.707522,2.897279,-7.145436,-12.70918,3.010818,-5.598492,-6.951088,-15.53082,-1.606052,4.496821,19.93758,-18.01838,26.81705,5.779481,0.087947,0.152521,0.39586,0.996787,3.045684,0.000046,0.456101,5.252141,0.920186,0.975922,0.00358,-0.000391,0.006661,4.514317,126.6672,-0.057852,0.000025,energetic
0.016142,0.044768,0.000001,0.043302,0.204143,3.406677,-11.07239,-11.22518,1.66802,1.255723,-11.48503,2.987567,-0.805212,-0.111432,-15.06358,-0.211271,-1.087405,15.92738,-16.42779,6.544508,3.241459,0.094017,0.142467,0.347505,0.876561,2.883582,-0.000027,0.688482,6.94661,0.891719,1.03937,-0.000365,-0.002057,0.008303,5.301439,121.0388,0.029674,0,energetic
0.035404,0.080904,0,0.081264,1.952315,10.57825,-13.61799,-13.71961,2.086962,-7.785015,-12.85537,3.068826,-3.752792,-3.641402,-14.38466,0.04775,-1.279028,19.89092,-14.0775,11.77559,3.842571,0.167134,0.134999,0.316706,1.13144,4.670878,0.000012,0.915768,11.44482,1.129517,1.147375,-0.005692,0.001182,0.010126,7.422158,125.0496,0,-0.000012,energetic
0.005286,0.027062,0.000002,0.024565,-0.011872,3.129381,-14.30217,-13.57,1.936142,-6.719785,-7.235996,3.184754,1.185544,0.920103,-12.15168,1.475946,-0.763973,16.71414,-12.1383,11.53757,3.640024,0.155834,0.156362,0.373225,0.49712,2.417641,0.000018,0.679317,5.670789,0.876489,1.032258,0.005472,0.002434,0.010027,5.818783,120.7257,0,-0.000055,energetic
0.003875,0.02462,-0.000002,0.027627,2.067532,15.69705,-10.46934,-11.7636,2.69709,-5.201816,-13.54535,3.369082,1.543963,1.940324,-14.77554,0.403687,0.204526,22.75408,-21.35749,11.89164,3.927022,0.115943,0.135724,0.397446,0.514551,2.485013,-0.000009,0.415716,28.34755,1.076107,1.232084,0.00574,0.00038,0.009885,15.67969,126.4904,0,-0.00007,energetic
0.005283,0.014942,0.000001,0.012909,3.023746,18.75655,-6.6983,-5.489872,2.772511,-4.320073,-15.13402,2.810502,0.094863,0.316039,-14.61919,-2.214437,0.562947,19.13169,-11.29204,8.034335,4.779573,0.068151,0.135639,0.391654,0.67209,2.291119,0.000013,1.109231,26.32086,0.764803,0.812481,-0.001025,0.000356,0.007516,43.30045,117.2172,0,-0.000094,energetic
0.009381,0.04029,0.000001,0.038982,1.761767,6.57249,-9.812455,-9.939741,4.61765,-1.36654,-10.3158,2.96297,1.867252,1.872967,-15.28106,1.123951,1.815809,15.5104,-9.087853,9.077081,3.640432,0.084661,0.138616,0.272932,1.672229,5.668447,0.000009,0.607132,9.628066,0.973926,0.796545,-0.005348,-0.000183,0.014261,6.72905,69.60813,0,-0.000007,energetic
0.001817,0.011237,0,0.010744,2.44849,9.307039,-7.409217,-8.337664,3.490242,5.280082,-13.57633,2.836042,-0.258291,0.179378,-27.17542,-1.978694,-0.479901,25.20866,-24.25204,22.67895,4.940695,0.06092,0.152565,0.343241,1.352052,4.398212,0.000004,1.011838,8.741056,1.766507,1.695431,-0.003119,0.000391,0.010733,5.776316,122.7701,0,-0.000052,energetic
0.001042,0.018733,0.000001,0.017873,1.065128,3.914326,-6.796661,-7.73783,4.61924,-3.617798,-24.77598,3.831951,-5.24898,-7.447953,-28.90442,-5.902245,-0.652969,47.45055,-26.20713,17.51111,5.302986,0.080603,0.149331,0.505204,0.221786,1.607725,0.000004,0.585126,10.92951,1.629565,1.645007,-0.009715,-0.003952,0.01519,24.15787,125.0496,-0.038865,-0.000106,energetic
0.000515,0.01559,0.000008,0.00326,1.373547,4.397655,-4.723984,-2.785402,6.28867,-2.62493,-30.73675,3.016682,-8.873022,-12.90255,-26.81598,-5.523197,-9.234515,39.92201,-26.44549,10.96582,4.892608,0.073294,0.145476,0.456127,0.316604,2.330178,-0.000014,0.166268,16.36504,1.068207,1.309834,0.005332,0.002492,0.01075,30.58187,122.4445,0,-0.000124,energetic
0.004224,0.053762,0.000004,0.047946,1.537692,5.981598,-13.34977,-13.44096,4.188981,-2.8398,-13.98305,2.825582,-4.084697,-2.989547,-24.69376,-2.751501,-1.236762,32.42696,-23.1859,10.86524,4.137849,0.124438,0.12936,0.412088,0.489096,2.004756,-0.000003,1.136174,7.48545,2.361312,2.258949,0.008531,-0.00167,0.019483,5.941316,90.9637,-0.033151,-0.000027,energetic
0.001236,0.023419,0.000003,0.018231,0.355912,2.452069,-6.074384,-5.654757,3.457436,-5.759132,-19.93299,3.566808,-1.116782,-4.980098,-28.94021,-6.495103,-0.41577,50.66705,-24.74985,16.02792,5.736075,0.082968,0.131027,0.539537,-0.014674,1.858735,-0.000012,0.344021,8.174609,1.094704,1.256215,-0.006154,-0.002303,0.00748,13.8349,121.725,0.070776,-0.000025,energetic
0.003753,0.016615,0.000002,0.013689,1.654703,5.73773,0.25818,0.820889,6.250856,-2.685353,-14.56859,3.277162,-1.687266,-1.827278,-27.30701,-5.692523,-2.359355,30.33559,-25.57063,13.35686,4.503239,0.043132,0.109029,0.431019,0.402791,2.678862,-0.000006,0.938092,6.398352,1.436851,1.627409,-0.005004,-0.00096,0.006092,12.00082,127.4283,0.069483,0.000019,energetic
0.012578,0.072549,0.000012,0.0539,0.666898,4.165071,-13.62086,-12.08159,2.669808,-3.075037,-14.70724,2.798415,-0.290283,2.035616,-14.44188,-0.068273,-0.490946,17.84237,-14.7865,21.47556,5.055519,0.137989,0.143275,0.349157,1.08619,3.276806,-0.00001,0.519386,5.518676,1.213743,1.134617,0.010861,-0.000887,0.012869,6.760945,127.7681,0,-0.000077,energetic
0.004326,0.032731,-0.000001,0.034098,1.898905,7.014505,-5.348442,-5.442526,4.324456,4.255051,-20.3606,4.56379,-1.537448,-1.772986,-15.3422,7.508152,3.270131,32.17834,-22.72753,15.89264,4.350418,0.039049,0.134227,0.335809,0.797305,3.044769,0.000013,1.262228,9.117344,1.131379,1.84113,0.001863,-0.001943,0.006996,7.227285,97.63342,0,-0.000028,energetic
0.000374,0.067113,0.000006,0.057957,-0.542776,2.421798,-12.47032,-11.79016,3.572975,-4.01223,-11.12475,4.827862,1.62074,3.270432,-24.33939,0.68468,-0.673858,29.10934,-22.23199,18.63299,3.991096,0.127469,0.135474,0.313177,1.995617,6.916996,-0.000064,0.80668,9.430591,1.020715,1.233361,0.021704,-0.000846,0.013601,14.89306,116.0142,0,-0.000034,energetic
0.039554,0.080331,0.000006,0.07068,0.010251,2.767654,-14.42519,-13.26847,1.903965,-6.118383,-8.071773,2.95739,-1.779238,-2.094481,-11.394,2.110684,2.28775,22.97187,-17.97755,10.73886,4.500062,0.157031,0.14756,0.354301,0.718588,2.962151,0.000011,0.716048,4.952467,0.892064,0.998215,0.008488,-0.00066,0.008593,3.934654,117.5433,0,-0.00003,energetic
0.028035,0.04808,-0.000001,0.049186,0.268178,2.513216,-12.24715,-11.97048,1.203549,-4.382061,-3.372979,2.889434,0.258732,1.365509,-11.30891,-0.20247,-1.376533,12.32151,-14.60769,7.763797,3.383782,0.113971,0.140467,0.221577,2.059667,11.35964,0.00001,0.949267,4.33629,0.677013,0.781516,0.000847,0.001463,0.008088,3.238076,0,0,0,energetic
0.000923,0.021811,0,0.02107,0.554486,4.599276,-10.75583,-10.65602,2.755011,-0.644675,-13.82257,4.65603,0.887996,1.147817,-14.14863,-0.059343,-0.023073,17.75137,-18.96221,16.89445,4.726806,0.084908,0.130534,0.401788,0.620242,2.539325,-0.000009,1.5679,8.850309,0.923968,0.998235,0.001488,0.004419,0.009821,18.58154,120.9843,0,-0.00009,energetic
0.0069,0.039691,0.000006,0.030075,0.927842,3.603972,-9.347051,-7.666145,3.316968,-2.660237,-18.36565,3.736433,1.864684,3.607103,-20.30327,-0.899476,-0.677827,14.153,-15.71422,8.729525,3.314111,0.091412,0.116709,0.332836,1.21394,3.367652,-0.000028,1.202338,8.14551,0.90925,0.889468,-0.003566,-0.00158,0.010316,12.08842,119.1091,0,-0.000073,energetic
0.017496,0.046837,0.000001,0.044712,1.32155,6.167148,-11.07299,-11.78542,2.537861,-0.641782,-9.875662,3.010217,0.350166,-0.602904,-14.91644,0.307588,-0.744791,16.79504,-11.93428,9.319054,3.697883,0.100696,0.134368,0.297932,1.183641,4.144316,-0.00003,1.090491,9.174715,0.955521,1.061164,0.001726,0.00098,0.010439,12.64904,117.6191,0,-0.000016,energetic
0.008355,0.039208,-0.000002,0.042806,0.85459,3.356802,-11.24902,-12.8333,4.54689,1.213184,-17.27175,3.125972,-0.986995,-0.30133,-25.21933,-5.095142,-2.799982,30.70572,-22.0933,18.89313,4.434899,0.108495,0.123422,0.343201,1.141379,3.613661,-0.000038,-0.286129,5.497573,1.567774,1.860358,-0.012486,0.000148,0.018162,6.643917,121.9516,0,-0.000063,energetic
0.006295,0.030028,0.000005,0.022279,2.098615,8.65965,-8.028373,-8.817513,3.417727,0.83287,-12.47523,3.399372,-1.725102,-2.537993,-20.60602,-2.742958,-0.991483,15.25357,-21.58587,12.20705,3.807435,0.06963,0.140328,0.293179,1.505595,5.860637,0.000016,0.965652,6.673733,0.944434,0.901108,0.002473,-0.001338,0.009536,6.662847,119.6411,0,-0.000021,energetic
0.000925,0.016052,0.000001,0.015079,1.482595,4.916827,2.935421,1.907552,7.526058,-1.252075,-6.555228,1.829312,7.888261,9.243459,-14.5053,3.503275,-3.024374,35.86457,-10.65438,14.63325,5.120516,0.024362,0.094418,0.469862,0.400143,3.191844,-0.000011,0.482483,5.143129,3.183085,2.150084,0.008708,0.002899,0.005998,13.45202,126.7903,0.007953,-0.000103,energetic
0.012187,0.041664,-0.000008,0.0534,0.419176,3.978166,-8.706426,-10.1713,3.009809,-3.766942,-10.43825,2.691675,-2.383861,-1.99194,-13.63589,-2.959311,-4.099656,13.17045,-14.13459,6.500494,3.661756,0.089259,0.137617,0.31791,1.282763,4.260131,-0.000012,1.626951,10.67738,0.647298,0.783538,0.000003,0.001426,0.006231,6.644081,119.0843,0,-0.000031,energetic
0.004645,0.040382,0.000004,0.033755,0.368389,2.521251,-8.899626,-8.905639,4.170084,2.0619,-11.70439,3.737275,-0.505117,0.541008,-32.65133,-2.447503,2.061931,30.63041,-12.79271,14.91741,4.066892,0.064612,0.12281,0.311146,0.633309,3.117117,0.000041,0.213173,5.862009,1.148744,1.374551,0.000347,0.000589,0.008651,8.891958,125.0496,0,-0.000009,energetic
0.012876,0.042048,-0.000004,0.047793,0.882694,4.443071,-8.686271,-9.596599,2.460165,-5.806082,-15.45964,2.984172,-3.376485,-2.609871,-18.49182,-4.006065,-1.791435,19.11289,-18.95599,6.292778,4.372633,0.104193,0.126482,0.401437,0.615323,2.815914,-0.000001,1.227592,9.592294,0.979558,1.043896,0.004027,0.001143,0.008759,7.967646,126.2531,0,-0.000075,energetic
0.021069,0.042635,-0.000001,0.043902,0.794798,5.054434,-10.90731,-11.7349,1.865331,-2.608519,-10.29913,3.298095,-3.330943,-3.586217,-11.47489,-0.849984,-1.399965,17.31244,-15.84354,10.35122,3.386784,0.110787,0.146437,0.295205,0.941562,3.498105,0.000018,1.17483,8.902164,0.76627,0.769327,-0.000916,-0.000904,0.007648,9.122561,88.12789,0,-0.000006,energetic
0.00912,0.020941,0.000002,0.017749,1.203422,4.779623,-14.99578,-14.87219,1.628989,-2.985245,-10.80906,3.250801,2.469568,1.149472,-13.15435,1.92681,-0.511832,16.2844,-11.75492,13.65158,3.360735,0.150391,0.138615,0.266677,1.303937,4.965398,0.000003,1.227425,7.508966,1.105597,1.127727,0.004457,0.002965,0.015093,3.866539,77.35283,0,-0.000002,energetic
