@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_A# numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_9 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_1 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_A numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_18 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_21 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {energetic,notenergetic}

@data
0.083756,0.522674,1.360696,0.805206,0.155781,0.012212,-0.187629,0.00024,2.002671,3.681331,5.327746,6.088574,0.56197,0.512868,0.54215,0.487746,0.464257,0.455024,0.270101,0.104544,0.309602,0.525856,2.611146,-0.385033,0.303708,1.618207,2.035292,0.210547,0.177366,0.074271,0.070316,8.715036,1.089963,0.755415,0.410521,0.617082,0.000134,0.17032,0.376232,0.120514,0.195707,0.172022,0.051441,0.067289,0.089969,0.261875,0.261354,0.095406,0.492259,0.905702,0.037479,0.045871,0.16075,7332.258077,33.380921,35.52005,1.007126,64.16267,5.658641,1.626831,0.630761,0.674072,0.885441,0.059968,17.39616,4.136972,920.5238,2.538913,0.053031,0.15457,0.505711,0.000674,0.016072,981.7941,1.540793,0,0.637151,0.063298,0,0.231344,0.004352,688.8901,766493.4,notenergetic
0.065424,0.129732,0.644529,-0.080889,0.219692,0.402305,0.010288,0.000897,1.866714,3.485186,5.420146,5.481255,0.567911,0.61089,0.489124,0.520556,0.497667,0.47472,0.291055,0.146344,0.29536,0.462584,2.548754,-1.178782,0.295595,1.503466,1.930413,0.187104,0.166642,0.060574,0.065302,5.524869,0.739827,0.583343,0.261385,0.200352,0.00018,0.177472,0.329634,0.093132,0.099814,0.106462,0.031447,0.039466,0.080734,0.262154,0.115868,0.066315,0.765953,0.784851,0.020535,0.039733,0.156849,14185.291133,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5,notenergetic
0.065424,0.129732,0.644529,-0.080889,0.219692,0.402305,0.010288,0.000897,1.866714,3.485186,5.420146,5.481255,0.567911,0.61089,0.489124,0.520556,0.497667,0.47472,0.291055,0.146344,0.29536,0.462584,2.548754,-1.178782,0.295595,1.503466,1.930413,0.187104,0.166642,0.060574,0.065302,5.524869,0.739827,0.583343,0.261385,0.200352,0.00018,0.177472,0.329634,0.093132,0.099814,0.106462,0.031447,0.039466,0.080734,0.262154,0.115868,0.066315,0.765953,0.784851,0.020535,0.039733,0.156849,14185.291133,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5,notenergetic
0.065424,0.129732,0.644529,-0.080889,0.219692,0.402305,0.010288,0.000897,1.866714,3.485186,5.420146,5.481255,0.567911,0.61089,0.489124,0.520556,0.497667,0.47472,0.291055,0.146344,0.29536,0.462584,2.548754,-1.178782,0.295595,1.503466,1.930413,0.187104,0.166642,0.060574,0.065302,5.524869,0.739827,0.583343,0.261385,0.200352,0.00018,0.177472,0.329634,0.093132,0.099814,0.106462,0.031447,0.039466,0.080734,0.262154,0.115868,0.066315,0.765953,0.784851,0.020535,0.039733,0.156849,14185.291133,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5,notenergetic
0.065424,0.129732,0.644529,-0.080889,0.219692,0.402305,0.010288,0.000897,1.866714,3.485186,5.420146,5.481255,0.567911,0.61089,0.489124,0.520556,0.497667,0.47472,0.291055,0.146344,0.29536,0.462584,2.548754,-1.178782,0.295595,1.503466,1.930413,0.187104,0.166642,0.060574,0.065302,5.524869,0.739827,0.583343,0.261385,0.200352,0.00018,0.177472,0.329634,0.093132,0.099814,0.106462,0.031447,0.039466,0.080734,0.262154,0.115868,0.066315,0.765953,0.784851,0.020535,0.039733,0.156849,14185.291133,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5,notenergetic
0.065424,0.129732,0.644529,-0.080889,0.219692,0.402305,0.010288,0.000897,1.866714,3.485186,5.420146,5.481255,0.567911,0.61089,0.489124,0.520556,0.497667,0.47472,0.291055,0.146344,0.29536,0.462584,2.548754,-1.178782,0.295595,1.503466,1.930413,0.187104,0.166642,0.060574,0.065302,5.524869,0.739827,0.583343,0.261385,0.200352,0.00018,0.177472,0.329634,0.093132,0.099814,0.106462,0.031447,0.039466,0.080734,0.262154,0.115868,0.066315,0.765953,0.784851,0.020535,0.039733,0.156849,14185.291133,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5,notenergetic
0.099233,0.177346,0.08454,0.100667,-0.185375,-0.162485,0.100139,0.000195,1.71044,4.458264,7.582441,8.925275,0.647604,0.656431,0.443016,0.407648,0.317093,0.307412,0.168951,0.172156,0.340106,0.504374,2.52627,-1.558979,0.29179,1.80801,4.004334,0.198916,0.163827,0.050139,0.054249,5.315866,0.482197,0.363089,0.307091,0.146121,0.000057,0.173236,0.28566,0.101295,0.100392,0.078782,0.021592,0.040487,0.072151,0.253385,0.064534,0.072163,1.057072,1.457889,0.025165,0.045637,0.151471,11990.181567,46.824971,117.353271,1.010286,88.04457,5.769192,1.46808,0.494835,1.148978,0.902183,0.135872,142.103,5.405881,101.74,0.46857,0.006681,0.008734,0.271103,0.000052,0.006613,13140.33,0.094861,0,0.859521,0.126177,0,0.120825,0.004319,690.8921,98258.55,notenergetic
0.040098,0.047358,1.953185,-0.110218,-0.058408,0.166833,-0.25104,0.000145,2.200758,4.72684,7.836989,6.190099,0.30043,0.391807,0.215091,0.225476,0.346304,0.400846,0.440658,0.115129,0.168464,0.30571,2.608022,-1.580605,0.252609,2.058447,2.547698,0.141892,0.158044,0.073751,0.085799,7.263358,1.399924,0.908224,0.582027,0.57496,0.000214,0.222326,0.538606,0.127275,0.136722,0.118376,0.026712,0.035096,0.083936,0.260116,0.204799,0.101969,1.029146,1.002248,0.016127,0.035943,0.162822,4455.149521,13.166577,11.030849,1.003128,49.79701,2.922139,1.081868,0.685645,0.286311,0.843669,0.048287,94.16735,6.734488,371.9356,0.656432,0.022622,0.111548,0.050133,0.00064,0.002455,3684.454,2.203076,0,0.748336,0.091103,0,0.188455,0.004541,371.5626,15637.34,notenergetic
0.050527,0.062175,0.639437,0.707106,0.084528,0.332976,0.098088,0.000314,1.997923,4.33901,5.583184,6.146935,0.526578,0.52554,0.4524,0.438795,0.4313,0.425854,0.316491,0.134123,0.266885,0.40555,2.595533,-1.063301,0.25184,1.795121,2.508632,0.184059,0.154956,0.086612,0.08669,5.767077,1.095811,0.338484,0.21111,0.253985,0.000063,0.203744,0.301224,0.102402,0.070879,0.068844,0.015447,0.032957,0.068346,0.263686,0.109287,0.092775,0.477614,0.610131,0.019853,0.03949,0.153352,11751.139078,28.256463,38.250332,1.003405,71.48283,4.247804,1.25143,0.817492,1.100731,0.897762,0.150231,132.6651,6.706026,96.46214,0.580039,0.019488,0.040297,0.158452,0.000162,0.009621,9230.012,0.825067,0,0.874168,0.117865,0,0.110072,0.004478,340.278,25799.54,notenergetic
0.035996,0.057046,1.377652,0.545509,0.122566,0.418741,0.360992,0.000004,1.965199,4.211777,5.923256,7.264449,0.469282,0.507019,0.469448,0.419169,0.43183,0.446632,0.342269,0.108344,0.233123,0.440555,2.613033,-1.364041,0.282617,1.415763,2.676226,0.186047,0.166568,0.054492,0.050849,7.880133,1.385963,1.049815,0.28218,0.386177,0.000004,0.203265,0.371707,0.119771,0.129047,0.134677,0.036114,0.035767,0.083439,0.254915,0.08977,0.09363,0.735173,0.661896,0.017182,0.050614,0.15836,2246.077864,4.348898,4.061306,1.002778,61.84175,3.761133,1.194821,0.776975,0.522017,0.877701,0.057403,77.99895,6.53288,502.9346,0.70887,0.015937,0.097604,0.116845,0.000361,0.003696,3204.691,1.758876,0,0.629827,0.058165,0,0.2333,0.003103,304.0965,38018.6,notenergetic
0.058746,0.412446,-0.329373,-0.292959,0.262531,0.474296,0.010074,0.000956,1.949169,4.930699,8.45888,7.796173,0.460085,0.489074,0.354922,0.339242,0.312168,0.360749,0.343812,0.132958,0.285756,0.453134,2.55653,-1.463343,0.296715,1.988888,3.741176,0.22425,0.210818,0.065506,0.074468,6.9836,1.263389,0.714791,0.403814,0.392035,0.000699,0.20053,0.387978,0.124902,0.103691,0.115866,0.048779,0.056155,0.082312,0.254636,0.134942,0.083985,1.419721,1.57698,0.020102,0.037711,0.154358,8441.171842,37.933269,96.768201,1.012084,50.6824,4.004917,1.327829,0.730005,0.40934,0.878122,0.025516,12.68016,4.867791,431.3479,1.864001,0.054651,0.295373,0.191317,0.000424,0.002992,313.8392,2.067517,0,0.762983,0.070538,0,0.180961,0.003189,444.5279,345037.2,notenergetic
0.06594,0.093446,0.032041,0.130903,0.209774,0.717313,-0.10286,0.000317,1.897937,3.815361,6.85462,5.904608,0.561453,0.581343,0.459119,0.411847,0.383946,0.405495,0.388738,0.130814,0.284746,0.439401,2.58804,-1.47165,0.292663,1.688851,2.506223,0.195322,0.198413,0.063132,0.074332,6.754247,1.407343,0.718607,0.469093,0.320398,0.000146,0.204966,0.400379,0.120917,0.084648,0.088864,0.02847,0.04642,0.079387,0.262184,0.109727,0.075423,1.345246,0.849555,0.031805,0.039698,0.147324,9768.481117,45.36677,65.827316,1.007082,67.01638,4.431634,1.306466,0.863435,1.011653,0.889564,0.087725,79.19437,5.800821,466.5761,1.90747,0.049301,0.159283,0.46553,0.000469,0.008813,11821.26,1.297575,0,0.902796,0.119022,0,0.087814,0.003305,539.6957,485278.6,notenergetic
0.08786,0.241936,0.893283,0.370194,0.214169,0.230038,0.284198,0.000774,1.788608,3.064417,5.232469,7.801838,0.695409,0.694381,0.608705,0.558981,0.468365,0.472119,0.271432,0.143062,0.32249,0.48706,2.58331,-0.601501,0.282944,1.333613,4.392506,0.180169,0.147013,0.064532,0.064208,5.231125,0.708794,0.136662,0.150418,0.112965,0.000205,0.174019,0.245791,0.101263,0.096931,0.076023,0.019647,0.036403,0.076075,0.261746,0.071921,0.074838,0.362991,0.547606,0.020919,0.044989,0.158029,16644.153802,65.775156,144.197455,1.009096,74.59823,5.650937,1.532172,0.723891,1.037922,0.909754,0.266978,172.2256,5.027626,218.4725,1.152976,0.027077,0.051681,0.440395,0.000121,0.041973,29145.19,0.557665,0,0.87217,0.096526,0,0.111563,0.003878,561.1286,226628.3,notenergetic
0.037828,0.146386,-0.01569,0.52104,0.252061,0.435308,-0.260449,0.000347,1.951005,4.869515,5.261562,5.905378,0.609036,0.590289,0.402872,0.337511,0.488805,0.491026,0.446664,0.105502,0.258637,0.384499,2.55966,-1.53771,0.274768,1.5807,2.470261,0.194359,0.17041,0.074035,0.069297,6.859049,1.335738,0.819253,0.623058,0.772029,0.00015,0.177221,0.294224,0.125794,0.112491,0.102745,0.027803,0.042756,0.085943,0.260129,0.128364,0.103983,0.879598,0.749404,0.016216,0.03415,0.154367,9427.867629,27.825531,60.773008,1.006791,58.27608,3.544749,1.149181,0.884762,0.658484,0.875249,0.048975,41.36333,6.792003,466.0667,1.511386,0.036352,0.0959,0.283946,0.00093,0.005095,2274.029,1.537404,0,0.844874,0.077385,0,0.13115,0.002345,280.6258,45356.52,notenergetic
0.071988,0.096273,-0.251227,-0.471011,0.015989,-0.548227,-0.425789,0.000182,1.993706,5.186837,9.810452,10.417655,0.498624,0.416086,0.255373,0.30959,0.20359,0.246676,0.276036,0.175071,0.246496,0.404103,2.541868,-1.983248,0.262666,1.801514,4.769117,0.147342,0.121899,0.056823,0.063716,5.995379,1.254796,0.450602,0.588179,0.463667,0.000086,0.203267,0.383038,0.125731,0.09748,0.117386,0.029948,0.034064,0.066954,0.251475,0.145588,0.09474,0.862495,2.074683,0.019299,0.038252,0.153737,6566.508509,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9,notenergetic
0.071988,0.096273,-0.251227,-0.471011,0.015989,-0.548227,-0.425789,0.000182,1.993706,5.186837,9.810452,10.417655,0.498624,0.416086,0.255373,0.30959,0.20359,0.246676,0.276036,0.175071,0.246496,0.404103,2.541868,-1.983248,0.262666,1.801514,4.769117,0.147342,0.121899,0.056823,0.063716,5.995379,1.254796,0.450602,0.588179,0.463667,0.000086,0.203267,0.383038,0.125731,0.09748,0.117386,0.029948,0.034064,0.066954,0.251475,0.145588,0.09474,0.862495,2.074683,0.019299,0.038252,0.153737,6566.508509,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9,notenergetic
0.071988,0.096273,-0.251227,-0.471011,0.015989,-0.548227,-0.425789,0.000182,1.993706,5.186837,9.810452,10.417655,0.498624,0.416086,0.255373,0.30959,0.20359,0.246676,0.276036,0.175071,0.246496,0.404103,2.541868,-1.983248,0.262666,1.801514,4.769117,0.147342,0.121899,0.056823,0.063716,5.995379,1.254796,0.450602,0.588179,0.463667,0.000086,0.203267,0.383038,0.125731,0.09748,0.117386,0.029948,0.034064,0.066954,0.251475,0.145588,0.09474,0.862495,2.074683,0.019299,0.038252,0.153737,6566.508509,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9,notenergetic
0.071988,0.096273,-0.251227,-0.471011,0.015989,-0.548227,-0.425789,0.000182,1.993706,5.186837,9.810452,10.417655,0.498624,0.416086,0.255373,0.30959,0.20359,0.246676,0.276036,0.175071,0.246496,0.404103,2.541868,-1.983248,0.262666,1.801514,4.769117,0.147342,0.121899,0.056823,0.063716,5.995379,1.254796,0.450602,0.588179,0.463667,0.000086,0.203267,0.383038,0.125731,0.09748,0.117386,0.029948,0.034064,0.066954,0.251475,0.145588,0.09474,0.862495,2.074683,0.019299,0.038252,0.153737,6566.508509,20.749346,18.270372,1.003331,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9,notenergetic
0.060628,0.075189,0.993352,-0.412822,0.349058,-0.383289,-0.266227,0.000128,2.028556,5.113846,8.406483,8.926987,0.40532,0.3797,0.297414,0.284558,0.192765,0.294853,0.39545,0.129605,0.225345,0.410415,2.551591,-1.870321,0.28541,1.750521,4.360043,0.180528,0.16,0.062533,0.070438,6.752976,1.161057,1.140758,0.38402,0.577146,0.000068,0.195332,0.37266,0.134826,0.082628,0.102966,0.0318,0.044026,0.071318,0.260741,0.18717,0.098348,0.989653,1.0169,0.012194,0.041526,0.14249,7049.419376,21.942222,13.407815,1.003353,89.2729,5.351114,1.378115,0.655826,0.788454,0.881302,0.049538,40.60153,6.129921,901.6699,2.313327,0.032019,0.095138,0.113161,0.000172,0.00266,1761.074,1.037112,0,0.460719,0.0696,0,0.248623,0.005922,537.8088,80636.13,notenergetic
0.09425,0.147065,-0.271758,0.033292,-0.119319,-0.163084,0.211147,0.000176,1.825865,3.690847,8.634162,9.188609,0.591015,0.661118,0.452614,0.436149,0.290529,0.321703,0.290577,0.175748,0.28992,0.462126,2.536854,-1.628316,0.268554,1.618632,3.932617,0.19904,0.167508,0.065296,0.043192,5.874045,2.436488,0.417474,0.293557,0.476181,0.00013,0.16063,0.329925,0.111752,0.103443,0.114157,0.051605,0.062022,0.097186,0.253095,0.152851,0.087494,1.540394,1.547192,0.014721,0.03577,0.155381,12109.50641,35.907201,59.997535,1.00517,81.70138,5.335417,1.415947,0.672845,1.03887,0.891228,0.112311,67.55399,5.731189,475.8052,2.675518,0.066482,0.102335,0.356479,0.000294,0.011894,4477.456,2.388103,0,0.896804,0.096972,0,0.092608,0.003499,752.6852,339610.3,notenergetic
0.12549,0.205425,0.351049,0.276321,0.039242,0.27787,0.270508,0.000418,1.767005,4.487193,5.360225,7.677691,0.660717,0.646045,0.50458,0.483581,0.438775,0.464872,0.225682,0.193005,0.346953,0.501264,2.574056,-0.732724,0.288988,1.664854,3.045241,0.181385,0.157502,0.042612,0.053672,5.004211,0.820113,0.441507,0.20654,0.243288,0.000079,0.189606,0.244829,0.095869,0.114102,0.128969,0.028147,0.045731,0.082736,0.258164,0.066167,0.061129,0.67054,0.923445,0.025878,0.049466,0.158523,17345.830054,51.348523,44.593166,1.003278,86.79584,6.236805,1.583378,0.554373,0.906052,0.905034,0.120847,62.03051,4.915446,55.17236,0.295499,0.008392,0.005728,0.024213,0.000076,0.014032,2938.308,0.236448,0,0.878828,0.144785,0,0.10656,0.00408,759.9834,84142.26,notenergetic
0.060811,0.103898,0.103241,0.546475,-0.016561,0.267383,0.216349,0.000639,2.072384,3.730157,5.307097,5.461913,0.601458,0.608751,0.511086,0.491148,0.490836,0.475225,0.434517,0.131108,0.276093,0.425006,2.576864,-1.376914,0.287319,1.5199,2.398079,0.189497,0.163972,0.089594,0.107142,6.087496,1.801635,0.459834,0.323378,0.185881,0.000135,0.206183,0.252506,0.109344,0.083369,0.078362,0.020831,0.041884,0.082395,0.263374,0.092278,0.077628,0.527513,0.89732,0.016559,0.037401,0.149279,14891.906172,115.827659,38.361243,1.006635,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9,notenergetic
0.060811,0.103898,0.103241,0.546475,-0.016561,0.267383,0.216349,0.000639,2.072384,3.730157,5.307097,5.461913,0.601458,0.608751,0.511086,0.491148,0.490836,0.475225,0.434517,0.131108,0.276093,0.425006,2.576864,-1.376914,0.287319,1.5199,2.398079,0.189497,0.163972,0.089594,0.107142,6.087496,1.801635,0.459834,0.323378,0.185881,0.000135,0.206183,0.252506,0.109344,0.083369,0.078362,0.020831,0.041884,0.082395,0.263374,0.092278,0.077628,0.527513,0.89732,0.016559,0.037401,0.149279,14891.906172,115.827659,38.361243,1.006635,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9,notenergetic
0.077949,0.118612,-0.57421,-0.239957,0.054427,0.547662,-0.106082,0.000044,2.255312,4.822521,9.493387,7.622614,0.476476,0.458437,0.262367,0.285149,0.3154,0.295686,0.352644,0.173497,0.246191,0.424826,2.576746,-1.666801,0.253522,1.816853,3.401845,0.160677,0.148661,0.063307,0.066061,8.789596,1.988776,0.721349,0.62766,0.665363,0.000098,0.20554,0.518787,0.141139,0.155122,0.132492,0.055043,0.055096,0.065828,0.265137,0.11265,0.098713,1.790414,0.979627,0.018498,0.042556,0.150484,2811.373656,5.798475,9.890395,1.003688,49.01063,3.732678,1.289969,0.574579,0.20155,0.86254,0.070764,73.61492,4.484893,919.2132,3.297149,0.069829,0.089866,0.036999,0.000546,0.006659,4479.319,0.534596,0,0.778296,0.089977,0,0.172667,0.003274,731.3445,259682,notenergetic
0.077542,0.100034,0.599797,0.185991,-0.321183,-0.161984,-0.034152,0.000235,1.990866,4.428946,10.100189,14.185561,0.569024,0.597759,0.476678,0.38469,0.31368,0.231289,0.130464,0.149918,0.259724,0.44882,2.561488,-1.49,0.289626,1.773116,5.522178,0.189497,0.146143,0.051429,0.053211,5.915285,1.063979,0.418,0.501217,0.359727,0.000207,0.200599,0.289223,0.108669,0.083671,0.116964,0.026987,0.034893,0.066829,0.255868,0.157374,0.084257,0.888945,1.02846,0.02139,0.047228,0.156357,9615.77014,21.964372,20.386504,1.00239,80.75252,5.204699,1.416468,0.620851,0.791551,0.894681,0.225353,136.2412,5.512459,754.4751,1.718234,0.024625,0.038056,0.150514,0.000175,0.01394,5233.864,1.422473,0,0.877497,0.094421,0,0.107568,0.003584,690.8828,252953.1,notenergetic
0.104925,0.198716,0.986876,-0.05131,0.305093,0.022011,0.443416,0.000029,1.743501,3.598709,5.717172,8.084655,0.622039,0.627978,0.551967,0.520833,0.368931,0.408978,0.251657,0.150959,0.333854,0.548674,2.563336,-0.967901,0.293084,1.224959,3.206772,0.191558,0.149021,0.051919,0.053158,6.01154,0.550605,0.301065,0.217235,0.2228,0.000015,0.193317,0.264205,0.112654,0.077817,0.078399,0.025539,0.042506,0.079089,0.261006,0.087543,0.081009,0.420297,0.908821,0.022835,0.043318,0.149096,6467.98859,21.808851,14.253942,1.003688,87.55856,6.190192,1.547568,0.557152,1.139072,0.90065,0.13494,64.9726,5.146473,189.9319,1.184146,0.021452,0.009297,0.133144,0.000052,0.014,2699.057,0.223275,0,0.981358,0.093476,0,0.018306,0.002533,701.83,347411.5,notenergetic
