@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_PeakRatio_Chroma_A# numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_11 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_20 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_9 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_16 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_18 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Mean_Acc1000_Mean_Mem40_LPCC_1 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_13 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_5 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_A numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_9 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_15 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_1 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_18 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_21 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {energetic,notenergetic}

@data
0.120345,0.188275,-0.765047,-0.081994,0.243018,0.203097,0.132891,0.000083,1.82623,4.584224,5.837553,7.26408,0.581036,0.597172,0.406879,0.330913,0.41536,0.426029,0.24805,0.216842,0.342218,0.471107,2.55652,-1.199154,0.289282,1.548515,2.984679,0.195249,0.165388,0.051873,0.054429,5.593602,0.678833,0.638739,0.412245,0.267877,0.000032,0.176047,0.31517,0.107327,0.103746,0.114655,0.029925,0.046474,0.071073,0.256947,0.07967,0.085363,0.720503,0.901311,0.021995,0.045953,0.156661,10101.313935,56.296551,35.758993,1.005836,86.90933,5.640005,1.469032,0.565715,0.915363,0.900249,0.130583,84.83884,5.351627,165.0506,0.508593,0.010198,0.015697,0.072288,0.000103,0.01552,9299.894,0.253086,0,0.754328,0.102201,0,0.185441,0.005829,919.9327,141156,energetic
0.067849,0.090063,-0.346896,0.426454,0.167841,0.185498,-0.017767,0.000109,1.892137,3.731612,5.846939,6.481171,0.502657,0.505818,0.51523,0.508277,0.425859,0.444009,0.27793,0.156723,0.295261,0.452503,2.585497,-1.261617,0.270802,1.508293,2.661853,0.192219,0.168348,0.045587,0.065859,5.584696,0.819196,0.495547,0.294911,0.254847,0.000049,0.207833,0.384946,0.106995,0.098214,0.098634,0.024513,0.045158,0.070047,0.26036,0.090217,0.083722,0.766737,0.899308,0.021704,0.0415,0.154562,8590.954847,19.580303,57.266235,1.006973,79.69973,4.835204,1.337548,0.687318,1.110696,0.895776,0.163688,88.46821,6.055667,138.576,0.527251,0.012019,0.038856,0.163878,0.0003,0.019955,4403.474,0.491263,0,0.959388,0.113416,0,0.038989,0.002985,505.936,88574.74,energetic
0.084171,0.129584,0.107139,0.218953,-0.258392,0.185983,0.240841,0.000399,1.754054,3.585977,5.8468,6.625607,0.624259,0.60784,0.54924,0.548028,0.413314,0.434659,0.262033,0.15498,0.327697,0.479217,2.577393,-0.998922,0.301807,1.144994,2.609164,0.188319,0.166182,0.071494,0.083568,5.369423,0.774323,0.383985,0.195554,0.198726,0.000142,0.179791,0.294543,0.110672,0.080842,0.074131,0.022901,0.043012,0.076089,0.2585,0.101812,0.087378,0.525695,0.734983,0.022957,0.044285,0.155558,13790.914575,27.831625,35.570266,1.002694,81.95091,5.63548,1.47646,0.631476,0.965712,0.902846,0.165154,97.8757,5.446211,195.5565,1.404134,0.032915,0.012989,0.176707,0.000098,0.024188,24459.98,0.579135,0,0.99534,0.091203,0,0.004642,0.00112,575.5948,272250,energetic
0.063451,0.080931,1.163316,1.067446,-0.014255,0.179728,0.127861,0.000087,1.807882,4.710495,6.339874,6.008328,0.550863,0.499081,0.360093,0.297638,0.365526,0.389336,0.1925,0.122879,0.303592,0.451017,2.578747,-0.532709,0.290719,2.107327,2.193748,0.213625,0.18442,0.078441,0.07611,6.226476,0.689289,0.336479,0.309908,0.207788,0.000018,0.191915,0.297693,0.111401,0.095464,0.081535,0.019913,0.042401,0.073203,0.26838,0.120972,0.088227,1.001106,0.884461,0.022915,0.041559,0.15915,6644.219832,57.629565,13.232383,1.009112,66.67944,4.780786,1.396064,0.882181,0.922137,0.900823,0.042531,22.79235,5.612894,225.4152,0.861574,0.015874,0.12471,0.294188,0.000152,0.004613,738.9839,0.437254,0,0.918775,0.100352,0,0.074677,0.003223,347.3658,59302.33,energetic
0.084916,0.121441,0.391326,-0.029813,0.157633,0.081436,0.008149,0.000116,1.95307,4.320496,7.865916,7.082775,0.490091,0.514295,0.361986,0.368994,0.36409,0.315651,0.241378,0.154202,0.268529,0.467122,2.574325,-1.429844,0.308227,1.924424,3.074545,0.203735,0.178363,0.068028,0.073771,6.086751,1.395843,0.58175,0.456967,0.370754,0.000161,0.180659,0.435706,0.104383,0.119943,0.106477,0.034279,0.048904,0.076115,0.25804,0.123849,0.080495,1.195968,1.203252,0.023392,0.053864,0.158591,7714.056691,19.677426,28.14752,1.003822,87.18473,5.488545,1.43588,0.638564,1.026916,0.887924,0.070537,39.50232,5.709343,627.717,1.53545,0.036774,0.092272,0.291252,0.000262,0.007589,1758.219,1.647763,0,0.83755,0.11555,0,0.136151,0.004305,705.4644,542531.6,energetic
0.069939,0.098359,1.241006,0.368782,0.12786,0.281952,0.034156,0.000049,1.923519,4.97452,6.398937,7.503927,0.435842,0.462511,0.269231,0.29831,0.378642,0.37126,0.33588,0.148383,0.239345,0.38223,2.617784,-1.43885,0.282351,1.852138,3.387902,0.190249,0.168455,0.098173,0.099975,6.571692,1.692497,0.533965,0.412052,0.244229,0.000022,0.184611,0.352381,0.111672,0.087114,0.066948,0.022665,0.034857,0.072842,0.261835,0.129609,0.087129,0.893759,1.944109,0.02006,0.042474,0.152597,7773.209128,17.539044,30.545648,1.004086,87.8396,5.107004,1.348454,0.638974,1.011436,0.884647,0.078239,49.61975,6.197644,1078.697,2.915622,0.043548,0.033634,0.694353,0.000568,0.006329,2314.182,0.944942,0,0.681092,0.104229,0,0.21735,0.006089,617.3577,205186.8,energetic
0.123534,0.298171,0.249288,0.263688,0.029011,0.164943,0.083417,0.00065,1.920349,3.753604,5.58349,6.227093,0.557149,0.511457,0.435313,0.411746,0.405487,0.421749,0.33815,0.157766,0.367637,0.535666,2.585554,-0.975936,0.295927,1.663761,2.813243,0.221243,0.215655,0.067339,0.0749,5.219294,0.8489,0.45739,0.196682,0.297356,0.000191,0.192446,0.249429,0.097603,0.077507,0.07256,0.022818,0.04619,0.079627,0.261616,0.060832,0.095829,0.523543,0.656697,0.025589,0.048616,0.145881,15024.947956,62.443235,128.36449,1.00904,81.7899,6.046611,1.575342,0.610436,1.144518,0.897318,0.061321,21.91555,4.764309,230.3211,0.775429,0.019311,0.052764,0.428395,0.000143,0.009155,1218.928,0.716515,0,0.711052,0.094401,0,0.205594,0.005642,985.6645,571152.8,energetic
0.080973,0.111711,-0.320963,-0.277772,-0.238498,0.012069,0.020954,0.000146,2.032944,5.078862,7.148336,6.862497,0.457811,0.449746,0.39563,0.349868,0.389166,0.390733,0.288347,0.166626,0.283473,0.419412,2.546036,-1.465479,0.289301,1.926838,2.899053,0.191502,0.173214,0.05678,0.062811,5.923003,1.079077,1.188266,0.486111,0.477667,0.000064,0.20597,0.415415,0.137083,0.115651,0.109184,0.039291,0.04685,0.065929,0.259861,0.189453,0.086202,1.250248,1.010707,0.019229,0.044108,0.15606,7877.386984,30.84295,15.987238,1.00411,85.46924,5.158783,1.383758,0.558304,0.773152,0.883172,0.067606,43.93313,5.883451,409.872,1.180797,0.021065,0.036565,0.076252,0.000251,0.007084,2315.305,0.656315,0,0.944075,0.099472,0,0.052833,0.002115,720.9352,127829.9,energetic
0.042234,0.054593,0.564521,-0.08236,0.105669,-0.03894,-0.659181,0.000415,2.056782,4.767152,4.978882,5.049963,0.484034,0.387169,0.324333,0.392215,0.433473,0.514569,0.49377,0.12496,0.222619,0.371345,2.589559,-1.632834,0.303344,1.750808,2.036842,0.196039,0.203492,0.071385,0.085933,5.842469,0.99254,0.359366,0.333562,0.256548,0.000094,0.192277,0.278008,0.133916,0.075615,0.070314,0.0181,0.028686,0.068378,0.265204,0.109232,0.103027,0.540877,0.585459,0.012828,0.031091,0.149834,10929.943229,49.66935,101.413552,1.009732,70.22516,3.944148,1.177155,0.800074,0.92392,0.888574,0.06425,42.62124,7.207119,181.44,1.09955,0.030206,0.074113,0.306744,0.00032,0.006163,1640.245,1.661016,0,0.714381,0.094718,0,0.204177,0.00529,355.0534,30239.6,energetic
0.128474,0.211627,-0.333875,0.580914,0.166297,0.204892,0.002908,0.000964,1.921247,4.229318,5.461439,6.51157,0.602093,0.581811,0.433445,0.436336,0.442456,0.473147,0.229185,0.196404,0.371108,0.49977,2.564422,-0.964631,0.29101,1.781997,2.553278,0.217293,0.190333,0.045613,0.054437,5.005961,0.630449,0.377897,0.218105,0.301559,0.000189,0.168105,0.257663,0.112887,0.104713,0.099814,0.027341,0.045816,0.076987,0.256265,0.175429,0.092975,0.632673,0.619982,0.026171,0.045654,0.157369,20400.800164,48.87554,46.168933,1.003421,91.26382,6.302074,1.56577,0.562357,1.136778,0.897374,0.104408,38.30683,5.052284,140.6424,0.469352,0.012511,0.013436,0.211032,0.000169,0.014837,2473.719,0.401355,0,0.814248,0.108134,0,0.151349,0.004562,934.916,277169.1,energetic
0.041028,0.056741,1.286684,0.612708,-0.037559,0.053712,0.086234,0.001295,1.933246,4.363621,4.86276,5.178483,0.530134,0.525969,0.382315,0.45498,0.476798,0.506592,0.330998,0.111255,0.249099,0.478674,2.588272,-0.891104,0.292104,1.438823,1.705637,0.201184,0.183061,0.085179,0.10214,5.642971,0.794744,0.413494,0.261212,0.246778,0.000265,0.200482,0.314142,0.100714,0.098651,0.069923,0.022736,0.03213,0.068916,0.262589,0.079214,0.076077,0.614844,0.629628,0.015063,0.043851,0.158489,14904.850445,128.745659,49.705318,1.009046,63.16156,4.314391,1.303513,0.833797,0.784886,0.897529,0.092052,73.39459,5.990944,174.4985,0.825665,0.021531,0.116329,0.228612,0.000245,0.005847,4993.879,0.652595,0,0.813582,0.076191,0,0.151767,0.002794,249.1898,24413.72,energetic
0.120871,0.243379,-0.548533,0.271221,0.148622,0.249327,0.215452,0.000639,1.839601,3.785085,5.210956,5.912793,0.559437,0.59284,0.465541,0.453433,0.445436,0.49055,0.30083,0.190678,0.358131,0.517225,2.586223,-0.926081,0.289654,1.275218,2.17291,0.212082,0.173124,0.065076,0.070741,7.132428,0.69757,0.493588,0.376803,0.233959,0.000236,0.184244,0.341719,0.109057,0.142985,0.130775,0.050601,0.056104,0.079027,0.262181,0.072802,0.076202,1.111059,0.817543,0.033157,0.052231,0.157169,18093.937106,69.177754,39.542256,1.004026,90.06624,6.192732,1.555787,0.640523,1.297008,0.89482,0.144715,49.56917,4.990538,721.2382,1.560529,0.032249,0.087229,0.460006,0.000292,0.022581,3858.41,0.807363,0,0.881491,0.128131,0,0.104534,0.004668,1017.611,679802.2,energetic
0.145865,0.258605,-0.536951,-0.182664,0.453029,0.378345,0.267091,0.000548,1.725772,4.619678,5.771665,6.359704,0.634974,0.468536,0.426447,0.427874,0.411888,0.441636,0.253835,0.213717,0.367798,0.513702,2.57611,-1.160956,0.291569,1.588448,2.628842,0.180746,0.163002,0.042304,0.041186,4.702028,0.398106,0.42601,0.365826,0.245212,0.000125,0.176979,0.265387,0.095179,0.076289,0.078623,0.026202,0.044361,0.07307,0.258494,0.068001,0.07826,0.46527,0.686205,0.026956,0.049099,0.156015,21593.03782,62.397755,48.773886,1.003703,100.2525,6.816241,1.608651,0.517991,1.187014,0.896937,0.107192,41.14774,4.94831,39.06241,0.248205,0.005713,0.005502,0.144401,0.000044,0.012468,1401.059,0.157589,0,0.775633,0.096476,0,0.174143,0.004525,1264.838,158131.5,energetic
0.11488,0.218001,-0.057559,-0.437385,0.395693,0.128378,0.042541,0.000447,1.707719,3.602205,4.904721,6.916406,0.652146,0.669107,0.534123,0.560104,0.54412,0.50642,0.289244,0.179989,0.349205,0.536074,2.560049,-1.29845,0.290276,1.003534,2.451602,0.18899,0.15896,0.030068,0.032984,4.966698,0.39263,0.511486,0.24497,0.267984,0.000083,0.174585,0.33102,0.094178,0.070621,0.079751,0.03506,0.043795,0.076227,0.257507,0.067495,0.0647,0.283877,0.512942,0.023658,0.050449,0.155648,18966.781456,46.88022,43.396456,1.003775,90.19647,6.035313,1.50761,0.634138,1.465419,0.896233,0.155072,52.98982,5.228108,42.2477,0.102242,0.00218,0.005593,0.124539,0.000028,0.017,2294.161,0.116122,0,0.904794,0.147728,0,0.0862,0.003356,792.3106,76226.69,energetic
0.08073,0.120746,0.425384,0.44983,0.259151,0.084263,0.321431,0.000171,1.876742,4.471767,6.420628,7.536357,0.599656,0.563057,0.347221,0.342143,0.376678,0.392386,0.221504,0.160578,0.340419,0.5029,2.584319,-0.881646,0.278865,1.916041,2.541406,0.219359,0.187048,0.052052,0.050203,5.788825,0.641235,0.744404,0.255363,0.227118,0.000041,0.201806,0.325521,0.111054,0.13609,0.113728,0.026782,0.047889,0.08157,0.263012,0.156131,0.063719,0.784774,1.420965,0.022685,0.043463,0.158356,10783.849896,28.50124,26.758821,1.005307,76.92125,5.430057,1.479855,0.591807,0.977039,0.898048,0.057271,37.50544,5.083751,181.153,0.340763,0.00953,0.029521,0.23692,0.00012,0.00476,1796.82,0.474929,0,0.717044,0.098038,0,0.203027,0.00516,547.7935,148810.6,energetic
0.085052,0.126527,-0.083813,0.143931,0.026739,0.124512,0.291709,0.000389,1.831296,3.740079,5.888138,6.216756,0.615819,0.600814,0.507461,0.501577,0.411705,0.445458,0.268202,0.166702,0.320614,0.466514,2.564456,-1.121122,0.284519,1.446214,2.318059,0.194741,0.170456,0.058872,0.06046,5.318103,0.823545,0.40574,0.26097,0.158344,0.000083,0.183828,0.357864,0.108792,0.124924,0.113604,0.023224,0.039422,0.074371,0.259233,0.095217,0.078986,0.880741,1.059219,0.0223,0.044443,0.157261,15491.025954,68.389777,53.563006,1.004621,88.35123,5.586832,1.43004,0.710717,1.382648,0.9037,0.151875,99.79873,5.809138,184.7717,0.856254,0.017436,0.034471,0.211976,0.000133,0.012418,8395.41,0.400361,0,0.975366,0.129268,0,0.024043,0.002596,638.8676,164899.9,energetic
0.099298,0.147707,0.378087,0.452399,0.057191,0.098795,0.071628,0.000543,1.900152,3.944404,4.931617,6.353667,0.500918,0.486694,0.480557,0.441018,0.423792,0.468591,0.237739,0.162501,0.344676,0.500387,2.590226,-0.816418,0.298247,1.505068,2.764486,0.197659,0.171768,0.053168,0.065881,5.233464,0.65828,0.406688,0.290143,0.23525,0.000097,0.183424,0.321353,0.101793,0.072889,0.0714,0.023813,0.046546,0.074633,0.261268,0.082125,0.077586,0.377809,0.526988,0.021565,0.048888,0.157774,16529.098568,53.559805,56.515746,1.003657,86.64714,5.84014,1.494759,0.567574,1.100437,0.905186,0.102877,57.12648,5.390428,86.26591,0.417337,0.010194,0.011036,0.096658,0.000073,0.007885,2044.408,0.211373,0,0.932091,0.121785,0,0.06334,0.003479,641.1748,121060,energetic
0.11198,0.271101,0.957867,0.295102,0.370997,0.154123,0.103351,0.000383,1.791706,4.022539,6.088993,6.144165,0.515317,0.561282,0.443716,0.430655,0.408058,0.436184,0.243453,0.156233,0.31611,0.485635,2.568127,-0.868611,0.28689,1.7748,2.3571,0.219009,0.190746,0.065964,0.070257,5.425474,0.839341,0.505898,0.256718,0.172754,0.000093,0.164578,0.348909,0.111284,0.097159,0.082724,0.023905,0.035937,0.074686,0.260353,0.125826,0.092119,0.862139,0.681111,0.023562,0.045188,0.154469,14140.087647,26.526203,67.735044,1.005016,79.86256,5.822862,1.538405,0.633701,0.943578,0.896582,0.083355,40.24776,4.977991,118.3086,0.964426,0.025709,0.033325,0.105029,0.00023,0.008559,1860.874,0.519556,0,0.799601,0.096856,0,0.160346,0.004431,807.5315,385728.9,energetic
0.069346,0.092722,0.908025,0.372508,0.336545,-0.072972,0.251923,0.000476,1.843372,4.435445,6.330922,6.881707,0.611645,0.608629,0.464355,0.432492,0.416073,0.42436,0.282231,0.140767,0.298171,0.471423,2.578007,-1.057622,0.292814,1.438463,3.381222,0.193836,0.155964,0.062259,0.055639,5.375968,0.812656,0.481367,0.23606,0.217875,0.000269,0.179399,0.294659,0.09497,0.124883,0.088187,0.020355,0.043652,0.071268,0.259583,0.085199,0.068559,1.077984,1.839709,0.020071,0.04355,0.157026,13525.241224,60.666723,54.155563,1.004711,111.8061,6.467445,1.455763,0.700855,2.095813,0.907026,0.147751,107.6384,6.637194,404.0387,1.26175,0.017402,0.029585,0.55145,0.000104,0.01046,7014.23,0.912059,0,0.910786,0.122758,0,0.081309,0.002808,462.6084,72139.35,energetic
0.025665,0.07537,0.37177,-0.290945,0.343661,0.319107,0.294602,0.000979,1.954412,3.758702,3.915514,4.831991,0.543738,0.522996,0.52915,0.541792,0.425891,0.628936,0.767724,0.081735,0.216865,0.35846,2.548384,-2.383711,0.283879,1.287775,3.080011,0.192253,0.208966,0.063027,0.060047,5.960217,1.016561,0.460395,0.193716,0.196133,0.000215,0.201693,0.270011,0.12212,0.078419,0.078201,0.011588,0.02554,0.060276,0.255108,0.073411,0.11172,0.347607,1.144781,0.014514,0.031531,0.138416,10894.940213,66.829308,61.953127,1.007588,51.23255,2.98042,1.043442,0.959644,0.723599,0.868002,0.119655,88.14402,7.460848,115.6568,0.921564,0.039358,0.130837,0.300196,0.00038,0.03327,14068.97,3.061383,0,0.906791,0.102706,0,0.084577,0.002599,233.0874,36883.1,energetic
0.091862,0.132598,0.011005,0.115901,-0.093832,0.260391,0.218277,0.000437,1.784701,4.425105,5.677472,6.563029,0.617937,0.602274,0.470565,0.407594,0.428762,0.457611,0.245536,0.174627,0.309781,0.467422,2.547438,-1.325018,0.275601,1.285498,2.454681,0.19924,0.171777,0.044253,0.046743,5.2683,0.842068,0.4553,0.223348,0.271474,0.000094,0.171935,0.309653,0.097316,0.11634,0.089683,0.03106,0.038901,0.073011,0.257076,0.074475,0.081517,0.464618,0.712595,0.020702,0.045797,0.157589,17222.604178,33.92339,57.000219,1.003474,82.80125,5.242656,1.399685,0.676815,1.103025,0.901967,0.129541,71.58337,5.640102,144.9568,0.625947,0.01325,0.024016,0.12562,0.000088,0.009704,3894.03,0.285809,0,0.890147,0.129023,0,0.097851,0.004001,645.4176,68398.98,energetic
0.06579,0.146881,1.034873,0.313009,-0.194678,-0.117615,-0.092601,0.000787,1.723784,3.964055,6.022795,6.772594,0.536947,0.566845,0.499513,0.487615,0.428333,0.39993,0.268429,0.126753,0.2967,0.475678,2.575275,-0.858727,0.293148,1.482943,3.000185,0.19638,0.176834,0.066588,0.076064,5.530138,0.727774,0.42661,0.290984,0.237749,0.000217,0.171188,0.327556,0.104791,0.084218,0.076135,0.026133,0.038285,0.074788,0.260198,0.096922,0.083707,0.699451,1.168742,0.019558,0.048892,0.156153,14758.778365,69.184035,135.633563,1.009631,74.66455,5.268289,1.445959,0.691776,0.948368,0.901035,0.097642,58.48421,5.338953,269.9569,0.955671,0.021607,0.051041,0.372039,0.000252,0.010175,3694.582,0.469879,0,0.874168,0.093172,0,0.110072,0.002943,405.956,91930.07,energetic
0.10797,0.164754,-0.393818,0.319721,0.257686,0.128477,-0.032157,0.000332,1.770872,4.294853,7.233857,10.164032,0.636477,0.588858,0.47066,0.446349,0.432009,0.364145,0.209751,0.191523,0.313209,0.468248,2.584786,-1.094444,0.2774,1.761684,4.485173,0.193239,0.168207,0.046407,0.055139,5.049826,0.621687,0.400286,0.296931,0.204508,0.000069,0.181375,0.314914,0.107878,0.093268,0.083772,0.023755,0.039308,0.069063,0.258818,0.087827,0.09839,0.786014,1.67137,0.020456,0.04271,0.155911,15250.491482,51.676575,30.735897,1.003553,84.39374,5.39005,1.437836,0.654666,1.070034,0.899575,0.151642,95.52721,5.460703,89.97203,0.338692,0.008105,0.011477,0.090991,0.000128,0.016798,12209.34,0.230179,0,0.926764,0.157458,0,0.067917,0.003262,802.851,72870.94,energetic
0.11311,0.187706,0.348773,0.223118,0.067878,-0.015954,-0.131452,0.000319,1.76909,4.466494,5.188927,6.154128,0.624377,0.574862,0.482818,0.466952,0.45493,0.47335,0.265827,0.16938,0.333637,0.528233,2.574236,-0.865048,0.286831,1.257071,2.312956,0.193502,0.162862,0.038127,0.046469,4.968875,0.510892,0.370431,0.164687,0.206873,0.000096,0.161786,0.258535,0.101605,0.088034,0.075757,0.023049,0.041893,0.073206,0.261951,0.084265,0.083934,0.478102,0.614529,0.021838,0.048764,0.159983,16229.053049,55.120018,42.797372,1.003549,96.04983,6.070026,1.486951,0.616049,1.282288,0.906667,0.134988,83.24131,5.640201,88.48954,0.192685,0.005313,0.007038,0.095481,0.000037,0.008951,4917.584,0.278534,0,0.725033,0.092739,0,0.199493,0.005267,771.5876,83262.19,energetic
0.146742,0.2891,0.071409,0.126759,0.193085,0.234302,0.420975,0.000059,1.879486,3.838343,5.179132,6.946806,0.594161,0.555773,0.445963,0.412557,0.484256,0.46744,0.209509,0.204145,0.36375,0.521545,2.54555,-0.860451,0.279091,1.386965,2.719348,0.208734,0.179845,0.041472,0.046955,5.591646,0.312373,0.220981,0.178273,0.195923,0.000013,0.168625,0.311364,0.109029,0.08963,0.092973,0.029623,0.043126,0.075071,0.257618,0.067066,0.090609,0.309436,0.955977,0.024439,0.051819,0.156363,8940.963547,27.069953,21.84616,1.004158,93.00755,6.591438,1.607622,0.550411,1.146153,0.899962,0.097669,37.58478,4.845726,117.1669,0.338347,0.004144,0.003501,0.114619,0.000076,0.013332,2576.449,0.130499,0,0.693742,0.08534,0,0.212606,0.005453,1084.634,295965.7,energetic
0.099407,0.162369,0.759679,0.643432,0.158632,0.226038,0.193438,0.000525,1.920025,4.342769,6.634767,7.634019,0.537853,0.593368,0.392324,0.397581,0.413998,0.386828,0.220082,0.155969,0.315651,0.495434,2.570067,-0.685182,0.280084,2.024572,3.505245,0.236878,0.203174,0.069855,0.083207,5.318188,0.863836,0.538626,0.387256,0.310871,0.000165,0.18586,0.377553,0.106521,0.110382,0.113247,0.036548,0.04714,0.07534,0.260521,0.113032,0.079984,1.298724,1.550396,0.019366,0.049044,0.159837,14537.324121,105.208673,53.832387,1.007583,81.06933,5.753211,1.520942,0.631803,1.060021,0.89782,0.046574,15.06583,5.181022,186.0537,0.805588,0.019337,0.072956,0.299953,0.000209,0.007472,456.3774,0.551897,0,0.768975,0.076175,0,0.177771,0.003909,682.8607,192451.8,energetic
