@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_LowMidBPMRatio numeric
@attribute BeatHisto_MeanACR numeric
@attribute output {sleepy,notsleepy}

@data

0.032642,0.02307,-60.382112,7.505857,1.253343,1.017646,0.461912,0.000044,0.552144,0.38223,0.096915,0.546516,0.497786,0.484429,0.485593,0.028915,0.008964,0.196127,0.316907,0.284575,0.427957,0.105454,4.435442,0.123517,0.041133,0.050232,0.148598,11.11315,0.713656,0.557528,sleepy
0.02677,0.023838,-66.459533,9.354185,2.136675,1.382122,-0.046489,0.000017,0.418482,0.469259,0.089496,0.424169,0.489846,0.422917,0.420891,0.010901,0.005721,0.245466,0.418913,0.444353,0.588674,0.165525,5.044058,0.203975,0.075723,0.063715,0.153616,4.814934,0.76555,0.538345,sleepy
0.070269,0.044009,-54.510766,5.151179,1.275247,0.635006,-0.147695,0.000052,0.611065,0.255867,0.129697,0.614381,0.498106,0.422862,0.332021,0.02899,0.030459,0.180492,0.273495,0.295098,0.688319,0.120057,4.308057,0.156227,0.038229,0.044433,0.156965,11.396726,0.99022,0.587601,sleepy
0.060578,0.044131,-57.301685,6.979151,1.500668,0.812175,-0.509679,0.000023,0.675993,0.205783,0.14972,0.623556,0.590353,0.360447,0.443703,0.027178,0.023692,0.202923,0.250276,0.267087,0.737937,0.125494,4.724659,0.125584,0.042416,0.028512,0.151614,8.996717,0.746667,0.542555,sleepy
0.057019,0.049541,-51.820715,8.296419,0.960514,0.66174,0.496763,0.000301,0.536695,0.335221,0.16121,0.518069,0.489601,0.412508,0.393253,0.028872,0.014727,0.182934,0.339798,0.30391,0.626606,0.109862,4.370089,0.135538,0.035135,0.039647,0.151056,12.90481,0.710843,0.578768,sleepy
0.065409,0.050896,-58.719459,6.312058,0.663161,0.174894,0.491263,0.000023,0.518709,0.41839,0.123304,0.766734,0.549174,0.480104,0.490707,0.04488,0.029087,0.203788,0.314742,0.256058,0.441681,0.105613,4.184388,0.180697,0.056554,0.067482,0.153777,0,0,0.55933,sleepy
0.055438,0.030664,-47.23356,5.446901,0.647849,0.373727,0.104303,0.000457,0.620399,0.488238,0.155476,0.420656,0.398554,0.396967,0.405154,0.025318,0.012182,0.200548,0.279328,0.284726,0.458297,0.115574,3.700286,0.123761,0.028172,0.037563,0.159625,41.590262,0.751295,0.567715,sleepy
0.061209,0.041532,-48.537525,5.419511,2.150398,0.643488,-0.231417,0.000559,0.688064,0.362212,0.116363,0.534507,0.529757,0.40526,0.397433,0.027624,0.027265,0.239382,0.24156,0.262937,0.39182,0.100087,3.505998,0.095064,0.043367,0.043029,0.156372,27.35185,0.633391,0.573829,sleepy
0.100419,0.067968,-49.055967,4.079311,1.804913,0.816742,0.295682,0.000306,0.515412,0.346773,0.157632,0.5191,0.459259,0.430658,0.444852,0.036159,0.044015,0.201872,0.339273,0.301443,0.39402,0.15059,3.729815,0.123927,0.037575,0.033575,0.147076,27.556309,0.798817,0.559249,sleepy
0.032929,0.023766,-58.402196,7.050661,2.146934,1.499158,0.371639,0.000044,0.635853,0.393914,0.090019,0.5884,0.452081,0.420804,0.396827,0.016098,0.011759,0.213727,0.280908,0.252484,0.422547,0.116851,4.267205,0.130825,0.039355,0.041796,0.154433,8.690292,0.769444,0.501107,sleepy
0.042187,0.024994,-54.555903,4.209282,2.005518,0.589894,0.62986,0.000262,0.466894,0.31321,0.095347,0.48418,0.424334,0.328903,0.31794,0.021527,0.024522,0.22296,0.406224,0.414833,0.693756,0.161586,4.293213,0.178495,0.051085,0.070903,0.148576,13.027389,0.66967,0.580016,sleepy
0.046167,0.035442,-53.1956,7.667937,1.366343,0.710287,0.985986,0.000264,0.565727,0.382961,0.120703,0.620109,0.54983,0.467794,0.454568,0.035831,0.014181,0.237458,0.286808,0.363981,0.54795,0.129952,4.272097,0.145487,0.046474,0.053218,0.151916,11.42757,0.506667,0.521201,sleepy
0.037871,0.030322,-54.395339,7.067382,2.524392,0.802795,0.729245,0.000146,0.562857,0.320576,0.105394,0.608924,0.500082,0.443608,0.428455,0.021088,0.01218,0.186469,0.295584,0.355679,0.548794,0.13773,4.333719,0.127938,0.039611,0.051285,0.148459,9.204274,0.5,0.57285,sleepy
0.035875,0.027615,-57.489253,5.45079,0.962124,0.048744,-0.746225,0.000111,0.552718,0.322513,0.117605,0.530378,0.580558,0.411399,0.363763,0.019963,0.020578,0.212204,0.340566,0.26468,0.926333,0.196443,4.274627,0.13699,0.033321,0.051059,0.158026,8.104924,0.6625,0.533017,sleepy
0.063428,0.043111,-54.463924,5.49426,2.044597,1.365921,-0.621762,0.0001,0.561465,0.270597,0.134697,0.444958,0.400954,0.347683,0.388614,0.026939,0.012788,0.205618,0.278578,0.327941,0.595477,0.135334,5.224575,0.120427,0.040877,0.045297,0.162359,12.924816,0.667992,0.567412,sleepy
0.019957,0.015983,-65.79057,7.481917,2.22799,0.697419,0.278885,0.000089,0.320715,0.598115,0.06579,0.333689,0.319098,0.319514,0.422619,0.009246,0.005883,0.270097,0.517062,0.422685,1.145813,0.189897,5.360738,0.180846,0.059841,0.056207,0.163563,4.885766,0.82381,0.575702,sleepy
0.033746,0.023417,-50.868662,6.939938,1.764853,0.712798,0.599387,0.000657,0.688594,0.497001,0.095456,0.451971,0.373122,0.37272,0.347864,0.022848,0.00748,0.178798,0.27546,0.298221,0.446274,0.195146,3.763077,0.106024,0.039432,0.049349,0.15813,40.923925,0.748447,0.563748,sleepy
0.195093,0.163299,-50.732023,1.41681,1.147624,-0.008605,0.257533,0.000133,0.706541,0.356827,0.200764,0.404249,0.424592,0.359838,0.379929,0.040643,0.087275,0.207231,0.211316,0.395846,0.314411,0.140859,4.075498,0.127028,0.048089,0.04429,0.16007,19.925607,0.741667,0.584588,sleepy
0.054041,0.03073,-48.287133,5.247318,0.877096,0.391729,0.070964,0.000606,0.652727,0.414079,0.136971,0.441036,0.432724,0.433279,0.425848,0.029752,0.015204,0.177416,0.282414,0.248017,0.421025,0.128836,3.783827,0.114019,0.038867,0.041973,0.153834,33.758834,0.626632,0.546236,sleepy
0.026813,0.02128,-52.977724,9.563014,1.8327,0.256498,0.070336,0.000562,0.666664,0.452062,0.103459,0.425697,0.432446,0.415751,0.406847,0.017354,0.012436,0.225626,0.31943,0.312768,0.564085,0.145646,4.202727,0.123471,0.050145,0.042265,0.150979,16.245148,0.664516,0.540873,sleepy
0.042448,0.026713,-53.248292,4.536095,2.250868,1.261199,0.330565,0.000226,0.560724,0.329067,0.091074,0.475682,0.476408,0.391568,0.422272,0.023208,0.017558,0.201664,0.397241,0.337639,0.480274,0.123009,4.051284,0.117899,0.065616,0.042279,0.154131,27.284429,0.508443,0.543875,sleepy
0.040206,0.025023,-50.240642,6.252668,1.854522,0.136606,0.798648,0.0007,0.551686,0.402868,0.0971,0.535631,0.474056,0.416907,0.47833,0.018878,0.013353,0.204036,0.277144,0.311581,0.439939,0.103094,3.775389,0.142864,0.041756,0.050528,0.157722,21.656836,0.679887,0.568202,sleepy
0.048008,0.038914,-56.112296,5.382824,0.601323,0.286126,0.53327,0.000231,0.456575,0.285477,0.116437,0.626297,0.498128,0.448096,0.452818,0.04097,0.030904,0.210622,0.419403,0.368963,0.568149,0.185868,4.654188,0.139802,0.062496,0.063903,0.156021,10.309619,0.622768,0.557526,sleepy
0.078622,0.054479,-47.468696,4.525482,0.646188,0.016167,0.291037,0.000583,0.704588,0.50172,0.182441,0.432027,0.432691,0.441232,0.410174,0.044054,0.02882,0.186611,0.227539,0.211176,0.764517,0.079913,3.908356,0.092548,0.035351,0.034816,0.148545,27.392742,0.8875,0.577472,sleepy
0.046748,0.040116,-54.638031,9.085185,1.457022,0.357521,-0.299286,0.000109,0.562415,0.478386,0.131489,0.546157,0.490291,0.438369,0.37856,0.010641,0.008009,0.237539,0.376002,0.36709,1.112703,0.206886,4.063661,0.167445,0.055494,0.04947,0.161043,15.821402,0.753012,0.590852,sleepy
0.041576,0.027872,-53.565315,6.228608,1.623022,0.882912,0.475527,0.000127,0.557855,0.280496,0.113942,0.518128,0.47608,0.398327,0.426634,0.027837,0.015599,0.207005,0.299581,0.337583,0.510612,0.100632,3.709878,0.13779,0.039486,0.043228,0.154812,16.140383,0.758691,0.592002,sleepy
0.055102,0.039982,-49.10355,7.490377,0.597223,0.265855,-0.117787,0.000355,0.697228,0.467062,0.141716,0.561791,0.476469,0.413329,0.374564,0.019689,0.011573,0.175647,0.228501,0.232885,0.394908,0.154664,3.768989,0.107954,0.034954,0.040952,0.155085,68.780557,0.623377,0.603833,sleepy
0.058198,0.036159,-48.708141,5.340018,1.457883,0.863564,0.464748,0.00036,0.660017,0.467405,0.127994,0.459074,0.425828,0.384456,0.406635,0.025563,0.018712,0.193015,0.251399,0.284433,0.408874,0.144134,3.430294,0.122806,0.035654,0.039151,0.155401,16.888101,0.884615,0.582696,sleepy
0.056388,0.043041,-50.979476,8.623015,1.223644,0.129781,-0.119244,0.00024,0.656754,0.384354,0.147596,0.571107,0.572273,0.419284,0.441242,0.023265,0.019084,0.183187,0.237037,0.269807,0.696804,0.151843,3.961611,0.165166,0.061068,0.060686,0.150829,29.127694,0.752941,0.564179,sleepy
0.040098,0.035039,-56.934166,9.667739,1.233882,1.25142,0.612089,0.000207,0.460332,0.346304,0.115129,0.538279,0.548302,0.329973,0.313567,0.017364,0.012518,0.222326,0.375963,0.421144,0.567387,0.190594,4.528662,0.179617,0.067362,0.06942,0.162822,11.719005,0.983834,0.574644,sleepy
0.045602,0.032889,-55.504891,6.064285,1.775856,0.245663,-0.365305,0.000088,0.641881,0.482272,0.128296,0.574509,0.386584,0.38321,0.381458,0.029339,0.025863,0.183075,0.320083,0.295564,0.767326,0.162306,4.34606,0.123072,0.038327,0.041851,0.156721,9.835223,0.858881,0.538989,sleepy
0.06243,0.043819,-47.895355,6.96298,0.479288,-0.506968,0.076203,0.000254,0.696566,0.388485,0.170602,0.41475,0.420987,0.419674,0.423183,0.023262,0.013263,0.199625,0.236498,0.261057,0.552135,0.111425,3.556363,0.088612,0.036048,0.039912,0.158016,29.778652,0.5,0.580103,sleepy
0.062933,0.046297,-52.066221,6.002918,2.221352,0.686722,0.184504,0.000085,0.632127,0.324903,0.135504,0.48352,0.447539,0.427285,0.398426,0.026219,0.028367,0.195468,0.263556,0.268914,0.452298,0.152028,4.260653,0.119731,0.041235,0.036278,0.157692,9.667555,0.670103,0.564381,sleepy
0.028678,0.017568,-52.725225,5.85705,1.647642,0.956893,0.395299,0.000337,0.717324,0.470613,0.094934,0.47151,0.368216,0.345349,0.363643,0.023936,0.014516,0.206614,0.235865,0.285573,0.375819,0.110793,3.84825,0.121413,0.044312,0.041201,0.149414,18.976868,0.746544,0.556531,sleepy
0.035311,0.027808,-60.964256,9.604001,1.031331,-0.327689,0.411847,0.000015,0.655532,0.473438,0.116306,0.481038,0.409892,0.415289,0.362619,0.020985,0.007723,0.189935,0.247591,0.23905,0.440073,0.149334,4.653566,0.103018,0.026836,0.040581,0.153682,5.727949,0.779443,0.568485,sleepy
0.044348,0.032113,-51.129039,7.327278,1.266831,-0.500815,0.898935,0.000375,0.616428,0.428179,0.140958,0.58603,0.499232,0.444528,0.395245,0.029631,0.018104,0.192382,0.319044,0.277926,0.868284,0.137198,3.82657,0.109968,0.034567,0.039308,0.156384,16.584837,0.740426,0.61129,sleepy
0.031721,0.021808,-52.827072,6.539954,1.257511,0.939223,0.635801,0.000318,0.488299,0.392213,0.099202,0.437475,0.477282,0.35625,0.442209,0.027831,0.008299,0.183469,0.407628,0.37843,0.740883,0.14126,4.213933,0.125484,0.053075,0.041622,0.153401,17.212242,0.740741,0.574261,sleepy
0.044358,0.024365,-49.778302,2.653208,0.225158,-0.120556,0.44919,0.000932,0.677712,0.216002,0.134969,0.549173,0.544161,0.413124,0.44223,0.038228,0.017264,0.182731,0.214956,0.332481,0.649057,0.142539,4.074537,0.108693,0.032268,0.03997,0.145153,46.564448,0.746929,0.553944,sleepy
0.04761,0.032402,-49.021727,5.843769,1.533354,0.508015,0.902645,0.000348,0.497326,0.401728,0.118909,0.471977,0.445004,0.439631,0.418701,0.029848,0.013709,0.205235,0.344297,0.38273,0.746096,0.120736,3.820291,0.116206,0.047,0.034138,0.155388,20.022779,0.981308,0.548477,sleepy
0.042853,0.035173,-58.444575,10.286846,0.113184,0.609586,0.319248,0.000056,0.68543,0.485916,0.124505,0.388048,0.407537,0.399534,0.389876,0.017651,0.01277,0.171693,0.254927,0.288704,0.461655,0.100767,5.04403,0.111286,0.036905,0.039306,0.159489,15.111682,0.484053,0.610226,sleepy
0.037863,0.024782,-54.093723,6.379419,2.168114,0.95595,0.743632,0.00013,0.608555,0.535737,0.103148,0.481153,0.38802,0.38601,0.473773,0.027771,0.016745,0.261526,0.30435,0.292806,0.394569,0.086705,4.216754,0.139502,0.030113,0.029299,0.152089,11.168746,0.757143,0.552381,sleepy
0.0551,0.040809,-55.8708,7.740853,0.181512,0.509142,-0.059166,0.000113,0.682272,0.510828,0.137784,0.465815,0.413896,0.335312,0.335031,0.029783,0.013457,0.201755,0.295432,0.312275,0.723342,0.122494,4.417805,0.132746,0.044066,0.046864,0.155603,65.082301,0.747628,0.618717,sleepy
0.074124,0.049061,-45.518489,5.214099,0.387926,0.390003,0.454614,0.000744,0.707002,0.4645,0.160684,0.491031,0.45113,0.394502,0.434975,0.02694,0.022772,0.180205,0.219322,0.259168,0.623793,0.123365,3.571516,0.110154,0.033333,0.037987,0.155043,89.912902,0.75,0.580103,sleepy
0.048279,0.036109,-55.199791,7.479414,0.807801,0.281497,-0.192444,0.000075,0.601147,0.498367,0.117745,0.437879,0.419347,0.423925,0.441733,0.019651,0.009283,0.19174,0.263779,0.368531,0.542431,0.178785,4.304887,0.152607,0.035652,0.042523,0.157018,19.169975,0.983834,0.577573,sleepy
0.14437,0.102073,-40.923376,2.703701,1.13494,0.118897,0.238311,0.000845,0.64763,0.482942,0.205524,0.447876,0.437052,0.472316,0.40461,0.033208,0.029714,0.175446,0.255576,0.231355,0.392026,0.085204,3.208503,0.097093,0.028321,0.03783,0.153436,45.582472,0.831522,0.576603,notsleepy
0.127421,0.09414,-50.058057,2.91143,0.860683,0.248958,0.241692,0.000056,0.666279,0.391905,0.205717,0.562869,0.521041,0.43654,0.439276,0.033591,0.028123,0.166927,0.247123,0.23362,0.492271,0.095679,4.098397,0.099821,0.035895,0.039414,0.155215,14.458916,0.795918,0.605824,notsleepy
0.064953,0.045285,-52.221623,3.91902,1.140744,0.043133,0.109839,0.000329,0.586308,0.471886,0.13172,0.555681,0.451103,0.481562,0.477778,0.057618,0.036404,0.187174,0.249198,0.248795,0.436402,0.112782,3.625147,0.1443,0.044488,0.044003,0.151263,71.751864,0.501241,0.620868,notsleepy
0.045332,0.02954,-60.806538,4.86854,1.679898,0.645624,0.170509,0.000025,0.669976,0.495773,0.100589,0.533417,0.435164,0.444389,0.495669,0.033441,0.019099,0.179592,0.261123,0.259416,0.442081,0.100038,4.363862,0.097826,0.048077,0.037101,0.156416,13.477499,0.5,0.571574,notsleepy
0.102816,0.067219,-45.580191,4.041027,1.036833,0.23189,0.109686,0.000453,0.694426,0.441012,0.167154,0.556946,0.479916,0.423206,0.429504,0.033049,0.025753,0.172209,0.238855,0.22643,0.4865,0.07962,3.449675,0.084869,0.036684,0.033477,0.156563,59.314267,0.749226,0.559278,notsleepy
0.082683,0.052575,-45.420451,4.462768,1.562266,0.014467,0.546763,0.000331,0.700554,0.452975,0.167746,0.482879,0.440251,0.405904,0.444457,0.02857,0.015947,0.169718,0.208964,0.256837,0.362343,0.088199,3.501916,0.107222,0.032054,0.031031,0.14874,38.104063,0.752475,0.559423,notsleepy
0.069481,0.05363,-56.053569,6.091024,1.750636,0.229486,0.026322,0.000023,0.520683,0.451744,0.126649,0.611066,0.473456,0.448413,0.475409,0.034216,0.030981,0.19013,0.335433,0.300103,0.441801,0.095649,3.956848,0.099028,0.037511,0.043684,0.152691,11.26123,0.611374,0.545164,notsleepy
0.047996,0.032058,-54.180081,5.960768,1.065056,0.211548,0.107698,0.000102,0.604897,0.39581,0.125407,0.621843,0.464879,0.483967,0.444063,0.034088,0.013813,0.185518,0.261329,0.234967,0.438587,0.079721,4.391081,0.112791,0.042812,0.038745,0.154553,39.733383,0.750973,0.619925,notsleepy
0.110543,0.077138,-45.131207,2.964214,0.780926,0.20864,0.153127,0.000705,0.61596,0.428163,0.189339,0.499345,0.44194,0.441415,0.452265,0.044932,0.025033,0.185806,0.285781,0.270573,0.416521,0.08899,3.648177,0.136668,0.042664,0.040064,0.146767,51.673039,0.666667,0.656272,notsleepy
0.110543,0.077138,-45.131207,2.964214,0.780926,0.20864,0.153127,0.000705,0.61596,0.428163,0.189339,0.499345,0.44194,0.441415,0.452265,0.044932,0.025033,0.185806,0.285781,0.270573,0.416521,0.08899,3.648177,0.136668,0.042664,0.040064,0.146767,51.673039,0.666667,0.656272,notsleepy
0.070715,0.055507,-51.982385,6.708365,0.517938,0.274335,0.054671,0.000045,0.558956,0.332675,0.157371,0.566305,0.462038,0.441136,0.479881,0.031,0.021211,0.19476,0.281927,0.273781,0.391448,0.093724,3.948277,0.107334,0.037917,0.033271,0.155364,15.256367,0.621739,0.604899,notsleepy
0.070715,0.055507,-51.982385,6.708365,0.517938,0.274335,0.054671,0.000045,0.558956,0.332675,0.157371,0.566305,0.462038,0.441136,0.479881,0.031,0.021211,0.19476,0.281927,0.273781,0.391448,0.093724,3.948277,0.107334,0.037917,0.033271,0.155364,15.256367,0.621739,0.604899,notsleepy
0.094116,0.066943,-48.24024,3.517955,0.560186,0.380492,0.023674,0.000299,0.654447,0.376906,0.19518,0.613333,0.512682,0.471389,0.456681,0.06301,0.024652,0.183701,0.251995,0.265027,0.403938,0.101541,3.584832,0.087941,0.041765,0.036605,0.150583,38.711358,0.501253,0.623844,notsleepy
0.046369,0.025261,-48.320959,3.670347,1.629581,0.661721,0.614114,0.000688,0.678082,0.490647,0.104296,0.405388,0.401369,0.443624,0.461257,0.031646,0.021968,0.176559,0.239435,0.251316,0.424043,0.100783,3.544037,0.085909,0.0351,0.035555,0.154012,35.106893,0.625304,0.584864,notsleepy
0.115355,0.080502,-49.854654,3.276836,0.854872,0.560054,0.261114,0.000085,0.689079,0.38027,0.185014,0.496993,0.451531,0.453334,0.473836,0.050078,0.028958,0.188933,0.240713,0.244225,0.389344,0.104476,3.902004,0.114607,0.050694,0.036532,0.148225,52.530282,0.75,0.579899,notsleepy
0.115355,0.080502,-49.854654,3.276836,0.854872,0.560054,0.261114,0.000085,0.689079,0.38027,0.185014,0.496993,0.451531,0.453334,0.473836,0.050078,0.028958,0.188933,0.240713,0.244225,0.389344,0.104476,3.902004,0.114607,0.050694,0.036532,0.148225,52.530282,0.75,0.579899,notsleepy
0.061724,0.039226,-47.987762,4.665133,1.442888,0.3968,0.502391,0.000443,0.666922,0.458908,0.138514,0.575485,0.452608,0.430538,0.447693,0.03475,0.017575,0.212918,0.229393,0.24966,0.417521,0.100695,3.611476,0.108128,0.038357,0.03462,0.150255,51.996402,0.5,0.569843,notsleepy
0.183334,0.149242,-51.318489,1.185929,0.803291,0.317626,-0.559367,0.000222,0.620113,0.416737,0.225041,0.740848,0.543204,0.448174,0.520315,0.074692,0.056552,0.210976,0.278883,0.304688,0.547597,0.10476,3.433682,0.102474,0.043165,0.036024,0.160861,68.182237,0.518359,0.528471,notsleepy
0.183334,0.149242,-51.318489,1.185929,0.803291,0.317626,-0.559367,0.000222,0.620113,0.416737,0.225041,0.740848,0.543204,0.448174,0.520315,0.074692,0.056552,0.210976,0.278883,0.304688,0.547597,0.10476,3.433682,0.102474,0.043165,0.036024,0.160861,68.182237,0.518359,0.528471,notsleepy
0.080803,0.05859,-46.052252,5.406909,1.696763,0.132707,0.774943,0.000875,0.638597,0.250643,0.170533,0.595468,0.499115,0.429675,0.426907,0.034767,0.038742,0.1809,0.280316,0.25029,0.436183,0.101823,3.607766,0.105896,0.039645,0.047169,0.143656,40.065293,0.750716,0.584725,notsleepy
0.111613,0.070405,-46.836576,3.176354,1.408912,0.486048,-0.142665,0.00023,0.614783,0.388212,0.160099,0.63777,0.479092,0.456772,0.426247,0.033943,0.022307,0.193628,0.280829,0.252462,0.428312,0.097324,3.4366,0.108598,0.035019,0.040936,0.158406,27.091025,0.49763,0.571431,notsleepy
0.111613,0.070405,-46.836576,3.176354,1.408912,0.486048,-0.142665,0.00023,0.614783,0.388212,0.160099,0.63777,0.479092,0.456772,0.426247,0.033943,0.022307,0.193628,0.280829,0.252462,0.428312,0.097324,3.4366,0.108598,0.035019,0.040936,0.158406,27.091025,0.49763,0.571431,notsleepy
0.112313,0.084201,-46.906769,3.941805,0.471154,0.954983,0.259738,0.00028,0.700364,0.311112,0.201429,0.553638,0.527191,0.384071,0.440769,0.037589,0.030368,0.192849,0.229596,0.253667,0.621023,0.087724,3.536563,0.10763,0.040261,0.036031,0.153738,44.684108,0.748663,0.62414,notsleepy
0.112313,0.084201,-46.906769,3.941805,0.471154,0.954983,0.259738,0.00028,0.700364,0.311112,0.201429,0.553638,0.527191,0.384071,0.440769,0.037589,0.030368,0.192849,0.229596,0.253667,0.621023,0.087724,3.536563,0.10763,0.040261,0.036031,0.153738,44.684108,0.748663,0.62414,notsleepy
0.112313,0.084201,-46.906769,3.941805,0.471154,0.954983,0.259738,0.00028,0.700364,0.311112,0.201429,0.553638,0.527191,0.384071,0.440769,0.037589,0.030368,0.192849,0.229596,0.253667,0.621023,0.087724,3.536563,0.10763,0.040261,0.036031,0.153738,44.684108,0.748663,0.62414,notsleepy
0.050044,0.033122,-54.832173,6.698762,2.3474,0.054409,0.367404,0.000035,0.68721,0.450438,0.136354,0.425861,0.395539,0.43996,0.378269,0.015759,0.009574,0.170717,0.264868,0.303183,0.345108,0.160846,4.554636,0.114366,0.044644,0.042781,0.154656,9.218168,0.849057,0.555113,notsleepy
0.046824,0.037633,-52.676581,7.7579,1.716771,0.435484,0.04968,0.000089,0.618105,0.354925,0.130128,0.530532,0.453573,0.430021,0.428609,0.022923,0.009962,0.226577,0.368416,0.362304,0.577155,0.15202,4.037053,0.141547,0.051354,0.053004,0.158848,16.162124,0.668076,0.56253,notsleepy
0.049244,0.036796,-54.187836,8.63099,0.808808,0.045246,-0.017576,0.000095,0.545126,0.390864,0.132919,0.555459,0.519445,0.388278,0.423029,0.024119,0.014588,0.189896,0.346947,0.316311,0.682912,0.100219,3.791006,0.140449,0.047718,0.037173,0.153806,11.559841,0.5,0.566246,notsleepy
0.106388,0.063576,-41.905658,3.236209,1.185002,0.653706,0.508501,0.001153,0.687092,0.423912,0.182755,0.502079,0.45158,0.402377,0.443538,0.033434,0.020144,0.187048,0.24522,0.255698,0.417875,0.102198,3.090995,0.124865,0.041221,0.040986,0.155783,52.731176,0.75,0.579469,notsleepy
0.04274,0.038378,-61.192701,9.416657,1.715334,0.201079,0.06475,0.000015,0.570293,0.378589,0.119731,0.505177,0.436046,0.38478,0.410516,0.023252,0.024868,0.189844,0.345139,0.326287,0.618487,0.19691,4.535137,0.195687,0.051953,0.05459,0.153493,7.009893,0.555556,0.569481,notsleepy
0.04274,0.038378,-61.192701,9.416657,1.715334,0.201079,0.06475,0.000015,0.570293,0.378589,0.119731,0.505177,0.436046,0.38478,0.410516,0.023252,0.024868,0.189844,0.345139,0.326287,0.618487,0.19691,4.535137,0.195687,0.051953,0.05459,0.153493,7.009893,0.555556,0.569481,notsleepy
0.04274,0.038378,-61.192701,9.416657,1.715334,0.201079,0.06475,0.000015,0.570293,0.378589,0.119731,0.505177,0.436046,0.38478,0.410516,0.023252,0.024868,0.189844,0.345139,0.326287,0.618487,0.19691,4.535137,0.195687,0.051953,0.05459,0.153493,7.009893,0.555556,0.569481,notsleepy
0.093201,0.061784,-47.059197,3.916303,1.216146,0.536723,0.131728,0.00021,0.616319,0.375254,0.157842,0.525652,0.443008,0.477472,0.479132,0.031413,0.02846,0.18238,0.289996,0.25362,0.406792,0.10953,3.525968,0.099475,0.0335,0.033192,0.15688,26.640384,0.76257,0.553477,notsleepy
0.119591,0.086307,-53.604771,2.220008,1.147881,0.370276,0.3286,0.000057,0.600379,0.404614,0.185319,0.545013,0.525588,0.50081,0.439151,0.062541,0.024416,0.170975,0.257206,0.230453,0.462276,0.10116,3.831161,0.091268,0.030116,0.036189,0.152113,30.655595,0.503667,0.5737,notsleepy
0.040086,0.026298,-49.518583,6.990649,1.366362,0.442673,-0.239389,0.000498,0.641976,0.309707,0.135465,0.55918,0.659056,0.425421,0.449646,0.020713,0.007729,0.225879,0.275314,0.327279,0.612463,0.111574,3.632345,0.115459,0.046728,0.044871,0.154463,30.17052,0.75,0.538629,notsleepy
0.040086,0.026298,-49.518583,6.990649,1.366362,0.442673,-0.239389,0.000498,0.641976,0.309707,0.135465,0.55918,0.659056,0.425421,0.449646,0.020713,0.007729,0.225879,0.275314,0.327279,0.612463,0.111574,3.632345,0.115459,0.046728,0.044871,0.154463,30.17052,0.75,0.538629,notsleepy
0.095752,0.069084,-50.947343,4.356591,0.963583,0.117339,0.283601,0.000069,0.625588,0.356603,0.185662,0.585136,0.505877,0.441042,0.455282,0.038324,0.025237,0.190265,0.263,0.254334,0.490243,0.089404,3.912108,0.150657,0.034716,0.035357,0.152556,18.434705,0.668657,0.559582,notsleepy
0.045557,0.035224,-52.607897,9.220519,1.055519,0.325528,-0.130896,0.00023,0.684387,0.376097,0.137357,0.520982,0.466579,0.431633,0.32742,0.018281,0.014227,0.230155,0.309335,0.316003,0.613616,0.115185,4.131641,0.120537,0.042399,0.045552,0.157384,14.98091,0.746305,0.550454,notsleepy
0.045557,0.035224,-52.607897,9.220519,1.055519,0.325528,-0.130896,0.00023,0.684387,0.376097,0.137357,0.520982,0.466579,0.431633,0.32742,0.018281,0.014227,0.230155,0.309335,0.316003,0.613616,0.115185,4.131641,0.120537,0.042399,0.045552,0.157384,14.98091,0.746305,0.550454,notsleepy
0.045557,0.035224,-52.607897,9.220519,1.055519,0.325528,-0.130896,0.00023,0.684387,0.376097,0.137357,0.520982,0.466579,0.431633,0.32742,0.018281,0.014227,0.230155,0.309335,0.316003,0.613616,0.115185,4.131641,0.120537,0.042399,0.045552,0.157384,14.98091,0.746305,0.550454,notsleepy
0.083707,0.062671,-51.3733,5.698787,0.970552,0.550201,0.201381,0.000113,0.612965,0.3393,0.178406,0.550477,0.481459,0.485449,0.470664,0.042788,0.018963,0.186898,0.253877,0.268015,0.602546,0.140663,4.26057,0.100784,0.036515,0.041157,0.155435,32.410146,0.802005,0.646792,notsleepy
0.083707,0.062671,-51.3733,5.698787,0.970552,0.550201,0.201381,0.000113,0.612965,0.3393,0.178406,0.550477,0.481459,0.485449,0.470664,0.042788,0.018963,0.186898,0.253877,0.268015,0.602546,0.140663,4.26057,0.100784,0.036515,0.041157,0.155435,32.410146,0.802005,0.646792,notsleepy
0.083707,0.062671,-51.3733,5.698787,0.970552,0.550201,0.201381,0.000113,0.612965,0.3393,0.178406,0.550477,0.481459,0.485449,0.470664,0.042788,0.018963,0.186898,0.253877,0.268015,0.602546,0.140663,4.26057,0.100784,0.036515,0.041157,0.155435,32.410146,0.802005,0.646792,notsleepy
