@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute mfcc_sma_de[12]_stddev numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute pcm_zcr_sma_de_stddev numeric
@attribute pcm_zcr_sma_de_skewness numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_maxPos numeric
@attribute output {sleepy,notsleepy}

@data

0.03146,0.036083,-11.62909,-11.79848,1.135181,-1.003475,3.045564,-2.402148,0.108987,7.791205,0.017713,0.000011,7.43292,-0.000004,0.652637,3.791334,4.013698,4.758358,0.999428,0.136951,3.486387,-5.038453,2030,3.774147,3.530252,850,0.941141,0.970124,0.000015,0.000153,0.012375,0.490237,0.137342,0.000886,242,notsleepy
0.03146,0.036083,-11.62909,-11.79848,1.135181,-1.003475,3.045564,-2.402148,0.108987,7.791205,0.017713,0.000011,7.43292,-0.000004,0.652637,3.791334,4.013698,4.758358,0.999428,0.136951,3.486387,-5.038453,2030,3.774147,3.530252,850,0.941141,0.970124,0.000015,0.000153,0.012375,0.490237,0.137342,0.000886,242,notsleepy
0.031741,0.0411,-8.704226,-10.21679,-5.947502,-7.228828,2.651528,-0.025677,0.103506,9.648586,0.017028,0.000006,10.13978,0.000002,0.556908,4.063618,3.19937,3.943092,1.186179,0.01572,3.336302,-4.137041,1311,3.188254,3.885842,2660,1.011383,1.005683,0.000134,0.000094,0.009712,0.160004,0.159647,0.001125,1829,notsleepy
0.031741,0.0411,-8.704226,-10.21679,-5.947502,-7.228828,2.651528,-0.025677,0.103506,9.648586,0.017028,0.000006,10.13978,0.000002,0.556908,4.063618,3.19937,3.943092,1.186179,0.01572,3.336302,-4.137041,1311,3.188254,3.885842,2660,1.011383,1.005683,0.000134,0.000094,0.009712,0.160004,0.159647,0.001125,1829,notsleepy
0.031741,0.0411,-8.704226,-10.21679,-5.947502,-7.228828,2.651528,-0.025677,0.103506,9.648586,0.017028,0.000006,10.13978,0.000002,0.556908,4.063618,3.19937,3.943092,1.186179,0.01572,3.336302,-4.137041,1311,3.188254,3.885842,2660,1.011383,1.005683,0.000134,0.000094,0.009712,0.160004,0.159647,0.001125,1829,notsleepy
0.004884,0.005253,-0.417096,-4.582312,-3.336813,-8.822045,4.520105,4.930664,0.044563,5.66106,0.001484,0,7.880706,-0.000001,0.477017,3.588418,3.280634,3.806033,0.992568,0.043243,3.138847,-3.452454,2977,3.410606,3.228572,146,0.748715,0.865323,0.000023,0.000011,0.003388,-0.048595,0.119294,0.000756,2188,notsleepy
0.011678,0.012602,-1.991752,-1.201681,-2.404655,-3.608697,2.818356,-7.242689,0.044799,5.046017,0.009754,0.000001,25.43093,-0.000012,0.565142,5.22141,4.54072,5.509363,0.807383,-0.082472,4.628788,-3.700087,1667,4.378015,4.774375,170,0.774705,0.880174,-0.000005,0.000018,0.004286,0.822611,0.135467,0.000794,925,notsleepy
0.009581,0.013454,0.897068,4.978157,1.731429,-5.812531,2.607605,3.33481,0.047891,61.32076,0.010288,0.000001,62.28035,0.000002,0.442153,5.441874,4.69505,5.426092,0.98883,0.09373,6.46714,-5.321134,562,5.584987,3.239572,2581,0.730407,0.854668,0.000009,0.00003,0.005457,-1.533032,0.120216,0.000473,2857,notsleepy
0.069776,0.072551,-11.5529,-11.85139,-3.261342,-2.94243,2.778466,-3.248419,0.106392,3.881397,0.024276,0.000024,5.05984,-0.000001,0.690682,3.463382,4.049454,4.311244,1.140432,0.103027,3.324298,-3.961384,1489,3.217604,4.345807,473,0.972984,0.986401,-0.000069,0.000069,0.008326,0.295813,0.121858,0.000886,2114,notsleepy
0.004999,0.002281,4.288026,5.698926,-3.479824,-4.812574,2.566194,-6.545557,0.043489,73.40672,0.007404,0,35.73103,-0.000012,0.626697,5.07888,4.150721,4.758039,1.256945,-0.149398,4.320351,-5.779881,1234,4.934494,4.45536,183,1.066204,1.032578,-0.000036,0.000081,0.008974,0.23943,0.172954,0.00089,1721,notsleepy
0.004999,0.002281,4.288026,5.698926,-3.479824,-4.812574,2.566194,-6.545557,0.043489,73.40672,0.007404,0,35.73103,-0.000012,0.626697,5.07888,4.150721,4.758039,1.256945,-0.149398,4.320351,-5.779881,1234,4.934494,4.45536,183,1.066204,1.032578,-0.000036,0.000081,0.008974,0.23943,0.172954,0.00089,1721,notsleepy
0.004999,0.002281,4.288026,5.698926,-3.479824,-4.812574,2.566194,-6.545557,0.043489,73.40672,0.007404,0,35.73103,-0.000012,0.626697,5.07888,4.150721,4.758039,1.256945,-0.149398,4.320351,-5.779881,1234,4.934494,4.45536,183,1.066204,1.032578,-0.000036,0.000081,0.008974,0.23943,0.172954,0.00089,1721,notsleepy
0.028971,0.024763,-9.654689,-8.296092,-0.541449,-1.574112,3.149863,-1.853413,0.093854,11.68762,0.022383,0.000011,13.64847,-0.000003,0.711223,4.294866,3.876305,4.959942,1.327682,0.19153,3.566708,-4.507419,1297,3.623544,4.101304,2538,0.938351,0.968688,0.000063,0.000143,0.011978,-0.211079,0.10195,0.000769,739,notsleepy
0.012799,0.01411,-13.18362,-14.27678,-3.859042,-3.275273,3.375888,-3.956518,0.116077,9.777167,0.012792,0.000004,11.89679,-0.000014,1.471621,4.053131,4.226706,5.415785,1.536699,0.028339,3.771945,-4.48871,2697,3.514037,3.951736,1434,1.133752,1.06479,-0.000061,0.000233,0.015272,-0.660098,0.133609,0.001202,2978,notsleepy
0.019063,0.015357,-1.659672,0.822942,-1.259745,-1.244572,2.503488,-3.106014,0.042,44.37745,0.01392,0.000002,22.34584,-0.000007,0.357011,4.189463,3.811481,4.50586,0.958409,-0.065338,3.526411,-3.278405,1722,3.660449,4.276316,485,0.948787,0.974059,-0.000019,0.000026,0.005101,0.028963,0.118795,0.000592,1107,notsleepy
0.019063,0.015357,-1.659672,0.822942,-1.259745,-1.244572,2.503488,-3.106014,0.042,44.37745,0.01392,0.000002,22.34584,-0.000007,0.357011,4.189463,3.811481,4.50586,0.958409,-0.065338,3.526411,-3.278405,1722,3.660449,4.276316,485,0.948787,0.974059,-0.000019,0.000026,0.005101,0.028963,0.118795,0.000592,1107,notsleepy
0.013349,0.015263,-8.382837,-9.452558,-4.329183,-5.107969,3.238051,-4.15674,0.090935,14.11769,0.010942,0.000002,11.60483,-0.000004,1.024571,4.200386,3.759905,5.608138,1.41186,0.207137,3.974174,-5.20082,1856,3.262722,4.077562,1672,1.348701,1.161339,-0.000224,0.000116,0.010771,-1.116033,0.141957,0.001445,791,notsleepy
0.015088,0.008399,3.182852,8.188938,-5.490613,-6.982772,2.981214,0.261807,0.046779,37.66949,0.017282,0.000002,34.45109,-0.000011,0.522717,5.434527,3.888011,4.423663,1.006688,-0.010693,4.48833,-4.676164,1553,4.232061,3.856637,1678,0.885677,0.941104,-0.000145,0.000031,0.005548,-0.384172,0.143693,0.000756,93,notsleepy
0.015088,0.008399,3.182852,8.188938,-5.490613,-6.982772,2.981214,0.261807,0.046779,37.66949,0.017282,0.000002,34.45109,-0.000011,0.522717,5.434527,3.888011,4.423663,1.006688,-0.010693,4.48833,-4.676164,1553,4.232061,3.856637,1678,0.885677,0.941104,-0.000145,0.000031,0.005548,-0.384172,0.143693,0.000756,93,notsleepy
0.015088,0.008399,3.182852,8.188938,-5.490613,-6.982772,2.981214,0.261807,0.046779,37.66949,0.017282,0.000002,34.45109,-0.000011,0.522717,5.434527,3.888011,4.423663,1.006688,-0.010693,4.48833,-4.676164,1553,4.232061,3.856637,1678,0.885677,0.941104,-0.000145,0.000031,0.005548,-0.384172,0.143693,0.000756,93,notsleepy
0.015403,0.010715,-5.357898,-6.178779,-7.815289,-6.131784,2.694255,-1.994354,0.079103,6.058153,0.009925,0.000003,9.90955,-0.000002,1.075379,4.358376,4.415298,5.417786,1.557331,0.120985,3.375763,-4.132346,2640,3.320916,3.935706,2001,1.030176,1.014986,0.000014,0.000073,0.008528,-0.446036,0.124791,0.001119,1653,notsleepy
0.015403,0.010715,-5.357898,-6.178779,-7.815289,-6.131784,2.694255,-1.994354,0.079103,6.058153,0.009925,0.000003,9.90955,-0.000002,1.075379,4.358376,4.415298,5.417786,1.557331,0.120985,3.375763,-4.132346,2640,3.320916,3.935706,2001,1.030176,1.014986,0.000014,0.000073,0.008528,-0.446036,0.124791,0.001119,1653,notsleepy
0.015403,0.010715,-5.357898,-6.178779,-7.815289,-6.131784,2.694255,-1.994354,0.079103,6.058153,0.009925,0.000003,9.90955,-0.000002,1.075379,4.358376,4.415298,5.417786,1.557331,0.120985,3.375763,-4.132346,2640,3.320916,3.935706,2001,1.030176,1.014986,0.000014,0.000073,0.008528,-0.446036,0.124791,0.001119,1653,notsleepy
0.011249,0.006135,-3.685483,-1.137552,-7.887565,-12.52684,2.755181,-3.434456,0.074283,13.97473,0.008159,0.000001,13.0625,0.000001,0.655503,4.553347,4.487702,5.041064,1.437836,0.072487,3.470749,-3.804989,1731,3.323016,4.121147,1113,1.216548,1.102978,0.000043,0.00005,0.007079,-0.016007,0.139584,0.00094,1999,notsleepy
0.011249,0.006135,-3.685483,-1.137552,-7.887565,-12.52684,2.755181,-3.434456,0.074283,13.97473,0.008159,0.000001,13.0625,0.000001,0.655503,4.553347,4.487702,5.041064,1.437836,0.072487,3.470749,-3.804989,1731,3.323016,4.121147,1113,1.216548,1.102978,0.000043,0.00005,0.007079,-0.016007,0.139584,0.00094,1999,notsleepy
0.012073,0.010067,-2.808384,-1.664308,-5.177252,-5.061733,3.491722,1.767439,0.057253,2.643816,0.005117,0.000001,10.54566,0,0.339254,3.718317,3.650588,4.038014,0.934782,0.055723,3.564229,-3.472928,719,3.250888,3.851481,2604,0.971961,0.985889,0.000016,0.00002,0.004422,0.450792,0.090752,0.0006,755,notsleepy
0.044718,0.06449,-9.767341,-12.45366,-0.268768,-2.881164,2.960002,7.267962,0.093483,11.09018,0.019057,0.000013,7.842689,0.000005,0.631504,5.065253,4.301092,3.626571,1.250637,0.135103,3.796861,-3.805473,202,3.251579,4.28722,1450,1.008276,1.004131,-0.000039,0.000122,0.011029,-0.627184,0.121069,0.000756,2013,notsleepy
0.044718,0.06449,-9.767341,-12.45366,-0.268768,-2.881164,2.960002,7.267962,0.093483,11.09018,0.019057,0.000013,7.842689,0.000005,0.631504,5.065253,4.301092,3.626571,1.250637,0.135103,3.796861,-3.805473,202,3.251579,4.28722,1450,1.008276,1.004131,-0.000039,0.000122,0.011029,-0.627184,0.121069,0.000756,2013,notsleepy
0.009507,0.004687,0.799196,3.213025,-4.632804,-4.624796,3.022846,1.432792,0.062591,20.87811,0.013301,0.000002,29.94273,0.000003,0.483949,3.930151,4.064846,3.168582,1.061301,-0.013152,4.658211,-6.246065,2193,5.601206,3.714638,2234,0.69505,0.833697,-0.000077,0.000091,0.00956,0.107941,0.169362,0.000647,1196,notsleepy
0.041549,0.040862,-12.36314,-12.37229,-4.800219,-4.654275,2.615489,1.690755,0.108092,8.88804,0.03357,0.000032,8.971683,-0.000007,2.227354,3.67773,3.25732,6.484787,2.635281,-0.071407,3.544654,-5.031095,2601,3.254849,4.712353,1528,1.671522,1.292875,-0.00017,0.000429,0.020722,-0.489061,0.138837,0.00178,305,notsleepy
0.005744,0.007099,2.713221,2.07794,-5.652673,-6.700217,3.054486,-1.381295,0.042503,59.65466,0.004377,0,18.90125,0.000009,0.445022,6.890664,5.715618,4.850875,0.848559,-0.201909,4.559995,-4.413027,2530,4.474384,5.585645,2529,0.744418,0.862826,0.00002,0.000024,0.0049,-3.157066,0.182395,0.000651,1369,notsleepy
0.005744,0.007099,2.713221,2.07794,-5.652673,-6.700217,3.054486,-1.381295,0.042503,59.65466,0.004377,0,18.90125,0.000009,0.445022,6.890664,5.715618,4.850875,0.848559,-0.201909,4.559995,-4.413027,2530,4.474384,5.585645,2529,0.744418,0.862826,0.00002,0.000024,0.0049,-3.157066,0.182395,0.000651,1369,notsleepy
0.039638,0.043186,-15.99706,-17.32125,3.368399,3.454322,2.455862,-1.68093,0.128987,3.150323,0.029255,0.000047,4.503702,-0.000004,0.902788,4.078591,3.565442,5.69001,1.723184,0.127586,3.226538,-4.66083,2531,3.673687,4.377297,814,1.399209,1.182882,-0.000054,0.000518,0.022749,0.255041,0.132323,0.001478,180,notsleepy
0.039638,0.043186,-15.99706,-17.32125,3.368399,3.454322,2.455862,-1.68093,0.128987,3.150323,0.029255,0.000047,4.503702,-0.000004,0.902788,4.078591,3.565442,5.69001,1.723184,0.127586,3.226538,-4.66083,2531,3.673687,4.377297,814,1.399209,1.182882,-0.000054,0.000518,0.022749,0.255041,0.132323,0.001478,180,notsleepy
0.032955,0.024606,-5.392501,-0.342452,-3.945586,-5.926449,3.133917,-4.559048,0.067931,3.317519,0.018429,0.000009,5.209569,-0.000001,0.630833,4.960266,5.195427,4.898355,1.11843,0.038263,4.582289,-3.53322,2789,3.580479,3.82919,2719,1.007267,1.003639,0.000021,0.000048,0.006902,0.031735,0.142248,0.001859,2,notsleepy
0.032955,0.024606,-5.392501,-0.342452,-3.945586,-5.926449,3.133917,-4.559048,0.067931,3.317519,0.018429,0.000009,5.209569,-0.000001,0.630833,4.960266,5.195427,4.898355,1.11843,0.038263,4.582289,-3.53322,2789,3.580479,3.82919,2719,1.007267,1.003639,0.000021,0.000048,0.006902,0.031735,0.142248,0.001859,2,notsleepy
0.030567,0.021343,-6.80242,-6.007223,-3.314007,-2.83812,3.143872,-3.437638,0.065831,4.535589,0.019471,0.000006,8.648635,-0.000002,0.579307,3.895697,3.553269,5.268847,1.260984,0.031615,3.355031,-3.234683,315,3.362071,3.344362,268,0.924041,0.961278,0.000022,0.000041,0.006374,-0.046359,0.128982,0.000992,2557,notsleepy
0.011536,0.00925,-0.794498,0.053723,-1.704229,-1.099592,3.095623,-3.743971,0.043041,6.45055,0.011248,0.000002,17.45285,0.000003,0.359225,3.406276,3.79649,3.772073,0.929328,0.053445,3.558753,-3.769325,1977,3.307327,3.209344,894,0.774831,0.880246,0.000021,0.00002,0.004466,0.583594,0.070833,0.000347,1980,notsleepy
0.070591,0.074668,-15.40591,-15.67562,-6.900081,-7.525606,2.699357,-5.596889,0.176762,9.179611,0.051198,0.000033,10.48514,0.000003,0.953727,4.224624,3.942258,4.669695,1.409881,0.342877,4.072803,-4.123342,2982,3.136416,4.200194,679,1.263615,1.12411,0.000018,0.000154,0.012405,-0.367788,0.13213,0.000721,2444,notsleepy
0.070591,0.074668,-15.40591,-15.67562,-6.900081,-7.525606,2.699357,-5.596889,0.176762,9.179611,0.051198,0.000033,10.48514,0.000003,0.953727,4.224624,3.942258,4.669695,1.409881,0.342877,4.072803,-4.123342,2982,3.136416,4.200194,679,1.263615,1.12411,0.000018,0.000154,0.012405,-0.367788,0.13213,0.000721,2444,notsleepy
0.02154,0.008718,-14.0686,-14.55085,5.911184,9.586528,3.321636,6.722842,0.089251,6.471581,0.027277,0.000033,6.553602,-0.000006,0.891919,5.806957,3.664487,7.237337,1.797265,-0.2846,4.904694,-5.696329,1594,4.084258,5.841232,902,1.205701,1.098104,0.000016,0.000338,0.018395,0.192007,0.132946,0.001032,40,notsleepy
0.038313,0.04455,-7.815619,-8.270472,1.020991,-2.33806,3.087821,-1.933071,0.062233,10.6399,0.033817,0.000035,8.532394,-0.000002,0.938988,3.053396,3.230665,4.271863,1.102427,-0.084192,3.055562,-4.249213,2313,3.333896,4.257251,1619,1.23258,1.110217,0.000021,0.000105,0.010271,-0.192019,0.107265,0.000728,49,notsleepy
0.038313,0.04455,-7.815619,-8.270472,1.020991,-2.33806,3.087821,-1.933071,0.062233,10.6399,0.033817,0.000035,8.532394,-0.000002,0.938988,3.053396,3.230665,4.271863,1.102427,-0.084192,3.055562,-4.249213,2313,3.333896,4.257251,1619,1.23258,1.110217,0.000021,0.000105,0.010271,-0.192019,0.107265,0.000728,49,notsleepy
0.038313,0.04455,-7.815619,-8.270472,1.020991,-2.33806,3.087821,-1.933071,0.062233,10.6399,0.033817,0.000035,8.532394,-0.000002,0.938988,3.053396,3.230665,4.271863,1.102427,-0.084192,3.055562,-4.249213,2313,3.333896,4.257251,1619,1.23258,1.110217,0.000021,0.000105,0.010271,-0.192019,0.107265,0.000728,49,notsleepy
0.038313,0.04455,-7.815619,-8.270472,1.020991,-2.33806,3.087821,-1.933071,0.062233,10.6399,0.033817,0.000035,8.532394,-0.000002,0.938988,3.053396,3.230665,4.271863,1.102427,-0.084192,3.055562,-4.249213,2313,3.333896,4.257251,1619,1.23258,1.110217,0.000021,0.000105,0.010271,-0.192019,0.107265,0.000728,49,notsleepy
0.038313,0.04455,-7.815619,-8.270472,1.020991,-2.33806,3.087821,-1.933071,0.062233,10.6399,0.033817,0.000035,8.532394,-0.000002,0.938988,3.053396,3.230665,4.271863,1.102427,-0.084192,3.055562,-4.249213,2313,3.333896,4.257251,1619,1.23258,1.110217,0.000021,0.000105,0.010271,-0.192019,0.107265,0.000728,49,notsleepy
0.038313,0.04455,-7.815619,-8.270472,1.020991,-2.33806,3.087821,-1.933071,0.062233,10.6399,0.033817,0.000035,8.532394,-0.000002,0.938988,3.053396,3.230665,4.271863,1.102427,-0.084192,3.055562,-4.249213,2313,3.333896,4.257251,1619,1.23258,1.110217,0.000021,0.000105,0.010271,-0.192019,0.107265,0.000728,49,notsleepy
0.038313,0.04455,-7.815619,-8.270472,1.020991,-2.33806,3.087821,-1.933071,0.062233,10.6399,0.033817,0.000035,8.532394,-0.000002,0.938988,3.053396,3.230665,4.271863,1.102427,-0.084192,3.055562,-4.249213,2313,3.333896,4.257251,1619,1.23258,1.110217,0.000021,0.000105,0.010271,-0.192019,0.107265,0.000728,49,notsleepy
0.029753,0.028789,-9.716957,-9.80346,-3.05709,-5.099049,3.917958,3.385132,0.098989,50.26391,0.01599,0.000008,6.670475,0.000002,0.428523,3.252595,3.181013,3.637962,1.064517,0.052438,2.944459,-2.48677,1954,2.856581,3.146061,2324,0.825582,0.908616,-0.000027,0.00006,0.00772,-0.415454,0.149898,0.001553,1169,notsleepy
0.018847,0.017437,-2.798935,-4.439806,0.488225,2.284823,2.896855,-2.729915,0.049679,19.743,0.01986,0.000004,20.60152,-0.000006,0.464944,3.931978,3.714645,5.050506,0.909007,-0.059383,3.735972,-3.552366,1614,3.750448,4.049123,93,0.865136,0.930127,0.000018,0.000046,0.006789,0.656268,0.112671,0.000587,391,notsleepy
0.002024,0.00133,-3.600552,-4.053823,2.313079,3.887139,3.155578,-2.018573,0.038034,7.423844,0.001335,0,13.68819,0.000003,0.331239,5.394423,4.522705,3.308022,0.765132,0.000414,3.063349,-3.489366,2734,3.183657,4.233172,2294,0.760219,0.871907,0.00003,0.000015,0.003856,0.406735,0.102447,0.000461,2221,notsleepy
0.024945,0.026679,-6.846807,-6.350607,-0.991398,-1.134591,2.903998,-1.918928,0.052381,6.746724,0.042416,0.000036,19.48084,0.000004,1.565183,5.412982,4.289638,5.841021,2.603812,-0.052487,4.621217,-5.59802,1534,4.30486,4.952804,652,1.285999,1.134037,0.000088,0.000124,0.011156,0.744566,0.168792,0.001847,1382,notsleepy
0.022382,0.021788,-5.275951,-3.870145,-2.516394,-3.912263,3.059306,-7.020829,0.068856,17.38989,0.02453,0.000017,9.825472,0.000007,1.528208,5.90585,4.980823,9.594192,1.381704,0.34113,4.321698,-5.119672,360,4.977565,4.888532,2812,1.048154,1.023796,0.000056,0.000162,0.012736,-0.826946,0.134202,0.00121,2664,notsleepy
0.045059,0.043822,-10.70084,-11.25542,2.863123,2.267327,2.84205,-1.322153,0.084664,4.718535,0.037355,0.000082,3.791842,0.000001,0.442986,5.353918,4.380322,3.856586,0.798574,0.272419,3.464022,-3.718266,2127,3.821039,3.398542,614,0.669546,0.818262,-0.000082,0.000314,0.017727,0.185438,0.126646,0.001265,686,notsleepy
0.016046,0.019108,-1.297963,-0.060948,0.424658,-5.088239,2.954122,-0.665986,0.035872,13.47373,0.016358,0.000005,13.9995,-0.000003,0.938068,6.013538,4.81441,5.080552,1.271296,-0.232118,4.017126,-4.939116,809,3.748751,5.752204,689,1.070326,1.034566,0.00001,0.000033,0.005715,0.885183,0.124469,0.000688,987,notsleepy
0.017368,0.014115,-4.026798,-3.562343,-8.625299,-8.796417,3.228111,4.325676,0.071057,61.62238,0.013391,0.000003,16.76021,-0.000012,0.751805,3.542751,3.618884,4.239132,1.379962,0.076918,4.111822,-4.606836,1540,3.711874,4.124114,804,1.382129,1.175641,-0.000011,0.000047,0.00683,-0.925815,0.143105,0.000892,14,notsleepy
0.017368,0.014115,-4.026798,-3.562343,-8.625299,-8.796417,3.228111,4.325676,0.071057,61.62238,0.013391,0.000003,16.76021,-0.000012,0.751805,3.542751,3.618884,4.239132,1.379962,0.076918,4.111822,-4.606836,1540,3.711874,4.124114,804,1.382129,1.175641,-0.000011,0.000047,0.00683,-0.925815,0.143105,0.000892,14,notsleepy
0.017368,0.014115,-4.026798,-3.562343,-8.625299,-8.796417,3.228111,4.325676,0.071057,61.62238,0.013391,0.000003,16.76021,-0.000012,0.751805,3.542751,3.618884,4.239132,1.379962,0.076918,4.111822,-4.606836,1540,3.711874,4.124114,804,1.382129,1.175641,-0.000011,0.000047,0.00683,-0.925815,0.143105,0.000892,14,notsleepy
0.017368,0.014115,-4.026798,-3.562343,-8.625299,-8.796417,3.228111,4.325676,0.071057,61.62238,0.013391,0.000003,16.76021,-0.000012,0.751805,3.542751,3.618884,4.239132,1.379962,0.076918,4.111822,-4.606836,1540,3.711874,4.124114,804,1.382129,1.175641,-0.000011,0.000047,0.00683,-0.925815,0.143105,0.000892,14,notsleepy
0.019143,0.008089,-4.080058,-2.147221,-4.173546,0.924505,2.572148,3.993086,0.063389,16.76572,0.007191,0.000002,10.20271,0.000009,0.657321,4.052797,5.688293,5.094325,1.188543,-0.314615,4.663046,-4.28234,1851,3.721465,6.82257,1297,1.243083,1.114938,0.000003,0.000054,0.007359,-1.064458,0.116171,0.000693,2334,notsleepy
0.027969,0.006367,-6.620082,2.168728,-4.670483,-5.216234,2.838479,0.442372,0.09602,3.005947,0.027879,0.00001,19.44403,0.000005,0.518462,4.155883,4.36879,5.618092,1.378875,-0.011532,4.005258,-4.709668,1066,3.5537,4.435832,1118,1.333723,1.154876,0.000114,0.000071,0.008414,-0.246467,0.101883,0.000698,1872,notsleepy
0.027969,0.006367,-6.620082,2.168728,-4.670483,-5.216234,2.838479,0.442372,0.09602,3.005947,0.027879,0.00001,19.44403,0.000005,0.518462,4.155883,4.36879,5.618092,1.378875,-0.011532,4.005258,-4.709668,1066,3.5537,4.435832,1118,1.333723,1.154876,0.000114,0.000071,0.008414,-0.246467,0.101883,0.000698,1872,notsleepy
0.054273,0.053609,-12.79559,-12.18968,-0.183649,-1.29902,3.370396,-1.3731,0.124504,3.999095,0.026012,0.000025,4.708027,0,0.401601,3.667291,3.404397,3.661064,0.991627,0.040505,3.162398,-3.278652,739,3.093056,3.074627,492,0.795302,0.891799,0.000059,0.000131,0.011445,0.482204,0.15226,0.000473,1027,notsleepy
0.026228,0.020152,-4.567912,2.422336,-2.178392,-3.762127,2.836732,-2.021315,0.063602,8.635401,0.019372,0.000022,6.423999,0.000004,1.46661,3.925374,4.655246,5.333699,1.295866,0.040562,3.628791,-3.30118,1558,3.349419,4.082697,1065,0.948588,0.973955,-0.000084,0.000173,0.013171,0.705392,0.111937,0.000751,656,notsleepy
0.026228,0.020152,-4.567912,2.422336,-2.178392,-3.762127,2.836732,-2.021315,0.063602,8.635401,0.019372,0.000022,6.423999,0.000004,1.46661,3.925374,4.655246,5.333699,1.295866,0.040562,3.628791,-3.30118,1558,3.349419,4.082697,1065,0.948588,0.973955,-0.000084,0.000173,0.013171,0.705392,0.111937,0.000751,656,notsleepy
0.026228,0.020152,-4.567912,2.422336,-2.178392,-3.762127,2.836732,-2.021315,0.063602,8.635401,0.019372,0.000022,6.423999,0.000004,1.46661,3.925374,4.655246,5.333699,1.295866,0.040562,3.628791,-3.30118,1558,3.349419,4.082697,1065,0.948588,0.973955,-0.000084,0.000173,0.013171,0.705392,0.111937,0.000751,656,notsleepy
0.011515,0.014432,-3.678426,-4.350819,-8.252134,-9.785319,2.855221,-7.661823,0.073295,12.8166,0.010741,0.000002,21.52635,-0.000002,0.592495,8.553696,4.943449,4.332963,0.845633,0.003256,4.269909,-3.535012,2728,4.018938,4.065733,635,0.748529,0.865187,0.000012,0.00006,0.007751,-0.084294,0.152756,0.00083,40,notsleepy
0.02592,0.026033,-7.72305,-5.59992,-2.903286,-2.97154,3.128964,-0.389438,0.089168,11.1101,0.012748,0.000002,12.71409,0,0.341599,3.048738,3.112129,3.987058,1.145633,0.003027,3.822232,-3.802907,440,3.11466,4.978004,1235,1.027321,1.013579,-0.000219,0.00004,0.006327,-1.923403,0.098243,0.000503,1100,notsleepy
0.012336,0.011045,-12.34229,-12.30551,0.480986,2.560989,2.993922,1.808253,0.106441,8.489769,0.014866,0.000003,17.78938,0.000002,0.461477,3.337697,3.074225,3.850759,1.007411,-0.088376,3.096915,-3.275199,646,3.127106,3.353516,1866,0.862468,0.928709,0.000091,0.000186,0.013623,0.498568,0.102798,0.000277,1041,notsleepy
0.079765,0.085874,-13.02716,-13.60516,-6.818214,-6.101532,2.916962,-8.973728,0.139159,3.528366,0.019658,0.000016,5.159205,0.000009,0.456652,3.942633,3.40471,4.002642,1.109003,0.090342,3.638973,-4.829337,41,3.469599,5.030744,1764,1.093658,1.045783,0.000043,0.000065,0.008055,-0.041697,0.121817,0.000907,1966,notsleepy
0.079765,0.085874,-13.02716,-13.60516,-6.818214,-6.101532,2.916962,-8.973728,0.139159,3.528366,0.019658,0.000016,5.159205,0.000009,0.456652,3.942633,3.40471,4.002642,1.109003,0.090342,3.638973,-4.829337,41,3.469599,5.030744,1764,1.093658,1.045783,0.000043,0.000065,0.008055,-0.041697,0.121817,0.000907,1966,notsleepy
0.041921,0.039489,-9.247083,-8.642569,-1.253571,-0.127263,2.915461,-2.001518,0.085855,19.6886,0.039141,0.00002,11.8783,0.000004,0.575368,3.530214,3.376474,3.976062,1.084043,-0.187166,3.154232,-4.02905,1549,3.048553,3.770461,2812,0.92724,0.962933,0.000044,0.000083,0.009112,-0.309381,0.1679,0.001051,1557,notsleepy
0.036224,0.022713,-9.412554,-4.769822,-4.189079,-13.18069,3.568875,5.70198,0.086911,3.846775,0.025135,0.000017,8.441195,0,0.64966,6.570034,4.00368,5.612205,1.24075,0.510036,4.127811,-3.654327,1207,4.155025,6.056187,1438,1.180976,1.086742,0.000119,0.000122,0.011052,-0.266539,0.144254,0.000988,1435,notsleepy
0.003308,0.004173,3.546244,4.253268,-8.443642,-12.35986,2.849217,-0.03578,0.036305,6.008062,0.001616,0,6.820233,0.000003,2.19137,3.474296,3.785141,7.518916,3.504882,0.184925,3.941674,-6.563649,2354,3.265363,5.367804,2835,2.814647,1.677702,0.000018,0.000015,0.003878,0.020478,0.099868,0.000579,1572,notsleepy
0.003308,0.004173,3.546244,4.253268,-8.443642,-12.35986,2.849217,-0.03578,0.036305,6.008062,0.001616,0,6.820233,0.000003,2.19137,3.474296,3.785141,7.518916,3.504882,0.184925,3.941674,-6.563649,2354,3.265363,5.367804,2835,2.814647,1.677702,0.000018,0.000015,0.003878,0.020478,0.099868,0.000579,1572,notsleepy
0.012289,0.007772,-3.906639,-0.972894,-5.221834,0.567211,3.003487,-2.962296,0.059619,4.27395,0.00685,0,18.84301,0.000007,0.410029,3.918238,3.247263,3.299742,0.829451,-0.078119,3.040954,-3.401109,1911,3.362373,4.219276,1192,0.833414,0.912917,0.000022,0.000023,0.004828,-0.149227,0.108804,0.000631,4,notsleepy
