@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute mfcc_sma_de[12]_stddev numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute pcm_zcr_sma_de_stddev numeric
@attribute pcm_zcr_sma_de_skewness numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_maxPos numeric
@attribute output {sleepy,notsleepy}

@data

0.002379,0.0023,3.289904,2.900462,-8.298169,-8.324829,2.352425,-1.137317,0.039599,2.652726,0.001235,0,18.15193,-0.000001,0.203442,5.545639,3.618702,2.352613,0.576218,0.29281,3.857429,-2.399931,2791,3.341482,3.166437,1187,0.518714,0.720251,0.000024,0.000003,0.001811,-0.026305,0.142184,0.00045,2113,sleepy
0.025237,0.014927,-7.158614,-7.106497,1.978716,6.865121,2.91811,-1.808946,0.062437,8.62254,0.021846,0.000008,8.014009,-0.000001,1.076541,5.495992,3.6508,6.514579,1.573676,0.470292,3.917534,-4.029964,902,3.763499,4.014662,665,1.150888,1.072796,0.000028,0.000055,0.007448,-0.114956,0.127759,0.001508,1387,sleepy
0.00877,0.008641,-3.463773,-3.033012,0.219266,1.148045,3.255574,-4.202303,0.047276,12.04196,0.014387,0.000002,33.43301,0,0.478436,4.654918,5.379095,4.041346,0.975949,-0.062972,3.350395,-4.980768,2019,5.328321,4.150154,2102,0.691474,0.831554,0.000028,0.000038,0.006182,-0.507127,0.113183,0.000696,2203,sleepy
0.030272,0.0213,-5.188719,-2.494426,-1.055046,-2.578306,2.911643,4.431964,0.066316,4.699382,0.021901,0.000014,9.71332,0.000001,0.517117,4.428477,4.880867,3.547893,0.825512,0.120189,3.572119,-3.81709,1542,4.353241,3.554208,866,0.732855,0.85607,0.000072,0.000052,0.007207,-0.442199,0.132022,0.000664,425,sleepy
0.003804,0.002602,2.698845,3.20856,8.170949,8.476448,2.673118,-4.385879,0.027924,51.15924,0.010779,0,72.34228,0,0.588862,4.36623,4.181156,8.312413,1.236021,-0.094404,3.773537,-4.959467,1066,3.78996,5.070958,900,1.062808,1.030927,0,0.000036,0.005965,0.345198,0.139992,0.000745,2108,sleepy
0.011475,0.011271,-5.80981,-6.09431,0.113742,1.350345,3.374245,-4.634063,0.058145,29.84102,0.013557,0.000002,16.11812,0.000004,0.854509,3.602659,3.708608,4.07816,1.550618,0.193981,4.031793,-5.042912,1501,3.871657,4.170397,6,1.343281,1.159,0.000053,0.000067,0.008181,0.446211,0.143687,0.001092,2063,sleepy
0.014126,0.011512,5.777703,8.17907,3.178214,1.352046,3.408839,2.857053,0.032884,5.621799,0.011703,0.000002,17.07382,-0.000006,0.484895,6.558116,4.212845,4.763528,0.999435,0.850399,6.37741,-5.294433,271,5.831439,3.645643,1808,0.730666,0.854793,-0.000037,0.000007,0.002648,0.219245,0.094948,0.000731,1214,sleepy
0.012282,0.011539,-4.945662,-4.287832,0.348148,1.4193,3.348891,0.945496,0.043127,38.41468,0.013095,0.000003,19.52371,-0.000005,0.436397,5.000819,4.606743,4.284519,0.765827,0.138427,3.760877,-3.724324,597,3.191357,3.861307,592,0.616848,0.785404,-0.000007,0.000041,0.006404,0.916325,0.153649,0.000497,2729,sleepy
0.011323,0.012031,-7.867083,-8.664913,-5.951816,-3.576762,3.120474,-5.215858,0.093182,3.442918,0.006364,0.000001,10.44066,0.000004,0.35521,3.982917,3.68728,3.036829,0.900161,0.157869,3.975083,-4.137899,952,3.653431,3.57374,1270,0.713161,0.84449,0.000122,0.000045,0.006719,0.397423,0.100948,0.000554,823,sleepy
0.016011,0.011545,-5.593403,-5.602327,-4.053488,-2.625869,3.559733,-6.879263,0.064113,15.33576,0.013147,0.000005,10.98147,-0.000003,0.83537,4.411867,3.631154,4.663379,1.48357,0.201462,3.397719,-4.381916,552,3.716604,3.975963,2750,1.014987,1.007474,-0.000018,0.000063,0.007935,-0.458496,0.147196,0.001122,2700,sleepy
0.005049,0.005094,8.350927,6.671332,-18.55081,-15.41203,4.1302,-5.639434,0.068437,54.31204,0.005236,0,51.09525,-0.000002,1.022164,9.037786,5.061502,6.233209,1.623811,0.133597,4.879072,-6.490749,2093,4.85723,6.392646,495,1.229934,1.109027,0.000018,0.000067,0.00817,-1.188147,0.151525,0.000616,1124,sleepy
0.008832,0.011673,-2.300305,-3.905916,-5.434586,-5.836284,3.872914,-1.658304,0.051915,25.22628,0.006171,0,28.38843,-0.000004,0.356895,5.653812,7.102432,4.370241,0.701971,0.231958,4.369226,-3.140705,1931,3.886349,2.647438,2290,0.561361,0.749241,-0.000048,0.000039,0.006252,0.219885,0.127269,0.000485,2602,sleepy
0.00829,0.008955,-1.45081,-1.776263,-6.692908,-5.590516,2.779162,-4.617293,0.054367,30.40651,0.009816,0.000001,38.79245,0.000001,0.600251,4.077494,4.552505,5.53374,1.228008,0.046323,3.638249,-4.706699,846,3.488158,4.024057,291,0.845295,0.919421,0.00002,0.000059,0.007704,-1.129683,0.144949,0.000827,297,sleepy
0.003445,0.003516,1.221973,0.922389,4.508619,3.37379,3.037908,-1.925752,0.030737,35.07364,0.002286,0,9.215631,0.000003,0.83586,4.832181,4.44795,5.131567,1.189065,-0.280994,3.976756,-4.570972,328,3.894673,4.170563,196,1.03159,1.015679,0.000015,0.000031,0.005582,-0.429662,0.155579,0.001183,1380,sleepy
0.002684,0.000883,6.86176,6.838087,0.582732,2.057496,2.982684,-5.272917,0.027197,4.594674,0.002456,0,17.80243,0.000009,0.462175,4.408751,6.023957,4.329347,0.779852,0.074769,5.127923,-5.508669,2029,5.760339,4.205429,287,0.78427,0.885603,0.000006,0.000002,0.001395,0.204596,0.146548,0.000627,1251,sleepy
0.010631,0.009886,-5.970223,-4.642325,2.683092,2.529134,2.978865,2.734194,0.070189,15.36699,0.02423,0.000005,36.63499,-0.000003,0.482459,6.241182,4.273316,5.841094,0.802684,0.003,4.01553,-3.97109,1435,3.892438,3.521348,2439,0.738867,0.859574,0.00006,0.000133,0.011541,0.313643,0.160112,0.00088,943,sleepy
0.005015,0.004801,0.2548,0.946661,-6.381278,-10.23641,2.83651,-3.931401,0.056487,37.01105,0.003686,0,20.61856,0.000004,0.413664,3.808167,4.714672,4.210064,1.5238,0.207533,4.151648,-4.454561,1965,4.077857,5.401454,791,1.328886,1.152786,-0.000018,0.000041,0.00641,-1.283137,0.158991,0.000825,1455,sleepy
0.018443,0.020963,1.026749,1.110114,-5.629352,-7.998054,2.988472,-4.247954,0.05469,16.01747,0.012142,0.000002,11.72906,0.000003,0.458865,6.328483,5.09774,3.792944,0.998261,0.108031,4.71284,-5.253008,2381,4.48425,3.671561,2889,0.813127,0.901741,0.000025,0.000015,0.00384,-0.875813,0.173781,0.00072,841,sleepy
0.006051,0.00631,-2.522867,-5.781797,-1.02133,2.59637,2.532443,-5.832957,0.063995,23.0414,0.009384,0.000001,23.94455,-0.000009,0.769926,4.67356,4.646437,7.122052,1.333876,-0.083947,5.211918,-4.557702,879,3.823777,4.939225,936,0.998912,0.999456,-0.000045,0.000179,0.013363,-0.852545,0.146402,0.001103,2982,sleepy
0.021692,0.020497,-6.313272,-5.305,-2.350756,-4.930308,3.091283,1.02985,0.056015,21.19214,0.011412,0.000003,12.33175,-0.000002,0.300135,3.668422,3.513855,3.533599,0.750811,-0.092068,3.912551,-3.743168,77,3.555715,3.300946,610,0.585483,0.765172,0.000012,0.000032,0.005684,0.259106,0.102062,0.000445,4,sleepy
0.025467,0.027267,-5.110014,-5.573264,0.175928,0.043134,2.923562,-7.841188,0.05784,18.13906,0.024607,0.00001,15.93374,-0.000007,0.559815,3.626351,3.906732,5.722131,1.170887,0.065372,3.841394,-4.932156,388,4.50314,4.122564,2306,0.977254,0.988565,-0.000022,0.000082,0.009082,-0.030635,0.148859,0.000665,50,sleepy
0.032078,0.021322,-9.090232,-7.592305,-4.85492,-3.118021,3.120615,0.380704,0.101758,9.546549,0.028287,0.000014,13.11481,-0.00001,0.807445,4.28137,3.616611,3.833133,1.121907,-0.187878,3.76874,-3.74226,821,3.300987,3.382634,268,0.899992,0.94868,0.000043,0.000112,0.010596,-0.744049,0.131339,0.000705,1998,sleepy
0.0045,0.003451,-0.680521,-0.428022,2.772594,2.563902,2.79792,-3.282916,0.032275,48.13268,0.005441,0,33.41754,-0.000004,0.571477,5.300111,4.321427,4.358339,1.053445,-0.003065,4.357833,-4.110635,2958,3.821201,4.113305,2268,0.840255,0.916656,0.000004,0.000035,0.005945,-0.343028,0.087781,0.000469,834,sleepy
0.011644,0.013785,-4.983606,-9.00885,7.302424,0.560139,2.787445,8.801875,0.037632,15.96293,0.01593,0.000007,13.87439,-0.000002,0.562249,6.083307,4.55708,4.170803,0.898034,0.165832,4.329988,-5.317475,1937,5.534862,3.20547,1721,0.940611,0.969885,0.000031,0.000061,0.007781,0.511025,0.122361,0.000837,893,sleepy
0.013389,0.011499,0.576637,0.677984,-1.942564,-1.530697,2.931685,-3.449941,0.045185,19.57496,0.012645,0.000002,14.55786,0.000009,1.075279,5.806416,4.358775,5.701159,1.19217,-0.116355,3.822523,-5.756953,593,4.185865,3.372682,2740,1.147885,1.071418,-0.000039,0.000037,0.006113,-0.280813,0.144328,0.001115,273,sleepy
0.009339,0.010245,0.01555,-1.580272,-0.465201,0.754608,3.005392,-4.366473,0.035379,48.3163,0.007304,0.000001,14.52817,0.000003,0.660166,4.956913,4.091591,5.106914,1.102711,0.119335,4.304952,-5.050834,2587,4.310657,4.344941,1007,0.972878,0.986352,0.000025,0.000016,0.003959,1.026575,0.119104,0.000694,616,sleepy
0.006177,0.007923,-3.854789,-6.03897,5.144661,0.440405,2.842581,4.135372,0.033478,3.304595,0.006777,0,59.10294,-0.000001,0.272233,3.948378,4.121869,4.431185,0.98313,0.251771,5.447084,-3.98847,267,4.154691,3.351995,862,0.6714,0.819394,0.000013,0.000011,0.003389,-0.134251,0.116433,0.000536,338,sleepy
0.012695,0.001959,-5.541996,-5.715548,-4.666324,-2.503285,3.009298,4.463068,0.064412,5.908857,0.013732,0.000001,33.51373,0,0.461111,4.032412,4.465594,4.95111,0.877834,-0.065886,4.069228,-3.563885,2757,4.153325,3.916402,384,0.788285,0.887856,-0.000007,0.000049,0.00702,0.340121,0.137719,0.000623,2528,sleepy
0.002793,0.002025,2.131227,3.154784,12.61683,15.38873,3.740696,-8.501184,0.017887,13.1787,0.003185,0,55.33933,-0.000004,0.280264,16.9901,5.937149,4.118646,0.596805,0.38043,4.424713,-3.366655,1598,4.227483,3.095998,1536,0.494993,0.70356,-0.000005,0.000002,0.001364,0.173665,0.161583,0.000283,1857,sleepy
0.016172,0.017431,-0.681688,-1.746566,4.410508,4.054244,3.089789,-2.100825,0.031577,14.74349,0.014081,0.000007,10.97001,-0.000003,0.465606,5.446935,5.424126,2.633963,0.665218,0.016375,3.463516,-3.546056,617,3.949108,3.037249,73,0.688756,0.829913,-0.000023,0.000024,0.004899,0.963658,0.077967,0.000638,105,sleepy
0.024657,0.017298,-16.28703,-20.90673,-2.44519,-7.694677,2.581883,1.16971,0.183894,2.399897,0.01935,0.000008,12.25795,-0.000003,0.538597,6.302576,4.904438,3.814494,2.053241,0.020484,3.182309,-3.417272,1380,3.085486,3.78872,1501,0.885275,0.940924,-0.000002,0.000223,0.014943,-0.048974,0.144265,0.002179,983,sleepy
0.019322,0.023037,-5.170151,-8.31392,0.965117,2.257981,3.397129,1.464393,0.048916,16.16434,0.015499,0.000005,14.2683,-0.000001,0.370601,3.370868,3.729162,3.460383,0.930834,0.047919,3.242796,-3.788965,258,3.499163,3.281657,434,0.691187,0.831404,0.000051,0.00005,0.007104,0.23571,0.088679,0.000411,2964,sleepy
0.016083,0.014717,7.208194,8.142922,-2.475196,-1.054506,2.3733,0.294462,0.027901,13.37451,0.011193,0.000001,36.50212,-0.000003,0.359792,5.057015,4.8566,5.860461,0.90907,0.182476,5.540975,-3.216506,1113,4.519556,2.740041,1327,0.646703,0.80418,0.000004,0.000008,0.002779,-0.390512,0.164249,0.000617,2508,sleepy
0.012393,0.014587,-5.743386,-7.532087,4.730372,5.368331,3.191284,-0.422484,0.038765,9.945086,0.013678,0.000004,14.14296,-0.000006,0.648195,4.324078,3.927965,4.63548,1.179976,0.186018,4.130045,-5.300387,231,3.954744,3.851265,1388,0.833761,0.913106,0.000014,0.000054,0.007323,0.712725,0.12936,0.000827,1149,sleepy
0.019506,0.017203,-2.513368,-2.157654,4.320331,0.100993,2.720955,0.517904,0.038801,28.69515,0.024482,0.000009,26.65241,0,0.61062,4.235085,3.954515,4.069167,1.083221,0.022356,3.551904,-3.83887,2339,3.969506,4.368441,2987,1.10768,1.052522,0.000018,0.000061,0.007816,-0.049862,0.109099,0.000911,2659,sleepy
0.012897,0.013838,-4.791303,-5.840819,1.482455,0.642051,3.24983,-0.403899,0.046091,33.52898,0.023525,0.000006,24.36565,0.000007,0.770847,6.411528,7.602203,5.246153,1.207573,0.047918,5.407129,-4.765962,952,4.69485,4.308002,1307,0.873558,0.93465,0.000069,0.000168,0.012944,0.312889,0.176708,0.000973,1773,sleepy
0.027637,0.016816,-8.357944,-9.075797,-6.953742,-10.00218,3.749675,-5.106017,0.073015,4.147901,0.024716,0.000006,24.99009,0.000009,0.852557,5.630622,4.901414,5.879647,1.447449,0.370429,3.900785,-3.070349,1683,2.874886,3.534105,260,0.985021,0.992484,-0.000013,0.000044,0.006646,-0.111403,0.09977,0.000429,506,sleepy
0.011505,0.011833,3.470311,-4.231335,-3.435958,-2.632288,3.447191,-4.584812,0.045391,24.7043,0.005922,0,33.12482,0.000001,0.548768,6.241407,4.234586,4.972856,0.820583,-0.009485,5.617184,-5.434292,2668,5.454317,4.562462,171,0.846355,0.919985,0,0.000004,0.002079,0.511092,0.092352,0.000499,1623,sleepy
0.01192,0.007987,-2.78285,-2.308765,-1.724602,-2.867414,3.563409,-3.078905,0.045654,31.06996,0.00975,0.000001,21.92653,0.000003,0.538983,5.994769,4.604412,4.672254,0.944427,-0.06147,5.409537,-3.727931,1860,4.591296,4.253671,1167,0.800301,0.894599,-0.00001,0.000028,0.005305,-0.427918,0.138384,0.000712,1137,sleepy
0.021792,0.017185,-1.996267,0.466263,-0.590897,-3.059611,2.954457,2.480505,0.054039,10.31227,0.026767,0.000018,11.13897,0.000006,1.951258,2.979025,3.551281,4.494559,1.332225,0.170451,3.432391,-3.868536,555,3.19842,3.690626,641,0.957009,0.978269,-0.000005,0.000056,0.007466,0.307166,0.138036,0.000852,1233,sleepy
0.020505,0.020809,-5.325558,-5.54914,-0.609384,-0.305728,2.540264,3.626227,0.057719,13.8119,0.016427,0.000005,18.06571,0,0.346991,3.843296,3.185692,2.895229,0.888377,-0.004532,3.120797,-5.015535,1969,3.954134,3.459182,2717,0.864953,0.930049,-0.000353,0.000046,0.006774,0.17835,0.078187,0.00037,248,sleepy
0.018631,0.022297,2.500121,3.930295,-6.220645,-7.739232,3.35123,0.971338,0.053863,15.74497,0.018814,0.000004,18.19303,0.000004,0.510612,4.879375,4.387233,3.384347,0.88107,-0.124611,3.717389,-3.957139,328,4.177287,3.695951,700,0.900295,0.948849,0.000002,0.000026,0.005094,-0.210237,0.156926,0.000821,2826,sleepy
0.010302,0.011143,4.432969,5.144678,2.883038,1.405257,3.743093,-8.867569,0.036754,6.134793,0.009487,0,33.93836,-0.000004,0.512148,6.816305,6.402995,4.240926,1.03773,0.262926,5.77804,-5.409874,681,4.894442,4.873762,602,0.92265,0.960559,-0.000008,0.000005,0.002302,0.789007,0.13136,0.000499,546,sleepy
0.00877,0.008641,-3.463773,-3.033012,0.219266,1.148045,3.255574,-4.202303,0.047276,12.04196,0.014387,0.000002,33.43301,0,0.478436,4.654918,5.379095,4.041346,0.975949,-0.062972,3.350395,-4.980768,2019,5.328321,4.150154,2102,0.691474,0.831554,0.000028,0.000038,0.006182,-0.507127,0.113183,0.000696,2203,sleepy
0.021199,0.022946,-2.032001,-3.270792,-7.390158,-4.013597,2.500435,-4.302898,0.062895,6.737839,0.007513,0.000002,9.557366,-0.000001,0.364908,4.905099,4.063699,3.716628,0.964698,0.303615,3.966273,-3.175071,673,3.851638,3.824378,328,0.638507,0.799078,-0.000002,0.000017,0.004168,0.146964,0.108767,0.000489,332,sleepy
0.011444,0.013435,-3.849819,-4.930763,-2.640702,-7.491571,3.234491,-1.583315,0.062124,21.72966,0.011209,0.000001,31.31104,-0.000004,0.450555,4.981801,4.204212,4.135596,1.229449,0.262577,5.414224,-3.834033,2877,3.222861,3.413523,890,0.864662,0.929879,0.000056,0.00007,0.008395,1.369015,0.116539,0.000719,2477,sleepy
0.011293,0.007521,-3.357425,-1.072738,-1.243815,0.051834,3.480009,0.159998,0.031023,48.57602,0.016104,0.000003,41.19846,-0.000005,0.708414,4.329854,3.299224,3.659335,0.738886,0.0601,3.598137,-3.30513,1967,3.569474,2.640552,2286,0.63914,0.799462,-0.000002,0.000027,0.005213,0.567412,0.081289,0.000383,701,sleepy
0.003191,0.002549,5.800787,2.913881,2.997203,0.694406,2.928062,-9.460018,0.032568,6.548796,0.001043,0,8.232255,0,0.475148,3.600602,3.516005,4.354098,0.997252,-0.029492,3.358455,-3.754913,2199,3.167652,2.978317,1295,0.697278,0.835032,0.000025,0.000006,0.002457,0.089353,0.078158,0.000532,1740,sleepy
0.01935,0.017678,-0.455914,1.751643,-0.522832,-1.590687,3.31634,-2.889129,0.043216,25.52599,0.023406,0.000008,31.62988,0.000001,0.58972,4.156153,3.882717,3.836714,1.347226,0.086841,3.444846,-4.202224,506,3.370536,4.017321,2038,0.938102,0.968559,-0.000024,0.000054,0.007315,-0.668042,0.110914,0.000747,360,sleepy
0.011376,0.01095,-1.89536,-1.416961,3.404904,3.151713,2.551815,-3.932082,0.031838,16.76468,0.005065,0.000001,9.907071,0.000006,0.53819,4.374645,3.566134,3.702145,0.949527,0.003102,3.174663,-3.804635,398,3.316566,3.443406,2939,0.891766,0.944357,0.000018,0.000016,0.00405,-0.191275,0.14558,0.000729,2742,sleepy
0.018843,0.026862,-9.690033,-12.75483,-1.326126,0.711871,3.121959,9.677763,0.043072,39.30272,0.022104,0.000005,31.1365,0.000002,0.537924,4.407879,3.67919,4.755034,1.293934,-0.218261,4.340129,-5.546988,1057,4.446075,6.072898,2466,1.080438,1.039442,0.000025,0.000051,0.007141,1.510147,0.132665,0.000711,592,sleepy
0.019463,0.021245,-3.700563,-4.103958,-0.773483,1.231233,3.846271,-3.702569,0.045883,22.61112,0.012274,0.000003,13.90255,0,0.471009,5.134991,4.089087,3.251356,0.839033,0.061239,3.430493,-3.443288,141,3.506537,4.486198,1741,0.756251,0.869628,0.000017,0.000052,0.007236,-0.240258,0.146064,0.000851,1299,sleepy
0.005424,0.005616,4.488878,4.294436,-0.545699,-1.534884,4.328634,-5.498323,0.043544,47.04776,0.010801,0.000001,66.01182,-0.000002,0.469083,7.367586,4.979352,3.470817,0.722515,0.26078,5.144918,-4.233207,316,5.167232,2.908875,1119,0.637844,0.798652,0.000017,0.000033,0.005702,0.695864,0.091333,0.000432,1361,sleepy
0.008302,0.006901,-1.681701,-1.698953,-2.000008,-1.884844,3.44341,-3.623368,0.037546,27.14189,0.01377,0.000001,46.35191,-0.000003,0.360617,4.308883,3.919431,4.88603,0.764137,0.000653,3.345146,-3.9873,1314,4.315751,3.886773,119,0.697604,0.835227,0.000029,0.000025,0.005046,1.492992,0.083361,0.000389,1750,sleepy
0.008933,0.004357,-1.447106,1.946536,2.612665,1.029891,3.194902,-1.641376,0.054399,12.58481,0.019897,0.000006,24.06629,-0.000002,1.236195,3.539917,3.895139,3.594271,1.03976,0.030893,3.548515,-3.381046,1175,3.362194,2.770292,2981,0.653209,0.808227,-0.00016,0.000096,0.009775,1.013983,0.112084,0.001088,320,sleepy
0.039072,0.028879,-7.746908,-7.561829,1.351711,2.225715,2.451267,0.512212,0.076454,17.03562,0.028858,0.00002,13.16011,-0.000003,0.637918,4.237489,3.808686,3.631681,1.175515,0.426092,3.646872,-3.551237,252,3.074819,3.491298,1636,0.894158,0.945604,0.000039,0.000109,0.010444,-0.616938,0.111354,0.000817,616,sleepy
0.009477,0.006348,-1.800342,-4.777862,4.132048,5.449723,2.747012,-11.65424,0.046303,22.01828,0.005078,0.000001,11.35291,0.000009,0.599855,4.526898,3.609303,3.623112,0.966011,0.185209,4.557327,-3.567382,1885,3.658793,3.322388,988,0.703108,0.838525,-0.000018,0.000036,0.00604,1.674826,0.110979,0.00069,484,sleepy
0.091663,0.076307,-12.92247,-12.58967,-5.351492,-2.390993,3.021268,0.887425,0.146825,5.667462,0.051984,0.00004,14.14064,0.000002,0.496217,3.95476,3.489116,3.203454,0.935363,0.001938,3.024694,-3.246219,988,2.878204,3.111453,420,0.837255,0.91502,0.000081,0.000138,0.011767,-0.389348,0.106327,0.000449,2600,notsleepy
0.016492,0.017896,-12.21829,-12.49966,-5.077029,-6.097003,2.644611,-2.1541,0.125844,4.377537,0.009714,0.000002,7.607391,0.000001,0.471711,3.465547,3.770637,5.38088,1.33888,-0.062374,4.208079,-3.795256,1716,3.613421,3.28865,509,1.076603,1.037595,0.000011,0.000095,0.009769,0.256469,0.130121,0.000973,251,notsleepy
0.016759,0.015968,-8.550108,-10.26006,-1.839902,-5.043816,3.31,0.525351,0.065571,14.91572,0.020962,0.000012,10.21797,0.000004,1.571722,4.080497,4.055307,5.357219,2.166723,-0.116259,2.969687,-4.546629,2863,3.265894,4.743718,578,1.518735,1.232386,0.00008,0.000165,0.012858,-0.336651,0.146122,0.001093,11,notsleepy
0.004549,0.003313,-6.432794,-6.913595,7.446664,7.174468,2.801357,0.262792,0.043845,15.6424,0.005818,0.000001,9.825665,-0.000004,0.818039,4.108219,3.693075,3.92639,1.385287,0.116729,4.14056,-4.366513,1275,3.893094,4.056603,966,0.867659,0.931482,0.000007,0.000084,0.009152,0.278609,0.152738,0.000943,54,notsleepy
0.034977,0.032841,-10.25116,-10.22506,-1.099331,-1.696051,3.328796,-0.451988,0.099316,4.441314,0.015719,0.000013,4.367746,0.000005,0.800198,3.480605,3.812253,6.042959,1.394031,0.159722,3.759587,-3.752593,19,3.102409,3.195481,2433,1.117026,1.056898,0.000004,0.000102,0.010099,0.463672,0.149275,0.001267,1993,notsleepy
0.031638,0.030854,-7.84274,-8.996593,-5.177896,-3.842684,2.647996,-6.084733,0.082259,4.835546,0.016962,0.000004,9.648346,-0.000003,0.448596,3.48801,3.504433,3.734276,0.785644,0.129598,3.401771,-3.756139,1908,3.308396,3.470655,2139,0.910418,0.95417,-0.000017,0.000042,0.006466,0.04827,0.108307,0.000911,1148,notsleepy
0.006366,0.006341,-5.582407,-5.553667,-2.071585,-2.047504,3.107666,-7.902448,0.062689,32.35585,0.007485,0.000001,13.21353,-0.000001,1.623778,4.165618,3.647298,4.713527,1.341884,0.10074,3.909076,-5.182773,46,3.665199,3.936574,967,1.158848,1.076501,0.000065,0.000163,0.012777,-0.50991,0.111123,0.000951,1429,notsleepy
0.008854,0.008489,-3.785745,-5.543818,1.50961,2.446285,3.248742,4.051313,0.045828,7.14118,0.006123,0.000002,5.413425,-0.000002,1.318567,3.789432,3.670996,3.797163,1.573862,0.026671,3.604028,-6.817228,285,3.639921,3.827112,722,0.98392,0.991957,0.000009,0.000046,0.006759,0.013595,0.153504,0.001876,1554,notsleepy
0.050174,0.038127,-11.89692,-12.51526,-4.029462,-3.954368,2.584547,-1.246199,0.10375,5.778065,0.021781,0.00002,5.730287,0.000003,0.745804,3.470131,3.260605,3.833789,1.567887,-0.036219,3.793026,-4.1109,973,3.691186,3.100547,2825,1.006361,1.003187,0.000112,0.000118,0.010849,-0.097989,0.135363,0.001278,2377,notsleepy
0.050174,0.038127,-11.89692,-12.51526,-4.029462,-3.954368,2.584547,-1.246199,0.10375,5.778065,0.021781,0.00002,5.730287,0.000003,0.745804,3.470131,3.260605,3.833789,1.567887,-0.036219,3.793026,-4.1109,973,3.691186,3.100547,2825,1.006361,1.003187,0.000112,0.000118,0.010849,-0.097989,0.135363,0.001278,2377,notsleepy
0.011484,0.009223,-5.88091,-4.614113,-4.265271,-5.597293,2.802546,-6.943549,0.074135,17.78267,0.009206,0.000002,13.70966,0.000005,0.727307,3.778982,3.686633,3.90976,1.311287,-0.138278,3.313591,-4.240183,1748,3.566863,5.677152,1707,0.945712,0.972479,0.00002,0.000182,0.0135,-0.313453,0.10778,0.000805,1184,notsleepy
0.011484,0.009223,-5.88091,-4.614113,-4.265271,-5.597293,2.802546,-6.943549,0.074135,17.78267,0.009206,0.000002,13.70966,0.000005,0.727307,3.778982,3.686633,3.90976,1.311287,-0.138278,3.313591,-4.240183,1748,3.566863,5.677152,1707,0.945712,0.972479,0.00002,0.000182,0.0135,-0.313453,0.10778,0.000805,1184,notsleepy
0.025764,0.026569,-10.05431,-10.87136,-6.807856,-4.655708,3.282468,0.935656,0.095177,6.803271,0.018479,0.000008,7.701565,0.000005,0.914259,3.288273,3.906416,4.594199,1.52087,0.036171,3.327469,-4.200572,2753,3.09188,4.673717,783,1.245053,1.11582,-0.00003,0.000119,0.010897,-0.649248,0.109636,0.00138,1411,notsleepy
0.024089,0.021727,-8.042363,-7.028229,0.240583,-0.10008,3.058179,-1.445786,0.041674,5.595948,0.016519,0.000011,7.073673,0.000009,0.596228,3.858591,3.177183,4.782176,1.02995,-0.083286,3.058011,-3.739789,2740,3.440972,2.932532,1000,0.862991,0.928976,0.000017,0.000041,0.006437,0.442393,0.113469,0.000695,447,notsleepy
0.017388,0.014412,-11.12364,-13.19102,-3.784535,-0.71524,3.722619,1.513229,0.113348,5.447071,0.01301,0.000004,9.614501,-0.000003,0.891956,5.494785,4.06406,5.141833,1.069752,-0.102503,4.213855,-5.34793,2621,4.294566,3.959744,1099,0.80938,0.899656,0.00002,0.000164,0.012804,-0.509204,0.166347,0.001097,1716,notsleepy
0.017388,0.014412,-11.12364,-13.19102,-3.784535,-0.71524,3.722619,1.513229,0.113348,5.447071,0.01301,0.000004,9.614501,-0.000003,0.891956,5.494785,4.06406,5.141833,1.069752,-0.102503,4.213855,-5.34793,2621,4.294566,3.959744,1099,0.80938,0.899656,0.00002,0.000164,0.012804,-0.509204,0.166347,0.001097,1716,notsleepy
0.024063,0.020655,-7.124928,-6.885217,-0.908289,-0.272589,2.617434,-0.832064,0.062,15.37044,0.026896,0.000016,9.088211,0,0.630885,3.527835,4.034453,4.235556,1.026246,-0.125553,3.32013,-3.915993,199,3.247163,4.34864,1232,0.92576,0.962164,-0.000049,0.000116,0.010784,-0.297247,0.135835,0.000999,1004,notsleepy
0.02961,0.031795,-16.9885,-17.82505,-4.67018,-4.386868,2.455632,1.387293,0.17952,4.403007,0.046184,0.000036,11.48214,-0.000002,1.118603,5.733867,4.513761,8.720341,1.501338,0.086919,4.304202,-4.332917,2367,4.070429,3.89877,1134,1.204045,1.097306,0.000088,0.000408,0.020202,-0.396451,0.140715,0.00076,2958,notsleepy
0.02961,0.031795,-16.9885,-17.82505,-4.67018,-4.386868,2.455632,1.387293,0.17952,4.403007,0.046184,0.000036,11.48214,-0.000002,1.118603,5.733867,4.513761,8.720341,1.501338,0.086919,4.304202,-4.332917,2367,4.070429,3.89877,1134,1.204045,1.097306,0.000088,0.000408,0.020202,-0.396451,0.140715,0.00076,2958,notsleepy
0.036587,0.045167,-3.472583,-6.118427,-10.61163,-10.30414,4.030111,3.459856,0.073706,7.818388,0.020913,0.000012,8.837318,0.000003,0.525291,3.681945,4.3749,6.538288,1.382684,-0.003315,4.185665,-9.348459,2751,6.947362,5.887694,259,1.313136,1.145923,0.000006,0.000057,0.007563,-0.155683,0.152272,0.001387,2969,notsleepy
