@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {sleepy,notsleepy}

@data
4.77536,1.365756,0.83397,0.994561,29.51966,5.54783,0.000228,1094.5,0.53046,0.00276,429.4395,125957.5,notsleepy
5.769192,1.46808,0.494835,1.148978,142.103,5.405881,0.000052,13140.33,0.094861,0.004319,690.8921,98258.55,notsleepy
4.247804,1.25143,0.817492,1.100731,132.6651,6.706026,0.000162,9230.012,0.825067,0.004478,340.278,25799.54,notsleepy
3.761133,1.194821,0.776975,0.522017,77.99895,6.53288,0.000361,3204.691,1.758876,0.003103,304.0965,38018.6,notsleepy
4.004917,1.327829,0.730005,0.40934,12.68016,4.867791,0.000424,313.8392,2.067517,0.003189,444.5279,345037.2,notsleepy
4.431634,1.306466,0.863435,1.011653,79.19437,5.800821,0.000469,11821.26,1.297575,0.003305,539.6957,485278.6,notsleepy
5.650937,1.532172,0.723891,1.037922,172.2256,5.027626,0.000121,29145.19,0.557665,0.003878,561.1286,226628.3,notsleepy
3.544749,1.149181,0.884762,0.658484,41.36333,6.792003,0.00093,2274.029,1.537404,0.002345,280.6258,45356.52,notsleepy
4.349429,1.313819,0.558123,0.535759,77.54994,5.589384,0.000464,2617.826,0.559305,0.005808,667.0574,116437.9,notsleepy
4.349429,1.313819,0.558123,0.535759,77.54994,5.589384,0.000464,2617.826,0.559305,0.005808,667.0574,116437.9,notsleepy
4.349429,1.313819,0.558123,0.535759,77.54994,5.589384,0.000464,2617.826,0.559305,0.005808,667.0574,116437.9,notsleepy
4.349429,1.313819,0.558123,0.535759,77.54994,5.589384,0.000464,2617.826,0.559305,0.005808,667.0574,116437.9,notsleepy
5.351114,1.378115,0.655826,0.788454,40.60153,6.129921,0.000172,1761.074,1.037112,0.005922,537.8088,80636.13,notsleepy
5.335417,1.415947,0.672845,1.03887,67.55399,5.731189,0.000294,4477.456,2.388103,0.003499,752.6852,339610.3,notsleepy
5.335417,1.415947,0.672845,1.03887,67.55399,5.731189,0.000294,4477.456,2.388103,0.003499,752.6852,339610.3,notsleepy
6.236805,1.583378,0.554373,0.906052,62.03051,4.915446,0.000076,2938.308,0.236448,0.00408,759.9834,84142.26,notsleepy
4.515067,1.326209,0.767376,0.803162,55.35361,5.864028,0.000205,3977.285,1.828601,0.003475,437.6289,160537.9,notsleepy
4.515067,1.326209,0.767376,0.803162,55.35361,5.864028,0.000205,3977.285,1.828601,0.003475,437.6289,160537.9,notsleepy
4.515067,1.326209,0.767376,0.803162,55.35361,5.864028,0.000205,3977.285,1.828601,0.003475,437.6289,160537.9,notsleepy
3.732678,1.289969,0.574579,0.20155,73.61492,4.484893,0.000546,4479.319,0.534596,0.003274,731.3445,259682,notsleepy
5.204699,1.416468,0.620851,0.791551,136.2412,5.512459,0.000175,5233.864,1.422473,0.003584,690.8828,252953.1,notsleepy
6.190192,1.547568,0.557152,1.139072,64.9726,5.146473,0.000052,2699.057,0.223275,0.002533,701.83,347411.5,notsleepy
6.243594,1.551302,0.576361,1.168921,48.23045,5.025811,0.000084,2100.261,0.202513,0.002784,1120.158,80497.61,notsleepy
6.243594,1.551302,0.576361,1.168921,48.23045,5.025811,0.000084,2100.261,0.202513,0.002784,1120.158,80497.61,notsleepy
5.380505,1.418599,0.744076,1.429001,45.15431,5.791576,0.000184,3168.409,0.233412,0.0054,583.9636,164908.8,notsleepy
5.659323,1.480062,0.56597,1.044506,73.48238,5.266047,0.000324,4234.566,0.504283,0.005579,651.576,252122.3,notsleepy
3.081789,1.112845,1.179813,0.693185,57.72443,6.328808,0.000212,2511.106,1.152093,0.002526,259.0434,11448.55,notsleepy
3.081789,1.112845,1.179813,0.693185,57.72443,6.328808,0.000212,2511.106,1.152093,0.002526,259.0434,11448.55,notsleepy
4.35816,1.258108,0.707784,0.82937,144.2679,6.380889,0.000133,9612.667,0.551002,0.001545,483.9496,40153.04,notsleepy
4.35816,1.258108,0.707784,0.82937,144.2679,6.380889,0.000133,9612.667,0.551002,0.001545,483.9496,40153.04,notsleepy
5.977852,1.496602,0.593268,1.18746,23.00051,5.321518,0.000097,677.8928,0.254498,0.003089,903.648,180013.6,notsleepy
5.977852,1.496602,0.593268,1.18746,23.00051,5.321518,0.000097,677.8928,0.254498,0.003089,903.648,180013.6,notsleepy
5.612333,1.415325,0.649021,1.220735,161.7206,5.911946,0.000067,9987.688,0.312048,0.002511,743.1881,172475.6,notsleepy
4.149692,1.324362,0.809074,0.514167,102.8876,5.557161,0.000185,4864.767,0.856001,0.002575,286.565,67878.39,notsleepy
4.149692,1.324362,0.809074,0.514167,102.8876,5.557161,0.000185,4864.767,0.856001,0.002575,286.565,67878.39,notsleepy
4.149692,1.324362,0.809074,0.514167,102.8876,5.557161,0.000185,4864.767,0.856001,0.002575,286.565,67878.39,notsleepy
4.508315,1.34154,0.707983,0.741525,23.59494,5.526331,0.000301,1643.615,0.951597,0.002811,410.6183,92019.94,notsleepy
6.036815,1.498299,0.608363,1.228811,90.71054,5.355824,0.000051,4464.677,0.253313,0.005829,875.8168,84174.87,notsleepy
5.371012,1.408869,0.630648,1.08048,37.09585,5.58691,0.00013,2350.724,0.367746,0.002931,721.9666,118178.7,notsleepy
3.963875,1.225945,1.184985,0.84086,83.60551,6.68761,0.000598,4762.331,2.545901,0.00115,397.1667,383517.4,notsleepy
3.611462,1.178889,0.710286,0.350165,124.2569,6.747261,0.000456,5924.651,1.101047,0.001689,297.0701,37966.44,notsleepy
3.611462,1.178889,0.710286,0.350165,124.2569,6.747261,0.000456,5924.651,1.101047,0.001689,297.0701,37966.44,notsleepy
4.507379,1.331247,0.526909,0.5288,73.08117,5.60817,0.000211,2693.039,0.514856,0.003469,672.4478,51703.95,notsleepy
4.507379,1.331247,0.526909,0.5288,73.08117,5.60817,0.000211,2693.039,0.514856,0.003469,672.4478,51703.95,notsleepy
4.507379,1.331247,0.526909,0.5288,73.08117,5.60817,0.000211,2693.039,0.514856,0.003469,672.4478,51703.95,notsleepy
4.061509,1.241637,0.616036,0.77411,76.5001,6.275373,0.000176,2713.575,1.285051,0.003215,555.2527,227737.7,notsleepy
5.393056,1.457576,0.488596,0.829961,59.89294,5.100055,0.000256,3584.157,0.423999,0.005695,959.9404,362513.5,notsleepy
5.13924,1.409377,0.684721,0.905864,52.8291,5.572346,0.000348,4401.848,0.578778,0.006398,723.5172,228399.6,notsleepy
4.858168,1.383939,0.704145,0.836981,40.87735,5.701608,0.000202,2965.472,0.876834,0.003485,663.5316,383426.2,notsleepy
