@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.05478,0.04356,-49.781594,5.776916,1.855319,1.302264,0.376886,0.000155,0.591584,0.228231,0.131479,0.472713,0.409913,0.403277,0.387273,0.025895,0.020339,0.291881,0.338836,0.350155,0.505819,0.181391,3.927644,0.111992,0.053689,0.062447,0.150775,12.72787,0.610577,0.563421,55.94445,4.540718,1.479334,0.362077,0.255074,0.877953,0.109413,142.7003,3.864113,212.2036,0.556735,0.010983,0.017711,0.025943,0.000276,0.0063,7947.14,0.395244,0,0.816245,0.139821,0,0.150089,0.005256,518.8988,87997.52
0.059316,0.051129,-53.505708,6.468031,1.658888,0.957673,0.786055,0.000114,0.43009,0.303527,0.137628,0.619287,0.549972,0.409845,0.429577,0.031459,0.025021,0.214135,0.408631,0.376467,0.801311,0.162912,4.314118,0.136808,0.066316,0.055872,0.152977,10.547323,0.859524,0.56739,83.22591,4.901288,1.335278,0.60982,0.671885,0.8623,0.041922,51.71152,6.383721,1051.036,2.977135,0.058979,0.105416,0.0856,0.000763,0.003043,2701.538,1.547366,0,0.960053,0.129539,0,0.038377,0.002321,567.1882,276564.9
0.069536,0.054482,-50.397848,7.189082,1.753633,0.075421,0.790015,0.000152,0.646099,0.339067,0.158879,0.493323,0.448803,0.388398,0.400755,0.02729,0.01908,0.192462,0.287986,0.253577,0.605858,0.114996,4.05884,0.118477,0.039661,0.044987,0.152304,10.60227,0.674731,0.604174,71.76325,4.249051,1.275059,0.567557,0.649262,0.884293,0.126398,160.5431,6.055914,327.2884,1.032888,0.022429,0.058095,0.093678,0.000215,0.008474,11543.71,0.745772,0,0.841545,0.083425,0,0.133436,0.003147,587.7484,76481.7
0.033583,0.025572,-58.195855,7.017787,1.704141,1.185972,0.387671,0.000116,0.490852,0.45862,0.097191,0.458063,0.458722,0.393764,0.400147,0.025466,0.017939,0.213422,0.352488,0.335776,0.514027,0.134253,5.08319,0.128897,0.05025,0.052255,0.159881,11.670082,0.643541,0.484894,44.39311,2.858816,1.053314,1.056103,0.353724,0.85222,0.052054,82.75503,6.985722,461.2884,1.270464,0.040694,0.137888,0.087982,0.00065,0.002691,4667.828,4.215681,0,0.985353,0.130223,0,0.014442,0.000811,266.861,41046.42
0.055807,0.033846,-50.031337,5.618071,1.861889,1.242536,0.457401,0.000293,0.551205,0.353436,0.129592,0.603847,0.501293,0.407605,0.42561,0.026483,0.015042,0.240291,0.397078,0.349526,0.589425,0.116955,3.751867,0.210092,0.055035,0.075706,0.150062,66.958679,0.665158,0.566986,71.79834,4.64318,1.327229,0.653798,0.775519,0.89293,0.047193,42.68181,5.908078,212.314,0.895221,0.020366,0.096819,0.267252,0.000178,0.003335,1390.721,0.50316,0,0.784288,0.084966,0,0.169293,0.003612,418.3027,36525.27
0.057366,0.037114,-51.657412,5.346864,1.30045,0.734344,0.523367,0.000192,0.58692,0.411945,0.133473,0.593619,0.524863,0.439321,0.462208,0.044162,0.022408,0.19413,0.242026,0.310296,0.399464,0.086788,3.742579,0.098763,0.03284,0.029349,0.154755,23.612623,0.798544,0.56904,65.76956,4.329888,1.310283,0.745845,0.683397,0.892876,0.091952,69.11753,5.808149,245.5132,0.910161,0.028854,0.058969,0.13434,0.000263,0.008246,4972.103,1.154676,0,0.341545,0.040462,0,0.225042,0.004167,400.7346,138393.9
0.027164,0.019131,-58.924961,6.582102,1.281991,0.591934,0.349667,0.00014,0.575109,0.501234,0.08401,0.486315,0.376441,0.450817,0.457937,0.030857,0.014871,0.196263,0.392682,0.297899,0.605256,0.170465,4.528144,0.14152,0.048062,0.045753,0.160489,10.938208,0.518265,0.576902,47.20625,2.860168,1.021965,1.433112,0.754288,0.851168,0.077124,108.0408,7.869172,329.5889,0.86952,0.036677,0.481723,0.19983,0.00086,0.005094,9548.641,2.522869,0,0.990679,0.137047,0,0.00924,0.001799,196.3471,29529.25
0.040123,0.024853,-47.219347,6.305322,0.95524,0.474715,0.132675,0.000797,0.691353,0.48315,0.133126,0.444992,0.385527,0.428626,0.369465,0.02368,0.010831,0.18522,0.224412,0.246348,0.406531,0.086029,3.676691,0.100048,0.040895,0.037258,0.152689,33.265823,0.802575,0.552656,65.34007,3.98594,1.221414,0.965735,1.076587,0.899231,0.086746,46.38272,6.422889,65.0844,0.438211,0.01386,0.040456,0.069012,0.000177,0.005671,1422.066,0.401489,0,0.946072,0.122889,0,0.051054,0.00399,267.1588,25193.22
0.027358,0.019768,-59.124602,7.92461,0.771195,0.224381,0.033553,0.000052,0.548657,0.515518,0.104616,0.542317,0.389793,0.35131,0.40238,0.021502,0.012448,0.169707,0.389607,0.371346,0.674807,0.176703,4.521207,0.178117,0.04453,0.037642,0.155682,6.243497,0.788462,0.59857,49.79948,2.90155,1.045121,0.705823,0.378743,0.875733,0.077688,116.4504,7.506057,122.761,0.28444,0.011202,0.05948,0.028293,0.000218,0.004092,3707.974,1.268966,0,0.998003,0.127235,0,0.001995,0.001786,212.3091,16950.23
0.0368,0.028665,-59.108407,7.703262,1.60561,0.398556,0.139431,0.000068,0.452457,0.430971,0.111495,0.524357,0.472261,0.427943,0.431745,0.026693,0.016723,0.204398,0.30985,0.386332,0.493699,0.102783,4.432509,0.135698,0.042233,0.049806,0.152014,9.629969,0.753138,0.620136,55.24962,3.449304,1.153226,0.814629,0.425133,0.863435,0.073126,46.04148,6.667993,428.5862,1.224689,0.032177,0.103541,0.114922,0.000569,0.008152,1610.369,2.926766,0,0.75233,0.074906,0,0.186454,0.003439,332.5664,173242.9
0.047625,0.034592,-49.520222,7.891571,2.744092,1.078904,0.27668,0.000339,0.663739,0.355426,0.121515,0.384174,0.400624,0.401029,0.354792,0.015141,0.013448,0.192192,0.294548,0.313349,0.398764,0.146515,3.868961,0.123006,0.041904,0.05042,0.158696,23.291831,0.694656,0.586738,65.27656,3.57676,1.13427,0.77133,0.745812,0.888381,0.187816,285.3341,7.064065,117.8237,0.767994,0.02323,0.100334,0.088661,0.000219,0.012297,46090.12,1.32519,0,0.943409,0.127833,0,0.053424,0.003035,373.2025,26138.66
0.073955,0.043101,-48.874375,4.233385,1.770299,0.477668,-0.012376,0.000107,0.636733,0.459928,0.142986,0.410537,0.407135,0.423572,0.491809,0.02359,0.011744,0.180777,0.250261,0.277112,0.434951,0.098822,3.871181,0.101544,0.032339,0.038195,0.155711,18.000568,0.5,0.571089,76.29905,4.982204,1.374768,0.747871,1.178747,0.904883,0.129571,75.82653,5.634856,60.12476,0.220536,0.004737,0.015892,0.077358,0.000069,0.009361,3817.347,0.172649,0,0.996671,0.15155,0,0.00332,0.002079,456.9065,17194.24
0.05106,0.029026,-56.144089,4.412462,2.030317,0.889619,-0.075759,0.000055,0.605317,0.335044,0.097576,0.482373,0.427482,0.394698,0.384257,0.020047,0.016662,0.194198,0.315335,0.31237,0.714781,0.213148,4.230922,0.124188,0.052968,0.054929,0.160864,19.175275,0.990798,0.535295,56.22784,4.544238,1.41118,0.811981,0.560119,0.895677,0.080584,97.0975,5.042071,209.6806,0.954112,0.030685,0.079941,0.236181,0.000214,0.004944,4904.611,0.838183,0,0.977364,0.112498,0,0.022139,0.001292,368.5144,149532.6
0.059101,0.040289,-50.733182,5.633421,2.10864,0.653606,0.645262,0.00018,0.511944,0.215291,0.127487,0.444189,0.45499,0.399595,0.462639,0.024207,0.019675,0.191,0.372933,0.325381,0.465721,0.12069,3.800916,0.128514,0.045858,0.030258,0.148818,27.120771,0.62531,0.561024,68.13174,4.418307,1.300731,0.699422,0.715286,0.893781,0.17521,165.4781,5.748399,299.3801,1.324291,0.027309,0.060363,0.263977,0.000154,0.010622,10847.97,0.933525,0,0.908123,0.096477,0,0.083492,0.002352,438.3566,170658.9
0.097072,0.056238,-45.951026,4.004433,0.773629,-0.203721,0.243027,0.000508,0.631185,0.413699,0.166088,0.419348,0.395465,0.367612,0.420108,0.02706,0.017741,0.176698,0.309711,0.35627,0.625606,0.11514,3.544321,0.100467,0.036461,0.035657,0.158694,31.321073,0.750623,0.560804,76.5985,5.481851,1.501374,0.574246,0.718562,0.906798,0.125045,86.47564,5.112887,38.58081,0.213809,0.00669,0.008193,0.036537,0.000102,0.00711,3382.089,0.220189,0,0.898802,0.094738,0,0.091018,0.002865,586.2845,117988.8
0.074416,0.047227,-51.871782,4.139859,1.41741,0.733652,-0.042546,0.000181,0.673762,0.444183,0.111926,0.50174,0.431667,0.364099,0.353971,0.026176,0.026004,0.191824,0.250836,0.244818,0.459628,0.119701,3.965409,0.118151,0.043125,0.03877,0.158142,25.54207,0.742063,0.580531,65.26555,4.882851,1.432771,0.836528,0.686081,0.897703,0.124868,123.8775,5.220046,322.076,0.954537,0.026351,0.10171,0.126035,0.000234,0.009088,9995.804,1.007537,0,0.818242,0.101831,0,0.148821,0.004632,509.2475,359737.8
0.084623,0.054456,-50.591346,4.100859,1.454692,-0.08142,0.468616,0.000086,0.675505,0.403433,0.148104,0.506243,0.415984,0.392188,0.4097,0.025638,0.039951,0.208048,0.24686,0.364363,0.516761,0.138983,3.776013,0.107959,0.042608,0.047174,0.152267,22.382145,0.769231,0.563386,75.0261,5.14351,1.423656,0.600537,0.82421,0.900406,0.202409,183.3713,5.318598,209.9204,1.055604,0.024505,0.040503,0.159838,0.00009,0.016882,14624.04,0.441933,0,0.95273,0.113772,0,0.045066,0.002114,648.0649,223074.8
0.04915,0.038494,-51.562186,7.439342,2.482951,1.019547,0.425962,0.000145,0.620374,0.239071,0.12838,0.471091,0.434302,0.488037,0.409857,0.028293,0.02098,0.172613,0.27317,0.279992,0.470674,0.111795,3.827946,0.129001,0.038185,0.053259,0.15126,25.517047,0.75463,0.570899,67.32638,3.88916,1.193852,0.731332,0.636408,0.883563,0.10714,181.4018,6.528587,348.3661,1.291951,0.027208,0.143141,0.084386,0.000155,0.005277,18459.28,0.793097,0,0.991345,0.135113,0,0.008586,0.001308,449.2391,90165.26
0.023358,0.018215,-66.178236,6.238258,1.960924,0.983829,0.683519,0.000029,0.641821,0.444603,0.064083,0.533171,0.447855,0.451804,0.409796,0.023871,0.015128,0.228962,0.342813,0.276764,0.737935,0.159271,5.098021,0.14206,0.050638,0.057422,0.157221,12.115936,0.689498,0.585989,42.83,2.84406,1.013773,1.120416,0.360397,0.826123,0.036857,63.3676,7.77071,718.9181,2.082315,0.065293,0.219306,0.18293,0.003298,0.002955,2602.219,7.069405,0,0.787617,0.084775,0,0.167388,0.002332,222.0954,51766.49
0.059101,0.040289,-50.733182,5.633421,2.10864,0.653606,0.645262,0.00018,0.511944,0.215291,0.127487,0.444189,0.45499,0.399595,0.462639,0.024207,0.019675,0.191,0.372933,0.325381,0.465721,0.12069,3.800916,0.128514,0.045858,0.030258,0.148818,27.120771,0.62531,0.561024,68.13174,4.418307,1.300731,0.699422,0.715286,0.893781,0.17521,165.4781,5.748399,299.3801,1.324291,0.027309,0.060363,0.263977,0.000154,0.010622,10847.97,0.933525,0,0.908123,0.096477,0,0.083492,0.002352,438.3566,170658.9
0.04571,0.032461,-51.677052,6.900947,1.149804,1.190387,0.382541,0.000222,0.519823,0.313047,0.122655,0.60318,0.470149,0.42863,0.414009,0.024259,0.014152,0.224936,0.310995,0.307867,0.569724,0.147305,3.793677,0.14282,0.046956,0.047926,0.151644,11.418913,0.967078,0.565992,64.62012,3.636906,1.148997,0.789389,0.613607,0.882366,0.088694,112.0065,7.091779,244.8772,0.57347,0.017643,0.095441,0.097465,0.000334,0.006709,6584.768,1.607338,0,0.76032,0.073006,0,0.182355,0.002143,333.2801,32487
0.026759,0.015304,-53.805743,6.197086,1.440118,1.012563,0.444931,0.000483,0.608689,0.412483,0.091873,0.48011,0.457357,0.43509,0.428388,0.026837,0.005248,0.224556,0.315427,0.316937,0.42618,0.12155,3.932336,0.117909,0.046953,0.0453,0.156718,73.183134,0.748792,0.507255,50.58478,3.659915,1.225658,1.002354,0.593103,0.893709,0.05445,46.29536,5.743023,180.9445,1.030965,0.0289,0.125693,0.158431,0.000286,0.002836,2466.354,0.772037,0,0.338216,0.04852,0,0.223975,0.005239,178.518,11205.07
0.035785,0.022851,-52.234174,6.019203,1.258216,0.067377,0.128595,0.000836,0.597125,0.427992,0.10729,0.556676,0.516498,0.390508,0.389015,0.040257,0.012657,0.197935,0.258368,0.240607,0.430911,0.103068,3.782838,0.106351,0.042527,0.047765,0.153431,27.205084,0.993528,0.512177,51.35484,3.417365,1.175638,0.888259,0.595262,0.880948,0.052768,42.09329,6.156786,184.7473,0.563063,0.024572,0.217617,0.328011,0.00038,0.005421,2903.268,2.040538,0,0.80759,0.084433,0,0.155492,0.00377,254.7954,39224.09
0.047958,0.041178,-54.135201,10.625911,0.23674,0.735018,-0.150538,0.000111,0.703147,0.379401,0.14214,0.414677,0.36262,0.406346,0.40194,0.016225,0.015425,0.176918,0.238021,0.231474,0.46564,0.123736,4.348461,0.108619,0.038811,0.04318,0.161765,10.940753,0.65678,0.575244,59.44029,2.942848,1.060208,0.785318,0.594664,0.852691,0.133662,120.0071,7.42089,98.54053,0.236804,0.011207,0.025392,0.018846,0.000354,0.010312,6058.645,1.034484,0,0.950732,0.141515,0,0.046872,0.003453,488.7817,25481.91
0.040736,0.035111,-60.306363,9.271774,1.707881,0.328054,0.135407,0.000006,0.684958,0.33219,0.126838,0.410524,0.420413,0.43202,0.385326,0.015472,0.006969,0.235859,0.288982,0.245659,0.449496,0.099045,4.880069,0.123221,0.044054,0.040567,0.154382,4.786962,0.760181,0.561166,59.26084,3.091922,1.089928,0.675479,0.424305,0.862539,0.204285,294.6749,6.903311,59.67411,0.11848,0.006407,0.018826,0.009134,0.000415,0.008485,16836.62,1.227136,0,0.681092,0.075944,0,0.21735,0.003958,391.4373,7793.737
0.059779,0.041035,-49.278483,5.258193,1.445247,0.426782,-0.012485,0.000444,0.597935,0.442744,0.138331,0.515115,0.496014,0.362986,0.392828,0.027335,0.014097,0.219347,0.387068,0.343412,0.591564,0.099349,4.068822,0.16231,0.066692,0.047206,0.157473,69.27555,0.748603,0.544277,75.15771,4.984186,1.398046,0.707372,0.970679,0.887261,0.062509,47.88368,5.630982,288.578,0.593099,0.010404,0.077875,0.478155,0.000347,0.004607,1874.276,0.527698,0,0.969374,0.142216,0,0.029708,0.003407,473.4352,41412.43
0.045602,0.032889,-55.504891,6.064285,1.775856,0.245663,-0.365305,0.000088,0.641881,0.482272,0.128296,0.574509,0.386584,0.38321,0.381458,0.029339,0.025863,0.183075,0.320083,0.295564,0.767326,0.162306,4.34606,0.123072,0.038327,0.041851,0.156721,9.835223,0.858881,0.538989,55.49446,3.52865,1.167388,0.864337,0.613635,0.865713,0.120195,127.9712,6.351703,362.2691,1.333085,0.028899,0.091281,0.250679,0.000689,0.012607,13496.54,0.987929,0,0.786285,0.100864,0,0.168153,0.003615,391.137,96344.3
0.064962,0.046278,-49.123537,5.839781,1.114238,0.217759,0.387627,0.00027,0.682199,0.309764,0.133862,0.568036,0.461762,0.416662,0.437674,0.024241,0.029026,0.200971,0.228976,0.29146,0.393881,0.111575,4.073261,0.132005,0.043338,0.037445,0.152643,17.259155,0.862004,0.578625,90.90984,5.552406,1.377686,0.766716,1.136349,0.898897,0.161693,153.8654,6.262597,1347.985,5.289197,0.06829,0.083299,0.317196,0.000106,0.014484,14911.47,0.548247,0,0.838216,0.097315,0,0.135701,0.003828,538.899,141981.1
0.026418,0.021239,-63.105311,8.034108,1.84339,0.69774,0.622753,0.000048,0.578932,0.514342,0.080475,0.538299,0.506951,0.431821,0.449126,0.024019,0.020712,0.204338,0.36299,0.309418,0.636366,0.099761,4.301984,0.111097,0.045816,0.04274,0.159347,9.235237,0.665625,0.554142,40.89635,2.575417,0.981291,1.216782,0.407484,0.848071,0.04664,37.65532,7.871792,247.4353,1.239561,0.050545,0.200956,0.125147,0.001045,0.004012,1147.731,3.800222,0,0.992011,0.112923,0,0.007931,0.001455,250.8206,114717
0.059399,0.038968,-52.125814,5.504868,1.480209,0.760866,0.103272,0.000093,0.535983,0.312992,0.12716,0.569892,0.567021,0.468842,0.455013,0.026695,0.013035,0.188856,0.297096,0.242344,0.3894,0.109057,4.00362,0.143222,0.034443,0.030707,0.150257,14.057686,0.665698,0.583511,84.3154,5.033604,1.340957,0.738016,1.208183,0.897367,0.067919,50.00119,6.383979,345.3005,0.746522,0.014327,0.065139,0.261413,0.000178,0.004877,1627.444,1.127482,0,0.97004,0.132938,0,0.029082,0.002179,424.9571,75994.47
0.03337,0.024864,-54.434955,8.720485,1.405582,1.285797,-0.095176,0.000571,0.691421,0.534281,0.105681,0.487335,0.409486,0.333305,0.347332,0.016009,0.007312,0.21157,0.268239,0.331288,0.464914,0.153886,4.425695,0.144808,0.043092,0.03329,0.154523,33.258383,0.507042,0.557843,64.33631,3.062406,1.000938,0.816066,0.800875,0.852076,0.133966,106.1312,9.244445,333.161,1.222322,0.027946,0.097519,0.55411,0.000844,0.007076,3163.289,3.745327,0,0.873502,0.082864,0,0.11057,0.002587,288.8137,9479.018
0.044385,0.025807,-51.347919,5.578469,1.403387,0.37526,-0.068342,0.000206,0.688783,0.40394,0.125316,0.442951,0.404223,0.451514,0.394775,0.025137,0.01496,0.20874,0.302144,0.26741,0.447072,0.115021,3.765486,0.134534,0.04622,0.039854,0.158947,26.76785,0.5,0.566802,60.35212,4.03589,1.271521,0.745954,0.601359,0.896628,0.136215,133.5562,5.863801,167.5322,0.541555,0.013058,0.035777,0.116202,0.000362,0.007697,7184.64,0.570898,0,0.896139,0.088045,0,0.093136,0.003678,282.964,53632.75
0.104371,0.082921,-54.87137,4.577711,1.875727,0.482864,-0.16143,0.000029,0.663027,0.31272,0.165783,0.624953,0.484726,0.37825,0.398424,0.029723,0.046572,0.184315,0.275916,0.308849,0.535703,0.112669,5.845101,0.105969,0.045044,0.040208,0.160073,8.627456,0.5,0.601948,136.5723,7.527242,1.486734,0.697721,1.509748,0.885761,0.149747,159.2455,6.506856,5765.629,14.39692,0.080796,0.232995,0.654065,0.000819,0.012103,13473.56,1.656073,0,0.586551,0.088913,0,0.24267,0.00641,805.3531,282776.6
0.063604,0.04168,-51.235557,5.862052,0.95408,0.287661,0.245414,0.000247,0.486711,0.415827,0.143532,0.488286,0.431614,0.413391,0.39601,0.035595,0.023783,0.236689,0.417749,0.44638,0.501232,0.140002,3.997,0.184866,0.043219,0.043566,0.159356,30.276436,0.666667,0.555529,77.59107,4.889223,1.372611,0.719466,1.21292,0.893731,0.062945,31.93471,5.876134,432.9259,1.175095,0.021303,0.076486,0.76899,0.00023,0.005539,1089.29,1.320003,0,0.655792,0.099412,0,0.225879,0.006764,475.2321,130405.8
0.071218,0.060564,-59.463936,9.94199,0.982775,0.472193,0.738036,0.000011,0.624029,0.290985,0.152559,0.658476,0.545544,0.392218,0.407607,0.021153,0.024928,0.232837,0.325049,0.384731,0.943776,0.146953,4.578647,0.132838,0.053939,0.06671,0.154686,4.484957,0.634043,0.566151,69.06744,3.690644,1.17998,0.593214,0.62475,0.870046,0.179218,195.1518,6.655382,635.2847,2.314128,0.062413,0.022179,0.179594,0.000227,0.013338,22246.66,2.258348,0,0.974035,0.142891,0,0.025308,0.002328,652.9913,251012.3
0.052407,0.038514,-54.39701,6.553889,2.378078,1.098923,-0.037999,0.000043,0.482087,0.314948,0.136708,0.470065,0.3826,0.36114,0.406265,0.022535,0.018861,0.234932,0.440005,0.351131,0.551271,0.142362,4.302904,0.137775,0.069101,0.048658,0.153413,12.066279,0.459963,0.60304,59.49113,3.873003,1.247035,0.639955,0.46091,0.884275,0.11416,179.8106,5.65673,374.1639,1.17254,0.029331,0.085631,0.125583,0.00036,0.010866,15257.25,1.159941,0,0.690413,0.095811,0,0.213885,0.005761,432.7793,89573.85
0.055759,0.044275,-54.151434,7.414474,2.055352,0.736856,0.444388,0.000037,0.582566,0.336032,0.128544,0.545464,0.471034,0.379578,0.454658,0.024101,0.017869,0.190391,0.312854,0.360953,0.581567,0.115297,4.211265,0.130486,0.04737,0.047322,0.15008,8.020269,0.638075,0.570895,59.58588,3.806905,1.249064,0.58515,0.4321,0.873301,0.049327,42.91168,5.61071,132.0714,0.913562,0.030291,0.046501,0.027095,0.000341,0.004138,1111.445,0.779687,0,0.779627,0.106573,0,0.171923,0.004366,491.8223,92015.46
0.032642,0.02307,-60.382112,7.505857,1.253343,1.017646,0.461912,0.000044,0.552144,0.38223,0.096915,0.546516,0.497786,0.484429,0.485593,0.028915,0.008964,0.196127,0.316907,0.284575,0.427957,0.105454,4.435442,0.123517,0.041133,0.050232,0.148598,11.11315,0.713656,0.557528,48.32286,2.957634,1.065822,1.15469,0.607125,0.869982,0.034731,49.16231,7.234156,132.6342,0.385491,0.02415,0.248047,0.146427,0.000598,0.002934,3448.559,3.330525,0,0.953396,0.114687,0,0.044462,0.002826,245.2898,19221.89
0.02677,0.023838,-66.459533,9.354185,2.136675,1.382122,-0.046489,0.000017,0.418482,0.469259,0.089496,0.424169,0.489846,0.422917,0.420891,0.010901,0.005721,0.245466,0.418913,0.444353,0.588674,0.165525,5.044058,0.203975,0.075723,0.063715,0.153616,4.814934,0.76555,0.538345,44.63512,2.511394,0.978092,1.003257,0.509745,0.850223,0.092006,145.773,7.328512,424.9368,0.756055,0.021705,0.214258,0.239683,0.000852,0.008173,16467.86,4.220094,0,0.792277,0.109904,0,0.164684,0.004527,278.4424,3927.848
0.070269,0.044009,-54.510766,5.151179,1.275247,0.635006,-0.147695,0.000052,0.611065,0.255867,0.129697,0.614381,0.498106,0.422862,0.332021,0.02899,0.030459,0.180492,0.273495,0.295098,0.688319,0.120057,4.308057,0.156227,0.038229,0.044433,0.156965,11.396726,0.99022,0.587601,65.08246,4.692302,1.379917,0.646458,0.624619,0.894046,0.117383,128.8685,5.480264,378.9614,2.110062,0.047404,0.079718,0.215377,0.000194,0.005844,7942.427,0.967874,0,0.972037,0.084853,0,0.027199,0.0022,499.0725,412011.2
0.060578,0.044131,-57.301685,6.979151,1.500668,0.812175,-0.509679,0.000023,0.675993,0.205783,0.14972,0.623556,0.590353,0.360447,0.443703,0.027178,0.023692,0.202923,0.250276,0.267087,0.737937,0.125494,4.724659,0.125584,0.042416,0.028512,0.151614,8.996717,0.746667,0.542555,73.21077,4.16382,1.225801,0.639921,0.685868,0.882225,0.105355,82.54332,6.632791,472.9257,1.69596,0.039549,0.104439,0.09721,0.00027,0.009872,5837.8,0.966497,0,0.822903,0.068892,0,0.145831,0.002571,459.5792,126586.2
0.057019,0.049541,-51.820715,8.296419,0.960514,0.66174,0.496763,0.000301,0.536695,0.335221,0.16121,0.518069,0.489601,0.412508,0.393253,0.028872,0.014727,0.182934,0.339798,0.30391,0.626606,0.109862,4.370089,0.135538,0.035135,0.039647,0.151056,12.90481,0.710843,0.578768,62.41,3.639594,1.195455,0.519386,0.386035,0.858843,0.066771,89.23163,6.264652,434.9218,0.989651,0.022767,0.072257,0.04389,0.00051,0.004638,6023.694,0.851279,0,0.580559,0.051287,0,0.243672,0.003298,537.0785,44873.16
0.065409,0.050896,-58.719459,6.312058,0.663161,0.174894,0.491263,0.000023,0.518709,0.41839,0.123304,0.766734,0.549174,0.480104,0.490707,0.04488,0.029087,0.203788,0.314742,0.256058,0.441681,0.105613,4.184388,0.180697,0.056554,0.067482,0.153777,0,0,0.55933,58.66706,3.782746,1.23963,0.841825,0.569553,0.874803,0.071347,60.96968,6.108701,379.7164,1.419469,0.060571,0.247667,0.09838,0.00039,0.004916,2691.964,2.029196,0,0.909454,0.140669,0,0.082402,0.002978,553.3089,484121.3
0.055438,0.030664,-47.23356,5.446901,0.647849,0.373727,0.104303,0.000457,0.620399,0.488238,0.155476,0.420656,0.398554,0.396967,0.405154,0.025318,0.012182,0.200548,0.279328,0.284726,0.458297,0.115574,3.700286,0.123761,0.028172,0.037563,0.159625,41.590262,0.751295,0.567715,71.97156,4.579069,1.333462,0.647334,0.747955,0.900666,0.152919,120.4033,5.840459,80.95246,0.384002,0.010325,0.020678,0.100768,0.00014,0.012045,7272.933,0.371159,0,0.8249,0.100512,0,0.144536,0.005061,349.2898,30700.69
0.061209,0.041532,-48.537525,5.419511,2.150398,0.643488,-0.231417,0.000559,0.688064,0.362212,0.116363,0.534507,0.529757,0.40526,0.397433,0.027624,0.027265,0.239382,0.24156,0.262937,0.39182,0.100087,3.505998,0.095064,0.043367,0.043029,0.156372,27.35185,0.633391,0.573829,69.87737,4.521906,1.306716,0.823671,0.881522,0.892217,0.095474,94.46307,6.066654,294.223,1.513959,0.039129,0.105969,0.195682,0.000248,0.006317,5680.475,1.418931,0,0.943409,0.140434,0,0.053424,0.002714,441.0572,187957.2
0.100419,0.067968,-49.055967,4.079311,1.804913,0.816742,0.295682,0.000306,0.515412,0.346773,0.157632,0.5191,0.459259,0.430658,0.444852,0.036159,0.044015,0.201872,0.339273,0.301443,0.39402,0.15059,3.729815,0.123927,0.037575,0.033575,0.147076,27.556309,0.798817,0.559249,87.24958,5.767231,1.473726,0.628212,1.210017,0.894183,0.113374,69.03564,5.513322,532.1862,2.391423,0.041188,0.072117,0.541697,0.000348,0.012491,6506.026,1.548501,0,0.920772,0.109106,0,0.072999,0.003785,740.8622,438898.5
0.032929,0.023766,-58.402196,7.050661,2.146934,1.499158,0.371639,0.000044,0.635853,0.393914,0.090019,0.5884,0.452081,0.420804,0.396827,0.016098,0.011759,0.213727,0.280908,0.252484,0.422547,0.116851,4.267205,0.130825,0.039355,0.041796,0.154433,8.690292,0.769444,0.501107,52.92213,3.341186,1.125835,1.024123,0.625015,0.876726,0.110245,115.8003,6.83486,188.9684,0.780316,0.028246,0.114733,0.111389,0.000494,0.007131,9085.544,1.859445,0,0.63249,0.096048,0,0.232601,0.006132,270.4752,46283.54
0.042187,0.024994,-54.555903,4.209282,2.005518,0.589894,0.62986,0.000262,0.466894,0.31321,0.095347,0.48418,0.424334,0.328903,0.31794,0.021527,0.024522,0.22296,0.406224,0.414833,0.693756,0.161586,4.293213,0.178495,0.051085,0.070903,0.148576,13.027389,0.66967,0.580016,52.33149,4.08286,1.293027,0.747428,0.475113,0.873344,0.05495,52.44471,5.690533,368.1217,2.406744,0.079667,0.184962,0.39386,0.000897,0.003224,1727.023,2.965187,0,0.953396,0.081509,0,0.044462,0.001676,256.223,116495.3
0.046167,0.035442,-53.1956,7.667937,1.366343,0.710287,0.985986,0.000264,0.565727,0.382961,0.120703,0.620109,0.54983,0.467794,0.454568,0.035831,0.014181,0.237458,0.286808,0.363981,0.54795,0.129952,4.272097,0.145487,0.046474,0.053218,0.151916,11.42757,0.506667,0.521201,57.15649,3.451362,1.165047,0.674661,0.444736,0.868625,0.041851,56.7977,6.369935,301.2455,0.929811,0.029551,0.121307,0.099253,0.000483,0.003383,2305.901,1.694854,0,0.770306,0.09764,0,0.177052,0.003733,395.4416,54880.74
0.037871,0.030322,-54.395339,7.067382,2.524392,0.802795,0.729245,0.000146,0.562857,0.320576,0.105394,0.608924,0.500082,0.443608,0.428455,0.021088,0.01218,0.186469,0.295584,0.355679,0.548794,0.13773,4.333719,0.127938,0.039611,0.051285,0.148459,9.204274,0.5,0.57285,51.80926,3.311112,1.146065,1.007969,0.5274,0.876026,0.052213,75.81034,6.151463,314.7426,0.597739,0.016261,0.127378,0.123339,0.000273,0.002925,4794.357,1.221237,0,0.932756,0.133877,0,0.062764,0.002495,326.3267,22438.6
